prev_eps,eps_yoy,status,date,prev_eps_yoy,price,advice,prev_rev_yoy,om,name,symbol,prev_year,est_price,pe,expansion,gm,rev_yoy,eps
0.11,-368.0,📉 獲利侵蝕,2026-03,-95.34,23.6499996185,⚪ 數據不足,-8.52,N/A,麗清,3346.TW,2025,-26.999999999999996,0.0,-925.02,N/A,557.02,-0.67
-0.22,53.33,⚠️ 獲利稀釋,2026-03,-128.95,18.9500007629,⚪ 數據不足,14.75,N/A,淳安,6283.TW,2025,-14.7,0.0,-926.05,N/A,979.38,-0.07
5.36,-26.62,📉 獲利侵蝕,2026-03,-37.71,78.0,⚪ 中性觀察,6.01,3.86%,美律,2439.TW,2025,173.85,6.729939603106126,-928.82,11.63%,902.2,1.03
1.5,-14.29,📉 獲利侵蝕,2026-03,-12.28,24.75,⚪ 中性觀察,0.57,N/A,松和,5016.TWO,2025,52.35,7.091690544412607,-933.5999999999999,N/A,919.31,0.36
2.03,5.0,⚠️ 獲利稀釋,2026-03,9.24,20.3999996185,⚪ 中性觀察,14.56,N/A,安倉,5548.TWO,2025,64.49999999999999,4.744185957790699,-937.93,N/A,942.93,0.42
2.27,-53.13,📉 獲利侵蝕,2026-03,-17.45,33.1500015259,⚪ 中性觀察,3.73,N/A,志超,8213.TW,2025,83.55000000000001,5.951526306265709,-942.04,N/A,888.91,0.3
0.52,-88.24,📉 獲利侵蝕,2026-03,-82.78,25.4500007629,⚪ 中性觀察,-40.09,N/A,天剛,5310.TWO,2025,33.0,11.568182164954544,-942.09,N/A,853.85,0.06
6.3,-61.8,📉 獲利侵蝕,2026-03,3.11,62.9000015259,⚪ 中性觀察,59.7,2.48%,捷迅,2643.TWO,2025,203.85,4.62840334995585,-949.2299999999999,5.79%,887.43,0.68
-0.11,-52.94,📉 獲利侵蝕,2026-03,52.17,17.3500003815,⚪ 數據不足,-0.02,N/A,沈氏,8921.TWO,2025,-11.55,0.0,-954.56,N/A,901.62,-0.26
1.41,-89.22,📉 獲利侵蝕,2026-03,981.25,19.0,⚪ 中性觀察,14.95,-0.28%,精英,2331.TW,2025,58.35,4.884318766066838,-955.5,9.91%,866.28,0.11
5.27,766.67,⚠️ 獲利稀釋,2026-03,-34.78,100.5,⚪ 中性觀察,-17.06,36.66%,慧洋-KY,2637.TW,2025,145.35,10.371517027863778,-961.5100000000001,37.77%,1728.18,1.6
-1.85,-150.0,📉 獲利侵蝕,2026-03,-129.63,13.6000003815,⚪ 數據不足,-8.68,-2.27%,燁輝,2023.TW,2025,-67.64999999999999,0.0,-963.75,7.45%,813.75,-0.4
-1.51,74.36,⚠️ 獲利稀釋,2026-03,6.88,24.9500007629,⚪ 數據不足,27.53,-34.06%,位速,3508.TWO,2025,-55.05,0.0,-968.63,1.54%,1042.99,-0.1
-1.02,-700.0,📉 獲利侵蝕,2026-03,9.52,19.2000007629,⚪ 數據不足,5.58,-15.09%,寶德,3349.TWO,2025,-41.400000000000006,0.0,-979.9100000000001,15.17%,279.91,-0.48
-7.87,51.72,⚠️ 獲利稀釋,2026-03,-8644.44,18.8999996185,⚪ 數據不足,-11.17,-2.22%,英利-KY,2239.TW,2025,-252.15000000000003,0.0,-980.3599999999999,11.02%,1032.08,-1.68
1.26,35.29,⚠️ 獲利稀釋,2026-03,-31.87,31.5499992371,⚪ 中性觀察,4.14,2.51%,宏��,2353.TW,2025,43.8,10.804794259280822,-982.73,11.56%,1018.02,0.23
2.39,130.77,⚠️ 獲利稀釋,2026-03,-26.77,28.2000007629,⚪ 中性觀察,-0.51,N/A,精星,8183.TWO,2025,54.300000000000004,7.79005545936464,-983.26,N/A,1114.03,0.3
-6.69,-909.09,📉 獲利侵蝕,2026-03,-259.36,18.3500003815,⚪ 數據不足,-14.66,N/A,築間,7723.TWO,2025,-171.60000000000002,0.0,-984.34,N/A,75.25,-0.9
-1.42,151.52,🔄 轉虧為盈,2026-03,-286.84,14.5,⚪ 數據不足,2.6,-0.44%,易飛網,2734.TWO,2025,-44.7,0.0,-984.71,15.72%,1136.23,0.17
-0.75,76.0,⚠️ 獲利稀釋,2026-03,58.56,15.0,⚪ 數據不足,14.78,N/A,彩晶,6116.TW,2025,-27.599999999999998,0.0,-985.9300000000001,N/A,1061.93,-0.06
-3.49,-495.0,📉 獲利侵蝕,2026-03,-1354.17,15.1499996185,⚪ 數據不足,-12.26,N/A,來思達,8066.TWO,2025,-118.8,0.0,-998.5899999999999,N/A,503.59,-0.91
2.73,-24.24,📉 獲利侵蝕,2026-03,-57.28,49.0999984741,⚪ 中性觀察,-21.83,N/A,豐藝,6189.TW,2025,95.7,7.6959245257210025,-999.11,N/A,974.87,1.0
-2.24,-753.85,📉 獲利侵蝕,2026-03,-92.04,14.8000001907,⚪ 數據不足,2.83,-1.26%,廣華-KY,1338.TW,2025,-112.80000000000001,0.0,-999.97,22.76%,246.12,-1.15
-2.14,6.82,⚠️ 獲利稀釋,2026-03,-38.16,23.2000007629,⚪ 數據不足,-61.92,N/A,浩宇生醫,6872.TWO,2025,-76.95,0.0,-1002.0,N/A,1008.82,-0.41
0.39,388.24,⚠️ 獲利稀釋,2026-03,-45.83,20.7000007629,❌ 暫避觀望,-32.9,N/A,大展證,6020.TWO,2025,17.099999999999998,18.157895406052635,-1006.46,N/A,1394.7,0.49
-0.82,-125.0,📉 獲利侵蝕,2026-03,-440.0,38.0999984741,⚪ 數據不足,26.05,-13.20%,耀勝,3207.TWO,2025,-7.800000000000001,0.0,-1006.55,11.52%,881.55,-0.45
1.22,-53.13,📉 獲利侵蝕,2026-03,-31.22,41.0499992371,❌ 暫避觀望,6.13,0.67%,瑞軒,2489.TW,2025,37.49999999999999,16.419999694840005,-1013.84,9.15%,960.71,0.15
0.51,-700.0,📉 獲利侵蝕,2026-03,189.47,16.6000003815,❌ 暫避觀望,-7.75,-10.81%,雲嘉南,3191.TWO,2025,2.999999999999999,83.00000190750002,-1025.38,29.43%,325.38,-0.32
-0.16,260.0,🔄 轉虧為盈,2026-03,88.24,177.0,⚪ 數據不足,58.82,N/A,德宏,5475.TWO,2025,-6.6000000000000005,0.0,-1028.64,N/A,1288.64,0.24
0.2,-900.0,📉 獲利侵蝕,2026-03,25.0,50.9000015259,⚪ 數據不足,22.72,N/A,晉弘,6796.TW,2025,-24.150000000000002,0.0,-1029.28,N/A,129.28,-0.32
1.36,182.35,⚠️ 獲利稀釋,2026-03,-33.33,61.4000015259,❌ 暫避觀望,11.07,N/A,福懋科,8131.TW,2025,39.300000000000004,23.435115086221373,-1037.25,N/A,1219.6,0.96
0.7,200.0,⚠️ 獲利稀釋,2026-03,-64.1,107.0,❌ 暫避觀望,5.45,N/A,南茂,8150.TW,2025,13.649999999999999,117.58241758241759,-1037.92,N/A,1237.92,0.72
0.45,10.0,⚠️ 獲利稀釋,2026-03,-15.09,11.5,⚪ 中性觀察,0.36,1.10%,福壽,1219.TW,2025,13.05,13.2183908045977,-1043.77,9.65%,1053.77,0.11
-2.59,-46.67,🔄 轉虧為盈,2026-03,-248.85,91.4000015259,⚪ 數據不足,-7.42,N/A,霖宏,5464.TWO,2025,-131.54999999999998,0.0,-1046.69,N/A,1000.02,0.16
5.15,-0.9,📉 獲利侵蝕,2026-03,57.01,78.5999984741,⚪ 中性觀察,72.06,3.96%,神達,3706.TW,2025,184.04999999999998,6.405867846299919,-1047.3000000000002,10.03%,1046.4,1.1
1.62,15.79,⚠️ 獲利稀釋,2026-03,8.0,24.6499996185,⚪ 中性觀察,-6.25,5.38%,福懋油,1225.TW,2025,59.7,6.193467240829145,-1058.26,10.74%,1074.05,0.44
-0.3,330.0,🔄 轉虧為盈,2026-03,-300.0,14.8999996185,⚪ 數據不足,-1.96,N/A,凌巨,8105.TW,2025,-15.0,0.0,-1063.26,N/A,1393.26,0.43
11.29,-28.74,📉 獲利侵蝕,2026-03,-17.53,244.5,⚪ 中性觀察,-3.46,N/A,富邦媒,8454.TW,2025,412.79999999999995,8.884447674418606,-1066.47,N/A,1037.73,2.43
1.08,20.0,⚠️ 獲利稀釋,2026-03,66.15,29.2000007629,⚪ 中性觀察,4.86,N/A,倍微,6270.TWO,2025,38.1,11.496063292480315,-1067.95,N/A,1087.95,0.24
-0.03,-542.86,📉 獲利侵蝕,2026-03,-140.0,41.1500015259,❌ 暫避觀望,55.97,-0.09%,興泰,1235.TW,2025,10.949999999999998,56.369865103972614,-1069.73,27.19%,526.87,-0.54
18.2,69.03,⚠️ 獲利稀釋,2026-03,24.57,365.0,⚪ 中性觀察,27.07,4.26%,技嘉,2376.TW,2025,735.45,7.444421782582093,-1069.81,10.28%,1138.84,7.86
0.6,188.24,⚠️ 獲利稀釋,2026-03,71.43,32.5,⚪ 中性觀察,-2.48,-6.13%,百容,2483.TW,2025,32.7,14.908256880733944,-1071.6,8.90%,1259.84,0.15
-2.94,17.65,⚠️ 獲利稀釋,2026-03,-116.18,7.7800002098,⚪ 數據不足,-9.17,N/A,利勤,4426.TW,2025,-111.9,0.0,-1083.04,N/A,1100.69,-0.28
0.02,157.58,⚠️ 獲利稀釋,2026-03,102.7,22.3500003815,❌ 暫避觀望,-6.4,N/A,大拓-KY,8455.TWO,2025,2.8499999999999996,117.63158095526317,-1091.29,N/A,1248.87,0.19
-1.12,-250.0,📉 獲利侵蝕,2026-03,-21.74,6.8000001907,⚪ 數據不足,-3.95,N/A,佳總,5355.TWO,2025,-38.1,0.0,-1098.03,N/A,848.03,-0.14
0.73,-5.88,📉 獲利侵蝕,2026-03,-31.13,13.8500003815,⚪ 中性觀察,-0.68,1.90%,東隆興,4401.TWO,2025,23.55,8.821656293949044,-1098.3000000000002,8.57%,1092.42,0.16
0.2,-200.0,📉 獲利侵蝕,2026-03,-47.37,9.6999998093,❌ 暫避觀望,-28.43,0.03%,三商壽,2867.TW,2025,3.1500000000000004,46.190475282380945,-1107.13,3.78%,907.13,-0.03
0.05,162.5,⚠️ 獲利稀釋,2026-03,25.0,35.0999984741,❌ 暫避觀望,-0.22,N/A,亞通,6179.TWO,2025,18.9,27.857141646111113,-1108.55,N/A,1271.05,0.27
-2.41,8.54,⚠️ 獲利稀釋,2026-03,8.37,12.5,⚪ 數據不足,9.49,N/A,金萬林-創,6645.TW,2025,-98.39999999999999,0.0,-1111.44,N/A,1119.98,-0.76
0.0,-100.0,📉 獲利侵蝕,2026-03,-100.0,20.2999992371,❌ 暫避觀望,58.33,-34.05%,天方能源,3073.TWO,2025,12.6,24.166665758452382,-1111.49,29.35%,1011.49,0.0
-5.14,21.49,⚠️ 獲利稀釋,2026-03,-147.12,22.6000003815,⚪ 數據不足,-15.24,-21.28%,鴻碩,3092.TW,2025,-204.29999999999998,0.0,-1112.6,1.51%,1134.09,-0.95
6.8,135.2,⚠️ 獲利稀釋,2026-03,22.08,465.0,❌ 暫避觀望,8.58,N/A,亞泰金屬,6727.TWO,2025,240.74999999999994,28.971962616822434,-1116.22,N/A,1251.42,2.94
2.22,140.0,⚠️ 獲利稀釋,2026-03,22.78,31.1499996185,⚪ 中性觀察,9.01,N/A,好德,3114.TWO,2025,69.3,6.742424159848484,-1119.13,N/A,1259.13,0.73
5.11,-260.42,📉 獲利侵蝕,2026-03,-8.26,66.6999969482,⚪ 中性觀察,11.23,N/A,博弘,6997.TWO,2025,123.15,8.124238361534712,-1120.8700000000001,N/A,860.45,-2.31
7.54,64.84,⚠️ 獲利稀釋,2026-03,17.08,134.5,⚪ 中性觀察,41.88,N/A,茂綸,6227.TWO,2025,251.25,8.029850746268657,-1125.1100000000001,N/A,1189.95,3.0
1.45,3200.0,⚠️ 獲利稀釋,2026-03,-43.36,37.0499992371,⚪ 中性觀察,-0.1,37.60%,新興,2605.TW,2025,42.3,13.138297601808512,-1128.0299999999997,45.87%,4328.03,0.66
-1.76,50.0,⚠️ 獲利稀釋,2026-03,-39.68,14.1999998093,⚪ 數據不足,-4.78,2.26%,亞聚,1308.TW,2025,-60.300000000000004,0.0,-1130.96,6.52%,1180.96,-0.2
3.3,120.75,⚠️ 獲利稀釋,2026-03,-26.67,45.3499984741,⚪ 中性觀察,15.12,7.27%,新光鋼,2031.TW,2025,123.89999999999999,5.490314585242131,-1132.16,12.43%,1252.91,0.22
-3.45,46.58,⚠️ 獲利稀釋,2026-03,62.26,25.2000007629,⚪ 數據不足,-25.98,N/A,光耀,3666.TWO,2025,-121.05000000000001,0.0,-1132.8500000000001,N/A,1179.43,-0.4
-0.15,0.0,📉 獲利侵蝕,2026-03,55.88,13.25,⚪ 數據不足,-16.11,-4.90%,南紡,1440.TW,2025,-4.2,0.0,-1137.15,7.45%,1137.15,-0.05
-0.54,-105.88,📉 獲利侵蝕,2026-03,-245.95,12.0500001907,⚪ 數據不足,85.08,-39.60%,永捷,4714.TWO,2025,-0.3000000000000011,0.0,-1138.98,-12.82%,1033.1,-0.02
-0.34,60.0,⚠️ 獲利稀釋,2026-03,-70.0,14.8653993607,⚪ 數據不足,20.96,-39.20%,桂田文創,4806.TWO,2025,-11.700000000000001,0.0,-1141.0,46.90%,1201.0,-0.04
0.05,40.0,⚠️ 獲利稀釋,2026-03,-90.74,23.7000007629,⚪ 數據不足,19.77,N/A,研通,6229.TWO,2025,-1.7999999999999996,0.0,-1150.45,N/A,1190.45,0.14
4.01,8.11,⚠️ 獲利稀釋,2026-03,4.7,54.0,⚪ 中性觀察,8.17,N/A,建��,3046.TW,2025,156.75,5.167464114832536,-1154.96,N/A,1163.07,1.2
0.68,166.67,⚠️ 獲利稀釋,2026-03,28.3,20.1499996185,⚪ 數據不足,-0.95,N/A,榮星,1617.TW,2025,-1.3499999999999996,0.0,-1158.57,N/A,1325.24,0.08
9.13,610.0,⚠️ 獲利稀釋,2026-03,51.64,73.8000030518,⚪ 中性觀察,38.99,N/A,必應,6625.TW,2025,305.85,3.6194214346150075,-1158.76,N/A,1768.76,1.42
10.62,564.0,⚠️ 獲利稀釋,2026-03,18.74,308.5,⚪ 中性觀察,24.87,N/A,巨漢,6903.TWO,2025,384.29999999999995,12.04137392661983,-1163.49,N/A,1727.49,6.72
30.51,149.34,⚠️ 獲利稀釋,2026-03,63.03,736.0,⚪ 中性觀察,19.04,N/A,亞翔,6139.TW,2025,959.4,11.507191994996873,-1166.03,N/A,1315.37,9.45
-0.99,1437.5,🔄 轉虧為盈,2026-03,-1750.0,65.4000015259,⚪ 數據不足,-17.66,-1.33%,台化,1326.TW,2025,-31.499999999999993,0.0,-1168.92,4.05%,2606.42,1.07
-0.1,-450.0,📉 獲利侵蝕,2026-03,-134.48,17.2000007629,⚪ 數據不足,10.06,N/A,華盈,3520.TWO,2025,-6.0,0.0,-1174.03,N/A,724.03,-0.07
3.21,-202.5,📉 獲利侵蝕,2026-03,-22.09,64.5999984741,⚪ 中性觀察,-14.6,6.22%,江申,1525.TW,2025,97.2,9.96913556699074,-1180.25,20.24%,977.75,-0.82
-0.43,685.71,🔄 轉虧為盈,2026-03,-407.14,57.4000015259,⚪ 數據不足,13.3,5.07%,晟鈦,3229.TW,2025,-13.799999999999999,0.0,-1183.18,10.48%,1868.89,0.55
-0.67,-780.0,📉 獲利侵蝕,2026-03,-24.07,22.7999992371,⚪ 數據不足,18.08,N/A,安力-KY,5223.TWO,2025,-14.4,0.0,-1190.26,N/A,410.26,-0.44
0.26,-37.86,📉 獲利侵蝕,2026-03,-35.0,416.0,⚪ 數據不足,45.18,N/A,訊芯-KY,6451.TW,2025,-52.05,0.0,-1205.6899999999998,N/A,1167.83,-1.45
6.03,-1180.0,📉 獲利侵蝕,2026-03,1502.33,15.0500001907,⚪ 中性觀察,4.63,-28.70%,大魯閣,1432.TW,2025,74.25,3.040404078929293,-1212.83,34.83%,32.83,-0.54
1.05,0.0,📉 獲利侵蝕,2026-03,-4.59,30.6000003815,⚪ 中性觀察,-0.55,1.66%,金寶,2312.TW,2025,42.0,10.928571564821429,-1226.55,5.36%,1226.55,0.35
0.95,-700.0,📉 獲利侵蝕,2026-03,-54.76,83.5,❌ 暫避觀望,-0.23,N/A,中光電,5371.TWO,2025,19.349999999999998,64.72868217054264,-1230.2,N/A,530.2,-0.3
2.67,-1257.14,🏰 高護城河,2026-03,-49.53,244.0,❌ 暫避觀望,-9.54,6.13%,由田,3455.TWO,2025,28.349999999999994,129.10052910052912,-1236.95,53.12%,-20.19,-0.81
-0.2,-975.0,📉 獲利侵蝕,2026-03,-106.76,12.3000001907,⚪ 數據不足,-68.65,-24.14%,藝舍-KY,2724.TWO,2025,-16.200000000000003,0.0,-1239.19,16.85%,264.19,-0.43
-1.86,1388.46,🔄 轉虧為盈,2026-03,-14.2,73.0999984741,⚪ 數據不足,4.48,N/A,力積電,6770.TW,2025,-19.050000000000004,0.0,-1243.44,N/A,2631.9,3.36
-1.12,-200.0,📉 獲利侵蝕,2026-03,-1277.78,12.3500003815,⚪ 數據不足,-5.33,N/A,台富,1454.TW,2025,-39.0,0.0,-1250.66,N/A,1050.66,-0.2
0.89,75.93,⚠️ 獲利稀釋,2026-03,-72.78,83.9000015259,❌ 暫避觀望,22.83,N/A,擎亞,8096.TWO,2025,59.25,21.24050671541772,-1252.29,N/A,1328.22,1.9
-3.48,119.7,🔄 轉虧為盈,2026-03,-56.76,59.9000015259,⚪ 數據不足,-11.09,N/A,榮科,4989.TW,2025,-137.7,0.0,-1261.81,N/A,1381.51,0.13
-0.32,87.88,🔄 轉虧為盈,2026-03,-130.48,37.0999984741,⚪ 數據不足,2.17,0.94%,承啟,2425.TW,2025,-31.049999999999997,0.0,-1269.3000000000002,8.50%,1357.18,0.62
9.52,-6.54,📉 獲利侵蝕,2026-03,34.08,106.0,⚪ 中性觀察,51.01,7.58%,根基,2546.TW,2025,318.15000000000003,4.997642621404998,-1269.95,9.56%,1263.41,1.43
0.68,-124.0,📉 獲利侵蝕,2026-03,6600.0,22.2000007629,⚪ 中性觀察,16.55,-12.63%,建漢,3062.TW,2025,51.3,6.491228293245614,-1271.67,1.56%,1147.67,-0.54
1.86,50.0,⚠️ 獲利稀釋,2026-03,173.02,27.0499992371,⚪ 中性觀察,19.21,-22.27%,新鉅科,3630.TWO,2025,95.55,4.246467698131868,-1277.87,4.18%,1327.87,-0.27
-2.52,-400.0,📉 獲利侵蝕,2026-03,54.46,27.8999996185,⚪ 數據不足,-10.68,N/A,桓鼎-KY,5543.TWO,2025,-97.8,0.0,-1278.17,N/A,878.17,-0.75
0.5,175.0,⚠️ 獲利稀釋,2026-03,19.51,15.8000001907,⚪ 中性觀察,16.5,8.91%,和桐,1714.TW,2025,19.5,12.153846300538461,-1279.03,14.20%,1454.03,0.23
-2.68,76.92,⚠️ 獲利稀釋,2026-03,-20.55,203.5,⚪ 數據不足,-31.79,-125.48%,蔚華科,3055.TW,2025,-91.95000000000002,0.0,-1295.4099999999999,16.83%,1372.33,-0.15
3.16,39.17,⚠️ 獲利稀釋,2026-03,-4.59,102.0,⚪ 中性觀察,29.36,3.80%,昇貿,3305.TW,2025,132.6,11.538461538461538,-1299.87,13.39%,1339.04,1.73
2.3,40.1,⚠️ 獲利稀釋,2026-03,-44.71,84.5,❌ 暫避觀望,69.32,8.05%,安馳,3528.TW,2025,61.349999999999994,20.660146699266505,-1299.92,12.45%,1340.02,2.83
0.54,141.67,⚠️ 獲利稀釋,2026-03,134.62,23.2000007629,⚪ 數據不足,26.06,N/A,佳龍,9955.TW,2025,-2.8499999999999983,0.0,-1305.47,N/A,1447.14,0.05
-2.74,-40.54,📉 獲利侵蝕,2026-03,-491.43,46.2999992371,⚪ 數據不足,-8.7,-18.43%,和大,1536.TW,2025,-108.30000000000001,0.0,-1336.75,-3.41%,1296.21,-0.52
-1.01,40.74,⚠️ 獲利稀釋,2026-03,-17.44,14.1999998093,⚪ 數據不足,10.43,N/A,福華,8085.TWO,2025,-34.05,0.0,-1339.41,N/A,1380.15,-0.16
-0.33,-1140.0,📉 獲利侵蝕,2026-03,-145.21,14.25,⚪ 數據不足,10.78,-6.40%,福永生技,4183.TWO,2025,-23.400000000000002,0.0,-1351.07,13.67%,211.07,-0.52
-6.25,11.76,⚠️ 獲利稀釋,2026-03,-82.6,13.25,⚪ 數據不足,-24.55,-10.37%,山隆,2616.TW,2025,-224.55,0.0,-1351.1200000000001,7.55%,1362.88,-1.37
0.48,81.37,⚠️ 獲利稀釋,2026-03,120.0,199.0,⚪ 數據不足,43.43,17.10%,陽程,3498.TWO,2025,-19.8,0.0,-1351.8899999999999,41.15%,1433.26,-0.2
-4.2,45.14,⚠️ 獲利稀釋,2026-03,-150.36,71.0,⚪ 數據不足,96.9,N/A,雲豹能源,6869.TW,2025,-23.400000000000002,0.0,-1352.31,N/A,1397.45,-0.99
-1.43,-9.09,📉 獲利侵蝕,2026-03,-22.22,17.25,⚪ 數據不足,-21.87,N/A,中茂,5205.TWO,2025,-50.25,0.0,-1353.32,N/A,1344.23,-0.36
-1.4,-114.29,📉 獲利侵蝕,2026-03,9.68,30.75,⚪ 數據不足,59.22,-24.63%,銘旺科,2429.TW,2025,-51.9,0.0,-1353.8,4.20%,1239.51,-0.45
-0.73,73.75,⚠️ 獲利稀釋,2026-03,32.41,84.5999984741,⚪ 數據不足,12.25,7.93%,達航科技,4577.TWO,2025,-39.599999999999994,0.0,-1357.19,23.60%,1430.94,-0.21
3.16,76.85,⚠️ 獲利稀釋,2026-03,-29.6,69.4000015259,⚪ 中性觀察,-22.72,N/A,倍力,6874.TWO,2025,142.35,7.312961172381454,-1360.3400000000001,N/A,1437.19,1.95
0.01,-200.0,📉 獲利侵蝕,2026-03,-96.0,10.6999998093,⚪ 數據不足,-3.11,7.26%,寶隆,1906.TW,2025,-8.25,0.0,-1386.57,12.71%,1186.57,-0.03
3.17,42.68,⚠️ 獲利稀釋,2026-03,18.73,53.0999984741,⚪ 中性觀察,18.17,2.38%,精技,2414.TW,2025,124.65,6.3898915131287595,-1400.22,8.10%,1442.9,1.17
0.59,-1400.0,📉 獲利侵蝕,2026-03,-47.75,126.5,❌ 暫避觀望,0.0,N/A,鏵友益,6877.TWO,2025,6.149999999999999,308.53658536585374,-1403.74,N/A,3.74,-0.65
-6.24,13.04,⚠️ 獲利稀釋,2026-03,-433.33,27.7000007629,⚪ 數據不足,-59.56,N/A,元晶,6443.TW,2025,-135.45,0.0,-1404.02,N/A,1417.06,-0.2
-1.14,-1283.33,📉 獲利侵蝕,2026-03,-394.74,48.7000007629,⚪ 數據不足,19.38,N/A,常珵,8097.TWO,2025,-53.699999999999996,0.0,-1407.04,N/A,123.71,-0.72
0.03,66.67,⚠️ 獲利稀釋,2026-03,-96.3,49.5999984741,❌ 暫避觀望,4.72,-2.06%,群創,3481.TW,2025,4.3500000000000005,171.03447749689653,-1407.51,9.08%,1474.18,0.2
0.08,-70.0,📉 獲利侵蝕,2026-03,-93.16,10.75,⚪ 數據不足,-4.37,-0.43%,台榮,1220.TW,2025,-1.05,0.0,-1407.58,8.16%,1337.58,-0.17
0.05,21.05,⚠️ 獲利稀釋,2026-03,-95.24,38.2000007629,⚪ 數據不足,-26.42,N/A,高僑,6234.TWO,2025,-11.25,0.0,-1415.73,N/A,1436.78,0.23
0.95,90.0,⚠️ 獲利稀釋,2026-03,-52.74,41.75,⚪ 中性觀察,1.81,3.04%,台肥,1722.TW,2025,41.85,14.96415770609319,-1425.35,15.30%,1515.35,0.19
8.84,27.32,⚠️ 獲利稀釋,2026-03,1.84,125.0,⚪ 中性觀察,-2.3,5.39%,華立,3010.TW,2025,317.7,5.901794145420208,-1441.89,8.77%,1469.21,2.47
0.78,12.0,⚠️ 獲利稀釋,2026-03,-66.09,62.5,❌ 暫避觀望,-9.88,4.51%,漢翔,2634.TW,2025,19.35,48.44961240310077,-1454.61,8.73%,1466.61,0.28
-60.0,-1135.38,📉 獲利侵蝕,2026-03,-1744.48,3.5099999905,⚪ 數據不足,32.68,N/A,森崴能源,6806.TW,2025,-1955.4,0.0,-1455.8700000000001,N/A,320.49,-6.73
-1.68,-1000.0,📉 獲利侵蝕,2026-03,-1292.86,5.8200001717,⚪ 數據不足,-17.32,-26.63%,淘帝-KY,2929.TW,2025,-35.849999999999994,0.0,-1465.92,-8.18%,465.92,-0.22
-1.33,-50.0,📉 獲利侵蝕,2026-03,-632.0,19.6000003815,⚪ 數據不足,-5.19,-1.94%,海德威,3268.TWO,2025,-62.699999999999996,0.0,-1471.55,7.59%,1421.55,-0.09
0.65,-1166.67,📉 獲利侵蝕,2026-03,-26.97,48.0999984741,❌ 暫避觀望,9.25,1.19%,其陽,3564.TWO,2025,17.55,41.11110980692307,-1483.74,20.85%,317.07,-0.32
1.74,-1.9,📉 獲利侵蝕,2026-03,-33.61,50.5,❌ 暫避觀望,18.67,2.63%,弘憶股,3312.TW,2025,43.050000000000004,17.59581881533101,-1503.3100000000002,5.61%,1501.41,1.03
-2.43,-308.0,📉 獲利侵蝕,2026-03,-28.57,14.0,⚪ 數據不足,-9.24,N/A,康那香,9919.TW,2025,-74.85000000000001,0.0,-1511.48,N/A,1203.48,-0.52
-2.24,-18.42,📉 獲利侵蝕,2026-03,-9.8,6.8899998665,⚪ 數據不足,-23.43,-33.95%,燁興,2007.TW,2025,-78.0,0.0,-1511.67,-29.22%,1493.25,-0.45
-10.06,7.08,⚠️ 獲利稀釋,2026-03,-15.31,4.4400000572,⚪ 數據不足,-33.25,N/A,綠河-KY,8444.TWO,2025,-311.84999999999997,0.0,-1518.97,N/A,1526.05,-3.3
-1.25,25.0,🔄 轉虧為盈,2026-03,-112.33,34.5499992371,⚪ 數據不足,-89.32,-63.96%,新復興,4909.TWO,2025,-71.10000000000001,0.0,-1524.58,-26.90%,1549.58,0.05
0.02,108.82,⚠️ 獲利稀釋,2026-03,-88.24,13.75,⚪ 數據不足,-11.24,N/A,谷崧,3607.TW,2025,-4.3500000000000005,0.0,-1577.3500000000001,N/A,1686.17,0.03
-1.37,-176.47,📉 獲利侵蝕,2026-03,-90.28,8.8400001526,⚪ 數據不足,-24.07,-10.27%,台苯,1310.TW,2025,-59.25,0.0,-1579.76,-7.37%,1403.29,-0.94
-1.04,-50.0,📉 獲利侵蝕,2026-03,-940.0,20.3999996185,⚪ 數據不足,-5.97,N/A,宅配通,2642.TW,2025,-42.300000000000004,0.0,-1601.34,N/A,1551.34,-0.75
-0.79,-185.71,📉 獲利侵蝕,2026-03,-269.57,78.5999984741,⚪ 數據不足,-4.58,N/A,GIS-KY,6456.TW,2025,-27.900000000000002,0.0,-1604.8,N/A,1419.09,-0.61
3.84,2621.43,⚠️ 獲利稀釋,2026-03,-23.95,46.5,⚪ 中性觀察,-22.64,N/A,達麗,6177.TW,2025,103.49999999999999,6.739130434782609,-1636.2199999999998,N/A,4257.65,3.53
1.23,-16.67,📉 獲利侵蝕,2026-03,26.8,14.8000001907,⚪ 中性觀察,7.45,4.30%,新建,2516.TW,2025,36.449999999999996,6.090535057901236,-1640.48,6.67%,1623.81,0.25
2.08,134.04,⚠️ 獲利稀釋,2026-03,11.76,35.5499992371,⚪ 中性觀察,-2.37,N/A,資拓宏宇,6614.TW,2025,53.550000000000004,9.957982979579832,-1656.04,N/A,1790.08,0.16
-0.66,72.46,⚠️ 獲利稀釋,2026-03,85.65,59.5999984741,⚪ 數據不足,11.55,-1.35%,全球傳動,4540.TW,2025,-33.0,0.0,-1658.02,16.55%,1730.48,-0.19
0.03,-112.0,📉 獲利侵蝕,2026-03,-25.0,9.470000267,⚪ 數據不足,-34.37,-72.91%,首利,1471.TW,2025,-0.9,0.0,-1662.22,5.75%,1550.22,-0.03
-2.51,9.8,⚠️ 獲利稀釋,2026-03,-8.77,53.9000015259,⚪ 數據不足,-0.38,N/A,台康生技,6589.TW,2025,-99.9,0.0,-1687.6100000000001,N/A,1697.41,-0.47
