正在分析 1447 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%  Sharpe  Trades Status Action
  8255.TWO          120      24.32          26.86  -99.29    0.28      74   ☁ 觀望 觀察/可賣出
   4904.TW          240      27.27          26.65  -10.70    1.81      44   📈 持有 觀察/可賣出
  6844.TWO           20      38.30          26.50  -11.12    1.84      47   ☁ 觀望     持有
   2424.TW          240      35.90          26.36  -62.08    0.75      39   ☁ 觀望 觀察/可賣出
   9926.TW          240      30.00          25.54  -28.15    0.87      50   📈 持有 觀察/可賣出
   7788.TW           10      50.00          25.28  -19.16    3.77      10   ☁ 觀望     持有
  00951.TW           10      32.00          24.74  -22.60    2.19      25   📈 持有     持有
  00947.TW           10      50.00          24.23  -11.41    2.13      30   📈 持有     持有
  6612.TWO          120      36.54          24.17  -41.76    0.76      52   ☁ 觀望     持有
  8383.TWO          240      43.33          24.16  -24.83    1.27      60   ☁ 觀望     持有
   2498.TW           10      29.09          24.14 -113.23    0.19     220   📈 持有 觀察/可賣出
  5516.TWO          240      25.49          24.05  -62.67    0.50      51   ☁ 觀望 觀察/可賣出
   1535.TW           60      22.22          24.02  -34.32    0.97      72   ☁ 觀望 觀察/可賣出
  3438.TWO          240      31.37          23.95  -61.82    0.81      51   ☁ 觀望 觀察/可賣出
   2033.TW           10      29.82          23.53  -49.66    0.28     228   ☁ 觀望 觀察/可賣出
   2356.TW           20      29.01          23.36  -48.18    0.31     162   📈 持有 觀察/可賣出
  6574.TWO            5     100.00          23.35    0.00    0.00       3   📈 持有     持有
  4109.TWO          120      28.57          23.30  -45.10    0.93      42   ☁ 觀望 觀察/可賣出
   2801.TW          120      30.19          23.17  -24.49    1.55      53   📈 持有     持有
   6794.TW           20      23.81          22.78  -22.66    2.28      21   ☁ 觀望 觀察/可賣出
  5478.TWO           10      30.19          22.76  -91.59    0.21     212   📈 持有 觀察/可賣出
  4584.TWO          240      33.33          22.61    0.00    0.00       3   ☁ 觀望     持有
  4523.TWO           10      27.05          22.49 -115.05    0.20     207   ☁ 觀望 觀察/可賣出
  00929.TW           20      41.38          22.17  -14.67    3.34      29   📈 持有     持有
  6160.TWO          120      32.73          21.85  -51.00    0.49      55   ☁ 觀望 觀察/可賣出
00740B.TWO          120      34.62          21.75   -8.17    2.61      26   📈 持有     持有
00722B.TWO          120      24.14          21.43  -17.17    1.91      29   📈 持有 觀察/可賣出
   2405.TW          120      33.85          21.34  -81.45    0.43      65   ☁ 觀望 觀察/可賣出
   8463.TW           60      27.00          21.26  -75.97    0.36     100   ☁ 觀望 觀察/可賣出
   2461.TW          120      30.30          21.09  -45.34    0.58      66   ☁ 觀望     持有
   1326.TW          240      26.92          20.63  -19.25    1.30      26   📈 持有 觀察/可賣出
 00655L.TW          240      44.44          20.62  -42.30    1.25      27   📈 持有     持有
 00738U.TW           10      30.95          20.57  -95.00    0.38     126   ☁ 觀望 觀察/可賣出
  00936.TW           20      40.91          20.48   -8.90    3.63      22   📈 持有     持有
  2740.TWO          240      21.43          20.32  -62.51    1.04      14   📈 持有 觀察/可賣出
   1525.TW           20      25.55          20.28  -76.67    0.22     137   📈 持有 觀察/可賣出
   1735.TW          120      35.38          19.87  -34.50    1.00      65   📈 持有     持有
   6862.TW           60      27.27          19.83  -18.08    1.91      11   📈 持有 觀察/可賣出
  4580.TWO           20      33.33          19.77  -23.83    0.82      78   ☁ 觀望     持有
  2066.TWO          240      37.21          19.68  -48.54    0.78      43   ☁ 觀望     持有
 00635U.TW           60      38.46          19.58  -17.36    1.31      52   📈 持有     持有
 00637L.TW           20      31.90          19.44  -53.63    0.32     116   ☁ 觀望 觀察/可賣出
   6806.TW          120      21.05          19.11  -21.14    1.39      19   ☁ 觀望 觀察/可賣出
   3016.TW           60      32.61          18.97 -130.79    0.27      92   📈 持有 觀察/可賣出
  00902.TW           20      34.09          18.89  -40.33    0.65      44   📈 持有     持有
   6526.TW           10      42.11          18.87  -44.11    1.26      38   ☁ 觀望     持有
  4416.TWO          120      30.91          18.75  -40.72    0.91      55   ☁ 觀望     持有
   4551.TW           20      34.35          17.60  -79.50    0.32     131   📈 持有 觀察/可賣出
 009801.TW           60      40.00          17.55   -3.58    6.67       5   ☁ 觀望     持有
   2201.TW          240      25.00          17.44  -43.10    0.72      32   ☁ 觀望 觀察/可賣出
  6762.TWO          120      32.43          17.29  -29.11    1.08      37   ☁ 觀望     持有
   1314.TW           10      31.63          17.21  -56.42    0.27     196   📈 持有 觀察/可賣出
   2034.TW          240      25.00          16.79  -48.65    0.72      36   ☁ 觀望 觀察/可賣出
  4702.TWO          240      27.78          16.30  -22.85    0.83      36   ☁ 觀望 觀察/可賣出
  00752.TW          240      22.22          16.24  -46.14    1.29      18   ☁ 觀望 觀察/可賣出
   6598.TW           60      23.88          15.93 -171.58    0.14      67   📈 持有 觀察/可賣出
  00963.TW            5      37.50          15.81   -3.40    4.20      24   📈 持有     持有
  5905.TWO           20      25.71          15.81  -98.19    0.21     140   ☁ 觀望 觀察/可賣出
   3062.TW           10      33.17          15.78  -91.03    0.17     199   📈 持有 觀察/可賣出
  6217.TWO           60      34.18          15.66  -63.88    0.23      79   📈 持有 觀察/可賣出
  3611.TWO           20      28.48          15.63  -52.93    0.31     151   ☁ 觀望 觀察/可賣出
   2439.TW           20      30.41          15.62  -68.84    0.18     148   ☁ 觀望 觀察/可賣出
 009805.TW           20      27.27          15.35   -3.47    4.75      11   📈 持有 觀察/可賣出
   4526.TW          120      22.64          15.32  -81.93    0.43      53   ☁ 觀望 觀察/可賣出
   2354.TW           60      28.95          15.20  -45.02    0.52      76   ☁ 觀望 觀察/可賣出
  4923.TWO            5      33.33          15.15    0.00    0.00       3   📈 持有     持有
  6922.TWO           60      40.00          14.74  -21.99    1.16      20   ☁ 觀望     持有
  7714.TWO           20      28.00          14.54  -35.86    1.16      25   ☁ 觀望 觀察/可賣出
  7702.TWO           10      43.75          14.28  -16.01    1.35      32   ☁ 觀望     持有
  4192.TWO           20      21.92          14.23 -123.07    0.09     146   ☁ 觀望 觀察/可賣出
   6671.TW          240      30.00          14.06   -7.91    2.26      10   ☁ 觀望 觀察/可賣出
   4564.TW          120      26.47          14.05  -73.03    0.49      34   ☁ 觀望 觀察/可賣出
00749B.TWO           20      30.77          14.00  -29.07    0.93      65   📈 持有     持有
00864B.TWO          120      18.18          13.98   -5.42    4.88      11   📈 持有 觀察/可賣出
  6870.TWO           60      33.33          13.53  -42.28    0.64      36   ☁ 觀望     持有
   6969.TW           10      29.17          13.10  -27.57    0.77      24   ☁ 觀望 觀察/可賣出
  3556.TWO           10      27.59          12.97  -63.39    0.16     203   📈 持有 觀察/可賣出
   6505.TW          240      15.56          12.78  -44.46    0.41      45   📈 持有 觀察/可賣出
  4127.TWO           20      27.56          12.64 -149.20    0.08     156   ☁ 觀望 觀察/可賣出
   1714.TW          240      26.67          12.38  -32.82    0.62      30   📈 持有 觀察/可賣出
 00852L.TW           60      39.39          11.99  -42.74    0.71      33   ☁ 觀望     持有
 00983A.TW           10      54.55          11.64   -6.27    4.52      11   📈 持有     持有
  5490.TWO           20      29.01          11.38  -66.50    0.21     131   📈 持有 觀察/可賣出
  6904.TWO           20      27.03          11.30  -27.09    0.70      37   ☁ 觀望 觀察/可賣出
  6236.TWO          240      32.50          11.26  -86.41    0.22      40   ☁ 觀望 觀察/可賣出
00724B.TWO          120      31.25          11.03  -19.12    0.98      32   📈 持有     持有
   1516.TW           20      31.10          10.97  -87.60    0.11     164   📈 持有 觀察/可賣出
   2419.TW           20      26.11          10.71  -78.17    0.13     157   📈 持有 觀察/可賣出
   2104.TW          240      21.21          10.49  -69.89    0.32      33   📈 持有 觀察/可賣出
  5011.TWO          240      25.64          10.41  -59.42    0.28      39   ☁ 觀望 觀察/可賣出
  6793.TWO           60      36.36           9.97  -38.99    0.65      22   📈 持有     持有
  6884.TWO          240      11.11           9.89  -44.99    0.85       9   ☁ 觀望 觀察/可賣出
  4121.TWO           60      28.40           9.51  -62.66    0.18      81   📈 持有 觀察/可賣出
00725B.TWO           20      25.00           9.50  -15.84    0.61      72   ☁ 觀望 觀察/可賣出
  7583.TWO           10      30.95           9.39  -34.30    0.54      42   📈 持有     持有
   9918.TW          240      23.08           9.16  -27.85    0.49      52   📈 持有 觀察/可賣出
00719B.TWO          240      45.45           9.06   -3.65    4.18      11   📈 持有     持有
   7740.TW            5      38.46           9.00  -31.17    1.25      13   ☁ 觀望     持有
   2739.TW           60      26.76           8.53  -94.31    0.16      71   ☁ 觀望 觀察/可賣出
   6861.TW          120      42.86           8.49  -12.91    3.01       7   📈 持有     持有
   6226.TW            5      33.33           8.48    0.00    0.00       3   📈 持有     持有
  7584.TWO           10      27.62           8.24  -65.78    0.16     105   ☁ 觀望 觀察/可賣出
   6534.TW           60      23.53           8.20  -19.57    0.64      17   ☁ 觀望 觀察/可賣出
   6834.TW          240      13.33           7.86  -21.53    0.67      15   📈 持有 觀察/可賣出
   2250.TW          240      25.00           7.24  -25.94    0.86      12   ☁ 觀望 觀察/可賣出
 00865B.TW          120      31.25           7.12   -7.59    3.06      16   📈 持有     持有
 00887.TWO           20      36.96           6.60  -55.85    0.29      46   📈 持有 觀察/可賣出
00984B.TWO           60      40.00           6.09   -2.56    6.89       5   📈 持有     持有
  00946.TW          240      50.00           5.99    0.00    0.00       4   📈 持有     持有
 00953B.TW          240     100.00           5.93    0.00    0.00       1   📈 持有     持有
00959B.TWO           60      57.14           5.89   -5.21    3.16       7   📈 持有     持有
00981B.TWO           20      50.00           5.59   -1.85    5.11       8   📈 持有     持有
  5302.TWO          120      28.57           5.31  -63.02    0.10      63   📈 持有 觀察/可賣出
   1213.TW          240      25.53           4.75  -81.16    0.11      47   ☁ 觀望 觀察/可賣出
   6657.TW            5      29.23           4.71  -40.62    0.16      65   📈 持有 觀察/可賣出
00720B.TWO          120      23.53           4.51  -13.60    0.43      34   📈 持有 觀察/可賣出
  3285.TWO           60      28.71           4.43 -180.09    0.03     101   ☁ 觀望 觀察/可賣出
   1402.TW          240      27.50           4.25  -20.00    0.29      40   ☁ 觀望 觀察/可賣出
  8917.TWO          120      18.56           4.23  -82.46    0.06      97   ☁ 觀望 觀察/可賣出
  1259.TWO          240      28.95           4.09  -24.07    0.26      38   ☁ 觀望 觀察/可賣出
   1710.TW          240      21.74           4.02  -19.54    0.30      23   ☁ 觀望 觀察/可賣出
  4543.TWO            5      33.33           3.75    0.00    0.00       3   📈 持有     持有
  2724.TWO          120      21.88           3.52 -121.34    0.05      64   ☁ 觀望 觀察/可賣出
   4536.TW          120      25.37           3.14  -58.09    0.07      67   ☁ 觀望 觀察/可賣出
 009811.TW           20      33.33           2.99   -5.97    1.78       9   ☁ 觀望     持有
 00945B.TW           20      13.64           2.79   -4.83    0.85      22   📈 持有 觀察/可賣出
00933B.TWO           20      31.03           2.54   -9.22    0.54      29   ☁ 觀望     持有
  6121.TWO          240      31.48           2.24  -48.91    0.07      54   ☁ 觀望     持有
 00688L.TW          240      28.57           2.17  -35.89    0.21      14   ☁ 觀望 觀察/可賣出
00751B.TWO          120      18.92           2.10  -21.78    0.28      37   📈 持有 觀察/可賣出
  4538.TWO          240      27.78           1.92  -27.91    0.09      54   📈 持有 觀察/可賣出
00968B.TWO           60      50.00           1.82   -2.63    1.16       6   📈 持有     持有
   3591.TW            5      66.67           1.71    0.00    0.00       3   📈 持有     持有
  1784.TWO           60      29.47           1.35  -78.33    0.02      95   ☁ 觀望 觀察/可賣出
   1210.TW            5      50.00           1.14    0.00    0.00       4   📈 持有     持有
  00940.TW           20      44.00           1.13  -13.67    0.38      25   📈 持有     持有
00970B.TWO           60      50.00           1.11   -2.88    0.72       6   📈 持有     持有
  3498.TWO          120      33.33           1.11  -69.75    0.03      48   📈 持有 觀察/可賣出
 00985B.TW           20      20.00           1.09   -2.79    1.85       5   📈 持有 觀察/可賣出
   3209.TW            5      25.00           0.37    0.00    0.00       4   📈 持有 觀察/可賣出
   1319.TW            5      50.00           0.34    0.00    0.00       4   ☁ 觀望     持有
   1603.TW            5      50.00           0.31    0.00    0.00       2   ☁ 觀望     持有
  8935.TWO          240      30.95           0.17  -56.25    0.01      42   ☁ 觀望 觀察/可賣出
   1536.TW           60      23.53           0.10 -116.16    0.00      85   ☁ 觀望 觀察/可賣出
  1591.TWO           20      66.67           0.09    0.00    0.00       3   ☁ 觀望     持有
 00982A.TW           10      50.00           0.05    0.00    0.00       2   📈 持有     持有
  8437.TWO            5      50.00          -0.09    0.00    0.00       2   ☁ 觀望     持有
   1418.TW          120      27.78          -0.12 -116.54   -0.00      54   ☁ 觀望 觀察/可賣出
   1219.TW          240      25.00          -0.13  -27.96   -0.01      52   ☁ 觀望 觀察/可賣出
00746B.TWO          120      16.67          -0.34  -25.45   -0.03      36   📈 持有 觀察/可賣出
  1799.TWO           10       0.00          -0.35    0.00    0.00       1   📈 持有 觀察/可賣出
   6165.TW            5       0.00          -0.38    0.00    0.00       1   📈 持有 觀察/可賣出
  7709.TWO           10      25.00          -0.52  -56.67   -0.02      52   📈 持有 觀察/可賣出
   4441.TW           20       0.00          -0.90    0.00    0.00       1   ☁ 觀望 觀察/可賣出
00950B.TWO          120      40.00          -0.96   -0.99   -4.89       5   📈 持有     持有
   8215.TW           20      33.33          -0.99    0.00    0.00       3   📈 持有     持有
  9949.TWO           20       0.00          -1.06    0.00    0.00       1   📈 持有 觀察/可賣出
   2601.TW          120      23.91          -1.09  -60.66   -0.04      46   📈 持有 觀察/可賣出
 00982D.TW           10       0.00          -1.09    0.00    0.00       2   ☁ 觀望 觀察/可賣出
  5487.TWO          120      38.18          -1.17  -40.20   -0.05      55   ☁ 觀望     持有
  6264.TWO          120      13.79          -1.29  -29.78   -0.12      29   ☁ 觀望 觀察/可賣出
   9931.TW          240      28.30          -1.31  -31.14   -0.05      53   📈 持有 觀察/可賣出
   6614.TW           10       0.00          -1.49    0.00    0.00       1   📈 持有 觀察/可賣出
00969B.TWO          120      50.00          -1.92    0.00    0.00       2   📈 持有     持有
  6167.TWO            5       0.00          -2.01    0.00    0.00       4   📈 持有 觀察/可賣出
   6885.TW          240       0.00          -2.06    0.00    0.00       1   ☁ 觀望 觀察/可賣出
   1218.TW           20       0.00          -2.10    0.00    0.00       2   📈 持有 觀察/可賣出
   4414.TW            5       0.00          -2.31    0.00    0.00       2   📈 持有 觀察/可賣出
  00703.TW           20      30.34          -2.34  -39.04   -0.09      89   ☁ 觀望     持有
  4401.TWO           20      30.26          -2.36  -67.91   -0.04     152   ☁ 觀望 觀察/可賣出
   9914.TW           20      30.07          -2.48  -80.11   -0.03     143   ☁ 觀望 觀察/可賣出
   2254.TW          120      36.36          -2.55  -12.98   -0.86      11   📈 持有     持有
   3380.TW          240      36.17          -2.67  -40.60   -0.12      47   📈 持有     持有
  6929.TWO          240      33.33          -2.71    0.00    0.00       3   ☁ 觀望     持有
   6887.TW           60       0.00          -2.75    0.00    0.00       1   ☁ 觀望 觀察/可賣出
   6909.TW           10      18.18          -2.78  -12.59   -0.67      11   📈 持有 觀察/可賣出
  7812.TWO           60      28.57          -2.83   -9.50   -1.10       7   📈 持有 觀察/可賣出
  4743.TWO           10       0.00          -2.93    0.00    0.00       1   📈 持有 觀察/可賣出
   1538.TW          240      16.13          -2.94  -75.46   -0.09      31   ☁ 觀望 觀察/可賣出
  6874.TWO            5       0.00          -2.95    0.00    0.00       2   📈 持有 觀察/可賣出
 00665L.TW          240      12.50          -3.42  -54.93   -0.19      24   ☁ 觀望 觀察/可賣出
   6285.TW           60      30.53          -3.48  -61.84   -0.09      95   📈 持有 觀察/可賣出
 00642U.TW           60      37.66          -3.51  -87.27   -0.08      77   📈 持有 觀察/可賣出
   1808.TW           10       0.00          -3.68    0.00    0.00       2   📈 持有 觀察/可賣出
  3548.TWO           20       0.00          -3.88    0.00    0.00       1   📈 持有 觀察/可賣出
   4560.TW           20      28.30          -4.39  -50.18   -0.14     106   📈 持有 觀察/可賣出
   2239.TW           10      29.19          -4.41  -64.69   -0.06     185   ☁ 觀望 觀察/可賣出
  8077.TWO          120      27.78          -4.44 -155.83   -0.06      54   📈 持有 觀察/可賣出
  5345.TWO          120      27.38          -4.49  -76.02   -0.07      84   ☁ 觀望 觀察/可賣出
   2241.TW           20      22.76          -4.49  -88.95   -0.08     123   ☁ 觀望 觀察/可賣出
 02001R.TW           10       0.00          -4.61    0.00    0.00       1   ☁ 觀望 觀察/可賣出
   7732.TW           10      31.11          -4.66  -42.47   -0.35      45   ☁ 觀望     持有
  6967.TWO           20      25.81          -5.11  -33.26   -0.45      31   📈 持有 觀察/可賣出
  8102.TWO          120      33.33          -5.18  -13.42   -1.38      12   ☁ 觀望     持有
  5450.TWO           60      25.23          -5.31  -94.19   -0.06     111   📈 持有 觀察/可賣出
   3060.TW          240      30.43          -5.40  -44.53   -0.34      23   📈 持有     持有
   1709.TW            5      20.00          -5.40   -4.99  -20.93       5   📈 持有 觀察/可賣出
  7782.TWO           60      28.57          -5.49   -9.95   -2.03       7   ☁ 觀望 觀察/可賣出
   9904.TW          120      29.23          -5.53  -64.06   -0.25      65   📈 持有 觀察/可賣出
00981D.TWO            5      13.33          -5.94   -5.64  -15.24      15   ☁ 觀望 觀察/可賣出
00780B.TWO          240      28.57          -5.97   -1.22   -2.76       7   📈 持有 觀察/可賣出
   2617.TW            5      20.00          -6.01   -4.95   -8.87       5   ☁ 觀望 觀察/可賣出
   7722.TW            5       0.00          -6.18    0.00    0.00       2   ☁ 觀望 觀察/可賣出
00773B.TWO           60      25.00          -6.33  -25.07   -0.74      44   📈 持有 觀察/可賣出
  2887I.TW            5      20.00          -6.41   -5.36  -15.45      15   📈 持有 觀察/可賣出
   6902.TW          240       0.00          -6.77    0.00    0.00       2   ☁ 觀望 觀察/可賣出
   2939.TW            5      28.85          -6.97  -81.67   -0.08     208   📈 持有 觀察/可賣出
   3008.TW           60      27.27          -7.31 -132.88   -0.18      77   📈 持有 觀察/可賣出
   6585.TW            5      20.00          -7.47   -7.07  -15.29       5   📈 持有 觀察/可賣出
  5228.TWO          240      16.67          -7.65  -88.40   -0.13      54   📈 持有 觀察/可賣出
00942B.TWO          120       0.00          -7.65   -2.50  -13.24       5   📈 持有 觀察/可賣出
  7718.TWO          120      37.50          -7.85  -10.00   -8.37       8   📈 持有     持有
  4745.TWO           10      33.33          -7.95  -80.58   -0.11     210   📈 持有 觀察/可賣出
  6961.TWO           20      31.25          -8.09  -31.00   -0.53      32   📈 持有     持有
  1584.TWO            5      20.00          -8.22  -10.49  -12.18       5   📈 持有 觀察/可賣出
   2547.TW           10      28.64          -8.25  -44.04   -0.11     206   📈 持有 觀察/可賣出
  3615.TWO           10      34.48          -8.27  -72.11   -0.09     203   📈 持有 觀察/可賣出
  4563.TWO          120      14.29          -8.39  -99.94   -0.23      42   ☁ 觀望 觀察/可賣出
   3550.TW           20      29.56          -8.43  -44.65   -0.14     159   📈 持有 觀察/可賣出
   3059.TW          240      25.45          -8.45  -73.86   -0.23      55   ☁ 觀望 觀察/可賣出
   4585.TW           20      40.00          -8.86   -9.68   -6.32       5   ☁ 觀望     持有
  5276.TWO          120      32.18          -9.12  -73.73   -0.17      87   📈 持有 觀察/可賣出
00761B.TWO          120      21.88          -9.50  -20.55   -1.96      32   📈 持有 觀察/可賣出
  3672.TWO           60      19.72          -9.52 -143.28   -0.10      71   ☁ 觀望 觀察/可賣出
  6512.TWO          240      20.00          -9.86  -41.59   -0.70      25   ☁ 觀望 觀察/可賣出
   1611.TW          240      39.06         -10.03  -52.37   -0.45      64   ☁ 觀望 觀察/可賣出
 00680L.TW          240      15.79         -10.06  -37.11   -0.81      19   ☁ 觀望 觀察/可賣出
00931B.TWO          120      22.22         -10.14   -7.68  -10.45       9   📈 持有 觀察/可賣出
   6924.TW          120      16.67         -10.38   -9.88  -12.35       6   📈 持有 觀察/可賣出
   1337.TW          240      27.59         -10.43  -21.20   -1.23      29   ☁ 觀望 觀察/可賣出
  4711.TWO          120      25.71         -11.42  -76.64   -0.22      70   📈 持有 觀察/可賣出
00948B.TWO          120      25.00         -11.46   -7.20   -9.91       8   📈 持有 觀察/可賣出
00772B.TWO           20      29.23         -11.73  -26.94   -1.23      65   ☁ 觀望 觀察/可賣出
  00949.TW           60      20.00         -11.76  -14.55  -10.76      10   📈 持有 觀察/可賣出
   3266.TW          240      12.77         -11.88  -43.21   -0.45      47   ☁ 觀望 觀察/可賣出
 02001L.TW            5       0.00         -12.44    0.00    0.00       1   📈 持有 觀察/可賣出
   2395.TW           60      28.21         -12.64  -67.76   -0.44      78   📈 持有 觀察/可賣出
  6432.TWO           10      27.80         -12.90 -102.98   -0.11     223   📈 持有 觀察/可賣出
  3594.TWO           20      29.93         -13.03  -78.70   -0.16     137   📈 持有 觀察/可賣出
  3226.TWO          240      26.67         -13.26  -35.74   -0.86      45   📈 持有 觀察/可賣出
  3710.TWO           20      25.00         -13.34  -84.56   -0.20     136   ☁ 觀望 觀察/可賣出
  4128.TWO            5       0.00         -13.35  -13.33  -16.01       5   📈 持有 觀察/可賣出
  8423.TWO            5      25.00         -13.38   -9.79  -14.81       8   ☁ 觀望 觀察/可賣出
   1726.TW          120      20.63         -13.38  -44.68   -0.85      63   📈 持有 觀察/可賣出
  6692.TWO            5      40.00         -13.54   -9.23  -11.68       5   ☁ 觀望     持有
   4746.TW            5      20.00         -13.60  -10.94  -19.55       5   📈 持有 觀察/可賣出
   6153.TW          120      26.00         -13.74  -70.73   -0.26      50   📈 持有 觀察/可賣出
  8176.TWO          240      37.21         -13.76  -56.51   -0.45      43   ☁ 觀望 觀察/可賣出
   5244.TW           20      30.00         -14.01  -78.39   -0.46      50   ☁ 觀望 觀察/可賣出
  3540.TWO            5      25.00         -14.32    0.00    0.00       4   ☁ 觀望 觀察/可賣出
   6269.TW           10      33.02         -14.70  -72.21   -0.18     215   📈 持有 觀察/可賣出
  6228.TWO           60      27.00         -14.78 -245.66   -0.15     100   📈 持有 觀察/可賣出
  6542.TWO          120      31.37         -14.98  -35.02   -0.59      51   ☁ 觀望     持有
   3045.TW           60      17.50         -14.99  -30.90   -0.70     120   📈 持有 觀察/可賣出
   1419.TW          120      27.63         -15.03  -71.42   -0.62      76   📈 持有 觀察/可賣出
   9933.TW           20      26.49         -15.17  -53.99   -0.35     151   📈 持有 觀察/可賣出
  6218.TWO           60      35.71         -15.92  -54.80   -0.35      98   📈 持有 觀察/可賣出
  6843.TWO           60      31.03         -16.00  -51.39   -0.86      29   ☁ 觀望 觀察/可賣出
   1725.TW            5      20.00         -16.12  -11.03  -10.30       5   📈 持有 觀察/可賣出
 911622.TW           60      20.41         -16.59  -70.78   -0.25      98   📈 持有 觀察/可賣出
   2476.TW            5       0.00         -16.71  -14.06  -27.51       6   📈 持有 觀察/可賣出
  5457.TWO           10      30.73         -16.91 -114.69   -0.17     205   📈 持有 觀察/可賣出
  6482.TWO            5       0.00         -17.40    0.00    0.00       3   📈 持有 觀察/可賣出
   8162.TW          240      22.22         -17.46  -36.66   -2.99       9   📈 持有 觀察/可賣出
  7455.TWO           60      27.27         -18.19  -19.28   -8.43      11   📈 持有 觀察/可賣出
00937B.TWO          240      14.29         -18.27  -15.50  -13.52      14   ☁ 觀望 觀察/可賣出
   2390.TW          240      14.29         -18.41  -56.22   -1.07      21   ☁ 觀望 觀察/可賣出
  6841.TWO          240      50.00         -18.55    0.00    0.00       4   ☁ 觀望     持有
  5348.TWO          240      29.55         -18.79 -104.08   -0.60      44   ☁ 觀望 觀察/可賣出
00679B.TWO          240      18.18         -19.02  -33.98   -2.71      22   ☁ 觀望 觀察/可賣出
  4166.TWO           20      30.32         -19.16  -72.65   -0.27     155   ☁ 觀望 觀察/可賣出
   6957.TW          240       0.00         -19.50  -11.53  -19.31       7   ☁ 觀望 觀察/可賣出
   6742.TW           20      24.00         -19.90  -60.06   -0.71      50   📈 持有 觀察/可賣出
  7737.TWO           60      16.67         -19.94  -19.59   -9.44       6   ☁ 觀望 觀察/可賣出
   7786.TW           20       0.00         -19.98  -16.40  -57.95       5   ☁ 觀望 觀察/可賣出
  5601.TWO          240      33.33         -20.17  -45.74   -0.58      84   ☁ 觀望     持有
  4554.TWO          120      42.31         -20.62  -40.42   -0.72      52   ☁ 觀望     持有
00687B.TWO          240      17.39         -20.75  -37.21   -2.97      23   ☁ 觀望 觀察/可賣出
   7721.TW          240      16.67         -20.88  -23.43  -15.38       6   ☁ 觀望 觀察/可賣出
   6409.TW            5       0.00         -21.15  -16.80  -46.04       5   ☁ 觀望 觀察/可賣出
   4737.TW          240      40.54         -21.61  -30.67   -0.91      37   📈 持有     持有
00696B.TWO          240      16.13         -21.79  -36.11   -2.60      31   ☁ 觀望 觀察/可賣出
   1583.TW           60      31.58         -22.11  -52.61   -0.89      95   ☁ 觀望 觀察/可賣出
   4438.TW          240      24.32         -22.70  -31.80   -2.46      37   ☁ 觀望 觀察/可賣出
  00882.TW          240       9.09         -22.98  -25.48  -15.55      11   📈 持有 觀察/可賣出
   2634.TW          240      21.05         -23.22  -56.15   -0.66      38   📈 持有 觀察/可賣出
   2440.TW          240      36.36         -23.81  -64.73   -0.71      44   📈 持有 觀察/可賣出
   6965.TW           60      30.77         -24.36  -26.18  -11.16      13   ☁ 觀望     持有
   1432.TW          240      22.58         -24.36  -68.54   -1.15      31   ☁ 觀望 觀察/可賣出
  4167.TWO           20      28.00         -24.57 -103.96   -0.28     150   📈 持有 觀察/可賣出
   2208.TW           10      23.11         -24.86 -107.47   -0.25     212   ☁ 觀望 觀察/可賣出
00764B.TWO          240      21.05         -24.99  -26.30   -8.95      19   ☁ 觀望 觀察/可賣出
  00939.TW           60       0.00         -25.16  -22.93  -15.43      17   📈 持有 觀察/可賣出
   6933.TW          240       0.00         -25.52  -19.36  -27.32       5   ☁ 觀望 觀察/可賣出
  8038.TWO          120      31.75         -25.64 -113.98   -0.60      63   ☁ 觀望 觀察/可賣出
  00700.TW           60      28.57         -26.19  -51.76   -2.17      56   📈 持有 觀察/可賣出
  7805.TWO           60      30.00         -26.21  -24.69   -9.50      10   ☁ 觀望 觀察/可賣出
   2646.TW           20       6.25         -26.29  -27.77  -18.47      16   ☁ 觀望 觀察/可賣出
   5388.TW           20      31.65         -26.51  -57.83   -0.50     158   ☁ 觀望 觀察/可賣出
   2474.TW           20      34.21         -27.00  -65.92   -0.58     152   ☁ 觀望 觀察/可賣出
  4123.TWO          240      29.82         -27.96  -59.99   -0.99      57   📈 持有 觀察/可賣出
   3592.TW          240      15.38         -28.92  -30.04  -12.28      13   ☁ 觀望 觀察/可賣出
   3717.TW           10       0.00         -28.94  -27.21  -34.84      10   📈 持有 觀察/可賣出
   3057.TW           10      27.91         -29.15  -93.57   -0.37     215   📈 持有 觀察/可賣出
   1323.TW          240      23.81         -29.18  -30.74   -3.16      42   ☁ 觀望 觀察/可賣出
   6962.TW          120       0.00         -29.26  -21.26  -25.01       8   ☁ 觀望 觀察/可賣出
00768B.TWO          240      18.18         -29.81  -33.50   -9.24      22   ☁ 觀望 觀察/可賣出
   1789.TW          120      26.32         -30.61  -84.26   -0.89      57   📈 持有 觀察/可賣出
   9929.TW          240      33.87         -30.83  -97.30   -0.70      62   ☁ 觀望 觀察/可賣出
  8455.TWO           20      22.94         -30.83 -225.67   -0.17     170   📈 持有 觀察/可賣出
   1718.TW          240      21.21         -30.87  -56.06   -2.02      33   📈 持有 觀察/可賣出
 00671R.TW          240      12.50         -31.37  -24.90  -22.47       8   ☁ 觀望 觀察/可賣出
   3432.TW           20      26.81         -31.51  -89.33   -0.40     138   ☁ 觀望 觀察/可賣出
   4439.TW           60      31.11         -31.97  -47.05   -2.75      45   ☁ 觀望     持有
