eps,expansion,prev_eps,eps_yoy,advice,symbol,om,name,pe,date,status,rev_yoy,gm,prev_year,prev_rev_yoy,est_price,prev_eps_yoy,price
0.33,-327.45000000000005,1.72,18.52,⚪ 中性觀察,9908.TW,N/A,大台北,6.71693753199536,2026-03,⚠️ 獲利稀釋,345.97,N/A,2025,1.69,64.64999999999999,0.6,28.9500007629
2.19,-327.51,6.22,5.8,⚪ 中性觀察,6732.TWO,N/A,昇佳電子,9.231722428748451,2026-03,⚠️ 獲利稀釋,333.31,N/A,2025,-7.67,242.10000000000002,-43.71,149.0
0.76,-328.4,2.49,-18.28,⚪ 中性觀察,2397.TW,-1.87%,友通,8.238410697072846,2026-03,📉 獲利侵蝕,310.12,25.36%,2025,14.61,113.25000000000001,-28.03,62.2000007629
0.8,-328.71999999999997,2.37,2.67,⚪ 中性觀察,2497.TW,10.08%,怡利電,8.342856997542858,2026-03,⚠️ 獲利稀釋,331.39,25.76%,2025,-3.38,78.75,-21.36,43.7999992371
0.9,-329.09,3.12,1.12,⚪ 中性觀察,2453.TW,4.56%,凌群,6.948051948051947,2026-03,⚠️ 獲利稀釋,330.21,24.39%,2025,7.21,115.50000000000001,1.96,53.5
1.07,-330.46999999999997,4.02,66.67,⚪ 中性觀察,6967.TWO,N/A,汎瑋材料,6.99680478681576,2026-03,⚠️ 獲利稀釋,397.14,N/A,2025,5.45,140.85000000000002,26.43,65.6999969482
1.51,-330.52999999999986,1.56,747.83,❌ 暫避觀望,4739.TW,8.56%,康普,23.17784256559767,2026-03,⚠️ 獲利稀釋,1078.36,14.91%,2025,51.17,51.45,9.15,79.5
0.52,-330.84,1.35,116.67,❌ 暫避觀望,8074.TWO,N/A,鉅橡,16.887417218543046,2026-03,⚠️ 獲利稀釋,447.51,N/A,2025,4.4,45.3,15.38,51.0
0.44,-331.19,1.74,175.0,❌ 暫避觀望,3530.TW,14.09%,晶相光,24.599155796244727,2026-03,⚠️ 獲利稀釋,506.19,31.94%,2025,6.6,35.550000000000004,230.83,58.2999992371
-0.49,-331.56,-1.95,-206.25,⚪ 數據不足,8291.TWO,N/A,尚茂,0.0,2026-03,📉 獲利侵蝕,125.31,N/A,2025,-71.56,-75.75,-78.9,29.75
0.85,-331.65,4.23,-7.53,⚪ 中性觀察,6261.TWO,N/A,久元,8.613861721870189,2026-03,📉 獲利侵蝕,324.12,N/A,2025,5.64,136.35,4.19,78.3000030518
1.48,-332.42,3.13,7.25,❌ 暫避觀望,4931.TWO,15.45%,新盛力,34.50000000000001,2026-03,⚠️ 獲利稀釋,339.67,26.27%,2025,22.86,104.99999999999999,26.02,241.5
0.39,-333.13,1.19,56.0,⚪ 中性觀察,1409.TW,8.66%,新纖,8.901098621648352,2026-03,⚠️ 獲利稀釋,389.13,22.79%,2025,-14.65,40.95,13.33,24.2999992371
-0.09,-333.35,0.1,-200.0,❌ 暫避觀望,4130.TWO,-5.47%,健亞,89.000002543,2026-03,📉 獲利侵蝕,133.35,34.00%,2025,-3.61,4.500000000000001,-56.52,26.7000007629
0.87,-333.83,2.04,85.11,⚪ 中性觀察,5215.TW,N/A,科嘉-KY,9.05727941835322,2026-03,⚠️ 獲利稀釋,418.94,N/A,2025,-4.56,62.85000000000001,-45.45,37.9500007629
3.67,-334.14,9.52,56.17,⚪ 中性觀察,6435.TWO,N/A,大中,11.108676599474146,2026-03,⚠️ 獲利稀釋,390.31,N/A,2025,25.24,342.3,56.88,253.5
0.17,-334.65999999999997,-1.61,123.61,⚪ 數據不足,6425.TWO,N/A,易發,0.0,2026-03,🔄 轉虧為盈,458.27,N/A,2025,-16.91,-90.45,-348.39,71.0999984741
0.33,-335.88,0.3,-15.38,⚪ 數據不足,3531.TWO,4.80%,先益,0.0,2026-03,📉 獲利侵蝕,320.5,22.74%,2025,-18.09,-10.5,-77.78,21.25
0.52,-336.1,3.06,-14.75,⚪ 中性觀察,4942.TW,N/A,嘉彰,5.039808856449045,2026-03,📉 獲利侵蝕,321.35,N/A,2025,7.48,94.19999999999999,-26.62,31.6499996185
-0.44,-336.15,0.39,-177.19,❌ 暫避觀望,8234.TWO,N/A,新漢,90.00000112191177,2026-03,📉 獲利侵蝕,158.96,N/A,2025,5.19,10.2,-35.0,61.2000007629
-0.23,-336.41,-1.49,42.5,⚪ 數據不足,5348.TWO,N/A,正能量智能,0.0,2026-03,⚠️ 獲利稀釋,378.91,N/A,2025,-3.8,-53.4,-109.86,16.25
1.37,-337.78999999999996,3.17,-17.96,⚪ 中性觀察,8433.TWO,N/A,弘帆,13.37563471139594,2026-03,📉 獲利侵蝕,319.83,N/A,2025,-3.48,59.1,-67.55,52.7000007629
2.12,-338.04,3.84,105.83,❌ 暫避觀望,6861.TW,N/A,睿生光電,27.18871595330739,2026-03,⚠️ 獲利稀釋,443.87,N/A,2025,15.29,154.20000000000002,4.08,279.5
0.18,-338.47,-4.83,102.44,⚪ 數據不足,1583.TW,-2.95%,程泰,0.0,2026-03,🔄 轉虧為盈,440.91,19.66%,2025,-12.11,-285.45000000000005,-142.57,46.9500007629
0.37,-338.64,-0.16,85.0,⚪ 數據不足,6560.TWO,N/A,欣普羅,0.0,2026-03,🔄 轉虧為盈,423.64,N/A,2025,123.75,-28.5,50.0,32.6500015259
1.62,-339.59000000000003,5.88,14.08,⚪ 中性觀察,6525.TW,N/A,捷敏-KY,9.264399722414991,2026-03,⚠️ 獲利稀釋,353.67,N/A,2025,14.03,216.14999999999998,14.17,133.5
0.51,-339.99,2.42,-7.41,⚪ 中性觀察,1504.TW,6.47%,東元,11.156351791530943,2026-03,📉 獲利侵蝕,332.58,23.29%,2025,6.99,92.10000000000001,-18.15,68.5
0.11,-340.70000000000005,1.68,-35.29,⚪ 中性觀察,2477.TW,N/A,美隆電,5.311059732050691,2026-03,📉 獲利侵蝕,305.41,N/A,2025,-5.34,65.1,12.0,23.0499992371
-0.56,-341.05,-2.17,9.68,⚪ 數據不足,4726.TWO,-18.26%,永昕,0.0,2026-03,⚠️ 獲利稀釋,350.73,1.76%,2025,8.23,-88.94999999999999,4.42,22.3500003815
0.05,-341.15999999999997,0.16,-28.57,❌ 暫避觀望,5512.TWO,N/A,力麒,24.870967864838704,2026-03,📉 獲利侵蝕,312.59,N/A,2025,17.58,4.65,-11.76,7.7100000381
0.76,-341.82,4.1,-37.7,⚪ 中性觀察,9904.TW,N/A,寶成,2.5881743529979255,2026-03,📉 獲利侵蝕,304.12,N/A,2025,-4.71,144.6,-24.63,24.9500007629
-1.18,-341.91,1.69,-351.06,⚪ 數據不足,6643.TWO,N/A,M31,0.0,2026-03,🌑 雙重衰退,-9.15,N/A,2025,20.34,-10.35,-44.41,515.0
1.53,-342.0,4.84,39.09,⚪ 中性觀察,2618.TW,16.53%,長榮航,3.459637561779242,2026-03,⚠️ 獲利稀釋,381.09,22.90%,2025,-0.31,182.10000000000002,-9.87,42.0
0.74,-342.15,2.68,1.37,⚪ 中性觀察,6175.TWO,N/A,立敦,10.544628887776097,2026-03,⚠️ 獲利稀釋,343.52,N/A,2025,-1.38,99.14999999999999,-14.74,69.6999969482
1.14,-342.27,4.36,7.55,⚪ 數據不足,2476.TW,19.39%,鉅祥,0.0,2026-03,⚠️ 獲利稀釋,349.82,32.99%,2025,12.66,0.0,-15.98,0.0
-0.41,-342.89,1.58,59.41,⚪ 中性觀察,2323.TW,-5.65%,中環,10.000000176574074,2026-03,⚠️ 獲利稀釋,402.3,23.42%,2025,-3.39,16.200000000000003,685.19,10.8000001907
0.09,-343.62,-0.21,28.57,⚪ 數據不足,1711.TW,-5.18%,永光,0.0,2026-03,🔄 轉虧為盈,372.19,17.63%,2025,-7.34,-5.3999999999999995,-147.73,38.5999984741
2.25,-343.79,9.1,-3.43,⚪ 中性觀察,9939.TW,N/A,宏全,5.275423728813559,2026-03,📉 獲利侵蝕,340.36,N/A,2025,1.65,354.0,-5.01,124.5
2.04,-345.14,7.55,-7.69,⚪ 中性觀察,3689.TWO,12.50%,湧德,5.821917808219178,2026-03,📉 獲利侵蝕,337.45,30.92%,2025,20.51,284.7,19.61,110.5
-0.17,-345.26,-1.09,63.83,⚪ 數據不足,6129.TWO,N/A,普誠,0.0,2026-03,⚠️ 獲利稀釋,409.09,N/A,2025,-2.06,-44.85,-9.0,14.75
1.01,-346.63,3.7,-8.18,⚪ 中性觀察,4755.TW,10.72%,三福化,13.524590163934427,2026-03,📉 獲利侵蝕,338.45,22.24%,2025,-9.17,128.1,-9.76,115.5
0.37,-346.71000000000004,2.48,-53.16,❌ 暫避觀望,7709.TWO,N/A,榮田,20.88095165433333,2026-03,📉 獲利侵蝕,293.55,N/A,2025,-31.16,63.0,-52.99,87.6999969482
1.09,-347.21,4.01,-22.14,⚪ 中性觀察,9914.TW,N/A,美利達,5.281076559635787,2026-03,📉 獲利侵蝕,325.07,N/A,2025,-9.71,189.45000000000002,271.37,66.6999969482
1.65,-347.43,6.44,-1.8,⚪ 中性觀察,2755.TWO,9.66%,揚秦,6.088833864787167,2026-03,📉 獲利侵蝕,345.63,27.43%,2025,20.09,243.15,8.73,98.6999969482
0.79,-347.71999999999997,2.53,75.56,⚪ 中性觀察,8099.TWO,N/A,大世科,10.503472222222223,2026-03,⚠️ 獲利稀釋,423.28,N/A,2025,27.49,86.39999999999999,9.52,60.5
0.52,-347.81,2.61,-35.44,⚪ 中性觀察,2520.TW,15.06%,冠德,6.094771117173204,2026-03,📉 獲利侵蝕,312.37,23.17%,2025,-20.24,91.79999999999998,-74.55,37.2999992371
1.76,-348.15,5.24,19.73,⚪ 中性觀察,6438.TW,N/A,迅得,10.899653979238755,2026-03,⚠️ 獲利稀釋,367.88,N/A,2025,26.29,216.75,-29.85,157.5
2.7,-348.83,6.04,30.43,⚪ 中性觀察,4551.TW,11.86%,智伸科,11.960497439648865,2026-03,⚠️ 獲利稀釋,379.26,23.25%,2025,1.71,205.05,-27.14,163.5
2.63,-349.53999999999996,8.0,17.41,⚪ 中性觀察,2480.TW,10.67%,敦陽科,7.7665219488663775,2026-03,⚠️ 獲利稀釋,366.95,24.08%,2025,11.38,310.95,6.67,161.0
1.17,-349.59,2.88,76.56,⚪ 中性觀察,2027.TW,14.07%,大成鋼,6.592797572590028,2026-03,⚠️ 獲利稀釋,426.15,25.55%,2025,12.63,108.3,77.93,47.5999984741
-0.11,-350.82,-0.35,-10.0,⚪ 數據不足,8201.TW,N/A,無敵,0.0,2026-03,📉 獲利侵蝕,340.82,N/A,2025,1.42,-16.950000000000003,60.23,13.3000001907
0.41,-351.45,2.56,-2.38,⚪ 中性觀察,1104.TW,N/A,環泥,4.634782542347827,2026-03,📉 獲利侵蝕,349.07,N/A,2025,-0.42,86.25,18.52,26.6499996185
0.09,-351.84,0.27,-33.33,❌ 暫避觀望,5309.TWO,N/A,系統電,99.62962821685186,2026-03,📉 獲利侵蝕,318.51,N/A,2025,9.13,8.100000000000001,-57.38,53.7999992371
0.51,-352.17999999999995,1.14,828.57,⚪ 中性觀察,4440.TW,N/A,宜新實業,6.870079040511811,2026-03,⚠️ 獲利稀釋,1180.75,N/A,2025,-4.85,38.1,-35.23,17.4500007629
0.12,-352.58,3.41,-58.62,⚪ 中性觀察,6754.TW,N/A,匯僑設計,6.268882175226586,2026-03,📉 獲利侵蝕,293.96,N/A,2025,-30.87,99.3,-46.72,41.5
14.9,-352.75,41.67,49.0,❌ 暫避觀望,2383.TW,19.80%,台光電,46.83297783548178,2026-03,⚠️ 獲利稀釋,401.75,28.58%,2025,46.42,1617.45,47.96,5050.0
-0.9,-353.52,0.92,-197.83,❌ 暫避觀望,6276.TWO,N/A,安鈦克,18.027522585779817,2026-03,📉 獲利侵蝕,155.69,N/A,2025,20.19,16.35,142.59,19.6499996185
0.63,-353.81000000000006,4.69,-66.84,⚪ 數據不足,6807.TW,N/A,峰源-KY,0.0,2026-03,📉 獲利侵蝕,286.97,N/A,2025,-14.72,0.0,-47.18,0.0
4.28,-354.47999999999996,21.44,-36.27,⚪ 中性觀察,3413.TW,11.87%,京鼎,5.53314121037464,2026-03,📉 獲利侵蝕,318.21,23.90%,2025,26.66,780.75,-12.83,288.0
0.38,-354.85999999999996,1.87,-48.65,⚪ 中性觀察,8931.TWO,N/A,大汽電,7.784809988625679,2026-03,📉 獲利侵蝕,306.21,N/A,2025,-1.74,82.94999999999999,-19.4,43.0499992371
0.29,-354.98,1.56,-58.82,⚪ 中性觀察,3704.TW,1.57%,合勤控,14.781021897810218,2026-03,📉 獲利侵蝕,296.16,30.58%,2025,-2.6,41.1,10.87,40.5
-0.74,-355.28999999999996,-1.95,-117.65,⚪ 數據不足,1595.TWO,-13.38%,川寶,0.0,2026-03,📉 獲利侵蝕,237.64,26.86%,2025,-21.77,-88.5,-3800.0,77.4000015259
1.14,-355.85,2.08,216.67,❌ 暫避觀望,6215.TW,N/A,和椿,18.832685418638132,2026-03,⚠️ 獲利稀釋,572.52,N/A,2025,50.12,77.10000000000001,-1.42,96.8000030518
0.12,-356.64,0.13,71.43,❌ 暫避觀望,2106.TW,1.48%,建大,57.41379178793104,2026-03,⚠️ 獲利稀釋,428.07,20.30%,2025,-0.7,4.35,-90.0,16.6499996185
2.79,-357.75,6.27,18.72,⚪ 中性觀察,1503.TW,7.03%,士電,10.554658050619278,2026-03,⚠️ 獲利稀釋,376.47,17.20%,2025,6.01,278.55,7.92,196.0
0.05,-357.90000000000003,0.36,171.43,❌ 暫避觀望,6624.TWO,N/A,萬年清,230.88235294117646,2026-03,⚠️ 獲利稀釋,529.33,N/A,2025,-10.21,2.5500000000000003,-52.17,39.25
-0.04,-359.76,-0.73,-117.39,⚪ 數據不足,6928.TW,N/A,攸泰科技,0.0,2026-03,📉 獲利侵蝕,242.37,N/A,2025,-2.54,-11.1,6.41,45.4000015259
-0.42,-360.16,1.85,35.38,❌ 暫避觀望,8426.TWO,N/A,紅木-KY,93.63636537045446,2026-03,⚠️ 獲利稀釋,395.54,N/A,2025,-5.62,3.300000000000003,-63.22,20.6000003815
0.15,-360.24,3.0,-88.89,⚪ 中性觀察,3501.TW,5.60%,維熹,4.902975617839586,2026-03,📉 獲利侵蝕,271.35,18.84%,2025,-6.46,115.95,-50.98,37.9000015259
2.11,-360.24,7.95,-14.23,⚪ 中性觀察,1537.TW,9.93%,廣隆,5.891393442622951,2026-03,📉 獲利侵蝕,346.01,18.72%,2025,-18.5,292.8,-32.28,115.0
1.92,-360.29999999999995,5.85,-3.52,⚪ 中性觀察,3004.TW,9.60%,豐達科,7.637075718015666,2026-03,📉 獲利侵蝕,356.78,24.39%,2025,15.8,229.8,-24.15,117.0
0.69,-360.43,0.57,-44.8,⚪ 中性觀察,1473.TW,-4.13%,台南,6.63265306122449,2026-03,📉 獲利侵蝕,315.63,13.69%,2025,-10.32,44.1,-81.13,19.5
1.45,-360.71,3.15,23.93,⚪ 中性觀察,3430.TWO,7.70%,奇鈦科,14.150943396226415,2026-03,⚠️ 獲利稀釋,384.64,23.03%,2025,16.19,119.25,-34.24,112.5
1.47,-361.08,4.4,47.0,⚪ 中性觀察,5243.TW,N/A,乙盛-KY,7.815789339833334,2026-03,⚠️ 獲利稀釋,408.08,N/A,2025,-7.74,171.0,30.95,89.0999984741
-0.07,-361.12,0.04,-188.89,⚪ 數據不足,3050.TW,-1.07%,鈺德,0.0,2026-03,📉 獲利侵蝕,172.23,27.89%,2025,0.72,-2.7,-92.73,11.5
1.87,-362.65,9.01,-46.72,⚪ 中性觀察,2449.TW,28.21%,京元電子,13.32476435304199,2026-03,📉 獲利侵蝕,315.93,37.66%,2025,30.08,350.09999999999997,41.67,311.0
0.12,-363.38,1.57,-60.0,❌ 暫避觀望,8162.TW,N/A,微矽電子-創,15.878048408317076,2026-03,📉 獲利侵蝕,303.38,N/A,2025,19.79,61.49999999999999,23.62,65.0999984741
3.19,-364.06,8.13,208.82,❌ 暫避觀望,3167.TW,18.24%,大量,47.97775530839231,2026-03,⚠️ 獲利稀釋,572.88,42.12%,2025,95.35,296.70000000000005,474.47,949.0
0.05,-364.25,-1.06,-83.87,⚪ 數據不足,3027.TW,N/A,盛達,0.0,2026-03,🔄 轉虧為盈,280.38,N/A,2025,4.18,-12.75,-342.86,18.5499992371
5.61,-365.02,19.45,25.22,⚪ 中性觀察,3044.TW,17.08%,健鼎,10.993052717613404,2026-03,⚠️ 獲利稀釋,390.24,25.47%,2025,11.54,734.1,21.94,538.0
-0.56,-365.13,-4.38,44.0,⚪ 數據不足,6153.TW,N/A,嘉聯益,0.0,2026-03,⚠️ 獲利稀釋,409.13,N/A,2025,-25.69,-148.64999999999998,0.46,17.2000007629
1.14,-368.14,3.45,28.41,⚪ 中性觀察,2478.TW,12.13%,大毅,13.937282229965158,2026-03,⚠️ 獲利稀釋,396.55,24.27%,2025,7.81,129.14999999999998,8.95,120.0
0.18,-368.59999999999997,0.74,-57.14,❌ 暫避觀望,6155.TW,N/A,鈞寶,55.740741447129636,2026-03,📉 獲利侵蝕,311.46,N/A,2025,10.87,16.2,-23.71,60.2000007629
0.34,-368.68,0.83,9.68,⚪ 中性觀察,2108.TW,9.12%,南帝,13.864734668067634,2026-03,⚠️ 獲利稀釋,378.36,25.29%,2025,-16.0,31.049999999999997,-27.19,28.7000007629
0.18,-369.19,-2.45,105.36,⚪ 數據不足,1530.TW,N/A,亞崴,0.0,2026-03,🔄 轉虧為盈,474.55,N/A,2025,0.45,-137.25,-152.78,26.7000007629
0.99,-369.86,4.08,33.78,⚪ 中性觀察,8936.TWO,N/A,國統,5.410176373219107,2026-03,⚠️ 獲利稀釋,403.64,N/A,2025,20.29,144.45,21.07,52.0999984741
0.02,-370.95,-0.88,-97.67,⚪ 數據不足,3057.TW,-21.05%,喬鼎,0.0,2026-03,🔄 轉虧為盈,273.28,29.42%,2025,1.86,-14.55,46.34,15.8000001907
0.28,-371.24,0.52,-30.0,❌ 暫避觀望,5426.TWO,N/A,振發,18.979591577210886,2026-03,📉 獲利侵蝕,341.24,N/A,2025,17.01,22.05,-47.47,27.8999996185
2.26,-371.5,5.68,71.21,⚪ 中性觀察,6924.TW,N/A,榮惠-KY創,10.403726708074535,2026-03,⚠️ 獲利稀釋,442.71,N/A,2025,-3.92,193.2,-16.96,134.0
0.33,-372.25,2.19,-66.33,⚪ 中性觀察,6194.TWO,N/A,育富,5.585009001297989,2026-03,📉 獲利侵蝕,305.92,N/A,2025,-2.95,82.05000000000001,-47.23,30.5499992371
0.33,-372.75,1.72,-36.54,⚪ 中性觀察,2063.TWO,2.75%,世鎧,5.827160588024691,2026-03,📉 獲利侵蝕,336.21,17.29%,2025,-13.1,60.75,-10.88,23.6000003815
0.73,-373.78999999999996,2.44,133.33,⚪ 中性觀察,2374.TW,8.17%,佳能,12.277778342925927,2026-03,⚠️ 獲利稀釋,507.12,21.67%,2025,60.25,80.99999999999999,28.57,66.3000030518
0.26,-373.94,2.02,-58.06,⚪ 中性觀察,3206.TWO,4.13%,志豐,7.090163621741802,2026-03,📉 獲利侵蝕,315.88,21.42%,2025,-13.21,73.20000000000002,-50.73,34.5999984741
0.9,-374.61,3.49,-21.74,⚪ 中性觀察,6474.TWO,N/A,華豫寧,3.8474025148376625,2026-03,📉 獲利侵蝕,352.87,N/A,2025,-5.94,138.6,19.85,35.5499992371
0.37,-375.40000000000003,1.41,23.33,❌ 暫避觀望,1717.TW,3.94%,長興,20.576369315821324,2026-03,⚠️ 獲利稀釋,398.73,21.29%,2025,-7.93,52.050000000000004,-9.62,71.4000015259
0.33,-375.42,0.65,37.5,❌ 暫避觀望,2484.TW,6.31%,希華,53.1386883589781,2026-03,⚠️ 獲利稀釋,412.92,21.81%,2025,10.07,20.55,-34.34,72.8000030518
0.65,-375.75,2.07,103.13,❌ 暫避觀望,8039.TW,N/A,台虹,57.44444444444444,2026-03,⚠️ 獲利稀釋,478.88,N/A,2025,6.75,67.5,-11.69,258.5
2.86,-375.76,6.58,70.24,❌ 暫避觀望,3026.TW,5.81%,禾伸堂,46.92931633835458,2026-03,⚠️ 獲利稀釋,446.0,17.62%,2025,5.01,258.9,12.1,810.0
0.17,-376.49,3.74,183.33,⚪ 中性觀察,3483.TWO,2.40%,力致,9.085580304806564,2026-03,⚠️ 獲利稀釋,559.82,18.01%,2025,0.02,127.95000000000002,-53.89,77.5
0.05,-378.04,0.97,-94.38,⚪ 中性觀察,6835.TW,N/A,圓裕,13.206750732953585,2026-03,📉 獲利侵蝕,283.66,N/A,2025,-2.38,35.550000000000004,-76.35,31.2999992371
3.59,-379.13,12.25,-4.8,⚪ 中性觀察,5288.TW,N/A,豐祥-KY,6.291946308724833,2026-03,📉 獲利侵蝕,374.33,N/A,2025,-6.57,446.99999999999994,-27.39,187.5
0.24,-379.19999999999993,0.92,233.33,❌ 暫避觀望,8038.TWO,N/A,長園科,15.598085394306217,2026-03,⚠️ 獲利稀釋,612.53,N/A,2025,237.84,31.350000000000005,160.13,32.5999984741
0.37,-379.2,4.03,-62.96,⚪ 中性觀察,8249.TW,N/A,菱光,3.8278208632392996,2026-03,📉 獲利侵蝕,316.24,N/A,2025,-11.42,154.2,15.99,39.3499984741
2.7,-379.52,5.98,82.43,⚪ 中性觀察,6753.TW,N/A,龍德造船,9.207783182765809,2026-03,⚠️ 獲利稀釋,461.95,N/A,2025,2.49,215.85000000000002,-6.72,132.5
1.37,-380.01,5.78,-11.76,⚪ 中性觀察,2206.TW,4.93%,三陽工業,4.247130420384875,2026-03,📉 獲利侵蝕,368.25,18.31%,2025,-4.56,222.15,-3.34,62.9000015259
0.27,-380.22999999999996,1.58,-53.45,⚪ 中性觀察,2115.TW,6.19%,六暉-KY,5.185995790568928,2026-03,📉 獲利侵蝕,326.78,18.21%,2025,-4.72,68.55000000000001,-22.93,23.7000007629
0.61,-380.58,1.93,1.47,⚪ 中性觀察,8349.TWO,N/A,�矬�,9.041095542031963,2026-03,⚠️ 獲利稀釋,382.05,N/A,2025,-12.83,65.7,-53.88,39.5999984741
0.68,-380.99,5.1,-41.38,⚪ 中性觀察,9910.TW,N/A,豐泰,6.130742184266784,2026-03,📉 獲利侵蝕,339.61,N/A,2025,-4.54,169.8,-14.14,69.4000015259
0.41,-383.32000000000005,2.15,-48.1,⚪ 中性觀察,3444.TWO,4.42%,利機,14.842884113086876,2026-03,📉 獲利侵蝕,335.22,18.10%,2025,10.54,81.15,-10.04,80.3000030518
0.2,-383.87,0.74,-39.39,⚪ 中性觀察,4720.TW,3.03%,德淵,10.5833329095,2026-03,📉 獲利侵蝕,344.48,23.02%,2025,-2.31,27.0,-47.52,19.0499992371
0.18,-384.15999999999997,0.35,350.0,❌ 暫避觀望,8927.TWO,N/A,北基,26.38888888888889,2026-03,⚠️ 獲利稀釋,734.16,N/A,2025,-14.5,10.799999999999999,-72.09,19.0
-0.2,-385.19000000000005,0.25,-322.22,❌ 暫避觀望,6708.TWO,N/A,天擎,305.71428026500007,2026-03,📉 獲利侵蝕,62.97,N/A,2025,42.33,2.0999999999999996,180.65,42.7999992371
0.41,-386.04,4.9,-81.61,⚪ 中性觀察,2609.TW,-1.94%,陽明,4.941956755729684,2026-03,📉 獲利侵蝕,304.43,5.67%,2025,-26.56,180.9,-73.34,59.5999984741
0.37,-386.2,1.86,85.0,⚪ 中性觀察,3015.TW,-0.45%,全漢,12.660332360356296,2026-03,⚠️ 獲利稀釋,471.2,17.44%,2025,12.58,63.15,-13.89,53.2999992371
0.85,-386.24,1.43,173.28,❌ 暫避觀望,2491.TW,-66.51%,吉祥全,18.14220148490826,2026-03,⚠️ 獲利稀釋,559.52,43.42%,2025,-10.43,32.699999999999996,457.5,39.5499992371
0.1,-386.54,0.06,-87.5,❌ 暫避觀望,6982.TWO,N/A,大井泵浦,26.68711656441718,2026-03,📉 獲利侵蝕,299.04,N/A,2025,0.3,24.45,-97.61,43.5
-1.05,-389.33000000000004,6.42,-17.98,⚪ 中性觀察,3609.TWO,-11.23%,三一東林,2.146182424310987,2026-03,📉 獲利侵蝕,371.35,8.05%,2025,70.72,161.1,248.27,23.0499992371
0.1,-390.0,-0.36,150.0,⚪ 數據不足,3380.TW,1.17%,明泰,0.0,2026-03,🔄 轉虧為盈,540.0,18.44%,2025,4.75,-15.3,-190.0,31.6000003815
1.37,-390.3,4.77,13.27,⚪ 中性觀察,3045.TW,10.58%,台灣大,10.268231349538977,2026-03,⚠️ 獲利稀釋,403.57,19.71%,2025,-0.31,178.95,4.58,122.5
0.92,-390.48,1.12,13.58,❌ 暫避觀望,2065.TWO,N/A,世豐,17.688442594422106,2026-03,⚠️ 獲利稀釋,404.06,N/A,2025,-10.76,29.85,-67.92,35.2000007629
0.05,-391.2,0.57,-58.33,❌ 暫避觀望,7743.TWO,N/A,金利食安,20.65040619390244,2026-03,📉 獲利侵蝕,332.87,N/A,2025,6.19,18.45,-69.73,25.3999996185
0.04,-391.4,0.16,-63.64,❌ 暫避觀望,4729.TWO,N/A,熒茂,49.473682202894736,2026-03,📉 獲利侵蝕,327.76,N/A,2025,8.46,5.7,-60.0,18.7999992371
1.56,-391.52,7.5,-9.83,⚪ 中性觀察,3402.TWO,N/A,漢科,6.812204103103629,2026-03,📉 獲利侵蝕,381.69,N/A,2025,-4.4,285.15000000000003,10.62,129.5
1.62,-392.18,5.43,5.92,❌ 暫避觀望,4979.TWO,N/A,華星光,43.407864302235936,2026-03,⚠️ 獲利稀釋,398.1,N/A,2025,27.06,194.54999999999998,43.01,563.0
-0.34,-392.45,-1.48,-3.03,⚪ 數據不足,2457.TW,-6.90%,飛宏,0.0,2026-03,📉 獲利侵蝕,389.42,21.21%,2025,-10.11,-58.35,-410.42,21.9500007629
0.29,-392.65,1.3,-50.0,⚪ 中性觀察,4535.TWO,N/A,至興,9.023568766700336,2026-03,📉 獲利侵蝕,342.65,N/A,2025,-13.43,44.550000000000004,-46.94,26.7999992371
0.08,-392.97,0.34,-55.56,❌ 暫避觀望,3597.TWO,8.41%,映興,64.41860642534883,2026-03,📉 獲利侵蝕,337.41,25.04%,2025,16.57,6.450000000000001,-74.05,27.7000007629
0.67,-393.32,4.35,-50.0,❌ 暫避觀望,3605.TW,5.06%,宏致,17.360454115421003,2026-03,📉 獲利侵蝕,343.32,26.65%,2025,11.14,158.55,74.89,183.5
-0.3,-394.19,-3.68,14.29,⚪ 數據不足,2939.TW,-46.94%,永邑-KY,0.0,2026-03,⚠️ 獲利稀釋,408.48,8.14%,2025,-0.82,-148.5,-24.32,19.6000003815
-0.55,-394.41,-2.55,0.0,⚪ 數據不足,8024.TWO,N/A,佑華,0.0,2026-03,📉 獲利侵蝕,394.41,N/A,2025,-31.37,-97.19999999999999,-121.74,12.6000003815
-0.22,-395.32000000000005,-0.43,-466.67,⚪ 數據不足,4113.TWO,-47.25%,聯上,0.0,2026-03,🌑 雙重衰退,-71.35,37.85%,2025,-89.32,-12.0,-112.91,15.5500001907
1.2,-395.65999999999997,6.77,-55.22,⚪ 中性觀察,6768.TW,N/A,志強-KY,3.538028126033803,2026-03,📉 獲利侵蝕,340.44,N/A,2025,10.46,266.25,-17.06,62.7999992371
-0.07,-395.68,2.78,-187.5,⚪ 中性觀察,6294.TWO,N/A,智基,3.7303664921465964,2026-03,📉 獲利侵蝕,208.18,N/A,2025,-7.81,114.60000000000001,55.31,28.5
0.75,-396.01,13.02,-79.51,⚪ 中性觀察,6890.TW,N/A,來億-KY,4.875207986688852,2026-03,📉 獲利侵蝕,316.5,N/A,2025,5.05,450.75,-14.96,146.5
0.3,-396.06,2.9,-51.61,⚪ 中性觀察,6235.TW,N/A,華孚,5.345303972776242,2026-03,📉 獲利侵蝕,344.45,N/A,2025,13.71,108.60000000000001,-2.36,38.7000007629
