股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
00715L.TW    期街口布蘭特正2       55.0         11        72.73         159.68        0        12539 📈 持有 → 繼續持有         
00719B.TWO   元大美債1-3       31.57          4        58.82           1.84        5        -3501 📈 持有 → 繼續持有         
00720B.TWO   元大投資級公司債      33.11          3        43.48          -1.68        8        -9472 📈 持有 → 繼續持有         
00722B.TWO   群益投資級電信債      36.35          3        45.45          -0.56        7        -1118 📈 持有 → 繼續持有         
00724B.TWO   群益投資級金融債      34.01          3        52.63           1.31        8          -40 📈 持有 → 繼續持有         
00725B.TWO   國泰投資級公司債      35.22          3        45.83          -0.47        8        -3699 📈 持有 → 繼續持有         
00735.TW     國泰臺韓科技        67.25          4        65.38          16.49        6           27 📉 建議賣出              
00738U.TW    期元大道瓊白銀        65.3          5        70.83           39.0        3         -560 📉 建議賣出              
00740B.TWO   富邦全球投等債       38.81          3        57.14           0.38        7         5227 📈 持有 → 繼續持有         
00746B.TWO   未知            35.85          3         50.0          -0.27        8          760 📈 持有 → 繼續持有         
00749B.TWO   凱基新興債10+      32.23         19        38.89           0.56        2        70028 📉 建議賣出              
00751B.TWO   元大AAA至A公司債     32.0         19        30.77          -1.95        4       -13191 📉 建議賣出              
00752.TW     中信中國50        25.27          4        57.14           2.56        5         1413 📈 持有 → 繼續持有         
00753L.TW    中信中國50正2      11.35          5         62.5           2.56        3         -797 📈 持有 → 繼續持有         
00757.TW     統一FANG+      111.25          3        52.63          -0.45        7         -225 📉 建議賣出              
00761B.TWO   國泰A級公司債       34.67          3        47.37          -0.28        7          306 📈 持有 → 繼續持有         
00764B.TWO   群益25年美債        28.8          3        45.45          -0.05        8         4771 📈 持有 → 繼續持有         
00768B.TWO   復華20年美債       51.75         14        57.14           0.55        3          703 📉 建議賣出              
00770.TW     國泰北美科技        51.55         18         37.5          -6.14        3          486 📉 建議賣出              
00772B.TWO   中信高評級公司債      33.88          3        52.17          -0.14        7         2094 📈 持有 → 繼續持有         
00773B.TWO   中信優先金融債       36.05          3        54.55           1.51        7          217 📈 持有 → 繼續持有         
00780B.TWO   國泰A級金融債       37.83         16        36.84           0.05        2         -158 📉 建議賣出              
00795B.TWO   中信美國公債20年     27.68         14        52.63           1.22        3         5595 📉 建議賣出              
00830.TW     國泰費城半導體        54.8         14        53.33          -3.64        3         4896 📉 建議賣出              
00852L.TW    未知            28.64         19        33.33          -6.53        2            1 📉 建議賣出              
00857B.TWO   永豐20年美公債      23.96         14         50.0          -0.03        4         2579 📉 建議賣出              
00864B.TWO   中信美國公債0-1     46.79          4        54.55           2.11        5          258 📈 持有 → 繼續持有         
00865B.TW    國泰US短期公債       48.4          4        59.09           2.61        4        -1580 📈 持有 → 繼續持有         
00875.TW     國泰網路資安        38.87         13         50.0           5.61        1          -91 📈 持有 → 繼續持有         
00877.TWO    復華中國5G        28.69          5        39.13          -3.74        8         1316 📈 持有 → 繼續持有         
00878.TW     國泰永續高股息       22.43          5        73.08           6.57        4        23636 📈 持有 → 繼續持有         
00881.TW     國泰台灣科技龍頭      36.48          6        64.29          10.78        3         3193 📈 持有 → 繼續持有         
00882.TW     中信中國高股息       16.18          3        57.69           4.46        7         1278 📉 建議賣出              
00885.TW     富邦越南          17.49          7        35.71          -2.31        6        -3629 📉 建議賣出              
00887.TWO    永豐中國科技50大     12.95          6         55.0           0.27        5         2884 📈 持有 → 繼續持有         
00891.TW     中信關鍵半導體       23.89          6        59.26          12.21        3        15364 📈 持有 → 繼續持有         
00893.TW     國泰智能電動車       33.47          6         50.0           2.07        3         2585 📈 持有 → 繼續持有         
00900.TW     富邦特選高股息30     14.34          6        63.64           3.31        4          168 📈 持有 → 繼續持有         
00902.TW     中信電池及儲能       14.24          5         56.0           9.53        4         2403 📉 建議賣出              
00904.TW     新光臺灣半導體30      28.7          5        70.37          16.75        2         1687 📈 持有 → 繼續持有         
00909.TW     國泰數位支付服務      39.92         18        44.44          -6.66        2         2953 📈 持有 → 繼續持有         
00910.TW     第一金太空衛星       56.15          3        48.15          -1.05        8          142 📈 持有 → 繼續持有         
00915.TW     凱基優選高股息30     23.66          5        62.96           7.12        3           55 📈 持有 → 繼續持有         
00918.TW     大華優利高填息30     23.32          6        70.83           4.82        3          638 📈 持有 → 繼續持有         
00919.TW     群益台灣精選高息      23.91          5         68.0           7.82        3       -25032 📈 持有 → 繼續持有         
00922.TW     國泰台灣領袖50      30.81          6        66.67          10.15        3       -35101 📈 持有 → 繼續持有         
00923.TW     群益台ESG低碳50    28.74          4         60.0           8.78        6         -687 📉 建議賣出              
00924.TW     復華S&P500成長    28.23         16        33.33          -2.47        3         1557 📉 建議賣出              
00927.TW     群益半導體收益       24.54          5        66.67          15.07        3         3452 📈 持有 → 繼續持有         
00929.TW     復華台灣科技優息      19.63          6        69.57           9.72        3        12669 📈 持有 → 繼續持有         
00931B.TWO   統一美債20年       13.85         14         50.0           0.12        4         5516 📉 建議賣出              
00933B.TWO   國泰10Y+金融債     16.14          3         50.0           1.04        8       -20421 📉 建議賣出              
00936.TW     台新永續高息中小       17.8          3        65.52            9.5        6          162 📈 持有 → 繼續持有         
00937B.TWO   群益ESG投等債20+    14.87          3        47.62          -1.18        7       -78405 📈 持有 → 繼續持有         
00939.TW     統一台灣高息動能      15.77          3        65.52           7.27        7         3800 📈 持有 → 繼續持有         
00940.TW     元大台灣價值高息       9.72          3        69.23           3.79        7        12564 📈 持有 → 繼續持有         
00941.TW     中信上游半導體       21.62          6        51.72          12.63        3          337 📈 持有 → 繼續持有         
00942B.TWO   台新美A公司債20+    14.31          3         50.0          -0.37        8         3118 📉 建議賣出              
00945B.TW    凱基美國非投等債      14.55          5        56.25           0.48        4         3983 📈 持有 → 繼續持有         
00946.TW     群益科技高息成長      10.09          6        69.57            9.8        2         1471 📈 持有 → 繼續持有         
00947.TW     台新臺灣IC設計      24.07          8        69.57          12.41        2         2548 📈 持有 → 繼續持有         
00948B.TWO   中信優息投資級債       9.47         19         40.0          -1.45        3       382763 📉 建議賣出              
00949.TW     復華日本龍頭        19.41          5        47.83           6.32        3         1239 📉 建議賣出              
00950B.TWO   凱基A級公司債       14.12          3         45.0          -0.38        9        51464 📈 持有 → 繼續持有         
00951.TW     台新日本半導體       13.59          6        43.48           4.23        5         1966 📉 建議賣出              
00952.TW     凱基台灣AI50      12.94          6        66.67           5.07        4        -1085 📈 持有 → 繼續持有         
00953B.TW    群益優選非投等債       9.68          4        57.14           0.85        4       -14284 📈 持有 → 繼續持有         
00955.TWO    中信日本商社        15.27          4        71.43          14.45        5         2163 📈 持有 → 繼續持有         
00959B.TWO   大華投等美債15Y+     9.41          3         45.0          -1.14        9        -2698 📈 持有 → 繼續持有         
00963.TW     中信全球高股息       12.32          7        65.38           5.21        1         -801 📈 持有 → 繼續持有         
00965.TW     元大航太防衛科技      25.79          3         56.0          -3.49        7         2935 📉 建議賣出              
00968B.TWO   元大優息投等債        9.28          3        52.38           0.15        9        -7385 📉 建議賣出              
00969B.TWO   未知             8.53         19         50.0           0.12        2         1435 📉 建議賣出              
00970B.TWO   新光BBB投等債20+     9.34         19        53.33          -1.17        2         -587 📉 建議賣出              
009801.TW    中信美國創新科技      10.52         20         20.0          -4.49        3          675 📉 建議賣出              
009803.TW    保德信市值動能50     15.53          7        59.26           8.73        3           44 📈 持有 → 繼續持有         
009805.TW    新光美國電力基建      15.01          5        59.09          12.67        4          943 📈 持有 → 繼續持有         
00980A.TW    主動野村臺灣優選      17.15          6        58.33           5.35        4         2882 📈 持有 → 繼續持有         
009811.TW    統一美國50        11.32         19          0.0           -1.6        2          600 📉 建議賣出              
009813.TW    貝萊德標普卓越50     10.12         19          0.0          -1.13        1        11526 📉 建議賣出              
009814.TWO   富邦標普500        9.96         17          0.0           -3.0        3          266 📉 建議賣出              
009815.TWO   大華美國MAG7+      9.54         20          0.0            0.0        0         4339 📉 建議賣出              
009816.TW    凱基台灣TOP50     10.72          4        66.67           7.16        2       -15330 📉 建議賣出              
009817.TW    國泰日本不動產        9.76          9          0.0            0.0        0         -290 📉 建議賣出              
00981A.TW    主動統一台股增長      20.27         12        100.0            1.1        0        19314 📈 持有 → 繼續持有         
00981B.TWO   第一金優選非投債       9.34          3        56.25           0.78        7         9891 📈 持有 → 繼續持有         
00981D.TWO   主動中信非投等債      10.46          3        64.29           0.47        6        -6717 📈 持有 → 繼續持有         
00982A.TW    主動群益台灣強棒      16.17          5        42.86           2.67        1        10074 📈 持有 → 繼續持有         
00982D.TW    主動富邦動態入息      10.08         14          0.0            0.0        0          410 📉 建議賣出              
00983A.TW    主動中信ARK創新     10.81         16          0.0            0.0        0        -1179 📉 建議賣出              
00984B.TWO   大華優利美A債15     16.35          3         50.0          -1.07        8        -6974 📉 建議賣出              
00985A.TW    主動野村台灣50      16.03          6         68.0           9.72        4         2433 📈 持有 → 繼續持有         
00985B.TW    群益ESG投等債0-5    10.37          4        56.25           0.95        6        -6503 📈 持有 → 繼續持有         
00987A.TW    主動台新優勢成長      11.72         16        100.0           1.21        0         4232 📈 持有 → 繼續持有         
00988A.TW    主動統一全球創新      12.66          4         50.0           2.12        2        12104 📉 建議賣出              
00989A.TW    未知            14.07         19          0.0            0.0        0         2188 📈 持有 → 繼續持有         
00990A.TW    主動元大AI新經濟     12.04          5        51.72           9.32        5        20074 📈 持有 → 繼續持有         
00991A.TW    主動復華未來50      12.57         15        100.0            2.2        0        36563 📈 持有 → 繼續持有         
00992A.TW    主動群益科技創新       13.0          5        71.43           6.76        1        16932 📈 持有 → 繼續持有         
00993A.TW    主動安聯台灣        10.52          5        72.73           5.56        1        24996 📈 持有 → 繼續持有         
00995A.TW    主動中信台灣卓越      11.59          3        70.59           8.78        4         8509 📈 持有 → 繼續持有         
02001L.TW    未知             63.9          3         50.0            4.4        2            0 📉 建議賣出              
02001R.TW    未知             0.73          4          0.0            0.0        0            0 📈 持有 → 繼續持有         
020030.TW    統一智慧電動車N      11.31          3        100.0           1.53        0            0 📈 持有 → 繼續持有         
1101.TW      台泥             24.6          4        57.14           9.02        4        -6411 📉 建議賣出              
1102.TW      亞泥            34.65         13         60.0          -0.57        1       -14041 📉 建議賣出              
1203.TW      味王             38.5          5        47.06          -0.81        6          -92 📉 建議賣出              
1210.TW      大成             53.7         19        66.67           3.66        2         2095 📈 持有 → 繼續持有         
1213.TW      大飲              9.8         20          0.0          -3.65        1            0 📉 建議賣出              
1216.TW      統一             70.5          6         30.0          -3.71        5        -9956 📈 持有 → 繼續持有         
1218.TW      泰山             19.2          9         60.0           4.35        3         3446 📈 持有 → 繼續持有         
1219.TW      福壽            13.55          3        46.67           1.13        8         -167 📈 持有 → 繼續持有         
1220.TW      台榮             12.8          4         50.0           1.22        6           -3 📉 建議賣出              
1225.TW      福懋油            31.4         16        57.14            7.7        2          -14 📈 持有 → 繼續持有         
1229.TW      聯華            44.05         19          0.0          -3.65        1        -2756 📉 建議賣出              
1235.TW      興泰            35.95          6         50.0           3.01        3          -47 📉 建議賣出              
1256.TW      鮮活果汁-KY       155.5          4        38.89          -5.46        7          -37 📉 建議賣出              
1259.TWO     安心             61.9          3        42.86           1.66        7           -3 📉 建議賣出              
1294.TWO     漢田生技           85.2          3        56.25           11.6        6           53 📉 建議賣出              
1295.TWO     生合             72.5         19          0.0            0.0        0          -46 📉 建議賣出              
1301.TW      台塑            46.85          4        59.09          12.88        7       -16909 📈 持有 → 繼續持有         
1303.TW      南亞             89.2          9         50.0          25.56        4       -14192 📈 持有 → 繼續持有         
1304.TW      台聚             13.0         15        47.62           4.99        1        -3810 📈 持有 → 繼續持有         
1305.TW      華夏             13.7         16        36.84            9.9        1         -217 📈 持有 → 繼續持有         
1307.TW      三芳             34.3         20         50.0           1.53        1         -474 📈 持有 → 繼續持有         
1308.TW      亞聚            15.15         16        42.11          -2.69        2        -1290 📈 持有 → 繼續持有         
1309.TW      台達化            16.3         14         48.0           21.9        3        -3228 📈 持有 → 繼續持有         
1310.TW      台苯            11.75         14        59.09          31.44        1        -3204 📈 持有 → 繼續持有         
1312.TW      國喬             13.7          6        39.13          -4.22        5        -4911 📉 建議賣出              
1313.TW      聯成             12.5          5        54.17          16.89        5        -6455 📈 持有 → 繼續持有         
1314.TW      中石化            8.69         16        31.58           4.54        1       -97302 📈 持有 → 繼續持有         
1319.TW      東陽             85.0          5        36.36          -0.72        4        -5907 📉 建議賣出              
1323.TW      永裕             18.6         18          0.0          -1.87        1          -15 📉 建議賣出              
1326.TW      台化             44.6          8        63.64          23.81        2        -3681 📈 持有 → 繼續持有         
1337.TW      再生-KY          5.98          7        42.86          11.15        4         -506 📈 持有 → 繼續持有         
1338.TW      廣華-KY         15.15          7         50.0           2.24        1          113 📉 建議賣出              
1340.TW      勝悅-KY          7.46          5         50.0          12.55        4          185 📈 持有 → 繼續持有         
1341.TW      富林-KY          58.5          7        46.67          -1.47        4          -14 📉 建議賣出              
1402.TW      遠東新            27.3          3        47.62          -6.39        9       -28628 📉 建議賣出              
1409.TW      新纖            15.85          3        59.09           9.63        6        13715 📉 建議賣出              
1413.TW      宏洲             9.62         16        38.46          -4.93        3          -38 📉 建議賣出              
1414.TW      東和             20.3         20        61.11           0.49        2         -208 📈 持有 → 繼續持有         
1418.TW      東華             18.9          8         20.0          -4.44        7          -11 📉 建議賣出              
1419.TW      新紡             60.7          6        53.33          -0.02        3         -143 📉 建議賣出              
1432.TW      大魯閣           18.35          4        31.58          -0.81        6          460 📉 建議賣出              
1434.TW      福懋            16.55          6        47.83           5.79        3        -4025 📉 建議賣出              
1435.TW      中福             19.0         20        57.14          -2.32        1          -19 📉 建議賣出              
1436.TW      華友聯            54.8         18          0.0            0.0        0          284 📉 建議賣出              
1438.TW      三地開發           29.7          3        35.71          -0.39        8           -7 📉 建議賣出              
1439.TW      雋揚            27.65          3        56.25           1.41        6          -23 📈 持有 → 繼續持有         
1442.TW      名軒             27.2          6        58.33          -0.72        3         -842 📈 持有 → 繼續持有         
1443.TW      立益物流           24.6          3        46.67           -0.8        9          -31 📉 建議賣出              
1444.TW      力麗             6.09          3        47.37           5.51        7         -200 📈 持有 → 繼續持有         
1455.TW      集盛             8.92          6        68.42          17.85        1            6 📈 持有 → 繼續持有         
1456.TW      怡華             13.7          5        36.84          -4.89        8          -26 📈 持有 → 繼續持有         
1459.TW      聯發             11.8          5         40.0           4.25        3          -86 📈 持有 → 繼續持有         
1460.TW      宏遠             6.86          4        65.22           5.95        5         -336 📈 持有 → 繼續持有         
1466.TW      聚隆            18.25          6        65.22          30.53        2         -172 📈 持有 → 繼續持有         
1470.TW      大統新創          21.25          3         37.5           -4.9        7           -5 📉 建議賣出              
1471.TW      首利            13.75          3        52.63          42.96        8          148 📈 持有 → 繼續持有         
1477.TW      聚陽            293.0          8         40.0          -2.15        4        -3143 📉 建議賣出              
1503.TW      士電            200.0          8        55.56          29.03        2        -1477 📉 建議賣出              
1504.TW      東元             69.3         20          0.0            0.0        0         -640 📉 建議賣出              
1512.TW      瑞利             8.01          3        36.36           6.27        7         -107 📈 持有 → 繼續持有         
1513.TW      中興電           158.5          8        64.71          20.04        2           61 📈 持有 → 繼續持有         
1514.TW      亞力            115.5          6        58.82          35.83        3          225 📈 持有 → 繼續持有         
1516.TW      川飛             22.5          4        63.64           6.18        7          -64 📉 建議賣出              
1519.TW      華城            909.0          6        43.48          21.38        4         -726 📉 建議賣出              
1522.TW      堤維西            34.8          6        54.55           8.48        2        -2367 📉 建議賣出              
1525.TW      江申             61.6          9        42.86          -4.78        4          -12 📉 建議賣出              
1528.TW      恩德             22.4          4         50.0          10.57        6         1372 📈 持有 → 繼續持有         
1529.TW      樂事綠能           28.9          4         62.5          39.96        4        -1010 📈 持有 → 繼續持有         
1535.TW      中宇             52.2          3        58.82          10.62        6          -65 📉 建議賣出              
1536.TW      和大             52.6          8        53.33           5.34        2          143 📉 建議賣出              
1537.TW      廣隆            124.0          9        45.45           0.41        3           49 📈 持有 → 繼續持有         
1538.TW      正峰             17.5          6        44.44          -2.86        3            0 📉 建議賣出              
1560.TW      中砂            453.5          6        42.11            4.4        6        -2059 📉 建議賣出              
1563.TW      巧新             41.0         19          0.0            0.0        0          -51 📉 建議賣出              
1568.TW      倉佑            22.35          4        58.82          15.65        3          -49 📈 持有 → 繼續持有         
1569.TWO     濱川             51.3          4         60.0           11.2        3           93 📈 持有 → 繼續持有         
1582.TW      信錦             86.6          6        56.67          36.31        1         -432 📉 建議賣出              
1583.TW      程泰            42.55          4        43.75           6.27        5          -12 📉 建議賣出              
1584.TWO     精剛            22.55         15         30.0          -9.66        3          278 📉 建議賣出              
1587.TW      吉茂             37.4         15          0.0            0.0        0         -134 📉 建議賣出              
1589.TW      永冠-KY          8.77          6        45.45           3.16        4          142 📈 持有 → 繼續持有         
1590.TW      亞德客-KY       1015.0         15        73.68          16.75        1           30 📉 建議賣出              
1591.TWO     駿吉-KY         45.25         20        16.67          -2.75        2         -137 📉 建議賣出              
1593.TWO     祺驊             33.2          4        44.44          15.31        6            4 📉 建議賣出              
1597.TW      直得             78.0          8        44.44           1.06        4          298 📈 持有 → 繼續持有         
1599.TWO     宏佳騰           26.05          9         20.0          -4.01        1           -2 📉 建議賣出              
1603.TW      華電            34.25          9        45.45           1.79        2        -2173 📉 建議賣出              
1605.TW      華新             32.9          5        47.37           6.51        4         9995 📈 持有 → 繼續持有         
1608.TW      華榮            33.45          8         40.0           -3.5        4        -5509 📉 建議賣出              
1609.TW      大亞            35.75          7        66.67           10.0        3        -2716 📉 建議賣出              
1611.TW      中電             13.1          8        38.89           3.81        4          710 📈 持有 → 繼續持有         
1612.TW      宏泰             35.9          8        55.56          12.34        3         -274 📈 持有 → 繼續持有         
1616.TW      億泰             24.8         10         50.0           2.99        2        -2562 📉 建議賣出              
1623.TW      大東電           200.0          5        45.45           7.09        3          124 📉 建議賣出              
1708.TW      東鹼             43.2          3        65.38          23.27        6          863 📈 持有 → 繼續持有         
1709.TW      和益             18.3         18        42.86           4.84        1           99 📈 持有 → 繼續持有         
1710.TW      東聯             13.6          4         45.0          -3.31        7        -2943 📉 建議賣出              
1711.TW      永光             35.5         18        68.42          48.54        0         5354 📈 持有 → 繼續持有         
1714.TW      和桐             9.38          4        45.45           3.55        8          181 📉 建議賣出              
1717.TW      長興             63.6          5         50.0          30.23        4         1378 📈 持有 → 繼續持有         
1718.TW      中纖             7.38         14        42.86          -3.51        2         6949 📈 持有 → 繼續持有         
1721.TW      三晃             20.8          4        58.82          47.62        4          937 📈 持有 → 繼續持有         
1723.TW      中碳             76.8          4        60.87          11.42        5          511 📈 持有 → 繼續持有         
1725.TW      元禎            32.45          8         50.0           3.95        4          -62 📈 持有 → 繼續持有         
1726.TW      永記             75.5          8        53.85          -0.92        4          -45 📉 建議賣出              
1727.TW      中華化            55.3          9        53.85          21.44        2         5052 📈 持有 → 繼續持有         
1735.TW      日勝化            26.1         18        56.25          35.02        1         -248 📈 持有 → 繼續持有         
1736.TW      喬山            131.0         19          0.0          -3.86        1         -379 📉 建議賣出              
1762.TW      中化生            29.2          3        43.75          10.55        9          -63 📈 持有 → 繼續持有         
1773.TW      勝一            148.0          3        44.44           0.09        6          366 📈 持有 → 繼續持有         
1776.TW      展宇             16.4          7         40.0           7.97        3            0 📈 持有 → 繼續持有         
1784.TWO     訊聯             86.6         14         40.0          -4.68        1         -147 📉 建議賣出              
1785.TWO     光洋科            82.4          4        63.64          34.74        4        40395 📈 持有 → 繼續持有         
1789.TW      神隆            21.65          3         60.0           11.1        8          -13 📈 持有 → 繼續持有         
1795.TW      美時            232.5          7        64.71           9.59        3        -4754 📉 建議賣出              
1799.TWO     易威            36.05          4        73.33          23.97        3           32 📈 持有 → 繼續持有         
1802.TW      台玻             61.7          3        54.17          78.68        6        -1382 📈 持有 → 繼續持有         
1805.TW      寶徠             10.3         16          0.0            0.0        0          -14 📉 建議賣出              
1808.TW      潤隆             31.1         15        33.33           0.48        0         1985 📈 持有 → 繼續持有         
1809.TW      中釉             25.2          7        54.55          31.19        3          729 📈 持有 → 繼續持有         
1815.TWO     富喬            110.0          3        52.63          16.53        7         1416 📈 持有 → 繼續持有         
1904.TW      正隆            17.55          4        58.82          -0.53        5        -3046 📈 持有 → 繼續持有         
2002.TW      中鋼            19.15         18         60.0           4.65        1       -23670 📉 建議賣出              
2006.TW      東和鋼鐵           76.3          4        71.43          18.03        4         2416 📉 建議賣出              
2009.TW      第一銅           42.05         18        66.67            0.0        1          661 📉 建議賣出              
2010.TW      春源            24.05         19        66.67          11.42        1          931 📈 持有 → 繼續持有         
2012.TW      春雨             15.0          4         40.0          -2.64        5          -98 📉 建議賣出              
2013.TW      中鋼構            44.0          5         50.0           4.19        4          101 📉 建議賣出              
2014.TW      中鴻            17.35          5         45.0           7.19        6         5185 📉 建議賣出              
2017.TW      官田鋼            9.48         18        38.46           3.36        1         -364 📈 持有 → 繼續持有         
2022.TW      聚亨             8.79          3        31.58           0.97        9          397 📉 建議賣出              
2023.TW      燁輝            14.45         19        33.33          -2.33        3        -2120 📉 建議賣出              
2027.TW      大成鋼            36.4         14        45.45           0.56        3       -11508 📉 建議賣出              
2031.TW      新光鋼            39.1         11        33.33          -4.76        4         -271 📈 持有 → 繼續持有         
2034.TW      允強            20.05          8         60.0           4.04        2          454 📈 持有 → 繼續持有         
2035.TWO     唐榮             28.2          4        33.33          -0.39        6           -1 📉 建議賣出              
2049.TW      上銀            233.0          3        47.83          18.13        9         3268 📉 建議賣出              
2059.TW      川湖           3320.0          5         50.0           2.85        3          148 📈 持有 → 繼續持有         
2061.TWO     風青             17.7         19         20.0          -3.21        1           -9 📉 建議賣出              
2066.TWO     世德             50.0          3        53.33          16.52        6           12 📉 建議賣出              
2067.TWO     嘉鋼             8.42          3        46.15           -3.3        6           10 📈 持有 → 繼續持有         
2069.TW      運錩            18.95          4        54.55           7.42        4          205 📉 建議賣出              
2072.TWO     世紀風電          260.0         16        58.82          11.71        1            0 📉 建議賣出              
2103.TW      台橡             20.7         14         62.5          34.85        1        -2157 📈 持有 → 繼續持有         
2104.TW      國際中橡          12.25          3        52.38          18.63        8          125 📉 建議賣出              
2105.TW      正新            30.05          3        52.63           0.34        8       -15128 📈 持有 → 繼續持有         
2108.TW      南帝             25.4          6        42.86          10.91        4          138 📈 持有 → 繼續持有         
2115.TW      六暉-KY          21.4          6         40.0           4.27        3            3 📉 建議賣出              
2201.TW      裕隆             27.7         18          0.0            0.0        0         -920 📉 建議賣出              
2204.TW      中華             56.5          8        53.33           2.85        2         -914 📈 持有 → 繼續持有         
2206.TW      三陽工業           58.4          7        64.29           1.17        3        -1240 📉 建議賣出              
2208.TW      台船             22.1          4        72.73          21.91        3        -1030 📈 持有 → 繼續持有         
2211.TW      長榮鋼           103.0         18        63.64          -2.44        3          813 📈 持有 → 繼續持有         
2230.TWO     泰茂             37.0          3        53.85           7.59        4           -5 📈 持有 → 繼續持有         
2231.TW      為升             80.8          8        53.85           3.03        2         -316 📉 建議賣出              
2233.TW      宇隆            233.0          4        47.37          13.72        5          199 📈 持有 → 繼續持有         
2235.TWO     謚源            33.65         18         60.0          -1.11        2           -1 📉 建議賣出              
2236.TW      百達-KY         111.5         20        14.29          -3.47        4          179 📉 建議賣出              
2237.TWO     華德動能           30.8          3         50.0          -1.07        7            0 📈 持有 → 繼續持有         
2239.TW      英利-KY         23.05         13          0.0            0.0        0            0 📉 建議賣出              
