Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority
3693.TWO,營邦,2026-03-23,看跌 FVG,497.5,532.65,472.62,💰 已達標,獲利點,0,54.74,2026-03-25,3
3701.TW,大眾控,2026-03-23,看跌 FVG,62.2,65.43,59.09,💰 已達標,獲利點,0,36.97,2026-03-26,3
3703.TW,欣陸,2026-03-17,看漲 FVG,22.45,22.14,23.57,✅ 已站穩,🟢 買進,0,50.89,2026-03-19,3
3706.TW,神達,2026-03-27,看跌 FVG,77.7,79.39,73.81,⏳ 待回測,監控中,0,52.82,-,3
3709.TWO,鑫聯大投控,2026-03-20,看跌 FVG,69.2,70.25,65.74,💰 已達標,獲利點,0,41.98,2026-03-24,3
3712.TW,永崴投控,2026-03-27,看跌 FVG,22.95,23.52,21.8,⏳ 待回測,監控中,0,61.21,-,3
3713.TWO,新晶投控,2026-03-19,看跌 FVG,17.25,17.59,16.39,💰 已達標,獲利點,0,31.48,2026-03-23,3
3714.TW,富采,2026-03-27,看跌 FVG,48.55,50.2,46.12,⏳ 待回測,監控中 🧹,0,76.55,-,3
4109.TWO,加捷生醫,2026-03-26,看跌 FVG,12.95,13.12,12.3,⚠️ 壓力確認,🔴 放空,0,44.93,2026-03-30,3
4123.TWO,晟德,2026-03-27,看跌 FVG,41.25,41.61,39.19,⏳ 待回測,監控中,0,28.32,-,3
4127.TWO,天良,2026-03-24,看漲 FVG,35.6,35.12,37.38,❌ 已失效,實體破中線,0,44.33,2026-03-26,3
4129.TWO,聯合,2026-03-19,看跌 FVG,108.0,109.04,102.6,💰 已達標,獲利點,0,46.97,-,3
4130.TWO,健亞,2026-03-20,看跌 FVG,31.8,32.11,30.21,❌ 已失效,實體過中線,0,46.39,2026-03-25,3
4131.TWO,浩泰,2026-03-20,看跌 FVG,35.5,36.38,33.73,❌ 已失效,實體過中線,1,36.96,-,3
4137.TW,麗豐-KY,2026-03-23,看跌 FVG,107.5,108.54,102.12,❌ 已失效,實體過中線,0,31.48,-,3
4138.TWO,曜亞,2026-03-23,看跌 FVG,61.0,61.61,57.95,⚠️ 壓力確認,🔴 放空,1,65.33,2026-03-26,3
4142.TW,國光生,2026-03-17,看漲 FVG,18.0,17.41,18.9,✅ 已站穩,🟢 買進,0,47.95,2026-03-19,3
4148.TW,全宇生技-KY,2026-03-27,看漲 FVG,43.05,42.44,45.2,⏳ 待回測,監控中,0,63.1,-,3
4161.TWO,聿新科,2026-03-24,看漲 FVG,25.0,24.43,26.25,❌ 已失效,實體破中線,0,47.62,-,3
4164.TW,承業醫,2026-03-27,看跌 FVG,30.5,30.85,28.97,⏳ 待回測,監控中,0,50.0,-,3
4166.TWO,友霖,2026-03-27,看跌 FVG,26.15,26.38,24.84,⏳ 待回測,監控中 🧹,0,67.25,-,3
4167.TWO,松瑞藥,2026-03-27,看漲 FVG,21.2,20.85,22.26,⏳ 待回測,監控中,1,65.66,-,3
4168.TWO,醣聯,2026-03-25,看漲 FVG,24.65,24.38,25.88,❌ 已失效,實體破中線,0,52.0,2026-03-27,3
4171.TWO,瑞基,2026-03-27,看跌 FVG,18.7,18.94,17.76,⏳ 待回測,監控中,1,43.75,-,3
4192.TWO,杏國,2026-03-27,看漲 FVG,20.5,19.95,21.53,⏳ 待回測,監控中 🧹,1,24.32,-,3
4198.TWO,欣大健康,2026-03-27,看漲 FVG,38.25,38.01,40.16,⏳ 待回測,監控中,0,41.02,-,3
4303.TWO,信立,2026-03-19,看跌 FVG,57.8,58.99,54.91,💰 已達標,獲利點,0,51.44,2026-03-23,3
4304.TWO,勝昱,2026-03-26,看跌 FVG,25.9,26.13,24.6,❌ 已失效,實體過中線,0,27.85,-,3
4406.TWO,新昕纖,2026-03-25,看漲 FVG,10.15,10.05,10.66,❌ 已失效,實體破中線,0,60.64,-,3
4414.TW,如興,2026-03-27,看跌 FVG,11.9,12.06,11.3,⏳ 待回測,監控中,0,69.41,-,3
4416.TWO,三圓,2026-03-27,看漲 FVG,14.1,13.53,14.8,⏳ 待回測,監控中 🧹,1,48.06,-,3
4433.TWO,興采,2026-03-20,看跌 FVG,21.0,21.36,19.95,❌ 已失效,實體過中線,0,56.36,2026-03-24,3
4442.TWO,竣邦-KY,2026-03-24,看漲 FVG,60.5,60.0,63.53,💰 已達標,獲利點,0,72.03,2026-03-26,3
4513.TWO,福裕,2026-03-23,看跌 FVG,18.0,18.29,17.1,⚠️ 壓力確認,🔴 放空,0,50.0,2026-03-26,3
4523.TWO,永彰,2026-03-20,看跌 FVG,30.6,31.31,29.07,⚠️ 壓力確認,🔴 放空,0,36.84,2026-03-24,3
4526.TW,東台,2026-03-18,看跌 FVG,33.45,33.87,31.78,❌ 已失效,實體過中線,0,41.85,-,3
4527.TWO,方土霖,2026-03-02,看跌 FVG,41.55,41.81,39.47,❌ 已失效,實體過中線,0,58.0,2026-03-05,3
4529.TWO,淳紳,2026-03-27,看漲 FVG,3.37,3.31,3.54,⏳ 待回測,監控中 🧹,1,28.95,-,3
4530.TWO,宏易,2026-03-18,看跌 FVG,29.25,29.7,27.79,❌ 已失效,實體過中線,1,46.67,2026-03-20,3
4532.TW,瑞智,2026-03-19,看跌 FVG,26.75,27.24,25.41,❌ 已失效,實體過中線,0,56.03,2026-03-23,3
4533.TWO,協易機,2026-03-27,看跌 FVG,31.8,33.27,30.21,⏳ 待回測,監控中 🧹,0,54.37,-,3
4534.TWO,慶騰,2026-03-24,看跌 FVG,26.75,28.24,25.41,💰 已達標,獲利點,0,45.6,-,3
4536.TW,拓凱,2026-03-27,看跌 FVG,149.5,150.75,142.03,⏳ 待回測,監控中,0,20.0,-,3
4538.TWO,大詠城,2026-03-18,看跌 FVG,18.75,18.89,17.81,❌ 已失效,實體過中線,0,42.86,2026-03-20,3
4540.TW,全球傳動,2026-03-27,看跌 FVG,42.55,44.22,40.42,⏳ 待回測,監控中,0,50.51,-,3
4541.TWO,晟田,2026-03-16,看漲 FVG,41.35,40.6,43.42,💰 已達標,獲利點,0,33.22,2026-03-18,3
4543.TWO,萬在,2026-03-27,看漲 FVG,34.8,32.93,36.54,⏳ 待回測,監控中,0,73.61,-,3
4552.TW,力達-KY,2026-03-23,看跌 FVG,21.1,21.41,20.05,❌ 已失效,實體過中線,0,24.11,-,3
4557.TW,永新-KY,2026-03-27,看跌 FVG,57.9,59.19,55.0,⏳ 待回測,監控中,1,33.62,-,3
4558.TWO,寶緯,2026-03-27,看漲 FVG,20.7,19.0,21.73,⏳ 待回測,監控中 🧹,1,58.7,-,3
4560.TW,強信-KY,2026-03-20,看跌 FVG,32.7,33.06,31.07,⚠️ 壓力確認,🔴 放空,1,47.54,2026-03-24,3
4561.TWO,健椿,2026-03-26,看跌 FVG,32.7,32.91,31.07,⚠️ 壓力確認,🔴 放空,0,36.07,2026-03-30,3
4562.TW,穎漢,2026-03-27,看跌 FVG,31.05,31.51,29.5,⏳ 待回測,監控中,0,49.1,-,3
4564.TW,元翎,2026-03-26,看跌 FVG,19.2,19.35,18.24,💰 已達標,獲利點,0,43.45,2026-03-30,3
4571.TW,鈞興-KY,2026-03-27,看跌 FVG,158.0,161.3,150.1,⏳ 待回測,監控中,0,53.33,-,3
4580.TWO,捷流閥業,2026-03-03,看跌 FVG,80.5,81.51,76.47,❌ 已失效,實體過中線,1,40.62,-,3
4585.TW,達明,2026-03-24,看漲 FVG,303.0,299.5,318.15,❌ 已失效,實體破中線,0,38.99,-,3
4588.TW,玖鼎電力,2026-03-25,看漲 FVG,59.4,58.41,62.37,❌ 已失效,實體破中線,0,46.02,2026-03-27,3
4590.TW,富田-創,2026-03-27,看跌 FVG,74.1,74.57,70.39,⏳ 待回測,監控中,0,49.55,-,3
4609.TWO,唐鋒,2026-03-27,看漲 FVG,5.19,5.08,5.45,⏳ 待回測,監控中,0,51.69,-,3
4707.TWO,磐亞,2026-03-26,看漲 FVG,10.45,10.35,10.97,💰 已達標,獲利點,0,55.88,-,3
4711.TWO,永純,2026-03-23,看跌 FVG,16.1,17.03,15.29,⚠️ 壓力確認,🔴 放空,0,58.95,2026-03-26,3
4722.TW,國精化,2026-03-23,看跌 FVG,174.0,175.87,165.3,💰 已達標,獲利點,0,39.71,2026-03-25,3
4726.TWO,永昕,2026-03-20,看跌 FVG,31.65,32.76,30.07,⚠️ 壓力確認,🔴 放空,0,41.67,2026-03-24,3
4728.TWO,雙美,2026-03-25,看跌 FVG,389.0,392.95,369.55,❌ 已失效,實體過中線,0,51.11,2026-03-27,3
4737.TW,華廣,2026-03-17,看漲 FVG,62.5,60.6,65.62,💰 已達標,獲利點,0,69.89,2026-03-19,3
4739.TW,康普,2026-03-11,看漲 FVG,75.3,71.44,79.06,💰 已達標,獲利點,1,58.45,2026-03-13,3
4743.TWO,合一,2026-03-20,看跌 FVG,51.7,52.76,49.12,❌ 已失效,實體過中線,0,36.52,2026-03-24,3
4744.TWO,皇將,2026-03-27,看漲 FVG,36.0,35.62,37.8,⏳ 待回測,監控中 🧹,1,77.12,-,3
4745.TWO,合富-KY,2026-03-27,看跌 FVG,18.6,18.74,17.67,⏳ 待回測,監控中,0,38.98,-,3
4746.TW,台耀,2026-03-13,看漲 FVG,53.7,52.54,56.39,💰 已達標,獲利點,1,45.79,-,3
4749.TWO,新應材,2026-03-27,看跌 FVG,856.0,889.42,813.2,⏳ 待回測,監控中,0,41.81,-,3
4755.TW,三福化,2026-03-27,看跌 FVG,142.5,144.22,135.38,⏳ 待回測,監控中 🧹,0,54.49,-,3
4760.TWO,勤凱,2026-03-25,看漲 FVG,192.0,185.57,201.6,💰 已達標,獲利點,0,57.06,2026-03-27,3
4766.TW,南寶,2026-03-27,看跌 FVG,320.5,326.12,304.47,⏳ 待回測,監控中 🧹,0,55.13,-,3
4768.TWO,晶呈科技,2026-03-23,看跌 FVG,471.0,481.9,447.45,❌ 已失效,實體過中線,0,41.08,-,3
4770.TW,上品,2026-03-27,看跌 FVG,223.5,226.12,212.32,⏳ 待回測,監控中,0,52.42,-,3
4772.TWO,台特化,2026-03-26,看跌 FVG,297.0,299.99,282.15,💰 已達標,獲利點,0,36.56,-,3
4806.TWO,桂田文創,2026-03-26,看跌 FVG,10.95,11.31,10.4,⏳ 待回測,監控中,0,49.28,-,3
4904.TW,遠傳,2026-03-26,看跌 FVG,93.0,93.77,88.35,⏳ 待回測,監控中 🧹,0,47.33,-,3
4909.TWO,新復興,2026-03-27,看跌 FVG,56.2,57.18,53.39,⏳ 待回測,監控中,0,35.79,-,3
4911.TWO,德英,2026-03-25,看跌 FVG,35.4,35.63,33.63,⚠️ 壓力確認,🔴 放空,0,58.47,2026-03-27,3
4915.TW,致伸,2026-03-16,看漲 FVG,72.5,72.04,76.12,❌ 已失效,實體破中線,0,30.8,-,3
4923.TWO,力士,2026-03-26,看跌 FVG,35.3,36.18,33.53,⏳ 待回測,監控中,0,61.69,-,3
4924.TWO,欣厚-KY,2026-03-16,看漲 FVG,10.45,10.3,10.97,💰 已達標,獲利點,0,43.55,-,3
4927.TW,泰鼎-KY,2026-03-27,看跌 FVG,42.4,42.71,40.28,⏳ 待回測,監控中,0,54.57,-,3
4933.TWO,友輝,2026-03-23,看跌 FVG,59.4,60.7,56.43,⏳ 待回測,監控中,0,49.25,-,3
4939.TWO,亞電,2026-03-27,看跌 FVG,28.5,29.04,27.07,⏳ 待回測,監控中,0,42.79,-,3
4943.TW,康控-KY,2026-03-20,看漲 FVG,11.7,11.44,12.29,❌ 已失效,實體破中線,0,31.58,-,3
4961.TW,天鈺,2026-03-27,看漲 FVG,145.0,142.28,152.25,⏳ 待回測,監控中,0,51.79,-,3
4967.TW,十銓,2026-03-26,看跌 FVG,229.5,253.76,218.02,⚠️ 壓力確認,🔴 放空,0,64.85,2026-03-30,3
4973.TWO,廣穎,2026-03-26,看跌 FVG,61.2,67.33,58.14,❌ 已失效,實體過中線,0,62.28,-,3
4977.TW,眾達-KY,2026-03-23,看跌 FVG,196.0,199.99,186.2,❌ 已失效,實體過中線,0,55.51,-,3
4979.TWO,華星光,2026-03-27,看跌 FVG,381.5,413.05,362.43,⏳ 待回測,監控中 🧹,0,61.0,-,3
4989.TW,榮科,2026-03-26,看跌 FVG,65.4,66.93,62.13,💰 已達標,獲利點,0,47.23,2026-03-30,3
4994.TW,傳奇,2026-03-25,看漲 FVG,91.9,91.24,96.5,✅ 已站穩,🟢 買進,0,17.28,2026-03-30,3
5011.TWO,久陽,2026-03-20,看漲 FVG,14.1,13.98,14.8,❌ 已失效,實體破中線,1,60.22,-,3
5203.TW,訊連,2026-03-18,看跌 FVG,64.0,64.92,60.8,❌ 已失效,實體過中線,0,22.67,2026-03-20,3
5228.TWO,鈺鎧,2026-03-27,看跌 FVG,24.3,24.82,23.09,⏳ 待回測,監控中,0,66.86,-,3
5230.TWO,雷笛克光學,2026-03-13,看漲 FVG,16.45,16.22,17.27,💰 已達標,獲利點,1,43.4,-,3
5234.TW,達興材料,2026-03-27,看跌 FVG,349.0,359.79,331.55,⏳ 待回測,監控中,0,51.33,-,3
5243.TW,乙盛-KY,2026-03-25,看漲 FVG,71.6,71.14,75.18,💰 已達標,獲利點,0,47.31,-,3
5244.TW,弘凱,2026-03-24,看漲 FVG,39.7,38.71,41.69,❌ 已失效,實體破中線,1,52.8,-,3
5245.TWO,智晶,2026-03-25,看漲 FVG,24.85,24.68,26.09,💰 已達標,獲利點,0,43.75,2026-03-27,3
5269.TW,祥碩,2026-03-27,看跌 FVG,1140.0,1185.9,1083.0,⏳ 待回測,監控中,0,40.0,-,3
5272.TWO,笙科,2026-03-26,看漲 FVG,22.5,21.99,23.62,💰 已達標,獲利點,1,55.17,-,3
5276.TWO,達輝-KY,2026-03-26,看跌 FVG,15.05,15.23,14.3,⏳ 待回測,監控中,1,33.33,-,3
5285.TW,界霖,2026-03-24,看漲 FVG,47.65,47.21,50.03,✅ 已站穩,🟢 買進,1,51.13,2026-03-27,3
5299.TWO,杰力,2026-03-27,看跌 FVG,76.5,78.89,72.67,⏳ 待回測,監控中 🧹,0,69.78,-,3
5302.TWO,太欣,2026-03-27,看跌 FVG,11.35,11.46,10.78,⏳ 待回測,監控中,0,56.25,-,3
5321.TWO,美而快,2026-03-27,看漲 FVG,24.6,24.13,25.83,⏳ 待回測,監控中,0,61.54,-,3
5328.TWO,華容,2026-03-27,看跌 FVG,24.25,25.02,23.04,⏳ 待回測,監控中,0,46.15,-,3
5344.TWO,立衛,2026-03-27,看跌 FVG,13.75,13.92,13.06,⏳ 待回測,監控中,0,46.99,-,3
5345.TWO,馥鴻,2026-03-26,看漲 FVG,22.7,22.39,23.84,✅ 已站穩,🟢 買進,0,46.55,2026-03-30,3
5347.TWO,世界,2026-03-24,看漲 FVG,116.0,114.42,121.8,💰 已達標,獲利點,0,46.67,-,3
5351.TWO,鈺創,2026-03-26,看跌 FVG,71.1,72.66,67.54,⚠️ 壓力確認,🔴 放空,0,68.43,2026-03-30,3
5403.TWO,中菲,2026-03-27,看跌 FVG,100.5,101.5,95.47,⏳ 待回測,監控中,0,43.67,-,3
5425.TWO,台半,2026-03-27,看跌 FVG,56.0,60.4,53.2,⏳ 待回測,監控中 🧹,0,55.36,-,3
5426.TWO,振發,2026-03-23,看跌 FVG,19.6,19.8,18.62,❌ 已失效,實體過中線,0,39.71,-,3
5443.TWO,均豪,2026-03-27,看跌 FVG,102.5,104.52,97.38,⏳ 待回測,監控中 🧹,0,69.08,-,3
5450.TWO,南良,2026-02-24,看漲 FVG,14.35,14.23,15.07,❌ 已失效,實體破中線,0,30.14,-,3
5452.TWO,佶優,2026-03-27,看跌 FVG,34.0,34.22,32.3,⏳ 待回測,監控中,0,58.31,-,3
5455.TWO,昇益,2026-03-26,看跌 FVG,23.6,23.87,22.42,💰 已達標,獲利點,0,19.42,-,3
5457.TWO,宣德,2026-03-23,看跌 FVG,34.85,35.17,33.11,❌ 已失效,實體過中線,0,49.42,-,3
5468.TWO,凱鈺,2026-03-23,看跌 FVG,18.8,19.09,17.86,❌ 已失效,實體過中線,0,59.66,-,3
5471.TW,松翰,2026-03-17,看漲 FVG,42.75,42.14,44.89,❌ 已失效,實體破中線,0,49.28,-,3
5474.TWO,聰泰,2026-03-27,看跌 FVG,131.5,133.16,124.92,⏳ 待回測,監控中,0,50.91,-,3
5475.TWO,德宏,2026-03-25,看漲 FVG,211.0,204.97,221.55,💰 已達標,獲利點,0,56.5,2026-03-27,3
5478.TWO,智冠,2026-03-26,看漲 FVG,101.0,98.9,106.05,❌ 已失效,實體破中線,0,55.6,-,3
5481.TWO,新華,2026-03-25,看漲 FVG,22.1,21.89,23.21,✅ 已站穩,🟢 買進,1,53.18,2026-03-30,3
5483.TWO,中美晶,2026-03-27,看跌 FVG,113.0,119.09,107.35,⏳ 待回測,監控中,0,56.92,-,3
5484.TW,慧友,2026-03-20,看跌 FVG,40.25,41.0,38.24,💰 已達標,獲利點,0,53.26,2026-03-24,3
5487.TWO,通泰,2026-03-17,看跌 FVG,27.5,27.79,26.12,❌ 已失效,實體過中線,0,42.52,-,3
5493.TWO,三聯,2026-03-27,看跌 FVG,79.8,80.4,75.81,⏳ 待回測,監控中,0,53.11,-,3
5515.TW,建國,2026-03-27,看跌 FVG,37.4,37.69,35.53,⏳ 待回測,監控中,0,80.61,-,3
5519.TW,隆大,2026-03-27,看跌 FVG,33.4,33.87,31.73,⏳ 待回測,監控中,0,57.45,-,3
5523.TWO,豐謙,2026-03-25,看跌 FVG,29.3,29.65,27.84,⚠️ 壓力確認,🔴 放空,0,27.27,2026-03-27,3
5534.TW,長虹,2026-03-27,看漲 FVG,78.2,77.71,82.11,⏳ 待回測,監控中,1,68.06,-,3
5536.TWO,聖暉*,2026-03-26,看跌 FVG,759.0,792.94,721.05,⚠️ 壓力確認,🔴 放空,0,65.0,2026-03-30,3
5601.TWO,台聯櫃,2026-03-26,看跌 FVG,36.2,36.73,34.39,⏳ 待回測,監控中,0,37.23,-,3
5706.TW,鳳凰,2026-03-25,看漲 FVG,51.9,51.44,54.49,❌ 已失效,實體破中線,0,71.81,-,3
5864.TWO,致和證,2026-03-27,看跌 FVG,24.35,24.87,23.13,⏳ 待回測,監控中,0,58.06,-,3
5876.TW,上海商銀,2026-03-27,看跌 FVG,39.35,39.6,37.38,⏳ 待回測,監控中 🧹,0,55.56,-,3
5880.TW,合庫金,2026-03-25,看漲 FVG,23.35,23.03,24.52,❌ 已失效,實體破中線,0,49.06,-,3
6005.TW,群益證,2026-03-25,看漲 FVG,27.95,27.51,29.35,❌ 已失效,實體破中線,0,37.5,2026-03-27,3
6015.TWO,宏遠證,2026-03-27,看跌 FVG,13.4,13.82,12.73,⏳ 待回測,監控中,0,60.26,-,3
6016.TWO,康和證,2026-03-27,看跌 FVG,17.0,17.24,16.15,⏳ 待回測,監控中,0,61.11,-,3
6024.TW,群益期,2026-03-18,看跌 FVG,55.1,55.48,52.34,❌ 已失效,實體過中線,0,64.29,-,3
6026.TWO,福邦證,2026-03-27,看跌 FVG,14.6,14.87,13.87,⏳ 待回測,監控中,0,69.44,-,3
6028.TWO,公勝保經,2026-03-27,看跌 FVG,89.6,99.49,85.12,⏳ 待回測,監控中,0,30.77,-,3
6112.TW,邁達特,2026-03-27,看跌 FVG,43.85,44.52,41.66,⏳ 待回測,監控中,0,51.35,-,3
6120.TW,達運,2026-03-27,看跌 FVG,12.75,12.96,12.11,⏳ 待回測,監控中,0,52.08,-,3
6122.TWO,擎邦,2026-03-27,看跌 FVG,50.6,50.95,48.07,⏳ 待回測,監控中,0,51.4,-,3
6124.TWO,業強,2026-03-20,看跌 FVG,32.9,33.27,31.25,💰 已達標,獲利點,0,46.41,-,3
6127.TWO,九豪,2026-03-23,看跌 FVG,44.5,46.48,42.27,💰 已達標,獲利點,0,57.6,-,3
6136.TW,富爾特,2026-03-24,看漲 FVG,24.1,23.88,25.31,⏳ 待回測,監控中,1,60.38,-,3
6139.TW,亞翔,2026-03-27,看跌 FVG,562.0,591.94,533.9,⏳ 待回測,監控中 🧹,0,64.45,-,3
6141.TW,柏承,2026-03-24,看跌 FVG,23.0,23.52,21.85,💰 已達標,獲利點,0,60.93,-,3
6142.TW,友勁,2026-03-27,看跌 FVG,9.8,10.05,9.31,⏳ 待回測,監控中,0,59.11,-,3
6143.TWO,振曜,2026-03-10,看漲 FVG,98.7,97.51,103.64,❌ 已失效,實體破中線,0,44.03,2026-03-12,3
6146.TWO,耕興,2026-03-26,看跌 FVG,196.0,197.98,186.2,⏳ 待回測,監控中,0,48.91,-,3
6153.TW,嘉聯益,2026-03-11,看漲 FVG,16.05,15.77,16.85,💰 已達標,獲利點,0,55.81,2026-03-13,3
6155.TW,鈞寶,2026-03-23,看跌 FVG,46.2,48.49,43.89,💰 已達標,獲利點,0,39.75,-,3
6160.TWO,欣技,2026-03-23,看跌 FVG,16.5,16.78,15.67,⏳ 待回測,監控中 🧹,0,50.54,-,3
6163.TWO,華電網,2026-03-27,看跌 FVG,60.7,65.32,57.66,⏳ 待回測,監控中 🧹,0,66.59,-,3
6165.TW,浪凡,2026-03-27,看跌 FVG,46.9,47.64,44.55,⏳ 待回測,監控中,0,75.57,-,3
6166.TW,凌華,2026-03-27,看跌 FVG,59.6,60.1,56.62,⏳ 待回測,監控中,0,54.05,-,3
6167.TWO,久正,2026-03-26,看跌 FVG,13.95,14.22,13.25,⚠️ 壓力確認,🔴 放空,0,60.99,2026-03-30,3
6174.TWO,安��,2026-03-24,看漲 FVG,21.7,21.34,22.79,💰 已達標,獲利點,1,38.3,2026-03-27,3
6175.TWO,立敦,2026-03-27,看漲 FVG,47.3,46.02,49.66,⏳ 待回測,監控中 🧹,0,59.2,-,3
6180.TWO,橘子,2026-03-16,看漲 FVG,43.65,43.33,45.83,❌ 已失效,實體破中線,0,25.8,2026-03-18,3
6182.TWO,合晶,2026-03-27,看跌 FVG,34.45,34.82,32.73,⏳ 待回測,監控中,0,59.67,-,3
6186.TWO,新潤,2026-03-26,看跌 FVG,40.6,40.95,38.57,⏳ 待回測,監控中,0,40.82,-,3
6191.TW,精成科,2026-03-23,看跌 FVG,95.0,96.58,90.25,❌ 已失效,實體過中線,0,34.98,2026-03-25,3
6192.TW,巨路,2026-03-25,看漲 FVG,118.5,117.41,124.43,❌ 已失效,實體破中線,0,38.46,2026-03-27,3
6194.TWO,育富,2026-03-27,看跌 FVG,32.8,33.22,31.16,⏳ 待回測,監控中 🧹,0,69.79,-,3
6196.TW,帆宣,2026-03-27,看跌 FVG,284.0,289.44,269.8,⏳ 待回測,監控中 🧹,0,62.74,-,3
6197.TW,佳必琪,2026-03-26,看跌 FVG,173.0,174.87,164.35,💰 已達標,獲利點,0,62.35,-,3
6202.TW,盛群,2026-03-27,看跌 FVG,49.85,50.25,47.36,⏳ 待回測,監控中,0,41.2,-,3
6203.TWO,海韻電,2026-03-17,看漲 FVG,66.2,65.57,69.51,❌ 已失效,實體破中線,0,45.85,-,3
6205.TW,詮欣,2026-03-26,看跌 FVG,57.7,59.7,54.81,💰 已達標,獲利點,0,52.71,-,3
6206.TW,飛捷,2026-03-19,看跌 FVG,104.0,105.52,98.8,💰 已達標,獲利點,0,62.75,-,3
6207.TWO,雷科,2026-03-27,看跌 FVG,53.0,53.97,50.35,⏳ 待回測,監控中,0,47.24,-,3
6212.TWO,理銘,2026-03-27,看跌 FVG,28.75,30.1,27.31,⏳ 待回測,監控中,1,19.75,-,3
6214.TW,精誠,2026-03-27,看跌 FVG,107.0,109.54,101.65,⏳ 待回測,監控中,0,50.0,-,3
6215.TW,和椿,2026-03-27,看跌 FVG,100.5,102.01,95.47,⏳ 待回測,監控中,0,53.43,-,3
6218.TWO,豪勉,2026-03-24,看漲 FVG,25.0,24.13,26.25,💰 已達標,獲利點,1,64.74,-,3
6226.TW,光鼎,2026-03-27,看跌 FVG,11.85,12.51,11.26,⏳ 待回測,監控中,0,70.93,-,3
6230.TW,尼得科超眾,2026-03-27,看跌 FVG,150.0,154.27,142.5,⏳ 待回測,監控中,0,35.34,-,3
6233.TWO,旺玖,2026-03-27,看跌 FVG,26.4,26.88,25.08,⏳ 待回測,監控中,0,55.26,-,3
6235.TW,華孚,2026-03-27,看漲 FVG,48.3,48.01,50.71,⏳ 待回測,監控中 🧹,0,53.29,-,3
6237.TWO,驊訊,2026-03-27,看跌 FVG,36.8,37.18,34.96,⏳ 待回測,監控中,0,61.34,-,3
6244.TWO,茂迪,2026-03-27,看跌 FVG,27.7,29.6,26.31,⏳ 待回測,監控中,0,40.57,-,3
6246.TWO,臺龍,2026-03-24,看漲 FVG,16.3,15.92,17.12,❌ 已失效,實體破中線,0,70.5,-,3
6264.TWO,富裔,2026-03-27,看跌 FVG,6.25,6.3,5.94,⏳ 待回測,監控中,0,37.41,-,3
6265.TWO,方土昶,2026-03-26,看跌 FVG,38.7,40.8,36.77,⚠️ 壓力確認,🔴 放空,0,54.86,2026-03-30,3
6270.TWO,倍微,2026-03-27,看跌 FVG,25.4,26.23,24.13,⏳ 待回測,監控中 🧹,0,67.4,-,3
6271.TW,同欣電,2026-03-23,看跌 FVG,150.5,151.75,142.97,❌ 已失效,實體過中線,0,33.82,-,3
6274.TWO,台燿,2026-03-25,看漲 FVG,586.0,559.19,615.3,💰 已達標,獲利點,0,60.82,2026-03-27,3
6275.TWO,元山,2026-03-27,看跌 FVG,48.0,48.79,45.6,⏳ 待回測,監控中,0,52.31,-,3
6276.TWO,安鈦克,2026-03-23,看跌 FVG,34.3,35.53,32.58,💰 已達標,獲利點,0,47.38,-,3
6279.TWO,胡連,2026-03-27,看跌 FVG,111.0,113.06,105.45,⏳ 待回測,監控中,0,60.0,-,3
6282.TW,康舒,2026-03-27,看跌 FVG,47.9,49.19,45.5,⏳ 待回測,監控中,0,61.55,-,3
6283.TW,淳安,2026-03-25,看漲 FVG,20.4,20.25,21.42,✅ 已站穩,🟢 買進,0,46.3,2026-03-30,3
6290.TWO,良維,2026-03-27,看跌 FVG,208.0,215.07,197.6,⏳ 待回測,監控中,0,49.1,-,3
6292.TWO,迅德,2026-03-27,看漲 FVG,48.4,44.43,50.82,⏳ 待回測,監控中,1,66.59,-,3
6405.TW,悅城,2026-03-20,看跌 FVG,30.15,30.45,28.64,❌ 已失效,實體過中線,0,35.39,2026-03-24,3
6412.TW,群電,2026-03-27,看跌 FVG,76.3,77.59,72.48,⏳ 待回測,監控中,0,22.0,-,3
6414.TW,樺漢,2026-03-26,看跌 FVG,265.0,267.83,251.75,❌ 已失效,實體過中線,0,43.4,-,3
6415.TW,矽力*-KY,2026-03-27,看跌 FVG,292.0,295.97,277.4,⏳ 待回測,監控中 🧹,0,72.9,-,3
6423.TWO,億而得,2026-03-27,看跌 FVG,87.1,88.74,82.74,⏳ 待回測,監控中,0,52.35,-,3
6426.TW,統新,2026-03-23,看跌 FVG,159.0,167.83,151.05,💰 已達標,獲利點,0,46.95,2026-03-25,3
6431.TW,光麗-KY,2026-03-26,看漲 FVG,22.65,20.65,23.78,💰 已達標,獲利點,1,36.72,2026-03-30,3
6432.TWO,今展科,2026-03-20,看跌 FVG,36.25,36.83,34.44,💰 已達標,獲利點,0,48.18,-,3
6443.TW,元晶,2026-03-27,看跌 FVG,44.3,45.58,42.08,⏳ 待回測,監控中,0,40.97,-,3
6446.TW,藥華藥,2026-03-27,看跌 FVG,630.0,646.21,598.5,⏳ 待回測,監控中,0,40.29,-,3
6456.TW,GIS-KY,2026-03-27,看跌 FVG,57.8,60.8,54.91,⏳ 待回測,監控中,0,54.72,-,3
6472.TW,保瑞,2026-03-27,看跌 FVG,450.0,457.27,427.5,⏳ 待回測,監控中,0,50.72,-,3
