股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,建議買進價,歷史次數,raw_wr5,raw_pnl
4707.TWO,磐亞,🔥 訊號出現,11.6499996185,78.0,🔴 空頭陷阱,50.00%,25.00%,-0.46%,-0.79%,11.56,4,0.25,-0.0046
3221.TWO,台嘉碩,🔥 訊號出現,36.8499984741,66.35,🔴 空頭陷阱,37.50%,25.00%,-5.06%,-8.04%,33.89,8,0.25,-0.0506
3563.TW,牧德,🔥 訊號出現,844.0,84.9,🔴 空頭陷阱,55.56%,22.22%,-2.12%,-7.67%,779.26,9,0.2222,-0.0212
4744.TWO,皇將,🔥 訊號出現,37.75,77.78,🔴 空頭陷阱,40.00%,20.00%,-1.38%,-2.92%,36.65,5,0.2,-0.0138
2461.TW,光群雷,🔥 訊號出現,18.0499992371,93.22,🔴 空頭陷阱,25.00%,0.00%,-3.77%,-3.38%,17.44,4,0.0,-0.0377
3339.TWO,泰谷,🔥 訊號出現,39.25,76.18,🔴 空頭陷阱,0.00%,0.00%,-0.80%,-5.92%,36.93,2,0.0,-0.008
8342.TWO,益張,🔥 訊號出現,88.0,100.0,🔴 空頭陷阱,40.00%,0.00%,-1.11%,-2.33%,85.95,5,0.0,-0.0111
6582.TW,申豐,🔥 訊號出現,35.5,73.51,🔴 空頭陷阱,33.33%,0.00%,-8.26%,-7.41%,32.87,3,0.0,-0.0826
4558.TWO,寶緯,🔥 訊號出現,20.75,75.95,🔴 空頭陷阱,0.00%,0.00%,-9.84%,-9.60%,18.76,2,0.0,-0.0984
2108.TW,南帝,🔥 訊號出現,26.7000007629,67.68,🔴 空頭陷阱,0.00%,0.00%,-6.45%,-3.95%,25.64,4,0.0,-0.0645
1710.TW,東聯,🔥 訊號出現,15.5500001907,63.36,🔴 空頭陷阱,40.00%,0.00%,-3.99%,-5.74%,14.66,5,0.0,-0.0399
2231.TW,為升,🔥 訊號出現,137.5,89.51,🔴 空頭陷阱,40.00%,0.00%,-5.28%,-5.32%,130.18,5,0.0,-0.0528
3062.TW,建漢,🔥 訊號出現,30.7000007629,79.1,🔴 空頭陷阱,0.00%,0.00%,-9.29%,-5.76%,28.93,2,0.0,-0.0929
2355.TW,敬鵬,🔥 訊號出現,51.4000015259,71.03,🔴 空頭陷阱,44.44%,0.00%,-5.39%,-7.35%,47.62,9,0.0,-0.0539
6292.TWO,迅德,🔥 訊號出現,49.0,66.59,🔴 空頭陷阱,66.67%,0.00%,-6.53%,-2.77%,47.64,3,0.0,-0.0653
1789.TW,神隆,無,21.1499996185,50.0,🟢 黃金標的,100.00%,100.00%,15.78%,-1.98%,0.0,2,1.0,0.1578
3044.TW,健鼎,無,348.0,44.35,🟢 黃金標的,100.00%,100.00%,4.78%,-0.29%,0.0,2,1.0,0.0478
6446.TW,藥華藥,無,615.0,32.92,🟢 黃金標的,50.00%,100.00%,9.52%,-1.87%,0.0,4,1.0,0.0952
1717.TW,長興,無,60.2999992371,54.07,🟢 黃金標的,80.00%,100.00%,16.85%,-3.23%,0.0,5,1.0,0.1685
6129.TWO,普誠,無,15.1999998093,56.16,🟢 黃金標的,100.00%,100.00%,3.03%,0.61%,0.0,1,1.0,0.0303
3054.TW,立萬利,無,68.3000030518,59.67,🟢 黃金標的,100.00%,100.00%,60.48%,9.93%,0.0,1,1.0,0.6048
4905.TWO,台聯電,無,83.9000015259,69.1,🟢 黃金標的,50.00%,100.00%,16.18%,4.66%,0.0,2,1.0,0.1618
8042.TWO,金山電,無,57.5999984741,60.64,🟢 黃金標的,50.00%,100.00%,4.33%,-5.26%,0.0,2,1.0,0.0433
00947.TW,台新臺灣IC設計,無,23.2000007629,56.07,🟢 黃金標的,66.67%,100.00%,3.09%,-2.42%,0.0,3,1.0,0.0309
2243.TW,宏旭-KY,無,22.8999996185,88.06,🟢 黃金標的,100.00%,100.00%,10.79%,8.16%,0.0,1,1.0,0.1079
3324.TWO,雙鴻,無,956.0,52.24,🟢 黃金標的,33.33%,100.00%,5.64%,-7.26%,0.0,3,1.0,0.0564
3521.TWO,台鋼建設,無,13.3999996185,38.16,🟢 黃金標的,0.00%,100.00%,4.02%,-5.88%,0.0,1,1.0,0.0402
3023.TW,信邦,無,255.5,61.05,🟢 黃金標的,0.00%,100.00%,5.94%,-3.45%,0.0,2,1.0,0.0594
3226.TWO,龍鋒,無,41.75,16.73,🟢 黃金標的,100.00%,100.00%,10.45%,-1.40%,0.0,6,1.0,0.1045
2755.TWO,揚秦,無,144.5,56.14,🟢 黃金標的,50.00%,100.00%,8.38%,-0.26%,0.0,4,1.0,0.0838
6515.TW,穎崴,無,7675.0,76.19,🟢 黃金標的,33.33%,100.00%,4.52%,-6.17%,0.0,3,1.0,0.0452
00941.TW,中信上游半導體,無,21.3700008392,51.75,🟢 黃金標的,100.00%,100.00%,4.69%,0.78%,0.0,1,1.0,0.0469
3149.TW,正達,無,45.2999992371,42.01,🟢 黃金標的,100.00%,100.00%,7.31%,-0.91%,0.0,3,1.0,0.0731
6588.TWO,東典光電,無,129.5,80.96,🟢 黃金標的,66.67%,100.00%,10.28%,-4.82%,0.0,3,1.0,0.1028
6155.TW,鈞寶,無,44.3499984741,50.48,🟢 黃金標的,0.00%,100.00%,3.46%,-9.39%,0.0,1,1.0,0.0346
00965.TW,元大航太防衛科技,無,23.7700004578,19.81,🟢 黃金標的,100.00%,100.00%,5.15%,-0.36%,0.0,1,1.0,0.0515
2073.TWO,雄順,無,27.1000003815,46.43,🟢 黃金標的,0.00%,100.00%,3.77%,0.00%,0.0,1,1.0,0.0377
6548.TWO,長科*,無,47.75,53.69,🟢 黃金標的,0.00%,100.00%,4.76%,-6.53%,0.0,2,1.0,0.0476
7740.TW,熙特爾-創,無,185.0,36.84,🟢 黃金標的,50.00%,100.00%,4.56%,-5.56%,0.0,2,1.0,0.0456
6282.TW,康舒,無,47.3499984741,54.56,🟢 黃金標的,66.67%,100.00%,13.84%,-1.16%,0.0,6,1.0,0.1384
3556.TWO,禾瑞亞,無,43.4000015259,60.29,🟢 黃金標的,0.00%,100.00%,7.27%,-2.26%,0.0,1,1.0,0.0727
6148.TWO,驊宏資,無,35.2000007629,60.78,🟢 黃金標的,0.00%,100.00%,6.05%,-6.85%,0.0,1,1.0,0.0605
6683.TWO,雍智科技,無,1520.0,74.86,🟢 黃金標的,60.00%,100.00%,32.08%,-0.67%,0.0,5,1.0,0.3208
5516.TWO,雙喜,無,12.5,18.18,🟢 黃金標的,100.00%,100.00%,5.25%,1.64%,0.0,1,1.0,0.0525
3526.TWO,凡甲,無,278.5,46.34,🟢 黃金標的,66.67%,100.00%,8.61%,-3.14%,0.0,3,1.0,0.0861
5225.TW,東科-KY,無,80.6999969482,36.21,🟢 黃金標的,100.00%,100.00%,6.97%,0.00%,0.0,1,1.0,0.0697
3131.TWO,弘塑,無,2815.0,91.06,🟢 黃金標的,50.00%,100.00%,10.09%,-2.42%,0.0,6,1.0,0.1009
2426.TW,鼎元,無,35.0,66.84,🟢 黃金標的,100.00%,100.00%,36.47%,-1.05%,0.0,5,1.0,0.3647
5386.TWO,青雲,無,286.5,46.46,🟢 黃金標的,85.71%,100.00%,35.74%,-1.85%,0.0,7,1.0,0.3574
2340.TW,台亞,無,25.3500003815,53.57,🟢 黃金標的,100.00%,100.00%,3.28%,0.00%,0.0,1,1.0,0.0328
5347.TWO,世界,無,117.0,54.95,🟢 黃金標的,50.00%,100.00%,15.73%,-2.33%,0.0,6,1.0,0.1573
6542.TWO,隆中,無,57.0,72.13,🟢 黃金標的,100.00%,100.00%,5.29%,0.56%,0.0,2,1.0,0.0529
4768.TWO,晶呈科技,無,470.0,60.24,🟢 黃金標的,0.00%,100.00%,3.14%,-6.29%,0.0,1,1.0,0.0314
00640L.TW,富邦日本正2,無,83.0999984741,44.67,🟢 黃金標的,100.00%,100.00%,7.52%,5.23%,0.0,1,1.0,0.0752
1471.TW,首利,無,12.5,54.3,🟢 黃金標的,100.00%,100.00%,8.91%,8.33%,0.0,2,1.0,0.0891
00910.TW,第一金太空衛星,無,57.25,56.34,🟢 黃金標的,100.00%,100.00%,7.38%,1.67%,0.0,2,1.0,0.0738
2610.TW,華航,無,18.3500003815,50.0,🟢 黃金標的,83.33%,100.00%,3.43%,-0.79%,0.0,6,1.0,0.0343
2379.TW,瑞昱,無,488.0,67.5,🟢 黃金標的,0.00%,100.00%,3.13%,-2.19%,0.0,1,1.0,0.0313
3702.TW,大聯大,無,90.4000015259,76.99,🟢 黃金標的,66.67%,100.00%,3.64%,-2.60%,0.0,6,1.0,0.0364
2468.TW,華經,無,35.0,55.9,🟢 黃金標的,0.00%,100.00%,3.94%,-6.11%,0.0,1,1.0,0.0394
6949.TW,沛爾生醫-創,無,570.0,48.8,🟢 黃金標的,100.00%,100.00%,23.86%,0.98%,0.0,5,1.0,0.2386
6547.TWO,高端疫苗,無,58.5,80.99,🟢 黃金標的,100.00%,100.00%,7.34%,-6.61%,0.0,1,1.0,0.0734
6220.TWO,岳豐,無,33.0999984741,17.2,🟢 黃金標的,60.00%,100.00%,5.70%,-1.89%,0.0,10,1.0,0.057
6669.TW,緯穎,無,3370.0,28.31,🟢 黃金標的,0.00%,100.00%,3.94%,-2.71%,0.0,1,1.0,0.0394
6655.TW,科定,無,128.5,44.44,🟢 黃金標的,100.00%,100.00%,3.50%,-0.39%,0.0,1,1.0,0.035
2432.TW,倚天酷��-創,無,27.0,50.0,🟢 黃金標的,50.00%,100.00%,3.02%,-0.99%,0.0,2,1.0,0.0302
1439.TW,雋揚,無,27.0499992371,50.0,🟢 黃金標的,100.00%,100.00%,4.45%,0.43%,0.0,2,1.0,0.0445
2740.TWO,天蔥,無,38.0999984741,39.45,🟢 黃金標的,80.00%,100.00%,19.73%,-3.95%,0.0,5,1.0,0.1973
2363.TW,矽統,無,48.5999984741,45.34,🟢 黃金標的,0.00%,100.00%,4.03%,-4.61%,0.0,2,1.0,0.0403
6510.TWO,精測,無,3320.0,46.21,🟢 黃金標的,50.00%,100.00%,6.27%,-4.35%,0.0,2,1.0,0.0627
3230.TWO,錦明,無,40.9500007629,52.76,🟢 黃金標的,100.00%,100.00%,8.09%,-3.80%,0.0,1,1.0,0.0809
6944.TW,兆聯實業,無,769.0,57.55,🟢 黃金標的,50.00%,100.00%,6.26%,-0.94%,0.0,2,1.0,0.0626
3491.TWO,昇達科,無,1580.0,69.55,🟢 黃金標的,75.00%,100.00%,9.52%,-1.02%,0.0,4,1.0,0.0952
6584.TWO,南俊國際,無,602.0,93.86,🟢 黃金標的,66.67%,100.00%,15.67%,-1.78%,0.0,3,1.0,0.1567
2368.TW,金像電,無,898.0,59.48,🟢 黃金標的,50.00%,100.00%,10.51%,-3.63%,0.0,2,1.0,0.1051
6838.TW,台新藥,無,26.7000007629,57.3,🟢 黃金標的,50.00%,100.00%,6.43%,-1.08%,0.0,2,1.0,0.0643
1519.TW,華城,無,834.0,34.27,🟢 黃金標的,50.00%,100.00%,10.76%,-1.14%,0.0,2,1.0,0.1076
3711.TW,日月光投控,無,353.5,57.89,🟢 黃金標的,100.00%,100.00%,18.96%,4.43%,0.0,1,1.0,0.1896
1785.TWO,光洋科,無,91.3000030518,63.8,🟢 黃金標的,0.00%,100.00%,21.56%,-6.47%,0.0,1,1.0,0.2156
6215.TW,和椿,無,99.3000030518,37.65,🟢 黃金標的,50.00%,100.00%,3.18%,-1.16%,0.0,4,1.0,0.0318
7792.TWO,安葆,無,315.0,42.58,🟢 黃金標的,42.86%,85.71%,10.15%,-6.81%,0.0,7,0.8571,0.1015
3576.TW,聯合再生,無,22.0,55.45,🟢 黃金標的,85.71%,85.71%,10.72%,-2.05%,0.0,7,0.8571,0.1072
4956.TW,光鋐,無,32.5,68.9,🟢 黃金標的,57.14%,85.71%,3.16%,-5.95%,0.0,7,0.8571,0.0316
8436.TWO,大江,無,127.0,63.04,🟢 黃金標的,100.00%,85.71%,7.95%,-1.01%,0.0,7,0.8571,0.0795
4973.TWO,廣穎,無,67.3000030518,59.21,🟢 黃金標的,85.71%,85.71%,26.01%,0.97%,0.0,7,0.8571,0.2601
6532.TWO,瑞耘,無,73.4000015259,68.69,🟢 黃金標的,66.67%,83.33%,6.19%,-2.16%,0.0,6,0.8333,0.0619
8155.TWO,博智,無,264.0,73.61,🟢 黃金標的,83.33%,83.33%,5.51%,-1.63%,0.0,6,0.8333,0.0551
00715L.TW,期街口S&P布蘭特油正2,無,62.5999984741,62.36,🟢 黃金標的,83.33%,83.33%,25.70%,-6.49%,0.0,6,0.8333,0.257
2313.TW,華通,無,263.0,74.32,🟢 黃金標的,50.00%,83.33%,12.16%,-2.36%,0.0,6,0.8333,0.1216
3093.TWO,港建*,無,47.5499992371,66.67,🟢 黃金標的,50.00%,83.33%,21.61%,-2.24%,0.0,6,0.8333,0.2161
7795.TW,長廣,無,374.0,44.66,🟢 黃金標的,50.00%,83.33%,10.66%,-8.00%,0.0,6,0.8333,0.1066
3037.TW,欣興,無,493.5,59.8,🟢 黃金標的,66.67%,83.33%,13.36%,-3.39%,0.0,6,0.8333,0.1336
1590.TW,亞德客-KY,無,987.0,53.36,🟢 黃金標的,66.67%,83.33%,4.91%,-1.05%,0.0,6,0.8333,0.0491
6715.TW,嘉基,無,340.0,66.34,🟢 黃金標的,54.55%,81.82%,17.27%,-3.16%,0.0,11,0.8182,0.1727
6285.TW,啟��,無,179.0,64.15,🟢 黃金標的,60.00%,80.00%,11.83%,-2.21%,0.0,5,0.8,0.1183
6231.TWO,系微,無,265.5,77.33,🟢 黃金標的,80.00%,80.00%,11.78%,-1.72%,0.0,5,0.8,0.1178
3691.TWO,碩禾,無,108.5,45.88,🟢 黃金標的,80.00%,80.00%,8.29%,-3.13%,0.0,5,0.8,0.0829
1605.TW,華新,無,30.5499992371,46.06,🟢 黃金標的,40.00%,80.00%,5.26%,-4.76%,0.0,5,0.8,0.0526
4542.TWO,科嶠,無,180.0,67.78,🟢 黃金標的,40.00%,80.00%,5.97%,-6.18%,0.0,5,0.8,0.0597
8240.TWO,華宏,無,53.0,69.23,🟢 黃金標的,60.00%,80.00%,10.15%,-2.27%,0.0,10,0.8,0.1015
4148.TW,全宇生技-KY,無,43.0499992371,67.92,🟢 黃金標的,40.00%,80.00%,5.05%,-2.45%,0.0,5,0.8,0.0505
6598.TW,ABC-KY,無,23.2999992371,45.16,🟢 黃金標的,60.00%,80.00%,4.74%,-1.32%,0.0,5,0.8,0.0474
1514.TW,亞力,無,105.0,39.06,🟢 黃金標的,80.00%,80.00%,14.68%,-1.61%,0.0,5,0.8,0.1468
2431.TW,聯昌,無,11.8500003815,46.15,🟢 黃金標的,60.00%,80.00%,7.75%,-1.05%,0.0,5,0.8,0.0775
1503.TW,士電,無,184.5,30.97,🟢 黃金標的,20.00%,80.00%,4.80%,-4.94%,0.0,5,0.8,0.048
6217.TWO,中探針,無,181.5,75.24,🟢 黃金標的,80.00%,80.00%,10.94%,-1.53%,0.0,5,0.8,0.1094
6426.TW,統新,無,151.0,59.93,🟢 黃金標的,80.00%,80.00%,8.94%,-5.22%,0.0,5,0.8,0.0894
4130.TWO,健亞,無,34.8499984741,62.31,🟢 黃金標的,100.00%,80.00%,6.22%,-5.56%,0.0,5,0.8,0.0622
6679.TWO,鈺太,無,243.0,53.09,🟢 黃金標的,60.00%,80.00%,4.38%,-6.12%,0.0,5,0.8,0.0438
1529.TW,樂事綠能,無,23.5499992371,25.9,🟢 黃金標的,66.67%,77.78%,9.33%,-2.57%,0.0,9,0.7778,0.0933
8114.TW,振樺電,無,170.5,45.45,🟢 黃金標的,50.00%,75.00%,5.99%,-1.79%,0.0,4,0.75,0.0599
4167.TWO,松瑞藥,無,21.2999992371,57.14,🟢 黃金標的,50.00%,75.00%,3.63%,-0.74%,0.0,4,0.75,0.0363
4121.TWO,優盛,無,15.75,11.32,🟢 黃金標的,75.00%,75.00%,3.76%,-2.00%,0.0,4,0.75,0.0376
6492.TWO,生華科,無,51.0999984741,54.19,🟢 黃金標的,75.00%,75.00%,16.32%,-1.87%,0.0,4,0.75,0.1632
6716.TWO,應廣,無,67.8000030518,40.1,🟢 黃金標的,75.00%,75.00%,16.00%,-1.00%,0.0,8,0.75,0.16
2383.TW,台光電,無,2785.0,64.86,🟢 黃金標的,25.00%,75.00%,4.28%,-7.36%,0.0,4,0.75,0.0428
2345.TW,智邦,無,1635.0,64.29,🟢 黃金標的,50.00%,75.00%,3.68%,-2.90%,0.0,4,0.75,0.0368
2308.TW,台達電,無,1485.0,66.67,🟢 黃金標的,50.00%,75.00%,5.92%,-1.51%,0.0,4,0.75,0.0592
8088.TWO,品安,無,52.5999984741,58.39,🟢 黃金標的,50.00%,75.00%,4.84%,-2.34%,0.0,4,0.75,0.0484
3138.TW,耀登,無,178.0,57.86,🟢 黃金標的,50.00%,75.00%,7.45%,-3.16%,0.0,4,0.75,0.0745
4127.TWO,天良,無,35.4000015259,35.8,🟢 黃金標的,75.00%,75.00%,4.42%,-2.05%,0.0,4,0.75,0.0442
3016.TW,嘉晶,無,54.5,47.14,🟢 黃金標的,50.00%,75.00%,6.03%,-5.70%,0.0,4,0.75,0.0603
4198.TWO,欣大健康,無,38.25,49.11,🟢 黃金標的,75.00%,75.00%,4.73%,-3.35%,0.0,4,0.75,0.0473
6239.TW,力成,無,196.0,36.5,🟢 黃金標的,100.00%,75.00%,6.74%,-2.65%,0.0,4,0.75,0.0674
4534.TWO,慶騰,無,24.8999996185,46.96,🟢 黃金標的,50.00%,75.00%,11.88%,-4.10%,0.0,4,0.75,0.1188
6874.TWO,倍力,無,89.6999969482,76.35,🟢 黃金標的,75.00%,75.00%,10.58%,-1.25%,0.0,4,0.75,0.1058
2486.TW,一詮,無,146.5,60.11,🟢 黃金標的,75.00%,75.00%,7.28%,-1.22%,0.0,4,0.75,0.0728
6983.TWO,華洋精機,無,369.0,56.56,🟢 黃金標的,75.00%,75.00%,20.44%,-7.31%,0.0,8,0.75,0.2044
1466.TW,聚隆,無,16.6000003815,47.47,🟢 黃金標的,57.14%,71.43%,3.97%,-4.08%,0.0,7,0.7143,0.0397
3419.TW,譁裕,無,16.2999992371,59.3,🟢 黃金標的,71.43%,71.43%,3.12%,-2.33%,0.0,7,0.7143,0.0312
1809.TW,中釉,無,26.7000007629,57.89,🟢 黃金標的,71.43%,71.43%,14.92%,-0.59%,0.0,7,0.7143,0.1492
6830.TW,汎銓,無,452.0,61.3,🟢 黃金標的,42.86%,71.43%,11.73%,-5.04%,0.0,7,0.7143,0.1173
8096.TWO,擎亞,無,92.6999969482,77.66,🟢 黃金標的,71.43%,71.43%,9.82%,-1.02%,0.0,7,0.7143,0.0982
6485.TWO,點序,無,81.3000030518,52.3,🟢 黃金標的,50.00%,66.67%,3.18%,-4.96%,0.0,6,0.6667,0.0318
6657.TW,華安,無,41.9500007629,37.13,🟢 黃金標的,66.67%,66.67%,5.41%,-2.19%,0.0,6,0.6667,0.0541
7751.TWO,竑騰,無,1500.0,68.42,🟢 黃金標的,50.00%,66.67%,5.44%,-4.22%,0.0,6,0.6667,0.0544
3704.TW,合勤控,無,33.1500015259,59.4,🟢 黃金標的,66.67%,66.67%,5.91%,-1.43%,0.0,3,0.6667,0.0591
6435.TWO,大中,無,151.0,46.92,🟢 黃金標的,100.00%,66.67%,7.34%,-0.86%,0.0,3,0.6667,0.0734
6909.TW,創控,無,45.7999992371,57.56,🟢 黃金標的,50.00%,66.67%,4.42%,-6.49%,0.0,6,0.6667,0.0442
1256.TW,鮮活果汁-KY,無,149.5,31.65,🟢 黃金標的,33.33%,66.67%,3.81%,-2.16%,0.0,3,0.6667,0.0381
6182.TWO,合晶,無,33.4500007629,50.97,🟢 黃金標的,33.33%,66.67%,3.35%,-6.84%,0.0,3,0.6667,0.0335
4764.TW,雙鍵,無,127.0,44.97,🟢 黃金標的,33.33%,66.67%,7.25%,-5.81%,0.0,3,0.6667,0.0725
8422.TW,可寧衛*,無,28.9500007629,39.86,🟢 黃金標的,66.67%,66.67%,15.21%,0.29%,0.0,3,0.6667,0.1521
1294.TWO,漢田生技,無,81.0999984741,26.7,🟢 黃金標的,100.00%,66.67%,3.27%,-0.76%,0.0,3,0.6667,0.0327
4960.TW,誠美材,無,27.0,76.39,🟢 黃金標的,66.67%,66.67%,20.10%,-2.37%,0.0,6,0.6667,0.201
6246.TWO,臺龍,無,16.2999992371,71.11,🟢 黃金標的,66.67%,66.67%,3.04%,-0.70%,0.0,3,0.6667,0.0304
9105.TW,泰金寶-DR,無,5.5199999809,54.57,🟢 黃金標的,66.67%,66.67%,4.08%,-1.22%,0.0,3,0.6667,0.0408
8110.TW,華東,無,50.0999984741,44.93,🟢 黃金標的,66.67%,66.67%,3.01%,-4.12%,0.0,6,0.6667,0.0301
3234.TWO,光環,無,89.5999984741,62.46,🟢 黃金標的,50.00%,66.67%,8.62%,-8.80%,0.0,6,0.6667,0.0862
8150.TW,南茂,無,56.5,42.86,🟢 黃金標的,33.33%,66.67%,4.78%,-10.18%,0.0,3,0.6667,0.0478
2367.TW,燿華,無,76.5,68.41,🟢 黃金標的,33.33%,66.67%,7.57%,-3.80%,0.0,6,0.6667,0.0757
6720.TWO,久昌,無,171.0,59.34,🟢 黃金標的,50.00%,66.67%,7.48%,-2.30%,0.0,6,0.6667,0.0748
2458.TW,義隆,無,126.5,47.32,🟢 黃金標的,66.67%,66.67%,5.13%,-5.42%,0.0,3,0.6667,0.0513
5864.TWO,致和證,無,23.8999996185,50.0,🟢 黃金標的,66.67%,66.67%,5.52%,-2.36%,0.0,9,0.6667,0.0552
3374.TWO,精材,無,157.5,39.84,🟢 黃金標的,33.33%,66.67%,3.95%,-4.86%,0.0,6,0.6667,0.0395
4908.TWO,前鼎,無,105.0,61.38,🟢 黃金標的,62.50%,62.50%,6.33%,-4.78%,0.0,8,0.625,0.0633
7610.TW,聯友金屬-創,無,364.0,68.0,🟢 黃金標的,75.00%,62.50%,11.86%,-4.83%,0.0,8,0.625,0.1186
7750.TW,新代,無,1340.0,57.43,🟢 黃金標的,25.00%,62.50%,6.03%,-4.92%,0.0,8,0.625,0.0603
6894.TWO,衛司特,無,333.0,60.5,🟢 黃金標的,62.50%,62.50%,3.17%,-5.09%,0.0,8,0.625,0.0317
6568.TWO,宏觀,無,222.5,72.89,🟢 黃金標的,62.50%,62.50%,3.16%,-4.15%,0.0,8,0.625,0.0316
3171.TWO,炎洲流通,無,67.0,94.62,🟢 黃金標的,40.00%,60.00%,3.92%,-2.33%,0.0,5,0.6,0.0392
6443.TW,元晶,無,42.6500015259,39.07,🟢 黃金標的,60.00%,60.00%,7.35%,-7.92%,0.0,5,0.6,0.0735
6116.TW,彩晶,無,8.0799999237,42.15,🟢 黃金標的,60.00%,60.00%,6.80%,-1.58%,0.0,5,0.6,0.068
3583.TW,辛耘,無,479.0,87.08,🟢 黃金標的,80.00%,60.00%,5.25%,-2.35%,0.0,5,0.6,0.0525
00642U.TW,期元大S&P石油,無,27.5,62.71,🟢 黃金標的,60.00%,60.00%,3.72%,-6.57%,0.0,5,0.6,0.0372
1795.TW,美時,無,211.5,32.72,🟢 黃金標的,60.00%,60.00%,3.23%,-3.23%,0.0,5,0.6,0.0323
