status,advice,gm,eps_yoy,rev_yoy,om,prev_rev_yoy,name,eps,pe,date,symbol,price,expansion,prev_year,prev_eps,est_price,prev_eps_yoy
📉 獲利侵蝕,❌ 暫避觀望,N/A,-88.24,507.95,N/A,10.94,華電網,0.02,216.90475827190483,2026-03,6163.TWO,45.5499992371,-596.1899999999999,2025,0.75,3.1499999999999995,-20.43
📉 獲利侵蝕,⚪ 數據不足,15.43%,-11.11,586.61,5.11%,-1.49,大成,0.94,0.0,2026-03,1210.TW,0.0,-597.72,2025,4.33,0.0,2.79
⚠️ 獲利稀釋,⚪ 數據不足,-2.65%,66.67,666.03,-25.24%,-9.04,富采,-0.2,0.0,2026-03,3714.TW,53.7000007629,-599.36,2025,-3.69,-124.50000000000001,-95.74
📉 獲利侵蝕,❌ 暫避觀望,N/A,-100.0,500.1,N/A,-20.21,台境*,0.0,18.18518462007407,2026-03,8476.TW,24.5499992371,-600.1,2025,0.52,20.25,-68.52
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,170.59,771.72,N/A,36.9,博智,3.29,22.287087912087912,2026-03,8155.TWO,324.5,-601.13,2025,6.88,218.39999999999998,41.38
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,37.93,641.23,N/A,-19.49,安普新,-0.19,59.01960859117647,2026-03,6743.TW,30.1000003815,-603.3000000000001,2025,0.71,7.65,-66.02
🔄 轉虧為盈,⚪ 數據不足,5.40%,141.0,744.55,-14.81%,-20.15,光罩,0.52,0.0,2026-03,2338.TW,42.0,-603.55,2025,-4.88,-164.54999999999998,-101.09
⚠️ 獲利稀釋,⚪ 中性觀察,17.19%,54.89,658.99,13.88%,39.37,漢唐,16.31,10.0068716715341,2026-03,2404.TW,1165.0,-604.1,2025,48.08,1746.3000000000002,46.52
📉 獲利侵蝕,⚪ 中性觀察,N/A,-38.24,569.72,N/A,6.08,萬泰科,0.43,13.50746297125,2026-03,6190.TWO,72.4000015259,-607.96,2025,2.19,80.39999999999999,-8.22
📉 獲利侵蝕,❌ 暫避觀望,17.84%,-57.14,551.32,5.11%,-7.72,國精化,0.22,52.7027027027027,2026-03,4722.TW,214.5,-608.46,2025,2.0,61.050000000000004,-11.71
📉 獲利侵蝕,❌ 暫避觀望,N/A,-350.0,259.77,N/A,-4.94,冠軍,-0.1,16.69387817387755,2026-03,1806.TW,8.1800003052,-609.77,2025,0.29,7.35,-6.45
📉 獲利侵蝕,❌ 暫避觀望,14.69%,-9.09,601.12,4.41%,20.45,大詠城,0.1,24.58333439291667,2026-03,4538.TWO,17.7000007629,-610.21,2025,0.29,10.799999999999999,52.63
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,126.15,736.45,N/A,12.56,國眾,1.48,5.286943826987087,2026-03,5410.TWO,36.8499984741,-610.3000000000001,2025,2.35,104.55000000000001,46.54
⚠️ 獲利稀釋,❌ 暫避觀望,9.99%,106.9,719.17,2.68%,-18.14,彰源,0.61,15.350877192982457,2026-03,2030.TW,17.5,-612.27,2025,0.35,17.099999999999998,-58.33
📉 獲利侵蝕,⚪ 中性觀察,N/A,-75.86,537.41,N/A,-6.89,燦坤,0.07,12.826087509347825,2026-03,2430.TW,17.7000007629,-613.27,2025,0.7,20.700000000000003,-56.52
🔄 轉虧為盈,⚪ 數據不足,15.21%,110.42,723.94,-34.07%,-26.01,佰研,0.05,0.0,2026-03,3205.TWO,50.0,-613.5200000000001,2025,-0.92,-36.3,51.01
🔄 轉虧為盈,⚪ 數據不足,N/A,300.0,913.68,N/A,-0.73,秋雨,0.22,0.0,2026-03,9929.TW,11.6000003815,-613.68,2025,-0.07,-3.0,50.0
📉 獲利侵蝕,⚪ 中性觀察,N/A,-185.19,428.93,N/A,7.36,宣德,-1.0,7.968337932163588,2026-03,5457.TWO,30.2000007629,-614.12,2025,2.77,56.85,21.15
🔄 轉虧為盈,⚪ 數據不足,13.67%,253.85,869.49,4.79%,-2.37,台玻,0.2,0.0,2026-03,1802.TW,54.2999992371,-615.64,2025,-0.2,-11.4,62.96
📉 獲利侵蝕,⚪ 中性觀察,13.53%,-56.25,560.11,3.69%,-19.78,精元,0.49,5.052015406254877,2026-03,2387.TW,38.8499984741,-616.36,2025,3.47,115.35,-55.56
⚠️ 獲利稀釋,⚪ 中性觀察,18.77%,12.26,631.0,15.81%,19.99,潤弘,2.38,6.4969450101833,2026-03,2597.TW,159.5,-618.74,2025,10.75,368.24999999999994,0.37
📉 獲利侵蝕,⚪ 數據不足,2.13%,-47.37,574.05,-29.37%,-21.25,榮創,-0.56,0.0,2026-03,3437.TW,17.8999996185,-621.42,2025,-2.65,-96.15,-181.91
📉 獲利侵蝕,⚪ 中性觀察,13.02%,-52.54,568.96,9.95%,13.38,億泰,0.28,3.4736840766842096,2026-03,1616.TW,19.7999992371,-621.5,2025,1.55,85.50000000000001,-24.5
📉 獲利侵蝕,❌ 暫避觀望,N/A,-221.43,401.59,N/A,-1.13,九豪,-0.51,52.61682171691589,2026-03,6127.TWO,56.2999992371,-623.02,2025,0.47,16.05,173.44
⚠️ 獲利稀釋,❌ 暫避觀望,10.73%,81.82,706.42,1.58%,-4.08,福懋,0.2,17.889908256880734,2026-03,1434.TW,19.5,-624.5999999999999,2025,0.51,16.35,-42.05
📉 獲利侵蝕,⚪ 數據不足,N/A,-36.36,589.25,N/A,-7.8,能率,-0.3,0.0,2026-03,5392.TWO,41.5499992371,-625.61,2025,-0.26,-22.8,-244.44
⚠️ 獲利稀釋,⚪ 數據不足,2.82%,26.32,653.58,-30.62%,47.9,遠雄來,-0.14,0.0,2026-03,2712.TW,15.0,-627.26,2025,-0.38,-14.399999999999999,73.24
📉 獲利侵蝕,⚪ 數據不足,16.12%,-138.46,490.8,2.89%,6.12,大同,-0.05,0.0,2026-03,2371.TW,26.3500003815,-629.26,2025,-5.2,-63.59999999999999,-183.36
📉 獲利侵蝕,⚪ 中性觀察,N/A,-23.68,607.48,N/A,36.78,陞泰,0.29,12.830189039103773,2026-03,8072.TW,27.2000007629,-631.16,2025,1.11,31.8,-11.2
📉 獲利侵蝕,⚪ 中性觀察,N/A,-70.09,561.75,N/A,-4.58,久威,0.97,5.008818274867725,2026-03,6114.TWO,28.3999996185,-631.84,2025,2.66,85.05,5.56
📉 獲利侵蝕,⚪ 數據不足,16.30%,-60.0,573.24,2.02%,-7.73,江興鍛,-0.16,0.0,2026-03,4528.TWO,15.4499998093,-633.24,2025,-0.31,-16.200000000000003,-3200.0
🔄 轉虧為盈,⚪ 數據不足,13.72%,50.0,683.51,3.00%,8.85,銘異,0.33,0.0,2026-03,3060.TW,29.8999996185,-633.51,2025,-0.39,-13.5,-186.67
⚠️ 獲利稀釋,⚪ 中性觀察,4.90%,376.47,1010.36,-1.88%,-2.83,華新,0.81,14.198312880126583,2026-03,1605.TW,33.6500015259,-633.89,2025,0.75,35.550000000000004,4.35
🔄 轉虧為盈,⚪ 數據不足,N/A,57.14,692.61,N/A,-32.92,健信,0.11,0.0,2026-03,4502.TWO,15.75,-635.47,2025,-1.51,-46.5,-814.29
📉 獲利侵蝕,⚪ 中性觀察,19.80%,-87.72,549.89,8.98%,13.83,毅嘉,0.07,10.512367491166078,2026-03,2402.TW,59.5,-637.61,2025,2.47,84.9,6.06
📉 獲利侵蝕,⚪ 數據不足,20.74%,-158.14,479.53,-2.32%,-4.14,艾美特-KY,-1.11,0.0,2026-03,1626.TW,10.0,-637.67,2025,-0.86,-26.4,18.87
📉 獲利侵蝕,❌ 暫避觀望,N/A,-50.0,592.47,N/A,-25.37,陸海,0.07,21.1029417375,2026-03,5603.TWO,14.3500003815,-642.47,2025,0.4,10.2,-67.74
📉 獲利侵蝕,⚪ 中性觀察,N/A,-18.54,624.34,N/A,37.46,瀚宇博,1.23,4.811827854442205,2026-03,5469.TW,71.5999984741,-642.88,2025,6.05,223.2,-3.06
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,135.25,778.77,N/A,-6.1,金益鼎,2.87,5.473441284745959,2026-03,8390.TWO,94.8000030518,-643.52,2025,6.6,259.8,36.36
📉 獲利侵蝕,⚪ 數據不足,-39.75%,-308.6,337.51,-47.71%,21.99,永崴投控,-1.94,0.0,2026-03,3712.TW,18.3500003815,-646.11,2025,-22.85,-779.1,-601.1
📉 獲利侵蝕,⚪ 數據不足,-19.71%,-4.88,641.55,-65.33%,-18.82,再生-KY,-0.43,0.0,2026-03,1337.TW,4.8899998665,-646.43,2025,-1.74,-63.15,-12.99
📉 獲利侵蝕,⚪ 數據不足,N/A,-500.0,146.56,N/A,-15.49,通泰,-0.06,0.0,2026-03,5487.TWO,28.4500007629,-646.56,2025,-0.53,-25.95,-381.82
⚠️ 獲利稀釋,❌ 暫避觀望,17.90%,62.58,710.88,12.65%,124.88,智邦,14.92,20.68321323725647,2026-03,2345.TW,2325.0,-648.3,2025,47.13,1686.1499999999999,119.5
📉 獲利侵蝕,⚪ 中性觀察,16.43%,-27.27,622.34,9.95%,2.49,中櫃,0.18,7.913533547781954,2026-03,2613.TW,21.0499992371,-649.61,2025,1.14,39.900000000000006,35.9
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,56.77,707.03,N/A,2.2,力成,2.5,16.4983164983165,2026-03,6239.TW,294.0,-650.26,2025,7.48,267.3,-18.46
📉 獲利侵蝕,❌ 暫避觀望,11.65%,-129.51,523.93,9.15%,-0.7,台勝科,-0.18,172.74590163934423,2026-03,3532.TW,421.5,-653.4399999999999,2025,1.58,36.60000000000001,-52.84
⚠️ 獲利稀釋,⚪ 數據不足,N/A,54.55,709.26,N/A,-0.4,立軒,-0.06,0.0,2026-03,6222.TWO,20.75,-654.71,2025,-0.4,-14.399999999999999,14.63
📉 獲利侵蝕,⚪ 中性觀察,N/A,-92.65,562.59,N/A,-0.11,大田,0.05,4.833333333333333,2026-03,8924.TWO,58.0,-655.24,2025,5.63,180.0,-0.53
🔄 轉虧為盈,⚪ 數據不足,8.85%,433.33,1088.74,2.74%,-9.83,志聯,0.16,0.0,2026-03,2024.TW,13.6000003815,-655.4100000000001,2025,-0.06,-1.8,-137.5
📉 獲利侵蝕,⚪ 中性觀察,N/A,-154.24,501.31,N/A,-19.7,中傑-KY,-0.64,9.392857324511903,2026-03,6965.TW,78.9000015259,-655.55,2025,3.5,126.0,-71.93
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,24.53,680.31,N/A,-6.2,全國,0.66,9.418803157965812,2026-03,9937.TW,55.0999984741,-655.78,2025,2.36,87.75,-1.26
🔄 轉虧為盈,⚪ 數據不足,14.13%,157.14,813.46,-0.10%,-10.57,和勤,0.17,0.0,2026-03,1586.TWO,18.0,-656.32,2025,-0.35,-16.05,-178.05
📉 獲利侵蝕,⚪ 中性觀察,16.97%,-44.78,611.65,14.03%,-4.77,皇昌,0.37,6.0825543983021815,2026-03,2543.TW,39.0499992371,-656.43,2025,2.69,96.3,-44.58
📉 獲利侵蝕,⚪ 中性觀察,N/A,-43.33,613.94,N/A,28.59,夆典,0.19,3.6597936833333335,2026-03,3052.TW,10.6499996185,-657.2700000000001,2025,1.1,43.650000000000006,12.94
🔄 轉虧為盈,⚪ 數據不足,N/A,673.33,1331.07,N/A,-67.66,麗升能源,0.86,0.0,2026-03,8087.TWO,28.1000003815,-657.7399999999999,2025,-1.32,-35.699999999999996,-328.07
📉 獲利侵蝕,❌ 暫避觀望,N/A,0.0,658.28,N/A,-11.15,力山,0.07,61.607142857142854,2026-03,1515.TW,34.5,-658.28,2025,0.97,8.4,-44.89
📉 獲利侵蝕,⚪ 中性觀察,13.52%,-343.75,317.47,7.02%,82.32,彬台,-0.39,12.791666984541667,2026-03,3379.TWO,30.7000007629,-661.22,2025,2.12,36.0,94.5
📉 獲利侵蝕,⚪ 數據不足,N/A,-282.14,379.62,N/A,-11.73,特昇-KY,-0.52,0.0,2026-03,6616.TWO,8.8599996567,-661.76,2025,-0.61,-23.849999999999998,55.88
⚠️ 獲利稀釋,⚪ 數據不足,N/A,45.83,709.1,N/A,-1.88,網家,-0.39,0.0,2026-03,8044.TWO,26.4500007629,-663.27,2025,-4.62,-141.75,-12.0
⚠️ 獲利稀釋,⚪ 數據不足,-20.30%,14.29,678.12,-35.14%,-3.72,元翎,-0.3,0.0,2026-03,4564.TW,18.0499992371,-663.83,2025,-1.86,-71.7,-4.02
📉 獲利侵蝕,⚪ 中性觀察,N/A,-8.14,655.72,N/A,13.17,東捷資訊,0.79,4.9512791139951275,2026-03,6697.TWO,40.6500015259,-663.86,2025,3.04,123.15,16.48
🔄 轉虧為盈,⚪ 數據不足,15.11%,115.0,783.17,-12.99%,7.24,三顧,0.03,0.0,2026-03,3224.TWO,35.4500007629,-668.17,2025,-1.53,-50.55,-51.49
🌑 雙重衰退,⚪ 數據不足,N/A,-700.0,-28.98,N/A,-79.25,康全電訊,-0.96,0.0,2026-03,8089.TWO,19.25,-671.02,2025,-3.09,-111.45,-137.27
📉 獲利侵蝕,⚪ 中性觀察,N/A,-2.94,669.21,N/A,-4.91,中磊,1.01,8.608695504743961,2026-03,5388.TW,89.0999984741,-672.1500000000001,2025,4.04,155.25,-47.82
🔄 轉虧為盈,⚪ 數據不足,N/A,232.14,904.68,N/A,47.74,統新,0.74,0.0,2026-03,6426.TW,164.0,-672.54,2025,-0.78,-43.50000000000001,78.21
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,236.84,910.97,N/A,97.77,巨有科技,0.64,35.46099290780142,2026-03,8227.TWO,150.0,-674.13,2025,2.06,63.449999999999996,29.56
⚠️ 獲利稀釋,⚪ 中性觀察,12.33%,177.0,852.07,8.34%,50.25,達欣工,2.88,5.409535452322738,2026-03,2535.TW,88.5,-675.07,2025,6.5,245.39999999999998,24.8
⚠️ 獲利稀釋,⚪ 數據不足,2.21%,42.42,719.14,-20.80%,0.46,立德,-0.19,0.0,2026-03,3058.TW,8.5799999237,-676.72,2025,-1.44,-30.299999999999994,25.52
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,777.78,1454.66,N/A,178.46,天品,1.22,64.7239263803681,2026-03,6199.TWO,105.5,-676.8800000000001,2025,0.31,24.45,-48.33
📉 獲利侵蝕,⚪ 中性觀察,6.94%,-57.14,620.65,33.56%,-12.15,宜進,0.2,6.447963800904978,2026-03,1457.TW,14.25,-677.79,2025,1.18,33.15,29.85
⚠️ 獲利稀釋,⚪ 數據不足,N/A,24.62,702.91,N/A,1056.27,泰福-KY,-1.47,0.0,2026-03,6541.TW,39.9500007629,-678.29,2025,-6.13,-234.45,32.78
⚠️ 獲利稀釋,⚪ 數據不足,N/A,41.03,720.34,N/A,8.46,亞元,-0.24,0.0,2026-03,6109.TWO,11.8000001907,-679.3100000000001,2025,-0.94,-44.85,43.03
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,80.93,760.6,N/A,130.83,高技,3.51,8.142576847612819,2026-03,5439.TWO,249.0,-679.6700000000001,2025,13.74,458.7,291.45
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,344.52,1024.34,N/A,64.37,高力,6.54,44.75437135720233,2026-03,8996.TW,1075.0,-679.8199999999999,2025,9.07,360.3,38.43
📉 獲利侵蝕,⚪ 數據不足,0.24%,-269.23,411.36,-22.36%,-8.18,新晶投控,-0.22,0.0,2026-03,3713.TWO,14.5500001907,-680.59,2025,-1.13,-33.15,-96.23
⚠️ 獲利稀釋,⚪ 數據不足,-2.87%,91.43,772.57,-10.81%,21.56,典範,-0.03,0.0,2026-03,3372.TWO,16.8500003815,-681.1400000000001,2025,-1.22,-46.650000000000006,-15.09
📉 獲利侵蝕,⚪ 中性觀察,N/A,-25.35,657.13,N/A,10.13,台表科,2.17,7.2236727589208005,2026-03,6278.TW,166.0,-682.48,2025,9.39,344.7,-5.53
📉 獲利侵蝕,❌ 暫避觀望,N/A,-78.95,604.09,N/A,6.56,臺龍,-0.68,28.77777735400001,2026-03,6246.TWO,12.9499998093,-683.0400000000001,2025,1.14,6.749999999999997,186.36
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,12.35,697.11,N/A,-15.54,豐興,0.91,6.553147574819401,2026-03,2015.TW,63.5,-684.76,2025,3.88,145.35000000000002,-8.92
⚠️ 獲利稀釋,⚪ 數據不足,N/A,48.1,733.42,N/A,19.24,慶生,-0.41,0.0,2026-03,6210.TWO,19.5,-685.3199999999999,2025,-3.1,-123.00000000000001,15.99
📉 獲利侵蝕,❌ 暫避觀望,10.77%,-258.82,430.36,1.84%,-1.8,兆利,-1.35,44.97005896652695,2026-03,3548.TWO,75.0999984741,-689.1800000000001,2025,2.23,25.049999999999997,-74.46
⚠️ 獲利稀釋,❌ 暫避觀望,13.94%,33.33,722.84,-0.53%,-14.0,亞帝歐,0.08,66.50000095374999,2026-03,3516.TWO,26.6000003815,-689.51,2025,0.27,6.0,-15.15
🔄 轉虧為盈,⚪ 數據不足,13.88%,147.22,837.33,-9.40%,-7.94,大立,0.17,0.0,2026-03,4716.TWO,18.1499996185,-690.11,2025,-0.87,-43.199999999999996,-188.3
⚠️ 獲利稀釋,⚪ 數據不足,N/A,69.57,766.91,N/A,-30.78,永固-KY,-0.28,0.0,2026-03,5546.TW,16.9500007629,-697.3399999999999,2025,-2.13,-67.35000000000001,-1352.94
⚠️ 獲利稀釋,❌ 暫避觀望,20.14%,89.72,789.66,13.68%,-4.98,順達,2.05,17.33067729083665,2026-03,3211.TWO,391.5,-699.9399999999999,2025,9.05,338.85,-48.92
📉 獲利侵蝕,⚪ 數據不足,18.28%,-285.19,415.08,-0.95%,0.9,先進光,-0.5,0.0,2026-03,3362.TWO,163.0,-700.27,2025,-1.08,-59.85,-140.6
📉 獲利侵蝕,⚪ 中性觀察,12.48%,-138.1,563.0,4.05%,-0.23,廣宇,-0.16,13.285714285714286,2026-03,2328.TW,46.5,-701.1,2025,1.56,52.5,-22.0
⚠️ 獲利稀釋,⚪ 中性觀察,15.30%,29.87,734.79,3.72%,23.39,海華,1.02,6.309054967923228,2026-03,3694.TW,64.0999984741,-704.92,2025,4.03,152.4,45.42
⚠️ 獲利稀釋,⚪ 中性觀察,11.11%,218.11,923.54,2.63%,16.34,微星,4.04,8.185245018847603,2026-03,2377.TW,152.0,-705.43,2025,6.8,278.55,-15.42
⚠️ 獲利稀釋,⚪ 中性觀察,10.04%,52.38,758.27,4.08%,-5.8,運錩,0.64,4.571078337867647,2026-03,2069.TW,18.6499996185,-705.89,2025,1.62,61.2,20.0
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,26.37,734.55,N/A,47.13,洋基工程,7.19,12.345679012345679,2026-03,6691.TW,730.0,-708.18,2025,24.76,886.95,28.04
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,120.87,831.66,N/A,17.97,德昌,2.54,3.25714279007033,2026-03,5511.TWO,74.0999984741,-710.79,2025,10.64,341.25,41.49
📉 獲利侵蝕,⚪ 中性觀察,N/A,-7.32,705.12,N/A,-2.6,強新,0.38,7.028571537571429,2026-03,5013.TWO,24.6000003815,-712.44,2025,1.45,52.5,-12.65
⚠️ 獲利稀釋,⚪ 中性觀察,10.06%,1.75,714.94,2.43%,-18.22,中華,1.18,4.003079291762895,2026-03,2204.TW,52.0,-713.19,2025,5.47,194.84999999999997,-25.55
📉 獲利侵蝕,⚪ 中性觀察,6.63%,-50.0,666.22,-0.90%,42.87,展達,0.17,9.724918846957928,2026-03,3447.TW,30.0499992371,-716.22,2025,1.6,46.349999999999994,32.5
📉 獲利侵蝕,⚪ 數據不足,N/A,-600.0,116.53,N/A,-8.12,啟發電,-0.28,0.0,2026-03,6512.TWO,20.1000003815,-716.53,2025,-0.78,-26.55,17.02
📉 獲利侵蝕,⚪ 數據不足,N/A,-14.8,701.78,N/A,30.49,安葆,1.71,0.0,2026-03,7792.TWO,216.0,-716.5799999999999,2025,8.72,0.0,11.79
📉 獲利侵蝕,⚪ 數據不足,N/A,-71.33,645.92,N/A,42.15,濾能,-2.46,0.0,2026-03,6823.TWO,61.7000007629,-717.25,2025,-7.92,-220.04999999999998,-3.84
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,60.0,777.65,N/A,1.51,東明-KY,1.12,4.450127779680307,2026-03,5538.TW,34.7999992371,-717.65,2025,3.02,117.30000000000001,5.59
📉 獲利侵蝕,❌ 暫避觀望,13.55%,-222.22,496.11,2.02%,-9.36,春雨,-0.12,34.021738301086955,2026-03,2012.TW,15.6499996185,-718.33,2025,0.2,6.9,-81.05
⚠️ 獲利稀釋,❌ 暫避觀望,N/A,23.16,742.22,N/A,0.03,啟��,2.36,16.08587429993777,2026-03,6285.TW,258.5,-719.0600000000001,2025,6.41,241.05,-11.22
📉 獲利侵蝕,⚪ 數據不足,14.16%,-321.43,398.68,-1.55%,-35.66,正文,-0.32,0.0,2026-03,4906.TW,35.4500007629,-720.11,2025,-0.25,-27.599999999999998,-116.56
⚠️ 獲利稀釋,⚪ 中性觀察,13.97%,19.23,739.62,5.11%,-3.51,敬鵬,0.62,10.860759879974683,2026-03,2355.TW,42.9000015259,-720.39,2025,1.6,59.25,-43.86
📉 獲利侵蝕,❌ 暫避觀望,19.21%,-436.36,287.62,1.75%,-1.66,勝德,-0.37,16.925465838509318,2026-03,3296.TW,27.25,-723.98,2025,0.61,24.15,22.0
🔄 轉虧為盈,⚪ 數據不足,15.39%,165.63,890.97,-3.96%,3.23,聯穎,0.21,0.0,2026-03,3550.TW,22.6000003815,-725.34,2025,-1.18,-32.55,51.74
⚠️ 獲利稀釋,⚪ 數據不足,15.20%,112.5,839.44,-3.10%,-2.4,慶騰,0.02,0.0,2026-03,4534.TWO,40.0999984741,-726.94,2025,0.01,-15.600000000000001,-91.3
📉 獲利侵蝕,❌ 暫避觀望,17.76%,-177.08,551.01,3.42%,9.37,定穎投控,-0.74,19.6,2026-03,3715.TW,122.5,-728.09,2025,2.7,93.75,-30.16
⚠️ 獲利稀釋,⚪ 數據不足,12.27%,23.81,753.59,-16.22%,18.86,譁裕,-0.32,0.0,2026-03,3419.TW,12.5500001907,-729.7800000000001,2025,-1.79,-68.39999999999999,-47.93
⚠️ 獲利稀釋,⚪ 數據不足,N/A,41.45,771.53,N/A,166.89,華冠,-0.95,0.0,2026-03,8101.TW,12.8999996185,-730.0799999999999,2025,-3.15,-124.94999999999997,63.58
🔄 轉虧為盈,⚪ 數據不足,8.95%,109.8,842.07,-32.66%,-15.54,福裕,0.05,0.0,2026-03,4513.TWO,20.8999996185,-732.2700000000001,2025,-1.79,-58.949999999999996,-265.31
⚠️ 獲利稀釋,⚪ 中性觀察,10.06%,32.5,767.18,3.76%,-1.98,台橡,0.53,14.813664833229812,2026-03,2103.TW,23.8500003815,-734.68,2025,0.54,24.150000000000002,-48.08
⚠️ 獲利稀釋,⚪ 中性觀察,-8.90%,92.15,827.48,-91.14%,-7.15,永彰,-0.15,0.6043956234490508,2026-03,4523.TWO,24.2000007629,-735.33,2025,22.26,600.6000000000001,1562.0
📉 獲利侵蝕,⚪ 數據不足,N/A,-53.95,684.6,N/A,-0.03,久舜,0.37,0.0,2026-03,5547.TWO,19.9500007629,-738.5500000000001,2025,3.06,0.0,42.99
📉 獲利侵蝕,⚪ 數據不足,N/A,-158.97,581.06,N/A,2.63,匯鑽科,-1.04,0.0,2026-03,8431.TWO,49.75,-740.03,2025,-3.88,-120.89999999999998,-404.84
⚠️ 獲利稀釋,⚪ 中性觀察,N/A,39.1,779.62,N/A,18.57,崇越,6.86,10.388403642445644,2026-03,5434.TW,559.0,-740.52,2025,21.81,807.15,13.53
📉 獲利侵蝕,⚪ 數據不足,31.45%,-400.0,342.45,0.98%,-23.83,恩德,-0.15,0.0,2026-03,1528.TW,19.6499996185,-742.45,2025,-0.35,-24.6,56.79
🔄 轉虧為盈,⚪ 數據不足,N/A,175.0,918.43,N/A,-23.24,大洋,0.16,0.0,2026-03,1321.TW,31.7999992371,-743.43,2025,-1.25,-36.45,-265.75
📉 獲利侵蝕,❌ 暫避觀望,17.03%,-200.0,543.86,-11.28%,16.76,歐格,-0.01,16.339285033125,2026-03,3002.TW,18.2999992371,-743.86,2025,0.36,16.799999999999997,620.0
🔄 轉虧為盈,⚪ 數據不足,N/A,5.71,751.63,N/A,26.96,訊達,0.37,0.0,2026-03,6140.TWO,17.5,-745.92,2025,-1.93,-54.15,-287.38
📉 獲利侵蝕,⚪ 數據不足,N/A,-95.24,652.21,N/A,-0.31,良得電,0.01,0.0,2026-03,2462.TW,20.8500003815,-747.45,2025,0.27,-3.3,-81.88
⚠️ 獲利稀釋,⚪ 中性觀察,12.78%,15.64,764.68,5.61%,86.48,華擎,4.14,5.591054313099042,2026-03,3515.TW,210.0,-749.04,2025,15.28,563.4,46.5
📉 獲利侵蝕,❌ 暫避觀望,N/A,-7.53,746.88,N/A,12.66,聯茂,0.87,34.00990099009901,2026-03,6213.TW,343.5,-754.41,2025,4.16,151.5,82.74
📉 獲利侵蝕,❌ 暫避觀望,N/A,-88.89,665.76,N/A,-13.95,佶優,0.01,33.20987607222222,2026-03,5452.TWO,26.8999996185,-754.65,2025,0.33,12.15,-17.5
📉 獲利侵蝕,⚪ 中性觀察,9.17%,0.0,755.81,6.96%,0.02,華榮,0.37,2.6010318142734308,2026-03,1608.TW,30.25,-755.81,2025,5.5,174.45000000000002,254.81
⚠️ 獲利稀釋,⚪ 數據不足,N/A,5.8,761.84,N/A,-26.56,易華電,-0.65,0.0,2026-03,6552.TW,25.3999996185,-756.0400000000001,2025,-14.35,-309.9,-9068.75
📉 獲利侵蝕,⚪ 數據不足,N/A,-400.0,357.51,N/A,-7.46,興能高,-0.35,0.0,2026-03,6558.TW,27.3999996185,-757.51,2025,-1.02,-35.699999999999996,-1120.0
📉 獲利侵蝕,⚪ 數據不足,8.38%,-557.14,200.37,-32.45%,19.09,光環,-0.32,0.0,2026-03,3234.TWO,107.5,-757.51,2025,-1.4,-46.949999999999996,34.88
⚠️ 獲利稀釋,⚪ 中性觀察,15.35%,44.0,802.5,8.19%,20.92,華泰,0.33,9.41999969482,2026-03,2329.TW,47.0999984741,-758.5,2025,2.45,75.0,28.92
📉 獲利侵蝕,⚪ 數據不足,18.97%,-13.33,746.08,-79.87%,-22.74,律勝,-0.17,0.0,2026-03,3354.TWO,22.4500007629,-759.4100000000001,2025,-0.84,-36.0,-147.06
🔄 轉虧為盈,⚪ 數據不足,-19.82%,261.54,1022.77,14.50%,-22.64,千興,0.47,0.0,2026-03,2025.TW,12.1999998093,-761.23,2025,-0.18,-12.6,87.32
🔄 轉虧為盈,⚪ 數據不足,7.41%,368.75,1130.81,2.54%,-14.15,燦星旅,0.75,0.0,2026-03,2719.TWO,23.6499996185,-762.06,2025,-0.15,-2.2500000000000004,-111.9
📉 獲利侵蝕,❌ 暫避觀望,N/A,-22.22,746.36,N/A,2.49,裕國,0.15,19.67741935483871,2026-03,8905.TWO,30.5,-768.58,2025,0.61,23.249999999999996,-54.96
📉 獲利侵蝕,⚪ 中性觀察,15.31%,-72.73,696.33,0.88%,-20.78,三商,0.03,13.057851397272728,2026-03,2905.TW,15.8000001907,-769.0600000000001,2025,0.71,18.15,-49.63
📉 獲利侵蝕,⚪ 中性觀察,15.94%,-23.4,746.92,4.63%,25.86,華碩,13.19,5.187883694258922,2026-03,2357.TW,769.0,-770.3199999999999,2025,59.99,2223.4500000000003,41.92
⚠️ 獲利稀釋,❌ 暫避觀望,16.83%,323.33,1094.24,11.95%,32.39,光洋科,2.54,15.602836879432626,2026-03,1785.TWO,110.0,-770.9100000000001,2025,3.14,105.74999999999999,-1.88
📉 獲利侵蝕,⚪ 數據不足,-18.95%,-415.38,368.34,-73.69%,-45.66,隆銘綠能,-0.67,0.0,2026-03,3018.TW,11.8500003815,-783.72,2025,-2.16,-89.24999999999999,-66.41
