name,gm,prev_eps_yoy,advice,om,status,expansion,eps_yoy,prev_year,est_price,price,pe,prev_rev_yoy,prev_eps,eps,rev_yoy,date,symbol
永昕,1.76%,4.42,⚪ 數據不足,-18.26%,⚠️ 獲利稀釋,-341.05,9.68,2025,-88.94999999999999,22.8999996185,0.0,8.23,-2.17,-0.56,350.73,2026-03,4726.TWO
力麒,N/A,-11.76,❌ 暫避觀望,N/A,📉 獲利侵蝕,-341.15999999999997,-28.57,2025,4.65,7.7399997711,24.96774119709677,17.58,0.16,0.05,312.59,2026-03,5512.TWO
寶成,N/A,-24.63,⚪ 中性觀察,N/A,📉 獲利侵蝕,-341.82,-37.7,2025,144.6,24.2000007629,2.510373523122407,-4.71,4.1,0.76,304.12,2026-03,9904.TW
M31,N/A,-44.41,⚪ 數據不足,N/A,🌑 雙重衰退,-341.91,-351.06,2025,-10.35,406.0,0.0,20.34,1.69,-1.18,-9.15,2026-03,6643.TWO
長榮航,22.90%,-9.87,⚪ 中性觀察,16.53%,⚠️ 獲利稀釋,-342.0,39.09,2025,182.10000000000002,42.3499984741,3.488467749102141,-0.31,4.84,1.53,381.09,2026-03,2618.TW
立敦,N/A,-14.74,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-342.15,1.37,2025,99.14999999999999,69.5,10.514372163388806,-1.38,2.68,0.74,343.52,2026-03,6175.TWO
鉅祥,32.99%,-15.98,⚪ 數據不足,19.39%,⚠️ 獲利稀釋,-342.27,7.55,2025,0.0,0.0,0.0,12.66,4.36,1.14,349.82,2026-03,2476.TW
中環,23.42%,685.19,⚪ 中性觀察,-5.65%,⚠️ 獲利稀釋,-342.89,59.41,2025,16.200000000000003,10.6999998093,9.907407230833332,-3.39,1.58,-0.41,402.3,2026-03,2323.TW
永光,17.63%,-147.73,⚪ 數據不足,-5.18%,🔄 轉虧為盈,-343.62,28.57,2025,-5.3999999999999995,38.4500007629,0.0,-7.34,-0.21,0.09,372.19,2026-03,1711.TW
宏全,N/A,-5.01,⚪ 中性觀察,N/A,📉 獲利侵蝕,-343.79,-3.43,2025,354.0,129.5,5.48728813559322,1.65,9.1,2.25,340.36,2026-03,9939.TW
湧德,30.92%,19.61,⚪ 中性觀察,12.50%,📉 獲利侵蝕,-345.14,-7.69,2025,284.7,108.5,5.7165437302423605,20.51,7.55,2.04,337.45,2026-03,3689.TWO
普誠,N/A,-9.0,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-345.26,63.83,2025,0.0,0.0,0.0,-2.06,-1.09,-0.17,409.09,2026-03,6129.TWO
三福化,22.24%,-9.76,⚪ 中性觀察,10.72%,📉 獲利侵蝕,-346.63,-8.18,2025,128.1,112.0,13.114754098360658,-9.17,3.7,1.01,338.45,2026-03,4755.TW
榮田,N/A,-52.99,❌ 暫避觀望,N/A,📉 獲利侵蝕,-346.71000000000004,-53.16,2025,63.0,84.0,20.0,-31.16,2.48,0.37,293.55,2026-03,7709.TWO
美利達,N/A,271.37,⚪ 中性觀察,N/A,📉 獲利侵蝕,-347.21,-22.14,2025,189.45000000000002,69.6999969482,5.5186062508471885,-9.71,4.01,1.09,325.07,2026-03,9914.TW
揚秦,27.43%,8.73,⚪ 中性觀察,9.66%,📉 獲利侵蝕,-347.43,-1.8,2025,243.15,98.1999969482,6.0579887074768655,20.09,6.44,1.65,345.63,2026-03,2755.TWO
大世科,N/A,9.52,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-347.71999999999997,75.56,2025,86.39999999999999,59.2999992371,10.295138756440974,27.49,2.53,0.79,423.28,2026-03,8099.TWO
冠德,23.17%,-74.55,⚪ 中性觀察,15.06%,📉 獲利侵蝕,-347.81,-35.44,2025,91.79999999999998,36.4500007629,5.955882477598039,-20.24,2.61,0.52,312.37,2026-03,2520.TW
迅得,N/A,-29.85,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-348.15,19.73,2025,216.75,148.0,10.242214532871973,26.29,5.24,1.76,367.88,2026-03,6438.TW
智伸科,23.25%,-27.14,⚪ 中性觀察,11.86%,⚠️ 獲利稀釋,-348.83,30.43,2025,205.05,157.0,11.485003657644475,1.71,6.04,2.7,379.26,2026-03,4551.TW
敦陽科,24.08%,6.67,⚪ 中性觀察,10.67%,⚠️ 獲利稀釋,-349.53999999999996,17.41,2025,310.95,157.5,7.597684515195369,11.38,8.0,2.63,366.95,2026-03,2480.TW
大成鋼,25.55%,77.93,⚪ 中性觀察,14.07%,⚠️ 獲利稀釋,-349.59,76.56,2025,108.3,46.5,6.440443213296399,12.63,2.88,1.17,426.15,2026-03,2027.TW
無敵,N/A,60.23,⚪ 數據不足,N/A,📉 獲利侵蝕,-350.82,-10.0,2025,-16.950000000000003,11.9499998093,0.0,1.42,-0.35,-0.11,340.82,2026-03,8201.TW
環泥,N/A,18.52,⚪ 中性觀察,N/A,📉 獲利侵蝕,-351.45,-2.38,2025,86.25,27.2000007629,4.730434915286956,-0.42,2.56,0.41,349.07,2026-03,1104.TW
系統電,N/A,-57.38,❌ 暫避觀望,N/A,📉 獲利侵蝕,-351.84,-33.33,2025,8.100000000000001,49.6500015259,91.94444727018518,9.13,0.27,0.09,318.51,2026-03,5309.TWO
宜新實業,N/A,-35.23,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-352.17999999999995,828.57,2025,38.1,17.6000003815,6.929134008464566,-4.85,1.14,0.51,1180.75,2026-03,4440.TW
匯僑設計,N/A,-46.72,⚪ 中性觀察,N/A,📉 獲利侵蝕,-352.58,-58.62,2025,99.3,42.0499992371,6.351963630981873,-30.87,3.41,0.12,293.96,2026-03,6754.TW
台光電,28.58%,47.96,❌ 暫避觀望,19.80%,⚠️ 獲利稀釋,-352.75,49.0,2025,1617.45,5365.0,49.75424278957619,46.42,41.67,14.9,401.75,2026-03,2383.TW
安鈦克,N/A,142.59,❌ 暫避觀望,N/A,📉 獲利侵蝕,-353.52,-197.83,2025,16.35,19.8999996185,18.256880383944953,20.19,0.92,-0.9,155.69,2026-03,6276.TWO
峰源-KY,N/A,-47.18,⚪ 中性觀察,N/A,📉 獲利侵蝕,-353.81000000000006,-66.84,2025,174.14999999999998,33.4500007629,2.881137016614987,-14.72,4.69,0.63,286.97,2026-03,6807.TW
京鼎,23.90%,-12.83,⚪ 中性觀察,11.87%,📉 獲利侵蝕,-354.47999999999996,-36.27,2025,780.75,279.5,5.369836695485111,26.66,21.44,4.28,318.21,2026-03,3413.TW
大汽電,N/A,-19.4,⚪ 中性觀察,N/A,📉 獲利侵蝕,-354.85999999999996,-48.65,2025,82.94999999999999,41.25,7.459312839059676,-1.74,1.87,0.38,306.21,2026-03,8931.TWO
合勤控,30.58%,10.87,⚪ 中性觀察,1.57%,📉 獲利侵蝕,-354.98,-58.82,2025,41.1,40.5,14.781021897810218,-2.6,1.56,0.29,296.16,2026-03,3704.TW
川寶,26.86%,-3800.0,⚪ 數據不足,-13.38%,📉 獲利侵蝕,-355.28999999999996,-117.65,2025,-88.5,62.4000015259,0.0,-21.77,-1.95,-0.74,237.64,2026-03,1595.TWO
和椿,N/A,-1.42,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-355.85,216.67,2025,77.10000000000001,98.1999969482,19.105057772023343,50.12,2.08,1.14,572.52,2026-03,6215.TW
建大,20.30%,-90.0,❌ 暫避觀望,1.48%,⚠️ 獲利稀釋,-356.64,71.43,2025,4.35,16.7000007629,57.58620952724139,-0.7,0.13,0.12,428.07,2026-03,2106.TW
士電,17.20%,7.92,⚪ 中性觀察,7.03%,⚠️ 獲利稀釋,-357.75,18.72,2025,278.55,202.0,10.877759827679052,6.01,6.27,2.79,376.47,2026-03,1503.TW
萬年清,N/A,-52.17,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-357.90000000000003,171.43,2025,2.5500000000000003,39.3499984741,231.47057925941172,-10.21,0.36,0.05,529.33,2026-03,6624.TWO
攸泰科技,N/A,6.41,⚪ 數據不足,N/A,📉 獲利侵蝕,-359.76,-117.39,2025,-11.1,46.0499992371,0.0,-2.54,-0.73,-0.04,242.37,2026-03,6928.TW
紅木-KY,N/A,-63.22,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-360.16,35.38,2025,3.300000000000003,20.5499992371,93.40908744136355,-5.62,1.85,-0.42,395.54,2026-03,8426.TWO
維熹,18.84%,-50.98,⚪ 中性觀察,5.60%,📉 獲利侵蝕,-360.24,-88.89,2025,115.95,38.7000007629,5.006468403997412,-6.46,3.0,0.15,271.35,2026-03,3501.TW
廣隆,18.72%,-32.28,⚪ 中性觀察,9.93%,📉 獲利侵蝕,-360.24,-14.23,2025,292.8,114.5,5.86577868852459,-18.5,7.95,2.11,346.01,2026-03,1537.TW
豐達科,24.39%,-24.15,⚪ 中性觀察,9.60%,📉 獲利侵蝕,-360.29999999999995,-3.52,2025,229.8,118.5,7.734986945169712,15.8,5.85,1.92,356.78,2026-03,3004.TW
台南,13.69%,-81.13,⚪ 中性觀察,-4.13%,📉 獲利侵蝕,-360.43,-44.8,2025,44.1,19.8999996185,6.768707353231293,-10.32,0.57,0.69,315.63,2026-03,1473.TW
奇鈦科,23.03%,-34.24,⚪ 中性觀察,7.70%,⚠️ 獲利稀釋,-360.71,23.93,2025,119.25,103.5,13.018867924528301,16.19,3.15,1.45,384.64,2026-03,3430.TWO
乙盛-KY,N/A,30.95,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-361.08,47.0,2025,171.0,89.5999984741,7.859648988956141,-7.74,4.4,1.47,408.08,2026-03,5243.TW
鈺德,27.89%,-92.73,⚪ 數據不足,-1.07%,📉 獲利侵蝕,-361.12,-188.89,2025,-2.7,11.1000003815,0.0,0.72,0.04,-0.07,172.23,2026-03,3050.TW
京元電子,37.66%,41.67,⚪ 中性觀察,28.21%,📉 獲利侵蝕,-362.65,-46.72,2025,350.09999999999997,263.0,11.26820908311911,30.08,9.01,1.87,315.93,2026-03,2449.TW
微矽電子-創,N/A,23.62,⚪ 中性觀察,N/A,📉 獲利侵蝕,-363.38,-60.0,2025,61.49999999999999,61.2000007629,14.926829454365855,19.79,1.57,0.12,303.38,2026-03,8162.TW
大量,42.12%,474.47,❌ 暫避觀望,18.24%,⚠️ 獲利稀釋,-364.06,208.82,2025,296.70000000000005,828.0,41.860465116279066,95.35,8.13,3.19,572.88,2026-03,3167.TW
盛達,N/A,-342.86,⚪ 數據不足,N/A,🔄 轉虧為盈,-364.25,-83.87,2025,-12.75,17.7000007629,0.0,4.18,-1.06,0.05,280.38,2026-03,3027.TW
健鼎,25.47%,21.94,⚪ 中性觀察,17.08%,⚠️ 獲利稀釋,-365.02,25.22,2025,734.1,508.0,10.380057212913771,11.54,19.45,5.61,390.24,2026-03,3044.TW
嘉聯益,N/A,0.46,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-365.13,44.0,2025,-148.64999999999998,17.2999992371,0.0,-25.69,-4.38,-0.56,409.13,2026-03,6153.TW
大毅,24.27%,8.95,⚪ 中性觀察,12.13%,⚠️ 獲利稀釋,-368.14,28.41,2025,129.14999999999998,118.5,13.763066202090593,7.81,3.45,1.14,396.55,2026-03,2478.TW
鈞寶,N/A,-23.71,❌ 暫避觀望,N/A,📉 獲利侵蝕,-368.59999999999997,-57.14,2025,16.2,55.2999992371,51.20370299731483,10.87,0.74,0.18,311.46,2026-03,6155.TW
南帝,25.29%,-27.19,⚪ 中性觀察,9.12%,⚠️ 獲利稀釋,-368.68,9.68,2025,31.049999999999997,29.1000003815,14.057971198792272,-16.0,0.83,0.34,378.36,2026-03,2108.TW
亞崴,N/A,-152.78,⚪ 數據不足,N/A,🔄 轉虧為盈,-369.19,105.36,2025,-137.25,27.4500007629,0.0,0.45,-2.45,0.18,474.55,2026-03,1530.TW
國統,N/A,21.07,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-369.86,33.78,2025,144.45,50.7000007629,5.264797587009346,20.29,4.08,0.99,403.64,2026-03,8936.TWO
喬鼎,29.42%,46.34,⚪ 數據不足,-21.05%,🔄 轉虧為盈,-370.95,-97.67,2025,-14.55,16.75,0.0,1.86,-0.88,0.02,273.28,2026-03,3057.TW
振發,N/A,-47.47,❌ 暫避觀望,N/A,📉 獲利侵蝕,-371.24,-30.0,2025,22.05,27.6000003815,18.775510463605443,17.01,0.52,0.28,341.24,2026-03,5426.TWO
榮惠-KY創,N/A,-16.96,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-371.5,71.21,2025,193.2,141.5,10.986024844720498,-3.92,5.68,2.26,442.71,2026-03,6924.TW
育富,N/A,-47.23,⚪ 中性觀察,N/A,📉 獲利侵蝕,-372.25,-66.33,2025,82.05000000000001,29.9500007629,5.475320066343692,-2.95,2.19,0.33,305.92,2026-03,6194.TWO
世鎧,17.29%,-10.88,⚪ 中性觀察,2.75%,📉 獲利侵蝕,-372.75,-36.54,2025,60.75,24.0499992371,5.938271416567901,-13.1,1.72,0.33,336.21,2026-03,2063.TWO
佳能,21.67%,28.57,⚪ 中性觀察,8.17%,⚠️ 獲利稀釋,-373.78999999999996,133.33,2025,80.99999999999999,67.3000030518,12.462963528111112,60.25,2.44,0.73,507.12,2026-03,2374.TW
志豐,21.42%,-50.73,⚪ 中性觀察,4.13%,📉 獲利侵蝕,-373.94,-58.06,2025,73.20000000000002,34.9000015259,7.15163965694672,-13.21,2.02,0.26,315.88,2026-03,3206.TWO
華豫寧,N/A,19.85,⚪ 中性觀察,N/A,📉 獲利侵蝕,-374.61,-21.74,2025,138.6,35.1500015259,3.804112719253247,-5.94,3.49,0.9,352.87,2026-03,6474.TWO
長興,21.29%,-9.62,❌ 暫避觀望,3.94%,⚠️ 獲利稀釋,-375.40000000000003,23.33,2025,52.050000000000004,70.9000015259,20.43227709680115,-7.93,1.41,0.37,398.73,2026-03,1717.TW
希華,21.81%,-34.34,❌ 暫避觀望,6.31%,⚠️ 獲利稀釋,-375.42,37.5,2025,20.55,66.6999969482,48.68612915927007,10.07,0.65,0.33,412.92,2026-03,2484.TW
台虹,N/A,-11.69,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-375.75,103.13,2025,67.5,272.0,60.44444444444444,6.75,2.07,0.65,478.88,2026-03,8039.TW
禾伸堂,17.62%,12.1,❌ 暫避觀望,5.81%,⚠️ 獲利稀釋,-375.76,70.24,2025,258.9,744.0,43.105446118192354,5.01,6.58,2.86,446.0,2026-03,3026.TW
力致,18.01%,-53.89,⚪ 中性觀察,2.40%,⚠️ 獲利稀釋,-376.49,183.33,2025,127.95000000000002,76.5,8.968347010550996,0.02,3.74,0.17,559.82,2026-03,3483.TWO
圓裕,N/A,-76.35,⚪ 中性觀察,N/A,📉 獲利侵蝕,-378.04,-94.38,2025,35.550000000000004,30.1499996185,12.721518826371307,-2.38,0.97,0.05,283.66,2026-03,6835.TW
豐祥-KY,N/A,-27.39,⚪ 中性觀察,N/A,📉 獲利侵蝕,-379.13,-4.8,2025,446.99999999999994,180.5,6.057046979865772,-6.57,12.25,3.59,374.33,2026-03,5288.TW
長園科,N/A,160.13,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-379.19999999999993,233.33,2025,31.350000000000005,29.7999992371,14.258372840717701,237.84,0.92,0.24,612.53,2026-03,8038.TWO
菱光,N/A,15.99,⚪ 中性觀察,N/A,📉 獲利侵蝕,-379.2,-62.96,2025,154.2,37.5999984741,3.6575874002042803,-11.42,4.03,0.37,316.24,2026-03,8249.TW
龍德造船,N/A,-6.72,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-379.52,82.43,2025,215.85000000000002,134.0,9.312022237665046,2.49,5.98,2.7,461.95,2026-03,6753.TW
三陽工業,18.31%,-3.34,⚪ 中性觀察,4.93%,📉 獲利侵蝕,-380.01,-11.76,2025,222.15,63.0999984741,4.260634603247805,-4.56,5.78,1.37,368.25,2026-03,2206.TW
六暉-KY,18.21%,-22.93,⚪ 中性觀察,6.19%,📉 獲利侵蝕,-380.22999999999996,-53.45,2025,68.55000000000001,23.75,5.196936542669584,-4.72,1.58,0.27,326.78,2026-03,2115.TW
�矬�,N/A,-53.88,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-380.58,1.47,2025,65.7,38.4000015259,8.76712363605023,-12.83,1.93,0.61,382.05,2026-03,8349.TWO
豐泰,N/A,-14.14,⚪ 中性觀察,N/A,📉 獲利侵蝕,-380.99,-41.38,2025,169.8,67.8000030518,5.989399562879859,-4.54,5.1,0.68,339.61,2026-03,9910.TW
利機,18.10%,-10.04,⚪ 中性觀察,4.42%,📉 獲利侵蝕,-383.32000000000005,-48.1,2025,81.15,78.6999969482,14.547134371201478,10.54,2.15,0.41,335.22,2026-03,3444.TWO
德淵,23.02%,-47.52,⚪ 中性觀察,3.03%,📉 獲利侵蝕,-383.87,-39.39,2025,27.0,18.25,10.13888888888889,-2.31,0.74,0.2,344.48,2026-03,4720.TW
北基,N/A,-72.09,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-384.15999999999997,350.0,2025,10.799999999999999,18.8500003815,26.180556085416665,-14.5,0.35,0.18,734.16,2026-03,8927.TWO
天擎,N/A,180.65,❌ 暫避觀望,N/A,📉 獲利侵蝕,-385.19000000000005,-322.22,2025,2.0999999999999996,37.0999984741,264.9999891007143,42.33,0.25,-0.2,62.97,2026-03,6708.TWO
陽明,5.67%,-73.34,⚪ 中性觀察,-1.94%,📉 獲利侵蝕,-386.04,-81.61,2025,180.9,59.4000015259,4.925373260854063,-26.56,4.9,0.41,304.43,2026-03,2609.TW
全漢,17.44%,-13.89,⚪ 中性觀察,-0.45%,⚠️ 獲利稀釋,-386.2,85.0,2025,63.15,51.5999984741,12.256531704061757,12.58,1.86,0.37,471.2,2026-03,3015.TW
吉祥全,43.42%,457.5,❌ 暫避觀望,-66.51%,⚠️ 獲利稀釋,-386.24,173.28,2025,32.699999999999996,39.5999984741,18.165136914724773,-10.43,1.43,0.85,559.52,2026-03,2491.TW
大井泵浦,N/A,-97.61,❌ 暫避觀望,N/A,📉 獲利侵蝕,-386.54,-87.5,2025,24.45,44.1500015259,27.085890506687118,0.3,0.06,0.1,299.04,2026-03,6982.TWO
三一東林,8.05%,248.27,⚪ 中性觀察,-11.23%,📉 獲利侵蝕,-389.33000000000004,-17.98,2025,161.1,18.0499992371,1.6806330760800745,70.72,6.42,-1.05,371.35,2026-03,3609.TWO
明泰,18.44%,-190.0,⚪ 數據不足,1.17%,🔄 轉虧為盈,-390.0,150.0,2025,-15.3,30.75,0.0,4.75,-0.36,0.1,540.0,2026-03,3380.TW
台灣大,19.71%,4.58,⚪ 中性觀察,10.58%,⚠️ 獲利稀釋,-390.3,13.27,2025,178.95,121.0,10.142497904442582,-0.31,4.77,1.37,403.57,2026-03,3045.TW
世豐,N/A,-67.92,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-390.48,13.58,2025,29.85,35.0499992371,17.61306494326633,-10.76,1.12,0.92,404.06,2026-03,2065.TWO
金利食安,N/A,-69.73,❌ 暫避觀望,N/A,📉 獲利侵蝕,-391.2,-58.33,2025,18.45,22.4500007629,18.252033140569107,6.19,0.57,0.05,332.87,2026-03,7743.TWO
熒茂,N/A,-60.0,❌ 暫避觀望,N/A,📉 獲利侵蝕,-391.4,-63.64,2025,5.7,18.25,48.026315789473685,8.46,0.16,0.04,327.76,2026-03,4729.TWO
漢科,N/A,10.62,⚪ 中性觀察,N/A,📉 獲利侵蝕,-391.52,-9.83,2025,285.15000000000003,123.0,6.470278800631246,-4.4,7.5,1.56,381.69,2026-03,3402.TWO
華星光,N/A,43.01,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-392.18,5.92,2025,194.54999999999998,531.0,40.94063222821897,27.06,5.43,1.62,398.1,2026-03,4979.TWO
飛宏,21.21%,-410.42,⚪ 數據不足,-6.90%,📉 獲利侵蝕,-392.45,-3.03,2025,-58.35,21.8500003815,0.0,-10.11,-1.48,-0.34,389.42,2026-03,2457.TW
至興,N/A,-46.94,⚪ 中性觀察,N/A,📉 獲利侵蝕,-392.65,-50.0,2025,44.550000000000004,27.5,9.25925925925926,-13.43,1.3,0.29,342.65,2026-03,4535.TWO
映興,25.04%,-74.05,❌ 暫避觀望,8.41%,📉 獲利侵蝕,-392.97,-55.56,2025,6.450000000000001,26.25,61.04651162790697,16.57,0.34,0.08,337.41,2026-03,3597.TWO
宏致,26.65%,74.89,⚪ 中性觀察,5.06%,📉 獲利侵蝕,-393.32,-50.0,2025,158.55,122.5,11.589403973509933,11.14,4.35,0.67,343.32,2026-03,3605.TW
永邑-KY,8.14%,-24.32,⚪ 數據不足,-46.94%,⚠️ 獲利稀釋,-394.19,14.29,2025,-148.5,19.7000007629,0.0,-0.82,-3.68,-0.3,408.48,2026-03,2939.TW
佑華,N/A,-121.74,⚪ 數據不足,N/A,📉 獲利侵蝕,-394.41,0.0,2025,-97.19999999999999,12.8000001907,0.0,-31.37,-2.55,-0.55,394.41,2026-03,8024.TWO
聯上,37.85%,-112.91,⚪ 數據不足,-47.25%,🌑 雙重衰退,-395.32000000000005,-466.67,2025,-12.0,15.6999998093,0.0,-89.32,-0.43,-0.22,-71.35,2026-03,4113.TWO
志強-KY,N/A,-17.06,⚪ 中性觀察,N/A,📉 獲利侵蝕,-395.65999999999997,-55.22,2025,266.25,61.5,3.464788732394366,10.46,6.77,1.2,340.44,2026-03,6768.TW
智基,N/A,55.31,⚪ 中性觀察,N/A,📉 獲利侵蝕,-395.68,-187.5,2025,114.60000000000001,28.1000003815,3.6780105211387433,-7.81,2.78,-0.07,208.18,2026-03,6294.TWO
來億-KY,N/A,-14.96,⚪ 中性觀察,N/A,📉 獲利侵蝕,-396.01,-79.51,2025,450.75,150.0,4.9916805324459235,5.05,13.02,0.75,316.5,2026-03,6890.TW
華孚,N/A,-2.36,⚪ 中性觀察,N/A,📉 獲利侵蝕,-396.06,-51.61,2025,108.60000000000001,38.2000007629,5.276243199295579,13.71,2.9,0.3,344.45,2026-03,6235.TW
耀億,N/A,67.24,⚪ 數據不足,N/A,🔄 轉虧為盈,-397.4,-22.58,2025,-9.9,17.5,0.0,-2.42,-0.19,0.24,374.82,2026-03,4430.TWO
宏捷科,N/A,26.79,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-397.88,259.52,2025,117.30000000000001,106.0,13.554987212276215,-7.61,3.36,1.51,657.4,2026-03,8086.TWO
景碩,22.14%,3072.73,❌ 暫避觀望,8.52%,⚠️ 獲利稀釋,-398.64000000000004,73.33,2025,121.94999999999999,822.0,101.10701107011072,28.87,3.51,1.17,471.97,2026-03,3189.TW
和益,17.58%,-20.13,⚪ 數據不足,8.28%,⚠️ 獲利稀釋,-398.93,40.0,2025,0.0,0.0,0.0,-12.57,1.23,0.55,438.93,2026-03,1709.TW
勤誠,N/A,77.66,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-399.15999999999997,93.47,2025,1089.6,900.0,12.389867841409691,51.55,29.06,10.73,492.63,2026-03,8210.TW
金耘國際,N/A,23.4,⚪ 數據不足,N/A,🔄 轉虧為盈,-400.02,186.96,2025,-11.850000000000001,15.75,0.0,191.86,-0.36,0.2,586.98,2026-03,4950.TWO
錼創科技-KY創,N/A,-276.79,⚪ 數據不足,N/A,📉 獲利侵蝕,-400.92,-386.36,2025,-149.25000000000003,89.0999984741,0.0,-23.56,-1.02,-2.14,14.56,2026-03,6854.TW
郡都開發,15.04%,-44.44,⚪ 數據不足,-80.56%,📉 獲利侵蝕,-401.32,-66.67,2025,-5.3999999999999995,14.3000001907,0.0,28.81,-0.13,-0.05,334.65,2026-03,4402.TWO
欣興,15.77%,18.07,❌ 暫避觀望,6.82%,⚠️ 獲利稀釋,-401.76000000000005,428.33,2025,155.1,977.0,94.48742746615088,13.75,4.38,3.28,830.09,2026-03,3037.TW
達輝-KY,N/A,54.05,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-402.18,72.73,2025,0.0,0.0,0.0,3.13,1.14,0.57,474.91,2026-03,5276.TWO
志信,37.12%,-68.29,❌ 暫避觀望,5.53%,⚠️ 獲利稀釋,-402.75,154.9,2025,12.6,13.8999996185,16.547618593452384,-2.19,0.52,0.28,557.65,2026-03,2611.TW
松普,N/A,1000.0,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-402.80999999999995,350.0,2025,6.6,11.6999998093,26.590908657499998,-8.11,0.11,0.09,752.81,2026-03,5488.TWO
健和興,21.28%,-74.48,❌ 暫避觀望,6.05%,⚠️ 獲利稀釋,-403.37,4.44,2025,28.799999999999997,57.0,29.6875,-3.28,0.99,0.47,407.81,2026-03,3003.TW
時碩工業,22.67%,-41.88,❌ 暫避觀望,3.55%,📉 獲利侵蝕,-403.44,-53.75,2025,34.50000000000001,64.9000015259,28.217391967782604,3.73,1.36,0.37,349.69,2026-03,4566.TW
崑鼎,N/A,5.99,⚪ 數據不足,N/A,⚠️ 獲利稀釋,-403.49,0.44,2025,0.0,0.0,0.0,13.2,18.44,4.54,403.93,2026-03,6803.TWO
金橋,N/A,10.77,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,-403.8,8.33,2025,19.799999999999997,23.5499992371,17.84090851295455,17.93,0.72,0.13,412.13,2026-03,6133.TW
海柏特,N/A,-10.78,⚪ 中性觀察,N/A,📉 獲利侵蝕,-404.41,0.0,2025,71.39999999999999,31.0,6.512605042016807,1.55,2.05,0.42,404.41,2026-03,6884.TWO
富宇,N/A,-79.5,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-404.69000000000005,820.0,2025,88.94999999999999,43.4000015259,7.318718638431704,-72.18,1.23,2.76,1224.69,2026-03,4907.TWO
日勝化,19.87%,-19.59,❌ 暫避觀望,1.24%,⚠️ 獲利稀釋,-405.93,17.65,2025,17.7,19.9500007629,16.906780307542373,-12.95,0.78,0.2,423.58,2026-03,1735.TW
信紘科,N/A,39.39,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,-406.05,8.68,2025,511.79999999999995,247.0,7.239155920281361,75.17,13.77,3.63,414.73,2026-03,6667.TWO
合一,41.13%,10.29,⚪ 數據不足,-478.52%,⚠️ 獲利稀釋,-406.06,8.82,2025,-100.49999999999999,43.9000015259,0.0,9.49,-2.18,-0.31,414.88,2026-03,4743.TWO
瑞儀,N/A,-40.24,⚪ 中性觀察,N/A,📉 獲利侵蝕,-407.8,-3.0,2025,348.3,88.9000015259,3.828596103613264,-5.52,9.4,2.29,404.8,2026-03,6176.TW
萬國通,N/A,-126.47,⚪ 數據不足,N/A,📉 獲利侵蝕,-407.82,-121.43,2025,-15.9,10.3000001907,0.0,-17.71,-0.27,-0.03,286.39,2026-03,9950.TWO
展宇,22.50%,-64.1,❌ 暫避觀望,10.88%,⚠️ 獲利稀釋,-408.66999999999996,150.0,2025,10.65,17.6000003815,24.788732931690138,-15.76,0.28,0.35,558.67,2026-03,1776.TW
謚源,16.15%,-64.42,❌ 暫避觀望,1.41%,📉 獲利侵蝕,-408.66999999999996,-48.08,2025,28.35,28.7999992371,15.238094834444443,-6.01,0.95,0.27,360.59,2026-03,2235.TWO
振大環球,24.81%,-11.39,⚪ 數據不足,9.90%,⚠️ 獲利稀釋,-408.67,2.12,2025,0.0,0.0,0.0,28.28,14.79,4.81,410.79,2026-03,4441.TW
創意,19.04%,9.24,❌ 暫避觀望,10.13%,⚠️ 獲利稀釋,-409.07,71.27,2025,1093.5,6120.0,83.9506172839506,36.32,28.13,12.28,480.34,2026-03,3443.TW
台船,11.98%,18.81,⚪ 數據不足,7.19%,🔄 轉虧為盈,-410.07000000000005,110.77,2025,-84.29999999999998,19.1000003815,0.0,50.27,-1.77,0.07,520.84,2026-03,2208.TW
