Combination,Impact_Score,Profit_Factor
HMA_5 + DMA_Momentum_Up,0.0,0.0
HMA_5 + Action,0.0,0.0
HMA_5 + MA200,0.0,0.0
HMA_5 + High_120,0.0,0.0
HMA_5 + MA20,0.0,0.0
HMA_5 + Bias_Divergence,0.0,0.0
HMA_5 + Short_Term_Rebound,0.0,0.0
HMA_5 + KDJ_D,0.0,0.0
HMA_5 + ADX,0.0,0.0
HMA_5 + KDJ_J,0.0,0.0
HMA_5 + OBV,0.0,0.0
HMA_5 + OBV_MA,0.0,0.0
HMA_5 + CCI,0.0,0.0
HMA_5 + +DI,0.0,0.0
HMA_5 + -DI,0.0,0.0
HMA_5 + ADX_5,0.0,0.0
HMA_5 + Bullish_Align,0.0,0.0
HMA_5 + Vol_MA6,0.0,0.0
HMA_5 + Vol_Ratio,0.0,0.0
HMA_5 + Vol_Spike,0.0,0.0
HMA_5 + BIAS_Short_Col,0.0,0.0
HMA_5 + BIAS_6,0.0,0.0
HMA_5 + BIAS_20,0.0,0.0
SMMA_5 + DMA_Momentum_Up,0.0,0.0
SMMA_5 + MA200,0.0,0.0
WMA_5 + ShortLimitVolK,0.0,0.0
WMA_10 + ShortLimitVolK,0.0,0.0
WMA_10 + Foreign_LayoutScore,0.0,0.0
WMA_10 + Foreign_Consecutive_BuyDays,0.0,0.0
WMA_10 + Foreign_Hold_Increasing,0.0,0.0
WMA_10 + Symbol,0.0,0.0
WMA_10 + DayTradingVolK,0.0,0.0
WMA_10 + ShortFinancingPercent,0.0,0.0
WMA_10 + FinancingBuyVolK,0.0,0.0
WMA_10 + FinancingSellVolK,0.0,0.0
WMA_10 + FinancingPaybackVolK,0.0,0.0
WMA_10 + FinancingTotalVolK,0.0,0.0
WMA_10 + FinancingLimitVolK,0.0,0.0
WMA_10 + FinancingUsageRatio,0.0,0.0
WMA_10 + ShortBuyVolK,0.0,0.0
WMA_10 + ShortSellVolK,0.0,0.0
WMA_10 + ShortRepayVolK,0.0,0.0
WMA_10 + Foreign_VolumeK,0.0,0.0
WMA_10 + FormattedDate,0.0,0.0
WMA_10 + TotalSellVolK,0.0,0.0
WMA_10 + ForeignBuyVolK,0.0,0.0
WMA_10 + MA_60,0.0,0.0
WMA_10 + ATR_20,0.0,0.0
WMA_10 + ChangePercent,0.0,0.0
WMA_10 + DealerBuyVolK,0.0,0.0
WMA_10 + DealerDiffVolK,0.0,0.0
WMA_10 + DealerSellVolK,0.0,0.0
WMA_10 + ForeignDiffVolK,0.0,0.0
WMA_10 + TotalDiffVolK,0.0,0.0
WMA_10 + ForeignHoldPercent,0.0,0.0
WMA_10 + ForeignSellVolK,0.0,0.0
WMA_10 + InvestmentTrustBuyVolK,0.0,0.0
WMA_10 + InvestmentTrustDiffVolK,0.0,0.0
WMA_10 + InvestmentTrustSellVolK,0.0,0.0
WMA_10 + TotalBuyVolK,0.0,0.0
WMA_10 + ShortTotalVolK,0.0,0.0
WMA_10 + ShortUsageRatio,0.0,0.0
WMA_10 + Bias_Ratio,0.0,0.0
WMA_10 + LendingSellVolK,0.0,0.0
SMA_10 + WMA_20,0.0,0.0
SMA_10 + SMA_20,0.0,0.0
SMA_10 + HMA_20,0.0,0.0
SMA_10 + DEMA_20,0.0,0.0
SMA_10 + KAMA_20,0.0,0.0
SMA_10 + SMMA_20,0.0,0.0
SMA_10 + WMA_6,0.0,0.0
SMA_10 + DIF,0.0,0.0
SMA_10 + DEA,0.0,0.0
SMA_10 + MACD,0.0,0.0
SMA_10 + MACD_Signal,0.0,0.0
SMA_10 + MACD_Hist,0.0,0.0
SMA_10 + MACD_OSC,0.0,0.0
SMA_10 + MACD_Golden_Cross,0.0,0.0
SMA_10 + MACD_Death_Cross,0.0,0.0
SMA_10 + EMA_20,0.0,0.0
SMA_10 + MA_20,0.0,0.0
SMA_10 + SMMA_10,0.0,0.0
WMA_10 + StartDate,0.0,0.0
WMA_10 + LendingRepayVolK,0.0,0.0
WMA_10 + LendingTotalVolK,0.0,0.0
WMA_10 + DirSupHoldPercent,0.0,0.0
WMA_10 + EndDate,0.0,0.0
WMA_10 + MainHolderCount,0.0,0.0
WMA_10 + MainHoldPercent,0.0,0.0
WMA_10 + TotalDifferenceVolK,0.0,0.0
SMA_10 + KAMA_10,0.0,0.0
WMA_10 + TotalOverbuyVolK,0.0,0.0
WMA_10 + TotalOversellVolK,0.0,0.0
WMA_10 + TradeVolumeRate,0.0,0.0
WMA_10 + Vol_Mom,0.0,0.0
SMA_10 + HMA_10,0.0,0.0
SMA_10 + DEMA_10,0.0,0.0
WMA_10 + V_MA20,0.0,0.0
WMA_10 + MA20,0.0,0.0
SMA_10 + MACD_Bearish_Zone,0.0,0.0
WMA_10 + Upper_Band,0.0,0.0
WMA_10 + MACD,0.0,0.0
WMA_10 + MACD_Signal,0.0,0.0
WMA_10 + MACD_Hist,0.0,0.0
WMA_10 + MACD_OSC,0.0,0.0
WMA_10 + MACD_Golden_Cross,0.0,0.0
WMA_10 + MACD_Death_Cross,0.0,0.0
WMA_10 + MACD_Bullish_Zone,0.0,0.0
WMA_10 + MACD_Bearish_Zone,0.0,0.0
WMA_10 + MACD_Diff,0.0,0.0
WMA_10 + MACD_Momentum_Up,0.0,0.0
WMA_10 + MACD_Momentum_Down,0.0,0.0
WMA_10 + MACD_Bullish_Strong,0.0,0.0
WMA_10 + MACD_Bearish_Strong,0.0,0.0
WMA_10 + MACD_Momentum_Ratio,0.0,0.0
WMA_10 + RSI,0.0,0.0
WMA_10 + DEA,0.0,0.0
WMA_10 + DIF,0.0,0.0
WMA_10 + WMA_6,0.0,0.0
WMA_10 + SMMA_10,0.0,0.0
EMA_10 + TradeVolumeRate,0.0,0.0
EMA_10 + Vol_Mom,0.0,0.0
WMA_10 + SMA_10,0.0,0.0
WMA_10 + HMA_10,0.0,0.0
WMA_10 + DEMA_10,0.0,0.0
WMA_10 + KAMA_10,0.0,0.0
WMA_10 + MA_20,0.0,0.0
WMA_10 + SMMA_20,0.0,0.0
WMA_10 + EMA_20,0.0,0.0
WMA_10 + WMA_20,0.0,0.0
WMA_10 + SMA_20,0.0,0.0
WMA_10 + HMA_20,0.0,0.0
WMA_10 + DEMA_20,0.0,0.0
WMA_10 + KAMA_20,0.0,0.0
WMA_10 + SMA,0.0,0.0
WMA_10 + Lower_Band,0.0,0.0
WMA_10 + High_120,0.0,0.0
WMA_10 + BOLL,0.0,0.0
WMA_10 + Short_Term_Rebound,0.0,0.0
WMA_10 + Strong_Trend,0.0,0.0
WMA_10 + Bias_Divergence,0.0,0.0
WMA_10 + Golden_Cross,0.0,0.0
WMA_10 + MA_Short,0.0,0.0
WMA_10 + MA_Long,0.0,0.0
WMA_10 + DMA,0.0,0.0
WMA_10 + AMA,0.0,0.0
WMA_10 + DMA_Golden_Cross,0.0,0.0
WMA_10 + DMA_Death_Cross,0.0,0.0
WMA_10 + DMA_Bullish,0.0,0.0
WMA_10 + DMA_Diff,0.0,0.0
WMA_10 + DMA_Momentum_Up,0.0,0.0
WMA_10 + Action,0.0,0.0
WMA_10 + MA200,0.0,0.0
WMA_10 + Bullish_Align,0.0,0.0
WMA_10 + BIAS_20,0.0,0.0
WMA_10 + BIAS_6,0.0,0.0
WMA_10 + CCI,0.0,0.0
WMA_10 + Williams,0.0,0.0
WMA_10 + KDJ_K,0.0,0.0
WMA_10 + KDJ_D,0.0,0.0
WMA_10 + KDJ_J,0.0,0.0
WMA_10 + OBV,0.0,0.0
WMA_10 + OBV_MA,0.0,0.0
WMA_10 + +DI,0.0,0.0
WMA_10 + BIAS_Short_Col,0.0,0.0
WMA_10 + -DI,0.0,0.0
WMA_10 + ADX,0.0,0.0
WMA_10 + ADX_5,0.0,0.0
WMA_10 + Vol_MA6,0.0,0.0
WMA_10 + Vol_Ratio,0.0,0.0
WMA_10 + Vol_Spike,0.0,0.0
SMA_10 + MACD_Bullish_Zone,0.0,0.0
SMA_10 + MACD_Diff,0.0,0.0
SMMA_5 + High_120,0.0,0.0
HMA_10 + DEA,0.0,0.0
SMA_10 + TotalOversellVolK,0.0,0.0
SMA_10 + TradeVolumeRate,0.0,0.0
SMA_10 + Vol_Mom,0.0,0.0
HMA_10 + DEMA_10,0.0,0.0
HMA_10 + KAMA_10,0.0,0.0
HMA_10 + SMMA_10,0.0,0.0
HMA_10 + MA_20,0.0,0.0
HMA_10 + EMA_20,0.0,0.0
HMA_10 + WMA_20,0.0,0.0
HMA_10 + SMA_20,0.0,0.0
HMA_10 + HMA_20,0.0,0.0
HMA_10 + DEMA_20,0.0,0.0
HMA_10 + KAMA_20,0.0,0.0
HMA_10 + SMMA_20,0.0,0.0
HMA_10 + WMA_6,0.0,0.0
SMA_10 + TotalOverbuyVolK,0.0,0.0
SMA_10 + TotalDifferenceVolK,0.0,0.0
SMA_10 + StartDate,0.0,0.0
SMA_10 + ShortLimitVolK,0.0,0.0
SMA_10 + FinancingLimitVolK,0.0,0.0
SMA_10 + FinancingUsageRatio,0.0,0.0
SMA_10 + ShortBuyVolK,0.0,0.0
SMA_10 + ShortSellVolK,0.0,0.0
SMA_10 + ShortRepayVolK,0.0,0.0
SMA_10 + ShortTotalVolK,0.0,0.0
SMA_10 + ShortUsageRatio,0.0,0.0
SMA_10 + MainHoldPercent,0.0,0.0
SMA_10 + LendingSellVolK,0.0,0.0
SMA_10 + LendingRepayVolK,0.0,0.0
SMA_10 + LendingTotalVolK,0.0,0.0
SMA_10 + DirSupHoldPercent,0.0,0.0
SMA_10 + EndDate,0.0,0.0
SMA_10 + MainHolderCount,0.0,0.0
HMA_10 + DIF,0.0,0.0
HMA_10 + MACD,0.0,0.0
SMA_10 + FinancingPaybackVolK,0.0,0.0
HMA_10 + MACD_Signal,0.0,0.0
HMA_10 + KDJ_K,0.0,0.0
HMA_10 + KDJ_D,0.0,0.0
HMA_10 + KDJ_J,0.0,0.0
HMA_10 + OBV,0.0,0.0
HMA_10 + OBV_MA,0.0,0.0
HMA_10 + CCI,0.0,0.0
HMA_10 + +DI,0.0,0.0
HMA_10 + -DI,0.0,0.0
HMA_10 + ADX,0.0,0.0
HMA_10 + ADX_5,0.0,0.0
HMA_10 + Vol_MA6,0.0,0.0
HMA_10 + Vol_Ratio,0.0,0.0
HMA_10 + Vol_Spike,0.0,0.0
HMA_10 + BIAS_Short_Col,0.0,0.0
HMA_10 + BIAS_6,0.0,0.0
HMA_10 + Williams,0.0,0.0
HMA_10 + BOLL,0.0,0.0
HMA_10 + Lower_Band,0.0,0.0
HMA_10 + MACD_Diff,0.0,0.0
HMA_10 + MACD_Hist,0.0,0.0
HMA_10 + MACD_OSC,0.0,0.0
HMA_10 + MACD_Golden_Cross,0.0,0.0
HMA_10 + MACD_Death_Cross,0.0,0.0
HMA_10 + MACD_Bullish_Zone,0.0,0.0
HMA_10 + MACD_Bearish_Zone,0.0,0.0
HMA_10 + MACD_Momentum_Up,0.0,0.0
HMA_10 + Upper_Band,0.0,0.0
HMA_10 + MACD_Momentum_Down,0.0,0.0
HMA_10 + MACD_Bullish_Strong,0.0,0.0
HMA_10 + MACD_Bearish_Strong,0.0,0.0
HMA_10 + MACD_Momentum_Ratio,0.0,0.0
HMA_10 + RSI,0.0,0.0
HMA_10 + SMA,0.0,0.0
SMA_10 + FinancingTotalVolK,0.0,0.0
SMA_10 + FinancingSellVolK,0.0,0.0
SMA_10 + MACD_Momentum_Up,0.0,0.0
SMA_10 + AMA,0.0,0.0
SMA_10 + ADX,0.0,0.0
SMA_10 + ADX_5,0.0,0.0
SMA_10 + Vol_MA6,0.0,0.0
SMA_10 + Vol_Ratio,0.0,0.0
SMA_10 + Vol_Spike,0.0,0.0
SMA_10 + BIAS_Short_Col,0.0,0.0
SMA_10 + BIAS_6,0.0,0.0
SMA_10 + BIAS_20,0.0,0.0
SMA_10 + Bullish_Align,0.0,0.0
SMA_10 + Short_Term_Rebound,0.0,0.0
SMA_10 + Strong_Trend,0.0,0.0
SMA_10 + Bias_Divergence,0.0,0.0
SMA_10 + Golden_Cross,0.0,0.0
SMA_10 + MA_Short,0.0,0.0
SMA_10 + MA_Long,0.0,0.0
SMA_10 + -DI,0.0,0.0
SMA_10 + +DI,0.0,0.0
SMA_10 + CCI,0.0,0.0
SMA_10 + Upper_Band,0.0,0.0
SMA_10 + MACD_Momentum_Down,0.0,0.0
SMA_10 + MACD_Bullish_Strong,0.0,0.0
SMA_10 + MACD_Bearish_Strong,0.0,0.0
SMA_10 + MACD_Momentum_Ratio,0.0,0.0
SMA_10 + RSI,0.0,0.0
SMA_10 + SMA,0.0,0.0
SMA_10 + Lower_Band,0.0,0.0
SMA_10 + OBV_MA,0.0,0.0
SMA_10 + BOLL,0.0,0.0
SMA_10 + Williams,0.0,0.0
SMA_10 + KDJ_K,0.0,0.0
SMA_10 + KDJ_D,0.0,0.0
SMA_10 + KDJ_J,0.0,0.0
SMA_10 + OBV,0.0,0.0
SMA_10 + DMA,0.0,0.0
SMA_10 + DMA_Golden_Cross,0.0,0.0
SMA_10 + FinancingBuyVolK,0.0,0.0
SMA_10 + DMA_Death_Cross,0.0,0.0
SMA_10 + ForeignSellVolK,0.0,0.0
SMA_10 + InvestmentTrustBuyVolK,0.0,0.0
SMA_10 + InvestmentTrustDiffVolK,0.0,0.0
SMA_10 + InvestmentTrustSellVolK,0.0,0.0
SMA_10 + TotalBuyVolK,0.0,0.0
SMA_10 + TotalDiffVolK,0.0,0.0
SMA_10 + TotalSellVolK,0.0,0.0
SMA_10 + FormattedDate,0.0,0.0
SMA_10 + Foreign_VolumeK,0.0,0.0
SMA_10 + Foreign_LayoutScore,0.0,0.0
SMA_10 + Foreign_Consecutive_BuyDays,0.0,0.0
SMA_10 + Foreign_Hold_Increasing,0.0,0.0
SMA_10 + Symbol,0.0,0.0
SMA_10 + DayTradingVolK,0.0,0.0
SMA_10 + ShortFinancingPercent,0.0,0.0
SMA_10 + ForeignHoldPercent,0.0,0.0
SMA_10 + ForeignDiffVolK,0.0,0.0
SMA_10 + ForeignBuyVolK,0.0,0.0
SMA_10 + MA20,0.0,0.0
SMA_10 + DMA_Bullish,0.0,0.0
SMA_10 + DMA_Diff,0.0,0.0
SMA_10 + DMA_Momentum_Up,0.0,0.0
SMA_10 + Action,0.0,0.0
SMA_10 + MA200,0.0,0.0
SMA_10 + High_120,0.0,0.0
SMA_10 + Bias_Ratio,0.0,0.0
SMA_10 + DealerSellVolK,0.0,0.0
SMA_10 + V_MA20,0.0,0.0
SMA_10 + MA_60,0.0,0.0
SMA_10 + ATR_20,0.0,0.0
SMA_10 + ChangePercent,0.0,0.0
SMA_10 + DealerBuyVolK,0.0,0.0
SMA_10 + DealerDiffVolK,0.0,0.0
EMA_10 + TotalOversellVolK,0.0,0.0
EMA_10 + TotalOverbuyVolK,0.0,0.0
EMA_10 + TotalDifferenceVolK,0.0,0.0
MA_10 + Strong_Trend,0.0,0.0
MA_10 + KDJ_J,0.0,0.0
MA_10 + OBV,0.0,0.0
MA_10 + OBV_MA,0.0,0.0
MA_10 + CCI,0.0,0.0
MA_10 + +DI,0.0,0.0
MA_10 + -DI,0.0,0.0
MA_10 + ADX,0.0,0.0
MA_10 + ADX_5,0.0,0.0
MA_10 + Vol_MA6,0.0,0.0
MA_10 + Vol_Ratio,0.0,0.0
MA_10 + Vol_Spike,0.0,0.0
MA_10 + BIAS_Short_Col,0.0,0.0
MA_10 + BIAS_6,0.0,0.0
MA_10 + BIAS_20,0.0,0.0
MA_10 + Bullish_Align,0.0,0.0
MA_10 + KDJ_D,0.0,0.0
MA_10 + KDJ_K,0.0,0.0
MA_10 + Williams,0.0,0.0
MA_10 + MACD_Momentum_Down,0.0,0.0
MA_10 + MACD_Golden_Cross,0.0,0.0
MA_10 + MACD_Death_Cross,0.0,0.0
MA_10 + MACD_Bullish_Zone,0.0,0.0
MA_10 + MACD_Bearish_Zone,0.0,0.0
MA_10 + MACD_Diff,0.0,0.0
MA_10 + MACD_Momentum_Up,0.0,0.0
MA_10 + MACD_Bullish_Strong,0.0,0.0
MA_10 + BOLL,0.0,0.0
MA_10 + MACD_Bearish_Strong,0.0,0.0
MA_10 + MACD_Momentum_Ratio,0.0,0.0
MA_10 + RSI,0.0,0.0
MA_10 + SMA,0.0,0.0
MA_10 + Upper_Band,0.0,0.0
MA_10 + Lower_Band,0.0,0.0
MA_10 + Short_Term_Rebound,0.0,0.0
MA_10 + Bias_Divergence,0.0,0.0
MA_10 + MACD_Hist,0.0,0.0
MA_10 + Golden_Cross,0.0,0.0
MA_10 + DealerBuyVolK,0.0,0.0
MA_10 + DealerDiffVolK,0.0,0.0
MA_10 + DealerSellVolK,0.0,0.0
MA_10 + ForeignBuyVolK,0.0,0.0
MA_10 + ForeignDiffVolK,0.0,0.0
MA_10 + ForeignHoldPercent,0.0,0.0
MA_10 + ForeignSellVolK,0.0,0.0
MA_10 + InvestmentTrustBuyVolK,0.0,0.0
MA_10 + InvestmentTrustDiffVolK,0.0,0.0
MA_10 + InvestmentTrustSellVolK,0.0,0.0
MA_10 + TotalBuyVolK,0.0,0.0
MA_10 + TotalDiffVolK,0.0,0.0
MA_10 + TotalSellVolK,0.0,0.0
MA_10 + FormattedDate,0.0,0.0
MA_10 + Foreign_VolumeK,0.0,0.0
MA_10 + ChangePercent,0.0,0.0
MA_10 + ATR_20,0.0,0.0
MA_10 + MA_60,0.0,0.0
MA_10 + DMA_Bullish,0.0,0.0
MA_10 + MA_Short,0.0,0.0
MA_10 + MA_Long,0.0,0.0
MA_10 + DMA,0.0,0.0
MA_10 + AMA,0.0,0.0
MA_10 + DMA_Golden_Cross,0.0,0.0
MA_10 + DMA_Death_Cross,0.0,0.0
MA_10 + DMA_Diff,0.0,0.0
MA_10 + V_MA20,0.0,0.0
MA_10 + DMA_Momentum_Up,0.0,0.0
MA_10 + Action,0.0,0.0
MA_10 + MA200,0.0,0.0
MA_10 + High_120,0.0,0.0
MA_10 + MA20,0.0,0.0
MA_10 + Bias_Ratio,0.0,0.0
MA_10 + MACD_OSC,0.0,0.0
MA_10 + MACD_Signal,0.0,0.0
EMA_10 + StartDate,0.0,0.0
SMMA_5 + ShortSellVolK,0.0,0.0
SMMA_5 + TotalSellVolK,0.0,0.0
SMMA_5 + FormattedDate,0.0,0.0
SMMA_5 + Foreign_VolumeK,0.0,0.0
SMMA_5 + Foreign_LayoutScore,0.0,0.0
SMMA_5 + Foreign_Consecutive_BuyDays,0.0,0.0
SMMA_5 + Foreign_Hold_Increasing,0.0,0.0
SMMA_5 + Symbol,0.0,0.0
SMMA_5 + DayTradingVolK,0.0,0.0
SMMA_5 + ShortFinancingPercent,0.0,0.0
SMMA_5 + FinancingBuyVolK,0.0,0.0
SMMA_5 + FinancingSellVolK,0.0,0.0
SMMA_5 + FinancingPaybackVolK,0.0,0.0
SMMA_5 + FinancingTotalVolK,0.0,0.0
SMMA_5 + FinancingLimitVolK,0.0,0.0
SMMA_5 + FinancingUsageRatio,0.0,0.0
SMMA_5 + TotalDiffVolK,0.0,0.0
SMMA_5 + TotalBuyVolK,0.0,0.0
SMMA_5 + InvestmentTrustSellVolK,0.0,0.0
SMMA_5 + DealerBuyVolK,0.0,0.0
SMMA_5 + MA20,0.0,0.0
SMMA_5 + Bias_Ratio,0.0,0.0
SMMA_5 + V_MA20,0.0,0.0
SMMA_5 + MA_60,0.0,0.0
SMMA_5 + ATR_20,0.0,0.0
SMMA_5 + ChangePercent,0.0,0.0
SMMA_5 + DealerDiffVolK,0.0,0.0
SMMA_5 + InvestmentTrustDiffVolK,0.0,0.0
SMMA_5 + DealerSellVolK,0.0,0.0
SMMA_5 + ForeignBuyVolK,0.0,0.0
SMMA_5 + ForeignDiffVolK,0.0,0.0
SMMA_5 + ForeignHoldPercent,0.0,0.0
SMMA_5 + ForeignSellVolK,0.0,0.0
SMMA_5 + InvestmentTrustBuyVolK,0.0,0.0
SMMA_5 + ShortBuyVolK,0.0,0.0
SMMA_5 + ShortRepayVolK,0.0,0.0
MA_10 + MACD,0.0,0.0
SMMA_5 + ShortTotalVolK,0.0,0.0
MA_10 + HMA_10,0.0,0.0
MA_10 + DEMA_10,0.0,0.0
MA_10 + KAMA_10,0.0,0.0
MA_10 + SMMA_10,0.0,0.0
MA_10 + MA_20,0.0,0.0
MA_10 + EMA_20,0.0,0.0
MA_10 + WMA_20,0.0,0.0
MA_10 + SMA_20,0.0,0.0
MA_10 + HMA_20,0.0,0.0
MA_10 + DEMA_20,0.0,0.0
MA_10 + KAMA_20,0.0,0.0
MA_10 + SMMA_20,0.0,0.0
MA_10 + WMA_6,0.0,0.0
MA_10 + DIF,0.0,0.0
MA_10 + DEA,0.0,0.0
MA_10 + SMA_10,0.0,0.0
MA_10 + WMA_10,0.0,0.0
MA_10 + EMA_10,0.0,0.0
SMMA_5 + EndDate,0.0,0.0
SMMA_5 + ShortLimitVolK,0.0,0.0
SMMA_5 + ShortUsageRatio,0.0,0.0
SMMA_5 + LendingSellVolK,0.0,0.0
SMMA_5 + LendingRepayVolK,0.0,0.0
SMMA_5 + LendingTotalVolK,0.0,0.0
SMMA_5 + DirSupHoldPercent,0.0,0.0
SMMA_5 + MainHolderCount,0.0,0.0
SMMA_5 + Vol_Mom,0.0,0.0
SMMA_5 + MainHoldPercent,0.0,0.0
SMMA_5 + StartDate,0.0,0.0
SMMA_5 + TotalDifferenceVolK,0.0,0.0
SMMA_5 + TotalOverbuyVolK,0.0,0.0
SMMA_5 + TotalOversellVolK,0.0,0.0
SMMA_5 + TradeVolumeRate,0.0,0.0
MA_10 + Foreign_LayoutScore,0.0,0.0
MA_10 + Foreign_Consecutive_BuyDays,0.0,0.0
MA_10 + Foreign_Hold_Increasing,0.0,0.0
EMA_10 + ForeignDiffVolK,0.0,0.0
EMA_10 + DMA_Bullish,0.0,0.0
EMA_10 + DMA_Diff,0.0,0.0
EMA_10 + DMA_Momentum_Up,0.0,0.0
EMA_10 + Action,0.0,0.0
EMA_10 + MA200,0.0,0.0
EMA_10 + High_120,0.0,0.0
EMA_10 + MA20,0.0,0.0
EMA_10 + Bias_Ratio,0.0,0.0
EMA_10 + V_MA20,0.0,0.0
EMA_10 + MA_60,0.0,0.0
EMA_10 + ATR_20,0.0,0.0
EMA_10 + ChangePercent,0.0,0.0
EMA_10 + DealerBuyVolK,0.0,0.0
EMA_10 + DealerDiffVolK,0.0,0.0
EMA_10 + DealerSellVolK,0.0,0.0
EMA_10 + DMA_Death_Cross,0.0,0.0
EMA_10 + DMA_Golden_Cross,0.0,0.0
EMA_10 + AMA,0.0,0.0
EMA_10 + BIAS_20,0.0,0.0
EMA_10 + ADX_5,0.0,0.0
EMA_10 + Vol_MA6,0.0,0.0
EMA_10 + Vol_Ratio,0.0,0.0
EMA_10 + Vol_Spike,0.0,0.0
EMA_10 + BIAS_Short_Col,0.0,0.0
EMA_10 + BIAS_6,0.0,0.0
EMA_10 + Bullish_Align,0.0,0.0
EMA_10 + DMA,0.0,0.0
EMA_10 + Short_Term_Rebound,0.0,0.0
EMA_10 + Strong_Trend,0.0,0.0
EMA_10 + Bias_Divergence,0.0,0.0
EMA_10 + Golden_Cross,0.0,0.0
EMA_10 + MA_Short,0.0,0.0
EMA_10 + MA_Long,0.0,0.0
EMA_10 + ForeignBuyVolK,0.0,0.0
EMA_10 + ForeignHoldPercent,0.0,0.0
MA_10 + Symbol,0.0,0.0
EMA_10 + ForeignSellVolK,0.0,0.0
EMA_10 + FinancingLimitVolK,0.0,0.0
EMA_10 + FinancingUsageRatio,0.0,0.0
EMA_10 + ShortBuyVolK,0.0,0.0
EMA_10 + ShortSellVolK,0.0,0.0
EMA_10 + ShortRepayVolK,0.0,0.0
EMA_10 + ShortTotalVolK,0.0,0.0
EMA_10 + ShortLimitVolK,0.0,0.0
EMA_10 + ShortUsageRatio,0.0,0.0
EMA_10 + LendingSellVolK,0.0,0.0
EMA_10 + LendingRepayVolK,0.0,0.0
EMA_10 + LendingTotalVolK,0.0,0.0
EMA_10 + DirSupHoldPercent,0.0,0.0
EMA_10 + EndDate,0.0,0.0
EMA_10 + MainHolderCount,0.0,0.0
EMA_10 + MainHoldPercent,0.0,0.0
EMA_10 + FinancingTotalVolK,0.0,0.0
EMA_10 + FinancingPaybackVolK,0.0,0.0
EMA_10 + FinancingSellVolK,0.0,0.0
EMA_10 + FormattedDate,0.0,0.0
EMA_10 + InvestmentTrustBuyVolK,0.0,0.0
EMA_10 + InvestmentTrustDiffVolK,0.0,0.0
EMA_10 + InvestmentTrustSellVolK,0.0,0.0
EMA_10 + TotalBuyVolK,0.0,0.0
EMA_10 + TotalDiffVolK,0.0,0.0
EMA_10 + TotalSellVolK,0.0,0.0
EMA_10 + Foreign_VolumeK,0.0,0.0
EMA_10 + FinancingBuyVolK,0.0,0.0
EMA_10 + Foreign_LayoutScore,0.0,0.0
EMA_10 + Foreign_Consecutive_BuyDays,0.0,0.0
EMA_10 + Foreign_Hold_Increasing,0.0,0.0
EMA_10 + Symbol,0.0,0.0
EMA_10 + DayTradingVolK,0.0,0.0
EMA_10 + ShortFinancingPercent,0.0,0.0
EMA_10 + ADX,0.0,0.0
EMA_10 + -DI,0.0,0.0
EMA_10 + +DI,0.0,0.0
EMA_10 + CCI,0.0,0.0
MA_10 + EndDate,0.0,0.0
MA_10 + MainHolderCount,0.0,0.0
MA_10 + MainHoldPercent,0.0,0.0
MA_10 + StartDate,0.0,0.0
MA_10 + TotalDifferenceVolK,0.0,0.0
MA_10 + TotalOverbuyVolK,0.0,0.0
MA_10 + TotalOversellVolK,0.0,0.0
MA_10 + TradeVolumeRate,0.0,0.0
MA_10 + Vol_Mom,0.0,0.0
EMA_10 + WMA_10,0.0,0.0
EMA_10 + SMA_10,0.0,0.0
EMA_10 + HMA_10,0.0,0.0
EMA_10 + DEMA_10,0.0,0.0
EMA_10 + KAMA_10,0.0,0.0
EMA_10 + SMMA_10,0.0,0.0
MA_10 + DirSupHoldPercent,0.0,0.0
MA_10 + LendingTotalVolK,0.0,0.0
MA_10 + LendingRepayVolK,0.0,0.0
MA_10 + FinancingLimitVolK,0.0,0.0
MA_10 + DayTradingVolK,0.0,0.0
MA_10 + ShortFinancingPercent,0.0,0.0
MA_10 + FinancingBuyVolK,0.0,0.0
MA_10 + FinancingSellVolK,0.0,0.0
MA_10 + FinancingPaybackVolK,0.0,0.0
MA_10 + FinancingTotalVolK,0.0,0.0
MA_10 + FinancingUsageRatio,0.0,0.0
MA_10 + LendingSellVolK,0.0,0.0
MA_10 + ShortBuyVolK,0.0,0.0
MA_10 + ShortSellVolK,0.0,0.0
MA_10 + ShortRepayVolK,0.0,0.0
MA_10 + ShortTotalVolK,0.0,0.0
MA_10 + ShortLimitVolK,0.0,0.0
MA_10 + ShortUsageRatio,0.0,0.0
EMA_10 + MA_20,0.0,0.0
EMA_10 + EMA_20,0.0,0.0
EMA_10 + WMA_20,0.0,0.0
EMA_10 + Lower_Band,0.0,0.0
EMA_10 + MACD_Bullish_Strong,0.0,0.0
EMA_10 + MACD_Bearish_Strong,0.0,0.0
EMA_10 + MACD_Momentum_Ratio,0.0,0.0
EMA_10 + RSI,0.0,0.0
EMA_10 + SMA,0.0,0.0
EMA_10 + Upper_Band,0.0,0.0
EMA_10 + BOLL,0.0,0.0
EMA_10 + MACD_Momentum_Up,0.0,0.0
EMA_10 + Williams,0.0,0.0
EMA_10 + KDJ_K,0.0,0.0
EMA_10 + KDJ_D,0.0,0.0
EMA_10 + KDJ_J,0.0,0.0
EMA_10 + OBV,0.0,0.0
EMA_10 + OBV_MA,0.0,0.0
EMA_10 + MACD_Momentum_Down,0.0,0.0
EMA_10 + MACD_Diff,0.0,0.0
EMA_10 + SMA_20,0.0,0.0
EMA_10 + DEA,0.0,0.0
