Combination,Impact_Score,Profit_Factor
DMA_Diff + InvestmentTrustDiffVolK,0.0,0.0
DMA_Diff + DealerSellVolK,0.0,0.0
DMA_Diff + ForeignBuyVolK,0.0,0.0
DMA_Diff + ForeignDiffVolK,0.0,0.0
DMA_Diff + ForeignHoldPercent,0.0,0.0
DMA_Diff + ForeignSellVolK,0.0,0.0
DMA_Diff + InvestmentTrustBuyVolK,0.0,0.0
DMA_Diff + InvestmentTrustSellVolK,0.0,0.0
DMA_Diff + Foreign_Consecutive_BuyDays,0.0,0.0
DMA_Diff + TotalBuyVolK,0.0,0.0
DMA_Diff + TotalDiffVolK,0.0,0.0
DMA_Diff + TotalSellVolK,0.0,0.0
DMA_Diff + FormattedDate,0.0,0.0
DMA_Diff + Foreign_VolumeK,0.0,0.0
DMA_Diff + Foreign_LayoutScore,0.0,0.0
MACD_Bearish_Zone + Bullish_Align,0.0,0.0
MACD_Bearish_Zone + BIAS_6,0.0,0.0
Stock + Stock_name,0.0,0.0
KAMA_5 + MA_20,0.0,0.0
DEMA_5 + MainHoldPercent,0.0,0.0
DEMA_5 + StartDate,0.0,0.0
DEMA_5 + TotalDifferenceVolK,0.0,0.0
DEMA_5 + TotalOverbuyVolK,0.0,0.0
DEMA_5 + TotalOversellVolK,0.0,0.0
DEMA_5 + TradeVolumeRate,0.0,0.0
DEMA_5 + Vol_Mom,0.0,0.0
KAMA_5 + SMMA_5,0.0,0.0
KAMA_5 + MA_10,0.0,0.0
KAMA_5 + EMA_10,0.0,0.0
KAMA_5 + WMA_10,0.0,0.0
KAMA_5 + SMA_10,0.0,0.0
KAMA_5 + HMA_10,0.0,0.0
KAMA_5 + DEMA_10,0.0,0.0
KAMA_5 + KAMA_10,0.0,0.0
DEMA_5 + MainHolderCount,0.0,0.0
DEMA_5 + EndDate,0.0,0.0
DEMA_5 + DirSupHoldPercent,0.0,0.0
DEMA_5 + ShortBuyVolK,0.0,0.0
DEMA_5 + FinancingBuyVolK,0.0,0.0
DEMA_5 + FinancingSellVolK,0.0,0.0
DEMA_5 + FinancingPaybackVolK,0.0,0.0
DEMA_5 + FinancingTotalVolK,0.0,0.0
DEMA_5 + FinancingLimitVolK,0.0,0.0
DEMA_5 + FinancingUsageRatio,0.0,0.0
DEMA_5 + ShortSellVolK,0.0,0.0
DEMA_5 + LendingTotalVolK,0.0,0.0
DEMA_5 + ShortRepayVolK,0.0,0.0
DEMA_5 + ShortTotalVolK,0.0,0.0
DEMA_5 + ShortLimitVolK,0.0,0.0
DEMA_5 + ShortUsageRatio,0.0,0.0
DEMA_5 + LendingSellVolK,0.0,0.0
DEMA_5 + LendingRepayVolK,0.0,0.0
KAMA_5 + SMMA_10,0.0,0.0
KAMA_5 + EMA_20,0.0,0.0
DEMA_5 + DayTradingVolK,0.0,0.0
KAMA_5 + WMA_20,0.0,0.0
KAMA_5 + MACD_Momentum_Down,0.0,0.0
KAMA_5 + MACD_Bullish_Strong,0.0,0.0
KAMA_5 + MACD_Bearish_Strong,0.0,0.0
KAMA_5 + MACD_Momentum_Ratio,0.0,0.0
KAMA_5 + RSI,0.0,0.0
KAMA_5 + SMA,0.0,0.0
KAMA_5 + Upper_Band,0.0,0.0
KAMA_5 + Lower_Band,0.0,0.0
KAMA_5 + BOLL,0.0,0.0
KAMA_5 + Williams,0.0,0.0
KAMA_5 + KDJ_K,0.0,0.0
KAMA_5 + KDJ_D,0.0,0.0
KAMA_5 + KDJ_J,0.0,0.0
KAMA_5 + OBV,0.0,0.0
KAMA_5 + OBV_MA,0.0,0.0
KAMA_5 + MACD_Momentum_Up,0.0,0.0
KAMA_5 + MACD_Diff,0.0,0.0
KAMA_5 + MACD_Bearish_Zone,0.0,0.0
KAMA_5 + DIF,0.0,0.0
KAMA_5 + SMA_20,0.0,0.0
KAMA_5 + HMA_20,0.0,0.0
KAMA_5 + DEMA_20,0.0,0.0
KAMA_5 + KAMA_20,0.0,0.0
KAMA_5 + SMMA_20,0.0,0.0
KAMA_5 + WMA_6,0.0,0.0
KAMA_5 + DEA,0.0,0.0
KAMA_5 + MACD_Bullish_Zone,0.0,0.0
KAMA_5 + MACD,0.0,0.0
KAMA_5 + MACD_Signal,0.0,0.0
KAMA_5 + MACD_Hist,0.0,0.0
KAMA_5 + MACD_OSC,0.0,0.0
KAMA_5 + MACD_Golden_Cross,0.0,0.0
KAMA_5 + MACD_Death_Cross,0.0,0.0
DEMA_5 + ShortFinancingPercent,0.0,0.0
DEMA_5 + Symbol,0.0,0.0
KAMA_5 + +DI,0.0,0.0
DEMA_5 + Golden_Cross,0.0,0.0
DEMA_5 + OBV_MA,0.0,0.0
DEMA_5 + CCI,0.0,0.0
DEMA_5 + +DI,0.0,0.0
DEMA_5 + -DI,0.0,0.0
DEMA_5 + ADX,0.0,0.0
DEMA_5 + ADX_5,0.0,0.0
DEMA_5 + Vol_MA6,0.0,0.0
DEMA_5 + Vol_Ratio,0.0,0.0
DEMA_5 + Vol_Spike,0.0,0.0
DEMA_5 + BIAS_Short_Col,0.0,0.0
DEMA_5 + BIAS_6,0.0,0.0
DEMA_5 + BIAS_20,0.0,0.0
DEMA_5 + Bullish_Align,0.0,0.0
DEMA_5 + Short_Term_Rebound,0.0,0.0
DEMA_5 + Strong_Trend,0.0,0.0
DEMA_5 + OBV,0.0,0.0
DEMA_5 + KDJ_J,0.0,0.0
DEMA_5 + KDJ_D,0.0,0.0
DEMA_5 + MACD_Bearish_Strong,0.0,0.0
DEMA_5 + MACD_Bullish_Zone,0.0,0.0
DEMA_5 + MACD_Bearish_Zone,0.0,0.0
DEMA_5 + MACD_Diff,0.0,0.0
DEMA_5 + MACD_Momentum_Up,0.0,0.0
DEMA_5 + MACD_Momentum_Down,0.0,0.0
DEMA_5 + MACD_Bullish_Strong,0.0,0.0
DEMA_5 + MACD_Momentum_Ratio,0.0,0.0
DEMA_5 + KDJ_K,0.0,0.0
DEMA_5 + RSI,0.0,0.0
DEMA_5 + SMA,0.0,0.0
DEMA_5 + Upper_Band,0.0,0.0
DEMA_5 + Lower_Band,0.0,0.0
DEMA_5 + BOLL,0.0,0.0
DEMA_5 + Williams,0.0,0.0
DEMA_5 + Bias_Divergence,0.0,0.0
DEMA_5 + MA_Short,0.0,0.0
DEMA_5 + Foreign_Hold_Increasing,0.0,0.0
DEMA_5 + MA_Long,0.0,0.0
DEMA_5 + DealerSellVolK,0.0,0.0
DEMA_5 + ForeignBuyVolK,0.0,0.0
DEMA_5 + ForeignDiffVolK,0.0,0.0
DEMA_5 + ForeignHoldPercent,0.0,0.0
DEMA_5 + ForeignSellVolK,0.0,0.0
DEMA_5 + InvestmentTrustBuyVolK,0.0,0.0
DEMA_5 + InvestmentTrustDiffVolK,0.0,0.0
DEMA_5 + InvestmentTrustSellVolK,0.0,0.0
DEMA_5 + TotalBuyVolK,0.0,0.0
DEMA_5 + TotalDiffVolK,0.0,0.0
DEMA_5 + TotalSellVolK,0.0,0.0
DEMA_5 + FormattedDate,0.0,0.0
DEMA_5 + Foreign_VolumeK,0.0,0.0
DEMA_5 + Foreign_LayoutScore,0.0,0.0
DEMA_5 + Foreign_Consecutive_BuyDays,0.0,0.0
DEMA_5 + DealerDiffVolK,0.0,0.0
DEMA_5 + DealerBuyVolK,0.0,0.0
DEMA_5 + ChangePercent,0.0,0.0
DEMA_5 + DMA_Momentum_Up,0.0,0.0
DEMA_5 + DMA,0.0,0.0
DEMA_5 + AMA,0.0,0.0
DEMA_5 + DMA_Golden_Cross,0.0,0.0
DEMA_5 + DMA_Death_Cross,0.0,0.0
DEMA_5 + DMA_Bullish,0.0,0.0
DEMA_5 + DMA_Diff,0.0,0.0
DEMA_5 + Action,0.0,0.0
DEMA_5 + ATR_20,0.0,0.0
DEMA_5 + MA200,0.0,0.0
DEMA_5 + High_120,0.0,0.0
DEMA_5 + MA20,0.0,0.0
DEMA_5 + Bias_Ratio,0.0,0.0
DEMA_5 + V_MA20,0.0,0.0
DEMA_5 + MA_60,0.0,0.0
KAMA_5 + CCI,0.0,0.0
KAMA_5 + -DI,0.0,0.0
SMMA_5 + Action,0.0,0.0
SMMA_5 + MACD_Momentum_Ratio,0.0,0.0
SMMA_5 + WMA_6,0.0,0.0
SMMA_5 + DIF,0.0,0.0
SMMA_5 + DEA,0.0,0.0
SMMA_5 + MACD,0.0,0.0
SMMA_5 + MACD_Signal,0.0,0.0
SMMA_5 + MACD_Hist,0.0,0.0
SMMA_5 + MACD_OSC,0.0,0.0
SMMA_5 + MACD_Golden_Cross,0.0,0.0
SMMA_5 + MACD_Death_Cross,0.0,0.0
SMMA_5 + MACD_Bullish_Zone,0.0,0.0
SMMA_5 + MACD_Bearish_Zone,0.0,0.0
SMMA_5 + MACD_Diff,0.0,0.0
SMMA_5 + MACD_Momentum_Up,0.0,0.0
SMMA_5 + MACD_Momentum_Down,0.0,0.0
SMMA_5 + MACD_Bullish_Strong,0.0,0.0
SMMA_5 + SMMA_20,0.0,0.0
SMMA_5 + KAMA_20,0.0,0.0
SMMA_5 + DEMA_20,0.0,0.0
SMMA_5 + HMA_10,0.0,0.0
KAMA_5 + TradeVolumeRate,0.0,0.0
KAMA_5 + Vol_Mom,0.0,0.0
SMMA_5 + MA_10,0.0,0.0
SMMA_5 + EMA_10,0.0,0.0
SMMA_5 + WMA_10,0.0,0.0
SMMA_5 + SMA_10,0.0,0.0
SMMA_5 + DEMA_10,0.0,0.0
SMMA_5 + HMA_20,0.0,0.0
SMMA_5 + KAMA_10,0.0,0.0
SMMA_5 + SMMA_10,0.0,0.0
SMMA_5 + MA_20,0.0,0.0
SMMA_5 + EMA_20,0.0,0.0
SMMA_5 + WMA_20,0.0,0.0
SMMA_5 + SMA_20,0.0,0.0
SMMA_5 + MACD_Bearish_Strong,0.0,0.0
SMMA_5 + RSI,0.0,0.0
KAMA_5 + TotalOverbuyVolK,0.0,0.0
SMMA_5 + SMA,0.0,0.0
SMMA_5 + BIAS_6,0.0,0.0
SMMA_5 + BIAS_20,0.0,0.0
SMMA_5 + Bullish_Align,0.0,0.0
SMMA_5 + Short_Term_Rebound,0.0,0.0
SMMA_5 + Strong_Trend,0.0,0.0
SMMA_5 + Bias_Divergence,0.0,0.0
SMMA_5 + Golden_Cross,0.0,0.0
SMMA_5 + MA_Short,0.0,0.0
SMMA_5 + MA_Long,0.0,0.0
SMMA_5 + DMA,0.0,0.0
SMMA_5 + AMA,0.0,0.0
SMMA_5 + DMA_Golden_Cross,0.0,0.0
SMMA_5 + DMA_Death_Cross,0.0,0.0
SMMA_5 + DMA_Bullish,0.0,0.0
SMMA_5 + DMA_Diff,0.0,0.0
SMMA_5 + BIAS_Short_Col,0.0,0.0
SMMA_5 + Vol_Spike,0.0,0.0
SMMA_5 + Vol_Ratio,0.0,0.0
SMMA_5 + KDJ_J,0.0,0.0
SMMA_5 + Upper_Band,0.0,0.0
SMMA_5 + Lower_Band,0.0,0.0
SMMA_5 + BOLL,0.0,0.0
SMMA_5 + Williams,0.0,0.0
SMMA_5 + KDJ_K,0.0,0.0
SMMA_5 + KDJ_D,0.0,0.0
SMMA_5 + OBV,0.0,0.0
SMMA_5 + Vol_MA6,0.0,0.0
SMMA_5 + OBV_MA,0.0,0.0
SMMA_5 + CCI,0.0,0.0
SMMA_5 + +DI,0.0,0.0
SMMA_5 + -DI,0.0,0.0
SMMA_5 + ADX,0.0,0.0
SMMA_5 + ADX_5,0.0,0.0
KAMA_5 + TotalOversellVolK,0.0,0.0
KAMA_5 + TotalDifferenceVolK,0.0,0.0
KAMA_5 + ADX,0.0,0.0
KAMA_5 + ForeignDiffVolK,0.0,0.0
KAMA_5 + DMA_Bullish,0.0,0.0
KAMA_5 + DMA_Diff,0.0,0.0
KAMA_5 + DMA_Momentum_Up,0.0,0.0
KAMA_5 + Action,0.0,0.0
KAMA_5 + MA200,0.0,0.0
KAMA_5 + High_120,0.0,0.0
KAMA_5 + MA20,0.0,0.0
KAMA_5 + Bias_Ratio,0.0,0.0
KAMA_5 + V_MA20,0.0,0.0
KAMA_5 + MA_60,0.0,0.0
KAMA_5 + ATR_20,0.0,0.0
KAMA_5 + ChangePercent,0.0,0.0
KAMA_5 + DealerBuyVolK,0.0,0.0
KAMA_5 + DealerDiffVolK,0.0,0.0
KAMA_5 + DealerSellVolK,0.0,0.0
KAMA_5 + DMA_Death_Cross,0.0,0.0
KAMA_5 + DMA_Golden_Cross,0.0,0.0
KAMA_5 + AMA,0.0,0.0
KAMA_5 + BIAS_20,0.0,0.0
KAMA_5 + ADX_5,0.0,0.0
KAMA_5 + Vol_MA6,0.0,0.0
KAMA_5 + Vol_Ratio,0.0,0.0
KAMA_5 + Vol_Spike,0.0,0.0
KAMA_5 + BIAS_Short_Col,0.0,0.0
KAMA_5 + BIAS_6,0.0,0.0
KAMA_5 + Bullish_Align,0.0,0.0
KAMA_5 + DMA,0.0,0.0
KAMA_5 + Short_Term_Rebound,0.0,0.0
KAMA_5 + Strong_Trend,0.0,0.0
KAMA_5 + Bias_Divergence,0.0,0.0
KAMA_5 + Golden_Cross,0.0,0.0
KAMA_5 + MA_Short,0.0,0.0
KAMA_5 + MA_Long,0.0,0.0
KAMA_5 + ForeignBuyVolK,0.0,0.0
KAMA_5 + ForeignHoldPercent,0.0,0.0
KAMA_5 + StartDate,0.0,0.0
KAMA_5 + ForeignSellVolK,0.0,0.0
KAMA_5 + FinancingLimitVolK,0.0,0.0
KAMA_5 + FinancingUsageRatio,0.0,0.0
KAMA_5 + ShortBuyVolK,0.0,0.0
KAMA_5 + ShortSellVolK,0.0,0.0
KAMA_5 + ShortRepayVolK,0.0,0.0
KAMA_5 + ShortTotalVolK,0.0,0.0
KAMA_5 + ShortLimitVolK,0.0,0.0
KAMA_5 + ShortUsageRatio,0.0,0.0
KAMA_5 + LendingSellVolK,0.0,0.0
KAMA_5 + LendingRepayVolK,0.0,0.0
KAMA_5 + LendingTotalVolK,0.0,0.0
KAMA_5 + DirSupHoldPercent,0.0,0.0
KAMA_5 + EndDate,0.0,0.0
KAMA_5 + MainHolderCount,0.0,0.0
KAMA_5 + MainHoldPercent,0.0,0.0
KAMA_5 + FinancingTotalVolK,0.0,0.0
KAMA_5 + FinancingPaybackVolK,0.0,0.0
KAMA_5 + FinancingSellVolK,0.0,0.0
KAMA_5 + FormattedDate,0.0,0.0
KAMA_5 + InvestmentTrustBuyVolK,0.0,0.0
KAMA_5 + InvestmentTrustDiffVolK,0.0,0.0
KAMA_5 + InvestmentTrustSellVolK,0.0,0.0
KAMA_5 + TotalBuyVolK,0.0,0.0
KAMA_5 + TotalDiffVolK,0.0,0.0
KAMA_5 + TotalSellVolK,0.0,0.0
KAMA_5 + Foreign_VolumeK,0.0,0.0
KAMA_5 + FinancingBuyVolK,0.0,0.0
KAMA_5 + Foreign_LayoutScore,0.0,0.0
KAMA_5 + Foreign_Consecutive_BuyDays,0.0,0.0
KAMA_5 + Foreign_Hold_Increasing,0.0,0.0
KAMA_5 + Symbol,0.0,0.0
KAMA_5 + DayTradingVolK,0.0,0.0
KAMA_5 + ShortFinancingPercent,0.0,0.0
DEMA_5 + MACD_Death_Cross,0.0,0.0
DEMA_5 + MACD_Golden_Cross,0.0,0.0
DEMA_5 + MACD_OSC,0.0,0.0
SMA_5 + FormattedDate,0.0,0.0
SMA_5 + MA_60,0.0,0.0
SMA_5 + ATR_20,0.0,0.0
SMA_5 + ChangePercent,0.0,0.0
SMA_5 + DealerBuyVolK,0.0,0.0
SMA_5 + DealerDiffVolK,0.0,0.0
SMA_5 + DealerSellVolK,0.0,0.0
SMA_5 + ForeignBuyVolK,0.0,0.0
SMA_5 + ForeignDiffVolK,0.0,0.0
SMA_5 + ForeignHoldPercent,0.0,0.0
SMA_5 + ForeignSellVolK,0.0,0.0
SMA_5 + InvestmentTrustBuyVolK,0.0,0.0
SMA_5 + InvestmentTrustDiffVolK,0.0,0.0
SMA_5 + InvestmentTrustSellVolK,0.0,0.0
SMA_5 + TotalBuyVolK,0.0,0.0
SMA_5 + TotalDiffVolK,0.0,0.0
SMA_5 + V_MA20,0.0,0.0
SMA_5 + Bias_Ratio,0.0,0.0
SMA_5 + MA20,0.0,0.0
SMA_5 + AMA,0.0,0.0
SMA_5 + Strong_Trend,0.0,0.0
SMA_5 + Bias_Divergence,0.0,0.0
SMA_5 + Golden_Cross,0.0,0.0
SMA_5 + MA_Short,0.0,0.0
SMA_5 + MA_Long,0.0,0.0
SMA_5 + DMA,0.0,0.0
SMA_5 + DMA_Golden_Cross,0.0,0.0
SMA_5 + High_120,0.0,0.0
SMA_5 + DMA_Death_Cross,0.0,0.0
SMA_5 + DMA_Bullish,0.0,0.0
SMA_5 + DMA_Diff,0.0,0.0
SMA_5 + DMA_Momentum_Up,0.0,0.0
SMA_5 + Action,0.0,0.0
SMA_5 + MA200,0.0,0.0
SMA_5 + TotalSellVolK,0.0,0.0
SMA_5 + Foreign_VolumeK,0.0,0.0
SMA_5 + Bullish_Align,0.0,0.0
SMA_5 + Foreign_LayoutScore,0.0,0.0
SMA_5 + LendingRepayVolK,0.0,0.0
SMA_5 + LendingTotalVolK,0.0,0.0
SMA_5 + DirSupHoldPercent,0.0,0.0
SMA_5 + EndDate,0.0,0.0
SMA_5 + MainHolderCount,0.0,0.0
SMA_5 + MainHoldPercent,0.0,0.0
SMA_5 + StartDate,0.0,0.0
SMA_5 + TotalDifferenceVolK,0.0,0.0
SMA_5 + TotalOverbuyVolK,0.0,0.0
SMA_5 + TotalOversellVolK,0.0,0.0
SMA_5 + TradeVolumeRate,0.0,0.0
SMA_5 + Vol_Mom,0.0,0.0
HMA_5 + DEMA_5,0.0,0.0
HMA_5 + KAMA_5,0.0,0.0
HMA_5 + SMMA_5,0.0,0.0
SMA_5 + LendingSellVolK,0.0,0.0
SMA_5 + ShortUsageRatio,0.0,0.0
SMA_5 + ShortLimitVolK,0.0,0.0
SMA_5 + FinancingSellVolK,0.0,0.0
SMA_5 + Foreign_Consecutive_BuyDays,0.0,0.0
SMA_5 + Foreign_Hold_Increasing,0.0,0.0
SMA_5 + Symbol,0.0,0.0
SMA_5 + DayTradingVolK,0.0,0.0
SMA_5 + ShortFinancingPercent,0.0,0.0
SMA_5 + FinancingBuyVolK,0.0,0.0
SMA_5 + FinancingPaybackVolK,0.0,0.0
SMA_5 + ShortTotalVolK,0.0,0.0
SMA_5 + FinancingTotalVolK,0.0,0.0
SMA_5 + FinancingLimitVolK,0.0,0.0
SMA_5 + FinancingUsageRatio,0.0,0.0
SMA_5 + ShortBuyVolK,0.0,0.0
SMA_5 + ShortSellVolK,0.0,0.0
SMA_5 + ShortRepayVolK,0.0,0.0
SMA_5 + Short_Term_Rebound,0.0,0.0
SMA_5 + BIAS_20,0.0,0.0
DEMA_5 + MACD_Hist,0.0,0.0
SMA_5 + DIF,0.0,0.0
SMA_5 + EMA_10,0.0,0.0
SMA_5 + WMA_10,0.0,0.0
SMA_5 + SMA_10,0.0,0.0
SMA_5 + HMA_10,0.0,0.0
SMA_5 + DEMA_10,0.0,0.0
SMA_5 + KAMA_10,0.0,0.0
SMA_5 + SMMA_10,0.0,0.0
SMA_5 + MA_20,0.0,0.0
SMA_5 + EMA_20,0.0,0.0
SMA_5 + WMA_20,0.0,0.0
SMA_5 + SMA_20,0.0,0.0
SMA_5 + HMA_20,0.0,0.0
SMA_5 + DEMA_20,0.0,0.0
SMA_5 + KAMA_20,0.0,0.0
SMA_5 + SMMA_20,0.0,0.0
SMA_5 + MA_10,0.0,0.0
SMA_5 + SMMA_5,0.0,0.0
SMA_5 + KAMA_5,0.0,0.0
WMA_5 + MainHoldPercent,0.0,0.0
WMA_5 + LendingSellVolK,0.0,0.0
WMA_5 + LendingRepayVolK,0.0,0.0
WMA_5 + LendingTotalVolK,0.0,0.0
WMA_5 + DirSupHoldPercent,0.0,0.0
WMA_5 + EndDate,0.0,0.0
WMA_5 + MainHolderCount,0.0,0.0
WMA_5 + StartDate,0.0,0.0
SMA_5 + DEMA_5,0.0,0.0
WMA_5 + TotalDifferenceVolK,0.0,0.0
WMA_5 + TotalOverbuyVolK,0.0,0.0
WMA_5 + TotalOversellVolK,0.0,0.0
WMA_5 + TradeVolumeRate,0.0,0.0
WMA_5 + Vol_Mom,0.0,0.0
SMA_5 + HMA_5,0.0,0.0
SMA_5 + WMA_6,0.0,0.0
SMA_5 + DEA,0.0,0.0
SMA_5 + BIAS_6,0.0,0.0
SMA_5 + MACD,0.0,0.0
SMA_5 + Williams,0.0,0.0
SMA_5 + KDJ_K,0.0,0.0
SMA_5 + KDJ_D,0.0,0.0
SMA_5 + KDJ_J,0.0,0.0
SMA_5 + OBV,0.0,0.0
SMA_5 + OBV_MA,0.0,0.0
SMA_5 + CCI,0.0,0.0
SMA_5 + +DI,0.0,0.0
SMA_5 + -DI,0.0,0.0
SMA_5 + ADX,0.0,0.0
SMA_5 + ADX_5,0.0,0.0
SMA_5 + Vol_MA6,0.0,0.0
SMA_5 + Vol_Ratio,0.0,0.0
SMA_5 + Vol_Spike,0.0,0.0
SMA_5 + BIAS_Short_Col,0.0,0.0
SMA_5 + BOLL,0.0,0.0
SMA_5 + Lower_Band,0.0,0.0
SMA_5 + Upper_Band,0.0,0.0
SMA_5 + MACD_Bearish_Zone,0.0,0.0
SMA_5 + MACD_Signal,0.0,0.0
SMA_5 + MACD_Hist,0.0,0.0
SMA_5 + MACD_OSC,0.0,0.0
SMA_5 + MACD_Golden_Cross,0.0,0.0
SMA_5 + MACD_Death_Cross,0.0,0.0
SMA_5 + MACD_Bullish_Zone,0.0,0.0
SMA_5 + MACD_Diff,0.0,0.0
SMA_5 + SMA,0.0,0.0
SMA_5 + MACD_Momentum_Up,0.0,0.0
SMA_5 + MACD_Momentum_Down,0.0,0.0
SMA_5 + MACD_Bullish_Strong,0.0,0.0
SMA_5 + MACD_Bearish_Strong,0.0,0.0
SMA_5 + MACD_Momentum_Ratio,0.0,0.0
SMA_5 + RSI,0.0,0.0
HMA_5 + MA_10,0.0,0.0
HMA_5 + EMA_10,0.0,0.0
HMA_5 + WMA_10,0.0,0.0
HMA_5 + LendingSellVolK,0.0,0.0
HMA_5 + Foreign_Hold_Increasing,0.0,0.0
HMA_5 + Symbol,0.0,0.0
HMA_5 + DayTradingVolK,0.0,0.0
HMA_5 + ShortFinancingPercent,0.0,0.0
HMA_5 + FinancingBuyVolK,0.0,0.0
HMA_5 + FinancingSellVolK,0.0,0.0
HMA_5 + FinancingPaybackVolK,0.0,0.0
HMA_5 + FinancingTotalVolK,0.0,0.0
HMA_5 + FinancingLimitVolK,0.0,0.0
HMA_5 + FinancingUsageRatio,0.0,0.0
HMA_5 + ShortBuyVolK,0.0,0.0
HMA_5 + ShortSellVolK,0.0,0.0
HMA_5 + ShortRepayVolK,0.0,0.0
HMA_5 + ShortTotalVolK,0.0,0.0
HMA_5 + ShortLimitVolK,0.0,0.0
HMA_5 + Foreign_Consecutive_BuyDays,0.0,0.0
HMA_5 + Foreign_LayoutScore,0.0,0.0
HMA_5 + Foreign_VolumeK,0.0,0.0
HMA_5 + ForeignHoldPercent,0.0,0.0
HMA_5 + ChangePercent,0.0,0.0
HMA_5 + DealerBuyVolK,0.0,0.0
HMA_5 + DealerDiffVolK,0.0,0.0
HMA_5 + DealerSellVolK,0.0,0.0
HMA_5 + ForeignBuyVolK,0.0,0.0
HMA_5 + ForeignDiffVolK,0.0,0.0
HMA_5 + ForeignSellVolK,0.0,0.0
HMA_5 + FormattedDate,0.0,0.0
HMA_5 + InvestmentTrustBuyVolK,0.0,0.0
HMA_5 + InvestmentTrustDiffVolK,0.0,0.0
HMA_5 + InvestmentTrustSellVolK,0.0,0.0
HMA_5 + TotalBuyVolK,0.0,0.0
HMA_5 + TotalDiffVolK,0.0,0.0
HMA_5 + TotalSellVolK,0.0,0.0
HMA_5 + ShortUsageRatio,0.0,0.0
HMA_5 + LendingRepayVolK,0.0,0.0
HMA_5 + SMA_10,0.0,0.0
HMA_5 + LendingTotalVolK,0.0,0.0
DEMA_5 + KAMA_10,0.0,0.0
DEMA_5 + SMMA_10,0.0,0.0
DEMA_5 + MA_20,0.0,0.0
DEMA_5 + EMA_20,0.0,0.0
DEMA_5 + WMA_20,0.0,0.0
DEMA_5 + SMA_20,0.0,0.0
DEMA_5 + HMA_20,0.0,0.0
DEMA_5 + DEMA_20,0.0,0.0
DEMA_5 + KAMA_20,0.0,0.0
DEMA_5 + SMMA_20,0.0,0.0
DEMA_5 + WMA_6,0.0,0.0
DEMA_5 + DIF,0.0,0.0
DEMA_5 + DEA,0.0,0.0
DEMA_5 + MACD,0.0,0.0
DEMA_5 + MACD_Signal,0.0,0.0
DEMA_5 + DEMA_10,0.0,0.0
DEMA_5 + HMA_10,0.0,0.0
DEMA_5 + SMA_10,0.0,0.0
HMA_5 + TotalOverbuyVolK,0.0,0.0
HMA_5 + DirSupHoldPercent,0.0,0.0
HMA_5 + EndDate,0.0,0.0
HMA_5 + MainHolderCount,0.0,0.0
HMA_5 + MainHoldPercent,0.0,0.0
HMA_5 + StartDate,0.0,0.0
HMA_5 + TotalDifferenceVolK,0.0,0.0
HMA_5 + TotalOversellVolK,0.0,0.0
DEMA_5 + WMA_10,0.0,0.0
HMA_5 + TradeVolumeRate,0.0,0.0
HMA_5 + Vol_Mom,0.0,0.0
DEMA_5 + KAMA_5,0.0,0.0
DEMA_5 + SMMA_5,0.0,0.0
DEMA_5 + MA_10,0.0,0.0
DEMA_5 + EMA_10,0.0,0.0
HMA_5 + ATR_20,0.0,0.0
HMA_5 + MA_60,0.0,0.0
HMA_5 + V_MA20,0.0,0.0
HMA_5 + Bias_Ratio,0.0,0.0
HMA_5 + MACD_OSC,0.0,0.0
HMA_5 + MACD_Golden_Cross,0.0,0.0
HMA_5 + MACD_Death_Cross,0.0,0.0
HMA_5 + MACD_Bullish_Zone,0.0,0.0
HMA_5 + MACD_Bearish_Zone,0.0,0.0
HMA_5 + MACD_Diff,0.0,0.0
HMA_5 + MACD_Momentum_Up,0.0,0.0
HMA_5 + MACD_Momentum_Down,0.0,0.0
HMA_5 + MACD_Bullish_Strong,0.0,0.0
HMA_5 + MACD_Bearish_Strong,0.0,0.0
HMA_5 + MACD_Momentum_Ratio,0.0,0.0
HMA_5 + RSI,0.0,0.0
HMA_5 + SMA,0.0,0.0
HMA_5 + Upper_Band,0.0,0.0
HMA_5 + Lower_Band,0.0,0.0
HMA_5 + MACD_Hist,0.0,0.0
HMA_5 + MACD_Signal,0.0,0.0
HMA_5 + MACD,0.0,0.0
HMA_5 + WMA_20,0.0,0.0
HMA_5 + HMA_10,0.0,0.0
HMA_5 + DEMA_10,0.0,0.0
HMA_5 + KAMA_10,0.0,0.0
HMA_5 + SMMA_10,0.0,0.0
HMA_5 + MA_20,0.0,0.0
HMA_5 + EMA_20,0.0,0.0
HMA_5 + SMA_20,0.0,0.0
HMA_5 + DEA,0.0,0.0
HMA_5 + HMA_20,0.0,0.0
HMA_5 + DEMA_20,0.0,0.0
HMA_5 + KAMA_20,0.0,0.0
HMA_5 + SMMA_20,0.0,0.0
HMA_5 + WMA_6,0.0,0.0
HMA_5 + DIF,0.0,0.0
HMA_5 + BOLL,0.0,0.0
HMA_5 + Williams,0.0,0.0
HMA_5 + KDJ_K,0.0,0.0
HMA_5 + DMA_Death_Cross,0.0,0.0
HMA_5 + Golden_Cross,0.0,0.0
HMA_5 + MA_Short,0.0,0.0
HMA_5 + MA_Long,0.0,0.0
HMA_5 + DMA,0.0,0.0
HMA_5 + AMA,0.0,0.0
HMA_5 + DMA_Golden_Cross,0.0,0.0
HMA_5 + DMA_Bullish,0.0,0.0
HMA_5 + Strong_Trend,0.0,0.0
HMA_5 + DMA_Diff,0.0,0.0
