Combo,WinRate,PF
MACD_Death_Cross + Upper_Band,0.6842,5.1805
MACD_Momentum_Up + MACD_Momentum_Down,0.6579,4.229
MACD_Bearish_Strong + KDJ_K,0.6053,3.9191
MACD_Death_Cross + Bias_Divergence,0.6316,3.8783
MACD_Death_Cross + +DI,0.6842,3.8234
Vol_Spike + Bias_Divergence,0.6579,3.8142
OBV + ADX_5,0.6579,3.761
OBV + BIAS_20,0.6579,3.761
OBV + BIAS_6,0.6579,3.761
OBV + BIAS_Short_Col,0.6579,3.761
OBV + Vol_Spike,0.6579,3.761
OBV + Vol_Ratio,0.6579,3.761
OBV + +DI,0.6579,3.761
OBV + ADX,0.6579,3.761
OBV + -DI,0.6579,3.761
OBV + CCI,0.6579,3.761
OBV + OBV_MA,0.6579,3.761
OBV + ATR_20,0.6579,3.761
OBV + Bullish_Align,0.6579,3.761
OBV + Vol_MA6,0.6579,3.761
OBV + Strong_Trend,0.6579,3.761
OBV + Bias_Divergence,0.6579,3.761
OBV + V_MA20,0.6579,3.761
OBV + Bias_Ratio,0.6579,3.761
OBV + MA20,0.6579,3.761
OBV + High_120,0.6579,3.761
OBV + MA200,0.6579,3.761
OBV + DMA_Momentum_Up,0.6579,3.761
OBV + DMA_Diff,0.6579,3.761
OBV + DMA_Bullish,0.6579,3.761
OBV + DMA_Death_Cross,0.6579,3.761
OBV + DMA_Golden_Cross,0.6579,3.761
OBV + AMA,0.6579,3.761
OBV + DMA,0.6579,3.761
OBV + MA_Long,0.6579,3.761
OBV + MA_Short,0.6579,3.761
OBV + Golden_Cross,0.6579,3.761
OBV + Short_Term_Rebound,0.6579,3.761
OBV + MA_60,0.6579,3.761
DMA_Death_Cross + DMA_Bullish,0.6053,3.6587
Bullish_Align + DMA_Momentum_Up,0.6316,3.5978
MACD_Momentum_Down + Williams,0.6316,3.5887
MACD_Death_Cross + -DI,0.5526,3.5757
MACD_Bearish_Zone + ATR_20,0.6842,3.5355
MACD_Death_Cross + RSI,0.6053,3.5137
MACD_Bearish_Zone + MA200,0.6316,3.4266
MACD_Golden_Cross + ADX_5,0.5676,3.3589
MACD_Death_Cross + Bias_Ratio,0.6579,3.3574
DMA_Death_Cross + V_MA20,0.6053,3.3383
MACD_Golden_Cross + High_120,0.6053,3.2963
Bullish_Align + Strong_Trend,0.6053,3.281
MACD_Bullish_Zone + Williams,0.5526,3.2345
Bullish_Align + Golden_Cross,0.6053,3.2307
MACD_Momentum_Down + MA200,0.5789,3.2023
MACD_Momentum_Up + BIAS_Short_Col,0.6316,3.1374
MACD_Bullish_Strong + MA_Short,0.6053,3.1357
MACD_Death_Cross + Short_Term_Rebound,0.6316,3.1235
MACD_Bullish_Strong + MA200,0.6053,3.1193
MACD_Momentum_Down + Strong_Trend,0.6842,3.1063
MACD_Death_Cross + Lower_Band,0.6316,3.0999
Short_Term_Rebound + Strong_Trend,0.6316,3.0072
DMA_Death_Cross + MA_60,0.6316,2.9801
MACD_Bearish_Strong + KDJ_D,0.5789,2.9758
Vol_Spike + ATR_20,0.6316,2.9666
MACD_Momentum_Down + Vol_Ratio,0.6053,2.9281
MACD_Bearish_Strong + BIAS_Short_Col,0.5789,2.9035
Golden_Cross + V_MA20,0.6316,2.9012
MACD_Bearish_Strong + OBV,0.5789,2.8855
MACD_Golden_Cross + MACD_Bearish_Strong,0.5789,2.8736
MACD_Momentum_Down + OBV_MA,0.6842,2.8656
Bullish_Align + Short_Term_Rebound,0.6579,2.8521
MACD_Golden_Cross + Williams,0.6316,2.8265
MACD_Death_Cross + MA_Short,0.6316,2.8209
MACD_Golden_Cross + CCI,0.6053,2.7985
MACD_Bearish_Zone + MACD_Momentum_Down,0.6053,2.7663
Bias_Divergence + DMA_Bullish,0.6579,2.7301
MACD_Bearish_Strong + Golden_Cross,0.6053,2.7183
Vol_Spike + DMA_Momentum_Up,0.6053,2.7044
MACD_Momentum_Down + BIAS_Short_Col,0.5789,2.6826
MACD_Momentum_Up + Vol_MA6,0.6316,2.6813
DMA_Death_Cross + Bias_Ratio,0.6053,2.6722
MACD_Bearish_Zone + MACD_Diff,0.6053,2.6487
DEMA_5 + WMA_10,0.5789,2.6431
DEMA_5 + ATR_20,0.5789,2.6431
DEMA_5 + MA_60,0.5789,2.6431
DEMA_5 + Bias_Ratio,0.5789,2.6431
DEMA_5 + SMA_10,0.5789,2.6431
DEMA_5 + EMA_10,0.5789,2.6431
DEMA_5 + MA_10,0.5789,2.6431
DEMA_5 + HMA_10,0.5789,2.6431
DEMA_5 + V_MA20,0.5789,2.6431
DEMA_5 + DMA_Death_Cross,0.5789,2.6431
DEMA_5 + MA20,0.5789,2.6431
DEMA_5 + High_120,0.5789,2.6431
DEMA_5 + AMA,0.5789,2.6431
DEMA_5 + DMA,0.5789,2.6431
DEMA_5 + DMA_Bullish,0.5789,2.6431
DEMA_5 + MA_Long,0.5789,2.6431
DEMA_5 + MA_Short,0.5789,2.6431
DEMA_5 + DMA_Diff,0.5789,2.6431
DEMA_5 + Golden_Cross,0.5789,2.6431
DEMA_5 + KAMA_10,0.5789,2.6431
DEMA_5 + DMA_Momentum_Up,0.5789,2.6431
DEMA_5 + KAMA_5,0.5789,2.6431
DEMA_5 + SMMA_5,0.5789,2.6431
DEMA_5 + MA200,0.5789,2.6431
DEMA_5 + Bias_Divergence,0.5789,2.6431
DEMA_5 + Strong_Trend,0.5789,2.6431
DEMA_5 + DMA_Golden_Cross,0.5789,2.6431
DEMA_5 + DEMA_10,0.5789,2.6431
DEMA_5 + HMA_20,0.5789,2.6431
DEMA_5 + SMMA_10,0.5789,2.6431
DEMA_5 + RSI,0.5789,2.6431
DEMA_5 + SMA,0.5789,2.6431
DEMA_5 + Upper_Band,0.5789,2.6431
DEMA_5 + Lower_Band,0.5789,2.6431
DEMA_5 + BOLL,0.5789,2.6431
DEMA_5 + Williams,0.5789,2.6431
DEMA_5 + KDJ_K,0.5789,2.6431
DEMA_5 + KDJ_D,0.5789,2.6431
DEMA_5 + KDJ_J,0.5789,2.6431
DEMA_5 + OBV,0.5789,2.6431
DEMA_5 + OBV_MA,0.5789,2.6431
DEMA_5 + CCI,0.5789,2.6431
DEMA_5 + +DI,0.5789,2.6431
DEMA_5 + -DI,0.5789,2.6431
DEMA_5 + ADX,0.5789,2.6431
DEMA_5 + ADX_5,0.5789,2.6431
DEMA_5 + Vol_MA6,0.5789,2.6431
DEMA_5 + Vol_Ratio,0.5789,2.6431
DEMA_5 + Vol_Spike,0.5789,2.6431
DEMA_5 + BIAS_Short_Col,0.5789,2.6431
DEMA_5 + BIAS_6,0.5789,2.6431
DEMA_5 + BIAS_20,0.5789,2.6431
DEMA_5 + Bullish_Align,0.5789,2.6431
DEMA_5 + Short_Term_Rebound,0.5789,2.6431
DEMA_5 + MA_20,0.5789,2.6431
DEMA_5 + MACD_Momentum_Ratio,0.5789,2.6431
DEMA_5 + MACD_Hist,0.5789,2.6431
DEMA_5 + MACD_Signal,0.5789,2.6431
DEMA_5 + WMA_20,0.5789,2.6431
DEMA_5 + DEMA_20,0.5789,2.6431
DEMA_5 + KAMA_20,0.5789,2.6431
DEMA_5 + SMMA_20,0.5789,2.6431
DEMA_5 + WMA_6,0.5789,2.6431
DEMA_5 + DIF,0.5789,2.6431
DEMA_5 + DEA,0.5789,2.6431
DEMA_5 + MACD_Bearish_Strong,0.5789,2.6431
DEMA_5 + MACD,0.5789,2.6431
DEMA_5 + SMA_20,0.5789,2.6431
DEMA_5 + MACD_OSC,0.5789,2.6431
DEMA_5 + MACD_Golden_Cross,0.5789,2.6431
DEMA_5 + MACD_Death_Cross,0.5789,2.6431
DEMA_5 + MACD_Bullish_Zone,0.5789,2.6431
DEMA_5 + MACD_Bearish_Zone,0.5789,2.6431
DEMA_5 + EMA_20,0.5789,2.6431
DEMA_5 + MACD_Diff,0.5789,2.6431
DEMA_5 + MACD_Momentum_Up,0.5789,2.6431
DEMA_5 + MACD_Momentum_Down,0.5789,2.6431
DEMA_5 + MACD_Bullish_Strong,0.5789,2.6431
Bias_Divergence + DMA_Death_Cross,0.5789,2.631
MACD_Bearish_Strong + Vol_Spike,0.5789,2.627
MACD_Bullish_Strong + +DI,0.6486,2.6168
MACD_Golden_Cross + OBV,0.5789,2.6164
MACD_Bullish_Zone + BOLL,0.6579,2.6113
MACD_Death_Cross + Vol_Spike,0.5526,2.6041
MACD_Golden_Cross + Lower_Band,0.6053,2.5979
High_120 + Bias_Ratio,0.6053,2.5919
DMA_Death_Cross + High_120,0.6053,2.5864
MA_60 + ATR_20,0.6053,2.5809
MACD_Death_Cross + BIAS_20,0.5526,2.5658
Golden_Cross + Bias_Ratio,0.5789,2.5536
MACD_Momentum_Down + AMA,0.6053,2.5448
MACD_Death_Cross + MA200,0.5789,2.5405
MACD_Bullish_Strong + MA20,0.6053,2.5381
MA_Long + Bias_Ratio,0.6053,2.521
MA_Long + DMA_Golden_Cross,0.6053,2.521
MA_Long + ATR_20,0.6053,2.521
MA_Long + MA20,0.6053,2.521
MA_Long + DMA,0.6053,2.521
MA_Long + AMA,0.6053,2.521
MA_Long + V_MA20,0.6053,2.521
MA_Long + MA_60,0.6053,2.521
MA_Long + DMA_Death_Cross,0.6053,2.521
MA_Long + DMA_Diff,0.6053,2.521
MA_Long + DMA_Momentum_Up,0.6053,2.521
MA_Long + MA200,0.6053,2.521
MA_Long + DMA_Bullish,0.6053,2.521
MA_Long + High_120,0.6053,2.521
Bullish_Align + ATR_20,0.6316,2.5183
ADX + DMA_Bullish,0.5526,2.5058
ADX + V_MA20,0.5526,2.5058
ADX + Bias_Ratio,0.5526,2.5058
ADX + MA20,0.5526,2.5058
ADX + High_120,0.5526,2.5058
ADX + MA200,0.5526,2.5058
ADX + DMA_Momentum_Up,0.5526,2.5058
ADX + DMA_Diff,0.5526,2.5058
ADX + DMA_Golden_Cross,0.5526,2.5058
ADX + DMA_Death_Cross,0.5526,2.5058
ADX + AMA,0.5526,2.5058
ADX + DMA,0.5526,2.5058
ADX + MA_Short,0.5526,2.5058
ADX + Golden_Cross,0.5526,2.5058
ADX + ATR_20,0.5526,2.5058
ADX + Bias_Divergence,0.5526,2.5058
ADX + Strong_Trend,0.5526,2.5058
ADX + MA_60,0.5526,2.5058
ADX + MA_Long,0.5526,2.5058
ADX + Short_Term_Rebound,0.5526,2.5058
ADX + Vol_Ratio,0.5526,2.5058
ADX + BIAS_20,0.5526,2.5058
ADX + Bullish_Align,0.5526,2.5058
ADX + BIAS_6,0.5526,2.5058
ADX + BIAS_Short_Col,0.5526,2.5058
ADX + ADX_5,0.5526,2.5058
ADX + Vol_Spike,0.5526,2.5058
ADX + Vol_MA6,0.5526,2.5058
MACD_Bearish_Strong + DMA_Bullish,0.6053,2.5056
Strong_Trend + High_120,0.6053,2.4963
MACD_Bearish_Strong + AMA,0.5789,2.4938
MACD_Momentum_Up + MA_Long,0.5526,2.4893
Golden_Cross + MA_Short,0.6316,2.4869
MACD_Momentum_Up + KDJ_D,0.6053,2.4731
MACD_Bullish_Strong + Strong_Trend,0.5789,2.4675
MACD_Bullish_Strong + Bias_Ratio,0.5789,2.4587
MACD_Death_Cross + DMA_Diff,0.6316,2.451
MACD_Death_Cross + High_120,0.6316,2.4495
Vol_Spike + DMA_Diff,0.5526,2.4483
MACD_Bearish_Zone + SMA,0.6316,2.4471
Golden_Cross + ATR_20,0.6579,2.4425
EMA_5 + Bullish_Align,0.6053,2.4347
EMA_5 + +DI,0.6053,2.4347
EMA_5 + Short_Term_Rebound,0.6053,2.4347
EMA_5 + BIAS_20,0.6053,2.4347
EMA_5 + BIAS_6,0.6053,2.4347
EMA_5 + BIAS_Short_Col,0.6053,2.4347
EMA_5 + Vol_Spike,0.6053,2.4347
EMA_5 + Vol_Ratio,0.6053,2.4347
EMA_5 + Vol_MA6,0.6053,2.4347
EMA_5 + ADX_5,0.6053,2.4347
EMA_5 + ADX,0.6053,2.4347
EMA_5 + -DI,0.6053,2.4347
EMA_5 + Upper_Band,0.6053,2.4347
EMA_5 + CCI,0.6053,2.4347
EMA_5 + OBV_MA,0.6053,2.4347
EMA_5 + OBV,0.6053,2.4347
EMA_5 + KDJ_J,0.6053,2.4347
EMA_5 + KDJ_D,0.6053,2.4347
EMA_5 + KDJ_K,0.6053,2.4347
EMA_5 + Williams,0.6053,2.4347
EMA_5 + BOLL,0.6053,2.4347
EMA_5 + Lower_Band,0.6053,2.4347
EMA_5 + SMA,0.6053,2.4347
EMA_5 + RSI,0.6053,2.4347
EMA_5 + Bias_Divergence,0.6053,2.4347
EMA_5 + Strong_Trend,0.6053,2.4347
SMMA_5 + MACD_Golden_Cross,0.6053,2.4347
EMA_5 + Golden_Cross,0.6053,2.4347
EMA_5 + V_MA20,0.6053,2.4347
SMMA_5 + MACD_Death_Cross,0.6053,2.4347
SMMA_5 + ATR_20,0.6053,2.4347
SMMA_5 + MA_60,0.6053,2.4347
SMMA_5 + V_MA20,0.6053,2.4347
SMMA_5 + Bias_Ratio,0.6053,2.4347
SMMA_5 + MA20,0.6053,2.4347
SMMA_5 + High_120,0.6053,2.4347
SMMA_5 + MA200,0.6053,2.4347
SMMA_5 + DMA_Momentum_Up,0.6053,2.4347
EMA_5 + ATR_20,0.6053,2.4347
EMA_5 + MA_60,0.6053,2.4347
EMA_5 + Bias_Ratio,0.6053,2.4347
EMA_5 + MA_Short,0.6053,2.4347
EMA_5 + MA20,0.6053,2.4347
EMA_5 + High_120,0.6053,2.4347
EMA_5 + MA200,0.6053,2.4347
EMA_5 + DMA_Momentum_Up,0.6053,2.4347
EMA_5 + DMA_Diff,0.6053,2.4347
EMA_5 + DMA_Bullish,0.6053,2.4347
EMA_5 + DMA_Death_Cross,0.6053,2.4347
EMA_5 + DMA_Golden_Cross,0.6053,2.4347
EMA_5 + AMA,0.6053,2.4347
EMA_5 + DMA,0.6053,2.4347
EMA_5 + MA_Long,0.6053,2.4347
EMA_5 + MACD_Momentum_Ratio,0.6053,2.4347
EMA_5 + MACD_Bearish_Strong,0.6053,2.4347
EMA_5 + MACD_Bullish_Strong,0.6053,2.4347
SMMA_5 + BIAS_Short_Col,0.6053,2.4347
SMMA_5 + MACD_Momentum_Up,0.6053,2.4347
SMMA_5 + MACD_Momentum_Down,0.6053,2.4347
SMMA_5 + MACD_Bullish_Strong,0.6053,2.4347
SMMA_5 + MACD_Bearish_Strong,0.6053,2.4347
SMMA_5 + MACD_Momentum_Ratio,0.6053,2.4347
SMMA_5 + RSI,0.6053,2.4347
SMMA_5 + SMA,0.6053,2.4347
SMMA_5 + Upper_Band,0.6053,2.4347
SMMA_5 + Lower_Band,0.6053,2.4347
SMMA_5 + BOLL,0.6053,2.4347
SMMA_5 + Williams,0.6053,2.4347
SMMA_5 + KDJ_K,0.6053,2.4347
SMMA_5 + KDJ_D,0.6053,2.4347
SMMA_5 + KDJ_J,0.6053,2.4347
SMMA_5 + OBV,0.6053,2.4347
SMMA_5 + OBV_MA,0.6053,2.4347
SMMA_5 + CCI,0.6053,2.4347
SMMA_5 + +DI,0.6053,2.4347
SMMA_5 + -DI,0.6053,2.4347
EMA_5 + MACD_Momentum_Down,0.6053,2.4347
SMMA_5 + ADX_5,0.6053,2.4347
SMMA_5 + Vol_MA6,0.6053,2.4347
SMMA_5 + Vol_Ratio,0.6053,2.4347
SMMA_5 + MA_10,0.6053,2.4347
SMMA_5 + EMA_10,0.6053,2.4347
SMMA_5 + WMA_10,0.6053,2.4347
SMMA_5 + SMMA_20,0.6053,2.4347
SMMA_5 + MACD_Bullish_Zone,0.6053,2.4347
SMMA_5 + MACD_Bearish_Zone,0.6053,2.4347
SMMA_5 + MACD_Diff,0.6053,2.4347
SMMA_5 + MACD_OSC,0.6053,2.4347
SMMA_5 + MACD_Hist,0.6053,2.4347
SMMA_5 + MACD_Signal,0.6053,2.4347
SMMA_5 + MACD,0.6053,2.4347
SMMA_5 + DEA,0.6053,2.4347
SMMA_5 + DIF,0.6053,2.4347
SMMA_5 + WMA_6,0.6053,2.4347
SMMA_5 + KAMA_20,0.6053,2.4347
SMMA_5 + SMA_10,0.6053,2.4347
SMMA_5 + DEMA_20,0.6053,2.4347
SMMA_5 + HMA_20,0.6053,2.4347
SMMA_5 + SMA_20,0.6053,2.4347
SMMA_5 + WMA_20,0.6053,2.4347
SMMA_5 + EMA_20,0.6053,2.4347
SMMA_5 + MA_20,0.6053,2.4347
SMMA_5 + SMMA_10,0.6053,2.4347
SMMA_5 + KAMA_10,0.6053,2.4347
SMMA_5 + DEMA_10,0.6053,2.4347
SMMA_5 + HMA_10,0.6053,2.4347
SMMA_5 + Vol_Spike,0.6053,2.4347
SMMA_5 + ADX,0.6053,2.4347
SMMA_5 + BIAS_6,0.6053,2.4347
EMA_5 + DEMA_20,0.6053,2.4347
EMA_5 + HMA_10,0.6053,2.4347
EMA_5 + DEMA_10,0.6053,2.4347
EMA_5 + KAMA_10,0.6053,2.4347
SMMA_5 + BIAS_20,0.6053,2.4347
EMA_5 + SMMA_10,0.6053,2.4347
EMA_5 + MA_20,0.6053,2.4347
EMA_5 + EMA_20,0.6053,2.4347
EMA_5 + WMA_20,0.6053,2.4347
EMA_5 + SMA_20,0.6053,2.4347
EMA_5 + HMA_20,0.6053,2.4347
EMA_5 + KAMA_20,0.6053,2.4347
EMA_5 + MACD_Bullish_Zone,0.6053,2.4347
EMA_5 + SMMA_20,0.6053,2.4347
EMA_5 + WMA_6,0.6053,2.4347
EMA_5 + DIF,0.6053,2.4347
EMA_5 + DEA,0.6053,2.4347
EMA_5 + MACD,0.6053,2.4347
EMA_5 + MACD_Signal,0.6053,2.4347
EMA_5 + MACD_Hist,0.6053,2.4347
EMA_5 + MACD_OSC,0.6053,2.4347
EMA_5 + MACD_Golden_Cross,0.6053,2.4347
EMA_5 + MACD_Bearish_Zone,0.6053,2.4347
EMA_5 + SMA_10,0.6053,2.4347
EMA_5 + MACD_Diff,0.6053,2.4347
EMA_5 + WMA_10,0.6053,2.4347
EMA_5 + EMA_10,0.6053,2.4347
EMA_5 + MACD_Momentum_Up,0.6053,2.4347
SMMA_5 + Bullish_Align,0.6053,2.4347
SMMA_5 + Short_Term_Rebound,0.6053,2.4347
SMMA_5 + Strong_Trend,0.6053,2.4347
SMMA_5 + Bias_Divergence,0.6053,2.4347
SMMA_5 + Golden_Cross,0.6053,2.4347
SMMA_5 + MA_Short,0.6053,2.4347
SMMA_5 + MA_Long,0.6053,2.4347
SMMA_5 + DMA,0.6053,2.4347
SMMA_5 + AMA,0.6053,2.4347
SMMA_5 + DMA_Golden_Cross,0.6053,2.4347
SMMA_5 + DMA_Death_Cross,0.6053,2.4347
SMMA_5 + DMA_Bullish,0.6053,2.4347
SMMA_5 + DMA_Diff,0.6053,2.4347
EMA_5 + WMA_5,0.6053,2.4347
EMA_5 + SMA_5,0.6053,2.4347
EMA_5 + HMA_5,0.6053,2.4347
EMA_5 + DEMA_5,0.6053,2.4347
EMA_5 + KAMA_5,0.6053,2.4347
EMA_5 + SMMA_5,0.6053,2.4347
EMA_5 + MA_10,0.6053,2.4347
EMA_5 + MACD_Death_Cross,0.6053,2.4347
Bullish_Align + MA_60,0.5789,2.4332
MACD_Bearish_Zone + AMA,0.5789,2.4259
Strong_Trend + MA_Long,0.5526,2.4226
MACD_Momentum_Down + MACD_Bearish_Strong,0.6053,2.4226
MACD_Golden_Cross + DMA_Bullish,0.5789,2.4199
WMA_5 + DMA_Diff,0.5789,2.4085
WMA_5 + ATR_20,0.5789,2.4085
WMA_5 + MA_60,0.5789,2.4085
WMA_5 + V_MA20,0.5789,2.4085
WMA_5 + Bias_Ratio,0.5789,2.4085
WMA_5 + MA20,0.5789,2.4085
WMA_5 + High_120,0.5789,2.4085
WMA_5 + MA200,0.5789,2.4085
WMA_5 + DMA_Momentum_Up,0.5789,2.4085
WMA_5 + SMMA_10,0.5789,2.4085
WMA_5 + DMA_Bullish,0.5789,2.4085
WMA_5 + SMA,0.5789,2.4085
WMA_5 + WMA_6,0.5789,2.4085
WMA_5 + DIF,0.5789,2.4085
WMA_5 + DEA,0.5789,2.4085
WMA_5 + MACD,0.5789,2.4085
WMA_5 + MACD_Signal,0.5789,2.4085
WMA_5 + MACD_Hist,0.5789,2.4085
WMA_5 + MACD_OSC,0.5789,2.4085
WMA_5 + MACD_Golden_Cross,0.5789,2.4085
WMA_5 + MACD_Death_Cross,0.5789,2.4085
WMA_5 + MACD_Bullish_Zone,0.5789,2.4085
WMA_5 + MACD_Bearish_Zone,0.5789,2.4085
WMA_5 + MACD_Diff,0.5789,2.4085
WMA_5 + MACD_Momentum_Up,0.5789,2.4085
WMA_5 + MACD_Momentum_Down,0.5789,2.4085
WMA_5 + MACD_Bullish_Strong,0.5789,2.4085
WMA_5 + MACD_Bearish_Strong,0.5789,2.4085
WMA_5 + MACD_Momentum_Ratio,0.5789,2.4085
WMA_5 + SMMA_20,0.5789,2.4085
WMA_5 + KAMA_20,0.5789,2.4085
WMA_5 + DEMA_20,0.5789,2.4085
WMA_5 + WMA_10,0.5789,2.4085
WMA_5 + DMA_Death_Cross,0.5789,2.4085
WMA_5 + HMA_5,0.5789,2.4085
WMA_5 + DEMA_5,0.5789,2.4085
WMA_5 + KAMA_5,0.5789,2.4085
WMA_5 + SMMA_5,0.5789,2.4085
WMA_5 + MA_10,0.5789,2.4085
WMA_5 + EMA_10,0.5789,2.4085
WMA_5 + SMA_10,0.5789,2.4085
WMA_5 + HMA_20,0.5789,2.4085
WMA_5 + HMA_10,0.5789,2.4085
WMA_5 + DEMA_10,0.5789,2.4085
WMA_5 + KAMA_10,0.5789,2.4085
WMA_5 + MA_20,0.5789,2.4085
WMA_5 + EMA_20,0.5789,2.4085
WMA_5 + WMA_20,0.5789,2.4085
WMA_5 + SMA_20,0.5789,2.4085
WMA_5 + RSI,0.5789,2.4085
WMA_5 + SMA_5,0.5789,2.4085
WMA_5 + AMA,0.5789,2.4085
WMA_5 + Vol_Spike,0.5789,2.4085
WMA_5 + Strong_Trend,0.5789,2.4085
WMA_5 + Bias_Divergence,0.5789,2.4085
WMA_5 + Golden_Cross,0.5789,2.4085
WMA_5 + MA_Short,0.5789,2.4085
WMA_5 + MA_Long,0.5789,2.4085
WMA_5 + DMA,0.5789,2.4085
WMA_5 + Vol_Ratio,0.5789,2.4085
WMA_5 + Vol_MA6,0.5789,2.4085
WMA_5 + ADX_5,0.5789,2.4085
WMA_5 + ADX,0.5789,2.4085
WMA_5 + Bullish_Align,0.5789,2.4085
WMA_5 + BIAS_Short_Col,0.5789,2.4085
WMA_5 + -DI,0.5789,2.4085
WMA_5 + BIAS_6,0.5789,2.4085
WMA_5 + +DI,0.5789,2.4085
WMA_5 + CCI,0.5789,2.4085
WMA_5 + KDJ_K,0.5789,2.4085
WMA_5 + Upper_Band,0.5789,2.4085
WMA_5 + DMA_Golden_Cross,0.5789,2.4085
WMA_5 + Lower_Band,0.5789,2.4085
WMA_5 + BOLL,0.5789,2.4085
WMA_5 + Williams,0.5789,2.4085
WMA_5 + KDJ_D,0.5789,2.4085
WMA_5 + BIAS_20,0.5789,2.4085
WMA_5 + KDJ_J,0.5789,2.4085
WMA_5 + OBV,0.5789,2.4085
WMA_5 + OBV_MA,0.5789,2.4085
WMA_5 + Short_Term_Rebound,0.5789,2.4085
MACD_Momentum_Up + MACD_Momentum_Ratio,0.5526,2.4022
Short_Term_Rebound + MA_Short,0.5789,2.4002
Short_Term_Rebound + DMA_Diff,0.5526,2.3988
ADX_5 + BIAS_20,0.5526,2.3937
ADX_5 + ATR_20,0.5526,2.3937
ADX_5 + BIAS_6,0.5526,2.3937
ADX_5 + Short_Term_Rebound,0.5526,2.3937
ADX_5 + BIAS_Short_Col,0.5526,2.3937
ADX_5 + Vol_Spike,0.5526,2.3937
ADX_5 + Vol_Ratio,0.5526,2.3937
ADX_5 + Vol_MA6,0.5526,2.3937
ADX_5 + Bullish_Align,0.5526,2.3937
ADX_5 + Golden_Cross,0.5526,2.3937
ADX_5 + Strong_Trend,0.5526,2.3937
ADX_5 + DMA_Diff,0.5526,2.3937
ADX_5 + MA_60,0.5526,2.3937
ADX_5 + Bias_Divergence,0.5526,2.3937
ADX_5 + Bias_Ratio,0.5526,2.3937
ADX_5 + MA20,0.5526,2.3937
ADX_5 + High_120,0.5526,2.3937
ADX_5 + MA200,0.5526,2.3937
ADX_5 + DMA_Momentum_Up,0.5526,2.3937
ADX_5 + V_MA20,0.5526,2.3937
ADX_5 + MA_Short,0.5526,2.3937
ADX_5 + MA_Long,0.5526,2.3937
ADX_5 + DMA_Bullish,0.5526,2.3937
ADX_5 + DMA_Death_Cross,0.5526,2.3937
ADX_5 + DMA_Golden_Cross,0.5526,2.3937
ADX_5 + AMA,0.5526,2.3937
ADX_5 + DMA,0.5526,2.3937
MACD_Momentum_Up + Lower_Band,0.6053,2.3875
Bullish_Align + DMA_Death_Cross,0.5526,2.3712
MACD_Bullish_Zone + High_120,0.6316,2.3645
MACD_Bearish_Strong + Strong_Trend,0.5789,2.3574
MACD_Momentum_Down + V_MA20,0.6053,2.3519
KDJ_J + DMA_Momentum_Up,0.5526,2.3484
KDJ_J + DMA,0.5526,2.3484
KDJ_J + AMA,0.5526,2.3484
KDJ_J + DMA_Golden_Cross,0.5526,2.3484
KDJ_J + DMA_Death_Cross,0.5526,2.3484
KDJ_J + DMA_Bullish,0.5526,2.3484
KDJ_J + DMA_Diff,0.5526,2.3484
KDJ_J + V_MA20,0.5526,2.3484
KDJ_J + MA200,0.5526,2.3484
KDJ_J + High_120,0.5526,2.3484
KDJ_J + MA20,0.5526,2.3484
KDJ_J + Bias_Ratio,0.5526,2.3484
KDJ_J + MA_60,0.5526,2.3484
KDJ_J + ATR_20,0.5526,2.3484
KDJ_J + MA_Short,0.5526,2.3484
KDJ_J + MA_Long,0.5526,2.3484
KDJ_J + Bullish_Align,0.5526,2.3484
KDJ_J + Golden_Cross,0.5526,2.3484
KDJ_J + Vol_MA6,0.5526,2.3484
KDJ_J + OBV,0.5526,2.3484
KDJ_J + Bias_Divergence,0.5526,2.3484
KDJ_J + OBV_MA,0.5526,2.3484
KDJ_J + CCI,0.5526,2.3484
KDJ_J + +DI,0.5526,2.3484
KDJ_J + -DI,0.5526,2.3484
KDJ_J + ADX,0.5526,2.3484
KDJ_J + ADX_5,0.5526,2.3484
KDJ_J + Vol_Ratio,0.5526,2.3484
KDJ_J + Vol_Spike,0.5526,2.3484
KDJ_J + BIAS_Short_Col,0.5526,2.3484
KDJ_J + BIAS_6,0.5526,2.3484
KDJ_J + BIAS_20,0.5526,2.3484
KDJ_J + Short_Term_Rebound,0.5526,2.3484
KDJ_J + Strong_Trend,0.5526,2.3484
MACD_Golden_Cross + AMA,0.5789,2.3409
DMA_Bullish + V_MA20,0.6053,2.335
MACD_Momentum_Down + DMA_Bullish,0.5789,2.3343
DMA_Momentum_Up + ATR_20,0.5526,2.3338
MACD_Bearish_Zone + BIAS_Short_Col,0.6053,2.3286
MACD_Momentum_Down + Bias_Ratio,0.6053,2.325
MACD_Momentum_Up + DMA_Momentum_Up,0.6053,2.3212
MACD_Bearish_Zone + Short_Term_Rebound,0.5526,2.3146
MACD_Bullish_Zone + DMA_Golden_Cross,0.6579,2.3136
MACD_Bullish_Strong + Vol_MA6,0.5526,2.3135
MACD_Bullish_Zone + Bullish_Align,0.5526,2.2997
Strong_Trend + MA_Short,0.6053,2.2936
MACD_Momentum_Down + KDJ_D,0.6316,2.292
MACD_Momentum_Down + BOLL,0.5526,2.2882
MACD_Bullish_Strong + ADX,0.5526,2.2862
MACD_Momentum_Up + BOLL,0.6053,2.2857
MA200 + High_120,0.5526,2.2707
MA200 + MA20,0.5526,2.2707
MA200 + MA_60,0.5526,2.2707
