advice,om,expansion,date,name,gm,prev_eps_yoy,est_price,symbol,status,prev_year,rev_yoy,prev_eps,prev_rev_yoy,eps,pe,eps_yoy,price
⚪ 中性觀察,12.43%,-127.81999999999996,2026-03,捷流閥業,31.57%,-42.92,195.6,4580.TWO,⚠️ 獲利稀釋,2025,298.59,5.03,-5.55,1.76,6.24233140536043,170.77,81.4000015259
❌ 暫避觀望,17.75%,-127.85000000000001,2026-03,前鼎,46.40%,-29.79,75.3,4908.TWO,⚠️ 獲利稀釋,2025,129.18,1.98,-12.98,0.76,44.322709163346616,1.33,222.5
⚪ 中性觀察,29.92%,-128.04,2026-03,嘉澤,51.54%,-15.21,2491.8,3533.TW,🏰 高護城河,2025,133.38,70.17,12.28,21.37,10.504454611124489,5.34,1745.0
⚪ 中性觀察,N/A,-128.85,2026-03,耕興,N/A,-14.93,405.75,6146.TWO,⚠️ 獲利稀釋,2025,133.06,10.77,-1.34,2.97,6.635859519408503,4.21,179.5
⚪ 中性觀察,N/A,-129.17000000000002,2026-03,寶雅,N/A,10.48,1085.5500000000002,5904.TWO,⚠️ 獲利稀釋,2025,153.5,29.54,7.16,9.3,0.9769240976675416,24.33,70.6999969482
⚪ 中性觀察,N/A,-129.32000000000002,2026-03,創為精密,N/A,7.23,130.65,6899.TWO,⚠️ 獲利稀釋,2025,133.24,3.59,27.05,1.08,5.763490328691159,3.92,50.2000007629
⚪ 中性觀察,23.50%,-130.9,2026-03,友霖,60.10%,79.17,28.35,4166.TWO,🏰 高護城河,2025,100.47,0.9,14.52,0.16,12.83068783068783,-30.43,24.25
❌ 暫避觀望,N/A,-131.37,2026-03,新代,N/A,51.69,1357.5,7750.TW,⚠️ 獲利稀釋,2025,234.77,35.12,29.17,15.38,21.49171270718232,103.4,1945.0
⚪ 中性觀察,N/A,-132.45,2026-03,詮欣,N/A,-25.66,71.55,6205.TW,📉 獲利侵蝕,2025,86.74,2.0,-3.02,0.38,13.731656184486374,-45.71,65.5
❌ 暫避觀望,N/A,-132.72000000000003,2026-03,立積,N/A,56.47,68.55000000000001,4968.TW,⚠️ 獲利稀釋,2025,239.86,2.66,2.24,0.58,20.328227905010937,107.14,92.9000015259
⚪ 中性觀察,N/A,-133.04999999999998,2026-03,同亨,N/A,382.35,67.64999999999999,5490.TWO,📉 獲利侵蝕,2025,127.49,1.69,12.01,0.7,5.65410199556541,-5.56,25.5
❌ 暫避觀望,17.47%,-133.55,2026-03,家登,43.28%,-22.51,282.3,3680.TWO,⚠️ 獲利稀釋,2025,149.46,9.43,12.26,2.55,28.586609989373006,15.91,538.0
⚪ 中性觀察,9.02%,-133.64,2026-03,寶陞,48.05%,-2.28,77.25,2948.TWO,⚠️ 獲利稀釋,2025,136.2,2.14,1.84,0.4,7.116505150660194,2.56,36.6500015259
❌ 暫避觀望,29.56%,-134.24,2026-03,弘塑,42.10%,56.98,1553.55,3131.TWO,⚠️ 獲利稀釋,2025,215.25,45.48,59.93,16.11,23.269286472916868,81.01,2410.0
⚪ 中性觀察,N/A,-134.56,2026-03,台南-KY,N/A,-41.32,42.45,5906.TW,📉 獲利侵蝕,2025,64.29,0.98,-7.04,0.11,14.204947266042401,-70.27,40.2000007629
⚪ 中性觀察,N/A,-135.08,2026-03,大城地產,N/A,-33.33,158.10000000000002,6171.TWO,⚠️ 獲利稀釋,2025,301.75,3.82,-35.35,0.08,2.5047437968216317,166.67,26.3999996185
❌ 暫避觀望,7.58%,-136.5,2026-03,耀登,41.30%,-51.49,15.3,3138.TW,⚠️ 獲利稀釋,2025,226.98,1.5,2.05,-0.02,98.0392156862745,90.48,100.0
⚪ 中性觀察,N/A,-136.71,2026-03,尚凡*,N/A,56.72,38.849999999999994,5278.TWO,📉 獲利侵蝕,2025,115.09,1.05,18.28,0.29,9.343629638185329,-21.62,24.2000007629
⚪ 中性觀察,N/A,-136.76,2026-03,富致,N/A,-27.37,93.15,6642.TWO,📉 獲利侵蝕,2025,124.86,2.6,3.61,0.74,12.689211441513688,-11.9,78.8000030518
⚪ 中性觀察,-7.54%,-136.98000000000002,2026-03,加捷生醫,24.70%,-80.37,13.35,4109.TWO,⚠️ 獲利稀釋,2025,182.43,0.43,-9.62,0.15,12.471910541011235,45.45,11.1000003815
⚪ 數據不足,N/A,-137.41,2026-03,鑫創電子,N/A,-106.78,-35.849999999999994,6680.TWO,🔄 轉虧為盈,2025,237.41,-0.29,-15.41,0.08,0.0,100.0,55.0
⚪ 數據不足,18.07%,-137.46,2026-03,東陽,33.68%,-13.11,0.0,1319.TW,📉 獲利侵蝕,2025,102.78,6.43,-1.96,1.62,0.0,-34.68,0.0
❌ 暫避觀望,N/A,-137.54000000000002,2026-03,保勝光學,N/A,-55.59,45.3,6517.TWO,📉 獲利侵蝕,2025,102.54,1.63,-1.73,0.52,21.25827713516556,-35.0,64.1999969482
⚪ 數據不足,-7.01%,-137.61,2026-03,農林,40.70%,31.82,-5.7,2913.TW,📉 獲利侵蝕,2025,137.61,-0.15,9.13,-0.04,0.0,0.0,11.0500001907
⚪ 中性觀察,N/A,-137.88,2026-03,可寧衛*,N/A,-87.79,299.54999999999995,8422.TW,📉 獲利侵蝕,2025,43.67,1.29,-7.53,0.21,1.2869304337956937,-94.21,25.7000007629
⚪ 中性觀察,N/A,-138.13,2026-03,飛捷,N/A,-0.43,277.65000000000003,6206.TW,⚠️ 獲利稀釋,2025,148.7,6.9,9.26,2.51,7.590491626148028,10.57,140.5
⚪ 中性觀察,N/A,-138.3,2026-03,瑞耘,N/A,81.39,175.2,6532.TWO,📉 獲利侵蝕,2025,103.42,7.31,-6.21,0.84,8.433219178082192,-34.88,98.5
⚪ 數據不足,N/A,-138.5,2026-03,蒙恬,N/A,34.19,-33.3,5211.TWO,⚠️ 獲利稀釋,2025,174.21,-0.77,34.16,-0.18,0.0,35.71,20.2000007629
⚪ 中性觀察,1.28%,-138.67999999999998,2026-03,鼎天,25.80%,-33.45,83.55000000000001,3306.TWO,⚠️ 獲利稀釋,2025,312.01,1.95,10.49,0.11,8.096947661418312,173.33,45.0999984741
⚪ 中性觀察,N/A,-138.73,2026-03,博大,N/A,-4.63,223.8,8109.TWO,⚠️ 獲利稀釋,2025,148.79,6.18,15.04,1.75,8.780160857908847,10.06,131.0
❌ 暫避觀望,-3.56%,-139.09000000000003,2026-03,東和,15.75%,-19.23,5.8500000000000005,1414.TW,⚠️ 獲利稀釋,2025,539.09,0.19,-10.66,0.06,44.10256605871795,400.0,17.2000007629
⚪ 中性觀察,N/A,-139.35,2026-03,君曜,N/A,-47.4,78.0,7770.TWO,📉 獲利侵蝕,2025,51.4,3.0,12.79,0.1,7.673077216519231,-87.95,39.9000015259
⚪ 中性觀察,N/A,-139.45,2026-03,中華資安,N/A,2.97,440.70000000000005,7765.TW,⚠️ 獲利稀釋,2025,142.19,11.47,3.64,3.38,8.20285908781484,2.74,241.0
⚪ 中性觀察,11.73%,-139.69,2026-03,生合,49.97%,-6.08,193.95,1295.TWO,📉 獲利侵蝕,2025,70.64,5.29,4.97,0.39,3.460943542150039,-69.05,44.75
⚪ 數據不足,N/A,-140.07,2026-03,迅杰,N/A,-147.27,-18.6,6243.TW,📉 獲利侵蝕,2025,30.39,-0.52,-12.93,-0.03,0.0,-109.68,37.5
⚪ 中性觀察,12.30%,-140.25,2026-03,君帆,34.23%,-4.72,134.39999999999998,4584.TWO,📉 獲利侵蝕,2025,108.67,3.43,-1.51,0.91,4.185267857142858,-31.58,37.5
⚪ 中性觀察,N/A,-140.68,2026-03,瓦城,N/A,-24.75,290.85,2729.TWO,📉 獲利侵蝕,2025,104.46,6.76,0.46,1.64,8.200103145951521,-36.22,159.0
❌ 暫避觀望,2.86%,-141.57,2026-03,智原,42.16%,-29.75,99.74999999999999,3035.TW,📉 獲利侵蝕,2025,71.65,2.81,62.61,0.4,30.526315789473685,-69.92,203.0
❌ 暫避觀望,N/A,-141.77,2026-03,迅德,N/A,-48.05,52.95,6292.TWO,⚠️ 獲利稀釋,2025,244.55,2.0,-3.28,0.73,18.640227493427762,102.78,65.8000030518
⚪ 中性觀察,N/A,-141.78,2026-03,致新,N/A,-0.84,659.1,8081.TW,📉 獲利侵蝕,2025,137.6,17.76,5.0,4.62,5.735093309057805,-4.18,252.0
⚪ 中性觀察,N/A,-141.87,2026-03,明達醫,N/A,15.63,215.7,6527.TWO,📉 獲利侵蝕,2025,133.59,5.8,9.33,1.33,5.215577190542421,-8.28,75.0
⚪ 數據不足,N/A,-141.93,2026-03,益得,N/A,18.35,-88.05,6461.TWO,⚠️ 獲利稀釋,2025,143.49,-2.57,170.31,-0.63,0.0,1.56,24.1499996185
⚪ 中性觀察,N/A,-142.2,2026-03,裕山,N/A,-39.84,127.64999999999999,7715.TWO,📉 獲利侵蝕,2025,89.96,3.09,-27.76,0.64,3.272620491363102,-52.24,27.8500003815
⚪ 中性觀察,31.25%,-142.26,2026-03,亞德客-KY,47.51%,10.18,1583.5500000000002,1590.TW,⚠️ 獲利稀釋,2025,180.17,42.0,11.97,13.35,11.935208866155158,37.91,1260.0
⚪ 數據不足,-58.77%,-142.72,2026-03,正峰,32.24%,6.47,-39.0,1538.TW,📉 獲利侵蝕,2025,51.34,-1.59,1.9,-1.11,0.0,-91.38,8.3000001907
⚪ 數據不足,N/A,-143.05,2026-03,凱鈺,N/A,-246.15,-13.65,5468.TWO,🔄 轉虧為盈,2025,443.05,-0.65,36.88,0.12,0.0,300.0,24.4500007629
⚪ 中性觀察,16.92%,-143.09,2026-03,聯詠,38.19%,-19.62,1029.8999999999999,3034.TW,📉 獲利侵蝕,2025,114.65,26.87,-2.07,6.19,8.112438100786484,-28.44,557.0
❌ 暫避觀望,N/A,-144.31,2026-03,雷虎,N/A,14.0,35.24999999999999,8033.TW,⚠️ 獲利稀釋,2025,185.98,0.58,14.37,0.34,72.1276595744681,41.67,169.5
⚪ 中性觀察,N/A,-144.99,2026-03,譜瑞-KY,N/A,6.64,1293.4499999999998,4966.TWO,📉 獲利侵蝕,2025,125.8,34.51,1.76,6.77,6.749391163168272,-19.19,582.0
❌ 暫避觀望,N/A,-145.23999999999998,2026-03,鴻勁,N/A,110.03,2791.5,7769.TW,⚠️ 獲利稀釋,2025,206.98,75.71,116.34,25.7,33.0736163353036,61.74,6155.0
⚪ 中性觀察,N/A,-145.57999999999998,2026-03,晶達,N/A,-50.22,72.45,4995.TWO,⚠️ 獲利稀釋,2025,237.89,2.25,-7.32,1.01,10.455486542443063,92.31,50.5
❌ 暫避觀望,N/A,-145.98999999999998,2026-03,訊映,N/A,-10.94,11.549999999999999,4155.TW,⚠️ 獲利稀釋,2025,269.52,0.58,-6.81,0.39,19.28571478116883,123.53,14.8500003815
⚪ 中性觀察,14.34%,-146.18,2026-03,味王,33.56%,-23.5,63.3,1203.TW,📉 獲利侵蝕,2025,130.66,1.81,-10.06,0.49,10.272511486753555,-15.52,43.3499984741
⚪ 中性觀察,N/A,-146.45999999999998,2026-03,昶瑞機電,N/A,-50.94,130.35000000000002,7642.TWO,📉 獲利侵蝕,2025,79.57,3.29,-15.67,0.5,7.859609096869965,-66.89,68.3000030518
❌ 暫避觀望,N/A,-147.03,2026-03,捷創科技,N/A,47.62,202.2,7810.TWO,⚠️ 獲利稀釋,2025,177.74,6.25,34.56,1.83,16.802670623145403,30.71,226.5
⚪ 中性觀察,N/A,-147.64000000000001,2026-03,智通*,N/A,-7.07,107.1,8932.TWO,📉 獲利侵蝕,2025,107.87,1.85,51.84,0.53,13.12324887229692,-39.77,93.6999969482
⚪ 中性觀察,N/A,-147.67999999999998,2026-03,聯寶,N/A,-5.93,41.699999999999996,6821.TWO,⚠️ 獲利稀釋,2025,151.01,1.13,2.84,0.32,14.694244055431655,3.33,40.8499984741
❌ 暫避觀望,N/A,-147.81,2026-03,達興材料,N/A,32.55,275.1,5234.TW,⚠️ 獲利稀釋,2025,165.36,7.37,12.43,2.21,16.166848418756818,17.55,296.5
⚪ 中性觀察,N/A,-148.18,2026-03,三能-KY,N/A,-25.47,76.94999999999999,6671.TW,📉 獲利侵蝕,2025,118.45,2.37,-2.1,0.26,4.483430799220274,-29.73,23.0
⚪ 中性觀察,N/A,-148.53,2026-03,時報,N/A,3.23,34.199999999999996,8923.TWO,📉 獲利侵蝕,2025,86.03,0.96,2.69,0.18,8.179824394078949,-62.5,18.6499996185
❌ 暫避觀望,N/A,-148.87,2026-03,駐龍,N/A,-58.85,106.8,4572.TW,📉 獲利侵蝕,2025,119.1,3.0,-23.02,0.92,19.52247191011236,-29.77,139.0
❌ 暫避觀望,31.26%,-149.18,2026-03,健策,41.25%,49.96,1359.6,3653.TW,📉 獲利侵蝕,2025,148.55,36.75,42.0,9.53,64.32038834951456,-0.63,5830.0
⚪ 數據不足,-15.73%,-149.42000000000002,2026-03,為升,23.65%,-148.96,-24.3,2231.TW,🔄 轉虧為盈,2025,106.56,-1.63,-21.77,0.4,0.0,-42.86,92.5
⚪ 數據不足,N/A,-150.01,2026-03,安克,N/A,-10.0,-33.75,4188.TWO,⚠️ 獲利稀釋,2025,166.01,-0.88,-42.69,-0.21,0.0,16.0,13.5
⚪ 數據不足,N/A,-150.05,2026-03,光鼎,N/A,38.64,-9.9,6226.TW,🔄 轉虧為盈,2025,261.16,-0.28,-3.71,0.01,0.0,111.11,44.2000007629
⚪ 中性觀察,N/A,-150.47,2026-03,星亞,N/A,10.39,157.95,7753.TWO,⚠️ 獲利稀釋,2025,159.56,4.22,9.51,1.08,3.404558259648623,9.09,35.8499984741
⚪ 數據不足,23.11%,-150.56,2026-03,國光生,49.56%,1.75,-47.25000000000001,4142.TW,⚠️ 獲利稀釋,2025,167.87,-0.57,-9.99,-0.44,0.0,17.31,17.8500003815
⚪ 中性觀察,N/A,-150.93,2026-03,力智,N/A,198.64,222.3,6719.TW,⚠️ 獲利稀釋,2025,192.82,6.58,23.89,2.1,12.651821862348179,41.89,187.5
❌ 暫避觀望,N/A,-151.18,2026-03,雍智科技,N/A,-12.9,550.4999999999999,6683.TWO,⚠️ 獲利稀釋,2025,216.06,15.42,23.03,6.23,43.32425068119891,64.88,1590.0
⚪ 數據不足,-19.63%,-152.4,2026-03,華義*,44.07%,-192.54,-25.5,3086.TWO,📉 獲利侵蝕,2025,47.85,-0.62,5.99,-0.01,0.0,-104.55,28.7000007629
❌ 暫避觀望,N/A,-152.6,2026-03,穎崴,N/A,40.24,1842.6000000000001,6515.TW,⚠️ 獲利稀釋,2025,166.0,46.93,35.51,19.54,46.93096711169,13.4,5765.0
⚪ 中性觀察,N/A,-152.6,2026-03,辣椒,N/A,131.69,144.9,4946.TWO,📉 獲利侵蝕,2025,69.99,3.14,786.25,0.41,9.844720338933747,-82.61,95.0999984741
⚪ 中性觀察,N/A,-152.73000000000002,2026-03,奕力-KY,N/A,-39.39,120.60000000000001,6962.TW,📉 獲利侵蝕,2025,83.05,2.87,-15.03,0.58,3.9676616440920394,-69.68,31.8999996185
⚪ 中性觀察,5.94%,-152.76,2026-03,聯發國際,49.60%,61.83,125.39999999999999,2756.TWO,📉 獲利侵蝕,2025,148.91,3.93,69.66,0.51,7.476076555023924,-3.85,62.5
❌ 暫避觀望,-0.86%,-153.12,2026-03,類比科,38.12%,-33.77,29.250000000000004,3438.TWO,📉 獲利侵蝕,2025,125.85,1.0,4.92,0.24,31.846153063641022,-27.27,62.0999984741
⚪ 中性觀察,N/A,-153.44,2026-03,鼎基,N/A,-45.5,210.0,6585.TW,📉 獲利侵蝕,2025,124.98,5.64,-13.21,1.86,7.535714285714286,-28.46,105.5
❌ 暫避觀望,-362.94%,-153.53,2026-03,聯德,23.48%,-32.0,7.95,3308.TW,📉 獲利侵蝕,2025,55.25,0.68,-88.36,0.01,40.754717700943395,-98.28,21.6000003815
⚪ 中性觀察,22.47%,-153.63,2026-03,海悅,34.04%,-51.27,208.2,2348.TW,📉 獲利侵蝕,2025,60.26,6.85,-27.63,0.16,5.2233429394812685,-93.37,72.5
⚪ 中性觀察,N/A,-154.0,2026-03,耿鼎,N/A,-45.98,68.7,1524.TW,📉 獲利侵蝕,2025,108.08,1.95,-12.78,0.53,5.698690039628821,-45.92,26.1000003815
⚪ 數據不足,41.07%,-154.59,2026-03,台航,46.23%,3.25,0.0,2617.TW,⚠️ 獲利稀釋,2025,177.0,3.18,-2.28,0.71,0.0,22.41,0.0
⚪ 數據不足,-12.95%,-154.6,2026-03,笙泉,34.82%,-22.38,-67.95,3122.TWO,⚠️ 獲利稀釋,2025,199.88,-1.75,-11.1,-0.29,0.0,45.28,23.8500003815
⚪ 數據不足,N/A,-154.78,2026-03,芯鼎,N/A,-355.0,-87.9,6695.TW,⚠️ 獲利稀釋,2025,159.07,-1.83,10.49,-0.68,0.0,4.29,50.2999992371
❌ 暫避觀望,27.57%,-154.98,2026-03,昇達科,58.57%,-12.03,290.7,3491.TWO,🏰 高護城河,2025,225.35,7.83,5.02,3.68,76.36738906088752,70.37,1480.0
⚪ 中性觀察,N/A,-155.0,2026-03,捷波,N/A,-20.23,100.05,6161.TWO,⚠️ 獲利稀釋,2025,200.61,2.72,12.38,0.83,7.27136431784108,45.61,48.5
⚪ 中性觀察,N/A,-155.49,2026-03,鐿鈦,N/A,-5.16,179.25000000000003,4163.TWO,📉 獲利侵蝕,2025,132.18,5.13,1.22,1.29,11.12970711297071,-23.31,133.0
⚪ 中性觀察,N/A,-155.52999999999997,2026-03,穩得,N/A,2.89,269.25,6761.TWO,📉 獲利侵蝕,2025,140.64,7.34,-2.32,1.6,9.192200557103064,-14.89,165.0
❌ 暫避觀望,11.18%,-155.94,2026-03,港建*,40.97%,15.09,44.849999999999994,3093.TWO,📉 獲利侵蝕,2025,74.54,1.22,38.76,0.08,15.150501417090304,-81.4,45.2999992371
⚪ 中性觀察,N/A,-156.84,2026-03,聰泰,N/A,-22.13,185.7,5474.TWO,📉 獲利侵蝕,2025,115.66,5.49,22.92,0.6,13.408723747980615,-41.18,166.0
⚪ 中性觀察,N/A,-156.91000000000003,2026-03,久禾光,N/A,11.33,229.95000000000002,6498.TWO,⚠️ 獲利稀釋,2025,173.58,6.51,19.77,1.75,4.383561444761904,16.67,67.1999969482
⚪ 中性觀察,N/A,-157.4,2026-03,欣天然,N/A,-28.18,65.4,9918.TW,⚠️ 獲利稀釋,2025,174.38,1.61,2.96,0.63,9.862385321100916,16.98,43.0
⚪ 數據不足,N/A,-157.79,2026-03,志旭,N/A,16.9,-29.85,8067.TWO,📉 獲利侵蝕,2025,57.79,-0.59,-2.17,-0.62,0.0,-100.0,11.5500001907
⚪ 數據不足,N/A,-158.26999999999998,2026-03,笙科,N/A,-1377.78,-50.4,5272.TWO,📉 獲利侵蝕,2025,68.27,-1.33,2.86,-0.57,0.0,-90.0,17.1499996185
❌ 暫避觀望,-2.71%,-158.51,2026-03,憶聲,24.73%,-57.58,13.800000000000002,3024.TW,📉 獲利侵蝕,2025,68.51,0.28,-31.39,0.02,15.706521531847823,-90.0,14.4499998093
❌ 暫避觀望,N/A,-158.55,2026-03,泰霖,N/A,139.29,9.0,8080.TWO,📉 獲利侵蝕,2025,76.73,0.12,22.38,0.02,46.91666603083333,-81.82,28.1499996185
⚪ 中性觀察,N/A,-159.02,2026-03,三集瑞-KY,N/A,-19.59,277.65,6862.TW,📉 獲利侵蝕,2025,90.37,8.29,2.98,1.0,7.4824419232847115,-68.65,138.5
⚪ 數據不足,-18.87%,-159.39000000000001,2026-03,中天,42.56%,31.02,-58.650000000000006,4128.TWO,⚠️ 獲利稀釋,2025,185.58,-1.29,9.94,-0.31,0.0,26.19,14.6499996185
⚪ 中性觀察,N/A,-159.41,2026-03,力領科技,N/A,-14.17,419.85,6996.TWO,⚠️ 獲利稀釋,2025,195.54,12.15,-9.4,3.27,6.037870668095748,36.13,169.0
⚪ 中性觀察,17.09%,-159.61,2026-03,倉佑,34.44%,-13.92,49.35,1568.TW,📉 獲利侵蝕,2025,155.84,1.36,0.3,0.51,9.30091197006079,-3.77,30.6000003815
⚪ 數據不足,N/A,-161.35,2026-03,驊訊,N/A,-462.96,-67.2,6237.TWO,⚠️ 獲利稀釋,2025,214.29,-1.52,11.69,-0.24,0.0,52.94,34.0
⚪ 中性觀察,N/A,-162.27,2026-03,傑霖科技,N/A,-62.55,79.49999999999999,8102.TWO,📉 獲利侵蝕,2025,100.37,2.25,-23.31,0.4,11.509433962264152,-61.9,61.0
⚪ 中性觀察,N/A,-162.29000000000002,2026-03,海韻電,N/A,57.43,164.85,6203.TWO,📉 獲利侵蝕,2025,137.15,5.51,37.15,1.37,5.414012738853503,-25.14,59.5
⚪ 中性觀察,N/A,-163.5,2026-03,全宇昕,N/A,-22.95,234.00000000000003,6651.TWO,⚠️ 獲利稀釋,2025,186.39,6.32,3.91,2.47,9.743589743589743,22.89,152.0
⚪ 中性觀察,7.00%,-164.20999999999998,2026-03,茂訊,25.33%,-12.32,292.35,3213.TWO,📉 獲利侵蝕,2025,155.73,7.4,1.19,2.59,6.413545407901487,-8.48,125.0
⚪ 數據不足,-40.94%,-165.21,2026-03,隴華,27.86%,59.69,-58.8,2424.TW,📉 獲利侵蝕,2025,50.4,-1.34,34.04,-0.58,0.0,-114.81,8.25
⚪ 中性觀察,12.42%,-165.56,2026-03,曜亞,44.64%,-32.69,145.8,4138.TWO,📉 獲利侵蝕,2025,139.24,3.81,-11.82,0.84,5.648148305133745,-26.32,54.9000015259
⚪ 中性觀察,30.49%,-165.8,2026-03,裕民,35.36%,-22.2,139.19999999999996,2606.TW,⚠️ 獲利稀釋,2025,499.13,4.31,-4.75,1.17,8.265085878038795,333.33,76.6999969482
❌ 暫避觀望,22.84%,-166.92,2026-03,海灣,43.11%,141.94,2.55,3252.TWO,⚠️ 獲利稀釋,2025,179.42,0.13,-3.71,0.09,89.70588235294119,12.5,15.25
⚪ 中性觀察,N/A,-167.23000000000002,2026-03,有成精密,N/A,240.74,80.1,4949.TW,⚠️ 獲利稀釋,2025,364.73,1.91,-0.48,1.19,14.157303085037455,197.5,75.5999984741
⚪ 中性觀察,N/A,-167.26,2026-03,佳必琪,N/A,-0.23,325.49999999999994,6197.TW,⚠️ 獲利稀釋,2025,264.19,8.67,12.03,3.21,14.631336405529957,96.93,317.5
⚪ 數據不足,N/A,-167.39999999999998,2026-03,北極星藥業-KY,N/A,-40.62,-160.04999999999998,6550.TW,⚠️ 獲利稀釋,2025,192.98,-5.1,-62.05,-0.64,0.0,25.58,19.0952205658
⚪ 數據不足,-38.32%,-167.48000000000002,2026-03,連宇,35.81%,-234.57,-45.3,2482.TW,📉 獲利侵蝕,2025,162.93,-1.09,-16.89,-0.23,0.0,-4.55,16.3999996185
⚪ 數據不足,N/A,-168.3,2026-03,大地-KY,N/A,-516.13,-46.050000000000004,8437.TWO,📉 獲利侵蝕,2025,157.19,-1.29,-31.28,-0.4,0.0,-11.11,9.029999733
❌ 暫避觀望,15.69%,-168.54,2026-03,研華,39.78%,17.26,453.6,2395.TW,⚠️ 獲利稀釋,2025,190.06,12.25,18.56,3.85,23.247354497354497,21.52,703.0
❌ 暫避觀望,N/A,-168.57000000000002,2026-03,聚鼎,N/A,-69.96,46.949999999999996,6224.TW,⚠️ 獲利稀釋,2025,215.08,0.67,-2.5,0.64,26.134186278530354,46.51,81.8000030518
❌ 暫避觀望,23.34%,-169.10000000000002,2026-03,新應材,44.02%,32.78,432.6,4749.TWO,⚠️ 獲利稀釋,2025,232.49,11.33,28.3,3.66,25.24271844660194,63.39,728.0
❌ 暫避觀望,N/A,-169.86,2026-03,天虹,N/A,-50.25,103.49999999999999,6937.TW,⚠️ 獲利稀釋,2025,201.37,3.01,-13.26,0.96,43.69565217391305,31.51,301.5
⚪ 中性觀察,N/A,-170.18,2026-03,安�硌穈T,N/A,36.27,358.95000000000005,6690.TWO,⚠️ 獲利稀釋,2025,191.57,10.22,13.3,2.27,7.521938988717091,21.39,180.0
❌ 暫避觀望,N/A,-170.28,2026-03,點序,N/A,152.21,10.5,6485.TWO,📉 獲利侵蝕,2025,70.28,0.71,16.84,0.0,98.57142857142858,-100.0,69.0
⚪ 數據不足,N/A,-170.61,2026-03,佑全,N/A,-54.29,-49.05,6929.TWO,⚠️ 獲利稀釋,2025,195.61,-1.63,-1.45,-0.21,0.0,25.0,22.0
⚪ 中性觀察,N/A,-170.81,2026-03,杰力,N/A,-22.77,161.55,5299.TWO,⚠️ 獲利稀釋,2025,189.52,4.58,-12.32,1.65,8.950789371021354,18.71,96.4000015259
❌ 暫避觀望,1.25%,-172.04999999999995,2026-03,永裕,15.09%,-89.88,10.2,1323.TW,⚠️ 獲利稀釋,2025,792.05,0.26,-23.91,0.36,31.397059384558826,620.0,21.3500003815
⚪ 中性觀察,17.87%,-172.23000000000002,2026-03,精湛,45.13%,-22.56,65.1,2070.TWO,📉 獲利侵蝕,2025,129.05,2.3,-2.97,0.28,14.193548035506913,-43.18,61.5999984741
⚪ 中性觀察,N/A,-172.28,2026-03,動力-KY,N/A,60.88,204.29999999999998,6591.TW,📉 獲利侵蝕,2025,116.4,5.37,38.81,0.75,3.3370044612995593,-55.88,45.4500007629
❌ 暫避觀望,-1.48%,-172.47,2026-03,誠品生活,40.82%,100.0,19.2,2926.TWO,⚠️ 獲利稀釋,2025,178.72,0.54,1.84,0.17,23.4375,6.25,30.0
❌ 暫避觀望,-18.51%,-173.02,2026-03,杭特,30.70%,461.54,18.45,3297.TWO,⚠️ 獲利稀釋,2025,201.59,0.47,20.59,-0.05,27.64227642276423,28.57,34.0
⚪ 中性觀察,N/A,-173.26,2026-03,明遠精密,N/A,-22.56,73.49999999999999,7704.TWO,⚠️ 獲利稀釋,2025,216.12,2.07,-11.73,0.7,12.67346907634694,42.86,62.0999984741
⚪ 中性觀察,N/A,-173.3,2026-03,諾貝兒,N/A,-21.14,96.74999999999999,6844.TWO,⚠️ 獲利稀釋,2025,192.24,2.35,1.36,1.57,8.713178412852713,18.94,56.2000007629
❌ 暫避觀望,N/A,-174.41,2026-03,均華,N/A,-14.04,487.05000000000007,6640.TWO,⚠️ 獲利稀釋,2025,392.93,12.75,10.19,5.19,31.87557745611333,218.52,1035.0
⚪ 中性觀察,17.33%,-174.49,2026-03,中華電,33.63%,3.96,189.75,2412.TW,⚠️ 獲利稀釋,2025,177.66,4.99,2.67,1.3,11.462450592885375,3.17,145.0
⚪ 中性觀察,N/A,-174.67999999999998,2026-03,邁達康,N/A,-13.79,56.7,9960.TWO,⚠️ 獲利稀釋,2025,203.95,1.75,-3.52,0.53,9.325396825396824,29.27,35.25
❌ 暫避觀望,N/A,-175.97999999999996,2026-03,鴻名,N/A,-43.1,15.3,3021.TW,⚠️ 獲利稀釋,2025,592.65,0.33,-3.87,0.19,24.803920820686272,416.67,25.2999992371
❌ 暫避觀望,9.03%,-176.56,2026-03,德微,36.51%,-66.46,92.85,3675.TWO,⚠️ 獲利稀釋,2025,188.41,2.67,-9.88,1.51,48.788368336025854,11.85,302.0
⚪ 中性觀察,N/A,-176.75,2026-03,研揚,N/A,-27.15,221.54999999999998,6579.TW,⚠️ 獲利稀釋,2025,261.06,5.62,20.03,3.81,10.35883547731889,84.31,153.0
❌ 暫避觀望,10.56%,-177.2,2026-03,寶徠,21.75%,-93.38,8.100000000000001,1805.TW,📉 獲利侵蝕,2025,147.2,0.2,-54.43,0.14,18.98148148148148,-30.0,10.25
❌ 暫避觀望,-1.96%,-177.57,2026-03,通嘉,31.63%,-73.51,22.95,3588.TW,⚠️ 獲利稀釋,2025,219.88,0.5,-7.24,0.37,34.70588135562091,42.31,53.0999984741
❌ 暫避觀望,10.45%,-177.81,2026-03,閎康,30.02%,-40.84,221.1,3587.TWO,⚠️ 獲利稀釋,2025,373.81,6.1,8.51,2.24,16.21438263229308,196.0,239.0
