advice,om,expansion,date,name,gm,prev_eps_yoy,est_price,symbol,status,prev_year,rev_yoy,prev_eps,prev_rev_yoy,eps,pe,eps_yoy,price
⚪ 中性觀察,N/A,-642.88,2026-03,瀚宇博,N/A,-3.06,223.2,5469.TW,📉 獲利侵蝕,2025,624.34,6.05,37.46,1.23,4.885752483077957,-18.54,72.6999969482
⚪ 中性觀察,N/A,-643.52,2026-03,金益鼎,N/A,36.36,259.8,8390.TWO,⚠️ 獲利稀釋,2025,778.77,6.6,-6.1,2.87,5.219399626206697,135.25,90.4000015259
⚪ 數據不足,-47.71%,-646.11,2026-03,永崴投控,-39.75%,-601.1,-779.1,3712.TW,📉 獲利侵蝕,2025,337.51,-22.85,21.99,-1.94,0.0,-308.6,20.75
⚪ 數據不足,-65.33%,-646.43,2026-03,再生-KY,-19.71%,-12.99,-63.15,1337.TW,📉 獲利侵蝕,2025,641.55,-1.74,-18.82,-0.43,0.0,-4.88,4.4200000763
⚪ 數據不足,N/A,-646.56,2026-03,通泰,N/A,-381.82,-25.95,5487.TWO,📉 獲利侵蝕,2025,146.56,-0.53,-15.49,-0.06,0.0,-500.0,29.3999996185
❌ 暫避觀望,12.65%,-648.3,2026-03,智邦,17.90%,119.5,1686.1499999999999,2345.TW,⚠️ 獲利稀釋,2025,710.88,47.13,124.88,14.92,17.035850902944578,62.58,1915.0
⚪ 中性觀察,9.95%,-649.61,2026-03,中櫃,16.43%,35.9,39.900000000000006,2613.TW,📉 獲利侵蝕,2025,622.34,1.14,2.49,0.18,8.38345835981203,-27.27,22.2999992371
❌ 暫避觀望,N/A,-650.26,2026-03,力成,N/A,-18.46,267.3,6239.TW,⚠️ 獲利稀釋,2025,707.03,7.48,2.2,2.5,16.38608305274972,56.77,292.0
❌ 暫避觀望,9.15%,-653.4399999999999,2026-03,台勝科,11.65%,-52.84,36.60000000000001,3532.TW,📉 獲利侵蝕,2025,523.93,1.58,-0.7,-0.18,178.07377049180326,-129.51,434.5
⚪ 數據不足,N/A,-654.71,2026-03,立軒,N/A,14.63,-14.399999999999999,6222.TWO,⚠️ 獲利稀釋,2025,709.26,-0.4,-0.4,-0.06,0.0,54.55,19.0499992371
⚪ 中性觀察,N/A,-655.24,2026-03,大田,N/A,-0.53,180.0,8924.TWO,📉 獲利侵蝕,2025,562.59,5.63,-0.11,0.05,4.162500063575,-92.65,49.9500007629
⚪ 數據不足,2.74%,-655.4100000000001,2026-03,志聯,8.85%,-137.5,-1.8,2024.TW,🔄 轉虧為盈,2025,1088.74,-0.06,-9.83,0.16,0.0,433.33,12.9499998093
⚪ 中性觀察,N/A,-655.55,2026-03,中傑-KY,N/A,-71.93,126.0,6965.TW,📉 獲利侵蝕,2025,501.31,3.5,-19.7,-0.64,8.238094874785713,-154.24,69.1999969482
⚪ 中性觀察,N/A,-655.78,2026-03,全國,N/A,-1.26,87.75,9937.TW,⚠️ 獲利稀釋,2025,680.31,2.36,-6.2,0.66,9.26495739536752,24.53,54.2000007629
⚪ 數據不足,-0.10%,-656.32,2026-03,和勤,14.13%,-178.05,-16.05,1586.TWO,🔄 轉虧為盈,2025,813.46,-0.35,-10.57,0.17,0.0,157.14,17.9500007629
⚪ 中性觀察,14.03%,-656.43,2026-03,皇昌,16.97%,-44.58,96.3,2543.TW,📉 獲利侵蝕,2025,611.65,2.69,-4.77,0.37,5.942367838925234,-44.78,38.1500015259
⚪ 中性觀察,N/A,-657.2700000000001,2026-03,夆典,N/A,12.94,43.650000000000006,3052.TW,📉 獲利侵蝕,2025,613.94,1.1,28.59,0.19,3.556701162027491,-43.33,10.3500003815
⚪ 數據不足,N/A,-657.7399999999999,2026-03,麗升能源,N/A,-328.07,-35.699999999999996,8087.TWO,🔄 轉虧為盈,2025,1331.07,-1.32,-67.66,0.86,0.0,673.33,24.7999992371
❌ 暫避觀望,N/A,-658.28,2026-03,力山,N/A,-44.89,8.4,1515.TW,📉 獲利侵蝕,2025,658.28,0.97,-11.15,0.07,53.83928503303571,0.0,30.1499996185
⚪ 中性觀察,7.02%,-661.22,2026-03,彬台,13.52%,94.5,36.0,3379.TWO,📉 獲利侵蝕,2025,317.47,2.12,82.32,-0.39,11.458333333333334,-343.75,27.5
⚪ 數據不足,N/A,-661.76,2026-03,特昇-KY,N/A,55.88,-23.849999999999998,6616.TWO,📉 獲利侵蝕,2025,379.62,-0.61,-11.73,-0.52,0.0,-282.14,8.1599998474
⚪ 數據不足,N/A,-663.27,2026-03,網家,N/A,-12.0,-141.75,8044.TWO,⚠️ 獲利稀釋,2025,709.1,-4.62,-1.88,-0.39,0.0,45.83,23.6499996185
⚪ 數據不足,-35.14%,-663.83,2026-03,元翎,-20.30%,-4.02,-71.7,4564.TW,⚠️ 獲利稀釋,2025,678.12,-1.86,-3.72,-0.3,0.0,14.29,16.0499992371
⚪ 中性觀察,N/A,-663.86,2026-03,東捷資訊,N/A,16.48,123.15,6697.TWO,📉 獲利侵蝕,2025,655.72,3.04,13.17,0.79,5.079171834701582,-8.14,41.7000007629
⚪ 數據不足,-12.99%,-668.17,2026-03,三顧,15.11%,-51.49,-50.55,3224.TWO,🔄 轉虧為盈,2025,783.17,-1.53,7.24,0.03,0.0,115.0,31.8999996185
⚪ 數據不足,N/A,-671.02,2026-03,康全電訊,N/A,-137.27,-111.45,8089.TWO,🌑 雙重衰退,2025,-28.98,-3.09,-79.25,-0.96,0.0,-700.0,19.1499996185
⚪ 中性觀察,N/A,-672.1500000000001,2026-03,中磊,N/A,-47.82,155.25,5388.TW,📉 獲利侵蝕,2025,669.21,4.04,-4.91,1.01,6.985507541236716,-2.94,72.3000030518
⚪ 數據不足,N/A,-672.54,2026-03,統新,N/A,78.21,-43.50000000000001,6426.TW,🔄 轉虧為盈,2025,904.68,-0.78,47.74,0.74,0.0,232.14,356.0
❌ 暫避觀望,N/A,-674.13,2026-03,巨有科技,N/A,29.56,63.449999999999996,8227.TWO,⚠️ 獲利稀釋,2025,910.97,2.06,97.77,0.64,72.10401891252955,236.84,305.0
⚪ 中性觀察,8.34%,-675.07,2026-03,達欣工,12.33%,24.8,245.39999999999998,2535.TW,⚠️ 獲利稀釋,2025,852.07,6.5,50.25,2.88,5.488997741552568,177.0,89.8000030518
⚪ 數據不足,-20.80%,-676.72,2026-03,立德,2.21%,25.52,-30.299999999999994,3058.TW,⚠️ 獲利稀釋,2025,719.14,-1.44,0.46,-0.19,0.0,42.42,8.1999998093
❌ 暫避觀望,N/A,-676.8800000000001,2026-03,天品,N/A,-48.33,24.45,6199.TWO,⚠️ 獲利稀釋,2025,1454.66,0.31,178.46,1.22,71.47239263803681,777.78,116.5
⚪ 中性觀察,33.56%,-677.79,2026-03,宜進,6.94%,29.85,33.15,1457.TW,📉 獲利侵蝕,2025,620.65,1.18,-12.15,0.2,6.5610859728506785,-57.14,14.5
⚪ 數據不足,N/A,-678.29,2026-03,泰福-KY,N/A,32.78,-234.45,6541.TW,⚠️ 獲利稀釋,2025,702.91,-6.13,1056.27,-1.47,0.0,24.62,31.1000003815
⚪ 數據不足,N/A,-679.3100000000001,2026-03,亞元,N/A,43.03,-44.85,6109.TWO,⚠️ 獲利稀釋,2025,720.34,-0.94,8.46,-0.24,0.0,41.03,10.5
⚪ 中性觀察,N/A,-679.6700000000001,2026-03,高技,N/A,291.45,458.7,5439.TWO,⚠️ 獲利稀釋,2025,760.6,13.74,130.83,3.51,8.28973185088293,80.93,253.5
❌ 暫避觀望,N/A,-679.8199999999999,2026-03,高力,N/A,38.43,360.3,8996.TW,⚠️ 獲利稀釋,2025,1024.34,9.07,64.37,6.54,68.90091590341382,344.52,1655.0
⚪ 數據不足,-22.36%,-680.59,2026-03,新晶投控,0.24%,-96.23,-33.15,3713.TWO,📉 獲利侵蝕,2025,411.36,-1.13,-8.18,-0.22,0.0,-269.23,14.0500001907
⚪ 數據不足,-10.81%,-681.1400000000001,2026-03,典範,-2.87%,-15.09,-46.650000000000006,3372.TWO,⚠️ 獲利稀釋,2025,772.57,-1.22,21.56,-0.03,0.0,91.43,16.2000007629
⚪ 中性觀察,N/A,-682.48,2026-03,台表科,N/A,-5.53,344.7,6278.TW,📉 獲利侵蝕,2025,657.13,9.39,10.13,2.17,9.290687554395126,-25.35,213.5
❌ 暫避觀望,N/A,-683.0400000000001,2026-03,臺龍,N/A,186.36,6.749999999999997,6246.TWO,📉 獲利侵蝕,2025,604.09,1.14,6.56,-0.68,28.444444868222234,-78.95,12.8000001907
⚪ 中性觀察,N/A,-684.76,2026-03,豐興,N/A,-8.92,145.35000000000002,2015.TW,⚠️ 獲利稀釋,2025,697.11,3.88,-15.54,0.91,6.625386681960783,12.35,64.1999969482
⚪ 數據不足,N/A,-685.3199999999999,2026-03,慶生,N/A,15.99,-123.00000000000001,6210.TWO,⚠️ 獲利稀釋,2025,733.42,-3.1,19.24,-0.41,0.0,48.1,17.4500007629
❌ 暫避觀望,1.84%,-689.1800000000001,2026-03,兆利,10.77%,-74.46,25.049999999999997,3548.TWO,📉 獲利侵蝕,2025,430.36,2.23,-1.8,-1.35,47.18563056994012,-258.82,78.8000030518
❌ 暫避觀望,-0.53%,-689.51,2026-03,亞帝歐,13.94%,-15.15,6.0,3516.TWO,⚠️ 獲利稀釋,2025,722.84,0.27,-14.0,0.08,63.125,33.33,25.25
⚪ 數據不足,-9.40%,-690.11,2026-03,大立,13.88%,-188.3,-43.199999999999996,4716.TWO,🔄 轉虧為盈,2025,837.33,-0.87,-7.94,0.17,0.0,147.22,16.8999996185
⚪ 數據不足,N/A,-697.3399999999999,2026-03,永固-KY,N/A,-1352.94,-67.35000000000001,5546.TW,⚠️ 獲利稀釋,2025,766.91,-2.13,-30.78,-0.28,0.0,69.57,14.3000001907
❌ 暫避觀望,13.68%,-699.9399999999999,2026-03,順達,20.14%,-48.92,338.85,3211.TWO,⚠️ 獲利稀釋,2025,789.66,9.05,-4.98,2.05,17.042939353696323,89.72,385.0
⚪ 數據不足,-0.95%,-700.27,2026-03,先進光,18.28%,-140.6,-59.85,3362.TWO,📉 獲利侵蝕,2025,415.08,-1.08,0.9,-0.5,0.0,-285.19,172.5
⚪ 中性觀察,4.05%,-701.1,2026-03,廣宇,12.48%,-22.0,52.5,2328.TW,📉 獲利侵蝕,2025,563.0,1.56,-0.23,-0.16,13.428571428571429,-138.1,47.0
⚪ 中性觀察,3.72%,-704.92,2026-03,海華,15.30%,45.42,152.4,3694.TW,⚠️ 獲利稀釋,2025,734.79,4.03,23.39,1.02,4.9704724409448815,29.87,50.5
⚪ 中性觀察,2.63%,-705.43,2026-03,微星,11.11%,-15.42,278.55,2377.TW,⚠️ 獲利稀釋,2025,923.54,6.8,16.34,4.04,8.266020463112547,218.11,153.5
⚪ 中性觀察,4.08%,-705.89,2026-03,運錩,10.04%,20.0,61.2,2069.TW,⚠️ 獲利稀釋,2025,758.27,1.62,-5.8,0.64,6.27450989742647,52.38,25.6000003815
⚪ 中性觀察,N/A,-708.18,2026-03,洋基工程,N/A,28.04,886.95,6691.TW,⚠️ 獲利稀釋,2025,734.55,24.76,47.13,7.19,10.73904955183494,26.37,635.0
⚪ 中性觀察,N/A,-710.79,2026-03,德昌,N/A,41.49,341.25,5511.TWO,⚠️ 獲利稀釋,2025,831.66,10.64,17.97,2.54,3.0461539802989015,120.87,69.3000030518
⚪ 中性觀察,N/A,-712.44,2026-03,強新,N/A,-12.65,52.5,5013.TWO,📉 獲利侵蝕,2025,705.12,1.45,-2.6,0.38,9.2285712106,-7.32,32.2999992371
⚪ 中性觀察,2.43%,-713.19,2026-03,中華,10.06%,-25.55,194.84999999999997,2204.TW,⚠️ 獲利稀釋,2025,714.94,5.47,-18.22,1.18,4.0569669563433415,1.75,52.7000007629
⚪ 中性觀察,-0.90%,-716.22,2026-03,展達,6.63%,32.5,46.349999999999994,3447.TW,📉 獲利侵蝕,2025,666.22,1.6,42.87,0.17,8.996763507152103,-50.0,27.7999992371
⚪ 數據不足,N/A,-716.53,2026-03,啟發電,N/A,17.02,-26.55,6512.TWO,📉 獲利侵蝕,2025,116.53,-0.78,-8.12,-0.28,0.0,-600.0,20.2000007629
⚪ 數據不足,N/A,-716.5799999999999,2026-03,安葆,N/A,11.79,0.0,7792.TWO,📉 獲利侵蝕,2025,701.78,8.72,30.49,1.71,0.0,-14.8,378.0
⚪ 數據不足,N/A,-717.25,2026-03,濾能,N/A,-3.84,-220.04999999999998,6823.TWO,📉 獲利侵蝕,2025,645.92,-7.92,42.15,-2.46,0.0,-71.33,60.0
⚪ 中性觀察,N/A,-717.65,2026-03,東明-KY,N/A,5.59,117.30000000000001,5538.TW,⚠️ 獲利稀釋,2025,777.65,3.02,1.51,1.12,4.520460162928388,60.0,35.3499984741
❌ 暫避觀望,2.02%,-718.33,2026-03,春雨,13.55%,-81.05,6.9,2012.TW,📉 獲利侵蝕,2025,496.11,0.2,-9.36,-0.12,30.760868735869565,-222.22,14.1499996185
⚪ 中性觀察,N/A,-719.0600000000001,2026-03,啟��,N/A,-11.22,241.05,6285.TW,⚠️ 獲利稀釋,2025,742.22,6.41,0.03,2.36,14.530180460485376,23.16,233.5
⚪ 數據不足,-1.55%,-720.11,2026-03,正文,14.16%,-116.56,-27.599999999999998,4906.TW,📉 獲利侵蝕,2025,398.68,-0.25,-35.66,-0.32,0.0,-321.43,38.7000007629
⚪ 中性觀察,5.11%,-720.39,2026-03,敬鵬,13.97%,-43.86,59.25,2355.TW,⚠️ 獲利稀釋,2025,739.62,1.6,-3.51,0.62,10.50632911392405,19.23,41.5
❌ 暫避觀望,1.75%,-723.98,2026-03,勝德,19.21%,22.0,24.15,3296.TW,📉 獲利侵蝕,2025,287.62,0.61,-1.66,-0.37,17.453416386024845,-436.36,28.1000003815
⚪ 數據不足,-3.96%,-725.34,2026-03,聯穎,15.39%,51.74,-32.55,3550.TW,🔄 轉虧為盈,2025,890.97,-1.18,3.23,0.21,0.0,165.63,24.0499992371
⚪ 數據不足,-3.10%,-726.94,2026-03,慶騰,15.20%,-91.3,-15.600000000000001,4534.TWO,⚠️ 獲利稀釋,2025,839.44,0.01,-2.4,0.02,0.0,112.5,30.6000003815
❌ 暫避觀望,3.42%,-728.09,2026-03,定穎投控,17.76%,-30.16,93.75,3715.TW,📉 獲利侵蝕,2025,551.01,2.7,9.37,-0.74,20.56,-177.08,128.5
⚪ 數據不足,-16.22%,-729.7800000000001,2026-03,譁裕,12.27%,-47.93,-68.39999999999999,3419.TW,⚠️ 獲利稀釋,2025,753.59,-1.79,18.86,-0.32,0.0,23.81,11.0500001907
⚪ 數據不足,N/A,-730.0799999999999,2026-03,華冠,N/A,63.58,-124.94999999999997,8101.TW,⚠️ 獲利稀釋,2025,771.53,-3.15,166.89,-0.95,0.0,41.45,11.3500003815
⚪ 數據不足,-32.66%,-732.2700000000001,2026-03,福裕,8.95%,-265.31,-58.949999999999996,4513.TWO,🔄 轉虧為盈,2025,842.07,-1.79,-15.54,0.05,0.0,109.8,16.75
❌ 暫避觀望,3.76%,-734.68,2026-03,台橡,10.06%,-48.08,24.150000000000002,2103.TW,⚠️ 獲利稀釋,2025,767.18,0.54,-1.98,0.53,16.987577876708073,32.5,27.3500003815
⚪ 中性觀察,-91.14%,-735.33,2026-03,永彰,-8.90%,1562.0,600.6000000000001,4523.TWO,⚠️ 獲利稀釋,2025,827.48,22.26,-7.15,-0.15,0.5906593311313686,92.15,23.6499996185
⚪ 數據不足,N/A,-738.5500000000001,2026-03,久舜,N/A,42.99,0.0,5547.TWO,📉 獲利侵蝕,2025,684.6,3.06,-0.03,0.37,0.0,-53.95,20.1000003815
⚪ 數據不足,N/A,-740.03,2026-03,匯鑽科,N/A,-404.84,-120.89999999999998,8431.TWO,📉 獲利侵蝕,2025,581.06,-3.88,2.63,-1.04,0.0,-158.97,64.0
⚪ 中性觀察,N/A,-740.52,2026-03,崇越,N/A,13.53,807.15,5434.TW,⚠️ 獲利稀釋,2025,779.62,21.81,18.57,6.86,9.923805984017841,39.1,534.0
⚪ 數據不足,0.98%,-742.45,2026-03,恩德,31.45%,56.79,-24.6,1528.TW,📉 獲利侵蝕,2025,342.45,-0.35,-23.83,-0.15,0.0,-400.0,26.1499996185
⚪ 數據不足,N/A,-743.43,2026-03,大洋,N/A,-265.75,-36.45,1321.TW,🔄 轉虧為盈,2025,918.43,-1.25,-23.24,0.16,0.0,175.0,32.5
❌ 暫避觀望,-11.28%,-743.86,2026-03,歐格,17.03%,620.0,16.799999999999997,3002.TW,📉 獲利侵蝕,2025,543.86,0.36,16.76,-0.01,17.41071428571429,-200.0,19.5
⚪ 數據不足,N/A,-745.92,2026-03,訊達,N/A,-287.38,-54.15,6140.TWO,🔄 轉虧為盈,2025,751.63,-1.93,26.96,0.37,0.0,5.71,22.1000003815
⚪ 數據不足,N/A,-747.45,2026-03,良得電,N/A,-81.88,-3.3,2462.TW,📉 獲利侵蝕,2025,652.21,0.27,-0.31,0.01,0.0,-95.24,19.8999996185
⚪ 中性觀察,5.61%,-749.04,2026-03,華擎,12.78%,46.5,563.4,3515.TW,⚠️ 獲利稀釋,2025,764.68,15.28,86.48,4.14,5.684238551650693,15.64,213.5
❌ 暫避觀望,N/A,-754.41,2026-03,聯茂,N/A,82.74,151.5,6213.TW,📉 獲利侵蝕,2025,746.88,4.16,12.66,0.87,53.76237623762376,-7.53,543.0
❌ 暫避觀望,N/A,-754.65,2026-03,佶優,N/A,-17.5,12.15,5452.TWO,📉 獲利侵蝕,2025,665.76,0.33,-13.95,0.01,34.320986712469136,-88.89,27.7999992371
⚪ 中性觀察,6.96%,-755.81,2026-03,華榮,9.17%,254.81,174.45000000000002,1608.TW,📉 獲利侵蝕,2025,755.81,5.5,0.02,0.37,3.061048879974204,0.0,35.5999984741
⚪ 數據不足,N/A,-756.0400000000001,2026-03,易華電,N/A,-9068.75,-309.9,6552.TW,⚠️ 獲利稀釋,2025,761.84,-14.35,-26.56,-0.65,0.0,5.8,24.25
⚪ 數據不足,N/A,-757.51,2026-03,興能高,N/A,-1120.0,-35.699999999999996,6558.TW,📉 獲利侵蝕,2025,357.51,-1.02,-7.46,-0.35,0.0,-400.0,24.4500007629
⚪ 數據不足,-32.45%,-757.51,2026-03,光環,8.38%,34.88,-46.949999999999996,3234.TWO,📉 獲利侵蝕,2025,200.37,-1.4,19.09,-0.32,0.0,-557.14,173.0
⚪ 中性觀察,8.19%,-758.5,2026-03,華泰,15.35%,28.92,75.0,2329.TW,⚠️ 獲利稀釋,2025,802.5,2.45,20.92,0.33,8.65999984742,44.0,43.2999992371
⚪ 數據不足,-79.87%,-759.4100000000001,2026-03,律勝,18.97%,-147.06,-36.0,3354.TWO,📉 獲利侵蝕,2025,746.08,-0.84,-22.74,-0.17,0.0,-13.33,28.7999992371
⚪ 數據不足,14.50%,-761.23,2026-03,千興,-19.82%,87.32,-12.6,2025.TW,🔄 轉虧為盈,2025,1022.77,-0.18,-22.64,0.47,0.0,261.54,12.5500001907
⚪ 數據不足,2.54%,-762.06,2026-03,燦星旅,7.41%,-111.9,-2.2500000000000004,2719.TWO,🔄 轉虧為盈,2025,1130.81,-0.15,-14.15,0.75,0.0,368.75,19.6499996185
❌ 暫避觀望,N/A,-768.58,2026-03,裕國,N/A,-54.96,23.249999999999996,8905.TWO,📉 獲利侵蝕,2025,746.36,0.61,2.49,0.15,22.41935483870968,-22.22,34.75
❌ 暫避觀望,0.88%,-769.0600000000001,2026-03,三商,15.31%,-49.63,18.15,2905.TW,📉 獲利侵蝕,2025,696.33,0.71,-20.78,0.03,15.330577881900826,-72.73,18.5499992371
⚪ 中性觀察,4.63%,-770.3199999999999,2026-03,華碩,15.94%,41.92,2223.4500000000003,2357.TW,📉 獲利侵蝕,2025,746.92,59.99,25.86,13.19,6.429197868177831,-23.4,953.0
⚪ 中性觀察,11.95%,-770.9100000000001,2026-03,光洋科,16.83%,-1.88,105.74999999999999,1785.TWO,⚠️ 獲利稀釋,2025,1094.24,3.14,32.39,2.54,13.617021276595747,323.33,96.0
⚪ 數據不足,-73.69%,-783.72,2026-03,隆銘綠能,-18.95%,-66.41,-89.24999999999999,3018.TW,📉 獲利侵蝕,2025,368.34,-2.16,-45.66,-0.67,0.0,-415.38,11.8999996185
⚪ 數據不足,-17.38%,-784.83,2026-03,兆勁,6.18%,-691.67,-75.45,2444.TW,📉 獲利侵蝕,2025,601.5,-1.9,-18.44,-0.51,0.0,-183.33,14.5500001907
❌ 暫避觀望,1.68%,-785.5,2026-03,精確,11.59%,209.26,59.849999999999994,3162.TWO,📉 獲利侵蝕,2025,689.5,1.7,65.48,0.02,18.822054755413536,-96.0,75.0999984741
⚪ 中性觀察,-1.90%,-791.15,2026-03,廣越,8.43%,-27.51,72.45,4438.TW,⚠️ 獲利稀釋,2025,887.98,3.04,17.91,-0.04,11.63561092399586,96.83,56.2000007629
⚪ 數據不足,N/A,-792.54,2026-03,南六,N/A,-178.42,-86.7,6504.TW,🔄 轉虧為盈,2025,709.49,-1.09,-1.5,0.1,0.0,-83.05,36.7000007629
⚪ 中性觀察,N/A,-792.95,2026-03,精成科,N/A,5.17,243.15,6191.TW,⚠️ 獲利稀釋,2025,794.87,6.55,55.5,1.59,5.200493710783467,1.92,84.3000030518
⚪ 數據不足,-10.82%,-793.36,2026-03,正崴,-1.63%,-281.76,-205.8,2392.TW,📉 獲利侵蝕,2025,529.36,-6.62,-3.44,-0.46,0.0,-264.0,43.4500007629
⚪ 中性觀察,N/A,-794.03,2026-03,伊雲谷,N/A,1.77,72.3,6689.TW,📉 獲利侵蝕,2025,787.01,2.31,-1.67,0.53,13.298754870145231,-7.02,64.0999984741
❌ 暫避觀望,N/A,-795.52,2026-03,昶昕,N/A,-4.98,74.55,8438.TW,⚠️ 獲利稀釋,2025,903.68,2.1,12.79,1.02,15.010060055150907,108.16,74.5999984741
⚪ 中性觀察,5.96%,-799.71,2026-03,中宇,12.18%,-1.48,141.45,1535.TW,📉 獲利侵蝕,2025,787.21,4.0,4.67,0.77,4.862141937868505,-12.5,45.8499984741
⚪ 中性觀察,N/A,-801.14,2026-03,虹揚-KY,N/A,163.4,21.9,6573.TW,⚠️ 獲利稀釋,2025,817.81,1.23,-13.43,-0.4,11.095890933493152,16.67,16.2000007629
⚪ 數據不足,-26.32%,-802.6700000000001,2026-03,東碩,2.51%,-139.68,-260.85,3272.TWO,📉 獲利侵蝕,2025,467.75,-7.65,5.44,-2.8,0.0,-334.92,14.0500001907
⚪ 數據不足,-4.33%,-803.4100000000001,2026-03,加百裕,11.17%,-76.19,-80.85000000000001,3323.TWO,📉 獲利侵蝕,2025,783.84,-1.92,-9.18,-0.56,0.0,-19.57,27.9500007629
⚪ 中性觀察,N/A,-803.54,2026-03,五福,N/A,10.36,404.54999999999995,2745.TWO,📉 獲利侵蝕,2025,783.73,10.01,14.38,3.44,3.1256953300630332,-19.81,84.3000030518
⚪ 數據不足,-29.19%,-807.22,2026-03,正達,-12.37%,-106.98,-105.75000000000001,3149.TW,⚠️ 獲利稀釋,2025,859.78,-2.86,5.53,-0.37,0.0,52.56,64.0999984741
⚪ 中性觀察,-21.47%,-810.37,2026-03,東台,7.66%,150.56,94.95,4526.TW,📉 獲利侵蝕,2025,253.23,1.81,-6.62,-0.65,5.047393485450237,-557.14,31.9500007629
⚪ 數據不足,N/A,-810.6500000000001,2026-03,汎銓,N/A,-156.8,-47.85,6830.TW,⚠️ 獲利稀釋,2025,846.82,-0.71,10.78,-0.61,0.0,36.17,547.0
⚪ 數據不足,N/A,-820.27,2026-03,花王,N/A,-252.38,-29.85,8906.TWO,📉 獲利侵蝕,2025,812.27,-0.78,-13.36,-0.28,0.0,-8.0,29.7999992371
⚪ 中性觀察,N/A,-820.85,2026-03,聯上發,N/A,-85.71,12.0,2537.TW,⚠️ 獲利稀釋,2025,894.76,0.15,-43.28,0.4,14.187500476874998,73.91,11.3500003815
❌ 暫避觀望,-2.70%,-821.25,2026-03,友達,10.73%,327.5,29.4,2409.TW,📉 獲利侵蝕,2025,686.37,0.9,0.41,-0.15,18.698980370357145,-134.88,36.6500015259
⚪ 中性觀察,N/A,-822.1999999999999,2026-03,三聯,N/A,-0.48,153.14999999999998,5493.TWO,📉 獲利侵蝕,2025,817.65,4.18,21.03,1.26,9.049951177855045,-4.55,92.4000015259
⚪ 中性觀察,-12.85%,-824.03,2026-03,信立,19.64%,7.63,440.4,4303.TWO,📉 獲利侵蝕,2025,718.73,11.15,164.26,-0.48,1.1801771636886922,-105.3,34.6500015259
⚪ 數據不足,-18.44%,-829.4200000000001,2026-03,唐榮,-14.72%,-114.55,-157.95000000000002,2035.TWO,🔄 轉虧為盈,2025,956.47,-4.72,-21.22,0.33,0.0,127.05,27.0
⚪ 數據不足,-27.07%,-831.65,2026-03,佳和,0.84%,-87.21,-5.55,1449.TW,📉 獲利侵蝕,2025,603.87,0.12,-7.88,-0.23,0.0,-227.78,12.3500003815
⚪ 中性觀察,N/A,-834.3000000000001,2026-03,邁達特,N/A,203.33,54.300000000000004,6112.TW,📉 獲利侵蝕,2025,790.97,1.82,18.84,0.17,13.480662772679558,-43.33,48.7999992371
⚪ 數據不足,-16.08%,-837.1800000000001,2026-03,州巧,5.62%,-84.96,-59.7,3543.TW,📉 獲利侵蝕,2025,570.51,-2.24,1.1,-0.16,0.0,-266.67,47.0
⚪ 數據不足,N/A,-839.6899999999999,2026-03,邦泰,N/A,-16.92,-26.55,8935.TWO,⚠️ 獲利稀釋,2025,898.78,-0.76,-6.33,-0.09,0.0,59.09,17.25
⚪ 數據不足,2.54%,-840.0,2026-03,榮成,12.46%,-39.29,-20.700000000000003,1909.TW,⚠️ 獲利稀釋,2025,920.0,-0.39,-6.47,-0.02,0.0,80.0,10.1499996185
⚪ 數據不足,-4.13%,-846.22,2026-03,百達-KY,8.48%,-186.45,-128.54999999999998,2236.TW,🔄 轉虧為盈,2025,765.22,-6.81,423.12,0.19,0.0,-81.0,112.5
⚪ 中性觀察,N/A,-846.7299999999999,2026-03,宏�硌穈T,N/A,10.46,571.8,6811.TWO,⚠️ 獲利稀釋,2025,866.43,14.36,11.2,4.8,6.597586568730326,19.7,251.5
⚪ 數據不足,N/A,-847.33,2026-03,智晶,N/A,-56.67,-166.64999999999998,5245.TWO,⚠️ 獲利稀釋,2025,860.97,-4.9,-13.73,-0.79,0.0,13.64,20.3999996185
⚪ 數據不足,-98.59%,-850.2,2026-03,巨鎧精密-創,-21.68%,20.75,-27.150000000000002,2254.TW,🌑 雙重衰退,2025,-49.8,-0.84,-24.51,-1.04,0.0,-900.0,82.0999984741
⚪ 數據不足,N/A,-852.1500000000001,2026-03,馬光-KY,N/A,-720.83,-38.7,4139.TWO,📉 獲利侵蝕,2025,768.82,-1.55,-3.34,-0.55,0.0,-83.33,41.0
⚪ 中性觀察,6.54%,-855.0999999999999,2026-03,零壹,14.31%,30.86,246.3,3029.TW,⚠️ 獲利稀釋,2025,871.55,6.53,34.73,1.77,7.3690621193666255,16.45,121.0
❌ 暫避觀望,4.34%,-857.3199999999999,2026-03,華經,11.41%,30.21,42.300000000000004,2468.TW,⚠️ 獲利稀釋,2025,868.43,1.25,19.94,0.3,16.61347463620567,11.11,46.8499984741
⚪ 中性觀察,7.04%,-859.9100000000001,2026-03,春源,10.75%,40.61,86.85,2010.TW,⚠️ 獲利稀釋,2025,861.7,2.32,0.73,0.57,3.8082900236787562,1.79,22.0499992371
⚪ 數據不足,N/A,-861.09,2026-03,有益,N/A,-122.06,-7.199999999999999,9962.TWO,🔄 轉虧為盈,2025,802.76,-0.15,-21.01,0.05,0.0,-58.33,9.970000267
