prev_eps,prev_eps_yoy,eps,advice,price,est_price,date,pe,name,status,prev_rev_yoy,symbol,expansion,om,rev_yoy,gm,eps_yoy,prev_year
3.03,-54.3,7.74,❌ 暫避觀望,1055.0,172.34999999999997,2025-12,91.81897302001742,愛普*,📉 獲利侵蝕,28.02,6531.TW,-55.629999999999995,N/A,35.16,N/A,-20.47,2025
0.38,-70.99,0.67,❌ 暫避觀望,54.7999992371,19.8,2025-12,41.51515093719697,同致,🌑 雙重衰退,-1.51,3552.TWO,-55.64,0.28%,-0.85,19.47%,-56.49,2025
1.53,-54.6,2.62,⚪ 中性觀察,49.2000007629,82.05000000000001,2025-12,8.994515678775135,鑫傳,📉 獲利侵蝕,29.13,6856.TWO,-55.64999999999999,N/A,19.24,N/A,-36.41,2025
0.09,-89.16,0.28,❌ 暫避觀望,17.2999992371,9.899999999999999,2025-12,26.212120056212125,威致,🌑 雙重衰退,-19.32,2028.TW,-55.66,3.23%,-16.5,5.49%,-72.16,2025
4.17,10.24,5.24,⚪ 中性觀察,161.5,213.75,2025-12,11.333333333333334,迅得,📉 獲利侵蝕,26.46,6438.TW,-56.14,N/A,26.29,N/A,-29.85,2025
0.22,-87.21,0.78,❌ 暫避觀望,46.5499992371,18.9,2025-12,36.944443838968255,漢翔,🌑 雙重衰退,-12.58,2634.TW,-56.21,4.51%,-9.88,8.73%,-66.09,2025
1.53,-74.8,2.67,❌ 暫避觀望,361.0,90.44999999999999,2025-12,59.86733001658376,德微,🌑 雙重衰退,-11.4,3675.TWO,-56.57999999999999,9.03%,-9.88,36.51%,-66.46,2025
4.7,10.59,6.3,⚪ 中性觀察,66.8000030518,220.35,2025-12,4.547311303730429,捷迅,⚠️ 獲利稀釋,70.71,2643.TWO,-56.59,2.48%,59.7,5.79%,3.11,2025
0.71,-59.32,0.68,❌ 暫避觀望,62.0,40.35,2025-12,23.04832713754647,燿華,🌑 雙重衰退,-10.77,2367.TW,-56.870000000000005,-4.89%,-12.33,8.85%,-69.2,2025
1.23,-77.26,1.63,❌ 暫避觀望,215.5,69.45,2025-12,46.54427645788337,新日興,🌑 雙重衰退,-16.36,3376.TW,-56.970000000000006,-3.62%,-19.54,11.53%,-76.51,2025
0.23,-86.86,0.44,⚪ 數據不足,0.0,0.0,2025-12,0.0,精剛,🌑 雙重衰退,-12.67,1584.TWO,-56.980000000000004,6.58%,-9.94,14.01%,-66.92,2025
0.36,-87.84,0.66,❌ 暫避觀望,48.5999984741,19.950000000000003,2025-12,36.54135223616541,健椿,🌑 雙重衰退,-25.07,4561.TWO,-57.36999999999999,4.03%,-22.51,19.95%,-79.88,2025
0.12,-91.61,0.35,❌ 暫避觀望,20.0,8.700000000000001,2025-12,34.48275862068965,北基,🌑 雙重衰退,-27.61,8927.TWO,-57.59,N/A,-14.5,N/A,-72.09,2025
-1.85,-124.6,-3.09,⚪ 數據不足,20.3500003815,-98.85,2025-12,0.0,康全電訊,🌑 雙重衰退,-78.07,8089.TWO,-58.02000000000001,N/A,-79.25,N/A,-137.27,2025
-4.41,-155.56,-6.25,⚪ 數據不足,14.1000003815,-227.10000000000002,2025-12,0.0,山隆,🌑 雙重衰退,-30.68,2616.TW,-58.05,-10.37%,-24.55,7.55%,-82.6,2025
1.25,-37.5,1.23,⚪ 中性觀察,20.2000007629,56.85,2025-12,5.329815504722955,全達,📉 獲利侵蝕,2.91,8068.TWO,-58.150000000000006,N/A,11.63,N/A,-46.52,2025
0.61,-70.24,0.95,⚪ 中性觀察,30.5,32.1,2025-12,14.25233644859813,謚源,🌑 雙重衰退,-2.97,2235.TWO,-58.410000000000004,1.41%,-6.01,16.15%,-64.42,2025
-3.04,-82.04,-4.55,⚪ 數據不足,5.2800002098,-157.95,2025-12,0.0,大洋-KY,🌑 雙重衰退,-14.73,5907.TW,-58.709999999999994,N/A,-14.95,N/A,-73.66,2025
-1.05,-52.17,-1.53,⚪ 數據不足,38.5999984741,-54.0,2025-12,0.0,三顧,📉 獲利侵蝕,6.79,3224.TWO,-58.730000000000004,-12.99%,7.24,15.11%,-51.49,2025
2.68,-49.41,3.93,⚪ 中性觀察,25.2000007629,143.55,2025-12,2.63322891984326,潤泰新,📉 獲利侵蝕,9.27,9945.TW,-58.78,N/A,23.56,N/A,-35.22,2025
2.9,160.91,1.85,⚪ 中性觀察,100.0,112.65,2025-12,13.315579227696404,智通*,📉 獲利侵蝕,63.13,8932.TWO,-58.910000000000004,N/A,51.84,N/A,-7.07,2025
1.01,-78.46,2.36,⚪ 中性觀察,36.2999992371,75.75,2025-12,7.188118660811882,寒舍,📉 獲利侵蝕,1.51,2739.TW,-58.94,12.46%,2.72,44.04%,-56.22,2025
8.09,-22.06,12.98,⚪ 數據不足,310.5,0.0,2025-12,0.0,矽科宏晟,📉 獲利侵蝕,20.53,6725.TWO,-59.14,N/A,21.02,N/A,-38.12,2025
2.95,-62.28,3.0,⚪ 中性觀察,106.5,158.39999999999998,2025-12,10.085227272727273,永道-KY,🌑 雙重衰退,-10.3,6863.TW,-59.17,N/A,-14.3,N/A,-73.47,2025
2.18,-56.66,3.63,⚪ 數據不足,204.0,0.0,2025-12,0.0,松川精密,📉 獲利侵蝕,8.42,7788.TW,-59.239999999999995,N/A,7.87,N/A,-51.37,2025
-2.81,-300.0,0.87,⚪ 數據不足,245.0,-76.05000000000001,2025-12,0.0,晶豪科,🔄 轉虧為盈,-5.44,3006.TW,-59.489999999999995,20.25%,8.08,32.33%,-51.41,2025
0.77,-76.11,0.93,⚪ 中性觀察,28.7999992371,39.75000000000001,2025-12,10.867924240415093,裕隆,🌑 雙重衰退,-17.2,2201.TW,-59.49,7.44%,-15.65,30.14%,-75.14,2025
-0.47,-204.44,0.3,⚪ 數據不足,23.6000003815,-9.6,2025-12,0.0,先益,🔄 轉虧為盈,-15.43,3531.TWO,-59.69,4.80%,-18.09,22.74%,-77.78,2025
3.46,-60.02,4.18,⚪ 中性觀察,40.0,187.95,2025-12,3.1923383878691145,威宏-KY,🌑 雙重衰退,-6.65,8442.TW,-60.14,N/A,-2.85,N/A,-62.99,2025
1.53,-58.08,3.0,⚪ 數據不足,44.5,0.0,2025-12,0.0,君曜,📉 獲利侵蝕,17.51,7770.TWO,-60.19,N/A,12.79,N/A,-47.4,2025
0.05,-94.05,0.54,❌ 暫避觀望,75.9000015259,9.3,2025-12,122.41935729983868,晶宏,📉 獲利侵蝕,9.9,3141.TWO,-61.39,-3.65%,7.08,38.56%,-54.31,2025
0.25,-79.34,0.26,❌ 暫避觀望,15.0,11.25,2025-12,20.0,炎洲,🌑 雙重衰退,-23.85,4306.TW,-62.71,5.94%,-16.46,15.11%,-79.17,2025
-0.31,-122.4,-0.35,⚪ 數據不足,11.3000001907,-14.849999999999998,2025-12,0.0,斐成,🌑 雙重衰退,-78.14,3313.TWO,-63.019999999999996,-413.94%,-69.02,-74.40%,-132.04,2025
-1.12,-45.45,-1.84,⚪ 數據不足,27.6499996185,-61.349999999999994,2025-12,0.0,三晃,🌑 雙重衰退,-23.51,1721.TW,-63.47,-36.39%,-22.39,-19.76%,-85.86,2025
0.05,-88.1,0.38,❌ 暫避觀望,62.9000015259,4.6499999999999995,2025-12,202.90323072870973,立��,📉 獲利侵蝕,7.39,8111.TWO,-63.49,N/A,5.25,N/A,-58.24,2025
-2.11,-125.84,-2.38,⚪ 數據不足,25.9500007629,-79.20000000000002,2025-12,0.0,翔耀,🏰 高護城河,26.64,2438.TW,-63.89,-5.91%,15.52,51.08%,-48.37,2025
2.61,99.24,3.61,❌ 暫避觀望,154.5,114.3,2025-12,20.275590551181104,宏碩系統,⚠️ 獲利稀釋,121.07,6895.TWO,-64.05000000000001,N/A,105.62,N/A,41.57,2025
0.71,-89.32,3.17,⚪ 中性觀察,52.7999992371,63.75,2025-12,12.423529232258824,弘帆,🌑 雙重衰退,-7.78,8433.TWO,-64.07,N/A,-3.48,N/A,-67.55,2025
-0.56,43.62,-0.64,⚪ 數據不足,24.25,-31.200000000000003,2025-12,0.0,點晶,🏰 高護城河,-7.45,3288.TWO,-64.14,6.07%,-10.15,71.52%,-74.29,2025
0.39,-40.91,0.52,❌ 暫避觀望,27.25,23.849999999999998,2025-12,17.138364779874216,振發,📉 獲利侵蝕,30.86,5426.TWO,-64.48,N/A,17.01,N/A,-47.47,2025
-0.69,-116.01,1.69,❌ 暫避觀望,561.0,14.399999999999999,2025-12,584.375,M31,🔄 轉虧為盈,7.33,6643.TWO,-64.75,N/A,20.34,N/A,-44.41,2025
6.43,44.39,9.04,⚪ 中性觀察,176.0,320.7,2025-12,8.23199251637044,緯創,⚠️ 獲利稀釋,94.87,3231.TW,-65.2,3.53%,108.39,5.62%,43.19,2025
6.7,209.22,14.54,⚪ 中性觀察,245.0,396.44999999999993,2026-03,9.269769201664776,宇瞻,⚠️ 獲利稀釋,41.93,8271.TW,-65.57999999999993,N/A,1985.02,N/A,1919.44,2025
0.06,-97.63,0.26,❌ 暫避觀望,20.4500007629,5.55,2025-12,55.270272332162165,永裕,🌑 雙重衰退,-28.19,1323.TW,-65.97,1.25%,-23.91,15.09%,-89.88,2025
0.39,-78.8,0.52,❌ 暫避觀望,13.8999996185,0.7500000000000007,2025-12,277.99999236999975,志信,🌑 雙重衰退,-1.45,2611.TW,-66.10000000000001,5.53%,-2.19,37.12%,-68.29,2025
-0.94,-141.03,-1.37,⚪ 數據不足,9.1800003052,-50.24999999999999,2025-12,0.0,台苯,🌑 雙重衰退,-19.92,1310.TW,-66.21000000000001,-10.27%,-24.07,-7.37%,-90.28,2025
0.37,-78.11,0.5,❌ 暫避觀望,60.4000015259,21.45,2025-12,42.23776330482518,通嘉,🌑 雙重衰退,-9.27,3588.TW,-66.27000000000001,-1.96%,-7.24,31.63%,-73.51,2025
0.04,-90.7,0.27,❌ 暫避觀望,81.8000030518,8.55,2025-12,143.50877728385964,系統電,📉 獲利侵蝕,7.47,5309.TWO,-66.51,N/A,9.13,N/A,-57.38,2025
0.47,-86.34,1.97,❌ 暫避觀望,82.6999969482,57.74999999999999,2025-12,21.480518687844157,宇峻,🏰 高護城河,-4.51,3546.TWO,-66.53,20.17%,2.09,89.44%,-64.44,2025
-1.36,-43.16,-1.79,⚪ 數據不足,14.3000001907,-69.9,2025-12,0.0,譁裕,📉 獲利侵蝕,27.6,3419.TW,-66.78999999999999,-16.22%,18.86,12.27%,-47.93,2025
-1.51,-93.42,-1.88,⚪ 數據不足,8.9499998093,-90.6,2025-12,0.0,康控-KY,📉 獲利侵蝕,6.89,4943.TW,-66.92,N/A,11.46,N/A,-55.46,2025
2.69,174.49,4.2,❌ 暫避觀望,300.0,136.2,2025-12,33.03964757709251,台特化,⚠️ 獲利稀釋,81.35,4772.TWO,-66.95,38.48%,127.87,48.92%,60.92,2025
-1.58,-112.5,-1.92,⚪ 數據不足,38.9000015259,-79.35,2025-12,0.0,加百裕,🌑 雙重衰退,-6.05,3323.TWO,-67.00999999999999,-4.33%,-9.18,11.17%,-76.19,2025
1.49,-18.99,1.02,❌ 暫避觀望,65.3000030518,54.14999999999999,2025-12,18.088643504653742,長華*,📉 獲利侵蝕,11.79,8070.TW,-67.1,N/A,12.31,N/A,-54.79,2025
-12.5,-126.04,-17.51,⚪ 數據不足,118.0,-585.7500000000001,2025-12,0.0,神盾,📉 獲利侵蝕,16.32,6462.TWO,-67.17,N/A,11.11,N/A,-56.06,2025
1.33,-57.66,1.44,⚪ 中性觀察,57.0999984741,65.4,2025-12,13.096329925252292,廣積,📉 獲利侵蝕,15.23,8050.TWO,-67.28,N/A,3.42,N/A,-63.86,2025
0.98,-42.6,0.67,❌ 暫避觀望,80.5999984741,43.8,2025-12,27.602739203458906,聚鼎,🌑 雙重衰退,0.32,6224.TW,-67.46,N/A,-2.5,N/A,-69.96,2025
-0.01,-100.71,0.29,❌ 暫避觀望,63.7999992371,4.199999999999999,2025-12,227.85714013250004,泓瀚,🔄 轉虧為盈,-19.51,4741.TWO,-67.61000000000001,3.21%,-17.82,33.55%,-85.43,2025
0.14,-58.82,0.12,⚪ 數據不足,36.5999984741,-1.5,2025-12,0.0,萬旭,📉 獲利侵蝕,18.87,6134.TWO,-67.7,N/A,22.25,N/A,-45.45,2025
1.33,-77.02,1.34,⚪ 中性觀察,58.7999992371,79.64999999999999,2025-12,11.073446184011301,世德,🌑 雙重衰退,-7.86,2066.TWO,-67.86,-4.97%,-9.64,19.80%,-77.5,2025
0.57,-86.03,0.9,❌ 暫避觀望,40.9000015259,33.0,2025-12,18.5909097845,旭富,🌑 雙重衰退,-11.91,4119.TW,-68.06,12.04%,-11.81,28.02%,-79.87,2025
1.4,53.85,2.06,❌ 暫避觀望,197.5,56.699999999999996,2025-12,52.248677248677254,巨有科技,⚠️ 獲利稀釋,93.9,8227.TWO,-68.21,N/A,97.77,N/A,29.56,2025
0.3,-77.78,0.47,❌ 暫避觀望,35.0,26.25,2025-12,20.0,哲固,🌑 雙重衰退,-2.33,3434.TWO,-68.60000000000001,0.82%,-5.05,17.99%,-73.65,2025
-2.42,-129.13,-3.19,⚪ 數據不足,100.5,-115.05,2025-12,0.0,安國,📉 獲利侵蝕,26.01,8054.TWO,-68.69,N/A,30.97,N/A,-37.72,2025
-0.37,-144.58,0.05,⚪ 數據不足,46.4000015259,-11.850000000000001,2025-12,0.0,高僑,🔄 轉虧為盈,-31.56,6234.TWO,-68.82,N/A,-26.42,N/A,-95.24,2025
-0.93,-55.0,-1.07,⚪ 數據不足,16.9500007629,-43.35,2025-12,0.0,台達化,🌑 雙重衰退,-17.56,1309.TW,-68.85,-4.04%,-22.22,3.28%,-91.07,2025
-0.01,-100.61,0.7,❌ 暫避觀望,99.0999984741,6.449999999999999,2025-12,230.46511273046517,南茂,🔄 轉虧為盈,0.67,8150.TW,-69.55,N/A,5.45,N/A,-64.1,2025
-2.11,-35.26,-2.97,⚪ 數據不足,35.1500015259,-113.39999999999999,2025-12,0.0,國邑*,🌑 雙重衰退,-61.06,6875.TWO,-70.36999999999999,N/A,-59.86,N/A,-130.23,2025
-1.1,-92.98,-1.29,⚪ 數據不足,18.7000007629,-49.05,2025-12,0.0,中鴻,🌑 雙重衰退,-36.55,2014.TW,-70.5,-6.17%,-37.56,-3.67%,-108.06,2025
0.27,-73.79,0.27,❌ 暫避觀望,24.1499996185,16.200000000000003,2025-12,22.36111075787037,惠光,🌑 雙重衰退,-1.96,6508.TWO,-70.69,N/A,-4.08,N/A,-74.77,2025
0.2,-91.88,0.43,⚪ 中性觀察,11.8999996185,12.9,2025-12,13.837208858720931,加捷生醫,🌑 雙重衰退,-13.54,4109.TWO,-70.75,-7.54%,-9.62,24.70%,-80.37,2025
0.77,-69.8,0.57,⚪ 中性觀察,21.6000003815,52.5,2025-12,6.171428680428571,台南,🌑 雙重衰退,-5.85,1473.TW,-70.81,-4.13%,-10.32,13.69%,-81.13,2025
-6.21,10.0,-15.61,⚪ 數據不足,29.5,-423.0,2025-12,0.0,浩鼎,🌑 雙重衰退,-26.19,4174.TWO,-71.13000000000001,-2289.99%,-6.55,-76.10%,-77.68,2025
-0.34,-107.89,0.24,❌ 暫避觀望,47.75,11.999999999999998,2025-12,59.68750000000001,龍鋒,🔄 轉虧為盈,-23.4,3226.TWO,-71.16000000000001,4.48%,-24.52,15.90%,-95.68,2025
0.5,-82.94,0.99,❌ 暫避觀望,62.5,28.5,2025-12,32.89473684210527,健和興,🌑 雙重衰退,-3.86,3003.TW,-71.2,6.05%,-3.28,21.28%,-74.48,2025
0.04,-94.81,0.22,❌ 暫避觀望,13.3500003815,4.3500000000000005,2025-12,46.03448407413792,南良,🌑 雙重衰退,-8.5,5450.TWO,-71.57,N/A,-8.96,N/A,-80.53,2025
0.25,-73.26,0.2,❌ 暫避觀望,14.75,10.05,2025-12,22.01492537313433,春雨,🌑 雙重衰退,-3.32,2012.TW,-71.69,2.02%,-9.36,13.55%,-81.05,2025
0.48,-88.89,1.16,⚪ 中性觀察,43.3499984741,54.900000000000006,2025-12,11.844261878169398,關中,🌑 雙重衰退,-4.94,8941.TWO,-71.73,N/A,-5.35,N/A,-77.08,2025
0.28,-46.15,0.14,❌ 暫避觀望,30.2000007629,11.550000000000002,2025-12,39.220780211558434,茂迪,🌑 雙重衰退,-5.87,6244.TWO,-72.0,N/A,-5.05,N/A,-77.05,2025
0.73,-87.97,2.23,❌ 暫避觀望,95.4000015259,58.050000000000004,2025-12,24.651163184987077,兆利,🌑 雙重衰退,8.05,3548.TWO,-72.66,1.84%,-1.8,10.77%,-74.46,2025
3.23,-51.13,4.13,❌ 暫避觀望,169.5,158.55,2025-12,16.035950804162724,六方科-KY,📉 獲利侵蝕,28.81,4569.TW,-72.85,0.74%,25.19,15.14%,-47.66,2025
-2.47,-255.35,-0.76,⚪ 數據不足,12.8500003815,-87.75,2025-12,0.0,富旺,🌑 雙重衰退,-99.58,6219.TWO,-73.02,N/A,-41.94,N/A,-114.96,2025
-0.11,63.33,-0.13,⚪ 數據不足,12.1499996185,-5.1,2025-12,0.0,郡都開發,📉 獲利侵蝕,17.54,4402.TWO,-73.25,-80.56%,28.81,15.04%,-44.44,2025
-0.88,-41.94,-0.16,⚪ 數據不足,39.9000015259,-31.049999999999997,2025-12,0.0,欣普羅,⚠️ 獲利稀釋,137.08,6560.TWO,-73.75,N/A,123.75,N/A,50.0,2025
1.3,-27.12,1.91,⚪ 中性觀察,28.5499992371,63.75,2025-12,6.717646879317647,台新新光金,🏰 高護城河,35.48,2887.TW,-74.55,25.42%,73.85,60.04%,-0.7,2025
0.32,-58.97,0.02,❌ 暫避觀望,35.5499992371,8.700000000000001,2025-12,61.29310213293103,統懋,🌑 雙重衰退,-8.66,2434.TW,-75.53,-176.58%,-10.18,-37.47%,-85.71,2025
-0.09,-105.39,0.53,❌ 暫避觀望,43.2999992371,1.2000000000000002,2025-12,541.2499904637499,萬在,🔄 轉虧為盈,-3.85,4543.TWO,-75.73,7.11%,1.33,25.17%,-74.4,2025
0.58,-48.15,0.57,⚪ 中性觀察,18.5499992371,19.499999999999996,2025-12,14.269230182384618,金利食安,📉 獲利侵蝕,17.91,7743.TWO,-75.92,N/A,6.19,N/A,-69.73,2025
-1.08,-74.19,-1.64,⚪ 數據不足,13.8999996185,-58.05,2025-12,0.0,旭品,🌑 雙重衰退,-11.73,3325.TWO,-75.97,-15.74%,-8.3,2.22%,-84.27,2025
3.76,39.62,4.85,⚪ 數據不足,71.3000030518,0.0,2025-12,0.0,漢達,⚠️ 獲利稀釋,122.44,6620.TWO,-76.53,N/A,108.17,N/A,31.64,2025
4.94,-91.36,6.1,⚪ 中性觀察,44.75,530.25,2025-12,1.2659123055162658,材料*-KY,🏰 高護城河,-6.43,4763.TW,-76.96000000000001,50.09%,-15.8,57.83%,-92.76,2025
0.64,-62.57,0.51,❌ 暫避觀望,39.4500007629,26.999999999999996,2025-12,21.9166670905,弘凱,🌑 雙重衰退,-2.61,5244.TW,-77.69,N/A,-1.9,N/A,-79.59,2025
0.81,164.8,0.92,❌ 暫避觀望,43.2000007629,25.05,2025-12,25.868263929880236,長園科,⚠️ 獲利稀釋,372.94,8038.TWO,-77.71000000000001,N/A,237.84,N/A,160.13,2025
-1.1,-266.67,-1.39,⚪ 數據不足,4.7899999619,-51.45,2025-12,0.0,愛地雅,🌑 雙重衰退,0.33,8933.TWO,-78.58,N/A,-17.19,N/A,-95.77,2025
8.22,-73.12,11.51,⚪ 中性觀察,743.0,765.1500000000001,2025-12,14.565771417369142,國巨*,📉 獲利侵蝕,5.78,2327.TW,-78.71000000000001,24.28%,9.26,37.30%,-69.45,2025
0.01,-99.59,0.14,❌ 暫避觀望,28.6000003815,7.95,2025-12,53.962264870754716,伍豐,🌑 雙重衰退,-17.3,8076.TWO,-78.74000000000001,N/A,-11.54,N/A,-90.28,2025
0.68,-73.93,0.69,❌ 暫避觀望,53.5,37.35,2025-12,21.4859437751004,愛山林,📉 獲利侵蝕,25.99,2540.TW,-78.94,4.98%,1.31,20.31%,-77.63,2025
-2.09,-44.76,-2.75,⚪ 數據不足,0.0,0.0,2025-12,0.0,駿吉-KY,🌑 雙重衰退,-47.7,1591.TWO,-79.17,-116.55%,-43.59,-25.13%,-122.76,2025
-0.28,-128.57,0.12,❌ 暫避觀望,13.6000003815,0.5999999999999993,2025-12,340.0000095375004,佳和,🔄 轉虧為盈,-18.87,1449.TW,-79.33,-27.07%,-7.88,0.84%,-87.21,2025
-0.54,-131.03,0.33,⚪ 數據不足,106.0,-10.649999999999999,2025-12,0.0,美達科技,🔄 轉虧為盈,-23.64,6735.TWO,-79.7,N/A,-4.81,N/A,-84.51,2025
0.04,-97.71,0.44,❌ 暫避觀望,43.0499992371,10.649999999999999,2025-12,60.633801742394375,加高,🌑 雙重衰退,-3.51,8182.TWO,-79.82,N/A,-2.15,N/A,-81.97,2025
-0.64,-672.73,0.26,⚪ 數據不足,680.0,-46.050000000000004,2025-12,0.0,訊芯-KY,🔄 轉虧為盈,56.34,6451.TW,-80.18,N/A,45.18,N/A,-35.0,2025
10.47,40.9,1.29,⚪ 中性觀察,28.25,355.95,2025-12,1.1904761904761905,可寧衛*,🌑 雙重衰退,-2.24,8422.TW,-80.26,N/A,-7.53,N/A,-87.79,2025
2.73,-45.51,1.98,⚪ 中性觀察,95.3000030518,113.39999999999999,2025-12,12.605820509497356,聯德控股-KY,📉 獲利侵蝕,2.6,4912.TW,-80.72,9.53%,10.44,22.10%,-70.28,2025
-0.45,-140.91,-0.25,⚪ 數據不足,48.9000015259,-20.55,2025-12,0.0,正文,🌑 雙重衰退,-33.96,4906.TW,-80.9,-1.55%,-35.66,14.16%,-116.56,2025
-3.56,-394.25,-4.88,⚪ 數據不足,52.7000007629,-190.34999999999997,2025-12,0.0,光罩,🌑 雙重衰退,-17.29,2338.TW,-80.94,-14.81%,-20.15,5.40%,-101.09,2025
0.11,-90.83,0.48,❌ 暫避觀望,61.2000007629,9.899999999999999,2025-12,92.72727388318182,今展科,📉 獲利侵蝕,10.79,6432.TWO,-81.64,N/A,10.3,N/A,-71.34,2025
-0.13,31.58,-0.25,⚪ 數據不足,26.0,-5.1000000000000005,2025-12,0.0,亞矽,🌑 雙重衰退,-14.19,6113.TWO,-82.3,N/A,-10.01,N/A,-92.31,2025
1.17,-73.56,1.72,⚪ 中性觀察,32.7999992371,65.7,2025-12,7.488584300707764,堤維西,📉 獲利侵蝕,6.94,1522.TW,-82.68,0.14%,21.35,15.03%,-61.33,2025
-0.29,-182.86,0.08,⚪ 數據不足,22.8500003815,0.0,2025-12,0.0,聯嘉投控,🔄 轉虧為盈,0.43,3717.TW,-83.55,7.12%,3.55,19.34%,-80.0,2025
0.21,-25.0,0.35,⚪ 數據不足,73.0,0.0,2025-12,0.0,嘉雨思-創,📉 獲利侵蝕,51.06,6921.TW,-83.71,N/A,28.45,N/A,-55.26,2025
0.68,-4.23,0.67,❌ 暫避觀望,178.0,32.400000000000006,2025-12,82.4074074074074,達亞,📉 獲利侵蝕,32.38,6762.TWO,-83.75,N/A,19.58,N/A,-64.17,2025
0.62,-51.97,0.11,⚪ 中性觀察,18.25,19.95,2025-12,13.721804511278197,禾昌,🌑 雙重衰退,-6.12,6158.TWO,-85.13,N/A,-6.07,N/A,-91.2,2025
0.1,-76.74,0.03,❌ 暫避觀望,15.0,3.4499999999999997,2025-12,65.21739130434783,中電,🌑 雙重衰退,-5.31,1611.TW,-85.83,11.05%,-8.17,37.93%,-94.0,2025
-1.16,-43.75,-2.24,⚪ 數據不足,35.4500007629,-55.95,2025-12,0.0,州巧,📉 獲利侵蝕,2.18,3543.TW,-86.05999999999999,-16.08%,1.1,5.62%,-84.96,2025
0.7,-59.52,1.09,❌ 暫避觀望,72.4000015259,54.150000000000006,2025-12,20.05540208473684,奈米醫材,📉 獲利侵蝕,37.74,6612.TWO,-86.35,N/A,31.54,N/A,-54.81,2025
0.03,-93.18,0.04,❌ 暫避觀望,91.0,0.44999999999999996,2025-12,3033.3333333333335,中華化,🌑 雙重衰退,-6.15,1727.TW,-86.54,-0.08%,-5.46,11.85%,-92.0,2025
-2.62,-154.37,-3.69,⚪ 數據不足,68.5,-130.50000000000003,2025-12,0.0,富采,🌑 雙重衰退,-10.09,3714.TW,-86.69999999999999,-25.24%,-9.04,-2.65%,-95.74,2025
-0.09,-110.98,0.07,⚪ 數據不足,110.5,-2.25,2025-12,0.0,嘉晶,🔄 轉虧為盈,-9.76,3016.TW,-87.14,4.89%,-5.25,11.81%,-92.39,2025
-0.55,-13.64,-1.13,⚪ 數據不足,17.2000007629,-27.9,2025-12,0.0,新晶投控,🌑 雙重衰退,-14.16,3713.TWO,-88.05000000000001,-22.36%,-8.18,0.24%,-96.23,2025
3.67,7.31,0.97,⚪ 中性觀察,114.5,138.45000000000002,2026-03,12.405200433369448,亞信,🏰 高護城河,9.02,3169.TWO,-88.1,26.68%,73.94,54.20%,-14.16,2025
-0.62,-63.16,-1.02,⚪ 數據不足,28.0,-36.9,2025-12,0.0,元創精密,🌑 雙重衰退,-11.44,3685.TWO,-88.41,6.52%,-4.04,22.32%,-92.45,2025
0.43,-80.0,0.05,⚪ 數據不足,37.7000007629,-2.850000000000001,2025-12,0.0,單井,🌑 雙重衰退,-4.45,3490.TWO,-88.42999999999999,-16.80%,-8.56,19.24%,-96.99,2025
0.13,-87.62,0.08,❌ 暫避觀望,11.9499998093,2.0816681711721685e-16,2025-12,8.610882350118556e+17,台榮,🌑 雙重衰退,-0.15,1220.TW,-88.78999999999999,-0.43%,-4.37,8.16%,-93.16,2025
-0.53,-630.0,0.01,⚪ 數據不足,31.6499996185,-18.3,2025-12,0.0,慶騰,🔄 轉虧為盈,-3.65,4534.TWO,-88.89999999999999,-3.10%,-2.4,15.20%,-91.3,2025
0.06,-94.5,0.13,❌ 暫避觀望,18.3999996185,3.6,2025-12,76.66666507708334,建大,🌑 雙重衰退,-1.02,2106.TW,-89.3,1.48%,-0.7,20.30%,-90.0,2025
-0.19,-117.59,-0.41,⚪ 數據不足,32.25,-23.249999999999996,2025-12,0.0,申豐,🌑 雙重衰退,-44.17,6582.TW,-89.55,N/A,-51.86,N/A,-141.41,2025
-1.97,-103.09,-2.55,⚪ 數據不足,12.4499998093,-97.19999999999999,2025-12,0.0,佑華,🌑 雙重衰退,-30.69,8024.TWO,-90.36999999999999,N/A,-31.37,N/A,-121.74,2025
0.12,-84.21,0.34,❌ 暫避觀望,29.4500007629,7.95,2025-12,55.56603917528302,映興,📉 獲利侵蝕,27.0,3597.TWO,-90.62,8.41%,16.57,25.04%,-74.05,2025
-0.24,-4.35,-0.34,⚪ 數據不足,10.0,-12.600000000000001,2025-12,0.0,桂田文創,📉 獲利侵蝕,46.84,4806.TWO,-90.96000000000001,-39.20%,20.96,46.90%,-70.0,2025
-1.03,-148.8,-0.29,⚪ 數據不足,56.2000007629,-36.449999999999996,2025-12,0.0,鑫創電子,🌑 雙重衰退,-20.75,6680.TWO,-91.37,N/A,-15.41,N/A,-106.78,2025
-0.43,-136.75,0.14,⚪ 數據不足,16.7999992371,-21.45,2025-12,0.0,冠好,🔄 轉虧為盈,-0.47,8354.TWO,-91.77,N/A,0.63,N/A,-91.14,2025
2.01,-34.95,2.81,❌ 暫避觀望,191.5,113.7,2025-12,25.263852242744065,智原,📉 獲利侵蝕,87.19,3035.TW,-92.36,2.86%,62.61,42.16%,-29.75,2025
-0.35,-128.23,0.06,⚪ 數據不足,25.0,-10.2,2025-12,0.0,華祺,🔄 轉虧為盈,3.65,5015.TWO,-92.62,N/A,-4.99,N/A,-97.61,2025
-0.05,-107.04,0.49,⚪ 數據不足,48.2999992371,-2.6999999999999993,2025-12,0.0,磐儀,🔄 轉虧為盈,40.54,3594.TWO,-92.73,10.21%,29.3,41.27%,-63.43,2025
