正在分析 1684 檔標的...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%  Sharpe  Trades Status Action
  8921.TWO          240      18.09        -101.57 -119.87   -4.10      94   ☁ 觀望 觀察/可賣出
  8044.TWO          120      20.41        -102.16 -148.23   -4.21      49   ☁ 觀望 觀察/可賣出
   2910.TW          240      23.08        -106.67  -87.79   -7.02      52   📈 持有 觀察/可賣出
  3176.TWO          240      28.57        -106.81 -107.92   -4.98      35   📈 持有 觀察/可賣出
   2923.TW          240      15.69        -108.27 -103.40   -5.32      51   ☁ 觀望 觀察/可賣出
   2929.TW          240      23.53        -111.01 -124.00   -7.56      34   ☁ 觀望 觀察/可賣出
   1529.TW          240      33.87        -114.68 -127.81   -2.81      62   📈 持有 觀察/可賣出
   3673.TW          240      20.51        -115.70 -110.85   -9.62      39   📈 持有 觀察/可賣出
  3288.TWO          240      33.93        -115.73 -163.53   -3.12      56   ☁ 觀望 觀察/可賣出
   1470.TW          240      31.03        -115.84 -104.97   -4.16      87   ☁ 觀望 觀察/可賣出
   6666.TW          240      18.18        -117.64 -114.53  -15.22      22   📈 持有 觀察/可賣出
   5907.TW          240      20.00        -120.38 -139.80   -5.50      55   ☁ 觀望 觀察/可賣出
  3632.TWO          120      24.00        -123.04 -135.61   -5.67      50   ☁ 觀望 觀察/可賣出
  3467.TWO           60       5.56        -124.38 -122.02  -16.53      18   ☁ 觀望 觀察/可賣出
  8477.TWO          240      18.92        -126.38 -142.51   -8.30      37   📈 持有 觀察/可賣出
   6668.TW          120      12.50        -127.32 -125.93  -12.46      32   ☁ 觀望 觀察/可賣出
  2067.TWO          240      12.77        -129.58 -121.20   -7.07      47   ☁ 觀望 觀察/可賣出
   4807.TW          240      25.00        -130.23 -129.31  -12.43      40   ☁ 觀望 觀察/可賣出
  4556.TWO          240      20.59        -140.92 -103.52   -5.96      68   📈 持有 觀察/可賣出
  5703.TWO          240      18.82        -141.47 -145.15   -7.32      85   ☁ 觀望 觀察/可賣出
  8076.TWO          240      17.31        -146.01 -144.06   -8.37      52   ☁ 觀望 觀察/可賣出
  3523.TWO          240      24.44        -153.05 -150.78   -7.63      45   ☁ 觀望 觀察/可賣出
   1460.TW          120      16.33        -155.03 -158.18  -10.28      49   📈 持有 觀察/可賣出
  4161.TWO          120      14.52        -157.79 -153.22   -7.77      62   ☁ 觀望 觀察/可賣出
  6103.TWO          120      22.55        -159.30 -357.10   -1.30     102   📈 持有 觀察/可賣出
   3229.TW          240      27.59        -161.80 -158.96  -10.20      29   📈 持有 觀察/可賣出
   2243.TW          120      21.95        -170.99 -162.11  -11.29      41   📈 持有 觀察/可賣出
  3252.TWO          120      21.84        -171.57 -158.42   -8.82      87   📈 持有 觀察/可賣出
   6573.TW          240      13.95        -171.99 -170.27  -11.57      43   📈 持有 觀察/可賣出
   2321.TW          240      20.41        -192.05 -170.41   -7.74      49   ☁ 觀望 觀察/可賣出
  4413.TWO          240      22.95        -203.47 -193.00   -8.50      61   📈 持有 觀察/可賣出
  8067.TWO          240      26.36        -246.11 -251.44   -6.08     110   ☁ 觀望 觀察/可賣出
   6225.TW          240      24.62        -248.15 -267.02   -6.48      65   📈 持有 觀察/可賣出
   3321.TW          240      15.38        -270.47 -241.04  -12.87      39   📈 持有 觀察/可賣出
  8291.TWO          240      26.03        -270.65 -270.72   -7.71      73   ☁ 觀望 觀察/可賣出
  5468.TWO          240      22.86        -283.20 -285.51   -6.74      70   📈 持有 觀察/可賣出

===============================================================================================
 報告已產出至: report/20260410
 1. CSV:  report/20260410/ma-deduction-report.csv
 2. TXT:  report/20260410/ma-deduction-report.txt
 3. HTML: report/20260410/ma-deduction-report.html (包含搜尋功能)
===============================================================================================
