📊 量化獲利品質診斷報告 - 基準日: 20260411 (生成時間: 2026-04-18 19:23)
代號       名稱           價格         PE       15X推估        空間%        狀態
6841.TWO   長佳智能       58.90      26.65      33.15            171.64%    🚀 利潤擴張
7610.TW    聯友金屬-創     0.00       0.00       0.00             166.18%    🚀 利潤擴張
1587.TW    吉茂         34.80      50.43      10.35            164.99%    🚀 利潤擴張
2486.TW    一詮         185.50     598.39     4.65             164.91%    🚀 利潤擴張
6994.TW    富威電力       0.00       0.00       0.00             164.37%    🚀 利潤擴張
6596.TWO   寬宏藝術       101.50     2.19       693.90           164.31%    🚀 利潤擴張
6265.TWO   方土昶        40.50      0.00       -11.25           160.96%    🔄 轉虧為盈
5439.TWO   高技         334.50     11.53      435.15           160.62%    🚀 利潤擴張
3489.TWO   森寶         23.70      0.00       -4.95            159.73%    🧐 疑業外收益
4526.TW    東台         35.05      4.92       106.80           157.18%    🧐 疑業外收益
6684.TWO   安格         42.35      3.35       189.75           152.56%    🧐 疑業外收益
6838.TW    台新藥        30.85      0.00       -13.50           152.03%    🧐 疑業外收益
4157.TWO   太景*-KY     11.25      0.00       -5.85            147.76%    🔄 轉虧為盈
3252.TWO   海灣         20.10      125.63     2.40             145.65%    🔄 轉虧為盈
3162.TWO   精確         63.20      14.14      67.05            143.78%    🚀 利潤擴張
3673.TW    TPK-KY     50.00      7.00       107.10           142.39%    🧐 疑業外收益
6236.TWO   中湛         21.60      80.00      4.05             140.19%    🧐 疑業外收益
6708.TWO   天擎         39.00      90.70      6.45             138.32%    🚀 利潤擴張
5227.TWO   立凱-KY      21.95      34.84      9.45             137.15%    🧐 疑業外收益
6485.TWO   點序         78.70      62.46      18.90            135.37%    🔄 轉虧為盈
2408.TW    南亞科        215.00     0.00       -28.50           134.79%    🔄 轉虧為盈
3709.TWO   鑫聯大投控      68.10      4.97       205.50           133.87%    🚀 利潤擴張
3466.TWO   德晉         33.95      0.00       -57.45           131.46%    🧐 疑業外收益
4934.TW    太極         15.85      0.00       -35.85           129.82%    🧐 疑業外收益
2607.TW    榮運         51.00      5.87       130.35           127.98%    🧐 疑業外收益
5386.TWO   青雲         339.00     22.16      229.50           126.62%    🚀 利潤擴張
3540.TWO   曜越         0.00       0.00       0.00             126.13%    🚀 利潤擴張
3105.TWO   穩懋         464.00     99.78      69.75            125.68%    🧐 疑業外收益
6276.TWO   安鈦克        31.60      10.86      43.65            122.40%    🚀 利潤擴張
1512.TW    瑞利         7.44       29.76      3.75             119.85%    🚀 利潤擴張
4555.TW    氣立         36.00      900.00     0.60             114.62%    🔄 轉虧為盈
4702.TWO   中美實        10.05      28.71      5.25             113.31%    🧐 疑業外收益
3260.TWO   威剛         372.00     9.42       592.05           112.57%    🚀 利潤擴張
2025.TW    千興         11.40      0.00       -17.70           109.96%    🧐 疑業外收益
4967.TW    十銓         219.50     11.77      279.75           107.85%    🚀 利潤擴張
6477.TW    安集         33.30      175.26     2.85             107.45%    🧐 疑業外收益
2501.TW    國建         23.50      3.74       94.35            106.29%    🚀 利潤擴張
6465.TWO   威潤         44.50      0.00       -14.55           104.65%    🔄 轉虧為盈
3135.TW    凌航         115.50     13.22      131.10           103.76%    🚀 利潤擴張
6150.TWO   撼訊         56.10      10.55      79.80            102.95%    🚀 利潤擴張
2465.TW    麗臺         59.80      46.72      19.20            101.99%    🚀 利潤擴張
1541.TW    錩泰         26.00      5.94       65.70             97.42%    🚀 利潤擴張
2380.TW    虹光         5.16       2.66       29.10             96.70%    🚀 利潤擴張
4971.TWO   IET-KY     647.00     0.00       -7.05             96.48%    🚀 利潤擴張
5516.TWO   雙喜         12.35      0.00       -7.35             96.02%    🚀 利潤擴張
3363.TWO   上詮         784.00     1104.23    10.65             95.32%    🚀 利潤擴張
6739.TWO   竹陞科技       1485.00    42.81      520.35            95.30%    🚀 利潤擴張
6125.TWO   廣運         52.20      168.39     4.65              94.49%    🚀 利潤擴張
3687.TWO   歐買尬        68.10      6.41       159.30            94.30%    🚀 利潤擴張
1453.TW    大將         12.10      0.00       -2.10             92.73%    🚀 利潤擴張
4154.TWO   樂威科-KY     14.45      0.00       -84.00            92.59%    🧐 疑業外收益
2390.TW    云辰         10.10      16.29      9.30              91.99%    🧐 疑業外收益
3504.TW    揚明光        52.20      5220.00    0.15              91.78%    🚀 利潤擴張
2360.TW    致茂         1785.00    27.86      961.05            91.00%    🚀 利潤擴張
6931.TW    青松健康       51.80      21.32      36.45             90.25%    🚀 利潤擴張
5608.TW    四維航        16.20      0.00       -9.60             90.00%    🧐 疑業外收益
3576.TW    聯合再生       19.00      0.00       -28.20            88.55%    🧐 疑業外收益
6532.TWO   瑞耘         82.10      6.77       181.95            87.60%    🧐 疑業外收益
4991.TWO   環宇-KY      552.00     0.00       -23.55            81.68%    🔄 轉虧為盈
2740.TWO   天蔥         35.55      0.00       -125.25           81.01%    🧐 疑業外收益
1528.TW    恩德         27.20      0.00       -21.60            80.62%    🧐 疑業外收益
6196.TW    帆宣         325.50     8.51       574.05            80.56%    🧐 疑業外收益
2022.TW    聚亨         9.13       0.00       -0.60             79.21%    🚀 利潤擴張
5498.TWO   凱崴         65.60      0.00       -7.05             78.95%    🚀 利潤擴張
4552.TW    力達-KY      20.90      3.94       79.50             78.51%    🧐 疑業外收益
3563.TW    牧德         922.00     21.09      655.80            77.89%    🚀 利潤擴張
3205.TWO   佰研         60.10      0.00       -44.25            77.02%    🧐 疑業外收益
3523.TWO   迎輝         12.65      0.00       -65.85            76.84%    🧐 疑業外收益
3498.TWO   陽程         79.70      0.00       -32.55            76.57%    🔄 轉虧為盈
3625.TWO   西勝         16.45      0.00       -16.20            75.48%    🧐 疑業外收益
6654.TWO   天正國際       89.20      0.00       -44.70            74.38%    🔄 轉虧為盈
4540.TW    全球傳動       43.90      0.00       -40.50            74.10%    🚀 利潤擴張
2483.TW    百容         21.45      11.53      27.90             73.91%    🧐 疑業外收益
2731.TW    雄獅         161.50     3.68       658.20            72.29%    🚀 利潤擴張
1440.TW    南紡         12.75      0.00       -4.20             71.99%    🧐 疑業外收益
6505.TW    台塑化        52.00      33.99      22.95             70.75%    🧐 疑業外收益
2451.TW    創見         240.50     11.41      316.05            70.49%    🚀 利潤擴張
5398.TWO   慕康生醫       20.75      34.02      9.15              70.29%    🧐 疑業外收益
3623.TWO   富晶通        22.20      0.00       -16.95            70.11%    🚀 利潤擴張
6213.TW    聯茂         214.00     21.06      152.40            70.08%    🚀 利潤擴張
6241.TWO   易通展        10.35      0.00       -13.65            69.54%    🚀 利潤擴張
2924.TWO   宏太-KY      20.00      0.00       -38.85            69.26%    🧐 疑業外收益
6616.TWO   特昇-KY      10.10      0.00       -11.85            67.61%    🧐 疑業外收益
3152.TWO   璟德         160.00     6.11       393.00            67.30%    🧐 疑業外收益
3665.TW    貿聯-KY      2200.00    20.66      1597.50           66.97%    🚀 利潤擴張
6831.TW    邁科         0.00       0.00       0.00              66.71%    🚀 利潤擴張
1802.TW    台玻         57.70      0.00       -16.35            65.33%    🧐 疑業外收益
2027.TW    大成鋼        37.75      5.62       100.80            65.30%    🚀 利潤擴張
2614.TW    東森         20.20      4.45       68.10             65.27%    🧐 疑業外收益
5543.TWO   桓鼎-KY      27.25      0.00       -88.80            65.14%    🧐 疑業外收益
4807.TW    日成-KY      14.25      0.00       -32.70            65.02%    🚀 利潤擴張
1445.TW    大宇         12.55      0.00       -24.75            64.90%    🧐 疑業外收益
4529.TWO   淳紳         3.17       0.00       -28.05            64.78%    🧐 疑業外收益
5228.TWO   鈺鎧         27.65      0.00       -24.75            64.67%    🚀 利潤擴張
4166.TWO   友霖         25.40      12.96      29.40             64.65%    🚀 利潤擴張
6141.TW    柏承         24.10      0.00       -122.25           63.85%    🧐 疑業外收益
3605.TW    宏致         66.00      5.86       169.05            63.75%    🚀 利潤擴張
5432.TWO   新門         131.00     32.67      60.15             63.02%    🚀 利潤擴張
2436.TW    偉詮電        61.60      12.57      73.50             62.74%    🚀 利潤擴張
2033.TW    佳大         16.65      19.14      13.05             62.56%    🚀 利潤擴張
1340.TW    勝悅-KY      6.48       0.00       -67.80            62.52%    🧐 疑業外收益
6510.TWO   精測         3485.00    48.26      1083.15           62.23%    🚀 利潤擴張
5364.TWO   力麗店        11.05      0.00       -36.45            61.36%    🧐 疑業外收益
6270.TWO   倍微         24.40      9.76       37.50             61.29%    🚀 利潤擴張
6168.TW    宏齊         26.65      0.00       -0.00             61.07%    🚀 利潤擴張
6574.TWO   霈方         0.00       0.00       0.00              59.83%    🚀 利潤擴張
2440.TW    太空梭        14.70      0.00       -10.35            58.94%    🧐 疑業外收益
2485.TW    兆赫         73.50      0.00       -62.70            57.57%    🧐 疑業外收益
4304.TWO   勝昱         27.00      0.00       -52.80            57.16%    🧐 疑業外收益
1215.TW    卜蜂         143.50     5.59       384.90            56.93%    🚀 利潤擴張
3308.TW    聯德         21.00      19.09      16.50             56.36%    🌑 雙重衰退
6584.TWO   南俊國際       629.00     58.13      162.30            56.05%    🚀 利潤擴張
6026.TWO   福邦證        14.80      5.80       38.25             55.60%    🧐 疑業外收益
2415.TW    錩新         28.60      6.92       61.95             55.37%    🚀 利潤擴張
4609.TWO   唐鋒         5.25       0.00       -11.25            55.01%    🚀 利潤擴張
4711.TWO   永純         15.25      52.59      4.35              54.50%    🧐 疑業外收益
4968.TW    立積         104.50     24.47      64.05             54.23%    🚀 利潤擴張
1313.TW    聯成         11.75      0.00       -33.60            52.61%    🧐 疑業外收益
2417.TW    圓剛         40.20      0.00       -31.80            51.86%    🚀 利潤擴張
1760.TW    寶齡富錦       64.00      12.88      74.55             51.44%    🚀 利潤擴張
5276.TWO   達輝-KY      15.50      5.27       44.10             50.92%    🚀 利潤擴張
2241.TW    艾姆勒        27.55      0.00       -28.35            50.63%    🚀 利潤擴張
3550.TW    聯穎         19.20      0.00       -40.50            48.51%    🚀 利潤擴張
3115.TWO   富榮綱        9.45       0.00       -21.30            45.28%    🚀 利潤擴張
2254.TW    巨鎧精密-創     68.80      0.00       -9.60             45.26%    🧐 疑業外收益
4541.TWO   晟田         44.75      12.13      55.35             45.05%    🚀 利潤擴張
3057.TW    喬鼎         17.35      0.00       -1.95             44.48%    🚀 利潤擴張
1460.TW    宏遠         7.00       0.00       -9.90             44.38%    🧐 疑業外收益
2630.TW    亞航         45.85      17.77      38.70             44.36%    🚀 利潤擴張
6144.TWO   得利影        16.75      0.00       -15.30            44.08%    🧐 疑業外收益
6139.TW    亞翔         636.00     10.91      874.65            43.99%    🚀 利潤擴張
6116.TW    彩晶         8.51       0.00       -30.60            43.78%    🚀 利潤擴張
6666.TW    羅麗芬-KY     41.70      5.49       113.85            43.55%    🧐 疑業外收益
3518.TW    柏騰         20.15      0.00       -64.95            42.96%    🧐 疑業外收益
5701.TWO   劍湖山        3.48       0.00       -13.20            42.67%    🚀 利潤擴張
6226.TW    光鼎         0.00       0.00       0.00              42.35%    🧐 疑業外收益
1457.TW    宜進         14.85      5.99       37.20             42.00%    🧐 疑業外收益
4560.TW    強信-KY      32.70      4.32       113.55            41.12%    🚀 利潤擴張
3049.TW    精金         11.95      0.00       -30.15            40.06%    🚀 利潤擴張
5519.TW    隆大         33.30      3.14       159.30            39.97%    🧐 疑業外收益
2010.TW    春源         25.25      4.37       86.70             39.88%    🚀 利潤擴張
4590.TW    富田-創       73.60      0.00       0.00              39.66%    🌑 雙重衰退
1904.TW    正隆         19.05      18.68      15.30             39.40%    🧐 疑業外收益
6104.TWO   創惟         88.70      5.42       245.55            39.27%    🚀 利潤擴張
3028.TW    增你強        59.40      7.97       111.75            39.15%    🚀 利潤擴張
2308.TW    台達電        1735.00    32.82      792.90            38.89%    🚀 利潤擴張
5243.TW    乙盛-KY      119.00     10.89      163.95            38.69%    🧐 疑業外收益
7717.TWO   萊德光電-KY    924.00     0.00       0.00              38.53%    🚀 利潤擴張
5278.TWO   尚凡*        23.45      8.78       40.05             38.44%    🚀 利潤擴張
6188.TWO   廣明         87.50      9.58       136.95            37.10%    🚀 利潤擴張
5340.TWO   建榮         114.00     43.68      39.15             36.90%    🚀 利潤擴張
3577.TWO   泓格         76.80      12.43      92.70             36.86%    🚀 利潤擴張
3631.TWO   晟楠         26.55      0.00       -31.20            36.43%    🌑 雙重衰退
3085.TWO   新零售        13.15      0.00       -22.35            36.09%    🚀 利潤擴張
4977.TW    眾達-KY      203.00     21.99      138.45            35.99%    🧐 疑業外收益
1303.TW    南亞         81.60      680.00     1.80              35.59%    🔄 轉虧為盈
5443.TWO   均豪         116.00     17.74      98.10             35.26%    🚀 利潤擴張
6186.TWO   新潤         40.30      1.74       346.50            35.00%    🚀 利潤擴張
6109.TWO   亞元         11.75      0.00       -47.10            34.57%    🚀 利潤擴張
4433.TWO   興采         20.40      0.00       -11.10            34.39%    🔄 轉虧為盈
3017.TW    奇鋐         2265.00    20.92      1624.20           34.25%    🚀 利潤擴張
2613.TW    中櫃         23.05      8.51       40.65             33.41%    🚀 利潤擴張
3232.TWO   昱捷         22.35      29.03      11.55             33.06%    🌑 雙重衰退
4538.TWO   大詠城        18.80      25.75      10.95             32.18%    🚀 利潤擴張
3176.TWO   基亞         32.00      66.67      7.20              31.66%    🚀 利潤擴張
6435.TWO   大中         157.00     7.30       322.80            31.64%    🚀 利潤擴張
2305.TW    全友         18.10      90.50      3.00              31.63%    🚀 利潤擴張
6405.TW    悅城         36.70      0.00       -54.00            31.40%    🌑 雙重衰退
3521.TWO   台鋼建設       13.85      0.00       -7.20             30.78%    🚀 利潤擴張
6426.TW    統新         197.00     0.00       -63.00            30.47%    🚀 利潤擴張
6588.TWO   東典光電       141.50     0.00       -94.20            29.60%    🚀 利潤擴張
5475.TWO   德宏         292.00     0.00       -12.45            29.42%    🚀 利潤擴張
1419.TW    新紡         62.60      6.78       138.45            29.07%    🚀 利潤擴張
4137.TW    麗豐-KY      109.50     6.67       246.15            29.06%    🧐 疑業外收益
6910.TWO   德鴻         29.90      0.00       0.00              28.83%    🚀 利潤擴張
3011.TW    今皓         12.45      0.00       -80.85            28.62%    🌑 雙重衰退
2072.TW    世紀風電       0.00       0.00       0.00              28.59%    🚀 利潤擴張
2072.TWO   未知         182.50     0.00       0.00              28.59%    🚀 利潤擴張
6592.TW    和潤企業       62.50      6.09       154.05            28.56%    🧐 疑業外收益
1409.TW    新纖         16.55      6.39       38.85             27.98%    🧐 疑業外收益
3094.TW    聯傑         22.85      47.60      7.20              27.98%    🚀 利潤擴張
6535.TWO   順藥         139.00     0.00       -88.65            27.93%    🧐 疑業外收益
3264.TWO   欣銓         189.00     13.58      208.80            27.89%    🚀 利潤擴張
1907.TW    永豐餘        25.85      13.39      28.95             27.51%    🧐 疑業外收益
6419.TWO   京晨科        100.50     6.83       220.80            27.43%    🌑 雙重衰退
6218.TWO   豪勉         35.50      0.00       -37.65            27.10%    🚀 利潤擴張
3661.TW    世芯-KY      3025.00    17.52      2590.35           26.66%    🌑 雙重衰退
6153.TW    嘉聯益        17.05      0.00       -155.70           26.15%    🧐 疑業外收益
4417.TWO   金洲         50.60      3.32       228.45            26.09%    🚀 利潤擴張
3702.TW    大聯大        91.50      6.96       197.25            25.89%    🚀 利潤擴張
2069.TW    運錩         18.55      4.81       57.90             25.80%    🧐 疑業外收益
2424.TW    隴華         24.50      0.00       -54.15            25.65%    🚀 利潤擴張
2481.TW    強茂         99.18      13.40      111.00            25.55%    🚀 利潤擴張
2712.TW    遠雄來        15.00      0.00       -15.15            25.34%    🚀 利潤擴張
6179.TWO   亞通         25.00      23.36      16.05             25.22%    🧐 疑業外收益
2359.TW    所羅門        110.50     235.11     7.05              25.16%    🚀 利潤擴張
6512.TWO   啟發電        19.70      0.00       -22.95            25.14%    🧐 疑業外收益
6961.TWO   旅天下        56.90      0.00       0.00              25.09%    🧐 疑業外收益
3058.TW    立德         9.06       0.00       -32.40            25.06%    🚀 利潤擴張
6228.TWO   全譜         23.70      0.00       -28.05            24.75%    🚀 利潤擴張
6782.TW    視陽         206.50     6.20       499.50            24.39%    🚀 利潤擴張
6872.TWO   浩宇生醫       16.75      0.00       -78.00            23.76%    🌑 雙重衰退
3296.TW    勝德         21.50      10.29      31.35             23.66%    🧐 疑業外收益
1410.TW    南染         31.45      29.95      15.75             23.66%    🧐 疑業外收益
3672.TWO   康聯訊        10.95      0.00       -78.30            23.43%    🧐 疑業外收益
5484.TW    慧友         40.35      0.00       -45.30            23.34%    🚀 利潤擴張
2910.TW    統領         21.55      7.59       42.60             23.32%    🧐 疑業外收益
1626.TW    艾美特-KY     10.00      0.00       -16.20            23.01%    🧐 疑業外收益
6170.TWO   統振         51.20      4.81       159.75            22.80%    🚀 利潤擴張
4442.TWO   竣邦-KY      60.80      4.41       207.00            22.76%    🚀 利潤擴張
2913.TW    農林         12.10      0.00       -5.70             22.69%    🚀 利潤擴張
6907.TWO   雅特力-KY     121.50     0.00       0.00              22.64%    🚀 利潤擴張
7750.TW    新代         0.00       0.00       0.00              22.52%    🚀 利潤擴張
1733.TW    五鼎         29.45      6.86       64.35             22.34%    🚀 利潤擴張
6591.TW    動力-KY      56.60      3.88       218.70            22.07%    🚀 利潤擴張
3694.TW    海華         57.30      5.78       148.65            22.03%    🚀 利潤擴張
2032.TW    新鋼         16.45      13.27      18.60             21.99%    🚀 利潤擴張
1256.TW    鮮活果汁-KY    152.50     5.97       383.40            21.94%    🚀 利潤擴張
2211.TW    長榮鋼        100.00     4.56       329.10            21.91%    🚀 利潤擴張
6805.TW    富世達        1865.00    28.15      993.90            21.56%    🚀 利潤擴張
6550.TW    北極星藥業-KY   18.55      0.00       -163.35           21.43%    🌑 雙重衰退
3581.TWO   博磊         74.50      677.27     1.65              21.10%    🚀 利潤擴張
4128.TWO   中天         0.00       0.00       0.00              21.08%    🚀 利潤擴張
5607.TW    遠雄港        48.15      7.17       100.80            21.03%    🚀 利潤擴張
6967.TWO   汎瑋材料       70.50      7.88       134.25            20.98%    🚀 利潤擴張
6217.TWO   中探針        236.50     0.00       -78.60            20.57%    🚀 利潤擴張
6212.TWO   理銘         27.45      2.21       186.00            20.33%    🌑 雙重衰退
6203.TWO   海韻電        64.80      5.66       171.75            20.28%    🚀 利潤擴張
6799.TW    來頡         75.30      9.37       120.60            20.20%    🚀 利潤擴張
4577.TWO   達航科技       127.50     0.00       -48.45            20.16%    🚀 利潤擴張
6870.TWO   騰雲         190.50     13.99      204.30            20.15%    🚀 利潤擴張
5234.TW    達興材料       396.50     22.02      270.15            20.12%    🚀 利潤擴張
4973.TWO   廣穎         77.30      62.34      18.60             19.67%    🔄 轉虧為盈
6259.TWO   百徽         19.10      11.37      25.20             19.37%    🚀 利潤擴張
2516.TW    新建         13.65      5.50       37.20             19.35%    🚀 利潤擴張
1259.TWO   安心         58.90      12.59      70.20             19.24%    🚀 利潤擴張
6431.TW    光麗-KY      23.00      0.00       -74.85            18.27%    🧐 疑業外收益
3450.TW    聯鈞         306.50     22.37      205.50            17.71%    🚀 利潤擴張
4147.TWO   中裕         55.00      0.00       -20.55            17.38%    🚀 利潤擴張
2221.TWO   大甲         32.50      5.58       87.30             17.34%    🧐 疑業外收益
2421.TW    建準         141.00     7.65       276.30            17.33%    🚀 利潤擴張
6187.TWO   萬潤         974.00     25.06      583.05            16.97%    🧐 疑業外收益
7547.TWO   碩網         68.30      11.00      93.15             16.95%    🚀 利潤擴張
2472.TW    立隆電        148.00     8.00       277.35            16.86%    🚀 利潤擴張
5515.TW    建國         40.40      4.73       128.25            16.62%    🚀 利潤擴張
2851.TW    中再保        31.25      4.19       111.75            16.51%    🚀 利潤擴張
3593.TW    力銘         15.60      0.00       -66.30            16.49%    🚀 利潤擴張
2357.TW    華碩         578.00     3.80       2283.90           16.06%    🚀 利潤擴張
4979.TWO   華星光        449.50     34.93      193.05            15.95%    🚀 利潤擴張
1593.TWO   祺驊         33.55      7.06       71.25             15.93%    🚀 利潤擴張
5302.TWO   太欣         10.95      0.00       -8.85             15.87%    🚀 利潤擴張
6969.TW    成信實業*-創    28.80      0.00       -8.85             15.79%    🚀 利潤擴張
3234.TWO   光環         114.00     0.00       -41.10            15.79%    🚀 利潤擴張
3711.TW    日月光投控      393.00     19.09      308.85            15.79%    🚀 利潤擴張
1799.TWO   易威         0.00       0.00       0.00              15.71%    🚀 利潤擴張
6124.TWO   業強         31.70      0.00       -49.95            15.65%    🚀 利潤擴張
5289.TWO   宜鼎         1155.00    26.52      653.40            15.25%    🚀 利潤擴張
2423.TW    固緯         47.30      6.97       101.85            15.12%    🚀 利潤擴張
6222.TWO   立軒         20.70      0.00       -15.45            15.03%    🧐 疑業外收益
2330.TW    台積電        2000.00    12.80      2344.05           14.81%    🚀 利潤擴張
6509.TWO   聚和         47.25      6.34       111.75            14.71%    🚀 利潤擴張
6722.TW    輝創         40.20      0.00       0.00              14.33%    🧐 疑業外收益
1225.TW    福懋油        32.65      8.33       58.80             14.25%    🧐 疑業外收益
6614.TW    資拓宏宇       0.00       0.00       0.00              14.13%    🧐 疑業外收益
7738.TWO   東聯互動       188.00     0.00       0.00              14.11%    🚀 利潤擴張
1560.TW    中砂         516.00     24.52      315.60            14.08%    🚀 利潤擴張
5864.TWO   致和證        24.25      11.38      31.95             13.94%    🚀 利潤擴張
3703.TW    欣陸         22.25      7.02       47.55             13.89%    🚀 利潤擴張
6225.TW    天瀚         18.80      0.00       -7.20             13.87%    🚀 利潤擴張
5457.TWO   宣德         38.60      6.56       88.20             13.79%    🚀 利潤擴張
2836.TW    高雄銀        12.15      7.45       24.45             13.78%    🚀 利潤擴張
2007.TW    燁興         8.07       0.00       -76.95            13.63%    🌑 雙重衰退
6727.TWO   亞泰金屬       400.00     27.86      215.40            13.50%    🚀 利潤擴張
