symbol,prev_year,prev_rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_eps,est_price,rev_yoy,status,advice,name,price,prev_eps_yoy,eps
3158.TWO,2025,10.44,63.24%,-10.36,2025-12,0.0,24.73%,-17.43,4.7,0.0,7.07,🏰 高護城河,⚪ 數據不足,嘉實,90.1999969482,-5.06,7.27
2606.TW,2025,-9.08,35.36%,-22.2,2025-12,7.494033321849643,30.49%,-17.45,2.76,125.69999999999999,-4.75,🌑 雙重衰退,⚪ 中性觀察,裕民,62.7999992371,-37.98,4.31
1795.TW,2025,0.51,55.31%,-7.14,2025-12,4.910323709536308,23.84%,-17.5,13.82,685.8,10.36,🏰 高護城河,⚪ 中性觀察,美時,224.5,-8.92,18.14
3034.TW,2025,0.41,38.19%,-19.62,2025-12,5.905511811023621,16.92%,-17.55,20.8,1066.8000000000002,-2.07,🌑 雙重衰退,⚪ 中性觀察,聯詠,420.0,-18.56,26.87
2891.TW,2025,23.13,70.98%,11.73,2025-12,5.382293762575453,31.38%,-17.56,3.06,149.1,29.29,🏰 高護城河,⚪ 中性觀察,中信金,53.5,3.78,4.08
6730.TWO,2025,4.58,N/A,-10.33,2025-12,0.0,N/A,-17.66,1.66,0.0,7.33,📉 獲利侵蝕,⚪ 數據不足,常廣,39.0,0.61,2.14
8931.TWO,2025,2.2,N/A,-19.4,2025-12,7.0628180770967735,N/A,-17.66,1.84,88.35000000000001,-1.74,🌑 雙重衰退,⚪ 中性觀察,大汽電,41.5999984741,8.24,1.87
2637.TW,2025,-24.86,37.77%,-34.78,2025-12,9.426751592356688,36.66%,-17.720000000000002,2.44,117.75,-17.06,🌑 雙重衰退,⚪ 中性觀察,慧洋-KY,74.0,-61.76,5.27
8438.TW,2025,10.16,N/A,-4.98,2025-12,21.19369335002252,N/A,-17.77,1.21,66.60000000000001,12.79,📉 獲利侵蝕,❌ 暫避觀望,昶昕,94.0999984741,-31.64,2.1
5355.TWO,2025,-9.55,N/A,-21.74,2025-12,0.0,N/A,-17.79,-0.82,-36.6,-3.95,🌑 雙重衰退,⚪ 數據不足,佳總,6.8299999237,-28.12,-1.12
2364.TW,2025,25.9,39.87%,2.69,2025-12,6.058879319762584,7.82%,-17.81,3.14,157.95,20.5,⚠️ 獲利稀釋,⚪ 中性觀察,倫飛,63.7999992371,-4.85,4.2
4760.TWO,2025,24.72,22.01%,9.84,2025-12,15.080346106304079,15.04%,-17.95,4.61,242.7,27.79,⚠️ 獲利稀釋,❌ 暫避觀望,勤凱,244.0,11.3,7.05
8099.TWO,2025,24.12,N/A,9.52,2025-12,11.808118081180812,N/A,-17.97,1.52,81.3,27.49,⚠️ 獲利稀釋,⚪ 中性觀察,大世科,64.0,0.66,2.53
2497.TW,2025,0.55,25.76%,-21.36,2025-12,10.615384762096152,10.08%,-17.98,1.49,78.0,-3.38,🌑 雙重衰退,⚪ 中性觀察,怡利電,55.2000007629,-29.38,2.37
4536.TW,2025,7.51,32.65%,-20.89,2025-12,3.744111083560625,10.54%,-17.98,12.08,604.9499999999999,-2.91,🌑 雙重衰退,⚪ 中性觀察,拓凱,151.0,-0.58,14.92
2115.TW,2025,-3.67,18.21%,-22.93,2025-12,4.262294925635246,6.19%,-18.21,1.48,73.2,-4.72,🌑 雙重衰退,⚪ 中性觀察,六暉-KY,20.7999992371,-1.99,1.58
9958.TW,2025,20.49,N/A,-2.48,2025-12,6.2041564792176045,N/A,-18.419999999999998,4.78,245.39999999999998,15.94,📉 獲利侵蝕,⚪ 中性觀察,世紀鋼,101.5,-23.95,6.57
8039.TW,2025,2.03,N/A,-11.69,2025-12,33.333333333333336,N/A,-18.439999999999998,1.33,62.55,6.75,📉 獲利侵蝕,❌ 暫避觀望,台虹,139.0,-41.96,2.07
2248.TW,2025,-4.67,31.94%,-19.0,2025-12,4.5650371560977625,17.40%,-18.52,3.36,181.05,-0.48,🌑 雙重衰退,⚪ 中性觀察,華勝-KY,55.0999984741,-30.34,5.32
9924.TW,2025,-7.04,N/A,-26.71,2025-12,6.158191874872881,N/A,-18.560000000000002,2.14,106.2,-8.15,🌑 雙重衰退,⚪ 中性觀察,福興,43.5999984741,-30.54,3.08
6843.TWO,2025,6.64,N/A,-7.56,2025-12,8.994253019712643,N/A,-18.599999999999998,1.52,78.30000000000001,11.04,📉 獲利侵蝕,⚪ 中性觀察,進典,46.9500007629,-1.94,2.2
6720.TWO,2025,-10.54,N/A,-33.16,2025-12,15.018315018315018,N/A,-18.679999999999996,2.98,163.8,-14.48,🌑 雙重衰退,❌ 暫避觀望,久昌,164.0,-37.15,3.89
6770.TW,2025,1.91,N/A,-14.2,2025-12,0.0,N/A,-18.68,-1.71,-73.35000000000001,4.48,📉 獲利侵蝕,⚪ 數據不足,力積電,55.4000015259,-33.86,-1.86
7792.TWO,2025,37.75,N/A,11.79,2025-12,0.0,N/A,-18.7,6.03,0.0,30.49,⚠️ 獲利稀釋,⚪ 數據不足,安葆,342.0,14.64,8.72
7744.TWO,2025,75.55,N/A,41.2,2025-12,0.0,N/A,-18.739999999999995,12.91,0.0,59.94,⚠️ 獲利稀釋,⚪ 數據不足,崴寶,572.0,74.46,16.28
8938.TWO,2025,9.03,N/A,-10.24,2025-12,3.5832820674308548,N/A,-18.79,3.56,244.04999999999998,8.55,📉 獲利侵蝕,⚪ 中性觀察,明安,58.2999992371,-26.95,6.18
6934.TW,2025,-51.26,N/A,-48.08,2025-12,0.0,N/A,-18.86,-4.17,0.0,-29.22,🌑 雙重衰退,⚪ 數據不足,心誠鎂,0.0,-37.5,-3.92
2867.TW,2025,-43.41,3.78%,-47.37,2025-12,28.185185679629626,0.03%,-18.939999999999998,0.16,4.050000000000001,-28.43,🌑 雙重衰退,❌ 暫避觀望,三商壽,7.6100001335,-68.0,0.2
6691.TW,2025,54.5,N/A,28.04,2025-12,11.086051353226924,N/A,-19.090000000000003,16.64,864.6000000000001,47.13,⚠️ 獲利稀釋,⚪ 中性觀察,洋基工程,639.0,27.98,24.76
2504.TW,2025,4.82,27.76%,-15.42,2025-12,4.31592049289801,22.79%,-19.17,2.45,120.6,3.75,📉 獲利侵蝕,⚪ 中性觀察,國產,34.7000007629,-20.71,3.3
6791.TWO,2025,19.53,N/A,0.0,2025-12,11.633428300094968,N/A,-19.26,3.37,157.95,19.26,📉 獲利侵蝕,⚪ 中性觀察,虎門科技,122.5,-2.88,4.16
9919.TW,2025,-8.87,N/A,-28.57,2025-12,0.0,N/A,-19.33,-1.49,-63.3,-9.24,🌑 雙重衰退,⚪ 數據不足,康那香,14.1999998093,-0.68,-2.43
6117.TW,2025,11.06,N/A,-7.65,2025-12,12.178082400808217,N/A,-19.43,2.21,109.50000000000001,11.78,📉 獲利侵蝕,⚪ 中性觀察,迎廣,88.9000015259,-26.01,3.77
6997.TWO,2025,7.39,N/A,-8.26,2025-12,6.580267303361203,N/A,-19.490000000000002,3.18,179.4,11.23,📉 獲利侵蝕,⚪ 中性觀察,博弘,78.6999969482,-38.85,5.11
8299.TWO,2025,7.55,N/A,3.78,2025-12,27.629000653167864,N/A,-19.509999999999998,19.9,1148.25,23.29,⚠️ 獲利稀釋,❌ 暫避觀望,群聯,2115.0,-27.04,41.98
2070.TWO,2025,-10.95,45.13%,-22.56,2025-12,14.11111111111111,17.87%,-19.59,1.25,67.5,-2.97,🌑 雙重衰退,⚪ 中性觀察,精湛,63.5,-44.93,2.3
2597.TW,2025,16.0,18.77%,0.37,2025-12,6.278303828736105,15.81%,-19.619999999999997,7.25,364.35,19.99,⚠️ 獲利稀釋,⚪ 中性觀察,潤弘,152.5,7.57,10.75
8109.TWO,2025,9.06,N/A,-4.63,2025-12,8.231707317073171,N/A,-19.669999999999998,4.41,221.4,15.04,📉 獲利侵蝕,⚪ 中性觀察,博大,121.5,-14.37,6.18
6411.TWO,2025,-9.94,N/A,-30.29,2025-12,10.993288795422817,N/A,-19.78,2.46,111.75000000000001,-10.51,🌑 雙重衰退,⚪ 中性觀察,晶焱,81.9000015259,-25.46,3.18
6899.TWO,2025,24.69,N/A,7.23,2025-12,6.289017517445087,N/A,-19.82,2.65,129.75,27.05,⚠️ 獲利稀釋,⚪ 中性觀察,創為精密,54.4000015259,6.94,3.59
9904.TW,2025,-3.47,N/A,-24.63,2025-12,2.534653503118812,N/A,-19.919999999999998,3.03,151.5,-4.71,🌑 雙重衰退,⚪ 中性觀察,寶成,25.6000003815,-35.26,4.1
6890.TW,2025,8.16,N/A,-14.96,2025-12,4.793689320388349,N/A,-20.01,9.16,494.40000000000003,5.05,📉 獲利侵蝕,⚪ 中性觀察,來億-KY,158.0,-12.51,13.02
1476.TW,2025,5.39,30.19%,-16.94,2025-12,6.887024150634466,19.16%,-20.09,14.33,732.9,3.15,📉 獲利侵蝕,⚪ 中性觀察,儒鴻,336.5,-20.3,20.1
3645.TW,2025,8.42,31.33%,-14.53,2025-12,30.981595092024538,12.18%,-20.169999999999998,0.94,48.900000000000006,5.64,📉 獲利侵蝕,❌ 暫避觀望,達邁,101.0,-42.24,1.54
2615.TW,2025,-11.06,23.92%,-33.63,2025-12,3.024351924587588,18.94%,-20.380000000000003,7.64,381.90000000000003,-13.25,🌑 雙重衰退,⚪ 中性觀察,萬海,77.0,-38.09,11.21
6523.TWO,2025,-0.64,N/A,-26.4,2025-12,4.821341164953499,N/A,-20.479999999999997,5.84,306.45000000000005,-5.92,🌑 雙重衰退,⚪ 中性觀察,達爾膚,98.5,-21.61,7.78
3444.TWO,2025,10.26,18.10%,-10.04,2025-12,16.269429524732296,4.42%,-20.58,1.64,86.85,10.54,📉 獲利侵蝕,❌ 暫避觀望,利機,94.1999969482,3.14,2.15
6957.TW,2025,-6.88,N/A,-25.35,2025-12,8.60677783754707,N/A,-20.61,5.41,278.85,-4.74,🌑 雙重衰退,⚪ 中性觀察,裕慶-KY,160.0,-29.25,10.18
6204.TWO,2025,3.67,N/A,-20.27,2025-12,25.97269572494881,N/A,-20.63,0.98,43.949999999999996,0.36,📉 獲利侵蝕,❌ 暫避觀望,艾華,76.0999984741,-8.41,1.18
3508.TWO,2025,42.64,1.54%,6.88,2025-12,0.0,-34.06%,-20.650000000000002,-1.14,-59.7,27.53,⚠️ 獲利稀釋,⚪ 數據不足,位速,21.8999996185,18.25,-1.51
6239.TW,2025,-4.79,N/A,-18.46,2025-12,13.461538461538463,N/A,-20.66,4.96,253.49999999999997,2.2,📉 獲利侵蝕,⚪ 中性觀察,力成,227.5,-30.26,7.48
3018.TW,2025,-36.93,-18.95%,-66.41,2025-12,0.0,-73.69%,-20.75,-2.36,-81.14999999999999,-45.66,🌑 雙重衰退,⚪ 數據不足,隆銘綠能,10.6000003815,-161.36,-2.16
3008.TW,2025,6.5,47.97%,-17.91,2025-12,6.827449297134886,36.75%,-20.75,109.06,5591.4,2.84,📉 獲利侵蝕,⚪ 中性觀察,大立光,2545.0,-15.56,159.41
4933.TWO,2025,11.19,28.71%,-18.35,2025-12,5.406015152323308,12.48%,-20.76,3.81,199.5,2.41,📉 獲利侵蝕,⚪ 中性觀察,友輝,71.9000015259,-26.64,5.77
5288.TW,2025,-7.59,N/A,-27.39,2025-12,5.701900633544515,N/A,-20.82,8.74,449.85,-6.57,🌑 雙重衰退,⚪ 中性觀察,豐祥-KY,171.0,-18.99,12.25
7714.TWO,2025,55.99,N/A,24.26,2025-12,9.425367904695165,N/A,-20.84,4.34,214.04999999999998,45.1,⚠️ 獲利稀釋,⚪ 中性觀察,創泓科技,134.5,60.59,6.33
5269.TW,2025,60.07,N/A,45.15,2025-12,7.798059149722736,N/A,-20.85,52.62,2596.8,66.0,⚠️ 獲利稀釋,⚪ 中性觀察,祥碩,1350.0,40.25,72.7
4138.TWO,2025,-12.22,44.64%,-32.69,2025-12,5.57884246765469,12.42%,-20.869999999999997,2.89,150.3,-11.82,🌑 雙重衰退,⚪ 中性觀察,曜亞,55.9000015259,-27.93,3.81
3042.TW,2025,7.28,32.18%,-15.57,2025-12,12.662586074980872,14.07%,-20.91,3.95,196.05,5.34,📉 獲利侵蝕,⚪ 中性觀察,晶技,165.5,-13.57,5.28
3285.TWO,2025,-24.68,28.61%,-40.68,2025-12,36.17283856432098,8.69%,-21.02,0.32,12.15,-19.66,🌑 雙重衰退,❌ 暫避觀望,微端,29.2999992371,-56.16,0.7
5483.TWO,2025,-1.72,N/A,-23.02,2025-12,10.07670850767085,N/A,-21.13,4.07,215.10000000000002,-1.89,🌑 雙重衰退,⚪ 中性觀察,中美晶,144.5,18.54,6.71
8213.TW,2025,1.46,N/A,-17.45,2025-12,6.277495511692048,N/A,-21.18,1.77,88.64999999999999,3.73,📉 獲利侵蝕,⚪ 中性觀察,志超,37.0999984741,-8.29,2.27
3374.TWO,2025,-1.5,32.82%,-18.86,2025-12,18.45018450184502,27.31%,-21.39,3.09,162.6,2.53,📉 獲利侵蝕,❌ 暫避觀望,精材,200.0,-30.87,4.99
2385.TW,2025,-3.53,16.76%,-27.23,2025-12,5.327868852459016,6.72%,-21.5,8.01,366.00000000000006,-5.73,🌑 雙重衰退,⚪ 中性觀察,群光,130.0,-12.04,9.05
5493.TWO,2025,22.78,N/A,-0.48,2025-12,8.80233705218111,N/A,-21.51,3.44,154.04999999999998,21.03,📉 獲利侵蝕,⚪ 中性觀察,三聯,90.4000015259,3.3,4.18
2020.TW,2025,-8.33,19.71%,-31.07,2025-12,3.9999998600183484,12.02%,-21.560000000000002,1.66,81.75,-9.51,🌑 雙重衰退,⚪ 中性觀察,美亞,21.7999992371,-41.75,2.13
6208.TWO,2025,-6.36,N/A,-26.32,2025-12,13.201268312488116,N/A,-21.73,1.78,94.64999999999999,-4.59,🌑 雙重衰退,⚪ 中性觀察,日揚,83.3000030518,-28.8,2.52
2328.TW,2025,4.37,12.48%,-22.0,2025-12,13.504901586789215,4.05%,-21.77,1.22,61.2,-0.23,🌑 雙重衰退,⚪ 中性觀察,廣宇,55.0999984741,-13.48,1.56
6546.TWO,2025,-1.49,N/A,-23.53,2025-12,10.668842010750407,N/A,-21.8,1.72,91.95,-1.73,🌑 雙重衰退,⚪ 中性觀察,正基,65.4000015259,-32.02,2.73
7709.TWO,2025,-37.61,N/A,-52.99,2025-12,17.922911552077085,N/A,-21.830000000000002,0.91,70.05,-31.16,🌑 雙重衰退,❌ 暫避觀望,榮田,83.6999969482,-75.62,2.48
3322.TWO,2025,10.72,12.86%,-15.66,2025-12,0.0,-5.35%,-21.96,-0.75,-39.300000000000004,6.3,📉 獲利侵蝕,⚪ 數據不足,建舜電,13.25,-2.74,-0.96
2049.TW,2025,-1.42,27.05%,-22.62,2025-12,30.77660594439118,4.85%,-22.09,3.01,156.45,-0.53,🌑 雙重衰退,❌ 暫避觀望,上銀,321.0,-35.13,4.31
3406.TW,2025,0.68,34.25%,-14.37,2025-12,7.136975020587428,20.51%,-22.14,22.41,1092.9,7.77,📉 獲利侵蝕,⚪ 中性觀察,玉晶光,520.0,-27.07,32.84
6499.TWO,2025,41.35,N/A,21.08,2025-12,0.0,N/A,-22.160000000000004,-5.76,-281.84999999999997,43.24,⚠️ 獲利稀釋,⚪ 數據不足,益安,83.0999984741,10.97,-7.24
6908.TW,2025,28.6,N/A,5.88,2025-12,0.0,N/A,-22.48,1.05,0.0,28.36,⚠️ 獲利稀釋,⚪ 數據不足,宏�砦C戲-創,0.0,41.89,1.44
6488.TWO,2025,-0.4,N/A,-25.74,2025-12,18.718381112984822,N/A,-22.5,10.68,533.6999999999999,-3.24,🌑 雙重衰退,❌ 暫避觀望,環球晶,666.0,-45.48,15.29
6844.TWO,2025,1.48,N/A,-21.14,2025-12,10.241935483870968,N/A,-22.5,1.44,93.0,1.36,📉 獲利侵蝕,⚪ 中性觀察,諾貝兒,63.5,-32.39,2.35
7712.TWO,2025,-6.32,N/A,-28.68,2025-12,9.853420195439739,N/A,-22.55,3.57,184.20000000000002,-6.13,🌑 雙重衰退,⚪ 中性觀察,博盛半導體,121.0,-47.73,5.42
6862.TW,2025,7.33,N/A,-19.59,2025-12,8.429951690821257,N/A,-22.57,6.02,310.5,2.98,📉 獲利侵蝕,⚪ 中性觀察,三集瑞-KY,174.5,-29.18,8.29
8240.TWO,2025,-1.21,N/A,-27.57,2025-12,12.586520669234973,N/A,-22.57,1.54,82.35000000000001,-5.0,🌑 雙重衰退,⚪ 中性觀察,華宏,69.0999984741,-45.77,2.18
6655.TW,2025,1.29,N/A,-18.72,2025-12,15.50561797752809,N/A,-22.58,2.48,133.5,3.86,📉 獲利侵蝕,❌ 暫避觀望,科定,138.0,-33.88,3.92
2258.TW,2025,-48.42,19.82%,-73.98,2025-12,0.0,-262.93%,-22.64,-1.29,-66.3,-51.34,🌑 雙重衰退,⚪ 數據不足,鴻華先進-創,28.0,-74.32,-2.15
6205.TW,2025,-0.59,N/A,-25.66,2025-12,19.292730245225933,N/A,-22.64,1.51,76.35,-3.02,🌑 雙重衰退,❌ 暫避觀望,詮欣,98.1999969482,-32.58,2.0
6922.TWO,2025,24.0,N/A,-8.99,2025-12,10.12002182214948,N/A,-22.66,5.79,274.95000000000005,13.67,📉 獲利侵蝕,⚪ 中性觀察,宸曜,185.5,-0.69,6.9
1341.TW,2025,-5.97,23.43%,-30.65,2025-12,6.901248494562998,12.74%,-22.7,2.32,132.14999999999998,-7.95,🌑 雙重衰退,⚪ 中性觀察,富林-KY,60.7999992371,-36.61,3.71
2455.TW,2025,-3.9,37.27%,-18.46,2025-12,56.921944035346094,21.78%,-22.75,1.92,101.85,4.29,📉 獲利侵蝕,❌ 暫避觀望,全新,386.5,-34.36,2.97
5222.TW,2025,-28.87,N/A,-49.48,2025-12,20.739064856711916,N/A,-22.799999999999997,1.89,99.45,-26.68,🌑 雙重衰退,❌ 暫避觀望,全訊,137.5,-50.93,2.51
6776.TW,2025,17.25,N/A,-8.03,2025-12,5.528846153846153,N/A,-22.869999999999997,3.18,156.0,14.84,📉 獲利侵蝕,⚪ 中性觀察,展�眥篕�,57.5,2.91,4.2
6944.TW,2025,60.19,N/A,41.25,2025-12,0.0,N/A,-22.950000000000003,22.26,0.0,64.2,⚠️ 獲利稀釋,⚪ 數據不足,兆聯實業,0.0,39.26,32.29
4909.TWO,2025,-89.05,-26.90%,-112.33,2025-12,0.0,-63.96%,-23.010000000000005,-1.46,-71.25,-89.32,🌑 雙重衰退,⚪ 數據不足,新復興,56.4000015259,-117.3,-1.25
2324.TW,2025,-16.8,5.82%,-39.91,2025-12,8.253520911859155,1.38%,-23.129999999999995,1.06,53.25,-16.78,🌑 雙重衰退,⚪ 中性觀察,仁寶,29.2999992371,-42.93,1.38
1294.TWO,2025,-5.13,37.68%,-19.33,2025-12,6.919060052219321,21.70%,-23.349999999999998,3.37,172.35,4.02,📉 獲利侵蝕,⚪ 中性觀察,漢田生技,79.5,-27.88,4.6
6671.TW,2025,-0.04,N/A,-25.47,2025-12,5.706106797423665,N/A,-23.369999999999997,1.65,78.6,-2.1,🌑 雙重衰退,⚪ 中性觀察,三能-KY,29.8999996185,-24.66,2.37
2375.TW,2025,5.21,19.39%,-18.02,2025-12,9.846827133479211,7.43%,-23.369999999999997,2.77,137.10000000000002,5.35,📉 獲利侵蝕,⚪ 中性觀察,凱美,90.0,-20.4,3.73
2939.TW,2025,17.04,8.14%,-24.32,2025-12,0.0,-46.94%,-23.5,-3.2,-149.25000000000003,-0.82,🌑 雙重衰退,⚪ 數據不足,永邑-KY,25.0,-25.49,-3.68
7786.TW,2025,57.65,N/A,29.9,2025-12,0.0,N/A,-23.520000000000003,9.06,0.0,53.42,⚠️ 獲利稀釋,⚪ 數據不足,東方風能,0.0,49.5,11.11
3265.TWO,2025,10.78,25.97%,-12.04,2025-12,14.671814671814673,19.26%,-23.59,3.73,194.25,11.55,📉 獲利侵蝕,⚪ 中性觀察,台星科,190.0,-20.3,5.48
4113.TWO,2025,-87.01,37.85%,-112.91,2025-12,0.0,-47.25%,-23.590000000000003,-0.16,-7.800000000000001,-89.32,🌑 雙重衰退,⚪ 數據不足,聯上,16.25,-105.26,-0.43
2348.TW,2025,-24.42,34.04%,-51.27,2025-12,4.4803982576229,22.47%,-23.640000000000004,3.61,241.05,-27.63,🌑 雙重衰退,⚪ 中性觀察,海悅,72.0,-70.84,6.85
3093.TWO,2025,87.79,40.97%,15.09,2025-12,19.131736983802398,11.18%,-23.669999999999998,1.04,50.099999999999994,38.76,⚠️ 獲利稀釋,❌ 暫避觀望,港建*,63.9000015259,100.0,1.22
1307.TW,2025,0.47,31.96%,-23.39,2025-12,4.543478316159421,13.66%,-23.72,2.01,103.49999999999999,0.33,📉 獲利侵蝕,⚪ 中性觀察,三芳,31.3500003815,-27.17,2.85
3071.TWO,2025,-8.68,30.11%,-29.63,2025-12,19.53125,7.94%,-23.81,0.53,24.0,-5.82,🌑 雙重衰退,❌ 暫避觀望,協禧,31.25,10.42,0.57
8032.TWO,2025,20.85,N/A,1.86,2025-12,9.33551165013072,N/A,-23.91,1.45,68.85,25.77,⚠️ 獲利稀釋,⚪ 中性觀察,光菱,42.8499984741,-11.59,2.19
4737.TW,2025,-1.39,39.56%,-28.85,2025-12,0.0,-24.14%,-23.93,-1.31,-69.75,-4.92,🌑 雙重衰退,⚪ 數據不足,華廣,58.2000007629,16.13,-2.68
6277.TW,2025,-2.96,N/A,-25.6,2025-12,9.209844361930053,N/A,-24.110000000000003,2.29,115.80000000000001,-1.49,🌑 雙重衰退,⚪ 中性觀察,宏正,71.0999984741,-15.81,3.08
6482.TWO,2025,0.15,N/A,-34.28,2025-12,0.0,N/A,-24.21,1.59,0.0,-10.07,🌑 雙重衰退,⚪ 數據不足,弘煜科,0.0,-21.29,2.32
6640.TWO,2025,26.61,N/A,-14.04,2025-12,51.694329183955745,N/A,-24.229999999999997,9.4,433.79999999999995,10.19,📉 獲利侵蝕,❌ 暫避觀望,均華,1495.0,0.87,12.75
2101.TW,2025,-49.07,20.96%,-68.84,2025-12,478.5714285714286,4.39%,-24.230000000000004,-0.37,1.0499999999999998,-44.61,🔄 轉虧為盈,❌ 暫避觀望,南港,33.5,-111.11,1.01
2393.TW,2025,-6.27,30.24%,-30.72,2025-12,6.39257321412909,9.23%,-24.36,3.34,169.64999999999998,-6.36,🌑 雙重衰退,⚪ 中性觀察,億光,72.3000030518,-29.98,4.6
6962.TW,2025,-16.15,N/A,-39.39,2025-12,3.759278978038175,N/A,-24.36,2.6,141.45000000000002,-15.03,🌑 雙重衰退,⚪ 中性觀察,奕力-KY,35.4500007629,-35.9,2.87
1609.TW,2025,3.44,13.61%,-21.15,2025-12,7.568807339449541,8.70%,-24.54,1.62,65.4,3.39,📉 獲利侵蝕,⚪ 中性觀察,大亞,33.0,-11.48,1.65
6245.TWO,2025,-3.19,N/A,-28.08,2025-12,8.108374684906405,N/A,-24.549999999999997,2.89,152.25,-3.53,🌑 雙重衰退,⚪ 中性觀察,立端,82.3000030518,-32.55,4.38
2432.TW,2025,23.4,14.91%,1.06,2025-12,7.82122905027933,7.25%,-24.57,0.96,53.7,25.63,⚠️ 獲利稀釋,⚪ 中性觀察,倚天酷��-創,28.0,-15.52,1.88
6913.TWO,2025,29.26,N/A,-2.92,2025-12,12.126865671641792,N/A,-24.58,3.41,160.79999999999998,21.66,📉 獲利侵蝕,⚪ 中性觀察,鴻呈,130.0,32.81,4.34
6227.TWO,2025,49.53,N/A,17.08,2025-12,6.159280765953757,N/A,-24.800000000000004,4.69,233.55,41.88,⚠️ 獲利稀釋,⚪ 中性觀察,茂綸,95.9000015259,12.47,7.54
2382.TW,2025,49.49,6.33%,25.55,2025-12,6.738035264483627,3.76%,-24.99,13.7,714.6,50.54,⚠️ 獲利稀釋,⚪ 中性觀察,廣達,321.0,20.44,19.45
6151.TWO,2025,2.96,N/A,-21.62,2025-12,10.902141139418962,N/A,-25.04,1.06,49.05,3.42,📉 獲利侵蝕,⚪ 中性觀察,晉倫,35.6500015259,-10.17,1.16
1597.TW,2025,2.59,38.83%,-15.24,2025-12,99.42528735632185,9.16%,-25.05,0.5,26.1,9.81,📉 獲利侵蝕,❌ 暫避觀望,直得,173.0,-36.36,0.91
1504.TW,2025,4.91,23.29%,-18.15,2025-12,11.102106969205833,6.47%,-25.14,1.98,92.55000000000001,6.99,📉 獲利侵蝕,⚪ 中性觀察,東元,68.5,-17.76,2.42
6143.TWO,2025,15.7,N/A,-10.28,2025-12,7.031611175651503,N/A,-25.31,3.72,194.55,15.03,📉 獲利侵蝕,⚪ 中性觀察,振曜,91.1999969482,-24.7,6.46
2535.TW,2025,47.68,12.33%,24.8,2025-12,5.006886842162534,8.34%,-25.45,4.37,217.79999999999998,50.25,⚠️ 獲利稀釋,⚪ 中性觀察,達欣工,72.6999969482,25.0,6.5
2250.TW,2025,-5.59,16.71%,-33.62,2025-12,6.306818037320077,2.64%,-25.5,3.19,158.39999999999998,-8.12,🌑 雙重衰退,⚪ 中性觀察,IKKA-KY,66.5999984741,-40.86,3.99
1723.TW,2025,-22.96,17.58%,-48.92,2025-12,10.626702997275205,7.03%,-25.520000000000003,2.14,110.1,-23.4,🌑 雙重衰退,⚪ 中性觀察,中碳,78.0,-48.53,2.65
8996.TW,2025,42.57,N/A,38.43,2025-12,62.829989440337904,N/A,-25.940000000000005,5.62,284.1,64.37,⚠️ 獲利稀釋,❌ 暫避觀望,高力,1190.0,1.46,9.07
3592.TW,2025,-8.48,29.04%,-34.08,2025-12,5.027117229870672,5.17%,-25.96,14.09,719.0999999999999,-8.12,🌑 雙重衰退,⚪ 中性觀察,瑞鼎,241.0,-36.42,18.24
4770.TW,2025,-24.07,28.63%,-52.93,2025-12,8.757062146892654,14.44%,-26.12,8.4,398.25000000000006,-26.81,🌑 雙重衰退,⚪ 中性觀察,上品,232.5,-48.81,10.2
4549.TWO,2025,-0.17,54.86%,-29.66,2025-12,12.424969987995198,13.53%,-26.18,2.43,124.95,-3.48,🏰 高護城河,⚪ 中性觀察,桓達,103.5,-27.89,3.32
3024.TW,2025,25.83,24.73%,-57.58,2025-12,12.545454718818181,-2.71%,-26.189999999999998,0.33,16.5,-31.39,🌑 雙重衰退,⚪ 中性觀察,憶聲,13.8000001907,65.0,0.28
8183.TWO,2025,6.74,N/A,-26.77,2025-12,9.95652129684058,N/A,-26.259999999999998,0.96,51.75,-0.51,🌑 雙重衰退,⚪ 中性觀察,精星,34.3499984741,-46.02,2.39
1227.TW,2025,-2.17,23.19%,-30.16,2025-12,9.056603533679244,4.10%,-26.36,0.94,47.7,-3.8,🌑 雙重衰退,⚪ 中性觀察,佳格,28.7999992371,-32.61,1.33
3015.TW,2025,17.03,17.44%,-13.89,2025-12,12.772276850024753,-0.45%,-26.47,1.58,60.6,12.58,📉 獲利侵蝕,⚪ 中性觀察,全漢,51.5999984741,-21.39,1.86
5292.TW,2025,37.75,N/A,0.71,2025-12,9.522821576763485,N/A,-26.58,6.88,361.5,27.29,⚠️ 獲利稀釋,⚪ 中性觀察,華懋,229.5,2.53,9.93
3693.TWO,2025,-5.96,29.12%,-38.69,2025-12,14.332318399304047,0.48%,-26.729999999999997,13.32,689.6999999999999,-11.96,🌑 雙重衰退,⚪ 中性觀察,營邦,659.0,-36.05,15.5
3580.TWO,2025,-37.28,63.82%,-61.35,2025-12,20.974576271186443,13.96%,-26.800000000000004,1.46,70.8,-34.55,🏰 高護城河,❌ 暫避觀望,友威科,99.0,-66.67,1.94
6651.TWO,2025,9.61,N/A,-22.95,2025-12,6.935270805812418,N/A,-26.86,4.35,227.1,3.91,📉 獲利侵蝕,⚪ 中性觀察,全宇昕,105.0,-27.55,6.32
2427.TW,2025,18.73,16.95%,6.99,2025-12,5.385572044402984,3.22%,-26.96,1.11,60.300000000000004,33.95,⚠️ 獲利稀釋,⚪ 中性觀察,三商電,21.6499996185,8.91,1.53
