symbol,prev_year,prev_rev_yoy,gm,eps_yoy,date,pe,om,expansion,prev_eps,est_price,rev_yoy,status,advice,name,price,prev_eps_yoy,eps
2645.TW,2025,13.98,14.11%,11.43,2025-12,12.01201201201201,9.96%,-0.20000000000000107,4.16,199.80000000000004,11.63,⚠️ 獲利稀釋,⚪ 中性觀察,長榮航太,160.0,10.05,5.46
4564.TW,2025,8.43,-20.30%,-4.02,2025-12,0.0,-35.14%,-0.2999999999999994,-1.54,-73.05,-3.72,🌑 雙重衰退,⚪ 數據不足,元翎,18.5499992371,-8.76,-1.86
4192.TWO,2025,17.43,76.40%,15.58,2025-12,0.0,-174.96%,-0.3000000000000007,-0.95,-50.4,15.88,🏰 高護城河,⚪ 數據不足,杏國,20.0,18.8,-1.3
5205.TWO,2025,-19.89,N/A,-22.22,2025-12,0.0,N/A,-0.34999999999999787,-0.91,-49.8,-21.87,🌑 雙重衰退,⚪ 數據不足,中茂,21.8999996185,7.14,-1.43
8033.TW,2025,17.35,N/A,14.0,2025-12,68.14159292035399,N/A,-0.3699999999999992,0.73,33.9,14.37,⚠️ 獲利稀釋,❌ 暫避觀望,雷虎,154.0,151.72,0.58
2834.TW,2025,1.98,97.54%,2.44,2025-12,4.969230651846154,41.10%,-0.41000000000000014,1.01,48.75,2.85,🏰 高護城河,⚪ 中性觀察,臺企銀,16.1499996185,4.12,1.26
1229.TW,2025,-0.11,21.12%,4.49,2025-12,6.489859356333853,11.17%,-0.4299999999999997,2.0,96.15,4.92,⚠️ 獲利稀釋,⚪ 中性觀察,聯華,41.5999984741,6.95,2.57
2610.TW,2025,2.68,18.07%,2.11,2025-12,2.8926280828685895,9.36%,-0.4700000000000002,1.81,93.60000000000001,2.58,⚠️ 獲利稀釋,⚪ 中性觀察,華航,18.0499992371,5.85,2.42
6442.TW,2025,92.55,N/A,63.72,2025-12,42.52683732452519,N/A,-0.5,13.87,726.5999999999999,64.22,⚠️ 獲利稀釋,❌ 暫避觀望,光聖,2060.0,66.63,23.46
3266.TW,2025,-47.7,42.09%,-69.95,2025-12,12.735849056603772,22.63%,-0.5799999999999983,0.24,15.9,-69.37,🌑 雙重衰退,⚪ 中性觀察,昇陽,13.5,-46.67,0.58
9917.TW,2025,7.59,N/A,5.71,2025-12,6.773028296207104,N/A,-0.5800000000000001,4.99,249.14999999999998,6.29,⚠️ 獲利稀釋,⚪ 中性觀察,中保科,112.5,3.81,6.77
1736.TW,2025,14.96,48.58%,13.11,2025-12,8.560709413369713,9.78%,-0.5800000000000001,3.41,219.9,13.69,⚠️ 獲利稀釋,⚪ 中性觀察,喬山,125.5,64.73,9.06
4755.TW,2025,0.49,22.24%,-9.76,2025-12,17.1494785631518,10.72%,-0.5899999999999999,2.39,129.45,-9.17,🌑 雙重衰退,❌ 暫避觀望,三福化,148.0,-23.89,3.7
7765.TW,2025,11.43,N/A,2.97,2025-12,7.575757575757575,N/A,-0.6699999999999999,8.52,440.55,3.64,⚠️ 獲利稀釋,⚪ 中性觀察,中華資安,222.5,6.85,11.47
6811.TWO,2025,8.94,N/A,10.46,2025-12,5.478167693544067,N/A,-0.7399999999999984,11.25,559.9499999999999,11.2,⚠️ 獲利稀釋,⚪ 中性觀察,宏�硌穈T,204.5,6.94,14.36
3019.TW,2025,16.37,15.53%,13.99,2025-12,8.640483383685801,5.80%,-0.75,5.51,248.25,14.74,⚠️ 獲利稀釋,⚪ 中性觀察,亞光,143.0,23.82,6.6
6257.TW,2025,7.66,N/A,6.63,2025-12,14.162473040977714,N/A,-0.8799999999999999,3.94,208.65,7.51,⚠️ 獲利稀釋,⚪ 中性觀察,矽格,197.0,-4.62,6.14
2882.TW,2025,-12.01,62.29%,-2.94,2025-12,4.549204298656453,30.59%,-0.8999999999999999,4.84,254.54999999999998,-2.04,🏰 高護城河,⚪ 中性觀察,國泰金,77.1999969482,-27.4,7.06
3689.TWO,2025,21.75,30.92%,19.61,2025-12,7.250912884715701,12.50%,-0.9000000000000021,5.52,287.55,20.51,⚠️ 獲利稀釋,⚪ 中性觀察,湧德,139.0,25.52,7.55
2633.TW,2025,0.9,43.22%,1.74,2025-12,8.770763992857143,38.82%,-1.01,0.89,45.150000000000006,2.75,⚠️ 獲利稀釋,⚪ 中性觀察,台灣高鐵,26.3999996185,-2.2,1.17
9908.TW,2025,3.19,N/A,0.6,2025-12,6.936619539225353,N/A,-1.0899999999999999,1.54,63.9,1.69,⚠️ 獲利稀釋,⚪ 中性觀察,大台北,29.5499992371,0.0,1.72
6645.TW,2025,8.78,N/A,8.37,2025-12,0.0,N/A,-1.120000000000001,-1.96,-99.3,9.49,⚠️ 獲利稀釋,⚪ 數據不足,金萬林-創,12.8000001907,8.41,-2.41
3516.TWO,2025,-21.23,13.94%,-15.15,2025-12,53.68420952236841,-0.53%,-1.1500000000000004,0.03,5.700000000000001,-14.0,🌑 雙重衰退,❌ 暫避觀望,亞帝歐,20.3999996185,-88.0,0.27
6792.TW,2025,9.04,N/A,5.83,2025-12,10.069929803164333,N/A,-1.1799999999999997,1.89,85.80000000000001,7.01,⚠️ 獲利稀釋,⚪ 中性觀察,詠業,57.5999984741,41.22,2.23
2395.TW,2025,21.83,39.78%,17.26,2025-12,13.41339648173207,15.69%,-1.2999999999999972,8.67,443.40000000000003,18.56,⚠️ 獲利稀釋,⚪ 中性觀察,研華,396.5,17.5,12.25
2889.TW,2025,-2.64,90.85%,3.28,2025-12,10.431654676258992,38.94%,-1.3199999999999998,0.47,20.85,4.6,🏰 高護城河,⚪ 中性觀察,國票金,14.5,-2.08,0.63
6261.TWO,2025,-1.1,N/A,4.19,2025-12,12.050163576881134,N/A,-1.4499999999999993,2.7,137.55,5.64,⚠️ 獲利稀釋,⚪ 中性觀察,久元,110.5,-11.76,4.23
3218.TWO,2025,-0.6,58.77%,-2.07,2025-12,4.519867549668874,32.73%,-1.5,8.83,453.00000000000006,-0.57,🏰 高護城河,⚪ 中性觀察,大學光,136.5,-9.44,12.31
6526.TW,2025,14.59,N/A,7.78,2025-12,13.33930170098478,N/A,-1.6499999999999995,14.0,670.2,9.43,⚠️ 獲利稀釋,⚪ 中性觀察,達發,596.0,13.73,17.32
1717.TW,2025,-7.17,21.29%,-9.62,2025-12,23.235294117647058,3.94%,-1.6899999999999995,1.09,51.0,-7.93,🌑 雙重衰退,❌ 暫避觀望,長興,79.0,-4.39,1.41
4915.TW,2025,0.47,17.61%,1.64,2025-12,4.859385418691956,4.16%,-1.6900000000000002,4.76,229.35,3.33,⚠️ 獲利稀釋,⚪ 中性觀察,致伸,74.3000030518,3.8,5.71
2820.TW,2025,29.19,87.03%,31.37,2025-12,4.94134908548387,65.42%,-1.6900000000000013,1.05,51.150000000000006,33.06,🏰 高護城河,⚪ 中性觀察,華票,16.8500003815,29.63,1.34
6953.TWO,2025,-7.09,N/A,0.0,2025-12,16.044980800877674,N/A,-1.72,5.53,273.45,1.72,📉 獲利侵蝕,❌ 暫避觀望,家碩,292.5,-4.49,7.99
2515.TW,2025,-10.98,9.34%,-14.89,2025-12,14.032258269569892,5.82%,-1.7700000000000014,0.27,13.950000000000001,-13.12,🌑 雙重衰退,⚪ 中性觀察,中工,13.0500001907,-21.21,0.4
1590.TW,2025,9.91,47.51%,10.18,2025-12,14.131501472031402,31.25%,-1.790000000000001,30.36,1528.5,11.97,⚠️ 獲利稀釋,⚪ 中性觀察,亞德客-KY,1440.0,4.29,42.0
4105.TWO,2025,14.57,56.36%,7.55,2025-12,4.753363033196668,21.51%,-1.9400000000000004,5.05,234.15,9.49,🏰 高護城河,⚪ 中性觀察,東洋,74.1999969482,37.23,6.27
7751.TWO,2025,54.14,N/A,60.48,2025-12,56.60980810234542,N/A,-1.9400000000000048,14.3,703.5,62.42,⚠️ 獲利稀釋,❌ 暫避觀望,竑騰,2655.0,44.57,20.5
6568.TWO,2025,5.88,N/A,4.76,2025-12,29.73568281938326,N/A,-1.9800000000000004,2.37,136.2,6.74,⚠️ 獲利稀釋,❌ 暫避觀望,宏觀,270.0,-24.19,4.0
5328.TWO,2025,5.47,N/A,0.0,2025-12,36.64383561643836,N/A,-1.99,0.21,10.95,1.99,📉 獲利侵蝕,❌ 暫避觀望,華容,26.75,61.54,0.39
6271.TW,2025,-4.19,N/A,-6.83,2025-12,9.361814345991561,N/A,-2.3,5.41,284.40000000000003,-4.53,🌑 雙重衰退,⚪ 中性觀察,同欣電,177.5,-15.2,7.64
3632.TWO,2025,-35.55,54.59%,-31.03,2025-12,0.0,3.73%,-2.3100000000000023,-0.43,-17.400000000000002,-28.72,🏰 高護城河,⚪ 數據不足,研勤,8.6999998093,-760.0,-0.38
3059.TW,2025,25.58,23.91%,18.27,2025-12,13.009708984757282,2.92%,-2.3200000000000003,0.98,46.349999999999994,20.59,⚠️ 獲利稀釋,⚪ 中性觀察,華晶科,40.2000007629,16.87,1.24
5536.TWO,2025,46.97,N/A,34.76,2025-12,13.014527845036318,N/A,-2.3500000000000014,20.35,991.2000000000002,37.11,⚠️ 獲利稀釋,⚪ 中性觀察,聖暉*,860.0,34.86,28.42
2727.TW,2025,3.33,47.07%,2.75,2025-12,5.654761904761903,7.36%,-2.46,12.01,604.8000000000001,5.21,⚠️ 獲利稀釋,⚪ 中性觀察,王品,228.0,-2.81,16.02
2376.TW,2025,24.08,10.28%,24.57,2025-12,6.099956350938455,4.26%,-2.5,13.77,687.3,27.07,⚠️ 獲利稀釋,⚪ 中性觀察,技嘉,279.5,33.43,18.2
3529.TWO,2025,7.92,100.00%,4.19,2025-12,72.4177256435321,60.64%,-2.55,18.06,920.6999999999999,6.74,🏰 高護城河,❌ 暫避觀望,力旺,4445.0,2.21,25.6
7805.TWO,2025,6.11,N/A,3.16,2025-12,0.0,N/A,-2.6399999999999997,30.84,0.0,5.8,⚠️ 獲利稀釋,⚪ 數據不足,威聯通,724.0,3.99,44.56
2903.TW,2025,-2.99,54.41%,-5.49,2025-12,6.167582627170329,14.06%,-2.81,1.12,54.6,-2.68,🏰 高護城河,⚪ 中性觀察,遠百,22.4500007629,1.83,1.56
3131.TWO,2025,53.06,42.10%,56.98,2025-12,30.24948024948025,29.56%,-2.950000000000003,26.19,1443.0,59.93,⚠️ 獲利稀釋,❌ 暫避觀望,弘塑,2910.0,28.76,45.48
4527.TWO,2025,-24.37,29.77%,-19.05,2025-12,7.160804020100501,16.80%,-3.1000000000000014,1.34,89.55000000000001,-15.95,🌑 雙重衰退,⚪ 中性觀察,方土霖,42.75,-52.98,3.4
6214.TW,2025,15.19,N/A,9.74,2025-12,7.074136955291454,N/A,-3.1500000000000004,5.42,265.05,12.89,⚠️ 獲利稀釋,⚪ 中性觀察,精誠,125.0,-6.74,7.91
4584.TWO,2025,5.03,34.23%,-4.72,2025-12,4.371002132196161,12.30%,-3.21,2.63,140.70000000000002,-1.51,🌑 雙重衰退,⚪ 中性觀察,君帆,41.0,-4.71,3.43
3209.TW,2025,-1.06,4.62%,0.0,2025-12,0.0,3.28%,-3.25,1.58,0.0,3.25,📉 獲利侵蝕,⚪ 數據不足,全科,0.0,-34.03,3.02
6486.TWO,2025,-9.56,N/A,2.66,2025-12,7.285958773467466,N/A,-3.46,2.84,175.2,6.12,⚠️ 獲利稀釋,⚪ 中性觀察,互動,85.0999984741,-16.72,5.78
2640.TWO,2025,3.84,51.63%,0.9,2025-12,7.973648341662881,21.47%,-3.47,6.51,330.15,4.37,🏰 高護城河,⚪ 中性觀察,大車隊,175.5,1.56,9.01
2067.TWO,2025,3.79,7.03%,-2.19,2025-12,0.0,-9.19%,-3.5,-2.49,-110.7,1.31,📉 獲利侵蝕,⚪ 數據不足,嘉鋼,7.0500001907,-19.71,-2.8
5452.TWO,2025,-12.51,N/A,-17.5,2025-12,37.640449438202246,N/A,-3.5500000000000007,0.3,13.35,-13.95,🌑 雙重衰退,❌ 暫避觀望,佶優,33.5,50.0,0.33
6672.TW,2025,-1.28,N/A,-2.81,2025-12,18.927038626609445,N/A,-3.69,3.46,174.74999999999997,0.88,📉 獲利侵蝕,❌ 暫避觀望,騰輝電子-KY,220.5,-9.9,4.85
2488.TW,2025,1.02,19.83%,-12.98,2025-12,4.7368420348199445,7.42%,-3.6900000000000013,3.53,162.45,-9.29,🌑 雙重衰退,⚪ 中性觀察,漢平,51.2999992371,-6.61,4.56
7703.TWO,2025,34.82,N/A,27.67,2025-12,9.765976597659765,N/A,-3.75,6.74,333.3,31.42,⚠️ 獲利稀釋,⚪ 中性觀察,銳澤,217.0,40.42,8.72
4726.TWO,2025,-7.0,1.76%,4.42,2025-12,0.0,-18.26%,-3.8100000000000005,-1.91,-89.85000000000001,8.23,⚠️ 獲利稀釋,⚪ 數據不足,永昕,29.3500003815,-2.69,-2.17
3029.TW,2025,45.68,14.31%,30.86,2025-12,6.307977736549164,6.54%,-3.8699999999999974,4.91,242.55,34.73,⚠️ 獲利稀釋,⚪ 中性觀察,零壹,102.0,34.15,6.53
2855.TW,2025,-16.01,82.96%,0.0,2025-12,7.898989590727272,34.40%,-3.92,1.67,74.25,3.92,🏰 高護城河,⚪ 中性觀察,統一證,39.0999984741,-32.66,3.0
4722.TW,2025,-6.97,17.84%,-11.71,2025-12,43.0045871559633,5.11%,-3.990000000000001,1.33,65.4,-7.72,🌑 雙重衰退,❌ 暫避觀望,國精化,187.5,-29.12,2.0
2312.TW,2025,1.36,5.36%,-4.59,2025-12,10.035714421964284,1.66%,-4.04,0.85,42.00000000000001,-0.55,🌑 雙重衰退,⚪ 中性觀察,金寶,28.1000003815,-10.64,1.05
2948.TWO,2025,3.92,48.05%,-2.28,2025-12,7.412451065,9.02%,-4.12,1.62,77.1,1.84,📉 獲利侵蝕,⚪ 中性觀察,寶陞,38.0999984741,2.53,2.14
2892.TW,2025,4.61,78.99%,3.31,2025-12,5.843621320679013,35.12%,-4.279999999999999,1.51,72.89999999999999,7.59,🏰 高護城河,⚪ 中性觀察,第一金,28.3999996185,2.03,1.87
6142.TW,2025,75.47,N/A,48.0,2025-12,0.0,N/A,-4.32,-0.17,-10.8,52.32,⚠️ 獲利稀釋,⚪ 數據不足,友勁,9.0500001907,56.41,-0.26
9926.TW,2025,6.06,N/A,1.52,2025-12,6.987270371414427,N/A,-4.390000000000001,2.3,106.05000000000001,5.91,⚠️ 獲利稀釋,⚪ 中性觀察,新海,49.4000015259,0.0,2.68
2347.TW,2025,-8.89,4.26%,-7.97,2025-12,7.160278479808363,2.54%,-4.4799999999999995,3.42,172.2,-3.49,🌑 雙重衰退,⚪ 中性觀察,聯強,82.1999969482,-9.04,5.08
4171.TWO,2025,5.83,73.67%,8.21,2025-12,0.0,-9.23%,-4.5,-1.98,-81.3,12.71,🏰 高護城河,⚪ 數據不足,瑞基,18.6499996185,-33.1,-1.93
4121.TWO,2025,-1.15,33.58%,-5.88,2025-12,0.0,-3.01%,-4.54,-0.27,-13.950000000000001,-1.34,🌑 雙重衰退,⚪ 數據不足,優盛,14.6499996185,-47.37,-0.36
4728.TWO,2025,13.37,77.03%,6.9,2025-12,11.020114942528737,41.97%,-4.549999999999999,10.43,522.0,11.45,🏰 高護城河,⚪ 中性觀察,雙美,383.5,7.08,13.33
2480.TW,2025,17.02,24.08%,6.67,2025-12,7.374631268436577,10.67%,-4.710000000000001,5.94,305.1,11.38,⚠️ 獲利稀釋,⚪ 中性觀察,敦陽科,150.0,7.41,8.0
6996.TWO,2025,-15.41,N/A,-14.17,2025-12,6.766224188790561,N/A,-4.77,7.74,406.79999999999995,-9.4,🌑 雙重衰退,⚪ 中性觀察,力領科技,183.5,-38.46,12.15
5434.TW,2025,22.38,N/A,13.53,2025-12,7.934824527574238,N/A,-5.040000000000001,15.45,777.9,18.57,⚠️ 獲利稀釋,⚪ 中性觀察,崇越,411.5,7.32,21.81
5880.TW,2025,8.58,N/A,7.94,2025-12,6.815476076934524,N/A,-5.069999999999999,1.03,50.4,13.01,⚠️ 獲利稀釋,⚪ 中性觀察,合庫金,22.8999996185,-0.96,1.36
2901.TW,2025,-3.66,84.77%,-7.32,2025-12,27.586206896551726,20.24%,-5.17,0.25,13.05,-2.15,🏰 高護城河,❌ 暫避觀望,欣欣,24.0,-21.88,0.38
2453.TW,2025,7.96,24.39%,1.96,2025-12,7.16514934643693,4.56%,-5.25,2.2,115.35000000000001,7.21,⚠️ 獲利稀釋,⚪ 中性觀察,凌群,55.0999984741,5.26,3.12
5548.TWO,2025,13.03,N/A,9.24,2025-12,5.512820423892776,N/A,-5.32,1.16,64.35,14.56,⚠️ 獲利稀釋,⚪ 中性觀察,安倉,23.6499996185,-24.84,2.03
2345.TW,2025,146.74,17.90%,119.5,2025-12,23.392087005437837,12.65%,-5.3799999999999955,32.18,1599.9,124.88,⚠️ 獲利稀釋,❌ 暫避觀望,智邦,2495.0,140.62,47.13
3041.TW,2025,-21.55,5.61%,-35.42,2025-12,0.0,-198.78%,-5.490000000000002,-2.1,-105.75000000000001,-29.93,🌑 雙重衰退,⚪ 數據不足,揚智,24.5499992371,-3.19,-3.43
6658.TW,2025,44.67,N/A,24.77,2025-12,64.34426229508198,N/A,-5.760000000000002,0.36,36.599999999999994,30.53,⚠️ 獲利稀釋,❌ 暫避觀望,聯策,157.0,63.64,1.38
8464.TW,2025,3.29,N/A,-4.37,2025-12,6.3292302039316555,N/A,-5.84,15.83,816.45,1.47,📉 獲利侵蝕,⚪ 中性觀察,億豐,344.5,-6.66,22.53
8081.TW,2025,5.5,N/A,-0.84,2025-12,6.027645592567414,N/A,-5.84,13.05,661.95,5.0,📉 獲利侵蝕,⚪ 中性觀察,致新,266.0,-3.49,17.76
8043.TWO,2025,5.48,N/A,9.87,2025-12,139.7058823529412,N/A,-5.880000000000001,0.08,10.2,15.75,⚠️ 獲利稀釋,❌ 暫避觀望,蜜望實,95.0,-94.84,1.67
5508.TWO,2025,-80.56,N/A,-80.85,2025-12,5.859004829727488,N/A,-6.099999999999994,2.26,126.6,-74.75,🌑 雙重衰退,⚪ 中性觀察,永信建,49.4500007629,-84.53,3.07
6903.TWO,2025,-15.22,N/A,18.74,2025-12,20.603015075376884,N/A,-6.130000000000003,5.49,298.5,24.87,⚠️ 獲利稀釋,❌ 暫避觀望,巨漢,410.0,-24.9,10.62
1535.TW,2025,11.05,12.18%,-1.48,2025-12,5.293501048218029,5.96%,-6.15,2.79,143.10000000000002,4.67,📉 獲利侵蝕,⚪ 中性觀察,中宇,50.5,-2.45,4.0
6409.TW,2025,-10.8,N/A,-16.23,2025-12,0.0,N/A,-6.18,34.16,0.0,-10.05,🌑 雙重衰退,⚪ 數據不足,旭隼,0.0,-7.42,40.23
6925.TWO,2025,9.97,N/A,8.39,2025-12,9.531914460737587,N/A,-6.219999999999999,2.12,105.75000000000001,14.61,⚠️ 獲利稀釋,⚪ 中性觀察,意藍,67.1999969482,2.58,3.11
3321.TW,2025,9.69,6.46%,2.79,2025-12,0.0,-7.89%,-6.31,-2.52,-134.1,9.1,⚠️ 獲利稀釋,⚪ 數據不足,同泰,16.25,-37.7,-3.36
7769.TW,2025,132.45,N/A,110.03,2025-12,0.0,N/A,-6.310000000000002,53.54,0.0,116.34,⚠️ 獲利稀釋,⚪ 數據不足,鴻勁,0.0,160.49,75.71
6274.TWO,2025,26.58,N/A,25.11,2025-12,44.01154401154401,N/A,-6.400000000000002,8.37,415.79999999999995,31.51,⚠️ 獲利稀釋,❌ 暫避觀望,台燿,1220.0,15.64,12.13
3163.TWO,2025,9.43,18.26%,8.17,2025-12,114.12535079513566,5.03%,-6.48,3.32,160.34999999999997,14.65,⚠️ 獲利稀釋,❌ 暫避觀望,波若威,1220.0,-15.52,6.22
4148.TW,2025,21.11,28.39%,13.43,2025-12,7.200000000000001,9.28%,-6.52,1.75,74.99999999999999,19.95,⚠️ 獲利稀釋,⚪ 中性觀察,全宇生技-KY,36.0,2.94,2.28
1735.TW,2025,-12.04,19.87%,-19.59,2025-12,23.347826418695654,1.24%,-6.640000000000001,0.2,17.25,-12.95,🌑 雙重衰退,❌ 暫避觀望,日勝化,26.8500003815,-72.22,0.78
3217.TWO,2025,23.57,49.95%,12.8,2025-12,5.727452271231073,28.69%,-6.640000000000001,9.47,455.70000000000005,19.44,⚠️ 獲利稀釋,⚪ 中性觀察,優群,174.0,15.77,12.69
9939.TW,2025,4.72,N/A,-5.01,2025-12,4.708614864864865,N/A,-6.66,7.6,355.2,1.65,📉 獲利侵蝕,⚪ 中性觀察,宏全,111.5,-11.73,9.1
2912.TW,2025,3.64,34.07%,-2.88,2025-12,8.045977011494253,2.95%,-6.67,8.56,417.6,3.79,📉 獲利侵蝕,⚪ 中性觀察,統一超,224.0,-4.14,10.78
4585.TW,2025,23.76,50.62%,16.35,2025-12,0.0,5.77%,-6.68,0.81,0.0,23.03,🏰 高護城河,⚪ 數據不足,達明,0.0,20.34,1.46
6874.TWO,2025,-28.42,N/A,-29.6,2025-12,0.0,N/A,-6.880000000000003,2.35,0.0,-22.72,🌑 雙重衰退,⚪ 數據不足,倍力,0.0,-29.94,3.16
6129.TWO,2025,-7.98,N/A,-9.0,2025-12,0.0,N/A,-6.9399999999999995,-0.97,-49.35,-2.06,🌑 雙重衰退,⚪ 數據不足,普誠,18.1000003815,-15.48,-1.09
3556.TWO,2025,-2.31,50.66%,-5.7,2025-12,11.303419129465814,14.95%,-6.94,1.28,70.19999999999999,1.24,🏰 高護城河,⚪ 中性觀察,禾瑞亞,52.9000015259,-26.44,2.15
2812.TW,2025,5.04,93.02%,0.0,2025-12,5.196850193464567,51.96%,-6.96,1.13,57.15,6.96,🏰 高護城河,⚪ 中性觀察,台中銀,19.7999992371,-1.74,1.53
5225.TW,2025,-8.14,N/A,-18.0,2025-12,2.7809590890551177,N/A,-6.99,9.66,419.1,-11.01,🌑 雙重衰退,⚪ 中性觀察,東科-KY,77.6999969482,-7.0,10.26
4305.TWO,2025,5.53,31.11%,-3.53,2025-12,5.011454753722796,23.00%,-7.07,2.61,130.95,3.54,📉 獲利侵蝕,⚪ 中性觀察,世坤,43.75,-9.06,3.83
9802.TW,2025,24.42,N/A,11.23,2025-12,5.645499059727844,N/A,-7.129999999999999,4.26,214.95,18.36,⚠️ 獲利稀釋,⚪ 中性觀察,鈺齊-KY,80.9000015259,2.41,6.05
6955.TW,2025,40.17,N/A,30.28,2025-12,15.700483091787438,N/A,-7.149999999999999,2.93,155.25000000000003,37.43,⚠️ 獲利稀釋,❌ 暫避觀望,邦睿生技-創,162.5,28.51,4.13
6133.TW,2025,12.23,N/A,10.77,2025-12,17.328244857175573,N/A,-7.16,0.35,19.650000000000002,17.93,⚠️ 獲利稀釋,❌ 暫避觀望,金橋,22.7000007629,-22.22,0.72
1603.TW,2025,22.51,9.14%,14.41,2025-12,0.0,6.41%,-7.280000000000001,3.03,0.0,21.69,⚠️ 獲利稀釋,⚪ 數據不足,華電,0.0,37.16,3.26
2204.TW,2025,-25.64,10.06%,-25.55,2025-12,4.143518577384259,2.43%,-7.330000000000002,3.9,194.39999999999998,-18.22,🌑 雙重衰退,⚪ 中性觀察,中華,53.7000007629,-34.75,5.47
8291.TWO,2025,-80.38,N/A,-78.9,2025-12,0.0,N/A,-7.340000000000003,-1.54,-70.80000000000001,-71.56,🌑 雙重衰退,⚪ 數據不足,尚茂,26.6499996185,-92.5,-1.95
3168.TW,2025,-1.47,25.14%,-6.99,2025-12,7.304625077687401,8.89%,-7.45,1.94,94.05,0.46,📉 獲利侵蝕,⚪ 中性觀察,眾福科,45.7999992371,-13.72,2.61
2885.TW,2025,-0.21,80.00%,-1.08,2025-12,8.458015500137405,33.03%,-7.48,2.0,98.25,6.4,🏰 高護城河,⚪ 中性觀察,元大金,55.4000015259,-4.31,2.74
1525.TW,2025,-17.15,20.24%,-22.09,2025-12,7.728394873345679,6.22%,-7.49,2.48,121.5,-14.6,🌑 雙重衰退,⚪ 中性觀察,江申,62.5999984741,-9.16,3.21
6446.TW,2025,61.14,N/A,53.11,2025-12,19.37125748502994,N/A,-7.5,9.66,501.0,60.61,⚠️ 獲利稀釋,❌ 暫避觀望,藥華藥,647.0,85.8,13.64
1216.TW,2025,3.07,31.73%,-5.22,2025-12,7.535441491177752,2.59%,-7.539999999999999,2.93,137.55,2.32,📉 獲利侵蝕,⚪ 中性觀察,統一,69.0999984741,-5.18,3.45
1709.TW,2025,-14.07,17.58%,-20.13,2025-12,0.0,8.28%,-7.559999999999999,0.87,0.0,-12.57,🌑 雙重衰退,⚪ 數據不足,和益,0.0,-36.96,1.23
6794.TW,2025,12.82,N/A,-13.21,2025-12,0.0,N/A,-7.630000000000001,-1.42,-71.85,-5.58,🌑 雙重衰退,⚪ 數據不足,向榮生技,81.6999969482,-14.75,-1.89
2207.TW,2025,0.2,17.53%,-7.65,2025-12,5.875845113706207,9.92%,-7.66,24.86,1220.2500000000002,0.01,📉 獲利侵蝕,⚪ 中性觀察,和泰車,478.0,-13.65,33.93
2420.TW,2025,-3.06,49.30%,-10.32,2025-12,5.9061835315458415,35.64%,-7.720000000000001,2.72,140.70000000000002,-2.6,🌑 雙重衰退,⚪ 中性觀察,新巨,55.4000015259,-20.23,3.91
2458.TW,2025,-2.0,49.29%,-10.67,2025-12,7.183026584867077,23.12%,-7.76,5.96,293.3999999999999,-2.91,🌑 雙重衰退,⚪ 中性觀察,義隆,140.5,-19.94,8.53
6613.TWO,2025,-15.3,N/A,-21.9,2025-12,7.594534477279949,N/A,-7.769999999999998,10.14,472.04999999999995,-14.13,🌑 雙重衰退,⚪ 中性觀察,朋億*,239.0,-10.98,13.37
2402.TW,2025,15.8,19.80%,6.06,2025-12,11.766612394505673,8.98%,-7.7700000000000005,1.86,92.55,13.83,⚠️ 獲利稀釋,⚪ 中性觀察,毅嘉,72.5999984741,12.88,2.47
9941.TW,2025,-5.29,N/A,-12.45,2025-12,3.9060885938183696,N/A,-7.789999999999999,5.8,290.7,-4.66,🌑 雙重衰退,⚪ 中性觀察,裕融,75.6999969482,-20.37,7.68
2756.TWO,2025,66.35,49.60%,61.83,2025-12,7.995226730310262,5.94%,-7.829999999999998,2.71,125.70000000000002,69.66,⚠️ 獲利稀釋,⚪ 中性觀察,聯發國際,67.0,39.38,3.93
1435.TW,2025,-48.31,64.71%,-51.85,2025-12,0.0,-1427.47%,-7.8700000000000045,-0.26,-14.549999999999997,-43.98,🏰 高護城河,⚪ 數據不足,中福,12.8500003815,-52.94,-0.41
4554.TWO,2025,29.9,42.45%,13.37,2025-12,6.417910529104477,4.92%,-7.890000000000002,1.32,70.35000000000001,21.26,⚠️ 獲利稀釋,⚪ 中性觀察,橙的,30.1000003815,-12.0,2.12
6118.TWO,2025,10.09,N/A,2.56,2025-12,25.07042146070422,N/A,-8.059999999999999,0.17,10.65,10.62,⚠️ 獲利稀釋,❌ 暫避觀望,建達,17.7999992371,240.0,0.4
3078.TWO,2025,30.5,23.99%,8.01,2025-12,3.481979230299328,12.10%,-8.160000000000002,4.97,245.55,16.17,⚠️ 獲利稀釋,⚪ 中性觀察,僑威,57.0,21.52,6.07
3570.TWO,2025,29.74,31.73%,7.47,2025-12,4.42489851150203,11.86%,-8.23,11.01,554.25,15.7,⚠️ 獲利稀釋,⚪ 中性觀察,大塚,163.5,16.88,13.95
5403.TWO,2025,11.06,N/A,-0.37,2025-12,4.772502472799209,N/A,-8.25,5.8,303.29999999999995,7.88,📉 獲利侵蝕,⚪ 中性觀察,中菲,96.5,6.08,8.57
6589.TW,2025,-10.19,N/A,-8.77,2025-12,0.0,N/A,-8.389999999999999,-1.94,0.0,-0.38,🌑 雙重衰退,⚪ 數據不足,台康生技,0.0,-1.05,-2.51
