status,prev_rev_yoy,est_price,pe,expansion,date,om,advice,prev_eps_yoy,eps_yoy,prev_year,eps,symbol,name,prev_eps,gm,price,rev_yoy
🏰 高護城河,-2.09,26.1,5.977011275000001,2.030000000000001,2026-03,32.72%,✅ 穩健價值,-35.48,38.89,2025,0.28,2897.TW,王道銀行,0.61,91.47%,10.3999996185,36.86
🚀 利潤擴張,1.27,-73.20000000000002,0.0,0.9399999999999977,2026-03,N/A,⚪ 數據不足,67.52,43.18,2025,-0.26,4190.TW,佐登-KY,-1.59,N/A,25.25,42.24
🚀 利潤擴張,4.88,210.45,5.602280718039915,0.6000000000000014,2026-03,N/A,✅ 穩健價值,40.71,35.71,2025,1.71,4951.TWO,精拓科,5.98,N/A,78.5999984741,35.11
🏰 高護城河,4.5,45.6,6.743421052631579,0.5700000000000003,2026-03,35.36%,✅ 穩健價值,8.94,17.86,2025,0.35,2838.TW,聯邦銀,1.29,94.34%,20.5,17.29
🏰 高護城河,19.01,1433.8500000000001,7.176482895700387,0.28999999999999915,2026-03,59.33%,✅ 穩健價值,19.82,19.96,2025,11.18,3293.TWO,鈊象,38.51,97.58%,686.0,19.67
🌑 雙重衰退,-1.96,0.0,0.0,-0.07999999999999985,2026-03,N/A,⚪ 數據不足,-68.78,-1.41,2025,0.7,7760.TW,享溫馨,0.68,N/A,34.2000007629,-1.33
🌑 雙重衰退,-1.96,0.0,0.0,-0.07999999999999985,2026-03,N/A,⚪ 數據不足,-68.78,-1.41,2025,0.7,7760.TWO,未知,0.68,N/A,0.0,-1.33
⚠️ 獲利稀釋,-11.58,49.2,21.432927759695122,-0.3099999999999987,2026-03,N/A,❌ 暫避觀望,-48.45,16.0,2025,0.6,6906.TW,現觀科,1.87,N/A,70.3000030518,16.31
🌑 雙重衰退,-8.49,-90.0,0.0,-0.9000000000000004,2026-03,N/A,⚪ 數據不足,19.44,-14.52,2025,-0.72,6535.TWO,順藥,-2.05,N/A,90.1999969482,-13.62
🏰 高護城河,7.59,73.8,6.930893998800813,-1.0600000000000005,2026-03,35.12%,⚪ 中性觀察,3.31,11.76,2025,0.57,2892.TW,第一金,1.87,78.99%,34.0999984741,12.82
⚠️ 獲利稀釋,51.85,-65.25,0.0,-1.1400000000000006,2026-03,N/A,⚪ 數據不足,53.38,37.31,2025,-0.42,6901.TW,鑽石投資,-1.38,N/A,18.3500003815,38.45
⚠️ 獲利稀釋,13.01,51.0,7.4558824651470585,-1.7799999999999994,2026-03,N/A,⚪ 中性觀察,7.94,12.5,2025,0.36,5880.TW,合庫金,1.36,N/A,25.3500003815,14.28
🏰 高護城河,8.35,58.949999999999996,6.0814248393129775,-1.8699999999999974,2026-03,38.59%,⚪ 中性觀察,13.53,18.92,2025,0.44,2801.TW,彰銀,1.51,88.90%,23.8999996185,20.79
⚠️ 獲利稀釋,3.7,124.19999999999999,5.458937290205314,-1.9099999999999984,2026-03,N/A,⚪ 中性觀察,10.11,9.38,2025,1.05,5876.TW,上海商銀,3.06,N/A,45.2000007629,11.29
⚠️ 獲利稀釋,58.62,0.0,0.0,-2.0799999999999983,2026-03,N/A,⚪ 數據不足,4.79,61.22,2025,0.79,7820.TWO,立盈,1.76,N/A,110.5,63.3
🏰 高護城河,2.85,49.2,5.503048547896341,-3.9000000000000004,2026-03,41.10%,⚪ 中性觀察,2.44,9.37,2025,0.35,2834.TW,臺企銀,1.26,97.54%,18.0499992371,13.27
⚠️ 獲利稀釋,327.05,84.75,3.442478011132743,-4.2900000000000205,2026-03,N/A,⚪ 中性觀察,422.95,400.0,2025,0.15,2536.TW,宏普,3.19,N/A,19.4500007629,404.29
🏰 高護城河,0.59,-105.6,0.0,-5.049999999999997,2026-03,-51.18%,⚪ 數據不足,-174.64,51.52,2025,-0.33,2726.TWO,雅茗-KY,-3.55,54.90%,9.0100002289,56.57
⚠️ 獲利稀釋,1.94,228.75000000000003,28.524590163934423,-5.090000000000003,2026-03,N/A,❌ 暫避觀望,8.14,115.22,2025,1.98,6415.TW,矽力*-KY,6.4,N/A,435.0,120.31
🏰 高護城河,20.44,81.0,6.499999717425925,-6.640000000000001,2026-03,40.48%,⚪ 中性觀察,30.06,12.73,2025,0.62,2884.TW,玉山金,2.12,91.14%,35.0999984741,19.37
🏰 高護城河,12.71,-79.95,0.0,-6.729999999999997,2026-03,-9.23%,⚪ 數據不足,8.21,50.0,2025,-0.09,4171.TWO,瑞基,-1.93,73.67%,18.3999996185,56.73
🏰 高護城河,29.29,151.5,6.148514700405941,-7.1,2026-03,31.38%,⚪ 中性觀察,11.73,15.15,2025,1.18,2891.TW,中信金,4.08,70.98%,62.0999984741,22.25
🌑 雙重衰退,9.74,307.35,6.076134699853586,-9.66,2026-03,22.46%,⚪ 中性觀察,-21.56,-20.07,2025,2.4,2881.TW,富邦金,8.37,42.21%,124.5,-10.41
🏰 高護城河,24.13,80.39999999999999,6.501865386958955,-10.07,2026-03,42.63%,⚪ 中性觀察,26.01,-62.9,2025,0.23,4911.TWO,德英,2.18,85.36%,34.8499984741,-52.83
🌑 雙重衰退,130.3,130.95000000000002,2.5257731084879724,-10.710000000000008,2026-03,10.37%,⚪ 中性觀察,12.42,-109.26,2025,-0.11,2528.TW,皇普,3.65,15.63%,22.0499992371,-98.55
⚠️ 獲利稀釋,11.21,255.0,5.400000179517647,-10.719999999999999,2026-03,N/A,⚪ 中性觀察,-2.59,6.68,2025,4.15,6534.TW,正瀚-創,4.51,N/A,91.8000030518,17.4
🔄 轉虧為盈,-7.09,-70.65,0.0,-11.030000000000001,2026-03,N/A,⚪ 數據不足,-280.56,163.33,2025,0.2,6958.TW,日盛台駿,-2.38,N/A,18.0,174.36
🏰 高護城河,6.96,57.300000000000004,5.379580952120419,-11.209999999999999,2026-03,51.96%,⚪ 中性觀察,0.0,2.56,2025,0.4,2812.TW,台中銀,1.53,93.02%,20.5499992371,13.77
🔄 轉虧為盈,38.52,-61.349999999999994,0.0,-11.850000000000023,2026-03,N/A,⚪ 數據不足,22.83,157.14,2025,0.2,6598.TW,ABC-KY,-1.96,N/A,27.6499996185,168.99
⚠️ 獲利稀釋,7.08,16.65,56.93693762423424,-12.140000000000015,2026-03,-3.65%,❌ 暫避觀望,-54.31,137.14,2025,0.84,3141.TWO,晶宏,0.54,38.56%,63.2000007629,149.28
🏰 高護城河,7.27,-1.05,0.0,-13.820000000000007,2026-03,-2853.40%,⚪ 數據不足,100.0,58.33,2025,-0.05,1453.TW,大將,0.04,912.85%,11.1000003815,72.15
🏰 高護城河,-2.04,254.09999999999997,5.566706201404959,-13.85,2026-03,30.59%,⚪ 中性觀察,-2.94,-1.52,2025,2.15,2882.TW,國泰金,7.06,62.29%,94.3000030518,12.33
🏰 高護城河,15.47,79.35,7.561436672967864,-14.090000000000003,2026-03,37.14%,⚪ 中性觀察,4.57,33.33,2025,0.76,2890.TW,永豐金,1.97,91.41%,40.0,47.42
⚠️ 獲利稀釋,18.73,0.0,0.0,-15.41,2025-09,-5.22%,⚪ 數據不足,65.91,1.36,2025,-5.06,1589.TW,永冠-KY,-2.71,7.87%,0.0,16.77
🏰 高護城河,0.06,34.800000000000004,5.775861904525862,-15.84,2026-03,38.22%,⚪ 中性觀察,-14.85,-3.85,2025,0.25,2845.TW,遠東銀,0.93,102.49%,13.3999996185,11.99
📉 獲利侵蝕,-14.95,-159.0,0.0,-15.91,2026-03,N/A,⚪ 數據不足,-73.66,-7.45,2025,-1.01,5907.TW,大洋-KY,-4.55,N/A,4.9000000954,8.46
🏰 高護城河,33.06,53.849999999999994,4.582172914456825,-16.08,2026-03,65.42%,⚪ 中性觀察,31.37,60.0,2025,0.48,2820.TW,華票,1.34,87.03%,16.4500007629,76.08
⚠️ 獲利稀釋,18.91,126.89999999999999,7.695035280626479,-16.12,2026-03,N/A,⚪ 中性觀察,-9.05,3.88,2025,1.34,5203.TW,訊連,3.63,N/A,65.0999984741,20.0
🏰 高護城河,1.66,78.60000000000001,11.450381679389313,-16.340000000000003,2026-03,13.25%,⚪ 中性觀察,53.1,81.82,2025,0.6,1760.TW,寶齡富錦,2.22,52.35%,60.0,98.16
⚠️ 獲利稀釋,9.81,30.150000000000002,63.68159203980099,-17.090000000000003,2026-03,9.16%,❌ 暫避觀望,-15.24,180.0,2025,0.43,1597.TW,直得,0.91,38.83%,128.0,197.09
🌑 雙重衰退,-30.75,545.4000000000001,2.6155115091886687,-18.21,2026-03,-95.04%,⚪ 中性觀察,1276.65,-72.34,2025,0.13,3708.TW,上緯投控,35.57,24.80%,95.0999984741,-54.13
⚠️ 獲利稀釋,10.22,-8.100000000000001,0.0,-21.590000000000003,2026-03,N/A,⚪ 數據不足,-99.01,33.33,2025,0.04,6542.TWO,隆中,0.02,N/A,44.5,54.92
🏰 高護城河,-14.47,42.45,8.286219350848057,-21.689999999999998,2026-03,51.79%,⚪ 中性觀察,8.85,-3.33,2025,0.29,2910.TW,統領,1.23,87.61%,23.4500007629,18.36
⚠️ 獲利稀釋,0.74,45.45,8.25082508250825,-22.47,2026-03,N/A,⚪ 中性觀察,5.26,100.0,2025,0.46,4106.TW,雃博,1.2,N/A,25.0,122.47
⚠️ 獲利稀釋,50.49,45.6,123.35526315789474,-22.839999999999975,2026-03,N/A,❌ 暫避觀望,146.97,231.33,2025,1.97,4971.TWO,IET-KY,1.65,N/A,375.0,254.17
🌑 雙重衰退,-10.06,0.0,0.0,-23.32,2026-03,N/A,⚪ 數據不足,-17.37,-30.17,2025,1.69,3485.TWO,敘豐,5.9,N/A,238.5,-6.85
⚠️ 獲利稀釋,60.61,530.85,33.76660073467081,-23.950000000000003,2026-03,N/A,❌ 暫避觀望,53.11,52.97,2025,5.79,6446.TW,藥華藥,13.64,N/A,1195.0,76.92
⚠️ 獲利稀釋,8.96,177.14999999999998,12.701100762066048,-25.2,2026-03,N/A,⚪ 中性觀察,7.69,24.77,2025,1.39,6712.TWO,長聖,4.88,N/A,150.0,49.97
⚠️ 獲利稀釋,19.24,83.55000000000001,7.5673252290664275,-26.030000000000005,2026-03,N/A,⚪ 中性觀察,-36.41,21.74,2025,0.56,6856.TWO,鑫傳,2.62,N/A,42.1500015259,47.77
⚠️ 獲利稀釋,-11.54,9.750000000000002,35.07692190323076,-26.439999999999998,2026-03,N/A,❌ 暫避觀望,-90.28,300.0,2025,0.16,8076.TWO,伍豐,0.14,N/A,22.7999992371,326.44
🌑 雙重衰退,-62.17,116.85,3.793324677419769,-27.14,2026-03,34.02%,⚪ 中性觀察,-57.74,-82.31,2025,0.23,1442.TW,名軒,3.03,49.04%,29.5499992371,-55.17
🌑 雙重衰退,91.93,0.0,0.0,-27.559999999999995,2026-03,N/A,⚪ 數據不足,-67.15,-34.48,2025,-0.78,7803.TW,雲象科技-創,-2.29,N/A,0.0,-6.92
🌑 雙重衰退,91.93,0.0,0.0,-27.559999999999995,2026-03,N/A,⚪ 數據不足,-67.15,-34.48,2025,-0.78,7803.TWO,未知,-2.29,N/A,0.0,-6.92
🔄 轉虧為盈,-2.27,-24.3,0.0,-28.31,2026-03,10.47%,⚪ 數據不足,-234.62,-9.52,2025,0.19,2702.TW,華園,-0.35,89.24%,13.0,18.79
🏰 高護城河,11.45,521.55,10.828300258843832,-28.85,2026-03,41.97%,⚪ 中性觀察,6.9,-0.73,2025,4.07,4728.TWO,雙美,13.33,77.03%,376.5,28.12
📉 獲利侵蝕,-20.5,78.15,7.46641104143954,-28.87,2026-03,N/A,⚪ 中性觀察,-66.05,-7.89,2025,1.05,8942.TWO,森鉅,1.83,N/A,38.9000015259,20.98
🔄 轉虧為盈,-4.59,-53.400000000000006,0.0,-28.88,2026-03,7.94%,⚪ 數據不足,-175.3,11.02,2025,1.31,2723.TW,美食-KY,-2.47,59.54%,63.0,39.9
⚠️ 獲利稀釋,-18.16,158.4,5.719697114195076,-30.67,2026-03,N/A,⚪ 中性觀察,10.4,24.75,2025,0.76,6592.TW,和潤企業,4.72,N/A,60.4000015259,55.42
🔄 轉虧為盈,29.21,-26.700000000000003,0.0,-31.44999999999999,2026-03,N/A,⚪ 數據不足,-102.7,510.71,2025,1.17,6693.TWO,廣閎科,-0.09,N/A,191.0,542.16
⚠️ 獲利稀釋,-17.82,7.35,93.67347250183674,-34.69,2026-03,3.21%,❌ 暫避觀望,-85.43,210.0,2025,0.31,4741.TWO,泓瀚,0.29,33.55%,45.9000015259,244.69
🏰 高護城河,-43.98,-14.1,0.0,-34.92,2026-03,-1427.47%,⚪ 數據不足,-51.85,20.0,2025,-0.08,1435.TW,中福,-0.41,64.71%,22.8999996185,54.92
🔄 轉虧為盈,27.85,-81.6,0.0,-35.099999999999994,2026-03,N/A,⚪ 數據不足,-17.7,90.0,2025,0.4,3522.TWO,御嵿,-2.66,N/A,12.8999996185,125.1
🌑 雙重衰退,-68.21,55.05,3.9373296483106266,-36.16,2026-03,-1.56%,⚪ 中性觀察,-82.6,-99.32,2025,0.01,3056.TW,富華新,1.07,21.31%,14.4499998093,-63.16
⚠️ 獲利稀釋,32.89,45.3,6.705298013245034,-37.59000000000003,2026-03,7.13%,⚪ 中性觀察,876.92,433.33,2025,0.16,1529.TW,樂事綠能,1.01,16.87%,20.25,470.92
🌑 雙重衰退,23.84,16.650000000000002,15.900900557207207,-37.72999999999999,2026-03,N/A,❌ 暫避觀望,-95.82,-102.13,2025,-0.01,1463.TW,強盛新,0.13,N/A,17.6499996185,-64.4
⚠️ 獲利稀釋,20.33,210.89999999999998,22.75960170697013,-37.95,2026-03,N/A,❌ 暫避觀望,40.48,66.67,2025,1.1,6870.TWO,騰雲,7.08,N/A,320.0,104.62
🌑 雙重衰退,-10.07,80.1,5.149812734082397,-38.26,2026-03,N/A,⚪ 中性觀察,-34.28,-71.72,2025,0.28,6482.TWO,弘煜科,2.32,N/A,27.5,-33.46
⚠️ 獲利稀釋,-6.16,142.5,67.57894736842105,-38.51,2026-03,N/A,❌ 暫避觀望,-45.05,56.12,2025,1.53,7728.TWO,光焱科技,4.92,N/A,642.0,94.63
⚠️ 獲利稀釋,123.22,0.0,0.0,-39.09,2026-03,N/A,⚪ 數據不足,112.83,47.78,2025,1.33,7842.TWO,天能綠電,4.01,N/A,92.6999969482,86.87
🌑 雙重衰退,-4.14,0.0,0.0,-39.849999999999994,2026-03,N/A,⚪ 數據不足,-28.57,-52.69,2025,0.88,7818.TW,溢泰實業,5.65,N/A,68.5999984741,-12.84
🌑 雙重衰退,-4.14,0.0,0.0,-39.849999999999994,2026-03,N/A,⚪ 數據不足,-28.57,-52.69,2025,0.88,7818.TWO,未知,5.65,N/A,0.0,-12.84
🏰 高護城河,9.44,103.20000000000002,18.8953488372093,-39.860000000000014,2026-03,14.28%,❌ 暫避觀望,46.3,90.91,2025,1.47,3577.TWO,泓格,2.37,53.43%,130.0,130.77
🏰 高護城河,-10.15,-25.049999999999997,0.0,-39.879999999999995,2026-03,6.07%,⚪ 數據不足,-74.29,83.67,2025,-0.08,3288.TWO,點晶,-0.64,71.52%,26.6499996185,123.55
⚠️ 獲利稀釋,9.98,207.15,4.670528602461984,-40.22,2026-03,N/A,⚪ 中性觀察,-6.01,57.14,2025,1.76,6024.TW,群益期,5.48,N/A,64.5,97.36
⚠️ 獲利稀釋,60.07,-235.35000000000002,0.0,-40.43,2026-03,N/A,⚪ 數據不足,44.38,10.08,2025,-1.18,6949.TW,沛爾生醫-創,-7.23,N/A,1030.0,50.51
🌑 雙重衰退,2.34,27.450000000000003,36.612021857923494,-40.510000000000005,2026-03,N/A,❌ 暫避觀望,-39.36,-47.06,2025,0.28,6423.TWO,億而得,0.58,N/A,67.0,-6.55
📉 獲利侵蝕,-8.56,0.0,0.0,-40.620000000000005,2026-03,N/A,⚪ 數據不足,16.53,-40.13,2025,1.9,6961.TWO,旅天下,4.23,N/A,52.7999992371,0.49
🏰 高護城河,-22.14,-28.05,0.0,-40.9,2026-03,-1090.16%,⚪ 數據不足,42.64,0.0,2025,-0.17,4529.TWO,淳紳,-0.74,59.04%,4.1599998474,40.9
🏰 高護城河,72.77,3584.3999999999996,33.018078339471046,-42.38999999999999,2026-03,69.19%,❌ 暫避觀望,59.82,38.82,2025,36.58,2059.TW,川湖,103.23,76.10%,7890.0,81.21
⚠️ 獲利稀釋,19.97,626.85,8.351280210576693,-44.06000000000001,2026-03,N/A,⚪ 中性觀察,31.09,33.23,2025,4.49,6788.TWO,華景電,17.36,N/A,349.0,77.29
⚠️ 獲利稀釋,2.72,85.95,5.933682373472949,-44.18000000000001,2026-03,12.46%,⚪ 中性觀察,-56.22,109.68,2025,1.3,2739.TW,寒舍,2.36,44.04%,34.0,153.86
🌑 雙重衰退,-55.31,157.95000000000002,2.7255461313295344,-44.419999999999995,2026-03,N/A,⚪ 中性觀察,-34.98,-82.38,2025,0.4,6212.TWO,理銘,3.96,N/A,28.7000007629,-37.96
⚠️ 獲利稀釋,187.82,0.0,0.0,-46.32000000000001,2026-03,N/A,⚪ 數據不足,279.4,78.66,2025,4.93,7822.TW,倍利科,14.04,N/A,874.0,124.98
📉 獲利侵蝕,5.26,0.0,0.0,-46.75,2026-03,N/A,⚪ 數據不足,-34.17,-35.1,2025,2.48,6028.TWO,公勝保經,7.86,N/A,78.6999969482,11.65
📉 獲利侵蝕,4.64,235.35,14.690885914595285,-47.19,2026-03,N/A,⚪ 中性觀察,-9.63,0.0,2025,1.7,6231.TWO,系微,6.66,N/A,230.5,47.19
📉 獲利侵蝕,-4.62,431.25,4.156521739130435,-47.68,2026-03,N/A,⚪ 中性觀察,-13.92,-0.66,2025,3.26,5871.TW,中租-KY,11.24,N/A,119.5,47.02
🏰 高護城河,5.54,111.3,10.471697701913746,-48.0,2026-03,18.42%,⚪ 中性觀察,20.66,94.03,2025,1.3,2423.TW,固緯,2.92,51.76%,77.6999969482,142.03
⚠️ 獲利稀釋,-36.07,22.050000000000004,42.04081580755102,-48.8,2026-03,N/A,❌ 暫避觀望,-82.84,40.0,2025,0.21,7721.TW,微程式,0.55,N/A,61.7999992371,88.8
⚠️ 獲利稀釋,-16.98,-14.85,0.0,-48.970000000000006,2026-03,N/A,⚪ 數據不足,48.61,18.18,2025,-0.09,8277.TWO,商丞,-0.37,N/A,8.1499996185,67.15
🔄 轉虧為盈,-47.33,-10.5,0.0,-49.61999999999989,2026-03,-63.16%,⚪ 數據不足,41.22,1072.73,2025,1.07,3576.TW,聯合再生,-0.77,-18.77%,17.8500003815,1122.35
🌑 雙重衰退,12.72,0.0,0.0,-52.29,2026-03,N/A,⚪ 數據不足,43.08,-72.0,2025,0.35,7772.TWO,耀穎,1.86,N/A,99.5999984741,-19.71
📉 獲利侵蝕,-5.92,283.05,4.748277608590355,-54.99,2026-03,N/A,⚪ 中性觀察,-26.4,-45.35,2025,1.88,6523.TWO,達爾膚,7.78,N/A,89.5999984741,9.64
🌑 雙重衰退,18.06,0.0,0.0,-55.010000000000005,2026-03,N/A,⚪ 數據不足,-10.5,-73.26,2025,1.09,7811.TWO,民盛,8.1,N/A,71.3000030518,-18.25
⚠️ 獲利稀釋,10.0,0.0,0.0,-55.470000000000006,2026-03,N/A,⚪ 數據不足,4.12,42.79,2025,2.97,5236.TWO,凌陽創新,8.59,N/A,0.0,98.26
⚠️ 獲利稀釋,12.23,34.35,25.676855562052403,-55.730000000000004,2026-03,N/A,❌ 暫避觀望,183.87,44.44,2025,0.26,6841.TWO,長佳智能,0.89,N/A,58.7999992371,100.17
🌑 雙重衰退,128.22,50.099999999999994,11.766466837455091,-55.77,2026-03,N/A,⚪ 中性觀察,3600.0,-100.0,2025,0.0,6649.TWO,台生材,1.4,N/A,39.2999992371,-44.23
🏰 高護城河,-2.68,55.35000000000001,6.056910672493224,-55.970000000000006,2026-03,14.06%,⚪ 中性觀察,-5.49,18.18,2025,0.39,2903.TW,遠百,1.56,54.41%,22.3500003815,74.15
⚠️ 獲利稀釋,16.02,-4.65,0.0,-56.31,2026-03,N/A,⚪ 數據不足,-90.0,300.0,2025,0.28,8289.TWO,泰藝,0.04,N/A,47.2999992371,356.31
⚠️ 獲利稀釋,-2.7,101.10000000000001,7.17359027805638,-56.580000000000005,2026-03,N/A,⚪ 中性觀察,-28.2,3.26,2025,0.95,5530.TWO,龍巖,2.75,N/A,48.3499984741,59.84
⚠️ 獲利稀釋,-0.57,25.500000000000004,10.88235294117647,-57.19,2026-03,-167.95%,⚪ 中性觀察,721.43,105.56,2025,0.01,2102.TW,泰豐,6.28,20.10%,18.5,162.75
⚠️ 獲利稀釋,297.52,-19.05,0.0,-57.69,2026-03,-26.13%,⚪ 數據不足,36.07,83.87,2025,-0.05,4131.TWO,浩泰,-0.78,34.86%,32.2000007629,141.56
🌑 雙重衰退,-60.41,79.80000000000001,6.9924813464097735,-57.870000000000005,2026-03,N/A,⚪ 中性觀察,-77.57,-75.84,2025,0.36,2524.TW,京城,1.71,N/A,37.2000007629,-17.97
🔄 轉虧為盈,-6.86,-6.75,0.0,-58.480000000000004,2026-03,N/A,⚪ 數據不足,60.8,-30.77,2025,0.09,6767.TWO,台微醫,-0.49,N/A,25.4500007629,27.71
⚠️ 獲利稀釋,6.61,55.2,5.584238923125,-58.480000000000004,2026-03,N/A,⚪ 中性觀察,4.62,7.5,2025,0.43,1731.TW,美吾華,1.36,N/A,20.5499992371,65.98
🏰 高護城河,9.49,237.29999999999998,4.917825730202276,-58.529999999999994,2026-03,21.51%,⚪ 中性觀察,7.55,13.38,2025,1.78,4105.TWO,東洋,6.27,56.36%,77.8000030518,71.91
📉 獲利侵蝕,8.61,200.99999999999997,5.343283468216419,-59.980000000000004,2026-03,N/A,⚪ 中性觀察,-1.21,-4.2,2025,1.39,6918.TW,愛派司,5.16,N/A,71.5999984741,55.78
🌑 雙重衰退,-15.04,0.0,0.0,-60.09,2026-03,N/A,⚪ 數據不足,-26.3,-77.53,2025,0.21,7795.TW,長廣,3.11,N/A,507.0,-17.44
📉 獲利侵蝕,18.71,0.0,0.0,-61.379999999999995,2026-03,N/A,⚪ 數據不足,169.31,-14.52,2025,0.53,7794.TWO,宏�硒撥s,2.72,N/A,29.0,46.86
⚠️ 獲利稀釋,-8.29,330.59999999999997,4.718693284936479,-62.099999999999994,2026-03,N/A,⚪ 中性觀察,-2.0,12.73,2025,1.87,6703.TWO,軒郁,9.9,N/A,104.0,74.83
⚠️ 獲利稀釋,19.79,136.79999999999998,5.493420885317983,-62.29,2026-03,N/A,⚪ 中性觀察,23.05,27.85,2025,1.01,8432.TWO,東生華,3.63,N/A,50.0999984741,90.14
📉 獲利侵蝕,14.61,103.2,7.863371871235465,-62.51,2026-03,N/A,⚪ 中性觀察,8.39,-30.36,2025,0.39,6925.TWO,意藍,3.11,N/A,54.0999984741,32.15
⚠️ 獲利稀釋,-35.31,-76.65,0.0,-62.719999999999985,2026-03,-77.27%,⚪ 數據不足,57.28,68.92,2025,-0.25,4154.TWO,樂威科-KY,-1.82,33.80%,11.8500003815,131.64
🌑 雙重衰退,24.42,0.0,0.0,-62.94,2026-03,N/A,⚪ 數據不足,14.65,-71.64,2025,0.19,6983.TWO,華洋精機,4.46,N/A,333.0,-8.7
⚠️ 獲利稀釋,-1.49,118.35000000000001,10.202788339670468,-63.88999999999999,2026-03,N/A,⚪ 中性觀察,-25.6,18.68,2025,1.08,6277.TW,宏正,3.08,N/A,80.5,82.57
🏰 高護城河,12.25,-20.4,0.0,-64.41,2026-03,-377.43%,⚪ 數據不足,57.53,-11.11,2025,-0.1,3115.TWO,富榮綱,-0.44,100.00%,8.7399997711,53.3
⚠️ 獲利稀釋,33.33,1138.3500000000001,34.06245882197917,-64.5,2026-03,N/A,❌ 暫避觀望,95.56,54.52,2025,10.43,6510.TWO,精測,30.41,N/A,2585.0,119.02
⚠️ 獲利稀釋,-2.04,-11.55,0.0,-64.8,2026-03,-9.00%,⚪ 數據不足,-181.82,66.67,2025,-0.02,2401.TW,凌陽,-0.37,45.66%,27.3999996185,131.47
🏰 高護城河,-27.25,-77.55,0.0,-65.32,2026-03,-58.74%,⚪ 數據不足,-491.18,-12.24,2025,-0.55,3228.TWO,金麗科,-2.03,58.46%,159.5,53.08
🔄 轉虧為盈,2.06,-25.8,0.0,-65.49999999999999,2026-03,N/A,⚪ 數據不足,-129.28,111.54,2025,0.03,8107.TWO,大億金茂,-0.53,N/A,11.8000001907,177.04
⚠️ 獲利稀釋,-1.99,10.65,41.76056284295775,-65.56,2026-03,1.38%,❌ 暫避觀望,-50.0,100.0,2025,0.14,2365.TW,昆盈,0.32,39.89%,29.6499996185,165.56
⚠️ 獲利稀釋,41.93,396.44999999999993,7.188800605372683,-65.57999999999993,2026-03,N/A,⚪ 中性觀察,209.22,1919.44,2025,14.54,8271.TW,宇瞻,6.7,N/A,190.0,1985.02
📉 獲利侵蝕,7.0,-405.15,0.0,-65.58,2026-03,N/A,⚪ 數據不足,-20600.0,-45.13,2025,-3.28,6533.TW,晶心科,-8.2,N/A,210.0,20.45
⚠️ 獲利稀釋,-3.78,304.65000000000003,4.849827671097981,-65.6,2026-03,N/A,⚪ 中性觀察,4.25,63.12,2025,2.39,5478.TWO,智冠,7.93,N/A,98.5,128.72
📉 獲利侵蝕,37.43,153.0,10.980392156862745,-65.85,2026-03,N/A,⚪ 中性觀察,30.28,-13.39,2025,0.97,6955.TW,邦睿生技-創,4.13,N/A,112.0,52.46
📉 獲利侵蝕,157.54,-77.1,0.0,-66.11999999999999,2026-03,-2058.21%,⚪ 數據不足,0.95,-63.41,2025,-0.67,4168.TWO,醣聯,-2.16,19.48%,23.4500007629,2.71
🏰 高護城河,36.07,-66.15,0.0,-66.42,2026-03,-9.65%,⚪ 數據不足,0.0,33.33,2025,-0.1,2736.TWO,富野,-1.83,51.65%,11.75,99.75
⚠️ 獲利稀釋,-99.4,-52.05,0.0,-67.48,2026-03,N/A,⚪ 數據不足,-68.0,33.33,2025,-0.26,6405.TW,悅城,-1.26,N/A,44.0,100.81
⚠️ 獲利稀釋,85.22,438.15000000000003,12.273194111605614,-69.93,2026-03,N/A,⚪ 中性觀察,67.87,41.83,2025,3.56,7749.TW,意騰-KY,11.77,N/A,358.5,111.76
⚠️ 獲利稀釋,40.64,3805.05,51.05057752197737,-70.53999999999999,2026-03,N/A,❌ 暫避觀望,52.82,59.53,2025,37.41,5274.TWO,信驊,103.92,N/A,12950.0,130.07
📉 獲利侵蝕,55.27,126.15,4.851367329024971,-71.35,2026-03,N/A,⚪ 中性觀察,21.4,-56.69,2025,0.68,2539.TW,櫻花建,3.46,N/A,40.7999992371,14.66
🏰 高護城河,31.61,2466.0,13.929440389294403,-71.47000000000001,2026-03,54.00%,⚪ 中性觀察,46.42,58.39,2025,22.08,2330.TW,台積電,66.26,62.33%,2290.0,129.86
📉 獲利侵蝕,1.81,15.75,29.523809523809522,-71.77,2026-03,N/A,❌ 暫避觀望,7.69,0.0,2025,0.1,5601.TWO,台聯櫃,0.42,N/A,31.0,71.77
⚠️ 獲利稀釋,3.05,46.349999999999994,15.097087872459548,-73.16,2026-03,N/A,❌ 暫避觀望,-18.87,159.09,2025,0.57,6570.TWO,維田,1.29,N/A,46.6500015259,232.25
📉 獲利侵蝕,7.0,-106.50000000000001,0.0,-73.19999999999999,2026-03,N/A,⚪ 數據不足,10.09,-8.82,2025,-0.75,6492.TWO,生華科,-2.97,N/A,43.25,64.38
🏰 高護城河,7.07,248.7,5.00000009203257,-73.75,2026-03,24.73%,⚪ 中性觀察,-10.36,2.74,2025,1.5,3158.TWO,嘉實,7.27,63.24%,82.9000015259,76.49
📉 獲利侵蝕,-21.14,404.99999999999994,3.1703703138555563,-74.55,2026-03,N/A,⚪ 中性觀察,-9.97,-46.55,2025,1.78,8446.TWO,華研,10.3,N/A,85.5999984741,28.0
