status,prev_rev_yoy,est_price,pe,expansion,date,om,advice,prev_eps_yoy,eps_yoy,prev_year,eps,symbol,name,prev_eps,gm,price,rev_yoy
🔄 轉虧為盈,-7.34,-5.3999999999999995,0.0,-343.62,2026-03,-5.18%,⚪ 數據不足,-147.73,28.57,2025,0.09,1711.TW,永光,-0.21,17.63%,39.5499992371,372.19
📉 獲利侵蝕,1.65,354.0,5.317796610169491,-343.79,2026-03,N/A,⚪ 中性觀察,-5.01,-3.43,2025,2.25,9939.TW,宏全,9.1,N/A,125.5,340.36
📉 獲利侵蝕,20.51,284.7,5.584826132771338,-345.14,2026-03,12.50%,⚪ 中性觀察,19.61,-7.69,2025,2.04,3689.TWO,湧德,7.55,30.92%,106.0,337.45
⚠️ 獲利稀釋,-2.06,-44.85,0.0,-345.26,2026-03,N/A,⚪ 數據不足,-9.0,63.83,2025,-0.17,6129.TWO,普誠,-1.09,N/A,15.3500003815,409.09
📉 獲利侵蝕,-9.17,128.1,14.81264637002342,-346.63,2026-03,10.72%,⚪ 中性觀察,-9.76,-8.18,2025,1.01,4755.TW,三福化,3.7,22.24%,126.5,338.45
📉 獲利侵蝕,-31.16,63.0,15.666667393285715,-346.71000000000004,2026-03,N/A,❌ 暫避觀望,-52.99,-53.16,2025,0.37,7709.TWO,榮田,2.48,N/A,65.8000030518,293.55
📉 獲利侵蝕,-9.71,189.45000000000002,6.65083135391924,-347.21,2026-03,N/A,⚪ 中性觀察,271.37,-22.14,2025,1.09,9914.TW,美利達,4.01,N/A,84.0,325.07
📉 獲利侵蝕,20.09,243.15,6.477483035163479,-347.43,2026-03,9.66%,⚪ 中性觀察,8.73,-1.8,2025,1.65,2755.TWO,揚秦,6.44,27.43%,105.0,345.63
⚠️ 獲利稀釋,27.49,86.39999999999999,9.809027777777779,-347.71999999999997,2026-03,N/A,⚪ 中性觀察,9.52,75.56,2025,0.79,8099.TWO,大世科,2.53,N/A,56.5,423.28
📉 獲利侵蝕,-20.24,91.79999999999998,5.8333334579901965,-347.81,2026-03,15.06%,⚪ 中性觀察,-74.55,-35.44,2025,0.52,2520.TW,冠德,2.61,23.17%,35.7000007629,312.37
⚠️ 獲利稀釋,26.29,216.75,10.034602076124568,-348.15,2026-03,N/A,⚪ 中性觀察,-29.85,19.73,2025,1.76,6438.TW,迅得,5.24,N/A,145.0,367.88
⚠️ 獲利稀釋,1.71,205.05,13.752743233357716,-348.83,2026-03,11.86%,⚪ 中性觀察,-27.14,30.43,2025,2.7,4551.TW,智伸科,6.04,23.25%,188.0,379.26
⚠️ 獲利稀釋,11.38,310.95,7.549445248432224,-349.53999999999996,2026-03,10.67%,⚪ 中性觀察,6.67,17.41,2025,2.63,2480.TW,敦陽科,8.0,24.08%,156.5,366.95
⚠️ 獲利稀釋,12.63,108.3,5.6301941171606655,-349.59,2026-03,14.07%,⚪ 中性觀察,77.93,76.56,2025,1.17,2027.TW,大成鋼,2.88,25.55%,40.6500015259,426.15
📉 獲利侵蝕,1.42,-16.950000000000003,0.0,-350.82,2026-03,N/A,⚪ 數據不足,60.23,-10.0,2025,-0.11,8201.TW,無敵,-0.35,N/A,12.25,340.82
📉 獲利侵蝕,-0.42,86.25,4.626087022869565,-351.45,2026-03,N/A,⚪ 中性觀察,18.52,-2.38,2025,0.41,1104.TW,環泥,2.56,N/A,26.6000003815,349.07
📉 獲利侵蝕,9.13,8.100000000000001,98.70370229092593,-351.84,2026-03,N/A,❌ 暫避觀望,-57.38,-33.33,2025,0.09,5309.TWO,系統電,0.27,N/A,53.2999992371,318.51
⚠️ 獲利稀釋,-4.85,38.1,6.889763779527559,-352.17999999999995,2026-03,N/A,⚪ 中性觀察,-35.23,828.57,2025,0.51,4440.TW,宜新實業,1.14,N/A,17.5,1180.75
📉 獲利侵蝕,-30.87,99.3,6.4123868221903315,-352.58,2026-03,N/A,⚪ 中性觀察,-46.72,-58.62,2025,0.12,6754.TW,匯僑設計,3.41,N/A,42.4500007629,293.96
⚠️ 獲利稀釋,46.42,1617.45,41.68598720207734,-352.75,2026-03,19.80%,❌ 暫避觀望,47.96,49.0,2025,14.9,2383.TW,台光電,41.67,28.58%,4495.0,401.75
📉 獲利侵蝕,20.19,16.35,19.128440716972474,-353.52,2026-03,N/A,❌ 暫避觀望,142.59,-197.83,2025,-0.9,6276.TWO,安鈦克,0.92,N/A,20.8500003815,155.69
📉 獲利侵蝕,-14.72,174.14999999999998,2.8897501496210167,-353.81000000000006,2026-03,N/A,⚪ 中性觀察,-47.18,-66.84,2025,0.63,6807.TW,峰源-KY,4.69,N/A,33.5499992371,286.97
📉 獲利侵蝕,26.66,780.75,7.12776176753122,-354.47999999999996,2026-03,11.87%,⚪ 中性觀察,-12.83,-36.27,2025,4.28,3413.TW,京鼎,21.44,23.90%,371.0,318.21
📉 獲利侵蝕,-1.74,82.94999999999999,7.504520795660037,-354.85999999999996,2026-03,N/A,⚪ 中性觀察,-19.4,-48.65,2025,0.38,8931.TWO,大汽電,1.87,N/A,41.5,306.21
📉 獲利侵蝕,-2.6,41.1,16.678832395218976,-354.98,2026-03,1.57%,❌ 暫避觀望,10.87,-58.82,2025,0.29,3704.TW,合勤控,1.56,30.58%,45.7000007629,296.16
📉 獲利侵蝕,-21.77,-88.5,0.0,-355.28999999999996,2026-03,-13.38%,⚪ 數據不足,-3800.0,-117.65,2025,-0.74,1595.TWO,川寶,-1.95,26.86%,59.5,237.64
⚠️ 獲利稀釋,50.12,77.10000000000001,19.435797962237352,-355.85,2026-03,N/A,❌ 暫避觀望,-1.42,216.67,2025,1.14,6215.TW,和椿,2.08,N/A,99.9000015259,572.52
⚠️ 獲利稀釋,-0.7,4.35,62.413794418965516,-356.64,2026-03,1.48%,❌ 暫避觀望,-90.0,71.43,2025,0.12,2106.TW,建大,0.13,20.30%,18.1000003815,428.07
⚠️ 獲利稀釋,6.01,278.55,10.44695745826602,-357.75,2026-03,7.03%,⚪ 中性觀察,7.92,18.72,2025,2.79,1503.TW,士電,6.27,17.20%,194.0,376.47
⚠️ 獲利稀釋,-10.21,2.5500000000000003,260.88234396529407,-357.90000000000003,2026-03,N/A,❌ 暫避觀望,-52.17,171.43,2025,0.05,6624.TWO,萬年清,0.36,N/A,44.3499984741,529.33
📉 獲利侵蝕,-2.54,-11.1,0.0,-359.76,2026-03,N/A,⚪ 數據不足,6.41,-117.39,2025,-0.04,6928.TW,攸泰科技,-0.73,N/A,49.0999984741,242.37
⚠️ 獲利稀釋,-5.62,3.300000000000003,91.59090735681811,-360.16,2026-03,N/A,❌ 暫避觀望,-63.22,35.38,2025,-0.42,8426.TWO,紅木-KY,1.85,N/A,20.1499996185,395.54
📉 獲利侵蝕,-6.46,115.95,5.1681760365976706,-360.24,2026-03,5.60%,⚪ 中性觀察,-50.98,-88.89,2025,0.15,3501.TW,維熹,3.0,18.84%,39.9500007629,271.35
📉 獲利侵蝕,-18.5,292.8,6.403688524590164,-360.24,2026-03,9.93%,⚪ 中性觀察,-32.28,-14.23,2025,2.11,1537.TW,廣隆,7.95,18.72%,125.0,346.01
📉 獲利侵蝕,15.8,229.8,9.236292428198434,-360.29999999999995,2026-03,9.60%,⚪ 中性觀察,-24.15,-3.52,2025,1.92,3004.TW,豐達科,5.85,24.39%,141.5,356.78
📉 獲利侵蝕,-10.32,44.1,6.802721088435375,-360.43,2026-03,-4.13%,⚪ 中性觀察,-81.13,-44.8,2025,0.69,1473.TW,台南,0.57,13.69%,20.0,315.63
⚠️ 獲利稀釋,16.19,119.25,16.352201257861633,-360.71,2026-03,7.70%,❌ 暫避觀望,-34.24,23.93,2025,1.45,3430.TWO,奇鈦科,3.15,23.03%,130.0,384.64
⚠️ 獲利稀釋,-7.74,171.0,7.78070148668421,-361.08,2026-03,N/A,⚪ 中性觀察,30.95,47.0,2025,1.47,5243.TW,乙盛-KY,4.4,N/A,88.6999969482,408.08
📉 獲利侵蝕,0.72,-2.7,0.0,-361.12,2026-03,-1.07%,⚪ 數據不足,-92.73,-188.89,2025,-0.07,3050.TW,鈺德,0.04,27.89%,11.5,172.23
📉 獲利侵蝕,30.08,350.09999999999997,12.275064267352187,-362.65,2026-03,28.21%,⚪ 中性觀察,41.67,-46.72,2025,1.87,2449.TW,京元電子,9.01,37.66%,286.5,315.93
📉 獲利侵蝕,19.79,61.49999999999999,16.097560975609756,-363.38,2026-03,N/A,❌ 暫避觀望,23.62,-60.0,2025,0.12,8162.TW,微矽電子-創,1.57,N/A,66.0,303.38
⚠️ 獲利稀釋,95.35,296.70000000000005,38.72598584428716,-364.06,2026-03,18.24%,❌ 暫避觀望,474.47,208.82,2025,3.19,3167.TW,大量,8.13,42.12%,766.0,572.88
🔄 轉虧為盈,4.18,-12.75,0.0,-364.25,2026-03,N/A,⚪ 數據不足,-342.86,-83.87,2025,0.05,3027.TW,盛達,-1.06,N/A,18.3500003815,280.38
⚠️ 獲利稀釋,11.54,734.1,8.122190437270126,-365.02,2026-03,17.08%,⚪ 中性觀察,21.94,25.22,2025,5.61,3044.TW,健鼎,19.45,25.47%,397.5,390.24
⚠️ 獲利稀釋,-25.69,-148.64999999999998,0.0,-365.13,2026-03,N/A,⚪ 數據不足,0.46,44.0,2025,-0.56,6153.TW,嘉聯益,-4.38,N/A,16.9500007629,409.13
⚠️ 獲利稀釋,7.81,129.14999999999998,16.550522648083625,-368.14,2026-03,12.13%,❌ 暫避觀望,8.95,28.41,2025,1.14,2478.TW,大毅,3.45,24.27%,142.5,396.55
📉 獲利侵蝕,10.87,16.2,55.740741447129636,-368.59999999999997,2026-03,N/A,❌ 暫避觀望,-23.71,-57.14,2025,0.18,6155.TW,鈞寶,0.74,N/A,60.2000007629,311.46
⚠️ 獲利稀釋,-16.0,31.049999999999997,13.405797101449277,-368.68,2026-03,9.12%,⚪ 中性觀察,-27.19,9.68,2025,0.34,2108.TW,南帝,0.83,25.29%,27.75,378.36
🔄 轉虧為盈,0.45,-137.25,0.0,-369.19,2026-03,N/A,⚪ 數據不足,-152.78,105.36,2025,0.18,1530.TW,亞崴,-2.45,N/A,29.6000003815,474.55
⚠️ 獲利稀釋,20.29,144.45,5.399792315680167,-369.86,2026-03,N/A,⚪ 中性觀察,21.07,33.78,2025,0.99,8936.TWO,國統,4.08,N/A,52.0,403.64
🔄 轉虧為盈,1.86,-14.55,0.0,-370.95,2026-03,-21.05%,⚪ 數據不足,46.34,-97.67,2025,0.02,3057.TW,喬鼎,-0.88,29.42%,15.6999998093,273.28
📉 獲利侵蝕,17.01,22.05,17.857142857142858,-371.24,2026-03,N/A,❌ 暫避觀望,-47.47,-30.0,2025,0.28,5426.TWO,振發,0.52,N/A,26.25,341.24
⚠️ 獲利稀釋,-3.92,193.2,8.77329192546584,-371.5,2026-03,N/A,⚪ 中性觀察,-16.96,71.21,2025,2.26,6924.TW,榮惠-KY創,5.68,N/A,113.0,442.71
📉 獲利侵蝕,-2.95,82.05000000000001,5.484460694698354,-372.25,2026-03,N/A,⚪ 中性觀察,-47.23,-66.33,2025,0.33,6194.TWO,育富,2.19,N/A,30.0,305.92
📉 獲利侵蝕,-13.1,60.75,5.962962868765432,-372.75,2026-03,2.75%,⚪ 中性觀察,-10.88,-36.54,2025,0.33,2063.TWO,世鎧,1.72,17.29%,24.1499996185,336.21
⚠️ 獲利稀釋,60.25,80.99999999999999,12.53703647188889,-373.78999999999996,2026-03,8.17%,⚪ 中性觀察,28.57,133.33,2025,0.73,2374.TW,佳能,2.44,21.67%,67.6999969482,507.12
📉 獲利侵蝕,-13.21,73.20000000000002,7.131147384651639,-373.94,2026-03,4.13%,⚪ 中性觀察,-50.73,-58.06,2025,0.26,3206.TWO,志豐,2.02,21.42%,34.7999992371,315.88
📉 獲利侵蝕,-5.94,138.6,3.966450381590909,-374.61,2026-03,N/A,⚪ 中性觀察,19.85,-21.74,2025,0.9,6474.TWO,華豫寧,3.49,N/A,36.6500015259,352.87
⚠️ 獲利稀釋,-7.93,52.050000000000004,18.587896253602306,-375.40000000000003,2026-03,3.94%,❌ 暫避觀望,-9.62,23.33,2025,0.37,1717.TW,長興,1.41,21.29%,64.5,398.73
⚠️ 獲利稀釋,10.07,20.55,58.90510726145985,-375.42,2026-03,6.31%,❌ 暫避觀望,-34.34,37.5,2025,0.33,2484.TW,希華,0.65,21.81%,80.6999969482,412.92
⚠️ 獲利稀釋,6.75,67.5,42.77777777777778,-375.75,2026-03,N/A,❌ 暫避觀望,-11.69,103.13,2025,0.65,8039.TW,台虹,2.07,N/A,192.5,478.88
⚠️ 獲利稀釋,5.01,258.9,39.97682502896872,-375.76,2026-03,5.81%,❌ 暫避觀望,12.1,70.24,2025,2.86,3026.TW,禾伸堂,6.58,17.62%,690.0,446.0
⚠️ 獲利稀釋,0.02,127.95000000000002,9.050409958757326,-376.49,2026-03,2.40%,⚪ 中性觀察,-53.89,183.33,2025,0.17,3483.TWO,力致,3.74,18.01%,77.1999969482,559.82
📉 獲利侵蝕,-2.38,35.550000000000004,13.523206429156119,-378.04,2026-03,N/A,⚪ 中性觀察,-76.35,-94.38,2025,0.05,6835.TW,圓裕,0.97,N/A,32.0499992371,283.66
📉 獲利侵蝕,-6.57,446.99999999999994,6.191275167785236,-379.13,2026-03,N/A,⚪ 中性觀察,-27.39,-4.8,2025,3.59,5288.TW,豐祥-KY,12.25,N/A,184.5,374.33
⚠️ 獲利稀釋,237.84,31.350000000000005,17.942583732057415,-379.19999999999993,2026-03,N/A,❌ 暫避觀望,160.13,233.33,2025,0.24,8038.TWO,長園科,0.92,N/A,37.5,612.53
📉 獲利侵蝕,-11.42,154.2,4.299610969153696,-379.2,2026-03,N/A,⚪ 中性觀察,15.99,-62.96,2025,0.37,8249.TW,菱光,4.03,N/A,44.2000007629,316.24
⚠️ 獲利稀釋,2.49,215.85000000000002,9.65948575399583,-379.52,2026-03,N/A,⚪ 中性觀察,-6.72,82.43,2025,2.7,6753.TW,龍德造船,5.98,N/A,139.0,461.95
📉 獲利侵蝕,-4.56,222.15,4.287643484132343,-380.01,2026-03,4.93%,⚪ 中性觀察,-3.34,-11.76,2025,1.37,2206.TW,三陽工業,5.78,18.31%,63.5,368.25
📉 獲利侵蝕,-4.72,68.55000000000001,4.748359029080962,-380.22999999999996,2026-03,6.19%,⚪ 中性觀察,-22.93,-53.45,2025,0.27,2115.TW,六暉-KY,1.58,18.21%,21.7000007629,326.78
⚠️ 獲利稀釋,-12.83,65.7,8.984017916461188,-380.58,2026-03,N/A,⚪ 中性觀察,-53.88,1.47,2025,0.61,8349.TWO,�矬�,1.93,N/A,39.3499984741,382.05
📉 獲利侵蝕,-4.54,169.8,5.901060340265018,-380.99,2026-03,N/A,⚪ 中性觀察,-14.14,-41.38,2025,0.68,9910.TW,豐泰,5.1,N/A,66.8000030518,339.61
📉 獲利侵蝕,10.54,81.15,14.417744916820702,-383.32000000000005,2026-03,4.42%,⚪ 中性觀察,-10.04,-48.1,2025,0.41,3444.TWO,利機,2.15,18.10%,78.0,335.22
📉 獲利侵蝕,-2.31,27.0,11.3055557675,-383.87,2026-03,3.03%,⚪ 中性觀察,-47.52,-39.39,2025,0.2,4720.TW,德淵,0.74,23.02%,20.3500003815,344.48
⚠️ 獲利稀釋,-14.5,10.799999999999999,27.63888835902778,-384.15999999999997,2026-03,N/A,❌ 暫避觀望,-72.09,350.0,2025,0.18,8927.TWO,北基,0.35,N/A,19.8999996185,734.16
📉 獲利侵蝕,42.33,2.0999999999999996,265.71429116357143,-385.19000000000005,2026-03,N/A,❌ 暫避觀望,180.65,-322.22,2025,-0.2,6708.TWO,天擎,0.25,N/A,37.2000007629,62.97
📉 獲利侵蝕,-26.56,180.9,4.079602053308458,-386.04,2026-03,-1.94%,⚪ 中性觀察,-73.34,-81.61,2025,0.41,2609.TW,陽明,4.9,5.67%,49.2000007629,304.43
⚠️ 獲利稀釋,12.58,63.15,13.277910101163895,-386.2,2026-03,-0.45%,⚪ 中性觀察,-13.89,85.0,2025,0.37,3015.TW,全漢,1.86,17.44%,55.9000015259,471.2
⚠️ 獲利稀釋,-10.43,32.699999999999996,14.472476714266056,-386.24,2026-03,-66.51%,⚪ 中性觀察,457.5,173.28,2025,0.85,2491.TW,吉祥全,1.43,43.42%,31.5499992371,559.52
📉 獲利侵蝕,0.3,24.45,30.61349786865031,-386.54,2026-03,N/A,❌ 暫避觀望,-97.61,-87.5,2025,0.1,6982.TWO,大井泵浦,0.06,N/A,49.9000015259,299.04
📉 獲利侵蝕,70.72,161.1,2.555865992821229,-389.33000000000004,2026-03,-11.23%,⚪ 中性觀察,248.27,-17.98,2025,-1.05,3609.TWO,三一東林,6.42,8.05%,27.4500007629,371.35
🔄 轉虧為盈,4.75,-15.3,0.0,-390.0,2026-03,1.17%,⚪ 數據不足,-190.0,150.0,2025,0.1,3380.TW,明泰,-0.36,18.44%,29.7999992371,540.0
⚠️ 獲利稀釋,-0.31,178.95,9.304274937133277,-390.3,2026-03,10.58%,⚪ 中性觀察,4.58,13.27,2025,1.37,3045.TW,台灣大,4.77,19.71%,111.0,403.57
⚠️ 獲利稀釋,-10.76,29.85,15.879397176633164,-390.48,2026-03,N/A,❌ 暫避觀望,-67.92,13.58,2025,0.92,2065.TWO,世豐,1.12,N/A,31.6000003815,404.06
📉 獲利侵蝕,6.19,18.45,16.260162601626018,-391.2,2026-03,N/A,❌ 暫避觀望,-69.73,-58.33,2025,0.05,7743.TWO,金利食安,0.57,N/A,20.0,332.87
📉 獲利侵蝕,8.46,5.7,50.3947358381579,-391.4,2026-03,N/A,❌ 暫避觀望,-60.0,-63.64,2025,0.04,4729.TWO,熒茂,0.16,N/A,19.1499996185,327.76
📉 獲利侵蝕,-4.4,285.15000000000003,7.653866386112572,-391.52,2026-03,N/A,⚪ 中性觀察,10.62,-9.83,2025,1.56,3402.TWO,漢科,7.5,N/A,145.5,381.69
⚠️ 獲利稀釋,27.06,194.54999999999998,27.44795682343871,-392.18,2026-03,N/A,❌ 暫避觀望,43.01,5.92,2025,1.62,4979.TWO,華星光,5.43,N/A,356.0,398.1
📉 獲利侵蝕,-10.11,-58.35,0.0,-392.45,2026-03,-6.90%,⚪ 數據不足,-410.42,-3.03,2025,-0.34,2457.TW,飛宏,-1.48,21.21%,24.5499992371,389.42
📉 獲利侵蝕,-13.43,0.0,0.0,-392.65,2026-03,N/A,⚪ 數據不足,-46.94,-50.0,2025,0.29,4535.TWO,至興,1.3,N/A,0.0,342.65
📉 獲利侵蝕,16.57,6.450000000000001,60.46511627906976,-392.97,2026-03,8.41%,❌ 暫避觀望,-74.05,-55.56,2025,0.08,3597.TWO,映興,0.34,25.04%,26.0,337.41
📉 獲利侵蝕,11.14,158.55,7.50236547320719,-393.32,2026-03,5.06%,⚪ 中性觀察,74.89,-50.0,2025,0.67,3605.TW,宏致,4.35,26.65%,79.3000030518,343.32
⚠️ 獲利稀釋,-0.82,-148.5,0.0,-394.19,2026-03,-46.94%,⚪ 數據不足,-24.32,14.29,2025,-0.3,2939.TW,永邑-KY,-3.68,8.14%,19.1499996185,408.48
📉 獲利侵蝕,-31.37,-97.19999999999999,0.0,-394.41,2026-03,N/A,⚪ 數據不足,-121.74,0.0,2025,-0.55,8024.TWO,佑華,-2.55,N/A,16.1499996185,394.41
🌑 雙重衰退,-89.32,-12.0,0.0,-395.32000000000005,2026-03,-47.25%,⚪ 數據不足,-112.91,-466.67,2025,-0.22,4113.TWO,聯上,-0.43,37.85%,14.6999998093,-71.35
📉 獲利侵蝕,10.46,266.25,3.943661971830986,-395.65999999999997,2026-03,N/A,⚪ 中性觀察,-17.06,-55.22,2025,1.2,6768.TW,志強-KY,6.77,N/A,70.0,340.44
📉 獲利侵蝕,-7.81,114.60000000000001,3.547120468782722,-395.68,2026-03,N/A,⚪ 中性觀察,55.31,-187.5,2025,-0.07,6294.TWO,智基,2.78,N/A,27.1000003815,208.18
📉 獲利侵蝕,5.05,450.75,5.757071547420965,-396.01,2026-03,N/A,⚪ 中性觀察,-14.96,-79.51,2025,0.75,6890.TW,來億-KY,13.02,N/A,173.0,316.5
📉 獲利侵蝕,13.71,108.60000000000001,5.490331491712707,-396.06,2026-03,N/A,⚪ 中性觀察,-2.36,-51.61,2025,0.3,6235.TW,華孚,2.9,N/A,39.75,344.45
🔄 轉虧為盈,-2.42,-9.9,0.0,-397.4,2026-03,N/A,⚪ 數據不足,67.24,-22.58,2025,0.24,4430.TWO,耀億,-0.19,N/A,16.7999992371,374.82
⚠️ 獲利稀釋,-7.61,117.30000000000001,15.153452685421994,-397.88,2026-03,N/A,❌ 暫避觀望,26.79,259.52,2025,1.51,8086.TWO,宏捷科,3.36,N/A,118.5,657.4
⚠️ 獲利稀釋,28.87,121.94999999999999,85.239852398524,-398.64000000000004,2026-03,8.52%,❌ 暫避觀望,3072.73,73.33,2025,1.17,3189.TW,景碩,3.51,22.14%,693.0,471.97
⚠️ 獲利稀釋,-12.57,0.0,0.0,-398.93,2026-03,8.28%,⚪ 數據不足,-20.13,40.0,2025,0.55,1709.TW,和益,1.23,17.58%,0.0,438.93
⚠️ 獲利稀釋,51.55,1089.6,15.074339207048459,-399.15999999999997,2026-03,N/A,❌ 暫避觀望,77.66,93.47,2025,10.73,8210.TW,勤誠,29.06,N/A,1095.0,492.63
🔄 轉虧為盈,191.86,-11.850000000000001,0.0,-400.02,2026-03,N/A,⚪ 數據不足,23.4,186.96,2025,0.2,4950.TWO,金耘國際,-0.36,N/A,15.8500003815,586.98
📉 獲利侵蝕,-23.56,-149.25000000000003,0.0,-400.92,2026-03,N/A,⚪ 數據不足,-276.79,-386.36,2025,-2.14,6854.TW,錼創科技-KY創,-1.02,N/A,103.0,14.56
📉 獲利侵蝕,28.81,-5.3999999999999995,0.0,-401.32,2026-03,-80.56%,⚪ 數據不足,-44.44,-66.67,2025,-0.05,4402.TWO,郡都開發,-0.13,15.04%,16.2999992371,334.65
⚠️ 獲利稀釋,13.75,155.1,76.78916827852998,-401.76000000000005,2026-03,6.82%,❌ 暫避觀望,18.07,428.33,2025,3.28,3037.TW,欣興,4.38,15.77%,794.0,830.09
⚠️ 獲利稀釋,3.13,0.0,0.0,-402.18,2026-03,N/A,⚪ 數據不足,54.05,72.73,2025,0.57,5276.TWO,達輝-KY,1.14,N/A,0.0,474.91
⚠️ 獲利稀釋,-2.19,12.6,16.666666666666668,-402.75,2026-03,5.53%,❌ 暫避觀望,-68.29,154.9,2025,0.28,2611.TW,志信,0.52,37.12%,14.0,557.65
⚠️ 獲利稀釋,-8.11,6.6,36.47727099340909,-402.80999999999995,2026-03,N/A,❌ 暫避觀望,1000.0,350.0,2025,0.09,5488.TWO,松普,0.11,N/A,16.0499992371,752.81
⚠️ 獲利稀釋,-3.28,28.799999999999997,31.25,-403.37,2026-03,6.05%,❌ 暫避觀望,-74.48,4.44,2025,0.47,3003.TW,健和興,0.99,21.28%,60.0,407.81
📉 獲利侵蝕,3.73,34.50000000000001,26.347825423521734,-403.44,2026-03,3.55%,❌ 暫避觀望,-41.88,-53.75,2025,0.37,4566.TW,時碩工業,1.36,22.67%,60.5999984741,349.69
⚠️ 獲利稀釋,13.2,0.0,0.0,-403.49,2026-03,N/A,⚪ 數據不足,5.99,0.44,2025,4.54,6803.TWO,崑鼎,18.44,N/A,0.0,403.93
⚠️ 獲利稀釋,17.93,19.799999999999997,15.946969119015153,-403.8,2026-03,N/A,❌ 暫避觀望,10.77,8.33,2025,0.13,6133.TW,金橋,0.72,N/A,21.0499992371,412.13
📉 獲利侵蝕,1.55,0.0,0.0,-404.41,2026-03,N/A,⚪ 數據不足,-10.78,0.0,2025,0.42,6884.TWO,海柏特,2.05,N/A,0.0,404.41
⚠️ 獲利稀釋,-72.18,88.94999999999999,6.720067196306914,-404.69000000000005,2026-03,N/A,⚪ 中性觀察,-79.5,820.0,2025,2.76,4907.TWO,富宇,1.23,N/A,39.8499984741,1224.69
⚠️ 獲利稀釋,-12.95,17.7,16.949152542372882,-405.93,2026-03,1.24%,❌ 暫避觀望,-19.59,17.65,2025,0.2,1735.TW,日勝化,0.78,19.87%,20.0,423.58
⚠️ 獲利稀釋,75.17,511.79999999999995,7.092614302461899,-406.05,2026-03,N/A,⚪ 中性觀察,39.39,8.68,2025,3.63,6667.TWO,信紘科,13.77,N/A,242.0,414.73
⚠️ 獲利稀釋,9.49,-100.49999999999999,0.0,-406.06,2026-03,-478.52%,⚪ 數據不足,10.29,8.82,2025,-0.31,4743.TWO,合一,-2.18,41.13%,48.5999984741,414.88
📉 獲利侵蝕,-5.52,348.3,3.639104220499569,-407.8,2026-03,N/A,⚪ 中性觀察,-40.24,-3.0,2025,2.29,6176.TW,瑞儀,9.4,N/A,84.5,404.8
📉 獲利侵蝕,-17.71,-15.9,0.0,-407.82,2026-03,N/A,⚪ 數據不足,-126.47,-121.43,2025,-0.03,9950.TWO,萬國通,-0.27,N/A,10.1000003815,286.39
⚠️ 獲利稀釋,-15.76,10.65,25.352112676056336,-408.66999999999996,2026-03,10.88%,❌ 暫避觀望,-64.1,150.0,2025,0.35,1776.TW,展宇,0.28,22.50%,18.0,558.67
📉 獲利侵蝕,-6.01,28.35,14.708994305343914,-408.66999999999996,2026-03,1.41%,⚪ 中性觀察,-64.42,-48.08,2025,0.27,2235.TWO,謚源,0.95,16.15%,27.7999992371,360.59
⚠️ 獲利稀釋,28.28,0.0,0.0,-408.67,2026-03,9.90%,⚪ 數據不足,-11.39,2.12,2025,4.81,4441.TW,振大環球,14.79,24.81%,0.0,410.79
⚠️ 獲利稀釋,36.32,1093.5,52.60631001371742,-409.07,2026-03,10.13%,❌ 暫避觀望,9.24,71.27,2025,12.28,3443.TW,創意,28.13,19.04%,3835.0,480.34
🔄 轉虧為盈,50.27,-84.29999999999998,0.0,-410.07000000000005,2026-03,7.19%,⚪ 數據不足,18.81,110.77,2025,0.07,2208.TW,台船,-1.77,11.98%,19.8999996185,520.84
⚠️ 獲利稀釋,12.02,57.3,19.240837696335078,-410.11,2026-03,N/A,❌ 暫避觀望,-20.6,11.36,2025,0.51,6548.TWO,長科*,1.63,N/A,73.5,421.47
⚠️ 獲利稀釋,1.44,124.05,5.683192261185006,-410.32,2026-03,N/A,⚪ 中性觀察,-40.13,60.87,2025,1.5,7718.TWO,友鋮,3.75,N/A,47.0,471.19
⚠️ 獲利稀釋,10.44,116.7,10.591259836233933,-410.77,2026-03,9.53%,⚪ 中性觀察,-70.28,15.93,2025,1.35,4912.TW,聯德控股-KY,1.98,22.10%,82.4000015259,426.7
📉 獲利侵蝕,-11.81,31.5,22.07142784480952,-411.77000000000004,2026-03,12.04%,❌ 暫避觀望,-79.87,-37.04,2025,0.17,4119.TW,旭富,0.9,28.02%,46.3499984741,374.73
📉 獲利侵蝕,3.41,6.6,90.79545627931819,-413.58,2026-03,1.74%,❌ 暫避觀望,-42.42,0.0,2025,0.05,1809.TW,中釉,0.19,21.38%,39.9500007629,413.58
📉 獲利侵蝕,-2.8,833.55,7.108151880511067,-414.90999999999997,2026-03,N/A,⚪ 中性觀察,10.59,-14.45,2025,5.15,6414.TW,樺漢,23.26,N/A,395.0,400.46
📉 獲利侵蝕,33.95,56.55,6.29973474801061,-415.94,2026-03,3.22%,⚪ 中性觀察,6.99,-47.17,2025,0.28,2427.TW,三商電,1.53,16.95%,23.75,368.77
📉 獲利侵蝕,-19.51,90.9,5.602310356914191,-416.09999999999997,2026-03,N/A,⚪ 中性觀察,-14.34,-9.21,2025,0.69,9931.TW,欣高,2.45,N/A,33.9500007629,406.89
⚠️ 獲利稀釋,21.11,241.95,12.18226906385617,-417.82,2026-03,10.49%,⚪ 中性觀察,28.09,10.14,2025,1.66,2301.TW,光寶科,6.64,21.72%,196.5,427.96
