股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
00965.TW     元大航太防衛科技       26.4          3        59.09          -0.41        5        -4281 📈 持有 → 繼續持有         
00968B.TWO   未知             9.45          3        57.89           1.65        7         4804 📈 持有 → 繼續持有         
00970B.TWO   未知             9.56         19        61.54            0.5        0         1752 📈 持有 → 繼續持有         
009801.TW    中信美國創新科技      10.68         13         40.0          -2.67        2         2134 📈 持有 → 繼續持有         
009803.TW    保德信市值動能50     15.66          7        66.67          11.95        3        -1189 📉 建議賣出              
009805.TW    新光美國電力基建      14.66         17         60.0          12.42        0         -285 📈 持有 → 繼續持有         
00980A.TW    未知            16.93          3        56.52           6.72        7        -1123 📈 持有 → 繼續持有         
009811.TW    統一美國50        11.44         17         25.0           -1.6        3         4326 📉 建議賣出              
009813.TW    貝萊德標普卓越50     10.25         19          0.0          -1.13        1         4508 📉 建議賣出              
009814.TWO   富邦標普500       10.08         17          0.0           -3.0        3         -310 📉 建議賣出              
009815.TWO   大華美國MAG7+      9.66         10          0.0            0.0        0         5655 📈 持有 → 繼續持有         
009816.TW    凱基台灣TOP50     10.78          3        85.71           9.06        1        -3602 📈 持有 → 繼續持有         
009817.TW    國泰日本不動產        9.85          9          0.0            0.0        0        -1874 📉 建議賣出              
00981A.TW    未知            19.78          3         80.0           7.31        1       -45894 📈 持有 → 繼續持有         
00981B.TWO   未知              9.3          3        53.85           0.78        6        16799 📈 持有 → 繼續持有         
00981D.TWO   未知            10.43          3        69.23           1.15        4        11590 📈 持有 → 繼續持有         
00982A.TW    未知            15.82          3         75.0           4.99        1       -20516 📈 持有 → 繼續持有         
00982D.TW    未知            10.19         11          0.0            0.0        0         4697 📉 建議賣出              
00983A.TW    未知            11.08          9        100.0           0.09        0         1098 📈 持有 → 繼續持有         
00984B.TWO   未知             16.9          3        61.11           1.43        6        -3590 📈 持有 → 繼續持有         
00985A.TW    未知            15.95          3        73.91          11.67        5        -1192 📈 持有 → 繼續持有         
00985B.TW    未知            10.35          4        57.14           1.05        4         9743 📉 建議賣出              
00987A.TW    未知            11.29          3        66.67           6.32        1        -2380 📈 持有 → 繼續持有         
00988A.TW    未知            12.47          3         60.0           1.87        1         4826 📈 持有 → 繼續持有         
00989A.TW    未知            14.17         14          0.0            0.0        0         -360 📈 持有 → 繼續持有         
00990A.TW    未知            11.97          6         56.0           9.05        3       -10045 📉 建議賣出              
00991A.TW    未知            12.02          3         60.0           3.31        1       -35961 📈 持有 → 繼續持有         
00992A.TW    未知            12.28          3        66.67           3.58        1       -22195 📈 持有 → 繼續持有         
00993A.TW    未知            10.25          3        77.78           4.96        1       -24002 📈 持有 → 繼續持有         
00995A.TW    未知            11.29          3        69.23           9.97        3        -3488 📈 持有 → 繼續持有         
02001L.TW    未知             63.5          4          0.0            0.0        0            0 📉 建議賣出              
02001R.TW    未知             0.74          3          0.0            0.0        1            0 📉 建議賣出              
1101.TW      台泥            25.15          3        55.56          10.95        5        -4082 📈 持有 → 繼續持有         
1102.TW      亞泥            34.45          9         60.0          -0.57        1        -6519 📉 建議賣出              
1203.TW      味王             39.8          5        47.06          -0.81        6           16 📉 建議賣出              
1213.TW      大飲             9.86         20          0.0          -3.65        1            0 📉 建議賣出              
1216.TW      統一             71.9          6         30.0          -3.71        5         4533 📉 建議賣出              
1229.TW      聯華            45.25         19          0.0            0.0        0        -1038 📈 持有 → 繼續持有         
1235.TW      興泰            41.65          6         50.0           3.01        3           -2 📉 建議賣出              
1256.TW      鮮活果汁-KY       166.5          4        43.75           1.33        5           16 📈 持有 → 繼續持有         
1294.TWO     漢田生技           87.2         19        46.67           9.21        1           54 📈 持有 → 繼續持有         
1301.TW      台塑             50.2          4         61.9          19.68        6       -15183 📈 持有 → 繼續持有         
1303.TW      南亞             82.3          8         50.0          19.81        4       -41959 📉 建議賣出              
1304.TW      台聚             13.1          3        57.14           7.88        8        -2510 📈 持有 → 繼續持有         
1305.TW      華夏            13.25         16        38.46           6.29        1        -2150 📈 持有 → 繼續持有         
1307.TW      三芳            35.25         16         50.0           4.82        1        -1437 📈 持有 → 繼續持有         
1308.TW      亞聚             15.0          3         50.0           -1.0        8        -2006 📈 持有 → 繼續持有         
1309.TW      台達化           13.95         14        42.11           4.33        3        -1909 📈 持有 → 繼續持有         
1310.TW      台苯            10.65         14        56.25          19.13        1        -9099 📈 持有 → 繼續持有         
1312.TW      國喬            14.05          5        47.06           1.92        4        -4466 📈 持有 → 繼續持有         
1313.TW      聯成             13.5          5        59.09          26.75        4       -16190 📈 持有 → 繼續持有         
1314.TW      中石化            8.92         16        30.77           7.31        1       -17537 📈 持有 → 繼續持有         
1323.TW      永裕             18.7         18          0.0            0.0        0           -6 📈 持有 → 繼續持有         
1326.TW      台化             46.0         15        60.87          31.43        0       -32445 📈 持有 → 繼續持有         
1337.TW      再生-KY          5.77          7        33.33           7.24        4          211 📈 持有 → 繼續持有         
1338.TW      廣華-KY         17.25          7         50.0           2.24        1          -47 📉 建議賣出              
1340.TW      勝悅-KY          7.27          5        43.75           9.68        4          -15 📈 持有 → 繼續持有         
1402.TW      遠東新           29.25          3        52.63          -4.27        8        -9252 📈 持有 → 繼續持有         
1409.TW      新纖            15.55          3        61.11           8.99        5        -4981 📈 持有 → 繼續持有         
1418.TW      東華            19.25          8         20.0          -4.44        7           -6 📉 建議賣出              
1432.TW      大魯閣            17.2         12        43.75           1.93        1          -24 📉 建議賣出              
1435.TW      中福             20.8         20        57.14          -2.32        1           -2 📉 建議賣出              
1436.TW      華友聯            54.9         18          0.0            0.0        0         -113 📉 建議賣出              
1438.TW      三地開發           31.9          3        41.67           7.16        6          -12 📈 持有 → 繼續持有         
1439.TW      雋揚             27.9          3        53.85           0.68        6          -13 📉 建議賣出              
1442.TW      名軒            27.75          6        63.64          -0.17        3         -645 📉 建議賣出              
1443.TW      立益物流          26.25          3         50.0           -0.0        8          -12 📉 建議賣出              
1444.TW      力麗             6.27          3        56.25          11.35        5         -110 📈 持有 → 繼續持有         
1455.TW      集盛             8.85          6        61.54          16.93        1          497 📈 持有 → 繼續持有         
1456.TW      怡華            12.95          5        26.67          -8.02        8           -7 📉 建議賣出              
1459.TW      聯發            11.95          3         37.5           5.08        5            4 📉 建議賣出              
1460.TW      宏遠             6.65          4         70.0           6.42        4          205 📉 建議賣出              
1466.TW      聚隆             17.1          6        63.64          28.74        2          -60 📉 建議賣出              
1471.TW      首利             12.7          3        56.25          46.06        6           73 📈 持有 → 繼續持有         
1477.TW      聚陽            308.0          8         40.0          -2.15        4         -184 📉 建議賣出              
1503.TW      士電            218.5          7        57.89          32.34        2        -1615 📈 持有 → 繼續持有         
1504.TW      東元             72.3         20          0.0            0.0        0        -5402 📉 建議賣出              
1513.TW      中興電           160.0          8         60.0          19.29        2        -6249 📉 建議賣出              
1514.TW      亞力            117.5          6         62.5          38.22        2         1376 📉 建議賣出              
1516.TW      川飛             22.6          6        61.11          -1.02        4          -11 📈 持有 → 繼續持有         
1519.TW      華城            926.0          6         50.0          24.45        4        -1247 📉 建議賣出              
1522.TW      堤維西            41.9          6         60.0          10.89        1         -263 📉 建議賣出              
1525.TW      江申             62.0          8         50.0          -4.17        4           19 📉 建議賣出              
1528.TW      恩德             22.4          4        53.85           17.4        5          795 📈 持有 → 繼續持有         
1529.TW      樂事綠能          27.05          4        61.11           31.0        4          154 📈 持有 → 繼續持有         
1536.TW      和大             55.7          8        53.33           5.34        2        -1985 📉 建議賣出              
1537.TW      廣隆            124.0          4        45.45            0.4        6           41 📈 持有 → 繼續持有         
1538.TW      正峰             17.8          5         50.0          -2.67        3            0 📉 建議賣出              
1560.TW      中砂            486.5          3         50.0           15.1        7         1568 📈 持有 → 繼續持有         
1563.TW      巧新             43.0         19          0.0            0.0        0           96 📉 建議賣出              
1568.TW      倉佑            21.55          4        46.15          11.25        3          103 📉 建議賣出              
1569.TWO     濱川             52.3          4        58.82          11.63        3          170 📉 建議賣出              
1582.TW      信錦             90.5          6         62.5          42.45        1         -612 📈 持有 → 繼續持有         
1583.TW      程泰            46.05          4        46.67           9.58        4           -9 📉 建議賣出              
1587.TW      吉茂             39.4         15          0.0            0.0        0          577 📉 建議賣出              
1589.TW      永冠-KY          7.38         16         50.0          -2.23        1          212 📉 建議賣出              
1590.TW      亞德客-KY       1040.0         15        73.68          16.75        1          263 📉 建議賣出              
1593.TWO     祺驊            34.45          6        46.15          14.53        4           -7 📈 持有 → 繼續持有         
1597.TW      直得             74.4          8         37.5          -2.57        4         -102 📉 建議賣出              
1599.TWO     宏佳騰            27.0          9         20.0          -4.01        1          -15 📉 建議賣出              
1605.TW      華新            32.75          3        44.44          17.12        5         6541 📈 持有 → 繼續持有         
1609.TW      大亞             37.9          7        66.67           10.0        3          284 📉 建議賣出              
1611.TW      中電             12.7          8        35.71           1.43        4          -65 📉 建議賣出              
1612.TW      宏泰             34.8          8        52.94           6.86        3         -650 📉 建議賣出              
1623.TW      大東電           203.5          5         50.0            9.5        2           10 📉 建議賣出              
1708.TW      東鹼            36.35         14         61.9          10.82        0         2910 📈 持有 → 繼續持有         
1710.TW      東聯             13.7          4        46.67           1.01        6        -1670 📈 持有 → 繼續持有         
1711.TW      永光            27.45          8        52.63          24.18        2         2169 📈 持有 → 繼續持有         
1714.TW      和桐             10.2          4         50.0          16.59        6         1705 📈 持有 → 繼續持有         
1717.TW      長興             62.8          3        55.56          31.03        5        -3031 📈 持有 → 繼續持有         
1718.TW      中纖             7.54         14        44.44          -1.42        2        -2806 📈 持有 → 繼續持有         
1721.TW      三晃             17.2          4         50.0           20.3        4          286 📉 建議賣出              
1723.TW      中碳             69.1          4        52.63          -0.48        5          -82 📉 建議賣出              
1726.TW      永記             76.7          4        53.33            0.9        6           -4 📈 持有 → 繼續持有         
1727.TW      中華化            47.5          9         50.0          10.46        1        -1662 📉 建議賣出              
1735.TW      日勝化            20.8          4        41.67          12.62        3         -210 📈 持有 → 繼續持有         
1736.TW      喬山            142.5          8        66.67           2.88        2         -190 📈 持有 → 繼續持有         
1762.TW      中化生            26.9         10         50.0           4.23        2           16 📉 建議賣出              
1773.TW      勝一            149.0          3         50.0           5.45        5         1013 📈 持有 → 繼續持有         
1784.TWO     訊聯             94.0         14         40.0          -4.68        1          294 📉 建議賣出              
1785.TWO     光洋科            66.3          4        56.25           8.41        4        -5387 📈 持有 → 繼續持有         
1789.TW      神隆            21.65          3        64.71          19.31        6          -66 📈 持有 → 繼續持有         
1795.TW      美時            268.0          4        68.42          20.92        3        -1263 📈 持有 → 繼續持有         
1802.TW      台玻             59.1          3         55.0          84.02        5        15129 📈 持有 → 繼續持有         
1805.TW      寶徠             10.9         16          0.0            0.0        0          -12 📉 建議賣出              
1809.TW      中釉             25.4          8         60.0          31.87        3          255 📉 建議賣出              
1815.TWO     富喬            106.0          3        53.33          22.01        6        -3136 📈 持有 → 繼續持有         
2002.TW      中鋼             19.9         18         60.0           4.65        1       -40263 📉 建議賣出              
2006.TW      東和鋼鐵           80.4          4        70.83          17.16        3         5910 📈 持有 → 繼續持有         
2009.TW      第一銅            43.0         18        66.67            0.0        1          324 📉 建議賣出              
2010.TW      春源            22.85         19        68.75           7.53        0         1197 📈 持有 → 繼續持有         
2012.TW      春雨            16.75          3         40.0           1.18        6           31 📈 持有 → 繼續持有         
2013.TW      中鋼構            42.9          5        41.67            2.4        3            1 📈 持有 → 繼續持有         
2014.TW      中鴻            18.05          5         50.0          11.83        4         2804 📈 持有 → 繼續持有         
2017.TW      官田鋼            9.99         18        57.14           8.92        1        -1185 📈 持有 → 繼續持有         
2022.TW      聚亨             9.06          3        35.29           4.63        7          182 📈 持有 → 繼續持有         
2023.TW      燁輝             14.9         18         40.0          -1.67        2        -3789 📈 持有 → 繼續持有         
2027.TW      大成鋼            37.7         14        55.56           3.58        1       -11161 📈 持有 → 繼續持有         
2031.TW      新光鋼           39.05         18        27.27          -4.25        3         -858 📉 建議賣出              
2034.TW      允強             20.2          8        58.33           3.78        2        -2322 📉 建議賣出              
2035.TWO     唐榮            28.65          4        35.71           0.31        5            1 📉 建議賣出              
2049.TW      上銀            230.0          3         45.0          14.91        8        11532 📉 建議賣出              
2059.TW      川湖           3205.0          5        53.33           3.93        3          -96 📉 建議賣出              
2066.TWO     世德             50.4          3        58.33          22.11        6            4 📉 建議賣出              
2067.TWO     嘉鋼              9.1          3        46.15           -3.3        6            1 📉 建議賣出              
2069.TW      運錩             18.9          3        53.33           7.19        5           50 📈 持有 → 繼續持有         
2072.TWO     世紀風電          261.5         16        58.82          11.71        1            0 📉 建議賣出              
2103.TW      台橡             21.0         14        66.67          36.81        1       -11172 📈 持有 → 繼續持有         
2104.TW      國際中橡          12.85          3        61.11          24.41        6        -1995 📈 持有 → 繼續持有         
2105.TW      正新            29.35          3        46.67          -2.68        7        29354 📈 持有 → 繼續持有         
2108.TW      南帝            25.75          6        38.89           9.16        4         -279 📉 建議賣出              
2201.TW      裕隆            29.35         18          0.0            0.0        0        -3823 📉 建議賣出              
2204.TW      中華             55.9          8        58.33            3.4        2          529 📉 建議賣出              
2206.TW      三陽工業           60.0          7        64.29           1.17        3          696 📉 建議賣出              
2208.TW      台船            22.05          4        73.68          17.77        3        -2829 📉 建議賣出              
2211.TW      長榮鋼           100.0         18        63.64          -2.44        3         -634 📉 建議賣出              
2230.TWO     泰茂             33.4         11          0.0            0.0        0          240 📉 建議賣出              
2231.TW      為升             89.0          4        56.25           9.54        5         -118 📈 持有 → 繼續持有         
2233.TW      宇隆            227.0          4         37.5           7.38        5          -28 📉 建議賣出              
2235.TWO     謚源            33.85         14        66.67           1.59        1            0 📉 建議賣出              
2236.TW      百達-KY         113.0          3         60.0          -0.89        5         -111 📈 持有 → 繼續持有         
2237.TWO     華德動能           31.0         16         50.0          -1.12        2            0 📉 建議賣出              
2239.TW      英利-KY          24.9         13          0.0            0.0        0          -72 📉 建議賣出              
2241.TW      艾姆勒           29.95         18          0.0            0.0        0         -253 📈 持有 → 繼續持有         
2252.TWO     為昇科            14.6         16          0.0          -5.56        1            0 📉 建議賣出              
2254.TW      巨鎧精密-創         72.5         20         70.0           18.8        2            6 📈 持有 → 繼續持有         
2258.TW      鴻華先進-創         35.8          6         30.0           0.27        3         -254 📉 建議賣出              
2301.TW      光寶科           159.0         17        58.33          -4.95        3       -13631 📉 建議賣出              
2302.TW      麗正             18.4          5        61.54          13.09        3         -657 📈 持有 → 繼續持有         
2303.TW      聯電             62.0          3         61.9          44.03        4        36813 📈 持有 → 繼續持有         
2308.TW      台達電          1320.0          5         60.0          34.52        2        -2976 📉 建議賣出              
2312.TW      金寶            23.55          5        58.33          32.23        3         -123 📉 建議賣出              
2313.TW      華通            203.0          5        66.67          63.92        4        15511 📉 建議賣出              
2314.TW      台揚            19.05         18          0.0            0.0        0          -27 📉 建議賣出              
2316.TW      楠梓電            93.0          3        44.44          -3.95        8        -3579 📈 持有 → 繼續持有         
2317.TW      鴻海            223.0          6        53.85           2.57        3       -40336 📉 建議賣出              
2321.TW      東訊            16.15         20          0.0          -9.13        2            0 📈 持有 → 繼續持有         
2323.TW      中環            11.05         15        57.14          -0.16        1        -4964 📈 持有 → 繼續持有         
2324.TW      仁寶            31.45         11        53.85           0.85        3       -35835 📈 持有 → 繼續持有         
2327.TW      國巨*           265.0          5         40.0          20.01        4       -10072 📉 建議賣出              
2328.TW      廣宇             47.3          4        46.67           5.72        5        -1811 📉 建議賣出              
2329.TW      華泰             51.6          5        69.23          17.08        2        -3103 📉 建議賣出              
2330.TW      台積電          1890.0          6        54.55           9.07        5       -88771 📉 建議賣出              
2331.TW      精英             24.2          3        46.15          11.22        6         1193 📈 持有 → 繼續持有         
2332.TW      友訊            16.05          3        43.75            7.8        6         -613 📈 持有 → 繼續持有         
2337.TW      旺宏            102.5          7         62.5          53.72        3       -14846 📉 建議賣出              
2338.TW      光罩             52.8          6        68.42          48.02        2           -3 📈 持有 → 繼續持有         
2340.TW      台亞            25.95          4        44.44           2.04        5         -816 📈 持有 → 繼續持有         
2342.TW      茂矽             30.2          6        58.33           3.78        2         -421 📉 建議賣出              
2344.TW      華邦電           106.5          7        53.33            6.1        4         1705 📉 建議賣出              
2345.TW      智邦           1465.0         17        69.23          16.88        1         -204 📈 持有 → 繼續持有         
2347.TW      聯強             70.5          3        71.43          17.14        4         -575 📈 持有 → 繼續持有         
2349.TW      錸德             13.3          3        54.55           3.57        4          573 📈 持有 → 繼續持有         
2351.TW      順德             82.0          6        66.67          15.72        2         -223 📉 建議賣出              
2352.TW      佳世達           23.75          3        58.82           10.7        6        -4490 📈 持有 → 繼續持有         
2353.TW      宏��            26.9         11        46.67          -3.28        2         -475 📈 持有 → 繼續持有         
2354.TW      鴻準             55.2          6        41.67          -2.13        4        -5255 📉 建議賣出              
2355.TW      敬鵬            43.45          4        63.64          19.91        6         1098 📈 持有 → 繼續持有         
2356.TW      英業達            41.8          6         62.5           6.52        2       -32966 📉 建議賣出              
2357.TW      華碩            527.0          8         30.0          -1.19        4        -3617 📈 持有 → 繼續持有         
2359.TW      所羅門           119.0          3        43.75          -1.22        6         -838 📉 建議賣出              
2360.TW      致茂           1375.0         12        57.14          28.97        2        -1891 📈 持有 → 繼續持有         
2363.TW      矽統             50.7          3        47.62          13.12        5          773 📈 持有 → 繼續持有         
2365.TW      昆盈            33.65          5        56.25           5.04        3         -112 📉 建議賣出              
2367.TW      燿華             69.0          5        60.71         103.62        2        11755 📉 建議賣出              
2368.TW      金像電           792.0         12        61.11          21.83        1          687 📉 建議賣出              
2369.TW      菱生            27.15          5        66.67          19.18        3          -85 📈 持有 → 繼續持有         
2371.TW      大同            33.85          5         60.0          23.51        4       -17389 📉 建議賣出              
2374.TW      佳能             72.1         10         60.0           4.69        2        -1520 📉 建議賣出              
2376.TW      技嘉            219.0          4        42.86          -1.14        3        -1708 📉 建議賣出              
2377.TW      微星             96.7          8        55.56           6.67        2         5898 📈 持有 → 繼續持有         
2379.TW      瑞昱            463.0         20          0.0            0.0        0        -3845 📉 建議賣出              
2380.TW      虹光             6.05         20        66.67          16.35        0          -12 📈 持有 → 繼續持有         
2382.TW      廣達            289.0         20        45.45          -2.27        2        20225 📈 持有 → 繼續持有         
2383.TW      台光電          2360.0         14        56.52          42.17        0           19 📈 持有 → 繼續持有         
2385.TW      群光            125.5          8         75.0           9.11        1         2000 📈 持有 → 繼續持有         
2387.TW      精元            43.85          8        45.45          14.52        2        -1662 📈 持有 → 繼續持有         
2388.TW      威盛             46.0         10        44.44          -0.38        1        -2397 📉 建議賣出              
2392.TW      正崴            37.75          3        47.37           6.85        6        -2513 📈 持有 → 繼續持有         
2393.TW      億光             59.6         13         40.0           0.93        3         -198 📈 持有 → 繼續持有         
2395.TW      研華            375.0         14        66.67          28.64        1          252 📈 持有 → 繼續持有         
2397.TW      友通             57.4          5        33.33          -4.93        5         -242 📉 建議賣出              
