eps,gm,pe,prev_rev_yoy,status,name,rev_yoy,est_price,eps_yoy,advice,date,price,prev_eps,prev_year,om,symbol,prev_eps_yoy,expansion
-0.4,N/A,0.0,12.72,🧐 疑業外收益,立軒,-0.4,-15.449999999999998,14.63,⚪ 數據不足,2025-12,21.0499992371,-0.31,2025,N/A,6222.TWO,16.13,15.030000000000001
66.26,62.33%,14.494144749472069,36.39,🏰 高護城河,台積電,31.61,2344.0499999999997,46.42,✅ 穩健價值,2025-12,2265.0,46.75,2025,54.00%,2330.TW,51.8,14.810000000000002
2.87,N/A,6.154362211288589,4.39,🚀 利潤擴張,聚和,2.77,111.75000000000001,17.48,💎 強力關注,2025-12,45.8499984741,2.35,2025,N/A,6509.TWO,9.22,14.71
2.9,N/A,0.0,-0.96,🧐 疑業外收益,輝創,-2.79,0.0,11.54,⚪ 數據不足,2025-12,37.9000015259,2.02,2025,N/A,6722.TW,-11.4,14.329999999999998
1.62,10.74%,7.461734693877551,-5.83,🧐 疑業外收益,福懋油,-6.25,58.8,8.0,💎 強力關注,2025-12,29.25,1.12,2025,5.38%,1225.TW,-6.67,14.25
2.08,N/A,0.0,15.97,🧐 疑業外收益,資拓宏宇,-2.37,0.0,11.76,⚪ 數據不足,2025-12,0.0,0.87,2025,N/A,6614.TW,163.64,14.129999999999999
14.61,N/A,0.0,32.44,🚀 利潤擴張,東聯互動,30.15,0.0,44.26,⚪ 數據不足,2025-12,166.5,11.58,2025,N/A,7738.TWO,75.19,14.11
9.28,34.18%,30.513307984790877,15.28,🚀 利潤擴張,中砂,16.1,315.59999999999997,30.18,⚠️ 追價風險,2025-12,642.0,6.02,2025,15.49%,1560.TW,9.71,14.079999999999998
2.56,N/A,14.17840411403756,-34.55,🚀 利潤擴張,致和證,42.16,31.95,56.1,✅ 穩健價值,2025-12,30.2000007629,1.17,2025,N/A,5864.TWO,-53.39,13.940000000000005
2.67,N/A,10.74782595427826,-5.79,🧐 疑業外收益,德勝,-0.76,86.25,13.14,💎 強力關注,2025-12,61.7999992371,1.67,2025,N/A,8048.TWO,5.03,13.9
1.8,13.84%,6.340694126656151,-3.98,🚀 利潤擴張,欣陸,11.98,47.55,25.87,💎 強力關注,2025-12,20.1000003815,0.92,2025,7.24%,3703.TW,-42.14,13.89
-0.06,N/A,0.0,-19.16,🚀 利潤擴張,天瀚,0.42,-7.199999999999999,14.29,⚪ 數據不足,2025-12,35.0499992371,-0.19,2025,N/A,6225.TW,-375.0,13.87
2.77,N/A,5.663265176377551,11.53,🚀 利潤擴張,宣德,7.36,88.20000000000002,21.15,💎 強力關注,2025-12,33.2999992371,1.54,2025,N/A,5457.TWO,-11.11,13.79
0.68,89.95%,7.239263920674848,13.69,🏰 高護城河,高雄銀,14.52,24.45,28.3,💎 強力關注,2025-12,11.8000001907,0.49,2025,32.37%,2836.TW,28.21,13.780000000000001
-2.24,-29.22%,0.0,-17.76,🌑 雙重衰退,燁興,-23.43,-76.95,-9.8,⚪ 數據不足,2025-12,6.9800000191,-1.54,2025,-33.95%,2007.TW,0.0,13.629999999999999
6.8,N/A,38.788300835654596,-2.39,🚀 利潤擴張,亞泰金屬,8.58,215.39999999999998,22.08,⚠️ 追價風險,2025-12,557.0,4.14,2025,N/A,6727.TWO,-7.17,13.499999999999998
1.56,30.58%,12.1269843691746,6.34,🧐 疑業外收益,合勤控,-2.6,47.25000000000001,10.87,✅ 穩健價值,2025-12,38.2000007629,1.13,2025,1.57%,3704.TW,633.33,13.469999999999999
3.43,N/A,0.0,41.28,🚀 利潤擴張,驊陞,30.88,0.0,44.34,⚪ 數據不足,2025-12,0.0,2.94,2025,N/A,6272.TW,137.1,13.460000000000004
-8.65,-13.35%,0.0,-4.71,🧐 疑業外收益,泰鼎-KY,-6.83,-262.95000000000005,6.63,⚪ 數據不足,2025-12,48.4000015259,-4.9,2025,-27.74%,4927.TW,31.27,13.46
23.26,N/A,5.660878809355068,-3.72,🧐 疑業外收益,樺漢,-2.8,846.5999999999999,10.59,💎 強力關注,2025-12,319.5,17.04,2025,N/A,6414.TW,28.02,13.39
6.25,N/A,0.0,23.91,🚀 利潤擴張,捷創科技,34.56,0.0,47.62,⚪ 數據不足,2025-12,240.5,3.21,2025,N/A,7810.TWO,56.59,13.059999999999995
0.61,N/A,25.057470387471263,9.61,🚀 利潤擴張,富強鑫,12.22,13.05,25.0,⚠️ 追價風險,2025-12,21.7999992371,0.27,2025,N/A,6603.TWO,-35.71,12.78
9.13,N/A,3.75,33.28,🚀 利潤擴張,必應,38.99,288.0,51.64,💎 強力關注,2025-12,72.0,6.5,2025,N/A,6625.TW,68.94,12.649999999999999
3.92,N/A,12.439613526570046,4.44,🚀 利潤擴張,瀚荃,5.25,124.20000000000002,17.71,✅ 穩健價值,2025-12,103.0,2.47,2025,N/A,8103.TW,2.54,12.46
5.51,18.70%,19.59234608985025,4.46,🚀 利潤擴張,華通,4.87,180.29999999999998,17.23,⚪ 中性觀察,2025-12,235.5,3.61,2025,10.97%,2313.TW,9.06,12.36
13.46,N/A,5.789122455789123,13.82,🚀 利潤擴張,實威,9.96,449.54999999999995,22.25,💎 強力關注,2025-12,173.5,8.34,2025,N/A,8416.TWO,24.85,12.29
2.42,5.21%,8.953687952469984,15.92,🚀 利潤擴張,英業達,6.95,87.44999999999999,19.21,💎 強力關注,2025-12,52.2000007629,1.85,2025,1.48%,2356.TW,35.04,12.260000000000002
2.12,13.52%,12.728813300711865,71.69,🚀 利潤擴張,彬台,82.32,44.25,94.5,✅ 穩健價值,2025-12,37.5499992371,0.5,2025,7.02%,3379.TWO,100.0,12.180000000000007
103.92,N/A,71.72951777073253,52.48,🚀 利潤擴張,信驊,40.64,3595.8,52.82,⚠️ 追價風險,2025-12,17195.0,72.23,2025,N/A,5274.TWO,67.72,12.18
3.44,N/A,1.84274196625,56.94,🚀 利潤擴張,坤悅,55.14,186.0,66.99,💎 強力關注,2025-12,22.8500003815,3.69,2025,N/A,5206.TWO,61.14,11.849999999999994
3.19,4.40%,5.636729120254692,10.09,🚀 利潤擴張,中鋼構,6.36,111.9,18.15,💎 強力關注,2025-12,42.0499992371,2.27,2025,2.40%,2013.TW,13.5,11.79
-0.57,49.56%,0.0,-35.17,🧐 疑業外收益,國光生,-9.99,-48.6,1.75,⚪ 數據不足,2025-12,17.2000007629,-1.09,2025,23.11%,4142.TW,-137.78,11.74
9.01,37.66%,11.989591673338673,27.65,🚀 利潤擴張,京元電子,30.08,374.69999999999993,41.67,💎 強力關注,2025-12,299.5,7.17,2025,28.21%,2449.TW,52.55,11.590000000000003
1.98,N/A,11.105527829899499,-12.49,🚀 利潤擴張,康和證,1.59,29.849999999999998,13.14,💎 強力關注,2025-12,22.1000003815,1.11,2025,N/A,6016.TWO,-23.97,11.55
-2.68,16.83%,0.0,-39.2,🌑 雙重衰退,蔚華科,-31.79,-99.60000000000001,-20.55,⚪ 數據不足,2025-12,103.0,-1.73,2025,-125.48%,3055.TW,-19.72,11.239999999999998
17.36,N/A,10.031964593066144,19.97,🚀 利潤擴張,華景電,19.97,610.05,31.09,💎 強力關注,2025-12,408.0,12.09,2025,N/A,6788.TWO,34.48,11.120000000000001
1.35,N/A,27.5912403190146,4.12,🚀 利潤擴張,鉅橡,4.4,41.1,15.38,⚠️ 追價風險,2025-12,75.5999984741,0.81,2025,N/A,8074.TWO,-10.99,10.98
19.47,33.66%,29.478976234003657,49.83,🚀 利潤擴張,金像電,54.05,656.4,64.8,⚠️ 追價風險,2025-12,1290.0,13.61,2025,24.30%,2368.TW,50.06,10.75
19.45,25.47%,9.987450324199958,11.61,🚀 利潤擴張,健鼎,11.54,717.1500000000001,21.94,💎 強力關注,2025-12,477.5,14.75,2025,17.08%,3044.TW,25.96,10.400000000000002
1.25,11.41%,11.577060658458782,25.51,🚀 利潤擴張,華經,19.94,41.85,30.21,💎 強力關注,2025-12,32.2999992371,0.77,2025,4.34%,2468.TW,32.76,10.27
0.93,61.03%,416.24999046375024,-70.82,🏰 高護城河,宏璟,-90.93,1.1999999999999993,-80.68,⚠️ 追價風險,2025-12,33.2999992371,0.6,2025,12.48%,2527.TW,-55.04,10.25
1.59,16.49%,0.0,-6.62,🧐 疑業外收益,泰山,-5.32,0.0,4.73,⚪ 數據不足,2025-12,0.0,1.07,2025,2.59%,1218.TW,-16.8,10.05
11.61,3.74%,10.059612518628914,19.83,🚀 利潤擴張,文曄,22.78,402.59999999999997,32.83,💎 強力關注,2025-12,270.0,8.11,2025,1.75%,3036.TW,41.71,10.049999999999997
10.26,28.44%,8.590394377196407,20.14,🚀 利潤擴張,臺慶科,20.3,384.15,30.29,✅ 穩健價值,2025-12,220.0,7.84,2025,14.20%,3357.TWO,58.06,9.989999999999998
3.42,45.11%,6.484848484848484,22.45,🚀 利潤擴張,虹冠電,29.32,123.75,39.18,✅ 穩健價值,2025-12,53.5,2.65,2025,18.06%,3257.TW,26.19,9.86
2.12,91.14%,5.994371625309569,15.61,🏰 高護城河,玉山金,20.44,79.95,30.06,✅ 穩健價值,2025-12,31.9500007629,1.62,2025,40.48%,2884.TW,23.66,9.619999999999997
0.03,5.75%,46.59090909090909,-27.03,🔄 轉虧為盈,首利,-34.37,3.3,-25.0,⚠️ 追價風險,2025-12,10.25,-0.05,2025,-72.91%,1471.TW,-117.24,9.369999999999997
6.47,15.94%,4.185447520927238,-2.5,🧐 疑業外收益,東和鋼鐵,-3.84,232.95,5.37,✅ 穩健價值,2025-12,65.0,4.55,2025,10.83%,2006.TW,-0.44,9.21
13.04,N/A,9.417411453161204,21.32,🚀 利潤擴張,茂達,22.89,453.15000000000003,31.94,✅ 穩健價值,2025-12,284.5,9.27,2025,N/A,6138.TWO,24.31,9.05
1.9,97.25%,7.105263492521931,1.87,🏰 高護城河,華南金,4.06,68.39999999999999,13.1,✅ 穩健價值,2025-12,32.4000015259,1.43,2025,45.93%,2880.TW,10.0,9.04
-0.73,N/A,0.0,5.88,🧐 疑業外收益,攸泰科技,-2.54,-7.05,6.41,⚪ 數據不足,2025-12,45.1500015259,-0.1,2025,N/A,6928.TW,79.17,8.95
0.72,N/A,11.705068948617512,-6.16,🧐 疑業外收益,光譜,-5.88,32.55,2.44,✅ 穩健價值,2025-12,25.3999996185,0.65,2025,N/A,5381.TWO,12.28,8.32
9.97,N/A,3.208137715179969,3.98,🚀 利潤擴張,力泰,2.6,383.4,10.9,✅ 穩健價值,2025-12,82.0,7.92,2025,N/A,5520.TWO,17.13,8.3
-1.54,-7.81%,0.0,8.04,🚀 利潤擴張,大略-KY,7.41,0.0,15.65,⚪ 數據不足,2025-12,0.0,-0.65,2025,-65.06%,4804.TWO,55.65,8.24
3.87,N/A,5.8585860512500005,12.82,🧐 疑業外收益,宇智,-0.56,118.8,7.5,✅ 穩健價值,2025-12,46.4000015259,2.27,2025,N/A,6470.TWO,14.07,8.06
7.93,N/A,5.0438371867870035,-8.2,🧐 疑業外收益,智冠,-3.78,290.85,4.25,✅ 穩健價值,2025-12,97.8000030518,5.84,2025,N/A,5478.TWO,-5.4,8.03
2.45,15.35%,11.437246963562755,19.58,🚀 利潤擴張,華泰,20.92,74.1,28.92,✅ 穩健價值,2025-12,56.5,1.41,2025,8.19%,2329.TW,-2.16,8.0
36.75,41.25%,38.20286659316427,52.19,🚀 利潤擴張,健策,42.0,1360.5,49.96,⚠️ 追價風險,2025-12,3465.0,26.92,2025,31.26%,3653.TW,62.75,7.960000000000001
19.63,32.53%,4.083405734144223,40.71,🚀 利潤擴張,鼎翰,31.04,690.6,38.68,✅ 穩健價值,2025-12,188.0,13.9,2025,8.38%,3611.TWO,23.16,7.640000000000001
4.74,N/A,5.909653465346534,17.89,🚀 利潤擴張,凌網,15.91,121.2,23.44,✅ 穩健價值,2025-12,47.75,2.82,2025,N/A,5212.TWO,-1.4,7.530000000000001
2.02,30.40%,11.434009958654823,15.97,🚀 利潤擴張,東浦,18.23,59.1,25.64,✅ 穩健價值,2025-12,45.0499992371,1.22,2025,14.85%,3290.TWO,-0.64,7.41
-1.18,15.28%,0.0,1.3,🧐 疑業外收益,矽瑪,-0.93,-45.89999999999999,6.35,⚪ 數據不足,2025-12,19.7999992371,-1.0,2025,-5.62%,3511.TWO,11.5,7.279999999999999
0.75,4.90%,20.1734112866474,-0.21,🧐 疑業外收益,華新,-2.83,25.95,4.35,⚪ 中性觀察,2025-12,34.9000015259,0.52,2025,-1.88%,1605.TW,-41.67,7.18
48.08,17.19%,9.036688957166094,30.93,🚀 利潤擴張,漢唐,39.37,1659.9,46.52,✅ 穩健價值,2025-12,1000.0,34.07,2025,13.88%,2404.TW,52.4,7.150000000000006
6.58,17.62%,20.335820895522385,5.39,🚀 利潤擴張,禾伸堂,5.01,241.20000000000002,12.1,⚪ 中性觀察,2025-12,327.0,4.75,2025,5.81%,3026.TW,5.79,7.09
10.02,N/A,3.6756347101174685,7.66,🚀 利潤擴張,生展,6.1,395.85,13.09,✅ 穩健價值,2025-12,97.0,8.62,2025,N/A,8279.TWO,28.46,6.99
6.64,21.72%,12.797246558197747,23.16,🚀 利潤擴張,光寶科,21.11,239.70000000000002,28.09,✅ 穩健價值,2025-12,204.5,4.94,2025,10.49%,2301.TW,28.23,6.98
1.66,N/A,8.428571428571429,-7.37,🌑 雙重衰退,樂斯科,-10.2,52.5,-3.49,✅ 穩健價值,2025-12,29.5,0.99,2025,N/A,6662.TWO,3.13,6.709999999999999
1.34,32.08%,9.850993377483444,0.48,🚀 利潤擴張,精聯,0.59,45.3,7.2,✅ 穩健價值,2025-12,29.75,0.94,2025,2.52%,3652.TW,10.59,6.61
3.06,N/A,4.896214709902319,3.26,🚀 利潤擴張,上海商銀,3.7,122.85000000000002,10.11,✅ 穩健價值,2025-12,40.0999984741,2.56,2025,N/A,5876.TW,17.51,6.409999999999999
-3.92,N/A,0.0,38.55,🧐 疑業外收益,惠特,-3.41,-168.45000000000002,2.97,⚪ 數據不足,2025-12,158.5,-3.69,2025,N/A,6706.TW,7.98,6.380000000000001
9.14,N/A,8.853288364249577,29.4,🚀 利潤擴張,元太,12.29,355.8,18.59,✅ 穩健價值,2025-12,210.0,8.17,2025,N/A,8069.TWO,75.65,6.300000000000001
9.9,N/A,5.219780219780219,-15.54,🌑 雙重衰退,軒郁,-8.29,327.6,-2.0,✅ 穩健價值,2025-12,114.0,5.77,2025,N/A,6703.TWO,-23.43,6.289999999999999
2.05,17.17%,4.2124542124542135,-0.93,🧐 疑業外收益,瑞智,-5.76,81.89999999999999,0.5,✅ 穩健價值,2025-12,23.0,1.5,2025,6.80%,4532.TW,2.8,6.26
6.4,N/A,32.95774647887324,0.55,🚀 利潤擴張,矽力*-KY,1.94,213.00000000000003,8.14,⚠️ 追價風險,2025-12,468.0,4.31,2025,N/A,6415.TW,19.44,6.200000000000001
6.0,N/A,7.576961574160875,-38.06,🌑 雙重衰退,長虹,-29.66,151.04999999999998,-23.57,✅ 穩健價值,2025-12,76.3000030518,2.24,2025,N/A,5534.TW,-17.65,6.09
8.43,31.02%,4.735840076154212,9.96,🚀 利潤擴張,神基,10.6,315.15000000000003,16.67,✅ 穩健價值,2025-12,99.5,6.36,2025,14.37%,3005.TW,15.04,6.070000000000002
0.42,N/A,33.76190548847619,1.76,🚀 利潤擴張,台聯櫃,1.81,15.75,7.69,⚠️ 追價風險,2025-12,35.4500007629,0.32,2025,N/A,5601.TWO,0.0,5.880000000000001
-1.74,-19.71%,0.0,-18.71,🌑 雙重衰退,再生-KY,-18.82,-62.85000000000001,-12.99,⚪ 數據不足,2025-12,4.8000001907,-1.24,2025,-65.33%,1337.TW,-18.1,5.83
2.6,29.22%,5.8595990724785105,-2.3,🧐 疑業外收益,興農,-1.68,104.69999999999999,4.0,✅ 穩健價值,2025-12,40.9000015259,2.07,2025,5.88%,1712.TW,6.7,5.68
4.78,N/A,4.05358699445981,-2.12,🚀 利潤擴張,擎邦,1.36,173.55,7.03,✅ 穩健價值,2025-12,46.9000015259,3.44,2025,N/A,6122.TWO,-0.87,5.67
2.31,25.16%,3.3156778852754236,-29.91,🌑 雙重衰退,太普高,-17.82,70.80000000000001,-12.16,✅ 穩健價值,2025-12,15.6499996185,1.21,2025,13.35%,3284.TWO,-53.6,5.66
3.18,46.23%,0.0,-5.48,🧐 疑業外收益,台航,-2.28,0.0,3.25,⚪ 數據不足,2025-12,0.0,2.36,2025,41.07%,2617.TW,0.43,5.529999999999999
7.34,N/A,9.853021230266739,2.55,🧐 疑業外收益,穩得,-2.32,275.55,2.89,✅ 穩健價值,2025-12,181.0,5.51,2025,N/A,6761.TWO,1.73,5.21
2.64,N/A,5.351027397260274,6.33,🚀 利潤擴張,群益證,12.14,87.6,17.33,✅ 穩健價值,2025-12,31.25,1.87,2025,N/A,6005.TW,5.65,5.189999999999998
1.51,88.90%,5.246113989637306,7.51,🏰 高護城河,彰銀,8.35,57.900000000000006,13.53,✅ 穩健價值,2025-12,20.25,1.2,2025,38.59%,2801.TW,20.0,5.18
2.45,N/A,5.505709624796084,-27.73,🌑 雙重衰退,欣高,-19.51,91.95000000000002,-14.34,✅ 穩健價值,2025-12,33.75,1.86,2025,N/A,9931.TW,-6.06,5.170000000000002
18.5,N/A,4.0593873332080435,69.45,🚀 利潤擴張,振樺電,30.67,798.15,35.66,✅ 穩健價值,2025-12,216.0,15.84,2025,N/A,8114.TW,86.67,4.989999999999995
2.36,N/A,9.842657209283217,-6.0,🌑 雙重衰退,全國,-6.2,85.8,-1.26,✅ 穩健價值,2025-12,56.2999992371,1.74,2025,N/A,9937.TW,-1.14,4.94
13.61,5.88%,7.473684210526316,16.23,🚀 利潤擴張,鴻海,18.13,498.75,23.02,✅ 穩健價值,2025-12,248.5,10.38,2025,3.28%,2317.TW,34.73,4.890000000000001
4.77,19.71%,9.728122344944776,-0.87,🧐 疑業外收益,台灣大,-0.31,176.54999999999998,4.58,✅ 穩健價值,2025-12,114.5,3.49,2025,10.58%,3045.TW,1.8,4.89
8.73,N/A,12.837517764092848,28.79,🚀 利潤擴張,良維,26.34,316.65,31.08,✅ 穩健價值,2025-12,271.0,6.2,2025,N/A,6290.TWO,42.86,4.739999999999998
46.93,N/A,81.15509086382873,32.04,🚀 利潤擴張,穎崴,35.51,1807.6499999999999,40.24,⚠️ 追價風險,2025-12,9780.0,33.4,2025,N/A,6515.TW,39.53,4.730000000000004
-1.59,32.24%,0.0,22.91,🚀 利潤擴張,正峰,1.9,-31.050000000000004,6.47,⚪ 數據不足,2025-12,12.3999996185,-0.36,2025,-58.77%,1538.TW,64.0,4.57
1.77,27.24%,4.476861167002013,7.91,🚀 利潤擴張,長盛,4.69,74.55,9.26,✅ 穩健價值,2025-12,22.25,1.63,2025,-0.96%,3492.TWO,26.36,4.569999999999999
4.3,25.09%,6.742800548748758,23.81,🚀 利潤擴張,炎洲流通,32.43,151.05,36.94,✅ 穩健價值,2025-12,67.9000015259,3.11,2025,7.94%,3171.TWO,36.4,4.509999999999998
6.88,N/A,31.742243436754176,35.15,🚀 利潤擴張,博智,36.9,188.55,41.38,⚠️ 追價風險,2025-12,399.0,3.35,2025,N/A,8155.TWO,1.87,4.480000000000004
11.33,44.02%,36.96285506190823,32.03,🚀 利潤擴張,新應材,28.3,411.90000000000003,32.78,⚠️ 追價風險,2025-12,1015.0,8.49,2025,23.34%,4749.TWO,32.29,4.48
1.29,94.34%,6.722408154347826,-0.7,🏰 高護城河,聯邦銀,4.5,44.85,8.94,✅ 穩健價值,2025-12,20.1000003815,0.91,2025,35.36%,2838.TW,-1.98,4.4399999999999995
3.03,49.04%,3.019187358916479,-63.75,🌑 雙重衰退,名軒,-62.17,132.89999999999998,-57.74,✅ 穩健價值,2025-12,26.75,2.49,2025,34.02%,1442.TW,-57.58,4.43
9.61,33.35%,8.539053014973696,4.55,🚀 利潤擴張,鈞興-KY,0.1,370.65,4.45,✅ 穩健價值,2025-12,211.0,7.33,2025,18.52%,4571.TW,7.67,4.3500000000000005
4.38,15.77%,107.18015665796345,12.28,🚀 利潤擴張,欣興,13.75,114.89999999999999,18.07,⚠️ 追價風險,2025-12,821.0,2.06,2025,6.82%,3037.TW,-37.88,4.32
0.81,N/A,51.72413793103448,-20.23,🌑 雙重衰退,岳豐,-17.2,8.700000000000001,-12.9,⚠️ 追價風險,2025-12,30.0,0.45,2025,N/A,6220.TWO,-25.0,4.299999999999999
4.33,15.43%,0.0,-1.43,🧐 疑業外收益,大成,-1.49,0.0,2.79,⚪ 數據不足,2025-12,0.0,2.67,2025,5.11%,1210.TW,-9.42,4.28
4.15,17.90%,9.681274596434262,-2.28,🧐 疑業外收益,崇越電,-2.69,150.60000000000002,1.47,✅ 穩健價值,2025-12,97.1999969482,3.06,2025,6.27%,3388.TWO,2.0,4.16
8.84,8.77%,6.2227602905569,-2.77,🧐 疑業外收益,華立,-2.3,309.75000000000006,1.84,✅ 穩健價值,2025-12,128.5,6.28,2025,5.39%,3010.TW,-5.56,4.14
-1.02,15.17%,0.0,28.56,🚀 利潤擴張,寶德,5.58,-35.1,9.52,⚪ 數據不足,2025-12,19.0,-0.64,2025,-15.09%,3349.TWO,48.21,3.9399999999999995
1.57,N/A,12.546729150210279,28.35,🚀 利潤擴張,微矽電子-創,19.79,64.2,23.62,✅ 穩健價值,2025-12,53.7000007629,1.53,2025,N/A,8162.TW,96.15,3.830000000000002
12.6,15.29%,5.86261980830671,8.39,🚀 利潤擴張,智易,8.19,469.49999999999994,11.7,✅ 穩健價值,2025-12,183.5,9.52,2025,6.31%,3596.TW,12.4,3.51
2.31,N/A,13.436214619711935,2.81,🧐 疑業外收益,伊雲谷,-1.67,72.9,1.77,✅ 穩健價值,2025-12,65.3000030518,1.15,2025,N/A,6689.TW,-34.29,3.44
30.6,N/A,5.041786546102206,-0.37,🚀 利潤擴張,新普,2.65,1094.85,5.99,✅ 穩健價值,2025-12,368.0,21.26,2025,N/A,6121.TWO,3.45,3.3400000000000003
3.04,N/A,4.891304347826087,14.74,🚀 利潤擴張,東捷資訊,13.17,124.19999999999999,16.48,✅ 穩健價值,2025-12,40.5,2.54,2025,N/A,6697.TWO,27.0,3.3100000000000005
3.63,N/A,5.53370786516854,18.72,🚀 利潤擴張,東生華,19.79,133.49999999999997,23.05,✅ 穩健價值,2025-12,49.25,3.01,2025,N/A,8432.TWO,11.48,3.2600000000000016
2.24,N/A,6.542461005199306,3.96,🚀 利潤擴張,德記,2.91,86.55000000000001,6.16,✅ 穩健價值,2025-12,37.75,1.79,2025,N/A,5902.TWO,1.13,3.25
4.83,N/A,11.056838365896981,8.43,🚀 利潤擴張,韋僑,7.83,168.9,11.03,✅ 穩健價值,2025-12,124.5,3.25,2025,N/A,6417.TWO,9.43,3.1999999999999993
3.13,26.27%,26.555716353111436,4.97,🚀 利潤擴張,新盛力,22.86,103.64999999999999,26.02,⚠️ 追價風險,2025-12,183.5,1.55,2025,15.45%,4931.TWO,-8.33,3.16
-2.97,N/A,0.0,10.67,🚀 利潤擴張,生華科,7.0,-105.60000000000001,10.09,⚪ 數據不足,2025-12,47.8499984741,-2.06,2025,N/A,6492.TWO,13.87,3.09
1.09,30.45%,10.265957717340426,-7.8,🌑 雙重衰退,佰鴻,-3.04,42.3,0.0,✅ 穩健價值,2025-12,28.9500007629,0.89,2025,11.22%,3031.TW,-8.25,3.04
0.5,14.20%,8.556521871826085,15.96,🚀 利潤擴張,和桐,16.5,17.250000000000004,19.51,✅ 穩健價值,2025-12,9.8400001526,0.37,2025,8.91%,1714.TW,5.71,3.0100000000000016
8.07,27.00%,7.684426229508196,9.03,🚀 利潤擴張,中興電,7.18,292.80000000000007,10.14,✅ 穩健價值,2025-12,150.0,5.99,2025,17.59%,1513.TW,6.72,2.960000000000001
3.46,N/A,2.344924883731203,62.0,🌑 雙重衰退,昇益,-43.58,159.6,-40.65,✅ 穩健價值,2025-12,24.9500007629,3.53,2025,N/A,5455.TWO,44.67,2.9299999999999997
3.26,N/A,22.079772079772077,10.39,🚀 利潤擴張,信昌電,8.9,105.30000000000001,11.72,⚠️ 追價風險,2025-12,155.0,2.12,2025,N/A,6173.TWO,-7.86,2.8200000000000003
2.36,83.45%,6.52317906057947,-5.03,🏰 高護城河,兆豐金,-1.77,90.6,0.85,✅ 穩健價值,2025-12,39.4000015259,1.91,2025,33.61%,2886.TW,-3.54,2.62
1.91,N/A,0.0,-23.49,🔄 轉虧為盈,中鼎,-23.41,-15.600000000000001,-20.92,⚪ 數據不足,2025-12,37.5999984741,-0.23,2025,N/A,9933.TW,-112.85,2.4899999999999984
2.63,N/A,4.025210212252101,0.54,🧐 疑業外收益,白紗科,-0.87,89.25,1.54,✅ 穩健價值,2025-12,23.9500007629,1.71,2025,N/A,8401.TWO,-0.58,2.41
2.14,27.39%,8.316221765913758,3.48,🚀 利潤擴張,三商家購,3.54,73.05,5.94,✅ 穩健價值,2025-12,40.5,1.44,2025,1.25%,2945.TW,-2.04,2.4000000000000004
3.5,34.09%,7.573435407037039,31.38,🚀 利潤擴張,榮昌,22.61,117.44999999999999,25.0,✅ 穩健價值,2025-12,59.2999992371,2.55,2025,7.78%,3684.TWO,50.0,2.3900000000000006
13.82,37.11%,27.089688834655277,20.22,🚀 利潤擴張,辛耘,17.37,491.70000000000005,19.76,⚠️ 追價風險,2025-12,888.0,9.71,2025,15.14%,3583.TW,15.18,2.3900000000000006
-0.76,29.80%,0.0,19.86,🚀 利潤擴張,東訊,16.01,-29.1,18.37,⚪ 數據不足,2025-12,12.6000003815,-0.3,2025,-5.26%,2321.TW,67.57,2.3599999999999994
5.2,14.36%,7.3244552058111365,38.81,🚀 利潤擴張,神準,25.46,247.80000000000004,27.76,✅ 穩健價值,2025-12,121.0,4.87,2025,0.40%,3558.TWO,73.93,2.3000000000000007
0.2,N/A,0.0,36.23,🔄 轉虧為盈,晉弘,22.72,-18.75,25.0,⚪ 數據不足,2025-12,60.9000015259,-0.68,2025,N/A,6796.TW,22.73,2.280000000000001
1.72,17.29%,5.903755778990611,-10.3,🌑 雙重衰退,世鎧,-13.1,63.9,-10.88,✅ 穩健價值,2025-12,25.1499996185,1.27,2025,2.75%,2063.TWO,-13.01,2.219999999999999
1.95,N/A,23.542116630669547,18.97,🚀 利潤擴張,創威,16.68,69.45,18.9,⚠️ 追價風險,2025-12,109.0,1.4,2025,N/A,6530.TWO,20.69,2.219999999999999
4.3,N/A,15.509666080843584,10.75,🚀 利潤擴張,世界,10.3,170.70000000000002,12.47,✅ 穩健價值,2025-12,176.5,3.35,2025,N/A,5347.TWO,4.1,2.17
10.06,N/A,4.9298519095869064,-4.9,🌑 雙重衰退,巨路,-6.01,384.9,-4.01,✅ 穩健價值,2025-12,126.5,7.66,2025,N/A,6192.TW,6.98,2.0
6.27,17.20%,10.479867622724765,5.13,🚀 利潤擴張,士電,6.01,271.95000000000005,7.92,✅ 穩健價值,2025-12,190.0,5.46,2025,7.03%,1503.TW,9.86,1.9100000000000001
2.18,85.36%,5.391304347826086,35.41,🏰 高護城河,德英,24.13,86.25000000000001,26.01,✅ 穩健價值,2025-12,31.0,1.76,2025,42.63%,4911.TWO,46.67,1.8800000000000026
5.04,N/A,13.322502030869211,36.49,🚀 利潤擴張,AMAX-KY,27.21,184.65,28.97,✅ 穩健價值,2025-12,164.0,3.69,2025,N/A,6933.TW,86.8,1.759999999999998
5.83,78.77%,6.322930593500677,24.04,🏰 高護城河,聯合,21.54,221.10000000000002,23.26,✅ 穩健價值,2025-12,93.1999969482,4.47,2025,11.96%,4129.TWO,29.11,1.7200000000000024
2.77,16.53%,5.078014076184398,22.35,🚀 利潤擴張,宏泰,14.68,105.75,16.39,✅ 穩健價值,2025-12,35.7999992371,2.19,2025,13.07%,1612.TW,14.06,1.7100000000000009
