advice,prev_eps,est_price,date,om,prev_year,eps,status,pe,prev_eps_yoy,symbol,name,eps_yoy,gm,prev_rev_yoy,expansion,price,rev_yoy
⚪ 中性觀察,1.1,43.650000000000006,2026-03,N/A,2025,0.19,📉 獲利侵蝕,3.6769758794845355,12.94,3052.TW,夆典,-43.33,N/A,28.59,-657.2700000000001,10.6999998093,613.94
⚪ 數據不足,-1.32,-35.699999999999996,2026-03,N/A,2025,0.86,🔄 轉虧為盈,0.0,-328.07,8087.TWO,麗升能源,673.33,N/A,-67.66,-657.7399999999999,28.1000003815,1331.07
❌ 暫避觀望,0.97,8.4,2026-03,N/A,2025,0.07,📉 獲利侵蝕,68.39285578053571,-44.89,1515.TW,力山,0.0,N/A,-11.15,-658.28,38.2999992371,658.28
⚪ 中性觀察,2.12,36.0,2026-03,7.02%,2025,-0.39,📉 獲利侵蝕,13.187499841041667,94.5,3379.TWO,彬台,-343.75,13.52%,82.32,-661.22,31.6499996185,317.47
⚪ 數據不足,-0.61,-23.849999999999998,2026-03,N/A,2025,-0.52,📉 獲利侵蝕,0.0,55.88,6616.TWO,特昇-KY,-282.14,N/A,-11.73,-661.76,9.0600004196,379.62
⚪ 數據不足,-4.62,-141.75,2026-03,N/A,2025,-0.39,⚠️ 獲利稀釋,0.0,-12.0,8044.TWO,網家,45.83,N/A,-1.88,-663.27,26.5,709.1
⚪ 數據不足,-1.86,-71.7,2026-03,-35.14%,2025,-0.3,⚠️ 獲利稀釋,0.0,-4.02,4564.TW,元翎,14.29,-20.30%,-3.72,-663.83,18.7000007629,678.12
⚪ 中性觀察,3.04,123.15,2026-03,N/A,2025,0.79,📉 獲利侵蝕,4.969549237161997,16.48,6697.TWO,東捷資訊,-8.14,N/A,13.17,-663.86,40.7999992371,655.72
⚪ 數據不足,-1.53,-50.55,2026-03,-12.99%,2025,0.03,🔄 轉虧為盈,0.0,-51.49,3224.TWO,三顧,115.0,15.11%,7.24,-668.17,35.4000015259,783.17
⚪ 數據不足,-3.09,-111.45,2026-03,N/A,2025,-0.96,🌑 雙重衰退,0.0,-137.27,8089.TWO,康全電訊,-700.0,N/A,-79.25,-671.02,18.8999996185,-28.98
⚪ 中性觀察,4.04,155.25,2026-03,N/A,2025,1.01,📉 獲利侵蝕,8.425120478086956,-47.82,5388.TW,中磊,-2.94,N/A,-4.91,-672.1500000000001,87.1999969482,669.21
⚪ 數據不足,-0.78,-43.50000000000001,2026-03,N/A,2025,0.74,🔄 轉虧為盈,0.0,78.21,6426.TW,統新,232.14,N/A,47.74,-672.54,167.0,904.68
❌ 暫避觀望,2.06,63.449999999999996,2026-03,N/A,2025,0.64,⚠️ 獲利稀釋,36.52482269503547,29.56,8227.TWO,巨有科技,236.84,N/A,97.77,-674.13,154.5,910.97
⚪ 中性觀察,6.5,245.39999999999998,2026-03,8.34%,2025,2.88,⚠️ 獲利稀釋,5.397310699987775,24.8,2535.TW,達欣工,177.0,12.33%,50.25,-675.07,88.3000030518,852.07
⚪ 數據不足,-1.44,-30.299999999999994,2026-03,-20.80%,2025,-0.19,⚠️ 獲利稀釋,0.0,25.52,3058.TW,立德,42.42,2.21%,0.46,-676.72,8.6700000763,719.14
❌ 暫避觀望,0.31,24.45,2026-03,N/A,2025,1.22,⚠️ 獲利稀釋,60.245396900736196,-48.33,6199.TWO,天品,777.78,N/A,178.46,-676.8800000000001,98.1999969482,1454.66
⚪ 中性觀察,1.18,33.15,2026-03,33.56%,2025,0.2,📉 獲利侵蝕,6.447963800904978,29.85,1457.TW,宜進,-57.14,6.94%,-12.15,-677.79,14.25,620.65
⚪ 數據不足,-6.13,-234.45,2026-03,N/A,2025,-1.47,⚠️ 獲利稀釋,0.0,32.78,6541.TW,泰福-KY,24.62,N/A,1056.27,-678.29,40.0,702.91
⚪ 數據不足,-0.94,-44.85,2026-03,N/A,2025,-0.24,⚠️ 獲利稀釋,0.0,43.03,6109.TWO,亞元,41.03,N/A,8.46,-679.3100000000001,11.8500003815,720.34
⚪ 中性觀察,13.74,458.7,2026-03,N/A,2025,3.51,⚠️ 獲利稀釋,8.224329627207325,291.45,5439.TWO,高技,80.93,N/A,130.83,-679.6700000000001,251.5,760.6
❌ 暫避觀望,9.07,360.3,2026-03,N/A,2025,6.54,⚠️ 獲利稀釋,44.962531223980015,38.43,8996.TW,高力,344.52,N/A,64.37,-679.8199999999999,1080.0,1024.34
⚪ 數據不足,-1.13,-33.15,2026-03,-22.36%,2025,-0.22,📉 獲利侵蝕,0.0,-96.23,3713.TWO,新晶投控,-269.23,0.24%,-8.18,-680.59,14.5500001907,411.36
⚪ 數據不足,-1.22,-46.650000000000006,2026-03,-10.81%,2025,-0.03,⚠️ 獲利稀釋,0.0,-15.09,3372.TWO,典範,91.43,-2.87%,21.56,-681.1400000000001,17.25,772.57
⚪ 中性觀察,9.39,344.7,2026-03,N/A,2025,2.17,📉 獲利侵蝕,7.267188859878154,-5.53,6278.TW,台表科,-25.35,N/A,10.13,-682.48,167.0,657.13
❌ 暫避觀望,1.14,6.749999999999997,2026-03,N/A,2025,-0.68,📉 獲利侵蝕,30.444444020666676,186.36,6246.TWO,臺龍,-78.95,N/A,6.56,-683.0400000000001,13.6999998093,604.09
⚪ 中性觀察,3.88,145.35000000000002,2026-03,N/A,2025,0.91,⚠️ 獲利稀釋,6.470588314024766,-8.92,2015.TW,豐興,12.35,N/A,-15.54,-684.76,62.7000007629,697.11
⚪ 數據不足,-3.1,-123.00000000000001,2026-03,N/A,2025,-0.41,⚠️ 獲利稀釋,0.0,15.99,6210.TWO,慶生,48.1,N/A,19.24,-685.3199999999999,19.5,733.42
❌ 暫避觀望,2.23,25.049999999999997,2026-03,1.84%,2025,-1.35,📉 獲利侵蝕,45.62874068754491,-74.46,3548.TWO,兆利,-258.82,10.77%,-1.8,-689.1800000000001,76.1999969482,430.36
❌ 暫避觀望,0.27,6.0,2026-03,-0.53%,2025,0.08,⚠️ 獲利稀釋,66.12500190725,-15.15,3516.TWO,亞帝歐,33.33,13.94%,-14.0,-689.51,26.4500007629,722.84
⚪ 數據不足,-0.87,-43.199999999999996,2026-03,-9.40%,2025,0.17,🔄 轉虧為盈,0.0,-188.3,4716.TWO,大立,147.22,13.88%,-7.94,-690.11,18.4500007629,837.33
⚪ 數據不足,-2.13,-67.35000000000001,2026-03,N/A,2025,-0.28,⚠️ 獲利稀釋,0.0,-1352.94,5546.TW,永固-KY,69.57,N/A,-30.78,-697.3399999999999,16.7999992371,766.91
❌ 暫避觀望,9.05,338.85,2026-03,13.68%,2025,2.05,⚠️ 獲利稀釋,17.441345728198314,-48.92,3211.TWO,順達,89.72,20.14%,-4.98,-699.9399999999999,394.0,789.66
⚪ 數據不足,-1.08,-59.85,2026-03,-0.95%,2025,-0.5,📉 獲利侵蝕,0.0,-140.6,3362.TWO,先進光,-285.19,18.28%,0.9,-700.27,156.5,415.08
⚪ 中性觀察,1.56,52.5,2026-03,4.05%,2025,-0.16,📉 獲利侵蝕,13.428571428571429,-22.0,2328.TW,廣宇,-138.1,12.48%,-0.23,-701.1,47.0,563.0
⚪ 中性觀察,4.03,152.4,2026-03,3.72%,2025,1.02,⚠️ 獲利稀釋,6.299212598425196,45.42,3694.TW,海華,29.87,15.30%,23.39,-704.92,64.0,734.79
⚪ 中性觀察,6.8,278.55,2026-03,2.63%,2025,4.04,⚠️ 獲利稀釋,8.34679590737749,-15.42,2377.TW,微星,218.11,11.11%,16.34,-705.43,155.0,923.54
⚪ 中性觀察,1.62,61.2,2026-03,4.08%,2025,0.64,⚠️ 獲利稀釋,4.571078337867647,20.0,2069.TW,運錩,52.38,10.04%,-5.8,-705.89,18.6499996185,758.27
⚪ 中性觀察,24.76,886.95,2026-03,N/A,2025,7.19,⚠️ 獲利稀釋,12.278031456113647,28.04,6691.TW,洋基工程,26.37,N/A,47.13,-708.18,726.0,734.55
⚪ 中性觀察,10.64,341.25,2026-03,N/A,2025,2.54,⚠️ 獲利稀釋,3.2483517154241754,41.49,5511.TWO,德昌,120.87,N/A,17.97,-710.79,73.9000015259,831.66
⚪ 中性觀察,1.45,52.5,2026-03,N/A,2025,0.38,📉 獲利侵蝕,7.028571537571429,-12.65,5013.TWO,強新,-7.32,N/A,-2.6,-712.44,24.6000003815,705.12
⚪ 中性觀察,5.47,194.84999999999997,2026-03,2.43%,2025,1.18,⚠️ 獲利稀釋,4.272517321016167,-25.55,2204.TW,中華,1.75,10.06%,-18.22,-713.19,55.5,714.94
⚪ 中性觀察,1.6,46.349999999999994,2026-03,-0.90%,2025,0.17,📉 獲利侵蝕,9.773463030064725,32.5,3447.TW,展達,-50.0,6.63%,42.87,-716.22,30.2000007629,666.22
⚪ 數據不足,-0.78,-26.55,2026-03,N/A,2025,-0.28,📉 獲利侵蝕,0.0,17.02,6512.TWO,啟發電,-600.0,N/A,-8.12,-716.53,20.2000007629,116.53
⚪ 數據不足,8.72,0.0,2026-03,N/A,2025,1.71,📉 獲利侵蝕,0.0,11.79,7792.TWO,安葆,-14.8,N/A,30.49,-716.5799999999999,212.0,701.78
⚪ 數據不足,-7.92,-220.04999999999998,2026-03,N/A,2025,-2.46,📉 獲利侵蝕,0.0,-3.84,6823.TWO,濾能,-71.33,N/A,42.15,-717.25,61.7999992371,645.92
⚪ 中性觀察,3.02,117.30000000000001,2026-03,N/A,2025,1.12,⚠️ 獲利稀釋,4.424552234539641,5.59,5538.TW,東明-KY,60.0,N/A,1.51,-717.65,34.5999984741,777.65
❌ 暫避觀望,0.2,6.9,2026-03,2.02%,2025,-0.12,📉 獲利侵蝕,33.91304430760869,-81.05,2012.TW,春雨,-222.22,13.55%,-9.36,-718.33,15.6000003815,496.11
❌ 暫避觀望,6.41,241.05,2026-03,N/A,2025,2.36,⚠️ 獲利稀釋,15.743621655258245,-11.22,6285.TW,啟��,23.16,N/A,0.03,-719.0600000000001,253.0,742.22
⚪ 數據不足,-0.25,-27.599999999999998,2026-03,-1.55%,2025,-0.32,📉 獲利侵蝕,0.0,-116.56,4906.TW,正文,-321.43,14.16%,-35.66,-720.11,36.0499992371,398.68
⚪ 中性觀察,1.6,59.25,2026-03,5.11%,2025,0.62,⚠️ 獲利稀釋,10.949367088607595,-43.86,2355.TW,敬鵬,19.23,13.97%,-3.51,-720.39,43.25,739.62
❌ 暫避觀望,0.61,24.15,2026-03,1.75%,2025,-0.37,📉 獲利侵蝕,15.838509316770187,22.0,3296.TW,勝德,-436.36,19.21%,-1.66,-723.98,25.5,287.62
⚪ 數據不足,-1.18,-32.55,2026-03,-3.96%,2025,0.21,🔄 轉虧為盈,0.0,51.74,3550.TW,聯穎,165.63,15.39%,3.23,-725.34,22.8500003815,890.97
⚪ 數據不足,0.01,-15.600000000000001,2026-03,-3.10%,2025,0.02,⚠️ 獲利稀釋,0.0,-91.3,4534.TWO,慶騰,112.5,15.20%,-2.4,-726.94,40.1500015259,839.44
❌ 暫避觀望,2.7,93.75,2026-03,3.42%,2025,-0.74,📉 獲利侵蝕,20.08,-30.16,3715.TW,定穎投控,-177.08,17.76%,9.37,-728.09,125.5,551.01
⚪ 數據不足,-1.79,-68.39999999999999,2026-03,-16.22%,2025,-0.32,⚠️ 獲利稀釋,0.0,-47.93,3419.TW,譁裕,23.81,12.27%,18.86,-729.7800000000001,12.5,753.59
⚪ 數據不足,-3.15,-124.94999999999997,2026-03,N/A,2025,-0.95,⚠️ 獲利稀釋,0.0,63.58,8101.TW,華冠,41.45,N/A,166.89,-730.0799999999999,13.8999996185,771.53
⚪ 數據不足,-1.79,-58.949999999999996,2026-03,-32.66%,2025,0.05,🔄 轉虧為盈,0.0,-265.31,4513.TWO,福裕,109.8,8.95%,-15.54,-732.2700000000001,22.7999992371,842.07
⚪ 中性觀察,0.54,24.150000000000002,2026-03,3.76%,2025,0.53,⚠️ 獲利稀釋,14.999999763043478,-48.08,2103.TW,台橡,32.5,10.06%,-1.98,-734.68,24.1499996185,767.18
⚪ 中性觀察,22.26,600.6000000000001,2026-03,-91.14%,2025,-0.15,⚠️ 獲利稀釋,0.6056443556443556,1562.0,4523.TWO,永彰,92.15,-8.90%,-7.15,-735.33,24.25,827.48
⚪ 數據不足,3.06,0.0,2026-03,N/A,2025,0.37,📉 獲利侵蝕,0.0,42.99,5547.TWO,久舜,-53.95,N/A,-0.03,-738.5500000000001,19.9500007629,684.6
⚪ 數據不足,-3.88,-120.89999999999998,2026-03,N/A,2025,-1.04,📉 獲利侵蝕,0.0,-404.84,8431.TWO,匯鑽科,-158.97,N/A,2.63,-740.03,49.1500015259,581.06
⚪ 中性觀察,21.81,807.15,2026-03,N/A,2025,6.86,⚠️ 獲利稀釋,10.499907080468315,13.53,5434.TW,崇越,39.1,N/A,18.57,-740.52,565.0,779.62
⚪ 數據不足,-0.35,-24.6,2026-03,0.98%,2025,-0.15,📉 獲利侵蝕,0.0,56.79,1528.TW,恩德,-400.0,31.45%,-23.83,-742.45,19.9500007629,342.45
⚪ 數據不足,-1.25,-36.45,2026-03,N/A,2025,0.16,🔄 轉虧為盈,0.0,-265.75,1321.TW,大洋,175.0,N/A,-23.24,-743.43,31.8999996185,918.43
❌ 暫避觀望,0.36,16.799999999999997,2026-03,-11.28%,2025,-0.01,📉 獲利侵蝕,16.383928912053573,620.0,3002.TW,歐格,-200.0,17.03%,16.76,-743.86,18.3500003815,543.86
⚪ 數據不足,-1.93,-54.15,2026-03,N/A,2025,0.37,🔄 轉虧為盈,0.0,-287.38,6140.TWO,訊達,5.71,N/A,26.96,-745.92,18.0,751.63
⚪ 數據不足,0.27,-3.3,2026-03,N/A,2025,0.01,📉 獲利侵蝕,0.0,-81.88,2462.TW,良得電,-95.24,N/A,-0.31,-747.45,21.1000003815,652.21
⚪ 中性觀察,15.28,563.4,2026-03,5.61%,2025,4.14,⚠️ 獲利稀釋,5.564430244941428,46.5,3515.TW,華擎,15.64,12.78%,86.48,-749.04,209.0,764.68
❌ 暫避觀望,4.16,151.5,2026-03,N/A,2025,0.87,📉 獲利侵蝕,36.336633663366335,82.74,6213.TW,聯茂,-7.53,N/A,12.66,-754.41,367.0,746.88
❌ 暫避觀望,0.33,12.15,2026-03,N/A,2025,0.01,📉 獲利侵蝕,33.5802478554321,-17.5,5452.TWO,佶優,-88.89,N/A,-13.95,-754.65,27.2000007629,665.76
⚪ 中性觀察,5.5,174.45000000000002,2026-03,6.96%,2025,0.37,📉 獲利侵蝕,2.6182287844282026,254.81,1608.TW,華榮,0.0,9.17%,0.02,-755.81,30.4500007629,755.81
⚪ 數據不足,-14.35,-309.9,2026-03,N/A,2025,-0.65,⚠️ 獲利稀釋,0.0,-9068.75,6552.TW,易華電,5.8,N/A,-26.56,-756.0400000000001,25.9500007629,761.84
⚪ 數據不足,-1.02,-35.699999999999996,2026-03,N/A,2025,-0.35,📉 獲利侵蝕,0.0,-1120.0,6558.TW,興能高,-400.0,N/A,-7.46,-757.51,27.7000007629,357.51
⚪ 數據不足,-1.4,-46.949999999999996,2026-03,-32.45%,2025,-0.32,📉 獲利侵蝕,0.0,34.88,3234.TWO,光環,-557.14,8.38%,19.09,-757.51,108.5,200.37
⚪ 中性觀察,2.45,75.0,2026-03,8.19%,2025,0.33,⚠️ 獲利稀釋,9.359999847420001,28.92,2329.TW,華泰,44.0,15.35%,20.92,-758.5,46.7999992371,802.5
⚪ 數據不足,-0.84,-36.0,2026-03,-79.87%,2025,-0.17,📉 獲利侵蝕,0.0,-147.06,3354.TWO,律勝,-13.33,18.97%,-22.74,-759.4100000000001,23.0,746.08
⚪ 數據不足,-0.18,-12.6,2026-03,14.50%,2025,0.47,🔄 轉虧為盈,0.0,87.32,2025.TW,千興,261.54,-19.82%,-22.64,-761.23,11.5500001907,1022.77
⚪ 數據不足,-0.15,-2.2500000000000004,2026-03,2.54%,2025,0.75,🔄 轉虧為盈,0.0,-111.9,2719.TWO,燦星旅,368.75,7.41%,-14.15,-762.06,23.6499996185,1130.81
❌ 暫避觀望,0.61,23.249999999999996,2026-03,N/A,2025,0.15,📉 獲利侵蝕,19.387096282,-54.96,8905.TWO,裕國,-22.22,N/A,2.49,-768.58,30.0499992371,746.36
⚪ 中性觀察,0.71,18.15,2026-03,0.88%,2025,0.03,📉 獲利侵蝕,13.14049555247934,-49.63,2905.TW,三商,-72.73,15.31%,-20.78,-769.0600000000001,15.8999996185,696.33
⚪ 中性觀察,59.99,2223.4500000000003,2026-03,4.63%,2025,13.19,📉 獲利侵蝕,5.106928422046819,41.92,2357.TW,華碩,-23.4,15.94%,25.86,-770.3199999999999,757.0,746.92
❌ 暫避觀望,3.14,105.74999999999999,2026-03,11.95%,2025,2.54,⚠️ 獲利稀釋,15.815602836879435,-1.88,1785.TWO,光洋科,323.33,16.83%,32.39,-770.9100000000001,111.5,1094.24
⚪ 數據不足,-2.16,-89.24999999999999,2026-03,-73.69%,2025,-0.67,📉 獲利侵蝕,0.0,-66.41,3018.TW,隆銘綠能,-415.38,-18.95%,-45.66,-783.72,11.8999996185,368.34
⚪ 數據不足,-1.9,-75.45,2026-03,-17.38%,2025,-0.51,📉 獲利侵蝕,0.0,-691.67,2444.TW,兆勁,-183.33,6.18%,-18.44,-784.83,11.3500003815,601.5
❌ 暫避觀望,1.7,59.849999999999994,2026-03,1.68%,2025,0.02,📉 獲利侵蝕,16.942355507293236,209.26,3162.TWO,精確,-96.0,11.59%,65.48,-785.5,67.5999984741,689.5
⚪ 中性觀察,3.04,72.45,2026-03,-1.90%,2025,-0.04,⚠️ 獲利稀釋,12.567287942629399,-27.51,4438.TW,廣越,96.83,8.43%,17.91,-791.15,60.7000007629,887.98
⚪ 數據不足,-1.09,-86.7,2026-03,N/A,2025,0.1,🔄 轉虧為盈,0.0,-178.42,6504.TW,南六,-83.05,N/A,-1.5,-792.54,36.9000015259,709.49
⚪ 中性觀察,6.55,243.15,2026-03,N/A,2025,1.59,⚠️ 獲利稀釋,5.6138186304750155,5.17,6191.TW,精成科,1.92,N/A,55.5,-792.95,91.0,794.87
⚪ 數據不足,-6.62,-205.8,2026-03,-10.82%,2025,-0.46,📉 獲利侵蝕,0.0,-281.76,2392.TW,正崴,-264.0,-1.63%,-3.44,-793.36,36.0,529.36
⚪ 中性觀察,2.31,72.3,2026-03,N/A,2025,0.53,📉 獲利侵蝕,12.86307053941909,1.77,6689.TW,伊雲谷,-7.02,N/A,-1.67,-794.03,62.0,787.01
⚪ 中性觀察,2.1,74.55,2026-03,N/A,2025,1.02,⚠️ 獲利稀釋,14.124747876901408,-4.98,8438.TW,昶昕,108.16,N/A,12.79,-795.52,70.1999969482,903.68
⚪ 中性觀察,4.0,141.45,2026-03,5.96%,2025,0.77,📉 獲利侵蝕,4.8515376458112405,-1.48,1535.TW,中宇,-12.5,12.18%,4.67,-799.71,45.75,787.21
⚪ 中性觀察,1.23,21.9,2026-03,N/A,2025,-0.4,⚠️ 獲利稀釋,14.863014221164384,163.4,6573.TW,虹揚-KY,16.67,N/A,-13.43,-801.14,21.7000007629,817.81
⚪ 數據不足,-7.65,-260.85,2026-03,-26.32%,2025,-2.8,📉 獲利侵蝕,0.0,-139.68,3272.TWO,東碩,-334.92,2.51%,5.44,-802.6700000000001,15.0,467.75
⚪ 數據不足,-1.92,-80.85000000000001,2026-03,-4.33%,2025,-0.56,📉 獲利侵蝕,0.0,-76.19,3323.TWO,加百裕,-19.57,11.17%,-9.18,-803.4100000000001,30.9500007629,783.84
⚪ 中性觀察,10.01,404.54999999999995,2026-03,N/A,2025,3.44,📉 獲利侵蝕,3.8190582128290695,10.36,2745.TWO,五福,-19.81,N/A,14.38,-803.54,103.0,783.73
⚪ 數據不足,-2.86,-105.75000000000001,2026-03,-29.19%,2025,-0.37,⚠️ 獲利稀釋,0.0,-106.98,3149.TW,正達,52.56,-12.37%,5.53,-807.22,72.8000030518,859.78
⚪ 中性觀察,1.81,94.95,2026-03,-21.47%,2025,-0.65,📉 獲利侵蝕,5.055292259083728,150.56,4526.TW,東台,-557.14,7.66%,-6.62,-810.37,32.0,253.23
⚪ 數據不足,-0.71,-47.85,2026-03,N/A,2025,-0.61,⚠️ 獲利稀釋,0.0,-156.8,6830.TW,汎銓,36.17,N/A,10.78,-810.6500000000001,370.5,846.82
⚪ 數據不足,-0.78,-29.85,2026-03,N/A,2025,-0.28,📉 獲利侵蝕,0.0,-252.38,8906.TWO,花王,-8.0,N/A,-13.36,-820.27,26.0499992371,812.27
⚪ 中性觀察,0.15,12.0,2026-03,N/A,2025,0.4,⚠️ 獲利稀釋,13.875000476874998,-85.71,2537.TW,聯上發,73.91,N/A,-43.28,-820.85,11.1000003815,894.76
⚪ 中性觀察,0.9,29.4,2026-03,-2.70%,2025,-0.15,📉 獲利侵蝕,13.163264916887755,327.5,2409.TW,友達,-134.88,10.73%,0.41,-821.25,25.7999992371,686.37
⚪ 中性觀察,4.18,153.14999999999998,2026-03,N/A,2025,1.26,📉 獲利侵蝕,7.962781885582763,-0.48,5493.TWO,三聯,-4.55,N/A,21.03,-822.1999999999999,81.3000030518,817.65
⚪ 中性觀察,11.15,440.4,2026-03,-12.85%,2025,-0.48,📉 獲利侵蝕,1.5003405734707085,7.63,4303.TWO,信立,-105.3,19.64%,164.26,-824.03,44.0499992371,718.73
⚪ 數據不足,-4.72,-157.95000000000002,2026-03,-18.44%,2025,0.33,🔄 轉虧為盈,0.0,-114.55,2035.TWO,唐榮,127.05,-14.72%,-21.22,-829.4200000000001,27.1499996185,956.47
⚪ 數據不足,0.12,-5.55,2026-03,-27.07%,2025,-0.23,📉 獲利侵蝕,0.0,-87.21,1449.TW,佳和,-227.78,0.84%,-7.88,-831.65,12.8000001907,603.87
⚪ 中性觀察,1.82,54.300000000000004,2026-03,N/A,2025,0.17,📉 獲利侵蝕,11.574586056878454,203.33,6112.TW,邁達特,-43.33,N/A,18.84,-834.3000000000001,41.9000015259,790.97
⚪ 數據不足,-2.24,-59.7,2026-03,-16.08%,2025,-0.16,📉 獲利侵蝕,0.0,-84.96,3543.TW,州巧,-266.67,5.62%,1.1,-837.1800000000001,28.8999996185,570.51
⚪ 數據不足,-0.76,-26.55,2026-03,N/A,2025,-0.09,⚠️ 獲利稀釋,0.0,-16.92,8935.TWO,邦泰,59.09,N/A,-6.33,-839.6899999999999,18.6499996185,898.78
⚪ 數據不足,-0.39,-20.700000000000003,2026-03,2.54%,2025,-0.02,⚠️ 獲利稀釋,0.0,-39.29,1909.TW,榮成,80.0,12.46%,-6.47,-840.0,10.1000003815,920.0
⚪ 數據不足,-6.81,-128.54999999999998,2026-03,-4.13%,2025,0.19,🔄 轉虧為盈,0.0,-186.45,2236.TW,百達-KY,-81.0,8.48%,423.12,-846.22,153.5,765.22
⚪ 中性觀察,14.36,571.8,2026-03,N/A,2025,4.8,⚠️ 獲利稀釋,6.41395592864638,10.46,6811.TWO,宏�硌穈T,19.7,N/A,11.2,-846.7299999999999,244.5,866.43
⚪ 數據不足,-4.9,-166.64999999999998,2026-03,N/A,2025,-0.79,⚠️ 獲利稀釋,0.0,-56.67,5245.TWO,智晶,13.64,N/A,-13.73,-847.33,24.2999992371,860.97
⚪ 數據不足,-0.84,-27.150000000000002,2026-03,-98.59%,2025,-1.04,🌑 雙重衰退,0.0,20.75,2254.TW,巨鎧精密-創,-900.0,-21.68%,-24.51,-850.2,60.5,-49.8
⚪ 數據不足,-1.55,-38.7,2026-03,N/A,2025,-0.55,📉 獲利侵蝕,0.0,-720.83,4139.TWO,馬光-KY,-83.33,N/A,-3.34,-852.1500000000001,42.0,768.82
⚪ 中性觀察,6.53,246.3,2026-03,6.54%,2025,1.77,⚠️ 獲利稀釋,6.333739342265529,30.86,3029.TW,零壹,16.45,14.31%,34.73,-855.0999999999999,104.0,871.55
⚪ 中性觀察,1.25,42.300000000000004,2026-03,4.34%,2025,0.3,⚠️ 獲利稀釋,12.624112934078012,30.21,2468.TW,華經,11.11,11.41%,19.94,-857.3199999999999,35.5999984741,868.43
⚪ 中性觀察,2.32,86.85,2026-03,7.04%,2025,0.57,⚠️ 獲利稀釋,3.644214228238342,40.61,2010.TW,春源,1.79,10.75%,0.73,-859.9100000000001,21.1000003815,861.7
⚪ 數據不足,-0.15,-7.199999999999999,2026-03,N/A,2025,0.05,🔄 轉虧為盈,0.0,-122.06,9962.TWO,有益,-58.33,N/A,-21.01,-861.09,9.8100004196,802.76
⚪ 中性觀察,2.16,78.89999999999999,2026-03,N/A,2025,0.46,📉 獲利侵蝕,7.452471627927756,14.97,8908.TWO,欣雄,-11.54,N/A,27.37,-861.1999999999999,39.2000007629,849.66
⚪ 數據不足,6.34,0.0,2026-03,N/A,2025,0.48,⚠️ 獲利稀釋,0.0,328.87,6994.TW,富威電力,6.98,N/A,164.5,-864.17,0.0,871.15
⚪ 中性觀察,15.5,584.0999999999999,2026-03,N/A,2025,5.08,⚠️ 獲利稀釋,14.072932717000514,65.55,6196.TW,帆宣,14.77,N/A,-15.01,-864.61,548.0,879.38
⚪ 數據不足,-1.07,-52.5,2026-03,12.45%,2025,0.99,🔄 轉虧為盈,0.0,-255.07,3535.TW,晶彩科,306.25,35.79%,-31.12,-866.69,90.0,1172.94
⚪ 數據不足,-5.17,-204.45,2026-03,N/A,2025,-0.2,⚠️ 獲利稀釋,0.0,-275.59,8171.TWO,天宇,90.34,N/A,-66.93,-868.8,20.8999996185,959.14
⚪ 中性觀察,8.43,330.59999999999997,2026-03,5.75%,2025,3.66,⚠️ 獲利稀釋,10.43557168784029,-29.4,3147.TWO,大綜,3.39,13.87%,64.32,-873.74,230.0,877.13
⚪ 數據不足,-0.45,-18.6,2026-03,-10.66%,2025,-0.62,📉 獲利侵蝕,0.0,-128.03,1441.TW,大東,-210.71,-0.79%,-6.83,-874.6500000000001,9.029999733,663.94
⚪ 數據不足,-1.68,-70.94999999999999,2026-03,N/A,2025,-0.54,📉 獲利侵蝕,0.0,-272.92,4999.TW,鑫禾,-253.33,N/A,-0.19,-876.63,19.3999996185,623.3
⚪ 數據不足,-1.77,-84.9,2026-03,N/A,2025,-0.08,⚠️ 獲利稀釋,0.0,57.14,6588.TWO,東典光電,88.57,N/A,27.54,-880.8199999999999,73.5999984741,969.39
⚪ 數據不足,-0.96,-46.5,2026-03,-5.35%,2025,-0.64,📉 獲利侵蝕,0.0,-15.66,3322.TWO,建舜電,-250.0,12.86%,6.3,-885.46,12.6000003815,635.46
⚪ 中性觀察,1.85,75.45,2026-03,N/A,2025,0.42,⚠️ 獲利稀釋,4.234592293658052,48.0,8463.TW,潤泰材,180.0,N/A,8.31,-885.47,21.2999992371,1065.47
⚪ 中性觀察,3.63,129.60000000000002,2026-03,2.34%,2025,0.74,📉 獲利侵蝕,7.476851675243056,6.89,2949.TWO,欣新網,-28.43,11.53%,21.07,-889.79,64.5999984741,861.36
⚪ 中性觀察,2.19,75.6,2026-03,N/A,2025,0.94,⚠️ 獲利稀釋,7.430555706924602,1.86,8032.TWO,光菱,91.84,N/A,25.77,-892.9699999999999,37.4500007629,984.81
⚪ 數據不足,-0.26,-12.75,2026-03,N/A,2025,-0.18,📉 獲利侵蝕,0.0,48.0,6142.TW,友勁,-260.0,N/A,52.32,-893.91,10.1000003815,633.91
⚪ 數據不足,-3.19,-104.69999999999999,2026-03,N/A,2025,-0.01,⚠️ 獲利稀釋,0.0,-37.72,8054.TWO,安國,98.48,N/A,30.97,-894.01,96.5,992.49
⚪ 中性觀察,4.05,143.55,2026-03,N/A,2025,2.24,⚠️ 獲利稀釋,2.486938269289446,81.45,3188.TWO,鑫龍騰,918.18,N/A,79.14,-897.18,23.7999992371,1815.36
❌ 暫避觀望,1.0,37.95,2026-03,2.16%,2025,0.09,📉 獲利侵蝕,21.02766828573122,49.25,2630.TW,亞航,-35.71,8.38%,4.89,-899.3100000000001,53.2000007629,863.6
