股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
00985A.TW    主動野村台灣50      16.57          6        65.52          13.41        4         2726 📈 持有 → 繼續持有         
00985B.TW    群益ESG投等債0-5    10.32          4        52.94           0.46        7        -2943 📉 建議賣出              
00987A.TW    主動台新優勢成長      12.62         16         80.0           8.98        0          215 📈 持有 → 繼續持有         
00988A.TW    主動統一全球創新      13.41          5         60.0           7.79        1         4565 📈 持有 → 繼續持有         
00989A.TW    未知            14.22         20         75.0           1.07        0           29 📈 持有 → 繼續持有         
00990A.TW    主動元大AI新經濟      12.6          5        54.55           14.4        5        18857 📈 持有 → 繼續持有         
00991A.TW    主動復華未來50      13.12         15         60.0           6.67        0         6180 📈 持有 → 繼續持有         
00992A.TW    主動群益科技創新      13.67          5        72.73          12.26        1        -5034 📈 持有 → 繼續持有         
00993A.TW    主動安聯台灣        10.84          5        66.67           8.77        1        15861 📈 持有 → 繼續持有         
00994A.TW    未知            12.67          5        66.67          27.53        3         -407 📈 持有 → 繼續持有         
00995A.TW    主動中信台灣卓越       12.3          3        71.43          15.44        4          589 📈 持有 → 繼續持有         
02001L.TW    未知             65.5          5         60.0           3.76        1            0 📉 建議賣出              
02001R.TW    未知             0.72          6          0.0            0.0        0            0 📈 持有 → 繼續持有         
020030.TW    統一智慧電動車N       11.7          3        100.0           5.03        0            0 📈 持有 → 繼續持有         
1101.TW      台泥            23.55          4        57.14           9.02        4        -3650 📉 建議賣出              
1102.TW      亞泥             34.8         13         60.0          -0.57        1       -12001 📈 持有 → 繼續持有         
1110.TW      東泥             15.1         15         37.5          -3.03        2         -107 📉 建議賣出              
1203.TW      味王            38.55          5        42.11          -1.83        6          -25 📉 建議賣出              
1210.TW      大成             53.8         19         60.0           3.86        2         1912 📈 持有 → 繼續持有         
1213.TW      大飲             9.98         20          0.0          -5.57        2            0 📈 持有 → 繼續持有         
1216.TW      統一             70.2          6        38.46          -3.85        6        -7138 📉 建議賣出              
1218.TW      泰山            19.05          4        56.52           3.78        6          717 📉 建議賣出              
1219.TW      福壽             13.6          3        46.67           1.13        9          100 📈 持有 → 繼續持有         
1220.TW      台榮            12.65          4         50.0           1.22        6           33 📉 建議賣出              
1225.TW      福懋油           31.95          6         50.0           7.57        6         -123 📈 持有 → 繼續持有         
1229.TW      聯華            43.85          3         37.5          -4.19        8          708 📉 建議賣出              
1235.TW      興泰            39.75          6         50.0           3.01        3           -8 📈 持有 → 繼續持有         
1256.TW      鮮活果汁-KY       154.0          4        36.84          -6.67        7          -67 📉 建議賣出              
1259.TWO     安心             59.2          3        42.86           1.66        8            0 📉 建議賣出              
1294.TWO     漢田生技           82.6          3        52.94           10.2        7           23 📉 建議賣出              
1295.TWO     生合             70.3         19          0.0            0.0        0           15 📉 建議賣出              
1301.TW      台塑             47.6          4        57.69          14.69        7         9527 📈 持有 → 繼續持有         
1303.TW      南亞             78.4          9        45.83          10.36        4       -36054 📉 建議賣出              
1304.TW      台聚            15.05         15         48.0          21.54        1          514 📈 持有 → 繼續持有         
1305.TW      華夏             16.8         16        45.45          34.77        1          -32 📈 持有 → 繼續持有         
1307.TW      三芳            34.25         20         45.0           1.38        1         -531 📈 持有 → 繼續持有         
1308.TW      亞聚             16.5         16        43.48           5.98        2        -2049 📈 持有 → 繼續持有         
1309.TW      台達化            18.1         14        48.28          35.37        3        -1746 📈 持有 → 繼續持有         
1310.TW      台苯            12.25         14         60.0          37.03        1         -989 📈 持有 → 繼續持有         
1312.TW      國喬             14.3          6        38.46          -1.82        5        -5460 📈 持有 → 繼續持有         
1313.TW      聯成            12.95          5        57.14           21.1        5         2642 📈 持有 → 繼續持有         
1314.TW      中石化            8.49         16        28.57           0.48        2        -7129 📉 建議賣出              
1319.TW      東陽             83.1          5        36.36          -0.72        4        -5281 📉 建議賣出              
1323.TW      永裕             19.1         18         50.0          -0.04        1           15 📈 持有 → 繼續持有         
1326.TW      台化            45.85          8        61.54          27.28        2        -4384 📈 持有 → 繼續持有         
1337.TW      再生-KY          6.25          7         44.0          16.17        4         -220 📈 持有 → 繼續持有         
1338.TW      廣華-KY         15.35          7        44.44           1.91        1           10 📈 持有 → 繼續持有         
1340.TW      勝悅-KY           7.0          5        47.83           6.51        5          -31 📉 建議賣出              
1341.TW      富林-KY          59.5          7        52.94           -0.3        5            3 📈 持有 → 繼續持有         
1402.TW      遠東新            26.4          3        47.62          -6.39        9       -17390 📉 建議賣出              
1409.TW      新纖             16.3          3        58.33           10.3        8        -1882 📉 建議賣出              
1413.TW      宏洲             9.72         16        38.46          -4.93        3           -8 📉 建議賣出              
1414.TW      東和            18.25         20        57.89          -2.48        3          -34 📉 建議賣出              
1418.TW      東華            18.65         19          0.0          -4.69        3           -1 📉 建議賣出              
1419.TW      新紡             60.3         14        42.86           -0.8        1         -142 📉 建議賣出              
1432.TW      大魯閣            18.0          4        31.58          -0.81        7         -477 📉 建議賣出              
1434.TW      福懋             16.4         15        52.38           5.54        1          -10 📉 建議賣出              
1435.TW      中福            18.55         20        57.14          -2.32        1          -14 📉 建議賣出              
1436.TW      華友聯            56.4         18          0.0            0.0        0          184 📈 持有 → 繼續持有         
1438.TW      三地開發          29.85         11         37.5          -0.59        3          -13 📉 建議賣出              
1439.TW      雋揚            28.05          3        55.56           1.59        7           -6 📉 建議賣出              
1440.TW      南紡             13.1         16        45.45           -1.1        2         1648 📈 持有 → 繼續持有         
1442.TW      名軒             28.0          6         62.5            2.2        3         -944 📈 持有 → 繼續持有         
1443.TW      立益物流          24.45          3        43.75          -1.61       10          -11 📈 持有 → 繼續持有         
1444.TW      力麗             6.41          3         50.0          11.06        7         1115 📉 建議賣出              
1447.TW      力鵬             5.32          3        38.89         -12.72       10          342 📉 建議賣出              
1449.TW      佳和             13.5          3        52.94           25.3        8         1022 📈 持有 → 繼續持有         
1453.TW      大將             12.4         19        33.33            0.0        1          -15 📉 建議賣出              
1455.TW      集盛             9.22          6        68.18          21.81        1            2 📈 持有 → 繼續持有         
1456.TW      怡華            14.45          5        33.33          -6.63        9          -10 📈 持有 → 繼續持有         
1459.TW      聯發             11.7          3        36.36           4.19        7          -57 📉 建議賣出              
1460.TW      宏遠             7.03          5        66.67           7.74        4         -113 📈 持有 → 繼續持有         
1466.TW      聚隆             17.9          7        61.54          27.57        2         -490 📈 持有 → 繼續持有         
1470.TW      大統新創          23.35          3        45.45          -1.09        7           -9 📈 持有 → 繼續持有         
1471.TW      首利            13.95          3         50.0          38.28        9         -134 📈 持有 → 繼續持有         
1476.TW      儒鴻            367.5         19        44.44           0.36        2            4 📉 建議賣出              
1477.TW      聚陽            285.0         19         40.0          -2.48        2        -1529 📉 建議賣出              
1503.TW      士電            203.0          8        52.63          25.62        3          834 📉 建議賣出              
1504.TW      東元             67.2         20          0.0            0.0        0         3669 📉 建議賣出              
1512.TW      瑞利              7.7          3        38.46           4.82        8           -5 📈 持有 → 繼續持有         
1513.TW      中興電           157.5          8         60.0          19.29        2         1859 📉 建議賣出              
1514.TW      亞力            115.0          6        57.14          35.24        3         2153 📉 建議賣出              
1516.TW      川飛            22.25          4        63.64           6.18        7           21 📉 建議賣出              
1519.TW      華城            916.0          6        42.31          20.72        5         -353 📉 建議賣出              
1522.TW      堤維西           33.65          6        54.55           8.48        2        -1348 📉 建議賣出              
1525.TW      江申             61.6          9        42.86          -4.78        4           -7 📉 建議賣出              
1528.TW      恩德             22.6          4         50.0          11.56        6          341 📉 建議賣出              
1529.TW      樂事綠能          26.55          4        61.54          35.84        5         -103 📉 建議賣出              
1535.TW      中宇             52.9          3        55.56           10.2        8          -44 📈 持有 → 繼續持有         
1536.TW      和大             50.7          8         50.0           1.76        3        -1784 📉 建議賣出              
1537.TW      廣隆            123.0          4        43.75          -0.01        8           17 📉 建議賣出              
1538.TW      正峰            16.85          6        44.44          -2.86        3            1 📉 建議賣出              
1560.TW      中砂            474.0          6        42.86           1.93        6         1290 📈 持有 → 繼續持有         
1563.TW      巧新            40.25         19          0.0            0.0        0           94 📉 建議賣出              
1568.TW      倉佑             22.6          4         60.0          16.94        3           12 📈 持有 → 繼續持有         
1569.TWO     濱川             51.4          4         62.5          11.41        3          352 📉 建議賣出              
1582.TW      信錦             88.2         10        54.84          34.86        1        -1861 📉 建議賣出              
1583.TW      程泰            44.95          4        47.37           10.7        5          -20 📈 持有 → 繼續持有         
1584.TWO     精剛             22.7         16         30.0          -9.66        3          504 📉 建議賣出              
1587.TW      吉茂             35.5         15          0.0            0.0        0          -97 📉 建議賣出              
1589.TW      永冠-KY          7.71         16         50.0          -2.23        1          261 📉 建議賣出              
1590.TW      亞德客-KY        981.0         15        73.68          16.75        1          107 📉 建議賣出              
1591.TWO     駿吉-KY          42.1         20        16.67          -2.75        2           41 📉 建議賣出              
1593.TWO     祺驊            33.15          4        44.44          15.31        6           -3 📉 建議賣出              
1595.TWO     川寶             43.6         13        41.18          -2.87        4           66 📈 持有 → 繼續持有         
1597.TW      直得             80.3          8         50.0           4.04        4          406 📈 持有 → 繼續持有         
1599.TWO     宏佳騰            25.9          9         20.0          -4.01        1            2 📉 建議賣出              
1603.TW      華電            33.85          9        45.45           1.79        2         -744 📉 建議賣出              
1605.TW      華新            31.85          5         50.0           4.25        5        23679 📉 建議賣出              
1608.TW      華榮            33.25          8        41.18          -5.07        5         1139 📉 建議賣出              
1609.TW      大亞             33.8          7        66.67           10.0        3        -3416 📉 建議賣出              
1611.TW      中電             13.5          8        42.86           6.98        4          504 📈 持有 → 繼續持有         
1612.TW      宏泰             35.6          8         50.0           11.4        3          466 📈 持有 → 繼續持有         
1616.TW      億泰            23.95         10         50.0           2.99        2         -266 📉 建議賣出              
1623.TW      大東電           200.0          5        46.15           6.03        4           93 📉 建議賣出              
1708.TW      東鹼            44.75         13        58.62          26.52        3         4771 📈 持有 → 繼續持有         
1709.TW      和益             18.2         18        45.45           4.27        1          874 📈 持有 → 繼續持有         
1710.TW      東聯            15.35          4        47.62          -0.05        8        -1099 📈 持有 → 繼續持有         
1711.TW      永光             41.8         18        69.57           74.9        0        17466 📈 持有 → 繼續持有         
1712.TW      興農            44.55          3        57.69            1.6        8         1369 📈 持有 → 繼續持有         
1714.TW      和桐             9.68          3         44.0           5.98       11         3750 📉 建議賣出              
1717.TW      長興             66.7          5        52.38          30.43        5       -12922 📈 持有 → 繼續持有         
1718.TW      中纖             7.71         14        55.56            0.8        2          222 📈 持有 → 繼續持有         
1721.TW      三晃             19.0          4        52.63          39.46        5           52 📉 建議賣出              
1722.TW      台肥            47.05          4        52.38          -1.79        7         -996 📉 建議賣出              
1723.TW      中碳             74.0          8        52.17           5.32        4         -559 📉 建議賣出              
1725.TW      元禎             33.1          8         50.0           6.04        4         -140 📈 持有 → 繼續持有         
1726.TW      永記             75.4         12        44.44          -1.05        3          -15 📉 建議賣出              
1727.TW      中華化            53.4          9        47.06          17.26        2        -1615 📉 建議賣出              
1735.TW      日勝化           28.95         18         60.0          49.76        1          260 📈 持有 → 繼續持有         
1736.TW      喬山            123.0         19          0.0          -3.86        1          254 📉 建議賣出              
1762.TW      中化生           29.05          3        47.37          10.37       10           82 📉 建議賣出              
1773.TW      勝一            150.0          3        47.62          -0.27        7         -536 📈 持有 → 繼續持有         
1776.TW      展宇             16.0          7        38.46           5.33        3          -58 📈 持有 → 繼續持有         
1784.TWO     訊聯             84.5         14         40.0          -4.68        1          -59 📉 建議賣出              
1785.TWO     光洋科            95.6          4        65.38          56.32        4         2262 📉 建議賣出              
1789.TW      神隆            21.25          3        56.52          13.67        9         -832 📉 建議賣出              
1795.TW      美時            214.0          7        64.71           9.59        3         -777 📉 建議賣出              
1796.TWO     金穎生技          38.35         11          0.0            0.0        0            2 📉 建議賣出              
1799.TWO     易威             37.8          3         65.0          38.02        6            2 📉 建議賣出              
1802.TW      台玻             57.6          3        55.56          76.94        7       -39482 📉 建議賣出              
1805.TW      寶徠             11.7         12         25.0           3.98        3            5 📈 持有 → 繼續持有         
1808.TW      潤隆             30.7         15        42.86          -0.81        0          383 📈 持有 → 繼續持有         
1809.TW      中釉            32.45          7        57.69          68.94        3         5154 📈 持有 → 繼續持有         
1815.TWO     富喬            102.0          4        47.83           7.32        6         1372 📉 建議賣出              
1904.TW      正隆            17.55          4         60.0          -0.81        6          633 📉 建議賣出              
2002.TW      中鋼            19.45         18         60.0           4.65        1       -16063 📉 建議賣出              
2006.TW      東和鋼鐵           70.5          4        70.37          10.38        5        -1134 📉 建議賣出              
2007.TW      燁興             8.63         18        46.15            0.9        2          226 📈 持有 → 繼續持有         
2009.TW      第一銅           41.85         18        66.67            0.0        1          486 📉 建議賣出              
2010.TW      春源            25.45         19         68.0          17.91        1         -160 📈 持有 → 繼續持有         
2012.TW      春雨            16.45          4        44.44           5.37        5          -74 📈 持有 → 繼續持有         
2013.TW      中鋼構           44.45          5         50.0           3.36        5           85 📈 持有 → 繼續持有         
2014.TW      中鴻             19.6          5        47.83          18.02        6         2086 📈 持有 → 繼續持有         
2017.TW      官田鋼           10.85         18        47.06           18.3        1          513 📈 持有 → 繼續持有         
2022.TW      聚亨             9.82          3         38.1          10.66        9          -46 📈 持有 → 繼續持有         
2023.TW      燁輝            14.55         19        33.33          -2.33        3        -1199 📉 建議賣出              
2024.TW      志聯             15.5          6        53.85           -0.3        4           -9 📈 持有 → 繼續持有         
2025.TW      千興             11.6          7        41.67           2.84        4          -32 📈 持有 → 繼續持有         
2027.TW      大成鋼            37.5         14        46.15           0.83        3        10477 📈 持有 → 繼續持有         
2028.TW      威致            19.25          6        47.37          17.49        3          -77 📈 持有 → 繼續持有         
2030.TW      彰源            16.55         16         40.0           2.52        1         -178 📈 持有 → 繼續持有         
2031.TW      新光鋼           40.25         11        40.91          -1.96        4          415 📈 持有 → 繼續持有         
2032.TW      新鋼             16.9          8        33.33           6.37        5          -64 📈 持有 → 繼續持有         
2033.TW      佳大             15.6          8        31.58          -9.64        6           28 📉 建議賣出              
2034.TW      允強             20.5          9        58.82           4.56        2          382 📈 持有 → 繼續持有         
2035.TWO     唐榮              nan          4        31.25          -0.74        7            0 📉 建議賣出              
2038.TW      海光            16.25          4        47.37          -3.36        9          148 📈 持有 → 繼續持有         
2049.TW      上銀            223.5          3        47.83          18.13        9         -984 📉 建議賣出              
2059.TW      川湖           3405.0          5        54.55           5.48        3           57 📉 建議賣出              
2061.TWO     風青             17.0         19         20.0          -3.21        1          -75 📉 建議賣出              
2064.TWO     晉椿             11.8         14         50.0          -5.26        4           -1 📉 建議賣出              
2066.TWO     世德             50.0          3         50.0          14.22        8          -15 📉 建議賣出              
2067.TWO     嘉鋼             8.15         13         40.0          -4.67        3           14 📉 建議賣出              
2069.TW      運錩            18.85          4        54.55           7.42        5           -1 📈 持有 → 繼續持有         
2072.TWO     世紀風電          249.5         16        58.82          11.71        1            0 📉 建議賣出              
