prev_eps,date,symbol,pe,om,prev_year,rev_yoy,price,eps_yoy,status,eps,expansion,gm,name,advice,prev_rev_yoy,prev_eps_yoy,est_price
0.37,2026-03,1587.TW,38.74999947013889,2.96%,2025,596.06,27.8999996185,300.0,⚠️ 獲利稀釋,0.04,-296.05999999999995,18.05%,吉茂,❌ 暫避觀望,23.11,188.1,10.799999999999999
4.34,2026-03,6913.TWO,11.225402504472273,N/A,2025,336.78,125.5,40.18,⚠️ 獲利稀釋,1.58,-296.59999999999997,N/A,鴻呈,⚪ 中性觀察,21.66,-2.92,167.7
4.56,2026-03,2488.TW,5.022914687176902,7.42%,2025,307.38,54.7999992371,9.52,⚠️ 獲利稀釋,0.92,-297.86,19.83%,漢平,⚪ 中性觀察,-9.29,-12.98,163.65
2.51,2026-03,6597.TWO,17.46898300890819,N/A,2025,163.62,70.4000015259,-136.07,📉 獲利侵蝕,-0.45,-299.69,N/A,立誠,❌ 暫避觀望,-11.79,-48.7,60.44999999999999
3.71,2026-03,1341.TW,6.742919556198258,12.74%,2025,329.53,61.9000015259,29.6,⚠️ 獲利稀釋,1.62,-299.92999999999995,23.43%,富林-KY,⚪ 中性觀察,-7.95,-30.65,137.7
4.27,2026-03,3484.TWO,5.106177753465252,N/A,2025,265.7,52.9000015259,-34.37,📉 獲利侵蝕,0.63,-300.07,N/A,崧騰,⚪ 中性觀察,6.42,3.41,155.39999999999998
0.22,2026-03,5450.TWO,57.962961549999996,N/A,2025,277.89,15.6499996185,-22.22,📉 獲利侵蝕,0.07,-300.11,N/A,南良,❌ 暫避觀望,-8.96,-80.53,4.050000000000001
3.08,2026-03,9924.TW,6.135670731707317,N/A,2025,251.13,40.25,-49.06,📉 獲利侵蝕,0.54,-300.19,N/A,福興,⚪ 中性觀察,-8.15,-26.71,98.39999999999999
2.24,2026-03,5902.TWO,5.992969854850615,N/A,2025,285.59,34.0999984741,-14.81,📉 獲利侵蝕,0.46,-300.4,N/A,德記,⚪ 中性觀察,2.91,6.16,85.35000000000001
-1.3,2026-03,3499.TWO,0.0,-8.96%,2025,241.39,14.6999998093,-59.38,📉 獲利侵蝕,-0.51,-300.77,23.89%,環天科,⚪ 數據不足,-18.27,-6600.0,-57.15
5.46,2026-03,2645.TW,12.040249826509369,9.96%,2025,374.3,173.5,73.15,⚠️ 獲利稀釋,2.58,-301.15,14.11%,長榮航太,⚪ 中性觀察,11.63,11.43,216.15
-0.8,2026-03,2509.TW,0.0,N/A,2025,291.48,13.6999998093,-9.76,📉 獲利侵蝕,-0.45,-301.24,N/A,全坤建,⚪ 數據不足,-81.41,-480.95,-36.75
4.01,2026-03,6469.TWO,7.2276267560116745,N/A,2025,269.93,74.3000030518,-31.4,📉 獲利侵蝕,0.83,-301.33,N/A,大樹,⚪ 中性觀察,9.39,-22.33,154.2
2.3,2026-03,5432.TWO,37.98543689320388,N/A,2025,370.94,156.5,68.75,⚠️ 獲利稀釋,0.27,-302.19,N/A,新門,❌ 暫避觀望,6.1,69.12,61.800000000000004
16.28,2026-03,7744.TWO,11.314475873544094,N/A,2025,344.68,476.0,41.75,⚠️ 獲利稀釋,5.66,-302.93,N/A,崴寶,⚪ 中性觀察,59.94,41.2,631.05
0.1,2026-03,7402.TWO,0.0,N/A,2025,108.1,101.0,-195.24,📉 獲利侵蝕,-0.4,-303.34000000000003,N/A,邑錡,⚪ 數據不足,2.56,-93.2,-6.15
4.99,2026-03,3374.TWO,25.09090909090909,27.31%,2025,316.58,276.0,12.7,⚠️ 獲利稀釋,1.42,-303.88,32.82%,精材,❌ 暫避觀望,2.53,-18.86,165.0
1.86,2026-03,3624.TWO,40.66820276497696,7.20%,2025,342.78,176.5,38.89,⚠️ 獲利稀釋,0.75,-303.89,23.30%,光頡,❌ 暫避觀望,3.65,-9.71,65.1
-1.13,2026-03,6988.TW,0.0,N/A,2025,153.95,13.9499998093,-150.0,📉 獲利侵蝕,-0.05,-303.95,N/A,威力暘-創,⚪ 數據不足,-10.48,-337.5,-24.15
1.42,2026-03,1563.TW,13.87840606880503,3.31%,2025,243.32,66.1999969482,-61.07,📉 獲利侵蝕,0.6,-304.39,18.31%,巧新,⚪ 中性觀察,-6.64,-56.6,71.55000000000001
-4.64,2026-03,3545.TW,0.0,-7.17%,2025,207.42,61.2000007629,-97.44,🔄 轉虧為盈,0.02,-304.86,20.78%,敦泰,⚪ 數據不足,-17.79,-270.99,-28.650000000000006
4.58,2026-03,6887.TW,0.0,N/A,2025,163.56,0.0,-141.61,📉 獲利侵蝕,-0.62,-305.17,N/A,寶綠特-KY,⚪ 數據不足,-12.03,-40.21,0.0
5.48,2026-03,3265.TWO,14.692482915717537,19.26%,2025,319.74,193.5,14.29,⚠️ 獲利稀釋,1.76,-305.45,25.97%,台星科,⚪ 中性觀察,11.55,-12.04,197.55
1.06,2026-03,4433.TWO,0.0,9.68%,2025,253.31,20.2999992371,-53.33,📉 獲利侵蝕,0.14,-306.64,22.41%,興采,⚪ 數據不足,12.09,46.48,-13.649999999999997
9.97,2026-03,5520.TWO,3.2332293886856474,N/A,2025,310.34,82.9000015259,3.33,⚠️ 獲利稀釋,2.48,-307.01,N/A,力泰,⚪ 中性觀察,2.6,10.9,384.6
11.51,2026-03,2327.TW,24.127775260534662,24.28%,2025,244.27,1065.0,-63.79,📉 獲利侵蝕,3.9,-308.06,37.30%,國巨*,❌ 暫避觀望,9.26,-69.45,662.1
1.24,2026-03,3059.TW,15.970873292588998,2.92%,2025,308.22,49.3499984741,0.0,📉 獲利侵蝕,0.26,-308.22,23.91%,華晶科,❌ 暫避觀望,20.59,18.27,46.349999999999994
7.91,2026-03,6214.TW,7.301916105644743,N/A,2025,473.15,141.0,164.0,⚠️ 獲利稀釋,2.64,-309.15,N/A,精誠,⚪ 中性觀察,12.89,9.74,289.65000000000003
2.61,2026-03,3168.TW,7.147384861188589,8.89%,2025,317.56,45.0999984741,7.14,⚠️ 獲利稀釋,0.6,-310.42,25.14%,眾福科,⚪ 中性觀察,0.46,-6.99,94.65
2.35,2026-03,6221.TWO,3.8206784521001618,N/A,2025,255.86,23.6499996185,-55.13,📉 獲利侵蝕,0.35,-310.99,N/A,晉泰,⚪ 中性觀察,2.45,-33.33,92.85
1.33,2026-03,1227.TW,8.791540900755287,4.10%,2025,345.16,29.1000003815,33.33,⚠️ 獲利稀釋,0.52,-311.83000000000004,23.19%,佳格,⚪ 中性觀察,-3.8,-30.16,49.65
3.26,2026-03,6173.TWO,40.67909454061252,N/A,2025,381.92,305.5,70.0,⚠️ 獲利稀釋,1.19,-311.92,N/A,信昌電,❌ 暫避觀望,8.9,11.72,112.64999999999999
0.51,2026-03,5244.TW,42.97752808988764,N/A,2025,101.24,38.25,-211.63,📉 獲利侵蝕,-0.48,-312.87,N/A,弘凱,❌ 暫避觀望,-1.9,-79.59,13.35
-0.52,2026-03,1316.TW,0.0,-1.86%,2025,356.44,10.5,41.38,⚠️ 獲利稀釋,-0.19,-315.06,30.65%,上曜,⚪ 數據不足,195.34,35.21,-30.449999999999996
4.13,2026-03,4569.TW,16.534040671971706,0.74%,2025,344.16,187.0,29.03,⚠️ 獲利稀釋,3.22,-315.13,15.14%,六方科-KY,❌ 暫避觀望,25.19,-47.66,169.65
0.27,2026-03,6508.TWO,23.349513822427184,N/A,2025,303.58,24.0499992371,-12.2,📉 獲利侵蝕,0.36,-315.78,N/A,惠光,❌ 暫避觀望,-4.08,-74.77,15.450000000000001
1.5,2026-03,2105.TW,7.456575493076924,6.75%,2025,343.04,30.0499992371,26.67,⚠️ 獲利稀釋,0.57,-316.37,22.84%,正新,⚪ 中性觀察,-5.68,-39.27,60.44999999999999
-0.34,2026-03,3591.TW,0.0,-2.51%,2025,338.66,0.0,22.22,🔄 轉虧為盈,0.12,-316.44000000000005,21.48%,艾笛森,⚪ 數據不足,-9.81,-132.32,0.0
2.2,2026-03,5009.TWO,7.4,N/A,2025,293.89,37.0,-24.19,📉 獲利侵蝕,0.5,-318.08,N/A,榮剛,⚪ 中性觀察,-10.14,-50.0,75.0
3.0,2026-03,6863.TW,11.028901910508669,N/A,2025,242.64,95.4000015259,-75.79,📉 獲利侵蝕,0.61,-318.43,N/A,永道-KY,⚪ 中性觀察,-14.3,-73.47,129.75
-2.07,2026-03,6431.TW,0.0,N/A,2025,313.28,19.0,-5.26,📉 獲利侵蝕,-0.4,-318.53999999999996,N/A,光麗-KY,⚪ 數據不足,-1.12,17.15,-73.94999999999999
-0.09,2026-03,6969.TW,0.0,N/A,2025,168.9,25.7000007629,-150.0,📉 獲利侵蝕,-0.05,-318.9,N/A,成信實業*-創,⚪ 數據不足,79.86,95.65,-9.3
-0.92,2026-03,6617.TWO,0.0,N/A,2025,74.47,67.1999969482,-244.44,📉 獲利侵蝕,-0.32,-318.90999999999997,N/A,共信-KY,⚪ 數據不足,13.75,-38.46,-30.450000000000003
-1.35,2026-03,5230.TWO,0.0,N/A,2025,364.7,21.5,44.9,⚠️ 獲利稀釋,-0.28,-319.8,N/A,雷笛克光學,⚪ 數據不足,-14.66,-338.6,-60.6
0.06,2026-03,5015.TWO,0.0,N/A,2025,271.71,23.75,-48.98,📉 獲利侵蝕,0.25,-320.69,N/A,華祺,⚪ 數據不足,-4.99,-97.61,-13.799999999999999
13.02,2026-03,3023.TW,9.884238646482636,9.15%,2025,314.69,333.0,-6.49,📉 獲利侵蝕,3.6,-321.18,23.64%,信邦,⚪ 中性觀察,-6.24,-11.43,505.34999999999997
10.26,2026-03,3357.TWO,13.368055555555557,14.20%,2025,334.59,346.5,13.18,⚠️ 獲利稀釋,2.51,-321.40999999999997,28.44%,臺慶科,⚪ 中性觀察,20.3,30.29,388.79999999999995
19.47,2026-03,2368.TW,29.661917924728897,24.30%,2025,411.46,1395.0,89.33,⚠️ 獲利稀釋,6.87,-322.13,33.66%,金像電,❌ 暫避觀望,54.05,64.8,705.45
1.1,2026-03,3038.TW,8.929961386342411,0.16%,2025,292.45,22.9500007629,-30.61,📉 獲利侵蝕,0.37,-323.06,20.87%,全台,⚪ 中性觀察,-16.5,-50.0,38.550000000000004
0.66,2026-03,4561.TWO,32.82442748091603,4.03%,2025,316.3,43.0,-7.41,📉 獲利侵蝕,0.25,-323.71000000000004,19.95%,健椿,❌ 暫避觀望,-22.51,-79.88,19.650000000000002
3.45,2026-03,1582.TW,10.830450002987313,5.11%,2025,257.7,93.9000015259,-66.67,📉 獲利侵蝕,0.35,-324.37,21.08%,信錦,⚪ 中性觀察,-7.71,-51.27,130.05
1.81,2026-03,2415.TW,7.146226235165094,12.75%,2025,366.19,30.2999992371,41.67,⚠️ 獲利稀釋,0.35,-324.52,25.38%,錩新,⚪ 中性觀察,3.4,58.77,63.6
1.72,2026-03,9908.TW,6.8561483148723905,N/A,2025,345.97,29.5499992371,18.52,⚠️ 獲利稀釋,0.33,-327.45000000000005,N/A,大台北,⚪ 中性觀察,1.69,0.6,64.64999999999999
6.22,2026-03,6732.TWO,10.315985130111525,N/A,2025,333.31,166.5,5.8,⚠️ 獲利稀釋,2.19,-327.51,N/A,昇佳電子,⚪ 中性觀察,-7.67,-43.71,242.10000000000002
2.49,2026-03,2397.TW,8.158940195245032,-1.87%,2025,310.12,61.5999984741,-18.28,📉 獲利侵蝕,0.76,-328.4,25.36%,友通,⚪ 中性觀察,14.61,-28.03,113.25000000000001
2.37,2026-03,2497.TW,11.314286004933333,10.08%,2025,331.39,59.4000015259,2.67,⚠️ 獲利稀釋,0.8,-328.71999999999997,25.76%,怡利電,⚪ 中性觀察,-3.38,-21.36,78.75
3.12,2026-03,2453.TW,7.467532467532466,4.56%,2025,330.21,57.5,1.12,⚠️ 獲利稀釋,0.9,-329.09,24.39%,凌群,⚪ 中性觀察,7.21,1.96,115.50000000000001
4.02,2026-03,6967.TWO,7.880724174653887,N/A,2025,397.14,74.0,66.67,⚠️ 獲利稀釋,1.07,-330.46999999999997,N/A,汎瑋材料,⚪ 中性觀察,5.45,26.43,140.85000000000002
1.56,2026-03,4739.TW,37.31778425655976,8.56%,2025,1078.36,128.0,747.83,⚠️ 獲利稀釋,1.51,-330.52999999999986,14.91%,康普,❌ 暫避觀望,51.17,9.15,51.45
1.35,2026-03,8074.TWO,25.72847581066225,N/A,2025,447.51,77.6999969482,116.67,⚠️ 獲利稀釋,0.52,-330.84,N/A,鉅橡,❌ 暫避觀望,4.4,15.38,45.3
1.74,2026-03,3530.TW,30.970464778860755,14.09%,2025,506.19,73.4000015259,175.0,⚠️ 獲利稀釋,0.44,-331.19,31.94%,晶相光,❌ 暫避觀望,6.6,230.83,35.550000000000004
-1.95,2026-03,8291.TWO,0.0,N/A,2025,125.31,52.0999984741,-206.25,📉 獲利侵蝕,-0.49,-331.56,N/A,尚茂,⚪ 數據不足,-71.56,-78.9,-75.75
4.23,2026-03,6261.TWO,11.11111111111111,N/A,2025,324.12,101.0,-7.53,📉 獲利侵蝕,0.85,-331.65,N/A,久元,⚪ 中性觀察,5.64,4.19,136.35
3.13,2026-03,4931.TWO,38.142857142857146,15.45%,2025,339.67,267.0,7.25,⚠️ 獲利稀釋,1.48,-332.42,26.27%,新盛力,❌ 暫避觀望,22.86,26.02,104.99999999999999
1.19,2026-03,1409.TW,10.311355171611721,8.66%,2025,389.13,28.1499996185,56.0,⚠️ 獲利稀釋,0.39,-333.13,22.79%,新纖,⚪ 中性觀察,-14.65,13.33,40.95
0.1,2026-03,4130.TWO,84.16666666666666,-5.47%,2025,133.35,25.25,-200.0,📉 獲利侵蝕,-0.09,-333.35,34.00%,健亞,❌ 暫避觀望,-3.61,-56.52,4.500000000000001
2.04,2026-03,5215.TW,10.8233886573031,N/A,2025,418.94,45.3499984741,85.11,⚠️ 獲利稀釋,0.87,-333.83,N/A,科嘉-KY,⚪ 中性觀察,-4.56,-45.45,62.85000000000001
9.52,2026-03,6435.TWO,15.293602103418054,N/A,2025,390.31,349.0,56.17,⚠️ 獲利稀釋,3.67,-334.14,N/A,大中,❌ 暫避觀望,25.24,56.88,342.3
-1.61,2026-03,6425.TWO,0.0,N/A,2025,458.27,80.8000030518,123.61,🔄 轉虧為盈,0.17,-334.65999999999997,N/A,易發,⚪ 數據不足,-16.91,-348.39,-90.45
0.3,2026-03,3531.TWO,0.0,4.80%,2025,320.5,23.0499992371,-15.38,📉 獲利侵蝕,0.33,-335.88,22.74%,先益,⚪ 數據不足,-18.09,-77.78,-10.5
3.06,2026-03,4942.TW,5.9792992415764346,N/A,2025,321.35,37.5499992371,-14.75,📉 獲利侵蝕,0.52,-336.1,N/A,嘉彰,⚪ 中性觀察,7.48,-26.62,94.19999999999999
0.39,2026-03,8234.TWO,96.32352941176471,N/A,2025,158.96,65.5,-177.19,📉 獲利侵蝕,-0.44,-336.15,N/A,新漢,❌ 暫避觀望,5.19,-35.0,10.2
-1.49,2026-03,5348.TWO,0.0,N/A,2025,378.91,16.5,42.5,⚠️ 獲利稀釋,-0.23,-336.41,N/A,正能量智能,⚪ 數據不足,-3.8,-109.86,-53.4
3.17,2026-03,8433.TWO,13.401015034796956,N/A,2025,319.83,52.7999992371,-17.96,📉 獲利侵蝕,1.37,-337.78999999999996,N/A,弘帆,⚪ 中性觀察,-3.48,-67.55,59.1
3.84,2026-03,6861.TW,36.81906614785992,N/A,2025,443.87,378.5,105.83,⚠️ 獲利稀釋,2.12,-338.04,N/A,睿生光電,❌ 暫避觀望,15.29,4.08,154.20000000000002
-4.83,2026-03,1583.TW,0.0,-2.95%,2025,440.91,50.9000015259,102.44,🔄 轉虧為盈,0.18,-338.47,19.66%,程泰,⚪ 數據不足,-12.11,-142.57,-285.45000000000005
-0.16,2026-03,6560.TWO,0.0,N/A,2025,423.64,38.5999984741,85.0,🔄 轉虧為盈,0.37,-338.64,N/A,欣普羅,⚪ 數據不足,123.75,50.0,-28.5
5.88,2026-03,6525.TW,10.75641915336572,N/A,2025,353.67,155.0,14.08,⚠️ 獲利稀釋,1.62,-339.59000000000003,N/A,捷敏-KY,⚪ 中性觀察,14.03,14.17,216.14999999999998
2.42,2026-03,1504.TW,11.758957157687295,6.47%,2025,332.58,72.1999969482,-7.41,📉 獲利侵蝕,0.51,-339.99,23.29%,東元,⚪ 中性觀察,6.99,-18.15,92.10000000000001
1.68,2026-03,2477.TW,5.080644985506913,N/A,2025,305.41,22.0499992371,-35.29,📉 獲利侵蝕,0.11,-340.70000000000005,N/A,美隆電,⚪ 中性觀察,-5.34,12.0,65.1
-2.17,2026-03,4726.TWO,0.0,-18.26%,2025,350.73,24.3999996185,9.68,⚠️ 獲利稀釋,-0.56,-341.05,1.76%,永昕,⚪ 數據不足,8.23,4.42,-88.94999999999999
0.16,2026-03,5512.TWO,25.80645161290322,N/A,2025,312.59,8.0,-28.57,📉 獲利侵蝕,0.05,-341.15999999999997,N/A,力麒,❌ 暫避觀望,17.58,-11.76,4.65
4.1,2026-03,9904.TW,2.707468919242739,N/A,2025,304.12,26.1000003815,-37.7,📉 獲利侵蝕,0.76,-341.82,N/A,寶成,⚪ 中性觀察,-4.71,-24.63,144.6
1.69,2026-03,6643.TWO,0.0,N/A,2025,-9.15,500.0,-351.06,🌑 雙重衰退,-1.18,-341.91,N/A,M31,⚪ 數據不足,20.34,-44.41,-10.35
4.84,2026-03,2618.TW,3.4308073744563425,16.53%,2025,381.09,41.6500015259,39.09,⚠️ 獲利稀釋,1.53,-342.0,22.90%,長榮航,⚪ 中性觀察,-0.31,-9.87,182.10000000000002
2.68,2026-03,6175.TWO,16.49016641452345,N/A,2025,343.52,109.0,1.37,⚠️ 獲利稀釋,0.74,-342.15,N/A,立敦,❌ 暫避觀望,-1.38,-14.74,99.14999999999999
4.36,2026-03,2476.TW,0.0,19.39%,2025,349.82,0.0,7.55,⚠️ 獲利稀釋,1.14,-342.27,32.99%,鉅祥,⚪ 數據不足,12.66,-15.98,0.0
1.58,2026-03,2323.TW,11.018518165277777,-5.65%,2025,402.3,11.8999996185,59.41,⚠️ 獲利稀釋,-0.41,-342.89,23.42%,中環,⚪ 中性觀察,-3.39,685.19,16.200000000000003
-0.21,2026-03,1711.TW,0.0,-5.18%,2025,372.19,49.5499992371,28.57,🔄 轉虧為盈,0.09,-343.62,17.63%,永光,⚪ 數據不足,-7.34,-147.73,-5.3999999999999995
9.1,2026-03,9939.TW,5.572033898305085,N/A,2025,340.36,131.5,-3.43,📉 獲利侵蝕,2.25,-343.79,N/A,宏全,⚪ 中性觀察,1.65,-5.01,354.0
7.55,2026-03,3689.TWO,6.348788198103266,12.50%,2025,337.45,120.5,-7.69,📉 獲利侵蝕,2.04,-345.14,30.92%,湧德,⚪ 中性觀察,20.51,19.61,284.7
-1.09,2026-03,6129.TWO,0.0,N/A,2025,409.09,17.0,63.83,⚠️ 獲利稀釋,-0.17,-345.26,N/A,普誠,⚪ 數據不足,-2.06,-9.0,-44.85
3.7,2026-03,4755.TW,17.213114754098363,10.72%,2025,338.45,147.0,-8.18,📉 獲利侵蝕,1.01,-346.63,22.24%,三福化,❌ 暫避觀望,-9.17,-9.76,128.1
2.48,2026-03,7709.TWO,23.80952380952381,N/A,2025,293.55,100.0,-53.16,📉 獲利侵蝕,0.37,-346.71000000000004,N/A,榮田,❌ 暫避觀望,-31.16,-52.99,63.0
4.01,2026-03,9914.TW,5.811559899121139,N/A,2025,325.07,73.4000015259,-22.14,📉 獲利侵蝕,1.09,-347.21,N/A,美利達,⚪ 中性觀察,-9.71,271.37,189.45000000000002
6.44,2026-03,2755.TWO,8.975940777297964,9.66%,2025,345.63,145.5,-1.8,📉 獲利侵蝕,1.65,-347.43,27.43%,揚秦,⚪ 中性觀察,20.09,8.73,243.15
2.53,2026-03,8099.TWO,10.434027512864583,N/A,2025,423.28,60.0999984741,75.56,⚠️ 獲利稀釋,0.79,-347.71999999999997,N/A,大世科,⚪ 中性觀察,27.49,9.52,86.39999999999999
2.61,2026-03,2520.TW,5.555555555555556,15.06%,2025,312.37,34.0,-35.44,📉 獲利侵蝕,0.52,-347.81,23.17%,冠德,⚪ 中性觀察,-20.24,-74.55,91.79999999999998
5.24,2026-03,6438.TW,11.038062283737025,N/A,2025,367.88,159.5,19.73,⚠️ 獲利稀釋,1.76,-348.15,N/A,迅得,⚪ 中性觀察,26.29,-29.85,216.75
6.04,2026-03,4551.TW,16.532553035844913,11.86%,2025,379.26,226.0,30.43,⚠️ 獲利稀釋,2.7,-348.83,23.25%,智伸科,❌ 暫避觀望,1.71,-27.14,205.05
8.0,2026-03,2480.TW,7.4529667149059335,10.67%,2025,366.95,154.5,17.41,⚠️ 獲利稀釋,2.63,-349.53999999999996,24.08%,敦陽科,⚪ 中性觀察,11.38,6.67,310.95
2.88,2026-03,2027.TW,5.6925205642797785,14.07%,2025,426.15,41.0999984741,76.56,⚠️ 獲利稀釋,1.17,-349.59,25.55%,大成鋼,⚪ 中性觀察,12.63,77.93,108.3
-0.35,2026-03,8201.TW,0.0,N/A,2025,340.82,13.5,-10.0,📉 獲利侵蝕,-0.11,-350.82,N/A,無敵,⚪ 數據不足,1.42,60.23,-16.950000000000003
0.27,2026-03,5309.TWO,129.9999943485185,N/A,2025,318.51,70.1999969482,-33.33,📉 獲利侵蝕,0.09,-351.84,N/A,系統電,❌ 暫避觀望,9.13,-57.38,8.100000000000001
1.14,2026-03,4440.TW,6.751968353740158,N/A,2025,1180.75,17.1499996185,828.57,⚠️ 獲利稀釋,0.51,-352.17999999999995,N/A,宜新實業,⚪ 中性觀察,-4.85,-35.23,38.1
3.41,2026-03,6754.TW,6.827794677175226,N/A,2025,293.96,45.2000007629,-58.62,📉 獲利侵蝕,0.12,-352.58,N/A,匯僑設計,⚪ 中性觀察,-30.87,-46.72,99.3
41.67,2026-03,2383.TW,54.02021700825373,19.80%,2025,401.75,5825.0,49.0,⚠️ 獲利稀釋,14.9,-352.75,28.58%,台光電,❌ 暫避觀望,46.42,47.96,1617.45
0.92,2026-03,6276.TWO,22.110092093119263,N/A,2025,155.69,24.1000003815,-197.83,📉 獲利侵蝕,-0.9,-353.52,N/A,安鈦克,❌ 暫避觀望,20.19,142.59,16.35
4.69,2026-03,6807.TW,2.876830450120586,N/A,2025,286.97,33.4000015259,-66.84,📉 獲利侵蝕,0.63,-353.81000000000006,N/A,峰源-KY,⚪ 中性觀察,-14.72,-47.18,174.14999999999998
21.44,2026-03,3413.TW,6.167146974063401,11.87%,2025,318.21,321.0,-36.27,📉 獲利侵蝕,4.28,-354.47999999999996,23.90%,京鼎,⚪ 中性觀察,26.66,-12.83,780.75
1.87,2026-03,8931.TWO,7.613019615569621,N/A,2025,306.21,42.0999984741,-48.65,📉 獲利侵蝕,0.38,-354.85999999999996,N/A,大汽電,⚪ 中性觀察,-1.74,-19.4,82.94999999999999
1.56,2026-03,3704.TW,17.7007299270073,1.57%,2025,296.16,48.5,-58.82,📉 獲利侵蝕,0.29,-354.98,30.58%,合勤控,❌ 暫避觀望,-2.6,10.87,41.1
-1.95,2026-03,1595.TWO,0.0,-13.38%,2025,237.64,84.6999969482,-117.65,📉 獲利侵蝕,-0.74,-355.28999999999996,26.86%,川寶,⚪ 數據不足,-21.77,-3800.0,-88.5
2.08,2026-03,6215.TW,21.30350194552529,N/A,2025,572.52,109.5,216.67,⚠️ 獲利稀釋,1.14,-355.85,N/A,和椿,❌ 暫避觀望,50.12,-1.42,77.10000000000001
0.13,2026-03,2106.TW,59.48275862068966,1.48%,2025,428.07,17.25,71.43,⚠️ 獲利稀釋,0.12,-356.64,20.30%,建大,❌ 暫避觀望,-0.7,-90.0,4.35
6.27,2026-03,1503.TW,13.193322563274098,7.03%,2025,376.47,245.0,18.72,⚠️ 獲利稀釋,2.79,-357.75,17.20%,士電,⚪ 中性觀察,6.01,7.92,278.55
0.36,2026-03,6624.TWO,247.94118544647057,N/A,2025,529.33,42.1500015259,171.43,⚠️ 獲利稀釋,0.05,-357.90000000000003,N/A,萬年清,❌ 暫避觀望,-10.21,-52.17,2.5500000000000003
-0.73,2026-03,6928.TW,0.0,N/A,2025,242.37,49.5,-117.39,📉 獲利侵蝕,-0.04,-359.76,N/A,攸泰科技,⚪ 數據不足,-2.54,6.41,-11.1
1.85,2026-03,8426.TWO,92.04545454545446,N/A,2025,395.54,20.25,35.38,⚠️ 獲利稀釋,-0.42,-360.16,N/A,紅木-KY,❌ 暫避觀望,-5.62,-63.22,3.300000000000003
3.0,2026-03,3501.TW,5.291073936080207,5.60%,2025,271.35,40.9000015259,-88.89,📉 獲利侵蝕,0.15,-360.24,18.84%,維熹,⚪ 中性觀察,-6.46,-50.98,115.95
7.95,2026-03,1537.TW,6.506147540983607,9.93%,2025,346.01,127.0,-14.23,📉 獲利侵蝕,2.11,-360.24,18.72%,廣隆,⚪ 中性觀察,-18.5,-32.28,292.8
5.85,2026-03,3004.TW,9.007832898172323,9.60%,2025,356.78,138.0,-3.52,📉 獲利侵蝕,1.92,-360.29999999999995,24.39%,豐達科,⚪ 中性觀察,15.8,-24.15,229.8
0.57,2026-03,1473.TW,6.751700810034014,-4.13%,2025,315.63,19.8500003815,-44.8,📉 獲利侵蝕,0.69,-360.43,13.69%,台南,⚪ 中性觀察,-10.32,-81.13,44.1
3.15,2026-03,3430.TWO,18.80503144654088,7.70%,2025,384.64,149.5,23.93,⚠️ 獲利稀釋,1.45,-360.71,23.03%,奇鈦科,❌ 暫避觀望,16.19,-34.24,119.25
4.4,2026-03,5243.TW,9.605263157894736,N/A,2025,408.08,109.5,47.0,⚠️ 獲利稀釋,1.47,-361.08,N/A,乙盛-KY,⚪ 中性觀察,-7.74,30.95,171.0
0.04,2026-03,3050.TW,0.0,-1.07%,2025,172.23,12.9499998093,-188.89,📉 獲利侵蝕,-0.07,-361.12,27.89%,鈺德,⚪ 數據不足,0.72,-92.73,-2.7
9.01,2026-03,2449.TW,14.524421593830336,28.21%,2025,315.93,339.0,-46.72,📉 獲利侵蝕,1.87,-362.65,37.66%,京元電子,⚪ 中性觀察,30.08,41.67,350.09999999999997
1.57,2026-03,8162.TW,21.024389499560975,N/A,2025,303.38,86.1999969482,-60.0,📉 獲利侵蝕,0.12,-363.38,N/A,微矽電子-創,❌ 暫避觀望,19.79,23.62,61.49999999999999
8.13,2026-03,3167.TW,40.69767441860465,18.24%,2025,572.88,805.0,208.82,⚠️ 獲利稀釋,3.19,-364.06,42.12%,大量,❌ 暫避觀望,95.35,474.47,296.70000000000005
-1.06,2026-03,3027.TW,0.0,N/A,2025,280.38,21.5499992371,-83.87,🔄 轉虧為盈,0.05,-364.25,N/A,盛達,⚪ 數據不足,4.18,-342.86,-12.75
19.45,2026-03,3044.TW,11.56518185533306,17.08%,2025,390.24,566.0,25.22,⚠️ 獲利稀釋,5.61,-365.02,25.47%,健鼎,⚪ 中性觀察,11.54,21.94,734.1
-4.38,2026-03,6153.TW,0.0,N/A,2025,409.13,23.9500007629,44.0,⚠️ 獲利稀釋,-0.56,-365.13,N/A,嘉聯益,⚪ 數據不足,-25.69,0.46,-148.64999999999998
3.45,2026-03,2478.TW,27.351916376306622,12.13%,2025,396.55,235.5,28.41,⚠️ 獲利稀釋,1.14,-368.14,24.27%,大毅,❌ 暫避觀望,7.81,8.95,129.14999999999998
0.74,2026-03,6155.TW,89.5370342112963,N/A,2025,311.46,96.6999969482,-57.14,📉 獲利侵蝕,0.18,-368.59999999999997,N/A,鈞寶,❌ 暫避觀望,10.87,-23.71,16.2
0.83,2026-03,2108.TW,13.88888888888889,9.12%,2025,378.36,28.75,9.68,⚠️ 獲利稀釋,0.34,-368.68,25.29%,南帝,⚪ 中性觀察,-16.0,-27.19,31.049999999999997
-2.45,2026-03,1530.TW,0.0,N/A,2025,474.55,29.8500003815,105.36,🔄 轉虧為盈,0.18,-369.19,N/A,亞崴,⚪ 數據不足,0.45,-152.78,-137.25
