eps,prev_year,gm,price,prev_eps,eps_yoy,expansion,date,om,advice,rev_yoy,prev_eps_yoy,status,prev_rev_yoy,name,pe,symbol,est_price
-1.86,2025,N/A,53.5,-1.71,-14.2,-18.68,2025-12,N/A,⚪ 數據不足,4.48,-33.86,📉 獲利侵蝕,1.91,力積電,0.0,6770.TW,-73.35000000000001
8.72,2025,N/A,375.0,6.03,11.79,-18.7,2025-12,N/A,⚪ 數據不足,30.49,14.64,⚠️ 獲利稀釋,37.75,安葆,0.0,7792.TWO,0.0
16.28,2025,N/A,504.0,12.91,41.2,-18.739999999999995,2025-12,N/A,⚪ 數據不足,59.94,74.46,⚠️ 獲利稀釋,75.55,崴寶,0.0,7744.TWO,0.0
6.18,2025,N/A,59.5999984741,3.56,-10.24,-18.79,2025-12,N/A,⚪ 中性觀察,8.55,-26.95,📉 獲利侵蝕,9.03,明安,3.6631836800307314,8938.TWO,244.04999999999998
-3.92,2025,N/A,0.0,-4.17,-48.08,-18.86,2025-12,N/A,⚪ 數據不足,-29.22,-37.5,🌑 雙重衰退,-51.26,心誠鎂,0.0,6934.TW,0.0
0.2,2025,3.78%,7.8200001717,0.16,-47.37,-18.939999999999998,2025-12,0.03%,❌ 暫避觀望,-28.43,-68.0,🌑 雙重衰退,-43.41,三商壽,28.962963598888887,2867.TW,4.050000000000001
24.76,2025,N/A,636.0,16.64,28.04,-19.090000000000003,2025-12,N/A,⚪ 中性觀察,47.13,27.98,⚠️ 獲利稀釋,54.5,洋基工程,11.034004163775155,6691.TW,864.6000000000001
3.3,2025,27.76%,35.5999984741,2.45,-15.42,-19.17,2025-12,22.79%,⚪ 中性觀察,3.75,-20.71,📉 獲利侵蝕,4.82,國產,4.427860506728856,2504.TW,120.6
4.16,2025,N/A,121.0,3.37,0.0,-19.26,2025-12,N/A,⚪ 中性觀察,19.26,-2.88,📉 獲利侵蝕,19.53,虎門科技,11.490978157644825,6791.TWO,157.95
-2.43,2025,N/A,14.3999996185,-1.49,-28.57,-19.33,2025-12,N/A,⚪ 數據不足,-9.24,-0.68,🌑 雙重衰退,-8.87,康那香,0.0,9919.TW,-63.3
3.77,2025,N/A,90.6999969482,2.21,-7.65,-19.43,2025-12,N/A,⚪ 中性觀察,11.78,-26.01,📉 獲利侵蝕,11.06,迎廣,12.42465711619178,6117.TW,109.50000000000001
5.11,2025,N/A,79.0,3.18,-8.26,-19.490000000000002,2025-12,N/A,⚪ 中性觀察,11.23,-38.85,📉 獲利侵蝕,7.39,博弘,6.605351170568562,6997.TWO,179.4
41.98,2025,N/A,2070.0,19.9,3.78,-19.509999999999998,2025-12,N/A,❌ 暫避觀望,23.29,-27.04,⚠️ 獲利稀釋,7.55,群聯,27.04114957544089,8299.TWO,1148.25
2.3,2025,45.13%,57.9000015259,1.25,-22.56,-19.59,2025-12,17.87%,⚪ 中性觀察,-2.97,-44.93,🌑 雙重衰退,-10.95,精湛,12.866667005755556,2070.TWO,67.5
10.75,2025,18.77%,154.5,7.25,0.37,-19.619999999999997,2025-12,15.81%,⚪ 中性觀察,19.99,7.57,⚠️ 獲利稀釋,16.0,潤弘,6.360642239604775,2597.TW,364.35
6.18,2025,N/A,119.0,4.41,-4.63,-19.669999999999998,2025-12,N/A,⚪ 中性觀察,15.04,-14.37,📉 獲利侵蝕,9.06,博大,8.062330623306233,8109.TWO,221.4
3.18,2025,N/A,77.5999984741,2.46,-30.29,-19.78,2025-12,N/A,⚪ 中性觀察,-10.51,-25.46,🌑 雙重衰退,-9.94,晶焱,10.416107177731543,6411.TWO,111.75000000000001
3.59,2025,N/A,53.4000015259,2.65,7.23,-19.82,2025-12,N/A,⚪ 中性觀察,27.05,6.94,⚠️ 獲利稀釋,24.69,創為精密,6.173410581028902,6899.TWO,129.75
4.1,2025,N/A,25.8500003815,3.03,-24.63,-19.919999999999998,2025-12,N/A,⚪ 中性觀察,-4.71,-35.26,🌑 雙重衰退,-3.47,寶成,2.5594059783663368,9904.TW,151.5
13.02,2025,N/A,157.0,9.16,-14.96,-20.01,2025-12,N/A,⚪ 中性觀察,5.05,-12.51,📉 獲利侵蝕,8.16,來億-KY,4.763349514563107,6890.TW,494.40000000000003
20.1,2025,30.19%,336.0,14.33,-16.94,-20.09,2025-12,19.16%,⚪ 中性觀察,3.15,-20.3,📉 獲利侵蝕,5.39,儒鴻,6.876790830945559,1476.TW,732.9
1.54,2025,31.33%,102.0,0.94,-14.53,-20.169999999999998,2025-12,12.18%,❌ 暫避觀望,5.64,-42.24,📉 獲利侵蝕,8.42,達邁,31.288343558282207,3645.TW,48.900000000000006
11.21,2025,23.92%,75.6999969482,7.64,-33.63,-20.380000000000003,2025-12,18.94%,⚪ 中性觀察,-13.25,-38.09,🌑 雙重衰退,-11.06,萬海,2.973291317682639,2615.TW,381.90000000000003
7.78,2025,N/A,100.5,5.84,-26.4,-20.479999999999997,2025-12,N/A,⚪ 中性觀察,-5.92,-21.61,🌑 雙重衰退,-0.64,達爾膚,4.9192364170337735,6523.TWO,306.45000000000005
2.15,2025,18.10%,85.4000015259,1.64,-10.04,-20.58,2025-12,4.42%,⚪ 中性觀察,10.54,3.14,📉 獲利侵蝕,10.26,利機,14.749568484611398,3444.TWO,86.85
10.18,2025,N/A,158.0,5.41,-25.35,-20.61,2025-12,N/A,⚪ 中性觀察,-4.74,-29.25,🌑 雙重衰退,-6.88,裕慶-KY,8.49919311457773,6957.TW,278.85
1.18,2025,N/A,69.5,0.98,-20.27,-20.63,2025-12,N/A,❌ 暫避觀望,0.36,-8.41,📉 獲利侵蝕,3.67,艾華,23.720136518771334,6204.TWO,43.949999999999996
-1.51,2025,1.54%,24.3999996185,-1.14,6.88,-20.650000000000002,2025-12,-34.06%,⚪ 數據不足,27.53,18.25,⚠️ 獲利稀釋,42.64,位速,0.0,3508.TWO,-59.7
7.48,2025,N/A,204.5,4.96,-18.46,-20.66,2025-12,N/A,⚪ 中性觀察,2.2,-30.26,📉 獲利侵蝕,-4.79,力成,12.100591715976332,6239.TW,253.49999999999997
-2.16,2025,-18.95%,10.6999998093,-2.36,-66.41,-20.75,2025-12,-73.69%,⚪ 數據不足,-45.66,-161.36,🌑 雙重衰退,-36.93,隆銘綠能,0.0,3018.TW,-81.14999999999999
159.41,2025,47.97%,2595.0,109.06,-17.91,-20.75,2025-12,36.75%,⚪ 中性觀察,2.84,-15.56,📉 獲利侵蝕,6.5,大立光,6.961583860929284,3008.TW,5591.4
5.77,2025,28.71%,76.0,3.81,-18.35,-20.76,2025-12,12.48%,⚪ 中性觀察,2.41,-26.64,📉 獲利侵蝕,11.19,友輝,5.714285714285714,4933.TWO,199.5
12.25,2025,N/A,170.5,8.74,-27.39,-20.82,2025-12,N/A,⚪ 中性觀察,-6.57,-18.99,🌑 雙重衰退,-7.59,豐祥-KY,5.685228409469823,5288.TW,449.85
6.33,2025,N/A,127.0,4.34,24.26,-20.84,2025-12,N/A,⚪ 中性觀察,45.1,60.59,⚠️ 獲利稀釋,55.99,創泓科技,8.89978976874562,7714.TWO,214.04999999999998
72.7,2025,N/A,1305.0,52.62,45.15,-20.85,2025-12,N/A,⚪ 中性觀察,66.0,40.25,⚠️ 獲利稀釋,60.07,祥碩,7.538123844731977,5269.TW,2596.8
3.81,2025,44.64%,56.0,2.89,-32.69,-20.869999999999997,2025-12,12.42%,⚪ 中性觀察,-11.82,-27.93,🌑 雙重衰退,-12.22,曜亞,5.5888223552894205,4138.TWO,150.3
5.28,2025,32.18%,157.5,3.95,-15.57,-20.91,2025-12,14.07%,⚪ 中性觀察,5.34,-13.57,📉 獲利侵蝕,7.28,晶技,12.050497322111706,3042.TW,196.05
0.7,2025,28.61%,28.0499992371,0.32,-40.68,-21.02,2025-12,8.69%,❌ 暫避觀望,-19.66,-56.16,🌑 雙重衰退,-24.68,微端,34.629628687777775,3285.TWO,12.15
6.71,2025,N/A,131.0,4.07,-23.02,-21.13,2025-12,N/A,⚪ 中性觀察,-1.89,18.54,🌑 雙重衰退,-1.72,中美晶,9.135285913528591,5483.TWO,215.10000000000002
2.27,2025,N/A,36.7000007629,1.77,-17.45,-21.18,2025-12,N/A,⚪ 中性觀察,3.73,-8.29,📉 獲利侵蝕,1.46,志超,6.209814003874789,8213.TW,88.64999999999999
4.99,2025,32.82%,203.0,3.09,-18.86,-21.39,2025-12,27.31%,❌ 暫避觀望,2.53,-30.87,📉 獲利侵蝕,-1.5,精材,18.726937269372694,3374.TWO,162.6
9.05,2025,16.76%,124.5,8.01,-27.23,-21.5,2025-12,6.72%,⚪ 中性觀察,-5.73,-12.04,🌑 雙重衰退,-3.53,群光,5.102459016393442,2385.TW,366.00000000000006
4.18,2025,N/A,90.0,3.44,-0.48,-21.51,2025-12,N/A,⚪ 中性觀察,21.03,3.3,📉 獲利侵蝕,22.78,三聯,8.763388510223953,5493.TWO,154.04999999999998
2.13,2025,19.71%,22.2999992371,1.66,-31.07,-21.560000000000002,2025-12,12.02%,⚪ 中性觀察,-9.51,-41.75,🌑 雙重衰退,-8.33,美亞,4.091742979284404,2020.TW,81.75
2.52,2025,N/A,78.4000015259,1.78,-26.32,-21.73,2025-12,N/A,⚪ 中性觀察,-4.59,-28.8,🌑 雙重衰退,-6.36,日揚,12.424722904263074,6208.TWO,94.64999999999999
1.56,2025,12.48%,47.2000007629,1.22,-22.0,-21.77,2025-12,4.05%,⚪ 中性觀察,-0.23,-13.48,🌑 雙重衰退,4.37,廣宇,11.568627637965685,2328.TW,61.2
2.73,2025,N/A,62.7999992371,1.72,-23.53,-21.8,2025-12,N/A,⚪ 中性觀察,-1.73,-32.02,🌑 雙重衰退,-1.49,正基,10.244698081092986,6546.TWO,91.95
2.48,2025,N/A,69.0,0.91,-52.99,-21.830000000000002,2025-12,N/A,⚪ 中性觀察,-31.16,-75.62,🌑 雙重衰退,-37.61,榮田,14.775160599571734,7709.TWO,70.05
-0.96,2025,12.86%,13.6999998093,-0.75,-15.66,-21.96,2025-12,-5.35%,⚪ 數據不足,6.3,-2.74,📉 獲利侵蝕,10.72,建舜電,0.0,3322.TWO,-39.300000000000004
4.31,2025,27.05%,308.5,3.01,-22.62,-22.09,2025-12,4.85%,❌ 暫避觀望,-0.53,-35.13,🌑 雙重衰退,-1.42,上銀,29.578139980824545,2049.TW,156.45
32.84,2025,34.25%,515.0,22.41,-14.37,-22.14,2025-12,20.51%,⚪ 中性觀察,7.77,-27.07,📉 獲利侵蝕,0.68,玉晶光,7.068350260774087,3406.TW,1092.9
-7.24,2025,N/A,81.8000030518,-5.76,21.08,-22.160000000000004,2025-12,N/A,⚪ 數據不足,43.24,10.97,⚠️ 獲利稀釋,41.35,益安,0.0,6499.TWO,-281.84999999999997
1.44,2025,N/A,0.0,1.05,5.88,-22.48,2025-12,N/A,⚪ 數據不足,28.36,41.89,⚠️ 獲利稀釋,28.6,宏�砦C戲-創,0.0,6908.TW,0.0
15.29,2025,N/A,536.0,10.68,-25.74,-22.5,2025-12,N/A,❌ 暫避觀望,-3.24,-45.48,🌑 雙重衰退,-0.4,環球晶,15.064643057897696,6488.TWO,533.6999999999999
2.35,2025,N/A,64.6999969482,1.44,-21.14,-22.5,2025-12,N/A,⚪ 中性觀察,1.36,-32.39,📉 獲利侵蝕,1.48,諾貝兒,10.435483378741935,6844.TWO,93.0
5.42,2025,N/A,112.5,3.57,-28.68,-22.55,2025-12,N/A,⚪ 中性觀察,-6.13,-47.73,🌑 雙重衰退,-6.32,博盛半導體,9.161237785016286,7712.TWO,184.20000000000002
8.29,2025,N/A,172.0,6.02,-19.59,-22.57,2025-12,N/A,⚪ 中性觀察,2.98,-29.18,📉 獲利侵蝕,7.33,三集瑞-KY,8.309178743961352,6862.TW,310.5
2.18,2025,N/A,68.5999984741,1.54,-27.57,-22.57,2025-12,N/A,⚪ 中性觀察,-5.0,-45.77,🌑 雙重衰退,-1.21,華宏,12.495445987996357,8240.TWO,82.35000000000001
3.92,2025,N/A,138.0,2.48,-18.72,-22.58,2025-12,N/A,❌ 暫避觀望,3.86,-33.88,📉 獲利侵蝕,1.29,科定,15.50561797752809,6655.TW,133.5
-2.15,2025,19.82%,28.5,-1.29,-73.98,-22.64,2025-12,-262.93%,⚪ 數據不足,-51.34,-74.32,🌑 雙重衰退,-48.42,鴻華先進-創,0.0,2258.TW,-66.3
2.0,2025,N/A,91.6999969482,1.51,-25.66,-22.64,2025-12,N/A,❌ 暫避觀望,-3.02,-32.58,🌑 雙重衰退,-0.59,詮欣,18.01571649277014,6205.TW,76.35
6.9,2025,N/A,168.0,5.79,-8.99,-22.66,2025-12,N/A,⚪ 中性觀察,13.67,-0.69,📉 獲利侵蝕,24.0,宸曜,9.165302782324058,6922.TWO,274.95000000000005
3.71,2025,23.43%,61.0,2.32,-30.65,-22.7,2025-12,12.74%,⚪ 中性觀察,-7.95,-36.61,🌑 雙重衰退,-5.97,富林-KY,6.92395005675369,1341.TW,132.14999999999998
2.97,2025,37.27%,316.0,1.92,-18.46,-22.75,2025-12,21.78%,❌ 暫避觀望,4.29,-34.36,📉 獲利侵蝕,-3.9,全新,46.53902798232695,2455.TW,101.85
2.51,2025,N/A,132.5,1.89,-49.48,-22.799999999999997,2025-12,N/A,❌ 暫避觀望,-26.68,-50.93,🌑 雙重衰退,-28.87,全訊,19.984917043740573,5222.TW,99.45
4.2,2025,N/A,57.5,3.18,-8.03,-22.869999999999997,2025-12,N/A,⚪ 中性觀察,14.84,2.91,📉 獲利侵蝕,17.25,展�眥篕�,5.528846153846153,6776.TW,156.0
32.29,2025,N/A,0.0,22.26,41.25,-22.950000000000003,2025-12,N/A,⚪ 數據不足,64.2,39.26,⚠️ 獲利稀釋,60.19,兆聯實業,0.0,6944.TW,0.0
-1.25,2025,-26.90%,54.7999992371,-1.46,-112.33,-23.010000000000005,2025-12,-63.96%,⚪ 數據不足,-89.32,-117.3,🌑 雙重衰退,-89.05,新復興,0.0,4909.TWO,-71.25
1.38,2025,5.82%,29.7000007629,1.06,-39.91,-23.129999999999995,2025-12,1.38%,⚪ 中性觀察,-16.78,-42.93,🌑 雙重衰退,-16.8,仁寶,8.366197398,2324.TW,53.25
4.6,2025,37.68%,79.4000015259,3.37,-19.33,-23.349999999999998,2025-12,21.70%,⚪ 中性觀察,4.02,-27.88,📉 獲利侵蝕,-5.13,漢田生技,6.910356964830287,1294.TWO,172.35
2.37,2025,N/A,30.2000007629,1.65,-25.47,-23.369999999999997,2025-12,N/A,⚪ 中性觀察,-2.1,-24.66,🌑 雙重衰退,-0.04,三能-KY,5.763358924217558,6671.TW,78.6
3.73,2025,19.39%,87.5999984741,2.77,-18.02,-23.369999999999997,2025-12,7.43%,⚪ 中性觀察,5.35,-20.4,📉 獲利侵蝕,5.21,凱美,9.584244909638949,2375.TW,137.10000000000002
-3.68,2025,8.14%,25.5,-3.2,-24.32,-23.5,2025-12,-46.94%,⚪ 數據不足,-0.82,-25.49,🌑 雙重衰退,17.04,永邑-KY,0.0,2939.TW,-149.25000000000003
11.11,2025,N/A,0.0,9.06,29.9,-23.520000000000003,2025-12,N/A,⚪ 數據不足,53.42,49.5,⚠️ 獲利稀釋,57.65,東方風能,0.0,7786.TW,0.0
5.48,2025,25.97%,164.5,3.73,-12.04,-23.59,2025-12,19.26%,⚪ 中性觀察,11.55,-20.3,📉 獲利侵蝕,10.78,台星科,12.702702702702704,3265.TWO,194.25
-0.43,2025,37.85%,14.1999998093,-0.16,-112.91,-23.590000000000003,2025-12,-47.25%,⚪ 數據不足,-89.32,-105.26,🌑 雙重衰退,-87.01,聯上,0.0,4113.TWO,-7.800000000000001
6.85,2025,34.04%,72.8000030518,3.61,-51.27,-23.640000000000004,2025-12,22.47%,⚪ 中性觀察,-27.63,-70.84,🌑 雙重衰退,-24.42,海悅,4.530180650392035,2348.TW,241.05
1.22,2025,40.97%,62.4000015259,1.04,15.09,-23.669999999999998,2025-12,11.18%,❌ 暫避觀望,38.76,100.0,⚠️ 獲利稀釋,87.79,港建*,18.68263518739521,3093.TWO,50.099999999999994
2.85,2025,31.96%,31.3500003815,2.01,-23.39,-23.72,2025-12,13.66%,⚪ 中性觀察,0.33,-27.17,📉 獲利侵蝕,0.47,三芳,4.543478316159421,1307.TW,103.49999999999999
0.57,2025,30.11%,30.3500003815,0.53,-29.63,-23.81,2025-12,7.94%,❌ 暫避觀望,-5.82,10.42,🌑 雙重衰退,-8.68,協禧,18.968750238437497,3071.TWO,24.0
2.19,2025,N/A,40.2999992371,1.45,1.86,-23.91,2025-12,N/A,⚪ 中性觀察,25.77,-11.59,⚠️ 獲利稀釋,20.85,光菱,8.7799562608061,8032.TWO,68.85
-2.68,2025,39.56%,62.7000007629,-1.31,-28.85,-23.93,2025-12,-24.14%,⚪ 數據不足,-4.92,16.13,🌑 雙重衰退,-1.39,華廣,0.0,4737.TW,-69.75
3.08,2025,N/A,69.9000015259,2.29,-25.6,-24.110000000000003,2025-12,N/A,⚪ 中性觀察,-1.49,-15.81,🌑 雙重衰退,-2.96,宏正,9.054404342733159,6277.TW,115.80000000000001
2.32,2025,N/A,0.0,1.59,-34.28,-24.21,2025-12,N/A,⚪ 數據不足,-10.07,-21.29,🌑 雙重衰退,0.15,弘煜科,0.0,6482.TWO,0.0
12.75,2025,N/A,1480.0,9.4,-14.04,-24.229999999999997,2025-12,N/A,❌ 暫避觀望,10.19,0.87,📉 獲利侵蝕,26.61,均華,51.17565698478562,6640.TWO,433.79999999999995
1.01,2025,20.96%,34.0999984741,-0.37,-68.84,-24.230000000000004,2025-12,4.39%,❌ 暫避觀望,-44.61,-111.11,🔄 轉虧為盈,-49.07,南港,487.14283534428574,2101.TW,1.0499999999999998
4.6,2025,30.24%,71.3000030518,3.34,-30.72,-24.36,2025-12,9.23%,⚪ 中性觀察,-6.36,-29.98,🌑 雙重衰退,-6.27,億光,6.3041558843324506,2393.TW,169.64999999999998
2.87,2025,N/A,34.75,2.6,-39.39,-24.36,2025-12,N/A,⚪ 中性觀察,-15.03,-35.9,🌑 雙重衰退,-16.15,奕力-KY,3.685047720042417,6962.TW,141.45000000000002
1.65,2025,13.61%,32.25,1.62,-21.15,-24.54,2025-12,8.70%,⚪ 中性觀察,3.39,-11.48,📉 獲利侵蝕,3.44,大亞,7.396788990825687,1609.TW,65.4
4.38,2025,N/A,78.9000015259,2.89,-28.08,-24.549999999999997,2025-12,N/A,⚪ 中性觀察,-3.53,-32.55,🌑 雙重衰退,-3.19,立端,7.773399165113299,6245.TWO,152.25
1.88,2025,14.91%,27.7999992371,0.96,1.06,-24.57,2025-12,7.25%,⚪ 中性觀察,25.63,-15.52,⚠️ 獲利稀釋,23.4,倚天酷��-創,7.765362915391061,2432.TW,53.7
4.34,2025,N/A,133.0,3.41,-2.92,-24.58,2025-12,N/A,⚪ 中性觀察,21.66,32.81,📉 獲利侵蝕,29.26,鴻呈,12.406716417910449,6913.TWO,160.79999999999998
7.54,2025,N/A,93.6999969482,4.69,17.08,-24.800000000000004,2025-12,N/A,⚪ 中性觀察,41.88,12.47,⚠️ 獲利稀釋,49.53,茂綸,6.017983105215157,6227.TWO,233.55
19.45,2025,6.33%,322.0,13.7,25.55,-24.99,2025-12,3.76%,⚪ 中性觀察,50.54,20.44,⚠️ 獲利稀釋,49.49,廣達,6.759026028547439,2382.TW,714.6
1.16,2025,N/A,36.4000015259,1.06,-21.62,-25.04,2025-12,N/A,⚪ 中性觀察,3.42,-10.17,📉 獲利侵蝕,2.96,晉倫,11.1314989375841,6151.TWO,49.05
0.91,2025,38.83%,130.5,0.5,-15.24,-25.05,2025-12,9.16%,❌ 暫避觀望,9.81,-36.36,📉 獲利侵蝕,2.59,直得,75.0,1597.TW,26.1
2.42,2025,23.29%,62.2000007629,1.98,-18.15,-25.14,2025-12,6.47%,⚪ 中性觀察,6.99,-17.76,📉 獲利侵蝕,4.91,東元,10.081037400794164,1504.TW,92.55000000000001
6.46,2025,N/A,87.0999984741,3.72,-10.28,-25.31,2025-12,N/A,⚪ 中性觀察,15.03,-24.7,📉 獲利侵蝕,15.7,振曜,6.7154971838165,6143.TWO,194.55
6.5,2025,12.33%,75.6999969482,4.37,24.8,-25.45,2025-12,8.34%,⚪ 中性觀察,50.25,25.0,⚠️ 獲利稀釋,47.68,達欣工,5.213498412410468,2535.TW,217.79999999999998
3.99,2025,16.71%,63.2999992371,3.19,-33.62,-25.5,2025-12,2.64%,⚪ 中性觀察,-8.12,-40.86,🌑 雙重衰退,-5.59,IKKA-KY,5.9943181095738645,2250.TW,158.39999999999998
2.65,2025,17.58%,78.0,2.14,-48.92,-25.520000000000003,2025-12,7.03%,⚪ 中性觀察,-23.4,-48.53,🌑 雙重衰退,-22.96,中碳,10.626702997275205,1723.TW,110.1
9.07,2025,N/A,1140.0,5.62,38.43,-25.940000000000005,2025-12,N/A,❌ 暫避觀望,64.37,1.46,⚠️ 獲利稀釋,42.57,高力,60.190073917634635,8996.TW,284.1
18.24,2025,29.04%,236.0,14.09,-34.08,-25.96,2025-12,5.17%,⚪ 中性觀察,-8.12,-36.42,🌑 雙重衰退,-8.48,瑞鼎,4.92282019190655,3592.TW,719.0999999999999
10.2,2025,28.63%,225.5,8.4,-52.93,-26.12,2025-12,14.44%,⚪ 中性觀察,-26.81,-48.81,🌑 雙重衰退,-24.07,上品,8.493408662900187,4770.TW,398.25000000000006
3.32,2025,54.86%,98.1999969482,2.43,-29.66,-26.18,2025-12,13.53%,⚪ 中性觀察,-3.48,-27.89,🏰 高護城河,-0.17,桓達,11.788715119831933,4549.TWO,124.95
0.28,2025,24.73%,13.1000003815,0.33,-57.58,-26.189999999999998,2025-12,-2.71%,⚪ 中性觀察,-31.39,65.0,🌑 雙重衰退,25.83,憶聲,11.90909125590909,3024.TW,16.5
2.39,2025,N/A,33.9500007629,0.96,-26.77,-26.259999999999998,2025-12,N/A,⚪ 中性觀察,-0.51,-46.02,🌑 雙重衰退,6.74,精星,9.84057993127536,8183.TWO,51.75
1.33,2025,23.19%,29.2000007629,0.94,-30.16,-26.36,2025-12,4.10%,⚪ 中性觀察,-3.8,-32.61,🌑 雙重衰退,-2.17,佳格,9.182390177012579,1227.TW,47.7
1.86,2025,17.44%,49.9000015259,1.58,-13.89,-26.47,2025-12,-0.45%,⚪ 中性觀察,12.58,-21.39,📉 獲利侵蝕,17.03,全漢,12.35148552621287,3015.TW,60.6
9.93,2025,N/A,247.0,6.88,0.71,-26.58,2025-12,N/A,⚪ 中性觀察,27.29,2.53,⚠️ 獲利稀釋,37.75,華懋,10.248962655601659,5292.TW,361.5
15.5,2025,29.12%,619.0,13.32,-38.69,-26.729999999999997,2025-12,0.48%,⚪ 中性觀察,-11.96,-36.05,🌑 雙重衰退,-5.96,營邦,13.462374945628534,3693.TWO,689.6999999999999
1.94,2025,63.82%,83.8000030518,1.46,-61.35,-26.800000000000004,2025-12,13.96%,❌ 暫避觀望,-34.55,-66.67,🏰 高護城河,-37.28,友威科,17.75423793470339,3580.TWO,70.8
6.32,2025,N/A,111.5,4.35,-22.95,-26.86,2025-12,N/A,⚪ 中性觀察,3.91,-27.55,📉 獲利侵蝕,9.61,全宇昕,7.364597093791282,6651.TWO,227.1
1.53,2025,16.95%,21.2000007629,1.11,6.99,-26.96,2025-12,3.22%,⚪ 中性觀察,33.95,8.91,⚠️ 獲利稀釋,18.73,三商電,5.273632030572139,2427.TW,60.300000000000004
28.13,2025,19.04%,4120.0,19.48,9.24,-27.08,2025-12,10.13%,❌ 暫避觀望,36.32,0.26,⚠️ 獲利稀釋,14.3,創意,60.77592565275115,3443.TW,1016.8499999999999
10.74,2025,N/A,106.0,6.27,-15.51,-27.14,2025-12,N/A,⚪ 中性觀察,11.63,-32.23,📉 獲利侵蝕,13.16,胡連,4.409317803660566,6279.TWO,360.5999999999999
13.99,2025,42.20%,871.0,8.68,-6.3,-27.19,2025-12,19.22%,❌ 暫避觀望,20.89,-8.44,📉 獲利侵蝕,25.2,華城,28.187702265372167,1519.TW,463.50000000000006
-7.62,2025,10.51%,113.0,-8.15,-35.83,-27.29,2025-12,-1.93%,⚪ 數據不足,-8.54,-436.18,🌑 雙重衰退,-33.93,碩禾,0.0,3691.TWO,-356.70000000000005
1.84,2025,N/A,66.4000015259,2.31,-42.86,-27.39,2025-12,N/A,⚪ 中性觀察,-15.47,-58.3,🌑 雙重衰退,-16.86,巨大,10.199693014731182,9921.TW,97.64999999999999
70.17,2025,51.54%,2650.0,47.64,-15.21,-27.490000000000002,2025-12,29.92%,❌ 暫避觀望,12.28,-16.1,🏰 高護城河,12.55,嘉澤,16.063526701824575,3533.TW,2474.55
6.77,2025,N/A,77.3000030518,5.32,-17.06,-27.52,2025-12,N/A,⚪ 中性觀察,10.46,-8.3,📉 獲利侵蝕,16.51,志強-KY,4.013499639241952,6768.TW,288.90000000000003
2.76,2025,25.49%,80.0,1.78,-5.15,-27.71,2025-12,0.20%,❌ 暫避觀望,22.56,-10.55,📉 獲利侵蝕,23.69,台聯電,23.80952380952381,4905.TWO,50.4
0.31,2025,N/A,56.9000015259,0.24,-17.95,-27.759999999999998,2025-12,N/A,❌ 暫避觀望,9.81,-24.24,📉 獲利侵蝕,9.23,邑昇,98.10345090672413,5291.TWO,8.700000000000001
-1.01,2025,N/A,12.8999996185,-0.39,-17.44,-27.87,2025-12,N/A,⚪ 數據不足,10.43,40.0,📉 獲利侵蝕,7.62,福華,0.0,8085.TWO,-35.699999999999996
4.74,2025,18.27%,134.5,2.95,-22.96,-27.87,2025-12,6.37%,⚪ 中性觀察,4.91,-30.82,📉 獲利侵蝕,4.98,華新科,13.923395445134576,2492.TW,144.9
-1.93,2025,N/A,33.9000015259,-1.11,-3.35,-27.950000000000003,2025-12,N/A,⚪ 數據不足,24.6,11.02,📉 獲利侵蝕,17.0,中揚光,0.0,6668.TW,-61.49999999999999
3.63,2025,N/A,64.0999984741,2.58,-9.05,-27.96,2025-12,N/A,⚪ 中性觀察,18.91,-10.73,📉 獲利侵蝕,16.83,訊連,7.621878534375743,5203.TW,126.15
1.0,2025,31.61%,29.4500007629,0.64,-5.94,-28.09,2025-12,15.00%,⚪ 中性觀察,22.15,-18.92,📉 獲利侵蝕,23.64,承業醫,14.949238965939085,4164.TW,29.550000000000004
4.58,2025,N/A,38.8499984741,2.54,-40.21,-28.18,2025-12,N/A,⚪ 中性觀察,-12.03,0.0,🌑 雙重衰退,-2.88,寶綠特-KY,3.5222120103445143,6887.TW,165.45000000000002
0.09,2025,N/A,38.2999992371,-1.99,-98.58,-28.209999999999994,2025-12,N/A,⚪ 數據不足,-70.37,-155.28,🔄 轉虧為盈,-85.68,欣巴巴,0.0,9906.TW,-65.1
5.39,2025,52.84%,50.5999984741,6.01,-72.4,-28.340000000000003,2025-12,-23.97%,⚪ 中性觀察,-44.06,-67.23,🏰 高護城河,-39.72,華友聯,3.4539248105187714,1436.TW,219.74999999999997
6.7,2025,30.63%,273.0,5.02,-38.87,-28.379999999999995,2025-12,10.84%,❌ 暫避觀望,-10.49,-41.63,🌑 雙重衰退,-9.39,宇隆,16.02112676056338,2233.TW,255.6
4.36,2025,32.99%,0.0,2.72,-15.98,-28.64,2025-12,19.39%,⚪ 數據不足,12.66,-30.26,📉 獲利侵蝕,10.54,鉅祥,0.0,2476.TW,0.0
6.04,2025,23.25%,132.0,3.64,-27.14,-28.85,2025-12,11.86%,⚪ 中性觀察,1.71,-23.04,📉 獲利侵蝕,1.19,智伸科,10.122699386503069,4551.TW,195.6
0.71,2025,15.31%,13.8500003815,0.53,-49.63,-28.85,2025-12,0.88%,⚪ 中性觀察,-20.78,-66.44,🌑 雙重衰退,-7.06,三商,10.653846447307693,2905.TW,19.499999999999996
