prev_eps_yoy,status,price,advice,date,om,prev_rev_yoy,name,pe,eps,symbol,rev_yoy,expansion,eps_yoy,est_price,prev_year,prev_eps,gm
10.87,📉 獲利侵蝕,41.4000015259,❌ 暫避觀望,2026-03,1.57%,-2.6,合勤控,15.1094896079927,0.29,3704.TW,296.16,-354.98,-58.82,41.1,2025,1.56,30.58%
-3800.0,📉 獲利侵蝕,50.0,⚪ 數據不足,2026-03,-13.38%,-21.77,川寶,0.0,-0.74,1595.TWO,237.64,-355.28999999999996,-117.65,-88.5,2025,-1.95,26.86%
-1.42,⚠️ 獲利稀釋,86.5,❌ 暫避觀望,2026-03,N/A,50.12,和椿,16.828793774319063,1.14,6215.TW,572.52,-355.85,216.67,77.10000000000001,2025,2.08,N/A
-90.0,⚠️ 獲利稀釋,18.1499996185,❌ 暫避觀望,2026-03,1.48%,-0.7,建大,62.58620558103449,0.12,2106.TW,428.07,-356.64,71.43,4.35,2025,0.13,20.30%
7.92,⚠️ 獲利稀釋,195.0,⚪ 中性觀察,2026-03,7.03%,6.01,士電,10.500807754442649,2.79,1503.TW,376.47,-357.75,18.72,278.55,2025,6.27,17.20%
-52.17,⚠️ 獲利稀釋,0.0,⚪ 數據不足,2026-03,N/A,-10.21,萬年清,0.0,0.05,6624.TWO,529.33,-357.90000000000003,171.43,0.0,2025,0.36,N/A
6.41,📉 獲利侵蝕,48.0,⚪ 數據不足,2026-03,N/A,-2.54,攸泰科技,0.0,-0.04,6928.TW,242.37,-359.76,-117.39,-11.1,2025,-0.73,N/A
-63.22,⚠️ 獲利稀釋,21.0,❌ 暫避觀望,2026-03,N/A,-5.62,紅木-KY,95.45454545454537,-0.42,8426.TWO,395.54,-360.16,35.38,3.300000000000003,2025,1.85,N/A
-50.98,📉 獲利侵蝕,39.9500007629,⚪ 中性觀察,2026-03,5.60%,-6.46,維熹,5.1681760365976706,0.15,3501.TW,271.35,-360.24,-88.89,115.95,2025,3.0,18.84%
-32.28,📉 獲利侵蝕,126.5,⚪ 中性觀察,2026-03,9.93%,-18.5,廣隆,6.480532786885246,2.11,1537.TW,346.01,-360.24,-14.23,292.8,2025,7.95,18.72%
-24.15,📉 獲利侵蝕,135.0,⚪ 中性觀察,2026-03,9.60%,15.8,豐達科,8.81201044386423,1.92,3004.TW,356.78,-360.29999999999995,-3.52,229.8,2025,5.85,24.39%
-81.13,📉 獲利侵蝕,19.8999996185,⚪ 中性觀察,2026-03,-4.13%,-10.32,台南,6.768707353231293,0.69,1473.TW,315.63,-360.43,-44.8,44.1,2025,0.57,13.69%
-34.24,⚠️ 獲利稀釋,97.3000030518,⚪ 中性觀察,2026-03,7.70%,16.19,奇鈦科,12.238994094566038,1.45,3430.TWO,384.64,-360.71,23.93,119.25,2025,3.15,23.03%
30.95,⚠️ 獲利稀釋,77.0,⚪ 中性觀察,2026-03,N/A,-7.74,乙盛-KY,6.754385964912281,1.47,5243.TW,408.08,-361.08,47.0,171.0,2025,4.4,N/A
-92.73,📉 獲利侵蝕,11.1999998093,⚪ 數據不足,2026-03,-1.07%,0.72,鈺德,0.0,-0.07,3050.TW,172.23,-361.12,-188.89,-2.7,2025,0.04,27.89%
41.67,📉 獲利侵蝕,223.5,⚪ 中性觀察,2026-03,28.21%,30.08,京元電子,9.575835475578408,1.87,2449.TW,315.93,-362.65,-46.72,350.09999999999997,2025,9.01,37.66%
23.62,📉 獲利侵蝕,48.2000007629,⚪ 中性觀察,2026-03,N/A,19.79,微矽電子-創,11.75609774704878,0.12,8162.TW,303.38,-363.38,-60.0,61.49999999999999,2025,1.57,N/A
474.47,⚠️ 獲利稀釋,486.0,❌ 暫避觀望,2026-03,18.24%,95.35,大量,24.570273003033364,3.19,3167.TW,572.88,-364.06,208.82,296.70000000000005,2025,8.13,42.12%
-342.86,🔄 轉虧為盈,18.3500003815,⚪ 數據不足,2026-03,N/A,4.18,盛達,0.0,0.05,3027.TW,280.38,-364.25,-83.87,-12.75,2025,-1.06,N/A
21.94,⚠️ 獲利稀釋,369.0,⚪ 中性觀察,2026-03,17.08%,11.54,健鼎,7.539844707805475,5.61,3044.TW,390.24,-365.02,25.22,734.1,2025,19.45,25.47%
0.46,⚠️ 獲利稀釋,14.0500001907,⚪ 數據不足,2026-03,N/A,-25.69,嘉聯益,0.0,-0.56,6153.TW,409.13,-365.13,44.0,-148.64999999999998,2025,-4.38,N/A
8.95,⚠️ 獲利稀釋,108.5,⚪ 中性觀察,2026-03,12.13%,7.81,大毅,12.601626016260164,1.14,2478.TW,396.55,-368.14,28.41,129.14999999999998,2025,3.45,24.27%
-23.71,📉 獲利侵蝕,51.2000007629,❌ 暫避觀望,2026-03,N/A,10.87,鈞寶,47.4074081137963,0.18,6155.TW,311.46,-368.59999999999997,-57.14,16.2,2025,0.74,N/A
-27.19,⚠️ 獲利稀釋,27.5,⚪ 中性觀察,2026-03,9.12%,-16.0,南帝,13.285024154589372,0.34,2108.TW,378.36,-368.68,9.68,31.049999999999997,2025,0.83,25.29%
-152.78,🔄 轉虧為盈,27.75,⚪ 數據不足,2026-03,N/A,0.45,亞崴,0.0,0.18,1530.TW,474.55,-369.19,105.36,-137.25,2025,-2.45,N/A
21.07,⚠️ 獲利稀釋,51.7999992371,⚪ 中性觀察,2026-03,N/A,20.29,國統,5.379023804475598,0.99,8936.TWO,403.64,-369.86,33.78,144.45,2025,4.08,N/A
46.34,🔄 轉虧為盈,14.3000001907,⚪ 數據不足,2026-03,-21.05%,1.86,喬鼎,0.0,0.02,3057.TW,273.28,-370.95,-97.67,-14.55,2025,-0.88,29.42%
-47.47,📉 獲利侵蝕,23.75,❌ 暫避觀望,2026-03,N/A,17.01,振發,16.156462585034014,0.28,5426.TWO,341.24,-371.24,-30.0,22.05,2025,0.52,N/A
-16.96,⚠️ 獲利稀釋,103.0,⚪ 中性觀察,2026-03,N/A,-3.92,榮惠-KY創,7.996894409937889,2.26,6924.TW,442.71,-371.5,71.21,193.2,2025,5.68,N/A
-47.23,📉 獲利侵蝕,29.5499992371,⚪ 中性觀察,2026-03,N/A,-2.95,育富,5.402193644808043,0.33,6194.TWO,305.92,-372.25,-66.33,82.05000000000001,2025,2.19,N/A
-10.88,📉 獲利侵蝕,23.75,⚪ 中性觀察,2026-03,2.75%,-13.1,世鎧,5.864197530864198,0.33,2063.TWO,336.21,-372.75,-36.54,60.75,2025,1.72,17.29%
28.57,⚠️ 獲利稀釋,63.9000015259,⚪ 中性觀察,2026-03,8.17%,60.25,佳能,11.833333615907408,0.73,2374.TW,507.12,-373.78999999999996,133.33,80.99999999999999,2025,2.44,21.67%
-50.73,📉 獲利侵蝕,32.75,⚪ 中性觀察,2026-03,4.13%,-13.21,志豐,6.71106557377049,0.26,3206.TWO,315.88,-373.94,-58.06,73.20000000000002,2025,2.02,21.42%
19.85,📉 獲利侵蝕,37.0,⚪ 中性觀察,2026-03,N/A,-5.94,華豫寧,4.004329004329004,0.9,6474.TWO,352.87,-374.61,-21.74,138.6,2025,3.49,N/A
-9.62,⚠️ 獲利稀釋,59.9000015259,❌ 暫避觀望,2026-03,3.94%,-7.93,長興,17.262248278357347,0.37,1717.TW,398.73,-375.40000000000003,23.33,52.050000000000004,2025,1.41,21.29%
-34.34,⚠️ 獲利稀釋,61.0999984741,❌ 暫避觀望,2026-03,6.31%,10.07,希華,44.59853903218978,0.33,2484.TW,412.92,-375.42,37.5,20.55,2025,0.65,21.81%
-11.69,⚠️ 獲利稀釋,173.5,❌ 暫避觀望,2026-03,N/A,6.75,台虹,38.55555555555556,0.65,8039.TW,478.88,-375.75,103.13,67.5,2025,2.07,N/A
12.1,⚠️ 獲利稀釋,450.0,❌ 暫避觀望,2026-03,5.81%,5.01,禾伸堂,26.07184241019699,2.86,3026.TW,446.0,-375.76,70.24,258.9,2025,6.58,17.62%
-53.89,⚠️ 獲利稀釋,74.1999969482,⚪ 中性觀察,2026-03,2.40%,0.02,力致,8.69871007599062,0.17,3483.TWO,559.82,-376.49,183.33,127.95000000000002,2025,3.74,18.01%
-76.35,📉 獲利侵蝕,31.25,⚪ 中性觀察,2026-03,N/A,-2.38,圓裕,13.185654008438817,0.05,6835.TW,283.66,-378.04,-94.38,35.550000000000004,2025,0.97,N/A
-27.39,📉 獲利侵蝕,183.0,⚪ 中性觀察,2026-03,N/A,-6.57,豐祥-KY,6.140939597315437,3.59,5288.TW,374.33,-379.13,-4.8,446.99999999999994,2025,12.25,N/A
160.13,⚠️ 獲利稀釋,31.5499992371,❌ 暫避觀望,2026-03,N/A,237.84,長園科,15.09569341488038,0.24,8038.TWO,612.53,-379.19999999999993,233.33,31.350000000000005,2025,0.92,N/A
15.99,📉 獲利侵蝕,41.25,⚪ 中性觀察,2026-03,N/A,-11.42,菱光,4.012645914396887,0.37,8249.TW,316.24,-379.2,-62.96,154.2,2025,4.03,N/A
-6.72,⚠️ 獲利稀釋,131.0,⚪ 中性觀察,2026-03,N/A,2.49,龍德造船,9.103544127866574,2.7,6753.TW,461.95,-379.52,82.43,215.85000000000002,2025,5.98,N/A
-3.34,📉 獲利侵蝕,64.8000030518,⚪ 中性觀察,2026-03,4.93%,-4.56,三陽工業,4.3754222182174205,1.37,2206.TW,368.25,-380.01,-11.76,222.15,2025,5.78,18.31%
-22.93,📉 獲利侵蝕,21.75,⚪ 中性觀察,2026-03,6.19%,-4.72,六暉-KY,4.759299781181619,0.27,2115.TW,326.78,-380.22999999999996,-53.45,68.55000000000001,2025,1.58,18.21%
-53.88,⚠️ 獲利稀釋,39.7000007629,⚪ 中性觀察,2026-03,N/A,-12.83,�矬�,9.063927114817352,0.61,8349.TWO,382.05,-380.58,1.47,65.7,2025,1.93,N/A
-14.14,📉 獲利侵蝕,68.4000015259,⚪ 中性觀察,2026-03,N/A,-4.54,豐泰,6.042402961651943,0.68,9910.TW,339.61,-380.99,-41.38,169.8,2025,5.1,N/A
-10.04,📉 獲利侵蝕,64.4000015259,⚪ 中性觀察,2026-03,4.42%,10.54,利機,11.903881982606283,0.41,3444.TWO,335.22,-383.32000000000005,-48.1,81.15,2025,2.15,18.10%
-47.52,📉 獲利侵蝕,18.5,⚪ 中性觀察,2026-03,3.03%,-2.31,德淵,10.277777777777777,0.2,4720.TW,344.48,-383.87,-39.39,27.0,2025,0.74,23.02%
-72.09,⚠️ 獲利稀釋,19.1000003815,❌ 暫避觀望,2026-03,N/A,-14.5,北基,26.52777830763889,0.18,8927.TWO,734.16,-384.15999999999997,350.0,10.799999999999999,2025,0.35,N/A
180.65,📉 獲利侵蝕,39.0,❌ 暫避觀望,2026-03,N/A,42.33,天擎,278.5714285714286,-0.2,6708.TWO,62.97,-385.19000000000005,-322.22,2.0999999999999996,2025,0.25,N/A
-73.34,📉 獲利侵蝕,50.7999992371,⚪ 中性觀察,2026-03,-1.94%,-26.56,陽明,4.2122719102072965,0.41,2609.TW,304.43,-386.04,-81.61,180.9,2025,4.9,5.67%
-13.89,⚠️ 獲利稀釋,52.9000015259,⚪ 中性觀察,2026-03,-0.45%,12.58,全漢,12.565321027529691,0.37,3015.TW,471.2,-386.2,85.0,63.15,2025,1.86,17.44%
457.5,⚠️ 獲利稀釋,22.9500007629,⚪ 中性觀察,2026-03,-66.51%,-10.43,吉祥全,10.527523285733947,0.85,2491.TW,559.52,-386.24,173.28,32.699999999999996,2025,1.43,43.42%
-97.61,📉 獲利侵蝕,48.0,❌ 暫避觀望,2026-03,N/A,0.3,大井泵浦,29.447852760736197,0.1,6982.TWO,299.04,-386.54,-87.5,24.45,2025,0.06,N/A
248.27,📉 獲利侵蝕,23.9500007629,⚪ 中性觀察,2026-03,-11.23%,70.72,三一東林,2.2299814490595904,-1.05,3609.TWO,371.35,-389.33000000000004,-17.98,161.1,2025,6.42,8.05%
-190.0,🔄 轉虧為盈,27.4500007629,⚪ 數據不足,2026-03,1.17%,4.75,明泰,0.0,0.1,3380.TW,540.0,-390.0,150.0,-15.3,2025,-0.36,18.44%
4.58,⚠️ 獲利稀釋,112.5,⚪ 中性觀察,2026-03,10.58%,-0.31,台灣大,9.430008382229673,1.37,3045.TW,403.57,-390.3,13.27,178.95,2025,4.77,19.71%
-67.92,⚠️ 獲利稀釋,31.4500007629,❌ 暫避觀望,2026-03,N/A,-10.76,世豐,15.804020483869346,0.92,2065.TWO,404.06,-390.48,13.58,29.85,2025,1.12,N/A
-69.73,📉 獲利侵蝕,19.8999996185,❌ 暫避觀望,2026-03,N/A,6.19,金利食安,16.178861478455286,0.05,7743.TWO,332.87,-391.2,-58.33,18.45,2025,0.57,N/A
-60.0,📉 獲利侵蝕,19.0499992371,❌ 暫避觀望,2026-03,N/A,8.46,熒茂,50.13157693973684,0.04,4729.TWO,327.76,-391.4,-63.64,5.7,2025,0.16,N/A
10.62,📉 獲利侵蝕,122.0,⚪ 中性觀察,2026-03,N/A,-4.4,漢科,6.417674907943187,1.56,3402.TWO,381.69,-391.52,-9.83,285.15000000000003,2025,7.5,N/A
43.01,⚠️ 獲利稀釋,370.0,❌ 暫避觀望,2026-03,N/A,27.06,華星光,28.52737085582113,1.62,4979.TWO,398.1,-392.18,5.92,194.54999999999998,2025,5.43,N/A
-410.42,📉 獲利侵蝕,21.1499996185,⚪ 數據不足,2026-03,-6.90%,-10.11,飛宏,0.0,-0.34,2457.TW,389.42,-392.45,-3.03,-58.35,2025,-1.48,21.21%
-46.94,📉 獲利侵蝕,28.1000003815,⚪ 中性觀察,2026-03,N/A,-13.43,至興,9.461279589730639,0.29,4535.TWO,342.65,-392.65,-50.0,44.550000000000004,2025,1.3,N/A
-74.05,📉 獲利侵蝕,26.2000007629,❌ 暫避觀望,2026-03,8.41%,16.57,映興,60.930234332325576,0.08,3597.TWO,337.41,-392.97,-55.56,6.450000000000001,2025,0.34,25.04%
74.89,📉 獲利侵蝕,79.0,⚪ 中性觀察,2026-03,5.06%,11.14,宏致,7.473982970671712,0.67,3605.TW,343.32,-393.32,-50.0,158.55,2025,4.35,26.65%
-24.32,⚠️ 獲利稀釋,19.4500007629,⚪ 數據不足,2026-03,-46.94%,-0.82,永邑-KY,0.0,-0.3,2939.TW,408.48,-394.19,14.29,-148.5,2025,-3.68,8.14%
-121.74,📉 獲利侵蝕,14.0,⚪ 數據不足,2026-03,N/A,-31.37,佑華,0.0,-0.55,8024.TWO,394.41,-394.41,0.0,-97.19999999999999,2025,-2.55,N/A
-112.91,🌑 雙重衰退,14.3999996185,⚪ 數據不足,2026-03,-47.25%,-89.32,聯上,0.0,-0.22,4113.TWO,-71.35,-395.32000000000005,-466.67,-12.0,2025,-0.43,37.85%
-17.06,📉 獲利侵蝕,69.0,⚪ 中性觀察,2026-03,N/A,10.46,志強-KY,3.887323943661972,1.2,6768.TW,340.44,-395.65999999999997,-55.22,266.25,2025,6.77,N/A
55.31,📉 獲利侵蝕,26.9500007629,⚪ 中性觀察,2026-03,N/A,-7.81,智基,3.527487010850785,-0.07,6294.TWO,208.18,-395.68,-187.5,114.60000000000001,2025,2.78,N/A
-14.96,📉 獲利侵蝕,168.0,⚪ 中性觀察,2026-03,N/A,5.05,來億-KY,5.590682196339434,0.75,6890.TW,316.5,-396.01,-79.51,450.75,2025,13.02,N/A
-2.36,📉 獲利侵蝕,36.6500015259,⚪ 中性觀察,2026-03,N/A,13.71,華孚,5.062154906892266,0.3,6235.TW,344.45,-396.06,-51.61,108.60000000000001,2025,2.9,N/A
67.24,🔄 轉虧為盈,17.5,⚪ 數據不足,2026-03,N/A,-2.42,耀億,0.0,0.24,4430.TWO,374.82,-397.4,-22.58,-9.9,2025,-0.19,N/A
26.79,⚠️ 獲利稀釋,110.0,⚪ 中性觀察,2026-03,N/A,-7.61,宏捷科,14.066496163682864,1.51,8086.TWO,657.4,-397.88,259.52,117.30000000000001,2025,3.36,N/A
3072.73,⚠️ 獲利稀釋,635.0,❌ 暫避觀望,2026-03,8.52%,28.87,景碩,78.10578105781059,1.17,3189.TW,471.97,-398.64000000000004,73.33,121.94999999999999,2025,3.51,22.14%
-20.13,⚠️ 獲利稀釋,0.0,⚪ 數據不足,2026-03,8.28%,-12.57,和益,0.0,0.55,1709.TW,438.93,-398.93,40.0,0.0,2025,1.23,17.58%
77.66,⚠️ 獲利稀釋,1045.0,⚪ 中性觀察,2026-03,N/A,51.55,勤誠,14.38601321585903,10.73,8210.TW,492.63,-399.15999999999997,93.47,1089.6,2025,29.06,N/A
23.4,🔄 轉虧為盈,15.8000001907,⚪ 數據不足,2026-03,N/A,191.86,金耘國際,0.0,0.2,4950.TWO,586.98,-400.02,186.96,-11.850000000000001,2025,-0.36,N/A
-276.79,📉 獲利侵蝕,91.0999984741,⚪ 數據不足,2026-03,N/A,-23.56,錼創科技-KY創,0.0,-2.14,6854.TW,14.56,-400.92,-386.36,-149.25000000000003,2025,-1.02,N/A
-44.44,📉 獲利侵蝕,15.8000001907,⚪ 數據不足,2026-03,-80.56%,28.81,郡都開發,0.0,-0.05,4402.TWO,334.65,-401.32,-66.67,-5.3999999999999995,2025,-0.13,15.04%
18.07,⚠️ 獲利稀釋,787.0,❌ 暫避觀望,2026-03,6.82%,13.75,欣興,76.11218568665377,3.28,3037.TW,830.09,-401.76000000000005,428.33,155.1,2025,4.38,15.77%
54.05,⚠️ 獲利稀釋,19.0,⚪ 中性觀察,2026-03,N/A,3.13,達輝-KY,5.974842767295598,0.57,5276.TWO,474.91,-402.18,72.73,47.699999999999996,2025,1.14,N/A
-68.29,⚠️ 獲利稀釋,13.3500003815,❌ 暫避觀望,2026-03,5.53%,-2.19,志信,15.89285759702381,0.28,2611.TW,557.65,-402.75,154.9,12.6,2025,0.52,37.12%
1000.0,⚠️ 獲利稀釋,12.3999996185,❌ 暫避觀望,2026-03,N/A,-8.11,松普,28.18181731477273,0.09,5488.TWO,752.81,-402.80999999999995,350.0,6.6,2025,0.11,N/A
-74.48,⚠️ 獲利稀釋,55.2000007629,❌ 暫避觀望,2026-03,6.05%,-3.28,健和興,28.75000039734375,0.47,3003.TW,407.81,-403.37,4.44,28.799999999999997,2025,0.99,21.28%
-41.88,📉 獲利侵蝕,66.4000015259,❌ 暫避觀望,2026-03,3.55%,3.73,時碩工業,28.86956588082608,0.37,4566.TW,349.69,-403.44,-53.75,34.50000000000001,2025,1.36,22.67%
5.99,⚠️ 獲利稀釋,0.0,⚪ 數據不足,2026-03,N/A,13.2,崑鼎,0.0,4.54,6803.TWO,403.93,-403.49,0.44,0.0,2025,18.44,N/A
10.77,⚠️ 獲利稀釋,20.0499992371,❌ 暫避觀望,2026-03,N/A,17.93,金橋,15.189393361439395,0.13,6133.TW,412.13,-403.8,8.33,19.799999999999997,2025,0.72,N/A
-10.78,📉 獲利侵蝕,30.4500007629,⚪ 中性觀察,2026-03,N/A,1.55,海柏特,6.397058983802522,0.42,6884.TWO,404.41,-404.41,0.0,71.39999999999999,2025,2.05,N/A
-79.5,⚠️ 獲利稀釋,42.4000015259,⚪ 中性觀察,2026-03,N/A,-72.18,富宇,7.1500845743507595,2.76,4907.TWO,1224.69,-404.69000000000005,820.0,88.94999999999999,2025,1.23,N/A
-19.59,⚠️ 獲利稀釋,19.1499996185,❌ 暫避觀望,2026-03,1.24%,-12.95,日勝化,16.22881323601695,0.2,1735.TW,423.58,-405.93,17.65,17.7,2025,0.78,19.87%
39.39,⚠️ 獲利稀釋,226.0,⚪ 中性觀察,2026-03,N/A,75.17,信紘科,6.623681125439625,3.63,6667.TWO,414.73,-406.05,8.68,511.79999999999995,2025,13.77,N/A
10.29,⚠️ 獲利稀釋,41.75,⚪ 數據不足,2026-03,-478.52%,9.49,合一,0.0,-0.31,4743.TWO,414.88,-406.06,8.82,-100.49999999999999,2025,-2.18,41.13%
-40.24,📉 獲利侵蝕,82.3000030518,⚪ 中性觀察,2026-03,N/A,-5.52,瑞儀,3.544358443229974,2.29,6176.TW,404.8,-407.8,-3.0,348.3,2025,9.4,N/A
-126.47,📉 獲利侵蝕,10.25,⚪ 數據不足,2026-03,N/A,-17.71,萬國通,0.0,-0.03,9950.TWO,286.39,-407.82,-121.43,-15.9,2025,-0.27,N/A
-64.1,⚠️ 獲利稀釋,16.8999996185,❌ 暫避觀望,2026-03,10.88%,-15.76,展宇,23.802816364084507,0.35,1776.TW,558.67,-408.66999999999996,150.0,10.65,2025,0.28,22.50%
-64.42,📉 獲利侵蝕,26.2000007629,⚪ 中性觀察,2026-03,1.41%,-6.01,謚源,13.862434266084655,0.27,2235.TWO,360.59,-408.66999999999996,-48.08,28.35,2025,0.95,16.15%
-11.39,⚠️ 獲利稀釋,0.0,⚪ 數據不足,2026-03,9.90%,28.28,振大環球,0.0,4.81,4441.TW,410.79,-408.67,2.12,0.0,2025,14.79,24.81%
9.24,⚠️ 獲利稀釋,3805.0,❌ 暫避觀望,2026-03,10.13%,36.32,創意,52.19478737997256,12.28,3443.TW,480.34,-409.07,71.27,1093.5,2025,28.13,19.04%
18.81,🔄 轉虧為盈,19.0,⚪ 數據不足,2026-03,7.19%,50.27,台船,0.0,0.07,2208.TW,520.84,-410.07000000000005,110.77,-84.29999999999998,2025,-1.77,11.98%
-20.6,⚠️ 獲利稀釋,65.0,❌ 暫避觀望,2026-03,N/A,12.02,長科*,17.015706806282722,0.51,6548.TWO,421.47,-410.11,11.36,57.3,2025,1.63,N/A
-40.13,⚠️ 獲利稀釋,47.0,⚪ 中性觀察,2026-03,N/A,1.44,友鋮,5.683192261185006,1.5,7718.TWO,471.19,-410.32,60.87,124.05,2025,3.75,N/A
-70.28,⚠️ 獲利稀釋,82.3000030518,⚪ 中性觀察,2026-03,9.53%,10.44,聯德控股-KY,10.578406561928022,1.35,4912.TW,426.7,-410.77,15.93,116.7,2025,1.98,22.10%
-79.87,📉 獲利侵蝕,47.3499984741,❌ 暫避觀望,2026-03,12.04%,-11.81,旭富,22.547618320999998,0.17,4119.TW,374.73,-411.77000000000004,-37.04,31.5,2025,0.9,28.02%
-42.42,📉 獲利侵蝕,32.2000007629,❌ 暫避觀望,2026-03,1.74%,3.41,中釉,73.18181991568181,0.05,1809.TW,413.58,-413.58,0.0,6.6,2025,0.19,21.38%
10.59,📉 獲利侵蝕,405.0,⚪ 中性觀察,2026-03,N/A,-2.8,樺漢,7.288105092675904,5.15,6414.TW,400.46,-414.90999999999997,-14.45,833.55,2025,23.26,N/A
6.99,📉 獲利侵蝕,22.3999996185,⚪ 中性觀察,2026-03,3.22%,33.95,三商電,5.941644461140584,0.28,2427.TW,368.77,-415.94,-47.17,56.55,2025,1.53,16.95%
-14.34,📉 獲利侵蝕,33.6500015259,⚪ 中性觀察,2026-03,N/A,-19.51,欣高,5.552805532326732,0.69,9931.TW,406.89,-416.09999999999997,-9.21,90.9,2025,2.45,N/A
28.09,⚠️ 獲利稀釋,209.0,⚪ 中性觀察,2026-03,10.49%,21.11,光寶科,12.957222566646003,1.66,2301.TW,427.96,-417.82,10.14,241.95,2025,6.64,21.72%
151.41,⚠️ 獲利稀釋,525.0,❌ 暫避觀望,2026-03,N/A,84.7,邁科,55.91054313099041,0.66,6831.TW,617.94,-417.94000000000005,200.0,140.85000000000002,2025,4.94,N/A
-40.47,📉 獲利侵蝕,58.0,⚪ 中性觀察,2026-03,4.40%,-3.54,泰碩,12.608695652173912,0.27,3338.TW,361.34,-418.01,-56.67,69.00000000000001,2025,1.8,21.43%
-94.72,📉 獲利侵蝕,19.1000003815,⚪ 數據不足,2026-03,N/A,-56.46,廣錠,0.0,-1.36,6441.TWO,311.42,-420.65000000000003,-109.23,-198.90000000000003,2025,-5.16,N/A
-124.23,🔄 轉虧為盈,39.5999984741,⚪ 數據不足,2026-03,-11.28%,10.31,力士,0.0,0.1,4923.TWO,527.37,-421.78,105.59,-207.6,2025,-5.26,25.62%
-32.79,📉 獲利侵蝕,130.0,❌ 暫避觀望,2026-03,N/A,5.49,頎邦,15.457788347205707,0.59,6147.TWO,387.41,-421.85,-34.44,126.15,2025,3.74,N/A
-20.92,⚠️ 獲利稀釋,35.25,❌ 暫避觀望,2026-03,N/A,-23.41,中鼎,23.817567567567565,1.0,9933.TW,589.15,-423.15,166.0,22.200000000000003,2025,1.91,N/A
27.76,📉 獲利侵蝕,118.5,⚪ 中性觀察,2026-03,0.40%,25.46,神準,8.44017094017094,0.1,3558.TWO,328.63,-424.75,-96.12,210.6,2025,5.2,14.36%
-48.36,📉 獲利侵蝕,22.4500007629,⚪ 中性觀察,2026-03,N/A,7.97,鉅明,10.690476553761904,0.66,8928.TWO,370.49,-426.49,-56.0,31.5,2025,1.42,N/A
-40.72,⚠️ 獲利稀釋,100.5,⚪ 中性觀察,2026-03,N/A,7.66,泰金-KY,6.360759493670886,3.58,6629.TWO,460.73,-427.64,33.09,237.0,2025,6.46,N/A
-1011.11,⚠️ 獲利稀釋,9.9899997711,⚪ 數據不足,2026-03,-7.81%,-7.7,地球,0.0,-0.06,1324.TW,453.18,-428.18,25.0,-31.050000000000004,2025,-0.82,11.27%
-56.49,📉 獲利侵蝕,44.7999992371,❌ 暫避觀望,2026-03,0.28%,-0.85,同致,36.12903164282258,0.01,3552.TWO,339.45,-428.34,-88.89,18.6,2025,0.67,19.47%
-77.05,📉 獲利侵蝕,21.8999996185,❌ 暫避觀望,2026-03,N/A,-5.05,茂迪,30.416666136805556,0.12,6244.TWO,399.05,-428.46000000000004,-29.41,10.799999999999999,2025,0.14,N/A
36.94,⚠️ 獲利稀釋,65.5999984741,⚪ 中性觀察,2026-03,7.94%,32.43,炎洲流通,6.130840978887852,1.44,3171.TWO,517.89,-429.73,88.16,160.5,2025,4.3,25.09%
377.27,⚠️ 獲利稀釋,260.0,❌ 暫避觀望,2026-03,7.74%,5.46,雙鍵,80.0,1.03,4764.TW,608.46,-430.08000000000004,178.38,48.75,2025,1.22,23.49%
107.41,⚠️ 獲利稀釋,73.4000015259,❌ 暫避觀望,2026-03,2.26%,5.42,麗臺,33.515982431917806,1.15,2465.TW,809.72,-430.55,379.17,32.85,2025,0.43,10.44%
27.67,📉 獲利侵蝕,162.0,⚪ 中性觀察,2026-03,N/A,31.42,銳澤,7.591377694470478,1.08,7703.TWO,386.1,-431.0,-44.9,320.1,2025,8.72,N/A
-44.12,⚠️ 獲利稀釋,44.7999992371,❌ 暫避觀望,2026-03,0.61%,-0.57,台灣精材,28.90322531425807,0.3,3467.TWO,489.0,-431.11,57.89,23.249999999999996,2025,0.58,19.12%
126.0,🏰 高護城河,24.1499996185,⚪ 數據不足,2026-03,27.02%,455.57,宏易,0.0,-0.2,4530.TWO,246.43,-432.14,-185.71,-4.199999999999999,2025,0.34,52.20%
-21.88,⚠️ 獲利稀釋,79.8000030518,❌ 暫避觀望,2026-03,N/A,12.86,天二科技,80.60606368868687,0.45,6834.TW,464.7,-432.34999999999997,32.35,14.85,2025,0.5,N/A
-88.43,⚠️ 獲利稀釋,20.4500007629,❌ 暫避觀望,2026-03,N/A,-10.36,信義,38.58490709981132,0.22,9940.TW,516.23,-432.90000000000003,83.33,7.95,2025,0.28,N/A
-37.65,📉 獲利侵蝕,76.5,⚪ 中性觀察,2026-03,N/A,-7.33,群電,6.164383561643835,1.01,6412.TW,433.32,-433.32,0.0,186.15,2025,5.2,N/A
35.0,🔄 轉虧為盈,6.6999998093,⚪ 數據不足,2026-03,1.12%,-9.38,宏遠,0.0,0.02,1460.TW,373.47,-433.47,-60.0,-10.350000000000001,2025,-0.27,16.50%
-56.06,📉 獲利侵蝕,93.6999969482,⚪ 數據不足,2026-03,N/A,11.11,神盾,0.0,-2.7,6462.TWO,429.03,-434.09,-5.06,-587.7,2025,-17.51,N/A
-203.45,🔄 轉虧為盈,24.2999992371,⚪ 數據不足,2026-03,3.76%,-3.11,台泥,0.0,0.1,1101.TW,462.77,-434.2,28.57,-40.650000000000006,2025,-1.6,18.49%
