rev_yoy,pe,date,est_price,prev_eps,name,price,gm,om,advice,status,prev_year,prev_eps_yoy,eps_yoy,prev_rev_yoy,symbol,expansion,eps
310.78,8.397855866587255,2026-03,251.85,6.45,安勤,141.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-5.85,18.09,11.55,3479.TWO,-292.69,2.22
269.43,0.0,2026-03,-19.5,-0.49,夏都,22.0,27.13%,-30.10%,⚪ 數據不足,📉 獲利侵蝕,2025,-2550.0,-23.53,-9.87,2722.TW,-292.96000000000004,-0.21
285.87,8.417159989023668,2026-03,50.699999999999996,1.38,台林,28.4500007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-36.28,-7.55,-1.77,5353.TWO,-293.42,0.5
270.61,0.0,2026-03,-60.44999999999999,-1.15,松崗,19.0499992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-428.57,-22.86,-1.12,6240.TWO,-293.47,-0.43
280.23,12.76967907787172,2026-03,51.45,1.16,關中,43.7999992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-77.08,-14.47,-5.35,8941.TWO,-294.70000000000005,1.36
242.32,6.001964486650294,2026-03,152.7,5.56,世紀*,61.0999984741,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-69.48,-52.56,373.32,5314.TWO,-294.88,0.37
314.37,35.45871699623853,2026-03,16.35,0.55,寶一,38.6500015259,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-63.09,19.35,16.61,8222.TW,-295.02,0.37
224.56,8.306709265175718,2026-03,140.85000000000002,4.36,佳邦,78.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-34.8,-70.52,3.44,6284.TWO,-295.08,0.51
120.26,0.0,2026-03,-4.199999999999994,0.17,立凱-KY,34.4500007629,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,104.91,-175.0,-32.24,5227.TWO,-295.26,-1.43
323.3,3.6138174700708596,2026-03,169.35,4.21,合機,40.7999992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,13.48,27.64,3.01,1618.TW,-295.66,1.57
596.06,33.68055555555556,2026-03,10.799999999999999,0.37,吉茂,24.25,18.05%,2.96%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,188.1,300.0,23.11,1587.TW,-296.05999999999995,0.04
336.78,13.148479427549196,2026-03,167.7,4.34,鴻呈,147.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-2.92,40.18,21.66,6913.TWO,-296.59999999999997,1.58
307.38,4.6104490593125576,2026-03,163.65,4.56,漢平,50.2999992371,19.83%,7.42%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-12.98,9.52,-9.29,2488.TW,-297.86,0.92
163.62,16.848635614367247,2026-03,60.44999999999999,2.51,立誠,67.9000015259,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-48.7,-136.07,-11.79,6597.TWO,-299.69,-0.45
329.53,6.394335595087146,2026-03,137.7,3.71,富林-KY,58.7000007629,23.43%,12.74%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-30.65,29.6,-7.95,1341.TW,-299.92999999999995,1.62
265.7,4.845559919198841,2026-03,155.39999999999998,4.27,崧騰,50.2000007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,3.41,-34.37,6.42,3484.TWO,-300.07,0.63
277.89,56.11110969814815,2026-03,4.050000000000001,0.22,南良,15.1499996185,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-80.53,-22.22,-8.96,5450.TWO,-300.11,0.07
251.13,5.8689024390243905,2026-03,98.39999999999999,3.08,福興,38.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-26.71,-49.06,-8.15,9924.TW,-300.19,0.54
285.59,6.045694468523726,2026-03,85.35000000000001,2.24,德記,34.4000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,6.16,-14.81,2.91,5902.TWO,-300.4,0.46
241.39,0.0,2026-03,-57.15,-1.3,環天科,13.0500001907,23.89%,-8.96%,⚪ 數據不足,📉 獲利侵蝕,2025,-6600.0,-59.38,-18.27,3499.TWO,-300.77,-0.51
374.3,13.254684247050658,2026-03,216.15,5.46,長榮航太,191.0,14.11%,9.96%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,11.43,73.15,11.63,2645.TW,-301.15,2.58
291.48,0.0,2026-03,-36.75,-0.8,全坤建,13.5,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-480.95,-9.76,-81.41,2509.TW,-301.24,-0.45
269.93,6.896887307966926,2026-03,154.2,4.01,大樹,70.9000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-22.33,-31.4,9.39,6469.TWO,-301.33,0.83
370.94,27.9126213592233,2026-03,61.800000000000004,2.3,新門,115.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,69.12,68.75,6.1,5432.TWO,-302.19,0.27
344.68,10.767768005704777,2026-03,631.05,16.28,崴寶,453.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,41.2,41.75,59.94,7744.TWO,-302.93,5.66
108.1,0.0,2026-03,-6.15,0.1,邑錡,106.5,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-93.2,-195.24,2.56,7402.TWO,-303.34000000000003,-0.4
283.01,4.888242776667273,2026-03,825.45,22.45,復盛應用,269.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-18.94,-20.46,5.01,6670.TW,-303.46999999999997,6.96
316.58,30.363636363636363,2026-03,165.0,4.99,精材,334.0,32.82%,27.31%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-18.86,12.7,2.53,3374.TWO,-303.88,1.42
342.78,19.63133570235023,2026-03,65.1,1.86,光頡,85.1999969482,23.30%,7.20%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-9.71,38.89,3.65,3624.TWO,-303.89,0.75
153.95,0.0,2026-03,-24.15,-1.13,威力暘-創,12.6999998093,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-337.5,-150.0,-10.48,6988.TW,-303.95,-0.05
243.32,13.018867604633122,2026-03,71.55000000000001,1.42,巧新,62.0999984741,18.31%,3.31%,⚪ 中性觀察,📉 獲利侵蝕,2025,-56.6,-61.07,-6.64,1563.TW,-304.39,0.6
207.42,0.0,2026-03,-28.650000000000006,-4.64,敦泰,50.4000015259,20.78%,-7.17%,⚪ 數據不足,🔄 轉虧為盈,2025,-270.99,-97.44,-17.79,3545.TW,-304.86,0.02
163.56,0.0,2026-03,0.0,4.58,寶綠特-KY,0.0,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-40.21,-141.61,-12.03,6887.TW,-305.17,-0.62
319.74,12.110858010630219,2026-03,197.55,5.48,台星科,159.5,25.97%,19.26%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-12.04,14.29,11.55,3265.TWO,-305.45,1.76
253.31,0.0,2026-03,-13.649999999999997,1.06,興采,20.0499992371,22.41%,9.68%,⚪ 數據不足,📉 獲利侵蝕,2025,46.48,-53.33,12.09,4433.TWO,-306.64,0.14
310.34,3.2527301687168486,2026-03,384.6,9.97,力泰,83.4000015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,10.9,3.33,2.6,5520.TWO,-307.01,2.48
244.27,13.978251019483462,2026-03,662.1,11.51,國巨*,617.0,37.30%,24.28%,⚪ 中性觀察,📉 獲利侵蝕,2025,-69.45,-63.79,9.26,2327.TW,-308.06,3.9
308.22,13.058251933365696,2026-03,46.349999999999994,1.24,華晶科,40.3499984741,23.91%,2.92%,⚪ 中性觀察,📉 獲利侵蝕,2025,18.27,0.0,20.59,3059.TW,-308.22,0.26
473.15,7.405489383738995,2026-03,289.65000000000003,7.91,精誠,143.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,9.74,164.0,12.89,6214.TW,-309.15,2.64
317.56,6.679873458938193,2026-03,94.65,2.61,眾福科,42.1500015259,25.14%,8.89%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-6.99,7.14,0.46,3168.TW,-310.42,0.6
255.86,3.3198706360420034,2026-03,92.85,2.35,晉泰,20.5499992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-33.33,-55.13,2.45,6221.TWO,-310.99,0.35
345.16,8.731117709516617,2026-03,49.65,1.33,佳格,28.8999996185,23.19%,4.10%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-30.16,33.33,-3.8,1227.TW,-311.83000000000004,0.52
381.92,24.63382157123835,2026-03,112.64999999999999,3.26,信昌電,185.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,11.72,70.0,8.9,6173.TWO,-311.92,1.19
101.24,37.359550561797754,2026-03,13.35,0.51,弘凱,33.25,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-79.59,-211.63,-1.9,5244.TW,-312.87,-0.48
356.44,0.0,2026-03,-30.449999999999996,-0.52,上曜,10.0500001907,30.65%,-1.86%,⚪ 數據不足,⚠️ 獲利稀釋,2025,35.21,41.38,195.34,1316.TW,-315.06,-0.19
344.16,14.765694076038903,2026-03,169.65,4.13,六方科-KY,167.0,15.14%,0.74%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-47.66,29.03,25.19,4569.TW,-315.13,3.22
303.58,25.485436893203882,2026-03,15.450000000000001,0.27,惠光,26.25,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-74.77,-12.2,-4.08,6508.TWO,-315.78,0.36
343.04,7.890818669255585,2026-03,60.44999999999999,1.5,正新,31.7999992371,22.84%,6.75%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-39.27,26.67,-5.68,2105.TW,-316.37,0.57
338.66,0.0,2026-03,0.0,-0.34,艾笛森,0.0,21.48%,-2.51%,⚪ 數據不足,🔄 轉虧為盈,2025,-132.32,22.22,-9.81,3591.TW,-316.44000000000005,0.12
293.89,6.65,2026-03,75.0,2.2,榮剛,33.25,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-50.0,-24.19,-10.14,5009.TWO,-318.08,0.5
242.64,14.104046242774565,2026-03,129.75,3.0,永道-KY,122.0,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-73.47,-75.79,-14.3,6863.TW,-318.43,0.61
313.28,0.0,2026-03,-73.94999999999999,-2.07,光麗-KY,19.0,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,17.15,-5.26,-1.12,6431.TW,-318.53999999999996,-0.4
168.9,0.0,2026-03,-9.3,-0.09,成信實業*-創,32.7999992371,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,95.65,-150.0,79.86,6969.TW,-318.9,-0.05
74.47,0.0,2026-03,-30.450000000000003,-0.92,共信-KY,102.5,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-38.46,-244.44,13.75,6617.TWO,-318.90999999999997,-0.32
364.7,0.0,2026-03,-60.6,-1.35,雷笛克光學,17.7000007629,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-338.6,44.9,-14.66,5230.TWO,-319.8,-0.28
271.71,0.0,2026-03,-13.799999999999999,0.06,華祺,22.1000003815,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-97.61,-48.98,-4.99,5015.TWO,-320.69,0.25
314.69,9.453843870584745,2026-03,505.34999999999997,13.02,信邦,318.5,23.64%,9.15%,⚪ 中性觀察,📉 獲利侵蝕,2025,-11.43,-6.49,-6.24,3023.TW,-321.18,3.6
334.59,8.449074074074074,2026-03,388.79999999999995,10.26,臺慶科,219.0,28.44%,14.20%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,30.29,13.18,20.3,3357.TWO,-321.40999999999997,2.51
411.46,20.497554752285776,2026-03,705.45,19.47,金像電,964.0,33.66%,24.30%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,64.8,89.33,54.05,2368.TW,-322.13,6.87
292.45,7.976653696498054,2026-03,38.550000000000004,1.1,全台,20.5,20.87%,0.16%,⚪ 中性觀察,📉 獲利侵蝕,2025,-50.0,-30.61,-16.5,3038.TW,-323.06,0.37
316.3,31.98473398923664,2026-03,19.650000000000002,0.66,健椿,41.9000015259,19.95%,4.03%,❌ 暫避觀望,📉 獲利侵蝕,2025,-79.88,-7.41,-22.51,4561.TWO,-323.71000000000004,0.25
257.7,8.685121459261824,2026-03,130.05,3.45,信錦,75.3000030518,21.08%,5.11%,⚪ 中性觀察,📉 獲利侵蝕,2025,-51.27,-66.67,-7.71,1582.TW,-324.37,0.35
366.19,7.110848966627358,2026-03,63.6,1.81,錩新,30.1499996185,25.38%,12.75%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,58.77,41.67,3.4,2415.TW,-324.52,0.35
345.97,6.740139034129931,2026-03,64.64999999999999,1.72,大台北,29.0499992371,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,0.6,18.52,1.69,9908.TW,-327.45000000000005,0.33
333.31,9.572490706319702,2026-03,242.10000000000002,6.22,昇佳電子,154.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-43.71,5.8,-7.67,6732.TWO,-327.51,2.19
310.12,8.966887013006621,2026-03,113.25000000000001,2.49,友通,67.6999969482,25.36%,-1.87%,⚪ 中性觀察,📉 獲利侵蝕,2025,-28.03,-18.28,14.61,2397.TW,-328.4,0.76
331.39,9.057142711828572,2026-03,78.75,2.37,怡利電,47.5499992371,25.76%,10.08%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-21.36,2.67,-3.38,2497.TW,-328.71999999999997,0.8
330.21,6.7792208782987,2026-03,115.50000000000001,3.12,凌群,52.2000007629,24.39%,4.56%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,1.96,1.12,7.21,2453.TW,-329.09,0.9
397.14,7.316293604707134,2026-03,140.85000000000002,4.02,汎瑋材料,68.6999969482,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,26.43,66.67,5.45,6967.TWO,-330.46999999999997,1.07
1078.36,25.48105000755102,2026-03,51.45,1.56,康普,87.4000015259,14.91%,8.56%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,9.15,747.83,51.17,4739.TW,-330.52999999999986,1.51
447.51,18.675497194006624,2026-03,45.3,1.35,鉅橡,56.4000015259,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,15.38,116.67,4.4,8074.TWO,-330.84,0.52
506.19,23.417721518987342,2026-03,35.550000000000004,1.74,晶相光,55.5,31.94%,14.09%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,230.83,175.0,6.6,3530.TW,-331.19,0.44
125.31,0.0,2026-03,-75.75,-1.95,尚茂,41.7000007629,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,-78.9,-206.25,-71.56,8291.TWO,-331.56,-0.49
324.12,8.668867222420243,2026-03,136.35,4.23,久元,78.8000030518,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,4.19,-7.53,5.64,6261.TWO,-331.65,0.85
339.67,36.42857142857143,2026-03,104.99999999999999,3.13,新盛力,255.0,26.27%,15.45%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,26.02,7.25,22.86,4931.TWO,-332.42,1.48
389.13,8.882783882783883,2026-03,40.95,1.19,新纖,24.25,22.79%,8.66%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,13.33,56.0,-14.65,1409.TW,-333.13,0.39
133.35,89.000002543,2026-03,4.500000000000001,0.1,健亞,26.7000007629,34.00%,-5.47%,❌ 暫避觀望,📉 獲利侵蝕,2025,-56.52,-200.0,-3.61,4130.TWO,-333.35,-0.09
418.94,9.18854415274463,2026-03,62.85000000000001,2.04,科嘉-KY,38.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-45.45,85.11,-4.56,5215.TW,-333.83,0.87
390.31,11.371603856266432,2026-03,342.3,9.52,大中,259.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,56.88,56.17,25.24,6435.TWO,-334.14,3.67
458.27,0.0,2026-03,-90.45,-1.61,易發,57.9000015259,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,-348.39,123.61,-16.91,6425.TWO,-334.65999999999997,0.17
320.5,0.0,2026-03,-10.5,0.3,先益,21.3500003815,22.74%,4.80%,⚪ 數據不足,📉 獲利侵蝕,2025,-77.78,-15.38,-18.09,3531.TWO,-335.88,0.33
321.35,5.429936062754777,2026-03,94.19999999999999,3.06,嘉彰,34.0999984741,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-26.62,-14.75,7.48,4942.TW,-336.1,0.52
158.96,103.97058374735295,2026-03,10.2,0.39,新漢,70.6999969482,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-35.0,-177.19,5.19,8234.TWO,-336.15,-0.44
378.91,0.0,2026-03,-53.4,-1.49,正能量智能,16.9500007629,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-109.86,42.5,-3.8,5348.TWO,-336.41,-0.23
319.83,14.086294416243655,2026-03,59.1,3.17,弘帆,55.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-67.55,-17.96,-3.48,8433.TWO,-337.78999999999996,1.37
443.87,21.20622568093385,2026-03,154.20000000000002,3.84,睿生光電,218.0,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,4.08,105.83,15.29,6861.TW,-338.04,2.12
440.91,0.0,2026-03,-285.45000000000005,-4.83,程泰,49.5499992371,19.66%,-2.95%,⚪ 數據不足,🔄 轉虧為盈,2025,-142.57,102.44,-12.11,1583.TW,-338.47,0.18
423.64,0.0,2026-03,-28.5,-0.16,欣普羅,32.5,N/A,N/A,⚪ 數據不足,🔄 轉虧為盈,2025,50.0,85.0,123.75,6560.TWO,-338.64,0.37
353.67,9.750173490631507,2026-03,216.14999999999998,5.88,捷敏-KY,140.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,14.17,14.08,14.03,6525.TW,-339.59000000000003,1.62
332.58,10.977198945586318,2026-03,92.10000000000001,2.42,東元,67.4000015259,23.29%,6.47%,⚪ 中性觀察,📉 獲利侵蝕,2025,-18.15,-7.41,6.99,1504.TW,-339.99,0.51
305.41,5.057603862419355,2026-03,65.1,1.68,美隆電,21.9500007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,12.0,-35.29,-5.34,2477.TW,-340.70000000000005,0.11
350.73,0.0,2026-03,-88.94999999999999,-2.17,永昕,24.5499992371,1.76%,-18.26%,⚪ 數據不足,⚠️ 獲利稀釋,2025,4.42,9.68,8.23,4726.TWO,-341.05,-0.56
312.59,25.096774870322577,2026-03,4.65,0.16,力麒,7.7800002098,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-11.76,-28.57,17.58,5512.TWO,-341.15999999999997,0.05
304.12,2.494813198869295,2026-03,144.6,4.1,寶成,24.0499992371,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-24.63,-37.7,-4.71,9904.TW,-341.82,0.76
-9.15,0.0,2026-03,-10.35,1.69,M31,450.0,N/A,N/A,⚪ 數據不足,🌑 雙重衰退,2025,-44.41,-351.06,20.34,6643.TWO,-341.91,-1.18
381.09,3.4390444810543657,2026-03,182.10000000000002,4.84,長榮航,41.75,22.90%,16.53%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-9.87,39.09,-0.31,2618.TW,-342.0,1.53
343.52,11.724659606656582,2026-03,99.14999999999999,2.68,立敦,77.5,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-14.74,1.37,-1.38,6175.TWO,-342.15,0.74
349.82,0.0,2026-03,0.0,4.36,鉅祥,0.0,32.99%,19.39%,⚪ 數據不足,⚠️ 獲利稀釋,2025,-15.98,7.55,12.66,2476.TW,-342.27,1.14
402.3,9.44444426787037,2026-03,16.200000000000003,1.58,中環,10.1999998093,23.42%,-5.65%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,685.19,59.41,-3.39,2323.TW,-342.89,-0.41
372.19,0.0,2026-03,-5.3999999999999995,-0.21,永光,37.8499984741,17.63%,-5.18%,⚪ 數據不足,🔄 轉虧為盈,2025,-147.73,28.57,-7.34,1711.TW,-343.62,0.09
340.36,5.741525423728813,2026-03,354.0,9.1,宏全,135.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-5.01,-3.43,1.65,9939.TW,-343.79,2.25
337.45,5.795574288724974,2026-03,284.7,7.55,湧德,110.0,30.92%,12.50%,⚪ 中性觀察,📉 獲利侵蝕,2025,19.61,-7.69,20.51,3689.TWO,-345.14,2.04
409.09,0.0,2026-03,-44.85,-1.09,普誠,14.6000003815,N/A,N/A,⚪ 數據不足,⚠️ 獲利稀釋,2025,-9.0,63.83,-2.06,6129.TWO,-345.26,-0.17
338.45,13.934426229508198,2026-03,128.1,3.7,三福化,119.0,22.24%,10.72%,⚪ 中性觀察,📉 獲利侵蝕,2025,-9.76,-8.18,-9.17,4755.TW,-346.63,1.01
293.55,17.285713922404764,2026-03,63.0,2.48,榮田,72.5999984741,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-52.99,-53.16,-31.16,7709.TWO,-346.71000000000004,0.37
325.07,7.466350202042755,2026-03,189.45000000000002,4.01,美利達,94.3000030518,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,271.37,-22.14,-9.71,9914.TW,-347.21,1.09
345.63,6.384947563232572,2026-03,243.15,6.44,揚秦,103.5,27.43%,9.66%,⚪ 中性觀察,📉 獲利侵蝕,2025,8.73,-1.8,20.09,2755.TWO,-347.43,1.65
423.28,9.965278042690972,2026-03,86.39999999999999,2.53,大世科,57.4000015259,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,9.52,75.56,27.49,8099.TWO,-347.71999999999997,0.79
312.37,5.6290850919771245,2026-03,91.79999999999998,2.61,冠德,34.4500007629,23.17%,15.06%,⚪ 中性觀察,📉 獲利侵蝕,2025,-74.55,-35.44,-20.24,2520.TW,-347.81,0.52
367.88,10.034602076124568,2026-03,216.75,5.24,迅得,145.0,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-29.85,19.73,26.29,6438.TW,-348.15,1.76
379.26,11.485003657644475,2026-03,205.05,6.04,智伸科,157.0,23.25%,11.86%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-27.14,30.43,1.71,4551.TW,-348.83,2.7
366.95,7.380607814761215,2026-03,310.95,8.0,敦陽科,153.0,24.08%,10.67%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,6.67,17.41,11.38,2480.TW,-349.53999999999996,2.63
426.15,6.433518111204986,2026-03,108.3,2.88,大成鋼,46.4500007629,25.55%,14.07%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,77.93,76.56,12.63,2027.TW,-349.59,1.17
340.82,0.0,2026-03,-16.950000000000003,-0.35,無敵,12.0,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,60.23,-10.0,1.42,8201.TW,-350.82,-0.11
349.07,4.634782542347827,2026-03,86.25,2.56,環泥,26.6499996185,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,18.52,-2.38,-0.42,1104.TW,-351.45,0.41
318.51,104.25925784648147,2026-03,8.100000000000001,0.27,系統電,56.2999992371,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,-57.38,-33.33,9.13,5309.TWO,-351.84,0.09
1180.75,6.850393550590551,2026-03,38.1,1.14,宜新實業,17.3999996185,N/A,N/A,⚪ 中性觀察,⚠️ 獲利稀釋,2025,-35.23,828.57,-4.85,4440.TW,-352.17999999999995,0.51
293.96,6.419939577039274,2026-03,99.3,3.41,匯僑設計,42.5,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-46.72,-58.62,-30.87,6754.TW,-352.58,0.12
401.75,51.330798479087456,2026-03,1617.45,41.67,台光電,5535.0,28.58%,19.80%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,47.96,49.0,46.42,2383.TW,-352.75,14.9
155.69,17.84403739715596,2026-03,16.35,0.92,安鈦克,19.4500007629,N/A,N/A,❌ 暫避觀望,📉 獲利侵蝕,2025,142.59,-197.83,20.19,6276.TWO,-353.52,-0.9
286.97,3.268733915839793,2026-03,174.14999999999998,4.69,峰源-KY,37.9500007629,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-47.18,-66.84,-14.72,6807.TW,-353.81000000000006,0.63
318.21,5.869356388088377,2026-03,780.75,21.44,京鼎,305.5,23.90%,11.87%,⚪ 中性觀察,📉 獲利侵蝕,2025,-12.83,-36.27,26.66,3413.TW,-354.47999999999996,4.28
306.21,7.30560606254973,2026-03,82.94999999999999,1.87,大汽電,40.4000015259,N/A,N/A,⚪ 中性觀察,📉 獲利侵蝕,2025,-19.4,-48.65,-1.74,8931.TWO,-354.85999999999996,0.38
296.16,16.56934362259124,2026-03,41.1,1.56,合勤控,45.4000015259,30.58%,1.57%,❌ 暫避觀望,📉 獲利侵蝕,2025,10.87,-58.82,-2.6,3704.TW,-354.98,0.29
237.64,0.0,2026-03,-88.5,-1.95,川寶,63.7999992371,26.86%,-13.38%,⚪ 數據不足,📉 獲利侵蝕,2025,-3800.0,-117.65,-21.77,1595.TWO,-355.28999999999996,-0.74
572.52,19.941634241245133,2026-03,77.10000000000001,2.08,和椿,102.5,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-1.42,216.67,50.12,6215.TW,-355.85,1.14
428.07,65.17241247758622,2026-03,4.35,0.13,建大,18.8999996185,20.30%,1.48%,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-90.0,71.43,-0.7,2106.TW,-356.64,0.12
376.47,10.608508346795908,2026-03,278.55,6.27,士電,197.0,17.20%,7.03%,⚪ 中性觀察,⚠️ 獲利稀釋,2025,7.92,18.72,6.01,1503.TW,-357.75,2.79
529.33,256.17646610058824,2026-03,2.5500000000000003,0.36,萬年清,43.5499992371,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-52.17,171.43,-10.21,6624.TWO,-357.90000000000003,0.05
242.37,0.0,2026-03,-11.1,-0.73,攸泰科技,48.5,N/A,N/A,⚪ 數據不足,📉 獲利侵蝕,2025,6.41,-117.39,-2.54,6928.TW,-359.76,-0.04
395.54,96.81817835045446,2026-03,3.300000000000003,1.85,紅木-KY,21.2999992371,N/A,N/A,❌ 暫避觀望,⚠️ 獲利稀釋,2025,-63.22,35.38,-5.62,8426.TWO,-360.16,-0.42
271.35,5.0646832504398445,2026-03,115.95,3.0,維熹,39.1500015259,18.84%,5.60%,⚪ 中性觀察,📉 獲利侵蝕,2025,-50.98,-88.89,-6.46,3501.TW,-360.24,0.15
346.01,6.506147540983607,2026-03,292.8,7.95,廣隆,127.0,18.72%,9.93%,⚪ 中性觀察,📉 獲利侵蝕,2025,-32.28,-14.23,-18.5,1537.TW,-360.24,2.11
356.78,8.28981723237598,2026-03,229.8,5.85,豐達科,127.0,24.39%,9.60%,⚪ 中性觀察,📉 獲利侵蝕,2025,-24.15,-3.52,15.8,3004.TW,-360.29999999999995,1.92
315.63,6.870748558809524,2026-03,44.1,0.57,台南,20.2000007629,13.69%,-4.13%,⚪ 中性觀察,📉 獲利侵蝕,2025,-81.13,-44.8,-10.32,1473.TW,-360.43,0.69
