om,price,eps_yoy,rev_yoy,eps,advice,est_price,name,date,prev_eps_yoy,status,gm,prev_eps,prev_rev_yoy,expansion,symbol,prev_year,pe
N/A,8.0200004578,-28.57,312.59,0.05,❌ 暫避觀望,4.65,力麒,2026-03,-11.76,📉 獲利侵蝕,N/A,0.16,17.58,-341.15999999999997,5512.TWO,2025,25.870969218709675
N/A,24.2999992371,-37.7,304.12,0.76,⚪ 中性觀察,144.6,寶成,2026-03,-24.63,📉 獲利侵蝕,N/A,4.1,-4.71,-341.82,9904.TW,2025,2.520746808827801
N/A,461.0,-351.06,-9.15,-1.18,⚪ 數據不足,-10.35,M31,2026-03,-44.41,🌑 雙重衰退,N/A,1.69,20.34,-341.91,6643.TWO,2025,0.0
16.53%,39.8499984741,39.09,381.09,1.53,⚪ 中性觀察,182.10000000000002,長榮航,2026-03,-9.87,⚠️ 獲利稀釋,22.90%,4.84,-0.31,-342.0,2618.TW,2025,3.282536941853377
N/A,107.0,1.37,343.52,0.74,❌ 暫避觀望,99.14999999999999,立敦,2026-03,-14.74,⚠️ 獲利稀釋,N/A,2.68,-1.38,-342.15,6175.TWO,2025,16.187594553706507
19.39%,0.0,7.55,349.82,1.14,⚪ 數據不足,0.0,鉅祥,2026-03,-15.98,⚠️ 獲利稀釋,32.99%,4.36,12.66,-342.27,2476.TW,2025,0.0
-5.65%,11.3000001907,59.41,402.3,-0.41,⚪ 中性觀察,16.200000000000003,中環,2026-03,685.19,⚠️ 獲利稀釋,23.42%,1.58,-3.39,-342.89,2323.TW,2025,10.462963139537036
-5.18%,43.2000007629,28.57,372.19,0.09,⚪ 數據不足,-5.3999999999999995,永光,2026-03,-147.73,🔄 轉虧為盈,17.63%,-0.21,-7.34,-343.62,1711.TW,2025,0.0
N/A,124.0,-3.43,340.36,2.25,⚪ 中性觀察,354.0,宏全,2026-03,-5.01,📉 獲利侵蝕,N/A,9.1,1.65,-343.79,9939.TW,2025,5.2542372881355925
12.50%,123.5,-7.69,337.45,2.04,⚪ 中性觀察,284.7,湧德,2026-03,19.61,📉 獲利侵蝕,30.92%,7.55,20.51,-345.14,3689.TWO,2025,6.506849315068493
N/A,18.6499996185,63.83,409.09,-0.17,⚪ 數據不足,-44.85,普誠,2026-03,-9.0,⚠️ 獲利稀釋,N/A,-1.09,-2.06,-345.26,6129.TWO,2025,0.0
10.72%,134.0,-8.18,338.45,1.01,❌ 暫避觀望,128.1,三福化,2026-03,-9.76,📉 獲利侵蝕,22.24%,3.7,-9.17,-346.63,4755.TW,2025,15.690866510538644
N/A,76.5999984741,-53.16,293.55,0.37,❌ 暫避觀望,63.0,榮田,2026-03,-52.99,📉 獲利侵蝕,N/A,2.48,-31.16,-346.71000000000004,7709.TWO,2025,18.238094874785716
N/A,74.1999969482,-22.14,325.07,1.09,⚪ 中性觀察,189.45000000000002,美利達,2026-03,271.37,📉 獲利侵蝕,N/A,4.01,-9.71,-347.21,9914.TW,2025,5.8749007876642905
9.66%,139.5,-1.8,345.63,1.65,⚪ 中性觀察,243.15,揚秦,2026-03,8.73,📉 獲利侵蝕,27.43%,6.44,20.09,-347.43,2755.TWO,2025,8.605798889574336
N/A,58.0,75.56,423.28,0.79,⚪ 中性觀察,86.39999999999999,大世科,2026-03,9.52,⚠️ 獲利稀釋,N/A,2.53,27.49,-347.71999999999997,8099.TWO,2025,10.069444444444445
15.06%,34.9500007629,-35.44,312.37,0.52,⚪ 中性觀察,91.79999999999998,冠德,2026-03,-74.55,📉 獲利侵蝕,23.17%,2.61,-20.24,-347.81,2520.TW,2025,5.710784438382353
N/A,151.0,19.73,367.88,1.76,⚪ 中性觀察,216.75,迅得,2026-03,-29.85,⚠️ 獲利稀釋,N/A,5.24,26.29,-348.15,6438.TW,2025,10.449826989619378
11.86%,246.0,30.43,379.26,2.7,❌ 暫避觀望,205.05,智伸科,2026-03,-27.14,⚠️ 獲利稀釋,23.25%,6.04,1.71,-348.83,4551.TW,2025,17.99561082662765
10.67%,159.5,17.41,366.95,2.63,⚪ 中性觀察,310.95,敦陽科,2026-03,6.67,⚠️ 獲利稀釋,24.08%,8.0,11.38,-349.53999999999996,2480.TW,2025,7.694163048721659
14.07%,40.5499992371,76.56,426.15,1.17,⚪ 中性觀察,108.3,大成鋼,2026-03,77.93,⚠️ 獲利稀釋,25.55%,2.88,12.63,-349.59,2027.TW,2025,5.61634338463989
N/A,12.9499998093,-10.0,340.82,-0.11,⚪ 數據不足,-16.950000000000003,無敵,2026-03,60.23,📉 獲利侵蝕,N/A,-0.35,1.42,-350.82,8201.TW,2025,0.0
N/A,27.1000003815,-2.38,349.07,0.41,⚪ 中性觀察,86.25,環泥,2026-03,18.52,📉 獲利侵蝕,N/A,2.56,-0.42,-351.45,1104.TW,2025,4.713043544608696
N/A,64.0,-33.33,318.51,0.09,❌ 暫避觀望,8.100000000000001,系統電,2026-03,-57.38,📉 獲利侵蝕,N/A,0.27,9.13,-351.84,5309.TWO,2025,118.5185185185185
N/A,18.0499992371,828.57,1180.75,0.51,⚪ 中性觀察,38.1,宜新實業,2026-03,-35.23,⚠️ 獲利稀釋,N/A,1.14,-4.85,-352.17999999999995,4440.TW,2025,7.106298912244094
N/A,41.75,-58.62,293.96,0.12,⚪ 中性觀察,99.3,匯僑設計,2026-03,-46.72,📉 獲利侵蝕,N/A,3.41,-30.87,-352.58,6754.TW,2025,6.306646525679758
19.80%,5315.0,49.0,401.75,14.9,❌ 暫避觀望,1617.45,台光電,2026-03,47.96,⚠️ 獲利稀釋,28.58%,41.67,46.42,-352.75,2383.TW,2025,49.29054993971993
N/A,22.0499992371,-197.83,155.69,-0.9,❌ 暫避觀望,16.35,安鈦克,2026-03,142.59,📉 獲利侵蝕,N/A,0.92,20.19,-353.52,6276.TWO,2025,20.22935709825688
N/A,33.25,-66.84,286.97,0.63,⚪ 中性觀察,174.14999999999998,峰源-KY,2026-03,-47.18,📉 獲利侵蝕,N/A,4.69,-14.72,-353.81000000000006,6807.TW,2025,2.863910422049957
11.87%,339.0,-36.27,318.21,4.28,⚪ 中性觀察,780.75,京鼎,2026-03,-12.83,📉 獲利侵蝕,23.90%,21.44,26.66,-354.47999999999996,3413.TW,2025,6.512968299711816
N/A,43.1500015259,-48.65,306.21,0.38,⚪ 中性觀察,82.94999999999999,大汽電,2026-03,-19.4,📉 獲利侵蝕,N/A,1.87,-1.74,-354.85999999999996,8931.TWO,2025,7.802893585153709
1.57%,45.3499984741,-58.82,296.16,0.29,❌ 暫避觀望,41.1,合勤控,2026-03,10.87,📉 獲利侵蝕,30.58%,1.56,-2.6,-354.98,3704.TW,2025,16.551094333613136
-13.38%,70.0,-117.65,237.64,-0.74,⚪ 數據不足,-88.5,川寶,2026-03,-3800.0,📉 獲利侵蝕,26.86%,-1.95,-21.77,-355.28999999999996,1595.TWO,2025,0.0
N/A,116.0,216.67,572.52,1.14,❌ 暫避觀望,77.10000000000001,和椿,2026-03,-1.42,⚠️ 獲利稀釋,N/A,2.08,50.12,-355.85,6215.TW,2025,22.568093385214006
1.48%,17.7000007629,71.43,428.07,0.12,❌ 暫避觀望,4.35,建大,2026-03,-90.0,⚠️ 獲利稀釋,20.30%,0.13,-0.7,-356.64,2106.TW,2025,61.03448538931035
7.03%,225.5,18.72,376.47,2.79,⚪ 中性觀察,278.55,士電,2026-03,7.92,⚠️ 獲利稀釋,17.20%,6.27,6.01,-357.75,1503.TW,2025,12.143241787829833
N/A,41.5,171.43,529.33,0.05,❌ 暫避觀望,2.5500000000000003,萬年清,2026-03,-52.17,⚠️ 獲利稀釋,N/A,0.36,-10.21,-357.90000000000003,6624.TWO,2025,244.1176470588235
N/A,53.2000007629,-117.39,242.37,-0.04,⚪ 數據不足,-11.1,攸泰科技,2026-03,6.41,📉 獲利侵蝕,N/A,-0.73,-2.54,-359.76,6928.TW,2025,0.0
N/A,19.8999996185,35.38,395.54,-0.42,❌ 暫避觀望,3.300000000000003,紅木-KY,2026-03,-63.22,⚠️ 獲利稀釋,N/A,1.85,-5.62,-360.16,8426.TWO,2025,90.45454372045447
5.60%,40.5499992371,-88.89,271.35,0.15,⚪ 中性觀察,115.95,維熹,2026-03,-50.98,📉 獲利侵蝕,18.84%,3.0,-6.46,-360.24,3501.TW,2025,5.245795502858991
9.93%,125.5,-14.23,346.01,2.11,⚪ 中性觀察,292.8,廣隆,2026-03,-32.28,📉 獲利侵蝕,18.72%,7.95,-18.5,-360.24,1537.TW,2025,6.429303278688525
9.60%,145.5,-3.52,356.78,1.92,⚪ 中性觀察,229.8,豐達科,2026-03,-24.15,📉 獲利侵蝕,24.39%,5.85,15.8,-360.29999999999995,3004.TW,2025,9.497389033942559
-4.13%,20.2999992371,-44.8,315.63,0.69,⚪ 中性觀察,44.1,台南,2026-03,-81.13,📉 獲利侵蝕,13.69%,0.57,-10.32,-360.43,1473.TW,2025,6.904761645272109
7.70%,129.5,23.93,384.64,1.45,❌ 暫避觀望,119.25,奇鈦科,2026-03,-34.24,⚠️ 獲利稀釋,23.03%,3.15,16.19,-360.71,3430.TWO,2025,16.28930817610063
N/A,98.8000030518,47.0,408.08,1.47,⚪ 中性觀察,171.0,乙盛-KY,2026-03,30.95,⚠️ 獲利稀釋,N/A,4.4,-7.74,-361.08,5243.TW,2025,8.666666934368422
-1.07%,12.4499998093,-188.89,172.23,-0.07,⚪ 數據不足,-2.7,鈺德,2026-03,-92.73,📉 獲利侵蝕,27.89%,0.04,0.72,-361.12,3050.TW,2025,0.0
28.21%,305.5,-46.72,315.93,1.87,⚪ 中性觀察,350.09999999999997,京元電子,2026-03,41.67,📉 獲利侵蝕,37.66%,9.01,30.08,-362.65,2449.TW,2025,13.089117395029994
N/A,79.5999984741,-60.0,303.38,0.12,❌ 暫避觀望,61.49999999999999,微矽電子-創,2026-03,23.62,📉 獲利侵蝕,N/A,1.57,19.79,-363.38,8162.TW,2025,19.414633774170735
18.24%,810.0,208.82,572.88,3.19,❌ 暫避觀望,296.70000000000005,大量,2026-03,474.47,⚠️ 獲利稀釋,42.12%,8.13,95.35,-364.06,3167.TW,2025,40.95045500505561
N/A,20.6499996185,-83.87,280.38,0.05,⚪ 數據不足,-12.75,盛達,2026-03,-342.86,🔄 轉虧為盈,N/A,-1.06,4.18,-364.25,3027.TW,2025,0.0
17.08%,472.0,25.22,390.24,5.61,⚪ 中性觀察,734.1,健鼎,2026-03,21.94,⚠️ 獲利稀釋,25.47%,19.45,11.54,-365.02,3044.TW,2025,9.644462607274212
N/A,20.0499992371,44.0,409.13,-0.56,⚪ 數據不足,-148.64999999999998,嘉聯益,2026-03,0.46,⚠️ 獲利稀釋,N/A,-4.38,-25.69,-365.13,6153.TW,2025,0.0
12.13%,181.0,28.41,396.55,1.14,❌ 暫避觀望,129.14999999999998,大毅,2026-03,8.95,⚠️ 獲利稀釋,24.27%,3.45,7.81,-368.14,2478.TW,2025,21.02206736353078
N/A,76.3000030518,-57.14,311.46,0.18,❌ 暫避觀望,16.2,鈞寶,2026-03,-23.71,📉 獲利侵蝕,N/A,0.74,10.87,-368.59999999999997,6155.TW,2025,70.6481509738889
9.12%,29.1000003815,9.68,378.36,0.34,⚪ 中性觀察,31.049999999999997,南帝,2026-03,-27.19,⚠️ 獲利稀釋,25.29%,0.83,-16.0,-368.68,2108.TW,2025,14.057971198792272
N/A,28.5499992371,105.36,474.55,0.18,⚪ 數據不足,-137.25,亞崴,2026-03,-152.78,🔄 轉虧為盈,N/A,-2.45,0.45,-369.19,1530.TW,2025,0.0
N/A,56.0999984741,33.78,403.64,0.99,⚪ 中性觀察,144.45,國統,2026-03,21.07,⚠️ 獲利稀釋,N/A,4.08,20.29,-369.86,8936.TWO,2025,5.8255450128868125
-21.05%,19.3500003815,-97.67,273.28,0.02,⚪ 數據不足,-14.55,喬鼎,2026-03,46.34,🔄 轉虧為盈,29.42%,-0.88,1.86,-370.95,3057.TW,2025,0.0
N/A,29.9500007629,-30.0,341.24,0.28,❌ 暫避觀望,22.05,振發,2026-03,-47.47,📉 獲利侵蝕,N/A,0.52,17.01,-371.24,5426.TWO,2025,20.37415017884354
N/A,127.0,71.21,442.71,2.26,⚪ 中性觀察,193.2,榮惠-KY創,2026-03,-16.96,⚠️ 獲利稀釋,N/A,5.68,-3.92,-371.5,6924.TW,2025,9.86024844720497
N/A,31.8999996185,-66.33,305.92,0.33,⚪ 中性觀察,82.05000000000001,育富,2026-03,-47.23,📉 獲利侵蝕,N/A,2.19,-2.95,-372.25,6194.TWO,2025,5.831809802285192
2.75%,24.0499992371,-36.54,336.21,0.33,⚪ 中性觀察,60.75,世鎧,2026-03,-10.88,📉 獲利侵蝕,17.29%,1.72,-13.1,-372.75,2063.TWO,2025,5.938271416567901
8.17%,75.0,133.33,507.12,0.73,⚪ 中性觀察,80.99999999999999,佳能,2026-03,28.57,⚠️ 獲利稀釋,21.67%,2.44,60.25,-373.78999999999996,2374.TW,2025,13.888888888888891
4.13%,38.6500015259,-58.06,315.88,0.26,⚪ 中性觀察,73.20000000000002,志豐,2026-03,-50.73,📉 獲利侵蝕,21.42%,2.02,-13.21,-373.94,3206.TWO,2025,7.9200822798975405
N/A,37.3499984741,-21.74,352.87,0.9,⚪ 中性觀察,138.6,華豫寧,2026-03,19.85,📉 獲利侵蝕,N/A,3.49,-5.94,-374.61,6474.TWO,2025,4.042207627067099
3.94%,76.6999969482,23.33,398.73,0.37,❌ 暫避觀望,52.050000000000004,長興,2026-03,-9.62,⚠️ 獲利稀釋,21.29%,1.41,-7.93,-375.40000000000003,1717.TW,2025,22.103745518213255
6.31%,92.3000030518,37.5,412.92,0.33,❌ 暫避觀望,20.55,希華,2026-03,-34.34,⚠️ 獲利稀釋,21.81%,0.65,10.07,-375.42,2484.TW,2025,67.37226500131386
N/A,140.0,103.13,478.88,0.65,❌ 暫避觀望,67.5,台虹,2026-03,-11.69,⚠️ 獲利稀釋,N/A,2.07,6.75,-375.75,8039.TW,2025,31.11111111111111
5.81%,953.0,70.24,446.0,2.86,❌ 暫避觀望,258.9,禾伸堂,2026-03,12.1,⚠️ 獲利稀釋,17.62%,6.58,5.01,-375.76,3026.TW,2025,55.214368482039404
2.40%,90.5,183.33,559.82,0.17,⚪ 中性觀察,127.95000000000002,力致,2026-03,-53.89,⚠️ 獲利稀釋,18.01%,3.74,0.02,-376.49,3483.TWO,2025,10.609613130128956
N/A,34.5499992371,-94.38,283.66,0.05,⚪ 中性觀察,35.550000000000004,圓裕,2026-03,-76.35,📉 獲利侵蝕,N/A,0.97,-2.38,-378.04,6835.TW,2025,14.578058749831225
N/A,186.0,-4.8,374.33,3.59,⚪ 中性觀察,446.99999999999994,豐祥-KY,2026-03,-27.39,📉 獲利侵蝕,N/A,12.25,-6.57,-379.13,5288.TW,2025,6.2416107382550345
N/A,41.0,233.33,612.53,0.24,❌ 暫避觀望,31.350000000000005,長園科,2026-03,160.13,⚠️ 獲利稀釋,N/A,0.92,237.84,-379.19999999999993,8038.TWO,2025,19.61722488038277
N/A,47.0,-62.96,316.24,0.37,⚪ 中性觀察,154.2,菱光,2026-03,15.99,📉 獲利侵蝕,N/A,4.03,-11.42,-379.2,8249.TW,2025,4.571984435797666
N/A,154.0,82.43,461.95,2.7,⚪ 中性觀察,215.85000000000002,龍德造船,2026-03,-6.72,⚠️ 獲利稀釋,N/A,5.98,2.49,-379.52,6753.TW,2025,10.701876302988186
4.93%,64.0,-11.76,368.25,1.37,⚪ 中性觀察,222.15,三陽工業,2026-03,-3.34,📉 獲利侵蝕,18.31%,5.78,-4.56,-380.01,2206.TW,2025,4.321404456448345
6.19%,21.3500003815,-53.45,326.78,0.27,⚪ 中性觀察,68.55000000000001,六暉-KY,2026-03,-22.93,📉 獲利侵蝕,18.21%,1.58,-4.72,-380.22999999999996,2115.TW,2025,4.671772512363238
N/A,39.3499984741,1.47,382.05,0.61,⚪ 中性觀察,65.7,�矬�,2026-03,-53.88,⚠️ 獲利稀釋,N/A,1.93,-12.83,-380.58,8349.TWO,2025,8.984017916461188
N/A,68.0,-41.38,339.61,0.68,⚪ 中性觀察,169.8,豐泰,2026-03,-14.14,📉 獲利侵蝕,N/A,5.1,-4.54,-380.99,9910.TW,2025,6.007067137809187
4.42%,83.5999984741,-48.1,335.22,0.41,❌ 暫避觀望,81.15,利機,2026-03,-10.04,📉 獲利侵蝕,18.10%,2.15,10.54,-383.32000000000005,3444.TWO,2025,15.452864782643253
3.03%,23.8500003815,-39.39,344.48,0.2,⚪ 中性觀察,27.0,德淵,2026-03,-47.52,📉 獲利侵蝕,23.02%,0.74,-2.31,-383.87,4720.TW,2025,13.250000211944444
N/A,22.1000003815,350.0,734.16,0.18,❌ 暫避觀望,10.799999999999999,北基,2026-03,-72.09,⚠️ 獲利稀釋,N/A,0.35,-14.5,-384.15999999999997,8927.TWO,2025,30.694444974305554
N/A,39.0,-322.22,62.97,-0.2,❌ 暫避觀望,2.0999999999999996,天擎,2026-03,180.65,📉 獲利侵蝕,N/A,0.25,42.33,-385.19000000000005,6708.TWO,2025,278.5714285714286
-1.94%,52.2999992371,-81.61,304.43,0.41,⚪ 中性觀察,180.9,陽明,2026-03,-73.34,📉 獲利侵蝕,5.67%,4.9,-26.56,-386.04,2609.TW,2025,4.336650019660033
-0.45%,65.8000030518,85.0,471.2,0.37,❌ 暫避觀望,63.15,全漢,2026-03,-13.89,⚠️ 獲利稀釋,17.44%,1.86,12.58,-386.2,3015.TW,2025,15.629454406603326
-66.51%,38.0999984741,173.28,559.52,0.85,❌ 暫避觀望,32.699999999999996,吉祥全,2026-03,457.5,⚠️ 獲利稀釋,43.42%,1.43,-10.43,-386.24,2491.TW,2025,17.477063520229358
N/A,52.7999992371,-87.5,299.04,0.1,❌ 暫避觀望,24.45,大井泵浦,2026-03,-97.61,📉 獲利侵蝕,N/A,0.06,0.3,-386.54,6982.TWO,2025,32.39263756877301
-11.23%,28.6000003815,-17.98,371.35,-1.05,⚪ 中性觀察,161.1,三一東林,2026-03,248.27,📉 獲利侵蝕,8.05%,6.42,70.72,-389.33000000000004,3609.TWO,2025,2.6629423074022345
1.17%,34.25,150.0,540.0,0.1,⚪ 數據不足,-15.3,明泰,2026-03,-190.0,🔄 轉虧為盈,18.44%,-0.36,4.75,-390.0,3380.TW,2025,0.0
10.58%,113.0,13.27,403.57,1.37,⚪ 中性觀察,178.95,台灣大,2026-03,4.58,⚠️ 獲利稀釋,19.71%,4.77,-0.31,-390.3,3045.TW,2025,9.47191953059514
N/A,32.5999984741,13.58,404.06,0.92,❌ 暫避觀望,29.85,世豐,2026-03,-67.92,⚠️ 獲利稀釋,N/A,1.12,-10.76,-390.48,2065.TWO,2025,16.38190878095477
N/A,20.3999996185,-58.33,332.87,0.05,❌ 暫避觀望,18.45,金利食安,2026-03,-69.73,📉 獲利侵蝕,N/A,0.57,6.19,-391.2,7743.TWO,2025,16.585365543495936
N/A,21.6499996185,-63.64,327.76,0.04,❌ 暫避觀望,5.7,熒茂,2026-03,-60.0,📉 獲利侵蝕,N/A,0.16,8.46,-391.4,4729.TWO,2025,56.97368320657895
N/A,143.5,-9.83,381.69,1.56,⚪ 中性觀察,285.15000000000003,漢科,2026-03,10.62,📉 獲利侵蝕,N/A,7.5,-4.4,-391.52,3402.TWO,2025,7.548658600736454
N/A,434.5,5.92,398.1,1.62,❌ 暫避觀望,194.54999999999998,華星光,2026-03,43.01,⚠️ 獲利稀釋,N/A,5.43,27.06,-392.18,4979.TWO,2025,33.500385505011565
-6.90%,28.3999996185,-3.03,389.42,-0.34,⚪ 數據不足,-58.35,飛宏,2026-03,-410.42,📉 獲利侵蝕,21.21%,-1.48,-10.11,-392.45,2457.TW,2025,0.0
N/A,29.0499992371,-50.0,342.65,0.29,⚪ 中性觀察,44.550000000000004,至興,2026-03,-46.94,📉 獲利侵蝕,N/A,1.3,-13.43,-392.65,4535.TWO,2025,9.781144524276094
8.41%,27.7000007629,-55.56,337.41,0.08,❌ 暫避觀望,6.450000000000001,映興,2026-03,-74.05,📉 獲利侵蝕,25.04%,0.34,16.57,-392.97,3597.TWO,2025,64.41860642534883
5.06%,90.8000030518,-50.0,343.32,0.67,⚪ 中性觀察,158.55,宏致,2026-03,74.89,📉 獲利侵蝕,26.65%,4.35,11.14,-393.32,3605.TW,2025,8.590350336026491
-46.94%,19.4500007629,14.29,408.48,-0.3,⚪ 數據不足,-148.5,永邑-KY,2026-03,-24.32,⚠️ 獲利稀釋,8.14%,-3.68,-0.82,-394.19,2939.TW,2025,0.0
N/A,15.3000001907,0.0,394.41,-0.55,⚪ 數據不足,-97.19999999999999,佑華,2026-03,-121.74,📉 獲利侵蝕,N/A,-2.55,-31.37,-394.41,8024.TWO,2025,0.0
-47.25%,15.0,-466.67,-71.35,-0.22,⚪ 數據不足,-12.0,聯上,2026-03,-112.91,🌑 雙重衰退,37.85%,-0.43,-89.32,-395.32000000000005,4113.TWO,2025,0.0
N/A,71.0,-55.22,340.44,1.2,⚪ 中性觀察,266.25,志強-KY,2026-03,-17.06,📉 獲利侵蝕,N/A,6.77,10.46,-395.65999999999997,6768.TW,2025,4.0
N/A,28.2999992371,-187.5,208.18,-0.07,⚪ 中性觀察,114.60000000000001,智基,2026-03,55.31,📉 獲利侵蝕,N/A,2.78,-7.81,-395.68,6294.TWO,2025,3.7041883818193715
N/A,201.0,-79.51,316.5,0.75,⚪ 中性觀察,450.75,來億-KY,2026-03,-14.96,📉 獲利侵蝕,N/A,13.02,5.05,-396.01,6890.TW,2025,6.688851913477538
N/A,43.25,-51.61,344.45,0.3,⚪ 中性觀察,108.60000000000001,華孚,2026-03,-2.36,📉 獲利侵蝕,N/A,2.9,13.71,-396.06,6235.TW,2025,5.973756906077348
N/A,17.2000007629,-22.58,374.82,0.24,⚪ 數據不足,-9.9,耀億,2026-03,67.24,🔄 轉虧為盈,N/A,-0.19,-2.42,-397.4,4430.TWO,2025,0.0
N/A,139.0,259.52,657.4,1.51,❌ 暫避觀望,117.30000000000001,宏捷科,2026-03,26.79,⚠️ 獲利稀釋,N/A,3.36,-7.61,-397.88,8086.TWO,2025,17.774936061381073
8.52%,755.0,73.33,471.97,1.17,❌ 暫避觀望,121.94999999999999,景碩,2026-03,3072.73,⚠️ 獲利稀釋,22.14%,3.51,28.87,-398.64000000000004,3189.TW,2025,92.86592865928661
8.28%,0.0,40.0,438.93,0.55,⚪ 數據不足,0.0,和益,2026-03,-20.13,⚠️ 獲利稀釋,17.58%,1.23,-12.57,-398.93,1709.TW,2025,0.0
N/A,1195.0,93.47,492.63,10.73,❌ 暫避觀望,1089.6,勤誠,2026-03,77.66,⚠️ 獲利稀釋,N/A,29.06,51.55,-399.15999999999997,8210.TW,2025,16.450991189427313
N/A,16.2999992371,186.96,586.98,0.2,⚪ 數據不足,-11.850000000000001,金耘國際,2026-03,23.4,🔄 轉虧為盈,N/A,-0.36,191.86,-400.02,4950.TWO,2025,0.0
N/A,118.0,-386.36,14.56,-2.14,⚪ 數據不足,-149.25000000000003,錼創科技-KY創,2026-03,-276.79,📉 獲利侵蝕,N/A,-1.02,-23.56,-400.92,6854.TW,2025,0.0
-80.56%,16.0,-66.67,334.65,-0.05,⚪ 數據不足,-5.3999999999999995,郡都開發,2026-03,-44.44,📉 獲利侵蝕,15.04%,-0.13,28.81,-401.32,4402.TWO,2025,0.0
6.82%,863.0,428.33,830.09,3.28,❌ 暫避觀望,155.1,欣興,2026-03,18.07,⚠️ 獲利稀釋,15.77%,4.38,13.75,-401.76000000000005,3037.TW,2025,83.46228239845261
N/A,19.75,72.73,474.91,0.57,⚪ 中性觀察,47.699999999999996,達輝-KY,2026-03,54.05,⚠️ 獲利稀釋,N/A,1.14,3.13,-402.18,5276.TWO,2025,6.210691823899372
5.53%,14.3500003815,154.9,557.65,0.28,❌ 暫避觀望,12.6,志信,2026-03,-68.29,⚠️ 獲利稀釋,37.12%,0.52,-2.19,-402.75,2611.TW,2025,17.0833337875
N/A,14.75,350.0,752.81,0.09,❌ 暫避觀望,6.6,松普,2026-03,1000.0,⚠️ 獲利稀釋,N/A,0.11,-8.11,-402.80999999999995,5488.TWO,2025,33.52272727272727
6.05%,66.5999984741,4.44,407.81,0.47,❌ 暫避觀望,28.799999999999997,健和興,2026-03,-74.48,⚠️ 獲利稀釋,21.28%,0.99,-3.28,-403.37,3003.TW,2025,34.68749920526042
3.55%,62.5999984741,-53.75,349.69,0.37,❌ 暫避觀望,34.50000000000001,時碩工業,2026-03,-41.88,📉 獲利侵蝕,22.67%,1.36,3.73,-403.44,4566.TW,2025,27.217390640913038
N/A,0.0,0.44,403.93,4.54,⚪ 數據不足,0.0,崑鼎,2026-03,5.99,⚠️ 獲利稀釋,N/A,18.44,13.2,-403.49,6803.TWO,2025,0.0
N/A,24.8999996185,8.33,412.13,0.13,❌ 暫避觀望,19.799999999999997,金橋,2026-03,10.77,⚠️ 獲利稀釋,N/A,0.72,17.93,-403.8,6133.TW,2025,18.863636074621215
N/A,32.75,0.0,404.41,0.42,⚪ 中性觀察,71.39999999999999,海柏特,2026-03,-10.78,📉 獲利侵蝕,N/A,2.05,1.55,-404.41,6884.TWO,2025,6.880252100840337
N/A,41.9000015259,820.0,1224.69,2.76,⚪ 中性觀察,88.94999999999999,富宇,2026-03,-79.5,⚠️ 獲利稀釋,N/A,1.23,-72.18,-404.69000000000005,4907.TWO,2025,7.0657675423102875
1.24%,22.0499992371,17.65,423.58,0.2,❌ 暫避觀望,17.7,日勝化,2026-03,-19.59,⚠️ 獲利稀釋,19.87%,0.78,-12.95,-405.93,1735.TW,2025,18.68644003144068
N/A,255.0,8.68,414.73,3.63,⚪ 中性觀察,511.79999999999995,信紘科,2026-03,39.39,⚠️ 獲利稀釋,N/A,13.77,75.17,-406.05,6667.TWO,2025,7.473622508792498
-478.52%,55.7000007629,8.82,414.88,-0.31,⚪ 數據不足,-100.49999999999999,合一,2026-03,10.29,⚠️ 獲利稀釋,41.13%,-2.18,9.49,-406.06,4743.TWO,2025,0.0
N/A,90.9000015259,-3.0,404.8,2.29,⚪ 中性觀察,348.3,瑞儀,2026-03,-40.24,📉 獲利侵蝕,N/A,9.4,-5.52,-407.8,6176.TW,2025,3.914728747885443
N/A,10.5,-121.43,286.39,-0.03,⚪ 數據不足,-15.9,萬國通,2026-03,-126.47,📉 獲利侵蝕,N/A,-0.27,-17.71,-407.82,9950.TWO,2025,0.0
10.88%,19.8500003815,150.0,558.67,0.35,❌ 暫避觀望,10.65,展宇,2026-03,-64.1,⚠️ 獲利稀釋,22.50%,0.28,-15.76,-408.66999999999996,1776.TW,2025,27.957747016197178
1.41%,30.2000007629,-48.08,360.59,0.27,❌ 暫避觀望,28.35,謚源,2026-03,-64.42,📉 獲利侵蝕,16.15%,0.95,-6.01,-408.66999999999996,2235.TWO,2025,15.978836382486772
9.90%,0.0,2.12,410.79,4.81,⚪ 數據不足,0.0,振大環球,2026-03,-11.39,⚠️ 獲利稀釋,24.81%,14.79,28.28,-408.67,4441.TW,2025,0.0
10.13%,4400.0,71.27,480.34,12.28,❌ 暫避觀望,1093.5,創意,2026-03,9.24,⚠️ 獲利稀釋,19.04%,28.13,36.32,-409.07,3443.TW,2025,60.356652949245536
7.19%,20.25,110.77,520.84,0.07,⚪ 數據不足,-84.29999999999998,台船,2026-03,18.81,🔄 轉虧為盈,11.98%,-1.77,50.27,-410.07000000000005,2208.TW,2025,0.0
N/A,83.5,11.36,421.47,0.51,❌ 暫避觀望,57.3,長科*,2026-03,-20.6,⚠️ 獲利稀釋,N/A,1.63,12.02,-410.11,6548.TWO,2025,21.858638743455497
