om,price,eps_yoy,rev_yoy,eps,advice,est_price,name,date,prev_eps_yoy,status,gm,prev_eps,prev_rev_yoy,expansion,symbol,prev_year,pe
N/A,26.0,43.18,42.24,-0.26,⚪ 數據不足,-73.20000000000002,佐登-KY,2026-03,67.52,🚀 利潤擴張,N/A,-1.59,1.27,0.9399999999999977,4190.TW,2025,0.0
N/A,91.8000030518,35.71,35.11,1.71,✅ 穩健價值,210.45,精拓科,2026-03,40.71,🚀 利潤擴張,N/A,5.98,4.88,0.6000000000000014,4951.TWO,2025,6.543122099201711
35.36%,24.7000007629,17.86,17.29,0.35,✅ 穩健價值,45.6,聯邦銀,2026-03,8.94,🏰 高護城河,94.34%,1.29,4.5,0.5700000000000003,2838.TW,2025,8.125000250953947
59.33%,748.0,19.96,19.67,11.18,✅ 穩健價值,1433.8500000000001,鈊象,2026-03,19.82,🏰 高護城河,97.58%,38.51,19.01,0.28999999999999915,3293.TWO,2025,7.825086306098964
N/A,35.5999984741,-1.41,-1.33,0.7,⚪ 數據不足,0.0,享溫馨,2026-03,-68.78,🌑 雙重衰退,N/A,0.68,-1.96,-0.07999999999999985,7760.TW,2025,0.0
N/A,0.0,-1.41,-1.33,0.7,⚪ 數據不足,0.0,未知,2026-03,-68.78,🌑 雙重衰退,N/A,0.68,-1.96,-0.07999999999999985,7760.TWO,2025,0.0
N/A,81.5999984741,16.0,16.31,0.6,❌ 暫避觀望,49.2,現觀科,2026-03,-48.45,⚠️ 獲利稀釋,N/A,1.87,-11.58,-0.3099999999999987,6906.TW,2025,24.87804831527439
N/A,100.0,-14.52,-13.62,-0.72,⚪ 數據不足,-90.0,順藥,2026-03,19.44,🌑 雙重衰退,N/A,-2.05,-8.49,-0.9000000000000004,6535.TWO,2025,0.0
35.12%,34.0999984741,11.76,12.82,0.57,⚪ 中性觀察,73.8,第一金,2026-03,3.31,🏰 高護城河,78.99%,1.87,7.59,-1.0600000000000005,2892.TW,2025,6.930893998800813
N/A,21.0499992371,37.31,38.45,-0.42,⚪ 數據不足,-65.25,鑽石投資,2026-03,53.38,⚠️ 獲利稀釋,N/A,-1.38,51.85,-1.1400000000000006,6901.TW,2025,0.0
N/A,25.1000003815,12.5,14.28,0.36,⚪ 中性觀察,51.0,合庫金,2026-03,7.94,⚠️ 獲利稀釋,N/A,1.36,13.01,-1.7799999999999994,5880.TW,2025,7.382353053382353
38.59%,23.8999996185,18.92,20.79,0.44,⚪ 中性觀察,58.949999999999996,彰銀,2026-03,13.53,🏰 高護城河,88.90%,1.51,8.35,-1.8699999999999974,2801.TW,2025,6.0814248393129775
N/A,42.5499992371,9.38,11.29,1.05,⚪ 中性觀察,124.19999999999999,上海商銀,2026-03,10.11,⚠️ 獲利稀釋,N/A,3.06,3.7,-1.9099999999999984,5876.TW,2025,5.138888796751209
N/A,119.0,61.22,63.3,0.79,⚪ 數據不足,0.0,立盈,2026-03,4.79,⚠️ 獲利稀釋,N/A,1.76,58.62,-2.0799999999999983,7820.TWO,2025,0.0
41.10%,18.25,9.37,13.27,0.35,⚪ 中性觀察,49.2,臺企銀,2026-03,2.44,🏰 高護城河,97.54%,1.26,2.85,-3.9000000000000004,2834.TW,2025,5.564024390243902
N/A,18.9500007629,400.0,404.29,0.15,⚪ 中性觀察,84.75,宏普,2026-03,422.95,⚠️ 獲利稀釋,N/A,3.19,327.05,-4.2900000000000205,2536.TW,2025,3.3539824359115045
-51.18%,9.0,51.52,56.57,-0.33,⚪ 數據不足,-105.6,雅茗-KY,2026-03,-174.64,🏰 高護城河,54.90%,-3.55,0.59,-5.049999999999997,2726.TWO,2025,0.0
N/A,551.0,115.22,120.31,1.98,❌ 暫避觀望,228.75000000000003,矽力*-KY,2026-03,8.14,⚠️ 獲利稀釋,N/A,6.4,1.94,-5.090000000000003,6415.TW,2025,36.131147540983605
40.48%,34.75,12.73,19.37,0.62,⚪ 中性觀察,81.0,玉山金,2026-03,30.06,🏰 高護城河,91.14%,2.12,20.44,-6.640000000000001,2884.TW,2025,6.435185185185185
-9.23%,17.0499992371,50.0,56.73,-0.09,⚪ 數據不足,-79.95,瑞基,2026-03,8.21,🏰 高護城河,73.67%,-1.93,12.71,-6.729999999999997,4171.TWO,2025,0.0
31.38%,71.3000030518,15.15,22.25,1.18,⚪ 中性觀察,151.5,中信金,2026-03,11.73,🏰 高護城河,70.98%,4.08,29.29,-7.1,2891.TW,2025,7.059406242752476
22.46%,126.0,-20.07,-10.41,2.4,⚪ 中性觀察,307.35,富邦金,2026-03,-21.56,🌑 雙重衰退,42.21%,8.37,9.74,-9.66,2881.TW,2025,6.149341142020497
42.63%,33.5999984741,-62.9,-52.83,0.23,⚪ 中性觀察,80.39999999999999,德英,2026-03,26.01,🏰 高護城河,85.36%,2.18,24.13,-10.07,4911.TWO,2025,6.268656431735075
10.37%,22.1499996185,-109.26,-98.55,-0.11,⚪ 中性觀察,130.95000000000002,皇普,2026-03,12.42,🌑 雙重衰退,15.63%,3.65,130.3,-10.710000000000008,2528.TW,2025,2.537227905899198
N/A,92.5,6.68,17.4,4.15,⚪ 中性觀察,255.0,正瀚-創,2026-03,-2.59,⚠️ 獲利稀釋,N/A,4.51,11.21,-10.719999999999999,6534.TW,2025,5.4411764705882355
N/A,16.6499996185,163.33,174.36,0.2,⚪ 數據不足,-70.65,日盛台駿,2026-03,-280.56,🔄 轉虧為盈,N/A,-2.38,-7.09,-11.030000000000001,6958.TW,2025,0.0
51.96%,20.6000003815,2.56,13.77,0.4,⚪ 中性觀察,57.300000000000004,台中銀,2026-03,0.0,🏰 高護城河,93.02%,1.53,6.96,-11.209999999999999,2812.TW,2025,5.392670256937172
N/A,22.75,157.14,168.99,0.2,⚪ 數據不足,-61.349999999999994,ABC-KY,2026-03,22.83,🔄 轉虧為盈,N/A,-1.96,38.52,-11.850000000000023,6598.TW,2025,0.0
-3.65%,74.6999969482,137.14,149.28,0.84,❌ 暫避觀望,16.65,晶宏,2026-03,-54.31,⚠️ 獲利稀釋,38.56%,0.54,7.08,-12.140000000000015,3141.TWO,2025,67.29729454792793
-2853.40%,11.1999998093,58.33,72.15,-0.05,⚪ 數據不足,-1.05,大將,2026-03,100.0,🏰 高護城河,912.85%,0.04,7.27,-13.820000000000007,1453.TW,2025,0.0
30.59%,98.0,-1.52,12.33,2.15,⚪ 中性觀察,254.09999999999997,國泰金,2026-03,-2.94,🏰 高護城河,62.29%,7.06,-2.04,-13.85,2882.TW,2025,5.78512396694215
37.14%,41.9000015259,33.33,47.42,0.76,⚪ 中性觀察,79.35,永豐金,2026-03,4.57,🏰 高護城河,91.41%,1.97,15.47,-14.090000000000003,2890.TW,2025,7.920605203383743
-5.22%,5.5399999619,1.36,16.77,-5.06,⚪ 數據不足,-222.15,永冠-KY,2025-09,65.91,⚠️ 獲利稀釋,7.87%,-2.71,18.73,-15.41,1589.TW,2025,0.0
38.22%,13.25,-3.85,11.99,0.25,⚪ 中性觀察,34.800000000000004,遠東銀,2026-03,-14.85,🏰 高護城河,102.49%,0.93,0.06,-15.84,2845.TW,2025,5.711206896551723
N/A,5.0199999809,-7.45,8.46,-1.01,⚪ 數據不足,-159.0,大洋-KY,2026-03,-73.66,📉 獲利侵蝕,N/A,-4.55,-14.95,-15.91,5907.TW,2025,0.0
65.42%,17.25,60.0,76.08,0.48,⚪ 中性觀察,53.849999999999994,華票,2026-03,31.37,🏰 高護城河,87.03%,1.34,33.06,-16.08,2820.TW,2025,4.805013927576602
N/A,68.4000015259,3.88,20.0,1.34,⚪ 中性觀察,126.89999999999999,訊連,2026-03,-9.05,⚠️ 獲利稀釋,N/A,3.63,18.91,-16.12,5203.TW,2025,8.085106563345153
13.25%,63.9000015259,81.82,98.16,0.6,⚪ 中性觀察,78.60000000000001,寶齡富錦,2026-03,53.1,🏰 高護城河,52.35%,2.22,1.66,-16.340000000000003,1760.TW,2025,12.194656779751908
9.16%,140.5,180.0,197.09,0.43,❌ 暫避觀望,30.150000000000002,直得,2026-03,-15.24,⚠️ 獲利稀釋,38.83%,0.91,9.81,-17.090000000000003,1597.TW,2025,69.90049751243781
-95.04%,106.0,-72.34,-54.13,0.13,⚪ 中性觀察,545.4000000000001,上緯投控,2026-03,1276.65,🌑 雙重衰退,24.80%,35.57,-30.75,-18.21,3708.TW,2025,2.9152915291529147
N/A,45.2999992371,33.33,54.92,0.04,⚪ 數據不足,-8.100000000000001,隆中,2026-03,-99.01,⚠️ 獲利稀釋,N/A,0.02,10.22,-21.590000000000003,6542.TWO,2025,0.0
51.79%,21.9500007629,-3.33,18.36,0.29,⚪ 中性觀察,42.45,統領,2026-03,8.85,🏰 高護城河,87.61%,1.23,-14.47,-21.689999999999998,2910.TW,2025,7.75618401515901
N/A,23.5,100.0,122.47,0.46,⚪ 中性觀察,45.45,雃博,2026-03,5.26,⚠️ 獲利稀釋,N/A,1.2,0.74,-22.47,4106.TW,2025,7.755775577557755
N/A,437.5,231.33,254.17,1.97,❌ 暫避觀望,45.6,IET-KY,2026-03,146.97,⚠️ 獲利稀釋,N/A,1.65,50.49,-22.839999999999975,4971.TWO,2025,143.91447368421052
N/A,288.0,-30.17,-6.85,1.69,⚪ 數據不足,0.0,敘豐,2026-03,-17.37,🌑 雙重衰退,N/A,5.9,-10.06,-23.32,3485.TWO,2025,0.0
N/A,1530.0,52.97,76.92,5.79,❌ 暫避觀望,530.85,藥華藥,2026-03,53.11,⚠️ 獲利稀釋,N/A,13.64,60.61,-23.950000000000003,6446.TW,2025,43.232551568239614
N/A,183.0,24.77,49.97,1.39,❌ 暫避觀望,177.14999999999998,長聖,2026-03,7.69,⚠️ 獲利稀釋,N/A,4.88,8.96,-25.2,6712.TWO,2025,15.495342929720577
N/A,43.0,21.74,47.77,0.56,⚪ 中性觀察,83.55000000000001,鑫傳,2026-03,-36.41,⚠️ 獲利稀釋,N/A,2.62,19.24,-26.030000000000005,6856.TWO,2025,7.719928186714542
N/A,25.75,300.0,326.44,0.16,❌ 暫避觀望,9.750000000000002,伍豐,2026-03,-90.28,⚠️ 獲利稀釋,N/A,0.14,-11.54,-26.439999999999998,8076.TWO,2025,39.615384615384606
34.02%,28.6000003815,-82.31,-55.17,0.23,⚪ 中性觀察,116.85,名軒,2026-03,-57.74,🌑 雙重衰退,49.04%,3.03,-62.17,-27.14,1442.TW,2025,3.671373604813864
N/A,0.0,-34.48,-6.92,-0.78,⚪ 數據不足,0.0,雲象科技-創,2026-03,-67.15,🌑 雙重衰退,N/A,-2.29,91.93,-27.559999999999995,7803.TW,2025,0.0
N/A,0.0,-34.48,-6.92,-0.78,⚪ 數據不足,0.0,未知,2026-03,-67.15,🌑 雙重衰退,N/A,-2.29,91.93,-27.559999999999995,7803.TWO,2025,0.0
10.47%,13.0500001907,-9.52,18.79,0.19,⚪ 數據不足,-24.3,華園,2026-03,-234.62,🔄 轉虧為盈,89.24%,-0.35,-2.27,-28.31,2702.TW,2025,0.0
41.97%,386.5,-0.73,28.12,4.07,⚪ 中性觀察,521.55,雙美,2026-03,6.9,🏰 高護城河,77.03%,13.33,11.45,-28.85,4728.TWO,2025,11.115904515386829
N/A,40.3499984741,-7.89,20.98,1.05,⚪ 中性觀察,78.15,森鉅,2026-03,-66.05,📉 獲利侵蝕,N/A,1.83,-20.5,-28.87,8942.TWO,2025,7.744721396180422
7.94%,66.5999984741,11.02,39.9,1.31,⚪ 數據不足,-53.400000000000006,美食-KY,2026-03,-175.3,🔄 轉虧為盈,59.54%,-2.47,-4.59,-28.88,2723.TW,2025,0.0
N/A,60.2999992371,24.75,55.42,0.76,⚪ 中性觀察,158.4,和潤企業,2026-03,10.4,⚠️ 獲利稀釋,N/A,4.72,-18.16,-30.67,6592.TW,2025,5.710227200482954
N/A,244.0,510.71,542.16,1.17,⚪ 數據不足,-26.700000000000003,廣閎科,2026-03,-102.7,🔄 轉虧為盈,N/A,-0.09,29.21,-31.44999999999999,6693.TWO,2025,0.0
3.21%,52.0,210.0,244.69,0.31,❌ 暫避觀望,7.35,泓瀚,2026-03,-85.43,⚠️ 獲利稀釋,33.55%,0.29,-17.82,-34.69,4741.TWO,2025,106.12244897959184
-1427.47%,27.0499992371,20.0,54.92,-0.08,⚪ 數據不足,-14.1,中福,2026-03,-51.85,🏰 高護城河,64.71%,-0.41,-43.98,-34.92,1435.TW,2025,0.0
N/A,13.5500001907,90.0,125.1,0.4,⚪ 數據不足,-81.6,御嵿,2026-03,-17.7,🔄 轉虧為盈,N/A,-2.66,27.85,-35.099999999999994,3522.TWO,2025,0.0
-1.56%,14.75,-99.32,-63.16,0.01,⚪ 中性觀察,55.05,富華新,2026-03,-82.6,🌑 雙重衰退,21.31%,1.07,-68.21,-36.16,3056.TW,2025,4.0190735694822886
7.13%,22.3500003815,433.33,470.92,0.16,⚪ 中性觀察,45.3,樂事綠能,2026-03,876.92,⚠️ 獲利稀釋,16.87%,1.01,32.89,-37.59000000000003,1529.TW,2025,7.400662377980133
N/A,17.7999992371,-102.13,-64.4,-0.01,❌ 暫避觀望,16.650000000000002,強盛新,2026-03,-95.82,🌑 雙重衰退,N/A,0.13,23.84,-37.72999999999999,1463.TW,2025,16.036035348738736
N/A,293.0,66.67,104.62,1.1,❌ 暫避觀望,210.89999999999998,騰雲,2026-03,40.48,⚠️ 獲利稀釋,N/A,7.08,20.33,-37.95,6870.TWO,2025,20.839260312944525
N/A,28.0499992371,-71.72,-33.46,0.28,⚪ 中性觀察,80.1,弘煜科,2026-03,-34.28,🌑 雙重衰退,N/A,2.32,-10.07,-38.26,6482.TWO,2025,5.252808845898876
N/A,636.0,56.12,94.63,1.53,❌ 暫避觀望,142.5,光焱科技,2026-03,-45.05,⚠️ 獲利稀釋,N/A,4.92,-6.16,-38.51,7728.TWO,2025,66.94736842105263
N/A,96.0,47.78,86.87,1.33,⚪ 數據不足,0.0,天能綠電,2026-03,112.83,⚠️ 獲利稀釋,N/A,4.01,123.22,-39.09,7842.TWO,2025,0.0
N/A,70.0,-52.69,-12.84,0.88,⚪ 數據不足,0.0,溢泰實業,2026-03,-28.57,🌑 雙重衰退,N/A,5.65,-4.14,-39.849999999999994,7818.TW,2025,0.0
N/A,0.0,-52.69,-12.84,0.88,⚪ 數據不足,0.0,未知,2026-03,-28.57,🌑 雙重衰退,N/A,5.65,-4.14,-39.849999999999994,7818.TWO,2025,0.0
14.28%,121.0,90.91,130.77,1.47,❌ 暫避觀望,103.20000000000002,泓格,2026-03,46.3,🏰 高護城河,53.43%,2.37,9.44,-39.860000000000014,3577.TWO,2025,17.58720930232558
6.07%,18.6000003815,83.67,123.55,-0.08,⚪ 數據不足,-25.049999999999997,點晶,2026-03,-74.29,🏰 高護城河,71.52%,-0.64,-10.15,-39.879999999999995,3288.TWO,2025,0.0
N/A,64.4000015259,57.14,97.36,1.76,⚪ 中性觀察,207.15,群益期,2026-03,-6.01,⚠️ 獲利稀釋,N/A,5.48,9.98,-40.22,6024.TW,2025,4.66328758333816
N/A,960.0,10.08,50.51,-1.18,⚪ 數據不足,-235.35000000000002,沛爾生醫-創,2026-03,44.38,⚠️ 獲利稀釋,N/A,-7.23,60.07,-40.43,6949.TW,2025,0.0
N/A,87.6999969482,-47.06,-6.55,0.28,❌ 暫避觀望,27.450000000000003,億而得,2026-03,-39.36,🌑 雙重衰退,N/A,0.58,2.34,-40.510000000000005,6423.TWO,2025,47.923495600109284
N/A,53.7000007629,-40.13,0.49,1.9,⚪ 數據不足,0.0,旅天下,2026-03,16.53,📉 獲利侵蝕,N/A,4.23,-8.56,-40.620000000000005,6961.TWO,2025,0.0
-1090.16%,4.75,0.0,40.9,-0.17,⚪ 數據不足,-28.05,淳紳,2026-03,42.64,🏰 高護城河,59.04%,-0.74,-22.14,-40.9,4529.TWO,2025,0.0
69.19%,8095.0,38.82,81.21,36.58,❌ 暫避觀望,3584.3999999999996,川湖,2026-03,59.82,🏰 高護城河,76.10%,103.23,72.77,-42.38999999999999,2059.TW,2025,33.875962504184805
N/A,408.0,33.23,77.29,4.49,⚪ 中性觀察,626.85,華景電,2026-03,31.09,⚠️ 獲利稀釋,N/A,17.36,19.97,-44.06000000000001,6788.TWO,2025,9.763101220387652
12.46%,37.0999984741,109.68,153.86,1.3,⚪ 中性觀察,85.95,寒舍,2026-03,-56.22,⚠️ 獲利稀釋,44.04%,2.36,2.72,-44.18000000000001,2739.TW,2025,6.47469432357766
N/A,28.75,-82.38,-37.96,0.4,⚪ 中性觀察,157.95000000000002,理銘,2026-03,-34.98,🌑 雙重衰退,N/A,3.96,-55.31,-44.419999999999995,6212.TWO,2025,2.7302943969610634
N/A,1005.0,78.66,124.98,4.93,⚪ 數據不足,0.0,倍利科,2026-03,279.4,⚠️ 獲利稀釋,N/A,14.04,187.82,-46.32000000000001,7822.TW,2025,0.0
N/A,79.4000015259,-35.1,11.65,2.48,⚪ 數據不足,0.0,公勝保經,2026-03,-34.17,📉 獲利侵蝕,N/A,7.86,5.26,-46.75,6028.TWO,2025,0.0
N/A,270.0,0.0,47.19,1.7,❌ 暫避觀望,235.35,系微,2026-03,-9.63,📉 獲利侵蝕,N/A,6.66,4.64,-47.19,6231.TWO,2025,17.208413001912046
N/A,115.5,-0.66,47.02,3.26,⚪ 中性觀察,431.25,中租-KY,2026-03,-13.92,📉 獲利侵蝕,N/A,11.24,-4.62,-47.68,5871.TW,2025,4.017391304347826
18.42%,72.5,94.03,142.03,1.3,⚪ 中性觀察,111.3,固緯,2026-03,20.66,🏰 高護城河,51.76%,2.92,5.54,-48.0,2423.TW,2025,9.77088948787062
N/A,70.6999969482,40.0,88.8,0.21,❌ 暫避觀望,22.050000000000004,微程式,2026-03,-82.84,⚠️ 獲利稀釋,N/A,0.55,-36.07,-48.8,7721.TW,2025,48.095236019183666
N/A,8.6999998093,18.18,67.15,-0.09,⚪ 數據不足,-14.85,商丞,2026-03,48.61,⚠️ 獲利稀釋,N/A,-0.37,-16.98,-48.970000000000006,8277.TWO,2025,0.0
-63.16%,16.0499992371,1072.73,1122.35,1.07,⚪ 數據不足,-10.5,聯合再生,2026-03,41.22,🔄 轉虧為盈,-18.77%,-0.77,-47.33,-49.61999999999989,3576.TW,2025,0.0
N/A,125.0,-72.0,-19.71,0.35,⚪ 數據不足,0.0,耀穎,2026-03,43.08,🌑 雙重衰退,N/A,1.86,12.72,-52.29,7772.TWO,2025,0.0
N/A,90.5999984741,-45.35,9.64,1.88,⚪ 中性觀察,283.05,達爾膚,2026-03,-26.4,📉 獲利侵蝕,N/A,7.78,-5.92,-54.99,6523.TWO,2025,4.801271779231585
N/A,80.5,-73.26,-18.25,1.09,⚪ 數據不足,0.0,民盛,2026-03,-10.5,🌑 雙重衰退,N/A,8.1,18.06,-55.010000000000005,7811.TWO,2025,0.0
N/A,161.5,42.79,98.26,2.97,⚪ 中性觀察,333.00000000000006,凌陽創新,2026-03,4.12,⚠️ 獲利稀釋,N/A,8.59,10.0,-55.470000000000006,5236.TWO,2025,7.274774774774774
N/A,66.6999969482,44.44,100.17,0.26,❌ 暫避觀望,34.35,長佳智能,2026-03,183.87,⚠️ 獲利稀釋,N/A,0.89,12.23,-55.730000000000004,6841.TWO,2025,29.126636221921395
N/A,39.4000015259,-100.0,-44.23,0.0,⚪ 中性觀察,50.099999999999994,台生材,2026-03,3600.0,🌑 雙重衰退,N/A,1.4,128.22,-55.77,6649.TWO,2025,11.79640764248503
14.06%,22.1000003815,18.18,74.15,0.39,⚪ 中性觀察,55.35000000000001,遠百,2026-03,-5.49,🏰 高護城河,54.41%,1.56,-2.68,-55.970000000000006,2903.TW,2025,5.989159994986449
N/A,60.0,300.0,356.31,0.28,⚪ 數據不足,-4.65,泰藝,2026-03,-90.0,⚠️ 獲利稀釋,N/A,0.04,16.02,-56.31,8289.TWO,2025,0.0
N/A,49.4000015259,3.26,59.84,0.95,⚪ 中性觀察,101.10000000000001,龍巖,2026-03,-28.2,⚠️ 獲利稀釋,N/A,2.75,-2.7,-56.580000000000005,5530.TWO,2025,7.329377080994066
-167.95%,19.0499992371,105.56,162.75,0.01,⚪ 中性觀察,25.500000000000004,泰豐,2026-03,721.43,⚠️ 獲利稀釋,20.10%,6.28,-0.57,-57.19,2102.TW,2025,11.205881904176469
-26.13%,32.7999992371,83.87,141.56,-0.05,⚪ 數據不足,-19.05,浩泰,2026-03,36.07,⚠️ 獲利稀釋,34.86%,-0.78,297.52,-57.69,4131.TWO,2025,0.0
N/A,35.0,-75.84,-17.97,0.36,⚪ 中性觀察,79.80000000000001,京城,2026-03,-77.57,🌑 雙重衰退,N/A,1.71,-60.41,-57.870000000000005,2524.TW,2025,6.578947368421052
N/A,27.5,-30.77,27.71,0.09,⚪ 數據不足,-6.75,台微醫,2026-03,60.8,🔄 轉虧為盈,N/A,-0.49,-6.86,-58.480000000000004,6767.TWO,2025,0.0
N/A,20.6499996185,7.5,65.98,0.43,⚪ 中性觀察,55.2,美吾華,2026-03,4.62,⚠️ 獲利稀釋,N/A,1.36,6.61,-58.480000000000004,1731.TW,2025,5.6114129398097825
21.51%,77.1999969482,13.38,71.91,1.78,⚪ 中性觀察,237.29999999999998,東洋,2026-03,7.55,🏰 高護城河,56.36%,6.27,9.49,-58.529999999999994,4105.TWO,2025,4.879898669292036
N/A,74.1999969482,-4.2,55.78,1.39,⚪ 中性觀察,200.99999999999997,愛派司,2026-03,-1.21,📉 獲利侵蝕,N/A,5.16,8.61,-59.980000000000004,6918.TW,2025,5.537313205089553
N/A,587.0,-77.53,-17.44,0.21,⚪ 數據不足,0.0,長廣,2026-03,-26.3,🌑 雙重衰退,N/A,3.11,-15.04,-60.09,7795.TW,2025,0.0
N/A,29.8999996185,-14.52,46.86,0.53,⚪ 數據不足,0.0,宏�硒撥s,2026-03,169.31,📉 獲利侵蝕,N/A,2.72,18.71,-61.379999999999995,7794.TWO,2025,0.0
N/A,118.0,12.73,74.83,1.87,⚪ 中性觀察,330.59999999999997,軒郁,2026-03,-2.0,⚠️ 獲利稀釋,N/A,9.9,-8.29,-62.099999999999994,6703.TWO,2025,5.353901996370237
N/A,50.5999984741,27.85,90.14,1.01,⚪ 中性觀察,136.79999999999998,東生華,2026-03,23.05,⚠️ 獲利稀釋,N/A,3.63,19.79,-62.29,8432.TWO,2025,5.5482454467214914
N/A,57.9000015259,-30.36,32.15,0.39,⚪ 中性觀察,103.2,意藍,2026-03,8.39,📉 獲利侵蝕,N/A,3.11,14.61,-62.51,6925.TWO,2025,8.415697896206396
-77.27%,11.8500003815,68.92,131.64,-0.25,⚪ 數據不足,-76.65,樂威科-KY,2026-03,57.28,⚠️ 獲利稀釋,33.80%,-1.82,-35.31,-62.719999999999985,4154.TWO,2025,0.0
N/A,349.0,-71.64,-8.7,0.19,⚪ 數據不足,0.0,華洋精機,2026-03,14.65,🌑 雙重衰退,N/A,4.46,24.42,-62.94,6983.TWO,2025,0.0
N/A,70.0,18.68,82.57,1.08,⚪ 中性觀察,118.35000000000001,宏正,2026-03,-25.6,⚠️ 獲利稀釋,N/A,3.08,-1.49,-63.88999999999999,6277.TW,2025,8.871989860583016
-377.43%,8.8800001144,-11.11,53.3,-0.1,⚪ 數據不足,-20.4,富榮綱,2026-03,57.53,🏰 高護城河,100.00%,-0.44,12.25,-64.41,3115.TWO,2025,0.0
N/A,2840.0,54.52,119.02,10.43,❌ 暫避觀望,1138.3500000000001,精測,2026-03,95.56,⚠️ 獲利稀釋,N/A,30.41,33.33,-64.5,6510.TWO,2025,37.42258532085913
-9.00%,32.0,66.67,131.47,-0.02,⚪ 數據不足,-11.55,凌陽,2026-03,-181.82,⚠️ 獲利稀釋,45.66%,-0.37,-2.04,-64.8,2401.TW,2025,0.0
-58.74%,179.5,-12.24,53.08,-0.55,⚪ 數據不足,-77.55,金麗科,2026-03,-491.18,🏰 高護城河,58.46%,-2.03,-27.25,-65.32,3228.TWO,2025,0.0
N/A,12.6499996185,111.54,177.04,0.03,⚪ 數據不足,-25.8,大億金茂,2026-03,-129.28,🔄 轉虧為盈,N/A,-0.53,2.06,-65.49999999999999,8107.TWO,2025,0.0
1.38%,32.0,100.0,165.56,0.14,❌ 暫避觀望,10.65,昆盈,2026-03,-50.0,⚠️ 獲利稀釋,39.89%,0.32,-1.99,-65.56,2365.TW,2025,45.070422535211264
N/A,181.0,1919.44,1985.02,14.54,⚪ 中性觀察,396.44999999999993,宇瞻,2026-03,209.22,⚠️ 獲利稀釋,N/A,6.7,41.93,-65.57999999999993,8271.TW,2025,6.848278471433978
N/A,192.5,-45.13,20.45,-3.28,⚪ 數據不足,-405.15,晶心科,2026-03,-20600.0,📉 獲利侵蝕,N/A,-8.2,7.0,-65.58,6533.TW,2025,0.0
N/A,101.5,63.12,128.72,2.39,⚪ 中性觀察,304.65000000000003,智冠,2026-03,4.25,⚠️ 獲利稀釋,N/A,7.93,-3.78,-65.6,5478.TWO,2025,4.997538158542589
N/A,118.0,-13.39,52.46,0.97,⚪ 中性觀察,153.0,邦睿生技-創,2026-03,30.28,📉 獲利侵蝕,N/A,4.13,37.43,-65.85,6955.TW,2025,11.568627450980394
-2058.21%,25.6499996185,-63.41,2.71,-0.67,⚪ 數據不足,-77.1,醣聯,2026-03,0.95,📉 獲利侵蝕,19.48%,-2.16,157.54,-66.11999999999999,4168.TWO,2025,0.0
-9.65%,11.8500003815,33.33,99.75,-0.1,⚪ 數據不足,-66.15,富野,2026-03,0.0,🏰 高護城河,51.65%,-1.83,36.07,-66.42,2736.TWO,2025,0.0
N/A,54.0,33.33,100.81,-0.26,⚪ 數據不足,-52.05,悅城,2026-03,-68.0,⚠️ 獲利稀釋,N/A,-1.26,-99.4,-67.48,6405.TW,2025,0.0
N/A,410.0,41.83,111.76,3.56,⚪ 中性觀察,438.15000000000003,意騰-KY,2026-03,67.87,⚠️ 獲利稀釋,N/A,11.77,85.22,-69.93,7749.TW,2025,14.036288942143102
N/A,13975.0,59.53,130.07,37.41,❌ 暫避觀望,3805.05,信驊,2026-03,52.82,⚠️ 獲利稀釋,N/A,103.92,40.64,-70.53999999999999,5274.TWO,2025,55.09126029881342
N/A,39.1500015259,-56.69,14.66,0.68,⚪ 中性觀察,126.15,櫻花建,2026-03,21.4,📉 獲利侵蝕,N/A,3.46,55.27,-71.35,2539.TW,2025,4.655172595231867
54.00%,2465.0,58.39,129.86,22.08,⚪ 中性觀察,2466.0,台積電,2026-03,46.42,🏰 高護城河,62.33%,66.26,31.61,-71.47000000000001,2330.TW,2025,14.993917274939172
N/A,31.5,0.0,71.77,0.1,❌ 暫避觀望,15.75,台聯櫃,2026-03,7.69,📉 獲利侵蝕,N/A,0.42,1.81,-71.77,5601.TWO,2025,30.0
N/A,53.0,159.09,232.25,0.57,❌ 暫避觀望,46.349999999999994,維田,2026-03,-18.87,⚠️ 獲利稀釋,N/A,1.29,3.05,-73.16,6570.TWO,2025,17.15210355987055
N/A,44.9000015259,-8.82,64.38,-0.75,⚪ 數據不足,-106.50000000000001,生華科,2026-03,10.09,📉 獲利侵蝕,N/A,-2.97,7.0,-73.19999999999999,6492.TWO,2025,0.0
24.73%,83.0,2.74,76.49,1.5,⚪ 中性觀察,248.7,嘉實,2026-03,-10.36,🏰 高護城河,63.24%,7.27,7.07,-73.75,3158.TWO,2025,5.006031363088058
N/A,88.1999969482,-46.55,28.0,1.78,⚪ 中性觀察,404.99999999999994,華研,2026-03,-9.97,📉 獲利侵蝕,N/A,10.3,-21.14,-74.55,8446.TWO,2025,3.2666665536370374
81.17%,9.1000003815,33.33,108.51,-0.02,⚪ 數據不足,-5.7,太景*-KY,2026-03,220.0,🏰 高護城河,98.33%,0.06,72.24,-75.18,4157.TWO,2025,0.0
