prev_eps,advice,om,status,symbol,eps_yoy,prev_rev_yoy,name,expansion,gm,prev_eps_yoy,pe,price,est_price,eps,rev_yoy,date,prev_year
1.58,💎 強力關注,N/A,🧐 疑業外收益,2477.TW,12.0,-5.96,美隆電,17.34,N/A,15.33,4.749999913295455,20.8999996185,65.99999999999999,1.68,-5.34,2025-12,2025
1.72,💎 強力關注,8.37%,🧐 疑業外收益,2221.TWO,14.36,0.76,大甲,17.34,20.63%,28.36,7.457044935721649,43.4000015259,87.30000000000001,2.31,-2.98,2025-12,2025
5.65,💎 強力關注,16.47%,🚀 利潤擴張,2421.TW,45.05,27.79,建準,17.33,32.82%,45.85,8.957654723127035,165.0,276.3,7.94,27.72,2025-12,2025
12.1,⚠️ 追價風險,N/A,🧐 疑業外收益,6187.TWO,13.93,13.75,萬潤,16.97,N/A,29.69,29.714432724466167,1155.0,583.0500000000001,15.46,-3.04,2025-12,2025
2.13,💎 強力關注,N/A,🚀 利潤擴張,7547.TWO,22.61,11.11,碩網,16.95,N/A,41.18,10.402576243816428,64.5999984741,93.14999999999999,2.65,5.66,2025-12,2025
5.19,⚪ 中性觀察,21.55%,🚀 利潤擴張,2472.TW,24.54,8.92,立隆電,16.86,32.60%,4.85,16.60356949702542,307.0,277.35,8.73,7.68,2025-12,2025
1.09,💎 強力關注,N/A,🚀 利潤擴張,8034.TWO,31.78,71.04,榮群,16.630000000000003,N/A,208.57,8.039867363089702,24.2000007629,45.15,1.42,15.15,2025-12,2025
2.91,💎 強力關注,N/A,🚀 利潤擴張,5515.TW,32.54,28.4,建國,16.619999999999997,N/A,20.75,4.707602339181286,40.25,128.25,4.48,15.92,2025-12,2025
2.0,💎 強力關注,21.14%,🚀 利潤擴張,2851.TW,16.56,-7.87,中再保,16.509999999999998,24.99%,-23.95,4.71812101018792,35.1500015259,111.75,3.66,0.05,2025-12,2025
-1.8,⚪ 數據不足,-22.91%,🚀 利潤擴張,3593.TW,41.55,43.83,力銘,16.49,-4.13%,7.69,0.0,17.3999996185,-66.3,-1.4,25.06,2025-12,2025
5.89,💎 強力關注,N/A,🧐 疑業外收益,8436.TWO,12.64,-3.22,大江,16.11,N/A,16.0,6.197916666666667,119.0,288.0,8.68,-3.47,2025-12,2025
44.63,💎 強力關注,4.63%,🚀 利潤擴張,2357.TW,41.92,23.74,華碩,16.060000000000002,15.94%,11.41,4.590831472481281,699.0,2283.9,59.99,25.86,2025-12,2025
3.73,⚠️ 追價風險,N/A,🚀 利潤擴張,4979.TWO,43.01,34.44,華星光,15.95,N/A,37.64,52.836052836052836,680.0,193.04999999999998,5.43,27.06,2025-12,2025
1.28,💎 強力關注,10.89%,🚀 利潤擴張,1593.TWO,28.24,12.07,祺驊,15.929999999999998,31.32%,26.73,6.557894656526316,31.1499996185,71.25,2.18,12.31,2025-12,2025
-0.2,⚪ 數據不足,N/A,🚀 利潤擴張,5302.TWO,55.56,22.1,太欣,15.870000000000005,N/A,0.0,0.0,10.1999998093,-8.85,-0.12,39.69,2025-12,2025
-0.24,⚪ 數據不足,N/A,🚀 利潤擴張,6969.TW,95.65,95.06,成信實業*-創,15.790000000000006,N/A,87.3,0.0,28.0,-8.85,-0.09,79.86,2025-12,2025
-0.94,⚪ 數據不足,-32.45%,🚀 利潤擴張,3234.TWO,34.88,19.64,光環,15.790000000000003,8.38%,45.03,0.0,110.5,-41.099999999999994,-1.4,19.09,2025-12,2025
5.99,⚠️ 追價風險,9.94%,🚀 利潤擴張,3711.TW,24.18,7.92,日月光投控,15.79,19.52%,11.64,29.67459932005828,611.0,308.85,9.37,8.39,2025-12,2025
-0.35,⚪ 數據不足,-18.36%,🚀 利潤擴張,1799.TWO,26.25,12.53,易威,15.71,41.11%,44.44,0.0,0.0,0.0,-0.59,10.54,2025-12,2025
-0.86,⚪ 數據不足,N/A,🚀 利潤擴張,6124.TWO,16.81,12.2,業強,15.649999999999999,N/A,-22.86,0.0,29.8500003815,-49.95,-0.99,1.16,2025-12,2025
12.46,⚠️ 追價風險,N/A,🚀 利潤擴張,5289.TWO,75.21,41.37,宜鼎,15.249999999999993,N/A,33.7,38.79706152433425,1690.0,653.4000000000001,21.72,59.96,2025-12,2025
2.0,💎 強力關注,18.42%,🏰 高護城河,2423.TW,20.66,4.13,固緯,15.120000000000001,51.76%,26.58,11.929307805596466,81.0,101.85,2.92,5.54,2025-12,2025
-0.31,⚪ 數據不足,N/A,🧐 疑業外收益,6222.TWO,14.63,12.72,立軒,15.030000000000001,N/A,16.13,0.0,20.75,-15.449999999999998,-0.4,-0.4,2025-12,2025
46.75,✅ 穩健價值,54.00%,🏰 高護城河,2330.TW,46.42,36.39,台積電,14.810000000000002,62.33%,51.8,14.52614065399629,2270.0,2344.0499999999997,66.26,31.61,2025-12,2025
2.35,💎 強力關注,N/A,🚀 利潤擴張,6509.TWO,17.48,4.39,聚和,14.71,N/A,9.22,6.953020031825503,51.7999992371,111.75000000000001,2.87,2.77,2025-12,2025
2.02,⚪ 數據不足,N/A,🧐 疑業外收益,6722.TW,11.54,-0.96,輝創,14.329999999999998,N/A,-11.4,0.0,38.0,0.0,2.9,-2.79,2025-12,2025
1.12,💎 強力關注,5.38%,🧐 疑業外收益,1225.TW,8.0,-5.83,福懋油,14.25,10.74%,-6.67,7.704081827270408,30.2000007629,58.8,1.62,-6.25,2025-12,2025
0.87,⚪ 數據不足,N/A,🧐 疑業外收益,6614.TW,11.76,15.97,資拓宏宇,14.129999999999999,N/A,163.64,0.0,0.0,0.0,2.08,-2.37,2025-12,2025
11.58,⚪ 數據不足,N/A,🚀 利潤擴張,7738.TWO,44.26,32.44,東聯互動,14.11,N/A,75.19,0.0,167.5,0.0,14.61,30.15,2025-12,2025
6.02,⚠️ 追價風險,15.49%,🚀 利潤擴張,1560.TW,30.18,15.28,中砂,14.079999999999998,34.18%,9.71,35.26615969581749,742.0,315.59999999999997,9.28,16.1,2025-12,2025
1.17,⚪ 中性觀察,N/A,🚀 利潤擴張,5864.TWO,56.1,-34.55,致和證,13.940000000000005,N/A,-53.39,16.478872523051642,35.0999984741,31.95,2.56,42.16,2025-12,2025
1.67,💎 強力關注,N/A,🧐 疑業外收益,8048.TWO,13.14,-5.79,德勝,13.9,N/A,5.03,10.921738997756522,62.7999992371,86.25,2.67,-0.76,2025-12,2025
0.92,💎 強力關注,7.24%,🚀 利潤擴張,3703.TW,25.87,-3.98,欣陸,13.89,13.84%,-42.14,6.435331109936909,20.3999996185,47.55,1.8,11.98,2025-12,2025
-0.19,⚪ 數據不足,N/A,🚀 利潤擴張,6225.TW,14.29,-19.16,天瀚,13.87,N/A,-375.0,0.0,26.0,-7.199999999999999,-0.06,0.42,2025-12,2025
1.54,💎 強力關注,N/A,🚀 利潤擴張,5457.TWO,21.15,11.53,宣德,13.79,N/A,-11.11,5.314625850340136,31.25,88.20000000000002,2.77,7.36,2025-12,2025
0.49,💎 強力關注,32.37%,🏰 高護城河,2836.TW,28.3,13.69,高雄銀,13.780000000000001,89.95%,28.21,7.269938884355828,11.8500003815,24.45,0.68,14.52,2025-12,2025
-1.54,⚪ 數據不足,-33.95%,🌑 雙重衰退,2007.TW,-9.8,-17.76,燁興,13.629999999999999,-29.22%,0.0,0.0,7.5999999046,-76.95,-2.24,-23.43,2025-12,2025
4.14,⚠️ 追價風險,N/A,🚀 利潤擴張,6727.TWO,22.08,-2.39,亞泰金屬,13.499999999999998,N/A,-7.17,45.33426183844011,651.0,215.39999999999998,6.8,8.58,2025-12,2025
1.13,✅ 穩健價值,1.57%,🧐 疑業外收益,3704.TW,10.87,6.34,合勤控,13.469999999999999,30.58%,633.33,14.365079365079364,45.25,47.25000000000001,1.56,-2.6,2025-12,2025
2.94,⚪ 數據不足,N/A,🚀 利潤擴張,6272.TW,44.34,41.28,驊陞,13.460000000000004,N/A,137.1,0.0,0.0,0.0,3.43,30.88,2025-12,2025
-4.9,⚪ 數據不足,-27.74%,🧐 疑業外收益,4927.TW,6.63,-4.71,泰鼎-KY,13.46,-13.35%,31.27,0.0,61.2000007629,-262.95000000000005,-8.65,-6.83,2025-12,2025
17.04,💎 強力關注,N/A,🧐 疑業外收益,6414.TW,10.59,-3.72,樺漢,13.39,N/A,28.02,6.298724309000709,355.5,846.5999999999999,23.26,-2.8,2025-12,2025
3.21,⚪ 數據不足,N/A,🚀 利潤擴張,7810.TWO,47.62,23.91,捷創科技,13.059999999999995,N/A,56.59,0.0,236.5,0.0,6.25,34.56,2025-12,2025
0.27,⚠️ 追價風險,N/A,🚀 利潤擴張,6603.TWO,25.0,9.61,富強鑫,12.78,N/A,-35.71,26.321838641954024,22.8999996185,13.05,0.61,12.22,2025-12,2025
6.5,💎 強力關注,N/A,🚀 利潤擴張,6625.TW,51.64,33.28,必應,12.649999999999999,N/A,68.94,3.7864581743854164,72.6999969482,288.0,9.13,38.99,2025-12,2025
2.47,✅ 穩健價值,N/A,🚀 利潤擴張,8103.TW,17.71,4.44,瀚荃,12.46,N/A,2.54,12.92270531400966,107.0,124.20000000000002,3.92,5.25,2025-12,2025
3.61,⚠️ 追價風險,10.97%,🚀 利潤擴張,2313.TW,17.23,4.46,華通,12.36,18.70%,9.06,23.668885191347755,284.5,180.29999999999998,5.51,4.87,2025-12,2025
8.34,💎 強力關注,N/A,🚀 利潤擴張,8416.TWO,22.25,13.82,實威,12.29,N/A,24.85,5.755755755755756,172.5,449.54999999999995,13.46,9.96,2025-12,2025
1.85,💎 強力關注,1.48%,🚀 利潤擴張,2356.TW,19.21,15.92,英業達,12.260000000000002,5.21%,35.04,10.737564060737565,62.5999984741,87.44999999999999,2.42,6.95,2025-12,2025
0.5,✅ 穩健價值,7.02%,🚀 利潤擴張,3379.TWO,94.5,71.69,彬台,12.180000000000007,13.52%,100.0,13.983050847457626,41.25,44.25,2.12,82.32,2025-12,2025
72.23,⚠️ 追價風險,N/A,🚀 利潤擴張,5274.TWO,52.82,52.48,信驊,12.18,N/A,67.72,71.91723677623895,17240.0,3595.8,103.92,40.64,2025-12,2025
3.69,💎 強力關注,N/A,🚀 利潤擴張,5206.TWO,66.99,56.94,坤悅,11.849999999999994,N/A,61.14,1.7701613518467743,21.9500007629,186.0,3.44,55.14,2025-12,2025
2.27,💎 強力關注,2.40%,🚀 利潤擴張,2013.TW,18.15,10.09,中鋼構,11.79,4.40%,13.5,5.697050938337802,42.5,111.9,3.19,6.36,2025-12,2025
-1.09,⚪ 數據不足,23.11%,🧐 疑業外收益,4142.TW,1.75,-35.17,國光生,11.74,49.56%,-137.78,0.0,17.2000007629,-48.6,-0.57,-9.99,2025-12,2025
7.17,✅ 穩健價值,28.21%,🚀 利潤擴張,2449.TW,41.67,27.65,京元電子,11.590000000000003,37.66%,52.55,13.550840672538031,338.5,374.69999999999993,9.01,30.08,2025-12,2025
1.11,✅ 穩健價值,N/A,🚀 利潤擴張,6016.TWO,13.14,-12.49,康和證,11.55,N/A,-23.97,12.211054893015076,24.2999992371,29.849999999999998,1.98,1.59,2025-12,2025
-1.73,⚪ 數據不足,-125.48%,🌑 雙重衰退,3055.TW,-20.55,-39.2,蔚華科,11.239999999999998,16.83%,-19.72,0.0,119.0,-99.60000000000001,-2.68,-31.79,2025-12,2025
12.09,💎 強力關注,N/A,🚀 利潤擴張,6788.TWO,31.09,19.97,華景電,11.120000000000001,N/A,34.48,10.499139414802066,427.0,610.05,17.36,19.97,2025-12,2025
0.81,⚠️ 追價風險,N/A,🚀 利潤擴張,8074.TWO,15.38,4.12,鉅橡,10.98,N/A,-10.99,29.1970802919708,80.0,41.1,1.35,4.4,2025-12,2025
13.61,⚠️ 追價風險,24.30%,🚀 利潤擴張,2368.TW,64.8,49.83,金像電,10.75,33.66%,50.06,33.02102376599635,1445.0,656.4,19.47,54.05,2025-12,2025
14.75,💎 強力關注,17.08%,🚀 利潤擴張,3044.TW,21.94,11.61,健鼎,10.400000000000002,25.47%,25.96,10.667224430035557,510.0,717.1500000000001,19.45,11.54,2025-12,2025
0.77,✅ 穩健價值,4.34%,🚀 利潤擴張,2468.TW,30.21,25.51,華經,10.27,11.41%,32.76,12.222221675304658,34.0999984741,41.85,1.25,19.94,2025-12,2025
0.6,⚠️ 追價風險,12.48%,🏰 高護城河,2527.TW,-80.68,-70.82,宏璟,10.25,61.03%,-55.04,439.37501907375025,35.1500015259,1.1999999999999993,0.93,-90.93,2025-12,2025
1.07,⚪ 數據不足,2.59%,🧐 疑業外收益,1218.TW,4.73,-6.62,泰山,10.05,16.49%,-16.8,0.0,0.0,0.0,1.59,-5.32,2025-12,2025
8.11,💎 強力關注,1.75%,🚀 利潤擴張,3036.TW,32.83,19.83,文曄,10.049999999999997,3.74%,41.71,10.93517138599106,293.5,402.59999999999997,11.61,22.78,2025-12,2025
7.84,✅ 穩健價值,14.20%,🚀 利潤擴張,3357.TWO,30.29,20.14,臺慶科,9.989999999999998,28.44%,58.06,10.523233112065599,269.5,384.15,10.26,20.3,2025-12,2025
2.65,✅ 穩健價值,18.06%,🚀 利潤擴張,3257.TW,39.18,22.45,虹冠電,9.86,45.11%,26.19,7.248484756012122,59.7999992371,123.75,3.42,29.32,2025-12,2025
1.62,✅ 穩健價值,40.48%,🏰 高護城河,2884.TW,30.06,15.61,玉山金,9.619999999999997,91.14%,23.66,5.844277601969981,31.1499996185,79.95,2.12,20.44,2025-12,2025
-0.05,⚠️ 追價風險,-72.91%,🔄 轉虧為盈,1471.TW,-25.0,-27.03,首利,9.369999999999997,5.75%,-117.24,47.04545627954545,10.3500003815,3.3,0.03,-34.37,2025-12,2025
4.55,✅ 穩健價值,10.83%,🧐 疑業外收益,2006.TW,5.37,-2.5,東和鋼鐵,9.21,15.94%,-0.44,4.198325624481648,65.1999969482,232.95,6.47,-3.84,2025-12,2025
9.27,✅ 穩健價值,N/A,🚀 利潤擴張,6138.TWO,31.94,21.32,茂達,9.05,N/A,24.31,12.23104932141675,369.5,453.15000000000003,13.04,22.89,2025-12,2025
1.43,✅ 穩健價值,45.93%,🏰 高護城河,2880.TW,13.1,1.87,華南金,9.04,97.25%,10.0,6.611842021600878,30.1499996185,68.39999999999999,1.9,4.06,2025-12,2025
-0.1,⚪ 數據不足,N/A,🧐 疑業外收益,6928.TW,6.41,5.88,攸泰科技,8.95,N/A,79.17,0.0,46.75,-7.05,-0.73,-2.54,2025-12,2025
0.65,✅ 穩健價值,N/A,🧐 疑業外收益,5381.TWO,2.44,-6.16,光譜,8.32,N/A,12.28,12.327188940092165,26.75,32.55,0.72,-5.88,2025-12,2025
7.92,✅ 穩健價值,N/A,🚀 利潤擴張,5520.TWO,10.9,3.98,力泰,8.3,N/A,17.13,3.215962321917058,82.1999969482,383.4,9.97,2.6,2025-12,2025
-0.65,⚪ 數據不足,-65.06%,🚀 利潤擴張,4804.TWO,15.65,8.04,大略-KY,8.24,-7.81%,55.65,0.0,3.2699999809,-39.300000000000004,-1.54,7.41,2025-12,2025
2.27,✅ 穩健價值,N/A,🧐 疑業外收益,6470.TWO,7.5,12.82,宇智,8.06,N/A,14.07,6.035353439027778,47.7999992371,118.8,3.87,-0.56,2025-12,2025
5.84,✅ 穩健價值,N/A,🧐 疑業外收益,5478.TWO,4.25,-8.2,智冠,8.03,N/A,-5.4,5.059308843429603,98.0999984741,290.85,7.93,-3.78,2025-12,2025
1.41,✅ 穩健價值,8.19%,🚀 利潤擴張,2329.TW,28.92,19.58,華泰,8.0,15.35%,-2.16,11.821862657064779,58.4000015259,74.1,2.45,20.92,2025-12,2025
26.92,⚠️ 追價風險,31.26%,🚀 利潤擴張,3653.TW,49.96,52.19,健策,7.960000000000001,41.25%,62.75,40.46306504961411,3670.0,1360.5,36.75,42.0,2025-12,2025
13.9,✅ 穩健價值,8.38%,🚀 利潤擴張,3611.TWO,38.68,40.71,鼎翰,7.640000000000001,32.53%,23.16,4.083405734144223,188.0,690.6,19.63,31.04,2025-12,2025
2.82,✅ 穩健價值,N/A,🚀 利潤擴張,5212.TWO,23.44,17.89,凌網,7.530000000000001,N/A,-1.4,5.711633852215347,46.1500015259,121.2,4.74,15.91,2025-12,2025
1.22,✅ 穩健價值,14.85%,🚀 利潤擴張,3290.TWO,25.64,15.97,東浦,7.41,30.40%,-0.64,12.296954508350254,48.4500007629,59.1,2.02,18.23,2025-12,2025
-1.0,⚪ 數據不足,-5.62%,🧐 疑業外收益,3511.TWO,6.35,1.3,矽瑪,7.279999999999999,15.28%,11.5,0.0,20.75,-45.89999999999999,-1.18,-0.93,2025-12,2025
0.52,⚪ 中性觀察,-1.88%,🧐 疑業外收益,1605.TW,4.35,-0.21,華新,7.18,4.90%,-41.67,21.47398932132948,37.1500015259,25.95,0.75,-2.83,2025-12,2025
34.07,✅ 穩健價值,13.88%,🚀 利潤擴張,2404.TW,46.52,30.93,漢唐,7.150000000000006,17.19%,52.4,11.431411530815108,1265.0,1659.9,48.08,39.37,2025-12,2025
4.75,⚠️ 追價風險,5.81%,🚀 利潤擴張,3026.TW,12.1,5.39,禾伸堂,7.09,17.62%,5.79,35.447761194029844,570.0,241.20000000000002,6.58,5.01,2025-12,2025
8.62,✅ 穩健價值,N/A,🚀 利潤擴張,8279.TWO,13.09,7.66,生展,6.99,N/A,28.46,3.6491096268207657,96.3000030518,395.85,10.02,6.1,2025-12,2025
4.94,✅ 穩健價值,10.49%,🚀 利潤擴張,2301.TW,28.09,23.16,光寶科,6.98,21.72%,28.23,14.987484355444305,239.5,239.70000000000002,6.64,21.11,2025-12,2025
0.99,✅ 穩健價值,N/A,🌑 雙重衰退,6662.TWO,-3.49,-7.37,樂斯科,6.709999999999999,N/A,3.13,8.2285712106,28.7999992371,52.5,1.66,-10.2,2025-12,2025
0.94,✅ 穩健價值,2.52%,🚀 利潤擴張,3652.TW,7.2,0.48,精聯,6.61,32.08%,10.59,10.860926899701989,32.7999992371,45.3,1.34,0.59,2025-12,2025
2.56,✅ 穩健價值,N/A,🚀 利潤擴張,5876.TW,10.11,3.26,上海商銀,6.409999999999999,N/A,17.51,4.816849909999998,39.4500007629,122.85000000000002,3.06,3.7,2025-12,2025
-3.69,⚪ 數據不足,N/A,🧐 疑業外收益,6706.TW,2.97,38.55,惠特,6.380000000000001,N/A,7.98,0.0,197.0,-168.45000000000002,-3.92,-3.41,2025-12,2025
8.17,✅ 穩健價值,N/A,🚀 利潤擴張,8069.TWO,18.59,29.4,元太,6.300000000000001,N/A,75.65,9.90725126475548,235.0,355.8,9.14,12.29,2025-12,2025
5.77,✅ 穩健價值,N/A,🌑 雙重衰退,6703.TWO,-2.0,-15.54,軒郁,6.289999999999999,N/A,-23.43,5.059523809523808,110.5,327.6,9.9,-8.29,2025-12,2025
1.5,✅ 穩健價值,6.80%,🧐 疑業外收益,4532.TW,0.5,-0.93,瑞智,6.26,17.17%,2.8,4.3315017616300375,23.6499996185,81.89999999999999,2.05,-5.76,2025-12,2025
4.31,⚠️ 追價風險,N/A,🚀 利潤擴張,6415.TW,8.14,0.55,矽力*-KY,6.200000000000001,N/A,19.44,44.366197183098585,630.0,213.00000000000003,6.4,1.94,2025-12,2025
2.24,✅ 穩健價值,N/A,🌑 雙重衰退,5534.TW,-23.57,-38.06,長虹,6.09,N/A,-17.65,7.457795280446874,75.0999984741,151.04999999999998,6.0,-29.66,2025-12,2025
6.36,✅ 穩健價值,14.37%,🚀 利潤擴張,3005.TW,16.67,9.96,神基,6.070000000000002,31.02%,15.04,4.950023798191337,104.0,315.15000000000003,8.43,10.6,2025-12,2025
0.32,⚠️ 追價風險,N/A,🚀 利潤擴張,5601.TWO,7.69,1.76,台聯櫃,5.880000000000001,N/A,0.0,33.095238095238095,34.75,15.75,0.42,1.81,2025-12,2025
-1.24,⚪ 數據不足,-65.33%,🌑 雙重衰退,1337.TW,-12.99,-18.71,再生-KY,5.83,-19.71%,-18.1,0.0,4.7399997711,-62.85000000000001,-1.74,-18.82,2025-12,2025
2.07,✅ 穩健價值,5.88%,🧐 疑業外收益,1712.TW,4.0,-2.3,興農,5.68,29.22%,6.7,5.6160459545702,39.2000007629,104.69999999999999,2.6,-1.68,2025-12,2025
3.44,✅ 穩健價值,N/A,🚀 利潤擴張,6122.TWO,7.03,-2.12,擎邦,5.67,N/A,-0.87,4.092480421270527,47.3499984741,173.55,4.78,1.36,2025-12,2025
1.21,✅ 穩健價值,13.35%,🌑 雙重衰退,3284.TWO,-12.16,-29.91,太普高,5.66,25.16%,-53.6,3.432203551461864,16.2000007629,70.80000000000001,2.31,-17.82,2025-12,2025
2.36,⚪ 數據不足,41.07%,🧐 疑業外收益,2617.TW,3.25,-5.48,台航,5.529999999999999,46.23%,0.43,0.0,0.0,0.0,3.18,-2.28,2025-12,2025
5.51,✅ 穩健價值,N/A,🧐 疑業外收益,6761.TWO,2.89,2.55,穩得,5.21,N/A,1.73,12.520413718018508,230.0,275.55,7.34,-2.32,2025-12,2025
1.87,✅ 穩健價值,N/A,🚀 利潤擴張,6005.TW,17.33,6.33,群益證,5.189999999999998,N/A,5.65,5.659246444708905,33.0499992371,87.6,2.64,12.14,2025-12,2025
1.2,✅ 穩健價值,38.59%,🏰 高護城河,2801.TW,13.53,7.51,彰銀,5.18,88.90%,20.0,5.220207155051813,20.1499996185,57.900000000000006,1.51,8.35,2025-12,2025
1.86,✅ 穩健價值,N/A,🌑 雙重衰退,9931.TW,-14.34,-27.73,欣高,5.170000000000002,N/A,-6.06,5.530179694274062,33.9000015259,91.95000000000002,2.45,-19.51,2025-12,2025
15.84,✅ 穩健價值,N/A,🚀 利潤擴張,8114.TW,35.66,69.45,振樺電,4.989999999999995,N/A,86.67,4.895696297688405,260.5,798.15,18.5,30.67,2025-12,2025
1.74,✅ 穩健價值,N/A,🌑 雙重衰退,9937.TW,-1.26,-6.0,全國,4.94,N/A,-1.14,9.667832034458042,55.2999992371,85.8,2.36,-6.2,2025-12,2025
10.38,✅ 穩健價值,3.28%,🚀 利潤擴張,2317.TW,23.02,16.23,鴻海,4.890000000000001,5.88%,34.73,7.7894736842105265,259.0,498.75,13.61,18.13,2025-12,2025
3.49,✅ 穩健價值,10.58%,🧐 疑業外收益,3045.TW,4.58,-0.87,台灣大,4.89,19.71%,1.8,9.388275276125745,110.5,176.54999999999998,4.77,-0.31,2025-12,2025
6.2,✅ 穩健價值,N/A,🚀 利潤擴張,6290.TWO,31.08,28.79,良維,4.739999999999998,N/A,42.86,15.727143533870205,332.0,316.65,8.73,26.34,2025-12,2025
33.4,⚠️ 追價風險,N/A,🚀 利潤擴張,6515.TW,40.24,32.04,穎崴,4.730000000000004,N/A,39.53,73.89428263214671,8905.0,1807.6499999999999,46.93,35.51,2025-12,2025
-0.36,⚪ 數據不足,-58.77%,🚀 利潤擴張,1538.TW,6.47,22.91,正峰,4.57,32.24%,64.0,0.0,11.75,-31.050000000000004,-1.59,1.9,2025-12,2025
1.63,✅ 穩健價值,-0.96%,🚀 利潤擴張,3492.TWO,9.26,7.91,長盛,4.569999999999999,27.24%,26.36,4.607645798490946,22.8999996185,74.55,1.77,4.69,2025-12,2025
3.11,✅ 穩健價值,7.94%,🚀 利潤擴張,3171.TWO,36.94,23.81,炎洲流通,4.509999999999998,25.09%,36.4,7.000993048659384,70.5,151.05,4.3,32.43,2025-12,2025
3.35,⚠️ 追價風險,N/A,🚀 利潤擴張,8155.TWO,41.38,35.15,博智,4.480000000000004,N/A,1.87,33.253778838504374,418.0,188.55,6.88,36.9,2025-12,2025
8.49,⚠️ 追價風險,23.34%,🚀 利潤擴張,4749.TWO,32.78,32.03,新應材,4.48,44.02%,32.29,41.51493080844865,1140.0,411.90000000000003,11.33,28.3,2025-12,2025
0.91,✅ 穩健價值,35.36%,🏰 高護城河,2838.TW,8.94,-0.7,聯邦銀,4.4399999999999995,94.34%,-1.98,6.77257525083612,20.25,44.85,1.29,4.5,2025-12,2025
2.49,✅ 穩健價值,34.02%,🌑 雙重衰退,1442.TW,-57.74,-63.75,名軒,4.43,49.04%,-57.58,2.9006772870090294,25.7000007629,132.89999999999998,3.03,-62.17,2025-12,2025
7.33,✅ 穩健價值,18.52%,🚀 利潤擴張,4571.TW,4.45,4.55,鈞興-KY,4.3500000000000005,33.35%,7.67,9.06515580736544,224.0,370.65,9.61,0.1,2025-12,2025
2.06,⚠️ 追價風險,6.82%,🚀 利潤擴張,3037.TW,18.07,12.28,欣興,4.32,15.77%,-37.88,141.644908616188,1085.0,114.89999999999999,4.38,13.75,2025-12,2025
0.45,⚠️ 追價風險,N/A,🌑 雙重衰退,6220.TWO,-12.9,-20.23,岳豐,4.299999999999999,N/A,-25.0,54.74137931034482,31.75,8.700000000000001,0.81,-17.2,2025-12,2025
2.67,⚪ 數據不足,5.11%,🧐 疑業外收益,1210.TW,2.79,-1.43,大成,4.28,15.43%,-9.42,0.0,0.0,0.0,4.33,-1.49,2025-12,2025
3.06,✅ 穩健價值,6.27%,🧐 疑業外收益,3388.TWO,1.47,-2.28,崇越電,4.16,17.90%,2.0,10.00996015936255,100.5,150.60000000000002,4.15,-2.69,2025-12,2025
6.28,✅ 穩健價值,5.39%,🧐 疑業外收益,3010.TW,1.84,-2.77,華立,4.14,8.77%,-5.56,6.828087167070217,141.0,309.75000000000006,8.84,-2.3,2025-12,2025
-0.64,⚪ 數據不足,-15.09%,🚀 利潤擴張,3349.TWO,9.52,28.56,寶德,3.9399999999999995,15.17%,48.21,0.0,18.1000003815,-35.1,-1.02,5.58,2025-12,2025
1.53,⚪ 中性觀察,N/A,🚀 利潤擴張,8162.TW,23.62,28.35,微矽電子-創,3.830000000000002,N/A,96.15,17.149533066799062,73.4000015259,64.2,1.57,19.79,2025-12,2025
9.52,✅ 穩健價值,6.31%,🚀 利潤擴張,3596.TW,11.7,8.39,智易,3.51,15.29%,12.4,6.118210862619809,191.5,469.49999999999994,12.6,8.19,2025-12,2025
1.15,✅ 穩健價值,N/A,🧐 疑業外收益,6689.TW,1.77,2.81,伊雲谷,3.44,N/A,-34.29,13.827159865884772,67.1999969482,72.9,2.31,-1.67,2025-12,2025
21.26,✅ 穩健價值,N/A,🚀 利潤擴張,6121.TWO,5.99,-0.37,新普,3.3400000000000003,N/A,3.45,5.40484997944924,394.5,1094.85,30.6,2.65,2025-12,2025
2.54,✅ 穩健價值,N/A,🚀 利潤擴張,6697.TWO,16.48,14.74,東捷資訊,3.3100000000000005,N/A,27.0,5.066425212910628,41.9500007629,124.19999999999999,3.04,13.17,2025-12,2025
3.01,✅ 穩健價值,N/A,🚀 利潤擴張,8432.TWO,23.05,18.72,東生華,3.2600000000000016,N/A,11.48,5.752809074483147,51.2000007629,133.49999999999997,3.63,19.79,2025-12,2025
1.79,✅ 穩健價值,N/A,🚀 利潤擴張,5902.TWO,6.16,3.96,德記,3.25,N/A,1.13,6.438475134471403,37.1500015259,86.55000000000001,2.24,2.91,2025-12,2025
3.25,✅ 穩健價值,N/A,🚀 利潤擴張,6417.TWO,11.03,8.43,韋僑,3.1999999999999993,N/A,9.43,13.010657193605685,146.5,168.9,4.83,7.83,2025-12,2025
1.55,⚠️ 追價風險,15.45%,🚀 利潤擴張,4931.TWO,26.02,4.97,新盛力,3.16,26.27%,-8.33,31.114327062228657,215.0,103.64999999999999,3.13,22.86,2025-12,2025
-2.06,⚪ 數據不足,N/A,🚀 利潤擴張,6492.TWO,10.09,10.67,生華科,3.09,N/A,13.87,0.0,44.5999984741,-105.60000000000001,-2.97,7.0,2025-12,2025
0.89,✅ 穩健價值,11.22%,🌑 雙重衰退,3031.TW,0.0,-7.8,佰鴻,3.04,30.45%,-8.25,11.29432637641844,31.8500003815,42.3,1.09,-3.04,2025-12,2025
