股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
9958.TW,+0.00%,-9.91%,+9.42%,+1.44%,-4.25%,-4.25%,+2.46%,-0.48%,+0.00%,+0.97%
006208.TW,+1.37%,-2.09%,+4.69%,-0.72%,-0.27%,-0.27%,+1.13%,+0.00%,+1.91%,+0.06%
3055.TW,+0.53%,-7.69%,+0.00%,-1.14%,-0.57%,-0.57%,+6.36%,-1.09%,+5.49%,+1.04%
2722.TW,-1.28%,-6.48%,+6.53%,-0.74%,+0.75%,+0.75%,+0.19%,-0.19%,+0.56%,+1.66%
2885.TW,+1.67%,-4.73%,+5.62%,-0.41%,+0.41%,+0.41%,+0.82%,+1.42%,+0.20%,+0.40%
4119.TW,-0.72%,-2.77%,+4.34%,-1.19%,-0.48%,-0.48%,+2.17%,-0.12%,+0.00%,+1.07%
2929.TW,-9.67%,-9.05%,+9.95%,+5.76%,+1.17%,+1.17%,+0.00%,+1.92%,+8.68%,-1.39%
6645.TW,-18.18%,+27.62%,-22.89%,-4.35%,-5.73%,-5.73%,-17.26%,+8.97%,-13.79%,+3.45%
00881.TW,+0.99%,-1.65%,+4.90%,-1.01%,-1.08%,-1.08%,+1.81%,+0.42%,+2.13%,-0.41%
1717.TW,-0.28%,-5.38%,+9.88%,+6.81%,-0.64%,-0.64%,+2.70%,+1.88%,-1.96%,+1.50%
4763.TW,+2.95%,-2.05%,+4.60%,+4.80%,-2.67%,-2.67%,-3.49%,-0.93%,-0.94%,+0.48%
2535.TW,-0.76%,-4.78%,+4.85%,+0.77%,-0.15%,-0.15%,+1.53%,-0.15%,+0.61%,+0.45%
2013.TW,-0.76%,-8.77%,+9.89%,+4.82%,-3.14%,-3.14%,+1.75%,+0.37%,+0.37%,+0.61%
1714.TW,-0.89%,+9.91%,-4.51%,-2.58%,-3.52%,-3.52%,+0.46%,+1.36%,-1.35%,+2.27%
2352.TW,-1.53%,-8.97%,+9.85%,+0.34%,-1.89%,-1.89%,+1.23%,+1.21%,+2.56%,+0.50%
1568.TW,-1.21%,-9.39%,+7.21%,+5.67%,-3.78%,-3.78%,+2.89%,+0.60%,+2.59%,-1.75%
2020.TW,-5.43%,-9.97%,+9.94%,+9.90%,-5.90%,-5.90%,+2.97%,-1.92%,+0.49%,+0.65%
3029.TW,-0.45%,-6.00%,+6.50%,+0.56%,-0.56%,-0.56%,+1.24%,+1.56%,+0.33%,+1.31%
4958.TW,-1.96%,-1.33%,+1.69%,+1.44%,-0.55%,-0.55%,+0.77%,+2.07%,+1.07%,+0.00%
3583.TW,-1.04%,-8.38%,+9.90%,+0.52%,-3.28%,-3.28%,+4.28%,+0.34%,+3.07%,+0.00%
3706.TW,+1.67%,-6.56%,+5.26%,-0.19%,+0.19%,+0.19%,+1.11%,+2.20%,+1.25%,+0.00%
3054.TW,+3.64%,-7.27%,+7.57%,+1.26%,+1.74%,+1.74%,+8.29%,-2.93%,+0.70%,+0.00%
2031.TW,-5.98%,-9.89%,+10.00%,+9.98%,-7.29%,-7.29%,+6.12%,-3.13%,-3.40%,+1.76%
6285.TW,+0.78%,-5.13%,+3.44%,-0.95%,+0.64%,+0.64%,+1.59%,-0.31%,+2.04%,+0.92%
00642U.TW,-2.07%,+2.12%,+1.71%,-2.30%,-1.72%,-1.72%,-2.03%,+2.54%,+3.12%,-0.18%
3576.TW,+7.44%,-9.62%,+8.09%,+5.51%,-6.34%,-6.34%,+1.99%,+3.13%,+0.76%,+0.75%
8112.TW,+2.25%,-7.24%,+4.04%,+2.14%,-0.79%,-0.79%,+1.59%,+0.00%,+1.56%,+0.38%
00633L.TW,+5.39%,+4.44%,-0.50%,-1.23%,+0.66%,+0.66%,-0.95%,-0.15%,+7.73%,+0.89%
1535.TW,-1.34%,-4.50%,+6.13%,+3.76%,+1.68%,+1.68%,+0.00%,+0.00%,-0.51%,-0.26%
00885.TW,-0.13%,-1.05%,+0.40%,-0.26%,+0.07%,+0.07%,+1.72%,+0.39%,+0.52%,+0.00%
4306.TW,+4.00%,-4.73%,+4.66%,+0.00%,+0.00%,+0.00%,+1.78%,+0.87%,+1.45%,+4.84%
8105.TW,-2.46%,-7.56%,+10.00%,+4.55%,-3.56%,-3.56%,+2.87%,+4.78%,+0.38%,+0.76%
1721.TW,-0.99%,-8.30%,+4.80%,-0.31%,-0.31%,-0.31%,+1.05%,+0.21%,+0.41%,-0.31%
1434.TW,-0.50%,-3.98%,+3.63%,+0.83%,+0.00%,+0.00%,+0.17%,+1.98%,+1.62%,+0.48%
2461.TW,+2.88%,-9.92%,+9.89%,+2.31%,-3.77%,-3.77%,+2.87%,+3.55%,+0.74%,+2.43%
8131.TW,+0.00%,-2.76%,+4.33%,-1.04%,-0.92%,-0.92%,+1.32%,+0.39%,+1.95%,-0.64%
00637L.TW,+5.12%,+4.46%,-0.36%,-0.91%,+0.22%,+0.22%,-0.88%,+0.04%,+7.51%,+1.00%
00664R.TW,-0.97%,+2.66%,-5.59%,+0.29%,+0.72%,+0.72%,-1.86%,-0.44%,-1.75%,+0.00%
2434.TW,+3.43%,-5.61%,+4.73%,-2.32%,+1.06%,+1.06%,-1.57%,-2.26%,-0.82%,+0.00%
8488.TW,+1.36%,-1.67%,+4.08%,-1.31%,-0.66%,-0.66%,+0.67%,+0.33%,+1.98%,-0.65%
00733.TW,-0.58%,-6.00%,+7.35%,+2.70%,-2.42%,-2.42%,+2.82%,+2.59%,+1.05%,+1.90%
1533.TW,-1.94%,-10.00%,+9.90%,+5.31%,-1.71%,-1.71%,+2.71%,+0.75%,+4.30%,-1.25%
4952.TW,+0.00%,-8.77%,+8.46%,+1.71%,-1.58%,-1.58%,+2.03%,+1.67%,+3.50%,-0.20%
1219.TW,-4.99%,-6.56%,+5.85%,+0.00%,-1.33%,-1.33%,+3.36%,-0.43%,-1.31%,+0.88%
8249.TW,-0.46%,-7.44%,+7.79%,-0.47%,-0.94%,-0.94%,+2.13%,+0.69%,+0.23%,-0.23%
5288.TW,-2.82%,-4.35%,+6.44%,-1.78%,-1.45%,-1.45%,+1.10%,-1.09%,+4.04%,-1.41%
2034.TW,-1.68%,-9.06%,+9.96%,+3.93%,-5.92%,-5.92%,+4.20%,-1.51%,-1.53%,+3.11%
2483.TW,-1.52%,-5.90%,+3.27%,+0.00%,+0.00%,+0.00%,+2.11%,+0.26%,+0.26%,-1.03%
3380.TW,-1.88%,-8.05%,+8.96%,+0.76%,-1.90%,-1.90%,+2.51%,+0.94%,+1.87%,+0.55%
1795.TW,+9.96%,+9.85%,+1.70%,+4.89%,-2.27%,-2.27%,+5.81%,+1.21%,+1.19%,-1.07%
2406.TW,+9.75%,-9.74%,+8.89%,+6.71%,-3.83%,-3.83%,+2.27%,+4.72%,-1.59%,+0.54%
1316.TW,+0.00%,-8.52%,+7.35%,+1.37%,-1.80%,-1.80%,+0.92%,+0.45%,+0.00%,+0.45%
1515.TW,+2.19%,-9.99%,+6.50%,-0.30%,-0.60%,-0.60%,+5.26%,-0.86%,+1.15%,+3.84%
00674R.TW,-0.15%,-2.13%,-0.54%,+0.08%,-0.39%,-0.39%,-0.24%,-0.31%,+0.47%,-1.65%
6799.TW,+1.33%,-5.26%,+15.74%,+1.60%,-3.15%,-3.15%,+3.25%,+0.00%,+0.00%,+0.00%
6689.TW,-1.00%,-0.20%,+2.82%,+1.18%,+0.00%,+0.00%,+0.97%,+0.00%,+0.00%,+0.00%
2427.TW,+0.91%,-1.80%,+5.96%,+0.00%,-0.43%,-0.43%,-0.43%,-0.44%,-0.44%,+0.00%
1536.TW,-1.14%,-4.83%,+6.40%,-0.68%,+1.71%,+1.71%,+2.92%,-0.11%,+1.09%,-1.51%
2528.TW,+0.00%,-1.39%,+5.41%,-1.56%,-1.59%,-1.59%,+0.00%,+0.46%,+2.52%,-0.22%
1463.TW,+0.78%,-2.32%,+3.16%,+0.77%,+0.38%,+0.38%,+4.92%,+4.33%,-3.46%,+0.72%
3665.TW,-0.42%,-9.92%,+0.47%,-2.56%,+3.11%,+3.11%,+1.16%,+7.80%,-1.28%,+0.43%
3714.TW,+0.00%,+4.85%,+5.25%,-2.05%,+3.44%,+3.44%,+0.29%,+2.31%,-0.14%,+3.25%
6698.TW,+1.45%,-9.34%,+8.01%,+1.99%,+1.04%,+1.04%,+2.31%,+0.50%,-0.12%,+0.13%
5880.TW,+1.72%,-3.13%,+3.73%,-1.44%,-0.49%,-0.49%,+1.47%,-0.48%,+0.24%,+0.00%
2243.TW,+5.13%,-9.95%,+1.66%,+5.33%,-1.86%,-1.86%,+3.89%,+0.20%,-0.61%,+0.10%
2349.TW,-3.23%,-10.00%,+8.00%,+0.44%,+1.32%,+1.32%,+1.96%,+0.32%,+1.59%,+0.73%
2401.TW,-0.38%,-9.83%,+9.83%,+2.33%,-1.71%,-1.71%,+2.51%,+5.28%,+4.30%,-1.03%
8104.TW,-2.13%,-9.67%,+9.39%,+2.75%,-0.32%,-0.32%,+2.15%,+2.00%,+0.52%,+0.31%
3563.TW,-2.58%,-7.06%,+7.60%,+0.22%,-2.64%,-2.64%,+4.52%,+0.43%,+0.65%,+2.36%
2910.TW,+1.97%,+0.00%,+1.13%,-0.32%,-2.87%,-2.87%,+2.13%,+1.29%,+1.27%,+1.41%
2369.TW,-1.63%,-9.97%,+9.96%,+7.72%,-4.36%,-4.36%,+1.63%,+4.17%,+2.15%,+1.51%
1773.TW,+2.33%,-1.82%,+2.31%,-0.45%,+0.00%,+0.00%,+3.18%,-0.44%,+0.00%,-0.44%
4956.TW,-2.43%,-7.73%,+8.38%,+5.74%,-1.89%,-1.89%,+1.92%,+1.42%,+2.56%,+2.95%
5876.TW,+3.52%,-3.17%,+5.57%,-1.61%,+1.05%,+1.05%,+2.31%,+0.11%,+1.80%,+0.33%
4977.TW,+0.35%,-7.84%,+9.90%,+0.46%,+0.00%,+0.00%,+3.68%,+1.33%,+0.88%,+0.87%
00632R.TW,-0.79%,+2.54%,-5.57%,+0.49%,+0.65%,+0.65%,-1.94%,-0.50%,-1.66%,+0.00%
3704.TW,-0.55%,-7.71%,+9.94%,+1.63%,-1.96%,-1.96%,+2.18%,+3.37%,+1.37%,+0.51%
8213.TW,-0.32%,-5.66%,+6.79%,-0.95%,-0.43%,-0.43%,-0.21%,-0.11%,+1.29%,+1.28%
2845.TW,+0.95%,-2.83%,+1.46%,-0.48%,-0.96%,-0.96%,+1.46%,-0.48%,+0.96%,-0.48%
3266.TW,+1.22%,-3.61%,+4.58%,-2.79%,-1.23%,-1.23%,+2.07%,+0.81%,+2.02%,+1.19%
2812.TW,+1.33%,-3.49%,+2.71%,-0.88%,+0.00%,+0.00%,+0.89%,-0.44%,+0.44%,+0.00%
1324.TW,+2.93%,-3.79%,+1.97%,+0.00%,-0.97%,-0.97%,+0.98%,+0.48%,+2.88%,-0.93%
2867.TW,-0.44%,-5.02%,+6.11%,-0.11%,-1.44%,-1.44%,+1.24%,+0.00%,+0.56%,+1.55%
4906.TW,+1.09%,-6.81%,+10.00%,+0.52%,-1.22%,-1.22%,+1.23%,+0.87%,+0.00%,+1.03%
1712.TW,-0.46%,-2.79%,+2.87%,-0.23%,-0.93%,-0.93%,+0.71%,+0.23%,+0.93%,+0.00%
1203.TW,-5.74%,+10.00%,-1.71%,-3.49%,-1.53%,-1.53%,+1.27%,-0.56%,+0.00%,-0.42%
2002.TW,-4.78%,-9.18%,+9.95%,+8.62%,-7.01%,-7.01%,+2.99%,-1.93%,-2.96%,+1.16%
2478.TW,+1.55%,-9.89%,+9.63%,-1.23%,-0.94%,-0.94%,+1.10%,+1.25%,+4.46%,-0.29%
4560.TW,+0.25%,-2.93%,+3.27%,-1.10%,-0.12%,-0.12%,+2.35%,+0.72%,-0.72%,-0.24%
4532.TW,+1.51%,-6.45%,+5.57%,-1.26%,-1.53%,-1.53%,+3.36%,+0.50%,-0.50%,+1.00%
6582.TW,-9.83%,-9.18%,+8.00%,+4.87%,-3.72%,-3.72%,+4.83%,-0.37%,+1.85%,+0.54%
6668.TW,-3.07%,-9.35%,+9.94%,+1.51%,-1.32%,-1.32%,+3.85%,+0.48%,+3.21%,+2.48%
9136.TW,-5.90%,+1.16%,+5.50%,+0.83%,-0.56%,-0.56%,+0.23%,-1.01%,+0.00%,+0.23%
2897.TW,-0.29%,-3.34%,+4.21%,-0.29%,-1.16%,-1.16%,+0.73%,+0.15%,+0.29%,+0.14%
3557.TW,-1.07%,-8.02%,+3.91%,+0.75%,+0.00%,+0.00%,+3.23%,+0.24%,+0.12%,+1.20%
9939.TW,+0.29%,-4.76%,+5.60%,-0.29%,+0.29%,+0.29%,+0.57%,-0.14%,+1.28%,+0.14%
1718.TW,-1.75%,-9.21%,+9.34%,+1.90%,-2.59%,-2.59%,+3.83%,+2.87%,-0.80%,+0.30%
6491.TW,+1.65%,-10.00%,+9.95%,+2.23%,+2.53%,+2.53%,+9.98%,-2.45%,+1.15%,+6.61%
2484.TW,-0.98%,-9.68%,+9.85%,-0.40%,+1.40%,+1.40%,+0.00%,+1.97%,+5.22%,+4.60%
2520.TW,+0.14%,-7.02%,+5.66%,+0.82%,-1.23%,-1.23%,+1.66%,+1.36%,-0.80%,+1.08%
6166.TW,+2.33%,+1.75%,+0.00%,+0.17%,-0.17%,-0.17%,+0.34%,-0.34%,+0.86%,+2.39%
2102.TW,-3.92%,-10.00%,+3.85%,+9.83%,+0.20%,+0.20%,+4.76%,+9.85%,-6.90%,+7.41%
1338.TW,-1.30%,-9.39%,+7.27%,-1.02%,-0.68%,-0.68%,+2.41%,+3.37%,+0.81%,+0.16%
3023.TW,-1.43%,-4.97%,+4.58%,+2.29%,-1.63%,-1.63%,+0.83%,+3.29%,+3.38%,-0.58%
2106.TW,+2.03%,-9.95%,+4.28%,+0.00%,-1.85%,-1.85%,+3.10%,+1.57%,+3.61%,-0.87%
00738U.TW,-0.18%,+2.83%,+3.10%,-2.03%,-0.66%,-0.66%,-0.35%,-0.07%,-0.52%,+2.28%
6672.TW,-0.79%,-8.90%,+9.90%,+0.91%,-1.13%,-1.13%,+1.83%,+4.94%,+1.39%,+0.53%
3694.TW,+0.98%,-8.25%,+9.79%,+3.13%,-2.80%,-2.80%,+3.12%,+3.96%,+0.90%,-0.67%
2312.TW,-2.55%,-9.74%,+7.88%,-0.38%,-1.54%,-1.54%,+2.35%,+0.77%,+1.52%,+0.37%
2208.TW,+1.52%,-9.20%,+9.86%,+2.00%,-2.44%,-2.44%,+9.77%,+2.28%,-1.79%,-0.23%
2028.TW,-9.79%,-10.00%,+9.98%,+9.93%,-5.45%,-5.45%,+3.62%,-1.59%,-1.13%,-0.82%
1909.TW,-3.74%,-9.82%,+8.35%,+1.17%,-3.46%,-3.46%,+4.31%,+3.21%,-0.22%,+0.89%
2348.TW,+0.31%,-6.90%,+5.51%,-1.06%,-1.83%,-1.83%,+1.21%,-1.08%,+0.00%,+1.31%
2104.TW,-0.42%,-5.87%,+4.68%,+2.98%,-1.86%,-1.86%,+2.32%,+0.00%,+1.23%,+0.81%
2880.TW,+1.12%,-2.49%,+2.56%,-0.83%,-0.28%,-0.28%,+1.12%,-0.55%,+0.28%,+0.56%
8476.TW,+99.00%,-0.25%,+2.77%,-1.23%,-0.74%,-0.74%,+1.50%,+7.14%,-1.61%,+1.87%
1339.TW,+0.00%,-6.49%,+4.72%,-1.99%,+0.54%,+0.54%,+1.21%,+0.27%,+0.53%,+0.40%
6806.TW,-0.49%,-2.94%,+5.05%,-0.48%,-0.48%,-0.48%,+4.85%,+0.00%,+0.00%,+0.00%
1605.TW,-1.50%,-9.54%,+9.83%,+6.11%,-3.70%,-3.70%,+1.50%,-1.47%,+2.56%,-0.63%
00648R.TW,-1.57%,-0.93%,+0.00%,+1.48%,-0.13%,-0.13%,-1.33%,+0.00%,-1.08%,+0.27%
3006.TW,-5.65%,-9.95%,+9.52%,+5.14%,-9.78%,-9.78%,+4.93%,+9.86%,+9.83%,-1.95%
1442.TW,+2.42%,-2.96%,+3.66%,-1.76%,+0.60%,+0.60%,+2.08%,-1.17%,-0.29%,+0.00%
3376.TW,+2.00%,+0.49%,+2.44%,+0.00%,+1.90%,+1.90%,+0.00%,-0.93%,+0.47%,+0.94%
1303.TW,+1.77%,-3.11%,+4.36%,+0.62%,-0.37%,-0.37%,+1.10%,-0.85%,+3.18%,-1.19%
00715L.TW,-3.75%,+3.48%,+2.69%,-3.28%,-3.12%,-3.12%,-4.34%,+4.39%,+4.48%,+0.54%
3021.TW,-1.30%,-8.14%,+10.00%,+3.64%,-1.25%,-1.25%,+3.30%,+2.95%,-0.95%,-1.45%
2633.TW,+1.94%,-6.41%,+3.15%,+2.33%,-1.23%,-1.23%,-0.18%,+0.00%,+0.71%,-0.18%
1441.TW,-10.00%,-9.95%,+9.98%,+4.39%,+9.81%,+9.81%,+9.79%,+9.69%,-4.59%,-8.15%
2543.TW,+0.61%,-9.89%,+3.61%,-1.94%,-2.50%,-2.50%,+0.00%,-0.81%,+2.72%,-1.86%
1762.TW,+2.06%,+9.93%,-2.14%,-1.72%,+0.16%,+0.16%,+0.32%,+1.43%,-1.72%,+0.48%
2388.TW,+0.23%,-9.93%,+9.52%,-0.69%,-1.96%,-1.96%,+2.47%,+1.15%,+2.38%,+1.22%
1256.TW,+0.83%,+0.00%,+1.29%,+0.00%,-0.58%,-0.58%,+2.10%,+0.69%,+0.68%,+6.09%
3673.TW,-1.03%,-9.96%,+4.38%,+0.55%,-2.96%,-2.96%,+1.02%,+1.57%,+0.00%,-0.55%
1516.TW,-1.36%,-3.67%,+1.67%,-0.23%,-9.15%,-9.15%,+4.65%,-0.74%,+1.00%,+4.68%
3413.TW,-0.73%,-6.37%,+9.95%,-1.67%,+3.39%,+3.39%,+2.11%,+0.69%,+3.64%,+0.66%
00693U.TW,-1.87%,-0.29%,+0.37%,-1.86%,-1.35%,-1.35%,-1.28%,-0.78%,+1.53%,-1.24%
2201.TW,+1.30%,-7.46%,+7.92%,+0.90%,-1.53%,-1.53%,+1.55%,+0.77%,+0.13%,+0.63%
1323.TW,+0.63%,-0.63%,+2.20%,+0.77%,-0.15%,-0.15%,+0.61%,+1.37%,+1.50%,+0.00%
1733.TW,-3.47%,-8.40%,+3.28%,+1.27%,-1.25%,-1.25%,+0.63%,+0.42%,+0.00%,+0.42%
00662.TW,+1.32%,+1.83%,-0.50%,-2.06%,+0.83%,+0.83%,+2.15%,-0.74%,+1.87%,-0.04%
8046.TW,+2.29%,+4.14%,+2.65%,-2.10%,-3.79%,-3.79%,+7.88%,+2.38%,+0.16%,-1.55%
1445.TW,-5.98%,-2.73%,+9.81%,-0.85%,+6.01%,+6.01%,+2.83%,+0.79%,-4.69%,-0.82%
1229.TW,+1.52%,-2.67%,+2.75%,+0.32%,+0.21%,+0.21%,+1.38%,-0.21%,+0.32%,+0.31%
2419.TW,+0.51%,-2.81%,+6.30%,-0.25%,-0.99%,-0.99%,+1.00%,+1.73%,+0.49%,+0.73%
2392.TW,-0.26%,-5.63%,+5.28%,-1.16%,-0.39%,-0.39%,+1.05%,+1.16%,+1.92%,-0.25%
3045.TW,+2.47%,-0.10%,+0.90%,+0.00%,+0.00%,+0.00%,+0.50%,-0.99%,+0.00%,-0.30%
6515.TW,-2.39%,-8.55%,+5.12%,-0.42%,-2.77%,-2.77%,+8.97%,+0.20%,+9.82%,+3.10%
00634R.TW,-2.50%,-2.05%,+0.00%,+0.52%,-0.26%,-0.26%,+0.26%,+0.26%,-3.90%,-0.81%
