股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
006208.TW,-0.84%,+0.22%,-0.16%,-0.36%,+0.54%,+0.51%,-0.38%,+0.00%,+0.62%,-0.07%
3055.TW,-1.54%,-0.63%,+2.21%,-0.31%,+1.55%,+0.91%,+0.60%,-0.30%,-0.60%,+0.30%
2722.TW,+0.13%,-0.13%,+0.00%,+0.13%,+0.00%,+0.13%,-1.39%,+1.03%,+0.00%,+0.00%
2885.TW,+0.00%,+0.77%,-0.76%,-0.77%,+0.00%,+0.00%,+0.78%,+0.00%,+0.77%,+0.76%
4119.TW,+1.74%,-1.00%,+0.00%,-0.86%,+0.00%,+0.43%,-0.29%,+0.72%,+0.72%,-0.71%
2929.TW,+0.50%,+0.00%,-0.99%,-0.70%,-0.10%,-0.60%,+0.20%,+0.71%,-0.10%,+2.11%
1717.TW,+0.77%,+0.00%,-0.15%,-0.62%,+0.15%,+0.00%,+0.93%,-0.15%,+0.00%,+0.46%
4763.TW,+0.62%,+2.16%,+2.11%,+0.89%,+0.00%,-0.88%,-1.78%,+0.90%,+0.30%,+0.89%
2535.TW,+0.52%,+0.26%,+0.52%,-0.26%,+0.26%,+0.26%,+0.00%,+0.26%,+0.00%,+0.52%
2013.TW,+0.50%,+0.00%,+0.74%,-0.24%,+0.00%,-0.49%,-0.25%,+0.49%,+0.00%,-0.74%
1714.TW,-1.15%,+1.05%,-0.81%,-0.47%,-1.64%,-2.14%,+0.61%,+1.93%,+0.47%,+0.00%
2352.TW,+2.06%,+0.50%,-0.50%,-0.25%,+1.26%,+0.50%,-0.74%,-0.75%,+1.51%,+1.24%
1568.TW,+5.62%,-0.14%,+2.60%,+1.60%,-3.01%,-1.62%,+1.10%,+0.00%,+0.14%,+4.48%
2020.TW,+0.00%,+0.38%,+0.00%,+0.76%,-0.38%,+0.00%,+0.38%,+0.76%,+0.38%,-0.75%
3029.TW,+4.03%,-1.94%,+0.56%,-1.40%,+0.00%,-0.28%,+1.43%,-0.28%,+0.85%,-0.84%
4958.TW,+5.55%,-0.79%,-0.26%,-1.20%,+0.40%,-0.80%,+0.13%,-0.81%,+1.09%,+0.54%
3583.TW,+1.26%,-0.53%,+0.36%,-0.36%,+0.00%,+0.00%,+0.00%,+0.36%,-0.18%,+0.18%
3706.TW,-0.73%,+0.30%,+1.03%,+0.44%,+0.87%,+1.01%,+1.99%,+0.14%,-0.84%,+4.08%
3054.TW,+0.50%,+0.25%,+0.75%,-0.50%,+0.25%,-0.25%,-0.50%,+1.50%,+0.25%,+0.74%
2031.TW,+1.09%,+0.43%,-0.86%,-0.65%,+0.44%,+0.65%,-0.86%,+2.61%,-0.21%,+0.00%
6285.TW,+0.67%,+0.00%,-0.78%,+0.45%,+1.01%,-0.22%,+0.56%,+2.10%,-1.52%,-1.10%
00642U.TW,+0.88%,+0.29%,-0.93%,+1.17%,+1.27%,+1.48%,-0.11%,+1.07%,+0.17%,-5.00%
3576.TW,+0.37%,+0.37%,+0.37%,-0.73%,-0.37%,+1.48%,-1.09%,-0.74%,+0.37%,-0.74%
8112.TW,+0.39%,-0.98%,+0.59%,+0.00%,+0.59%,+1.36%,-0.58%,+0.19%,-0.39%,+0.58%
00633L.TW,+1.17%,-0.42%,-0.66%,-0.42%,+0.57%,+0.15%,+2.42%,+0.44%,+4.86%,+0.19%
1535.TW,-0.11%,-0.68%,+0.00%,+0.00%,+0.23%,+0.46%,+0.91%,+0.23%,-0.45%,+0.11%
4306.TW,-0.74%,-1.49%,-0.38%,-0.38%,-0.76%,-0.77%,+0.39%,+0.39%,+1.54%,-1.52%
8105.TW,+0.30%,+5.45%,+3.16%,+4.74%,-0.53%,+3.74%,-0.52%,+3.37%,-0.75%,-2.02%
1721.TW,+0.00%,-1.69%,-1.37%,-1.39%,+0.35%,+0.35%,+0.35%,+1.05%,+1.38%,-0.68%
1434.TW,-0.32%,+0.97%,-0.96%,+0.00%,-0.32%,-0.32%,+0.49%,+0.00%,+0.16%,+0.00%
2461.TW,-0.66%,-1.98%,-1.35%,-1.37%,+3.11%,+0.00%,-0.34%,+0.00%,+1.01%,+0.67%
8131.TW,-0.54%,+0.36%,+1.09%,+0.36%,-0.54%,-0.36%,+0.54%,-0.18%,+0.36%,-0.36%
00637L.TW,+0.87%,-0.47%,-0.71%,-0.48%,+0.40%,+0.72%,+2.06%,+0.47%,+5.02%,+0.07%
00664R.TW,-0.48%,-0.12%,+0.36%,+0.24%,+0.18%,-0.30%,-0.30%,-0.18%,-0.66%,+0.06%
2434.TW,+1.45%,-1.86%,-1.61%,+3.12%,+0.00%,+0.72%,+10.00%,+1.30%,-2.44%,-5.26%
8488.TW,+0.00%,+0.53%,+1.44%,-1.29%,-0.65%,+1.05%,+1.04%,+0.39%,-2.44%,-1.32%
1533.TW,+3.23%,-1.75%,+0.51%,-0.76%,+0.77%,-0.89%,-0.38%,+0.13%,+0.77%,-0.89%
4952.TW,+0.51%,+0.13%,-0.89%,-0.13%,-0.51%,+0.00%,+0.39%,+1.28%,+0.89%,+0.00%
1219.TW,+0.00%,+0.00%,+0.30%,-1.22%,+0.62%,+0.31%,-0.30%,+0.31%,+1.83%,-0.90%
8249.TW,-0.21%,-0.42%,-0.21%,-0.42%,+1.47%,+0.41%,+0.00%,+0.21%,-0.21%,+0.21%
5288.TW,+0.97%,-0.84%,-0.60%,-0.12%,+0.97%,+0.36%,+0.48%,+1.08%,+1.06%,-1.05%
2034.TW,+0.82%,+0.61%,+0.20%,-0.41%,-0.61%,+0.41%,-0.41%,+0.82%,+0.61%,-0.40%
2483.TW,+0.83%,+0.00%,-1.09%,+0.83%,+0.00%,-0.27%,+0.27%,+0.82%,+0.27%,+0.27%
3380.TW,-1.09%,-2.95%,+9.89%,-0.87%,-0.52%,-1.05%,+0.53%,-2.12%,-1.62%,+0.73%
1795.TW,+5.35%,-1.09%,-2.20%,-0.56%,+0.94%,-0.75%,+0.56%,+0.37%,+3.17%,-0.72%
2406.TW,+1.00%,-2.96%,+1.02%,-3.78%,+0.52%,+2.86%,-1.27%,-1.28%,+0.26%,-0.78%
1316.TW,-1.74%,-1.18%,+0.00%,-0.20%,-0.40%,+1.20%,-0.79%,+3.80%,-0.39%,-1.35%
1515.TW,+1.15%,-1.13%,+0.92%,+0.23%,-1.13%,+7.80%,-4.26%,+2.44%,+2.82%,+0.84%
00674R.TW,-0.39%,-0.15%,-0.59%,-1.29%,+0.80%,-0.30%,-0.75%,+0.81%,-0.60%,+0.05%
2427.TW,+0.90%,-0.25%,+0.38%,+0.00%,-1.77%,+2.71%,+0.25%,+0.00%,+0.25%,-0.12%
1536.TW,+1.01%,-2.68%,-1.72%,-0.70%,+2.11%,+2.76%,-0.67%,-1.01%,-0.68%,-0.69%
2528.TW,+9.95%,+4.76%,+10.00%,+0.00%,-4.13%,+4.31%,-2.48%,+2.12%,-1.66%,+0.00%
1463.TW,-0.36%,+0.36%,+0.18%,+0.18%,+0.54%,+1.26%,+0.18%,+0.00%,+5.51%,+0.51%
3665.TW,-0.45%,-2.71%,+2.09%,-1.14%,-1.84%,+1.64%,+3.23%,-0.45%,-0.22%,-2.03%
5880.TW,+0.32%,+0.00%,+0.32%,-0.32%,+0.00%,+0.00%,+0.00%,-0.32%,+0.64%,+0.00%
2349.TW,-0.40%,+0.20%,+3.57%,+5.36%,-1.27%,-0.55%,+0.37%,+3.14%,-0.36%,-1.62%
2401.TW,+4.26%,-1.86%,+1.89%,+0.37%,-1.11%,-0.75%,+0.75%,+0.00%,+2.62%,-2.92%
8104.TW,+1.71%,-0.52%,+1.34%,-0.87%,+0.21%,+0.29%,-0.30%,-0.45%,+0.76%,-0.75%
3563.TW,+0.53%,-0.74%,-0.64%,-1.18%,+1.96%,+2.45%,+9.90%,+4.74%,+0.90%,-2.69%
2910.TW,-0.18%,-3.44%,+0.75%,+0.00%,-1.49%,+0.00%,+0.00%,-0.38%,+0.00%,+2.65%
2369.TW,-1.69%,+0.69%,-0.34%,-2.06%,+1.05%,+1.39%,+4.11%,-0.66%,-0.66%,-0.33%
1773.TW,-0.31%,+0.31%,+0.00%,+0.00%,-0.31%,+0.31%,+1.41%,-0.15%,+0.47%,+0.00%
4956.TW,+0.47%,-0.24%,-1.18%,-0.48%,+0.96%,-0.71%,+1.20%,-0.95%,+0.96%,-0.95%
5876.TW,-0.56%,+0.33%,+0.23%,-0.37%,-0.10%,-0.03%,-0.07%,+0.40%,-0.13%,-0.23%
4977.TW,+1.15%,+2.14%,-0.12%,+0.74%,+2.33%,-0.60%,+2.53%,-0.35%,+0.71%,-0.23%
00632R.TW,-0.54%,-0.14%,+0.34%,+0.34%,+0.00%,-0.27%,-0.34%,-0.14%,-0.82%,+0.14%
3704.TW,-0.65%,-0.33%,-0.33%,+0.00%,-0.66%,+1.00%,+1.32%,-0.98%,+0.66%,-0.65%
8213.TW,-0.16%,+0.49%,+0.82%,-0.65%,+0.16%,+0.65%,+0.65%,+0.32%,-0.48%,-0.16%
2845.TW,+0.42%,+0.21%,+0.21%,-0.53%,+0.21%,+0.53%,+0.32%,+0.21%,+0.42%,+0.21%
3266.TW,+0.43%,-0.85%,+1.72%,-2.12%,-0.43%,+0.43%,-0.43%,-0.43%,+0.44%,+0.87%
2812.TW,+0.30%,+0.20%,-0.30%,+0.00%,+0.00%,+0.40%,+0.20%,+0.20%,+0.20%,+0.00%
1324.TW,+9.88%,-0.37%,+0.75%,+0.00%,-0.37%,-0.75%,+0.00%,-0.38%,+0.38%,+0.38%
2867.TW,-0.65%,+0.33%,+1.62%,+0.96%,-0.63%,+0.32%,+0.00%,+0.95%,+0.31%,-0.63%
4906.TW,-1.61%,-1.64%,+1.06%,-0.30%,+0.90%,+9.99%,-7.99%,-0.15%,-3.54%,-4.28%
1712.TW,+0.32%,+0.00%,+0.00%,-0.32%,+0.00%,+0.32%,+0.00%,+2.22%,+0.00%,-0.31%
1203.TW,-0.21%,+0.42%,+0.21%,-0.42%,+0.63%,+0.62%,-0.41%,+0.21%,+2.27%,+3.43%
2002.TW,+1.05%,+2.07%,+0.41%,-0.61%,+0.00%,-1.02%,+0.62%,-0.20%,+0.61%,+0.41%
2478.TW,-2.16%,+0.66%,-1.97%,+4.03%,+0.00%,-2.37%,-0.44%,+0.00%,-1.11%,-0.67%
4560.TW,-1.04%,+0.00%,+0.00%,-1.03%,+0.62%,+1.46%,-2.06%,-4.23%,+6.64%,-17.08%
4532.TW,-0.46%,-0.77%,+0.00%,+1.09%,+1.54%,+1.82%,+0.00%,-0.45%,+1.19%,+0.00%
6582.TW,+0.56%,-0.56%,-0.56%,+0.56%,+2.25%,+0.55%,-0.55%,-2.75%,+1.69%,+0.00%
9136.TW,+0.00%,-0.86%,-0.43%,-0.87%,+1.75%,-0.59%,+1.35%,+0.44%,+1.76%,+7.36%
2897.TW,+1.48%,+0.22%,-0.45%,-0.11%,-0.90%,+1.02%,-0.22%,-0.22%,-0.23%,-0.23%
3557.TW,+1.01%,-1.20%,+0.81%,-3.40%,+1.04%,+4.92%,+0.20%,+1.56%,-0.77%,-2.71%
9939.TW,-0.63%,-0.79%,+0.00%,-1.28%,-0.16%,-0.49%,+0.16%,+2.12%,-1.28%,+0.49%
1718.TW,-1.25%,+3.04%,+0.12%,-1.60%,-1.12%,+1.39%,-0.75%,+0.38%,+0.38%,-0.75%
6491.TW,+1.94%,-1.43%,+1.45%,+0.00%,+2.86%,-2.78%,+0.00%,+0.00%,+2.86%,+0.00%
2484.TW,-0.25%,-1.24%,+0.00%,+0.25%,-0.25%,+0.25%,-0.25%,+0.25%,+0.50%,+0.25%
2520.TW,-1.38%,+0.28%,+0.84%,-0.28%,+1.39%,-0.27%,+1.64%,-0.54%,+0.00%,-0.27%
6166.TW,+2.97%,-2.16%,+1.77%,-1.01%,+0.29%,-0.58%,-0.73%,-1.63%,+0.15%,+0.45%
2102.TW,-0.36%,+0.36%,-0.73%,+0.37%,-0.73%,+0.00%,+0.37%,+4.76%,+0.00%,-2.10%
1338.TW,+0.94%,+0.00%,-2.34%,+2.39%,-1.40%,-1.90%,+0.48%,+2.40%,-1.41%,+0.00%
3023.TW,+2.21%,+0.00%,-0.94%,-1.91%,-0.14%,-0.83%,-0.42%,-0.56%,+2.27%,-0.97%
2106.TW,-1.36%,+0.32%,+0.42%,-0.42%,+0.11%,-0.95%,-0.75%,-0.32%,+0.11%,+0.22%
3694.TW,+1.14%,+0.75%,+0.37%,-1.12%,+0.00%,+1.88%,+0.00%,+0.00%,-0.37%,-1.11%
2312.TW,+0.46%,+0.00%,+2.28%,-1.79%,-1.36%,+0.92%,+0.46%,+1.36%,+0.90%,+0.44%
2208.TW,+0.72%,-1.79%,+1.82%,-0.36%,-0.72%,+0.00%,+0.00%,-1.81%,+0.00%,+0.74%
2028.TW,+7.52%,-4.62%,+1.91%,-0.86%,+1.45%,+0.57%,-0.57%,-0.14%,-2.01%,+1.32%
1909.TW,-0.17%,+3.48%,-1.51%,-1.71%,-2.60%,-0.71%,+1.26%,+0.00%,+1.77%,-1.22%
2348.TW,-1.64%,+0.56%,+3.31%,-0.53%,-2.42%,+9.92%,+9.77%,+9.82%,+9.98%,+9.83%
2104.TW,+0.17%,+0.50%,-0.50%,-1.00%,+0.33%,+0.00%,+0.00%,+0.33%,+0.50%,+0.17%
2880.TW,+0.29%,-0.29%,+0.00%,-0.29%,+0.29%,+0.00%,+0.00%,+0.29%,-0.29%,+0.58%
8476.TW,-0.93%,-1.32%,-1.34%,+1.16%,-1.34%,-0.97%,-1.37%,+1.19%,-0.59%,+1.78%
1339.TW,-0.58%,-0.71%,+1.54%,+0.23%,+0.81%,-1.73%,+0.23%,+0.23%,+0.70%,+0.35%
1605.TW,+0.39%,-2.73%,-0.40%,-1.61%,+0.00%,+0.41%,+1.63%,+0.00%,+4.02%,-1.16%
00648R.TW,-0.19%,-0.25%,+0.63%,+0.88%,+0.12%,-0.68%,-0.44%,-0.31%,-0.69%,-0.13%
3006.TW,+0.39%,-1.41%,-1.30%,+3.03%,-1.15%,+0.00%,+0.52%,-0.90%,-0.52%,-2.74%
1442.TW,+0.24%,+0.97%,+4.08%,-1.61%,+0.23%,+0.70%,-0.46%,-0.23%,+0.00%,+0.47%
3376.TW,+0.69%,-1.70%,-1.97%,-0.59%,+0.95%,+0.35%,+3.04%,+2.39%,+0.22%,-0.33%
1303.TW,+0.71%,+0.42%,+0.14%,+0.42%,-0.98%,+0.99%,-0.84%,+0.14%,+0.71%,+0.00%
3021.TW,-0.33%,-2.34%,+1.71%,-4.71%,-1.06%,-1.43%,+2.54%,-0.71%,+0.36%,+0.71%
2633.TW,-0.63%,-3.16%,+0.65%,+1.52%,+1.49%,-0.42%,+2.53%,-1.65%,-1.67%,+0.43%
1441.TW,-0.95%,-0.36%,-2.53%,-6.44%,+0.40%,-0.13%,+0.00%,+4.88%,+3.90%,+0.12%
2543.TW,+1.00%,+0.44%,+0.55%,-1.63%,-0.11%,+0.11%,+0.88%,+0.55%,+0.33%,-1.74%
1762.TW,+2.02%,-1.59%,-2.82%,-1.24%,+0.84%,-0.62%,-0.63%,-0.63%,+1.06%,-0.42%
2388.TW,-0.99%,+3.00%,-0.97%,-0.98%,+0.00%,-0.50%,-0.50%,+1.00%,+0.00%,+0.50%
1256.TW,-0.35%,-0.70%,+0.00%,-0.71%,-0.36%,-0.36%,+0.00%,-0.72%,+7.97%,+0.00%
3673.TW,+3.86%,-4.19%,+0.00%,+2.43%,-2.37%,-0.49%,+0.00%,+0.00%,-1.95%,-2.99%
1516.TW,+0.29%,-0.29%,+0.00%,+0.29%,-1.47%,+0.00%,-0.89%,-2.70%,+1.54%,-0.91%
3413.TW,+7.50%,-2.62%,-0.90%,+0.60%,-0.30%,+0.90%,+4.46%,+2.28%,-1.95%,-0.57%
00693U.TW,+0.05%,+0.00%,+1.55%,-1.43%,-1.60%,+0.81%,-0.30%,-1.01%,+0.72%,-1.52%
2201.TW,+0.38%,+1.89%,+0.00%,+0.00%,+0.37%,-0.55%,+0.19%,+0.19%,+0.74%,+0.37%
1323.TW,+0.16%,+1.25%,-0.92%,+0.93%,-0.46%,+0.31%,+0.15%,+0.92%,+0.00%,+0.61%
1733.TW,+2.54%,-2.61%,-1.27%,-2.00%,-1.60%,-0.30%,+1.34%,+3.67%,-1.84%,-2.88%
00662.TW,+0.59%,-0.04%,-0.13%,-1.56%,+0.68%,-0.89%,+0.34%,+1.24%,+0.59%,+0.55%
8046.TW,-0.59%,+0.59%,-1.37%,-0.99%,+0.60%,+0.40%,-0.40%,+0.00%,+0.60%,-0.60%
1445.TW,-0.34%,-0.67%,+0.23%,-0.23%,-0.45%,-0.23%,+0.91%,-1.46%,+0.91%,+0.23%
1229.TW,+1.14%,+0.00%,+0.19%,+0.00%,+0.19%,+1.31%,-0.37%,-0.19%,+1.48%,+2.38%
2419.TW,-1.88%,+0.24%,+1.43%,-0.47%,+0.47%,+0.00%,-0.24%,+0.71%,+0.23%,+0.93%
2392.TW,+0.12%,+0.35%,+0.58%,+1.27%,-0.45%,+0.00%,+0.00%,+0.46%,-0.57%,-0.46%
3045.TW,-0.44%,+0.00%,-0.44%,+0.44%,-0.44%,+0.44%,-0.44%,-0.88%,+0.00%,+0.44%
00634R.TW,-0.90%,+0.00%,+0.45%,+0.34%,-0.34%,-0.45%,-0.79%,-0.11%,-2.17%,-0.58%
4164.TW,+0.47%,-0.82%,-0.36%,+0.36%,-0.36%,-0.71%,+0.60%,+0.12%,+0.71%,-0.71%
2024.TW,+0.34%,+0.11%,-0.34%,+0.23%,-0.11%,-0.56%,+0.11%,+2.49%,+0.55%,+0.11%
6415.TW,+2.37%,-8.43%,+1.99%,-2.30%,+0.36%,-1.62%,+2.02%,+4.32%,+0.00%,+0.52%
2207.TW,+0.14%,+6.17%,-0.41%,+0.00%,-0.41%,+0.41%,-0.68%,+3.69%,+1.19%,+1.17%
910322.TW,-0.26%,-2.31%,+0.00%,-1.31%,+0.00%,+0.00%,-4.26%,+1.11%,+2.75%,-1.87%
3321.TW,-0.81%,-0.41%,+0.82%,-0.41%,+1.23%,-0.40%,-0.41%,-2.04%,-0.42%,+0.42%
2542.TW,-0.79%,-0.20%,+0.20%,-0.40%,+0.20%,+1.00%,-0.59%,-0.60%,+0.80%,-0.60%
6431.TW,-0.98%,-1.39%,+1.91%,-1.97%,-1.01%,+9.64%,+9.72%,-8.86%,+1.85%,-2.73%
6625.TW,+0.52%,-0.31%,-2.83%,-0.55%,+0.49%,-1.46%,-0.82%,+0.72%,+0.00%,+0.00%
9917.TW,+0.68%,+1.02%,-0.45%,+0.00%,+0.22%,-0.22%,+0.34%,+0.11%,-0.89%,+0.68%
8271.TW,+1.39%,-0.25%,+0.63%,+0.37%,+1.86%,+2.68%,+0.36%,+0.24%,+1.77%,-0.35%
4540.TW,+0.26%,+2.70%,+2.85%,+2.35%,-1.76%,-1.20%,+0.31%,-1.04%,-0.70%,+0.00%
3056.TW,-1.00%,+0.50%,-0.75%,-0.76%,+0.25%,+1.01%,+0.25%,-0.25%,+0.00%,-0.25%
3669.TW,+0.24%,+0.24%,-1.89%,-1.44%,+0.98%,+0.00%,+0.24%,+1.45%,-0.48%,-0.72%
1309.TW,+3.34%,-1.01%,+1.12%,-0.40%,-0.30%,+1.52%,-0.80%,-0.91%,+0.41%,+0.00%
2360.TW,+2.48%,+0.95%,-1.67%,-2.12%,-0.87%,+1.64%,+0.86%,-0.85%,+1.29%,-0.21%
8016.TW,+0.89%,-0.55%,-0.33%,-1.33%,-1.35%,-1.71%,-0.70%,+1.17%,+3.58%,-2.23%
3094.TW,-0.22%,-0.65%,-0.22%,-1.10%,+0.89%,+0.22%,+1.10%,+0.87%,+0.43%,-0.21%
