advice,price,prev_year,symbol,rev_yoy,status,gm,prev_eps_yoy,prev_rev_yoy,est_price,date,expansion,pe,name,prev_eps,eps_yoy,om,eps
⚪ 中性觀察,218.0,2025,2472.TW,260.38,📉 獲利侵蝕,32.60%,24.54,7.68,276.29999999999995,2026-03,-264.57,11.834961997828449,立隆電,8.73,-4.19,21.55%,1.6
❌ 暫避觀望,420.5,2025,6789.TW,341.33,⚠️ 獲利稀釋,N/A,-27.01,-10.64,150.29999999999998,2026-03,-264.86,41.96606786427146,采鈺,4.01,76.47,N/A,1.5
⚪ 數據不足,11.1000003815,2025,4108.TW,250.66,📉 獲利侵蝕,18.27%,21.62,-12.36,-11.4,2026-03,-264.95,0.0,懷特,-0.29,-14.29,-127.15%,-0.08
❌ 暫避觀望,100.5,2025,6207.TWO,183.52,📉 獲利侵蝕,N/A,-56.52,-18.16,28.95,2026-03,-265.34000000000003,52.07253886010363,雷科,0.9,-81.82,N/A,0.06
⚪ 數據不足,30.75,2025,6698.TW,235.87,📉 獲利侵蝕,N/A,-72.63,29.86,-68.55000000000001,2026-03,-265.5,0.0,旭暉應材,-1.65,-29.63,N/A,-0.35
⚪ 中性觀察,21.6000003815,2025,1541.TW,256.17,📉 獲利侵蝕,19.55%,118.87,21.45,64.95,2026-03,-265.6,4.9884527439953805,錩泰,2.32,-9.43,7.07%,0.48
⚪ 數據不足,21.1499996185,2025,3043.TW,182.03,🔄 轉虧為盈,24.04%,-381.05,-3.21,-53.4,2026-03,-265.9,0.0,科風,-2.67,-83.87,-3.20%,0.05
⚪ 中性觀察,23.25,2025,6272.TW,181.13,📉 獲利侵蝕,N/A,44.34,30.88,121.64999999999999,2026-03,-266.01,2.866831072749692,驊陞,3.43,-84.88,N/A,0.13
⚪ 中性觀察,15.8999996185,2025,8011.TW,170.66,📉 獲利侵蝕,N/A,-46.94,-16.56,46.050000000000004,2026-03,-266.4,5.17915297019544,台通,1.3,-95.74,N/A,0.02
⚪ 中性觀察,52.0999984741,2025,2607.TW,288.16,⚠️ 獲利稀釋,18.52%,108.46,-19.52,133.05,2026-03,-267.23,5.873731507790303,榮運,3.56,20.93,6.32%,1.04
⚪ 中性觀察,77.5,2025,1726.TW,295.0,⚠️ 獲利稀釋,28.35%,4.17,2.72,218.54999999999998,2026-03,-268.13,5.319148936170214,永記,5.5,26.87,10.08%,2.03
❌ 暫避觀望,677.0,2025,1560.TW,318.79,⚠️ 獲利稀釋,34.18%,30.18,16.1,330.3,2026-03,-268.53000000000003,30.74477747502271,中砂,9.28,50.26,15.49%,2.94
⚪ 中性觀察,63.5,2025,8383.TWO,316.39,⚠️ 獲利稀釋,N/A,-2.59,13.17,111.44999999999999,2026-03,-269.25,8.5464333781965,千附,3.41,47.14,N/A,1.04
⚪ 中性觀察,265.0,2025,8499.TW,264.0,📉 獲利侵蝕,N/A,-8.89,42.88,337.5,2026-03,-269.43,11.777777777777779,鼎炫-KY,10.13,-5.43,N/A,2.61
⚪ 數據不足,16.5499992371,2025,2924.TWO,269.74,📉 獲利侵蝕,15.04%,10.0,-59.26,-38.849999999999994,2026-03,-269.74,0.0,宏太-KY,-1.17,0.0,-86.00%,-0.22
⚪ 中性觀察,31.8500003815,2025,2504.TW,268.33,📉 獲利侵蝕,27.76%,-15.42,3.75,120.45000000000002,2026-03,-269.74,3.9663761371731003,國產,3.3,-1.41,22.79%,0.7
❌ 暫避觀望,24.1499996185,2025,6692.TWO,32.58,📉 獲利侵蝕,N/A,-75.0,-34.63,7.95,2026-03,-269.89,45.56603701603773,進能服,0.23,-237.31,N/A,-0.92
⚪ 中性觀察,12.8500003815,2025,2904.TW,142.21,📉 獲利侵蝕,N/A,-28.99,-3.71,37.5,2026-03,-270.34000000000003,5.1400001526,匯僑,0.98,-128.13,N/A,-0.09
⚪ 中性觀察,690.0,2025,3406.TW,273.05,⚠️ 獲利稀釋,34.25%,-14.37,7.77,1095.3000000000002,2026-03,-270.98,9.449465899753491,玉晶光,32.84,2.07,20.51%,7.9
⚪ 數據不足,14.8500003815,2025,3523.TWO,266.99,📉 獲利侵蝕,-184.95%,34.68,-42.16,-66.15,2026-03,-271.64,0.0,迎輝,-1.45,-4.65,-404.30%,-0.45
❌ 暫避觀望,26.25,2025,6603.TWO,322.32,⚠️ 獲利稀釋,N/A,25.0,12.22,13.2,2026-03,-272.32,29.829545454545453,富強鑫,0.61,50.0,N/A,0.03
⚪ 中性觀察,26.2000007629,2025,4164.TW,432.53,⚠️ 獲利稀釋,31.61%,-5.94,22.15,30.749999999999996,2026-03,-272.53,12.780488177024392,承業醫,1.0,160.0,15.00%,0.13
⚪ 中性觀察,164.5,2025,4961.TW,229.47,📉 獲利侵蝕,N/A,-39.94,-6.28,382.04999999999995,2026-03,-272.72,6.458578720062819,天鈺,9.65,-43.25,N/A,1.86
⚪ 中性觀察,39.9500007629,2025,2945.TW,298.43,⚠️ 獲利稀釋,27.39%,5.94,3.54,74.7,2026-03,-272.85,8.022088506606424,三商家購,2.14,25.58,1.25%,0.54
⚪ 數據不足,19.7999992371,2025,6198.TWO,230.0,📉 獲利侵蝕,N/A,23.33,-90.1,-7.95,2026-03,-272.86,0.0,瑞築,-0.23,-42.86,N/A,-0.1
⚪ 數據不足,19.8500003815,2025,5220.TWO,438.24,🔄 轉虧為盈,N/A,-332.14,-0.13,-10.8,2026-03,-273.53,0.0,萬達光電,-0.65,164.71,N/A,0.45
⚪ 數據不足,52.7999992371,2025,3226.TWO,175.44,📉 獲利侵蝕,15.90%,-95.68,-24.52,-5.7,2026-03,-273.77,0.0,龍鋒,0.24,-98.33,4.48%,0.02
⚪ 中性觀察,239.0,2025,6290.TWO,278.53,⚠️ 獲利稀釋,N/A,31.08,26.34,318.45,2026-03,-274.22999999999996,11.25765426283561,良維,8.73,4.3,N/A,2.68
❌ 暫避觀望,14.1999998093,2025,2906.TW,252.41,📉 獲利侵蝕,N/A,-9.62,0.06,11.55,2026-03,-274.63,18.441558193896103,高林,0.47,-22.22,N/A,0.07
⚪ 數據不足,24.6499996185,2025,2923.TW,390.11,🔄 轉虧為盈,55.83%,-922.73,-32.33,-69.6,2026-03,-276.78000000000003,0.0,鼎固-KY,-3.62,113.33,-153.80%,0.02
❌ 暫避觀望,30.7999992371,2025,4543.TWO,430.66,⚠️ 獲利稀釋,25.17%,-74.4,1.33,8.1,2026-03,-277.33000000000004,57.03703562425927,萬在,0.53,153.33,7.11%,0.76
⚪ 數據不足,16.2999992371,2025,6674.TW,86.45,📉 獲利侵蝕,N/A,54.88,-36.53,-59.1,2026-03,-277.88,0.0,鋐寶科技,-1.13,-191.43,N/A,-1.04
⚪ 中性觀察,30.0,2025,8930.TWO,271.13,📉 獲利侵蝕,N/A,-20.27,-7.81,84.6,2026-03,-278.71,5.319148936170213,青鋼,2.4,-7.58,N/A,0.62
⚪ 數據不足,18.0499992371,2025,6578.TWO,445.75,🔄 轉虧為盈,N/A,-700.0,-8.43,-21.15,2026-03,-279.08000000000004,0.0,達邦蛋白,-0.96,166.67,N/A,0.08
⚪ 中性觀察,47.7000007629,2025,6165.TW,277.44,📉 獲利侵蝕,N/A,288.24,12.97,153.75,2026-03,-279.34,4.653658611014634,浪凡,4.02,-1.9,N/A,1.09
❌ 暫避觀望,62.0,2025,6432.TWO,334.94,⚠️ 獲利稀釋,N/A,-71.34,10.3,13.950000000000001,2026-03,-279.38,66.66666666666666,今展科,0.48,55.56,N/A,0.72
❌ 暫避觀望,24.7999992371,2025,3540.TWO,205.16,📉 獲利侵蝕,27.46%,155.22,29.09,20.7,2026-03,-279.74,17.971013939927538,曜越,0.74,-74.58,-3.44%,0.15
⚪ 數據不足,42.7999992371,2025,2413.TW,521.37,⚠️ 獲利稀釋,17.05%,193.18,3.52,-4.2,2026-03,-281.37,0.0,環科,0.41,240.0,3.38%,0.51
⚪ 中性觀察,144.0,2025,2421.TW,312.22,⚠️ 獲利稀釋,32.82%,45.05,27.72,285.75,2026-03,-281.58000000000004,7.559055118110236,建準,7.94,30.64,16.47%,2.36
⚪ 中性觀察,86.0,2025,8342.TWO,272.22,📉 獲利侵蝕,N/A,-21.86,-5.89,206.85,2026-03,-281.6,6.236403190717912,益張,5.97,-9.38,N/A,1.45
⚪ 中性觀察,199.5,2025,6271.TW,249.4,📉 獲利侵蝕,N/A,-6.83,-4.53,270.9,2026-03,-281.66,11.046511627906977,同欣電,7.64,-32.26,N/A,1.89
⚪ 中性觀察,29.0,2025,1402.TW,313.98,⚠️ 獲利稀釋,19.14%,-21.93,-6.24,58.50000000000001,2026-03,-282.16,7.435897435897435,遠東新,1.55,31.82,6.69%,0.61
⚪ 數據不足,6.0300002098,2025,6264.TWO,283.09,📉 獲利侵蝕,N/A,-1080.0,-43.95,-26.999999999999996,2026-03,-283.09,0.0,富裔,-0.5,0.0,N/A,-0.22
❌ 暫避觀望,217.5,2025,6829.TWO,299.83,⚠️ 獲利稀釋,N/A,-30.21,19.87,147.45,2026-03,-283.4,22.12614445574771,千附精密,3.95,16.43,N/A,1.63
❌ 暫避觀望,102.5,2025,5443.TWO,226.98,📉 獲利侵蝕,N/A,40.56,5.3,94.2,2026-03,-283.8,16.321656050955415,均豪,2.59,-56.82,N/A,0.19
⚪ 中性觀察,27.3999996185,2025,6148.TWO,225.33,📉 獲利侵蝕,N/A,-11.69,19.79,39.00000000000001,2026-03,-284.15000000000003,10.538461391730767,驊宏資,1.36,-58.82,N/A,0.07
⚪ 中性觀察,324.0,2025,6894.TWO,356.69,⚠️ 獲利稀釋,N/A,29.29,40.66,428.40000000000003,2026-03,-284.28,11.34453781512605,衛司特,10.99,72.41,N/A,4.5
⚪ 中性觀察,48.5499992371,2025,2362.TW,324.54,⚠️ 獲利稀釋,N/A,-31.43,-23.26,63.9,2026-03,-284.54,11.396713435938969,藍天,2.05,40.0,N/A,0.61
⚪ 中性觀察,68.3000030518,2025,6873.TW,222.27,📉 獲利侵蝕,N/A,-65.19,-13.29,100.80000000000001,2026-03,-284.96000000000004,10.16369093032738,泓德能源,3.59,-62.69,N/A,0.25
⚪ 中性觀察,48.8499984741,2025,9926.TW,291.37,⚠️ 獲利稀釋,N/A,1.52,5.91,106.65,2026-03,-285.12,6.870604567383966,新海,2.68,6.25,N/A,0.68
⚪ 中性觀察,34.5999984741,2025,2545.TW,182.49,📉 獲利侵蝕,N/A,-80.22,-50.97,117.30000000000001,2026-03,-285.35,4.424552234539641,皇翔,1.92,-102.86,N/A,-0.01
❌ 暫避觀望,80.9000015259,2025,8374.TW,364.8,🔄 轉虧為盈,N/A,-191.67,23.94,15.899999999999997,2026-03,-285.63,76.32075615650945,羅昇,-0.55,79.17,N/A,0.43
⚪ 中性觀察,94.8000030518,2025,9958.TW,372.28,⚠️ 獲利稀釋,N/A,-2.48,15.94,263.70000000000005,2026-03,-285.76,5.392491641171786,世紀鋼,6.57,86.52,N/A,2.63
⚪ 中性觀察,165.5,2025,1513.TW,295.87,⚠️ 獲利稀釋,27.00%,10.14,7.18,295.2,2026-03,-287.3,8.409552845528456,中興電,8.07,8.57,17.59%,1.94
⚪ 中性觀察,63.7999992371,2025,3317.TWO,301.45,⚠️ 獲利稀釋,29.13%,-33.33,9.65,85.05,2026-03,-287.94,11.252204450987655,尼克森,1.66,13.51,15.60%,0.84
❌ 暫避觀望,2075.0,2025,3665.TW,326.04,⚠️ 獲利稀釋,31.93%,98.71,31.74,1645.05,2026-03,-288.38,18.92039755630528,貿聯-KY,46.57,37.66,18.37%,11.66
⚪ 中性觀察,31.6000003815,2025,4148.TW,228.62,📉 獲利侵蝕,28.39%,13.43,19.95,73.19999999999999,2026-03,-288.62,6.475409914241804,全宇生技-KY,2.28,-60.0,9.28%,0.08
❌ 暫避觀望,24.0,2025,1470.TW,324.71,⚠️ 獲利稀釋,30.30%,-30.97,1.99,22.200000000000003,2026-03,-289.92999999999995,16.216216216216214,大統新創,0.78,34.78,18.03%,0.31
❌ 暫避觀望,258.5,2025,7788.TW,301.8,⚠️ 獲利稀釋,N/A,-51.37,7.87,130.2,2026-03,-290.24,29.781105990783413,松川精密,3.63,11.56,N/A,2.22
⚪ 中性觀察,103.0,2025,1342.TW,308.39,⚠️ 獲利稀釋,N/A,-8.97,13.91,215.85,2026-03,-292.19,7.1577484364141775,八貫,5.62,16.2,N/A,2.08
⚪ 中性觀察,51.2000007629,2025,4442.TWO,265.83,📉 獲利侵蝕,27.73%,52.37,29.61,200.70000000000002,2026-03,-292.40999999999997,3.826606932952167,竣邦-KY,5.23,-26.58,10.88%,1.17
⚪ 中性觀察,131.0,2025,3479.TWO,310.78,⚠️ 獲利稀釋,N/A,-5.85,11.55,251.85,2026-03,-292.69,7.802263251935677,安勤,6.45,18.09,N/A,2.22
⚪ 數據不足,22.1000003815,2025,2722.TW,269.43,📉 獲利侵蝕,27.13%,-2550.0,-9.87,-19.5,2026-03,-292.96000000000004,0.0,夏都,-0.49,-23.53,-30.10%,-0.21
⚪ 中性觀察,28.0,2025,5353.TWO,285.87,📉 獲利侵蝕,N/A,-36.28,-1.77,50.699999999999996,2026-03,-293.42,8.284023668639053,台林,1.38,-7.55,N/A,0.5
⚪ 數據不足,23.3500003815,2025,6240.TWO,270.61,📉 獲利侵蝕,N/A,-428.57,-1.12,-60.44999999999999,2026-03,-293.47,0.0,松崗,-1.15,-22.86,N/A,-0.43
⚪ 中性觀察,44.5999984741,2025,8941.TWO,280.23,📉 獲利侵蝕,N/A,-77.08,-5.35,51.45,2026-03,-294.70000000000005,13.002915007026237,關中,1.16,-14.47,N/A,1.36
⚪ 中性觀察,31.4500007629,2025,5314.TWO,242.32,📉 獲利侵蝕,N/A,-69.48,373.32,152.7,2026-03,-294.88,3.0893910376129665,世紀*,5.56,-52.56,N/A,0.37
❌ 暫避觀望,38.5,2025,8222.TW,314.37,⚠️ 獲利稀釋,N/A,-63.09,16.61,16.35,2026-03,-295.02,35.32110091743119,寶一,0.55,19.35,N/A,0.37
⚪ 中性觀察,77.0,2025,6284.TWO,224.56,📉 獲利侵蝕,N/A,-34.8,3.44,140.85000000000002,2026-03,-295.08,8.20021299254526,佳邦,4.36,-70.52,N/A,0.51
⚪ 數據不足,30.7000007629,2025,5227.TWO,120.26,📉 獲利侵蝕,N/A,104.91,-32.24,-4.199999999999994,2026-03,-295.26,0.0,立凱-KY,0.17,-175.0,N/A,-1.43
⚪ 中性觀察,39.7000007629,2025,1618.TW,323.3,⚠️ 獲利稀釋,N/A,13.48,3.01,169.35,2026-03,-295.66,3.5163862500354295,合機,4.21,27.64,N/A,1.57
❌ 暫避觀望,24.0499992371,2025,1587.TW,596.06,⚠️ 獲利稀釋,18.05%,188.1,23.11,10.799999999999999,2026-03,-296.05999999999995,33.402776718194445,吉茂,0.37,300.0,2.96%,0.04
⚪ 中性觀察,140.0,2025,6913.TWO,336.78,⚠️ 獲利稀釋,N/A,-2.92,21.66,167.7,2026-03,-296.59999999999997,12.522361359570663,鴻呈,4.34,40.18,N/A,1.58
⚪ 中性觀察,48.3499984741,2025,2488.TW,307.38,⚠️ 獲利稀釋,19.83%,-12.98,-9.29,163.65,2026-03,-297.86,4.431713883968835,漢平,4.56,9.52,7.42%,0.92
❌ 暫避觀望,72.1999969482,2025,6597.TWO,163.62,📉 獲利侵蝕,N/A,-48.7,-11.79,60.44999999999999,2026-03,-299.69,17.915631997071962,立誠,2.51,-136.07,N/A,-0.45
⚪ 中性觀察,59.9000015259,2025,1341.TW,329.53,⚠️ 獲利稀釋,23.43%,-30.65,-7.95,137.7,2026-03,-299.92999999999995,6.525054632450981,富林-KY,3.71,29.6,12.74%,1.62
⚪ 中性觀察,50.0,2025,3484.TWO,265.7,📉 獲利侵蝕,N/A,3.41,6.42,155.39999999999998,2026-03,-300.07,4.826254826254827,崧騰,4.27,-34.37,N/A,0.63
❌ 暫避觀望,14.8500003815,2025,5450.TWO,277.89,📉 獲利侵蝕,N/A,-80.53,-8.96,4.050000000000001,2026-03,-300.11,55.00000141296296,南良,0.22,-22.22,N/A,0.07
⚪ 中性觀察,38.75,2025,9924.TW,251.13,📉 獲利侵蝕,N/A,-26.71,-8.15,98.39999999999999,2026-03,-300.19,5.907012195121951,福興,3.08,-49.06,N/A,0.54
⚪ 中性觀察,34.7999992371,2025,5902.TWO,285.59,📉 獲利侵蝕,N/A,6.16,2.91,85.35000000000001,2026-03,-300.4,6.115992836045694,德記,2.24,-14.81,N/A,0.46
⚪ 數據不足,12.5,2025,3499.TWO,241.39,📉 獲利侵蝕,23.89%,-6600.0,-18.27,-57.15,2026-03,-300.77,0.0,環天科,-1.3,-59.38,-8.96%,-0.51
⚪ 中性觀察,170.5,2025,2645.TW,374.3,⚠️ 獲利稀釋,14.11%,11.43,11.63,216.15,2026-03,-301.15,11.83206106870229,長榮航太,5.46,73.15,9.96%,2.58
⚪ 數據不足,14.75,2025,2509.TW,291.48,📉 獲利侵蝕,N/A,-480.95,-81.41,-36.75,2026-03,-301.24,0.0,全坤建,-0.8,-9.76,N/A,-0.45
⚪ 中性觀察,68.5999984741,2025,6469.TWO,269.93,📉 獲利侵蝕,N/A,-22.33,9.39,154.2,2026-03,-301.33,6.673151602538911,大樹,4.01,-31.4,N/A,0.83
❌ 暫避觀望,141.0,2025,5432.TWO,370.94,⚠️ 獲利稀釋,N/A,69.12,6.1,61.800000000000004,2026-03,-302.19,34.22330097087379,新門,2.3,68.75,N/A,0.27
⚪ 中性觀察,505.0,2025,7744.TWO,344.68,⚠️ 獲利稀釋,N/A,41.2,59.94,631.05,2026-03,-302.93,12.003803185167579,崴寶,16.28,41.75,N/A,5.66
⚪ 數據不足,106.0,2025,7402.TWO,108.1,📉 獲利侵蝕,N/A,-93.2,2.56,-6.15,2026-03,-303.34000000000003,0.0,邑錡,0.1,-195.24,N/A,-0.4
⚪ 中性觀察,264.0,2025,6670.TW,283.01,📉 獲利侵蝕,N/A,-18.94,5.01,825.45,2026-03,-303.46999999999997,4.797383245502453,復盛應用,22.45,-20.46,N/A,6.96
❌ 暫避觀望,311.0,2025,3374.TWO,316.58,⚠️ 獲利稀釋,32.82%,-18.86,2.53,165.0,2026-03,-303.88,28.272727272727273,精材,4.99,12.7,27.31%,1.42
❌ 暫避觀望,87.5,2025,3624.TWO,342.78,⚠️ 獲利稀釋,23.30%,-9.71,3.65,65.1,2026-03,-303.89,20.161290322580644,光頡,1.86,38.89,7.20%,0.75
⚪ 數據不足,11.5500001907,2025,6988.TW,153.95,📉 獲利侵蝕,N/A,-337.5,-10.48,-24.15,2026-03,-303.95,0.0,威力暘-創,-1.13,-150.0,N/A,-0.05
⚪ 中性觀察,65.0999984741,2025,1563.TW,243.32,📉 獲利侵蝕,18.31%,-56.6,-6.64,71.55000000000001,2026-03,-304.39,13.647798422243186,巧新,1.42,-61.07,3.31%,0.6
⚪ 數據不足,49.9500007629,2025,3545.TW,207.42,🔄 轉虧為盈,20.78%,-270.99,-17.79,-28.650000000000006,2026-03,-304.86,0.0,敦泰,-4.64,-97.44,-7.17%,0.02
⚪ 數據不足,0.0,2025,6887.TW,163.56,📉 獲利侵蝕,N/A,-40.21,-12.03,0.0,2026-03,-305.17,0.0,寶綠特-KY,4.58,-141.61,N/A,-0.62
⚪ 中性觀察,168.0,2025,3265.TWO,319.74,⚠️ 獲利稀釋,25.97%,-12.04,11.55,197.55,2026-03,-305.45,12.756264236902048,台星科,5.48,14.29,19.26%,1.76
⚪ 數據不足,19.1000003815,2025,4433.TWO,253.31,📉 獲利侵蝕,22.41%,46.48,12.09,-13.649999999999997,2026-03,-306.64,0.0,興采,1.06,-53.33,9.68%,0.14
⚪ 中性觀察,83.4000015259,2025,5520.TWO,310.34,⚠️ 獲利稀釋,N/A,10.9,2.6,384.6,2026-03,-307.01,3.2527301687168486,力泰,9.97,3.33,N/A,2.48
⚪ 中性觀察,544.0,2025,2327.TW,244.27,📉 獲利侵蝕,37.30%,-69.45,9.26,662.1,2026-03,-308.06,12.324422292705028,國巨*,11.51,-63.79,24.28%,3.9
⚪ 中性觀察,39.0499992371,2025,3059.TW,308.22,📉 獲利侵蝕,23.91%,18.27,20.59,46.349999999999994,2026-03,-308.22,12.637540206181232,華晶科,1.24,0.0,2.92%,0.26
⚪ 中性觀察,181.5,2025,6214.TW,473.15,⚠️ 獲利稀釋,N/A,9.74,12.89,289.65000000000003,2026-03,-309.15,9.399274987053339,精誠,7.91,164.0,N/A,2.64
⚪ 中性觀察,42.0,2025,3168.TW,317.56,⚠️ 獲利稀釋,25.14%,-6.99,0.46,94.65,2026-03,-310.42,6.656101426307448,眾福科,2.61,7.14,8.89%,0.6
⚪ 中性觀察,22.8999996185,2025,6221.TWO,255.86,📉 獲利侵蝕,N/A,-33.33,2.45,92.85,2026-03,-310.99,3.6995152857027467,晉泰,2.35,-55.13,N/A,0.35
⚪ 中性觀察,28.8500003815,2025,1227.TW,345.16,⚠️ 獲利稀釋,23.19%,-30.16,-3.8,49.65,2026-03,-311.83000000000004,8.716012199848942,佳格,1.33,33.33,4.10%,0.52
❌ 暫避觀望,203.5,2025,6173.TWO,381.92,⚠️ 獲利稀釋,N/A,11.72,8.9,112.64999999999999,2026-03,-311.92,27.097203728362185,信昌電,3.26,70.0,N/A,1.19
❌ 暫避觀望,34.0999984741,2025,5244.TW,101.24,📉 獲利侵蝕,N/A,-79.59,-1.9,13.35,2026-03,-312.87,38.31460502707865,弘凱,0.51,-211.63,N/A,-0.48
⚪ 數據不足,11.0500001907,2025,1316.TW,356.44,⚠️ 獲利稀釋,30.65%,35.21,195.34,-30.449999999999996,2026-03,-315.06,0.0,上曜,-0.52,41.38,-1.86%,-0.19
⚪ 中性觀察,165.0,2025,4569.TW,344.16,⚠️ 獲利稀釋,15.14%,-47.66,25.19,169.65,2026-03,-315.13,14.588859416445622,六方科-KY,4.13,29.03,0.74%,3.22
❌ 暫避觀望,26.0,2025,6508.TWO,303.58,📉 獲利侵蝕,N/A,-74.77,-4.08,15.450000000000001,2026-03,-315.78,25.24271844660194,惠光,0.27,-12.2,N/A,0.36
⚪ 中性觀察,31.3500003815,2025,2105.TW,343.04,⚠️ 獲利稀釋,22.84%,-39.27,-5.68,60.44999999999999,2026-03,-316.37,7.7791564222084375,正新,1.5,26.67,6.75%,0.57
⚪ 數據不足,0.0,2025,3591.TW,338.66,🔄 轉虧為盈,21.48%,-132.32,-9.81,0.0,2026-03,-316.44000000000005,0.0,艾笛森,-0.34,22.22,-2.51%,0.12
⚪ 中性觀察,33.75,2025,5009.TWO,293.89,📉 獲利侵蝕,N/A,-50.0,-10.14,75.0,2026-03,-318.08,6.75,榮剛,2.2,-24.19,N/A,0.5
⚪ 中性觀察,109.5,2025,6863.TW,242.64,📉 獲利侵蝕,N/A,-73.47,-14.3,129.75,2026-03,-318.43,12.658959537572255,永道-KY,3.0,-75.79,N/A,0.61
⚪ 數據不足,19.2000007629,2025,6431.TW,313.28,📉 獲利侵蝕,N/A,17.15,-1.12,-73.94999999999999,2026-03,-318.53999999999996,0.0,光麗-KY,-2.07,-5.26,N/A,-0.4
⚪ 數據不足,33.2000007629,2025,6969.TW,168.9,📉 獲利侵蝕,N/A,95.65,79.86,-9.3,2026-03,-318.9,0.0,成信實業*-創,-0.09,-150.0,N/A,-0.05
⚪ 數據不足,115.5,2025,6617.TWO,74.47,📉 獲利侵蝕,N/A,-38.46,13.75,-30.450000000000003,2026-03,-318.90999999999997,0.0,共信-KY,-0.92,-244.44,N/A,-0.32
⚪ 數據不足,17.5,2025,5230.TWO,364.7,⚠️ 獲利稀釋,N/A,-338.6,-14.66,-60.6,2026-03,-319.8,0.0,雷笛克光學,-1.35,44.9,N/A,-0.28
⚪ 數據不足,21.3999996185,2025,5015.TWO,271.71,📉 獲利侵蝕,N/A,-97.61,-4.99,-13.799999999999999,2026-03,-320.69,0.0,華祺,0.06,-48.98,N/A,0.25
⚪ 中性觀察,320.5,2025,3023.TW,314.69,📉 獲利侵蝕,23.64%,-11.43,-6.24,505.34999999999997,2026-03,-321.18,9.513208667260315,信邦,13.02,-6.49,9.15%,3.6
⚪ 中性觀察,209.5,2025,3357.TWO,334.59,⚠️ 獲利稀釋,28.44%,30.29,20.3,388.79999999999995,2026-03,-321.40999999999997,8.082561728395062,臺慶科,10.26,13.18,14.20%,2.51
❌ 暫避觀望,971.0,2025,2368.TW,411.46,⚠️ 獲利稀釋,33.66%,64.8,54.05,705.45,2026-03,-322.13,20.64639591749947,金像電,19.47,89.33,24.30%,6.87
⚪ 中性觀察,20.4500007629,2025,3038.TW,292.45,📉 獲利侵蝕,20.87%,-50.0,-16.5,38.550000000000004,2026-03,-323.06,7.957198740428015,全台,1.1,-30.61,0.16%,0.37
❌ 暫避觀望,44.1500015259,2025,4561.TWO,316.3,📉 獲利侵蝕,19.95%,-79.88,-22.51,19.650000000000002,2026-03,-323.71000000000004,33.70229124114504,健椿,0.66,-7.41,4.03%,0.25
⚪ 中性觀察,73.1999969482,2025,1582.TW,257.7,📉 獲利侵蝕,21.08%,-51.27,-7.71,130.05,2026-03,-324.37,8.442906222399078,信錦,3.45,-66.67,5.11%,0.35
⚪ 中性觀察,30.7000007629,2025,2415.TW,366.19,⚠️ 獲利稀釋,25.38%,58.77,3.4,63.6,2026-03,-324.52,7.240566217665094,錩新,1.81,41.67,12.75%,0.35
⚪ 中性觀察,29.0,2025,9908.TW,345.97,⚠️ 獲利稀釋,N/A,0.6,1.69,64.64999999999999,2026-03,-327.45000000000005,6.728538283062646,大台北,1.72,18.52,N/A,0.33
⚪ 中性觀察,149.5,2025,6732.TWO,333.31,⚠️ 獲利稀釋,N/A,-43.71,-7.67,242.10000000000002,2026-03,-327.51,9.26270136307311,昇佳電子,6.22,5.8,N/A,2.19
⚪ 中性觀察,62.5,2025,2397.TW,310.12,📉 獲利侵蝕,25.36%,-28.03,14.61,113.25000000000001,2026-03,-328.4,8.278145695364238,友通,2.49,-18.28,-1.87%,0.76
⚪ 中性觀察,45.25,2025,2497.TW,331.39,⚠️ 獲利稀釋,25.76%,-21.36,-3.38,78.75,2026-03,-328.71999999999997,8.619047619047619,怡利電,2.37,2.67,10.08%,0.8
⚪ 中性觀察,52.0999984741,2025,2453.TW,330.21,⚠️ 獲利稀釋,24.39%,1.96,7.21,115.50000000000001,2026-03,-329.09,6.7662335680649335,凌群,3.12,1.12,4.56%,0.9
⚪ 中性觀察,72.5999984741,2025,6967.TWO,397.14,⚠️ 獲利稀釋,N/A,26.43,5.45,140.85000000000002,2026-03,-330.46999999999997,7.731629230468584,汎瑋材料,4.02,66.67,N/A,1.07
❌ 暫避觀望,83.3000030518,2025,4739.TW,1078.36,⚠️ 獲利稀釋,14.91%,9.15,51.17,51.45,2026-03,-330.52999999999986,24.285715175451895,康普,1.56,747.83,8.56%,1.51
❌ 暫避觀望,54.0999984741,2025,8074.TWO,447.51,⚠️ 獲利稀釋,N/A,15.38,4.4,45.3,2026-03,-330.84,17.91390677950331,鉅橡,1.35,116.67,N/A,0.52
❌ 暫避觀望,59.4000015259,2025,3530.TW,506.19,⚠️ 獲利稀釋,31.94%,230.83,6.6,35.550000000000004,2026-03,-331.19,25.063291783080167,晶相光,1.74,175.0,14.09%,0.44
⚪ 數據不足,33.25,2025,8291.TWO,125.31,📉 獲利侵蝕,N/A,-78.9,-71.56,-75.75,2026-03,-331.56,0.0,尚茂,-1.95,-206.25,N/A,-0.49
⚪ 中性觀察,79.9000015259,2025,6261.TWO,324.12,📉 獲利侵蝕,N/A,4.19,5.64,136.35,2026-03,-331.65,8.789879155764575,久元,4.23,-7.53,N/A,0.85
❌ 暫避觀望,245.0,2025,4931.TWO,339.67,⚠️ 獲利稀釋,26.27%,26.02,22.86,104.99999999999999,2026-03,-332.42,35.00000000000001,新盛力,3.13,7.25,15.45%,1.48
