advice,price,est_price,prev_eps,eps,prev_year,pe,om,name,rev_yoy,symbol,date,prev_eps_yoy,eps_yoy,status,gm,expansion,prev_rev_yoy
❌ 暫避觀望,480.0,76.95,1.8,1.02,2025,93.5672514619883,N/A,嘉基,232.47,6715.TW,2026-03,-65.38,46.38,⚠️ 獲利稀釋,N/A,-186.09,-25.1
⚪ 中性觀察,205.5,364.8,11.33,2.63,2025,8.44983552631579,13.69%,可成,147.7,2474.TW,2026-03,-37.78,-38.46,📉 獲利侵蝕,33.00%,-186.16,3.18
❌ 暫避觀望,255.5,202.05000000000004,5.73,1.57,2025,18.968077208611728,N/A,富鼎,195.24,8261.TW,2026-03,19.71,9.03,⚠️ 獲利稀釋,N/A,-186.21,6.37
⚪ 中性觀察,364.0,469.34999999999997,13.04,3.68,2025,11.6331096196868,N/A,茂達,226.99,6138.TWO,2026-03,31.94,40.71,⚠️ 獲利稀釋,N/A,-186.28,22.89
⚪ 中性觀察,21.3999996185,51.74999999999999,1.8,0.33,2025,6.202898440144928,7.24%,欣陸,746.29,3703.TW,2026-03,25.87,560.0,⚠️ 獲利稀釋,13.84%,-186.28999999999996,11.98
⚪ 數據不足,24.2000007629,-57.3,-1.72,-0.31,2025,0.0,N/A,上亞科技,205.02,6130.TWO,2026-03,-129.33,18.42,⚠️ 獲利稀釋,N/A,-186.60000000000002,-20.79
❌ 暫避觀望,178.5,127.64999999999999,3.34,1.29,2025,20.975323149236193,19.78%,聯電,295.15,2303.TW,2026-03,-11.97,108.06,⚠️ 獲利稀釋,30.67%,-187.08999999999997,2.26
⚪ 數據不足,11.9499998093,-0.5999999999999996,0.21,0.17,2025,0.0,2.42%,昶和,152.59,1468.TW,2026-03,-77.66,-34.62,📉 獲利侵蝕,18.12%,-187.21,-23.26
⚪ 數據不足,30.5499992371,-46.50000000000001,-1.11,-0.31,2025,0.0,-223.66%,德晉,249.55,3466.TWO,2026-03,58.98,62.2,⚠️ 獲利稀釋,-8.98%,-187.35000000000002,-72.48
⚪ 數據不足,48.5,-0.5999999999999996,0.49,-0.07,2025,0.0,10.21%,磐儀,254.52,3594.TWO,2026-03,-63.43,66.67,⚠️ 獲利稀釋,41.27%,-187.85000000000002,29.3
❌ 暫避觀望,219.0,73.35,2.01,0.96,2025,44.785276073619634,13.23%,大銀微系統,306.09,4576.TW,2026-03,294.12,118.18,⚠️ 獲利稀釋,38.42%,-187.90999999999997,20.44
⚪ 中性觀察,165.0,213.89999999999998,4.81,2.05,2025,11.570827489481067,4.49%,宜特,207.08,3289.TWO,2026-03,-34.26,18.82,⚠️ 獲利稀釋,25.60%,-188.26000000000002,11.44
⚪ 中性觀察,29.6000003815,67.19999999999999,1.63,0.81,2025,6.607142942299108,7.57%,五鼎,219.52,1733.TW,2026-03,27.34,30.65,⚠️ 獲利稀釋,30.15%,-188.87,5.0
⚪ 數據不足,20.5499992371,-268.8,-9.56,0.28,2025,0.0,N/A,上福,147.3,6128.TW,2026-03,-431.94,-41.67,🔄 轉虧為盈,N/A,-188.97000000000003,-4.71
⚪ 中性觀察,44.4500007629,158.25,4.1,0.87,2025,4.213270214492891,N/A,百和,145.78,9938.TW,2026-03,-13.68,-43.51,📉 獲利侵蝕,N/A,-189.29,2.05
⚪ 中性觀察,32.9500007629,111.15,3.02,0.76,2025,4.446693760175438,16.61%,強信-KY,171.96,4560.TW,2026-03,48.04,-17.39,📉 獲利侵蝕,33.75%,-189.35000000000002,6.92
⚪ 中性觀察,504.0,586.35,15.5,1.54,2025,12.89332310053722,0.48%,營邦,107.78,3693.TWO,2026-03,-38.69,-81.73,📉 獲利侵蝕,29.12%,-189.51,-11.96
⚪ 中性觀察,198.0,314.85,8.36,2.46,2025,9.433063363506431,18.42%,世禾,205.07,3551.TWO,2026-03,17.2,15.17,⚠️ 獲利稀釋,36.55%,-189.9,16.17
❌ 暫避觀望,808.0,467.85,13.99,3.29,2025,25.905739018916318,19.22%,華城,200.1,1519.TW,2026-03,-6.3,9.67,⚠️ 獲利稀釋,42.20%,-190.43,20.89
❌ 暫避觀望,53.5,24.15,1.13,0.33,2025,33.22981366459628,9.76%,普安,194.32,2495.TW,2026-03,-49.1,3.13,⚠️ 獲利稀釋,43.31%,-191.19,-10.89
⚪ 中性觀察,66.9000015259,193.65,5.77,1.9,2025,5.18202955274206,12.48%,友輝,174.54,4933.TWO,2026-03,-18.35,-17.11,📉 獲利侵蝕,28.71%,-191.64999999999998,2.41
⚪ 中性觀察,74.6999969482,122.25,3.77,1.33,2025,9.165643797325153,N/A,迎廣,369.13,6117.TW,2026-03,-7.65,177.08,⚠️ 獲利稀釋,N/A,-192.04999999999998,11.78
⚪ 數據不足,16.75,-30.450000000000003,-0.92,-0.03,2025,0.0,N/A,創業家,286.81,8477.TWO,2026-03,53.77,94.64,⚠️ 獲利稀釋,N/A,-192.17000000000002,-52.73
⚪ 中性觀察,65.0,148.95,3.53,1.38,2025,6.545820745216516,N/A,幸康,231.62,3332.TWO,2026-03,61.93,39.39,⚠️ 獲利稀釋,N/A,-192.23000000000002,19.44
❌ 暫避觀望,289.5,184.95,4.85,1.73,2025,23.47931873479319,N/A,騰輝電子-KY,257.27,6672.TW,2026-03,-2.81,64.76,⚠️ 獲利稀釋,N/A,-192.51,0.88
⚪ 數據不足,27.3999996185,-22.8,-0.06,-0.67,2025,0.0,N/A,凱衛,89.63,5201.TWO,2026-03,-102.22,-103.03,📉 獲利侵蝕,N/A,-192.66,12.63
⚪ 數據不足,29.25,-106.95,-3.43,-0.48,2025,0.0,-198.78%,揚智,172.74,3041.TW,2026-03,-35.42,-20.0,📉 獲利侵蝕,5.61%,-192.74,-29.93
⚪ 中性觀察,69.0999984741,78.60000000000001,1.34,1.96,2025,13.187022609561069,-4.97%,世德,190.77,2066.TWO,2026-03,-77.5,-3.47,📉 獲利侵蝕,19.80%,-194.24,-9.64
⚪ 數據不足,100.0,-137.10000000000002,-2.87,0.67,2025,0.0,N/A,智崴,396.14,5263.TWO,2026-03,-356.73,201.59,🔄 轉虧為盈,N/A,-194.54999999999998,-3.81
⚪ 中性觀察,193.0,510.59999999999997,14.08,3.82,2025,5.669800235017626,N/A,視陽,219.37,6782.TW,2026-03,39.41,24.03,⚠️ 獲利稀釋,N/A,-195.34,15.02
⚪ 中性觀察,280.5,285.45000000000005,7.1,2.52,2025,14.739884393063583,N/A,意德士,218.89,7556.TWO,2026-03,19.42,22.93,⚠️ 獲利稀釋,N/A,-195.95999999999998,19.26
⚪ 中性觀察,189.5,472.04999999999995,12.71,3.66,2025,6.021607880521131,N/A,望隼,206.96,4771.TW,2026-03,10.57,10.24,⚠️ 獲利稀釋,N/A,-196.72,16.17
⚪ 數據不足,33.2999992371,-69.45,-2.15,-0.51,2025,0.0,-262.93%,鴻華先進-創,126.74,2258.TW,2026-03,-73.98,-70.0,📉 獲利侵蝕,19.82%,-196.74,-51.34
⚪ 中性觀察,53.5,228.6,6.07,0.72,2025,3.510498687664042,12.10%,僑威,135.88,3078.TWO,2026-03,8.01,-61.08,📉 獲利侵蝕,23.99%,-196.95999999999998,16.17
⚪ 中性觀察,346.0,795.6,20.25,6.55,2025,6.5233785822021115,16.17%,南寶,205.28,4766.TW,2026-03,-9.03,8.26,⚠️ 獲利稀釋,33.74%,-197.02,0.95
❌ 暫避觀望,140.5,127.95000000000002,3.08,0.9,2025,16.471277842907384,N/A,正淩,226.47,8147.TWO,2026-03,62.03,28.57,⚠️ 獲利稀釋,N/A,-197.9,29.59
❌ 暫避觀望,37.9000015259,15.9,0.32,0.04,2025,35.754718420660375,-3.25%,遠見,106.5,3040.TW,2026-03,-57.53,-91.84,🏰 高護城河,58.07%,-198.34,-4.54
⚪ 中性觀察,179.0,421.2,11.19,3.24,2025,6.374643874643875,6.32%,鮮活果汁-KY,548.43,1256.TW,2026-03,24.88,350.0,⚠️ 獲利稀釋,24.61%,-198.42999999999995,2.94
⚪ 中性觀察,170.5,361.8,9.61,2.41,2025,7.0688225538971805,18.52%,鈞興-KY,179.22,4571.TW,2026-03,4.45,-19.45,📉 獲利侵蝕,33.35%,-198.67,0.1
⚪ 中性觀察,79.6999969482,147.45,4.38,0.75,2025,8.107832853326551,N/A,立端,168.9,6245.TWO,2026-03,-28.08,-29.91,📉 獲利侵蝕,N/A,-198.81,-3.53
⚪ 中性觀察,108.0,249.29999999999995,6.77,1.6,2025,6.498194945848376,N/A,中保科,199.94,9917.TW,2026-03,5.71,0.64,⚠️ 獲利稀釋,N/A,-199.3,6.29
⚪ 中性觀察,27.1499996185,38.7,0.93,0.35,2025,10.523255666085271,7.44%,裕隆,182.28,2201.TW,2026-03,-75.14,-17.07,📉 獲利侵蝕,30.14%,-199.35,-15.65
❌ 暫避觀望,228.0,219.00000000000003,5.99,1.95,2025,15.616438356164382,26.59%,欣銓,253.02,3264.TWO,2026-03,34.97,53.66,⚠️ 獲利稀釋,37.83%,-199.36,7.08
⚪ 中性觀察,29.3999996185,53.1,1.66,0.21,2025,8.30508463799435,N/A,樂斯科,223.18,6662.TWO,2026-03,-3.49,23.53,⚠️ 獲利稀釋,N/A,-199.65,-10.2
⚪ 中性觀察,18.1499996185,97.2,0.51,0.13,2025,2.8009258670524693,N/A,大研生醫*,107.98,7780.TW,2026-03,-76.4,-92.57,📉 獲利侵蝕,N/A,-200.55,39.1
⚪ 中性觀察,226.0,420.30000000000007,10.78,2.97,2025,8.065667380442541,2.95%,統一超,208.08,2912.TW,2026-03,-2.88,6.45,⚠️ 獲利稀釋,34.07%,-201.63000000000002,3.79
⚪ 中性觀察,119.0,207.45,9.06,0.08,2025,8.604483007953723,9.78%,喬山,110.9,1736.TW,2026-03,13.11,-91.21,📉 獲利侵蝕,48.58%,-202.11,13.69
⚪ 中性觀察,105.0,130.8,3.92,1.17,2025,12.041284403669724,N/A,瀚荃,261.03,8103.TW,2026-03,17.71,58.9,⚠️ 獲利稀釋,N/A,-202.12999999999997,5.25
⚪ 中性觀察,308.0,414.45,11.76,2.21,2025,11.147303655446978,22.33%,興勤,176.57,2428.TW,2026-03,-2.81,-25.59,📉 獲利侵蝕,39.10%,-202.16,6.85
⚪ 中性觀察,74.0,192.29999999999998,5.64,1.67,2025,5.77223088923557,N/A,勁豐,219.85,6577.TWO,2026-03,-14.93,17.61,⚠️ 獲利稀釋,N/A,-202.24,-7.81
⚪ 中性觀察,36.0,70.19999999999999,1.73,0.82,2025,7.6923076923076925,N/A,金興精密,201.11,7732.TW,2026-03,-37.18,-1.22,📉 獲利侵蝕,N/A,-202.33,0.66
⚪ 中性觀察,81.9000015259,168.45000000000002,5.78,0.59,2025,7.292965407471059,N/A,互動,159.18,6486.TWO,2026-03,2.66,-43.27,📉 獲利侵蝕,N/A,-202.45000000000002,6.12
⚪ 中性觀察,65.5999984741,237.30000000000004,5.37,2.91,2025,4.146649713912768,N/A,台灣虎航,244.12,6757.TW,2026-03,-10.95,41.46,⚠️ 獲利稀釋,N/A,-202.66,2.9
⚪ 中性觀察,187.0,195.15000000000003,5.28,1.32,2025,14.373558800922366,14.07%,晶技,198.02,3042.TW,2026-03,-15.57,-5.07,📉 獲利侵蝕,32.18%,-203.09,5.34
❌ 暫避觀望,302.0,164.55,4.37,1.61,2025,27.529626253418414,N/A,昇陽半導體,222.57,8028.TW,2026-03,51.58,19.4,⚠️ 獲利稀釋,N/A,-203.17,26.97
⚪ 中性觀察,49.8499984741,200.7,6.04,1.95,2025,3.725709900904335,N/A,洛��,236.89,8077.TWO,2026-03,37.27,33.56,⚠️ 獲利稀釋,N/A,-203.32999999999998,1.41
⚪ 中性觀察,93.0999984741,667.9499999999999,18.83,2.08,2025,2.090725319427353,N/A,寬宏藝術,158.08,6596.TWO,2026-03,242.99,-45.41,📉 獲利侵蝕,N/A,-203.49,78.68
⚪ 中性觀察,166.0,582.4499999999999,14.92,3.61,2025,4.275045068246202,10.54%,拓凱,174.36,4536.TW,2026-03,-20.89,-29.35,📉 獲利侵蝕,32.65%,-203.71,-2.91
⚪ 中性觀察,212.0,397.04999999999995,10.2,2.52,2025,8.009066868152626,14.44%,上品,200.72,4770.TW,2026-03,-52.93,-3.08,📉 獲利侵蝕,28.63%,-203.8,-26.81
⚪ 數據不足,66.5999984741,-56.85,-1.84,0.01,2025,0.0,-22.71%,聚積,120.7,3527.TWO,2026-03,-757.14,-83.33,🔄 轉虧為盈,39.78%,-204.03,-19.18
⚪ 中性觀察,16.5499992371,52.35,1.43,0.17,2025,4.742120125243552,N/A,百和興業-KY,136.36,8404.TW,2026-03,55.43,-68.52,📉 獲利侵蝕,N/A,-204.88,8.24
⚪ 中性觀察,52.0,90.3,3.67,0.16,2025,8.637873754152825,21.37%,台耀,121.25,4746.TW,2026-03,180.15,-84.0,📉 獲利侵蝕,41.59%,-205.25,2.54
⚪ 中性觀察,41.1500015259,46.2,1.34,0.4,2025,13.360390105811689,2.52%,精聯,222.99,3652.TW,2026-03,7.2,17.65,⚠️ 獲利稀釋,32.08%,-205.34,0.59
❌ 暫避觀望,70.4000015259,32.7,0.76,0.3,2025,32.2935786816055,N/A,盛群,180.5,6202.TW,2026-03,213.64,-25.0,📉 獲利侵蝕,N/A,-205.5,22.23
⚪ 中性觀察,29.5,30.749999999999996,0.72,0.22,2025,14.390243902439027,N/A,光譜,170.48,5381.TWO,2026-03,2.44,-35.29,📉 獲利侵蝕,N/A,-205.76999999999998,-5.88
❌ 暫避觀望,64.5,50.24999999999999,1.58,0.12,2025,19.253731343283583,N/A,東研信超,172.58,6840.TWO,2026-03,205.88,-33.33,📉 獲利侵蝕,N/A,-205.91000000000003,8.46
⚪ 中性觀察,32.0499992371,56.1,2.12,0.04,2025,8.569518512593584,4.92%,橙的,110.07,4554.TWO,2026-03,13.37,-95.96,📉 獲利侵蝕,42.45%,-206.02999999999997,21.26
⚪ 數據不足,14.75,-16.8,-0.36,-0.22,2025,0.0,N/A,得利影,123.19,6144.TWO,2026-03,36.84,-83.33,📉 獲利侵蝕,N/A,-206.51999999999998,-7.24
⚪ 數據不足,20.0,-28.650000000000002,-0.47,-0.07,2025,0.0,N/A,全譜,73.39,6228.TWO,2026-03,44.71,-133.33,📉 獲利侵蝕,N/A,-206.72000000000003,19.96
❌ 暫避觀望,800.0,196.64999999999998,6.22,3.03,2025,61.02212051868803,5.03%,波若威,603.64,3163.TWO,2026-03,8.17,396.72,⚠️ 獲利稀釋,18.26%,-206.91999999999996,14.65
❌ 暫避觀望,13.3000001907,1.6500000000000001,0.07,0.05,2025,120.90909264272726,N/A,華興,156.93,6164.TW,2026-03,-87.27,-50.0,📉 獲利侵蝕,N/A,-206.93,-10.97
⚪ 數據不足,28.25,-444.0,-15.61,-3.35,2025,0.0,-2289.99%,浩鼎,134.38,4174.TWO,2026-03,-77.68,-72.68,📉 獲利侵蝕,-76.10%,-207.06,-6.55
⚪ 中性觀察,102.0,110.7,3.18,0.54,2025,13.821138211382115,N/A,晶焱,195.47,6411.TWO,2026-03,-30.29,-11.67,📉 獲利侵蝕,N/A,-207.14,-10.51
❌ 暫避觀望,19.8500003815,0.9000000000000001,-0.22,-0.02,2025,330.8333396916666,-42.60%,鈺寶-創,96.33,3150.TW,2026-03,-131.88,-111.11,📉 獲利侵蝕,40.07%,-207.44,-12.58
⚪ 數據不足,13.6999998093,-24.45,-0.45,-0.06,2025,0.0,N/A,富堡,285.71,8929.TWO,2026-03,-147.37,77.78,⚠️ 獲利稀釋,N/A,-207.92999999999998,-6.89
⚪ 中性觀察,48.0499992371,117.45,2.87,1.19,2025,6.136653797841635,N/A,聚和,254.89,6509.TWO,2026-03,17.48,46.91,⚠️ 獲利稀釋,N/A,-207.98,2.77
⚪ 中性觀察,196.0,700.9499999999999,19.63,4.56,2025,4.194307725230045,8.38%,鼎翰,225.85,3611.TWO,2026-03,38.68,17.83,⚠️ 獲利稀釋,32.53%,-208.01999999999998,31.04
⚪ 中性觀察,25.0499992371,43.650000000000006,1.32,0.31,2025,8.608247160515463,N/A,昇銳,160.69,3128.TWO,2026-03,-22.16,-47.46,📉 獲利侵蝕,N/A,-208.15,-0.14
⚪ 中性觀察,82.5999984741,127.35000000000001,4.63,0.96,2025,9.729092870918729,5.30%,威強電,154.92,3022.TW,2026-03,-46.9,-53.4,📉 獲利侵蝕,33.30%,-208.32,-4.78
❌ 暫避觀望,21.2000007629,9.450000000000001,0.23,0.32,2025,33.65079486174603,N/A,特力,321.84,2908.TW,2026-03,-64.62,113.33,⚠️ 獲利稀釋,N/A,-208.51,-8.72
⚪ 中性觀察,30.3500003815,73.65,2.18,0.58,2025,6.181262806822811,10.89%,祺驊,247.51,1593.TWO,2026-03,28.24,38.1,⚠️ 獲利稀釋,31.32%,-209.41,12.31
❌ 暫避觀望,594.0,220.2,6.6,3.0,2025,40.463215258855584,N/A,沛亨,395.26,6291.TWO,2026-03,7.67,185.71,⚠️ 獲利稀釋,N/A,-209.54999999999998,16.7
⚪ 中性觀察,52.7000007629,161.25,4.49,1.09,2025,4.902325652362791,N/A,統振,219.66,6170.TWO,2026-03,32.45,10.1,⚠️ 獲利稀釋,N/A,-209.56,9.65
⚪ 中性觀察,40.7000007629,75.75,2.2,0.4,2025,8.059406091663366,N/A,進典,179.87,6843.TWO,2026-03,-7.56,-29.82,📉 獲利侵蝕,N/A,-209.69,11.04
⚪ 中性觀察,47.5499992371,223.65,6.13,0.83,2025,3.189134757686117,19.04%,金洲,182.02,4417.TWO,2026-03,39.0,-27.83,📉 獲利侵蝕,29.73%,-209.85000000000002,12.91
❌ 暫避觀望,1040.0,547.5,15.29,3.97,2025,28.493150684931507,N/A,環球晶,240.11,6488.TWO,2026-03,-25.74,30.16,⚠️ 獲利稀釋,N/A,-209.95000000000002,-3.24
❌ 暫避觀望,37.7999992371,4.050000000000001,0.2,0.16,2025,139.99999717444445,3.74%,全友,288.05,2305.TW,2026-03,35.71,77.78,🏰 高護城河,51.08%,-210.27,4.08
⚪ 中性觀察,419.5,974.25,23.9,0.21,2025,6.4588144726712855,N/A,保瑞,111.76,6472.TW,2026-03,-38.71,-98.52,📉 獲利侵蝕,N/A,-210.28,9.11
❌ 暫避觀望,127.0,69.6,2.07,0.7,2025,27.370689655172416,N/A,台半,258.92,5425.TWO,2026-03,9.66,47.73,⚠️ 獲利稀釋,N/A,-211.19000000000003,21.08
⚪ 中性觀察,50.5,84.75,2.3,0.66,2025,8.938053097345133,N/A,商億-KY,219.95,8482.TW,2026-03,-48.17,8.47,⚠️ 獲利稀釋,N/A,-211.48,-7.32
⚪ 數據不足,5.3699998856,-68.24999999999999,-2.61,-0.3,2025,0.0,-391.42%,勝悅-KY,200.76,1340.TW,2026-03,50.57,-11.11,📉 獲利侵蝕,-118.96%,-211.87,-11.95
⚪ 中性觀察,55.4000015259,119.7,3.5,0.7,2025,6.94235608093985,7.78%,榮昌,237.63,3684.TWO,2026-03,25.0,25.45,⚠️ 獲利稀釋,34.09%,-212.18,22.61
⚪ 中性觀察,25.5499992371,60.45,2.51,-0.11,2025,6.339950182903225,14.38%,皇將,72.97,4744.TWO,2026-03,216.0,-139.29,📉 獲利侵蝕,42.43%,-212.26,12.21
❌ 暫避觀望,177.0,140.1,4.48,-1.18,2025,18.950749464668096,N/A,眾達-KY,221.69,4977.TW,2026-03,34.45,8.59,⚠️ 獲利稀釋,N/A,-213.1,-1.54
⚪ 中性觀察,17.7000007629,26.25,0.73,0.26,2025,10.11428615022857,N/A,保綠-KY,299.79,8423.TWO,2026-03,25.86,85.71,⚠️ 獲利稀釋,N/A,-214.08000000000004,1.95
❌ 暫避觀望,92.8000030518,29.099999999999998,1.06,0.47,2025,47.83505311948454,8.79%,聯一光,234.71,3441.TWO,2026-03,-24.29,20.51,⚠️ 獲利稀釋,25.59%,-214.20000000000002,28.48
⚪ 中性觀察,10.9499998093,127.04999999999998,2.85,0.06,2025,1.2927980884651713,18.04%,日勝生,117.28,2547.TW,2026-03,3612.5,-97.79,📉 獲利侵蝕,47.97%,-215.07,-12.89
❌ 暫避觀望,54.9000015259,4.050000000000001,0.38,0.17,2025,203.33333898481476,N/A,立��,196.24,8111.TWO,2026-03,-58.24,-19.05,📉 獲利侵蝕,N/A,-215.29000000000002,5.25
⚪ 中性觀察,35.2000007629,101.85,2.85,0.97,2025,5.184094368615611,13.66%,三芳,205.88,1307.TW,2026-03,-23.39,-10.19,📉 獲利侵蝕,31.96%,-216.07,0.33
⚪ 中性觀察,19.25,69.14999999999999,1.72,0.29,2025,4.1757049891540134,9.56%,松瑞藥,140.17,4167.TWO,2026-03,203.51,-76.23,📉 獲利侵蝕,30.12%,-216.39999999999998,-1.28
⚪ 數據不足,21.7999992371,-38.1,-0.83,0.03,2025,0.0,-11.64%,西柏,166.87,3541.TWO,2026-03,-1950.0,-50.0,🔄 轉虧為盈,36.41%,-216.87,11.77
⚪ 數據不足,47.5999984741,-0.4500000000000004,-1.53,0.63,2025,0.0,N/A,橘子,176.26,6180.TWO,2026-03,-112.99,-41.12,🔄 轉虧為盈,N/A,-217.38,-19.95
⚪ 中性觀察,44.0499992371,131.4,3.83,1.13,2025,5.028538725696348,23.00%,世坤,221.19,4305.TWO,2026-03,-3.53,2.73,⚠️ 獲利稀釋,31.11%,-218.46,3.54
⚪ 中性觀察,18.3999996185,68.39999999999999,1.99,0.3,2025,4.035087635635965,10.29%,東森,225.94,2614.TW,2026-03,60.48,7.14,⚠️ 獲利稀釋,34.49%,-218.8,-4.79
❌ 暫避觀望,30.25,17.25,0.47,0.08,2025,26.304347826086957,0.82%,哲固,130.8,3434.TWO,2026-03,-73.65,-88.24,📉 獲利侵蝕,17.99%,-219.04000000000002,-5.05
❌ 暫避觀望,63.9000015259,11.85,0.39,0.11,2025,80.88607788088609,N/A,華容,339.6,5328.TWO,2026-03,0.0,120.0,⚠️ 獲利稀釋,N/A,-219.60000000000002,1.99
⚪ 中性觀察,122.5,380.55,10.06,2.63,2025,4.828537642885298,N/A,巨路,210.03,6192.TW,2026-03,-4.01,-9.93,📉 獲利侵蝕,N/A,-219.96,-6.01
❌ 暫避觀望,206.0,185.70000000000002,5.42,1.42,2025,16.63974151857835,N/A,博盛半導體,227.68,7712.TWO,2026-03,-28.68,7.58,⚠️ 獲利稀釋,N/A,-220.1,-6.13
❌ 暫避觀望,850.0,505.79999999999995,13.82,4.14,2025,25.207591933570583,15.14%,辛耘,249.81,3583.TW,2026-03,19.76,29.37,⚠️ 獲利稀釋,37.11%,-220.44,17.37
⚪ 中性觀察,39.7000007629,74.85000000000001,2.17,0.94,2025,7.9559119765330655,16.89%,雲品,211.71,2748.TW,2026-03,-30.67,-8.74,📉 獲利侵蝕,37.08%,-220.45000000000002,-0.76
❌ 暫避觀望,49.2999992371,23.25,0.66,0.33,2025,31.806451120709678,N/A,安��,242.78,6174.TWO,2026-03,-12.0,22.22,⚠️ 獲利稀釋,N/A,-220.56,30.85
⚪ 中性觀察,54.0,209.4,5.46,1.24,2025,3.8681948424068766,23.81%,中航,223.06,2612.TW,2026-03,6.43,2.48,⚠️ 獲利稀釋,34.11%,-220.58,5.36
❌ 暫避觀望,1980.0,852.4499999999999,23.14,7.91,2025,34.840753123350346,16.35%,台達電,321.7,2308.TW,2026-03,70.65,100.76,⚠️ 獲利稀釋,34.59%,-220.94,31.76
⚪ 中性觀察,77.9000015259,376.20000000000005,11.21,2.73,2025,3.1060606669019135,18.94%,萬海,208.73,2615.TW,2026-03,-33.63,-12.22,📉 獲利侵蝕,23.92%,-220.95,-13.25
⚪ 數據不足,21.5,-6.6,-0.06,-0.11,2025,0.0,N/A,天瀚,247.65,6225.TW,2026-03,14.29,26.67,⚠️ 獲利稀釋,N/A,-220.98000000000002,0.42
❌ 暫避觀望,107.0,52.65,1.64,0.79,2025,30.484330484330485,12.18%,富喬,357.73,1815.TWO,2026-03,1116.67,136.36,⚠️ 獲利稀釋,29.01%,-221.37,40.69
❌ 暫避觀望,264.0,215.25,5.89,2.56,2025,18.39721254355401,N/A,翔名,327.2,8091.TWO,2026-03,-25.14,105.83,⚠️ 獲利稀釋,N/A,-221.37,6.82
⚪ 中性觀察,108.5,141.9,3.81,1.03,2025,11.469344608879492,14.21%,遠傳,235.89,4904.TW,2026-03,7.02,14.44,⚠️ 獲利稀釋,27.10%,-221.45,5.47
❌ 暫避觀望,47.0999984741,25.499999999999996,-0.67,0.11,2025,27.705881455352944,9.33%,永新-KY,126.45,4557.TW,2026-03,-106.38,-95.26,🔄 轉虧為盈,28.78%,-221.71,1.42
⚪ 中性觀察,233.5,269.40000000000003,7.99,1.26,2025,13.001113585746102,N/A,家碩,204.58,6953.TWO,2026-03,0.0,-17.65,📉 獲利侵蝕,N/A,-222.23000000000002,1.72
❌ 暫避觀望,12.1999998093,10.05,-0.14,0.54,2025,18.20895493925373,-7.49%,云辰,232.51,2390.TW,2026-03,88.8,10.2,🔄 轉虧為盈,19.09%,-222.31,-3.19
⚪ 數據不足,17.4500007629,-34.8,-0.95,-0.2,2025,0.0,-456.27%,太極,248.3,4934.TW,2026-03,54.11,25.93,⚠️ 獲利稀釋,-156.07%,-222.37,-75.71
⚪ 數據不足,233.0,-66.75,-0.93,-0.22,2025,0.0,N/A,鈦昇,285.58,8027.TWO,2026-03,-93.62,62.5,⚠️ 獲利稀釋,N/A,-223.07999999999998,10.0
⚪ 中性觀察,172.0,255.29999999999998,6.81,2.02,2025,10.105757931844888,23.35%,勝一,230.24,1773.TW,2026-03,-5.55,6.32,⚠️ 獲利稀釋,37.55%,-223.92000000000002,4.01
⚪ 中性觀察,26.6000003815,118.94999999999999,2.92,1.0,2025,3.3543506155737703,10.03%,第一保,243.47,2852.TW,2026-03,-2.67,19.05,⚠️ 獲利稀釋,31.15%,-224.42,-3.05
⚪ 中性觀察,76.0,155.54999999999998,4.67,0.31,2025,7.328833172613308,12.64%,歐買尬,180.03,3687.TWO,2026-03,100.43,-44.64,📉 獲利侵蝕,39.69%,-224.67000000000002,6.13
⚪ 中性觀察,98.1999969482,311.55000000000007,8.43,1.74,2025,4.727972891102551,14.37%,神基,213.36,3005.TW,2026-03,16.67,-12.12,📉 獲利侵蝕,31.02%,-225.48000000000002,10.6
⚪ 數據不足,28.0499992371,-10.95,-0.36,0.07,2025,0.0,3.08%,仲琦,466.13,2419.TW,2026-03,-125.0,240.0,🔄 轉虧為盈,21.56%,-226.13,-2.29
⚪ 中性觀察,1190.0,1453.65,38.2,10.64,2025,12.279434526880609,N/A,AES-KY,235.99,6781.TW,2026-03,50.45,9.69,⚠️ 獲利稀釋,N/A,-226.3,59.42
⚪ 中性觀察,131.5,174.9,4.83,1.67,2025,11.277873070325901,N/A,韋僑,257.89,6417.TWO,2026-03,11.03,31.5,⚠️ 獲利稀釋,N/A,-226.39,7.83
⚪ 中性觀察,52.7999992371,115.8,3.28,1.11,2025,6.839378139520726,19.41%,東鹼,234.22,1708.TW,2026-03,-16.11,7.77,⚠️ 獲利稀釋,33.86%,-226.45,-3.29
⚪ 中性觀察,230.5,249.14999999999998,6.7,1.59,2025,13.877182420228777,10.84%,宇隆,205.39,2233.TW,2026-03,-38.87,-21.29,📉 獲利侵蝕,30.63%,-226.67999999999998,-10.49
⚪ 數據不足,177.5,-110.25,-3.97,0.02,2025,0.0,-9.71%,新唐,131.47,4919.TW,2026-03,-863.46,-96.15,🔄 轉虧為盈,34.28%,-227.62,-4.48
⚪ 中性觀察,71.1999969482,168.45000000000002,4.64,1.17,2025,6.340160013196794,N/A,威力德生醫,257.65,7713.TWO,2026-03,12.22,30.0,⚠️ 獲利稀釋,N/A,-227.64999999999998,11.92
⚪ 中性觀察,63.0999984741,274.5,7.17,1.01,2025,3.4480873483114753,N/A,醫影,204.18,6637.TWO,2026-03,1.91,-23.48,📉 獲利侵蝕,N/A,-227.66,40.45
