gm,symbol,prev_year,prev_rev_yoy,rev_yoy,prev_eps,est_price,eps_yoy,pe,om,date,advice,price,prev_eps_yoy,status,eps,name,expansion
N/A,6290.TWO,2025,26.34,278.53,8.73,318.45,4.3,10.386245878473858,N/A,2026-03,⚪ 中性觀察,220.5,31.08,⚠️ 獲利稀釋,2.68,良維,-274.22999999999996
N/A,2906.TW,2025,0.06,252.41,0.47,11.55,-22.22,17.532467532467532,N/A,2026-03,❌ 暫避觀望,13.5,-9.62,📉 獲利侵蝕,0.07,高林,-274.63
55.83%,2923.TW,2025,-32.33,390.11,-3.62,-69.6,113.33,0.0,-153.80%,2026-03,⚪ 數據不足,27.2999992371,-922.73,🔄 轉虧為盈,0.02,鼎固-KY,-276.78000000000003
25.17%,4543.TWO,2025,1.33,430.66,0.53,8.1,153.33,59.444441618703706,7.11%,2026-03,❌ 暫避觀望,32.0999984741,-74.4,⚠️ 獲利稀釋,0.76,萬在,-277.33000000000004
N/A,6674.TW,2025,-36.53,86.45,-1.13,-59.1,-191.43,0.0,N/A,2026-03,⚪ 數據不足,15.0500001907,54.88,📉 獲利侵蝕,-1.04,鋐寶科技,-277.88
N/A,8930.TWO,2025,-7.81,271.13,2.4,84.6,-7.58,5.319148936170213,N/A,2026-03,⚪ 中性觀察,30.0,-20.27,📉 獲利侵蝕,0.62,青鋼,-278.71
N/A,6578.TWO,2025,-8.43,445.75,-0.96,-21.15,166.67,0.0,N/A,2026-03,⚪ 數據不足,18.25,-700.0,🔄 轉虧為盈,0.08,達邦蛋白,-279.08000000000004
N/A,6165.TW,2025,12.97,277.44,4.02,153.75,-1.9,4.800000074429268,N/A,2026-03,⚪ 中性觀察,49.2000007629,288.24,📉 獲利侵蝕,1.09,浪凡,-279.34
N/A,6432.TWO,2025,10.3,334.94,0.48,13.950000000000001,55.56,83.87096774193547,N/A,2026-03,❌ 暫避觀望,78.0,-71.34,⚠️ 獲利稀釋,0.72,今展科,-279.38
27.46%,3540.TWO,2025,29.09,205.16,0.74,20.7,-74.58,15.14492725978261,-3.44%,2026-03,❌ 暫避觀望,20.8999996185,155.22,📉 獲利侵蝕,0.15,曜越,-279.74
17.05%,2413.TW,2025,3.52,521.37,0.41,-4.2,240.0,0.0,3.38%,2026-03,⚪ 數據不足,45.4000015259,193.18,⚠️ 獲利稀釋,0.51,環科,-281.37
32.82%,2421.TW,2025,27.72,312.22,7.94,285.75,30.64,7.847769028871391,16.47%,2026-03,⚪ 中性觀察,149.5,45.05,⚠️ 獲利稀釋,2.36,建準,-281.58000000000004
N/A,8342.TWO,2025,-5.89,272.22,5.97,206.85,-9.38,6.381435823060189,N/A,2026-03,⚪ 中性觀察,88.0,-21.86,📉 獲利侵蝕,1.45,益張,-281.6
N/A,6271.TW,2025,-4.53,249.4,7.64,270.9,-32.26,11.018826135105206,N/A,2026-03,⚪ 中性觀察,199.0,-6.83,📉 獲利侵蝕,1.89,同欣電,-281.66
19.14%,1402.TW,2025,-6.24,313.98,1.55,58.50000000000001,31.82,6.910256605871794,6.69%,2026-03,⚪ 中性觀察,26.9500007629,-21.93,⚠️ 獲利稀釋,0.61,遠東新,-282.16
N/A,6264.TWO,2025,-43.95,283.09,-0.5,-26.999999999999996,0.0,0.0,N/A,2026-03,⚪ 數據不足,6.0500001907,-1080.0,📉 獲利侵蝕,-0.22,富裔,-283.09
N/A,6829.TWO,2025,19.87,299.83,3.95,147.45,16.43,22.583926754832145,N/A,2026-03,❌ 暫避觀望,222.0,-30.21,⚠️ 獲利稀釋,1.63,千附精密,-283.4
N/A,5443.TWO,2025,5.3,226.98,2.59,94.2,-56.82,17.038216560509554,N/A,2026-03,❌ 暫避觀望,107.0,40.56,📉 獲利侵蝕,0.19,均豪,-283.8
N/A,6148.TWO,2025,19.79,225.33,1.36,39.00000000000001,-58.82,11.019230622499999,N/A,2026-03,⚪ 中性觀察,28.6499996185,-11.69,📉 獲利侵蝕,0.07,驊宏資,-284.15000000000003
N/A,6894.TWO,2025,40.66,356.69,10.99,428.40000000000003,72.41,11.852240896358543,N/A,2026-03,⚪ 中性觀察,338.5,29.29,⚠️ 獲利稀釋,4.5,衛司特,-284.28
N/A,2362.TW,2025,-23.26,324.54,2.05,63.9,40.0,11.244131813591551,N/A,2026-03,⚪ 中性觀察,47.9000015259,-31.43,⚠️ 獲利稀釋,0.61,藍天,-284.54
N/A,6873.TW,2025,-13.29,222.27,3.59,100.80000000000001,-62.69,10.505952153883928,N/A,2026-03,⚪ 中性觀察,70.5999984741,-65.19,📉 獲利侵蝕,0.25,泓德能源,-284.96000000000004
N/A,9926.TW,2025,5.91,291.37,2.68,106.65,6.25,6.933895813938116,N/A,2026-03,⚪ 中性觀察,49.2999992371,1.52,⚠️ 獲利稀釋,0.68,新海,-285.12
N/A,2545.TW,2025,-50.97,182.49,1.92,117.30000000000001,-102.86,4.405370941547314,N/A,2026-03,⚪ 中性觀察,34.4500007629,-80.22,📉 獲利侵蝕,-0.01,皇翔,-285.35
N/A,8374.TW,2025,23.94,364.8,-0.55,15.899999999999997,79.17,81.69811176801889,N/A,2026-03,❌ 暫避觀望,86.5999984741,-191.67,🔄 轉虧為盈,0.43,羅昇,-285.63
N/A,9958.TW,2025,15.94,372.28,6.57,263.70000000000005,86.52,5.944254835039818,N/A,2026-03,⚪ 中性觀察,104.5,-2.48,⚠️ 獲利稀釋,2.63,世紀鋼,-285.76
27.00%,1513.TW,2025,7.18,295.87,8.07,295.2,8.57,8.689024390243903,17.59%,2026-03,⚪ 中性觀察,171.0,10.14,⚠️ 獲利稀釋,1.94,中興電,-287.3
29.13%,3317.TWO,2025,9.65,301.45,1.66,85.05,13.51,12.45149884904762,15.60%,2026-03,⚪ 中性觀察,70.5999984741,-33.33,⚠️ 獲利稀釋,0.84,尼克森,-287.94
31.93%,3665.TW,2025,31.74,326.04,46.57,1645.05,37.66,20.10577186103766,18.37%,2026-03,❌ 暫避觀望,2205.0,98.71,⚠️ 獲利稀釋,11.66,貿聯-KY,-288.38
28.39%,4148.TW,2025,19.95,228.62,2.28,73.19999999999999,-60.0,6.6700818108811495,9.28%,2026-03,⚪ 中性觀察,32.5499992371,13.43,📉 獲利侵蝕,0.08,全宇生技-KY,-288.62
30.30%,1470.TW,2025,1.99,324.71,0.78,22.200000000000003,34.78,16.216216216216214,18.03%,2026-03,❌ 暫避觀望,24.0,-30.97,⚠️ 獲利稀釋,0.31,大統新創,-289.92999999999995
N/A,7788.TW,2025,7.87,301.8,3.63,130.2,11.56,31.73963133640553,N/A,2026-03,❌ 暫避觀望,275.5,-51.37,⚠️ 獲利稀釋,2.22,松川精密,-290.24
N/A,1342.TW,2025,13.91,308.39,5.62,215.85,16.2,7.227241139680334,N/A,2026-03,⚪ 中性觀察,104.0,-8.97,⚠️ 獲利稀釋,2.08,八貫,-292.19
27.73%,4442.TWO,2025,29.61,265.83,5.23,200.70000000000002,-26.58,3.998505231689088,10.88%,2026-03,⚪ 中性觀察,53.5,52.37,📉 獲利侵蝕,1.17,竣邦-KY,-292.40999999999997
N/A,3479.TWO,2025,11.55,310.78,6.45,251.85,18.09,8.308516974389518,N/A,2026-03,⚪ 中性觀察,139.5,-5.85,⚠️ 獲利稀釋,2.22,安勤,-292.69
27.13%,2722.TW,2025,-9.87,269.43,-0.49,-19.5,-23.53,0.0,-30.10%,2026-03,⚪ 數據不足,21.8500003815,-2550.0,📉 獲利侵蝕,-0.21,夏都,-292.96000000000004
N/A,5353.TWO,2025,-1.77,285.87,1.38,50.699999999999996,-7.55,8.357988165680474,N/A,2026-03,⚪ 中性觀察,28.25,-36.28,📉 獲利侵蝕,0.5,台林,-293.42
N/A,6240.TWO,2025,-1.12,270.61,-1.15,-60.44999999999999,-22.86,0.0,N/A,2026-03,⚪ 數據不足,19.7000007629,-428.57,📉 獲利侵蝕,-0.43,松崗,-293.47
N/A,8941.TWO,2025,-5.35,280.23,1.16,51.45,-14.47,13.119533527696792,N/A,2026-03,⚪ 中性觀察,45.0,-77.08,📉 獲利侵蝕,1.36,關中,-294.70000000000005
N/A,5314.TWO,2025,373.32,242.32,5.56,152.7,-52.56,1.4485370433595286,N/A,2026-03,⚪ 中性觀察,14.7461071014,-69.48,📉 獲利侵蝕,0.37,世紀*,-294.88
N/A,8222.TW,2025,16.61,314.37,0.55,16.35,19.35,36.28440296981651,N/A,2026-03,❌ 暫避觀望,39.5499992371,-63.09,⚠️ 獲利稀釋,0.37,寶一,-295.02
N/A,6284.TWO,2025,3.44,224.56,4.36,140.85000000000002,-70.52,8.690095684142705,N/A,2026-03,⚪ 中性觀察,81.5999984741,-34.8,📉 獲利侵蝕,0.51,佳邦,-295.08
N/A,5227.TWO,2025,-32.24,120.26,0.17,-4.199999999999994,-175.0,0.0,N/A,2026-03,⚪ 數據不足,34.4000015259,104.91,📉 獲利侵蝕,-1.43,立凱-KY,-295.26
N/A,1618.TW,2025,3.01,323.3,4.21,169.35,27.64,3.627103699105403,N/A,2026-03,⚪ 中性觀察,40.9500007629,13.48,⚠️ 獲利稀釋,1.57,合機,-295.66
18.05%,1587.TW,2025,23.11,596.06,0.37,10.799999999999999,300.0,34.02777777777778,2.96%,2026-03,❌ 暫避觀望,24.5,188.1,⚠️ 獲利稀釋,0.04,吉茂,-296.05999999999995
N/A,6913.TWO,2025,21.66,336.78,4.34,167.7,40.18,13.372093023255815,N/A,2026-03,⚪ 中性觀察,149.5,-2.92,⚠️ 獲利稀釋,1.58,鴻呈,-296.59999999999997
19.83%,2488.TW,2025,-9.29,307.38,4.56,163.65,9.52,4.592117183693858,7.42%,2026-03,⚪ 中性觀察,50.0999984741,-12.98,⚠️ 獲利稀釋,0.92,漢平,-297.86
N/A,6597.TWO,2025,-11.79,163.62,2.51,60.44999999999999,-136.07,16.87344913151365,N/A,2026-03,❌ 暫避觀望,68.0,-48.7,📉 獲利侵蝕,-0.45,立誠,-299.69
23.43%,1341.TW,2025,-7.95,329.53,3.71,137.7,29.6,6.612200518834422,12.74%,2026-03,⚪ 中性觀察,60.7000007629,-30.65,⚠️ 獲利稀釋,1.62,富林-KY,-299.92999999999995
N/A,3484.TWO,2025,6.42,265.7,4.27,155.39999999999998,-34.37,4.85521228157336,N/A,2026-03,⚪ 中性觀察,50.2999992371,3.41,📉 獲利侵蝕,0.63,崧騰,-300.07
N/A,5450.TWO,2025,-8.96,277.89,0.22,4.050000000000001,-22.22,55.00000141296296,N/A,2026-03,❌ 暫避觀望,14.8500003815,-80.53,📉 獲利侵蝕,0.07,南良,-300.11
N/A,9924.TW,2025,-8.15,251.13,3.08,98.39999999999999,-49.06,5.846036352759146,N/A,2026-03,⚪ 中性觀察,38.3499984741,-26.71,📉 獲利侵蝕,0.54,福興,-300.19
N/A,5902.TWO,2025,2.91,285.59,2.24,85.35000000000001,-14.81,6.1072056239015815,N/A,2026-03,⚪ 中性觀察,34.75,6.16,📉 獲利侵蝕,0.46,德記,-300.4
23.89%,3499.TWO,2025,-18.27,241.39,-1.3,-57.15,-59.38,0.0,-8.96%,2026-03,⚪ 數據不足,13.0,-6600.0,📉 獲利侵蝕,-0.51,環天科,-300.77
14.11%,2645.TW,2025,11.63,374.3,5.46,216.15,73.15,12.630117973629424,9.96%,2026-03,⚪ 中性觀察,182.0,11.43,⚠️ 獲利稀釋,2.58,長榮航太,-301.15
N/A,2509.TW,2025,-81.41,291.48,-0.8,-36.75,-9.76,0.0,N/A,2026-03,⚪ 數據不足,13.6999998093,-480.95,📉 獲利侵蝕,-0.45,全坤建,-301.24
N/A,6469.TWO,2025,9.39,269.93,4.01,154.2,-31.4,6.819065999426071,N/A,2026-03,⚪ 中性觀察,70.0999984741,-22.33,📉 獲利侵蝕,0.83,大樹,-301.33
N/A,5432.TWO,2025,6.1,370.94,2.3,61.800000000000004,68.75,32.8883495145631,N/A,2026-03,❌ 暫避觀望,135.5,69.12,⚠️ 獲利稀釋,0.27,新門,-302.19
N/A,7744.TWO,2025,59.94,344.68,16.28,631.05,41.75,11.552174946517708,N/A,2026-03,⚪ 中性觀察,486.0,41.2,⚠️ 獲利稀釋,5.66,崴寶,-302.93
N/A,7402.TWO,2025,2.56,108.1,0.1,-6.15,-195.24,0.0,N/A,2026-03,⚪ 數據不足,105.0,-93.2,📉 獲利侵蝕,-0.4,邑錡,-303.34000000000003
N/A,6670.TW,2025,5.01,283.01,22.45,825.45,-20.46,4.851898964201345,N/A,2026-03,⚪ 中性觀察,267.0,-18.94,📉 獲利侵蝕,6.96,復盛應用,-303.46999999999997
32.82%,3374.TWO,2025,2.53,316.58,4.99,165.0,12.7,29.545454545454547,27.31%,2026-03,❌ 暫避觀望,325.0,-18.86,⚠️ 獲利稀釋,1.42,精材,-303.88
23.30%,3624.TWO,2025,3.65,342.78,1.86,65.1,38.89,21.912442044723505,7.20%,2026-03,❌ 暫避觀望,95.0999984741,-9.71,⚠️ 獲利稀釋,0.75,光頡,-303.89
N/A,6988.TW,2025,-10.48,153.95,-1.13,-24.15,-150.0,0.0,N/A,2026-03,⚪ 數據不足,12.5,-337.5,📉 獲利侵蝕,-0.05,威力暘-創,-303.95
18.31%,1563.TW,2025,-6.64,243.32,1.42,71.55000000000001,-61.07,13.207547169811319,3.31%,2026-03,⚪ 中性觀察,63.0,-56.6,📉 獲利侵蝕,0.6,巧新,-304.39
20.78%,3545.TW,2025,-17.79,207.42,-4.64,-28.650000000000006,-97.44,0.0,-7.17%,2026-03,⚪ 數據不足,50.4000015259,-270.99,🔄 轉虧為盈,0.02,敦泰,-304.86
N/A,6887.TW,2025,-12.03,163.56,4.58,0.0,-141.61,0.0,N/A,2026-03,⚪ 數據不足,0.0,-40.21,📉 獲利侵蝕,-0.62,寶綠特-KY,-305.17
25.97%,3265.TWO,2025,11.55,319.74,5.48,197.55,14.29,13.743356112376611,19.26%,2026-03,⚪ 中性觀察,181.0,-12.04,⚠️ 獲利稀釋,1.76,台星科,-305.45
22.41%,4433.TWO,2025,12.09,253.31,1.06,-13.649999999999997,-53.33,0.0,9.68%,2026-03,⚪ 數據不足,19.8999996185,46.48,📉 獲利侵蝕,0.14,興采,-306.64
N/A,5520.TWO,2025,2.6,310.34,9.97,384.6,3.33,3.2371294851794072,N/A,2026-03,⚪ 中性觀察,83.0,10.9,⚠️ 獲利稀釋,2.48,力泰,-307.01
37.30%,2327.TW,2025,9.26,244.27,11.51,662.1,-63.79,14.997734481196193,24.28%,2026-03,⚪ 中性觀察,662.0,-69.45,📉 獲利侵蝕,3.9,國巨*,-308.06
23.91%,3059.TW,2025,20.59,308.22,1.24,46.349999999999994,0.0,13.187702265372168,2.92%,2026-03,⚪ 中性觀察,40.75,18.27,📉 獲利侵蝕,0.26,華晶科,-308.22
N/A,6214.TW,2025,12.89,473.15,7.91,289.65000000000003,164.0,8.104609010875194,N/A,2026-03,⚪ 中性觀察,156.5,9.74,⚠️ 獲利稀釋,2.64,精誠,-309.15
25.14%,3168.TW,2025,0.46,317.56,2.61,94.65,7.14,6.632329393676703,8.89%,2026-03,⚪ 中性觀察,41.8499984741,-6.99,⚠️ 獲利稀釋,0.6,眾福科,-310.42
N/A,6221.TWO,2025,2.45,255.86,2.35,92.85,-55.13,3.5783521193053316,N/A,2026-03,⚪ 中性觀察,22.1499996185,-33.33,📉 獲利侵蝕,0.35,晉泰,-310.99
23.19%,1227.TW,2025,-3.8,345.16,1.33,49.65,33.33,8.731117709516617,4.10%,2026-03,⚪ 中性觀察,28.8999996185,-30.16,⚠️ 獲利稀釋,0.52,佳格,-311.83000000000004
N/A,6173.TWO,2025,8.9,381.92,3.26,112.64999999999999,70.0,29.760319573901466,N/A,2026-03,❌ 暫避觀望,223.5,11.72,⚠️ 獲利稀釋,1.19,信昌電,-311.92
N/A,5244.TW,2025,-1.9,101.24,0.51,13.35,-211.63,38.14606827292135,N/A,2026-03,❌ 暫避觀望,33.9500007629,-79.59,📉 獲利侵蝕,-0.48,弘凱,-312.87
30.65%,1316.TW,2025,195.34,356.44,-0.52,-30.449999999999996,41.38,0.0,-1.86%,2026-03,⚪ 數據不足,10.0,35.21,⚠️ 獲利稀釋,-0.19,上曜,-315.06
15.14%,4569.TW,2025,25.19,344.16,4.13,169.65,29.03,14.412024756852343,0.74%,2026-03,⚪ 中性觀察,163.0,-47.66,⚠️ 獲利稀釋,3.22,六方科-KY,-315.13
N/A,6508.TWO,2025,-4.08,303.58,0.27,15.450000000000001,-12.2,25.582524642233007,N/A,2026-03,❌ 暫避觀望,26.3500003815,-74.77,📉 獲利侵蝕,0.36,惠光,-315.78
22.84%,2105.TW,2025,-5.68,343.04,1.5,60.44999999999999,26.67,7.617866194267991,6.75%,2026-03,⚪ 中性觀察,30.7000007629,-39.27,⚠️ 獲利稀釋,0.57,正新,-316.37
21.48%,3591.TW,2025,-9.81,338.66,-0.34,0.0,22.22,0.0,-2.51%,2026-03,⚪ 數據不足,0.0,-132.32,🔄 轉虧為盈,0.12,艾笛森,-316.44000000000005
N/A,5009.TWO,2025,-10.14,293.89,2.2,75.0,-24.19,6.5800003051800005,N/A,2026-03,⚪ 中性觀察,32.9000015259,-50.0,📉 獲利侵蝕,0.5,榮剛,-318.08
N/A,6863.TW,2025,-14.3,242.64,3.0,129.75,-75.79,13.005780346820808,N/A,2026-03,⚪ 中性觀察,112.5,-73.47,📉 獲利侵蝕,0.61,永道-KY,-318.43
N/A,6431.TW,2025,-1.12,313.28,-2.07,-73.94999999999999,-5.26,0.0,N/A,2026-03,⚪ 數據不足,19.3500003815,17.15,📉 獲利侵蝕,-0.4,光麗-KY,-318.53999999999996
N/A,6969.TW,2025,79.86,168.9,-0.09,-9.3,-150.0,0.0,N/A,2026-03,⚪ 數據不足,33.0999984741,95.65,📉 獲利侵蝕,-0.05,成信實業*-創,-318.9
N/A,6617.TWO,2025,13.75,74.47,-0.92,-30.450000000000003,-244.44,0.0,N/A,2026-03,⚪ 數據不足,102.0,-38.46,📉 獲利侵蝕,-0.32,共信-KY,-318.90999999999997
N/A,5230.TWO,2025,-14.66,364.7,-1.35,-60.6,44.9,0.0,N/A,2026-03,⚪ 數據不足,18.0499992371,-338.6,⚠️ 獲利稀釋,-0.28,雷笛克光學,-319.8
N/A,5015.TWO,2025,-4.99,271.71,0.06,-13.799999999999999,-48.98,0.0,N/A,2026-03,⚪ 數據不足,22.0499992371,-97.61,📉 獲利侵蝕,0.25,華祺,-320.69
23.64%,3023.TW,2025,-6.24,314.69,13.02,505.34999999999997,-6.49,9.260908281389137,9.15%,2026-03,⚪ 中性觀察,312.0,-11.43,📉 獲利侵蝕,3.6,信邦,-321.18
28.44%,3357.TWO,2025,20.3,334.59,10.26,388.79999999999995,13.18,9.780092592592593,14.20%,2026-03,⚪ 中性觀察,253.5,30.29,⚠️ 獲利稀釋,2.51,臺慶科,-321.40999999999997
33.66%,2368.TW,2025,54.05,411.46,19.47,705.45,89.33,21.47565383797576,24.30%,2026-03,❌ 暫避觀望,1010.0,64.8,⚠️ 獲利稀釋,6.87,金像電,-322.13
20.87%,3038.TW,2025,-16.5,292.45,1.1,38.550000000000004,-30.61,7.976653696498054,0.16%,2026-03,⚪ 中性觀察,20.5,-50.0,📉 獲利侵蝕,0.37,全台,-323.06
19.95%,4561.TWO,2025,-22.51,316.3,0.66,19.650000000000002,-7.41,34.84732940908397,4.03%,2026-03,❌ 暫避觀望,45.6500015259,-79.88,📉 獲利侵蝕,0.25,健椿,-323.71000000000004
21.08%,1582.TW,2025,-7.71,257.7,3.45,130.05,-66.67,8.662052880519031,5.11%,2026-03,⚪ 中性觀察,75.0999984741,-51.27,📉 獲利侵蝕,0.35,信錦,-324.37
25.38%,2415.TW,2025,3.4,366.19,1.81,63.6,41.67,6.981132165448113,12.75%,2026-03,⚪ 中性觀察,29.6000003815,58.77,⚠️ 獲利稀釋,0.35,錩新,-324.52
N/A,9908.TW,2025,1.69,345.97,1.72,64.64999999999999,18.52,6.751740227726218,N/A,2026-03,⚪ 中性觀察,29.1000003815,0.6,⚠️ 獲利稀釋,0.33,大台北,-327.45000000000005
N/A,6732.TWO,2025,-7.67,333.31,6.22,242.10000000000002,5.8,9.69640644361834,N/A,2026-03,⚪ 中性觀察,156.5,-43.71,⚠️ 獲利稀釋,2.19,昇佳電子,-327.51
25.36%,2397.TW,2025,14.61,310.12,2.49,113.25000000000001,-18.28,8.728477023298012,-1.87%,2026-03,⚪ 中性觀察,65.9000015259,-28.03,📉 獲利侵蝕,0.76,友通,-328.4
25.76%,2497.TW,2025,-3.38,331.39,2.37,78.75,2.67,8.952380952380953,10.08%,2026-03,⚪ 中性觀察,47.0,-21.36,⚠️ 獲利稀釋,0.8,怡利電,-328.71999999999997
24.39%,2453.TW,2025,7.21,330.21,3.12,115.50000000000001,1.12,6.714285813363635,4.56%,2026-03,⚪ 中性觀察,51.7000007629,1.96,⚠️ 獲利稀釋,0.9,凌群,-329.09
N/A,6967.TWO,2025,5.45,397.14,4.02,140.85000000000002,66.67,7.5079872204472835,N/A,2026-03,⚪ 中性觀察,70.5,26.43,⚠️ 獲利稀釋,1.07,汎瑋材料,-330.46999999999997
14.91%,4739.TW,2025,51.17,1078.36,1.56,51.45,747.83,25.51020408163265,8.56%,2026-03,❌ 暫避觀望,87.5,9.15,⚠️ 獲利稀釋,1.51,康普,-330.52999999999986
N/A,8074.TWO,2025,4.4,447.51,1.35,45.3,116.67,18.70860927152318,N/A,2026-03,❌ 暫避觀望,56.5,15.38,⚠️ 獲利稀釋,0.52,鉅橡,-330.84
31.94%,3530.TW,2025,6.6,506.19,1.74,35.550000000000004,175.0,23.924050954810124,14.09%,2026-03,❌ 暫避觀望,56.7000007629,230.83,⚠️ 獲利稀釋,0.44,晶相光,-331.19
N/A,8291.TWO,2025,-71.56,125.31,-1.95,-75.75,-206.25,0.0,N/A,2026-03,⚪ 數據不足,36.4000015259,-78.9,📉 獲利侵蝕,-0.49,尚茂,-331.56
N/A,6261.TWO,2025,5.64,324.12,4.23,136.35,-7.53,8.767876451947194,N/A,2026-03,⚪ 中性觀察,79.6999969482,4.19,📉 獲利侵蝕,0.85,久元,-331.65
26.27%,4931.TWO,2025,22.86,339.67,3.13,104.99999999999999,7.25,37.28571428571429,15.45%,2026-03,❌ 暫避觀望,261.0,26.02,⚠️ 獲利稀釋,1.48,新盛力,-332.42
22.79%,1409.TW,2025,-14.65,389.13,1.19,40.95,56.0,9.212454072710623,8.66%,2026-03,⚪ 中性觀察,25.1499996185,13.33,⚠️ 獲利稀釋,0.39,新纖,-333.13
34.00%,4130.TWO,2025,-3.61,133.35,0.1,4.500000000000001,-200.0,89.000002543,-5.47%,2026-03,❌ 暫避觀望,26.7000007629,-56.52,📉 獲利侵蝕,-0.09,健亞,-333.35
N/A,5215.TW,2025,-4.56,418.94,2.04,62.85000000000001,85.11,9.522673395202863,N/A,2026-03,⚪ 中性觀察,39.9000015259,-45.45,⚠️ 獲利稀釋,0.87,科嘉-KY,-333.83
N/A,6435.TWO,2025,25.24,390.31,9.52,342.3,56.17,12.116564417177914,N/A,2026-03,⚪ 中性觀察,276.5,56.88,⚠️ 獲利稀釋,3.67,大中,-334.14
N/A,6425.TWO,2025,-16.91,458.27,-1.61,-90.45,123.61,0.0,N/A,2026-03,⚪ 數據不足,58.5999984741,-348.39,🔄 轉虧為盈,0.17,易發,-334.65999999999997
22.74%,3531.TWO,2025,-18.09,320.5,0.3,-10.5,-15.38,0.0,4.80%,2026-03,⚪ 數據不足,21.7000007629,-77.78,📉 獲利侵蝕,0.33,先益,-335.88
N/A,4942.TW,2025,7.48,321.35,3.06,94.19999999999999,-14.75,5.302547649219746,N/A,2026-03,⚪ 中性觀察,33.2999992371,-26.62,📉 獲利侵蝕,0.52,嘉彰,-336.1
N/A,8234.TWO,2025,5.19,158.96,0.39,10.2,-177.19,102.6470633114706,N/A,2026-03,❌ 暫避觀望,69.8000030518,-35.0,📉 獲利侵蝕,-0.44,新漢,-336.15
N/A,5348.TWO,2025,-3.8,378.91,-1.49,-53.4,42.5,0.0,N/A,2026-03,⚪ 數據不足,16.4500007629,-109.86,⚠️ 獲利稀釋,-0.23,正能量智能,-336.41
N/A,8433.TWO,2025,-3.48,319.83,3.17,59.1,-17.96,13.857867633020303,N/A,2026-03,⚪ 中性觀察,54.5999984741,-67.55,📉 獲利侵蝕,1.37,弘帆,-337.78999999999996
N/A,6861.TW,2025,15.29,443.87,3.84,154.20000000000002,105.83,21.449416342412448,N/A,2026-03,❌ 暫避觀望,220.5,4.08,⚠️ 獲利稀釋,2.12,睿生光電,-338.04
19.66%,1583.TW,2025,-12.11,440.91,-4.83,-285.45000000000005,102.44,0.0,-2.95%,2026-03,⚪ 數據不足,49.0499992371,-142.57,🔄 轉虧為盈,0.18,程泰,-338.47
N/A,6560.TWO,2025,123.75,423.64,-0.16,-28.5,85.0,0.0,N/A,2026-03,⚪ 數據不足,31.7000007629,50.0,🔄 轉虧為盈,0.37,欣普羅,-338.64
N/A,6525.TW,2025,14.03,353.67,5.88,216.14999999999998,14.08,10.444136016655102,N/A,2026-03,⚪ 中性觀察,150.5,14.17,⚠️ 獲利稀釋,1.62,捷敏-KY,-339.59000000000003
23.29%,1504.TW,2025,6.99,332.58,2.42,92.10000000000001,-7.41,11.46579829412052,6.47%,2026-03,⚪ 中性觀察,70.4000015259,-18.15,📉 獲利侵蝕,0.51,東元,-339.99
N/A,2477.TW,2025,-5.34,305.41,1.68,65.1,-35.29,4.9308754881336405,N/A,2026-03,⚪ 中性觀察,21.3999996185,12.0,📉 獲利侵蝕,0.11,美隆電,-340.70000000000005
1.76%,4726.TWO,2025,8.23,350.73,-2.17,-88.94999999999999,9.68,0.0,-18.26%,2026-03,⚪ 數據不足,24.3500003815,4.42,⚠️ 獲利稀釋,-0.56,永昕,-341.05
N/A,5512.TWO,2025,17.58,312.59,0.16,4.65,-28.57,24.870967864838704,N/A,2026-03,❌ 暫避觀望,7.7100000381,-11.76,📉 獲利侵蝕,0.05,力麒,-341.15999999999997
N/A,9904.TW,2025,-4.71,304.12,4.1,144.6,-37.7,2.4792530724585067,N/A,2026-03,⚪ 中性觀察,23.8999996185,-24.63,📉 獲利侵蝕,0.76,寶成,-341.82
N/A,6643.TWO,2025,20.34,-9.15,1.69,-10.35,-351.06,0.0,N/A,2026-03,⚪ 數據不足,447.5,-44.41,🌑 雙重衰退,-1.18,M31,-341.91
22.90%,2618.TW,2025,-0.31,381.09,4.84,182.10000000000002,39.09,3.3772652388797364,16.53%,2026-03,⚪ 中性觀察,41.0,-9.87,⚠️ 獲利稀釋,1.53,長榮航,-342.0
N/A,6175.TWO,2025,-1.38,343.52,2.68,99.14999999999999,1.37,12.178517397881999,N/A,2026-03,⚪ 中性觀察,80.5,-14.74,⚠️ 獲利稀釋,0.74,立敦,-342.15
32.99%,2476.TW,2025,12.66,349.82,4.36,0.0,7.55,0.0,19.39%,2026-03,⚪ 數據不足,0.0,-15.98,⚠️ 獲利稀釋,1.14,鉅祥,-342.27
23.42%,2323.TW,2025,-3.39,402.3,1.58,16.200000000000003,59.41,9.53703721361111,-5.65%,2026-03,⚪ 中性觀察,10.3000001907,685.19,⚠️ 獲利稀釋,-0.41,中環,-342.89
17.63%,1711.TW,2025,-7.34,372.19,-0.21,-5.3999999999999995,28.57,0.0,-5.18%,2026-03,⚪ 數據不足,39.7000007629,-147.73,🔄 轉虧為盈,0.09,永光,-343.62
N/A,9939.TW,2025,1.65,340.36,9.1,354.0,-3.43,5.720338983050847,N/A,2026-03,⚪ 中性觀察,135.0,-5.01,📉 獲利侵蝕,2.25,宏全,-343.79
30.92%,3689.TWO,2025,20.51,337.45,7.55,284.7,-7.69,5.8746048472075865,12.50%,2026-03,⚪ 中性觀察,111.5,19.61,📉 獲利侵蝕,2.04,湧德,-345.14
