id,pnl,count,signal,reason,price
3576.TW,198.61,1,☁️ 觀望,目前動能不足,18.2999992371
7781.TWO,198.49,2,💎 持股,趨勢向上維持中,30.0
5386.TWO,192.9,3,💎 持股,趨勢向上維持中,352.0
3081.TWO,186.01,1,🔥 買入,滿足趨勢突破條件,2600.0
3491.TWO,171.22,1,💎 持股,趨勢向上維持中,1670.0
4542.TWO,171.02,1,☁️ 觀望,目前動能不足,169.5
6983.TWO,156.71,2,☁️ 觀望,目前動能不足,430.0
2367.TW,152.96,1,☁️ 觀望,目前動能不足,68.5
6443.TW,144.75,2,☁️ 觀望,目前動能不足,39.0
6265.TWO,135.54,2,☁️ 觀望,目前動能不足,38.9000015259
6515.TW,121.48,2,🔥 買入,滿足趨勢突破條件,10305.0
6163.TWO,120.96,2,🔥 買入,滿足趨勢突破條件,67.4000015259
3054.TW,118.84,2,💎 持股,趨勢向上維持中,75.6999969482
2489.TW,118.31,2,💎 持股,趨勢向上維持中,44.6500015259
3037.TW,104.71,2,💎 持股,趨勢向上維持中,643.0
3163.TWO,103.73,3,💎 持股,趨勢向上維持中,1225.0
5498.TWO,99.96,2,💎 持股,趨勢向上維持中,68.8000030518
00715L.TW,99.44,2,☁️ 觀望,目前動能不足,49.3800010681
2313.TW,97.41,2,💎 持股,趨勢向上維持中,261.5
2485.TW,95.96,3,💎 持股,趨勢向上維持中,77.6999969482
8438.TW,95.92,1,💎 持股,趨勢向上維持中,88.3000030518
6465.TWO,95.77,2,💎 持股,趨勢向上維持中,49.0499992371
6980.TWO,93.8,2,💎 持股,趨勢向上維持中,187.5
5475.TWO,92.16,2,🔥 買入,滿足趨勢突破條件,368.5
6588.TWO,88.11,2,💎 持股,趨勢向上維持中,155.0
7751.TWO,82.88,2,💎 持股,趨勢向上維持中,1895.0
2337.TW,75.71,3,☁️ 觀望,目前動能不足,131.0
6568.TWO,75.55,2,💎 持股,趨勢向上維持中,225.0
3135.TW,73.83,3,☁️ 觀望,目前動能不足,119.0
6431.TW,71.38,1,☁️ 觀望,目前動能不足,21.2999992371
00642U.TW,69.99,1,💎 持股,趨勢向上維持中,27.0499992371
3138.TW,67.3,2,💎 持股,趨勢向上維持中,184.0
8074.TWO,67.07,2,💎 持股,趨勢向上維持中,71.1999969482
6624.TWO,64.2,2,☁️ 觀望,目前動能不足,56.7999992371
6510.TWO,63.86,2,🔥 買入,滿足趨勢突破條件,3740.0
1528.TW,62.66,1,💎 持股,趨勢向上維持中,29.2000007629
1309.TW,62.61,3,☁️ 觀望,目前動能不足,19.6000003815
6770.TW,60.08,2,☁️ 觀望,目前動能不足,52.5999984741
7734.TWO,59.77,2,💎 持股,趨勢向上維持中,2505.0
6861.TW,59.44,3,💎 持股,趨勢向上維持中,161.5
4971.TWO,57.48,3,🔥 買入,滿足趨勢突破條件,767.0
7792.TWO,56.35,1,💎 持股,趨勢向上維持中,369.0
3006.TW,55.98,3,☁️ 觀望,目前動能不足,153.0
6285.TW,55.59,2,💎 持股,趨勢向上維持中,264.5
8046.TW,55.51,1,🔥 買入,滿足趨勢突破條件,724.0
1721.TW,52.4,1,🔥 買入,滿足趨勢突破條件,20.5
8299.TWO,51.52,2,☁️ 觀望,目前動能不足,1570.0
7709.TWO,50.0,1,💎 持股,趨勢向上維持中,72.8000030518
4764.TW,49.53,2,🔥 買入,滿足趨勢突破條件,212.5
2408.TW,49.15,1,☁️ 觀望,目前動能不足,210.0
2467.TW,48.54,2,💎 持股,趨勢向上維持中,550.0
5864.TWO,48.06,1,☁️ 觀望,目前動能不足,24.3999996185
3036.TW,46.1,1,☁️ 觀望,目前動能不足,230.0
2344.TW,45.76,1,☁️ 觀望,目前動能不足,87.8000030518
3092.TW,45.69,2,🔥 買入,滿足趨勢突破條件,35.2999992371
8150.TW,44.6,2,💎 持股,趨勢向上維持中,67.3000030518
1711.TW,44.55,2,🔥 買入,滿足趨勢突破條件,47.9500007629
3189.TW,44.16,3,💎 持股,趨勢向上維持中,391.5
5274.TWO,44.08,3,💎 持股,趨勢向上維持中,13805.0
7750.TW,43.82,2,🔥 買入,滿足趨勢突破條件,1810.0
4927.TW,43.76,2,🔥 買入,滿足趨勢突破條件,50.0999984741
00738U.TW,43.28,1,💎 持股,趨勢向上維持中,64.25
3105.TWO,43.23,3,🔥 買入,滿足趨勢突破條件,539.0
6239.TW,42.9,2,💎 持股,趨勢向上維持中,207.5
6603.TWO,42.89,1,🔥 買入,滿足趨勢突破條件,25.4500007629
8110.TW,42.72,2,☁️ 觀望,目前動能不足,48.2999992371
6716.TWO,41.84,1,💎 持股,趨勢向上維持中,77.8000030518
8422.TW,41.58,1,💎 持股,趨勢向上維持中,29.4500007629
3701.TW,40.16,2,💎 持股,趨勢向上維持中,65.9000015259
5521.TW,39.84,2,☁️ 觀望,目前動能不足,12.3000001907
3030.TW,39.61,2,🔥 買入,滿足趨勢突破條件,338.5
3149.TW,39.37,1,☁️ 觀望,目前動能不足,42.2999992371
4745.TWO,39.34,1,☁️ 觀望,目前動能不足,19.0499992371
4534.TWO,39.04,1,💎 持股,趨勢向上維持中,26.2999992371
2383.TW,37.76,3,💎 持股,趨勢向上維持中,3800.0
6903.TWO,37.57,4,💎 持股,趨勢向上維持中,394.0
3264.TWO,37.09,2,💎 持股,趨勢向上維持中,172.0
4533.TWO,35.84,2,💎 持股,趨勢向上維持中,31.6499996185
3623.TWO,35.77,1,☁️ 觀望,目前動能不足,22.6000003815
6205.TW,35.74,2,🔥 買入,滿足趨勢突破條件,75.0
6202.TW,35.63,2,💎 持股,趨勢向上維持中,55.0
3229.TW,35.17,2,🔥 買入,滿足趨勢突破條件,30.7000007629
3508.TWO,34.52,3,☁️ 觀望,目前動能不足,25.2000007629
4960.TW,34.04,3,💎 持股,趨勢向上維持中,33.8499984741
3308.TW,33.9,2,☁️ 觀望,目前動能不足,20.7000007629
4919.TW,33.22,2,🔥 買入,滿足趨勢突破條件,129.0
4755.TW,33.08,2,💎 持股,趨勢向上維持中,151.5
2740.TWO,33.05,3,💎 持股,趨勢向上維持中,38.5
00910.TW,32.72,2,🔥 買入,滿足趨勢突破條件,71.75
3444.TWO,32.41,1,🔥 買入,滿足趨勢突破條件,83.0
3354.TWO,32.3,2,💎 持股,趨勢向上維持中,28.1499996185
6244.TWO,32.16,3,💎 持股,趨勢向上維持中,28.7999992371
6446.TW,31.99,1,💎 持股,趨勢向上維持中,653.0
2491.TW,31.32,2,💎 持股,趨勢向上維持中,17.0
6944.TW,30.79,2,💎 持股,趨勢向上維持中,917.0
4768.TWO,30.45,4,☁️ 觀望,目前動能不足,462.5
4157.TWO,30.28,2,☁️ 觀望,目前動能不足,10.5500001907
1717.TW,29.79,2,💎 持股,趨勢向上維持中,81.0
8996.TW,29.78,1,🔥 買入,滿足趨勢突破條件,1220.0
2413.TW,27.73,4,☁️ 觀望,目前動能不足,52.0
5515.TW,27.26,1,💎 持股,趨勢向上維持中,41.2000007629
3152.TWO,27.16,1,💎 持股,趨勢向上維持中,168.0
6949.TW,26.76,3,💎 持股,趨勢向上維持中,770.0
3363.TWO,26.68,4,🔥 買入,滿足趨勢突破條件,899.0
7788.TW,26.4,2,🔥 買入,滿足趨勢突破條件,163.0
5452.TWO,26.29,2,💎 持股,趨勢向上維持中,34.1500015259
3322.TWO,26.15,1,🔥 買入,滿足趨勢突破條件,13.6999998093
6547.TWO,26.11,3,☁️ 觀望,目前動能不足,48.0
8088.TWO,25.76,2,☁️ 觀望,目前動能不足,50.5999984741
4973.TWO,25.72,3,💎 持股,趨勢向上維持中,77.5999984741
00735.TW,25.43,2,🔥 買入,滿足趨勢突破條件,77.5500030518
2887.TW,25.07,1,💎 持股,趨勢向上維持中,24.2999992371
6924.TW,25.0,1,🔥 買入,滿足趨勢突破條件,89.0
2885.TW,24.89,1,🔥 買入,滿足趨勢突破條件,50.2000007629
8043.TWO,24.7,2,🔥 買入,滿足趨勢突破條件,96.5999984741
0052.TW,24.59,1,🔥 買入,滿足趨勢突破條件,50.0499992371
5432.TWO,24.26,1,☁️ 觀望,目前動能不足,130.0
6640.TWO,24.19,1,💎 持股,趨勢向上維持中,1620.0
2236.TW,23.72,2,💎 持股,趨勢向上維持中,126.5
3234.TWO,23.57,3,💎 持股,趨勢向上維持中,115.5
2349.TW,23.5,1,💎 持股,趨勢向上維持中,13.75
8021.TW,23.29,2,🔥 買入,滿足趨勢突破條件,390.5
6874.TWO,23.25,1,☁️ 觀望,目前動能不足,88.6999969482
6220.TWO,23.15,4,💎 持股,趨勢向上維持中,33.4000015259
2497.TW,22.97,1,💎 持股,趨勢向上維持中,56.0999984741
8080.TWO,22.83,3,☁️ 觀望,目前動能不足,28.7999992371
2069.TW,22.78,1,☁️ 觀望,目前動能不足,18.5
4131.TWO,22.7,1,☁️ 觀望,目前動能不足,35.5
6988.TW,22.3,1,💎 持股,趨勢向上維持中,14.8500003815
4979.TWO,21.87,2,🔥 買入,滿足趨勢突破條件,644.0
2431.TW,21.82,2,☁️ 觀望,目前動能不足,11.5
6494.TWO,21.72,1,🔥 買入,滿足趨勢突破條件,54.2999992371
6794.TW,21.69,1,💎 持股,趨勢向上維持中,81.1999969482
2883.TW,21.43,1,💎 持股,趨勢向上維持中,20.9500007629
6574.TWO,21.31,2,☁️ 觀望,目前動能不足,106.5
3432.TW,21.16,2,☁️ 觀望,目前動能不足,16.25
5302.TWO,21.05,1,☁️ 觀望,目前動能不足,10.9499998093
4977.TW,20.78,3,🔥 買入,滿足趨勢突破條件,235.5
6141.TW,20.73,1,🔥 買入,滿足趨勢突破條件,31.2000007629
6282.TW,20.73,1,💎 持股,趨勢向上維持中,50.9000015259
6456.TW,20.47,3,🔥 買入,滿足趨勢突破條件,77.5999984741
5471.TW,20.29,1,💎 持股,趨勢向上維持中,41.2000007629
6485.TWO,20.24,1,☁️ 觀望,目前動能不足,78.5
8431.TWO,20.24,2,💎 持股,趨勢向上維持中,66.1999969482
6209.TW,20.16,2,💎 持股,趨勢向上維持中,62.0999984741
6706.TW,20.01,2,🔥 買入,滿足趨勢突破條件,151.5
4916.TW,19.92,1,💎 持股,趨勢向上維持中,67.8000030518
8499.TW,19.9,1,💎 持股,趨勢向上維持中,270.0
2460.TW,19.81,2,🔥 買入,滿足趨勢突破條件,36.7999992371
8240.TWO,19.55,2,🔥 買入,滿足趨勢突破條件,66.3000030518
1809.TW,19.48,2,☁️ 觀望,目前動能不足,27.2000007629
7730.TW,19.47,1,☁️ 觀望,目前動能不足,172.5
00941.TW,19.36,2,💎 持股,趨勢向上維持中,23.8400001526
6953.TWO,19.35,1,🔥 買入,滿足趨勢突破條件,240.0
3122.TWO,19.34,1,💎 持股,趨勢向上維持中,25.8999996185
3055.TW,19.22,1,🔥 買入,滿足趨勢突破條件,68.1999969482
7795.TW,19.22,4,💎 持股,趨勢向上維持中,399.5
00935.TW,19.16,2,🔥 買入,滿足趨勢突破條件,44.7099990845
2451.TW,19.1,3,☁️ 觀望,目前動能不足,246.5
6426.TW,19.06,2,🔥 買入,滿足趨勢突破條件,227.0
8390.TWO,18.53,2,☁️ 觀望,目前動能不足,90.0
8068.TWO,18.44,1,💎 持股,趨勢向上維持中,24.25
9136.TW,18.43,2,💎 持股,趨勢向上維持中,10.1499996185
2402.TW,18.36,1,🔥 買入,滿足趨勢突破條件,77.6999969482
4577.TWO,18.19,4,💎 持股,趨勢向上維持中,145.5
7744.TWO,18.01,2,💎 持股,趨勢向上維持中,495.0
6679.TWO,17.88,2,🔥 買入,滿足趨勢突破條件,276.0
6517.TWO,17.87,1,🔥 買入,滿足趨勢突破條件,59.7999992371
5289.TWO,17.72,4,☁️ 觀望,目前動能不足,1005.0
8048.TWO,17.66,2,🔥 買入,滿足趨勢突破條件,64.5999984741
4903.TWO,17.59,3,💎 持股,趨勢向上維持中,47.7999992371
1460.TW,17.53,2,☁️ 觀望,目前動能不足,6.9099998474
5351.TWO,17.42,3,☁️ 觀望,目前動能不足,67.5
6139.TW,17.42,2,🔥 買入,滿足趨勢突破條件,723.0
00927.TW,17.31,1,🔥 買入,滿足趨勢突破條件,28.2199993134
1560.TW,17.0,2,💎 持股,趨勢向上維持中,533.0
2605.TW,16.94,3,☁️ 觀望,目前動能不足,35.6500015259
00955.TWO,16.93,3,☁️ 觀望,目前動能不足,15.3500003815
3025.TW,16.93,3,💎 持股,趨勢向上維持中,64.5
6182.TWO,16.93,1,💎 持股,趨勢向上維持中,35.7999992371
3310.TWO,16.76,2,☁️ 觀望,目前動能不足,72.3000030518
00984A.TW,16.68,1,🔥 買入,滿足趨勢突破條件,14.1400003433
6492.TWO,16.5,2,💎 持股,趨勢向上維持中,54.5999984741
6233.TWO,16.39,2,☁️ 觀望,目前動能不足,25.9500007629
6126.TWO,16.27,1,💎 持股,趨勢向上維持中,33.25
1466.TW,16.26,1,☁️ 觀望,目前動能不足,16.7999992371
2330.TW,16.18,2,💎 持股,趨勢向上維持中,2030.0
6230.TW,16.09,3,💎 持股,趨勢向上維持中,161.0
4991.TWO,15.9,1,🔥 買入,滿足趨勢突破條件,660.0
2030.TW,15.78,2,🔥 買入,滿足趨勢突破條件,16.5
5292.TW,15.67,2,💎 持股,趨勢向上維持中,230.5
4967.TW,15.57,4,☁️ 觀望,目前動能不足,219.5
6470.TWO,15.48,2,☁️ 觀望,目前動能不足,47.7000007629
6442.TW,15.46,3,💎 持股,趨勢向上維持中,2155.0
8084.TWO,15.38,2,☁️ 觀望,目前動能不足,46.0999984741
1326.TW,15.34,2,💎 持股,趨勢向上維持中,51.0
3374.TWO,15.17,1,🔥 買入,滿足趨勢突破條件,184.5
6015.TWO,14.88,1,💎 持股,趨勢向上維持中,13.0
2103.TW,14.87,3,☁️ 觀望,目前動能不足,19.0499992371
4168.TWO,14.79,1,💎 持股,趨勢向上維持中,23.7999992371
6257.TW,14.61,1,💎 持股,趨勢向上維持中,177.5
4127.TWO,14.55,2,🔥 買入,滿足趨勢突破條件,37.5
6552.TW,14.55,2,💎 持股,趨勢向上維持中,27.6000003815
1503.TW,14.54,2,💎 持股,趨勢向上維持中,197.5
6192.TW,14.53,3,🔥 買入,滿足趨勢突破條件,122.5
1303.TW,14.37,4,💎 持股,趨勢向上維持中,87.6999969482
6488.TWO,14.25,1,💎 持股,趨勢向上維持中,505.0
3454.TW,14.1,1,☁️ 觀望,目前動能不足,99.4000015259
6146.TWO,13.95,1,🔥 買入,滿足趨勢突破條件,221.0
3663.TWO,13.85,2,☁️ 觀望,目前動能不足,70.3000030518
6859.TWO,13.79,2,💎 持股,趨勢向上維持中,119.5
6231.TWO,13.68,3,☁️ 觀望,目前動能不足,262.5
00881.TW,13.67,2,🔥 買入,滿足趨勢突破條件,42.5600013733
00904.TW,13.67,2,💎 持股,趨勢向上維持中,31.8500003815
^TWII,13.65,2,🔥 買入,滿足趨勢突破條件,36804.33984375
6805.TW,13.64,1,💎 持股,趨勢向上維持中,1870.0
7717.TWO,13.57,3,💎 持股,趨勢向上維持中,875.0
7728.TWO,13.57,3,💎 持股,趨勢向上維持中,815.0
6026.TWO,13.49,3,💎 持股,趨勢向上維持中,14.8000001907
4952.TW,13.44,2,💎 持股,趨勢向上維持中,42.5
6261.TWO,13.44,3,💎 持股,趨勢向上維持中,78.3000030518
2239.TW,13.37,1,🔥 買入,滿足趨勢突破條件,24.0
6290.TWO,13.3,1,🔥 買入,滿足趨勢突破條件,235.0
0050.TW,13.28,2,🔥 買入,滿足趨勢突破條件,84.1500015259
2454.TW,13.22,2,🔥 買入,滿足趨勢突破條件,1925.0
2345.TW,13.16,2,🔥 買入,滿足趨勢突破條件,2070.0
6909.TW,13.13,2,🔥 買入,滿足趨勢突破條件,64.9000015259
00917.TW,13.0,2,🔥 買入,滿足趨勢突破條件,21.75
5291.TWO,12.94,2,☁️ 觀望,目前動能不足,70.3000030518
8249.TW,12.76,1,💎 持股,趨勢向上維持中,50.2000007629
6894.TWO,12.53,2,☁️ 觀望,目前動能不足,348.5
00963.TW,12.51,1,🔥 買入,滿足趨勢突破條件,12.9499998093
6435.TWO,12.42,3,🔥 買入,滿足趨勢突破條件,178.5
2890.TW,12.38,2,💎 持股,趨勢向上維持中,32.7000007629
1256.TW,12.33,2,🔥 買入,滿足趨勢突破條件,157.0
3489.TWO,12.24,1,💎 持股,趨勢向上維持中,23.7000007629
6509.TWO,12.24,3,☁️ 觀望,目前動能不足,44.25
1789.TW,12.03,2,💎 持股,趨勢向上維持中,21.8999996185
1742.TWO,11.85,3,☁️ 觀望,目前動能不足,15.8500003815
3550.TW,11.78,2,🔥 買入,滿足趨勢突破條件,21.1000003815
8105.TW,11.77,2,💎 持股,趨勢向上維持中,13.9499998093
2548.TW,11.76,1,🔥 買入,滿足趨勢突破條件,130.0
3349.TWO,11.62,2,💎 持股,趨勢向上維持中,28.3999996185
00951.TW,11.6,2,💎 持股,趨勢向上維持中,15.1499996185
4563.TWO,11.6,1,☁️ 觀望,目前動能不足,40.7000007629
4720.TW,11.54,2,🔥 買入,滿足趨勢突破條件,22.1000003815
4130.TWO,11.51,3,☁️ 觀望,目前動能不足,32.5
2610.TW,11.42,1,☁️ 觀望,目前動能不足,18.2999992371
2441.TW,11.37,1,☁️ 觀望,目前動能不足,88.4000015259
6218.TWO,11.23,2,💎 持股,趨勢向上維持中,37.5999984741
6870.TWO,11.17,1,💎 持股,趨勢向上維持中,190.5
2342.TW,11.07,1,💎 持股,趨勢向上維持中,30.5
2755.TWO,11.05,3,☁️ 觀望,目前動能不足,139.5
3551.TWO,11.05,1,🔥 買入,滿足趨勢突破條件,198.0
6223.TWO,11.05,3,🔥 買入,滿足趨勢突破條件,5195.0
00954.TW,10.93,2,💎 持股,趨勢向上維持中,16.1399993896
6793.TWO,10.91,1,💎 持股,趨勢向上維持中,6.1900000572
6508.TWO,10.84,3,☁️ 觀望,目前動能不足,26.0499992371
8436.TWO,10.65,3,💎 持股,趨勢向上維持中,125.0
3691.TWO,10.59,2,🔥 買入,滿足趨勢突破條件,125.0
3532.TW,10.55,2,💎 持股,趨勢向上維持中,188.5
1468.TW,10.48,2,💎 持股,趨勢向上維持中,12.1000003815
1590.TW,10.47,2,🔥 買入,滿足趨勢突破條件,1255.0
00635U.TW,10.37,1,💎 持股,趨勢向上維持中,50.5
2406.TW,10.32,3,💎 持股,趨勢向上維持中,33.9500007629
8081.TW,10.29,1,🔥 買入,滿足趨勢突破條件,241.0
4806.TWO,10.28,1,☁️ 觀望,目前動能不足,10.1499996185
00985A.TW,10.11,3,🔥 買入,滿足趨勢突破條件,18.2399997711
009803.TW,10.06,2,🔥 買入,滿足趨勢突破條件,17.6200008392
9918.TW,10.0,5,☁️ 觀望,目前動能不足,43.5999984741
009805.TW,9.88,2,💎 持股,趨勢向上維持中,15.8000001907
1605.TW,9.77,3,💎 持股,趨勢向上維持中,32.2999992371
3004.TW,9.76,1,💎 持股,趨勢向上維持中,113.0
3372.TWO,9.7,2,☁️ 觀望,目前動能不足,20.0499992371
5347.TWO,9.69,2,💎 持股,趨勢向上維持中,132.0
4538.TWO,9.65,1,💎 持股,趨勢向上維持中,18.8999996185
6655.TW,9.63,3,🔥 買入,滿足趨勢突破條件,136.5
00685L.TW,9.39,3,💎 持股,趨勢向上維持中,200.1999969482
6122.TWO,9.37,2,💎 持股,趨勢向上維持中,50.7999992371
5381.TWO,9.35,2,☁️ 觀望,目前動能不足,25.2999992371
2360.TW,9.32,4,🔥 買入,滿足趨勢突破條件,2255.0
00990A.TW,9.23,1,💎 持股,趨勢向上維持中,14.7600002289
6234.TWO,9.18,2,💎 持股,趨勢向上維持中,32.9500007629
00891.TW,9.0,2,🔥 買入,滿足趨勢突破條件,28.2099990845
4540.TW,8.97,2,🔥 買入,滿足趨勢突破條件,57.9000015259
8064.TWO,8.96,2,💎 持股,趨勢向上維持中,78.0
8926.TW,8.89,1,💎 持股,趨勢向上維持中,45.2000007629
1568.TW,8.86,1,🔥 買入,滿足趨勢突破條件,25.3500003815
2049.TW,8.84,2,🔥 買入,滿足趨勢突破條件,291.0
00663L.TW,8.74,3,💎 持股,趨勢向上維持中,73.3000030518
4908.TWO,8.61,2,🔥 買入,滿足趨勢突破條件,170.5
6890.TW,8.54,1,💎 持股,趨勢向上維持中,175.5
3289.TWO,8.38,2,💎 持股,趨勢向上維持中,180.0
5340.TWO,8.35,4,🔥 買入,滿足趨勢突破條件,134.0
2007.TW,8.31,2,☁️ 觀望,目前動能不足,8.0
2884.TW,8.31,2,🔥 買入,滿足趨勢突破條件,32.75
2404.TW,8.25,3,🔥 買入,滿足趨勢突破條件,1025.0
3556.TWO,8.22,2,💎 持股,趨勢向上維持中,48.0999984741
00675L.TW,8.14,3,💎 持股,趨勢向上維持中,221.6999969482
00631L.TW,8.01,3,☁️ 觀望,目前動能不足,25.5900001526
1471.TW,8.0,1,☁️ 觀望,目前動能不足,12.0
00923.TW,7.85,2,🔥 買入,滿足趨勢突破條件,32.5099983215
6855.TWO,7.83,1,💎 持股,趨勢向上維持中,110.5
8131.TW,7.76,2,☁️ 觀望,目前動能不足,60.7000007629
6116.TW,7.7,3,💎 持股,趨勢向上維持中,8.9499998093
1310.TW,7.67,3,☁️ 觀望,目前動能不足,10.0500001907
2891.TW,7.67,4,☁️ 觀望,目前動能不足,53.0999984741
1439.TW,7.59,2,☁️ 觀望,目前動能不足,27.5499992371
5534.TW,7.53,1,☁️ 觀望,目前動能不足,79.0
6806.TW,7.39,1,☁️ 觀望,目前動能不足,24.6499996185
6425.TWO,7.18,1,🔥 買入,滿足趨勢突破條件,85.9000015259
3499.TWO,7.14,2,☁️ 觀望,目前動能不足,16.6499996185
2233.TW,7.13,1,💎 持股,趨勢向上維持中,231.5
4166.TWO,7.1,2,💎 持股,趨勢向上維持中,25.7999992371
9103.TW,7.1,1,☁️ 觀望,目前動能不足,4.9299998283
7769.TW,7.09,2,🔥 買入,滿足趨勢突破條件,4500.0
8271.TW,7.08,2,💎 持股,趨勢向上維持中,179.5
3653.TW,7.05,2,🔥 買入,滿足趨勢突破條件,4565.0
009802.TW,7.0,2,🔥 買入,滿足趨勢突破條件,14.2899999619
4414.TW,6.98,1,☁️ 觀望,目前動能不足,10.8500003815
6531.TW,6.88,3,🔥 買入,滿足趨勢突破條件,644.0
2880.TW,6.84,2,🔥 買入,滿足趨勢突破條件,36.1500015259
3044.TW,6.81,2,🔥 買入,滿足趨勢突破條件,411.5
1294.TWO,6.73,2,💎 持股,趨勢向上維持中,82.6999969482
2945.TW,6.72,3,🔥 買入,滿足趨勢突破條件,42.2999992371
6138.TWO,6.52,1,💎 持股,趨勢向上維持中,229.0
4419.TWO,6.32,2,☁️ 觀望,目前動能不足,46.4000015259
4557.TW,6.32,1,☁️ 觀望,目前動能不足,53.5999984741
6103.TWO,6.27,2,☁️ 觀望,目前動能不足,nan
8932.TWO,6.22,2,🔥 買入,滿足趨勢突破條件,89.9000015259
2723.TW,6.14,1,☁️ 觀望,目前動能不足,66.5999984741
6664.TWO,6.14,1,💎 持股,趨勢向上維持中,438.5
00888.TWO,6.07,3,🔥 買入,滿足趨勢突破條件,26.1499996185
6152.TW,6.05,4,☁️ 觀望,目前動能不足,17.3999996185
5309.TWO,5.87,1,💎 持股,趨勢向上維持中,58.7999992371
3704.TW,5.79,1,🔥 買入,滿足趨勢突破條件,37.4500007629
3205.TWO,5.76,1,💎 持股,趨勢向上維持中,62.0999984741
3593.TW,5.74,3,🔥 買入,滿足趨勢突破條件,19.3500003815
1101.TW,5.73,2,💎 持股,趨勢向上維持中,25.1000003815
2515.TW,5.71,2,💎 持股,趨勢向上維持中,13.8500003815
9931.TW,5.7,3,☁️ 觀望,目前動能不足,36.0
2458.TW,5.69,2,🔥 買入,滿足趨勢突破條件,138.0
5519.TW,5.65,3,☁️ 觀望,目前動能不足,33.0
TXF.TW,5.63,3,🔥 買入,滿足趨勢突破條件,37083.0
3260.TWO,5.59,4,☁️ 觀望,目前動能不足,368.5
3317.TWO,5.51,1,🔥 買入,滿足趨勢突破條件,54.5999984741
1795.TW,5.48,2,💎 持股,趨勢向上維持中,234.5
8942.TWO,5.41,1,💎 持股,趨勢向上維持中,44.8499984741
6151.TWO,5.39,1,💎 持股,趨勢向上維持中,35.5499992371
3669.TW,5.35,2,💎 持股,趨勢向上維持中,39.3499984741
6788.TWO,5.34,6,🔥 買入,滿足趨勢突破條件,431.0
9960.TWO,5.33,3,🔥 買入,滿足趨勢突破條件,27.5
6199.TWO,5.29,1,💎 持股,趨勢向上維持中,113.0
6417.TWO,5.29,1,🔥 買入,滿足趨勢突破條件,122.5
911622.TW,5.29,3,☁️ 觀望,目前動能不足,3.8299999237
1445.TW,5.28,1,🔥 買入,滿足趨勢突破條件,13.1000003815
8472.TWO,5.28,1,☁️ 觀望,目前動能不足,74.3000030518
1529.TW,5.18,3,☁️ 觀望,目前動能不足,24.1499996185
8028.TW,5.16,2,☁️ 觀望,目前動能不足,187.0
8279.TWO,5.14,2,☁️ 觀望,目前動能不足,106.0
3252.TWO,5.1,3,☁️ 觀望,目前動能不足,20.1000003815
00876.TW,5.02,3,💎 持股,趨勢向上維持中,71.6999969482
2634.TW,5.01,1,💎 持股,趨勢向上維持中,50.4000015259
2492.TW,5.0,1,💎 持股,趨勢向上維持中,147.0
1434.TW,4.93,2,🔥 買入,滿足趨勢突破條件,16.7999992371
2303.TW,4.92,3,🔥 買入,滿足趨勢突破條件,73.0
8938.TWO,4.92,3,💎 持股,趨勢向上維持中,63.0
2409.TW,4.82,3,💎 持股,趨勢向上維持中,19.8500003815
00693U.TW,4.79,2,☁️ 觀望,目前動能不足,21.8899993896
6130.TWO,4.71,1,☁️ 觀望,目前動能不足,24.0499992371
4402.TWO,4.67,2,☁️ 觀望,目前動能不足,16.0499992371
1516.TW,4.58,3,☁️ 觀望,目前動能不足,19.7000007629
3236.TWO,4.52,2,💎 持股,趨勢向上維持中,35.25
2618.TW,4.51,2,🔥 買入,滿足趨勢突破條件,35.2999992371
2221.TWO,4.42,2,💎 持股,趨勢向上維持中,32.1500015259
6284.TWO,4.36,1,🔥 買入,滿足趨勢突破條件,88.9000015259
6929.TWO,4.36,3,☁️ 觀望,目前動能不足,30.0
4439.TW,4.28,3,💎 持股,趨勢向上維持中,97.4000015259
3596.TW,4.23,1,💎 持股,趨勢向上維持中,177.0
00708L.TW,4.22,2,💎 持股,趨勢向上維持中,102.75
2025.TW,4.17,2,💎 持股,趨勢向上維持中,12.25
3305.TW,4.17,1,💎 持股,趨勢向上維持中,120.5
6016.TWO,4.16,4,💎 持股,趨勢向上維持中,17.2000007629
6937.TW,4.11,2,💎 持股,趨勢向上維持中,306.0
1709.TW,4.09,1,💎 持股,趨勢向上維持中,18.9500007629
2070.TWO,4.01,1,🔥 買入,滿足趨勢突破條件,45.6500015259
4198.TWO,3.96,3,💎 持股,趨勢向上維持中,40.0
1514.TW,3.93,2,💎 持股,趨勢向上維持中,114.0
6166.TW,3.87,1,🔥 買入,滿足趨勢突破條件,73.8000030518
2883B.TW,3.86,3,💎 持股,趨勢向上維持中,8.2899999619
3226.TWO,3.86,2,☁️ 觀望,目前動能不足,39.8499984741
5398.TWO,3.72,3,☁️ 觀望,目前動能不足,20.7000007629
7547.TWO,3.7,1,☁️ 觀望,目前動能不足,69.5999984741
00882.TW,3.66,2,☁️ 觀望,目前動能不足,15.6300001144
00947.TW,3.62,4,🔥 買入,滿足趨勢突破條件,26.7099990845
00980A.TW,3.57,3,🔥 買入,滿足趨勢突破條件,20.1299991608
1597.TW,3.53,1,💎 持股,趨勢向上維持中,117.5
6955.TW,3.52,1,☁️ 觀望,目前動能不足,165.0
2329.TW,3.51,3,💎 持股,趨勢向上維持中,61.5
8121.TWO,3.47,1,🔥 買入,滿足趨勢突破條件,29.3500003815
