正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%  Trades Status
  6228.TWO           60      27.00         -14.78     100   ☁ 觀望
   9933.TW           20      26.49         -15.17     151   ☁ 觀望
00764B.TWO          120      27.59         -15.31      29   📈 持有
   3550.TW           60      33.70         -15.63      92   📈 持有
  6218.TWO           60      35.71         -15.92      98   📈 持有
  6843.TWO           60      31.03         -16.00      29   ☁ 觀望
 911622.TW           60      20.41         -16.59      98   📈 持有
   6928.TW          240       0.00         -16.86       2   ☁ 觀望
  6841.TWO          240      50.00         -18.55       4   ☁ 觀望
00679B.TWO          240      18.18         -19.02      22   ☁ 觀望
   6962.TW            5      22.22         -19.49      27   ☁ 觀望
   6722.TW           60      30.77         -19.52      26   ☁ 觀望
   6965.TW           20      25.00         -19.54      12   ☁ 觀望
   6742.TW           20      24.00         -19.90      50   ☁ 觀望
00687B.TWO          240      17.39         -20.20      23   ☁ 觀望
   4737.TW           20      31.79         -20.33     151   📈 持有
  3615.TWO          240      25.71         -20.33      35   📈 持有
   2258.TW           10      31.43         -20.87      35   ☁ 觀望
  6859.TWO          240      31.58         -21.13      19   ☁ 觀望
00696B.TWO          120      33.33         -21.50      42   📈 持有
   2634.TW          240      21.05         -23.22      38   📈 持有
   1718.TW          240      21.88         -23.98      32   📈 持有
   1432.TW          240      22.58         -24.36      31   ☁ 觀望
   1563.TW           20      20.00         -24.60      15   ☁ 觀望
   2208.TW           10      23.11         -24.86     212   ☁ 觀望
  4167.TWO           20      27.52         -25.30     149   ☁ 觀望
   6933.TW          240       0.00         -25.52       5   ☁ 觀望
  8038.TWO          120      31.75         -25.64      63   ☁ 觀望
  00700.TW           60      28.57         -26.19      56   ☁ 觀望
   5388.TW           20      31.65         -26.51     158   ☁ 觀望
   6573.TW          120      37.84         -26.96      37   📈 持有
  4123.TWO          240      29.82         -27.96      57   📈 持有
   6271.TW           10      31.46         -28.29     213   📈 持有
   3432.TW           10      30.28         -28.29     218   ☁ 觀望
   3057.TW           10      27.91         -29.15     215   ☁ 觀望
   1323.TW          240      23.81         -29.18      42   ☁ 觀望
00795B.TWO           20      27.16         -29.75      81   📈 持有
00857B.TWO           20      34.62         -30.03      78   📈 持有
   1789.TW          120      26.32         -30.61      57   📈 持有
   9929.TW          240      33.87         -30.83      62   ☁ 觀望
  8455.TWO           20      22.94         -30.83     170   📈 持有
 00671R.TW          240      12.50         -31.37       8   ☁ 觀望
 00674R.TW          120      24.00         -31.45      25   ☁ 觀望
   1456.TW          240      27.03         -32.93      37   ☁ 觀望
 00666R.TW          120      36.67         -33.16      30   📈 持有
   6668.TW           60      34.48         -33.71      58   ☁ 觀望
   2483.TW           20      30.16         -34.65     126   📈 持有
   6890.TW          120      16.67         -34.86       6   ☁ 觀望
   3576.TW          240      26.47         -35.07      34   📈 持有
  3067.TWO          120      23.08         -35.54     104   ☁ 觀望
   1444.TW          240      23.64         -35.76      55   ☁ 觀望
  5272.TWO           60      23.81         -35.78      84   📈 持有
  4609.TWO          240      36.51         -36.82      63   ☁ 觀望
   2431.TW           10      29.38         -37.07     211   ☁ 觀望
  6730.TWO           20      30.43         -37.44      92   ☁ 觀望
   4906.TW           60      32.39         -37.92      71   📈 持有
  2252.TWO           20      26.09         -37.95      46   ☁ 觀望
  6179.TWO           10      29.91         -41.99     224   ☁ 觀望
  6865.TWO          120       9.09         -42.94      11   ☁ 觀望
  2235.TWO          240      17.14         -42.99      35   ☁ 觀望
   1589.TW          240      30.77         -43.01      26   ☁ 觀望
 00676R.TW           60      21.43         -43.36      42   ☁ 觀望
  4130.TWO           60      20.29         -44.10      69   📈 持有
 00664R.TW          240       6.67         -44.44      15   ☁ 觀望
 00638R.TW          240      21.88         -45.62      32   ☁ 觀望
  6147.TWO          240      27.12         -46.33      59   ☁ 觀望
   5546.TW          240      18.52         -46.48      27   ☁ 觀望
 00634R.TW          240      18.75         -46.93      32   ☁ 觀望
   3419.TW           10      25.12         -47.81     215   📈 持有
   6719.TW           60      12.12         -47.94      33   ☁ 觀望
   3094.TW           20      29.73         -48.98     148   ☁ 觀望
 00686R.TW          240      13.33         -49.26      15   ☁ 觀望
   4960.TW          120      35.48         -51.55      62   📈 持有
 00641R.TW          240      11.54         -52.01      26   ☁ 觀望
   2105.TW          240      12.82         -53.04      39   ☁ 觀望
   6166.TW           60      32.89         -53.67      76   📈 持有
 00656R.TW          240      25.81         -53.94      31   ☁ 觀望
 00651R.TW           60      26.23         -53.98      61   📈 持有
   1711.TW           20      25.61         -54.74     164   📈 持有
  8923.TWO          240      25.23         -56.61     111   ☁ 觀望
   2332.TW           10      30.48         -57.70     210   📈 持有
  4806.TWO            5      35.82         -58.16     282   ☁ 觀望
  3221.TWO          120      40.30         -59.69      67   📈 持有
  2067.TWO           60      34.62         -61.17     130   ☁ 觀望
  8080.TWO          120      31.34         -63.02      67   📈 持有
  5227.TWO          240      23.68         -63.71      38   ☁ 觀望
   6666.TW          120      29.63         -66.94      27   ☁ 觀望
  6461.TWO           10      26.92         -67.72     208   ☁ 觀望
   3714.TW          240      23.53         -68.66      17   ☁ 觀望
  8044.TWO           60      32.43         -70.56      74   ☁ 觀望
  8477.TWO          120      31.58         -71.89      38   ☁ 觀望
  8921.TWO          120      23.26         -72.30      86   ☁ 觀望
   3041.TW           20      27.85         -72.48     158   ☁ 觀望
   1338.TW          240      16.67         -72.57      24   ☁ 觀望
  4406.TWO          240      31.03         -73.26      58   ☁ 觀望
  4131.TWO          240      37.21         -88.18      43   ☁ 觀望
  2035.TWO          240      12.07         -94.16      58   ☁ 觀望
  3176.TWO          240      29.41         -94.80      34   ☁ 觀望
   4555.TW          240      19.57         -95.74      46   ☁ 觀望
   1460.TW           60      22.08         -97.45      77   📈 持有
  6124.TWO           60      24.35         -99.66     115   📈 持有
   1340.TW          240      13.89         -99.75      36   ☁ 觀望
  3632.TWO           60      18.57        -101.70      70   📈 持有
   2923.TW          240      15.69        -108.27      51   ☁ 觀望
   3054.TW           10      27.92        -110.09     240   📈 持有
   1529.TW          240      33.90        -112.11      59   📈 持有
   2321.TW           20      31.18        -112.38     186   ☁ 觀望
   4807.TW          240      25.00        -130.23      40   ☁ 觀望
  3523.TWO           20      28.40        -134.61     162   ☁ 觀望
  4556.TWO           10      27.73        -135.55     256   ☁ 觀望
  4161.TWO          240      10.87        -139.17      46   ☁ 觀望
  3252.TWO           20      27.41        -146.27     197   📈 持有
   6225.TW          120      31.08        -226.95      74   📈 持有
  8067.TWO          240      26.61        -240.95     109   ☁ 觀望
  8291.TWO          240      26.03        -270.65      73   ☁ 觀望

===============================================================================================
 報告已產出至: report/20260307
 1. CSV: report/20260307/ma_full_v4-2-report_20260307.csv
 2. TXT: report/20260307/ma_full_v4-2-report_20260307.txt
 3. JSON: data/stock_best_ma.json (供未來程式調用)
===============================================================================================
