正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
股票代號 (Stock)  最佳週期 (Best Period)  勝率 (Win Rate%)  總報酬率 (Total Return%)  最大回撤 (MDD%)  夏普比率 (Sharpe Ratio)  獲利因子 (Profit Factor)  交易次數 (Trades) 狀態 (Status)
    2013.TW          240               26.09             102.95           -31.96             0.64                 2.20               46           ☁ 觀望   
   00713.TW          120               36.36             102.83            -7.03             1.32                 8.13               22           📈 持有   
    5880.TW          120               29.79             101.28           -13.63             1.06                 3.87               47           ☁ 觀望   
    6552.TW          120               29.27             100.89           -49.92             0.92                 1.97               41           ☁ 觀望   
   5426.TWO          240               25.81             100.85           -29.58             0.88                 2.72               31           ☁ 觀望   
   00770.TW          120               42.11             100.60           -19.21             1.17                 3.79               19           📈 持有   
   00662.TW          120               44.00              99.71           -34.67             1.22                 2.82               25           📈 持有   
    6120.TW          120               31.25              99.55           -58.65             0.80                 1.71               48           📈 持有   
   4971.TWO          240               27.59              99.44           -46.43             0.75                 2.18               29           📈 持有   
   6877.TWO          120               43.75              99.22           -38.61             0.71                 2.46               16           📈 持有   
    2012.TW          120               39.53              99.22           -25.11             0.99                 2.23               43           ☁ 觀望   
   7719.TWO           60               25.00              98.74           -15.61             0.84                 4.70                8           ☁ 觀望   
   6212.TWO          120               36.71              98.50           -44.83             1.10                 1.87               79           ☁ 觀望   
   00909.TW           60               64.71              98.00           -13.28             1.48                 4.93               17           ☁ 觀望   
   5425.TWO          120               26.53              97.91           -39.00             0.82                 1.63               49           📈 持有   
    2882.TW           60               25.00              97.56           -27.82             1.20                 1.97               84           📈 持有   
   6435.TWO          240               30.77              97.41           -53.89             0.65                 1.77               39           📈 持有   
    4956.TW          240               29.63              97.34           -31.47             1.19                 2.53               27           ☁ 觀望   
    1443.TW          120               22.73              96.90           -46.23             0.79                 1.62               66           ☁ 觀望   
    9105.TW          240               18.18              96.66           -29.14             0.70                 1.99               44           ☁ 觀望   
    3702.TW          120               22.22              95.70           -26.09             0.88                 2.12               45           📈 持有   
    0056.TW          240               28.57              95.18            -5.94             1.54                 7.24               14           📈 持有   
    6672.TW          120               33.33              94.98           -29.87             1.05                 2.29               24           ☁ 觀望   
    2393.TW          240               17.50              94.85           -46.62             0.78                 2.14               40           ☁ 觀望   
    3038.TW           60               32.53              94.72           -33.91             0.79                 1.53               83           📈 持有   
    6799.TW           60               38.24              94.63           -33.67             0.82                 1.85               34           ☁ 觀望   
   8489.TWO          240               56.25              94.58           -25.86             1.25                 2.79               16           ☁ 觀望   
    2466.TW          120               27.27              94.53           -26.64             0.82                 1.98               55           ☁ 觀望   
   6616.TWO           60               32.76              93.49           -56.09             0.68                 1.82               58           📈 持有   
    2887.TW           60               28.57              93.30           -20.25             1.43                 2.24               70           📈 持有   
    3004.TW          240               39.58              92.47           -49.47             0.86                 1.87               48           📈 持有   
   6624.TWO          120               48.57              92.16           -27.34             1.02                 2.64               35           📈 持有   
   2941.TWO          120               16.67              91.96           -17.37             0.75                 3.67                6           ☁ 觀望   
   6983.TWO           10               31.58              90.72           -31.88             1.16                 1.95               57           📈 持有   
    1528.TW           10               27.67              89.83           -59.85             0.77                 1.27              206           📈 持有   
    2069.TW          120               21.54              89.75           -43.33             0.59                 1.66               65           📈 持有   
    2892.TW          240               37.50              89.73            -5.22             1.47                 6.56               16           📈 持有   
   5455.TWO          240               38.46              89.22           -62.56             0.67                 1.46               39           ☁ 觀望   
    4764.TW          120               24.19              88.96           -64.91             0.47                 1.64               62           📈 持有   
    1708.TW          120               26.32              87.99           -29.61             0.94                 1.84               57           📈 持有   
   6465.TWO           20               34.88              87.60           -66.31             0.52                 1.23              172           📈 持有   
    6782.TW           20               31.03              87.03           -26.74             0.95                 1.72               58           📈 持有   
   3083.TWO           10               28.36              86.83           -76.46             0.60                 1.20              201           ☁ 觀望   
    3454.TW          120               24.07              86.01           -41.17             0.55                 1.61               54           📈 持有   
    1203.TW          240               29.03              85.99           -11.26             1.44                 3.90               31           📈 持有   
   3206.TWO           20               33.33              85.56           -40.14             1.08                 1.38              141           📈 持有   
   6603.TWO          120               26.32              84.85           -44.86             0.97                 1.78               57           📈 持有   
    2204.TW          120               20.83              84.23           -48.25             0.60                 1.60               48           ☁ 觀望   
    4938.TW          120               38.30              83.43           -35.81             1.12                 1.81               47           📈 持有   
    7610.TW           10               33.33              83.37            -8.16             0.95                 6.49                6           📈 持有   
   00904.TW           10               43.86              83.26           -17.81             1.79                 2.28               57           📈 持有   
   1599.TWO          120               22.95              82.72           -39.05             0.69                 1.64               61           ☁ 觀望   
   4530.TWO          240               28.95              82.70           -55.61             0.73                 1.67               38           ☁ 觀望   
    6112.TW          240               21.88              82.29           -34.14             0.89                 2.14               32           ☁ 觀望   
   3306.TWO          120               42.59              82.08           -35.58             0.73                 1.63               54           ☁ 觀望   
    2515.TW           10               26.89              82.04           -30.13             1.00                 1.31              212           📈 持有   
    6931.TW           20               36.96              81.99           -22.88             1.21                 2.70               46           ☁ 觀望   
   3516.TWO          240               39.02              81.97           -12.38             1.24                 2.36               41           ☁ 觀望   
    5243.TW           20               34.01              81.82           -43.31             0.75                 1.27              147           ☁ 觀望   
    9945.TW          240               20.51              81.76           -48.47             0.43                 1.67               39           ☁ 觀望   
   8289.TWO          240               17.31              81.51           -37.60             0.50                 1.68               52           📈 持有   
   3663.TWO          120               36.84              81.50           -46.37             0.73                 1.56               57           📈 持有   
   7728.TWO          120               57.14              81.19            -8.09             0.97                 8.35                7           📈 持有   
   8240.TWO           20               35.82              80.91           -40.74             1.05                 1.36              134           ☁ 觀望   
    2606.TW          120               28.79              80.88           -44.66             0.61                 1.55               66           📈 持有   
    2820.TW          240               57.14              80.46            -5.57             1.52                12.18               14           📈 持有   
    1409.TW          240               28.57              80.27           -39.28             0.77                 1.94               42           📈 持有   
    8926.TW           60               22.73              80.20           -26.94             1.07                 1.74               88           📈 持有   
   6244.TWO           20               21.94              79.45           -75.57             0.28                 1.19              155           📈 持有   
    1101.TW          240               26.92              79.36           -16.60             0.74                 3.04               26           ☁ 觀望   
   8432.TWO           60               28.57              78.72           -52.91             0.55                 1.53               77           ☁ 觀望   
    1256.TW          120               26.67              77.94           -36.18             0.64                 1.66               45           📈 持有   
    1721.TW           20               21.79              77.65           -69.84             0.37                 1.23              156           ☁ 觀望   
   00881.TW           10               31.65              77.38           -20.57             1.69                 1.86               79           📈 持有   
   3354.TWO          120               24.68              76.57           -79.96             0.50                 1.32               77           📈 持有   
    2331.TW           60               30.00              76.45           -46.23             0.53                 1.38               70           📈 持有   
   3609.TWO          120               37.25              75.99           -50.76             0.76                 1.65               51           ☁ 觀望   
   5347.TWO          120               28.00              75.38           -44.93             0.75                 1.42               75           📈 持有   
      ^TWII           10               36.52              75.32           -24.89             1.75                 1.53              178           📈 持有   
   6509.TWO          120               19.44              74.96           -76.56             0.29                 1.36               72           📈 持有   
   7792.TWO           20               25.00              74.42           -21.20             0.90                 3.14               16           ☁ 觀望   
    2324.TW           20               36.03              74.33           -27.77             1.37                 1.47              136           ☁ 觀望   
  00640L.TW            5               44.02              73.86           -43.72             1.00                 1.21              259           ☁ 觀望   
    6831.TW            5               50.00              73.57            -7.83             1.40                 9.33                6           📈 持有   
    1308.TW          240               17.95              73.54           -28.20             0.55                 1.87               39           📈 持有   
    6133.TW          120               25.35              73.45           -54.06             0.56                 1.45               71           📈 持有   
   6486.TWO          120               34.29              73.29           -19.62             1.11                 2.01               35           📈 持有   
    1582.TW           20               25.87              72.41           -33.70             1.07                 1.38              143           📈 持有   
    6756.TW           60               24.39              71.76           -58.86             0.47                 1.47               41           ☁ 觀望   
    2845.TW          120               29.09              71.59           -10.18             1.08                 2.64               55           ☁ 觀望   
    2542.TW           20               32.09              71.48           -28.67             1.09                 1.45              134           ☁ 觀望   
    6128.TW          240               25.00              71.23           -34.07             0.89                 2.64               24           ☁ 觀望   
   2237.TWO          240               35.14              71.19           -25.15             0.66                 1.82               37           📈 持有   
   6532.TWO          120               37.50              70.98           -38.64             0.86                 1.52               56           ☁ 觀望   
    2392.TW           60               35.44              70.84           -33.26             0.81                 1.45               79           ☁ 觀望   
    2645.TW          120               35.00              70.70           -34.75             1.00                 2.28               20           ☁ 觀望   
    4958.TW           10               32.35              70.29           -59.43             0.79                 1.19              204           ☁ 觀望   
   3360.TWO           20               28.47              69.84           -59.16             0.59                 1.20              144           📈 持有   
    3033.TW          120               17.74              69.64           -25.67             0.79                 1.78               62           📈 持有   
    2438.TW           10               25.43              69.16           -76.27             0.29                 1.12              232           📈 持有   
   8277.TWO           60               33.33              69.11           -58.44             0.38                 1.27               75           📈 持有   
    2485.TW          120               26.87              67.99           -67.47             0.41                 1.39               67           📈 持有   
    6456.TW           60               23.88              67.73           -72.31             0.27                 1.29               67           📈 持有   
    2380.TW           60               23.53              67.54           -66.10             0.46                 1.32               68           📈 持有   
   3466.TWO          240               34.62              67.49           -41.00             0.58                 1.63               26           ☁ 觀望   
   3290.TWO          120               31.37              67.37           -21.06             1.21                 1.79               51           📈 持有   
   2948.TWO           10               33.70              67.14           -47.20             1.09                 1.54               92           📈 持有   
    2420.TW           20               37.50              67.00           -23.55             1.26                 1.42              144           ☁ 觀望   
   6855.TWO          240               25.00              66.59            -8.09             0.98                 8.82                4           ☁ 觀望   
    2314.TW          120               20.59              66.56           -66.05             0.41                 1.51               34           ☁ 觀望   
    6142.TW           20               32.28              65.75           -55.40             0.66                 1.26              127           ☁ 觀望   
    6579.TW          240                6.90              65.11           -48.02             0.37                 1.60               29           ☁ 觀望   
   00646.TW          240               36.00              64.12           -13.90             1.50                 3.46               25           📈 持有   
   3073.TWO          120               37.50              63.93           -65.04             0.47                 1.26               56           ☁ 觀望   
    4927.TW          120               30.77              63.87           -63.66             0.48                 1.35               39           📈 持有   
    2323.TW           20               28.26              63.83           -34.29             0.54                 1.27              138           📈 持有   
    6405.TW           10               31.34              63.73           -57.61             0.56                 1.17              201           📈 持有   
    6214.TW          120               34.78              62.84           -36.70             0.93                 1.61               46           ☁ 觀望   
    6243.TW          120               35.00              62.82           -53.38             0.48                 1.37               40           ☁ 觀望   
   00922.TW           10               37.78              62.40           -13.47             1.94                 2.75               45           📈 持有   
   5205.TWO           10               25.56              62.11           -95.73             0.28                 1.08              223           📈 持有   
   6245.TWO           20               35.25              61.74           -58.93             0.53                 1.20              139           ☁ 觀望   
    6451.TW            5               30.07              61.71           -64.90             0.47                 1.10              276           ☁ 觀望   
    6141.TW           60               34.25              61.68           -49.47             0.49                 1.31               73           📈 持有   
    1805.TW          240               38.10              61.29           -37.32             0.67                 1.86               21           ☁ 觀望   
    4916.TW          120               23.29              61.25           -72.53             0.35                 1.23               73           ☁ 觀望   
   5013.TWO          120               26.09              61.22           -41.80             0.52                 1.45               69           ☁ 觀望   
    2397.TW          240               36.59              61.04           -46.09             0.72                 1.60               41           ☁ 觀望   
    2886.TW          240               36.36              60.84           -22.73             1.24                 2.73               33           📈 持有   
    1307.TW          240               31.58              60.64           -36.08             0.69                 1.87               38           ☁ 觀望   
   00891.TW           10               42.25              60.53           -14.22             1.51                 1.79               71           📈 持有   
    5876.TW          240               34.29              59.97           -26.47             0.77                 2.18               35           ☁ 觀望   
    2616.TW          240               24.39              59.08           -14.93             0.84                 2.32               41           📈 持有   
   6565.TWO          240               20.83              58.36           -28.11             0.49                 1.60               24           ☁ 觀望   
   00923.TW           10               43.24              58.24           -16.77             1.95                 2.80               37           📈 持有   
   4147.TWO           10               28.50              57.97           -72.27             0.38                 1.13              193           📈 持有   
   6508.TWO          240               25.93              57.27           -12.11             1.21                 2.99               27           ☁ 觀望   
    6789.TW           10               25.58              56.65           -23.65             0.79                 1.36               86           📈 持有   
   00918.TW          120               33.33              56.61            -3.81             1.01                15.65                6           📈 持有   
    1568.TW          120               22.45              56.51           -37.92             0.53                 1.45               49           ☁ 觀望   
  009803.TW           10               57.14              54.84            -2.90             2.66                19.45                7           📈 持有   
   3664.TWO          240               36.36              54.01           -66.84             0.33                 1.31               44           ☁ 觀望   
   00878.TW          120               25.00              53.94            -8.49             1.33                 5.92               16           📈 持有   
    2412.TW          120               24.39              53.30           -13.25             1.59                 3.52               41           📈 持有   
    6525.TW           20               30.97              53.13           -51.55             0.74                 1.28              113           ☁ 觀望   
   5223.TWO           60               29.41              53.08           -60.22             0.44                 1.43               51           📈 持有   
     TXF.TW          240               23.08              53.02           -16.55             0.85                 2.44               26           📈 持有   
    6863.TW          120               41.67              52.86            -8.00             0.94                 3.97               12           ☁ 觀望   
   4577.TWO          120               17.39              52.78           -44.85             0.47                 1.73               23           📈 持有   
    6768.TW          240               31.25              52.18           -16.23             0.83                 3.48               16           ☁ 觀望   
   8416.TWO          240               28.30              51.69           -32.61             0.68                 1.57               53           📈 持有   
    2312.TW           10               29.44              51.28           -37.04             0.61                 1.16              214           ☁ 觀望   
   4911.TWO           20               26.28              51.15           -47.46             0.39                 1.15              137           ☁ 觀望   
   3684.TWO           10               32.78              50.80           -55.80             0.51                 1.14              241           📈 持有   
    2434.TW           20               27.68              50.21           -82.87             0.33                 1.13              177           📈 持有   
   00900.TW          120               20.00              50.05            -5.33             1.04                 9.18               10           📈 持有   
   3441.TWO          120               26.58              49.81           -72.38             0.25                 1.18               79           📈 持有   
    2464.TW           10               35.48              49.74           -45.05             0.57                 1.15              186           ☁ 觀望   
    1809.TW           10               30.10              49.48           -56.78             0.38                 1.13              206           📈 持有   
   1593.TWO           60               27.27              48.62           -44.14             0.46                 1.31               77           📈 持有   
   3691.TWO          120               39.58              48.01           -57.47             0.38                 1.28               48           📈 持有   
    6830.TW           60               30.00              47.95           -24.33             0.66                 1.62               30           📈 持有   
  00753L.TW          240               40.00              47.69           -30.83             0.73                 1.97               15           ☁ 觀望   
    1312.TW          120               27.50              47.25           -39.16             0.64                 1.45               40           📈 持有   
   3088.TWO          240               37.70              47.09           -40.89             0.60                 1.48               61           ☁ 觀望   
   00919.TW           10               41.67              46.90            -9.00             1.72                 2.27               48           📈 持有   
   5301.TWO           20               29.37              46.87           -81.11             0.26                 1.11              143           📈 持有   
    1459.TW          120               37.93              46.85           -19.90             1.08                 1.68               58           📈 持有   
    2903.TW           20               27.14              46.57           -22.62             0.81                 1.32              140           📈 持有   
   00947.TW           60               45.45              46.42           -12.04             1.14                 3.99               11           📈 持有   
   00712.TW           20               41.38              45.43           -16.50             1.29                 1.57               87           ☁ 觀望   
   6708.TWO           10               27.42              45.31           -64.58             0.41                 1.17              124           ☁ 觀望   
    6152.TW           60               25.35              45.16           -51.13             0.41                 1.22               71           📈 持有   
    6854.TW           10               27.59              45.08           -37.57             0.41                 1.27               58           📈 持有   
   8047.TWO          120               21.18              44.95           -83.03             0.22                 1.18               85           📈 持有   
    1466.TW          240               25.93              44.54           -30.40             0.50                 1.60               27           📈 持有   
   6811.TWO           60               25.64              44.47           -31.74             0.51                 1.42               39           ☁ 觀望   
   8349.TWO           20               32.19              44.15           -53.73             0.53                 1.19              146           ☁ 觀望   
    2897.TW          120               23.64              43.96           -23.38             0.95                 1.75               55           📈 持有   
    2495.TW           60               31.03              43.85           -36.55             0.62                 1.30               87           📈 持有   
   7738.TWO           20               23.08              43.85           -21.10             0.67                 2.26               13           ☁ 觀望   
   6894.TWO           60               47.62              43.74           -18.17             1.05                 2.19               21           📈 持有   
    2426.TW          240               30.00              43.21           -32.30             0.56                 1.59               30           📈 持有   
    6282.TW          240               27.27              43.04           -25.31             0.69                 1.71               33           📈 持有   
   3521.TWO           60               37.50              42.84           -55.57             0.38                 1.20               80           📈 持有   
   00927.TW           10               42.50              42.38           -15.41             1.32                 1.98               40           ☁ 觀望   
   6279.TWO          240               40.48              42.27           -27.27             0.67                 1.48               42           ☁ 觀望   
   5355.TWO           20               25.78              42.20           -44.31             0.47                 1.15              128           📈 持有   
    6206.TW          240               35.00              42.04           -26.82             0.45                 1.56               40           ☁ 觀望   
    3652.TW           60               33.33              41.67           -32.79             0.47                 1.22               90           ☁ 觀望   
    2484.TW           20               34.07              41.64           -33.72             0.61                 1.19              135           ☁ 觀望   
    6715.TW           20               25.30              41.34           -44.53             0.42                 1.21               83           📈 持有   
    2103.TW          120               30.36              41.24           -38.84             0.49                 1.40               56           📈 持有   
    1439.TW           20               30.34              41.23           -67.98             0.34                 1.17              145           ☁ 觀望   
    6944.TW           10               26.67              41.15           -13.35             1.07                 2.56               15           📈 持有   
    4952.TW           10               33.68              41.14           -53.61             0.45                 1.12              193           📈 持有   
    1301.TW          120               36.17              40.76           -26.99             0.72                 1.46               47           📈 持有   
    1537.TW          240               23.91              40.42           -13.00             0.87                 2.00               46           ☁ 觀望   
   6174.TWO           60               37.11              39.97           -45.33             0.45                 1.21               97           📈 持有   
    3049.TW           20               27.21              39.02           -44.08             0.42                 1.14              136           📈 持有   
  00650L.TW           60               28.33              38.83           -43.77             0.47                 1.25               60           ☁ 觀望   
   3499.TWO           20               25.17              38.60           -71.80             0.26                 1.09              147           ☁ 觀望   
   00924.TW          240               87.50              38.57           -14.23             1.41                 3.71                8           📈 持有   
  00980A.TW           20               80.00              38.54            -1.75             1.30                23.06                5           📈 持有   
   4154.TWO           60               35.23              38.40           -36.15             0.34                 1.19               88           ☁ 觀望   
    6414.TW          240               35.71              38.11           -46.85             0.44                 1.36               42           ☁ 觀望   
    1310.TW          240               20.00              37.88           -31.06             0.54                 1.65               25           📈 持有   
    8101.TW          240               44.44              37.57           -19.78             0.73                 2.04                9           ☁ 觀望   
    6937.TW           10               40.98              37.31           -24.80             0.71                 1.34               61           📈 持有   
    7788.TW           10               55.56              36.76            -7.68             1.21                 4.24                9           ☁ 觀望   
    2342.TW            5               29.60              36.47           -74.22             0.25                 1.05              321           ☁ 觀望   
    2049.TW          240               26.09              36.39           -56.70             0.31                 1.28               46           ☁ 觀望   
    6592.TW           60               18.87              36.03           -57.33             0.33                 1.29               53           ☁ 觀望   
   7556.TWO            5               34.27              35.72           -32.09             0.50                 1.13              178           📈 持有   
   3597.TWO          120               26.83              35.66           -47.38             0.38                 1.26               41           ☁ 觀望   
   5230.TWO            5               33.21              35.40           -38.84             0.47                 1.09              280           ☁ 觀望   
    6477.TW           60               28.57              35.36           -79.10             0.16                 1.12               77           📈 持有   
    9917.TW          240               19.15              35.36           -22.83             0.91                 1.91               47           ☁ 觀望   
    8039.TW          240               34.21              35.16           -27.47             0.63                 1.42               38           📈 持有   
    9921.TW           20               27.33              34.73           -62.60             0.25                 1.12              150           ☁ 觀望   
    3022.TW           10               30.23              34.07           -50.63             0.38                 1.10              215           ☁ 觀望   
    3501.TW          240               54.55              34.02           -11.96             1.18                 2.38               22           ☁ 觀望   
   4541.TWO          240               27.27              33.69           -27.44             0.59                 1.37               44           📈 持有   
    4576.TW           60               25.00              33.33           -50.79             0.33                 1.22               48           📈 持有   
   4523.TWO           10               27.18              33.00           -69.29             0.26                 1.08              206           📈 持有   
    3003.TW           10               31.96              32.95           -48.75             0.36                 1.08              194           📈 持有   
    6202.TW          240               28.89              32.86           -29.98             0.42                 1.33               45           📈 持有   
    2002.TW          240               21.21              32.68           -20.33             0.46                 1.56               33           ☁ 觀望   
    1102.TW          240               40.38              32.26           -19.97             0.72                 1.52               52           ☁ 觀望   
   00951.TW           20               16.67              31.90           -28.58             0.67                 1.68               24           📈 持有   
    3002.TW          120               34.92              30.95           -33.30             0.38                 1.23               63           📈 持有   
    2302.TW           20               30.32              30.82           -60.30             0.27                 1.09              155           ☁ 觀望   
   6499.TWO          120               22.00              30.74           -66.88             0.20                 1.19               50           ☁ 觀望   
   6140.TWO          120               28.38              30.64           -67.36             0.29                 1.18               74           ☁ 觀望   
  00633L.TW           20               32.79              30.62           -56.12             0.30                 1.09              122           ☁ 觀望   
    2347.TW          120               25.71              30.45           -38.26             0.43                 1.28               70           📈 持有   
  00955.TWO            5               43.75              30.24            -8.01             1.33                 2.39               32           ☁ 觀望   
    2409.TW          240               25.00              30.14           -47.94             0.22                 1.21               48           📈 持有   
   00965.TW           10               41.18              29.99            -5.14             1.53                 3.33               17           📈 持有   
   3558.TWO          120               29.79              29.63           -56.12             0.29                 1.17               47           ☁ 觀望   
    2836.TW          240               16.67              29.57           -20.33             0.45                 1.44               54           📈 持有   
   6612.TWO           10               36.81              29.48           -53.29             0.32                 1.10              163           ☁ 觀望   
   6982.TWO           60               31.25              29.35           -43.14             0.34                 1.46               16           ☁ 觀望   
    1723.TW          240               33.33              29.13           -18.67             0.87                 2.13               21           ☁ 觀望   
   3191.TWO            5               30.60              29.10           -71.58             0.19                 1.04              317           ☁ 觀望   
    9908.TW          120               17.39              28.99            -8.97             0.62                 1.72               46           📈 持有   
    9907.TW          240               17.31              28.71           -39.92             0.45                 1.34               52           📈 持有   
    7780.TW          120               60.00              28.62            -5.92             1.12                 4.31                5           ☁ 觀望   
    6988.TW           10               39.13              28.54           -24.19             0.68                 1.79               23           ☁ 觀望   
    2355.TW           10               33.01              28.21           -53.12             0.38                 1.09              206           📈 持有   
    5203.TW           10               30.96              27.93           -52.24             0.39                 1.10              197           ☁ 觀望   
    4770.TW          120               40.54              27.81           -36.10             0.55                 1.32               37           ☁ 觀望   
    1216.TW          240               31.71              27.27           -20.98             0.56                 1.52               41           ☁ 觀望   
    1762.TW          240               14.63              27.21           -54.81             0.16                 1.18               41           ☁ 觀望   
  00655L.TW           20               33.63              27.15           -51.49             0.31                 1.11              113           ☁ 觀望   
   00875.TW          240               33.33              27.04            -7.09             0.88                 2.63                9           📈 持有   
   8255.TWO          120               24.32              26.86           -64.48             0.15                 1.14               74           ☁ 觀望   
   7714.TWO          120               44.44              26.83           -18.39             0.65                 1.85                9           📈 持有   
    4904.TW          240               27.27              26.65           -10.30             0.75                 1.53               44           📈 持有   
   6844.TWO           20               38.30              26.50           -10.69             0.79                 1.52               47           ☁ 觀望   
    3062.TW           10               33.33              26.09           -61.01             0.25                 1.07              198           📈 持有   
   00941.TW           60               20.00              26.09           -23.38             0.67                 1.98               10           📈 持有   
  00738U.TW           10               31.20              26.05           -64.43             0.34                 1.12              125           📈 持有   
    2801.TW          240               26.47              25.34           -19.51             0.71                 1.58               34           📈 持有   
    9926.TW          240               28.57              24.72           -24.89             0.38                 1.46               49           📈 持有   
    7769.TW            5               66.67              24.70            -4.05             1.78                 4.82                6           ☁ 觀望   
   8383.TWO          240               43.33              24.16           -23.16             0.62                 1.30               60           ☁ 觀望   
    2498.TW           10               29.09              24.14           -69.67             0.17                 1.05              220           ☁ 觀望   
   5516.TWO          240               25.49              24.05           -50.94             0.22                 1.17               51           ☁ 觀望   
   8917.TWO          120               18.75              23.49           -57.02             0.19                 1.17               96           📈 持有   
    2356.TW           20               29.01              23.36           -40.16             0.25                 1.09              162           ☁ 觀望   
  00985A.TW           60              100.00              22.95             0.00             1.97                 0.00                2           📈 持有   
    6794.TW           20               23.81              22.78           -20.54             0.66                 1.73               21           ☁ 觀望   
   5478.TWO           10               30.19              22.76           -61.42             0.19                 1.06              212           📈 持有   
   00929.TW           20               41.38              22.17           -13.99             1.13                 1.84               29           ☁ 觀望   
   6160.TWO          120               32.73              21.85           -42.32             0.23                 1.12               55           ☁ 觀望   
 00740B.TWO          120               34.62              21.75            -7.97             0.84                 2.03               26           📈 持有   
    8463.TW           60               27.27              21.57           -54.38             0.23                 1.10               99           📈 持有   
 00722B.TWO          120               24.14              21.43           -15.96             0.65                 1.85               29           📈 持有   
   00902.TW           20               34.88              21.39           -35.14             0.31                 1.26               43           ☁ 觀望   
    2405.TW          120               33.85              21.34           -59.07             0.22                 1.11               65           ☁ 觀望   
