正在分析 1168 檔標的，並同步產出 TXT, CSV 與 JSON 對照表...
     Stock  Best_Period  Win_Rate%  Total_Return%    MDD%        Sharpe  Trades Status Action
00719B.TWO          240      40.00           9.01   -3.65  4.380000e+00      10   ☁ 觀望     持有
   7750.TW           20     100.00           8.96    0.00  1.422000e+09       1   📈 持有     持有
   2739.TW           60      26.76           8.53  -94.31  1.600000e-01      71   ☁ 觀望 觀察/可賣出
   6861.TW          120      42.86           8.49  -12.91  3.010000e+00       7   📈 持有     持有
  7584.TWO           10      27.62           8.24  -65.78  1.600000e-01     105   ☁ 觀望 觀察/可賣出
   6534.TW           60      23.53           8.20  -19.57  6.400000e-01      17   ☁ 觀望 觀察/可賣出
00981B.TWO           60     100.00           7.86    0.00  1.213630e+03       2   📈 持有     持有
 00945B.TW           20      23.53           7.12   -4.83  2.520000e+00      17   📈 持有 觀察/可賣出
   6526.TW           10      40.54           6.68  -44.11  4.700000e-01      37   📈 持有     持有
 00887.TWO           20      36.96           6.60  -55.85  2.900000e-01      46   ☁ 觀望 觀察/可賣出
00720B.TWO           20      35.06           6.32  -18.80  4.500000e-01      77   📈 持有     持有
  5302.TWO          120      28.57           5.31  -63.02  1.000000e-01      63   📈 持有 觀察/可賣出
   1516.TW           20      30.67           4.86  -87.60  5.000000e-02     163   ☁ 觀望 觀察/可賣出
 009811.TW           10      28.57           4.81   -4.11  3.960000e+00       7   ☁ 觀望 觀察/可賣出
   1213.TW          240      25.53           4.75  -81.16  1.100000e-01      47   ☁ 觀望 觀察/可賣出
   1402.TW          240      27.50           4.25  -20.00  2.900000e-01      40   ☁ 觀望 觀察/可賣出
   1710.TW          240      21.74           4.02  -19.54  3.000000e-01      23   ☁ 觀望 觀察/可賣出
  2724.TWO          120      22.22           3.76 -121.34  5.000000e-02      63   ☁ 觀望 觀察/可賣出
   6906.TW          240     100.00           3.68    0.00  2.216100e+02       2   ☁ 觀望     持有
00933B.TWO           20      32.26           3.57  -10.50  7.400000e-01      31   📈 持有     持有
 00985B.TW           20      50.00           3.35   -0.72  1.112000e+01       2   📈 持有     持有
   4536.TW          120      25.37           3.14  -58.09  7.000000e-02      67   ☁ 觀望 觀察/可賣出
  00946.TW          240      66.67           3.09   -5.63  2.320000e+00       6   📈 持有     持有
  6121.TWO          240      31.48           2.24  -48.91  7.000000e-02      54   ☁ 觀望     持有
 00688L.TW          240      28.57           2.17  -35.89  2.100000e-01      14   ☁ 觀望 觀察/可賣出
00751B.TWO          120      18.92           2.10  -21.78  2.800000e-01      37   📈 持有 觀察/可賣出
  4538.TWO          240      27.78           1.92  -27.91  9.000000e-02      54   📈 持有 觀察/可賣出
00968B.TWO          120     100.00           1.37    0.00  2.173308e+08       1   📈 持有     持有
  1784.TWO           60      29.47           1.35  -78.33  2.000000e-02      95   ☁ 觀望 觀察/可賣出
  3498.TWO          120      33.33           1.11  -69.75  3.000000e-02      48   📈 持有 觀察/可賣出
00981D.TWO           20      50.00           0.59   -2.61  1.540000e+00       4   ☁ 觀望     持有
00970B.TWO          120     100.00           0.40    0.00  6.290900e+07       1   📈 持有     持有
   1536.TW           60      23.53           0.10 -116.16  0.000000e+00      85   ☁ 觀望 觀察/可賣出
  00949.TW          240       0.00          -0.11    0.00 -1.695694e+07       1   📈 持有 觀察/可賣出
   1418.TW          120      27.78          -0.12 -116.54 -0.000000e+00      54   ☁ 觀望 觀察/可賣出
00984B.TWO          120       0.00          -0.20    0.00 -3.155826e+07       1   📈 持有 觀察/可賣出
   6831.TW           20       0.00          -0.29    0.00 -4.602273e+07       1   📈 持有 觀察/可賣出
 00980A.TW          120       0.00          -0.50    0.00 -7.937198e+07       1   📈 持有 觀察/可賣出
  00951.TW          240       0.00          -0.50    0.00 -7.937265e+07       1   📈 持有 觀察/可賣出
  2887I.TW          120       0.00          -1.04    0.00 -1.644453e+08       1   📈 持有 觀察/可賣出
   2601.TW          120      23.91          -1.09  -60.66 -4.000000e-02      46   📈 持有 觀察/可賣出
 009805.TW          120       0.00          -1.14    0.00 -1.804852e+08       1   📈 持有 觀察/可賣出
  5487.TWO          120      38.18          -1.17  -40.20 -5.000000e-02      55   ☁ 觀望     持有
  6264.TWO          120      13.79          -1.29  -29.78 -1.200000e-01      29   ☁ 觀望 觀察/可賣出
   9931.TW          240      28.30          -1.31  -31.14 -5.000000e-02      53   📈 持有 觀察/可賣出
   6924.TW          240       0.00          -1.88    0.00 -2.987103e+08       1   ☁ 觀望 觀察/可賣出
   6885.TW          240       0.00          -2.06    0.00 -3.265528e+08       1   ☁ 觀望 觀察/可賣出
   7786.TW           60       0.00          -2.06    0.00 -3.266390e+08       1   ☁ 觀望 觀察/可賣出
 00953B.TW           60       0.00          -2.10    0.00 -3.336284e+08       1   📈 持有 觀察/可賣出
  00703.TW           20      30.34          -2.34  -39.04 -9.000000e-02      89   ☁ 觀望     持有
   9914.TW           20      30.07          -2.48  -80.11 -3.000000e-02     143   ☁ 觀望 觀察/可賣出
   6794.TW          120       0.00          -2.48    0.00 -3.933304e+08       1   📈 持有 觀察/可賣出
   2254.TW          120      36.36          -2.55  -12.98 -8.600000e-01      11   📈 持有     持有
   3380.TW          240      36.17          -2.67  -40.60 -1.200000e-01      47   📈 持有     持有
  6929.TWO          240      33.33          -2.71   -0.20 -1.650000e+00       3   ☁ 觀望     持有
   6887.TW           60       0.00          -2.75    0.00 -4.358935e+08       1   ☁ 觀望 觀察/可賣出
   1538.TW          240      16.13          -2.94  -75.46 -9.000000e-02      31   ☁ 觀望 觀察/可賣出
00950B.TWO          240      25.00          -3.10   -3.58 -1.060000e+01       8   📈 持有 觀察/可賣出
 00982A.TW            5       0.00          -3.15    0.00 -5.004724e+08       1   ☁ 觀望 觀察/可賣出
 00665L.TW          240      12.50          -3.42  -54.93 -1.900000e-01      24   ☁ 觀望 觀察/可賣出
   6285.TW           60      30.53          -3.48  -61.84 -9.000000e-02      95   📈 持有 觀察/可賣出
 00642U.TW           60      37.66          -3.51  -87.27 -8.000000e-02      77   📈 持有 觀察/可賣出
   4560.TW           20      28.30          -4.39  -50.18 -1.400000e-01     106   📈 持有 觀察/可賣出
   2239.TW           10      29.19          -4.41  -64.69 -6.000000e-02     185   ☁ 觀望 觀察/可賣出
  8077.TWO          120      27.78          -4.44 -155.83 -6.000000e-02      54   ☁ 觀望 觀察/可賣出
   2241.TW           20      22.76          -4.49  -88.95 -8.000000e-02     123   ☁ 觀望 觀察/可賣出
  7812.TWO          240       0.00          -4.69    0.00 -7.440675e+08       1   ☁ 觀望 觀察/可賣出
  7777.TWO          120       0.00          -4.79    0.00 -7.610988e+08       1   📈 持有 觀察/可賣出
  00965.TW           60       0.00          -4.81    0.00 -7.638792e+08       1   📈 持有 觀察/可賣出
00959B.TWO          120      33.33          -4.89   -5.40 -1.197000e+01       3   📈 持有     持有
  8102.TWO          120      33.33          -5.18  -13.42 -1.380000e+00      12   ☁ 觀望     持有
  7782.TWO           60      28.57          -5.49   -9.95 -2.030000e+00       7   ☁ 觀望 觀察/可賣出
   9904.TW          120      29.23          -5.53  -64.06 -2.500000e-01      65   📈 持有 觀察/可賣出
00780B.TWO          240      28.57          -5.97   -1.22 -2.760000e+00       7   📈 持有 觀察/可賣出
  7455.TWO          120       0.00          -5.97   -4.72 -3.169000e+01       3   ☁ 觀望 觀察/可賣出
   3008.TW           10      35.40          -6.11 -104.58 -6.000000e-02     226   📈 持有 觀察/可賣出
   4585.TW           60       0.00          -6.25    0.00 -9.921567e+08       1   📈 持有 觀察/可賣出
   6902.TW          240       0.00          -7.23    0.00 -1.148363e+09       1   ☁ 觀望 觀察/可賣出
   8162.TW          240      28.57          -7.35  -26.56 -1.450000e+00       7   📈 持有 觀察/可賣出
  5228.TWO          240      16.67          -7.65  -88.40 -1.300000e-01      54   📈 持有 觀察/可賣出
00942B.TWO          120       0.00          -7.65   -2.50 -1.324000e+01       5   📈 持有 觀察/可賣出
   2547.TW           10      28.78          -7.75  -43.54 -1.100000e-01     205   📈 持有 觀察/可賣出
  4745.TWO           10      33.33          -7.95  -80.58 -1.100000e-01     210   ☁ 觀望 觀察/可賣出
  4563.TWO          120      14.29          -8.39  -99.94 -2.300000e-01      42   ☁ 觀望 觀察/可賣出
   3059.TW          240      25.45          -8.45  -73.86 -2.300000e-01      55   ☁ 觀望 觀察/可賣出
  00940.TW          120      30.00          -9.01   -8.45 -8.230000e+00      10   📈 持有 觀察/可賣出
00761B.TWO          120      21.88          -9.50  -20.55 -1.960000e+00      32   📈 持有 觀察/可賣出
  3672.TWO           60      19.72          -9.52 -143.28 -1.000000e-01      71   ☁ 觀望 觀察/可賣出
   6957.TW          120       0.00          -9.69   -5.32 -1.600500e+02       2   📈 持有 觀察/可賣出
   1611.TW          240      39.06         -10.03  -52.37 -4.500000e-01      64   ☁ 觀望 觀察/可賣出
 00680L.TW          240      15.79         -10.06  -37.11 -8.100000e-01      19   ☁ 觀望 觀察/可賣出
00772B.TWO           20      28.57         -10.17  -26.94 -1.080000e+00      63   📈 持有 觀察/可賣出
   1337.TW          240      27.59         -10.43  -21.20 -1.230000e+00      29   ☁ 觀望 觀察/可賣出
  6432.TWO           10      27.93         -11.22 -102.98 -1.000000e-01     222   📈 持有 觀察/可賣出
00948B.TWO          120      33.33         -11.31   -6.87 -8.080000e+00       9   📈 持有     持有
   1583.TW           60      31.91         -11.51  -52.61 -4.800000e-01      94   📈 持有 觀察/可賣出
   3266.TW          240      12.77         -11.88  -43.21 -4.500000e-01      47   ☁ 觀望 觀察/可賣出
00773B.TWO          120      20.83         -11.91  -24.48 -2.060000e+00      24   📈 持有 觀察/可賣出
   1726.TW          120      20.97         -11.96  -44.68 -7.600000e-01      62   📈 持有 觀察/可賣出
  3594.TWO           20      30.15         -12.16  -78.70 -1.500000e-01     136   📈 持有 觀察/可賣出
   7799.TW          240       0.00         -12.26    0.00 -1.946962e+09       1   ☁ 觀望 觀察/可賣出
   2395.TW           60      28.21         -12.64  -67.76 -4.400000e-01      78   📈 持有 觀察/可賣出
  3710.TWO           20      25.00         -13.34  -84.56 -2.000000e-01     136   ☁ 觀望 觀察/可賣出
   3045.TW           60      17.65         -13.57  -30.90 -6.300000e-01     119   ☁ 觀望 觀察/可賣出
   6153.TW          120      26.53         -13.58  -70.73 -2.600000e-01      49   📈 持有 觀察/可賣出
  7709.TWO          240       0.00         -13.62    0.00 -2.162108e+09       1   📈 持有 觀察/可賣出
  7714.TWO          240       0.00         -14.06   -9.16 -5.238000e+01       2   📈 持有 觀察/可賣出
00937B.TWO          240      20.00         -14.47  -13.78 -1.236000e+01      10   ☁ 觀望 觀察/可賣出
  7737.TWO          120       0.00         -14.63   -9.06 -5.168000e+01       3   ☁ 觀望 觀察/可賣出
  6228.TWO           60      27.00         -14.78 -245.66 -1.500000e-01     100   ☁ 觀望 觀察/可賣出
   9933.TW           20      26.49         -15.17  -53.99 -3.500000e-01     151   ☁ 觀望 觀察/可賣出
  6218.TWO           60      35.71         -15.92  -54.80 -3.500000e-01      98   📈 持有 觀察/可賣出
  6843.TWO           60      31.03         -16.00  -51.39 -8.600000e-01      29   ☁ 觀望 觀察/可賣出
 911622.TW           60      20.41         -16.59  -70.78 -2.500000e-01      98   📈 持有 觀察/可賣出
   6928.TW          240       0.00         -16.86   -0.01 -1.589000e+01       2   ☁ 觀望 觀察/可賣出
00931B.TWO          240      22.22         -18.43  -15.85 -9.890000e+00       9   ☁ 觀望 觀察/可賣出
  6841.TWO          240      50.00         -18.55   -5.48 -5.980000e+00       4   ☁ 觀望     持有
00679B.TWO          240      18.18         -19.02  -33.98 -2.710000e+00      22   ☁ 觀望 觀察/可賣出
   3550.TW          240      14.29         -19.41  -37.46 -1.190000e+00      35   ☁ 觀望 觀察/可賣出
   6742.TW           20      24.00         -19.90  -60.06 -7.100000e-01      50   ☁ 觀望 觀察/可賣出
00687B.TWO          240      17.39         -20.20  -36.66 -2.890000e+00      23   ☁ 觀望 觀察/可賣出
  3615.TWO          240      25.71         -20.33  -56.65 -7.000000e-01      35   📈 持有 觀察/可賣出
  7783.TWO           60       0.00         -20.44  -17.14 -2.748000e+01       4   ☁ 觀望 觀察/可賣出
   7721.TW          240      16.67         -20.88  -23.43 -1.538000e+01       6   ☁ 觀望 觀察/可賣出
   7740.TW           60       0.00         -21.25    0.00 -3.374082e+09       1   📈 持有 觀察/可賣出
   6965.TW           60      36.36         -21.42  -23.24 -1.072000e+01      11   ☁ 觀望     持有
   4737.TW          240      40.54         -21.61  -30.67 -9.100000e-01      37   📈 持有     持有
00696B.TWO          240      16.13         -21.79  -36.11 -2.600000e+00      31   ☁ 觀望 觀察/可賣出
  00882.TW          240       9.09         -22.98  -25.48 -1.555000e+01      11   📈 持有 觀察/可賣出
   2634.TW          240      21.05         -23.22  -56.15 -6.600000e-01      38   📈 持有 觀察/可賣出
00764B.TWO          240      16.67         -23.90  -25.22 -8.820000e+00      18   ☁ 觀望 觀察/可賣出
   1718.TW          240      21.88         -23.98  -49.17 -1.610000e+00      32   📈 持有 觀察/可賣出
  6859.TWO          120      29.63         -24.06  -34.50 -3.790000e+00      27   ☁ 觀望 觀察/可賣出
   1432.TW          240      22.58         -24.36  -68.54 -1.150000e+00      31   ☁ 觀望 觀察/可賣出
   2208.TW           10      23.11         -24.86 -107.47 -2.500000e-01     212   ☁ 觀望 觀察/可賣出
  00939.TW           60       0.00         -25.16  -22.93 -1.543000e+01      17   📈 持有 觀察/可賣出
  4167.TWO           20      27.52         -25.30 -103.96 -2.900000e-01     149   ☁ 觀望 觀察/可賣出
   6933.TW          240       0.00         -25.52  -19.36 -2.732000e+01       5   ☁ 觀望 觀察/可賣出
  8038.TWO          120      31.75         -25.64 -113.98 -6.000000e-01      63   ☁ 觀望 觀察/可賣出
   3717.TW           10       0.00         -25.94  -24.21 -3.293000e+01       9   📈 持有 觀察/可賣出
  00700.TW           60      28.57         -26.19  -51.76 -2.170000e+00      56   ☁ 觀望 觀察/可賣出
   2646.TW           20       6.25         -26.29  -27.77 -1.847000e+01      16   ☁ 觀望 觀察/可賣出
   5388.TW           20      31.65         -26.51  -57.83 -5.000000e-01     158   ☁ 觀望 觀察/可賣出
  4123.TWO          240      29.82         -27.96  -59.99 -9.900000e-01      57   📈 持有 觀察/可賣出
   6271.TW           10      31.46         -28.29  -57.77 -3.500000e-01     213   📈 持有 觀察/可賣出
   3592.TW          240      15.38         -28.92  -30.04 -1.228000e+01      13   ☁ 觀望 觀察/可賣出
   3057.TW           10      27.91         -29.15  -93.57 -3.700000e-01     215   ☁ 觀望 觀察/可賣出
   1323.TW          240      23.81         -29.18  -30.74 -3.160000e+00      42   ☁ 觀望 觀察/可賣出
   6962.TW          120       0.00         -29.26  -21.26 -2.501000e+01       8   ☁ 觀望 觀察/可賣出
   1789.TW          120      26.32         -30.61  -84.26 -8.900000e-01      57   📈 持有 觀察/可賣出
   9929.TW          240      33.87         -30.83  -97.30 -7.000000e-01      62   ☁ 觀望 觀察/可賣出
  8455.TWO           20      22.94         -30.83 -225.67 -1.700000e-01     170   📈 持有 觀察/可賣出
 00671R.TW          240      12.50         -31.37  -24.90 -2.247000e+01       8   ☁ 觀望 觀察/可賣出
   3432.TW           20      26.81         -31.51  -89.33 -4.000000e-01     138   ☁ 觀望 觀察/可賣出
   6657.TW          240       0.00         -32.48  -31.65 -2.225000e+01       3   ☁ 觀望 觀察/可賣出
  7734.TWO          240      14.29         -32.75  -16.02 -1.259000e+01       7   📈 持有 觀察/可賣出
   1456.TW          240      27.03         -32.93  -63.66 -1.440000e+00      37   ☁ 觀望 觀察/可賣出
 00666R.TW          120      36.67         -33.16  -36.83 -3.300000e+00      30   📈 持有     持有
   7749.TW           20      12.50         -33.75  -38.08 -1.515000e+01       8   ☁ 觀望 觀察/可賣出
  6996.TWO           60      14.29         -34.29  -29.30 -1.483000e+01      14   📈 持有 觀察/可賣出
   6890.TW          120      16.67         -34.86  -25.48 -2.051000e+01       6   ☁ 觀望 觀察/可賣出
  7752.TWO           60      16.67         -35.00  -36.31 -1.519000e+01      12   ☁ 觀望 觀察/可賣出
   3576.TW          240      26.47         -35.07  -35.19 -3.580000e+00      34   📈 持有 觀察/可賣出
  6961.TWO          240       0.00         -35.43   -7.54 -1.268000e+01       4   ☁ 觀望 觀察/可賣出
  3067.TWO          120      23.08         -35.54 -139.38 -3.300000e-01     104   ☁ 觀望 觀察/可賣出
   1444.TW          240      23.64         -35.76  -42.22 -1.720000e+00      55   ☁ 觀望 觀察/可賣出
  5272.TWO           60      23.81         -35.78  -60.39 -7.400000e-01      84   📈 持有 觀察/可賣出
  4609.TWO          240      36.51         -36.82  -76.62 -1.890000e+00      63   ☁ 觀望 觀察/可賣出
   2431.TW           10      29.38         -37.07 -103.56 -4.500000e-01     211   ☁ 觀望 觀察/可賣出
   2432.TW          120      22.22         -37.14  -32.32 -1.087000e+01      18   ☁ 觀望 觀察/可賣出
   2483.TW          240      25.81         -37.36  -41.82 -1.250000e+00      62   📈 持有 觀察/可賣出
   4906.TW           60      32.39         -37.92  -51.56 -1.100000e+00      71   📈 持有 觀察/可賣出
   6722.TW          240       0.00         -39.34  -35.23 -1.500000e+01       7   ☁ 觀望 觀察/可賣出
  00885.TW          240      21.74         -40.87  -40.08 -1.044000e+01      23   📈 持有 觀察/可賣出
   1563.TW          120       0.00         -41.93  -41.75 -1.553000e+01       7   ☁ 觀望 觀察/可賣出
  6179.TWO           10      29.91         -41.99 -140.60 -4.800000e-01     224   ☁ 觀望 觀察/可賣出
 00674R.TW          240      11.54         -42.88  -42.15 -1.478000e+01      26   ☁ 觀望 觀察/可賣出
  2235.TWO          240      17.14         -42.99  -88.37 -2.160000e+00      35   ☁ 觀望 觀察/可賣出
   1589.TW          240      30.77         -43.01 -102.57 -1.760000e+00      26   ☁ 觀望 觀察/可賣出
  4130.TWO           60      20.29         -44.10 -150.84 -8.200000e-01      69   📈 持有 觀察/可賣出
 00664R.TW          240       6.67         -44.44  -42.22 -2.203000e+01      15   ☁ 觀望 觀察/可賣出
   2258.TW          240      15.38         -45.12  -37.97 -1.554000e+01      13   ☁ 觀望 觀察/可賣出
00857B.TWO          120      15.62         -45.14  -40.83 -1.255000e+01      32   📈 持有 觀察/可賣出
   2867.TW          240      12.50         -45.32  -43.14 -1.064000e+01      24   📈 持有 觀察/可賣出
 00638R.TW          240      21.88         -45.62  -45.42 -5.760000e+00      32   ☁ 觀望 觀察/可賣出
  6147.TWO          240      27.12         -46.33  -41.51 -1.850000e+00      59   ☁ 觀望 觀察/可賣出
   5546.TW          240      18.52         -46.48  -53.41 -7.160000e+00      27   ☁ 觀望 觀察/可賣出
 00634R.TW          240      18.75         -46.93  -47.17 -7.320000e+00      32   ☁ 觀望 觀察/可賣出
  6730.TWO          120      30.00         -47.37  -46.70 -4.260000e+00      30   ☁ 觀望 觀察/可賣出
   3419.TW           10      25.12         -47.81  -82.37 -4.700000e-01     215   📈 持有 觀察/可賣出
  7805.TWO          240       0.00         -48.86  -30.53 -1.678200e+02       3   ☁ 觀望 觀察/可賣出
   3094.TW           20      29.73         -48.98  -81.25 -7.300000e-01     148   ☁ 觀望 觀察/可賣出
   6838.TW           60       0.00         -49.06  -43.10 -2.268000e+01       9   ☁ 觀望 觀察/可賣出
 00686R.TW          240      13.33         -49.26  -46.99 -1.640000e+01      15   ☁ 觀望 觀察/可賣出
   4960.TW          120      35.48         -51.55  -63.40 -1.480000e+00      62   📈 持有 觀察/可賣出
  2252.TWO          240      10.00         -51.89  -47.14 -1.494000e+01      10   ☁ 觀望 觀察/可賣出
 00641R.TW          240      11.54         -52.01  -49.91 -1.345000e+01      26   ☁ 觀望 觀察/可賣出
00795B.TWO          240      15.00         -52.73  -37.22 -1.085000e+01      20   ☁ 觀望 觀察/可賣出
   2105.TW          240      12.82         -53.04  -81.17 -3.790000e+00      39   ☁ 觀望 觀察/可賣出
   6166.TW           60      32.89         -53.67 -107.54 -1.410000e+00      76   📈 持有 觀察/可賣出
 00656R.TW          240      25.81         -53.94  -48.50 -7.980000e+00      31   ☁ 觀望 觀察/可賣出
   1711.TW           20      25.61         -54.74  -98.15 -1.070000e+00     164   📈 持有 觀察/可賣出
 00676R.TW          120      10.53         -55.87  -55.12 -1.428000e+01      19   ☁ 觀望 觀察/可賣出
 00651R.TW          120      17.86         -56.22  -54.88 -8.220000e+00      28   ☁ 觀望 觀察/可賣出
  8923.TWO          240      25.23         -56.61  -77.64 -1.180000e+00     111   ☁ 觀望 觀察/可賣出
   2332.TW           10      30.48         -57.70  -91.02 -7.700000e-01     210   📈 持有 觀察/可賣出
  6865.TWO          240       9.09         -60.27  -51.19 -1.812000e+01      11   ☁ 觀望 觀察/可賣出
  5227.TWO          240      23.68         -63.71  -84.12 -2.690000e+00      38   ☁ 觀望 觀察/可賣出
  6461.TWO           10      26.92         -67.72 -137.57 -7.100000e-01     208   ☁ 觀望 觀察/可賣出
  2067.TWO          120      26.79         -68.48  -64.25 -2.900000e+00      56   📈 持有 觀察/可賣出
   3714.TW          240      23.53         -68.66  -72.06 -8.980000e+00      17   ☁ 觀望 觀察/可賣出
  4806.TWO          240      41.18         -71.86  -72.13 -4.230000e+00      17   ☁ 觀望 觀察/可賣出
  8921.TWO          120      23.26         -72.30 -134.22 -1.170000e+00      86   ☁ 觀望 觀察/可賣出
   3041.TW           20      27.85         -72.48 -101.75 -6.800000e-01     158   ☁ 觀望 觀察/可賣出
   1338.TW          240      16.67         -72.57  -74.83 -9.610000e+00      24   ☁ 觀望 觀察/可賣出
  4406.TWO          240      31.03         -73.26  -96.59 -3.550000e+00      58   ☁ 觀望 觀察/可賣出
  8080.TWO          240      18.42         -76.93 -161.59 -1.570000e+00      38   ☁ 觀望 觀察/可賣出
   6719.TW          120      18.18         -78.06  -70.66 -1.325000e+01      22   ☁ 觀望 觀察/可賣出
  4131.TWO          240      37.21         -88.18 -119.65 -2.660000e+00      43   ☁ 觀望 觀察/可賣出
  3221.TWO          240      28.12         -91.03 -104.57 -5.310000e+00      32   📈 持有 觀察/可賣出
  2035.TWO          240      12.07         -94.16 -109.34 -7.090000e+00      58   ☁ 觀望 觀察/可賣出
  3176.TWO          240      29.41         -94.80  -95.92 -4.540000e+00      34   ☁ 觀望 觀察/可賣出
   4555.TW          240      19.57         -95.74  -95.46 -6.620000e+00      46   ☁ 觀望 觀察/可賣出
  6124.TWO           60      24.35         -99.66 -107.24 -1.910000e+00     115   📈 持有 觀察/可賣出
   1340.TW          240      13.89         -99.75  -96.81 -7.890000e+00      36   ☁ 觀望 觀察/可賣出
  8044.TWO          120      20.41        -102.16 -148.23 -4.210000e+00      49   ☁ 觀望 觀察/可賣出
   2923.TW          240      15.69        -108.27 -103.40 -5.320000e+00      51   ☁ 觀望 觀察/可賣出
   6666.TW          240      18.18        -117.64 -114.53 -1.522000e+01      22   ☁ 觀望 觀察/可賣出
  3632.TWO          120      22.92        -117.88 -135.61 -5.560000e+00      48   ☁ 觀望 觀察/可賣出
  8477.TWO          240      20.00        -122.93 -139.06 -8.330000e+00      35   ☁ 觀望 觀察/可賣出
   1529.TW          120      24.59        -126.68 -194.84 -2.240000e+00      61   📈 持有 觀察/可賣出
   6668.TW          120      12.50        -127.32 -125.93 -1.246000e+01      32   ☁ 觀望 觀察/可賣出
   4807.TW          240      25.00        -130.23 -129.31 -1.243000e+01      40   ☁ 觀望 觀察/可賣出
  4556.TWO          240      20.00        -138.35 -100.95 -6.090000e+00      65   ☁ 觀望 觀察/可賣出
   3054.TW          240      19.12        -142.41 -143.81 -5.370000e+00      68   📈 持有 觀察/可賣出
  3523.TWO          240      24.44        -153.05 -150.78 -7.630000e+00      45   ☁ 觀望 觀察/可賣出
   1460.TW          120      16.33        -155.03 -158.18 -1.028000e+01      49   📈 持有 觀察/可賣出
  4161.TWO          120      14.52        -157.79 -153.22 -7.770000e+00      62   ☁ 觀望 觀察/可賣出
   6573.TW          240      14.29        -166.83 -165.11 -1.136000e+01      42   📈 持有 觀察/可賣出
  3252.TWO          120      19.51        -167.04 -153.39 -9.110000e+00      82   📈 持有 觀察/可賣出
   2321.TW          240      21.74        -179.37 -157.73 -7.520000e+00      46   📈 持有 觀察/可賣出
  8067.TWO          240      26.61        -240.95 -246.27 -5.990000e+00     109   ☁ 觀望 觀察/可賣出
   6225.TW          240      24.62        -248.15 -267.02 -6.480000e+00      65   📈 持有 觀察/可賣出
  8291.TWO          240      26.03        -270.65 -270.72 -7.710000e+00      73   ☁ 觀望 觀察/可賣出

===============================================================================================
 報告已產出至: report/20260307
 1. CSV: report/20260307/ma_composite-v5-6_report_20260307.csv
 2. TXT: report/20260307/ma_composite-v5-6_report_20260307.txt
 3. JSON: data/stock_best_ma.json (供未來程式調用)
===============================================================================================
