est_price,om,date,pe,advice,rev_yoy,symbol,eps_yoy,eps,prev_eps,gm,price,prev_eps_yoy,expansion,name,prev_rev_yoy,status,prev_year
53.1,N/A,2025-12,12.66949109437853,✅ 穩健價值,-6.92,8110.TW,830.77,2.48,1.29,N/A,44.8499984741,270.59,837.6899999999999,華東,-8.99,🧐 疑業外收益,2025
67.65,N/A,2025-12,222.8381374722838,⚠️ 追價風險,24.44,8046.TW,840.63,3.01,1.15,N/A,1005.0,2775.0,816.1899999999999,南電,18.82,🚀 利潤擴張,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,12.57,6182.TWO,800.0,0.09,-0.05,N/A,40.0999984741,-350.0,787.43,合晶,11.35,🔄 轉虧為盈,2025
22.650000000000006,-167.95%,2025-12,12.450330620596022,✅ 穩健價值,-0.57,2102.TW,721.43,6.28,-2.22,20.10%,18.7999992371,-258.33,722.0,泰豐,1.98,🔄 轉虧為盈,2025
0.0,4.40%,2025-12,0.0,⚪ 數據不足,-5.37,4414.TW,700.0,0.68,0.02,19.96%,0.0,107.14,705.37,如興,-4.36,🧐 疑業外收益,2025
3.75,5.00%,2025-12,119.0,⚠️ 追價風險,10.91,3236.TWO,700.0,0.32,0.12,26.03%,29.75,250.0,689.09,千如,7.39,🚀 利潤擴張,2025
7.200000000000003,-5.65%,2025-12,21.145832538541658,⚪ 中性觀察,-3.39,2323.TW,685.19,1.58,0.37,23.42%,10.1499996185,-2.63,688.58,中環,-4.42,🧐 疑業外收益,2025
-9.45,6.14%,2025-12,0.0,⚪ 數據不足,114.77,4413.TWO,783.33,0.53,-0.26,24.00%,19.0499992371,-966.67,668.5600000000001,飛寶企業,140.24,🔄 轉虧為盈,2025
7.2,0.43%,2025-12,21.562500794791664,⚪ 中性觀察,3.99,4924.TWO,660.0,0.38,0.28,27.32%,10.3500003815,460.0,656.01,欣厚-KY,22.5,🚀 利潤擴張,2025
17.099999999999998,-11.28%,2025-12,15.833332664122809,✅ 穩健價值,16.76,3002.TW,620.0,0.36,0.48,17.03%,18.0499992371,422.22,603.24,歐格,14.66,🚀 利潤擴張,2025
3.4499999999999997,15.37%,2025-12,390.43479587739137,⚠️ 追價風險,9.55,2344.TW,576.92,0.88,0.12,41.86%,89.8000030518,-57.14,567.37,華邦電,-0.22,🚀 利潤擴張,2025
39.0,-188.65%,2025-12,25.384615384615383,⚠️ 追價風險,26.61,3054.TW,590.0,1.96,0.66,62.07%,66.0,288.57,563.39,立萬利,24.16,🏰 高護城河,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,-17.0,9949.TWO,544.54,5.29,5.5,N/A,0.0,1270.21,561.54,琉園,-19.03,🧐 疑業外收益,2025
-13.950000000000003,N/A,2025-12,0.0,⚪ 數據不足,0.1,6282.TW,550.0,0.18,-0.38,N/A,47.3499984741,-90.0,549.9,康舒,-4.33,🔄 轉虧為盈,2025
2.5500000000000025,-66.51%,2025-12,89.41176358411757,⚠️ 追價風險,-10.43,2491.TW,457.5,1.43,0.49,43.42%,15.1999998093,179.03,467.93,吉祥全,-12.66,🧐 疑業外收益,2025
18.15,-18.51%,2025-12,26.48760267528926,⚠️ 追價風險,20.59,3297.TWO,461.54,0.47,0.54,30.70%,32.0499992371,2600.0,440.95000000000005,杭特,18.74,🚀 利潤擴張,2025
-9.599999999999998,4.44%,2025-12,0.0,⚪ 數據不足,334.57,3555.TWO,752.94,1.28,-0.58,18.45%,248.0,7.84,418.37000000000006,博士旺,310.97,🔄 轉虧為盈,2025
13.199999999999998,15.14%,2025-12,30.965909090909097,⚠️ 追價風險,-9.02,2243.TW,408.33,1.22,-0.11,22.27%,27.25,38.89,417.34999999999997,宏旭-KY,-10.45,🔄 轉虧為盈,2025
264.15000000000003,18.24%,2025-12,48.892674616695054,⚠️ 追價風險,95.35,3167.TW,474.47,8.13,5.45,42.12%,861.0,790.16,379.12,大量,119.15,🚀 利潤擴張,2025
16.499999999999996,0.23%,2025-12,8.663636120909093,💎 強力關注,-9.55,1413.TW,364.71,0.45,0.43,2.52%,9.529999733,326.32,374.26,宏洲,-6.34,🧐 疑業外收益,2025
38.849999999999994,7.74%,2025-12,99.61389961389962,⚠️ 追價風險,5.46,4764.TW,377.27,1.22,0.62,23.49%,258.0,187.32,371.81,雙鍵,6.23,🚀 利潤擴張,2025
68.4,N/A,2025-12,5.997807101206139,💎 強力關注,12.01,5490.TWO,382.35,1.69,1.26,N/A,27.3500003815,916.67,370.34000000000003,同亨,13.03,🚀 利潤擴張,2025
42.0,N/A,2025-12,6.25,💎 強力關注,-6.42,8940.TW,358.33,0.55,0.02,N/A,17.5,103.23,364.75,新天地,-10.3,🧐 疑業外收益,2025
59.699999999999996,-15.39%,2025-12,16.83417085427136,⚪ 中性觀察,49.68,3219.TWO,406.67,1.52,1.65,69.49%,67.0,179.66,356.99,倚強科,43.11,🏰 高護城河,2025
38.1,-2.70%,2025-12,6.771653843661418,💎 強力關注,0.41,2409.TW,327.5,0.9,0.52,10.73%,17.2000007629,185.25,327.09,友達,-0.15,🚀 利潤擴張,2025
321.90000000000003,0.97%,2025-12,4.5712953622600185,💎 強力關注,29.26,4439.TW,346.24,7.73,7.71,15.60%,98.0999984741,114.76,316.98,冠星-KY,30.37,🚀 利潤擴張,2025
-2.7000000000000006,-12.67%,2025-12,0.0,⚪ 數據不足,-14.09,2399.TW,275.0,0.15,-0.11,8.40%,42.4500007629,-222.22,289.09,映泰,-14.04,🔄 轉虧為盈,2025
359.25,-79.17%,2025-12,1.6764092495156577,💎 強力關注,-5.85,2498.TW,275.85,7.21,7.88,34.44%,40.1500015259,352.24,281.70000000000005,宏達電,-0.73,🧐 疑業外收益,2025
194.10000000000002,N/A,2025-12,4.474497799528593,💎 強力關注,-9.71,9914.TW,271.37,4.01,4.81,N/A,57.9000015259,-18.34,281.08,美利達,-8.55,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,12.97,6165.TW,288.24,4.02,3.02,N/A,0.0,410.34,275.27,浪凡,12.63,🚀 利潤擴張,2025
65.55,13.23%,2025-12,50.80091533180778,⚠️ 追價風險,20.44,4576.TW,294.12,2.01,1.26,38.42%,222.0,447.83,273.68,大銀微系統,19.84,🚀 利潤擴張,2025
-8.100000000000001,-53.06%,2025-12,0.0,⚪ 數據不足,-14.27,2466.TW,241.18,0.25,0.98,-4.21%,57.7000007629,230.67,255.45000000000002,冠西電,-6.66,🧐 疑業外收益,2025
174.45,6.96%,2025-12,2.8116939606964744,💎 強力關注,0.02,1608.TW,254.81,5.5,4.75,9.17%,32.7000007629,241.94,254.79,華榮,-0.36,🚀 利潤擴張,2025
3.9000000000000004,18.72%,2025-12,25.192308425769227,⚠️ 追價風險,-0.24,1718.TW,250.0,0.09,0.19,41.46%,6.5500001907,-11.76,250.24,中纖,4.96,🧐 疑業外收益,2025
68.25,N/A,2025-12,23.186813186813186,⚠️ 追價風險,-0.48,4949.TW,240.74,1.91,1.48,N/A,105.5,180.87,241.22,有成精密,-1.75,🧐 疑業外收益,2025
-2.4000000000000004,25.89%,2025-12,0.0,⚪ 數據不足,7.93,1438.TW,237.01,1.74,-0.9,29.82%,22.1499996185,10.89,229.07999999999998,三地開發,-98.23,🔄 轉虧為盈,2025
22.050000000000004,248.16%,2025-12,9.31972776142857,💎 強力關注,-20.46,1456.TW,207.21,3.41,-0.9,46.73%,13.6999998093,15.89,227.67000000000002,怡華,-26.31,🔄 轉虧為盈,2025
31.349999999999998,14.09%,2025-12,30.90909017899522,⚠️ 追價風險,6.6,3530.TW,230.83,1.74,0.47,31.94%,64.5999984741,-50.0,224.23000000000002,晶相光,-5.41,🚀 利潤擴張,2025
14.399999999999999,-1.87%,2025-12,22.187499205312502,⚠️ 追價風險,-13.63,2034.TW,200.0,0.21,0.33,5.45%,21.2999992371,94.12,213.63,允強,-4.98,🧐 疑業外收益,2025
83.1,9.56%,2025-12,3.420577755036101,💎 強力關注,-1.28,4167.TWO,203.51,1.72,1.43,30.12%,18.9500007629,237.21,204.79,松瑞藥,-6.23,🧐 疑業外收益,2025
66.44999999999999,14.38%,2025-12,7.460496441783297,💎 強力關注,12.21,4744.TWO,216.0,2.51,1.0,42.43%,33.0499992371,400.0,203.79,皇將,14.04,🚀 利潤擴張,2025
31.349999999999998,N/A,2025-12,49.04306220095694,⚠️ 追價風險,20.92,6902.TW,222.58,1.58,0.23,N/A,102.5,119.47,201.66000000000003,GOGOLOOK,20.7,🚀 利潤擴張,2025
468.90000000000003,-7.46%,2025-12,3.5988483685220727,💎 強力關注,12.25,2316.TW,212.47,13.38,10.81,5.71%,112.5,260.07,200.22,楠梓電,8.72,🚀 利潤擴張,2025
20.249999999999996,10.64%,2025-12,28.148148148148152,⚠️ 追價風險,29.92,1796.TWO,229.63,0.7,0.31,31.84%,38.0,150.0,199.70999999999998,金穎生技,36.52,🚀 利潤擴張,2025
51.15,N/A,2025-12,19.970674039325516,⚪ 中性觀察,8.46,6840.TWO,205.88,1.58,1.18,N/A,68.0999984741,76.12,197.42,東研信超,5.51,🚀 利潤擴張,2025
7.2,-10.81%,2025-12,29.166666666666664,⚠️ 追價風險,-7.75,3191.TWO,189.47,0.51,0.55,29.43%,14.0,219.57,197.22,雲嘉南,-1.51,🧐 疑業外收益,2025
60.59999999999999,1.71%,2025-12,9.443069684628716,💎 強力關注,2.05,3048.TW,195.71,2.01,1.14,3.50%,38.1500015259,153.27,193.66,益登,5.31,🚀 利潤擴張,2025
34.199999999999996,N/A,2025-12,23.77193015916667,⚠️ 追價風險,22.23,6202.TW,213.64,0.76,0.62,N/A,54.2000007629,191.04,191.41,盛群,31.27,🚀 利潤擴張,2025
-9.6,3.38%,2025-12,0.0,⚪ 數據不足,3.52,2413.TW,193.18,0.41,-0.25,17.05%,43.5499992371,62.12,189.66,環科,8.02,🔄 轉虧為盈,2025
0.30000000000000027,-14.33%,2025-12,1072.500038144999,⚠️ 追價風險,-87.0,1516.TW,100.65,0.04,0.1,5.36%,21.4500007629,-70.59,187.65,川飛,-90.58,🧐 疑業外收益,2025
56.25,N/A,2025-12,12.186666870106666,✅ 穩健價值,18.84,6112.TW,203.33,1.82,1.2,N/A,45.7000007629,-3.23,184.49,邁達特,20.56,🚀 利潤擴張,2025
11.099999999999998,N/A,2025-12,22.162161646621627,⚠️ 追價風險,6.56,6246.TWO,186.36,1.14,-0.04,N/A,16.3999996185,97.79,179.8,臺龍,11.15,🔄 轉虧為盈,2025
0.0,21.37%,2025-12,0.0,⚪ 數據不足,2.54,4746.TW,180.15,3.67,2.44,41.59%,0.0,39.43,177.61,台耀,4.96,🚀 利潤擴張,2025
163.5,-11.23%,2025-12,2.055045836559633,💎 強力關注,70.72,3609.TWO,248.27,6.42,7.31,8.05%,22.3999996185,314.37,177.55,三一東林,27.17,🚀 利潤擴張,2025
20.7,N/A,2025-12,9.202898412536232,💎 強力關注,-13.43,6573.TW,163.4,1.23,1.61,N/A,12.6999998093,228.8,176.83,虹揚-KY,-11.95,🧐 疑業外收益,2025
213.00000000000003,N/A,2025-12,11.971830985915492,💎 強力關注,23.89,6719.TW,198.64,6.58,4.25,N/A,170.0,89.73,174.75,力智,22.77,🚀 利潤擴張,2025
29.999999999999996,N/A,2025-12,22.049999237050002,⚠️ 追價風險,-1.13,6127.TWO,173.44,0.47,0.91,N/A,44.0999984741,275.0,174.57,九豪,-0.97,🧐 疑業外收益,2025
24.750000000000004,14.30%,2025-12,21.696969234606062,⚪ 中性觀察,-3.75,4556.TWO,170.59,0.92,0.49,42.07%,35.7999992371,172.22,174.34,旭然,-8.55,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,5.62,5703.TWO,178.95,0.53,0.09,N/A,0.0,175.0,173.32999999999998,亞都,4.04,🚀 利潤擴張,2025
22.800000000000004,N/A,2025-12,40.98684160335526,⚠️ 追價風險,50.65,6209.TW,222.67,0.92,0.49,N/A,62.2999992371,190.57,172.01999999999998,今國光,39.08,🚀 利潤擴張,2025
33.150000000000006,N/A,2025-12,26.606334496425337,⚠️ 追價風險,12.23,6841.TWO,183.87,0.89,0.81,N/A,58.7999992371,1700.0,171.64000000000001,長佳智能,2.1,🚀 利潤擴張,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,27.9,7610.TW,194.08,5.45,1.75,N/A,0.0,3.33,166.18,聯友金屬-創,-4.54,🚀 利潤擴張,2025
10.35,2.96%,2025-12,45.942030091159424,⚠️ 追價風險,23.11,1587.TW,188.1,0.37,0.24,18.05%,31.7000007629,155.81,164.99,吉茂,19.92,🚀 利潤擴張,2025
4.65,1.35%,2025-12,872.5806451612904,⚠️ 追價風險,10.09,2486.TW,175.0,0.22,0.16,15.86%,270.5,300.0,164.91,一詮,13.26,🚀 利潤擴張,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,164.5,6994.TW,328.87,6.34,1.13,N/A,0.0,47.95,164.37,富威電力,21.0,🚀 利潤擴張,2025
693.9,N/A,2025-12,2.16169476869866,💎 強力關注,78.68,6596.TWO,242.99,18.83,17.41,N/A,100.0,241.37,164.31,寬宏藝術,97.52,🚀 利潤擴張,2025
-11.25,N/A,2025-12,0.0,⚪ 數據不足,62.85,6265.TWO,223.81,0.68,-0.24,N/A,39.7999992371,-271.43,160.96,方土昶,25.19,🔄 轉虧為盈,2025
435.15,N/A,2025-12,13.185108583247157,✅ 穩健價值,130.83,5439.TWO,291.45,13.74,9.52,N/A,382.5,280.8,160.61999999999998,高技,130.37,🚀 利潤擴張,2025
-4.95,3.61%,2025-12,0.0,⚪ 數據不足,-69.84,3489.TWO,89.89,-0.09,-0.13,10.14%,22.1000003815,23.53,159.73000000000002,森寶,-54.34,🧐 疑業外收益,2025
106.8,-21.47%,2025-12,5.161516853932584,💎 強力關注,-6.62,4526.TW,150.56,1.81,2.61,7.66%,36.75,271.05,157.18,東台,-1.22,🧐 疑業外收益,2025
91.05,-22.27%,2025-12,4.505766125453048,💎 強力關注,19.21,3630.TWO,173.02,1.86,2.19,4.18%,27.3500003815,219.44,153.81,新鉅科,18.28,🚀 利潤擴張,2025
189.75000000000003,N/A,2025-12,3.7905138943003944,💎 強力關注,-15.36,6684.TWO,137.2,1.57,3.24,N/A,47.9500007629,203.85,152.56,安格,-15.66,🧐 疑業外收益,2025
-13.5,N/A,2025-12,0.0,⚪ 數據不足,-93.38,6838.TW,58.65,-0.55,-0.24,N/A,27.8999996185,77.78,152.03,台新藥,-95.44,🧐 疑業外收益,2025
-5.8500000000000005,81.17%,2025-12,0.0,⚪ 數據不足,72.24,4157.TWO,220.0,0.06,-0.22,98.33%,10.0,-1000.0,147.76,太景*-KY,-79.84,🔄 轉虧為盈,2025
2.4,22.84%,2025-12,120.3125,⚠️ 追價風險,-3.71,3252.TWO,141.94,0.13,-0.1,43.11%,19.25,54.55,145.65,海灣,-4.86,🔄 轉虧為盈,2025
67.05000000000001,1.68%,2025-12,16.375838243445187,⚪ 中性觀察,65.48,3162.TWO,209.26,1.7,1.25,11.59%,73.1999969482,292.31,143.77999999999997,精確,89.71,🚀 利潤擴張,2025
107.1,-0.68%,2025-12,8.459383967212887,💎 強力關注,-8.77,3673.TW,133.62,2.71,2.56,5.83%,60.4000015259,55.15,142.39000000000001,TPK-KY,-8.66,🧐 疑業外收益,2025
0.0,N/A,2025-12,0.0,⚪ 數據不足,-20.68,6236.TWO,119.51,0.08,0.05,N/A,0.0,111.11,140.19,中湛,-18.24,🧐 疑業外收益,2025
6.449999999999999,N/A,2025-12,93.4883738672093,⚠️ 追價風險,42.33,6708.TWO,180.65,0.25,0.05,N/A,40.2000007629,119.23,138.32,天擎,48.16,🚀 利潤擴張,2025
9.450000000000005,N/A,2025-12,34.76190415634919,⚠️ 追價風險,-32.24,5227.TWO,104.91,0.17,2.99,N/A,21.8999996185,199.67,137.15,立凱-KY,-19.06,🧐 疑業外收益,2025
18.9,N/A,2025-12,69.52380831277777,⚠️ 追價風險,16.84,6485.TWO,152.21,0.71,-0.32,N/A,87.5999984741,70.64,135.37,點序,14.7,🔄 轉虧為盈,2025
-28.5,39.15%,2025-12,0.0,⚪ 數據不足,95.09,2408.TW,229.88,2.13,-1.45,49.05%,215.5,-28.32,134.79,南亞科,32.43,🔄 轉虧為盈,2025
205.50000000000003,5.14%,2025-12,6.021897810218977,💎 強力關注,44.32,3709.TWO,178.19,7.11,3.61,8.09%,82.5,167.46,133.87,鑫聯大投控,55.41,🚀 利潤擴張,2025
-57.45,-223.66%,2025-12,0.0,⚪ 數據不足,-72.48,3466.TWO,58.98,-1.11,-0.81,-8.98%,38.8499984741,65.77,131.46,德晉,-68.41,🧐 疑業外收益,2025
183.0,41.27%,2026-03,216.39344262295083,⚠️ 追價風險,515.18,3081.TWO,645.65,3.44,4.66,54.76%,2640.0,884.75,130.47000000000003,聯亞,82.29,🏰 高護城河,2025
-35.85,-456.27%,2025-12,0.0,⚪ 數據不足,-75.71,4934.TW,54.11,-0.95,-0.67,-156.07%,15.8999996185,16.25,129.82,太極,-81.44,🧐 疑業外收益,2025
130.35,6.32%,2025-12,5.460299282266973,💎 強力關注,-19.52,2607.TW,108.46,3.56,2.72,18.52%,47.4500007629,139.38,127.97999999999999,榮運,-19.69,🧐 疑業外收益,2025
229.49999999999997,N/A,2025-12,24.77124183006536,⚠️ 追價風險,32.59,5386.TWO,159.21,8.61,3.03,N/A,379.0,103.38,126.62,青雲,12.38,🚀 利潤擴張,2025
66.44999999999999,N/A,2025-12,7.460496441783297,💎 強力關注,35.14,6021.TWO,161.27,3.76,2.46,N/A,33.0499992371,128.3,126.13000000000001,美好證,13.11,🚀 利潤擴張,2025
0.0,-3.44%,2025-12,0.0,⚪ 數據不足,29.09,3540.TWO,155.22,0.74,0.47,27.46%,0.0,147.47,126.13,曜越,30.74,🚀 利潤擴張,2025
105.44999999999999,N/A,2025-12,5.1066858500569,💎 強力關注,51.31,8473.TW,177.17,2.55,2.05,N/A,35.9000015259,130.34,125.85999999999999,山林水,62.88,🚀 利潤擴張,2025
69.75,13.87%,2025-12,115.26881720430107,⚠️ 追價風險,-4.69,3105.TWO,120.99,4.0,1.57,31.80%,536.0,-40.53,125.67999999999999,穩懋,-13.87,🧐 疑業外收益,2025
43.650000000000006,N/A,2025-12,10.824742268041236,💎 強力關注,20.19,6276.TWO,142.59,0.92,0.66,N/A,31.5,128.33,122.4,安鈦克,28.81,🚀 利潤擴張,2025
3.75,-3.62%,2025-12,29.9200000764,⚠️ 追價風險,8.09,1512.TW,127.94,0.19,0.04,28.43%,7.4800000191,111.76,119.85,瑞利,2.64,🚀 利潤擴張,2025
67.5,26.41%,2025-12,6.388888888888889,💎 強力關注,59.65,2596.TWO,177.61,1.86,1.04,32.97%,28.75,425.0,117.96000000000001,綠意,217.33,🚀 利潤擴張,2025
10.350000000000001,N/A,2025-12,41.01449164797101,⚠️ 追價風險,22.38,8080.TWO,139.29,0.12,0.2,N/A,28.2999992371,190.91,116.91,泰霖,34.06,🚀 利潤擴張,2025
0.6000000000000001,2.93%,2025-12,1008.7499618524997,⚠️ 追價風險,7.47,4555.TW,122.09,0.19,-0.02,31.93%,40.3499984741,97.22,114.62,氣立,8.77,🔄 轉虧為盈,2025
-7.5,N/A,2025-12,0.0,⚪ 數據不足,-90.1,6198.TWO,23.33,-0.23,-0.12,N/A,21.9500007629,55.56,113.42999999999999,瑞築,-92.7,🧐 疑業外收益,2025
5.250000000000002,-88.29%,2025-12,27.79999869199999,⚠️ 追價風險,-61.59,4702.TWO,51.72,0.88,0.23,35.38%,9.7299995422,-14.81,113.31,中美實,-60.26,🧐 疑業外收益,2025
592.05,35.36%,2025-12,11.04636432733722,💎 強力關注,32.13,3260.TWO,144.7,23.18,10.08,48.37%,436.0,19.56,112.57,威剛,22.8,🚀 利潤擴張,2025
-17.700000000000003,14.50%,2025-12,0.0,⚪ 數據不足,-22.64,2025.TW,87.32,-0.18,-0.41,-19.82%,11.0500001907,28.07,109.96,千興,-15.81,🧐 疑業外收益,2025
-4.95,N/A,2025-12,0.0,⚪ 數據不足,-6.4,8455.TWO,102.7,0.02,0.02,N/A,23.7000007629,104.35,109.10000000000001,大拓-KY,-7.04,🧐 疑業外收益,2025
-5.399999999999999,N/A,2025-12,0.0,⚪ 數據不足,26.06,9955.TW,134.62,0.54,-0.37,N/A,28.8999996185,50.67,108.56,佳龍,17.8,🔄 轉虧為盈,2025
279.75000000000006,N/A,2025-12,15.067024128686326,✅ 穩健價值,2.46,4967.TW,110.31,13.06,3.47,N/A,281.0,-46.86,107.85000000000001,十銓,-15.55,🚀 利潤擴張,2025
-38.4,N/A,2025-12,0.0,⚪ 數據不足,-52.73,8477.TWO,53.77,-0.92,-0.62,N/A,13.5500001907,80.0,106.5,創業家,-51.54,🧐 疑業外收益,2025
94.35,17.13%,2025-12,3.680445090381558,💎 強力關注,1.8,2501.TW,108.09,2.83,1.91,26.51%,23.1499996185,127.38,106.29,國建,7.39,🚀 利潤擴張,2025
-14.549999999999999,N/A,2025-12,0.0,⚪ 數據不足,63.6,6465.TWO,168.25,0.86,-0.75,N/A,45.2000007629,29.25,104.65,威潤,5.09,🔄 轉虧為盈,2025
131.09999999999997,16.62%,2025-12,16.18993135011442,⚪ 中性觀察,39.88,3135.TW,143.64,6.33,1.5,19.12%,141.5,-29.03,103.75999999999999,凌航,34.74,🚀 利潤擴張,2025
79.8,N/A,2025-12,10.35714257031955,💎 強力關注,61.2,6150.TWO,164.15,2.63,1.55,N/A,55.0999984741,156.36,102.95,撼訊,77.79,🚀 利潤擴張,2025
19.2,2.26%,2025-12,57.8125,⚠️ 追價風險,5.42,2465.TW,107.41,0.43,0.09,10.44%,74.0,102.43,101.99,麗臺,32.51,🚀 利潤擴張,2025
19.05,-1.48%,2025-12,29.60629801110236,⚠️ 追價風險,1.84,2926.TWO,100.0,0.54,0.34,40.82%,37.5999984741,241.67,98.16,誠品生活,2.58,🚀 利潤擴張,2025
65.7,7.07%,2025-12,5.468036703858448,💎 強力關注,21.45,1541.TW,118.87,2.32,1.32,19.55%,23.9500007629,41.94,97.42,錩泰,28.08,🚀 利潤擴張,2025
29.099999999999998,0.24%,2025-12,2.8969071575257734,💎 強力關注,13.61,2380.TW,110.31,0.72,0.47,24.41%,5.6199998856,133.57,96.7,虹光,9.38,🚀 利潤擴張,2025
-7.0500000000000025,N/A,2025-12,0.0,⚪ 數據不足,50.49,4971.TWO,146.97,1.65,0.09,N/A,791.0,103.17,96.47999999999999,IET-KY,54.63,🚀 利潤擴張,2025
-7.35,N/A,2025-12,0.0,⚪ 數據不足,8.41,5516.TWO,104.43,0.16,0.34,N/A,11.75,116.43,96.02000000000001,雙喜,7.31,🚀 利潤擴張,2025
10.65,-9.15%,2025-12,1083.0985915492956,⚠️ 追價風險,38.72,3363.TWO,134.04,0.16,0.37,12.43%,769.0,317.65,95.32,上詮,49.52,🚀 利潤擴張,2025
520.3499999999999,N/A,2025-12,40.93398673969444,⚠️ 追價風險,96.69,6739.TWO,191.99,16.13,10.13,N/A,1420.0,167.2,95.30000000000001,竹陞科技,94.38,🚀 利潤擴張,2025
4.65,N/A,2025-12,179.99999753903228,⚠️ 追價風險,23.69,6125.TWO,118.18,0.1,0.13,N/A,55.7999992371,123.21,94.49000000000001,廣運,15.42,🚀 利潤擴張,2025
159.3,12.64%,2025-12,6.139359411318266,💎 強力關注,6.13,3687.TWO,100.43,4.67,4.47,39.69%,65.1999969482,151.12,94.30000000000001,歐買尬,5.19,🚀 利潤擴張,2025
-2.1,-2853.40%,2025-12,0.0,⚪ 數據不足,7.27,1453.TW,100.0,0.04,0.05,912.85%,11.8000001907,-58.33,92.73,大將,4.56,🏰 高護城河,2025
