股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
8112.TW,+0.00%,-0.31%,-2.05%,-1.29%,+1.31%,+1.31%,+1.61%,-0.16%,+1.75%,+0.16%
00633L.TW,+2.74%,+2.03%,-0.85%,+0.41%,+3.79%,+3.79%,-0.41%,-0.81%,+1.35%,+2.11%
1535.TW,+0.00%,+0.44%,+0.00%,-0.44%,+0.29%,+0.29%,-0.29%,+0.15%,-0.15%,-0.15%
4306.TW,-0.46%,+0.93%,-0.92%,-0.46%,+0.93%,+0.93%,+1.38%,+0.45%,+0.00%,-1.36%
8105.TW,+0.83%,+3.28%,-3.57%,-0.41%,+0.83%,+0.83%,+0.41%,+2.86%,+2.38%,+0.00%
1721.TW,-3.17%,-0.47%,-1.41%,-0.48%,+0.96%,+0.96%,-2.84%,+0.98%,-0.48%,-0.49%
1434.TW,-0.88%,+1.48%,-0.88%,-0.74%,+0.00%,+0.00%,+0.00%,+0.74%,+0.44%,-0.44%
2461.TW,+0.92%,+1.82%,-3.27%,-2.77%,+4.75%,+4.75%,+1.21%,-2.09%,+0.91%,+0.00%
8131.TW,+0.27%,+1.08%,+1.33%,+0.00%,+6.32%,+6.32%,-0.25%,-1.49%,+4.03%,+0.85%
00637L.TW,+2.72%,+1.96%,-0.93%,+0.50%,+3.86%,+3.86%,-0.36%,-0.54%,+1.15%,+2.21%
00664R.TW,-0.34%,-1.61%,+1.12%,+0.26%,-1.02%,-1.02%,-0.77%,+0.00%,-0.35%,+0.52%
2434.TW,+0.00%,+1.27%,-0.97%,-0.28%,+0.00%,+0.00%,+0.28%,-1.68%,+0.29%,-0.28%
8488.TW,+0.90%,-1.79%,+0.00%,+2.42%,-1.18%,-1.18%,+0.30%,+0.00%,-0.30%,-0.90%
00733.TW,+0.24%,+1.84%,-1.57%,-0.73%,+0.93%,+0.93%,+1.59%,-0.52%,+0.43%,+0.00%
1533.TW,-0.15%,+1.31%,-0.58%,-0.72%,+0.29%,+0.29%,+0.58%,+0.58%,+0.43%,-0.57%
4952.TW,+0.16%,+1.15%,-1.46%,-1.15%,-0.17%,-0.17%,+0.67%,+0.66%,+1.64%,-0.32%
1219.TW,-0.81%,+0.00%,+0.27%,-1.09%,-1.10%,-1.10%,+0.28%,-0.56%,+0.56%,+0.00%
8249.TW,+0.00%,+1.91%,-0.94%,-2.13%,+3.86%,+3.86%,+2.56%,-2.04%,+0.46%,-1.38%
5288.TW,+0.43%,+0.87%,-1.72%,+0.44%,+0.00%,+0.00%,+1.30%,+0.43%,+1.71%,+0.42%
2034.TW,+0.39%,+1.18%,-1.36%,-0.39%,+0.39%,+0.39%,-0.20%,+0.59%,+0.00%,+0.00%
2483.TW,+0.75%,+0.25%,+0.00%,-0.99%,-0.50%,-0.50%,+1.00%,-0.25%,+0.00%,-0.50%
3380.TW,+1.23%,+1.22%,-2.40%,-1.48%,+3.75%,+3.75%,+2.17%,+3.07%,+0.92%,-0.91%
1795.TW,+0.78%,-0.66%,-1.66%,+1.24%,+1.78%,+1.78%,+1.42%,-0.97%,+1.09%,+0.22%
2406.TW,-0.89%,+1.35%,-1.33%,+9.87%,-3.27%,-3.27%,+0.84%,+5.86%,+0.79%,+9.02%
1316.TW,+0.40%,+0.79%,-1.57%,+0.80%,-0.79%,-0.79%,+0.40%,+0.00%,+0.40%,-0.79%
1515.TW,-2.06%,+3.08%,-2.83%,-1.29%,-0.33%,-0.33%,+1.81%,-0.16%,-0.65%,-0.81%
00674R.TW,+0.75%,+0.12%,-0.74%,-0.12%,+0.25%,+0.25%,+0.06%,-0.37%,-0.06%,-0.50%
6689.TW,+0.30%,-0.29%,+0.00%,+0.00%,+0.27%,+0.27%,+0.49%,-0.47%,-0.18%,-0.71%
2427.TW,+0.47%,+0.00%,+0.00%,-1.40%,+0.00%,+0.00%,-0.47%,+0.00%,+0.95%,-0.94%
1536.TW,+0.00%,-0.81%,-4.10%,+0.00%,+0.85%,+0.85%,+0.00%,-1.69%,+3.45%,-1.67%
2528.TW,-0.50%,+0.25%,-0.50%,+0.25%,+0.75%,+0.75%,+0.50%,+0.00%,+1.49%,+1.46%
1463.TW,-0.78%,+0.79%,+0.00%,-0.78%,+0.00%,+0.00%,+1.19%,-0.78%,+0.39%,-0.39%
3665.TW,+0.67%,-2.22%,-4.77%,-2.15%,+0.73%,+0.73%,+3.87%,-2.33%,+2.63%,-1.16%
6698.TW,+9.95%,+9.93%,-3.85%,-5.94%,+4.26%,+4.26%,+1.55%,-2.91%,+0.86%,+4.25%
5880.TW,+0.72%,+0.95%,+0.00%,+0.00%,+0.24%,+0.24%,-0.47%,+0.47%,+0.24%,+0.00%
2243.TW,-2.35%,-1.72%,-3.50%,-2.90%,+2.24%,+2.24%,+3.65%,-2.46%,+0.36%,-1.08%
2349.TW,-0.51%,+4.26%,-2.61%,-1.34%,+2.04%,+2.04%,+0.17%,-0.33%,-0.50%,-1.34%
2401.TW,-1.64%,+1.67%,-2.05%,-1.26%,+0.42%,+0.42%,+1.27%,-0.83%,+0.00%,-0.42%
8104.TW,+1.71%,+0.56%,-3.13%,-2.30%,+3.30%,+3.30%,+2.97%,-2.11%,+0.57%,-1.69%
3563.TW,+9.66%,-2.06%,-3.27%,-1.45%,+2.21%,+2.21%,-0.96%,-0.85%,+0.24%,-3.78%
2910.TW,+0.00%,+0.00%,-1.85%,+0.00%,-0.63%,-0.63%,+4.11%,+0.00%,-4.55%,+0.00%
2369.TW,-1.92%,+2.45%,-2.39%,-0.49%,+0.00%,+0.00%,+3.94%,-0.95%,+0.00%,-1.91%
1773.TW,+0.22%,+2.35%,-1.75%,-0.22%,+0.78%,+0.78%,+1.66%,+1.74%,-0.32%,-1.18%
4956.TW,+9.68%,-3.68%,+0.00%,+4.58%,-1.46%,-1.46%,-1.11%,-1.12%,+1.52%,-1.87%
5876.TW,+0.00%,+1.00%,+0.40%,-0.79%,+0.60%,+0.60%,+0.59%,+1.18%,+0.19%,-0.58%
4977.TW,-1.92%,+9.80%,-4.02%,-0.93%,+6.57%,+6.57%,-0.44%,+0.88%,+3.07%,-1.28%
00632R.TW,-0.29%,-1.55%,+1.18%,+0.19%,-0.97%,-0.97%,-0.88%,+0.10%,-0.40%,+0.50%
3704.TW,-1.22%,+3.40%,-2.99%,-1.54%,+1.25%,+1.25%,+1.54%,+2.74%,+0.30%,-2.36%
8213.TW,+2.60%,-0.15%,-1.49%,-0.91%,+0.76%,+0.76%,+1.67%,+1.04%,-0.30%,-0.89%
2845.TW,+0.00%,+0.42%,-0.84%,+0.42%,+0.00%,+0.00%,+0.42%,+0.42%,-0.42%,+0.00%
3266.TW,-1.09%,+1.11%,-0.73%,-0.37%,+0.74%,+0.74%,+2.56%,-2.86%,+0.00%,-0.37%
2812.TW,+0.00%,+1.65%,-0.40%,-1.22%,+0.82%,+0.82%,+0.00%,+0.41%,+0.00%,-0.41%
1324.TW,-0.52%,+0.00%,-0.73%,-0.73%,+0.00%,+0.00%,+1.26%,+0.42%,-1.45%,+0.00%
2867.TW,+0.41%,+1.63%,-1.60%,+0.00%,+0.00%,+0.00%,+1.22%,-0.40%,+0.00%,-0.81%
4906.TW,-1.10%,+3.56%,-3.00%,-1.11%,+0.22%,+0.22%,+0.89%,+2.43%,-0.43%,-0.22%
1712.TW,-0.26%,+0.53%,-0.52%,+0.00%,+0.53%,+0.53%,-0.26%,+0.00%,+0.79%,+2.87%
1203.TW,-0.94%,+0.95%,-0.37%,+0.56%,+0.93%,+0.93%,-0.74%,+0.19%,+0.19%,+0.00%
2002.TW,+0.22%,+0.43%,-0.21%,+0.64%,+0.00%,+0.00%,+0.00%,-0.21%,+0.21%,-0.43%
2478.TW,+1.69%,+5.25%,-2.49%,+1.62%,-0.13%,-0.13%,+0.00%,-2.12%,+5.56%,-0.39%
4560.TW,-2.12%,+0.62%,-1.95%,-3.56%,-0.22%,-0.22%,+0.98%,+2.05%,-0.95%,-1.70%
4532.TW,-0.23%,+0.23%,-1.40%,-1.65%,+0.72%,+0.72%,+2.86%,+0.23%,+0.92%,-1.37%
6582.TW,-0.82%,-0.33%,+3.15%,+1.13%,-0.32%,-0.32%,+2.39%,+0.62%,-0.15%,+2.48%
6668.TW,+0.64%,+3.58%,-3.70%,-1.15%,+0.65%,+0.65%,+1.29%,+1.15%,+0.88%,+0.37%
9136.TW,+1.12%,-0.55%,-1.39%,+0.14%,+0.00%,+0.00%,-0.42%,+0.00%,-0.71%,-0.43%
2897.TW,+0.00%,+1.19%,-0.79%,-0.92%,+0.27%,+0.27%,+0.40%,-0.26%,-0.13%,-0.27%
3557.TW,-0.54%,-0.43%,+0.00%,-1.30%,+9.90%,+9.90%,+8.11%,-1.67%,+3.95%,-0.91%
9939.TW,+0.17%,+3.04%,-1.31%,-0.66%,+0.83%,+0.83%,+0.33%,+0.17%,+0.33%,-1.15%
1718.TW,-2.04%,+0.39%,+0.39%,-1.03%,+0.13%,+0.13%,+0.39%,-0.26%,-0.65%,-0.39%
6491.TW,-0.32%,+1.30%,-3.54%,-3.67%,+3.81%,+3.81%,+2.00%,-0.33%,-0.66%,-1.65%
2484.TW,-0.53%,+2.13%,-1.31%,-1.59%,-0.27%,-0.27%,+0.81%,-1.07%,+0.54%,+0.00%
2520.TW,-0.55%,+2.94%,-2.86%,+0.55%,-0.18%,-0.18%,+1.28%,-0.72%,+0.18%,-1.27%
6166.TW,+3.63%,+9.88%,+7.54%,-0.72%,+0.36%,+0.36%,+0.90%,-0.36%,+0.18%,+0.00%
2102.TW,-1.74%,+1.77%,-1.74%,+0.44%,+0.00%,+0.00%,+1.32%,+0.43%,+0.00%,-1.30%
1338.TW,-0.99%,+0.67%,-1.32%,-2.18%,+0.17%,+0.17%,+2.40%,-1.17%,+0.34%,-0.51%
3023.TW,+1.16%,+2.68%,-2.61%,+0.00%,+1.53%,+1.53%,+0.75%,-0.37%,+0.38%,-0.75%
2106.TW,+0.18%,+0.00%,-0.88%,+1.94%,-0.17%,-0.17%,-0.17%,-0.35%,-0.35%,-0.18%
00738U.TW,-0.55%,+0.05%,+0.86%,-0.60%,+0.15%,+0.15%,-0.81%,-0.10%,+0.25%,+1.32%
6672.TW,-1.20%,+1.22%,-1.93%,-1.72%,+1.75%,+1.75%,+3.44%,-0.83%,+2.63%,-0.58%
3694.TW,-0.67%,+1.35%,-2.67%,+0.00%,+0.68%,+0.68%,+1.70%,+0.00%,-0.33%,-0.67%
2312.TW,-1.40%,+1.42%,-1.05%,-0.35%,+2.84%,+2.84%,+0.34%,-3.09%,+2.84%,-0.69%
2208.TW,-1.06%,+1.29%,-1.48%,-1.94%,+8.11%,+8.11%,-0.61%,+0.00%,-0.61%,-0.41%
2028.TW,-0.65%,+0.11%,+0.00%,+1.09%,-1.08%,-1.08%,+1.52%,+2.89%,-2.71%,+2.25%
1909.TW,+1.49%,+1.47%,+1.44%,-1.78%,+2.17%,+2.17%,-0.35%,+0.00%,+1.42%,+1.75%
2348.TW,+1.12%,+2.96%,-3.06%,-0.74%,+0.93%,+0.93%,+1.11%,+0.55%,+0.18%,-1.27%
2104.TW,+0.00%,+0.17%,-1.33%,-2.52%,+0.69%,+0.69%,+0.00%,-7.53%,-0.19%,-4.45%
2880.TW,+0.69%,+0.69%,-0.46%,-0.23%,+0.00%,+0.00%,+0.23%,+0.23%,+0.00%,+0.00%
8476.TW,-3.10%,-0.49%,-0.99%,+1.50%,-0.25%,-0.25%,+9.88%,+9.89%,+8.38%,-1.89%
1339.TW,-1.57%,+0.40%,-1.69%,-1.82%,+1.24%,+1.24%,+3.16%,-1.58%,+0.40%,-1.80%
1605.TW,+0.00%,+0.69%,-2.05%,-2.09%,+0.71%,+0.71%,+0.71%,+0.70%,-1.05%,-1.06%
00648R.TW,-0.92%,-1.76%,+0.38%,+0.38%,-1.03%,-1.03%,-0.47%,+0.00%,-0.38%,-0.19%
3006.TW,+0.44%,+1.16%,-2.72%,-0.88%,+2.37%,+2.37%,+1.88%,+0.43%,+1.98%,-0.69%
1442.TW,+0.00%,+3.27%,-1.58%,-2.68%,+0.28%,+0.28%,+1.65%,-0.27%,+0.27%,+0.00%
3376.TW,-1.38%,+4.91%,-3.01%,+0.34%,+3.44%,+3.44%,-1.66%,+1.69%,+1.99%,-1.95%
1303.TW,-1.71%,+2.03%,-0.71%,+0.14%,+0.14%,+0.14%,-0.29%,+0.86%,+0.00%,-0.43%
00715L.TW,-1.81%,+6.07%,-4.43%,-2.17%,-0.18%,-0.18%,+1.98%,+1.77%,+2.38%,+2.38%
3021.TW,+0.33%,+0.66%,-0.98%,-0.66%,+0.00%,+0.00%,+1.67%,-0.66%,+0.00%,-0.33%
2633.TW,-0.41%,+1.39%,-1.09%,-0.97%,+0.28%,+0.28%,+0.28%,+0.00%,-0.28%,-0.84%
1441.TW,+9.91%,-1.72%,-1.20%,+1.88%,+0.33%,+0.33%,+0.00%,-1.19%,-0.66%,-0.55%
2543.TW,-0.14%,-0.14%,-1.53%,+1.13%,+0.00%,+0.00%,-0.28%,+0.00%,+0.00%,-0.28%
1762.TW,+4.49%,-0.13%,-1.17%,-0.13%,-0.92%,-0.92%,-0.80%,+0.27%,+1.34%,+1.85%
2388.TW,-0.33%,+2.00%,-2.29%,-1.67%,+2.72%,+2.72%,+1.49%,+0.16%,-0.16%,-0.82%
1256.TW,-2.42%,+1.99%,-1.95%,-1.99%,+1.27%,+1.27%,+2.00%,+0.25%,+1.71%,-1.44%
3673.TW,-2.74%,+1.41%,-3.10%,-0.55%,+2.89%,+2.89%,+2.27%,-0.84%,+0.96%,+1.79%
1516.TW,-0.67%,+1.01%,-1.33%,+1.35%,-0.33%,-0.33%,-2.01%,+4.10%,+9.51%,+0.00%
3413.TW,-1.44%,+6.41%,-4.11%,-1.14%,+1.73%,+1.73%,+5.68%,-0.54%,+1.89%,+0.27%
00693U.TW,+0.21%,+0.28%,+0.00%,+0.07%,+0.14%,+0.14%,-0.28%,+0.62%,+0.27%,+0.21%
2201.TW,+1.15%,+6.84%,+2.67%,+3.38%,-1.26%,-1.26%,+2.04%,-0.25%,-1.00%,+1.26%
1323.TW,-0.15%,-0.15%,-0.15%,-0.31%,+2.15%,+2.15%,+0.45%,+0.00%,+0.00%,+0.00%
1733.TW,+2.81%,+0.78%,-1.94%,-1.58%,+0.00%,+0.00%,+0.60%,+0.00%,-0.20%,-1.20%
00662.TW,+1.52%,+0.86%,+0.17%,+0.00%,+1.32%,+1.32%,-0.30%,+0.52%,+0.70%,+0.94%
8046.TW,-1.57%,+5.02%,-2.93%,-3.92%,+5.01%,+5.01%,+4.33%,+1.06%,+0.42%,-1.47%
1445.TW,+2.26%,+0.00%,-0.69%,-0.70%,+0.00%,+0.00%,+0.98%,+0.14%,+0.42%,+0.00%
1229.TW,-0.40%,+1.46%,-1.31%,-0.13%,+0.80%,+0.80%,+0.40%,-0.13%,+0.40%,+1.31%
2419.TW,-1.07%,+3.46%,-1.88%,+1.06%,+0.00%,+0.00%,+1.05%,-0.83%,+0.84%,-0.42%
2392.TW,-1.27%,+1.29%,-2.03%,-1.55%,+2.37%,+2.37%,+0.90%,-1.02%,+1.42%,-1.52%
3045.TW,+0.47%,+0.46%,-0.92%,+0.47%,-0.46%,-0.46%,-0.47%,+0.93%,+0.93%,+0.46%
6515.TW,-2.35%,+2.26%,+0.14%,-0.97%,+4.78%,+4.78%,+11.68%,-1.52%,-0.73%,-1.21%
00634R.TW,-1.78%,-0.99%,+0.67%,-0.17%,-2.81%,-2.81%,+0.00%,+1.02%,-0.84%,-1.36%
4164.TW,+2.16%,+0.13%,-1.19%,-1.33%,-0.27%,-0.27%,+0.27%,+1.22%,-0.80%,-0.81%
2024.TW,+1.28%,+0.84%,-1.25%,+1.27%,+1.67%,+1.67%,+0.82%,+0.41%,+6.88%,+5.30%
6415.TW,-4.44%,-2.95%,-4.35%,-1.82%,-2.31%,-2.31%,+4.27%,-0.91%,+1.38%,-6.79%
6573.TW,-1.88%,-0.48%,-1.44%,-0.49%,+2.45%,+2.45%,+0.00%,+0.24%,+0.72%,+0.95%
2207.TW,-0.16%,+3.95%,-1.37%,-2.93%,-0.95%,-0.95%,+0.96%,+6.19%,-0.60%,+0.75%
910322.TW,+6.25%,+3.12%,-1.96%,+3.45%,-1.23%,-1.23%,+1.42%,-0.35%,+3.52%,+0.51%
3321.TW,-3.23%,+3.33%,-1.61%,-1.64%,+0.83%,+0.83%,+0.83%,+1.23%,+1.62%,-0.80%
