股票代號,前第5天,前第4天,前第3天,前第2天,前第1天,後第1天,後第2天,後第3+天,後第4天,後第5天
1802.TW,+1.22%,+7.53%,-1.40%,-0.57%,-4.86%,-4.86%,-0.30%,+4.82%,-1.44%,-1.17%
9938.TW,+3.75%,+3.47%,+2.94%,-3.53%,+2.11%,+2.11%,-2.21%,+0.42%,+1.40%,-2.22%
00635U.TW,+1.41%,-0.03%,+0.06%,+0.46%,+1.41%,+1.41%,-1.18%,+1.53%,+0.24%,-1.38%
2408.TW,+0.92%,+0.91%,+3.78%,-2.78%,-1.43%,-1.43%,+1.09%,+9.86%,+5.38%,+6.35%
2504.TW,+0.00%,+0.34%,-0.91%,-1.84%,-0.94%,-0.94%,+0.24%,-0.59%,-0.24%,+0.60%
5546.TW,+1.36%,+0.17%,+0.00%,-2.34%,+0.34%,+0.34%,+0.17%,+0.51%,-0.68%,+1.19%
2395.TW,+10.00%,-0.48%,+0.24%,-0.61%,+0.00%,+0.00%,-0.24%,-1.35%,-0.62%,+0.37%
3050.TW,+2.17%,+0.91%,+0.00%,+0.60%,-0.90%,-0.90%,+0.00%,+2.41%,+1.18%,+0.00%
6591.TW,+0.56%,-0.37%,-0.56%,+1.31%,+3.52%,+3.52%,+0.00%,-1.07%,-0.54%,+7.27%
6176.TW,+2.04%,+0.25%,-0.25%,-1.50%,+0.76%,+0.76%,-3.53%,+1.57%,-1.54%,+0.78%
00757.TW,+0.76%,+1.41%,-0.09%,+0.05%,+0.65%,+0.65%,+0.00%,+0.14%,+1.48%,+0.73%
2101.TW,-0.45%,+0.57%,-0.45%,+1.58%,+0.00%,+0.00%,-1.33%,+1.24%,+1.78%,+0.22%
00945B.TW,-0.13%,+0.13%,-0.26%,-0.06%,+0.06%,+0.06%,+0.00%,-0.26%,+0.13%,+0.06%
1612.TW,+1.63%,+1.60%,+0.79%,+0.63%,-0.31%,-0.31%,-0.62%,+2.04%,+2.31%,+0.00%
00685L.TW,+3.90%,+0.70%,+1.45%,-1.49%,+0.81%,+0.81%,-0.29%,+0.75%,-1.95%,+2.87%
6446.TW,+1.49%,+4.12%,-1.27%,-0.29%,+2.58%,+2.58%,+7.13%,-0.91%,+1.05%,+0.52%
2374.TW,+7.59%,+0.34%,+6.20%,-0.79%,+1.11%,+1.11%,+0.94%,-1.09%,-3.62%,+1.47%
1443.TW,+1.97%,+0.00%,+0.00%,-1.29%,+0.16%,+0.16%,+0.16%,+0.49%,-0.48%,+1.62%
2025.TW,,,,,,,,+0.30%,+1.20%,+2.66%
6141.TW,+7.42%,+3.95%,+5.70%,-0.90%,-2.42%,-2.42%,-1.55%,-0.63%,-3.48%,+0.00%
5243.TW,+2.66%,+0.87%,+2.57%,-0.33%,+1.51%,+1.51%,-0.66%,+1.00%,-0.49%,+0.99%
2303.TW,+0.00%,+0.00%,+0.12%,+0.12%,+0.50%,+0.50%,-0.74%,+3.24%,+0.00%,+1.45%
4968.TW,+1.70%,-2.15%,-0.24%,-2.93%,+0.76%,+0.76%,-1.50%,+6.60%,+0.00%,-0.24%
2417.TW,+1.62%,-0.40%,+2.40%,-1.57%,+0.40%,+0.40%,+9.90%,-6.13%,-2.30%,+0.79%
2402.TW,+1.21%,+1.46%,-0.13%,+0.52%,-0.78%,-0.78%,-0.13%,+0.66%,+3.27%,+3.68%
2351.TW,+2.41%,+1.92%,-0.31%,-0.74%,+2.54%,+2.54%,-2.69%,+0.96%,-0.42%,+0.11%
2420.TW,+1.81%,+0.32%,+2.25%,+2.52%,-1.69%,-1.69%,-1.25%,+0.00%,+0.16%,+2.05%
911622.TW,+1.31%,+1.51%,-1.28%,+5.17%,-2.46%,-2.46%,-0.21%,+3.16%,+0.82%,-0.40%
8222.TW,+0.95%,+1.47%,-0.79%,+6.39%,+0.75%,+0.75%,-1.24%,+0.75%,+2.37%,-0.73%
6658.TW,+6.25%,+3.82%,+0.14%,-1.98%,+2.89%,+2.89%,+1.54%,+0.41%,+2.61%,+0.27%
2497.TW,+0.87%,+3.45%,+2.50%,-1.79%,+2.49%,+2.49%,-0.16%,+0.32%,+0.32%,+0.97%
2059.TW,+4.83%,+1.06%,+9.82%,+0.32%,+3.18%,+3.18%,+2.16%,+0.91%,+0.30%,+4.78%
3030.TW,+0.79%,-0.79%,+3.97%,-0.76%,-0.77%,-0.77%,-1.55%,+1.57%,-1.16%,+1.18%
1786.TW,+1.24%,+1.22%,-3.23%,-0.42%,+0.84%,+0.84%,-1.66%,+0.84%,-0.84%,+3.80%
9802.TW,+0.35%,-0.35%,-1.41%,-2.51%,+2.94%,+2.94%,-2.14%,-1.46%,+0.00%,+0.74%
00918.TW,+0.90%,-0.04%,+0.27%,-0.27%,+0.22%,+0.22%,+0.09%,+1.02%,-0.22%,+0.75%
3022.TW,+5.85%,-0.74%,+1.98%,-0.49%,+0.73%,+0.73%,-1.45%,-0.49%,-0.49%,+0.25%
5906.TW,+0.00%,+1.12%,+0.00%,+0.00%,+1.48%,+1.48%,+0.91%,+0.36%,+0.36%,+0.00%
00641R.TW,-0.33%,-0.66%,+0.50%,+0.50%,+0.33%,+0.33%,-0.16%,-1.64%,+0.33%,+0.00%
00912.TW,+1.87%,+0.16%,+0.79%,-0.62%,+0.31%,+0.31%,+0.05%,-0.05%,-0.94%,+1.21%
2412.TW,+0.80%,+0.00%,+0.00%,-0.40%,+0.00%,+0.00%,+0.40%,-0.40%,+0.00%,+0.40%
2428.TW,+2.17%,-0.91%,+0.31%,-1.22%,-0.31%,-0.31%,-0.31%,+1.87%,-0.92%,+0.62%
4536.TW,+3.62%,+1.50%,-0.74%,-1.49%,-1.01%,-1.01%,-0.76%,+0.51%,+0.00%,-0.25%
2901.TW,+0.00%,+1.66%,-1.27%,-0.18%,+0.00%,+0.00%,+0.92%,+0.00%,+0.00%,+0.91%
3231.TW,+3.03%,+1.47%,+0.97%,-0.48%,+3.85%,+3.85%,+0.46%,+3.23%,-0.45%,+1.35%
2464.TW,+3.66%,+1.09%,+1.74%,-1.45%,+0.67%,+0.67%,+5.59%,-0.13%,-1.13%,+6.25%
2884.TW,-0.52%,+0.70%,-0.35%,+0.53%,+0.00%,+0.00%,+0.87%,+0.86%,+0.17%,+0.68%
2007.TW,+0.64%,+0.64%,-0.74%,+9.99%,-4.35%,-4.35%,+0.00%,+9.60%,+2.30%,-2.70%
1725.TW,,,,,,,,,,
6116.TW,+1.04%,+2.19%,-0.38%,-0.88%,+0.25%,+0.25%,+0.25%,+3.30%,+1.60%,+1.57%
2453.TW,+2.02%,-1.52%,+9.89%,-6.47%,-1.35%,-1.35%,-1.07%,+1.08%,-0.91%,+1.85%
9958.TW,+1.27%,+1.87%,-0.61%,+0.62%,+2.15%,+2.15%,-1.80%,+2.14%,+2.99%,+0.87%
006208.TW,+1.67%,+0.39%,+0.56%,-0.94%,+0.43%,+0.43%,-0.04%,-0.47%,-1.17%,+1.40%
1709.TW,,,,,,,,,,
00930.TW,+0.91%,+0.56%,+0.28%,-0.17%,+0.28%,+0.28%,-0.22%,+1.01%,-0.06%,+0.78%
3055.TW,+7.60%,-0.40%,+0.54%,+1.60%,+0.92%,+0.92%,+3.12%,+1.01%,+1.37%,-0.49%
2722.TW,+3.51%,+0.00%,+0.00%,-0.29%,+2.66%,+2.66%,+0.43%,-0.43%,-0.58%,-0.72%
2885.TW,+1.01%,+1.87%,-1.13%,+1.42%,+0.56%,+0.56%,+0.56%,+0.28%,+0.83%,+0.96%
4119.TW,+0.72%,+1.78%,+0.12%,-0.58%,+0.82%,+0.82%,+0.23%,+0.93%,+1.15%,-0.68%
2929.TW,-0.39%,+6.98%,+1.09%,-1.08%,-1.09%,-1.09%,-2.20%,+1.87%,+0.37%,+1.47%
6645.TW,+0.43%,+0.43%,-0.21%,+1.28%,+0.00%,+0.00%,-1.26%,+0.85%,+0.42%,+0.42%
00881.TW,+1.62%,+0.46%,+1.05%,-1.20%,+0.84%,+0.84%,-0.50%,+0.38%,-0.96%,+1.47%
1717.TW,+0.36%,+1.42%,-0.70%,+1.06%,-0.52%,-0.52%,+0.18%,+1.93%,-0.86%,+0.52%
4763.TW,+0.47%,+2.34%,-1.49%,+3.83%,+1.34%,+1.34%,+2.87%,-0.43%,-2.58%,+0.33%
2535.TW,+0.72%,+0.54%,+0.54%,-0.71%,-1.25%,-1.25%,-0.18%,+1.09%,-0.18%,+0.18%
2013.TW,+0.71%,+0.20%,-0.20%,+0.80%,-0.89%,-0.89%,-0.30%,+6.44%,+3.21%,-0.73%
1714.TW,+1.01%,+0.50%,-0.50%,+0.12%,+0.37%,+0.37%,+0.00%,+1.61%,+0.85%,+0.36%
1808.TW,,,,,,,,,,
2352.TW,+0.73%,+2.32%,+0.00%,-0.57%,-1.28%,-1.28%,+0.43%,+0.14%,+0.86%,+0.14%
1568.TW,+2.24%,-0.37%,+0.73%,+0.73%,-0.18%,-0.18%,-0.18%,+1.63%,-0.18%,+1.25%
2020.TW,+0.71%,-0.70%,-0.35%,+0.88%,-1.23%,-1.23%,-0.89%,+3.58%,+3.81%,-1.33%
00927.TW,+1.07%,+0.34%,+0.78%,-0.66%,+0.11%,+0.11%,-0.28%,+1.28%,-0.05%,+1.32%
3029.TW,+3.37%,-0.72%,+9.85%,-1.99%,+0.34%,+0.34%,+4.05%,-0.65%,-3.59%,+3.73%
4958.TW,+3.10%,+0.86%,+0.85%,+0.84%,+0.00%,+0.00%,-0.84%,+1.69%,-1.24%,+0.84%
3447.TW,+2.98%,+0.00%,-1.27%,+9.52%,+9.87%,+9.87%,+2.28%,-4.02%,-0.62%,-4.21%
3583.TW,+1.45%,+0.29%,-0.57%,-0.86%,+0.87%,+0.87%,-0.14%,+3.01%,-1.95%,+2.13%
00940.TW,+1.31%,+0.32%,+0.11%,-0.11%,+0.22%,+0.22%,-0.11%,+0.97%,-0.11%,+0.85%
3706.TW,+0.88%,+0.72%,+8.49%,-2.12%,+5.01%,+5.01%,-4.39%,-1.21%,-2.46%,+0.42%
3054.TW,+0.66%,-0.22%,+1.74%,-1.71%,-3.48%,-3.48%,-2.25%,+3.23%,+1.56%,-0.44%
2031.TW,-0.22%,+0.76%,-1.94%,+6.47%,-2.57%,-2.57%,-1.59%,+6.87%,+6.93%,-0.75%
1319.TW,,,,,,,,,,
6285.TW,-0.67%,-1.02%,+0.00%,-1.71%,+1.74%,+1.74%,+0.34%,+1.37%,-4.71%,+0.00%
00642U.TW,+0.58%,-1.66%,-0.23%,+0.88%,+1.22%,+1.22%,+0.80%,-2.90%,+0.76%,-0.52%
6994.TW,+0.00%,+2.15%,+6.30%,+5.93%,+7.09%,+7.09%,-3.14%,+5.04%,+7.53%,-1.27%
3576.TW,+0.52%,+3.00%,-0.50%,-0.61%,-0.61%,-0.61%,-1.02%,+2.17%,+4.04%,+0.00%
8112.TW,-0.16%,+1.14%,-0.81%,-1.46%,+0.66%,+0.66%,+0.16%,+1.47%,-0.81%,+3.25%
00633L.TW,-3.21%,+1.26%,+3.98%,-0.52%,-1.00%,-1.00%,+0.64%,+3.08%,+1.15%,-0.33%
020012.TW,,,,,,,,,,
1535.TW,+0.17%,+0.83%,+0.66%,-0.99%,-0.33%,-0.33%,+0.83%,+0.99%,+0.65%,-0.32%
00885.TW,+0.60%,-0.09%,-0.68%,-0.78%,-0.78%,-0.78%,+0.09%,+0.00%,+0.79%,-0.26%
6589.TW,,,,,,,,,,
4306.TW,-0.29%,+1.72%,+0.28%,-0.56%,-1.13%,-1.13%,-0.57%,+1.72%,+0.56%,+0.00%
8105.TW,+3.02%,+2.56%,-1.07%,+0.00%,+0.00%,+0.00%,+0.72%,+3.94%,+1.38%,-0.34%
1721.TW,+1.02%,+2.01%,-0.33%,+1.65%,-1.30%,-1.30%,-1.64%,+4.35%,-0.64%,-0.65%
7722.TW,,,,,,,,,,
1434.TW,+0.54%,+0.81%,-1.34%,-0.82%,-0.27%,-0.27%,+0.27%,+3.29%,+0.27%,-0.26%
6902.TW,,+0.44%,+0.00%,-1.74%,,,,+1.32%,-0.43%,+0.00%
2461.TW,+0.26%,+2.58%,+0.00%,+0.50%,-0.25%,-0.25%,+0.00%,+0.75%,+1.00%,+1.48%
8131.TW,+0.54%,+1.42%,+0.00%,-0.18%,-0.35%,-0.35%,+0.18%,+2.64%,+0.69%,-0.51%
00637L.TW,-3.40%,+1.22%,+4.08%,-0.71%,-0.91%,-0.91%,+0.65%,+3.37%,+0.94%,-0.31%
7631.TW,+0.00%,-0.55%,+0.33%,+0.00%,+0.00%,+0.00%,+0.22%,-0.77%,+6.31%,+5.73%
6962.TW,+9.84%,+3.58%,+5.36%,-4.60%,-1.38%,-1.38%,+4.89%,+9.65%,+1.37%,-3.89%
00664R.TW,-1.60%,-0.54%,-0.54%,+0.82%,-0.82%,-0.82%,+0.55%,-0.54%,+0.82%,-1.36%
2434.TW,-0.96%,-0.97%,-0.49%,-1.47%,+0.00%,+0.00%,-0.17%,+0.50%,+0.00%,+0.00%
8488.TW,+4.07%,+0.00%,+0.00%,-3.20%,-1.10%,-1.10%,+0.37%,+1.48%,+0.00%,+0.00%
00733.TW,+2.20%,+1.32%,+2.10%,-0.49%,+1.18%,+1.18%,-0.58%,-0.20%,-0.49%,+1.48%
1533.TW,+1.17%,+0.13%,+0.64%,-0.64%,+0.00%,+0.00%,+0.38%,+0.26%,+0.64%,+1.27%
4952.TW,+2.29%,+1.12%,+0.92%,-2.38%,-1.13%,-1.13%,+0.19%,+1.89%,+1.12%,-0.55%
1219.TW,-0.34%,+3.46%,+0.00%,-2.34%,-0.68%,-0.68%,-0.34%,+0.69%,+0.34%,+2.05%
00929.TW,+1.11%,+0.44%,+0.33%,-0.38%,+0.11%,+0.11%,-0.22%,+1.04%,+0.00%,+0.87%
8249.TW,+5.62%,+0.80%,+2.19%,+4.29%,+9.91%,+9.91%,+3.40%,-2.30%,+2.36%,-1.15%
5288.TW,-0.25%,+1.76%,-0.74%,-0.25%,-1.25%,-1.25%,-0.25%,-0.25%,-1.78%,+0.78%
2034.TW,-1.69%,+0.99%,-1.95%,+5.22%,-1.89%,-1.89%,+0.00%,+9.88%,+9.87%,-1.80%
00947.TW,+1.60%,+0.00%,+2.05%,-1.34%,+0.14%,+0.14%,-0.41%,+1.30%,-0.27%,+1.08%
2483.TW,+1.64%,+0.00%,+3.46%,-2.90%,+0.00%,+0.00%,+1.15%,+0.68%,-0.68%,+0.45%
3380.TW,+0.00%,+0.85%,+0.14%,+0.14%,+0.28%,+0.28%,-0.28%,+1.12%,-0.14%,-0.14%
1795.TW,+2.90%,+3.01%,+1.46%,+0.54%,-1.07%,-1.07%,+0.18%,+0.00%,+3.25%,-2.27%
2406.TW,+2.23%,+2.91%,-2.12%,+0.36%,-1.44%,-1.44%,-0.73%,+4.78%,+2.46%,+0.00%
1316.TW,+1.43%,+1.06%,-0.35%,-0.35%,+2.11%,+2.11%,+2.41%,+0.67%,+0.33%,+3.00%
1515.TW,+0.00%,+2.07%,+0.78%,+0.00%,-1.09%,-1.09%,+0.94%,+1.24%,+0.61%,+4.12%
00934.TW,+1.22%,+0.38%,+0.27%,-0.27%,+0.22%,+0.22%,-0.05%,+1.20%,-0.32%,+0.97%
00674R.TW,-1.32%,-0.22%,+0.11%,-0.67%,-1.47%,-1.47%,+1.26%,-1.58%,+0.00%,+1.38%
6657.TW,-0.19%,+10.00%,-2.23%,+3.68%,+1.86%,+1.86%,+0.33%,-1.49%,+9.92%,+9.94%
6799.TW,+6.79%,-3.39%,-0.88%,-3.98%,+2.76%,+2.76%,-2.69%,+0.00%,-2.76%,+2.37%
6689.TW,+1.68%,-0.83%,+4.58%,-1.99%,-2.85%,-2.85%,+0.00%,+2.51%,-3.27%,-0.84%
2427.TW,+2.57%,-1.61%,+3.46%,-1.41%,+0.71%,+0.71%,-1.42%,+5.76%,-1.36%,-0.52%
1536.TW,+2.72%,+0.66%,+0.66%,-2.12%,+4.17%,+4.17%,+9.94%,+0.29%,+4.07%,+9.92%
2528.TW,+0.25%,+1.01%,-0.25%,+2.74%,-0.12%,-0.12%,+1.22%,+0.72%,+1.91%,+7.02%
1463.TW,+1.02%,-1.01%,+1.63%,-0.80%,+0.00%,+0.00%,+0.60%,-0.60%,+0.00%,+0.20%
3665.TW,+5.08%,+3.33%,+4.19%,+1.55%,+7.62%,+7.62%,-0.99%,-0.86%,+0.72%,-5.73%
3714.TW,+0.46%,+2.18%,-1.01%,+1.47%,-0.67%,-0.67%,+1.12%,+3.44%,+1.61%,+0.95%
6698.TW,+1.70%,+0.70%,+0.69%,+0.55%,-2.73%,-2.73%,+0.00%,+1.54%,+0.83%,-0.14%
5880.TW,+0.41%,+0.82%,-0.81%,-0.61%,-0.21%,-0.21%,+0.41%,+0.21%,+0.20%,-0.20%
2243.TW,+1.51%,+2.38%,+1.16%,-1.15%,-0.29%,-0.29%,+0.00%,+2.62%,+1.42%,-0.28%
2349.TW,+2.69%,+1.50%,+0.37%,+0.74%,-2.19%,-2.19%,+0.37%,+2.23%,+1.82%,+0.71%
3591.TW,,,,,,,,,,
2401.TW,+1.03%,+0.51%,+1.19%,-1.01%,-3.21%,-3.21%,-0.70%,+1.94%,+3.63%,+1.50%
8104.TW,+1.39%,+1.99%,+0.37%,-1.70%,+0.00%,+0.00%,+3.71%,+0.48%,-0.71%,+1.67%
6906.TW,-0.69%,+8.33%,+5.45%,+6.38%,+0.29%,+0.29%,-1.99%,-0.87%,-1.17%,+3.86%
3563.TW,+0.42%,+4.35%,+0.81%,-1.60%,-0.14%,-0.14%,+4.48%,+0.00%,+0.52%,+2.33%
2910.TW,+0.60%,-1.20%,-1.21%,-1.84%,-2.08%,-2.08%,-1.70%,+0.87%,+1.07%,+0.00%
2254.TW,+0.92%,-3.00%,+0.13%,-6.44%,+1.29%,+1.29%,-0.85%,+0.00%,+1.57%,-3.09%
2369.TW,+1.47%,+2.02%,-0.28%,-0.28%,-0.85%,-0.85%,+0.29%,+2.58%,+1.40%,+0.00%
2250.TW,+9.84%,+0.00%,+2.15%,+2.46%,-2.40%,-2.40%,+0.35%,-2.80%,-1.80%,+2.20%
1773.TW,+3.02%,-0.33%,-2.29%,-2.01%,-1.02%,-1.02%,+0.00%,+2.76%,-1.34%,+0.68%
6931.TW,-0.97%,+1.12%,+5.42%,-0.53%,-2.25%,-2.25%,-0.95%,+1.23%,-0.14%,-0.54%
4956.TW,+0.63%,-2.35%,+1.76%,-3.94%,+2.95%,+2.95%,-2.39%,+0.00%,+0.33%,+0.00%
5876.TW,-0.79%,-0.23%,-1.82%,+1.16%,+1.03%,+1.03%,+0.34%,-0.45%,-0.23%,+0.68%
4977.TW,-1.09%,+2.21%,+3.24%,-3.14%,-2.16%,-2.16%,-4.41%,+0.77%,-1.91%,+0.00%
00632R.TW,-1.90%,-0.26%,-0.71%,+0.80%,-0.49%,-0.49%,+0.27%,-0.35%,+0.84%,-1.23%
3704.TW,+0.66%,+5.39%,+0.50%,-0.25%,+2.24%,+2.24%,+0.73%,+0.12%,-0.84%,+2.80%
8213.TW,+1.80%,+0.44%,+1.32%,-0.58%,+0.00%,+0.00%,+1.90%,+0.29%,+1.57%,-0.98%
2845.TW,+0.38%,+0.75%,-0.75%,+0.00%,+0.00%,+0.00%,+0.00%,+1.13%,+1.12%,+0.74%
3266.TW,+1.28%,+5.06%,-1.20%,-1.22%,-1.23%,-1.23%,+0.00%,+1.87%,+0.00%,+0.92%
2812.TW,-0.54%,+0.54%,-0.27%,+0.00%,-0.27%,-0.27%,+0.27%,+0.27%,-0.27%,+0.54%
1324.TW,+0.40%,+0.80%,-0.40%,+0.40%,-0.40%,-0.40%,-0.40%,+1.20%,-0.40%,+0.79%
00932.TW,+0.20%,+0.92%,+0.33%,-0.06%,-0.13%,-0.13%,-0.13%,+2.08%,+0.25%,+0.57%
2867.TW,+0.89%,+2.95%,-1.86%,+1.75%,+0.14%,+0.14%,+0.14%,+0.86%,+0.71%,+0.56%
4906.TW,+1.97%,+1.34%,-0.44%,-1.18%,+0.00%,+0.00%,+0.60%,+1.19%,-0.29%,-0.44%
1712.TW,+0.11%,+1.55%,+0.00%,+0.00%,-0.11%,-0.11%,-0.54%,+1.31%,-0.65%,+0.65%
1203.TW,+0.69%,+0.14%,-0.68%,-0.14%,-0.41%,-0.41%,+0.55%,+0.00%,+0.82%,+0.54%
2002.TW,+0.00%,+1.53%,-1.26%,+2.04%,-0.75%,-0.75%,+1.01%,+8.96%,+6.16%,-1.72%
2478.TW,+2.83%,+0.00%,+0.66%,+0.00%,-1.42%,-1.42%,-1.44%,+2.25%,-0.66%,-0.11%
4560.TW,+0.00%,+0.14%,-0.14%,-0.57%,+1.15%,+1.15%,-1.70%,+0.72%,+1.58%,+0.00%
4532.TW,-0.37%,+3.15%,+0.54%,-0.54%,-0.18%,-0.18%,-0.72%,+0.54%,-0.90%,+0.00%
6988.TW,+0.34%,+0.00%,-1.01%,+1.02%,+0.00%,+0.00%,-2.03%,+0.00%,-1.72%,+1.75%
6582.TW,+0.18%,+1.63%,-0.18%,+2.32%,-1.92%,-1.92%,+2.66%,+0.00%,-0.69%,+2.79%
6668.TW,+4.23%,-1.09%,+1.30%,-1.58%,+2.01%,+2.01%,+5.91%,+0.00%,-3.35%,+3.08%
020030.TW,,,,,,,,,,
9136.TW,+0.78%,-0.62%,+0.94%,-0.62%,+0.16%,+0.16%,+0.16%,+8.68%,+6.28%,+9.93%
2897.TW,-0.10%,-0.10%,-0.50%,+0.00%,-0.61%,-0.61%,-0.20%,+0.10%,+0.20%,+0.71%
3557.TW,+1.44%,-0.57%,-0.28%,-2.00%,-2.33%,-2.33%,+0.00%,+1.19%,-0.59%,+0.74%
9939.TW,+0.31%,-1.56%,+1.27%,-0.94%,-0.32%,-0.32%,+0.00%,+2.54%,-1.24%,+0.31%
3592.TW,+2.68%,-1.24%,-1.13%,-2.55%,+0.13%,+0.13%,-0.52%,+0.92%,+0.00%,-0.13%
1718.TW,+0.00%,+1.09%,-0.67%,+0.95%,-0.81%,-0.81%,-0.14%,+1.76%,+0.80%,-0.40%
6491.TW,+2.34%,+0.27%,+0.80%,+0.27%,+0.40%,+0.40%,+0.53%,-0.79%,+2.52%,+0.26%
2484.TW,+3.33%,+0.40%,+0.20%,+1.60%,+0.00%,+0.00%,+0.20%,+1.38%,+0.39%,+1.16%
2520.TW,+0.79%,-0.20%,+0.78%,+0.97%,+2.50%,+2.50%,+0.94%,+0.37%,-0.74%,+0.56%
6166.TW,+5.55%,+0.24%,-0.60%,-2.04%,+6.61%,+6.61%,-4.48%,-1.08%,-1.09%,+0.98%
2102.TW,+0.00%,+0.84%,+0.00%,-0.55%,+1.11%,+1.11%,+1.65%,+2.17%,+1.86%,-1.04%
1338.TW,+0.70%,+0.17%,+0.52%,+0.00%,-0.34%,-0.34%,-0.17%,+0.00%,-1.03%,+1.57%
3023.TW,+2.92%,+0.38%,+2.07%,-1.11%,-0.75%,-0.75%,+0.00%,+1.13%,-1.86%,+2.08%
2106.TW,+0.38%,+1.89%,-0.56%,+0.19%,+2.61%,+2.61%,+1.45%,+1.43%,+0.18%,+0.53%
00738U.TW,+1.80%,-0.66%,+0.21%,-0.87%,-0.39%,-0.39%,-0.46%,+2.30%,+1.07%,-1.50%
6672.TW,+0.91%,+9.92%,-2.46%,-1.20%,-2.68%,-2.68%,+0.12%,-1.25%,-1.52%,+3.34%
3694.TW,+1.72%,+2.20%,+1.99%,-1.79%,-2.65%,-2.65%,+0.68%,-0.68%,-0.34%,-2.22%
2312.TW,+2.29%,+1.22%,+0.00%,+0.40%,+2.40%,+2.40%,+2.54%,-0.57%,-0.38%,-0.58%
2208.TW,+0.00%,+2.36%,-0.99%,-0.33%,+0.33%,+0.33%,-0.33%,+3.34%,+1.62%,+0.32%
2028.TW,-0.23%,+1.17%,-1.39%,+5.63%,-2.67%,-2.67%,-1.37%,+9.95%,+3.16%,+0.20%
1909.TW,+0.45%,+1.80%,-1.33%,+1.35%,-1.33%,-1.33%,-1.79%,+3.65%,+1.76%,+2.16%
2348.TW,+3.56%,+1.72%,+1.13%,+4.74%,+1.86%,+1.86%,-3.39%,+1.89%,-1.59%,+1.08%
2104.TW,-0.41%,+1.64%,-1.21%,+0.41%,+0.41%,+0.41%,+1.21%,+4.80%,+0.76%,-0.76%
02001L.TW,,,,,,,,,,
2880.TW,+0.18%,+0.36%,-0.36%,+0.18%,-1.08%,-1.08%,+0.54%,+0.54%,-0.90%,+0.90%
6585.TW,,,,,,,,,,
8476.TW,+6.81%,-2.19%,-1.12%,+1.51%,-1.11%,-1.11%,-1.88%,+0.00%,-0.38%,+7.49%
1339.TW,+1.25%,+0.53%,+0.00%,+0.35%,-1.22%,-1.22%,+0.53%,+0.00%,-1.23%,+1.78%
6806.TW,+3.54%,+0.43%,-2.13%,-1.30%,+3.08%,+3.08%,+3.85%,+2.41%,+0.85%,-1.26%
1605.TW,+0.64%,+1.49%,-0.84%,+4.43%,+1.01%,+1.01%,-2.00%,+6.73%,+9.94%,+0.17%
00648R.TW,-0.58%,-1.36%,+0.00%,+0.59%,-0.20%,-0.20%,+0.00%,-0.20%,-1.18%,+0.00%
3006.TW,+1.35%,+2.50%,+0.49%,-0.16%,+0.32%,+0.32%,-0.97%,+6.20%,+4.15%,+0.44%
1442.TW,+1.69%,-2.61%,+2.44%,+1.90%,-0.58%,-0.58%,-0.59%,-0.35%,-0.95%,+1.44%
