prev_rev_yoy,prev_eps_yoy,date,om,advice,prev_year,eps_yoy,name,gm,est_price,symbol,pe,status,eps,prev_eps,price,expansion,rev_yoy
-2.09,-35.48,2026-03,32.72%,✅ 穩健價值,2025,38.89,王道銀行,91.47%,26.1,2897.TW,6.436781499597701,🏰 高護城河,0.28,0.61,11.1999998093,2.030000000000001,36.86
1.27,67.52,2026-03,N/A,⚪ 數據不足,2025,43.18,佐登-KY,N/A,-73.20000000000002,4190.TW,0.0,🚀 利潤擴張,-0.26,-1.59,25.3999996185,0.9399999999999977,42.24
4.88,40.71,2026-03,N/A,✅ 穩健價值,2025,35.71,精拓科,N/A,210.45,4951.TWO,5.716321949265859,🚀 利潤擴張,1.71,5.98,80.1999969482,0.6000000000000014,35.11
4.5,8.94,2026-03,35.36%,✅ 穩健價值,2025,17.86,聯邦銀,94.34%,45.6,2838.TW,7.055921303585526,🏰 高護城河,0.35,1.29,21.4500007629,0.5700000000000003,17.29
19.01,19.82,2026-03,59.33%,✅ 穩健價值,2025,19.96,鈊象,97.58%,1433.8500000000001,3293.TWO,7.28109634899048,🏰 高護城河,11.18,38.51,696.0,0.28999999999999915,19.67
-1.96,-68.78,2026-03,N/A,⚪ 數據不足,2025,-1.41,享溫馨,N/A,0.0,7760.TW,0.0,🌑 雙重衰退,0.7,0.68,32.9500007629,-0.07999999999999985,-1.33
-1.96,-68.78,2026-03,N/A,⚪ 數據不足,2025,-1.41,未知,N/A,0.0,7760.TWO,0.0,🌑 雙重衰退,0.7,0.68,0.0,-0.07999999999999985,-1.33
-11.58,-48.45,2026-03,N/A,❌ 暫避觀望,2025,16.0,現觀科,N/A,49.2,6906.TW,25.304878048780488,⚠️ 獲利稀釋,0.6,1.87,83.0,-0.3099999999999987,16.31
-8.49,19.44,2026-03,N/A,⚪ 數據不足,2025,-14.52,順藥,N/A,-90.0,6535.TWO,0.0,🌑 雙重衰退,-0.72,-2.05,75.1999969482,-0.9000000000000004,-13.62
7.59,3.31,2026-03,35.12%,⚪ 中性觀察,2025,11.76,第一金,78.99%,73.8,2892.TW,8.038617731117887,🏰 高護城河,0.57,1.87,39.5499992371,-1.0600000000000005,12.82
51.85,53.38,2026-03,N/A,⚪ 數據不足,2025,37.31,鑽石投資,N/A,-65.25,6901.TW,0.0,⚠️ 獲利稀釋,-0.42,-1.38,15.1000003815,-1.1400000000000006,38.45
13.01,7.94,2026-03,N/A,⚪ 中性觀察,2025,12.5,合庫金,N/A,51.0,5880.TW,7.9411764705882355,⚠️ 獲利稀釋,0.36,1.36,27.0,-1.7799999999999994,14.28
8.35,13.53,2026-03,38.59%,⚪ 中性觀察,2025,18.92,彰銀,88.90%,58.949999999999996,2801.TW,7.12468193384224,🏰 高護城河,0.44,1.51,28.0,-1.8699999999999974,20.79
3.7,10.11,2026-03,N/A,⚪ 中性觀察,2025,9.38,上海商銀,N/A,124.19999999999999,5876.TW,6.014492661485508,⚠️ 獲利稀釋,1.05,3.06,49.7999992371,-1.9099999999999984,11.29
58.62,4.79,2026-03,N/A,⚪ 數據不足,2025,61.22,立盈,N/A,0.0,7820.TWO,0.0,⚠️ 獲利稀釋,0.79,1.76,107.0,-2.0799999999999983,63.3
2.85,2.44,2026-03,41.10%,⚪ 中性觀察,2025,9.37,臺企銀,97.54%,49.2,2834.TW,5.48780487804878,🏰 高護城河,0.35,1.26,18.0,-3.9000000000000004,13.27
327.05,422.95,2026-03,N/A,⚪ 中性觀察,2025,400.0,宏普,N/A,84.75,2536.TW,3.380531040973451,⚠️ 獲利稀釋,0.15,3.19,19.1000003815,-4.2900000000000205,404.29
0.59,-174.64,2026-03,-51.18%,⚪ 數據不足,2025,51.52,雅茗-KY,54.90%,-105.6,2726.TWO,0.0,🏰 高護城河,-0.33,-3.55,8.0399999619,-5.049999999999997,56.57
1.94,8.14,2026-03,N/A,❌ 暫避觀望,2025,115.22,矽力*-KY,N/A,228.75000000000003,6415.TW,26.622950819672127,⚠️ 獲利稀釋,1.98,6.4,406.0,-5.090000000000003,120.31
20.44,30.06,2026-03,40.48%,⚪ 中性觀察,2025,12.73,玉山金,91.14%,81.0,2884.TW,8.453703986277779,🏰 高護城河,0.62,2.12,45.6500015259,-6.640000000000001,19.37
12.71,8.21,2026-03,-9.23%,⚪ 數據不足,2025,50.0,瑞基,73.67%,-79.95,4171.TWO,0.0,🏰 高護城河,-0.09,-1.93,16.1499996185,-6.729999999999997,56.73
29.29,11.73,2026-03,31.38%,⚪ 中性觀察,2025,15.15,中信金,70.98%,151.5,2891.TW,6.900989796851485,🏰 高護城河,1.18,4.08,69.6999969482,-7.1,22.25
9.74,-21.56,2026-03,22.46%,⚪ 中性觀察,2025,-20.07,富邦金,42.21%,307.35,2881.TW,7.369448511469009,🌑 雙重衰退,2.4,8.37,151.0,-9.66,-10.41
24.13,26.01,2026-03,42.63%,⚪ 中性觀察,2025,-62.9,德英,85.36%,80.39999999999999,4911.TWO,5.298507391511195,🏰 高護城河,0.23,2.18,28.3999996185,-10.07,-52.83
130.3,12.42,2026-03,10.37%,⚪ 中性觀察,2025,-109.26,皇普,15.63%,130.95000000000002,2528.TW,2.2336769759450172,🌑 雙重衰退,-0.11,3.65,19.5,-10.710000000000008,-98.55
11.21,-2.59,2026-03,N/A,⚪ 中性觀察,2025,6.68,正瀚-創,N/A,255.0,6534.TW,5.282353120694118,⚠️ 獲利稀釋,4.15,4.51,89.8000030518,-10.719999999999999,17.4
-7.09,-280.56,2026-03,N/A,⚪ 數據不足,2025,163.33,日盛台駿,N/A,-70.65,6958.TW,0.0,🔄 轉虧為盈,0.2,-2.38,17.1499996185,-11.030000000000001,174.36
6.96,0.0,2026-03,51.96%,⚪ 中性觀察,2025,2.56,台中銀,93.02%,57.300000000000004,2812.TW,5.06544512604712,🏰 高護城河,0.4,1.53,19.3500003815,-11.209999999999999,13.77
38.52,22.83,2026-03,N/A,⚪ 數據不足,2025,157.14,ABC-KY,N/A,-61.349999999999994,6598.TW,0.0,🔄 轉虧為盈,0.2,-1.96,27.1499996185,-11.850000000000023,168.99
7.08,-54.31,2026-03,-3.65%,❌ 暫避觀望,2025,137.14,晶宏,38.56%,16.65,3141.TWO,82.52252114783785,⚠️ 獲利稀釋,0.84,0.54,91.5999984741,-12.140000000000015,149.28
7.27,100.0,2026-03,-2853.40%,⚪ 數據不足,2025,58.33,大將,912.85%,-1.05,1453.TW,0.0,🏰 高護城河,-0.05,0.04,10.8000001907,-13.820000000000007,72.15
-2.04,-2.94,2026-03,30.59%,⚪ 中性觀察,2025,-1.52,國泰金,62.29%,254.09999999999997,2882.TW,6.493506493506494,🏰 高護城河,2.15,7.06,110.0,-13.85,12.33
15.47,4.57,2026-03,37.14%,⚪ 中性觀察,2025,33.33,永豐金,91.41%,79.35,2890.TW,8.421549950302458,🏰 高護城河,0.76,1.97,44.5499992371,-14.090000000000003,47.42
18.73,65.91,2025-09,-5.22%,⚪ 數據不足,2025,1.36,永冠-KY,7.87%,-222.15,1589.TW,0.0,⚠️ 獲利稀釋,-5.06,-2.71,5.5399999619,-15.41,16.77
0.06,-14.85,2026-03,38.22%,⚪ 中性觀察,2025,-3.85,遠東銀,102.49%,34.800000000000004,2845.TW,5.862069129956896,🏰 高護城河,0.25,0.93,13.6000003815,-15.84,11.99
-14.95,-73.66,2026-03,N/A,⚪ 數據不足,2025,-7.45,大洋-KY,N/A,-159.0,5907.TW,0.0,📉 獲利侵蝕,-1.01,-4.55,4.8200001717,-15.91,8.46
33.06,31.37,2026-03,65.42%,⚪ 中性觀察,2025,60.0,華票,87.03%,53.849999999999994,2820.TW,4.832869187047354,🏰 高護城河,0.48,1.34,17.3500003815,-16.08,76.08
18.91,-9.05,2026-03,N/A,⚪ 中性觀察,2025,3.88,訊連,N/A,126.89999999999999,5203.TW,6.713947900366431,⚠️ 獲利稀釋,1.34,3.63,56.7999992371,-16.12,20.0
1.66,53.1,2026-03,13.25%,⚪ 中性觀察,2025,81.82,寶齡富錦,52.35%,78.60000000000001,1760.TW,10.267175426927482,🏰 高護城河,0.6,2.22,53.7999992371,-16.340000000000003,98.16
9.81,-15.24,2026-03,9.16%,❌ 暫避觀望,2025,180.0,直得,38.83%,30.150000000000002,1597.TW,66.41791044776119,⚠️ 獲利稀釋,0.43,0.91,133.5,-17.090000000000003,197.09
-30.75,1276.65,2026-03,-95.04%,⚪ 中性觀察,2025,-72.34,上緯投控,24.80%,545.4000000000001,3708.TW,2.6237624182040697,🌑 雙重衰退,0.13,35.57,95.4000015259,-18.21,-54.13
10.22,-99.01,2026-03,N/A,⚪ 數據不足,2025,33.33,隆中,N/A,-8.100000000000001,6542.TWO,0.0,⚠️ 獲利稀釋,0.04,0.02,44.2999992371,-21.590000000000003,54.92
-14.47,8.85,2026-03,51.79%,⚪ 中性觀察,2025,-3.33,統領,87.61%,42.45,2910.TW,8.233215278127208,🏰 高護城河,0.29,1.23,23.2999992371,-21.689999999999998,18.36
0.74,5.26,2026-03,N/A,⚪ 中性觀察,2025,100.0,雃博,N/A,45.45,4106.TW,8.052805154620462,⚠️ 獲利稀釋,0.46,1.2,24.3999996185,-22.47,122.47
50.49,146.97,2026-03,N/A,❌ 暫避觀望,2025,231.33,IET-KY,N/A,45.6,4971.TWO,171.71052631578948,⚠️ 獲利稀釋,1.97,1.65,522.0,-22.839999999999975,254.17
-10.06,-17.37,2026-03,N/A,⚪ 數據不足,2025,-30.17,敘豐,N/A,0.0,3485.TWO,0.0,🌑 雙重衰退,1.69,5.9,187.0,-23.32,-6.85
60.61,53.11,2026-03,N/A,❌ 暫避觀望,2025,52.97,藥華藥,N/A,530.85,6446.TW,34.04916643119525,⚠️ 獲利稀釋,5.79,13.64,1205.0,-23.950000000000003,76.92
8.96,7.69,2026-03,N/A,⚪ 中性觀察,2025,24.77,長聖,N/A,177.14999999999998,6712.TWO,13.16680779000847,⚠️ 獲利稀釋,1.39,4.88,155.5,-25.2,49.97
19.24,-36.41,2026-03,N/A,⚪ 中性觀察,2025,21.74,鑫傳,N/A,83.55000000000001,6856.TWO,7.3518852357091555,⚠️ 獲利稀釋,0.56,2.62,40.9500007629,-26.030000000000005,47.77
-11.54,-90.28,2026-03,N/A,❌ 暫避觀望,2025,300.0,伍豐,N/A,9.750000000000002,8076.TWO,32.38461421092307,⚠️ 獲利稀釋,0.16,0.14,21.0499992371,-26.439999999999998,326.44
-62.17,-57.74,2026-03,34.02%,⚪ 中性觀察,2025,-82.31,名軒,49.04%,116.85,1442.TW,3.838254123042362,🌑 雙重衰退,0.23,3.03,29.8999996185,-27.14,-55.17
91.93,-67.15,2026-03,N/A,⚪ 數據不足,2025,-34.48,雲象科技-創,N/A,0.0,7803.TW,0.0,🌑 雙重衰退,-0.78,-2.29,0.0,-27.559999999999995,-6.92
91.93,-67.15,2026-03,N/A,⚪ 數據不足,2025,-34.48,未知,N/A,0.0,7803.TWO,0.0,🌑 雙重衰退,-0.78,-2.29,0.0,-27.559999999999995,-6.92
-2.27,-234.62,2026-03,10.47%,⚪ 數據不足,2025,-9.52,華園,89.24%,-24.3,2702.TW,0.0,🔄 轉虧為盈,0.19,-0.35,12.6499996185,-28.31,18.79
11.45,6.9,2026-03,41.97%,⚪ 中性觀察,2025,-0.73,雙美,77.03%,521.55,4728.TWO,11.360368133448377,🏰 高護城河,4.07,13.33,395.0,-28.85,28.12
-20.5,-66.05,2026-03,N/A,⚪ 中性觀察,2025,-7.89,森鉅,N/A,78.15,8942.TWO,7.869481765834933,📉 獲利侵蝕,1.05,1.83,41.0,-28.87,20.98
-4.59,-175.3,2026-03,7.94%,⚪ 數據不足,2025,11.02,美食-KY,59.54%,-53.400000000000006,2723.TW,0.0,🔄 轉虧為盈,1.31,-2.47,77.5999984741,-28.88,39.9
-18.16,10.4,2026-03,N/A,⚪ 中性觀察,2025,24.75,和潤企業,N/A,158.4,6592.TW,5.653409163153409,⚠️ 獲利稀釋,0.76,4.72,59.7000007629,-30.67,55.42
29.21,-102.7,2026-03,N/A,⚪ 數據不足,2025,510.71,廣閎科,N/A,-26.700000000000003,6693.TWO,0.0,🔄 轉虧為盈,1.17,-0.09,173.5,-31.44999999999999,542.16
-17.82,-85.43,2026-03,3.21%,❌ 暫避觀望,2025,210.0,泓瀚,33.55%,7.35,4741.TWO,75.10203925938777,⚠️ 獲利稀釋,0.31,0.29,36.7999992371,-34.69,244.69
-43.98,-51.85,2026-03,-1427.47%,⚪ 數據不足,2025,20.0,中福,64.71%,-14.1,1435.TW,0.0,🏰 高護城河,-0.08,-0.41,21.75,-34.92,54.92
27.85,-17.7,2026-03,N/A,⚪ 數據不足,2025,90.0,御嵿,N/A,-81.6,3522.TWO,0.0,🔄 轉虧為盈,0.4,-2.66,12.9499998093,-35.099999999999994,125.1
-68.21,-82.6,2026-03,-1.56%,⚪ 中性觀察,2025,-99.32,富華新,21.31%,55.05,3056.TW,3.7057221747956404,🌑 雙重衰退,0.01,1.07,13.6000003815,-36.16,-63.16
32.89,876.92,2026-03,7.13%,⚪ 中性觀察,2025,433.33,樂事綠能,16.87%,45.3,1529.TW,5.049668874172186,⚠️ 獲利稀釋,0.16,1.01,15.25,-37.59000000000003,470.92
23.84,-95.82,2026-03,N/A,❌ 暫避觀望,2025,-102.13,強盛新,N/A,16.650000000000002,1463.TW,15.855856199549548,🌑 雙重衰退,-0.01,0.13,17.6000003815,-37.72999999999999,-64.4
20.33,40.48,2026-03,N/A,❌ 暫避觀望,2025,66.67,騰雲,N/A,210.89999999999998,6870.TWO,23.399715504978666,⚠️ 獲利稀釋,1.1,7.08,329.0,-37.95,104.62
-10.07,-34.28,2026-03,N/A,⚪ 中性觀察,2025,-71.72,弘煜科,N/A,80.1,6482.TWO,4.634831460674158,🌑 雙重衰退,0.28,2.32,24.75,-38.26,-33.46
-6.16,-45.05,2026-03,N/A,❌ 暫避觀望,2025,56.12,光焱科技,N/A,142.5,7728.TWO,66.84210526315789,⚠️ 獲利稀釋,1.53,4.92,635.0,-38.51,94.63
123.22,112.83,2026-03,N/A,⚪ 數據不足,2025,47.78,天能綠電,N/A,0.0,7842.TWO,0.0,⚠️ 獲利稀釋,1.33,4.01,97.5999984741,-39.09,86.87
-4.14,-28.57,2026-03,N/A,⚪ 數據不足,2025,-52.69,溢泰實業,N/A,0.0,7818.TW,0.0,🌑 雙重衰退,0.88,5.65,60.0,-39.849999999999994,-12.84
-4.14,-28.57,2026-03,N/A,⚪ 數據不足,2025,-52.69,未知,N/A,0.0,7818.TWO,0.0,🌑 雙重衰退,0.88,5.65,0.0,-39.849999999999994,-12.84
9.44,46.3,2026-03,14.28%,❌ 暫避觀望,2025,90.91,泓格,53.43%,103.20000000000002,3577.TWO,15.915697674418603,🏰 高護城河,1.47,2.37,109.5,-39.860000000000014,130.77
-10.15,-74.29,2026-03,6.07%,⚪ 數據不足,2025,83.67,點晶,71.52%,-25.049999999999997,3288.TWO,0.0,🏰 高護城河,-0.08,-0.64,20.6499996185,-39.879999999999995,123.55
9.98,-6.01,2026-03,N/A,⚪ 中性觀察,2025,57.14,群益期,N/A,207.15,6024.TW,4.380883417813179,⚠️ 獲利稀釋,1.76,5.48,60.5,-40.22,97.36
60.07,44.38,2026-03,N/A,⚪ 數據不足,2025,10.08,沛爾生醫-創,N/A,-235.35000000000002,6949.TW,0.0,⚠️ 獲利稀釋,-1.18,-7.23,51.4000015259,-40.43,50.51
2.34,-39.36,2026-03,N/A,❌ 暫避觀望,2025,-47.06,億而得,N/A,27.450000000000003,6423.TWO,43.551910900655734,🌑 雙重衰退,0.28,0.58,79.6999969482,-40.510000000000005,-6.55
-8.56,16.53,2026-03,N/A,⚪ 數據不足,2025,-40.13,旅天下,N/A,0.0,6961.TWO,0.0,📉 獲利侵蝕,1.9,4.23,48.5499992371,-40.620000000000005,0.49
-22.14,42.64,2026-03,-1090.16%,⚪ 數據不足,2025,0.0,淳紳,59.04%,-28.05,4529.TWO,0.0,🏰 高護城河,-0.17,-0.74,3.5399999619,-40.9,40.9
72.77,59.82,2026-03,69.19%,❌ 暫避觀望,2025,38.82,川湖,76.10%,3584.3999999999996,2059.TW,49.024941412788756,🏰 高護城河,36.58,103.23,11715.0,-42.38999999999999,81.21
19.97,31.09,2026-03,N/A,⚪ 中性觀察,2025,33.23,華景電,N/A,626.85,6788.TWO,7.6214405360134005,⚠️ 獲利稀釋,4.49,17.36,318.5,-44.06000000000001,77.29
2.72,-56.22,2026-03,12.46%,⚪ 中性觀察,2025,109.68,寒舍,44.04%,85.95,2739.TW,6.369982547993018,⚠️ 獲利稀釋,1.3,2.36,36.5,-44.18000000000001,153.86
-55.31,-34.98,2026-03,N/A,⚪ 中性觀察,2025,-82.38,理銘,N/A,157.95000000000002,6212.TWO,3.1481482930579294,🌑 雙重衰退,0.4,3.96,33.1500015259,-44.419999999999995,-37.96
187.82,279.4,2026-03,N/A,⚪ 數據不足,2025,78.66,倍利科,N/A,0.0,7822.TW,0.0,⚠️ 獲利稀釋,4.93,14.04,800.0,-46.32000000000001,124.98
5.26,-34.17,2026-03,N/A,⚪ 數據不足,2025,-35.1,公勝保經,N/A,0.0,6028.TWO,0.0,📉 獲利侵蝕,2.48,7.86,94.1999969482,-46.75,11.65
4.64,-9.63,2026-03,N/A,⚪ 中性觀察,2025,0.0,系微,N/A,235.35,6231.TWO,13.09751434034417,📉 獲利侵蝕,1.7,6.66,205.5,-47.19,47.19
-4.62,-13.92,2026-03,N/A,⚪ 中性觀察,2025,-0.66,中租-KY,N/A,431.25,5871.TW,3.878260869565217,📉 獲利侵蝕,3.26,11.24,111.5,-47.68,47.02
5.54,20.66,2026-03,18.42%,⚪ 中性觀察,2025,94.03,固緯,51.76%,111.3,2423.TW,9.703504043126685,🏰 高護城河,1.3,2.92,72.0,-48.0,142.03
-36.07,-82.84,2026-03,N/A,❌ 暫避觀望,2025,40.0,微程式,N/A,22.050000000000004,7721.TW,39.115646258503396,⚠️ 獲利稀釋,0.21,0.55,57.5,-48.8,88.8
-16.98,48.61,2026-03,N/A,⚪ 數據不足,2025,18.18,商丞,N/A,-14.85,8277.TWO,0.0,⚠️ 獲利稀釋,-0.09,-0.37,18.6737194061,-48.970000000000006,67.15
-47.33,41.22,2026-03,-63.16%,⚪ 數據不足,2025,1072.73,聯合再生,-18.77%,-10.5,3576.TW,0.0,🔄 轉虧為盈,1.07,-0.77,16.0499992371,-49.61999999999989,1122.35
12.72,43.08,2026-03,N/A,⚪ 數據不足,2025,-72.0,耀穎,N/A,0.0,7772.TWO,0.0,🌑 雙重衰退,0.35,1.86,130.0,-52.29,-19.71
-5.92,-26.4,2026-03,N/A,⚪ 中性觀察,2025,-45.35,達爾膚,N/A,283.05,6523.TWO,4.7376789361897185,📉 獲利侵蝕,1.88,7.78,89.4000015259,-54.99,9.64
18.06,-10.5,2026-03,N/A,⚪ 數據不足,2025,-73.26,民盛,N/A,0.0,7811.TWO,0.0,🌑 雙重衰退,1.09,8.1,72.0,-55.010000000000005,-18.25
10.0,4.12,2026-03,N/A,⚪ 中性觀察,2025,42.79,凌陽創新,N/A,333.00000000000006,5236.TWO,5.855855855855855,⚠️ 獲利稀釋,2.97,8.59,130.0,-55.470000000000006,98.26
12.23,183.87,2026-03,N/A,❌ 暫避觀望,2025,44.44,長佳智能,N/A,34.35,6841.TWO,22.66375612484716,⚠️ 獲利稀釋,0.26,0.89,51.9000015259,-55.730000000000004,100.17
128.22,3600.0,2026-03,N/A,⚪ 中性觀察,2025,-100.0,台生材,N/A,50.099999999999994,6649.TWO,10.793412945239522,🌑 雙重衰退,0.0,1.4,36.0499992371,-55.77,-44.23
-2.68,-5.49,2026-03,14.06%,⚪ 中性觀察,2025,18.18,遠百,54.41%,55.35000000000001,2903.TW,5.921409317479674,🏰 高護城河,0.39,1.56,21.8500003815,-55.970000000000006,74.15
16.02,-90.0,2026-03,N/A,⚪ 數據不足,2025,300.0,泰藝,N/A,-4.65,8289.TWO,0.0,⚠️ 獲利稀釋,0.28,0.04,42.5,-56.31,356.31
-2.7,-28.2,2026-03,N/A,⚪ 中性觀察,2025,3.26,龍巖,N/A,101.10000000000001,5530.TWO,7.396142206839762,⚠️ 獲利稀釋,0.95,2.75,49.8499984741,-56.580000000000005,59.84
-0.57,721.43,2026-03,-167.95%,⚪ 中性觀察,2025,105.56,泰豐,20.10%,25.500000000000004,2102.TW,10.47058778652941,⚠️ 獲利稀釋,0.01,6.28,17.7999992371,-57.19,162.75
297.52,36.07,2026-03,-26.13%,⚪ 數據不足,2025,83.87,浩泰,34.86%,-19.05,4131.TWO,0.0,⚠️ 獲利稀釋,-0.05,-0.78,31.3999996185,-57.69,141.56
-60.41,-77.57,2026-03,N/A,⚪ 中性觀察,2025,-75.84,京城,N/A,79.80000000000001,2524.TW,6.259398352838346,🌑 雙重衰退,0.36,1.71,33.2999992371,-57.870000000000005,-17.97
-6.86,60.8,2026-03,N/A,⚪ 數據不足,2025,-30.77,台微醫,N/A,-6.75,6767.TWO,0.0,🔄 轉虧為盈,0.09,-0.49,24.6499996185,-58.480000000000004,27.71
6.61,4.62,2026-03,N/A,⚪ 中性觀察,2025,7.5,美吾華,N/A,55.2,1731.TW,5.638586956521739,⚠️ 獲利稀釋,0.43,1.36,20.75,-58.480000000000004,65.98
9.49,7.55,2026-03,21.51%,⚪ 中性觀察,2025,13.38,東洋,56.36%,237.29999999999998,4105.TWO,4.9494312927812905,🏰 高護城河,1.78,6.27,78.3000030518,-58.529999999999994,71.91
8.61,-1.21,2026-03,N/A,⚪ 中性觀察,2025,-4.2,愛派司,N/A,200.99999999999997,6918.TW,5.485074626865672,📉 獲利侵蝕,1.39,5.16,73.5,-59.980000000000004,55.78
-15.04,-26.3,2026-03,N/A,⚪ 數據不足,2025,-77.53,長廣,N/A,0.0,7795.TW,0.0,🌑 雙重衰退,0.21,3.11,466.0,-60.09,-17.44
18.71,169.31,2026-03,N/A,⚪ 數據不足,2025,-14.52,宏�硒撥s,N/A,0.0,7794.TWO,0.0,📉 獲利侵蝕,0.53,2.72,31.2999992371,-61.379999999999995,46.86
-8.29,-2.0,2026-03,N/A,⚪ 中性觀察,2025,12.73,軒郁,N/A,330.59999999999997,6703.TWO,4.55989110707804,⚠️ 獲利稀釋,1.87,9.9,100.5,-62.099999999999994,74.83
19.79,23.05,2026-03,N/A,⚪ 中性觀察,2025,27.85,東生華,N/A,136.79999999999998,8432.TWO,5.471491395383772,⚠️ 獲利稀釋,1.01,3.63,49.9000015259,-62.29,90.14
14.61,8.39,2026-03,N/A,⚪ 中性觀察,2025,-30.36,意藍,N/A,103.2,6925.TWO,8.822674529491279,📉 獲利侵蝕,0.39,3.11,60.7000007629,-62.51,32.15
-35.31,57.28,2026-03,-77.27%,⚪ 數據不足,2025,68.92,樂威科-KY,33.80%,-76.65,4154.TWO,0.0,⚠️ 獲利稀釋,-0.25,-1.82,11.8000001907,-62.719999999999985,131.64
24.42,14.65,2026-03,N/A,⚪ 數據不足,2025,-71.64,華洋精機,N/A,0.0,6983.TWO,0.0,🌑 雙重衰退,0.19,4.46,349.5,-62.94,-8.7
-1.49,-25.6,2026-03,N/A,⚪ 中性觀察,2025,18.68,宏正,N/A,118.35000000000001,6277.TW,9.670469334828898,⚠️ 獲利稀釋,1.08,3.08,76.3000030518,-63.88999999999999,82.57
12.25,57.53,2026-03,-377.43%,⚪ 數據不足,2025,-11.11,富榮綱,100.00%,-20.4,3115.TWO,0.0,🏰 高護城河,-0.1,-0.44,8.3599996567,-64.41,53.3
33.33,95.56,2026-03,N/A,❌ 暫避觀望,2025,54.52,精測,N/A,1138.3500000000001,6510.TWO,42.89102648570298,⚠️ 獲利稀釋,10.43,30.41,3255.0,-64.5,119.02
-2.04,-181.82,2026-03,-9.00%,⚪ 數據不足,2025,66.67,凌陽,45.66%,-11.55,2401.TW,0.0,⚠️ 獲利稀釋,-0.02,-0.37,23.75,-64.8,131.47
-27.25,-491.18,2026-03,-58.74%,⚪ 數據不足,2025,-12.24,金麗科,58.46%,-77.55,3228.TWO,0.0,🏰 高護城河,-0.55,-2.03,160.5,-65.32,53.08
2.06,-129.28,2026-03,N/A,⚪ 數據不足,2025,111.54,大億金茂,N/A,-25.8,8107.TWO,0.0,🔄 轉虧為盈,0.03,-0.53,12.3000001907,-65.49999999999999,177.04
-1.99,-50.0,2026-03,1.38%,❌ 暫避觀望,2025,100.0,昆盈,39.89%,10.65,2365.TW,38.16901462183098,⚠️ 獲利稀釋,0.14,0.32,27.1000003815,-65.56,165.56
41.93,209.22,2026-03,N/A,⚪ 中性觀察,2025,1919.44,宇瞻,N/A,396.44999999999993,8271.TW,7.548240635641318,⚠️ 獲利稀釋,14.54,6.7,199.5,-65.57999999999993,1985.02
7.0,-20600.0,2026-03,N/A,⚪ 數據不足,2025,-45.13,晶心科,N/A,-405.15,6533.TW,0.0,📉 獲利侵蝕,-3.28,-8.2,224.5,-65.58,20.45
-3.78,4.25,2026-03,N/A,⚪ 中性觀察,2025,63.12,智冠,N/A,304.65000000000003,5478.TWO,4.756277620585918,⚠️ 獲利稀釋,2.39,7.93,96.5999984741,-65.6,128.72
37.43,30.28,2026-03,N/A,⚪ 中性觀察,2025,-13.39,邦睿生技-創,N/A,153.0,6955.TW,9.578431073352942,📉 獲利侵蝕,0.97,4.13,97.6999969482,-65.85,52.46
157.54,0.95,2026-03,-2058.21%,⚪ 數據不足,2025,-63.41,醣聯,19.48%,-77.1,4168.TWO,0.0,📉 獲利侵蝕,-0.67,-2.16,21.6000003815,-66.11999999999999,2.71
36.07,0.0,2026-03,-9.65%,⚪ 數據不足,2025,33.33,富野,51.65%,-66.15,2736.TWO,0.0,🏰 高護城河,-0.1,-1.83,11.3999996185,-66.42,99.75
-99.4,-68.0,2026-03,N/A,⚪ 數據不足,2025,33.33,悅城,N/A,-52.05,6405.TW,0.0,⚠️ 獲利稀釋,-0.26,-1.26,37.0999984741,-67.48,100.81
85.22,67.87,2026-03,N/A,⚪ 中性觀察,2025,41.83,意騰-KY,N/A,438.15000000000003,7749.TW,12.067785005135228,⚠️ 獲利稀釋,3.56,11.77,352.5,-69.93,111.76
40.64,52.82,2026-03,N/A,❌ 暫避觀望,2025,59.53,信驊,N/A,3805.05,5274.TWO,69.06610951235857,⚠️ 獲利稀釋,37.41,103.92,17520.0,-70.53999999999999,130.07
55.27,21.4,2026-03,N/A,⚪ 中性觀察,2025,-56.69,櫻花建,N/A,126.15,2539.TW,4.048751395612366,📉 獲利侵蝕,0.68,3.46,34.0499992371,-71.35,14.66
31.61,46.42,2026-03,54.00%,⚪ 中性觀察,2025,58.39,台積電,62.33%,2466.0,2330.TW,14.507299270072993,🏰 高護城河,22.08,66.26,2385.0,-71.47000000000001,129.86
1.81,7.69,2026-03,N/A,❌ 暫避觀望,2025,0.0,台聯櫃,N/A,15.75,5601.TWO,28.761905488476188,📉 獲利侵蝕,0.1,0.42,30.2000007629,-71.77,71.77
3.05,-18.87,2026-03,N/A,⚪ 中性觀察,2025,159.09,維田,N/A,46.349999999999994,6570.TWO,14.951456557572815,⚠️ 獲利稀釋,0.57,1.29,46.2000007629,-73.16,232.25
7.0,10.09,2026-03,N/A,⚪ 數據不足,2025,-8.82,生華科,N/A,-106.50000000000001,6492.TWO,0.0,📉 獲利侵蝕,-0.75,-2.97,33.2999992371,-73.19999999999999,64.38
7.07,-10.36,2026-03,24.73%,⚪ 中性觀察,2025,2.74,嘉實,63.24%,248.7,3158.TWO,5.193003526785284,🏰 高護城河,1.5,7.27,86.0999984741,-73.75,76.49
-21.14,-9.97,2026-03,N/A,⚪ 中性觀察,2025,-46.55,華研,N/A,404.99999999999994,8446.TWO,3.140740853770371,📉 獲利侵蝕,1.78,10.3,84.8000030518,-74.55,28.0
