prev_rev_yoy,prev_eps_yoy,date,om,advice,prev_year,eps_yoy,name,gm,est_price,symbol,pe,status,eps,prev_eps,price,expansion,rev_yoy
5.64,4.19,2026-03,N/A,⚪ 中性觀察,2025,-7.53,久元,N/A,136.35,6261.TWO,8.305830583058306,📉 獲利侵蝕,0.85,4.23,75.5,-331.65,324.12
22.86,26.02,2026-03,15.45%,❌ 暫避觀望,2025,7.25,新盛力,26.27%,104.99999999999999,4931.TWO,32.142857142857146,⚠️ 獲利稀釋,1.48,3.13,225.0,-332.42,339.67
-14.65,13.33,2026-03,8.66%,⚪ 中性觀察,2025,56.0,新纖,22.79%,40.95,1409.TW,8.754578614835165,⚠️ 獲利稀釋,0.39,1.19,23.8999996185,-333.13,389.13
-3.61,-56.52,2026-03,-5.47%,❌ 暫避觀望,2025,-200.0,健亞,34.00%,4.500000000000001,4130.TWO,89.000002543,📉 獲利侵蝕,-0.09,0.1,26.7000007629,-333.35,133.35
-4.56,-45.45,2026-03,N/A,⚪ 中性觀察,2025,85.11,科嘉-KY,N/A,62.85000000000001,5215.TW,8.890214797136037,⚠️ 獲利稀釋,0.87,2.04,37.25,-333.83,418.94
25.24,56.88,2026-03,N/A,⚪ 中性觀察,2025,56.17,大中,N/A,342.3,6435.TWO,10.319894829097283,⚠️ 獲利稀釋,3.67,9.52,235.5,-334.14,390.31
-16.91,-348.39,2026-03,N/A,⚪ 數據不足,2025,123.61,易發,N/A,-90.45,6425.TWO,0.0,🔄 轉虧為盈,0.17,-1.61,59.5999984741,-334.65999999999997,458.27
-18.09,-77.78,2026-03,4.80%,⚪ 數據不足,2025,-15.38,先益,22.74%,-10.5,3531.TWO,0.0,📉 獲利侵蝕,0.33,0.3,21.2999992371,-335.88,320.5
7.48,-26.62,2026-03,N/A,⚪ 中性觀察,2025,-14.75,嘉彰,N/A,94.19999999999999,4942.TW,4.999999939251593,📉 獲利侵蝕,0.52,3.06,31.3999996185,-336.1,321.35
5.19,-35.0,2026-03,N/A,❌ 暫避觀望,2025,-177.19,新漢,N/A,10.2,8234.TWO,90.14705770161765,📉 獲利侵蝕,-0.44,0.39,61.2999992371,-336.15,158.96
-3.8,-109.86,2026-03,N/A,⚪ 數據不足,2025,42.5,正能量智能,N/A,-53.4,5348.TWO,0.0,⚠️ 獲利稀釋,-0.23,-1.49,16.0,-336.41,378.91
-3.48,-67.55,2026-03,N/A,⚪ 中性觀察,2025,-17.96,弘帆,N/A,59.1,8433.TWO,13.527918588096448,📉 獲利侵蝕,1.37,3.17,53.2999992371,-337.78999999999996,319.83
15.29,4.08,2026-03,N/A,❌ 暫避觀望,2025,105.83,睿生光電,N/A,154.20000000000002,6861.TW,22.178988326848245,⚠️ 獲利稀釋,2.12,3.84,228.0,-338.04,443.87
-12.11,-142.57,2026-03,-2.95%,⚪ 數據不足,2025,102.44,程泰,19.66%,-285.45000000000005,1583.TW,0.0,🔄 轉虧為盈,0.18,-4.83,46.8499984741,-338.47,440.91
123.75,50.0,2026-03,N/A,⚪ 數據不足,2025,85.0,欣普羅,N/A,-28.5,6560.TWO,0.0,🔄 轉虧為盈,0.37,-0.16,31.8500003815,-338.64,423.64
14.03,14.17,2026-03,N/A,⚪ 中性觀察,2025,14.08,捷敏-KY,N/A,216.14999999999998,6525.TW,8.709229701596115,⚠️ 獲利稀釋,1.62,5.88,125.5,-339.59000000000003,353.67
6.99,-18.15,2026-03,6.47%,⚪ 中性觀察,2025,-7.41,東元,23.29%,92.10000000000001,1504.TW,11.237785016286644,📉 獲利侵蝕,0.51,2.42,69.0,-339.99,332.58
-5.34,12.0,2026-03,N/A,⚪ 中性觀察,2025,-35.29,美隆電,N/A,65.1,2477.TW,5.0115207373271895,📉 獲利侵蝕,0.11,1.68,21.75,-340.70000000000005,305.41
8.23,4.42,2026-03,-18.26%,⚪ 數據不足,2025,9.68,永昕,1.76%,-88.94999999999999,4726.TWO,0.0,⚠️ 獲利稀釋,-0.56,-2.17,22.6000003815,-341.05,350.73
17.58,-11.76,2026-03,N/A,❌ 暫避觀望,2025,-28.57,力麒,N/A,4.65,5512.TWO,24.741935729999994,📉 獲利侵蝕,0.05,0.16,7.6700000763,-341.15999999999997,312.59
-4.71,-24.63,2026-03,N/A,⚪ 中性觀察,2025,-37.7,寶成,N/A,144.6,9904.TW,2.515560165975104,📉 獲利侵蝕,0.76,4.1,24.25,-341.82,304.12
20.34,-44.41,2026-03,N/A,⚪ 數據不足,2025,-351.06,M31,N/A,-10.35,6643.TWO,0.0,🌑 雙重衰退,-1.18,1.69,410.0,-341.91,-9.15
-0.31,-9.87,2026-03,16.53%,⚪ 中性觀察,2025,39.09,長榮航,22.90%,182.10000000000002,2618.TW,3.3937397663014823,⚠️ 獲利稀釋,1.53,4.84,41.2000007629,-342.0,381.09
-1.38,-14.74,2026-03,N/A,⚪ 中性觀察,2025,1.37,立敦,N/A,99.14999999999999,6175.TWO,10.43872919818457,⚠️ 獲利稀釋,0.74,2.68,69.0,-342.15,343.52
12.66,-15.98,2026-03,19.39%,⚪ 數據不足,2025,7.55,鉅祥,32.99%,0.0,2476.TW,0.0,⚠️ 獲利稀釋,1.14,4.36,0.0,-342.27,349.82
-3.39,685.19,2026-03,-5.65%,⚪ 中性觀察,2025,59.41,中環,23.42%,16.200000000000003,2323.TW,9.629629276388888,⚠️ 獲利稀釋,-0.41,1.58,10.3999996185,-342.89,402.3
-7.34,-147.73,2026-03,-5.18%,⚪ 數據不足,2025,28.57,永光,17.63%,-5.3999999999999995,1711.TW,0.0,🔄 轉虧為盈,0.09,-0.21,38.0999984741,-343.62,372.19
1.65,-5.01,2026-03,N/A,⚪ 中性觀察,2025,-3.43,宏全,N/A,354.0,9939.TW,5.317796610169491,📉 獲利侵蝕,2.25,9.1,125.5,-343.79,340.36
20.51,19.61,2026-03,12.50%,⚪ 中性觀察,2025,-7.69,湧德,30.92%,284.7,3689.TWO,5.558482613277134,📉 獲利侵蝕,2.04,7.55,105.5,-345.14,337.45
-2.06,-9.0,2026-03,N/A,⚪ 數據不足,2025,63.83,普誠,N/A,-44.85,6129.TWO,0.0,⚠️ 獲利稀釋,-0.17,-1.09,13.5500001907,-345.26,409.09
-9.17,-9.76,2026-03,10.72%,⚪ 中性觀察,2025,-8.18,三福化,22.24%,128.1,4755.TW,12.997658079625294,📉 獲利侵蝕,1.01,3.7,111.0,-346.63,338.45
-31.16,-52.99,2026-03,N/A,❌ 暫避觀望,2025,-53.16,榮田,N/A,63.0,7709.TWO,19.095237368619046,📉 獲利侵蝕,0.37,2.48,80.1999969482,-346.71000000000004,293.55
-9.71,271.37,2026-03,N/A,⚪ 中性觀察,2025,-22.14,美利達,N/A,189.45000000000002,9914.TW,5.391923869683294,📉 獲利侵蝕,1.09,4.01,68.0999984741,-347.21,325.07
20.09,8.73,2026-03,9.66%,⚪ 中性觀察,2025,-1.8,揚秦,27.43%,243.15,2755.TWO,6.0518197701480565,📉 獲利侵蝕,1.65,6.44,98.0999984741,-347.43,345.63
27.49,9.52,2026-03,N/A,⚪ 中性觀察,2025,75.56,大世科,N/A,86.39999999999999,8099.TWO,10.208333200885418,⚠️ 獲利稀釋,0.79,2.53,58.7999992371,-347.71999999999997,423.28
-20.24,-74.55,2026-03,15.06%,⚪ 中性觀察,2025,-35.44,冠德,23.17%,91.79999999999998,2520.TW,5.9640522875817,📉 獲利侵蝕,0.52,2.61,36.5,-347.81,312.37
26.29,-29.85,2026-03,N/A,⚪ 中性觀察,2025,19.73,迅得,N/A,216.75,6438.TW,9.86159169550173,⚠️ 獲利稀釋,1.76,5.24,142.5,-348.15,367.88
1.71,-27.14,2026-03,11.86%,⚪ 中性觀察,2025,30.43,智伸科,23.25%,205.05,4551.TW,11.228968544257496,⚠️ 獲利稀釋,2.7,6.04,153.5,-348.83,379.26
11.38,6.67,2026-03,10.67%,⚪ 中性觀察,2025,17.41,敦陽科,24.08%,310.95,2480.TW,7.7665219488663775,⚠️ 獲利稀釋,2.63,8.0,161.0,-349.53999999999996,366.95
12.63,77.93,2026-03,14.07%,⚪ 中性觀察,2025,76.56,大成鋼,25.55%,108.3,2027.TW,6.232686980609419,⚠️ 獲利稀釋,1.17,2.88,45.0,-349.59,426.15
1.42,60.23,2026-03,N/A,⚪ 數據不足,2025,-10.0,無敵,N/A,-16.950000000000003,8201.TW,0.0,📉 獲利侵蝕,-0.11,-0.35,11.6000003815,-350.82,340.82
-0.42,18.52,2026-03,N/A,⚪ 中性觀察,2025,-2.38,環泥,N/A,86.25,1104.TW,4.634782542347827,📉 獲利侵蝕,0.41,2.56,26.6499996185,-351.45,349.07
9.13,-57.38,2026-03,N/A,❌ 暫避觀望,2025,-33.33,系統電,N/A,8.100000000000001,5309.TWO,91.2037037037037,📉 獲利侵蝕,0.09,0.27,49.25,-351.84,318.51
-4.85,-35.23,2026-03,N/A,⚪ 中性觀察,2025,828.57,宜新實業,N/A,38.1,4440.TW,6.948818747440945,⚠️ 獲利稀釋,0.51,1.14,17.6499996185,-352.17999999999995,1180.75
-30.87,-46.72,2026-03,N/A,⚪ 中性觀察,2025,-58.62,匯僑設計,N/A,99.3,6754.TW,6.238670579622357,📉 獲利侵蝕,0.12,3.41,41.2999992371,-352.58,293.96
46.42,47.96,2026-03,19.80%,❌ 暫避觀望,2025,49.0,台光電,28.58%,1617.45,2383.TW,47.43577854029491,⚠️ 獲利稀釋,14.9,41.67,5115.0,-352.75,401.75
20.19,142.59,2026-03,N/A,❌ 暫避觀望,2025,-197.83,安鈦克,N/A,16.35,6276.TWO,17.52293612981651,📉 獲利侵蝕,-0.9,0.92,19.1000003815,-353.52,155.69
-14.72,-47.18,2026-03,N/A,⚪ 中性觀察,2025,-66.84,峰源-KY,N/A,174.14999999999998,6807.TW,2.8079240718432383,📉 獲利侵蝕,0.63,4.69,32.5999984741,-353.81000000000006,286.97
26.66,-12.83,2026-03,11.87%,⚪ 中性觀察,2025,-36.27,京鼎,23.90%,780.75,3413.TW,5.264169068203651,📉 獲利侵蝕,4.28,21.44,274.0,-354.47999999999996,318.21
-1.74,-19.4,2026-03,N/A,⚪ 中性觀察,2025,-48.65,大汽電,N/A,82.94999999999999,8931.TWO,7.793851441971068,📉 獲利侵蝕,0.38,1.87,43.0999984741,-354.85999999999996,306.21
-2.6,10.87,2026-03,1.57%,⚪ 中性觀察,2025,-58.82,合勤控,30.58%,41.1,3704.TW,14.525547166824818,📉 獲利侵蝕,0.29,1.56,39.7999992371,-354.98,296.16
-21.77,-3800.0,2026-03,-13.38%,⚪ 數據不足,2025,-117.65,川寶,26.86%,-88.5,1595.TWO,0.0,📉 獲利侵蝕,-0.74,-1.95,61.7000007629,-355.28999999999996,237.64
50.12,-1.42,2026-03,N/A,❌ 暫避觀望,2025,216.67,和椿,N/A,77.10000000000001,6215.TW,18.618676449066143,⚠️ 獲利稀釋,1.14,2.08,95.6999969482,-355.85,572.52
-0.7,-90.0,2026-03,1.48%,❌ 暫避觀望,2025,71.43,建大,20.30%,4.35,2106.TW,57.24138062586207,⚠️ 獲利稀釋,0.12,0.13,16.6000003815,-356.64,428.07
6.01,7.92,2026-03,7.03%,⚪ 中性觀察,2025,18.72,士電,17.20%,278.55,1503.TW,10.500807754442649,⚠️ 獲利稀釋,2.79,6.27,195.0,-357.75,376.47
-10.21,-52.17,2026-03,N/A,❌ 暫避觀望,2025,171.43,萬年清,N/A,2.5500000000000003,6624.TWO,231.17646610058824,⚠️ 獲利稀釋,0.05,0.36,39.2999992371,-357.90000000000003,529.33
-2.54,6.41,2026-03,N/A,⚪ 數據不足,2025,-117.39,攸泰科技,N/A,-11.1,6928.TW,0.0,📉 獲利侵蝕,-0.04,-0.73,45.5,-359.76,242.37
-5.62,-63.22,2026-03,N/A,❌ 暫避觀望,2025,35.38,紅木-KY,N/A,3.300000000000003,8426.TWO,92.27272380499991,⚠️ 獲利稀釋,-0.42,1.85,20.2999992371,-360.16,395.54
-6.46,-50.98,2026-03,5.60%,⚪ 中性觀察,2025,-88.89,維熹,18.84%,115.95,3501.TW,4.941785350957309,📉 獲利侵蝕,0.15,3.0,38.2000007629,-360.24,271.35
-18.5,-32.28,2026-03,9.93%,⚪ 中性觀察,2025,-14.23,廣隆,18.72%,292.8,1537.TW,5.840163934426229,📉 獲利侵蝕,2.11,7.95,114.0,-360.24,346.01
15.8,-24.15,2026-03,9.60%,⚪ 中性觀察,2025,-3.52,豐達科,24.39%,229.8,3004.TW,7.441253263707572,📉 獲利侵蝕,1.92,5.85,114.0,-360.29999999999995,356.78
-10.32,-81.13,2026-03,-4.13%,⚪ 中性觀察,2025,-44.8,台南,13.69%,44.1,1473.TW,6.683673339625851,📉 獲利侵蝕,0.69,0.57,19.6499996185,-360.43,315.63
16.19,-34.24,2026-03,7.70%,⚪ 中性觀察,2025,23.93,奇鈦科,23.03%,119.25,3430.TWO,12.70440251572327,⚠️ 獲利稀釋,1.45,3.15,101.0,-360.71,384.64
-7.74,30.95,2026-03,N/A,⚪ 中性觀察,2025,47.0,乙盛-KY,N/A,171.0,5243.TW,7.482456408052632,⚠️ 獲利稀釋,1.47,4.4,85.3000030518,-361.08,408.08
0.72,-92.73,2026-03,-1.07%,⚪ 數據不足,2025,-188.89,鈺德,27.89%,-2.7,3050.TW,0.0,📉 獲利侵蝕,-0.07,0.04,11.0500001907,-361.12,172.23
30.08,41.67,2026-03,28.21%,⚪ 中性觀察,2025,-46.72,京元電子,37.66%,350.09999999999997,2449.TW,11.01113967437875,📉 獲利侵蝕,1.87,9.01,257.0,-362.65,315.93
19.79,23.62,2026-03,N/A,⚪ 中性觀察,2025,-60.0,微矽電子-創,N/A,61.49999999999999,8162.TW,14.341463228560977,📉 獲利侵蝕,0.12,1.57,58.7999992371,-363.38,303.38
95.35,474.47,2026-03,18.24%,❌ 暫避觀望,2025,208.82,大量,42.12%,296.70000000000005,3167.TW,40.04044489383215,⚠️ 獲利稀釋,3.19,8.13,792.0,-364.06,572.88
4.18,-342.86,2026-03,N/A,⚪ 數據不足,2025,-83.87,盛達,N/A,-12.75,3027.TW,0.0,🔄 轉虧為盈,0.05,-1.06,17.5499992371,-364.25,280.38
11.54,21.94,2026-03,17.08%,⚪ 中性觀察,2025,25.22,健鼎,25.47%,734.1,3044.TW,10.022476501838986,⚠️ 獲利稀釋,5.61,19.45,490.5,-365.02,390.24
-25.69,0.46,2026-03,N/A,⚪ 數據不足,2025,44.0,嘉聯益,N/A,-148.64999999999998,6153.TW,0.0,⚠️ 獲利稀釋,-0.56,-4.38,16.8999996185,-365.13,409.13
7.81,8.95,2026-03,12.13%,⚪ 中性觀察,2025,28.41,大毅,24.27%,129.14999999999998,2478.TW,13.588850174216029,⚠️ 獲利稀釋,1.14,3.45,117.0,-368.14,396.55
10.87,-23.71,2026-03,N/A,❌ 暫避觀望,2025,-57.14,鈞寶,N/A,16.2,6155.TW,51.48148006861111,📉 獲利侵蝕,0.18,0.74,55.5999984741,-368.59999999999997,311.46
-16.0,-27.19,2026-03,9.12%,⚪ 中性觀察,2025,9.68,南帝,25.29%,31.049999999999997,2108.TW,13.405797101449277,⚠️ 獲利稀釋,0.34,0.83,27.75,-368.68,378.36
0.45,-152.78,2026-03,N/A,⚪ 數據不足,2025,105.36,亞崴,N/A,-137.25,1530.TW,0.0,🔄 轉虧為盈,0.18,-2.45,27.25,-369.19,474.55
20.29,21.07,2026-03,N/A,⚪ 中性觀察,2025,33.78,國統,N/A,144.45,8936.TWO,5.29595015576324,⚠️ 獲利稀釋,0.99,4.08,51.0,-369.86,403.64
1.86,46.34,2026-03,-21.05%,⚪ 數據不足,2025,-97.67,喬鼎,29.42%,-14.55,3057.TW,0.0,🔄 轉虧為盈,0.02,-0.88,15.6499996185,-370.95,273.28
17.01,-47.47,2026-03,N/A,❌ 暫避觀望,2025,-30.0,振發,N/A,22.05,5426.TWO,18.469387495578232,📉 獲利侵蝕,0.28,0.52,27.1499996185,-371.24,341.24
-3.92,-16.96,2026-03,N/A,⚪ 中性觀察,2025,71.21,榮惠-KY創,N/A,193.2,6924.TW,9.937888198757765,⚠️ 獲利稀釋,2.26,5.68,128.0,-371.5,442.71
-2.95,-47.23,2026-03,N/A,⚪ 中性觀察,2025,-66.33,育富,N/A,82.05000000000001,6194.TWO,5.539305162175502,📉 獲利侵蝕,0.33,2.19,30.2999992371,-372.25,305.92
-13.1,-10.88,2026-03,2.75%,⚪ 中性觀察,2025,-36.54,世鎧,17.29%,60.75,2063.TWO,5.839506078641976,📉 獲利侵蝕,0.33,1.72,23.6499996185,-372.75,336.21
60.25,28.57,2026-03,8.17%,⚪ 中性觀察,2025,133.33,佳能,21.67%,80.99999999999999,2374.TW,12.16666610151852,⚠️ 獲利稀釋,0.73,2.44,65.6999969482,-373.78999999999996,507.12
-13.21,-50.73,2026-03,4.13%,⚪ 中性觀察,2025,-58.06,志豐,21.42%,73.20000000000002,3206.TWO,7.110655894036883,📉 獲利侵蝕,0.26,2.02,34.7000007629,-373.94,315.88
-5.94,19.85,2026-03,N/A,⚪ 中性觀察,2025,-21.74,華豫寧,N/A,138.6,6474.TWO,3.809523892088744,📉 獲利侵蝕,0.9,3.49,35.2000007629,-374.61,352.87
-7.93,-9.62,2026-03,3.94%,❌ 暫避觀望,2025,23.33,長興,21.29%,52.050000000000004,1717.TW,19.625359790806918,⚠️ 獲利稀釋,0.37,1.41,68.0999984741,-375.40000000000003,398.73
10.07,-34.34,2026-03,6.31%,❌ 暫避觀望,2025,37.5,希華,21.81%,20.55,2484.TW,49.63503649635036,⚠️ 獲利稀釋,0.33,0.65,68.0,-375.42,412.92
6.75,-11.69,2026-03,N/A,❌ 暫避觀望,2025,103.13,台虹,N/A,67.5,8039.TW,60.0,⚠️ 獲利稀釋,0.65,2.07,270.0,-375.75,478.88
5.01,12.1,2026-03,5.81%,❌ 暫避觀望,2025,70.24,禾伸堂,17.62%,258.9,3026.TW,42.06257242178448,⚠️ 獲利稀釋,2.86,6.58,726.0,-375.76,446.0
0.02,-53.89,2026-03,2.40%,⚪ 中性觀察,2025,183.33,力致,18.01%,127.95000000000002,3483.TWO,8.604923977245015,⚠️ 獲利稀釋,0.17,3.74,73.4000015259,-376.49,559.82
-2.38,-76.35,2026-03,N/A,⚪ 中性觀察,2025,-94.38,圓裕,N/A,35.550000000000004,6835.TW,12.805907333966244,📉 獲利侵蝕,0.05,0.97,30.3500003815,-378.04,283.66
-6.57,-27.39,2026-03,N/A,⚪ 中性觀察,2025,-4.8,豐祥-KY,N/A,446.99999999999994,5288.TW,6.140939597315437,📉 獲利侵蝕,3.59,12.25,183.0,-379.13,374.33
237.84,160.13,2026-03,N/A,❌ 暫避觀望,2025,233.33,長園科,N/A,31.350000000000005,8038.TWO,15.789473684210524,⚠️ 獲利稀釋,0.24,0.92,33.0,-379.19999999999993,612.53
-11.42,15.99,2026-03,N/A,⚪ 中性觀察,2025,-62.96,菱光,N/A,154.2,8249.TW,3.60894926790856,📉 獲利侵蝕,0.37,4.03,37.0999984741,-379.2,316.24
2.49,-6.72,2026-03,N/A,⚪ 中性觀察,2025,82.43,龍德造船,N/A,215.85000000000002,6753.TW,9.034051424600417,⚠️ 獲利稀釋,2.7,5.98,130.0,-379.52,461.95
-4.56,-3.34,2026-03,4.93%,⚪ 中性觀察,2025,-11.76,三陽工業,18.31%,222.15,2206.TW,4.280891392700878,📉 獲利侵蝕,1.37,5.78,63.4000015259,-380.01,368.25
-4.72,-22.93,2026-03,6.19%,⚪ 中性觀察,2025,-53.45,六暉-KY,18.21%,68.55000000000001,2115.TW,5.185995790568928,📉 獲利侵蝕,0.27,1.58,23.7000007629,-380.22999999999996,326.78
-12.83,-53.88,2026-03,N/A,⚪ 中性觀察,2025,1.47,�矬�,N/A,65.7,8349.TWO,8.687214437694065,⚠️ 獲利稀釋,0.61,1.93,38.0499992371,-380.58,382.05
-4.54,-14.14,2026-03,N/A,⚪ 中性觀察,2025,-41.38,豐泰,N/A,169.8,9910.TW,6.042402961651943,📉 獲利侵蝕,0.68,5.1,68.4000015259,-380.99,339.61
10.54,-10.04,2026-03,4.42%,⚪ 中性觀察,2025,-48.1,利機,18.10%,81.15,3444.TWO,14.269870045878003,📉 獲利侵蝕,0.41,2.15,77.1999969482,-383.32000000000005,335.22
-2.31,-47.52,2026-03,3.03%,⚪ 中性觀察,2025,-39.39,德淵,23.02%,27.0,4720.TW,9.9444442325,📉 獲利侵蝕,0.2,0.74,17.8999996185,-383.87,344.48
-14.5,-72.09,2026-03,N/A,❌ 暫避觀望,2025,350.0,北基,N/A,10.799999999999999,8927.TWO,26.111110051527778,⚠️ 獲利稀釋,0.18,0.35,18.7999992371,-384.15999999999997,734.16
42.33,180.65,2026-03,N/A,❌ 暫避觀望,2025,-322.22,天擎,N/A,2.0999999999999996,6708.TWO,266.78570338642857,📉 獲利侵蝕,-0.2,0.25,37.3499984741,-385.19000000000005,62.97
-26.56,-73.34,2026-03,-1.94%,⚪ 中性觀察,2025,-81.61,陽明,5.67%,180.9,2609.TW,4.875621827288557,📉 獲利侵蝕,0.41,4.9,58.7999992371,-386.04,304.43
12.58,-13.89,2026-03,-0.45%,⚪ 中性觀察,2025,85.0,全漢,17.44%,63.15,3015.TW,12.019002012850356,⚠️ 獲利稀釋,0.37,1.86,50.5999984741,-386.2,471.2
-10.43,457.5,2026-03,-66.51%,❌ 暫避觀望,2025,173.28,吉祥全,43.42%,32.699999999999996,2491.TW,18.325688423348623,⚠️ 獲利稀釋,0.85,1.43,39.9500007629,-386.24,559.52
0.3,-97.61,2026-03,N/A,❌ 暫避觀望,2025,-87.5,大井泵浦,N/A,24.45,6982.TWO,26.901839554662576,📉 獲利侵蝕,0.1,0.06,43.8499984741,-386.54,299.04
70.72,248.27,2026-03,-11.23%,⚪ 中性觀察,2025,-17.98,三一東林,8.05%,161.1,3609.TWO,1.9320297951582868,📉 獲利侵蝕,-1.05,6.42,20.75,-389.33000000000004,371.35
4.75,-190.0,2026-03,1.17%,⚪ 數據不足,2025,150.0,明泰,18.44%,-15.3,3380.TW,0.0,🔄 轉虧為盈,0.1,-0.36,29.5499992371,-390.0,540.0
-0.31,4.58,2026-03,10.58%,⚪ 中性觀察,2025,13.27,台灣大,19.71%,178.95,3045.TW,10.393964794635373,⚠️ 獲利稀釋,1.37,4.77,124.0,-390.3,403.57
-10.76,-67.92,2026-03,N/A,❌ 暫避觀望,2025,13.58,世豐,N/A,29.85,2065.TWO,17.61306494326633,⚠️ 獲利稀釋,0.92,1.12,35.0499992371,-390.48,404.06
6.19,-69.73,2026-03,N/A,❌ 暫避觀望,2025,-58.33,金利食安,N/A,18.45,7743.TWO,18.536584745609755,📉 獲利侵蝕,0.05,0.57,22.7999992371,-391.2,332.87
8.46,-60.0,2026-03,N/A,❌ 暫避觀望,2025,-63.64,熒茂,N/A,5.7,4729.TWO,48.15789272921052,📉 獲利侵蝕,0.04,0.16,18.2999992371,-391.4,327.76
-4.4,10.62,2026-03,N/A,⚪ 中性觀察,2025,-9.83,漢科,N/A,285.15000000000003,3402.TWO,6.470278800631246,📉 獲利侵蝕,1.56,7.5,123.0,-391.52,381.69
27.06,43.01,2026-03,N/A,❌ 暫避觀望,2025,5.92,華星光,N/A,194.54999999999998,4979.TWO,39.244410177332306,⚠️ 獲利稀釋,1.62,5.43,509.0,-392.18,398.1
-10.11,-410.42,2026-03,-6.90%,⚪ 數據不足,2025,-3.03,飛宏,21.21%,-58.35,2457.TW,0.0,📉 獲利侵蝕,-0.34,-1.48,21.0499992371,-392.45,389.42
-13.43,-46.94,2026-03,N/A,⚪ 中性觀察,2025,-50.0,至興,N/A,44.550000000000004,4535.TWO,9.057238928787879,📉 獲利侵蝕,0.29,1.3,26.8999996185,-392.65,342.65
16.57,-74.05,2026-03,8.41%,❌ 暫避觀望,2025,-55.56,映興,25.04%,6.450000000000001,3597.TWO,61.162788923488364,📉 獲利侵蝕,0.08,0.34,26.2999992371,-392.97,337.41
11.14,74.89,2026-03,5.06%,⚪ 中性觀察,2025,-50.0,宏致,26.65%,158.55,3605.TW,12.06244087038789,📉 獲利侵蝕,0.67,4.35,127.5,-393.32,343.32
-0.82,-24.32,2026-03,-46.94%,⚪ 數據不足,2025,14.29,永邑-KY,8.14%,-148.5,2939.TW,0.0,⚠️ 獲利稀釋,-0.3,-3.68,19.3999996185,-394.19,408.48
-31.37,-121.74,2026-03,N/A,⚪ 數據不足,2025,0.0,佑華,N/A,-97.19999999999999,8024.TWO,0.0,📉 獲利侵蝕,-0.55,-2.55,12.8999996185,-394.41,394.41
-89.32,-112.91,2026-03,-47.25%,⚪ 數據不足,2025,-466.67,聯上,37.85%,-12.0,4113.TWO,0.0,🌑 雙重衰退,-0.22,-0.43,15.8999996185,-395.32000000000005,-71.35
10.46,-17.06,2026-03,N/A,⚪ 中性觀察,2025,-55.22,志強-KY,N/A,266.25,6768.TW,3.5154930437126763,📉 獲利侵蝕,1.2,6.77,62.4000015259,-395.65999999999997,340.44
-7.81,55.31,2026-03,N/A,⚪ 中性觀察,2025,-187.5,智基,N/A,114.60000000000001,6294.TWO,3.7303664921465964,📉 獲利侵蝕,-0.07,2.78,28.5,-395.68,208.18
5.05,-14.96,2026-03,N/A,⚪ 中性觀察,2025,-79.51,來億-KY,N/A,450.75,6890.TW,4.941763727121464,📉 獲利侵蝕,0.75,13.02,148.5,-396.01,316.5
13.71,-2.36,2026-03,N/A,⚪ 中性觀察,2025,-51.61,華孚,N/A,108.60000000000001,6235.TW,5.186463983024862,📉 獲利侵蝕,0.3,2.9,37.5499992371,-396.06,344.45
-2.42,67.24,2026-03,N/A,⚪ 數據不足,2025,-22.58,耀億,N/A,-9.9,4430.TWO,0.0,🔄 轉虧為盈,0.24,-0.19,17.25,-397.4,374.82
-7.61,26.79,2026-03,N/A,⚪ 中性觀察,2025,259.52,宏捷科,N/A,117.30000000000001,8086.TWO,13.554987212276215,⚠️ 獲利稀釋,1.51,3.36,106.0,-397.88,657.4
28.87,3072.73,2026-03,8.52%,❌ 暫避觀望,2025,73.33,景碩,22.14%,121.94999999999999,3189.TW,97.78597785977861,⚠️ 獲利稀釋,1.17,3.51,795.0,-398.64000000000004,471.97
-12.57,-20.13,2026-03,8.28%,⚪ 數據不足,2025,40.0,和益,17.58%,0.0,1709.TW,0.0,⚠️ 獲利稀釋,0.55,1.23,0.0,-398.93,438.93
51.55,77.66,2026-03,N/A,⚪ 中性觀察,2025,93.47,勤誠,N/A,1089.6,8210.TW,12.03193832599119,⚠️ 獲利稀釋,10.73,29.06,874.0,-399.15999999999997,492.63
191.86,23.4,2026-03,N/A,⚪ 數據不足,2025,186.96,金耘國際,N/A,-11.850000000000001,4950.TWO,0.0,🔄 轉虧為盈,0.2,-0.36,15.6999998093,-400.02,586.98
-23.56,-276.79,2026-03,N/A,⚪ 數據不足,2025,-386.36,錼創科技-KY創,N/A,-149.25000000000003,6854.TW,0.0,📉 獲利侵蝕,-2.14,-1.02,87.4000015259,-400.92,14.56
28.81,-44.44,2026-03,-80.56%,⚪ 數據不足,2025,-66.67,郡都開發,15.04%,-5.3999999999999995,4402.TWO,0.0,📉 獲利侵蝕,-0.05,-0.13,14.3500003815,-401.32,334.65
13.75,18.07,2026-03,6.82%,❌ 暫避觀望,2025,428.33,欣興,15.77%,155.1,3037.TW,91.97292069632495,⚠️ 獲利稀釋,3.28,4.38,951.0,-401.76000000000005,830.09
3.13,54.05,2026-03,N/A,⚪ 中性觀察,2025,72.73,達輝-KY,N/A,47.699999999999996,5276.TWO,5.62893069764151,⚠️ 獲利稀釋,0.57,1.14,17.8999996185,-402.18,474.91
