status,prev_year,prev_rev_yoy,price,eps_yoy,gm,advice,rev_yoy,pe,eps,name,om,expansion,prev_eps,prev_eps_yoy,symbol,est_price,date
⚠️ 獲利稀釋,2025,-3.8,16.75,42.5,N/A,⚪ 數據不足,378.91,0.0,-0.23,正能量智能,N/A,-336.41,-1.49,-109.86,5348.TWO,-53.4,2026-03
📉 獲利侵蝕,2025,-3.48,54.4000015259,-17.96,N/A,⚪ 中性觀察,319.83,13.807106986269035,1.37,弘帆,N/A,-337.78999999999996,3.17,-67.55,8433.TWO,59.1,2026-03
⚠️ 獲利稀釋,2025,15.29,193.0,105.83,N/A,❌ 暫避觀望,443.87,18.774319066147857,2.12,睿生光電,N/A,-338.04,3.84,4.08,6861.TW,154.20000000000002,2026-03
🔄 轉虧為盈,2025,-12.11,48.75,102.44,19.66%,⚪ 數據不足,440.91,0.0,0.18,程泰,-2.95%,-338.47,-4.83,-142.57,1583.TW,-285.45000000000005,2026-03
🔄 轉虧為盈,2025,123.75,31.0,85.0,N/A,⚪ 數據不足,423.64,0.0,0.37,欣普羅,N/A,-338.64,-0.16,50.0,6560.TWO,-28.5,2026-03
⚠️ 獲利稀釋,2025,14.03,142.5,14.08,N/A,⚪ 中性觀察,353.67,9.888965995836227,1.62,捷敏-KY,N/A,-339.59000000000003,5.88,14.17,6525.TW,216.14999999999998,2026-03
📉 獲利侵蝕,2025,6.99,71.8000030518,-7.41,23.29%,⚪ 中性觀察,332.58,11.693811571954397,0.51,東元,6.47%,-339.99,2.42,-18.15,1504.TW,92.10000000000001,2026-03
📉 獲利侵蝕,2025,-5.34,20.8500003815,-35.29,N/A,⚪ 中性觀察,305.41,4.804147553341013,0.11,美隆電,N/A,-340.70000000000005,1.68,12.0,2477.TW,65.1,2026-03
⚠️ 獲利稀釋,2025,8.23,24.2999992371,9.68,1.76%,⚪ 數據不足,350.73,0.0,-0.56,永昕,-18.26%,-341.05,-2.17,4.42,4726.TWO,-88.94999999999999,2026-03
📉 獲利侵蝕,2025,17.58,7.7899999619,-28.57,N/A,❌ 暫避觀望,312.59,25.12903213516129,0.05,力麒,N/A,-341.15999999999997,0.16,-11.76,5512.TWO,4.65,2026-03
📉 獲利侵蝕,2025,-4.71,24.7000007629,-37.7,N/A,⚪ 中性觀察,304.12,2.5622407430394194,0.76,寶成,N/A,-341.82,4.1,-24.63,9904.TW,144.6,2026-03
🌑 雙重衰退,2025,20.34,409.5,-351.06,N/A,⚪ 數據不足,-9.15,0.0,-1.18,M31,N/A,-341.91,1.69,-44.41,6643.TWO,-10.35,2026-03
⚠️ 獲利稀釋,2025,-0.31,41.5999984741,39.09,22.90%,⚪ 中性觀察,381.09,3.426688506927512,1.53,長榮航,16.53%,-342.0,4.84,-9.87,2618.TW,182.10000000000002,2026-03
⚠️ 獲利稀釋,2025,-1.38,75.6999969482,1.37,N/A,⚪ 中性觀察,343.52,11.45234447022693,0.74,立敦,N/A,-342.15,2.68,-14.74,6175.TWO,99.14999999999999,2026-03
⚠️ 獲利稀釋,2025,12.66,0.0,7.55,32.99%,⚪ 數據不足,349.82,0.0,1.14,鉅祥,19.39%,-342.27,4.36,-15.98,2476.TW,0.0,2026-03
⚠️ 獲利稀釋,2025,-3.39,10.8500003815,59.41,23.42%,⚪ 中性觀察,402.3,10.046296649537036,-0.41,中環,-5.65%,-342.89,1.58,685.19,2323.TW,16.200000000000003,2026-03
🔄 轉虧為盈,2025,-7.34,37.9500007629,28.57,17.63%,⚪ 數據不足,372.19,0.0,0.09,永光,-5.18%,-343.62,-0.21,-147.73,1711.TW,-5.3999999999999995,2026-03
📉 獲利侵蝕,2025,1.65,130.0,-3.43,N/A,⚪ 中性觀察,340.36,5.508474576271186,2.25,宏全,N/A,-343.79,9.1,-5.01,9939.TW,354.0,2026-03
📉 獲利侵蝕,2025,20.51,106.5,-7.69,30.92%,⚪ 中性觀察,337.45,5.611169652265542,2.04,湧德,12.50%,-345.14,7.55,19.61,3689.TWO,284.7,2026-03
⚠️ 獲利稀釋,2025,-2.06,13.6999998093,63.83,N/A,⚪ 數據不足,409.09,0.0,-0.17,普誠,N/A,-345.26,-1.09,-9.0,6129.TWO,-44.85,2026-03
📉 獲利侵蝕,2025,-9.17,113.5,-8.18,22.24%,⚪ 中性觀察,338.45,13.290398126463701,1.01,三福化,10.72%,-346.63,3.7,-9.76,4755.TW,128.1,2026-03
📉 獲利侵蝕,2025,-31.16,71.0,-53.16,N/A,❌ 暫避觀望,293.55,16.904761904761905,0.37,榮田,N/A,-346.71000000000004,2.48,-52.99,7709.TWO,63.0,2026-03
📉 獲利侵蝕,2025,-9.71,88.5999984741,-22.14,N/A,⚪ 中性觀察,325.07,7.015043426294537,1.09,美利達,N/A,-347.21,4.01,271.37,9914.TW,189.45000000000002,2026-03
📉 獲利侵蝕,2025,20.09,103.5,-1.8,27.43%,⚪ 中性觀察,345.63,6.384947563232572,1.65,揚秦,9.66%,-347.43,6.44,8.73,2755.TWO,243.15,2026-03
⚠️ 獲利稀釋,2025,27.49,59.0999984741,75.56,N/A,⚪ 中性觀察,423.28,10.260416401753472,0.79,大世科,N/A,-347.71999999999997,2.53,9.52,8099.TWO,86.39999999999999,2026-03
📉 獲利侵蝕,2025,-20.24,36.7000007629,-35.44,23.17%,⚪ 中性觀察,312.37,5.9967321508006535,0.52,冠德,15.06%,-347.81,2.61,-74.55,2520.TW,91.79999999999998,2026-03
⚠️ 獲利稀釋,2025,26.29,142.0,19.73,N/A,⚪ 中性觀察,367.88,9.826989619377164,1.76,迅得,N/A,-348.15,5.24,-29.85,6438.TW,216.75,2026-03
⚠️ 獲利稀釋,2025,1.71,161.0,30.43,23.25%,⚪ 中性觀察,379.26,11.777615215801022,2.7,智伸科,11.86%,-348.83,6.04,-27.14,4551.TW,205.05,2026-03
⚠️ 獲利稀釋,2025,11.38,158.5,17.41,24.08%,⚪ 中性觀察,366.95,7.645923781958514,2.63,敦陽科,10.67%,-349.53999999999996,8.0,6.67,2480.TW,310.95,2026-03
⚠️ 獲利稀釋,2025,12.63,50.0,76.56,25.55%,⚪ 中性觀察,426.15,6.9252077562326875,1.17,大成鋼,14.07%,-349.59,2.88,77.93,2027.TW,108.3,2026-03
📉 獲利侵蝕,2025,1.42,11.8000001907,-10.0,N/A,⚪ 數據不足,340.82,0.0,-0.11,無敵,N/A,-350.82,-0.35,60.23,8201.TW,-16.950000000000003,2026-03
📉 獲利侵蝕,2025,-0.42,26.3999996185,-2.38,N/A,⚪ 中性觀察,349.07,4.591304281478261,0.41,環泥,N/A,-351.45,2.56,18.52,1104.TW,86.25,2026-03
📉 獲利侵蝕,2025,9.13,52.7000007629,-33.33,N/A,❌ 暫避觀望,318.51,97.59259400537036,0.09,系統電,N/A,-351.84,0.27,-57.38,5309.TWO,8.100000000000001,2026-03
⚠️ 獲利稀釋,2025,-4.85,17.6000003815,828.57,N/A,⚪ 中性觀察,1180.75,6.929134008464566,0.51,宜新實業,N/A,-352.17999999999995,1.14,-35.23,4440.TW,38.1,2026-03
📉 獲利侵蝕,2025,-30.87,41.4000015259,-58.62,N/A,⚪ 中性觀察,293.96,6.253776665543807,0.12,匯僑設計,N/A,-352.58,3.41,-46.72,6754.TW,99.3,2026-03
⚠️ 獲利稀釋,2025,46.42,5880.0,49.0,28.58%,❌ 暫避觀望,401.75,54.53027914309561,14.9,台光電,19.80%,-352.75,41.67,47.96,2383.TW,1617.45,2026-03
📉 獲利侵蝕,2025,20.19,19.0,-197.83,N/A,❌ 暫避觀望,155.69,17.431192660550458,-0.9,安鈦克,N/A,-353.52,0.92,142.59,6276.TWO,16.35,2026-03
📉 獲利侵蝕,2025,-14.72,37.9000015259,-66.84,N/A,⚪ 中性觀察,286.97,3.264427349345392,0.63,峰源-KY,N/A,-353.81000000000006,4.69,-47.18,6807.TW,174.14999999999998,2026-03
📉 獲利侵蝕,2025,26.66,288.5,-36.27,23.90%,⚪ 中性觀察,318.21,5.5427473583093185,4.28,京鼎,11.87%,-354.47999999999996,21.44,-12.83,3413.TW,780.75,2026-03
📉 獲利侵蝕,2025,-1.74,40.5999984741,-48.65,N/A,⚪ 中性觀察,306.21,7.341771875967451,0.38,大汽電,N/A,-354.85999999999996,1.87,-19.4,8931.TWO,82.94999999999999,2026-03
📉 獲利侵蝕,2025,-2.6,41.5,-58.82,30.58%,❌ 暫避觀望,296.16,15.145985401459853,0.29,合勤控,1.57%,-354.98,1.56,10.87,3704.TW,41.1,2026-03
📉 獲利侵蝕,2025,-21.77,62.0,-117.65,26.86%,⚪ 數據不足,237.64,0.0,-0.74,川寶,-13.38%,-355.28999999999996,-1.95,-3800.0,1595.TWO,-88.5,2026-03
⚠️ 獲利稀釋,2025,50.12,99.3000030518,216.67,N/A,❌ 暫避觀望,572.52,19.31906674159533,1.14,和椿,N/A,-355.85,2.08,-1.42,6215.TW,77.10000000000001,2026-03
⚠️ 獲利稀釋,2025,-0.7,17.3999996185,71.43,20.30%,❌ 暫避觀望,428.07,59.99999868448277,0.12,建大,1.48%,-356.64,0.13,-90.0,2106.TW,4.35,2026-03
⚠️ 獲利稀釋,2025,6.01,197.0,18.72,17.20%,⚪ 中性觀察,376.47,10.608508346795908,2.79,士電,7.03%,-357.75,6.27,7.92,1503.TW,278.55,2026-03
⚠️ 獲利稀釋,2025,-10.21,42.25,171.43,N/A,❌ 暫避觀望,529.33,248.52941176470586,0.05,萬年清,N/A,-357.90000000000003,0.36,-52.17,6624.TWO,2.5500000000000003,2026-03
📉 獲利侵蝕,2025,-2.54,47.5,-117.39,N/A,⚪ 數據不足,242.37,0.0,-0.04,攸泰科技,N/A,-359.76,-0.73,6.41,6928.TW,-11.1,2026-03
⚠️ 獲利稀釋,2025,-5.62,21.2000007629,35.38,N/A,❌ 暫避觀望,395.54,96.36363983136356,-0.42,紅木-KY,N/A,-360.16,1.85,-63.22,8426.TWO,3.300000000000003,2026-03
📉 獲利侵蝕,2025,-6.46,39.5999984741,-88.89,18.84%,⚪ 中性觀察,271.35,5.122897603376455,0.15,維熹,5.60%,-360.24,3.0,-50.98,3501.TW,115.95,2026-03
📉 獲利侵蝕,2025,-18.5,121.0,-14.23,18.72%,⚪ 中性觀察,346.01,6.198770491803279,2.11,廣隆,9.93%,-360.24,7.95,-32.28,1537.TW,292.8,2026-03
📉 獲利侵蝕,2025,15.8,121.5,-3.52,24.39%,⚪ 中性觀察,356.78,7.930809399477806,1.92,豐達科,9.60%,-360.29999999999995,5.85,-24.15,3004.TW,229.8,2026-03
📉 獲利侵蝕,2025,-10.32,19.7000007629,-44.8,13.69%,⚪ 中性觀察,315.63,6.70068053159864,0.69,台南,-4.13%,-360.43,0.57,-81.13,1473.TW,44.1,2026-03
⚠️ 獲利稀釋,2025,16.19,117.5,23.93,23.03%,⚪ 中性觀察,384.64,14.779874213836477,1.45,奇鈦科,7.70%,-360.71,3.15,-34.24,3430.TWO,119.25,2026-03
⚠️ 獲利稀釋,2025,-7.74,88.1999969482,47.0,N/A,⚪ 中性觀察,408.08,7.7368418375614025,1.47,乙盛-KY,N/A,-361.08,4.4,30.95,5243.TW,171.0,2026-03
📉 獲利侵蝕,2025,0.72,11.3999996185,-188.89,27.89%,⚪ 數據不足,172.23,0.0,-0.07,鈺德,-1.07%,-361.12,0.04,-92.73,3050.TW,-2.7,2026-03
📉 獲利侵蝕,2025,30.08,235.0,-46.72,37.66%,⚪ 中性觀察,315.93,10.068551842330765,1.87,京元電子,28.21%,-362.65,9.01,41.67,2449.TW,350.09999999999997,2026-03
📉 獲利侵蝕,2025,19.79,57.0,-60.0,N/A,⚪ 中性觀察,303.38,13.902439024390246,0.12,微矽電子-創,N/A,-363.38,1.57,23.62,8162.TW,61.49999999999999,2026-03
⚠️ 獲利稀釋,2025,95.35,693.0,208.82,42.12%,❌ 暫避觀望,572.88,35.03538928210313,3.19,大量,18.24%,-364.06,8.13,474.47,3167.TW,296.70000000000005,2026-03
🔄 轉虧為盈,2025,4.18,17.75,-83.87,N/A,⚪ 數據不足,280.38,0.0,0.05,盛達,N/A,-364.25,-1.06,-342.86,3027.TW,-12.75,2026-03
⚠️ 獲利稀釋,2025,11.54,480.5,25.22,25.47%,⚪ 中性觀察,390.24,9.818144666939109,5.61,健鼎,17.08%,-365.02,19.45,21.94,3044.TW,734.1,2026-03
⚠️ 獲利稀釋,2025,-25.69,16.7000007629,44.0,N/A,⚪ 數據不足,409.13,0.0,-0.56,嘉聯益,N/A,-365.13,-4.38,0.46,6153.TW,-148.64999999999998,2026-03
⚠️ 獲利稀釋,2025,7.81,134.5,28.41,24.27%,❌ 暫避觀望,396.55,15.621370499419282,1.14,大毅,12.13%,-368.14,3.45,8.95,2478.TW,129.14999999999998,2026-03
📉 獲利侵蝕,2025,10.87,58.0999984741,-57.14,N/A,❌ 暫避觀望,311.46,53.79629488342593,0.18,鈞寶,N/A,-368.59999999999997,0.74,-23.71,6155.TW,16.2,2026-03
⚠️ 獲利稀釋,2025,-16.0,29.1000003815,9.68,25.29%,⚪ 中性觀察,378.36,14.057971198792272,0.34,南帝,9.12%,-368.68,0.83,-27.19,2108.TW,31.049999999999997,2026-03
🔄 轉虧為盈,2025,0.45,28.75,105.36,N/A,⚪ 數據不足,474.55,0.0,0.18,亞崴,N/A,-369.19,-2.45,-152.78,1530.TW,-137.25,2026-03
⚠️ 獲利稀釋,2025,20.29,50.5999984741,33.78,N/A,⚪ 中性觀察,403.64,5.254413133343718,0.99,國統,N/A,-369.86,4.08,21.07,8936.TWO,144.45,2026-03
🔄 轉虧為盈,2025,1.86,17.25,-97.67,29.42%,⚪ 數據不足,273.28,0.0,0.02,喬鼎,-21.05%,-370.95,-0.88,46.34,3057.TW,-14.55,2026-03
📉 獲利侵蝕,2025,17.01,27.2000007629,-30.0,N/A,❌ 暫避觀望,341.24,18.50340187952381,0.28,振發,N/A,-371.24,0.52,-47.47,5426.TWO,22.05,2026-03
⚠️ 獲利稀釋,2025,-3.92,114.5,71.21,N/A,⚪ 中性觀察,442.71,8.889751552795031,2.26,榮惠-KY創,N/A,-371.5,5.68,-16.96,6924.TW,193.2,2026-03
📉 獲利侵蝕,2025,-2.95,29.3999996185,-66.33,N/A,⚪ 中性觀察,305.92,5.374771411060329,0.33,育富,N/A,-372.25,2.19,-47.23,6194.TWO,82.05000000000001,2026-03
📉 獲利侵蝕,2025,-13.1,24.5,-36.54,17.29%,⚪ 中性觀察,336.21,6.049382716049383,0.33,世鎧,2.75%,-372.75,1.72,-10.88,2063.TWO,60.75,2026-03
⚠️ 獲利稀釋,2025,60.25,66.9000015259,133.33,21.67%,⚪ 中性觀察,507.12,12.388889171462964,0.73,佳能,8.17%,-373.78999999999996,2.44,28.57,2374.TW,80.99999999999999,2026-03
📉 獲利侵蝕,2025,-13.21,34.9000015259,-58.06,21.42%,⚪ 中性觀察,315.88,7.15163965694672,0.26,志豐,4.13%,-373.94,2.02,-50.73,3206.TWO,73.20000000000002,2026-03
📉 獲利侵蝕,2025,-5.94,39.7999992371,-21.74,N/A,⚪ 中性觀察,352.87,4.307359224794372,0.9,華豫寧,N/A,-374.61,3.49,19.85,6474.TWO,138.6,2026-03
⚠️ 獲利稀釋,2025,-7.93,69.5999984741,23.33,21.29%,❌ 暫避觀望,398.73,20.057636447867434,0.37,長興,3.94%,-375.40000000000003,1.41,-9.62,1717.TW,52.050000000000004,2026-03
⚠️ 獲利稀釋,2025,10.07,73.0,37.5,21.81%,❌ 暫避觀望,412.92,53.28467153284671,0.33,希華,6.31%,-375.42,0.65,-34.34,2484.TW,20.55,2026-03
⚠️ 獲利稀釋,2025,6.75,271.5,103.13,N/A,❌ 暫避觀望,478.88,60.333333333333336,0.65,台虹,N/A,-375.75,2.07,-11.69,8039.TW,67.5,2026-03
⚠️ 獲利稀釋,2025,5.01,690.0,70.24,17.62%,❌ 暫避觀望,446.0,39.97682502896872,2.86,禾伸堂,5.81%,-375.76,6.58,12.1,3026.TW,258.9,2026-03
⚠️ 獲利稀釋,2025,0.02,70.5,183.33,18.01%,⚪ 中性觀察,559.82,8.264947245017584,0.17,力致,2.40%,-376.49,3.74,-53.89,3483.TWO,127.95000000000002,2026-03
📉 獲利侵蝕,2025,-2.38,30.7000007629,-94.38,N/A,⚪ 中性觀察,283.66,12.95358681978903,0.05,圓裕,N/A,-378.04,0.97,-76.35,6835.TW,35.550000000000004,2026-03
📉 獲利侵蝕,2025,-6.57,188.5,-4.8,N/A,⚪ 中性觀察,374.33,6.325503355704699,3.59,豐祥-KY,N/A,-379.13,12.25,-27.39,5288.TW,446.99999999999994,2026-03
⚠️ 獲利稀釋,2025,237.84,30.7000007629,233.33,N/A,⚪ 中性觀察,612.53,14.688995580334927,0.24,長園科,N/A,-379.19999999999993,0.92,160.13,8038.TWO,31.350000000000005,2026-03
📉 獲利侵蝕,2025,-11.42,39.75,-62.96,N/A,⚪ 中性觀察,316.24,3.8667315175097277,0.37,菱光,N/A,-379.2,4.03,15.99,8249.TW,154.2,2026-03
⚠️ 獲利稀釋,2025,2.49,143.0,82.43,N/A,⚪ 中性觀察,461.95,9.937456567060458,2.7,龍德造船,N/A,-379.52,5.98,-6.72,6753.TW,215.85000000000002,2026-03
📉 獲利侵蝕,2025,-4.56,62.7999992371,-11.76,18.31%,⚪ 中性觀察,368.25,4.240378071377448,1.37,三陽工業,4.93%,-380.01,5.78,-3.34,2206.TW,222.15,2026-03
📉 獲利侵蝕,2025,-4.72,23.0499992371,-53.45,18.21%,⚪ 中性觀察,326.78,5.043763509212253,0.27,六暉-KY,6.19%,-380.22999999999996,1.58,-22.93,2115.TW,68.55000000000001,2026-03
⚠️ 獲利稀釋,2025,-12.83,39.4000015259,1.47,N/A,⚪ 中性觀察,382.05,8.995434138333334,0.61,�矬�,N/A,-380.58,1.93,-53.88,8349.TWO,65.7,2026-03
📉 獲利侵蝕,2025,-4.54,68.8000030518,-41.38,N/A,⚪ 中性觀察,339.61,6.0777387854947,0.68,豐泰,N/A,-380.99,5.1,-14.14,9910.TW,169.8,2026-03
📉 獲利侵蝕,2025,10.54,76.1999969482,-48.1,18.10%,⚪ 中性觀察,335.22,14.08502716232902,0.41,利機,4.42%,-383.32000000000005,2.15,-10.04,3444.TWO,81.15,2026-03
📉 獲利侵蝕,2025,-2.31,17.7000007629,-39.39,23.02%,⚪ 中性觀察,344.48,9.833333757166667,0.2,德淵,3.03%,-383.87,0.74,-47.52,4720.TW,27.0,2026-03
⚠️ 獲利稀釋,2025,-14.5,19.8999996185,350.0,N/A,❌ 暫避觀望,734.16,27.63888835902778,0.18,北基,N/A,-384.15999999999997,0.35,-72.09,8927.TWO,10.799999999999999,2026-03
📉 獲利侵蝕,2025,42.33,39.75,-322.22,N/A,❌ 暫避觀望,62.97,283.92857142857144,-0.2,天擎,N/A,-385.19000000000005,0.25,180.65,6708.TWO,2.0999999999999996,2026-03
📉 獲利侵蝕,2025,-26.56,59.0,-81.61,5.67%,⚪ 中性觀察,304.43,4.892205638474295,0.41,陽明,-1.94%,-386.04,4.9,-73.34,2609.TW,180.9,2026-03
⚠️ 獲利稀釋,2025,12.58,53.7000007629,85.0,17.44%,⚪ 中性觀察,471.2,12.755344599263656,0.37,全漢,-0.45%,-386.2,1.86,-13.89,3015.TW,63.15,2026-03
⚠️ 獲利稀釋,2025,-10.43,38.1500015259,173.28,43.42%,❌ 暫避觀望,559.52,17.500000699954132,0.85,吉祥全,-66.51%,-386.24,1.43,457.5,2491.TW,32.699999999999996,2026-03
📉 獲利侵蝕,2025,0.3,48.2999992371,-87.5,N/A,❌ 暫避觀望,299.04,29.631901372453992,0.1,大井泵浦,N/A,-386.54,0.06,-97.61,6982.TWO,24.45,2026-03
📉 獲利侵蝕,2025,70.72,24.0,-17.98,8.05%,⚪ 中性觀察,371.35,2.2346368715083798,-1.05,三一東林,-11.23%,-389.33000000000004,6.42,248.27,3609.TWO,161.1,2026-03
🔄 轉虧為盈,2025,4.75,27.1499996185,150.0,18.44%,⚪ 數據不足,540.0,0.0,0.1,明泰,1.17%,-390.0,-0.36,-190.0,3380.TW,-15.3,2026-03
⚠️ 獲利稀釋,2025,-0.31,113.5,13.27,19.71%,⚪ 中性觀察,403.57,9.513830678960604,1.37,台灣大,10.58%,-390.3,4.77,4.58,3045.TW,178.95,2026-03
⚠️ 獲利稀釋,2025,-10.76,35.3499984741,13.58,N/A,❌ 暫避觀望,404.06,17.763818328693464,0.92,世豐,N/A,-390.48,1.12,-67.92,2065.TWO,29.85,2026-03
📉 獲利侵蝕,2025,6.19,21.25,-58.33,N/A,❌ 暫避觀望,332.87,17.276422764227643,0.05,金利食安,N/A,-391.2,0.57,-69.73,7743.TWO,18.45,2026-03
📉 獲利侵蝕,2025,8.46,18.8999996185,-63.64,N/A,❌ 暫避觀望,327.76,49.73684110131579,0.04,熒茂,N/A,-391.4,0.16,-60.0,4729.TWO,5.7,2026-03
📉 獲利侵蝕,2025,-4.4,122.0,-9.83,N/A,⚪ 中性觀察,381.69,6.417674907943187,1.56,漢科,N/A,-391.52,7.5,10.62,3402.TWO,285.15000000000003,2026-03
⚠️ 獲利稀釋,2025,27.06,529.0,5.92,N/A,❌ 暫避觀望,398.1,40.78643022359291,1.62,華星光,N/A,-392.18,5.43,43.01,4979.TWO,194.54999999999998,2026-03
📉 獲利侵蝕,2025,-10.11,22.8999996185,-3.03,21.21%,⚪ 數據不足,389.42,0.0,-0.34,飛宏,-6.90%,-392.45,-1.48,-410.42,2457.TW,-58.35,2026-03
📉 獲利侵蝕,2025,-13.43,28.4500007629,-50.0,N/A,⚪ 中性觀察,342.65,9.579124835993266,0.29,至興,N/A,-392.65,1.3,-46.94,4535.TWO,44.550000000000004,2026-03
📉 獲利侵蝕,2025,16.57,26.6000003815,-55.56,25.04%,❌ 暫避觀望,337.41,61.86046600348836,0.08,映興,8.41%,-392.97,0.34,-74.05,3597.TWO,6.450000000000001,2026-03
📉 獲利侵蝕,2025,11.14,119.0,-50.0,26.65%,⚪ 中性觀察,343.32,11.258278145695364,0.67,宏致,5.06%,-393.32,4.35,74.89,3605.TW,158.55,2026-03
⚠️ 獲利稀釋,2025,-0.82,18.7999992371,14.29,8.14%,⚪ 數據不足,408.48,0.0,-0.3,永邑-KY,-46.94%,-394.19,-3.68,-24.32,2939.TW,-148.5,2026-03
📉 獲利侵蝕,2025,-31.37,13.3000001907,0.0,N/A,⚪ 數據不足,394.41,0.0,-0.55,佑華,N/A,-394.41,-2.55,-121.74,8024.TWO,-97.19999999999999,2026-03
🌑 雙重衰退,2025,-89.32,14.8500003815,-466.67,37.85%,⚪ 數據不足,-71.35,0.0,-0.22,聯上,-47.25%,-395.32000000000005,-0.43,-112.91,4113.TWO,-12.0,2026-03
📉 獲利侵蝕,2025,10.46,64.0999984741,-55.22,N/A,⚪ 中性觀察,340.44,3.611267519667606,1.2,志強-KY,N/A,-395.65999999999997,6.77,-17.06,6768.TW,266.25,2026-03
📉 獲利侵蝕,2025,-7.81,28.7000007629,-187.5,N/A,⚪ 中性觀察,208.18,3.756544602473822,-0.07,智基,N/A,-395.68,2.78,55.31,6294.TWO,114.60000000000001,2026-03
📉 獲利侵蝕,2025,5.05,160.5,-79.51,N/A,⚪ 中性觀察,316.5,5.341098169717138,0.75,來億-KY,N/A,-396.01,13.02,-14.96,6890.TW,450.75,2026-03
📉 獲利侵蝕,2025,13.71,37.2999992371,-51.61,N/A,⚪ 中性觀察,344.45,5.151933596284531,0.3,華孚,N/A,-396.06,2.9,-2.36,6235.TW,108.60000000000001,2026-03
🔄 轉虧為盈,2025,-2.42,18.9500007629,-22.58,N/A,⚪ 數據不足,374.82,0.0,0.24,耀億,N/A,-397.4,-0.19,67.24,4430.TWO,-9.9,2026-03
⚠️ 獲利稀釋,2025,-7.61,115.5,259.52,N/A,⚪ 中性觀察,657.4,14.769820971867007,1.51,宏捷科,N/A,-397.88,3.36,26.79,8086.TWO,117.30000000000001,2026-03
⚠️ 獲利稀釋,2025,28.87,849.0,73.33,22.14%,❌ 暫避觀望,471.97,104.42804428044282,1.17,景碩,8.52%,-398.64000000000004,3.51,3072.73,3189.TW,121.94999999999999,2026-03
⚠️ 獲利稀釋,2025,-12.57,0.0,40.0,17.58%,⚪ 數據不足,438.93,0.0,0.55,和益,8.28%,-398.93,1.23,-20.13,1709.TW,0.0,2026-03
⚠️ 獲利稀釋,2025,51.55,985.0,93.47,N/A,⚪ 中性觀察,492.63,13.560022026431717,10.73,勤誠,N/A,-399.15999999999997,29.06,77.66,8210.TW,1089.6,2026-03
🔄 轉虧為盈,2025,191.86,16.0499992371,186.96,N/A,⚪ 數據不足,586.98,0.0,0.2,金耘國際,N/A,-400.02,-0.36,23.4,4950.TWO,-11.850000000000001,2026-03
📉 獲利侵蝕,2025,-23.56,89.8000030518,-386.36,N/A,⚪ 數據不足,14.56,0.0,-2.14,錼創科技-KY創,N/A,-400.92,-1.02,-276.79,6854.TW,-149.25000000000003,2026-03
📉 獲利侵蝕,2025,28.81,15.75,-66.67,15.04%,⚪ 數據不足,334.65,0.0,-0.05,郡都開發,-80.56%,-401.32,-0.13,-44.44,4402.TWO,-5.3999999999999995,2026-03
⚠️ 獲利稀釋,2025,13.75,1130.0,428.33,15.77%,❌ 暫避觀望,830.09,109.28433268858801,3.28,欣興,6.82%,-401.76000000000005,4.38,18.07,3037.TW,155.1,2026-03
⚠️ 獲利稀釋,2025,3.13,19.6499996185,72.73,N/A,⚪ 中性觀察,474.91,6.179245163050315,0.57,達輝-KY,N/A,-402.18,1.14,54.05,5276.TWO,47.699999999999996,2026-03
⚠️ 獲利稀釋,2025,-2.19,15.5,154.9,37.12%,❌ 暫避觀望,557.65,18.452380952380953,0.28,志信,5.53%,-402.75,0.52,-68.29,2611.TW,12.6,2026-03
⚠️ 獲利稀釋,2025,-8.11,12.3500003815,350.0,N/A,❌ 暫避觀望,752.81,28.06818268522727,0.09,松普,N/A,-402.80999999999995,0.11,1000.0,5488.TWO,6.6,2026-03
⚠️ 獲利稀釋,2025,-3.28,64.5,4.44,21.28%,❌ 暫避觀望,407.81,33.59375,0.47,健和興,6.05%,-403.37,0.99,-74.48,3003.TW,28.799999999999997,2026-03
📉 獲利侵蝕,2025,3.73,70.0,-53.75,22.67%,❌ 暫避觀望,349.69,30.43478260869565,0.37,時碩工業,3.55%,-403.44,1.36,-41.88,4566.TW,34.50000000000001,2026-03
⚠️ 獲利稀釋,2025,13.2,0.0,0.44,N/A,⚪ 數據不足,403.93,0.0,4.54,崑鼎,N/A,-403.49,18.44,5.99,6803.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,17.93,22.1499996185,8.33,N/A,❌ 暫避觀望,412.13,16.78030274128788,0.13,金橋,N/A,-403.8,0.72,10.77,6133.TW,19.799999999999997,2026-03
📉 獲利侵蝕,2025,1.55,30.5,0.0,N/A,⚪ 中性觀察,404.41,6.407563025210084,0.42,海柏特,N/A,-404.41,2.05,-10.78,6884.TWO,71.39999999999999,2026-03
⚠️ 獲利稀釋,2025,-72.18,47.0499992371,820.0,N/A,⚪ 中性觀察,1224.69,7.934232586357505,2.76,富宇,N/A,-404.69000000000005,1.23,-79.5,4907.TWO,88.94999999999999,2026-03
⚠️ 獲利稀釋,2025,-12.95,20.0,17.65,19.87%,❌ 暫避觀望,423.58,16.949152542372882,0.2,日勝化,1.24%,-405.93,0.78,-19.59,1735.TW,17.7,2026-03
⚠️ 獲利稀釋,2025,75.17,224.0,8.68,N/A,⚪ 中性觀察,414.73,6.565064478311841,3.63,信紘科,N/A,-406.05,13.77,39.39,6667.TWO,511.79999999999995,2026-03
