symbol,prev_eps,name,price,est_price,expansion,eps,eps_yoy,gm,rev_yoy,om,prev_eps_yoy,status,prev_rev_yoy,advice,pe,prev_year,date
6515.TW,33.4,穎崴,8665.0,1807.6499999999999,4.730000000000004,46.93,40.24,N/A,35.51,N/A,39.53,🚀 利潤擴張,32.04,⚠️ 追價風險,71.90274666002821,2025,2025-12
1538.TW,-0.36,正峰,11.8000001907,-31.050000000000004,4.57,-1.59,6.47,32.24%,1.9,-58.77%,64.0,🚀 利潤擴張,22.91,⚪ 數據不足,0.0,2025,2025-12
3492.TWO,1.63,長盛,23.7999992371,74.55,4.569999999999999,1.77,9.26,27.24%,4.69,-0.96%,26.36,🚀 利潤擴張,7.91,✅ 穩健價值,4.788732240865191,2025,2025-12
3171.TWO,3.11,炎洲流通,70.0999984741,151.05,4.509999999999998,4.3,36.94,25.09%,32.43,7.94%,36.4,🚀 利潤擴張,23.81,✅ 穩健價值,6.9612709507547175,2025,2025-12
8155.TWO,3.35,博智,399.0,188.55,4.480000000000004,6.88,41.38,N/A,36.9,N/A,1.87,🚀 利潤擴張,35.15,⚠️ 追價風險,31.742243436754176,2025,2025-12
4749.TWO,8.49,新應材,1070.0,411.90000000000003,4.48,11.33,32.78,44.02%,28.3,23.34%,32.29,🚀 利潤擴張,32.03,⚠️ 追價風險,38.96576839038602,2025,2025-12
2838.TW,0.91,聯邦銀,20.4500007629,44.85,4.4399999999999995,1.29,8.94,94.34%,4.5,35.36%,-1.98,🏰 高護城河,-0.7,✅ 穩健價值,6.839465138093645,2025,2025-12
1442.TW,2.49,名軒,25.6499996185,132.89999999999998,4.43,3.03,-57.74,49.04%,-62.17,34.02%,-57.58,🌑 雙重衰退,-63.75,✅ 穩健價值,2.8950338169864565,2025,2025-12
4571.TW,7.33,鈞興-KY,222.0,370.65,4.3500000000000005,9.61,4.45,33.35%,0.1,18.52%,7.67,🚀 利潤擴張,4.55,✅ 穩健價值,8.984216916228249,2025,2025-12
3037.TW,2.06,欣興,1055.0,114.89999999999999,4.32,4.38,18.07,15.77%,13.75,6.82%,-37.88,🚀 利潤擴張,12.28,⚠️ 追價風險,137.72845953002613,2025,2025-12
6220.TWO,0.45,岳豐,33.5,8.700000000000001,4.299999999999999,0.81,-12.9,N/A,-17.2,N/A,-25.0,🌑 雙重衰退,-20.23,⚠️ 追價風險,57.75862068965517,2025,2025-12
1210.TW,2.67,大成,0.0,0.0,4.28,4.33,2.79,15.43%,-1.49,5.11%,-9.42,🧐 疑業外收益,-1.43,⚪ 數據不足,0.0,2025,2025-12
3388.TWO,3.06,崇越電,110.0,150.60000000000002,4.16,4.15,1.47,17.90%,-2.69,6.27%,2.0,🧐 疑業外收益,-2.28,✅ 穩健價值,10.95617529880478,2025,2025-12
3010.TW,6.28,華立,139.0,309.75000000000006,4.14,8.84,1.84,8.77%,-2.3,5.39%,-5.56,🧐 疑業外收益,-2.77,✅ 穩健價值,6.731234866828086,2025,2025-12
3349.TWO,-0.64,寶德,17.7999992371,-35.1,3.9399999999999995,-1.02,9.52,15.17%,5.58,-15.09%,48.21,🚀 利潤擴張,28.56,⚪ 數據不足,0.0,2025,2025-12
8162.TW,1.53,微矽電子-創,73.5,64.2,3.830000000000002,1.57,23.62,N/A,19.79,N/A,96.15,🚀 利潤擴張,28.35,⚪ 中性觀察,17.17289719626168,2025,2025-12
3596.TW,9.52,智易,187.5,469.49999999999994,3.51,12.6,11.7,15.29%,8.19,6.31%,12.4,🚀 利潤擴張,8.39,✅ 穩健價值,5.990415335463259,2025,2025-12
6689.TW,1.15,伊雲谷,65.0,72.9,3.44,2.31,1.77,N/A,-1.67,N/A,-34.29,🧐 疑業外收益,2.81,✅ 穩健價值,13.374485596707817,2025,2025-12
6121.TWO,21.26,新普,393.0,1094.85,3.3400000000000003,30.6,5.99,N/A,2.65,N/A,3.45,🚀 利潤擴張,-0.37,✅ 穩健價值,5.384299219071106,2025,2025-12
6697.TWO,2.54,東捷資訊,41.0499992371,124.19999999999999,3.3100000000000005,3.04,16.48,N/A,13.17,N/A,27.0,🚀 利潤擴張,14.74,✅ 穩健價值,4.957729376461353,2025,2025-12
8432.TWO,3.01,東生華,50.7000007629,133.49999999999997,3.2600000000000016,3.63,23.05,N/A,19.79,N/A,11.48,🚀 利潤擴張,18.72,✅ 穩健價值,5.696629299202248,2025,2025-12
5902.TWO,1.79,德記,34.9000015259,86.55000000000001,3.25,2.24,6.16,N/A,2.91,N/A,1.13,🚀 利潤擴張,3.96,✅ 穩健價值,6.0485271275389945,2025,2025-12
6417.TWO,3.25,韋僑,142.5,168.9,3.1999999999999993,4.83,11.03,N/A,7.83,N/A,9.43,🚀 利潤擴張,8.43,✅ 穩健價值,12.655417406749557,2025,2025-12
4931.TWO,1.55,新盛力,229.5,103.64999999999999,3.16,3.13,26.02,26.27%,22.86,15.45%,-8.33,🚀 利潤擴張,4.97,⚠️ 追價風險,33.212735166425475,2025,2025-12
6492.TWO,-2.06,生華科,45.2000007629,-105.60000000000001,3.09,-2.97,10.09,N/A,7.0,N/A,13.87,🚀 利潤擴張,10.67,⚪ 數據不足,0.0,2025,2025-12
3031.TW,0.89,佰鴻,32.4000015259,42.3,3.04,1.09,0.0,30.45%,-3.04,11.22%,-8.25,🌑 雙重衰退,-7.8,✅ 穩健價值,11.489362243226951,2025,2025-12
1714.TW,0.37,和桐,9.5,17.250000000000004,3.0100000000000016,0.5,19.51,14.20%,16.5,8.91%,5.71,🚀 利潤擴張,15.96,✅ 穩健價值,8.26086956521739,2025,2025-12
1513.TW,5.99,中興電,166.5,292.80000000000007,2.960000000000001,8.07,10.14,27.00%,7.18,17.59%,6.72,🚀 利潤擴張,9.03,✅ 穩健價值,8.529713114754097,2025,2025-12
5455.TWO,3.53,昇益,23.1000003815,159.6,2.9299999999999997,3.46,-40.65,N/A,-43.58,N/A,44.67,🌑 雙重衰退,62.0,✅ 穩健價值,2.1710526674342105,2025,2025-12
6173.TWO,2.12,信昌電,237.0,105.30000000000001,2.8200000000000003,3.26,11.72,N/A,8.9,N/A,-7.86,🚀 利潤擴張,10.39,⚠️ 追價風險,33.76068376068376,2025,2025-12
2886.TW,1.91,兆豐金,40.0,90.6,2.62,2.36,0.85,83.45%,-1.77,33.61%,-3.54,🏰 高護城河,-5.03,✅ 穩健價值,6.622516556291391,2025,2025-12
9933.TW,-0.23,中鼎,39.6500015259,-15.600000000000001,2.4899999999999984,1.91,-20.92,N/A,-23.41,N/A,-112.85,🔄 轉虧為盈,-23.49,⚪ 數據不足,0.0,2025,2025-12
8401.TWO,1.71,白紗科,23.1499996185,89.25,2.41,2.63,1.54,N/A,-0.87,N/A,-0.58,🧐 疑業外收益,0.54,✅ 穩健價值,3.890756238403361,2025,2025-12
2945.TW,1.44,三商家購,41.0,73.05,2.4000000000000004,2.14,5.94,27.39%,3.54,1.25%,-2.04,🚀 利潤擴張,3.48,✅ 穩健價值,8.41889117043121,2025,2025-12
3684.TWO,2.55,榮昌,59.2999992371,117.44999999999999,2.3900000000000006,3.5,25.0,34.09%,22.61,7.78%,50.0,🚀 利潤擴張,31.38,✅ 穩健價值,7.573435407037039,2025,2025-12
3583.TW,9.71,辛耘,867.0,491.70000000000005,2.3900000000000006,13.82,19.76,37.11%,17.37,15.14%,15.18,🚀 利潤擴張,20.22,⚠️ 追價風險,26.449054301403294,2025,2025-12
2321.TW,-0.3,東訊,15.1000003815,-29.1,2.3599999999999994,-0.76,18.37,29.80%,16.01,-5.26%,67.57,🚀 利潤擴張,19.86,⚪ 數據不足,0.0,2025,2025-12
3558.TWO,4.87,神準,144.0,247.80000000000004,2.3000000000000007,5.2,27.76,14.36%,25.46,0.40%,73.93,🚀 利潤擴張,38.81,✅ 穩健價值,8.716707021791766,2025,2025-12
6796.TW,-0.68,晉弘,60.9000015259,-18.75,2.280000000000001,0.2,25.0,N/A,22.72,N/A,22.73,🔄 轉虧為盈,36.23,⚪ 數據不足,0.0,2025,2025-12
2063.TWO,1.27,世鎧,25.2000007629,63.9,2.219999999999999,1.72,-10.88,17.29%,-13.1,2.75%,-13.01,🌑 雙重衰退,-10.3,✅ 穩健價值,5.915493136830986,2025,2025-12
6530.TWO,1.4,創威,107.5,69.45,2.219999999999999,1.95,18.9,N/A,16.68,N/A,20.69,🚀 利潤擴張,18.97,⚠️ 追價風險,23.218142548596113,2025,2025-12
5347.TWO,3.35,世界,168.0,170.70000000000002,2.17,4.3,12.47,N/A,10.3,N/A,4.1,🚀 利潤擴張,10.75,✅ 穩健價值,14.762741652021088,2025,2025-12
6192.TW,7.66,巨路,128.5,384.9,2.0,10.06,-4.01,N/A,-6.01,N/A,6.98,🌑 雙重衰退,-4.9,✅ 穩健價值,5.007794232268123,2025,2025-12
1503.TW,5.46,士電,219.0,271.95000000000005,1.9100000000000001,6.27,7.92,17.20%,6.01,7.03%,9.86,🚀 利潤擴張,5.13,✅ 穩健價值,12.07942636514065,2025,2025-12
4911.TWO,1.76,德英,31.75,86.25000000000001,1.8800000000000026,2.18,26.01,85.36%,24.13,42.63%,46.67,🏰 高護城河,35.41,✅ 穩健價值,5.521739130434781,2025,2025-12
6933.TW,3.69,AMAX-KY,172.5,184.65,1.759999999999998,5.04,28.97,N/A,27.21,N/A,86.8,🚀 利潤擴張,36.49,✅ 穩健價值,14.012997562956945,2025,2025-12
4129.TWO,4.47,聯合,90.0,221.10000000000002,1.7200000000000024,5.83,23.26,78.77%,21.54,11.96%,29.11,🏰 高護城河,24.04,✅ 穩健價值,6.105834464043419,2025,2025-12
1612.TW,2.19,宏泰,37.25,105.75,1.7100000000000009,2.77,16.39,16.53%,14.68,13.07%,14.06,🚀 利潤擴張,22.35,✅ 穩健價值,5.283687943262412,2025,2025-12
3030.TW,7.59,德律,405.0,377.69999999999993,1.6099999999999994,10.49,34.83,60.64%,33.22,34.18%,37.0,🏰 高護城河,31.3,⚪ 中性觀察,16.084193804606834,2025,2025-12
4904.TW,2.79,遠傳,94.5999984741,139.95,1.5499999999999998,3.81,7.02,27.10%,5.47,14.21%,9.41,🚀 利潤擴張,2.92,✅ 穩健價值,10.13933531340836,2025,2025-12
2383.TW,31.23,台光電,5120.0,1544.1000000000001,1.5399999999999991,41.67,47.96,28.58%,46.42,19.80%,51.99,🚀 利潤擴張,51.33,⚠️ 追價風險,49.737711288129,2025,2025-12
6901.TW,-1.36,鑽石投資,12.3999996185,-69.00000000000001,1.5300000000000011,-1.38,53.38,N/A,51.85,N/A,33.98,🚀 利潤擴張,32.78,⚪ 數據不足,0.0,2025,2025-12
1726.TW,4.28,永記,77.6999969482,212.10000000000002,1.4499999999999997,5.5,4.17,28.35%,2.72,10.08%,12.04,🚀 利潤擴張,5.97,✅ 穩健價值,5.495049289123054,2025,2025-12
6223.TWO,23.65,旺矽,5960.0,1187.5499999999997,1.3099999999999987,33.49,32.76,N/A,31.45,N/A,39.51,🚀 利潤擴張,33.01,⚠️ 追價風險,75.28104079828219,2025,2025-12
2412.TW,3.79,中華電,137.0,189.15,1.29,4.99,3.96,33.63%,2.67,17.33%,4.12,🚀 利潤擴張,3.52,✅ 穩健價值,10.864393338620141,2025,2025-12
2883.TW,1.09,凱基金,22.5,54.6,1.2699999999999996,1.74,-10.99,78.38%,-12.26,39.14%,-34.81,🏰 高護城河,-29.02,✅ 穩健價值,6.181318681318681,2025,2025-12
2206.TW,4.6,三陽工業,60.5999984741,224.70000000000002,1.2199999999999998,5.78,-3.34,18.31%,-4.56,4.93%,-1.93,🌑 雙重衰退,-6.07,✅ 穩健價值,4.045393756615487,2025,2025-12
2478.TW,2.53,大毅,139.0,125.25000000000003,1.1399999999999997,3.45,8.95,24.27%,7.81,12.13%,13.57,🚀 利潤擴張,10.63,⚪ 中性觀察,16.646706586826344,2025,2025-12
2612.TW,4.21,中航,57.7000007629,208.95,1.0699999999999994,5.46,6.43,34.11%,5.36,23.81%,94.01,🚀 利潤擴張,7.95,✅ 穩健價值,4.142139322534099,2025,2025-12
3013.TW,2.44,晟銘電,122.0,130.35000000000002,1.0299999999999994,4.03,13.2,21.20%,12.17,14.33%,15.64,🚀 利潤擴張,11.48,✅ 穩健價值,14.039125431530493,2025,2025-12
3551.TWO,6.12,世禾,225.0,309.9,1.0299999999999976,8.36,17.2,36.55%,16.17,18.42%,23.67,🚀 利潤擴張,12.87,✅ 穩健價值,10.890609874152952,2025,2025-12
7753.TWO,3.23,星亞,43.4000015259,156.6,0.8800000000000008,4.22,10.39,N/A,9.51,N/A,10.53,🚀 利潤擴張,16.17,✅ 穩健價值,4.157088268764368,2025,2025-12
2406.TW,-0.92,國碩,34.5499992371,-41.85,0.8299999999999992,-0.92,-6.98,11.28%,-7.81,-2.28%,-217.24,🌑 雙重衰退,-32.0,⚪ 數據不足,0.0,2025,2025-12
3293.TWO,27.9,鈊象,754.0,1405.9499999999998,0.8099999999999987,38.51,19.82,97.58%,19.01,59.33%,21.2,🏰 高護城河,21.48,✅ 穩健價值,8.044382801664357,2025,2025-12
4743.TWO,-2.11,合一,0.0,0.0,0.7999999999999989,-2.18,10.29,41.13%,9.49,-478.52%,-31.06,🚀 利潤擴張,-0.69,⚪ 數據不足,0.0,2025,2025-12
8936.TWO,2.95,國統,52.4000015259,140.70000000000002,0.7800000000000011,4.08,21.07,N/A,20.29,N/A,28.82,🚀 利潤擴張,17.98,✅ 穩健價值,5.586354107238805,2025,2025-12
2414.TW,2.38,精技,50.7999992371,119.4,0.5599999999999987,3.17,18.73,8.10%,18.17,2.38%,21.43,🚀 利潤擴張,23.71,✅ 穩健價值,6.381909451896985,2025,2025-12
8923.TWO,0.6,時報,19.5499992371,38.7,0.54,0.96,3.23,N/A,2.69,N/A,0.0,🚀 利潤擴張,9.05,✅ 穩健價值,7.577519084147286,2025,2025-12
4707.TWO,0.61,磐亞,16.2999992371,30.150000000000002,0.45999999999999996,0.89,-6.32,-0.45%,-6.78,-7.50%,-10.29,🌑 雙重衰退,-1.16,✅ 穩健價值,8.109452356766168,2025,2025-12
4198.TWO,-1.56,欣大健康,37.5,-73.8,0.3800000000000008,-1.96,-14.62,30.43%,-15.0,-23.61%,16.58,🌑 雙重衰退,-18.9,⚪ 數據不足,0.0,2025,2025-12
2852.TW,2.43,第一保,26.9500007629,116.55,0.3799999999999999,2.92,-2.67,31.15%,-3.05,10.03%,-5.81,🌑 雙重衰退,-3.25,✅ 穩健價值,3.468468566653797,2025,2025-12
7556.TWO,5.54,意德士,277.5,278.40000000000003,0.16000000000000014,7.1,19.42,N/A,19.26,N/A,25.35,🚀 利潤擴張,19.5,✅ 穩健價值,14.951508620689653,2025,2025-12
6525.TW,4.38,捷敏-KY,123.0,213.14999999999998,0.14000000000000057,5.88,14.17,N/A,14.03,N/A,21.33,🚀 利潤擴張,15.99,✅ 穩健價值,8.655876143560873,2025,2025-12
5211.TWO,-0.68,蒙恬,18.3500003815,-34.800000000000004,0.030000000000001137,-0.77,34.19,N/A,34.16,N/A,26.09,🚀 利潤擴張,25.77,⚪ 數據不足,0.0,2025,2025-12
8358.TWO,2.71,金居,608.0,145.2,-0.17999999999999972,4.21,15.34,N/A,15.52,N/A,-5.9,⚠️ 獲利稀釋,11.75,❌ 暫避觀望,62.8099173553719,2025,2025-12
2645.TW,4.16,長榮航太,166.5,199.80000000000004,-0.20000000000000107,5.46,11.43,14.11%,11.63,9.96%,10.05,⚠️ 獲利稀釋,13.98,⚪ 中性觀察,12.499999999999998,2025,2025-12
4564.TW,-1.54,元翎,15.5,-73.05,-0.2999999999999994,-1.86,-4.02,-20.30%,-3.72,-35.14%,-8.76,🌑 雙重衰退,8.43,⚪ 數據不足,0.0,2025,2025-12
4192.TWO,-0.95,杏國,20.0,-50.4,-0.3000000000000007,-1.3,15.58,76.40%,15.88,-174.96%,18.8,🏰 高護城河,17.43,⚪ 數據不足,0.0,2025,2025-12
5205.TWO,-0.91,中茂,23.5,-49.8,-0.34999999999999787,-1.43,-22.22,N/A,-21.87,N/A,7.14,🌑 雙重衰退,-19.89,⚪ 數據不足,0.0,2025,2025-12
8033.TW,0.73,雷虎,143.0,33.9,-0.3699999999999992,0.58,14.0,N/A,14.37,N/A,151.72,⚠️ 獲利稀釋,17.35,❌ 暫避觀望,63.274336283185846,2025,2025-12
2834.TW,1.01,臺企銀,16.25,48.75,-0.41000000000000014,1.26,2.44,97.54%,2.85,41.10%,4.12,🏰 高護城河,1.98,⚪ 中性觀察,5.0,2025,2025-12
1229.TW,2.0,聯華,39.9000015259,96.15,-0.4299999999999997,2.57,4.49,21.12%,4.92,11.17%,6.95,⚠️ 獲利稀釋,-0.11,⚪ 中性觀察,6.224649224009361,2025,2025-12
2610.TW,1.81,華航,19.1000003815,93.60000000000001,-0.4700000000000002,2.42,2.11,18.07%,2.58,9.36%,5.85,⚠️ 獲利稀釋,2.68,⚪ 中性觀察,3.0608974970352563,2025,2025-12
6442.TW,13.87,光聖,1845.0,726.5999999999999,-0.5,23.46,63.72,N/A,64.22,N/A,66.63,⚠️ 獲利稀釋,92.55,❌ 暫避觀望,38.08835672997523,2025,2025-12
3266.TW,0.24,昇陽,12.8500003815,15.9,-0.5799999999999983,0.58,-69.95,42.09%,-69.37,22.63%,-46.67,🌑 雙重衰退,-47.7,⚪ 中性觀察,12.12264186933962,2025,2025-12
9917.TW,4.99,中保科,114.0,249.14999999999998,-0.5800000000000001,6.77,5.71,N/A,6.29,N/A,3.81,⚠️ 獲利稀釋,7.59,⚪ 中性觀察,6.8633353401565325,2025,2025-12
1736.TW,3.41,喬山,119.5,219.9,-0.5800000000000001,9.06,13.11,48.58%,13.69,9.78%,64.73,⚠️ 獲利稀釋,14.96,⚪ 中性觀察,8.151432469304229,2025,2025-12
4755.TW,2.39,三福化,149.0,129.45,-0.5899999999999999,3.7,-9.76,22.24%,-9.17,10.72%,-23.89,🌑 雙重衰退,0.49,❌ 暫避觀望,17.26535341830823,2025,2025-12
7765.TW,8.52,中華資安,247.5,440.55,-0.6699999999999999,11.47,2.97,N/A,3.64,N/A,6.85,⚠️ 獲利稀釋,11.43,⚪ 中性觀察,8.426966292134832,2025,2025-12
6811.TWO,11.25,宏�硌穈T,215.0,559.9499999999999,-0.7399999999999984,14.36,10.46,N/A,11.2,N/A,6.94,⚠️ 獲利稀釋,8.94,⚪ 中性觀察,5.759442807393517,2025,2025-12
3019.TW,5.51,亞光,154.0,248.25,-0.75,6.6,13.99,15.53%,14.74,5.80%,23.82,⚠️ 獲利稀釋,16.37,⚪ 中性觀察,9.305135951661631,2025,2025-12
6257.TW,3.94,矽格,227.5,208.65,-0.8799999999999999,6.14,6.63,N/A,7.51,N/A,-4.62,⚠️ 獲利稀釋,7.66,❌ 暫避觀望,16.35514018691589,2025,2025-12
2882.TW,4.84,國泰金,85.6999969482,254.54999999999998,-0.8999999999999999,7.06,-2.94,62.29%,-2.04,30.59%,-27.4,🏰 高護城河,-12.01,⚪ 中性觀察,5.050088211443724,2025,2025-12
3689.TWO,5.52,湧德,138.0,287.55,-0.9000000000000021,7.55,19.61,30.92%,20.51,12.50%,25.52,⚠️ 獲利稀釋,21.75,⚪ 中性觀察,7.1987480438184654,2025,2025-12
2633.TW,0.89,台灣高鐵,24.8500003815,45.150000000000006,-1.01,1.17,1.74,43.22%,2.75,38.82%,-2.2,⚠️ 獲利稀釋,0.9,⚪ 中性觀察,8.255814080232557,2025,2025-12
9908.TW,1.54,大台北,29.1499996185,63.9,-1.0899999999999999,1.72,0.6,N/A,1.69,N/A,0.0,⚠️ 獲利稀釋,3.19,⚪ 中性觀察,6.842722915140846,2025,2025-12
6645.TW,-1.96,金萬林-創,11.9499998093,-99.3,-1.120000000000001,-2.41,8.37,N/A,9.49,N/A,8.41,⚠️ 獲利稀釋,8.78,⚪ 數據不足,0.0,2025,2025-12
3516.TWO,0.03,亞帝歐,23.2000007629,5.700000000000001,-1.1500000000000004,0.27,-15.15,13.94%,-14.0,-0.53%,-88.0,🌑 雙重衰退,-21.23,❌ 暫避觀望,61.052633586578935,2025,2025-12
6792.TW,1.89,詠業,71.0999984741,85.80000000000001,-1.1799999999999997,2.23,5.83,N/A,7.01,N/A,41.22,⚠️ 獲利稀釋,9.04,⚪ 中性觀察,12.430069663304195,2025,2025-12
2395.TW,8.67,研華,495.0,443.40000000000003,-1.2999999999999972,12.25,17.26,39.78%,18.56,15.69%,17.5,⚠️ 獲利稀釋,21.83,❌ 暫避觀望,16.745602165087956,2025,2025-12
2889.TW,0.47,國票金,14.6999998093,20.85,-1.3199999999999998,0.63,3.28,90.85%,4.6,38.94%,-2.08,🏰 高護城河,-2.64,⚪ 中性觀察,10.575539431151078,2025,2025-12
6261.TWO,2.7,久元,123.0,137.55,-1.4499999999999993,4.23,4.19,N/A,5.64,N/A,-11.76,⚠️ 獲利稀釋,-1.1,⚪ 中性觀察,13.413304252998909,2025,2025-12
3218.TWO,8.83,大學光,138.0,453.00000000000006,-1.5,12.31,-2.07,58.77%,-0.57,32.73%,-9.44,🏰 高護城河,-0.6,⚪ 中性觀察,4.569536423841059,2025,2025-12
6526.TW,14.0,達發,659.0,670.2,-1.6499999999999995,17.32,7.78,N/A,9.43,N/A,13.73,⚠️ 獲利稀釋,14.59,⚪ 中性觀察,14.749328558639212,2025,2025-12
1717.TW,1.09,長興,81.1999969482,51.0,-1.6899999999999995,1.41,-9.62,21.29%,-7.93,3.94%,-4.39,🌑 雙重衰退,-7.17,❌ 暫避觀望,23.882352043588234,2025,2025-12
4915.TW,4.76,致伸,73.9000015259,229.35,-1.6900000000000002,5.71,1.64,17.61%,3.33,4.16%,3.8,⚠️ 獲利稀釋,0.47,⚪ 中性觀察,4.83322442942446,2025,2025-12
2820.TW,1.05,華票,16.7999992371,51.150000000000006,-1.6900000000000013,1.34,31.37,87.03%,33.06,65.42%,29.63,🏰 高護城河,29.19,⚪ 中性觀察,4.926685993284457,2025,2025-12
6953.TWO,5.53,家碩,242.0,273.45,-1.72,7.99,0.0,N/A,1.72,N/A,-4.49,📉 獲利侵蝕,-7.09,⚪ 中性觀察,13.274821722435545,2025,2025-12
2515.TW,0.27,中工,13.0,13.950000000000001,-1.7700000000000014,0.4,-14.89,9.34%,-13.12,5.82%,-21.21,🌑 雙重衰退,-10.98,⚪ 中性觀察,13.978494623655914,2025,2025-12
1590.TW,30.36,亞德客-KY,1400.0,1528.5,-1.790000000000001,42.0,10.18,47.51%,11.97,31.25%,4.29,⚠️ 獲利稀釋,9.91,⚪ 中性觀察,13.738959764474975,2025,2025-12
4105.TWO,5.05,東洋,73.4000015259,234.15,-1.9400000000000004,6.27,7.55,56.36%,9.49,21.51%,37.23,🏰 高護城河,14.57,⚪ 中性觀察,4.702114127219731,2025,2025-12
7751.TWO,14.3,竑騰,1765.0,703.5,-1.9400000000000048,20.5,60.48,N/A,62.42,N/A,44.57,⚠️ 獲利稀釋,54.14,❌ 暫避觀望,37.633262260127935,2025,2025-12
6568.TWO,2.37,宏觀,226.0,136.2,-1.9800000000000004,4.0,4.76,N/A,6.74,N/A,-24.19,⚠️ 獲利稀釋,5.88,❌ 暫避觀望,24.889867841409693,2025,2025-12
5328.TWO,0.21,華容,39.5999984741,10.95,-1.99,0.39,0.0,N/A,1.99,N/A,61.54,📉 獲利侵蝕,5.47,❌ 暫避觀望,54.24657325219178,2025,2025-12
6271.TW,5.41,同欣電,247.0,284.40000000000003,-2.3,7.64,-6.83,N/A,-4.53,N/A,-15.2,🌑 雙重衰退,-4.19,⚪ 中性觀察,13.027426160337551,2025,2025-12
3632.TWO,-0.43,研勤,8.5100002289,-17.400000000000002,-2.3100000000000023,-0.38,-31.03,54.59%,-28.72,3.73%,-760.0,🏰 高護城河,-35.55,⚪ 數據不足,0.0,2025,2025-12
3059.TW,0.98,華晶科,42.3499984741,46.349999999999994,-2.3200000000000003,1.24,18.27,23.91%,20.59,2.92%,16.87,⚠️ 獲利稀釋,25.58,⚪ 中性觀察,13.705501124304208,2025,2025-12
5536.TWO,20.35,聖暉*,993.0,991.2000000000002,-2.3500000000000014,28.42,34.76,N/A,37.11,N/A,34.86,⚠️ 獲利稀釋,46.97,❌ 暫避觀望,15.027239709443096,2025,2025-12
2727.TW,12.01,王品,233.0,604.8000000000001,-2.46,16.02,2.75,47.07%,5.21,7.36%,-2.81,⚠️ 獲利稀釋,3.33,⚪ 中性觀察,5.77876984126984,2025,2025-12
2376.TW,13.77,技嘉,370.0,687.3,-2.5,18.2,24.57,10.28%,27.07,4.26%,33.43,⚠️ 獲利稀釋,24.08,⚪ 中性觀察,8.075076385857704,2025,2025-12
3529.TWO,18.06,力旺,3410.0,920.6999999999999,-2.55,25.6,4.19,100.00%,6.74,60.64%,2.21,🏰 高護城河,7.92,❌ 暫避觀望,55.55555555555556,2025,2025-12
7805.TWO,30.84,威聯通,797.0,0.0,-2.6399999999999997,44.56,3.16,N/A,5.8,N/A,3.99,⚠️ 獲利稀釋,6.11,⚪ 數據不足,0.0,2025,2025-12
2903.TW,1.12,遠百,21.7999992371,54.6,-2.81,1.56,-5.49,54.41%,-2.68,14.06%,1.83,🏰 高護城河,-2.99,⚪ 中性觀察,5.989010779423077,2025,2025-12
3131.TWO,26.19,弘塑,3450.0,1443.0,-2.950000000000003,45.48,56.98,42.10%,59.93,29.56%,28.76,⚠️ 獲利稀釋,53.06,❌ 暫避觀望,35.86278586278586,2025,2025-12
4527.TWO,1.34,方土霖,45.9500007629,89.55000000000001,-3.1000000000000014,3.4,-19.05,29.77%,-15.95,16.80%,-52.98,🌑 雙重衰退,-24.37,⚪ 中性觀察,7.6968175482244545,2025,2025-12
6214.TW,5.42,精誠,131.0,265.05,-3.1500000000000004,7.91,9.74,N/A,12.89,N/A,-6.74,⚠️ 獲利稀釋,15.19,⚪ 中性觀察,7.413695529145444,2025,2025-12
4584.TWO,2.63,君帆,43.8499984741,140.70000000000002,-3.21,3.43,-4.72,34.23%,-1.51,12.30%,-4.71,🌑 雙重衰退,5.03,⚪ 中性觀察,4.674839922611939,2025,2025-12
3209.TW,1.58,全科,0.0,0.0,-3.25,3.02,0.0,4.62%,3.25,3.28%,-34.03,📉 獲利侵蝕,-1.06,⚪ 數據不足,0.0,2025,2025-12
6486.TWO,2.84,互動,81.9000015259,175.2,-3.46,5.78,2.66,N/A,6.12,N/A,-16.72,⚠️ 獲利稀釋,-9.56,⚪ 中性觀察,7.0119864320119865,2025,2025-12
2640.TWO,6.51,大車隊,160.5,330.15,-3.47,9.01,0.9,51.63%,4.37,21.47%,1.56,🏰 高護城河,3.84,⚪ 中性觀察,7.29213993639255,2025,2025-12
2067.TWO,-2.49,嘉鋼,6.5599999428,-110.7,-3.5,-2.8,-2.19,7.03%,1.31,-9.19%,-19.71,📉 獲利侵蝕,3.79,⚪ 數據不足,0.0,2025,2025-12
5452.TWO,0.3,佶優,34.9500007629,13.35,-3.5500000000000007,0.33,-17.5,N/A,-13.95,N/A,50.0,🌑 雙重衰退,-12.51,❌ 暫避觀望,39.269663778539325,2025,2025-12
6672.TW,3.46,騰輝電子-KY,222.5,174.74999999999997,-3.69,4.85,-2.81,N/A,0.88,N/A,-9.9,📉 獲利侵蝕,-1.28,❌ 暫避觀望,19.098712446351932,2025,2025-12
2488.TW,3.53,漢平,53.0999984741,162.45,-3.6900000000000013,4.56,-12.98,19.83%,-9.29,7.42%,-6.61,🌑 雙重衰退,1.02,⚪ 中性觀察,4.903046950517082,2025,2025-12
7703.TWO,6.74,銳澤,206.5,333.3,-3.75,8.72,27.67,N/A,31.42,N/A,40.42,⚠️ 獲利稀釋,34.82,⚪ 中性觀察,9.293429342934292,2025,2025-12
