symbol,prev_eps,name,price,est_price,expansion,eps,eps_yoy,gm,rev_yoy,om,prev_eps_yoy,status,prev_rev_yoy,advice,pe,prev_year,date
4536.TW,12.08,拓凱,160.5,604.9499999999999,-17.98,14.92,-20.89,32.65%,-2.91,10.54%,-0.58,🌑 雙重衰退,7.51,⚪ 中性觀察,3.979667741135631,2025,2025-12
2115.TW,1.48,六暉-KY,21.6000003815,73.2,-18.21,1.58,-22.93,18.21%,-4.72,6.19%,-1.99,🌑 雙重衰退,-3.67,⚪ 中性觀察,4.42622958637295,2025,2025-12
9958.TW,4.78,世紀鋼,103.5,245.39999999999998,-18.419999999999998,6.57,-2.48,N/A,15.94,N/A,-23.95,📉 獲利侵蝕,20.49,⚪ 中性觀察,6.32640586797066,2025,2025-12
8039.TW,1.33,台虹,162.0,62.55,-18.439999999999998,2.07,-11.69,N/A,6.75,N/A,-41.96,📉 獲利侵蝕,2.03,❌ 暫避觀望,38.84892086330935,2025,2025-12
2248.TW,3.36,華勝-KY,55.0999984741,181.05,-18.52,5.32,-19.0,31.94%,-0.48,17.40%,-30.34,🌑 雙重衰退,-4.67,⚪ 中性觀察,4.5650371560977625,2025,2025-12
9924.TW,2.14,福興,42.5,106.2,-18.560000000000002,3.08,-26.71,N/A,-8.15,N/A,-30.54,🌑 雙重衰退,-7.04,⚪ 中性觀察,6.002824858757062,2025,2025-12
6843.TWO,1.52,進典,41.7999992371,78.30000000000001,-18.599999999999998,2.2,-7.56,N/A,11.04,N/A,-1.94,📉 獲利侵蝕,6.64,⚪ 中性觀察,8.007662689099616,2025,2025-12
6720.TWO,2.98,久昌,146.5,163.8,-18.679999999999996,3.89,-33.16,N/A,-14.48,N/A,-37.15,🌑 雙重衰退,-10.54,⚪ 中性觀察,13.415750915750916,2025,2025-12
6770.TW,-1.71,力積電,88.6999969482,-73.35000000000001,-18.68,-1.86,-14.2,N/A,4.48,N/A,-33.86,📉 獲利侵蝕,1.91,⚪ 數據不足,0.0,2025,2025-12
7792.TWO,6.03,安葆,281.5,0.0,-18.7,8.72,11.79,N/A,30.49,N/A,14.64,⚠️ 獲利稀釋,37.75,⚪ 數據不足,0.0,2025,2025-12
7744.TWO,12.91,崴寶,492.0,0.0,-18.739999999999995,16.28,41.2,N/A,59.94,N/A,74.46,⚠️ 獲利稀釋,75.55,⚪ 數據不足,0.0,2025,2025-12
8938.TWO,3.56,明安,53.0999984741,244.04999999999998,-18.79,6.18,-10.24,N/A,8.55,N/A,-26.95,📉 獲利侵蝕,9.03,⚪ 中性觀察,3.2636753825507068,2025,2025-12
6934.TW,-4.17,心誠鎂,0.0,0.0,-18.86,-3.92,-48.08,N/A,-29.22,N/A,-37.5,🌑 雙重衰退,-51.26,⚪ 數據不足,0.0,2025,2025-12
2867.TW,0.16,三商壽,7.5199999809,4.050000000000001,-18.939999999999998,0.2,-47.37,3.78%,-28.43,0.03%,-68.0,🌑 雙重衰退,-43.41,❌ 暫避觀望,27.851851781111108,2025,2025-12
6691.TW,16.64,洋基工程,650.0,864.6000000000001,-19.090000000000003,24.76,28.04,N/A,47.13,N/A,27.98,⚠️ 獲利稀釋,54.5,⚪ 中性觀察,11.276891047883414,2025,2025-12
2504.TW,2.45,國產,34.5999984741,120.6,-19.17,3.3,-15.42,27.76%,3.75,22.79%,-20.71,📉 獲利侵蝕,4.82,⚪ 中性觀察,4.303482397276119,2025,2025-12
6791.TWO,3.37,虎門科技,114.0,157.95,-19.26,4.16,0.0,N/A,19.26,N/A,-2.88,📉 獲利侵蝕,19.53,⚪ 中性觀察,10.826210826210827,2025,2025-12
9919.TW,-1.49,康那香,14.1000003815,-63.3,-19.33,-2.43,-28.57,N/A,-9.24,N/A,-0.68,🌑 雙重衰退,-8.87,⚪ 數據不足,0.0,2025,2025-12
6117.TW,2.21,迎廣,84.0,109.50000000000001,-19.43,3.77,-7.65,N/A,11.78,N/A,-26.01,📉 獲利侵蝕,11.06,⚪ 中性觀察,11.506849315068491,2025,2025-12
6997.TWO,3.18,博弘,71.5,179.4,-19.490000000000002,5.11,-8.26,N/A,11.23,N/A,-38.85,📉 獲利侵蝕,7.39,⚪ 中性觀察,5.978260869565217,2025,2025-12
8299.TWO,19.9,群聯,2575.0,1148.25,-19.509999999999998,41.98,3.78,N/A,23.29,N/A,-27.04,⚠️ 獲利稀釋,7.55,❌ 暫避觀望,33.63814500326584,2025,2025-12
2070.TWO,1.25,精湛,77.5999984741,67.5,-19.59,2.3,-22.56,45.13%,-2.97,17.87%,-44.93,🌑 雙重衰退,-10.95,❌ 暫避觀望,17.244444105355555,2025,2025-12
2597.TW,7.25,潤弘,166.0,364.35,-19.619999999999997,10.75,0.37,18.77%,19.99,15.81%,7.57,⚠️ 獲利稀釋,16.0,⚪ 中性觀察,6.834088102099629,2025,2025-12
8109.TWO,4.41,博大,125.5,221.4,-19.669999999999998,6.18,-4.63,N/A,15.04,N/A,-14.37,📉 獲利侵蝕,9.06,⚪ 中性觀察,8.502710027100271,2025,2025-12
6411.TWO,2.46,晶焱,110.0,111.75000000000001,-19.78,3.18,-30.29,N/A,-10.51,N/A,-25.46,🌑 雙重衰退,-9.94,⚪ 中性觀察,14.765100671140937,2025,2025-12
6899.TWO,2.65,創為精密,65.4000015259,129.75,-19.82,3.59,7.23,N/A,27.05,N/A,6.94,⚠️ 獲利稀釋,24.69,⚪ 中性觀察,7.560693818023121,2025,2025-12
9904.TW,3.03,寶成,25.4500007629,151.5,-19.919999999999998,4.1,-24.63,N/A,-4.71,N/A,-35.26,🌑 雙重衰退,-3.47,⚪ 中性觀察,2.5198020557326735,2025,2025-12
6890.TW,9.16,來億-KY,167.5,494.40000000000003,-20.01,13.02,-14.96,N/A,5.05,N/A,-12.51,📉 獲利侵蝕,8.16,⚪ 中性觀察,5.081917475728155,2025,2025-12
1476.TW,14.33,儒鴻,342.5,732.9,-20.09,20.1,-16.94,30.19%,3.15,19.16%,-20.3,📉 獲利侵蝕,5.39,⚪ 中性觀察,7.009823986901351,2025,2025-12
3645.TW,0.94,達邁,106.5,48.900000000000006,-20.169999999999998,1.54,-14.53,31.33%,5.64,12.18%,-42.24,📉 獲利侵蝕,8.42,❌ 暫避觀望,32.668711656441715,2025,2025-12
2615.TW,7.64,萬海,82.0,381.90000000000003,-20.380000000000003,11.21,-33.63,23.92%,-13.25,18.94%,-38.09,🌑 雙重衰退,-11.06,⚪ 中性觀察,3.220738413197172,2025,2025-12
6523.TWO,5.84,達爾膚,98.1999969482,306.45000000000005,-20.479999999999997,7.78,-26.4,N/A,-5.92,N/A,-21.61,🌑 雙重衰退,-0.64,⚪ 中性觀察,4.806656727763093,2025,2025-12
3444.TWO,1.64,利機,105.0,86.85,-20.58,2.15,-10.04,18.10%,10.54,4.42%,3.14,📉 獲利侵蝕,10.26,❌ 暫避觀望,18.134715025906736,2025,2025-12
6957.TW,5.41,裕慶-KY,167.0,278.85,-20.61,10.18,-25.35,N/A,-4.74,N/A,-29.25,🌑 雙重衰退,-6.88,⚪ 中性觀察,8.983324367939753,2025,2025-12
6204.TWO,0.98,艾華,93.0,43.949999999999996,-20.63,1.18,-20.27,N/A,0.36,N/A,-8.41,📉 獲利侵蝕,3.67,❌ 暫避觀望,31.740614334470994,2025,2025-12
3508.TWO,-1.14,位速,20.3500003815,-59.7,-20.650000000000002,-1.51,6.88,1.54%,27.53,-34.06%,18.25,⚠️ 獲利稀釋,42.64,⚪ 數據不足,0.0,2025,2025-12
6239.TW,4.96,力成,379.0,253.49999999999997,-20.66,7.48,-18.46,N/A,2.2,N/A,-30.26,📉 獲利侵蝕,-4.79,❌ 暫避觀望,22.42603550295858,2025,2025-12
3018.TW,-2.36,隆銘綠能,9.4200000763,-81.14999999999999,-20.75,-2.16,-66.41,-18.95%,-45.66,-73.69%,-161.36,🌑 雙重衰退,-36.93,⚪ 數據不足,0.0,2025,2025-12
3008.TW,109.06,大立光,3515.0,5591.4,-20.75,159.41,-17.91,47.97%,2.84,36.75%,-15.56,📉 獲利侵蝕,6.5,⚪ 中性觀察,9.429659834746218,2025,2025-12
4933.TWO,3.81,友輝,77.3000030518,199.5,-20.76,5.77,-18.35,28.71%,2.41,12.48%,-26.64,📉 獲利侵蝕,11.19,⚪ 中性觀察,5.812030304646616,2025,2025-12
5288.TW,8.74,豐祥-KY,156.0,449.85,-20.82,12.25,-27.39,N/A,-6.57,N/A,-18.99,🌑 雙重衰退,-7.59,⚪ 中性觀察,5.2017339113037675,2025,2025-12
7714.TWO,4.34,創泓科技,117.5,214.04999999999998,-20.84,6.33,24.26,N/A,45.1,N/A,60.59,⚠️ 獲利稀釋,55.99,⚪ 中性觀察,8.234057463209531,2025,2025-12
5269.TW,52.62,祥碩,1465.0,2596.8,-20.85,72.7,45.15,N/A,66.0,N/A,40.25,⚠️ 獲利稀釋,60.07,⚪ 中性觀察,8.462338262476894,2025,2025-12
4138.TWO,2.89,曜亞,50.5999984741,150.3,-20.869999999999997,3.81,-32.69,44.64%,-11.82,12.42%,-27.93,🌑 雙重衰退,-12.22,⚪ 中性觀察,5.049900047315369,2025,2025-12
3042.TW,3.95,晶技,215.5,196.05,-20.91,5.28,-15.57,32.18%,5.34,14.07%,-13.57,📉 獲利侵蝕,7.28,❌ 暫避觀望,16.48814078041316,2025,2025-12
3285.TWO,0.32,微端,31.5,12.15,-21.02,0.7,-40.68,28.61%,-19.66,8.69%,-56.16,🌑 雙重衰退,-24.68,❌ 暫避觀望,38.888888888888886,2025,2025-12
5483.TWO,4.07,中美晶,172.0,215.10000000000002,-21.13,6.71,-23.02,N/A,-1.89,N/A,18.54,🌑 雙重衰退,-1.72,⚪ 中性觀察,11.994421199442119,2025,2025-12
8213.TW,1.77,志超,39.0,88.64999999999999,-21.18,2.27,-17.45,N/A,3.73,N/A,-8.29,📉 獲利侵蝕,1.46,⚪ 中性觀察,6.598984771573605,2025,2025-12
3374.TWO,3.09,精材,259.0,162.6,-21.39,4.99,-18.86,32.82%,2.53,27.31%,-30.87,📉 獲利侵蝕,-1.5,❌ 暫避觀望,23.8929889298893,2025,2025-12
2385.TW,8.01,群光,135.5,366.00000000000006,-21.5,9.05,-27.23,16.76%,-5.73,6.72%,-12.04,🌑 雙重衰退,-3.53,⚪ 中性觀察,5.55327868852459,2025,2025-12
5493.TWO,3.44,三聯,89.0,154.04999999999998,-21.51,4.18,-0.48,N/A,21.03,N/A,3.3,📉 獲利侵蝕,22.78,⚪ 中性觀察,8.66601752677702,2025,2025-12
2020.TW,1.66,美亞,21.1499996185,81.75,-21.560000000000002,2.13,-31.07,19.71%,-9.51,12.02%,-41.75,🌑 雙重衰退,-8.33,⚪ 中性觀察,3.8807338749541285,2025,2025-12
6208.TWO,1.78,日揚,95.0999984741,94.64999999999999,-21.73,2.52,-26.32,N/A,-4.59,N/A,-28.8,🌑 雙重衰退,-6.36,❌ 暫避觀望,15.07131513060222,2025,2025-12
2328.TW,1.22,廣宇,55.5,61.2,-21.77,1.56,-22.0,12.48%,-0.23,4.05%,-13.48,🌑 雙重衰退,4.37,⚪ 中性觀察,13.602941176470589,2025,2025-12
6546.TWO,1.72,正基,84.5,91.95,-21.8,2.73,-23.53,N/A,-1.73,N/A,-32.02,🌑 雙重衰退,-1.49,⚪ 中性觀察,13.784665579119087,2025,2025-12
7709.TWO,0.91,榮田,110.5,70.05,-21.830000000000002,2.48,-52.99,N/A,-31.16,N/A,-75.62,🌑 雙重衰退,-37.61,❌ 暫避觀望,23.66167023554604,2025,2025-12
3322.TWO,-0.75,建舜電,13.1000003815,-39.300000000000004,-21.96,-0.96,-15.66,12.86%,6.3,-5.35%,-2.74,📉 獲利侵蝕,10.72,⚪ 數據不足,0.0,2025,2025-12
2049.TW,3.01,上銀,389.0,156.45,-22.09,4.31,-22.62,27.05%,-0.53,4.85%,-35.13,🌑 雙重衰退,-1.42,❌ 暫避觀望,37.29626078619367,2025,2025-12
3406.TW,22.41,玉晶光,603.0,1092.9,-22.14,32.84,-14.37,34.25%,7.77,20.51%,-27.07,📉 獲利侵蝕,0.68,⚪ 中性觀察,8.276146033488883,2025,2025-12
6499.TWO,-5.76,益安,85.0,-281.84999999999997,-22.160000000000004,-7.24,21.08,N/A,43.24,N/A,10.97,⚠️ 獲利稀釋,41.35,⚪ 數據不足,0.0,2025,2025-12
6908.TW,1.05,宏�砦C戲-創,0.0,0.0,-22.48,1.44,5.88,N/A,28.36,N/A,41.89,⚠️ 獲利稀釋,28.6,⚪ 數據不足,0.0,2025,2025-12
6488.TWO,10.68,環球晶,1015.0,533.6999999999999,-22.5,15.29,-25.74,N/A,-3.24,N/A,-45.48,🌑 雙重衰退,-0.4,❌ 暫避觀望,28.52726250702642,2025,2025-12
6844.TWO,1.44,諾貝兒,64.6999969482,93.0,-22.5,2.35,-21.14,N/A,1.36,N/A,-32.39,📉 獲利侵蝕,1.48,⚪ 中性觀察,10.435483378741935,2025,2025-12
7712.TWO,3.57,博盛半導體,167.0,184.20000000000002,-22.55,5.42,-28.68,N/A,-6.13,N/A,-47.73,🌑 雙重衰退,-6.32,⚪ 中性觀察,13.599348534201953,2025,2025-12
6862.TW,6.02,三集瑞-KY,224.5,310.5,-22.57,8.29,-19.59,N/A,2.98,N/A,-29.18,📉 獲利侵蝕,7.33,⚪ 中性觀察,10.845410628019325,2025,2025-12
8240.TWO,1.54,華宏,63.7999992371,82.35000000000001,-22.57,2.18,-27.57,N/A,-5.0,N/A,-45.77,🌑 雙重衰退,-1.21,⚪ 中性觀察,11.62112918708561,2025,2025-12
6655.TW,2.48,科定,131.5,133.5,-22.58,3.92,-18.72,N/A,3.86,N/A,-33.88,📉 獲利侵蝕,1.29,⚪ 中性觀察,14.775280898876403,2025,2025-12
2258.TW,-1.29,鴻華先進-創,30.1499996185,-66.3,-22.64,-2.15,-73.98,19.82%,-51.34,-262.93%,-74.32,🌑 雙重衰退,-48.42,⚪ 數據不足,0.0,2025,2025-12
6205.TW,1.51,詮欣,78.0,76.35,-22.64,2.0,-25.66,N/A,-3.02,N/A,-32.58,🌑 雙重衰退,-0.59,❌ 暫避觀望,15.32416502946955,2025,2025-12
6922.TWO,5.79,宸曜,199.0,274.95000000000005,-22.66,6.9,-8.99,N/A,13.67,N/A,-0.69,📉 獲利侵蝕,24.0,⚪ 中性觀察,10.856519367157665,2025,2025-12
1341.TW,2.32,富林-KY,60.7999992371,132.14999999999998,-22.7,3.71,-30.65,23.43%,-7.95,12.74%,-36.61,🌑 雙重衰退,-5.97,⚪ 中性觀察,6.901248494562998,2025,2025-12
2455.TW,1.92,全新,422.0,101.85,-22.75,2.97,-18.46,37.27%,4.29,21.78%,-34.36,📉 獲利侵蝕,-3.9,❌ 暫避觀望,62.15022091310751,2025,2025-12
5222.TW,1.89,全訊,126.0,99.45,-22.799999999999997,2.51,-49.48,N/A,-26.68,N/A,-50.93,🌑 雙重衰退,-28.87,❌ 暫避觀望,19.004524886877828,2025,2025-12
6776.TW,3.18,展�眥篕�,58.5,156.0,-22.869999999999997,4.2,-8.03,N/A,14.84,N/A,2.91,📉 獲利侵蝕,17.25,⚪ 中性觀察,5.625,2025,2025-12
6944.TW,22.26,兆聯實業,946.0,1107.15,-22.950000000000003,32.29,41.25,N/A,64.2,N/A,39.26,⚠️ 獲利稀釋,60.19,⚪ 中性觀察,12.816691505216095,2025,2025-12
4909.TWO,-1.46,新復興,54.9000015259,-71.25,-23.010000000000005,-1.25,-112.33,-26.90%,-89.32,-63.96%,-117.3,🌑 雙重衰退,-89.05,⚪ 數據不足,0.0,2025,2025-12
2324.TW,1.06,仁寶,36.7000007629,53.25,-23.129999999999995,1.38,-39.91,5.82%,-16.78,1.38%,-42.93,🌑 雙重衰退,-16.8,⚪ 中性觀察,10.338028383915493,2025,2025-12
1294.TWO,3.37,漢田生技,77.9000015259,172.35,-23.349999999999998,4.6,-19.33,37.68%,4.02,21.70%,-27.88,📉 獲利侵蝕,-5.13,⚪ 中性觀察,6.779808661958224,2025,2025-12
6671.TW,1.65,三能-KY,27.0,78.6,-23.369999999999997,2.37,-25.47,N/A,-2.1,N/A,-24.66,🌑 雙重衰退,-0.04,⚪ 中性觀察,5.1526717557251915,2025,2025-12
2375.TW,2.77,凱美,166.5,137.10000000000002,-23.369999999999997,3.73,-18.02,19.39%,5.35,7.43%,-20.4,📉 獲利侵蝕,5.21,❌ 暫避觀望,18.216630196936542,2025,2025-12
2939.TW,-3.2,永邑-KY,21.3500003815,-149.25000000000003,-23.5,-3.68,-24.32,8.14%,-0.82,-46.94%,-25.49,🌑 雙重衰退,17.04,⚪ 數據不足,0.0,2025,2025-12
7786.TW,9.06,東方風能,0.0,0.0,-23.520000000000003,11.11,29.9,N/A,53.42,N/A,49.5,⚠️ 獲利稀釋,57.65,⚪ 數據不足,0.0,2025,2025-12
3265.TWO,3.73,台星科,190.5,194.25,-23.59,5.48,-12.04,25.97%,11.55,19.26%,-20.3,📉 獲利侵蝕,10.78,⚪ 中性觀察,14.71042471042471,2025,2025-12
4113.TWO,-0.16,聯上,14.3000001907,-7.800000000000001,-23.590000000000003,-0.43,-112.91,37.85%,-89.32,-47.25%,-105.26,🌑 雙重衰退,-87.01,⚪ 數據不足,0.0,2025,2025-12
2348.TW,3.61,海悅,68.0999984741,241.05,-23.640000000000004,6.85,-51.27,34.04%,-27.63,22.47%,-70.84,🌑 雙重衰退,-24.42,⚪ 中性觀察,4.2377099237149976,2025,2025-12
3093.TWO,1.04,港建*,52.4000015259,50.099999999999994,-23.669999999999998,1.22,15.09,40.97%,38.76,11.18%,100.0,⚠️ 獲利稀釋,87.79,❌ 暫避觀望,15.688623211347307,2025,2025-12
1307.TW,2.01,三芳,31.1499996185,103.49999999999999,-23.72,2.85,-23.39,31.96%,0.33,13.66%,-27.17,📉 獲利侵蝕,0.47,⚪ 中性觀察,4.514492698333334,2025,2025-12
3071.TWO,0.53,協禧,32.2000007629,24.0,-23.81,0.57,-29.63,30.11%,-5.82,7.94%,10.42,🌑 雙重衰退,-8.68,❌ 暫避觀望,20.125000476812495,2025,2025-12
8032.TWO,1.45,光菱,43.2000007629,68.85,-23.91,2.19,1.86,N/A,25.77,N/A,-11.59,⚠️ 獲利稀釋,20.85,⚪ 中性觀察,9.411764872091503,2025,2025-12
4737.TW,-1.31,華廣,57.0999984741,-69.75,-23.93,-2.68,-28.85,39.56%,-4.92,-24.14%,16.13,🌑 雙重衰退,-1.39,⚪ 數據不足,0.0,2025,2025-12
6277.TW,2.29,宏正,78.0,115.80000000000001,-24.110000000000003,3.08,-25.6,N/A,-1.49,N/A,-15.81,🌑 雙重衰退,-2.96,⚪ 中性觀察,10.10362694300518,2025,2025-12
6482.TWO,1.59,弘煜科,0.0,0.0,-24.21,2.32,-34.28,N/A,-10.07,N/A,-21.29,🌑 雙重衰退,0.15,⚪ 數據不足,0.0,2025,2025-12
6640.TWO,9.4,均華,1365.0,433.79999999999995,-24.229999999999997,12.75,-14.04,N/A,10.19,N/A,0.87,📉 獲利侵蝕,26.61,❌ 暫避觀望,47.199170124481334,2025,2025-12
2101.TW,-0.37,南港,30.0499992371,1.0499999999999998,-24.230000000000004,1.01,-68.84,20.96%,-44.61,4.39%,-111.11,🔄 轉虧為盈,-49.07,❌ 暫避觀望,429.2857033871429,2025,2025-12
2393.TW,3.34,億光,62.5,169.64999999999998,-24.36,4.6,-30.72,30.24%,-6.36,9.23%,-29.98,🌑 雙重衰退,-6.27,⚪ 中性觀察,5.526083112290009,2025,2025-12
6962.TW,2.6,奕力-KY,38.25,141.45000000000002,-24.36,2.87,-39.39,N/A,-15.03,N/A,-35.9,🌑 雙重衰退,-16.15,⚪ 中性觀察,4.056203605514315,2025,2025-12
1609.TW,1.62,大亞,39.25,65.4,-24.54,1.65,-21.15,13.61%,3.39,8.70%,-11.48,📉 獲利侵蝕,3.44,⚪ 中性觀察,9.00229357798165,2025,2025-12
6245.TWO,2.89,立端,87.1999969482,152.25,-24.549999999999997,4.38,-28.08,N/A,-3.53,N/A,-32.55,🌑 雙重衰退,-3.19,⚪ 中性觀察,8.591132704256157,2025,2025-12
2432.TW,0.96,倚天酷��-創,26.4500007629,53.7,-24.57,1.88,1.06,14.91%,25.63,7.25%,-15.52,⚠️ 獲利稀釋,23.4,⚪ 中性觀察,7.388268369525139,2025,2025-12
6913.TWO,3.41,鴻呈,141.0,160.79999999999998,-24.58,4.34,-2.92,N/A,21.66,N/A,32.81,📉 獲利侵蝕,29.26,⚪ 中性觀察,13.152985074626868,2025,2025-12
6227.TWO,4.69,茂綸,134.5,233.55,-24.800000000000004,7.54,17.08,N/A,41.88,N/A,12.47,⚠️ 獲利稀釋,49.53,⚪ 中性觀察,8.638407193320488,2025,2025-12
2382.TW,13.7,廣達,339.0,714.6,-24.99,19.45,25.55,6.33%,50.54,3.76%,20.44,⚠️ 獲利稀釋,49.49,⚪ 中性觀察,7.1158690176322414,2025,2025-12
6151.TWO,1.06,晉倫,43.0499992371,49.05,-25.04,1.16,-21.62,N/A,3.42,N/A,-10.17,📉 獲利侵蝕,2.96,⚪ 中性觀察,13.16513738137615,2025,2025-12
1597.TW,0.5,直得,180.0,26.1,-25.05,0.91,-15.24,38.83%,9.81,9.16%,-36.36,📉 獲利侵蝕,2.59,❌ 暫避觀望,103.44827586206897,2025,2025-12
1504.TW,1.98,東元,75.0,92.55000000000001,-25.14,2.42,-18.15,23.29%,6.99,6.47%,-17.76,📉 獲利侵蝕,4.91,⚪ 中性觀察,12.155591572123175,2025,2025-12
6143.TWO,3.72,振曜,99.8000030518,194.55,-25.31,6.46,-10.28,N/A,15.03,N/A,-24.7,📉 獲利侵蝕,15.7,⚪ 中性觀察,7.694680266137239,2025,2025-12
2535.TW,4.37,達欣工,80.3000030518,217.79999999999998,-25.45,6.5,24.8,12.33%,50.25,8.34%,25.0,⚠️ 獲利稀釋,47.68,⚪ 中性觀察,5.530303240482094,2025,2025-12
2250.TW,3.19,IKKA-KY,65.0,158.39999999999998,-25.5,3.99,-33.62,16.71%,-8.12,2.64%,-40.86,🌑 雙重衰退,-5.59,⚪ 中性觀察,6.155303030303031,2025,2025-12
1723.TW,2.14,中碳,82.3000030518,110.1,-25.520000000000003,2.65,-48.92,17.58%,-23.4,7.03%,-48.53,🌑 雙重衰退,-22.96,⚪ 中性觀察,11.212534475722071,2025,2025-12
8996.TW,5.62,高力,1090.0,284.1,-25.940000000000005,9.07,38.43,N/A,64.37,N/A,1.46,⚠️ 獲利稀釋,42.57,❌ 暫避觀望,57.55015839493136,2025,2025-12
3592.TW,14.09,瑞鼎,279.5,719.0999999999999,-25.96,18.24,-34.08,29.04%,-8.12,5.17%,-36.42,🌑 雙重衰退,-8.48,⚪ 中性觀察,5.83020442219441,2025,2025-12
4770.TW,8.4,上品,255.0,398.25000000000006,-26.12,10.2,-52.93,28.63%,-26.81,14.44%,-48.81,🌑 雙重衰退,-24.07,⚪ 中性觀察,9.604519774011298,2025,2025-12
4549.TWO,2.43,桓達,124.5,124.95,-26.18,3.32,-29.66,54.86%,-3.48,13.53%,-27.89,🏰 高護城河,-0.17,⚪ 中性觀察,14.945978391356542,2025,2025-12
3024.TW,0.33,憶聲,14.8000001907,16.5,-26.189999999999998,0.28,-57.58,24.73%,-31.39,-2.71%,65.0,🌑 雙重衰退,25.83,⚪ 中性觀察,13.45454562790909,2025,2025-12
8183.TWO,0.96,精星,32.1500015259,51.75,-26.259999999999998,2.39,-26.77,N/A,-0.51,N/A,-46.02,🌑 雙重衰退,6.74,⚪ 中性觀察,9.318841022,2025,2025-12
1227.TW,0.94,佳格,27.9500007629,47.7,-26.36,1.33,-30.16,23.19%,-3.8,4.10%,-32.61,🌑 雙重衰退,-2.17,⚪ 中性觀察,8.789308416006289,2025,2025-12
3015.TW,1.58,全漢,50.2000007629,60.6,-26.47,1.86,-13.89,17.44%,12.58,-0.45%,-21.39,📉 獲利侵蝕,17.03,⚪ 中性觀察,12.425742763094059,2025,2025-12
5292.TW,6.88,華懋,226.0,361.5,-26.58,9.93,0.71,N/A,27.29,N/A,2.53,⚠️ 獲利稀釋,37.75,⚪ 中性觀察,9.37759336099585,2025,2025-12
3693.TWO,13.32,營邦,581.0,689.6999999999999,-26.729999999999997,15.5,-38.69,29.12%,-11.96,0.48%,-36.05,🌑 雙重衰退,-5.96,⚪ 中性觀察,12.635928664636799,2025,2025-12
3580.TWO,1.46,友威科,104.0,70.8,-26.800000000000004,1.94,-61.35,63.82%,-34.55,13.96%,-66.67,🏰 高護城河,-37.28,❌ 暫避觀望,22.033898305084747,2025,2025-12
6651.TWO,4.35,全宇昕,149.0,227.1,-26.86,6.32,-22.95,N/A,3.91,N/A,-27.55,📉 獲利侵蝕,9.61,⚪ 中性觀察,9.841479524438574,2025,2025-12
2427.TW,1.11,三商電,20.6000003815,60.300000000000004,-26.96,1.53,6.99,16.95%,33.95,3.22%,8.91,⚠️ 獲利稀釋,18.73,⚪ 中性觀察,5.124378204353233,2025,2025-12
3443.TW,19.48,創意,4670.0,1016.8499999999999,-27.08,28.13,9.24,19.04%,36.32,10.13%,0.26,⚠️ 獲利稀釋,14.3,❌ 暫避觀望,68.88921669862812,2025,2025-12
6279.TWO,6.27,胡連,122.5,360.5999999999999,-27.14,10.74,-15.51,N/A,11.63,N/A,-32.23,📉 獲利侵蝕,13.16,⚪ 中性觀察,5.0956738768718814,2025,2025-12
1519.TW,8.68,華城,874.0,463.50000000000006,-27.19,13.99,-6.3,42.20%,20.89,19.22%,-8.44,📉 獲利侵蝕,25.2,❌ 暫避觀望,28.284789644012942,2025,2025-12
3691.TWO,-8.15,碩禾,162.0,-356.70000000000005,-27.29,-7.62,-35.83,10.51%,-8.54,-1.93%,-436.18,🌑 雙重衰退,-33.93,⚪ 數據不足,0.0,2025,2025-12
9921.TW,2.31,巨大,69.3000030518,97.64999999999999,-27.39,1.84,-42.86,N/A,-15.47,N/A,-58.3,🌑 雙重衰退,-16.86,⚪ 中性觀察,10.645161759109063,2025,2025-12
3533.TW,47.64,嘉澤,2650.0,2474.55,-27.490000000000002,70.17,-15.21,51.54%,12.28,29.92%,-16.1,🏰 高護城河,12.55,❌ 暫避觀望,16.063526701824575,2025,2025-12
6768.TW,5.32,志強-KY,84.0999984741,288.90000000000003,-27.52,6.77,-17.06,N/A,10.46,N/A,-8.3,📉 獲利侵蝕,16.51,⚪ 中性觀察,4.3665627452803735,2025,2025-12
4905.TWO,1.78,台聯電,80.1999969482,50.4,-27.71,2.76,-5.15,25.49%,22.56,0.20%,-10.55,📉 獲利侵蝕,23.69,❌ 暫避觀望,23.86904671077381,2025,2025-12
5291.TWO,0.24,邑昇,71.8000030518,8.700000000000001,-27.759999999999998,0.31,-17.95,N/A,9.81,N/A,-24.24,📉 獲利侵蝕,9.23,❌ 暫避觀望,123.79310871,2025,2025-12
8085.TWO,-0.39,福華,11.0500001907,-35.699999999999996,-27.87,-1.01,-17.44,N/A,10.43,N/A,40.0,📉 獲利侵蝕,7.62,⚪ 數據不足,0.0,2025,2025-12
2492.TW,2.95,華新科,394.0,144.9,-27.87,4.74,-22.96,18.27%,4.91,6.37%,-30.82,📉 獲利侵蝕,4.98,❌ 暫避觀望,40.78674948240165,2025,2025-12
6668.TW,-1.11,中揚光,39.5499992371,-61.49999999999999,-27.950000000000003,-1.93,-3.35,N/A,24.6,N/A,11.02,📉 獲利侵蝕,17.0,⚪ 數據不足,0.0,2025,2025-12
5203.TW,2.58,訊連,64.5999984741,126.15,-27.96,3.63,-9.05,N/A,18.91,N/A,-10.73,📉 獲利侵蝕,16.83,⚪ 中性觀察,7.681331566480381,2025,2025-12
