status,prev_rev_yoy,symbol,eps,name,prev_eps,prev_year,expansion,price,eps_yoy,gm,rev_yoy,advice,om,pe,est_price,date,prev_eps_yoy
🚀 利潤擴張,2.46,4967.TW,27.0,十銓,13.06,2025,807.1099999999999,272.5,2600.0,N/A,1792.89,💎 強力關注,N/A,6.1030235162374025,669.75,2026-03,110.31
🚀 利潤擴張,21.27,2359.TW,0.78,所羅門,1.23,2025,733.74,127.5,1014.29,24.10%,280.55,⚠️ 追價風險,2.82%,108.05084745762714,17.699999999999996,2026-03,46.43
🔄 轉虧為盈,-40.26,1762.TW,1.64,中化生,-4.39,2025,714.3499999999999,33.7000007629,1211.11,-78.82%,496.76,⚪ 數據不足,-143.69%,0.0,-85.05,2026-03,-566.18
🚀 利潤擴張,8.08,3006.TW,7.22,晶豪科,0.87,2025,648.6500000000001,275.0,2666.67,32.33%,2018.02,⚠️ 追價風險,20.25%,113.63636363636365,36.29999999999999,2026-03,-51.41
🔄 轉虧為盈,-10.95,2464.TW,0.24,盟立,-0.84,2025,589.77,195.5,1100.0,17.62%,510.23,⚪ 數據不足,-3.37%,0.0,-26.55,2026-03,-266.0
🏰 高護城河,69.84,2451.TW,18.93,創見,12.98,2025,583.2200000000003,284.5,2067.82,61.62%,1484.6,💎 強力關注,55.59%,7.270636340403782,586.95,2026-03,140.33
🔄 轉虧為盈,58.31,3521.TWO,2.12,台鋼建設,-0.07,2025,582.14,11.8000001907,806.67,-40.24%,224.53,💎 強力關注,-147.39%,6.020408260561224,29.400000000000006,2026-03,89.09
🚀 利潤擴張,-44.61,2101.TW,1.86,南港,1.01,2025,579.1500000000001,29.8500003815,1763.64,20.96%,1184.49,✅ 穩健價值,4.39%,14.632353128186274,30.6,2026-03,-68.84
🔄 轉虧為盈,-2.21,4510.TWO,0.2,高鋒,-1.02,2025,556.87,43.0999984741,1100.0,14.87%,543.13,⚪ 數據不足,-1.97%,0.0,-36.6,2026-03,-197.14
🚀 利潤擴張,-19.66,3285.TWO,0.26,微端,0.7,2025,511.73,41.4500007629,1200.0,28.61%,688.27,⚠️ 追價風險,8.69%,39.4761912027619,15.75,2026-03,-40.68
🚀 利潤擴張,20.92,6902.TW,1.64,GOGOLOOK,1.58,2025,487.52,176.5,530.77,N/A,43.25,⚠️ 追價風險,N/A,50.86455331412104,52.05,2026-03,222.58
🔄 轉虧為盈,5.06,6241.TWO,0.46,鑫永洋,-0.16,2025,484.25,15.4499998093,820.0,N/A,335.75,⚪ 數據不足,N/A,0.0,-7.499999999999999,2026-03,74.6
🚀 利潤擴張,-6.1,8440.TWO,0.22,綠電,0.31,2025,472.41999999999996,20.25,1200.0,N/A,727.58,⚠️ 追價風險,N/A,34.32203389830508,8.850000000000001,2026-03,-42.59
🧐 疑業外收益,-41.11,4590.TW,1.21,富田-創,2.72,2025,444.74,89.6999969482,418.92,30.54%,-25.82,⚪ 數據不足,-0.34%,0.0,0.0,2026-03,-1.45
🚀 利潤擴張,11.66,2302.TW,0.25,麗正,0.49,2025,412.3,46.0499992371,600.0,36.04%,187.7,⚠️ 追價風險,11.05%,39.69827520439655,17.400000000000002,2026-03,-34.67
🚀 利潤擴張,9.55,2344.TW,2.25,華邦電,0.88,2025,390.63,171.5,1037.5,41.86%,646.87,⚠️ 追價風險,15.37%,63.0514705882353,40.8,2026-03,576.92
🚀 利潤擴張,28.36,6908.TW,0.41,宏�砦C戲-創,1.44,2025,381.05,30.0,387.5,N/A,6.45,⚪ 數據不足,N/A,0.0,0.0,2026-03,5.88
🚀 利潤擴張,-15.3,6716.TWO,1.59,應廣,2.19,2025,356.01,115.0,715.79,N/A,359.78,⚪ 中性觀察,N/A,21.13970588235294,81.60000000000001,2026-03,-49.65
🚀 利潤擴張,9.95,5210.TWO,0.24,寶碩,0.73,2025,342.59000000000003,29.9500007629,380.0,N/A,37.41,⚠️ 追價風險,N/A,23.038462125307696,19.499999999999996,2026-03,207.35
🔄 轉虧為盈,25.85,5228.TWO,0.99,鈺鎧,-0.2,2025,339.47,39.75,1090.0,N/A,750.53,⚪ 數據不足,N/A,0.0,-8.4,2026-03,90.52
🚀 利潤擴張,5.96,2754.TWO,1.42,亞洲藏壽司,2.35,2025,338.21999999999997,68.3000030518,517.65,N/A,179.43,💎 強力關注,N/A,11.069692552965964,92.55,2026-03,1.73
🚀 利潤擴張,-3.75,4556.TWO,0.13,旭然,0.92,2025,312.59000000000003,92.0999984741,550.0,42.07%,237.41,⚠️ 追價風險,14.30%,52.32954458755682,26.4,2026-03,170.59
🚀 利潤擴張,-5.82,3071.TWO,0.15,協禧,0.57,2025,306.68,23.0,650.0,30.11%,343.32,✅ 穩健價值,7.94%,13.294797687861271,25.95,2026-03,-29.63
🚀 利潤擴張,23.29,8299.TWO,68.8,群聯,41.98,2025,293.43999999999994,2125.0,1143.3,N/A,849.86,✅ 穩健價值,N/A,15.198111858103276,2097.2999999999997,2026-03,3.78
🔄 轉虧為盈,-14.91,6615.TWO,0.67,慧智,-0.43,2025,276.36999999999995,34.0,546.67,N/A,270.3,⚪ 數據不足,N/A,0.0,-2.2499999999999996,2026-03,-150.59
🚀 利潤擴張,0.1,6282.TW,0.27,康舒,0.18,2025,268.97,42.8499984741,640.0,N/A,371.03,⚪ 數據不足,N/A,0.0,-9.150000000000002,2026-03,550.0
🔄 轉虧為盈,5.03,8489.TWO,0.38,三貝德,-0.76,2025,258.58,22.5499992371,445.45,N/A,186.87,⚪ 數據不足,N/A,0.0,-20.1,2026-03,55.83
🚀 利潤擴張,0.89,4916.TW,4.49,事欣科,1.77,2025,228.27999999999997,102.5,701.79,18.73%,473.51,✅ 穩健價值,8.07%,12.780548628428928,120.3,2026-03,8050.0
🚀 利潤擴張,-3.15,4432.TWO,2.97,銘旺實,0.88,2025,226.35000000000002,15.5,518.75,N/A,292.4,💎 強力關注,N/A,5.272108843537415,44.1,2026-03,-66.67
🚀 利潤擴張,-61.59,4702.TWO,0.45,中美實,0.88,2025,217.69,9.3400001526,350.0,35.38%,132.31,💎 強力關注,-88.29%,9.530612400612243,14.700000000000001,2026-03,51.72
🚀 利潤擴張,5.83,8478.TW,3.8,東哥遊艇,13.25,2025,215.22999999999996,139.5,512.9,N/A,297.67,💎 強力關注,N/A,4.2388331814038285,493.65000000000003,2026-03,33.97
🚀 利潤擴張,3.39,1609.TW,0.66,大亞,1.65,2025,211.49,37.8499984741,925.0,13.61%,713.51,💎 強力關注,8.70%,7.4070447111741675,76.65,2026-03,-21.15
🚀 利潤擴張,3.55,3717.TW,0.47,聯嘉投控,0.08,2025,186.79000000000002,25.3500003815,213.33,19.34%,26.54,⚪ 數據不足,7.12%,0.0,0.0,2026-03,-80.0
🔄 轉虧為盈,-10.9,8084.TWO,0.33,巨虹,-1.82,2025,185.94,33.0999984741,266.67,N/A,80.73,⚪ 數據不足,N/A,0.0,-43.199999999999996,2026-03,-280.2
🚀 利潤擴張,18.23,3290.TWO,2.65,東浦,2.02,2025,185.43999999999994,46.25,728.13,30.40%,542.69,💎 強力關注,14.85%,7.376395534290272,94.05,2026-03,25.64
🔄 轉虧為盈,-15.68,5460.TWO,0.09,同協,-0.17,2025,164.05,16.8500003815,550.0,N/A,385.95,⚪ 數據不足,N/A,0.0,-7.95,2026-03,-177.27
🚀 利潤擴張,32.98,4582.TWO,0.53,未知,1.54,2025,160.65000000000003,0.0,276.67,N/A,116.02,⚪ 數據不足,N/A,0.0,0.0,2026-03,1640.0
🚀 利潤擴張,32.98,4582.TW,0.53,聚恆-創,1.54,2025,160.65000000000003,22.4500007629,276.67,N/A,116.02,⚪ 數據不足,N/A,0.0,0.0,2026-03,1640.0
🔄 轉虧為盈,-2.43,2426.TW,0.06,鼎元,-0.25,2025,157.99,96.9000015259,700.0,10.78%,542.01,⚪ 數據不足,-2.91%,0.0,-6.6,2026-03,-219.05
🔄 轉虧為盈,2.69,2417.TW,0.28,圓剛,-0.19,2025,156.05,39.0499992371,264.29,56.31%,108.24,⚪ 數據不足,8.42%,0.0,-25.049999999999997,2026-03,54.55
🔄 轉虧為盈,-4.25,9934.TW,0.28,成霖,-0.29,2025,152.34,9.8400001526,366.67,N/A,214.33,⚠️ 追價風險,N/A,140.57143075142844,1.050000000000001,2026-03,-125.22
🚀 利潤擴張,7.13,2732.TWO,1.1,六角,1.09,2025,142.32,63.2000007629,323.08,N/A,180.76,⚠️ 追價風險,N/A,29.3953491920465,32.250000000000014,2026-03,-77.02
🚀 利潤擴張,5.8,6569.TWO,1.03,醫揚,2.88,2025,134.17000000000002,92.3000030518,442.11,N/A,307.94,✅ 穩健價值,N/A,14.399376451138846,96.15,2026-03,-38.68
🚀 利潤擴張,17.09,6166.TW,1.57,凌華,2.35,2025,133.17000000000002,132.0,406.45,N/A,273.28,⚠️ 追價風險,N/A,23.280423280423282,85.05,2026-03,921.74
🏰 高護城河,82.29,3081.TWO,3.44,聯亞,4.66,2025,130.47000000000003,2700.0,645.65,54.76%,515.18,⚠️ 追價風險,41.27%,221.31147540983608,183.0,2026-03,884.75
🚀 利潤擴張,-14.96,3356.TW,2.21,奇偶,6.21,2025,115.32000000000001,65.1999969482,228.49,N/A,113.17,💎 強力關注,N/A,5.684393805422841,172.05,2026-03,-20.59
🚀 利潤擴張,-4.81,6735.TWO,0.29,美達科技,0.33,2025,114.74000000000001,63.7999992371,383.33,N/A,268.59,⚪ 數據不足,N/A,0.0,-7.200000000000001,2026-03,-84.51
🏰 高護城河,-7.78,2601.TW,-0.02,益航,-1.63,2025,109.06,7.0605101585,87.5,102.69%,-21.56,⚪ 數據不足,-12.62%,0.0,-33.6,2026-03,-365.71
🚀 利潤擴張,-5.33,7730.TW,0.37,暉盛-創,1.73,2025,108.44,172.0,270.0,N/A,161.56,⚠️ 追價風險,N/A,50.887573964497044,50.699999999999996,2026-03,-45.51
🚀 利潤擴張,-16.81,2911.TW,0.66,麗嬰房,2.15,2025,96.19000000000001,6.0999999046,163.46,N/A,67.27,⚪ 數據不足,N/A,0.0,-40.05,2026-03,152.83
🏰 高護城河,-7.4,3083.TWO,0.3,網龍,0.43,2025,92.64,22.8500003815,150.0,87.57%,57.36,⚠️ 追價風險,12.73%,26.2643682545977,13.05,2026-03,-46.91
🚀 利潤擴張,14.16,6931.TW,0.49,青松健康,1.39,2025,89.48000000000002,38.75,1080.0,N/A,990.52,✅ 穩健價值,N/A,13.047138047138047,44.550000000000004,2026-03,104.41
🔄 轉虧為盈,-18.58,1599.TWO,0.28,宏佳騰,-0.84,2025,88.79000000000002,23.0499992371,575.0,16.92%,486.21,⚪ 數據不足,-21.33%,0.0,-24.299999999999994,2026-03,-169.49
🔄 轉虧為盈,0.19,4147.TWO,0.06,中裕,-0.61,2025,84.69999999999999,62.0999984741,166.67,28.91%,81.97,⚪ 數據不足,-58.34%,0.0,-18.3,2026-03,17.57
🚀 利潤擴張,-14.02,1339.TW,2.78,昭輝,2.41,2025,83.63,42.4000015259,186.6,33.66%,102.97,💎 強力關注,13.17%,6.50306771869632,97.8,2026-03,-51.9
🚀 利潤擴張,15.32,2436.TW,0.7,偉詮電,3.02,2025,83.04000000000002,72.4000015259,392.86,30.84%,309.82,✅ 穩健價值,3.76%,13.260073539542123,81.9,2026-03,78.06
🚀 利潤擴張,-8.83,6756.TW,0.64,威鋒電子,1.11,2025,81.14999999999999,97.5,178.26,N/A,97.11,⚠️ 追價風險,N/A,32.178217821782184,45.449999999999996,2026-03,-50.67
🏰 高護城河,2.09,3546.TWO,2.34,宇峻,1.97,2025,74.29000000000002,73.0999984741,136.36,89.44%,62.07,✅ 穩健價值,20.17%,14.057692014250003,77.99999999999999,2026-03,-64.44
🚀 利潤擴張,22.72,7823.TW,-0.15,奧義賽博-KY創,-1.49,2025,73.29,81.0,99.93,N/A,26.64,⚪ 數據不足,N/A,0.0,0.0,2026-03,96.29
🌑 雙重衰退,19.25,6169.TWO,-0.68,昱泉,-2.43,2025,71.78,12.1000003815,-25.93,N/A,-97.71,⚪ 數據不足,N/A,0.0,-96.44999999999999,2026-03,-99.18
🚀 利潤擴張,0.63,8354.TWO,0.3,冠好,0.14,2025,71.62,17.1000003815,650.0,N/A,578.38,⚪ 數據不足,N/A,0.0,-17.549999999999997,2026-03,-91.14
🚀 利潤擴張,22.56,4905.TWO,1.75,台聯電,2.76,2025,70.21000000000004,77.5999984741,386.11,25.49%,315.9,⚪ 中性觀察,0.20%,16.336841784021054,71.25,2026-03,-5.15
🚀 利潤擴張,76.4,7828.TWO,1.02,創新服務,6.33,2025,69.89999999999999,1970.0,121.74,N/A,51.84,⚪ 數據不足,N/A,0.0,0.0,2026-03,44.08
🏰 高護城河,4.6,2889.TW,0.25,國票金,0.63,2025,68.69,16.5499992371,127.27,90.85%,58.58,💎 強力關注,38.94%,10.816992965424836,22.95,2026-03,3.28
🏰 高護城河,-4.63,4137.TW,1.41,麗豐-KY,7.13,2025,67.19999999999999,76.1999969482,107.35,82.18%,40.15,💎 強力關注,20.98%,4.445740778774796,257.1,2026-03,24.43
🔄 轉虧為盈,-28.72,3632.TWO,0.06,研勤,-0.38,2025,64.48,7.1999998093,175.0,54.59%,110.52,⚪ 數據不足,3.73%,0.0,-15.3,2026-03,-31.03
🚀 利潤擴張,2.38,6986.TWO,0.6,和迅,2.43,2025,63.99000000000001,44.2999992371,106.9,N/A,42.91,⚪ 數據不足,N/A,0.0,0.0,2026-03,-24.06
🔄 轉虧為盈,-7.78,4562.TW,0.11,穎漢,-1.28,2025,63.97,30.0,175.0,31.44%,111.03,⚪ 數據不足,-45.46%,0.0,-38.1,2026-03,-184.44
🏰 高護城河,-29.69,3064.TWO,-0.27,泰偉,-3.51,2025,63.5,17.2000007629,62.5,93.22%,-1.0,⚪ 數據不足,-55.72%,0.0,-122.4,2026-03,-7120.0
🚀 利潤擴張,12.14,6005.TW,1.34,群益證,2.64,2025,63.21000000000001,32.0,235.0,N/A,171.79,💎 強力關注,N/A,4.71976401179941,101.7,2026-03,17.33
🚀 利潤擴張,19.69,1533.TW,0.84,車王電,0.58,2025,61.81999999999999,30.2999992371,500.0,N/A,438.18,⚠️ 追價風險,N/A,45.22387945835822,10.049999999999997,2026-03,152.25
🚀 利潤擴張,-4.85,1904.TW,0.56,正隆,0.74,2025,61.76999999999998,24.8999996185,600.0,20.98%,538.23,⚪ 中性觀察,7.12%,16.59999974566667,22.5,2026-03,34.55
🚀 利潤擴張,-4.59,6208.TWO,1.9,日揚,2.52,2025,56.41999999999999,74.3000030518,206.45,N/A,150.03,💎 強力關注,N/A,9.789196713017128,113.85,2026-03,-26.32
🚀 利潤擴張,-6.81,4747.TWO,1.46,強生,1.19,2025,55.839999999999975,23.7999992371,204.17,N/A,148.33,💎 強力關注,N/A,4.937759177821577,72.30000000000001,2026-03,-36.9
🔄 轉虧為盈,2.65,8040.TWO,0.13,九暘,-0.6,2025,55.43000000000001,94.5,244.44,N/A,189.01,⚪ 數據不足,N/A,0.0,-18.45,2026-03,49.15
🚀 利潤擴張,-6.28,4123.TWO,2.62,晟德,12.33,2025,54.05000000000001,30.9500007629,239.47,41.95%,185.42,💎 強力關注,-106.23%,1.6986828080625687,273.29999999999995,2026-03,905.92
🌑 雙重衰退,-29.22,6934.TW,-1.43,心誠鎂,-3.92,2025,52.519999999999996,75.5,-2.96,N/A,-55.48,⚪ 數據不足,N/A,0.0,0.0,2026-03,-48.08
🚀 利潤擴張,6.51,6574.TWO,3.29,霈方,6.82,2025,51.74000000000001,118.5,147.37,N/A,95.63,💎 強力關注,N/A,7.036817102137768,252.6,2026-03,66.34
🚀 利潤擴張,182.72,7711.TW,7.68,永擎,13.04,2025,47.56,0.0,139.49,N/A,91.93,⚪ 數據不足,N/A,0.0,0.0,2026-03,38.44
🚀 利潤擴張,23.54,3287.TWO,1.01,廣寰科,1.5,2025,46.579999999999984,41.0499992371,406.06,N/A,359.48,⚪ 中性觀察,N/A,19.36320718731132,31.8,2026-03,-36.17
🚀 利潤擴張,-17.0,9949.TWO,0.03,琉園,5.29,2025,45.849999999999994,24.0,112.5,N/A,66.65,💎 強力關注,N/A,2.4564994882292734,146.54999999999998,2026-03,544.54
🚀 利潤擴張,108.17,6620.TWO,0.46,漢達,4.85,2025,39.24,124.0,55.17,N/A,15.93,💎 強力關注,N/A,10.791993037423847,172.35,2026-03,31.64
🚀 利潤擴張,-40.0,2388.TW,0.08,威盛,0.12,2025,35.860000000000014,70.0999984741,300.0,20.64%,264.14,⚪ 數據不足,-8.17%,0.0,-30.6,2026-03,-93.75
🏰 高護城河,1.24,3556.TWO,1.19,禾瑞亞,2.15,2025,34.20000000000002,57.5,190.24,50.66%,156.04,💎 強力關注,14.95%,10.531135531135531,81.9,2026-03,-5.7
🚀 利潤擴張,19.28,7821.TW,0.87,神數,2.99,2025,32.379999999999995,36.75,42.62,N/A,10.24,⚪ 數據不足,N/A,0.0,0.0,2026-03,91.67
🚀 利潤擴張,15.19,2072.TWO,11.94,未知,7.56,2025,28.590000000000003,0.0,34.92,35.24%,6.33,⚪ 數據不足,30.89%,0.0,0.0,2025-12,-17.2
🧐 疑業外收益,-5.58,6794.TW,-0.36,向榮生技,-1.89,2025,27.259999999999998,72.9000015259,23.4,N/A,-3.86,⚪ 數據不足,N/A,0.0,-70.05,2026-03,-13.21
🔄 轉虧為盈,2.23,1467.TW,0.11,南緯,-0.45,2025,27.04000000000002,8.0500001907,450.0,23.39%,422.96,⚪ 數據不足,1.90%,0.0,-28.950000000000003,2026-03,-197.83
🚀 利潤擴張,3.08,7768.TW,1.62,頌勝科技,3.24,2025,26.23,304.5,42.86,N/A,16.63,⚪ 數據不足,N/A,0.0,0.0,2026-03,-27.83
🚀 利潤擴張,3.08,7768.TWO,1.62,未知,3.24,2025,26.23,0.0,42.86,N/A,16.63,⚪ 數據不足,N/A,0.0,0.0,2026-03,-27.83
🚀 利潤擴張,20.5,1623.TW,4.33,大東電,13.61,2025,25.689999999999998,0.0,38.11,21.29%,12.42,⚪ 數據不足,16.93%,0.0,0.0,2026-03,11.37
🏰 高護城河,6.4,2885.TW,1.08,元大金,2.74,2025,20.689999999999998,69.1999969482,83.05,80.00%,62.36,💎 強力關注,33.03%,9.829545021051135,105.6,2026-03,-1.08
🚀 利潤擴張,0.36,5604.TWO,0.32,中連,0.85,2025,19.960000000000004,31.2000007629,45.45,N/A,25.49,✅ 穩健價值,N/A,13.991031732242153,33.45,2026-03,-66.0
🚀 利潤擴張,0.56,6015.TWO,0.89,宏遠證,0.76,2025,19.539999999999964,17.6000003815,470.83,N/A,451.29,💎 強力關注,N/A,10.731707549695122,24.599999999999998,2026-03,-11.63
🚀 利潤擴張,-8.35,5202.TWO,-0.19,力新,-0.61,2025,18.900000000000002,14.6000003815,45.71,N/A,26.81,⚪ 數據不足,N/A,0.0,-30.900000000000002,2026-03,-134.86
🏰 高護城河,4.06,2880.TW,0.55,華南金,1.9,2025,18.060000000000002,45.75,41.03,97.25%,22.97,💎 強力關注,45.93%,9.692796610169491,70.8,2026-03,13.1
🚀 利潤擴張,13.9,3581.TWO,0.31,博磊,0.81,2025,17.97999999999999,104.0,234.78,31.93%,216.8,⚠️ 追價風險,8.13%,160.0,9.75,2026-03,35.0
🏰 高護城河,14.52,2836.TW,0.2,高雄銀,0.68,2025,17.229999999999997,12.1499996185,33.33,89.95%,16.1,💎 強力關注,32.37%,7.232142630059523,25.200000000000003,2026-03,28.3
🚀 利潤擴張,25.43,4991.TWO,1.67,環宇-KY,0.15,2025,15.160000000000025,463.5,331.43,N/A,316.27,⚠️ 追價風險,N/A,579.375,11.999999999999998,2026-03,107.11
🧐 疑業外收益,10.14,7819.TWO,0.42,精誠金融,2.91,2025,12.35,34.3499984741,10.53,N/A,-1.82,⚪ 數據不足,N/A,0.0,0.0,2026-03,14.12
🏰 高護城河,-12.26,2883.TW,0.69,凱基金,1.74,2025,12.0,38.9500007629,34.04,78.38%,22.04,💎 強力關注,39.14%,10.223097313097114,57.14999999999999,2026-03,-10.99
🚀 利潤擴張,-0.97,6657.TW,-0.53,華安,-2.92,2025,10.350000000000001,32.7999992371,52.29,N/A,41.94,⚪ 數據不足,N/A,0.0,-109.2,2026-03,-14.12
🏰 高護城河,6.74,3529.TWO,7.98,力旺,25.6,2025,9.14,3230.0,29.13,100.00%,19.99,⚠️ 追價風險,60.64%,51.123773345995566,947.7,2026-03,4.19
🔄 轉虧為盈,-8.31,1236.TW,0.23,宏亞,-0.43,2025,8.629999999999995,25.3999996185,283.33,24.77%,274.7,⚪ 數據不足,-4.59%,0.0,-14.25,2026-03,-53.57
🔄 轉虧為盈,-15.19,1598.TW,0.25,岱宇,-3.35,2025,7.890000000000015,20.3500003815,153.49,27.77%,145.6,⚪ 數據不足,-13.99%,0.0,-89.10000000000001,2026-03,-827.91
🚀 利潤擴張,15.86,8272.TWO,0.39,全景軟體,4.66,2025,7.82,63.5,56.0,N/A,48.18,✅ 穩健價值,N/A,7.001102535832414,136.05,2026-03,24.93
🏰 高護城河,-2.15,2901.TW,0.11,欣欣,0.38,2025,7.48,23.3500003815,37.5,84.77%,30.02,⚠️ 追價風險,20.24%,25.94444486833333,13.5,2026-03,-7.32
🌑 雙重衰退,-3.6,4178.TWO,-0.19,未知,-0.92,2025,5.7299999999999995,0.0,-5.56,N/A,-11.29,⚪ 數據不足,N/A,0.0,0.0,2026-03,14.95
🌑 雙重衰退,-3.6,4178.TW,-0.19,永笙-KY,-0.92,2025,5.7299999999999995,16.5,-5.56,N/A,-11.29,⚪ 數據不足,N/A,0.0,0.0,2026-03,14.95
🚀 利潤擴張,-3.57,6195.TWO,1.5,詩肯,0.99,2025,5.1200000000000045,28.1000003815,114.29,N/A,109.17,✅ 穩健價值,N/A,6.627358580542452,63.6,2026-03,-38.13
🏰 高護城河,-1.77,2886.TW,0.63,兆豐金,2.36,2025,4.100000000000001,49.5999984741,16.67,83.45%,12.57,✅ 穩健價值,33.61%,8.091353747814031,91.94999999999999,2026-03,0.85
🏰 高護城河,13.2,3094.TW,0.07,聯傑,0.25,2025,3.8000000000000025,54.2999992371,16.67,73.82%,12.87,⚠️ 追價風險,-7.29%,110.81632497367347,7.35,2026-03,41.18
🔄 轉虧為盈,-8.05,4939.TWO,0.24,亞電,-0.43,2025,3.490000000000009,73.6999969482,300.0,N/A,296.51,⚪ 數據不足,N/A,0.0,-22.2,2026-03,-326.32
🚀 利潤擴張,8.14,7839.TWO,0.73,達人網,2.56,2025,3.3499999999999996,43.1500015259,5.8,N/A,2.45,⚪ 數據不足,N/A,0.0,0.0,2026-03,18.52
🚀 利潤擴張,15.88,7777.TWO,-0.25,能率亞洲,0.58,2025,3.0700000000000003,35.5499992371,35.9,N/A,32.83,⚠️ 追價風險,N/A,43.88888794703704,12.149999999999999,2026-03,-16.92
🏰 高護城河,12.71,2941.TWO,0.89,米斯特,2.35,2025,2.25,32.2999992371,71.15,64.17%,68.9,✅ 穩健價值,2.03%,4.828101530209268,100.35000000000001,2026-03,-27.47
🏰 高護城河,-2.09,2897.TW,0.28,王道銀行,0.61,2025,2.030000000000001,11.0500001907,38.89,91.47%,36.86,✅ 穩健價值,32.72%,6.35057482224138,26.1,2026-03,-35.48
🚀 利潤擴張,1.27,4190.TW,-0.26,佐登-KY,-1.59,2025,0.9399999999999977,25.0499992371,43.18,N/A,42.24,⚪ 數據不足,N/A,0.0,-73.20000000000002,2026-03,67.52
