gm,symbol,om,est_price,prev_eps,expansion,prev_eps_yoy,prev_rev_yoy,name,status,eps_yoy,pe,advice,date,eps,price,prev_year,rev_yoy
-20.30%,4564.TW,-35.14%,-73.05,-1.54,-0.2999999999999994,-8.76,8.43,元翎,🌑 雙重衰退,-4.02,0.0,⚪ 數據不足,2025-12,-1.86,16.0,2025,-3.72
76.40%,4192.TWO,-174.96%,-50.4,-0.95,-0.3000000000000007,18.8,17.43,杏國,🏰 高護城河,15.58,0.0,⚪ 數據不足,2025-12,-1.3,20.0,2025,15.88
N/A,5205.TWO,N/A,-49.8,-0.91,-0.34999999999999787,7.14,-19.89,中茂,🌑 雙重衰退,-22.22,0.0,⚪ 數據不足,2025-12,-1.43,22.7000007629,2025,-21.87
N/A,8033.TW,N/A,33.9,0.73,-0.3699999999999992,151.72,17.35,雷虎,⚠️ 獲利稀釋,14.0,59.955752212389385,❌ 暫避觀望,2025-12,0.58,135.5,2025,14.37
97.54%,2834.TW,41.10%,48.75,1.01,-0.41000000000000014,4.12,1.98,臺企銀,🏰 高護城河,2.44,4.953846271230769,⚪ 中性觀察,2025-12,1.26,16.1000003815,2025,2.85
21.12%,1229.TW,11.17%,96.15,2.0,-0.4299999999999997,6.95,-0.11,聯華,⚠️ 獲利稀釋,4.49,6.060842195647425,⚪ 中性觀察,2025-12,2.57,38.8499984741,2025,4.92
18.07%,2610.TW,9.36%,93.60000000000001,1.81,-0.4700000000000002,5.85,2.68,華航,⚠️ 獲利稀釋,2.11,2.996794994054487,⚪ 中性觀察,2025-12,2.42,18.7000007629,2025,2.58
N/A,6442.TW,N/A,726.5999999999999,13.87,-0.5,66.63,92.55,光聖,⚠️ 獲利稀釋,63.72,36.84971098265896,❌ 暫避觀望,2025-12,23.46,1785.0,2025,64.22
42.09%,3266.TW,22.63%,15.9,0.24,-0.5799999999999983,-46.67,-47.7,昇陽,🌑 雙重衰退,-69.95,11.556603773584905,⚪ 中性觀察,2025-12,0.58,12.25,2025,-69.37
N/A,9917.TW,N/A,249.14999999999998,4.99,-0.5800000000000001,3.81,7.59,中保科,⚠️ 獲利稀釋,5.71,6.773028296207104,⚪ 中性觀察,2025-12,6.77,112.5,2025,6.29
48.58%,1736.TW,9.78%,219.9,3.41,-0.5800000000000001,64.73,14.96,喬山,⚠️ 獲利稀釋,13.11,8.321964529331515,⚪ 中性觀察,2025-12,9.06,122.0,2025,13.69
22.24%,4755.TW,10.72%,129.45,2.39,-0.5899999999999999,-23.89,0.49,三福化,🌑 雙重衰退,-9.76,16.280417149478566,❌ 暫避觀望,2025-12,3.7,140.5,2025,-9.17
N/A,7765.TW,N/A,440.55,8.52,-0.6699999999999999,6.85,11.43,中華資安,⚠️ 獲利稀釋,2.97,8.512087163772557,⚪ 中性觀察,2025-12,11.47,250.0,2025,3.64
N/A,6811.TWO,N/A,559.9499999999999,11.25,-0.7399999999999984,6.94,8.94,宏�硌穈T,⚠️ 獲利稀釋,10.46,5.598714170908117,⚪ 中性觀察,2025-12,14.36,209.0,2025,11.2
15.53%,3019.TW,5.80%,248.25,5.51,-0.75,23.82,16.37,亞光,⚠️ 獲利稀釋,13.99,9.154078549848942,⚪ 中性觀察,2025-12,6.6,151.5,2025,14.74
N/A,6257.TW,N/A,208.65,3.94,-0.8799999999999999,-4.62,7.66,矽格,⚠️ 獲利稀釋,6.63,15.564342199856219,❌ 暫避觀望,2025-12,6.14,216.5,2025,7.51
62.29%,2882.TW,30.59%,254.54999999999998,4.84,-0.8999999999999999,-27.4,-12.01,國泰金,🏰 高護城河,-2.94,4.637595577383618,⚪ 中性觀察,2025-12,7.06,78.6999969482,2025,-2.04
30.92%,3689.TWO,12.50%,287.55,5.52,-0.9000000000000021,25.52,21.75,湧德,⚠️ 獲利稀釋,19.61,6.311945748565466,⚪ 中性觀察,2025-12,7.55,121.0,2025,20.51
43.22%,2633.TW,38.82%,45.150000000000006,0.89,-1.01,-2.2,0.9,台灣高鐵,⚠️ 獲利稀釋,1.74,8.62126271192691,⚪ 中性觀察,2025-12,1.17,25.9500007629,2025,2.75
N/A,9908.TW,N/A,63.9,1.54,-1.0899999999999999,0.0,3.19,大台北,⚠️ 獲利稀釋,0.6,6.854460272981221,⚪ 中性觀察,2025-12,1.72,29.2000007629,2025,1.69
N/A,6645.TW,N/A,-99.3,-1.96,-1.120000000000001,8.41,8.78,金萬林-創,⚠️ 獲利稀釋,8.37,0.0,⚪ 數據不足,2025-12,-2.41,12.0,2025,9.49
13.94%,3516.TWO,-0.53%,5.700000000000001,0.03,-1.1500000000000004,-88.0,-21.23,亞帝歐,🌑 雙重衰退,-15.15,62.23684110131578,❌ 暫避觀望,2025-12,0.27,23.6499996185,2025,-14.0
N/A,6792.TW,N/A,85.80000000000001,1.89,-1.1799999999999997,41.22,9.04,詠業,⚠️ 獲利稀釋,5.83,11.276223776223775,⚪ 中性觀察,2025-12,2.23,64.5,2025,7.01
39.78%,2395.TW,15.69%,443.40000000000003,8.67,-1.2999999999999972,17.5,21.83,研華,⚠️ 獲利稀釋,17.26,15.67997293640054,❌ 暫避觀望,2025-12,12.25,463.5,2025,18.56
90.85%,2889.TW,38.94%,20.85,0.47,-1.3199999999999998,-2.08,-2.64,國票金,🏰 高護城河,3.28,10.611510791366905,⚪ 中性觀察,2025-12,0.63,14.75,2025,4.6
N/A,6261.TWO,N/A,137.55,2.7,-1.4499999999999993,-11.76,-1.1,久元,⚠️ 獲利稀釋,4.19,12.322791712104689,⚪ 中性觀察,2025-12,4.23,113.0,2025,5.64
58.77%,3218.TWO,32.73%,453.00000000000006,8.83,-1.5,-9.44,-0.6,大學光,🏰 高護城河,-2.07,4.304635761589403,⚪ 中性觀察,2025-12,12.31,130.0,2025,-0.57
N/A,6526.TW,N/A,670.2,14.0,-1.6499999999999995,13.73,14.59,達發,⚠️ 獲利稀釋,7.78,15.75649059982095,❌ 暫避觀望,2025-12,17.32,704.0,2025,9.43
21.29%,1717.TW,3.94%,51.0,1.09,-1.6899999999999995,-4.39,-7.17,長興,🌑 雙重衰退,-9.62,23.441175573,❌ 暫避觀望,2025-12,1.41,79.6999969482,2025,-7.93
17.61%,4915.TW,4.16%,229.35,4.76,-1.6900000000000002,3.8,0.47,致伸,⚠️ 獲利稀釋,1.64,4.6827991153760635,⚪ 中性觀察,2025-12,5.71,71.5999984741,2025,3.33
87.03%,2820.TW,65.42%,51.150000000000006,1.05,-1.6900000000000013,29.63,29.19,華票,🏰 高護城河,31.37,4.9560116183284455,⚪ 中性觀察,2025-12,1.34,16.8999996185,2025,33.06
N/A,6953.TWO,N/A,273.45,5.53,-1.72,-4.49,-7.09,家碩,📉 獲利侵蝕,0.0,14.01535929786067,⚪ 中性觀察,2025-12,7.99,255.5,2025,1.72
9.34%,2515.TW,5.82%,13.950000000000001,0.27,-1.7700000000000014,-21.21,-10.98,中工,🌑 雙重衰退,-14.89,14.892473528494621,⚪ 中性觀察,2025-12,0.4,13.8500003815,2025,-13.12
47.51%,1590.TW,31.25%,1528.5,30.36,-1.790000000000001,4.29,9.91,亞德客-KY,⚠️ 獲利稀釋,10.18,13.935230618253188,⚪ 中性觀察,2025-12,42.0,1420.0,2025,11.97
56.36%,4105.TWO,21.51%,234.15,5.05,-1.9400000000000004,37.23,14.57,東洋,🏰 高護城河,7.55,4.753363033196668,⚪ 中性觀察,2025-12,6.27,74.1999969482,2025,9.49
N/A,7751.TWO,N/A,703.5,14.3,-1.9400000000000048,44.57,54.14,竑騰,⚠️ 獲利稀釋,60.48,35.18123667377399,❌ 暫避觀望,2025-12,20.5,1650.0,2025,62.42
N/A,6568.TWO,N/A,136.2,2.37,-1.9800000000000004,-24.19,5.88,宏觀,⚠️ 獲利稀釋,4.76,23.898678414096917,❌ 暫避觀望,2025-12,4.0,217.0,2025,6.74
N/A,5328.TWO,N/A,10.95,0.21,-1.99,61.54,5.47,華容,📉 獲利侵蝕,0.0,46.50685036013698,❌ 暫避觀望,2025-12,0.39,33.9500007629,2025,1.99
N/A,6271.TW,N/A,284.40000000000003,5.41,-2.3,-15.2,-4.19,同欣電,🌑 雙重衰退,-6.83,10.864978902953586,⚪ 中性觀察,2025-12,7.64,206.0,2025,-4.53
54.59%,3632.TWO,3.73%,-17.400000000000002,-0.43,-2.3100000000000023,-760.0,-35.55,研勤,🏰 高護城河,-31.03,0.0,⚪ 數據不足,2025-12,-0.38,7.3600001335,2025,-28.72
23.91%,3059.TW,2.92%,46.349999999999994,0.98,-2.3200000000000003,16.87,25.58,華晶科,⚠️ 獲利稀釋,18.27,13.980582771165048,⚪ 中性觀察,2025-12,1.24,43.2000007629,2025,20.59
N/A,5536.TWO,N/A,991.2000000000002,20.35,-2.3500000000000014,34.86,46.97,聖暉*,⚠️ 獲利稀釋,34.76,14.058716707021789,⚪ 中性觀察,2025-12,28.42,929.0,2025,37.11
47.07%,2727.TW,7.36%,604.8000000000001,12.01,-2.46,-2.81,3.33,王品,⚠️ 獲利稀釋,2.75,5.815972222222221,⚪ 中性觀察,2025-12,16.02,234.5,2025,5.21
10.28%,2376.TW,4.26%,687.3,13.77,-2.5,33.43,24.08,技嘉,⚠️ 獲利稀釋,24.57,6.907463989524225,⚪ 中性觀察,2025-12,18.2,316.5,2025,27.07
100.00%,3529.TWO,60.64%,920.6999999999999,18.06,-2.55,2.21,7.92,力旺,🏰 高護城河,4.19,57.91788856304986,❌ 暫避觀望,2025-12,25.6,3555.0,2025,6.74
N/A,7805.TWO,N/A,0.0,30.84,-2.6399999999999997,3.99,6.11,威聯通,⚠️ 獲利稀釋,3.16,0.0,⚪ 數據不足,2025-12,44.56,718.0,2025,5.8
54.41%,2903.TW,14.06%,54.6,1.12,-2.81,1.83,-2.99,遠百,🏰 高護城河,-5.49,6.112637362637362,⚪ 中性觀察,2025-12,1.56,22.25,2025,-2.68
42.10%,3131.TWO,29.56%,1443.0,26.19,-2.950000000000003,28.76,53.06,弘塑,⚠️ 獲利稀釋,56.98,28.066528066528065,❌ 暫避觀望,2025-12,45.48,2700.0,2025,59.93
29.77%,4527.TWO,16.80%,89.55000000000001,1.34,-3.1000000000000014,-52.98,-24.37,方土霖,🌑 雙重衰退,-19.05,7.311558044539363,⚪ 中性觀察,2025-12,3.4,43.6500015259,2025,-15.95
N/A,6214.TW,N/A,265.05,5.42,-3.1500000000000004,-6.74,15.19,精誠,⚠️ 獲利稀釋,9.74,7.215619694397283,⚪ 中性觀察,2025-12,7.91,127.5,2025,12.89
34.23%,4584.TWO,12.30%,140.70000000000002,2.63,-3.21,-4.71,5.03,君帆,🌑 雙重衰退,-4.72,4.989338937857143,⚪ 中性觀察,2025-12,3.43,46.7999992371,2025,-1.51
4.62%,3209.TW,3.28%,0.0,1.58,-3.25,-34.03,-1.06,全科,📉 獲利侵蝕,0.0,0.0,⚪ 數據不足,2025-12,3.02,0.0,2025,3.25
N/A,6486.TWO,N/A,175.2,2.84,-3.46,-16.72,-9.56,互動,⚠️ 獲利稀釋,2.66,6.986301239220891,⚪ 中性觀察,2025-12,5.78,81.5999984741,2025,6.12
51.63%,2640.TWO,21.47%,330.15,6.51,-3.47,1.56,3.84,大車隊,🏰 高護城河,0.9,7.496592457973649,⚪ 中性觀察,2025-12,9.01,165.0,2025,4.37
7.03%,2067.TWO,-9.19%,-110.7,-2.49,-3.5,-19.71,3.79,嘉鋼,📉 獲利侵蝕,-2.19,0.0,⚪ 數據不足,2025-12,-2.8,6.8699998856,2025,1.31
N/A,5452.TWO,N/A,13.35,0.3,-3.5500000000000007,50.0,-12.51,佶優,🌑 雙重衰退,-17.5,36.85393172707865,❌ 暫避觀望,2025-12,0.33,32.7999992371,2025,-13.95
N/A,6672.TW,N/A,174.74999999999997,3.46,-3.69,-9.9,-1.28,騰輝電子-KY,📉 獲利侵蝕,-2.81,15.32188841201717,❌ 暫避觀望,2025-12,4.85,178.5,2025,0.88
19.83%,2488.TW,7.42%,162.45,3.53,-3.6900000000000013,-6.61,1.02,漢平,🌑 雙重衰退,-12.98,4.838411959916898,⚪ 中性觀察,2025-12,4.56,52.4000015259,2025,-9.29
N/A,7703.TWO,N/A,333.3,6.74,-3.75,40.42,34.82,銳澤,⚠️ 獲利稀釋,27.67,9.383438343834383,⚪ 中性觀察,2025-12,8.72,208.5,2025,31.42
1.76%,4726.TWO,-18.26%,-89.85000000000001,-1.91,-3.8100000000000005,-2.69,-7.0,永昕,⚠️ 獲利稀釋,4.42,0.0,⚪ 數據不足,2025-12,-2.17,28.5499992371,2025,8.23
14.31%,3029.TW,6.54%,242.55,4.91,-3.8699999999999974,34.15,45.68,零壹,⚠️ 獲利稀釋,30.86,5.943104420166976,⚪ 中性觀察,2025-12,6.53,96.0999984741,2025,34.73
82.96%,2855.TW,34.40%,74.25,1.67,-3.92,-32.66,-16.01,統一證,🏰 高護城河,0.0,8.121212275333333,⚪ 中性觀察,2025-12,3.0,40.2000007629,2025,3.92
17.84%,4722.TW,5.11%,65.4,1.33,-3.990000000000001,-29.12,-6.97,國精化,🌑 雙重衰退,-11.71,59.74770642201835,❌ 暫避觀望,2025-12,2.0,260.5,2025,-7.72
5.36%,2312.TW,1.66%,42.00000000000001,0.85,-4.04,-10.64,1.36,金寶,🌑 雙重衰退,-4.59,10.750000136249998,⚪ 中性觀察,2025-12,1.05,30.1000003815,2025,-0.55
48.05%,2948.TWO,9.02%,77.1,1.62,-4.12,2.53,3.92,寶陞,📉 獲利侵蝕,-2.28,7.354085454688717,⚪ 中性觀察,2025-12,2.14,37.7999992371,2025,1.84
78.99%,2892.TW,35.12%,72.89999999999999,1.51,-4.279999999999999,2.03,4.61,第一金,🏰 高護城河,3.31,5.6995886343415645,⚪ 中性觀察,2025-12,1.87,27.7000007629,2025,7.59
N/A,6142.TW,N/A,-10.8,-0.17,-4.32,56.41,75.47,友勁,⚠️ 獲利稀釋,48.0,0.0,⚪ 數據不足,2025-12,-0.26,8.0100002289,2025,52.32
N/A,9926.TW,N/A,106.05000000000001,2.3,-4.390000000000001,0.0,6.06,新海,⚠️ 獲利稀釋,1.52,6.923621041428571,⚪ 中性觀察,2025-12,2.68,48.9500007629,2025,5.91
4.26%,2347.TW,2.54%,172.2,3.42,-4.4799999999999995,-9.04,-8.89,聯強,🌑 雙重衰退,-7.97,7.351916509224739,⚪ 中性觀察,2025-12,5.08,84.4000015259,2025,-3.49
73.67%,4171.TWO,-9.23%,-81.3,-1.98,-4.5,-33.1,5.83,瑞基,🏰 高護城河,8.21,0.0,⚪ 數據不足,2025-12,-1.93,18.2000007629,2025,12.71
33.58%,4121.TWO,-3.01%,-13.950000000000001,-0.27,-4.54,-47.37,-1.15,優盛,🌑 雙重衰退,-5.88,0.0,⚪ 數據不足,2025-12,-0.36,14.25,2025,-1.34
77.03%,4728.TWO,41.97%,522.0,10.43,-4.549999999999999,7.08,13.37,雙美,🏰 高護城河,6.9,10.977011494252874,⚪ 中性觀察,2025-12,13.33,382.0,2025,11.45
24.08%,2480.TW,10.67%,305.1,5.94,-4.710000000000001,7.41,17.02,敦陽科,⚠️ 獲利稀釋,6.67,7.227138643067845,⚪ 中性觀察,2025-12,8.0,147.0,2025,11.38
N/A,6996.TWO,N/A,406.79999999999995,7.74,-4.77,-38.46,-15.41,力領科技,🌑 雙重衰退,-14.17,7.300884955752213,⚪ 中性觀察,2025-12,12.15,198.0,2025,-9.4
N/A,5434.TW,N/A,777.9,15.45,-5.040000000000001,7.32,22.38,崇越,⚠️ 獲利稀釋,13.53,8.07944465869649,⚪ 中性觀察,2025-12,21.81,419.0,2025,18.57
N/A,5880.TW,N/A,50.4,1.03,-5.069999999999999,-0.96,8.58,合庫金,⚠️ 獲利稀釋,7.94,6.755952608005953,⚪ 中性觀察,2025-12,1.36,22.7000007629,2025,13.01
84.77%,2901.TW,20.24%,13.05,0.25,-5.17,-21.88,-3.66,欣欣,🏰 高護城河,-7.32,25.919539352988505,❌ 暫避觀望,2025-12,0.38,22.5499992371,2025,-2.15
24.39%,2453.TW,4.56%,115.35000000000001,2.2,-5.25,5.26,7.96,凌群,⚠️ 獲利稀釋,1.96,7.243173051092327,⚪ 中性觀察,2025-12,3.12,55.7000007629,2025,7.21
N/A,5548.TWO,N/A,64.35,1.16,-5.32,-24.84,13.03,安倉,⚠️ 獲利稀釋,9.24,5.512820423892776,⚪ 中性觀察,2025-12,2.03,23.6499996185,2025,14.56
17.90%,2345.TW,12.65%,1599.9,32.18,-5.3799999999999955,140.62,146.74,智邦,⚠️ 獲利稀釋,119.5,23.251453215825986,❌ 暫避觀望,2025-12,47.13,2480.0,2025,124.88
5.61%,3041.TW,-198.78%,-105.75000000000001,-2.1,-5.490000000000002,-3.19,-21.55,揚智,🌑 雙重衰退,-35.42,0.0,⚪ 數據不足,2025-12,-3.43,24.8500003815,2025,-29.93
N/A,6658.TW,N/A,36.599999999999994,0.36,-5.760000000000002,63.64,44.67,聯策,⚠️ 獲利稀釋,24.77,71.92622950819674,❌ 暫避觀望,2025-12,1.38,175.5,2025,30.53
N/A,8464.TW,N/A,816.45,15.83,-5.84,-6.66,3.29,億豐,📉 獲利侵蝕,-4.37,5.842366342090759,⚪ 中性觀察,2025-12,22.53,318.0,2025,1.47
N/A,8081.TW,N/A,661.95,13.05,-5.84,-3.49,5.5,致新,📉 獲利侵蝕,-0.84,6.208928166779968,⚪ 中性觀察,2025-12,17.76,274.0,2025,5.0
N/A,8043.TWO,N/A,10.2,0.08,-5.880000000000001,-94.84,5.48,蜜望實,⚠️ 獲利稀釋,9.87,184.55882352941177,❌ 暫避觀望,2025-12,1.67,125.5,2025,15.75
N/A,5508.TWO,N/A,126.6,2.26,-6.099999999999994,-84.53,-80.56,永信建,🌑 雙重衰退,-80.85,5.7582936580687205,⚪ 中性觀察,2025-12,3.07,48.5999984741,2025,-74.75
N/A,6903.TWO,N/A,298.5,5.49,-6.130000000000003,-24.9,-15.22,巨漢,⚠️ 獲利稀釋,18.74,19.371859296482413,❌ 暫避觀望,2025-12,10.62,385.5,2025,24.87
12.18%,1535.TW,5.96%,143.10000000000002,2.79,-6.15,-2.45,11.05,中宇,📉 獲利侵蝕,-1.48,5.188679245283018,⚪ 中性觀察,2025-12,4.0,49.5,2025,4.67
N/A,6409.TW,N/A,0.0,34.16,-6.18,-7.42,-10.8,旭隼,🌑 雙重衰退,-16.23,0.0,⚪ 數據不足,2025-12,40.23,0.0,2025,-10.05
N/A,6925.TWO,N/A,105.75000000000001,2.12,-6.219999999999999,2.58,9.97,意藍,⚠️ 獲利稀釋,8.39,8.468085214595744,⚪ 中性觀察,2025-12,3.11,59.7000007629,2025,14.61
6.46%,3321.TW,-7.89%,-134.1,-2.52,-6.31,-37.7,9.69,同泰,⚠️ 獲利稀釋,2.79,0.0,⚪ 數據不足,2025-12,-3.36,15.3000001907,2025,9.1
N/A,7769.TW,N/A,0.0,53.54,-6.310000000000002,160.49,132.45,鴻勁,⚠️ 獲利稀釋,110.03,0.0,⚪ 數據不足,2025-12,75.71,0.0,2025,116.34
N/A,6274.TWO,N/A,415.79999999999995,8.37,-6.400000000000002,15.64,26.58,台燿,⚠️ 獲利稀釋,25.11,47.7994227994228,❌ 暫避觀望,2025-12,12.13,1325.0,2025,31.51
18.26%,3163.TWO,5.03%,160.34999999999997,3.32,-6.48,-15.52,9.43,波若威,⚠️ 獲利稀釋,8.17,97.754911131899,❌ 暫避觀望,2025-12,6.22,1045.0,2025,14.65
28.39%,4148.TW,9.28%,74.99999999999999,1.75,-6.52,2.94,21.11,全宇生技-KY,⚠️ 獲利稀釋,13.43,6.859999847420002,⚪ 中性觀察,2025-12,2.28,34.2999992371,2025,19.95
19.87%,1735.TW,1.24%,17.25,0.2,-6.640000000000001,-72.22,-12.04,日勝化,🌑 雙重衰退,-19.59,22.956521407391307,❌ 暫避觀望,2025-12,0.78,26.3999996185,2025,-12.95
49.95%,3217.TWO,28.69%,455.70000000000005,9.47,-6.640000000000001,15.77,23.57,優群,⚠️ 獲利稀釋,12.8,6.550362080315997,⚪ 中性觀察,2025-12,12.69,199.0,2025,19.44
N/A,9939.TW,N/A,355.2,7.6,-6.66,-11.73,4.72,宏全,📉 獲利侵蝕,-5.01,5.320945945945946,⚪ 中性觀察,2025-12,9.1,126.0,2025,1.65
34.07%,2912.TW,2.95%,417.6,8.56,-6.67,-4.14,3.64,統一超,📉 獲利侵蝕,-2.88,7.938218390804598,⚪ 中性觀察,2025-12,10.78,221.0,2025,3.79
50.62%,4585.TW,5.77%,0.0,0.81,-6.68,20.34,23.76,達明,🏰 高護城河,16.35,0.0,⚪ 數據不足,2025-12,1.46,0.0,2025,23.03
N/A,6874.TWO,N/A,0.0,2.35,-6.880000000000003,-29.94,-28.42,倍力,🌑 雙重衰退,-29.6,0.0,⚪ 數據不足,2025-12,3.16,0.0,2025,-22.72
N/A,6129.TWO,N/A,-49.35,-0.97,-6.9399999999999995,-15.48,-7.98,普誠,🌑 雙重衰退,-9.0,0.0,⚪ 數據不足,2025-12,-1.09,15.5500001907,2025,-2.06
50.66%,3556.TWO,14.95%,70.19999999999999,1.28,-6.94,-26.44,-2.31,禾瑞亞,🏰 高護城河,-5.7,11.538461538461538,⚪ 中性觀察,2025-12,2.15,54.0,2025,1.24
93.02%,2812.TW,51.96%,57.15,1.13,-6.96,-1.74,5.04,台中銀,🏰 高護城河,0.0,4.986876640419948,⚪ 中性觀察,2025-12,1.53,19.0,2025,6.96
N/A,5225.TW,N/A,419.1,9.66,-6.99,-7.0,-8.14,東科-KY,🌑 雙重衰退,-18.0,2.5447386712276305,⚪ 中性觀察,2025-12,10.26,71.0999984741,2025,-11.01
31.11%,4305.TWO,23.00%,130.95,2.61,-7.07,-9.06,5.53,世坤,📉 獲利侵蝕,-3.53,5.097365406643758,⚪ 中性觀察,2025-12,3.83,44.5,2025,3.54
N/A,9802.TW,N/A,214.95,4.26,-7.129999999999999,2.41,24.42,鈺齊-KY,⚠️ 獲利稀釋,11.23,5.261688871311933,⚪ 中性觀察,2025-12,6.05,75.4000015259,2025,18.36
N/A,6955.TW,N/A,155.25000000000003,2.93,-7.149999999999999,28.51,40.17,邦睿生技-創,⚠️ 獲利稀釋,30.28,14.685990338164249,⚪ 中性觀察,2025-12,4.13,152.0,2025,37.43
N/A,6133.TW,N/A,19.650000000000002,0.35,-7.16,-22.22,12.23,金橋,⚠️ 獲利稀釋,10.77,18.3206106870229,❌ 暫避觀望,2025-12,0.72,24.0,2025,17.93
9.14%,1603.TW,6.41%,0.0,3.03,-7.280000000000001,37.16,22.51,華電,⚠️ 獲利稀釋,14.41,0.0,⚪ 數據不足,2025-12,3.26,0.0,2025,21.69
10.06%,2204.TW,2.43%,194.39999999999998,3.9,-7.330000000000002,-34.75,-25.64,中華,🌑 雙重衰退,-25.55,4.074074015208334,⚪ 中性觀察,2025-12,5.47,52.7999992371,2025,-18.22
N/A,8291.TWO,N/A,-70.80000000000001,-1.54,-7.340000000000003,-92.5,-80.38,尚茂,🌑 雙重衰退,-78.9,0.0,⚪ 數據不足,2025-12,-1.95,82.9000015259,2025,-71.56
25.14%,3168.TW,8.89%,94.05,1.94,-7.45,-13.72,-1.47,眾福科,📉 獲利侵蝕,-6.99,7.304625077687401,⚪ 中性觀察,2025-12,2.61,45.7999992371,2025,0.46
80.00%,2885.TW,33.03%,98.25,2.0,-7.48,-4.31,-0.21,元大金,🏰 高護城河,-1.08,8.351145154641221,⚪ 中性觀察,2025-12,2.74,54.7000007629,2025,6.4
20.24%,1525.TW,6.22%,121.5,2.48,-7.49,-9.16,-17.15,江申,🌑 雙重衰退,-22.09,7.283950617283951,⚪ 中性觀察,2025-12,3.21,59.0,2025,-14.6
N/A,6446.TW,N/A,501.0,9.66,-7.5,85.8,61.14,藥華藥,⚠️ 獲利稀釋,53.11,23.892215568862277,❌ 暫避觀望,2025-12,13.64,798.0,2025,60.61
31.73%,1216.TW,2.59%,137.55,2.93,-7.539999999999999,-5.18,3.07,統一,📉 獲利侵蝕,-5.22,7.971646507535441,⚪ 中性觀察,2025-12,3.45,73.0999984741,2025,2.32
17.58%,1709.TW,8.28%,0.0,0.87,-7.559999999999999,-36.96,-14.07,和益,🌑 雙重衰退,-20.13,0.0,⚪ 數據不足,2025-12,1.23,0.0,2025,-12.57
N/A,6794.TW,N/A,-71.85,-1.42,-7.630000000000001,-14.75,12.82,向榮生技,🌑 雙重衰退,-13.21,0.0,⚪ 數據不足,2025-12,-1.89,80.0,2025,-5.58
17.53%,2207.TW,9.92%,1220.2500000000002,24.86,-7.66,-13.65,0.2,和泰車,📉 獲利侵蝕,-7.65,5.728334357713583,⚪ 中性觀察,2025-12,33.93,466.0,2025,0.01
49.30%,2420.TW,35.64%,140.70000000000002,2.72,-7.720000000000001,-20.23,-3.06,新巨,🌑 雙重衰退,-10.32,6.663113006396588,⚪ 中性觀察,2025-12,3.91,62.5,2025,-2.6
49.29%,2458.TW,23.12%,293.3999999999999,5.96,-7.76,-19.94,-2.0,義隆,🌑 雙重衰退,-10.67,8.103271983640084,⚪ 中性觀察,2025-12,8.53,158.5,2025,-2.91
N/A,6613.TWO,N/A,472.04999999999995,10.14,-7.769999999999998,-10.98,-15.3,朋億*,🌑 雙重衰退,-21.9,8.198284080076263,⚪ 中性觀察,2025-12,13.37,258.0,2025,-14.13
19.80%,2402.TW,8.98%,92.55,1.86,-7.7700000000000005,12.88,15.8,毅嘉,⚠️ 獲利稀釋,6.06,10.113452435316045,⚪ 中性觀察,2025-12,2.47,62.4000015259,2025,13.83
N/A,9941.TW,N/A,290.7,5.8,-7.789999999999999,-20.37,-5.29,裕融,🌑 雙重衰退,-12.45,3.802889419411765,⚪ 中性觀察,2025-12,7.68,73.6999969482,2025,-4.66
49.60%,2756.TWO,5.94%,125.70000000000002,2.71,-7.829999999999998,39.38,66.35,聯發國際,⚠️ 獲利稀釋,61.83,7.315035708484486,⚪ 中性觀察,2025-12,3.93,61.2999992371,2025,69.66
64.71%,1435.TW,-1427.47%,-14.549999999999997,-0.26,-7.8700000000000045,-52.94,-48.31,中福,🏰 高護城河,-51.85,0.0,⚪ 數據不足,2025-12,-0.41,12.8500003815,2025,-43.98
42.45%,4554.TWO,4.92%,70.35000000000001,1.32,-7.890000000000002,-12.0,29.9,橙的,⚠️ 獲利稀釋,13.37,6.72707872859275,⚪ 中性觀察,2025-12,2.12,31.5499992371,2025,21.26
N/A,6118.TWO,N/A,10.65,0.17,-8.059999999999999,240.0,10.09,建達,⚠️ 獲利稀釋,2.56,24.718308784647885,❌ 暫避觀望,2025-12,0.4,17.5499992371,2025,10.62
23.99%,3078.TWO,12.10%,245.55,4.97,-8.160000000000002,21.52,30.5,僑威,⚠️ 獲利稀釋,8.01,3.372022038051313,⚪ 中性觀察,2025-12,6.07,55.2000007629,2025,16.17
31.73%,3570.TWO,11.86%,554.25,11.01,-8.23,16.88,29.74,大塚,⚠️ 獲利稀釋,7.47,4.627875507442489,⚪ 中性觀察,2025-12,13.95,171.0,2025,15.7
N/A,5403.TWO,N/A,303.29999999999995,5.8,-8.25,6.08,11.06,中菲,📉 獲利侵蝕,-0.37,4.26310568487636,⚪ 中性觀察,2025-12,8.57,86.1999969482,2025,7.88
N/A,6589.TW,N/A,0.0,-1.94,-8.389999999999999,-1.05,-10.19,台康生技,🌑 雙重衰退,-8.77,0.0,⚪ 數據不足,2025-12,-2.51,0.0,2025,-0.38
N/A,5351.TWO,N/A,-77.85000000000001,-1.74,-8.4,-39.2,-12.59,鈺創,⚠️ 獲利稀釋,7.83,0.0,⚪ 數據不足,2025-12,-1.53,75.1999969482,2025,16.23
