expansion,symbol,prev_eps,prev_year,eps,gm,price,name,rev_yoy,status,advice,est_price,prev_eps_yoy,pe,om,prev_rev_yoy,eps_yoy,date
-14.3,6190.TWO,1.64,2025,2.19,N/A,80.4000015259,萬泰科,6.08,📉 獲利侵蝕,⚪ 中性觀察,84.74999999999999,-11.9,14.230088765646018,N/A,8.02,-8.22,2025-12
-14.34,6491.TW,15.38,2025,20.87,N/A,325.0,晶碩,3.26,📉 獲利侵蝕,⚪ 中性觀察,792.1500000000001,-15.63,6.154137473963265,N/A,1.72,-11.08,2025-12
-14.39,3056.TW,1.08,2025,1.07,21.31%,13.3000001907,富華新,-68.21,🌑 雙重衰退,⚪ 中性觀察,77.10000000000001,417.65,2.587548675233463,-1.56%,1491.72,-82.6,2025-12
-14.510000000000002,3416.TW,5.3,2025,7.39,38.51%,185.0,融程電,19.07,⚠️ 獲利稀釋,⚪ 中性觀察,263.85,-2.6,10.517339397384879,18.05%,18.44,4.56,2025-12
-14.57,4938.TW,3.42,2025,5.39,4.09%,82.0999984741,和碩,-0.73,🌑 雙重衰退,⚪ 中性觀察,182.24999999999997,-30.83,6.757201520502059,1.39%,-0.09,-15.3,2025-12
-14.67,2752.TWO,11.18,2025,15.04,52.30%,173.0,豆府,11.58,🏰 高護城河,⚪ 中性觀察,553.65,1.18,4.687076672988351,11.29%,12.18,-3.09,2025-12
-14.91,2845.TW,0.7,2025,0.93,102.49%,11.8999996185,遠東銀,0.06,🏰 高護城河,⚪ 中性觀察,34.95,-24.1,5.10729597360515,38.22%,-3.1,-14.85,2025-12
-15.050000000000004,3706.TW,3.68,2025,5.15,10.03%,84.1999969482,神達,72.06,⚠️ 獲利稀釋,⚪ 中性觀察,184.2,50.82,6.856677275912052,3.96%,97.96,57.01,2025-12
-15.149999999999999,1102.TW,2.42,2025,3.0,14.02%,33.0,亞泥,-6.89,🌑 雙重衰退,⚪ 中性觀察,106.65,-10.94,4.641350210970464,10.05%,-4.13,-22.04,2025-12
-15.219999999999999,1725.TW,1.37,2025,1.53,4.14%,0.0,元禎,-4.68,🌑 雙重衰退,⚪ 數據不足,0.0,-17.96,0.0,0.97%,2.13,-19.9,2025-12
-15.37,6855.TWO,4.81,2025,7.85,N/A,111.0,數泓科,0.7,📉 獲利侵蝕,⚪ 中性觀察,265.35,-29.26,6.274731486715658,N/A,4.61,-14.67,2025-12
-15.41,1589.TW,-2.71,2025,-5.06,7.87%,5.5399999619,永冠-KY,16.77,⚠️ 獲利稀釋,⚪ 數據不足,-222.15,65.91,0.0,-5.22%,18.73,1.36,2025-09
-15.45,1219.TW,0.25,2025,0.45,9.65%,12.3500003815,福壽,0.36,📉 獲利侵蝕,⚪ 中性觀察,12.9,-30.56,14.36046555988372,1.10%,0.36,-15.09,2025-12
-15.609999999999998,7631.TW,3.07,2025,6.56,N/A,126.0,聚賢研發-創,29.58,⚠️ 獲利稀釋,⚪ 中性觀察,190.95000000000002,-16.19,9.897879025923016,N/A,2.0,13.97,2025-12
-15.66,6278.TW,6.9,2025,9.39,N/A,235.5,台表科,10.13,📉 獲利侵蝕,⚪ 中性觀察,355.34999999999997,-8.37,9.940903334740398,N/A,13.01,-5.53,2025-12
-15.689999999999998,6949.TW,-4.65,2025,-7.23,N/A,714.0,沛爾生醫-創,60.07,⚠️ 獲利稀釋,⚪ 數據不足,-237.15000000000003,7.24,0.0,N/A,69.11,44.38,2025-12
-15.69,1402.TW,1.08,2025,1.55,19.14%,23.4500007629,遠東新,-6.24,🌑 雙重衰退,⚪ 中性觀察,56.25,-22.9,6.253333536773334,6.69%,-7.44,-21.93,2025-12
-15.690000000000005,6598.TW,-1.33,2025,-1.96,N/A,24.9500007629,ABC-KY,38.52,⚠️ 獲利稀釋,⚪ 數據不足,-69.6,28.11,0.0,N/A,38.99,22.83,2025-12
-15.73,9938.TW,3.37,2025,4.1,N/A,42.3499984741,百和,2.05,📉 獲利侵蝕,⚪ 中性觀察,168.29999999999998,-11.78,3.7745096679233514,N/A,3.55,-13.68,2025-12
-15.76,8383.TWO,1.89,2025,3.41,N/A,60.2000007629,千附,13.17,📉 獲利侵蝕,⚪ 中性觀察,106.35,-22.31,8.490832265571227,N/A,16.5,-2.59,2025-12
-15.849999999999998,6754.TW,2.29,2025,3.41,N/A,43.5,匯僑設計,-30.87,🌑 雙重衰退,⚪ 中性觀察,101.85,-54.2,6.406480117820324,N/A,-30.5,-46.72,2025-12
-15.969999999999999,8342.TWO,4.02,2025,5.97,N/A,91.5,益張,-5.89,🌑 雙重衰退,⚪ 中性觀察,209.09999999999997,-24.29,6.5638450502152095,N/A,-2.74,-21.86,2025-12
-15.99,6024.TW,4.0,2025,5.48,N/A,56.7999992371,群益期,9.98,📉 獲利侵蝕,⚪ 中性觀察,199.65,-15.38,4.267468011803156,N/A,14.8,-6.01,2025-12
-16.07,6235.TW,2.35,2025,2.9,N/A,39.9000015259,華孚,13.71,📉 獲利侵蝕,⚪ 中性觀察,113.39999999999999,-13.92,5.277777979616403,N/A,5.83,-2.36,2025-12
-16.37,6789.TW,2.8,2025,4.01,N/A,543.0,采鈺,-10.64,🌑 雙重衰退,❌ 暫避觀望,140.54999999999998,-25.2,57.95090715048026,N/A,-9.08,-27.01,2025-12
-16.4,6679.TWO,3.84,2025,6.81,N/A,330.0,鈺太,-7.01,🌑 雙重衰退,❌ 暫避觀望,197.24999999999997,-43.52,25.095057034220535,N/A,-6.83,-23.41,2025-12
-16.419999999999998,1304.TW,-1.85,2025,-2.6,5.34%,11.8999996185,台聚,-13.41,🌑 雙重衰退,⚪ 數據不足,-96.6,-51.82,0.0,-4.30%,-10.84,-29.83,2025-12
-16.689999999999998,3526.TWO,12.33,2025,16.97,48.09%,372.0,凡甲,22.33,⚠️ 獲利稀釋,⚪ 中性觀察,624.6,9.74,8.93371757925072,32.41%,24.44,5.64,2025-12
-16.81,4908.TWO,1.39,2025,1.98,46.40%,259.5,前鼎,-12.98,🌑 雙重衰退,❌ 暫避觀望,75.14999999999999,-22.03,51.796407185628745,17.75%,-4.58,-29.79,2025-12
-16.88,7747.TWO,3.01,2025,4.04,N/A,128.0,昕奇雲端,9.7,📉 獲利侵蝕,⚪ 中性觀察,157.20000000000002,-10.23,12.213740458015266,N/A,12.71,-7.18,2025-12
-16.93,2546.TW,6.59,2025,9.52,9.56%,87.3000030518,根基,51.01,⚠️ 獲利稀釋,⚪ 中性觀察,319.65000000000003,67.26,4.096668374087283,7.58%,58.45,34.08,2025-12
-16.990000000000002,2542.TW,0.95,2025,2.1,33.40%,43.0999984741,興富發,-15.9,🌑 雙重衰退,⚪ 中性觀察,49.35,-37.41,13.100303487568388,27.38%,-41.9,-32.89,2025-12
-17.020000000000003,3067.TWO,-0.82,2025,-0.84,28.85%,18.5,全域,33.85,⚠️ 獲利稀釋,⚪ 數據不足,-35.099999999999994,-38.98,0.0,-17.20%,16.84,16.83,2025-12
-17.049999999999997,3491.TWO,4.6,2025,7.83,58.57%,2080.0,昇達科,5.02,🏰 高護城河,❌ 暫避觀望,268.79999999999995,-25.66,116.07142857142858,27.57%,-6.01,-12.03,2025-12
-17.25,3360.TWO,-0.65,2025,-0.48,3.88%,14.25,尚立,17.25,📉 獲利侵蝕,⚪ 數據不足,-28.5,-58.54,0.0,0.87%,7.82,0.0,2025-12
-17.27,8917.TWO,1.71,2025,2.23,N/A,53.0999984741,欣泰,11.76,📉 獲利侵蝕,⚪ 中性觀察,84.74999999999999,-11.4,9.39822981842478,N/A,16.23,-5.51,2025-12
-17.349999999999994,7749.TW,9.12,2025,11.77,N/A,499.5,意騰-KY,85.22,⚠️ 獲利稀釋,❌ 暫避觀望,423.29999999999995,113.1,17.70021261516655,N/A,106.86,67.87,2025-12
-17.379999999999995,5523.TWO,-0.08,2025,-0.09,N/A,30.4500007629,豐謙,-98.98,🌑 雙重衰退,⚪ 數據不足,-3.5999999999999996,-115.09,0.0,N/A,-99.19,-116.36,2025-12
-17.43,3158.TWO,4.7,2025,7.27,63.24%,86.0,嘉實,7.07,🏰 高護城河,⚪ 數據不足,0.0,-5.06,0.0,24.73%,10.44,-10.36,2025-12
-17.45,2606.TW,2.76,2025,4.31,35.36%,72.5,裕民,-4.75,🌑 雙重衰退,⚪ 中性觀察,125.69999999999999,-37.98,8.651551312649167,30.49%,-9.08,-22.2,2025-12
-17.5,1795.TW,13.82,2025,18.14,55.31%,191.5,美時,10.36,🏰 高護城河,⚪ 中性觀察,685.8,-8.92,4.188538932633421,23.84%,0.51,-7.14,2025-12
-17.55,3034.TW,20.8,2025,26.87,38.19%,485.0,聯詠,-2.07,🌑 雙重衰退,⚪ 中性觀察,1066.8000000000002,-18.56,6.819460067491563,16.92%,0.41,-19.62,2025-12
-17.56,2891.TW,3.06,2025,4.08,70.98%,59.2000007629,中信金,29.29,🏰 高護城河,⚪ 中性觀察,149.1,3.78,5.955734483189135,31.38%,23.13,11.73,2025-12
-17.66,6730.TWO,1.66,2025,2.14,N/A,36.0,常廣,7.33,📉 獲利侵蝕,⚪ 數據不足,0.0,0.61,0.0,N/A,4.58,-10.33,2025-12
-17.66,8931.TWO,1.84,2025,1.87,N/A,43.5,大汽電,-1.74,🌑 雙重衰退,⚪ 中性觀察,88.35000000000001,8.24,7.385398981324277,N/A,2.2,-19.4,2025-12
-17.720000000000002,2637.TW,2.44,2025,5.27,37.77%,75.9000015259,慧洋-KY,-17.06,🌑 雙重衰退,⚪ 中性觀察,117.75,-61.76,9.668790003299362,36.66%,-24.86,-34.78,2025-12
-17.77,8438.TW,1.21,2025,2.1,N/A,88.5,昶昕,12.79,📉 獲利侵蝕,❌ 暫避觀望,66.60000000000001,-31.64,19.93243243243243,N/A,10.16,-4.98,2025-12
-17.79,5355.TWO,-0.82,2025,-1.12,N/A,6.4899997711,佳總,-3.95,🌑 雙重衰退,⚪ 數據不足,-36.6,-28.12,0.0,N/A,-9.55,-21.74,2025-12
-17.81,2364.TW,3.14,2025,4.2,39.87%,67.3000030518,倫飛,20.5,⚠️ 獲利稀釋,⚪ 中性觀察,157.95,-4.85,6.391263347749288,7.82%,25.9,2.69,2025-12
-17.95,4760.TWO,4.61,2025,7.05,22.01%,387.0,勤凱,27.79,⚠️ 獲利稀釋,❌ 暫避觀望,242.7,11.3,23.91841779975278,15.04%,24.72,9.84,2025-12
-17.97,8099.TWO,1.52,2025,2.53,N/A,59.5,大世科,27.49,⚠️ 獲利稀釋,⚪ 中性觀察,81.3,0.66,10.977859778597786,N/A,24.12,9.52,2025-12
-17.98,2497.TW,1.49,2025,2.37,25.76%,57.9000015259,怡利電,-3.38,🌑 雙重衰退,⚪ 中性觀察,78.0,-29.38,11.134615678057692,10.08%,0.55,-21.36,2025-12
-17.98,4536.TW,12.08,2025,14.92,32.65%,157.5,拓凱,-2.91,🌑 雙重衰退,⚪ 中性觀察,604.9499999999999,-0.58,3.9052814282172084,10.54%,7.51,-20.89,2025-12
-18.21,2115.TW,1.48,2025,1.58,18.21%,20.75,六暉-KY,-4.72,🌑 雙重衰退,⚪ 中性觀察,73.2,-1.99,4.252049180327869,6.19%,-3.67,-22.93,2025-12
-18.419999999999998,9958.TW,4.78,2025,6.57,N/A,102.0,世紀鋼,15.94,📉 獲利侵蝕,⚪ 中性觀察,245.39999999999998,-23.95,6.234718826405868,N/A,20.49,-2.48,2025-12
-18.439999999999998,8039.TW,1.33,2025,2.07,N/A,160.0,台虹,6.75,📉 獲利侵蝕,❌ 暫避觀望,62.55,-41.96,38.36930455635492,N/A,2.03,-11.69,2025-12
-18.52,2248.TW,3.36,2025,5.32,31.94%,54.2999992371,華勝-KY,-0.48,🌑 雙重衰退,⚪ 中性觀察,181.05,-30.34,4.498757186172329,17.40%,-4.67,-19.0,2025-12
-18.560000000000002,9924.TW,2.14,2025,3.08,N/A,41.7000007629,福興,-8.15,🌑 雙重衰退,⚪ 中性觀察,106.2,-30.54,5.889830616228813,N/A,-7.04,-26.71,2025-12
-18.599999999999998,6843.TWO,1.52,2025,2.2,N/A,41.9000015259,進典,11.04,📉 獲利侵蝕,⚪ 中性觀察,78.30000000000001,-1.94,8.026820215689655,N/A,6.64,-7.56,2025-12
-18.679999999999996,6720.TWO,2.98,2025,3.89,N/A,148.0,久昌,-14.48,🌑 雙重衰退,⚪ 中性觀察,163.8,-37.15,13.553113553113553,N/A,-10.54,-33.16,2025-12
-18.68,6770.TW,-1.71,2025,-1.86,N/A,74.8000030518,力積電,4.48,📉 獲利侵蝕,⚪ 數據不足,-73.35000000000001,-33.86,0.0,N/A,1.91,-14.2,2025-12
-18.7,7792.TWO,6.03,2025,8.72,N/A,269.0,安葆,30.49,⚠️ 獲利稀釋,⚪ 數據不足,0.0,14.64,0.0,N/A,37.75,11.79,2025-12
-18.739999999999995,7744.TWO,12.91,2025,16.28,N/A,497.0,崴寶,59.94,⚠️ 獲利稀釋,⚪ 數據不足,0.0,74.46,0.0,N/A,75.55,41.2,2025-12
-18.79,8938.TWO,3.56,2025,6.18,N/A,52.7000007629,明安,8.55,📉 獲利侵蝕,⚪ 中性觀察,244.04999999999998,-26.95,3.239090397228027,N/A,9.03,-10.24,2025-12
-18.86,6934.TW,-4.17,2025,-3.92,N/A,0.0,心誠鎂,-29.22,🌑 雙重衰退,⚪ 數據不足,0.0,-37.5,0.0,N/A,-51.26,-48.08,2025-12
-18.939999999999998,2867.TW,0.16,2025,0.2,3.78%,7.5399999619,三商壽,-28.43,🌑 雙重衰退,❌ 暫避觀望,4.050000000000001,-68.0,27.925925784814815,0.03%,-43.41,-47.37,2025-12
-19.090000000000003,6691.TW,16.64,2025,24.76,N/A,674.0,洋基工程,47.13,⚠️ 獲利稀釋,⚪ 中性觀察,864.6000000000001,27.98,11.69326856349757,N/A,54.5,28.04,2025-12
-19.17,2504.TW,2.45,2025,3.3,27.76%,34.9500007629,國產,3.75,📉 獲利侵蝕,⚪ 中性觀察,120.6,-20.71,4.347015020261194,22.79%,4.82,-15.42,2025-12
-19.26,6791.TWO,3.37,2025,4.16,N/A,113.0,虎門科技,19.26,📉 獲利侵蝕,⚪ 中性觀察,157.95,-2.88,10.731244064577398,N/A,19.53,0.0,2025-12
-19.33,9919.TW,-1.49,2025,-2.43,N/A,14.1499996185,康那香,-9.24,🌑 雙重衰退,⚪ 數據不足,-63.3,-0.68,0.0,N/A,-8.87,-28.57,2025-12
-19.43,6117.TW,2.21,2025,3.77,N/A,85.5,迎廣,11.78,📉 獲利侵蝕,⚪ 中性觀察,109.50000000000001,-26.01,11.712328767123287,N/A,11.06,-7.65,2025-12
-19.490000000000002,6997.TWO,3.18,2025,5.11,N/A,67.9000015259,博弘,11.23,📉 獲利侵蝕,⚪ 中性觀察,179.4,-38.85,5.677257652667223,N/A,7.39,-8.26,2025-12
-19.509999999999998,8299.TWO,19.9,2025,41.98,N/A,2480.0,群聯,23.29,⚠️ 獲利稀釋,❌ 暫避觀望,1148.25,-27.04,32.39712606139778,N/A,7.55,3.78,2025-12
-19.59,2070.TWO,1.25,2025,2.3,45.13%,82.4000015259,精湛,-2.97,🌑 雙重衰退,❌ 暫避觀望,67.5,-44.93,18.3111114502,17.87%,-10.95,-22.56,2025-12
-19.619999999999997,2597.TW,7.25,2025,10.75,18.77%,157.5,潤弘,19.99,⚠️ 獲利稀釋,⚪ 中性觀察,364.35,7.57,6.484149855907781,15.81%,16.0,0.37,2025-12
-19.669999999999998,8109.TWO,4.41,2025,6.18,N/A,121.5,博大,15.04,📉 獲利侵蝕,⚪ 中性觀察,221.4,-14.37,8.231707317073171,N/A,9.06,-4.63,2025-12
-19.78,6411.TWO,2.46,2025,3.18,N/A,101.0,晶焱,-10.51,🌑 雙重衰退,⚪ 中性觀察,111.75000000000001,-25.46,13.55704697986577,N/A,-9.94,-30.29,2025-12
-19.82,6899.TWO,2.65,2025,3.59,N/A,62.7999992371,創為精密,27.05,⚠️ 獲利稀釋,⚪ 中性觀察,129.75,6.94,7.260115518739885,N/A,24.69,7.23,2025-12
-19.919999999999998,9904.TW,3.03,2025,4.1,N/A,25.3500003815,寶成,-4.71,🌑 雙重衰退,⚪ 中性觀察,151.5,-35.26,2.509901027871287,N/A,-3.47,-24.63,2025-12
-20.01,6890.TW,9.16,2025,13.02,N/A,170.5,來億-KY,5.05,📉 獲利侵蝕,⚪ 中性觀察,494.40000000000003,-12.51,5.172936893203883,N/A,8.16,-14.96,2025-12
-20.09,1476.TW,14.33,2025,20.1,30.19%,331.0,儒鴻,3.15,📉 獲利侵蝕,⚪ 中性觀察,732.9,-20.3,6.774457634056488,19.16%,5.39,-16.94,2025-12
-20.169999999999998,3645.TW,0.94,2025,1.54,31.33%,110.0,達邁,5.64,📉 獲利侵蝕,❌ 暫避觀望,48.900000000000006,-42.24,33.74233128834356,12.18%,8.42,-14.53,2025-12
-20.380000000000003,2615.TW,7.64,2025,11.21,23.92%,81.8000030518,萬海,-13.25,🌑 雙重衰退,⚪ 中性觀察,381.90000000000003,-38.09,3.212883073519246,18.94%,-11.06,-33.63,2025-12
-20.479999999999997,6523.TWO,5.84,2025,7.78,N/A,98.5999984741,達爾膚,-5.92,🌑 雙重衰退,⚪ 中性觀察,306.45000000000005,-21.61,4.82623585286833,N/A,-0.64,-26.4,2025-12
-20.58,3444.TWO,1.64,2025,2.15,18.10%,117.5,利機,10.54,📉 獲利侵蝕,❌ 暫避觀望,86.85,3.14,20.293609671848014,4.42%,10.26,-10.04,2025-12
-20.61,6957.TW,5.41,2025,10.18,N/A,169.0,裕慶-KY,-4.74,🌑 雙重衰退,⚪ 中性觀察,278.85,-29.25,9.090909090909092,N/A,-6.88,-25.35,2025-12
-20.63,6204.TWO,0.98,2025,1.18,N/A,90.0999984741,艾華,0.36,📉 獲利侵蝕,❌ 暫避觀望,43.949999999999996,-8.41,30.75085272153584,N/A,3.67,-20.27,2025-12
-20.650000000000002,3508.TWO,-1.14,2025,-1.51,1.54%,20.7999992371,位速,27.53,⚠️ 獲利稀釋,⚪ 數據不足,-59.7,18.25,0.0,-34.06%,42.64,6.88,2025-12
-20.66,6239.TW,4.96,2025,7.48,N/A,340.5,力成,2.2,📉 獲利侵蝕,❌ 暫避觀望,253.49999999999997,-30.26,20.147928994082843,N/A,-4.79,-18.46,2025-12
-20.75,3018.TW,-2.36,2025,-2.16,-18.95%,9.6000003815,隆銘綠能,-45.66,🌑 雙重衰退,⚪ 數據不足,-81.14999999999999,-161.36,0.0,-73.69%,-36.93,-66.41,2025-12
-20.75,3008.TW,109.06,2025,159.41,47.97%,3505.0,大立光,2.84,📉 獲利侵蝕,⚪ 中性觀察,5591.4,-15.56,9.402832921987338,36.75%,6.5,-17.91,2025-12
-20.76,4933.TWO,3.81,2025,5.77,28.71%,74.6999969482,友輝,2.41,📉 獲利侵蝕,⚪ 中性觀察,199.5,-26.64,5.6165411239248115,12.48%,11.19,-18.35,2025-12
-20.82,5288.TW,8.74,2025,12.25,N/A,153.5,豐祥-KY,-6.57,🌑 雙重衰退,⚪ 中性觀察,449.85,-18.99,5.11837279093031,N/A,-7.59,-27.39,2025-12
-20.84,7714.TWO,4.34,2025,6.33,N/A,118.5,創泓科技,45.1,⚠️ 獲利稀釋,⚪ 中性觀察,214.04999999999998,60.59,8.304134548002803,N/A,55.99,24.26,2025-12
-20.85,5269.TW,52.62,2025,72.7,N/A,1495.0,祥碩,66.0,⚠️ 獲利稀釋,⚪ 中性觀察,2596.8,40.25,8.635628465804066,N/A,60.07,45.15,2025-12
-20.869999999999997,4138.TWO,2.89,2025,3.81,44.64%,50.9000015259,曜亞,-11.82,🌑 雙重衰退,⚪ 中性觀察,150.3,-27.93,5.0798404716467065,12.42%,-12.22,-32.69,2025-12
-20.91,3042.TW,3.95,2025,5.28,32.18%,198.0,晶技,5.34,📉 獲利侵蝕,❌ 暫避觀望,196.05,-13.57,15.14919663351186,14.07%,7.28,-15.57,2025-12
-21.02,3285.TWO,0.32,2025,0.7,28.61%,31.7999992371,微端,-19.66,🌑 雙重衰退,❌ 暫避觀望,12.15,-56.16,39.25925831740741,8.69%,-24.68,-40.68,2025-12
-21.13,5483.TWO,4.07,2025,6.71,N/A,162.0,中美晶,-1.89,🌑 雙重衰退,⚪ 中性觀察,215.10000000000002,18.54,11.297071129707112,N/A,-1.72,-23.02,2025-12
-21.18,8213.TW,1.77,2025,2.27,N/A,40.6500015259,志超,3.73,📉 獲利侵蝕,⚪ 中性觀察,88.64999999999999,-8.29,6.878172847021998,N/A,1.46,-17.45,2025-12
-21.39,3374.TWO,3.09,2025,4.99,32.82%,250.5,精材,2.53,📉 獲利侵蝕,❌ 暫避觀望,162.6,-30.87,23.108856088560884,27.31%,-1.5,-18.86,2025-12
-21.5,2385.TW,8.01,2025,9.05,16.76%,135.5,群光,-5.73,🌑 雙重衰退,⚪ 中性觀察,366.00000000000006,-12.04,5.55327868852459,6.72%,-3.53,-27.23,2025-12
-21.51,5493.TWO,3.44,2025,4.18,N/A,90.1999969482,三聯,21.03,📉 獲利侵蝕,⚪ 中性觀察,154.04999999999998,3.3,8.782862409756573,N/A,22.78,-0.48,2025-12
-21.560000000000002,2020.TW,1.66,2025,2.13,19.71%,21.25,美亞,-9.51,🌑 雙重衰退,⚪ 中性觀察,81.75,-41.75,3.8990825688073394,12.02%,-8.33,-31.07,2025-12
-21.73,6208.TWO,1.78,2025,2.52,N/A,93.0,日揚,-4.59,🌑 雙重衰退,⚪ 中性觀察,94.64999999999999,-28.8,14.73851030110935,N/A,-6.36,-26.32,2025-12
-21.77,2328.TW,1.22,2025,1.56,12.48%,53.7999992371,廣宇,-0.23,🌑 雙重衰退,⚪ 中性觀察,61.2,-13.48,13.186274322818628,4.05%,4.37,-22.0,2025-12
-21.8,6546.TWO,1.72,2025,2.73,N/A,80.6999969482,正基,-1.73,🌑 雙重衰退,⚪ 中性觀察,91.95,-32.02,13.164762960554649,N/A,-1.49,-23.53,2025-12
-21.830000000000002,7709.TWO,0.91,2025,2.48,N/A,91.8000030518,榮田,-31.16,🌑 雙重衰退,❌ 暫避觀望,70.05,-75.62,19.65738823379015,N/A,-37.61,-52.99,2025-12
-21.96,3322.TWO,-0.75,2025,-0.96,12.86%,13.1999998093,建舜電,6.3,📉 獲利侵蝕,⚪ 數據不足,-39.300000000000004,-2.74,0.0,-5.35%,10.72,-15.66,2025-12
-22.09,2049.TW,3.01,2025,4.31,27.05%,409.0,上銀,-0.53,🌑 雙重衰退,❌ 暫避觀望,156.45,-35.13,39.213806327900286,4.85%,-1.42,-22.62,2025-12
-22.14,3406.TW,22.41,2025,32.84,34.25%,585.0,玉晶光,7.77,📉 獲利侵蝕,⚪ 中性觀察,1092.9,-27.07,8.029096898160857,20.51%,0.68,-14.37,2025-12
-22.160000000000004,6499.TWO,-5.76,2025,-7.24,N/A,87.5999984741,益安,43.24,⚠️ 獲利稀釋,⚪ 數據不足,-281.84999999999997,10.97,0.0,N/A,41.35,21.08,2025-12
-22.48,6908.TW,1.05,2025,1.44,N/A,0.0,宏�砦C戲-創,28.36,⚠️ 獲利稀釋,⚪ 數據不足,0.0,41.89,0.0,N/A,28.6,5.88,2025-12
-22.5,6488.TWO,10.68,2025,15.29,N/A,930.0,環球晶,-3.24,🌑 雙重衰退,❌ 暫避觀望,533.6999999999999,-45.48,26.138279932546375,N/A,-0.4,-25.74,2025-12
-22.5,6844.TWO,1.44,2025,2.35,N/A,65.4000015259,諾貝兒,1.36,📉 獲利侵蝕,⚪ 中性觀察,93.0,-32.39,10.548387342887096,N/A,1.48,-21.14,2025-12
-22.55,7712.TWO,3.57,2025,5.42,N/A,169.5,博盛半導體,-6.13,🌑 雙重衰退,⚪ 中性觀察,184.20000000000002,-47.73,13.802931596091204,N/A,-6.32,-28.68,2025-12
-22.57,6862.TW,6.02,2025,8.29,N/A,186.0,三集瑞-KY,2.98,📉 獲利侵蝕,⚪ 中性觀察,310.5,-29.18,8.985507246376812,N/A,7.33,-19.59,2025-12
-22.57,8240.TWO,1.54,2025,2.18,N/A,68.1999969482,華宏,-5.0,🌑 雙重衰退,⚪ 中性觀察,82.35000000000001,-45.77,12.422585965063751,N/A,-1.21,-27.57,2025-12
-22.58,6655.TW,2.48,2025,3.92,N/A,131.0,科定,3.86,📉 獲利侵蝕,⚪ 中性觀察,133.5,-33.88,14.719101123595506,N/A,1.29,-18.72,2025-12
-22.64,2258.TW,-1.29,2025,-2.15,19.82%,28.6499996185,鴻華先進-創,-51.34,🌑 雙重衰退,⚪ 數據不足,-66.3,-74.32,0.0,-262.93%,-48.42,-73.98,2025-12
-22.64,6205.TW,1.51,2025,2.0,N/A,81.0,詮欣,-3.02,🌑 雙重衰退,❌ 暫避觀望,76.35,-32.58,15.913555992141454,N/A,-0.59,-25.66,2025-12
-22.66,6922.TWO,5.79,2025,6.9,N/A,187.0,宸曜,13.67,📉 獲利侵蝕,⚪ 中性觀察,274.95000000000005,-0.69,10.201854882705945,N/A,24.0,-8.99,2025-12
-22.7,1341.TW,2.32,2025,3.71,23.43%,61.7999992371,富林-KY,-7.95,🌑 雙重衰退,⚪ 中性觀察,132.14999999999998,-36.61,7.014755872542566,12.74%,-5.97,-30.65,2025-12
-22.75,2455.TW,1.92,2025,2.97,37.27%,418.5,全新,4.29,📉 獲利侵蝕,❌ 暫避觀望,101.85,-34.36,61.63475699558174,21.78%,-3.9,-18.46,2025-12
-22.799999999999997,5222.TW,1.89,2025,2.51,N/A,125.0,全訊,-26.68,🌑 雙重衰退,❌ 暫避觀望,99.45,-50.93,18.85369532428356,N/A,-28.87,-49.48,2025-12
-22.869999999999997,6776.TW,3.18,2025,4.2,N/A,58.2000007629,展�眥篕�,14.84,📉 獲利侵蝕,⚪ 中性觀察,156.0,2.91,5.596153919509615,N/A,17.25,-8.03,2025-12
-22.950000000000003,6944.TW,22.26,2025,32.29,N/A,936.0,兆聯實業,64.2,⚠️ 獲利稀釋,⚪ 中性觀察,1107.15,39.26,12.681208508332205,N/A,60.19,41.25,2025-12
-23.010000000000005,4909.TWO,-1.46,2025,-1.25,-26.90%,53.7000007629,新復興,-89.32,🌑 雙重衰退,⚪ 數據不足,-71.25,-117.3,0.0,-63.96%,-89.05,-112.33,2025-12
-23.129999999999995,2324.TW,1.06,2025,1.38,5.82%,33.4000015259,仁寶,-16.78,🌑 雙重衰退,⚪ 中性觀察,53.25,-42.93,9.408451134056339,1.38%,-16.8,-39.91,2025-12
-23.349999999999998,1294.TWO,3.37,2025,4.6,37.68%,77.0,漢田生技,4.02,📉 獲利侵蝕,⚪ 中性觀察,172.35,-27.88,6.70147954743255,21.70%,-5.13,-19.33,2025-12
-23.369999999999997,6671.TW,1.65,2025,2.37,N/A,27.2000007629,三能-KY,-2.1,🌑 雙重衰退,⚪ 中性觀察,78.6,-24.66,5.190839840248092,N/A,-0.04,-25.47,2025-12
-23.369999999999997,2375.TW,2.77,2025,3.73,19.39%,147.0,凱美,5.35,📉 獲利侵蝕,❌ 暫避觀望,137.10000000000002,-20.4,16.083150984682714,7.43%,5.21,-18.02,2025-12
-23.5,2939.TW,-3.2,2025,-3.68,8.14%,22.6499996185,永邑-KY,-0.82,🌑 雙重衰退,⚪ 數據不足,-149.25000000000003,-25.49,0.0,-46.94%,17.04,-24.32,2025-12
-23.520000000000003,7786.TW,9.06,2025,11.11,N/A,0.0,東方風能,53.42,⚠️ 獲利稀釋,⚪ 數據不足,0.0,49.5,0.0,N/A,57.65,29.9,2025-12
-23.59,3265.TWO,3.73,2025,5.48,25.97%,189.5,台星科,11.55,📉 獲利侵蝕,⚪ 中性觀察,194.25,-20.3,14.633204633204635,19.26%,10.78,-12.04,2025-12
