prev_eps_yoy,om,pe,prev_rev_yoy,eps_yoy,gm,name,est_price,prev_year,price,date,rev_yoy,status,eps,prev_eps,expansion,symbol,advice
-700.0,N/A,0.0,-8.43,166.67,N/A,達邦蛋白,-21.15,2025,16.1000003815,2026-03,445.75,🔄 轉虧為盈,0.08,-0.96,-279.08000000000004,6578.TWO,⚪ 數據不足
288.24,N/A,4.663414559717073,12.97,-1.9,N/A,浪凡,153.75,2025,47.7999992371,2026-03,277.44,📉 獲利侵蝕,1.09,4.02,-279.34,6165.TW,⚪ 中性觀察
-71.34,N/A,77.74193876537635,10.3,55.56,N/A,今展科,13.950000000000001,2025,72.3000030518,2026-03,334.94,⚠️ 獲利稀釋,0.72,0.48,-279.38,6432.TWO,❌ 暫避觀望
155.22,-3.44%,14.021739406884059,29.09,-74.58,27.46%,曜越,20.7,2025,19.3500003815,2026-03,205.16,📉 獲利侵蝕,0.15,0.74,-279.74,3540.TWO,⚪ 中性觀察
193.18,3.38%,0.0,3.52,240.0,17.05%,環科,-4.2,2025,36.6500015259,2026-03,521.37,⚠️ 獲利稀釋,0.51,0.41,-281.37,2413.TW,⚪ 數據不足
45.05,16.47%,6.535433070866142,27.72,30.64,32.82%,建準,285.75,2025,124.5,2026-03,312.22,⚠️ 獲利稀釋,2.36,7.94,-281.58000000000004,2421.TW,⚪ 中性觀察
-21.86,N/A,6.417693981145758,-5.89,-9.38,N/A,益張,206.85,2025,88.5,2026-03,272.22,📉 獲利侵蝕,1.45,5.97,-281.6,8342.TWO,⚪ 中性觀察
-6.83,N/A,8.250276854928018,-4.53,-32.26,N/A,同欣電,270.9,2025,149.0,2026-03,249.4,📉 獲利侵蝕,1.89,7.64,-281.66,6271.TW,⚪ 中性觀察
-21.93,6.69%,6.987179487179486,-6.24,31.82,19.14%,遠東新,58.50000000000001,2025,27.25,2026-03,313.98,⚠️ 獲利稀釋,0.61,1.55,-282.16,1402.TW,⚪ 中性觀察
-1080.0,N/A,0.0,-43.95,0.0,N/A,富裔,-26.999999999999996,2025,6.0,2026-03,283.09,📉 獲利侵蝕,-0.22,-0.5,-283.09,6264.TWO,⚪ 數據不足
-30.21,N/A,17.192268565615464,19.87,16.43,N/A,千附精密,147.45,2025,169.0,2026-03,299.83,⚠️ 獲利稀釋,1.63,3.95,-283.4,6829.TWO,❌ 暫避觀望
40.56,N/A,13.184713861751593,5.3,-56.82,N/A,均豪,94.2,2025,82.8000030518,2026-03,226.98,📉 獲利侵蝕,0.19,2.59,-283.8,5443.TWO,⚪ 中性觀察
-11.69,N/A,9.903846153846152,19.79,-58.82,N/A,驊宏資,39.00000000000001,2025,25.75,2026-03,225.33,📉 獲利侵蝕,0.07,1.36,-284.15000000000003,6148.TWO,⚪ 中性觀察
29.29,N/A,10.59173669467787,40.66,72.41,N/A,衛司特,428.40000000000003,2025,302.5,2026-03,356.69,⚠️ 獲利稀釋,4.5,10.99,-284.28,6894.TWO,⚪ 中性觀察
-31.43,N/A,9.823943303779343,-23.26,40.0,N/A,藍天,63.9,2025,41.8499984741,2026-03,324.54,⚠️ 獲利稀釋,0.61,2.05,-284.54,2362.TW,⚪ 中性觀察
-65.19,N/A,11.622023582455357,-13.29,-62.69,N/A,泓德能源,100.80000000000001,2025,78.0999984741,2026-03,222.27,📉 獲利侵蝕,0.25,3.59,-284.96000000000004,6873.TW,⚪ 中性觀察
1.52,N/A,7.004219301983123,5.91,6.25,N/A,新海,106.65,2025,49.7999992371,2026-03,291.37,⚠️ 獲利稀釋,0.68,2.68,-285.12,9926.TW,⚪ 中性觀察
-80.22,N/A,4.219948849104859,-50.97,-102.86,N/A,皇翔,117.30000000000001,2025,33.0,2026-03,182.49,📉 獲利侵蝕,-0.01,1.92,-285.35,2545.TW,⚪ 中性觀察
-191.67,N/A,66.03773584905662,23.94,79.17,N/A,羅昇,15.899999999999997,2025,70.0,2026-03,364.8,🔄 轉虧為盈,0.43,-0.55,-285.63,8374.TW,❌ 暫避觀望
-2.48,N/A,5.915813424345847,15.94,86.52,N/A,世紀鋼,263.70000000000005,2025,104.0,2026-03,372.28,⚠️ 獲利稀釋,2.63,6.57,-285.76,9958.TW,⚪ 中性觀察
10.14,17.59%,7.596544715447155,7.18,8.57,27.00%,中興電,295.2,2025,149.5,2026-03,295.87,⚠️ 獲利稀釋,1.94,8.07,-287.3,1513.TW,⚪ 中性觀察
-33.33,15.60%,11.040564104779541,9.65,13.51,29.13%,尼克森,85.05,2025,62.5999984741,2026-03,301.45,⚠️ 獲利稀釋,0.84,1.66,-287.94,3317.TWO,⚪ 中性觀察
98.71,18.37%,19.05717151454363,31.74,37.66,31.93%,貿聯-KY,1645.05,2025,2090.0,2026-03,326.04,⚠️ 獲利稀釋,11.66,46.57,-288.38,3665.TW,❌ 暫避觀望
13.43,9.28%,6.260245745307378,19.95,-60.0,28.39%,全宇生技-KY,73.19999999999999,2025,30.5499992371,2026-03,228.62,📉 獲利侵蝕,0.08,2.28,-288.62,4148.TW,⚪ 中性觀察
-30.97,18.03%,15.506757272229727,1.99,34.78,30.30%,大統新創,22.200000000000003,2025,22.9500007629,2026-03,324.71,⚠️ 獲利稀釋,0.31,0.78,-289.92999999999995,1470.TW,❌ 暫避觀望
-51.37,N/A,21.42857142857143,7.87,11.56,N/A,松川精密,130.2,2025,186.0,2026-03,301.8,⚠️ 獲利稀釋,2.22,3.63,-290.24,7788.TW,❌ 暫避觀望
-8.97,N/A,7.1577484364141775,13.91,16.2,N/A,八貫,215.85,2025,103.0,2026-03,308.39,⚠️ 獲利稀釋,2.08,5.62,-292.19,1342.TW,⚪ 中性觀察
52.37,10.88%,4.641255491337817,29.61,-26.58,27.73%,竣邦-KY,200.70000000000002,2025,62.0999984741,2026-03,265.83,📉 獲利侵蝕,1.17,5.23,-292.40999999999997,4442.TWO,⚪ 中性觀察
-5.85,N/A,8.308516974389518,11.55,18.09,N/A,安勤,251.85,2025,139.5,2026-03,310.78,⚠️ 獲利稀釋,2.22,6.45,-292.69,3479.TWO,⚪ 中性觀察
-2550.0,-30.10%,0.0,-9.87,-23.53,27.13%,夏都,-19.5,2025,21.2999992371,2026-03,269.43,📉 獲利侵蝕,-0.21,-0.49,-292.96000000000004,2722.TW,⚪ 數據不足
-36.28,N/A,7.973373006775148,-1.77,-7.55,N/A,台林,50.699999999999996,2025,26.9500007629,2026-03,285.87,📉 獲利侵蝕,0.5,1.38,-293.42,5353.TWO,⚪ 中性觀察
-428.57,N/A,0.0,-1.12,-22.86,N/A,松崗,-60.44999999999999,2025,17.2999992371,2026-03,270.61,📉 獲利侵蝕,-0.43,-1.15,-293.47,6240.TWO,⚪ 數據不足
-77.08,N/A,12.536443148688045,-5.35,-14.47,N/A,關中,51.45,2025,43.0,2026-03,280.23,📉 獲利侵蝕,1.36,1.16,-294.70000000000005,8941.TWO,⚪ 中性觀察
-69.48,N/A,4.941060828791749,373.32,-52.56,N/A,世紀*,152.7,2025,50.2999992371,2026-03,242.32,📉 獲利侵蝕,0.37,5.56,-294.88,5314.TWO,⚪ 中性觀察
-63.09,N/A,32.614678199174314,16.61,19.35,N/A,寶一,16.35,2025,35.5499992371,2026-03,314.37,⚠️ 獲利稀釋,0.37,0.55,-295.02,8222.TW,❌ 暫避觀望
-34.8,N/A,7.369541741022363,3.44,-70.52,N/A,佳邦,140.85000000000002,2025,69.1999969482,2026-03,224.56,📉 獲利侵蝕,0.51,4.36,-295.08,6284.TWO,⚪ 中性觀察
104.91,N/A,0.0,-32.24,-175.0,N/A,立凱-KY,-4.199999999999994,2025,37.4500007629,2026-03,120.26,📉 獲利侵蝕,-1.43,0.17,-295.26,5227.TWO,⚪ 數據不足
13.48,N/A,3.2506643722674933,3.01,27.64,N/A,合機,169.35,2025,36.7000007629,2026-03,323.3,⚠️ 獲利稀釋,1.57,4.21,-295.66,1618.TW,⚪ 中性觀察
188.1,2.96%,32.986111111111114,23.11,300.0,18.05%,吉茂,10.799999999999999,2025,23.75,2026-03,596.06,⚠️ 獲利稀釋,0.04,0.37,-296.05999999999995,1587.TW,❌ 暫避觀望
-2.92,N/A,10.330948121645797,21.66,40.18,N/A,鴻呈,167.7,2025,115.5,2026-03,336.78,⚠️ 獲利稀釋,1.58,4.34,-296.59999999999997,6913.TWO,⚪ 中性觀察
-12.98,7.42%,4.445462878093492,-9.29,9.52,19.83%,漢平,163.65,2025,48.5,2026-03,307.38,⚠️ 獲利稀釋,0.92,4.56,-297.86,2488.TW,⚪ 中性觀察
-48.7,N/A,14.764267990074444,-11.79,-136.07,N/A,立誠,60.44999999999999,2025,59.5,2026-03,163.62,📉 獲利侵蝕,-0.45,2.51,-299.69,6597.TWO,⚪ 中性觀察
-30.65,12.74%,6.318082788671024,-7.95,29.6,23.43%,富林-KY,137.7,2025,58.0,2026-03,329.53,⚠️ 獲利稀釋,1.62,3.71,-299.92999999999995,1341.TW,⚪ 中性觀察
3.41,N/A,4.406370803658302,6.42,-34.37,N/A,崧騰,155.39999999999998,2025,45.6500015259,2026-03,265.7,📉 獲利侵蝕,0.63,4.27,-300.07,3484.TWO,⚪ 中性觀察
-80.53,N/A,52.59259188629629,-8.96,-22.22,N/A,南良,4.050000000000001,2025,14.1999998093,2026-03,277.89,📉 獲利侵蝕,0.07,0.22,-300.11,5450.TWO,❌ 暫避觀望
-26.71,N/A,6.006097793582318,-8.15,-49.06,N/A,福興,98.39999999999999,2025,39.4000015259,2026-03,251.13,📉 獲利侵蝕,0.54,3.08,-300.19,9924.TW,⚪ 中性觀察
6.16,N/A,5.949033123743408,2.91,-14.81,N/A,德記,85.35000000000001,2025,33.8499984741,2026-03,285.59,📉 獲利侵蝕,0.46,2.24,-300.4,5902.TWO,⚪ 中性觀察
-6600.0,-8.96%,0.0,-18.27,-59.38,23.89%,環天科,-57.15,2025,12.4499998093,2026-03,241.39,📉 獲利侵蝕,-0.51,-1.3,-300.77,3499.TWO,⚪ 數據不足
11.43,9.96%,12.630117973629424,11.63,73.15,14.11%,長榮航太,216.15,2025,182.0,2026-03,374.3,⚠️ 獲利稀釋,2.58,5.46,-301.15,2645.TW,⚪ 中性觀察
-480.95,N/A,0.0,-81.41,-9.76,N/A,全坤建,-36.75,2025,13.1000003815,2026-03,291.48,📉 獲利侵蝕,-0.45,-0.8,-301.24,2509.TW,⚪ 數據不足
-22.33,N/A,7.538910505836577,9.39,-31.4,N/A,大樹,154.2,2025,77.5,2026-03,269.93,📉 獲利侵蝕,0.83,4.01,-301.33,6469.TWO,⚪ 中性觀察
69.12,N/A,24.75728155339806,6.1,68.75,N/A,新門,61.800000000000004,2025,102.0,2026-03,370.94,⚠️ 獲利稀釋,0.27,2.3,-302.19,5432.TWO,❌ 暫避觀望
41.2,N/A,8.901830282861896,59.94,41.75,N/A,崴寶,631.05,2025,374.5,2026-03,344.68,⚠️ 獲利稀釋,5.66,16.28,-302.93,7744.TWO,⚪ 中性觀察
-93.2,N/A,0.0,2.56,-195.24,N/A,邑錡,-6.15,2025,96.3000030518,2026-03,108.1,📉 獲利侵蝕,-0.4,0.1,-303.34000000000003,7402.TWO,⚪ 數據不足
-18.94,N/A,4.851898964201345,5.01,-20.46,N/A,復盛應用,825.45,2025,267.0,2026-03,283.01,📉 獲利侵蝕,6.96,22.45,-303.46999999999997,6670.TW,⚪ 中性觀察
-18.86,27.31%,25.40909090909091,2.53,12.7,32.82%,精材,165.0,2025,279.5,2026-03,316.58,⚠️ 獲利稀釋,1.42,4.99,-303.88,3374.TWO,❌ 暫避觀望
-9.71,7.20%,14.35483853389401,3.65,38.89,23.30%,光頡,65.1,2025,62.2999992371,2026-03,342.78,⚠️ 獲利稀釋,0.75,1.86,-303.89,3624.TWO,⚪ 中性觀察
-337.5,N/A,0.0,-10.48,-150.0,N/A,威力暘-創,-24.15,2025,12.8000001907,2026-03,153.95,📉 獲利侵蝕,-0.05,-1.13,-303.95,6988.TW,⚪ 數據不足
-56.6,3.31%,11.467505401027251,-6.64,-61.07,18.31%,巧新,71.55000000000001,2025,54.7000007629,2026-03,243.32,📉 獲利侵蝕,0.6,1.42,-304.39,1563.TW,⚪ 中性觀察
-270.99,-7.17%,0.0,-17.79,-97.44,20.78%,敦泰,-28.650000000000006,2025,45.7999992371,2026-03,207.42,🔄 轉虧為盈,0.02,-4.64,-304.86,3545.TW,⚪ 數據不足
-40.21,N/A,0.0,-12.03,-141.61,N/A,寶綠特-KY,0.0,2025,0.0,2026-03,163.56,📉 獲利侵蝕,-0.62,4.58,-305.17,6887.TW,⚪ 數據不足
-12.04,19.26%,10.402429764616551,11.55,14.29,25.97%,台星科,197.55,2025,137.0,2026-03,319.74,⚠️ 獲利稀釋,1.76,5.48,-305.45,3265.TWO,⚪ 中性觀察
46.48,9.68%,0.0,12.09,-53.33,22.41%,興采,-13.649999999999997,2025,19.2999992371,2026-03,253.31,📉 獲利侵蝕,0.14,1.06,-306.64,4433.TWO,⚪ 數據不足
10.9,N/A,3.151326172067083,2.6,3.33,N/A,力泰,384.6,2025,80.8000030518,2026-03,310.34,⚠️ 獲利稀釋,2.48,9.97,-307.01,5520.TWO,⚪ 中性觀察
-69.45,24.28%,11.486180335296783,9.26,-63.79,37.30%,國巨*,662.1,2025,507.0,2026-03,244.27,📉 獲利侵蝕,3.9,11.51,-308.06,2327.TW,⚪ 中性觀察
18.27,2.92%,12.135922330097088,20.59,0.0,23.91%,華晶科,46.349999999999994,2025,37.5,2026-03,308.22,📉 獲利侵蝕,0.26,1.24,-308.22,3059.TW,⚪ 中性觀察
9.74,N/A,7.45727602278612,12.89,164.0,N/A,精誠,289.65000000000003,2025,144.0,2026-03,473.15,⚠️ 獲利稀釋,2.64,7.91,-309.15,6214.TW,⚪ 中性觀察
-6.99,8.89%,6.561014504896988,0.46,7.14,25.14%,眾福科,94.65,2025,41.4000015259,2026-03,317.56,⚠️ 獲利稀釋,0.6,2.61,-310.42,3168.TW,⚪ 中性觀察
-33.33,N/A,3.3279483653473347,2.45,-55.13,N/A,晉泰,92.85,2025,20.6000003815,2026-03,255.86,📉 獲利侵蝕,0.35,2.35,-310.99,6221.TWO,⚪ 中性觀察
-30.16,4.10%,9.00302091755287,-3.8,33.33,23.19%,佳格,49.65,2025,29.7999992371,2026-03,345.16,⚠️ 獲利稀釋,0.52,1.33,-311.83000000000004,1227.TW,⚪ 中性觀察
11.72,N/A,19.573901464713714,8.9,70.0,N/A,信昌電,112.64999999999999,2025,147.0,2026-03,381.92,⚠️ 獲利稀釋,1.19,3.26,-311.92,6173.TWO,❌ 暫避觀望
-79.59,N/A,32.92134745741573,-1.9,-211.63,N/A,弘凱,13.35,2025,29.2999992371,2026-03,101.24,📉 獲利侵蝕,-0.48,0.51,-312.87,5244.TW,❌ 暫避觀望
35.21,-1.86%,0.0,195.34,41.38,30.65%,上曜,-30.449999999999996,2025,9.6000003815,2026-03,356.44,⚠️ 獲利稀釋,-0.19,-0.52,-315.06,1316.TW,⚪ 數據不足
-47.66,0.74%,13.26259946949602,25.19,29.03,15.14%,六方科-KY,169.65,2025,150.0,2026-03,344.16,⚠️ 獲利稀釋,3.22,4.13,-315.13,4569.TW,⚪ 中性觀察
-74.77,N/A,24.126213962621357,-4.08,-12.2,N/A,惠光,15.450000000000001,2025,24.8500003815,2026-03,303.58,📉 獲利侵蝕,0.36,0.27,-315.78,6508.TWO,❌ 暫避觀望
-39.27,6.75%,7.543424222952855,-5.68,26.67,22.84%,正新,60.44999999999999,2025,30.3999996185,2026-03,343.04,⚠️ 獲利稀釋,0.57,1.5,-316.37,2105.TW,⚪ 中性觀察
-132.32,-2.51%,0.0,-9.81,22.22,21.48%,艾笛森,0.0,2025,0.0,2026-03,338.66,🔄 轉虧為盈,0.12,-0.34,-316.44000000000005,3591.TW,⚪ 數據不足
-50.0,N/A,6.4,-10.14,-24.19,N/A,榮剛,75.0,2025,32.0,2026-03,293.89,📉 獲利侵蝕,0.5,2.2,-318.08,5009.TWO,⚪ 中性觀察
-73.47,N/A,14.277456647398843,-14.3,-75.79,N/A,永道-KY,129.75,2025,123.5,2026-03,242.64,📉 獲利侵蝕,0.61,3.0,-318.43,6863.TW,⚪ 中性觀察
17.15,N/A,0.0,-1.12,-5.26,N/A,光麗-KY,-73.94999999999999,2025,16.3999996185,2026-03,313.28,📉 獲利侵蝕,-0.4,-2.07,-318.53999999999996,6431.TW,⚪ 數據不足
95.65,N/A,0.0,79.86,-150.0,N/A,成信實業*-創,-9.3,2025,28.1499996185,2026-03,168.9,📉 獲利侵蝕,-0.05,-0.09,-318.9,6969.TW,⚪ 數據不足
-38.46,N/A,0.0,13.75,-244.44,N/A,共信-KY,-30.450000000000003,2025,78.9000015259,2026-03,74.47,📉 獲利侵蝕,-0.32,-0.92,-318.90999999999997,6617.TWO,⚪ 數據不足
-338.6,N/A,0.0,-14.66,44.9,N/A,雷笛克光學,-60.6,2025,17.0,2026-03,364.7,⚠️ 獲利稀釋,-0.28,-1.35,-319.8,5230.TWO,⚪ 數據不足
-97.61,N/A,0.0,-4.99,-48.98,N/A,華祺,-13.799999999999999,2025,21.0499992371,2026-03,271.71,📉 獲利侵蝕,0.25,0.06,-320.69,5015.TWO,⚪ 數據不足
-11.43,9.15%,8.251706737904422,-6.24,-6.49,23.64%,信邦,505.34999999999997,2025,278.0,2026-03,314.69,📉 獲利侵蝕,3.6,13.02,-321.18,3023.TW,⚪ 中性觀察
30.29,14.20%,7.137345679012347,20.3,13.18,28.44%,臺慶科,388.79999999999995,2025,185.0,2026-03,334.59,⚠️ 獲利稀釋,2.51,10.26,-321.40999999999997,3357.TWO,⚪ 中性觀察
64.8,24.30%,15.500744205826068,54.05,89.33,33.66%,金像電,705.45,2025,729.0,2026-03,411.46,⚠️ 獲利稀釋,6.87,19.47,-322.13,2368.TW,❌ 暫避觀望
-50.0,0.16%,7.743190513035019,-16.5,-30.61,20.87%,全台,38.550000000000004,2025,19.8999996185,2026-03,292.45,📉 獲利侵蝕,0.37,1.1,-323.06,3038.TW,⚪ 中性觀察
-79.88,4.03%,25.114504981603055,-22.51,-7.41,19.95%,健椿,19.650000000000002,2025,32.9000015259,2026-03,316.3,📉 獲利侵蝕,0.25,0.66,-323.71000000000004,4561.TWO,❌ 暫避觀望
-51.27,5.11%,7.439446366782007,-7.71,-66.67,21.08%,信錦,130.05,2025,64.5,2026-03,257.7,📉 獲利侵蝕,0.35,3.45,-324.37,1582.TW,⚪ 中性觀察
58.77,12.75%,7.051886702476415,3.4,41.67,25.38%,錩新,63.6,2025,29.8999996185,2026-03,366.19,⚠️ 獲利稀釋,0.35,1.81,-324.52,2415.TW,⚪ 中性觀察
0.6,N/A,6.809744868097448,1.69,18.52,N/A,大台北,64.64999999999999,2025,29.3500003815,2026-03,345.97,⚠️ 獲利稀釋,0.33,1.72,-327.45000000000005,9908.TW,⚪ 中性觀察
-43.71,N/A,9.293680297397769,-7.67,5.8,N/A,昇佳電子,242.10000000000002,2025,150.0,2026-03,333.31,⚠️ 獲利稀釋,2.19,6.22,-327.51,6732.TWO,⚪ 中性觀察
-28.03,-1.87%,7.152317880794701,14.61,-18.28,25.36%,友通,113.25000000000001,2025,54.0,2026-03,310.12,📉 獲利侵蝕,0.76,2.49,-328.4,2397.TW,⚪ 中性觀察
-21.36,10.08%,8.152380807066667,-3.38,2.67,25.76%,怡利電,78.75,2025,42.7999992371,2026-03,331.39,⚠️ 獲利稀釋,0.8,2.37,-328.71999999999997,2497.TW,⚪ 中性觀察
1.96,4.56%,6.545454743623376,7.21,1.12,24.39%,凌群,115.50000000000001,2025,50.4000015259,2026-03,330.21,⚠️ 獲利稀釋,0.9,3.12,-329.09,2453.TW,⚪ 中性觀察
26.43,N/A,7.294994675186368,5.45,66.67,N/A,汎瑋材料,140.85000000000002,2025,68.5,2026-03,397.14,⚠️ 獲利稀釋,1.07,4.02,-330.46999999999997,6967.TWO,⚪ 中性觀察
9.15,8.56%,20.845481049562682,51.17,747.83,14.91%,康普,51.45,2025,71.5,2026-03,1078.36,⚠️ 獲利稀釋,1.51,1.56,-330.52999999999986,4739.TW,❌ 暫避觀望
15.38,N/A,15.496688489105962,4.4,116.67,N/A,鉅橡,45.3,2025,46.7999992371,2026-03,447.51,⚠️ 獲利稀釋,0.52,1.35,-330.84,8074.TWO,❌ 暫避觀望
230.83,14.09%,21.814346313459914,6.6,175.0,31.94%,晶相光,35.550000000000004,2025,51.7000007629,2026-03,506.19,⚠️ 獲利稀釋,0.44,1.74,-331.19,3530.TW,❌ 暫避觀望
-78.9,N/A,0.0,-71.56,-206.25,N/A,尚茂,-75.75,2025,39.5999984741,2026-03,125.31,📉 獲利侵蝕,-0.49,-1.95,-331.56,8291.TWO,⚪ 數據不足
4.19,N/A,8.041804012552255,5.64,-7.53,N/A,久元,136.35,2025,73.0999984741,2026-03,324.12,📉 獲利侵蝕,0.85,4.23,-331.65,6261.TWO,⚪ 中性觀察
26.02,15.45%,24.85714285714286,22.86,7.25,26.27%,新盛力,104.99999999999999,2025,174.0,2026-03,339.67,⚠️ 獲利稀釋,1.48,3.13,-332.42,4931.TWO,❌ 暫避觀望
13.33,8.66%,7.4725273327838835,-14.65,56.0,22.79%,新纖,40.95,2025,20.3999996185,2026-03,389.13,⚠️ 獲利稀釋,0.39,1.19,-333.13,1409.TW,⚪ 中性觀察
-56.52,-5.47%,89.000002543,-3.61,-200.0,34.00%,健亞,4.500000000000001,2025,26.7000007629,2026-03,133.35,📉 獲利侵蝕,-0.09,0.1,-333.35,4130.TWO,❌ 暫避觀望
-45.45,N/A,9.093078394773269,-4.56,85.11,N/A,科嘉-KY,62.85000000000001,2025,38.0999984741,2026-03,418.94,⚠️ 獲利稀釋,0.87,2.04,-333.83,5215.TW,⚪ 中性觀察
56.88,N/A,9.640666082383873,25.24,56.17,N/A,大中,342.3,2025,220.0,2026-03,390.31,⚠️ 獲利稀釋,3.67,9.52,-334.14,6435.TWO,⚪ 中性觀察
-348.39,N/A,0.0,-16.91,123.61,N/A,易發,-90.45,2025,51.2999992371,2026-03,458.27,🔄 轉虧為盈,0.17,-1.61,-334.65999999999997,6425.TWO,⚪ 數據不足
-77.78,4.80%,0.0,-18.09,-15.38,22.74%,先益,-10.5,2025,21.7000007629,2026-03,320.5,📉 獲利侵蝕,0.33,0.3,-335.88,3531.TWO,⚪ 數據不足
-26.62,N/A,5.461783318009555,7.48,-14.75,N/A,嘉彰,94.19999999999999,2025,34.2999992371,2026-03,321.35,📉 獲利侵蝕,0.52,3.06,-336.1,4942.TW,⚪ 中性觀察
-35.0,N/A,86.91176246191176,5.19,-177.19,N/A,新漢,10.2,2025,59.0999984741,2026-03,158.96,📉 獲利侵蝕,-0.44,0.39,-336.15,8234.TWO,❌ 暫避觀望
-109.86,N/A,0.0,-3.8,42.5,N/A,正能量智能,-53.4,2025,16.3999996185,2026-03,378.91,⚠️ 獲利稀釋,-0.23,-1.49,-336.41,5348.TWO,⚪ 數據不足
-67.55,N/A,13.248731158096446,-3.48,-17.96,N/A,弘帆,59.1,2025,52.2000007629,2026-03,319.83,📉 獲利侵蝕,1.37,3.17,-337.78999999999996,8433.TWO,⚪ 中性觀察
4.08,N/A,17.60700389105058,15.29,105.83,N/A,睿生光電,154.20000000000002,2025,181.0,2026-03,443.87,⚠️ 獲利稀釋,2.12,3.84,-338.04,6861.TW,❌ 暫避觀望
-142.57,-2.95%,0.0,-12.11,102.44,19.66%,程泰,-285.45000000000005,2025,49.75,2026-03,440.91,🔄 轉虧為盈,0.18,-4.83,-338.47,1583.TW,⚪ 數據不足
50.0,N/A,0.0,123.75,85.0,N/A,欣普羅,-28.5,2025,30.6499996185,2026-03,423.64,🔄 轉虧為盈,0.37,-0.16,-338.64,6560.TWO,⚪ 數據不足
14.17,N/A,8.362248438584317,14.03,14.08,N/A,捷敏-KY,216.14999999999998,2025,120.5,2026-03,353.67,⚠️ 獲利稀釋,1.62,5.88,-339.59000000000003,6525.TW,⚪ 中性觀察
-18.15,6.47%,10.09771986970684,6.99,-7.41,23.29%,東元,92.10000000000001,2025,62.0,2026-03,332.58,📉 獲利侵蝕,0.51,2.42,-339.99,1504.TW,⚪ 中性觀察
12.0,N/A,4.884792802511521,-5.34,-35.29,N/A,美隆電,65.1,2025,21.2000007629,2026-03,305.41,📉 獲利侵蝕,0.11,1.68,-340.70000000000005,2477.TW,⚪ 中性觀察
4.42,-18.26%,0.0,8.23,9.68,1.76%,永昕,-88.94999999999999,2025,24.5,2026-03,350.73,⚠️ 獲利稀釋,-0.56,-2.17,-341.05,4726.TWO,⚪ 數據不足
-11.76,N/A,24.774192994516124,17.58,-28.57,N/A,力麒,4.65,2025,7.6799998283,2026-03,312.59,📉 獲利侵蝕,0.05,0.16,-341.15999999999997,5512.TWO,❌ 暫避觀望
-24.63,N/A,2.500000039574689,-4.71,-37.7,N/A,寶成,144.6,2025,24.1000003815,2026-03,304.12,📉 獲利侵蝕,0.76,4.1,-341.82,9904.TW,⚪ 中性觀察
-44.41,N/A,0.0,20.34,-351.06,N/A,M31,-10.35,2025,378.0,2026-03,-9.15,🌑 雙重衰退,-1.18,1.69,-341.91,6643.TWO,⚪ 數據不足
-9.87,16.53%,3.4143328470263588,-0.31,39.09,22.90%,長榮航,182.10000000000002,2025,41.4500007629,2026-03,381.09,⚠️ 獲利稀釋,1.53,4.84,-342.0,2618.TW,⚪ 中性觀察
-14.74,N/A,10.393342957367626,-1.38,1.37,N/A,立敦,99.14999999999999,2025,68.6999969482,2026-03,343.52,⚠️ 獲利稀釋,0.74,2.68,-342.15,6175.TWO,⚪ 中性觀察
-15.98,19.39%,0.0,12.66,7.55,32.99%,鉅祥,0.0,2025,0.0,2026-03,349.82,⚠️ 獲利稀釋,1.14,4.36,-342.27,2476.TW,⚪ 數據不足
685.19,-5.65%,8.805555767499998,-3.39,59.41,23.42%,中環,16.200000000000003,2025,9.5100002289,2026-03,402.3,⚠️ 獲利稀釋,-0.41,1.58,-342.89,2323.TW,⚪ 中性觀察
-147.73,-5.18%,0.0,-7.34,28.57,17.63%,永光,-5.3999999999999995,2025,31.4500007629,2026-03,372.19,🔄 轉虧為盈,0.09,-0.21,-343.62,1711.TW,⚪ 數據不足
-5.01,N/A,5.508474576271186,1.65,-3.43,N/A,宏全,354.0,2025,130.0,2026-03,340.36,📉 獲利侵蝕,2.25,9.1,-343.79,9939.TW,⚪ 中性觀察
19.61,12.50%,5.231823132339304,20.51,-7.69,30.92%,湧德,284.7,2025,99.3000030518,2026-03,337.45,📉 獲利侵蝕,2.04,7.55,-345.14,3689.TWO,⚪ 中性觀察
-9.0,N/A,0.0,-2.06,63.83,N/A,普誠,-44.85,2025,13.6000003815,2026-03,409.09,⚠️ 獲利稀釋,-0.17,-1.09,-345.26,6129.TWO,⚪ 數據不足
-9.76,10.72%,12.412177985948478,-9.17,-8.18,22.24%,三福化,128.1,2025,106.0,2026-03,338.45,📉 獲利侵蝕,1.01,3.7,-346.63,4755.TW,⚪ 中性觀察
-52.99,N/A,15.833333333333332,-31.16,-53.16,N/A,榮田,63.0,2025,66.5,2026-03,293.55,📉 獲利侵蝕,0.37,2.48,-346.71000000000004,7709.TWO,❌ 暫避觀望
271.37,N/A,6.270783606349959,-9.71,-22.14,N/A,美利達,189.45000000000002,2025,79.1999969482,2026-03,325.07,📉 獲利侵蝕,1.09,4.01,-347.21,9914.TW,⚪ 中性觀察
8.73,9.66%,6.230721776681061,20.09,-1.8,27.43%,揚秦,243.15,2025,101.0,2026-03,345.63,📉 獲利侵蝕,1.65,6.44,-347.43,2755.TWO,⚪ 中性觀察
