prev_eps_yoy,expansion,date,name,om,prev_year,gm,est_price,prev_rev_yoy,symbol,price,advice,prev_eps,pe,eps,eps_yoy,status,rev_yoy
-27.47,2.25,2026-03,米斯特,2.03%,2025,64.17%,100.35000000000001,12.71,2941.TWO,31.2000007629,✅ 穩健價值,2.35,4.663677244080717,0.89,71.15,🏰 高護城河,68.9
-35.48,2.030000000000001,2026-03,王道銀行,32.72%,2025,91.47%,26.1,-2.09,2897.TW,10.25,✅ 穩健價值,0.61,5.890804597701149,0.28,38.89,🏰 高護城河,36.86
67.52,0.9399999999999977,2026-03,佐登-KY,N/A,2025,N/A,-73.20000000000002,1.27,4190.TW,25.4500007629,⚪ 數據不足,-1.59,0.0,-0.26,43.18,🚀 利潤擴張,42.24
40.71,0.6000000000000014,2026-03,精拓科,N/A,2025,N/A,210.45,4.88,4951.TWO,73.5,✅ 穩健價值,5.98,5.238774055595154,1.71,35.71,🚀 利潤擴張,35.11
8.94,0.5700000000000003,2026-03,聯邦銀,35.36%,2025,94.34%,45.6,4.5,2838.TW,20.6000003815,✅ 穩健價值,1.29,6.776315914967105,0.35,17.86,🏰 高護城河,17.29
19.82,0.28999999999999915,2026-03,鈊象,59.33%,2025,97.58%,1433.8500000000001,19.01,3293.TWO,749.0,✅ 穩健價值,38.51,7.835547651427973,11.18,19.96,🏰 高護城河,19.67
-68.78,-0.07999999999999985,2026-03,享溫馨,N/A,2025,N/A,0.0,-1.96,7760.TW,34.0,⚪ 數據不足,0.68,0.0,0.7,-1.41,🌑 雙重衰退,-1.33
-68.78,-0.07999999999999985,2026-03,未知,N/A,2025,N/A,0.0,-1.96,7760.TWO,0.0,⚪ 數據不足,0.68,0.0,0.7,-1.41,🌑 雙重衰退,-1.33
-48.45,-0.3099999999999987,2026-03,現觀科,N/A,2025,N/A,49.2,-11.58,6906.TW,67.9000015259,❌ 暫避觀望,1.87,20.701219977408535,0.6,16.0,⚠️ 獲利稀釋,16.31
19.44,-0.9000000000000004,2026-03,順藥,N/A,2025,N/A,-90.0,-8.49,6535.TWO,88.3000030518,⚪ 數據不足,-2.05,0.0,-0.72,-14.52,🌑 雙重衰退,-13.62
3.31,-1.0600000000000005,2026-03,第一金,35.12%,2025,78.99%,73.8,7.59,2892.TW,35.5,⚪ 中性觀察,1.87,7.215447154471545,0.57,11.76,🏰 高護城河,12.82
53.38,-1.1400000000000006,2026-03,鑽石投資,N/A,2025,N/A,-65.25,51.85,6901.TW,15.75,⚪ 數據不足,-1.38,0.0,-0.42,37.31,⚠️ 獲利稀釋,38.45
7.94,-1.7799999999999994,2026-03,合庫金,N/A,2025,N/A,51.0,13.01,5880.TW,27.0,⚪ 中性觀察,1.36,7.9411764705882355,0.36,12.5,⚠️ 獲利稀釋,14.28
13.53,-1.8699999999999974,2026-03,彰銀,38.59%,2025,88.90%,58.949999999999996,8.35,2801.TW,24.7999992371,⚪ 中性觀察,1.51,6.310432375852418,0.44,18.92,🏰 高護城河,20.79
10.11,-1.9099999999999984,2026-03,上海商銀,N/A,2025,N/A,124.19999999999999,3.7,5876.TW,44.7999992371,⚪ 中性觀察,3.06,5.410627927185991,1.05,9.38,⚠️ 獲利稀釋,11.29
4.79,-2.0799999999999983,2026-03,立盈,N/A,2025,N/A,0.0,58.62,7820.TWO,97.0,⚪ 數據不足,1.76,0.0,0.79,61.22,⚠️ 獲利稀釋,63.3
2.44,-3.9000000000000004,2026-03,臺企銀,41.10%,2025,97.54%,49.2,2.85,2834.TW,18.1000003815,⚪ 中性觀察,1.26,5.518292799237805,0.35,9.37,🏰 高護城河,13.27
422.95,-4.2900000000000205,2026-03,宏普,N/A,2025,N/A,84.75,327.05,2536.TW,18.3500003815,⚪ 中性觀察,3.19,3.2477876781415924,0.15,400.0,⚠️ 獲利稀釋,404.29
-174.64,-5.049999999999997,2026-03,雅茗-KY,-51.18%,2025,54.90%,-105.6,0.59,2726.TWO,8.6599998474,⚪ 數據不足,-3.55,0.0,-0.33,51.52,🏰 高護城河,56.57
8.14,-5.090000000000003,2026-03,矽力*-KY,N/A,2025,N/A,228.75000000000003,1.94,6415.TW,375.5,❌ 暫避觀望,6.4,24.622950819672127,1.98,115.22,⚠️ 獲利稀釋,120.31
30.06,-6.640000000000001,2026-03,玉山金,40.48%,2025,91.14%,81.0,20.44,2884.TW,37.7000007629,⚪ 中性觀察,2.12,6.981481622759258,0.62,12.73,🏰 高護城河,19.37
8.21,-6.729999999999997,2026-03,瑞基,-9.23%,2025,73.67%,-79.95,12.71,4171.TWO,16.7999992371,⚪ 數據不足,-1.93,0.0,-0.09,50.0,🏰 高護城河,56.73
11.73,-7.1,2026-03,中信金,31.38%,2025,70.98%,151.5,29.29,2891.TW,63.0999984741,⚪ 中性觀察,4.08,6.24752460139604,1.18,15.15,🏰 高護城河,22.25
-21.56,-9.66,2026-03,富邦金,22.46%,2025,42.21%,307.35,9.74,2881.TW,124.0,⚪ 中性觀察,8.37,6.051732552464617,2.4,-20.07,🌑 雙重衰退,-10.41
26.01,-10.07,2026-03,德英,42.63%,2025,85.36%,80.39999999999999,24.13,4911.TWO,29.9500007629,⚪ 中性觀察,2.18,5.587686709496269,0.23,-62.9,🏰 高護城河,-52.83
12.42,-10.710000000000008,2026-03,皇普,10.37%,2025,15.63%,130.95000000000002,130.3,2528.TW,19.2999992371,⚪ 中性觀察,3.65,2.210767381111111,-0.11,-109.26,🌑 雙重衰退,-98.55
-2.59,-10.719999999999999,2026-03,正瀚-創,N/A,2025,N/A,255.0,11.21,6534.TW,93.8000030518,⚪ 中性觀察,4.51,5.517647238341176,4.15,6.68,⚠️ 獲利稀釋,17.4
-280.56,-11.030000000000001,2026-03,日盛台駿,N/A,2025,N/A,-70.65,-7.09,6958.TW,18.6499996185,⚪ 數據不足,-2.38,0.0,0.2,163.33,🔄 轉虧為盈,174.36
0.0,-11.209999999999999,2026-03,台中銀,51.96%,2025,93.02%,57.300000000000004,6.96,2812.TW,20.6499996185,⚪ 中性觀察,1.53,5.405759062434555,0.4,2.56,🏰 高護城河,13.77
22.83,-11.850000000000023,2026-03,ABC-KY,N/A,2025,N/A,-61.349999999999994,38.52,6598.TW,28.75,⚪ 數據不足,-1.96,0.0,0.2,157.14,🔄 轉虧為盈,168.99
-54.31,-12.140000000000015,2026-03,晶宏,-3.65%,2025,38.56%,16.65,7.08,3141.TWO,59.9000015259,❌ 暫避觀望,0.54,53.963965338648656,0.84,137.14,⚠️ 獲利稀釋,149.28
100.0,-13.820000000000007,2026-03,大將,-2853.40%,2025,912.85%,-1.05,7.27,1453.TW,11.0,⚪ 數據不足,0.04,0.0,-0.05,58.33,🏰 高護城河,72.15
-2.94,-13.85,2026-03,國泰金,30.59%,2025,62.29%,254.09999999999997,-2.04,2882.TW,95.1999969482,⚪ 中性觀察,7.06,5.619834530590319,2.15,-1.52,🏰 高護城河,12.33
4.57,-14.090000000000003,2026-03,永豐金,37.14%,2025,91.41%,79.35,15.47,2890.TW,38.8499984741,⚪ 中性觀察,1.97,7.344045080170132,0.76,33.33,🏰 高護城河,47.42
65.91,-15.41,2025-09,永冠-KY,-5.22%,2025,7.87%,-222.15,18.73,1589.TW,5.5399999619,⚪ 數據不足,-2.71,0.0,-5.06,1.36,⚠️ 獲利稀釋,16.77
-14.85,-15.84,2026-03,遠東銀,38.22%,2025,102.49%,34.800000000000004,0.06,2845.TW,13.4499998093,⚪ 中性觀察,0.93,5.797413710905172,0.25,-3.85,🏰 高護城河,11.99
-73.66,-15.91,2026-03,大洋-KY,N/A,2025,N/A,-159.0,-14.95,5907.TW,4.5999999046,⚪ 數據不足,-4.55,0.0,-1.01,-7.45,📉 獲利侵蝕,8.46
31.37,-16.08,2026-03,華票,65.42%,2025,87.03%,53.849999999999994,33.06,2820.TW,16.6499996185,⚪ 中性觀察,1.34,4.637882902089137,0.48,60.0,🏰 高護城河,76.08
-9.05,-16.12,2026-03,訊連,N/A,2025,N/A,126.89999999999999,18.91,5203.TW,62.5,⚪ 中性觀察,3.63,7.387706855791963,1.34,3.88,⚠️ 獲利稀釋,20.0
53.1,-16.340000000000003,2026-03,寶齡富錦,13.25%,2025,52.35%,78.60000000000001,1.66,1760.TW,58.0,⚪ 中性觀察,2.22,11.068702290076335,0.6,81.82,🏰 高護城河,98.16
-15.24,-17.090000000000003,2026-03,直得,9.16%,2025,38.83%,30.150000000000002,9.81,1597.TW,104.0,❌ 暫避觀望,0.91,51.741293532338304,0.43,180.0,⚠️ 獲利稀釋,197.09
1276.65,-18.21,2026-03,上緯投控,-95.04%,2025,24.80%,545.4000000000001,-30.75,3708.TW,87.8000030518,⚪ 中性觀察,35.57,2.4147415580803075,0.13,-72.34,🌑 雙重衰退,-54.13
-99.01,-21.590000000000003,2026-03,隆中,N/A,2025,N/A,-8.100000000000001,10.22,6542.TWO,47.2000007629,⚪ 數據不足,0.02,0.0,0.04,33.33,⚠️ 獲利稀釋,54.92
8.85,-21.689999999999998,2026-03,統領,51.79%,2025,87.61%,42.45,-14.47,2910.TW,26.6499996185,⚪ 中性觀察,1.23,9.416960995936396,0.29,-3.33,🏰 高護城河,18.36
5.26,-22.47,2026-03,雃博,N/A,2025,N/A,45.45,0.74,4106.TW,23.1499996185,⚪ 中性觀察,1.2,7.640263900495049,0.46,100.0,⚠️ 獲利稀釋,122.47
146.97,-22.839999999999975,2026-03,IET-KY,N/A,2025,N/A,45.6,50.49,4971.TWO,316.0,❌ 暫避觀望,1.65,103.94736842105263,1.97,231.33,⚠️ 獲利稀釋,254.17
-17.37,-23.32,2026-03,敘豐,N/A,2025,N/A,0.0,-10.06,3485.TWO,175.0,⚪ 數據不足,5.9,0.0,1.69,-30.17,🌑 雙重衰退,-6.85
53.11,-23.950000000000003,2026-03,藥華藥,N/A,2025,N/A,530.85,60.61,6446.TW,1025.0,❌ 暫避觀望,13.64,28.962983893755297,5.79,52.97,⚠️ 獲利稀釋,76.92
7.69,-25.2,2026-03,長聖,N/A,2025,N/A,177.14999999999998,8.96,6712.TWO,143.5,⚪ 中性觀察,4.88,12.150719729043185,1.39,24.77,⚠️ 獲利稀釋,49.97
-36.41,-26.030000000000005,2026-03,鑫傳,N/A,2025,N/A,83.55000000000001,19.24,6856.TWO,43.8499984741,⚪ 中性觀察,2.62,7.872531144362656,0.56,21.74,⚠️ 獲利稀釋,47.77
-90.28,-26.439999999999998,2026-03,伍豐,N/A,2025,N/A,9.750000000000002,-11.54,8076.TWO,22.0,❌ 暫避觀望,0.14,33.84615384615384,0.16,300.0,⚠️ 獲利稀釋,326.44
-57.74,-27.14,2026-03,名軒,34.02%,2025,49.04%,116.85,-62.17,1442.TW,29.8500003815,⚪ 中性觀察,3.03,3.8318357357509627,0.23,-82.31,🌑 雙重衰退,-55.17
-67.15,-27.559999999999995,2026-03,雲象科技-創,N/A,2025,N/A,0.0,91.93,7803.TW,0.0,⚪ 數據不足,-2.29,0.0,-0.78,-34.48,🌑 雙重衰退,-6.92
-67.15,-27.559999999999995,2026-03,未知,N/A,2025,N/A,0.0,91.93,7803.TWO,0.0,⚪ 數據不足,-2.29,0.0,-0.78,-34.48,🌑 雙重衰退,-6.92
-234.62,-28.31,2026-03,華園,10.47%,2025,89.24%,-24.3,-2.27,2702.TW,12.3999996185,⚪ 數據不足,-0.35,0.0,0.19,-9.52,🔄 轉虧為盈,18.79
6.9,-28.85,2026-03,雙美,41.97%,2025,77.03%,521.55,11.45,4728.TWO,381.0,⚪ 中性觀察,13.33,10.95772217428818,4.07,-0.73,🏰 高護城河,28.12
-66.05,-28.87,2026-03,森鉅,N/A,2025,N/A,78.15,-20.5,8942.TWO,36.0,⚪ 中性觀察,1.83,6.90978886756238,1.05,-7.89,📉 獲利侵蝕,20.98
-175.3,-28.88,2026-03,美食-KY,7.94%,2025,59.54%,-53.400000000000006,-4.59,2723.TW,61.2999992371,⚪ 數據不足,-2.47,0.0,1.31,11.02,🔄 轉虧為盈,39.9
10.4,-30.67,2026-03,和潤企業,N/A,2025,N/A,158.4,-18.16,6592.TW,60.9000015259,⚪ 中性觀察,4.72,5.767045599043561,0.76,24.75,⚠️ 獲利稀釋,55.42
-102.7,-31.44999999999999,2026-03,廣閎科,N/A,2025,N/A,-26.700000000000003,29.21,6693.TWO,136.5,⚪ 數據不足,-0.09,0.0,1.17,510.71,🔄 轉虧為盈,542.16
-85.43,-34.69,2026-03,泓瀚,3.21%,2025,33.55%,7.35,-17.82,4741.TWO,38.4500007629,❌ 暫避觀望,0.29,78.46938931204082,0.31,210.0,⚠️ 獲利稀釋,244.69
-51.85,-34.92,2026-03,中福,-1427.47%,2025,64.71%,-14.1,-43.98,1435.TW,21.1000003815,⚪ 數據不足,-0.41,0.0,-0.08,20.0,🏰 高護城河,54.92
-17.7,-35.099999999999994,2026-03,御嵿,N/A,2025,N/A,-81.6,27.85,3522.TWO,11.3000001907,⚪ 數據不足,-2.66,0.0,0.4,90.0,🔄 轉虧為盈,125.1
-82.6,-36.16,2026-03,富華新,-1.56%,2025,21.31%,55.05,-68.21,3056.TW,14.0,⚪ 中性觀察,1.07,3.8147138964577656,0.01,-99.32,🌑 雙重衰退,-63.16
876.92,-37.59000000000003,2026-03,樂事綠能,7.13%,2025,16.87%,45.3,32.89,1529.TW,16.6499996185,⚪ 中性觀察,1.01,5.51324490678808,0.16,433.33,⚠️ 獲利稀釋,470.92
-95.82,-37.72999999999999,2026-03,強盛新,N/A,2025,N/A,16.650000000000002,23.84,1463.TW,17.8999996185,❌ 暫避觀望,0.13,16.126125782432432,-0.01,-102.13,🌑 雙重衰退,-64.4
40.48,-37.95,2026-03,騰雲,N/A,2025,N/A,210.89999999999998,20.33,6870.TWO,224.5,❌ 暫避觀望,7.08,15.967283072546232,1.1,66.67,⚠️ 獲利稀釋,104.62
-34.28,-38.26,2026-03,弘煜科,N/A,2025,N/A,80.1,-10.07,6482.TWO,27.1499996185,⚪ 中性觀察,2.32,5.084269591479401,0.28,-71.72,🌑 雙重衰退,-33.46
-45.05,-38.51,2026-03,光焱科技,N/A,2025,N/A,142.5,-6.16,7728.TWO,501.0,❌ 暫避觀望,4.92,52.73684210526316,1.53,56.12,⚠️ 獲利稀釋,94.63
112.83,-39.09,2026-03,天能綠電,N/A,2025,N/A,0.0,123.22,7842.TWO,78.5999984741,⚪ 數據不足,4.01,0.0,1.33,47.78,⚠️ 獲利稀釋,86.87
-28.57,-39.849999999999994,2026-03,溢泰實業,N/A,2025,N/A,0.0,-4.14,7818.TW,65.5999984741,⚪ 數據不足,5.65,0.0,0.88,-52.69,🌑 雙重衰退,-12.84
-28.57,-39.849999999999994,2026-03,未知,N/A,2025,N/A,0.0,-4.14,7818.TWO,0.0,⚪ 數據不足,5.65,0.0,0.88,-52.69,🌑 雙重衰退,-12.84
46.3,-39.860000000000014,2026-03,泓格,14.28%,2025,53.43%,103.20000000000002,9.44,3577.TWO,112.0,❌ 暫避觀望,2.37,16.279069767441857,1.47,90.91,🏰 高護城河,130.77
-74.29,-39.879999999999995,2026-03,點晶,6.07%,2025,71.52%,-25.049999999999997,-10.15,3288.TWO,24.0499992371,⚪ 數據不足,-0.64,0.0,-0.08,83.67,🏰 高護城河,123.55
-6.01,-40.22,2026-03,群益期,N/A,2025,N/A,207.15,9.98,6024.TW,62.9000015259,⚪ 中性觀察,5.48,4.554670639094859,1.76,57.14,⚠️ 獲利稀釋,97.36
44.38,-40.43,2026-03,沛爾生醫-創,N/A,2025,N/A,-235.35000000000002,60.07,6949.TW,790.0,⚪ 數據不足,-7.23,0.0,-1.18,10.08,⚠️ 獲利稀釋,50.51
-39.36,-40.510000000000005,2026-03,億而得,N/A,2025,N/A,27.450000000000003,2.34,6423.TWO,66.6999969482,❌ 暫避觀望,0.58,36.44808576404371,0.28,-47.06,🌑 雙重衰退,-6.55
16.53,-40.620000000000005,2026-03,旅天下,N/A,2025,N/A,0.0,-8.56,6961.TWO,51.9000015259,⚪ 數據不足,4.23,0.0,1.9,-40.13,📉 獲利侵蝕,0.49
42.64,-40.9,2026-03,淳紳,-1090.16%,2025,59.04%,-28.05,-22.14,4529.TWO,4.0500001907,⚪ 數據不足,-0.74,0.0,-0.17,0.0,🏰 高護城河,40.9
59.82,-42.38999999999999,2026-03,川湖,69.19%,2025,76.10%,3584.3999999999996,72.77,2059.TW,7140.0,❌ 暫避觀望,103.23,29.879477736859727,36.58,38.82,🏰 高護城河,81.21
31.09,-44.06000000000001,2026-03,華景電,N/A,2025,N/A,626.85,19.97,6788.TWO,293.5,⚪ 中性觀察,17.36,7.023211294568078,4.49,33.23,⚠️ 獲利稀釋,77.29
-56.22,-44.18000000000001,2026-03,寒舍,12.46%,2025,44.04%,85.95,2.72,2739.TW,34.8499984741,⚪ 中性觀察,2.36,6.082024166509598,1.3,109.68,⚠️ 獲利稀釋,153.86
-34.98,-44.419999999999995,2026-03,理銘,N/A,2025,N/A,157.95000000000002,-55.31,6212.TWO,28.6000003815,⚪ 中性觀察,3.96,2.7160494189458686,0.4,-82.38,🌑 雙重衰退,-37.96
279.4,-46.32000000000001,2026-03,倍利科,N/A,2025,N/A,0.0,187.82,7822.TW,729.0,⚪ 數據不足,14.04,0.0,4.93,78.66,⚠️ 獲利稀釋,124.98
-34.17,-46.75,2026-03,公勝保經,N/A,2025,N/A,0.0,5.26,6028.TWO,78.6999969482,⚪ 數據不足,7.86,0.0,2.48,-35.1,📉 獲利侵蝕,11.65
-9.63,-47.19,2026-03,系微,N/A,2025,N/A,235.35,4.64,6231.TWO,193.0,⚪ 中性觀察,6.66,12.300828553218611,1.7,0.0,📉 獲利侵蝕,47.19
-13.92,-47.68,2026-03,中租-KY,N/A,2025,N/A,431.25,-4.62,5871.TW,110.5,⚪ 中性觀察,11.24,3.8434782608695652,3.26,-0.66,📉 獲利侵蝕,47.02
20.66,-48.0,2026-03,固緯,18.42%,2025,51.76%,111.3,5.54,2423.TW,66.9000015259,⚪ 中性觀察,2.92,9.016172712385444,1.3,94.03,🏰 高護城河,142.03
-82.84,-48.8,2026-03,微程式,N/A,2025,N/A,22.050000000000004,-36.07,7721.TW,55.7000007629,❌ 暫避觀望,0.55,37.89115698156462,0.21,40.0,⚠️ 獲利稀釋,88.8
48.61,-48.970000000000006,2026-03,商丞,N/A,2025,N/A,-14.85,-16.98,8277.TWO,7.5999999046,⚪ 數據不足,-0.37,0.0,-0.09,18.18,⚠️ 獲利稀釋,67.15
41.22,-49.61999999999989,2026-03,聯合再生,-63.16%,2025,-18.77%,-10.5,-47.33,3576.TW,15.6499996185,⚪ 數據不足,-0.77,0.0,1.07,1072.73,🔄 轉虧為盈,1122.35
43.08,-52.29,2026-03,耀穎,N/A,2025,N/A,0.0,12.72,7772.TWO,82.3000030518,⚪ 數據不足,1.86,0.0,0.35,-72.0,🌑 雙重衰退,-19.71
-26.4,-54.99,2026-03,達爾膚,N/A,2025,N/A,283.05,-5.92,6523.TWO,89.5999984741,⚪ 中性觀察,7.78,4.748277608590355,1.88,-45.35,📉 獲利侵蝕,9.64
-10.5,-55.010000000000005,2026-03,民盛,N/A,2025,N/A,0.0,18.06,7811.TWO,71.0,⚪ 數據不足,8.1,0.0,1.09,-73.26,🌑 雙重衰退,-18.25
4.12,-55.470000000000006,2026-03,凌陽創新,N/A,2025,N/A,333.00000000000006,10.0,5236.TWO,137.5,⚪ 中性觀察,8.59,6.193693693693693,2.97,42.79,⚠️ 獲利稀釋,98.26
183.87,-55.730000000000004,2026-03,長佳智能,N/A,2025,N/A,34.35,12.23,6841.TWO,53.0999984741,❌ 暫避觀望,0.89,23.187772259432315,0.26,44.44,⚠️ 獲利稀釋,100.17
3600.0,-55.77,2026-03,台生材,N/A,2025,N/A,50.099999999999994,128.22,6649.TWO,37.5,⚪ 中性觀察,1.4,11.227544910179642,0.0,-100.0,🌑 雙重衰退,-44.23
-5.49,-55.970000000000006,2026-03,遠百,14.06%,2025,54.41%,55.35000000000001,-2.68,2903.TW,22.5499992371,⚪ 中性觀察,1.56,6.111110904363143,0.39,18.18,🏰 高護城河,74.15
-90.0,-56.31,2026-03,泰藝,N/A,2025,N/A,-4.65,16.02,8289.TWO,36.6500015259,⚪ 數據不足,0.04,0.0,0.28,300.0,⚠️ 獲利稀釋,356.31
-28.2,-56.580000000000005,2026-03,龍巖,N/A,2025,N/A,101.10000000000001,-2.7,5530.TWO,47.0999984741,⚪ 中性觀察,2.75,6.98813033740356,0.95,3.26,⚠️ 獲利稀釋,59.84
721.43,-57.19,2026-03,泰豐,-167.95%,2025,20.10%,25.500000000000004,-0.57,2102.TW,19.1499996185,⚪ 中性觀察,6.28,11.264705657941176,0.01,105.56,⚠️ 獲利稀釋,162.75
36.07,-57.69,2026-03,浩泰,-26.13%,2025,34.86%,-19.05,297.52,4131.TWO,33.7999992371,⚪ 數據不足,-0.78,0.0,-0.05,83.87,⚠️ 獲利稀釋,141.56
-77.57,-57.870000000000005,2026-03,京城,N/A,2025,N/A,79.80000000000001,-60.41,2524.TW,35.2999992371,⚪ 中性觀察,1.71,6.635338202462406,0.36,-75.84,🌑 雙重衰退,-17.97
60.8,-58.480000000000004,2026-03,台微醫,N/A,2025,N/A,-6.75,-6.86,6767.TWO,24.5,⚪ 數據不足,-0.49,0.0,0.09,-30.77,🔄 轉虧為盈,27.71
4.62,-58.480000000000004,2026-03,美吾華,N/A,2025,N/A,55.2,6.61,1731.TW,20.5,⚪ 中性觀察,1.36,5.570652173913043,0.43,7.5,⚠️ 獲利稀釋,65.98
7.55,-58.529999999999994,2026-03,東洋,21.51%,2025,56.36%,237.29999999999998,9.49,4105.TWO,75.4000015259,⚪ 中性觀察,6.27,4.766118933369153,1.78,13.38,🏰 高護城河,71.91
-1.21,-59.980000000000004,2026-03,愛派司,N/A,2025,N/A,200.99999999999997,8.61,6918.TW,68.8000030518,⚪ 中性觀察,5.16,5.134328585955225,1.39,-4.2,📉 獲利侵蝕,55.78
-26.3,-60.09,2026-03,長廣,N/A,2025,N/A,0.0,-15.04,7795.TW,332.0,⚪ 數據不足,3.11,0.0,0.21,-77.53,🌑 雙重衰退,-17.44
169.31,-61.379999999999995,2026-03,宏�硒撥s,N/A,2025,N/A,0.0,18.71,7794.TWO,27.2000007629,⚪ 數據不足,2.72,0.0,0.53,-14.52,📉 獲利侵蝕,46.86
-2.0,-62.099999999999994,2026-03,軒郁,N/A,2025,N/A,330.59999999999997,-8.29,6703.TWO,104.0,⚪ 中性觀察,9.9,4.718693284936479,1.87,12.73,⚠️ 獲利稀釋,74.83
23.05,-62.29,2026-03,東生華,N/A,2025,N/A,136.79999999999998,19.79,8432.TWO,48.7999992371,⚪ 中性觀察,3.63,5.350877109331141,1.01,27.85,⚠️ 獲利稀釋,90.14
8.39,-62.51,2026-03,意藍,N/A,2025,N/A,103.2,14.61,6925.TWO,49.7000007629,⚪ 中性觀察,3.11,7.223837320188953,0.39,-30.36,📉 獲利侵蝕,32.15
57.28,-62.719999999999985,2026-03,樂威科-KY,-77.27%,2025,33.80%,-76.65,-35.31,4154.TWO,11.3000001907,⚪ 數據不足,-1.82,0.0,-0.25,68.92,⚠️ 獲利稀釋,131.64
14.65,-62.94,2026-03,華洋精機,N/A,2025,N/A,0.0,24.42,6983.TWO,287.0,⚪ 數據不足,4.46,0.0,0.19,-71.64,🌑 雙重衰退,-8.7
-25.6,-63.88999999999999,2026-03,宏正,N/A,2025,N/A,118.35000000000001,-1.49,6277.TW,74.6999969482,⚪ 中性觀察,3.08,9.467680221571609,1.08,18.68,⚠️ 獲利稀釋,82.57
57.53,-64.41,2026-03,富榮綱,-377.43%,2025,100.00%,-20.4,12.25,3115.TWO,9.5,⚪ 數據不足,-0.44,0.0,-0.1,-11.11,🏰 高護城河,53.3
95.56,-64.5,2026-03,精測,N/A,2025,N/A,1138.3500000000001,33.33,6510.TWO,2270.0,❌ 暫避觀望,30.41,29.911714323362755,10.43,54.52,⚠️ 獲利稀釋,119.02
-181.82,-64.8,2026-03,凌陽,-9.00%,2025,45.66%,-11.55,-2.04,2401.TW,23.4500007629,⚪ 數據不足,-0.37,0.0,-0.02,66.67,⚠️ 獲利稀釋,131.47
-491.18,-65.32,2026-03,金麗科,-58.74%,2025,58.46%,-77.55,-27.25,3228.TWO,130.5,⚪ 數據不足,-2.03,0.0,-0.55,-12.24,🏰 高護城河,53.08
-129.28,-65.49999999999999,2026-03,大億金茂,N/A,2025,N/A,-25.8,2.06,8107.TWO,11.0500001907,⚪ 數據不足,-0.53,0.0,0.03,111.54,🔄 轉虧為盈,177.04
-50.0,-65.56,2026-03,昆盈,1.38%,2025,39.89%,10.65,-1.99,2365.TW,26.0,❌ 暫避觀望,0.32,36.61971830985915,0.14,100.0,⚠️ 獲利稀釋,165.56
209.22,-65.57999999999993,2026-03,宇瞻,N/A,2025,N/A,396.44999999999993,41.93,8271.TW,204.0,⚪ 中性觀察,6.7,7.718501702610671,14.54,1919.44,⚠️ 獲利稀釋,1985.02
-20600.0,-65.58,2026-03,晶心科,N/A,2025,N/A,-405.15,7.0,6533.TW,202.0,⚪ 數據不足,-8.2,0.0,-3.28,-45.13,📉 獲利侵蝕,20.45
4.25,-65.6,2026-03,智冠,N/A,2025,N/A,304.65000000000003,-3.78,5478.TWO,98.4000015259,⚪ 中性觀察,7.93,4.8449040633136375,2.39,63.12,⚠️ 獲利稀釋,128.72
30.28,-65.85,2026-03,邦睿生技-創,N/A,2025,N/A,153.0,37.43,6955.TW,113.0,⚪ 中性觀察,4.13,11.078431372549021,0.97,-13.39,📉 獲利侵蝕,52.46
0.95,-66.11999999999999,2026-03,醣聯,-2058.21%,2025,19.48%,-77.1,157.54,4168.TWO,22.0499992371,⚪ 數據不足,-2.16,0.0,-0.67,-63.41,📉 獲利侵蝕,2.71
0.0,-66.42,2026-03,富野,-9.65%,2025,51.65%,-66.15,36.07,2736.TWO,11.5500001907,⚪ 數據不足,-1.83,0.0,-0.1,33.33,🏰 高護城河,99.75
-68.0,-67.48,2026-03,悅城,N/A,2025,N/A,-52.05,-99.4,6405.TW,32.0999984741,⚪ 數據不足,-1.26,0.0,-0.26,33.33,⚠️ 獲利稀釋,100.81
67.87,-69.93,2026-03,意騰-KY,N/A,2025,N/A,438.15000000000003,85.22,7749.TW,305.0,⚪ 中性觀察,11.77,10.441629578911332,3.56,41.83,⚠️ 獲利稀釋,111.76
52.82,-70.53999999999999,2026-03,信驊,N/A,2025,N/A,3805.05,40.64,5274.TWO,13205.0,❌ 暫避觀望,103.92,52.05582055426341,37.41,59.53,⚠️ 獲利稀釋,130.07
21.4,-71.35,2026-03,櫻花建,N/A,2025,N/A,126.15,55.27,2539.TW,42.9500007629,⚪ 中性觀察,3.46,5.107015548501783,0.68,-56.69,📉 獲利侵蝕,14.66
46.42,-71.47000000000001,2026-03,台積電,54.00%,2025,62.33%,2466.0,31.61,2330.TW,2205.0,⚪ 中性觀察,66.26,13.412408759124087,22.08,58.39,🏰 高護城河,129.86
7.69,-71.77,2026-03,台聯櫃,N/A,2025,N/A,15.75,1.81,5601.TWO,29.0,❌ 暫避觀望,0.42,27.619047619047617,0.1,0.0,📉 獲利侵蝕,71.77
-18.87,-73.16,2026-03,維田,N/A,2025,N/A,46.349999999999994,3.05,6570.TWO,47.0999984741,❌ 暫避觀望,1.29,15.242717952783172,0.57,159.09,⚠️ 獲利稀釋,232.25
10.09,-73.19999999999999,2026-03,生華科,N/A,2025,N/A,-106.50000000000001,7.0,6492.TWO,39.0,⚪ 數據不足,-2.97,0.0,-0.75,-8.82,📉 獲利侵蝕,64.38
-10.36,-73.75,2026-03,嘉實,24.73%,2025,63.24%,248.7,7.07,3158.TWO,81.5999984741,⚪ 中性觀察,7.27,4.921592187822679,1.5,2.74,🏰 高護城河,76.49
