prev_eps_yoy,expansion,date,name,om,prev_year,gm,est_price,prev_rev_yoy,symbol,price,advice,prev_eps,pe,eps,eps_yoy,status,rev_yoy
35.21,-315.06,2026-03,上曜,-1.86%,2025,30.65%,-30.449999999999996,195.34,1316.TW,9.6800003052,⚪ 數據不足,-0.52,0.0,-0.19,41.38,⚠️ 獲利稀釋,356.44
-47.66,-315.13,2026-03,六方科-KY,0.74%,2025,15.14%,169.65,25.19,4569.TW,150.0,⚪ 中性觀察,4.13,13.26259946949602,3.22,29.03,⚠️ 獲利稀釋,344.16
-74.77,-315.78,2026-03,惠光,N/A,2025,N/A,15.450000000000001,-4.08,6508.TWO,25.1499996185,❌ 暫避觀望,0.27,24.41747535776699,0.36,-12.2,📉 獲利侵蝕,303.58
-39.27,-316.37,2026-03,正新,6.75%,2025,22.84%,60.44999999999999,-5.68,2105.TW,30.5499992371,⚪ 中性觀察,1.5,7.580644971985113,0.57,26.67,⚠️ 獲利稀釋,343.04
-132.32,-316.44000000000005,2026-03,艾笛森,-2.51%,2025,21.48%,0.0,-9.81,3591.TW,0.0,⚪ 數據不足,-0.34,0.0,0.12,22.22,🔄 轉虧為盈,338.66
-50.0,-318.08,2026-03,榮剛,N/A,2025,N/A,75.0,-10.14,5009.TWO,31.5,⚪ 中性觀察,2.2,6.3,0.5,-24.19,📉 獲利侵蝕,293.89
-73.47,-318.43,2026-03,永道-KY,N/A,2025,N/A,129.75,-14.3,6863.TW,124.5,⚪ 中性觀察,3.0,14.393063583815028,0.61,-75.79,📉 獲利侵蝕,242.64
17.15,-318.53999999999996,2026-03,光麗-KY,N/A,2025,N/A,-73.94999999999999,-1.12,6431.TW,16.2999992371,⚪ 數據不足,-2.07,0.0,-0.4,-5.26,📉 獲利侵蝕,313.28
95.65,-318.9,2026-03,成信實業*-創,N/A,2025,N/A,-9.3,79.86,6969.TW,29.25,⚪ 數據不足,-0.09,0.0,-0.05,-150.0,📉 獲利侵蝕,168.9
-38.46,-318.90999999999997,2026-03,共信-KY,N/A,2025,N/A,-30.450000000000003,13.75,6617.TWO,74.9000015259,⚪ 數據不足,-0.92,0.0,-0.32,-244.44,📉 獲利侵蝕,74.47
-338.6,-319.8,2026-03,雷笛克光學,N/A,2025,N/A,-60.6,-14.66,5230.TWO,16.8500003815,⚪ 數據不足,-1.35,0.0,-0.28,44.9,⚠️ 獲利稀釋,364.7
-97.61,-320.69,2026-03,華祺,N/A,2025,N/A,-13.799999999999999,-4.99,5015.TWO,21.0,⚪ 數據不足,0.06,0.0,0.25,-48.98,📉 獲利侵蝕,271.71
-11.43,-321.18,2026-03,信邦,9.15%,2025,23.64%,505.34999999999997,-6.24,3023.TW,273.0,⚪ 中性觀察,13.02,8.103294746215495,3.6,-6.49,📉 獲利侵蝕,314.69
30.29,-321.40999999999997,2026-03,臺慶科,14.20%,2025,28.44%,388.79999999999995,20.3,3357.TWO,176.5,⚪ 中性觀察,10.26,6.809413580246914,2.51,13.18,⚠️ 獲利稀釋,334.59
64.8,-322.13,2026-03,金像電,24.30%,2025,33.66%,705.45,54.05,2368.TW,721.0,❌ 暫避觀望,19.47,15.330640017010419,6.87,89.33,⚠️ 獲利稀釋,411.46
-50.0,-323.06,2026-03,全台,0.16%,2025,20.87%,38.550000000000004,-16.5,3038.TW,19.8500003815,⚪ 中性觀察,1.1,7.72373555700389,0.37,-30.61,📉 獲利侵蝕,292.45
-79.88,-323.71000000000004,2026-03,健椿,4.03%,2025,19.95%,19.650000000000002,-22.51,4561.TWO,32.2999992371,❌ 暫避觀望,0.66,24.65648796725191,0.25,-7.41,📉 獲利侵蝕,316.3
-51.27,-324.37,2026-03,信錦,5.11%,2025,21.08%,130.05,-7.71,1582.TW,62.5,⚪ 中性觀察,3.45,7.208765859284891,0.35,-66.67,📉 獲利侵蝕,257.7
58.77,-324.52,2026-03,錩新,12.75%,2025,25.38%,63.6,3.4,2415.TW,29.3500003815,⚪ 中性觀察,1.81,6.92216990129717,0.35,41.67,⚠️ 獲利稀釋,366.19
0.6,-327.45000000000005,2026-03,大台北,N/A,2025,N/A,64.64999999999999,1.69,9908.TW,29.3500003815,⚪ 中性觀察,1.72,6.809744868097448,0.33,18.52,⚠️ 獲利稀釋,345.97
-43.71,-327.51,2026-03,昇佳電子,N/A,2025,N/A,242.10000000000002,-7.67,6732.TWO,146.5,⚪ 中性觀察,6.22,9.076827757125155,2.19,5.8,⚠️ 獲利稀釋,333.31
-28.03,-328.4,2026-03,友通,-1.87%,2025,25.36%,113.25000000000001,14.61,2397.TW,52.7000007629,⚪ 中性觀察,2.49,6.980132551377483,0.76,-18.28,📉 獲利侵蝕,310.12
-21.36,-328.71999999999997,2026-03,怡利電,10.08%,2025,25.76%,78.75,-3.38,2497.TW,44.4500007629,⚪ 中性觀察,2.37,8.466666811980952,0.8,2.67,⚠️ 獲利稀釋,331.39
1.96,-329.09,2026-03,凌群,4.56%,2025,24.39%,115.50000000000001,7.21,2453.TW,50.5999984741,⚪ 中性觀察,3.12,6.571428373259739,0.9,1.12,⚠️ 獲利稀釋,330.21
26.43,-330.46999999999997,2026-03,汎瑋材料,N/A,2025,N/A,140.85000000000002,5.45,6967.TWO,67.5,⚪ 中性觀察,4.02,7.18849840255591,1.07,66.67,⚠️ 獲利稀釋,397.14
9.15,-330.52999999999986,2026-03,康普,8.56%,2025,14.91%,51.45,51.17,4739.TW,69.0999984741,❌ 暫避觀望,1.56,20.14577214988338,1.51,747.83,⚠️ 獲利稀釋,1078.36
15.38,-330.84,2026-03,鉅橡,N/A,2025,N/A,45.3,4.4,8074.TWO,45.0,⚪ 中性觀察,1.35,14.900662251655628,0.52,116.67,⚠️ 獲利稀釋,447.51
230.83,-331.19,2026-03,晶相光,14.09%,2025,31.94%,35.550000000000004,6.6,3530.TW,50.0999984741,❌ 暫避觀望,1.74,21.13923986248945,0.44,175.0,⚠️ 獲利稀釋,506.19
-78.9,-331.56,2026-03,尚茂,N/A,2025,N/A,-75.75,-71.56,8291.TWO,39.5,⚪ 數據不足,-1.95,0.0,-0.49,-206.25,📉 獲利侵蝕,125.31
4.19,-331.65,2026-03,久元,N/A,2025,N/A,136.35,5.64,6261.TWO,70.6999969482,⚪ 中性觀察,4.23,7.7777774420462045,0.85,-7.53,📉 獲利侵蝕,324.12
26.02,-332.42,2026-03,新盛力,15.45%,2025,26.27%,104.99999999999999,22.86,4931.TWO,161.5,❌ 暫避觀望,3.13,23.071428571428573,1.48,7.25,⚠️ 獲利稀釋,339.67
13.33,-333.13,2026-03,新纖,8.66%,2025,22.79%,40.95,-14.65,1409.TW,20.2000007629,⚪ 中性觀察,1.19,7.3992676787179485,0.39,56.0,⚠️ 獲利稀釋,389.13
-56.52,-333.35,2026-03,健亞,-5.47%,2025,34.00%,4.500000000000001,-3.61,4130.TWO,26.7000007629,❌ 暫避觀望,0.1,89.000002543,-0.09,-200.0,📉 獲利侵蝕,133.35
-45.45,-333.83,2026-03,科嘉-KY,N/A,2025,N/A,62.85000000000001,-4.56,5215.TW,37.5499992371,⚪ 中性觀察,2.04,8.961813660405728,0.87,85.11,⚠️ 獲利稀釋,418.94
56.88,-334.14,2026-03,大中,N/A,2025,N/A,342.3,25.24,6435.TWO,207.5,⚪ 中性觀察,9.52,9.092900964066608,3.67,56.17,⚠️ 獲利稀釋,390.31
-348.39,-334.65999999999997,2026-03,易發,N/A,2025,N/A,-90.45,-16.91,6425.TWO,49.0,⚪ 數據不足,-1.61,0.0,0.17,123.61,🔄 轉虧為盈,458.27
-77.78,-335.88,2026-03,先益,4.80%,2025,22.74%,-10.5,-18.09,3531.TWO,20.75,⚪ 數據不足,0.3,0.0,0.33,-15.38,📉 獲利侵蝕,320.5
-26.62,-336.1,2026-03,嘉彰,N/A,2025,N/A,94.19999999999999,7.48,4942.TW,34.2999992371,⚪ 中性觀察,3.06,5.461783318009555,0.52,-14.75,📉 獲利侵蝕,321.35
-35.0,-336.15,2026-03,新漢,N/A,2025,N/A,10.2,5.19,8234.TWO,55.7999992371,❌ 暫避觀望,0.39,82.05882240750002,-0.44,-177.19,📉 獲利侵蝕,158.96
-109.86,-336.41,2026-03,正能量智能,N/A,2025,N/A,-53.4,-3.8,5348.TWO,16.3500003815,⚪ 數據不足,-1.49,0.0,-0.23,42.5,⚠️ 獲利稀釋,378.91
-67.55,-337.78999999999996,2026-03,弘帆,N/A,2025,N/A,59.1,-3.48,8433.TWO,52.5999984741,⚪ 中性觀察,3.17,13.350253419822335,1.37,-17.96,📉 獲利侵蝕,319.83
4.08,-338.04,2026-03,睿生光電,N/A,2025,N/A,154.20000000000002,15.29,6861.TW,174.0,❌ 暫避觀望,3.84,16.926070038910503,2.12,105.83,⚠️ 獲利稀釋,443.87
-142.57,-338.47,2026-03,程泰,-2.95%,2025,19.66%,-285.45000000000005,-12.11,1583.TW,49.5999984741,⚪ 數據不足,-4.83,0.0,0.18,102.44,🔄 轉虧為盈,440.91
50.0,-338.64,2026-03,欣普羅,N/A,2025,N/A,-28.5,123.75,6560.TWO,30.1000003815,⚪ 數據不足,-0.16,0.0,0.37,85.0,🔄 轉虧為盈,423.64
14.17,-339.59000000000003,2026-03,捷敏-KY,N/A,2025,N/A,216.14999999999998,14.03,6525.TW,112.0,⚪ 中性觀察,5.88,7.772380291464262,1.62,14.08,⚠️ 獲利稀釋,353.67
-18.15,-339.99,2026-03,東元,6.47%,2025,23.29%,92.10000000000001,6.99,1504.TW,60.5,⚪ 中性觀察,2.42,9.853420195439739,0.51,-7.41,📉 獲利侵蝕,332.58
12.0,-340.70000000000005,2026-03,美隆電,N/A,2025,N/A,65.1,-5.34,2477.TW,21.3999996185,⚪ 中性觀察,1.68,4.9308754881336405,0.11,-35.29,📉 獲利侵蝕,305.41
4.42,-341.05,2026-03,永昕,-18.26%,2025,1.76%,-88.94999999999999,8.23,4726.TWO,24.1499996185,⚪ 數據不足,-2.17,0.0,-0.56,9.68,⚠️ 獲利稀釋,350.73
-11.76,-341.15999999999997,2026-03,力麒,N/A,2025,N/A,4.65,17.58,5512.TWO,7.6399998665,❌ 暫避觀望,0.16,24.645160859677414,0.05,-28.57,📉 獲利侵蝕,312.59
-24.63,-341.82,2026-03,寶成,N/A,2025,N/A,144.6,-4.71,9904.TW,24.0,⚪ 中性觀察,4.1,2.489626556016598,0.76,-37.7,📉 獲利侵蝕,304.12
-44.41,-341.91,2026-03,M31,N/A,2025,N/A,-10.35,20.34,6643.TWO,367.0,⚪ 數據不足,1.69,0.0,-1.18,-351.06,🌑 雙重衰退,-9.15
-9.87,-342.0,2026-03,長榮航,16.53%,2025,22.90%,182.10000000000002,-0.31,2618.TW,41.75,⚪ 中性觀察,4.84,3.4390444810543657,1.53,39.09,⚠️ 獲利稀釋,381.09
-14.74,-342.15,2026-03,立敦,N/A,2025,N/A,99.14999999999999,-1.38,6175.TWO,66.5,⚪ 中性觀察,2.68,10.06051437216339,0.74,1.37,⚠️ 獲利稀釋,343.52
-15.98,-342.27,2026-03,鉅祥,19.39%,2025,32.99%,0.0,12.66,2476.TW,0.0,⚪ 數據不足,4.36,0.0,1.14,7.55,⚠️ 獲利稀釋,349.82
685.19,-342.89,2026-03,中環,-5.65%,2025,23.42%,16.200000000000003,-3.39,2323.TW,9.3800001144,⚪ 中性觀察,1.58,8.685185291111111,-0.41,59.41,⚠️ 獲利稀釋,402.3
-147.73,-343.62,2026-03,永光,-5.18%,2025,17.63%,-5.3999999999999995,-7.34,1711.TW,29.2000007629,⚪ 數據不足,-0.21,0.0,0.09,28.57,🔄 轉虧為盈,372.19
-5.01,-343.79,2026-03,宏全,N/A,2025,N/A,354.0,1.65,9939.TW,129.0,⚪ 中性觀察,9.1,5.466101694915254,2.25,-3.43,📉 獲利侵蝕,340.36
19.61,-345.14,2026-03,湧德,12.50%,2025,30.92%,284.7,20.51,3689.TWO,95.5,⚪ 中性觀察,7.55,5.031612223393045,2.04,-7.69,📉 獲利侵蝕,337.45
-9.0,-345.26,2026-03,普誠,N/A,2025,N/A,-44.85,-2.06,6129.TWO,13.1999998093,⚪ 數據不足,-1.09,0.0,-0.17,63.83,⚠️ 獲利稀釋,409.09
-9.76,-346.63,2026-03,三福化,10.72%,2025,22.24%,128.1,-9.17,4755.TW,103.5,⚪ 中性觀察,3.7,12.119437939110071,1.01,-8.18,📉 獲利侵蝕,338.45
-52.99,-346.71000000000004,2026-03,榮田,N/A,2025,N/A,63.0,-31.16,7709.TWO,63.2000007629,❌ 暫避觀望,2.48,15.047619229261903,0.37,-53.16,📉 獲利侵蝕,293.55
271.37,-347.21,2026-03,美利達,N/A,2025,N/A,189.45000000000002,-9.71,9914.TW,78.4000015259,⚪ 中性觀察,4.01,6.207442717806808,1.09,-22.14,📉 獲利侵蝕,325.07
8.73,-347.43,2026-03,揚秦,9.66%,2025,27.43%,243.15,20.09,2755.TWO,102.0,⚪ 中性觀察,6.44,6.2924120913016655,1.65,-1.8,📉 獲利侵蝕,345.63
9.52,-347.71999999999997,2026-03,大世科,N/A,2025,N/A,86.39999999999999,27.49,8099.TWO,56.2999992371,⚪ 中性觀察,2.53,9.77430542310764,0.79,75.56,⚠️ 獲利稀釋,423.28
-74.55,-347.81,2026-03,冠德,15.06%,2025,23.17%,91.79999999999998,-20.24,2520.TW,35.0999984741,⚪ 中性觀察,2.61,5.735293868316994,0.52,-35.44,📉 獲利侵蝕,312.37
-29.85,-348.15,2026-03,迅得,N/A,2025,N/A,216.75,26.29,6438.TW,126.5,⚪ 中性觀察,5.24,8.754325259515571,1.76,19.73,⚠️ 獲利稀釋,367.88
-27.14,-348.83,2026-03,智伸科,11.86%,2025,23.25%,205.05,1.71,4551.TW,148.5,⚪ 中性觀察,6.04,10.863204096561812,2.7,30.43,⚠️ 獲利稀釋,379.26
6.67,-349.53999999999996,2026-03,敦陽科,10.67%,2025,24.08%,310.95,11.38,2480.TW,158.5,⚪ 中性觀察,8.0,7.645923781958514,2.63,17.41,⚠️ 獲利稀釋,366.95
77.93,-349.59,2026-03,大成鋼,14.07%,2025,25.55%,108.3,12.63,2027.TW,43.7000007629,⚪ 中性觀察,2.88,6.052631684612188,1.17,76.56,⚠️ 獲利稀釋,426.15
60.23,-350.82,2026-03,無敵,N/A,2025,N/A,-16.950000000000003,1.42,8201.TW,11.5,⚪ 數據不足,-0.35,0.0,-0.11,-10.0,📉 獲利侵蝕,340.82
18.52,-351.45,2026-03,環泥,N/A,2025,N/A,86.25,-0.42,1104.TW,27.2000007629,⚪ 中性觀察,2.56,4.730434915286956,0.41,-2.38,📉 獲利侵蝕,349.07
-57.38,-351.84,2026-03,系統電,N/A,2025,N/A,8.100000000000001,9.13,5309.TWO,44.7999992371,❌ 暫避觀望,0.27,82.96296155018518,0.09,-33.33,📉 獲利侵蝕,318.51
-35.23,-352.17999999999995,2026-03,宜新實業,N/A,2025,N/A,38.1,-4.85,4440.TW,17.3500003815,⚪ 中性觀察,1.14,6.830708811614173,0.51,828.57,⚠️ 獲利稀釋,1180.75
-46.72,-352.58,2026-03,匯僑設計,N/A,2025,N/A,99.3,-30.87,6754.TW,41.9500007629,⚪ 中性觀察,3.41,6.336858121283988,0.12,-58.62,📉 獲利侵蝕,293.96
47.96,-352.75,2026-03,台光電,19.80%,2025,28.58%,1617.45,46.42,2383.TW,4315.0,❌ 暫避觀望,41.67,40.01669294259482,14.9,49.0,⚠️ 獲利稀釋,401.75
142.59,-353.52,2026-03,安鈦克,N/A,2025,N/A,16.35,20.19,6276.TWO,19.2000007629,❌ 暫避觀望,0.92,17.614679598990826,-0.9,-197.83,📉 獲利侵蝕,155.69
-47.18,-353.81000000000006,2026-03,峰源-KY,N/A,2025,N/A,174.14999999999998,-14.72,6807.TW,34.6500015259,⚪ 中性觀察,4.69,2.98449625546081,0.63,-66.84,📉 獲利侵蝕,286.97
-12.83,-354.47999999999996,2026-03,京鼎,11.87%,2025,23.90%,780.75,26.66,3413.TW,282.5,⚪ 中性觀察,21.44,5.42747358309318,4.28,-36.27,📉 獲利侵蝕,318.21
-19.4,-354.85999999999996,2026-03,大汽電,N/A,2025,N/A,82.94999999999999,-1.74,8931.TWO,40.9000015259,⚪ 中性觀察,1.87,7.396021975750453,0.38,-48.65,📉 獲利侵蝕,306.21
10.87,-354.98,2026-03,合勤控,1.57%,2025,30.58%,41.1,-2.6,3704.TW,39.9000015259,⚪ 中性觀察,1.56,14.562044352518248,0.29,-58.82,📉 獲利侵蝕,296.16
-3800.0,-355.28999999999996,2026-03,川寶,-13.38%,2025,26.86%,-88.5,-21.77,1595.TWO,45.5,⚪ 數據不足,-1.95,0.0,-0.74,-117.65,📉 獲利侵蝕,237.64
-1.42,-355.85,2026-03,和椿,N/A,2025,N/A,77.10000000000001,50.12,6215.TW,80.1999969482,❌ 暫避觀望,2.08,15.603112246731515,1.14,216.67,⚠️ 獲利稀釋,572.52
-90.0,-356.64,2026-03,建大,1.48%,2025,20.30%,4.35,-0.7,2106.TW,18.2999992371,❌ 暫避觀望,0.13,63.103445645172414,0.12,71.43,⚠️ 獲利稀釋,428.07
7.92,-357.75,2026-03,士電,7.03%,2025,17.20%,278.55,6.01,1503.TW,183.0,⚪ 中性觀察,6.27,9.854604200323102,2.79,18.72,⚠️ 獲利稀釋,376.47
-52.17,-357.90000000000003,2026-03,萬年清,N/A,2025,N/A,2.5500000000000003,-10.21,6624.TWO,38.4500007629,❌ 暫避觀望,0.36,226.1764750758823,0.05,171.43,⚠️ 獲利稀釋,529.33
6.41,-359.76,2026-03,攸泰科技,N/A,2025,N/A,-11.1,-2.54,6928.TW,44.7999992371,⚪ 數據不足,-0.73,0.0,-0.04,-117.39,📉 獲利侵蝕,242.37
-63.22,-360.16,2026-03,紅木-KY,N/A,2025,N/A,3.300000000000003,-5.62,8426.TWO,20.4500007629,❌ 暫避觀望,1.85,92.95454892227265,-0.42,35.38,⚠️ 獲利稀釋,395.54
-50.98,-360.24,2026-03,維熹,5.60%,2025,18.84%,115.95,-6.46,3501.TW,39.9000015259,⚪ 中性觀察,3.0,5.16170783,0.15,-88.89,📉 獲利侵蝕,271.35
-32.28,-360.24,2026-03,廣隆,9.93%,2025,18.72%,292.8,-18.5,1537.TW,126.0,⚪ 中性觀察,7.95,6.454918032786885,2.11,-14.23,📉 獲利侵蝕,346.01
-24.15,-360.29999999999995,2026-03,豐達科,9.60%,2025,24.39%,229.8,15.8,3004.TW,125.5,⚪ 中性觀察,5.85,8.191906005221933,1.92,-3.52,📉 獲利侵蝕,356.78
-81.13,-360.43,2026-03,台南,-4.13%,2025,13.69%,44.1,-10.32,1473.TW,19.7000007629,⚪ 中性觀察,0.57,6.70068053159864,0.69,-44.8,📉 獲利侵蝕,315.63
-34.24,-360.71,2026-03,奇鈦科,7.70%,2025,23.03%,119.25,16.19,3430.TWO,90.9000015259,⚪ 中性觀察,3.15,11.43396245608805,1.45,23.93,⚠️ 獲利稀釋,384.64
30.95,-361.08,2026-03,乙盛-KY,N/A,2025,N/A,171.0,-7.74,5243.TW,71.9000015259,⚪ 中性觀察,4.4,6.307017677710526,1.47,47.0,⚠️ 獲利稀釋,408.08
-92.73,-361.12,2026-03,鈺德,-1.07%,2025,27.89%,-2.7,0.72,3050.TW,10.8000001907,⚪ 數據不足,0.04,0.0,-0.07,-188.89,📉 獲利侵蝕,172.23
41.67,-362.65,2026-03,京元電子,28.21%,2025,37.66%,350.09999999999997,30.08,2449.TW,203.5,⚪ 中性觀察,9.01,8.718937446443874,1.87,-46.72,📉 獲利侵蝕,315.93
23.62,-363.38,2026-03,微矽電子-創,N/A,2025,N/A,61.49999999999999,19.79,8162.TW,45.5,⚪ 中性觀察,1.57,11.097560975609756,0.12,-60.0,📉 獲利侵蝕,303.38
474.47,-364.06,2026-03,大量,18.24%,2025,42.12%,296.70000000000005,95.35,3167.TW,442.0,❌ 暫避觀望,8.13,22.345803842264914,3.19,208.82,⚠️ 獲利稀釋,572.88
-342.86,-364.25,2026-03,盛達,N/A,2025,N/A,-12.75,4.18,3027.TW,17.5,⚪ 數據不足,-1.06,0.0,0.05,-83.87,🔄 轉虧為盈,280.38
21.94,-365.02,2026-03,健鼎,17.08%,2025,25.47%,734.1,11.54,3044.TW,342.0,⚪ 中性觀察,19.45,6.988148753575806,5.61,25.22,⚠️ 獲利稀釋,390.24
0.46,-365.13,2026-03,嘉聯益,N/A,2025,N/A,-148.64999999999998,-25.69,6153.TW,13.5,⚪ 數據不足,-4.38,0.0,-0.56,44.0,⚠️ 獲利稀釋,409.13
8.95,-368.14,2026-03,大毅,12.13%,2025,24.27%,129.14999999999998,7.81,2478.TW,99.9000015259,⚪ 中性觀察,3.45,11.60278763367015,1.14,28.41,⚠️ 獲利稀釋,396.55
-23.71,-368.59999999999997,2026-03,鈞寶,N/A,2025,N/A,16.2,10.87,6155.TW,46.5999984741,❌ 暫避觀望,0.74,43.148146735277784,0.18,-57.14,📉 獲利侵蝕,311.46
-27.19,-368.68,2026-03,南帝,9.12%,2025,25.29%,31.049999999999997,-16.0,2108.TW,26.5499992371,⚪ 中性觀察,0.83,12.826086587971016,0.34,9.68,⚠️ 獲利稀釋,378.36
-152.78,-369.19,2026-03,亞崴,N/A,2025,N/A,-137.25,0.45,1530.TW,27.0,⚪ 數據不足,-2.45,0.0,0.18,105.36,🔄 轉虧為盈,474.55
21.07,-369.86,2026-03,國統,N/A,2025,N/A,144.45,20.29,8936.TWO,50.2000007629,⚪ 中性觀察,4.08,5.212876507050883,0.99,33.78,⚠️ 獲利稀釋,403.64
46.34,-370.95,2026-03,喬鼎,-21.05%,2025,29.42%,-14.55,1.86,3057.TW,13.5,⚪ 數據不足,-0.88,0.0,0.02,-97.67,🔄 轉虧為盈,273.28
-47.47,-371.24,2026-03,振發,N/A,2025,N/A,22.05,17.01,5426.TWO,22.4500007629,❌ 暫避觀望,0.52,15.272109362517007,0.28,-30.0,📉 獲利侵蝕,341.24
-16.96,-371.5,2026-03,榮惠-KY創,N/A,2025,N/A,193.2,-3.92,6924.TW,97.0,⚪ 中性觀察,5.68,7.531055900621118,2.26,71.21,⚠️ 獲利稀釋,442.71
-47.23,-372.25,2026-03,育富,N/A,2025,N/A,82.05000000000001,-2.95,6194.TWO,29.2000007629,⚪ 中性觀察,2.19,5.338208548976233,0.33,-66.33,📉 獲利侵蝕,305.92
-10.88,-372.75,2026-03,世鎧,2.75%,2025,17.29%,60.75,-13.1,2063.TWO,23.6000003815,⚪ 中性觀察,1.72,5.827160588024691,0.33,-36.54,📉 獲利侵蝕,336.21
28.57,-373.78999999999996,2026-03,佳能,8.17%,2025,21.67%,80.99999999999999,60.25,2374.TW,59.5999984741,⚪ 中性觀察,2.44,11.037036754462964,0.73,133.33,⚠️ 獲利稀釋,507.12
-50.73,-373.94,2026-03,志豐,4.13%,2025,21.42%,73.20000000000002,-13.21,3206.TWO,31.3999996185,⚪ 中性觀察,2.02,6.434426151331967,0.26,-58.06,📉 獲利侵蝕,315.88
19.85,-374.61,2026-03,華豫寧,N/A,2025,N/A,138.6,-5.94,6474.TWO,36.2999992371,⚪ 中性觀察,3.49,3.928571346006494,0.9,-21.74,📉 獲利侵蝕,352.87
-9.62,-375.40000000000003,2026-03,長興,3.94%,2025,21.29%,52.050000000000004,-7.93,1717.TW,55.7000007629,❌ 暫避觀望,1.41,16.051873418703167,0.37,23.33,⚠️ 獲利稀釋,398.73
-34.34,-375.42,2026-03,希華,6.31%,2025,21.81%,20.55,10.07,2484.TW,57.5999984741,❌ 暫避觀望,0.65,42.04379450664233,0.33,37.5,⚠️ 獲利稀釋,412.92
-11.69,-375.75,2026-03,台虹,N/A,2025,N/A,67.5,6.75,8039.TW,158.0,❌ 暫避觀望,2.07,35.111111111111114,0.65,103.13,⚠️ 獲利稀釋,478.88
12.1,-375.76,2026-03,禾伸堂,5.81%,2025,17.62%,258.9,5.01,3026.TW,427.5,❌ 暫避觀望,6.58,24.768250289687142,2.86,70.24,⚠️ 獲利稀釋,446.0
-53.89,-376.49,2026-03,力致,2.40%,2025,18.01%,127.95000000000002,0.02,3483.TWO,71.0,⚪ 中性觀察,3.74,8.323563892145367,0.17,183.33,⚠️ 獲利稀釋,559.82
-76.35,-378.04,2026-03,圓裕,N/A,2025,N/A,35.550000000000004,-2.38,6835.TW,30.0,⚪ 中性觀察,0.97,12.658227848101266,0.05,-94.38,📉 獲利侵蝕,283.66
-27.39,-379.13,2026-03,豐祥-KY,N/A,2025,N/A,446.99999999999994,-6.57,5288.TW,185.5,⚪ 中性觀察,12.25,6.224832214765101,3.59,-4.8,📉 獲利侵蝕,374.33
160.13,-379.19999999999993,2026-03,長園科,N/A,2025,N/A,31.350000000000005,237.84,8038.TWO,30.2999992371,⚪ 中性觀察,0.92,14.497607290478467,0.24,233.33,⚠️ 獲利稀釋,612.53
15.99,-379.2,2026-03,菱光,N/A,2025,N/A,154.2,-11.42,8249.TW,39.5,⚪ 中性觀察,4.03,3.842412451361868,0.37,-62.96,📉 獲利侵蝕,316.24
-6.72,-379.52,2026-03,龍德造船,N/A,2025,N/A,215.85000000000002,2.49,6753.TW,123.0,⚪ 中性觀察,5.98,8.547602501737318,2.7,82.43,⚠️ 獲利稀釋,461.95
-3.34,-380.01,2026-03,三陽工業,4.93%,2025,18.31%,222.15,-4.56,2206.TW,64.6999969482,⚪ 中性觀察,5.78,4.368669611627278,1.37,-11.76,📉 獲利侵蝕,368.25
-22.93,-380.22999999999996,2026-03,六暉-KY,6.19%,2025,18.21%,68.55000000000001,-4.72,2115.TW,21.7000007629,⚪ 中性觀察,1.58,4.748359029080962,0.27,-53.45,📉 獲利侵蝕,326.78
-53.88,-380.58,2026-03,�矬�,N/A,2025,N/A,65.7,-12.83,8349.TWO,39.4000015259,⚪ 中性觀察,1.93,8.995434138333334,0.61,1.47,⚠️ 獲利稀釋,382.05
-14.14,-380.99,2026-03,豐泰,N/A,2025,N/A,169.8,-4.54,9910.TW,70.4000015259,⚪ 中性觀察,5.1,6.2190814068816245,0.68,-41.38,📉 獲利侵蝕,339.61
-10.04,-383.32000000000005,2026-03,利機,4.42%,2025,18.10%,81.15,10.54,3444.TWO,61.5,⚪ 中性觀察,2.15,11.367837338262477,0.41,-48.1,📉 獲利侵蝕,335.22
-47.52,-383.87,2026-03,德淵,3.03%,2025,23.02%,27.0,-2.31,4720.TW,17.5,⚪ 中性觀察,0.74,9.722222222222221,0.2,-39.39,📉 獲利侵蝕,344.48
-72.09,-384.15999999999997,2026-03,北基,N/A,2025,N/A,10.799999999999999,-14.5,8927.TWO,19.5,❌ 暫避觀望,0.35,27.083333333333336,0.18,350.0,⚠️ 獲利稀釋,734.16
180.65,-385.19000000000005,2026-03,天擎,N/A,2025,N/A,2.0999999999999996,42.33,6708.TWO,37.7000007629,❌ 暫避觀望,0.25,269.285719735,-0.2,-322.22,📉 獲利侵蝕,62.97
-73.34,-386.04,2026-03,陽明,-1.94%,2025,5.67%,180.9,-26.56,2609.TW,50.0,⚪ 中性觀察,4.9,4.1459369817578775,0.41,-81.61,📉 獲利侵蝕,304.43
-13.89,-386.2,2026-03,全漢,-0.45%,2025,17.44%,63.15,12.58,3015.TW,48.9000015259,⚪ 中性觀察,1.86,11.615202262684086,0.37,85.0,⚠️ 獲利稀釋,471.2
457.5,-386.24,2026-03,吉祥全,-66.51%,2025,43.42%,32.699999999999996,-10.43,2491.TW,22.1499996185,⚪ 中性觀察,1.43,10.160550283715597,0.85,173.28,⚠️ 獲利稀釋,559.52
-97.61,-386.54,2026-03,大井泵浦,N/A,2025,N/A,24.45,0.3,6982.TWO,46.3499984741,❌ 暫避觀望,0.06,28.43558188595092,0.1,-87.5,📉 獲利侵蝕,299.04
