股票代碼         名稱              收盤價       最佳均線          勝率%            報酬%       次數        外資5日買 目前狀態                
00663L.TW    國泰臺灣加權正2       57.8          3        61.54           2.31        3         -396 📉 觀望/賣出             
00664R.TW    國泰臺灣加權反1       2.35          6        44.44          -1.22        3          -15 📈 持有                
00665L.TW    富邦恒生國企正2       9.27          3         50.0          -1.68        4        -2739 📉 觀望/賣出             
00666R.TW    富邦恒生國企反1       9.43          8         45.0           0.63        3            0 📈 持有                
00669R.TW    國泰美國道瓊反1       6.02         16        59.09           1.71        3            0 📈 持有                
00671R.TW    富邦NASDAQ反1     3.03         19         40.0          -0.44        3            0 📈 持有                
00673R.TW    期元大S&P原油反1     18.6         13          0.0            0.0        0           -4 📉 觀望/賣出             
00674R.TW    期元大S&P黃金反1     5.71         17         87.5          17.98        0          -29 📈 持有                
00675L.TW    富邦臺灣加權正2     175.35          3        71.43           1.73        3          -48 📉 觀望/賣出             
00676R.TW    富邦臺灣加權反1       7.98          6         40.0          -1.47        3          -21 📈 持有                
00679B.TWO   元大美債20年       27.12         14        56.25           2.35        1         9467 📉 觀望/賣出             
00680L.TW    元大美債20正2       7.02          7         60.0           2.57        3         1945 📉 觀望/賣出             
00685L.TW    群益臺灣加權正2     157.75          3        71.43            1.7        3          -23 📉 觀望/賣出             
00686R.TW    群益臺灣加權反1       1.42          5         40.0          -0.72        2           45 📈 持有                
00687B.TWO   國泰20年美債       28.18          7        53.33            1.5        3        -9095 📉 觀望/賣出             
00688L.TW    國泰20年美債正2      6.99          7        57.14           2.72        3         2159 📉 觀望/賣出             
00693U.TW    期街口S&P黃豆      21.99          8        78.26           6.74        3           56 📉 觀望/賣出             
00696B.TWO   富邦美債20年        29.5         14        56.25           2.32        1         3770 📉 觀望/賣出             
00700.TW     富邦�琤肭磪�       17.06          3        41.67           0.04        5          192 📉 觀望/賣出             
00703.TW     台新MSCI中國       20.0          3        53.85          -0.71        5            0 📉 觀望/賣出             
00708L.TW    期元大S&P黃金正2     85.2          5        77.78          29.44        3        -3211 📉 觀望/賣出             
00712.TW     復華富時不動產        8.48         17          0.0            0.0        0        -6382 📉 觀望/賣出             
00713.TW     元大台灣高息低波      51.35          3        70.59           2.45        5          106 📉 觀望/賣出             
00715L.TW    期街口布蘭特正2       54.0         11        66.67         154.96        0         2083 📈 持有                
00719B.TWO   元大美債1-3       31.47         11        47.62           0.38        1        -1147 📈 持有                
00720B.TWO   元大投資級公司債      33.09         17        38.46          -0.45        1        11295 📉 觀望/賣出             
00722B.TWO   群益投資級電信債       36.3         13        30.77          -0.96        2         2348 📉 觀望/賣出             
00724B.TWO   群益投資級金融債      33.89         13        45.45           0.55        1         1422 📉 觀望/賣出             
00725B.TWO   國泰投資級公司債      35.15         17         50.0           -0.0        1         6537 📉 觀望/賣出             
00735.TW     國泰臺韓科技        66.65          3        69.23           0.87        4          -58 📉 觀望/賣出             
00738U.TW    期元大道瓊白銀       54.25          5        58.33          12.99        3        -3628 📉 觀望/賣出             
00740B.TWO   富邦全球投等債       38.56         17        53.33           0.14        1         5246 📉 觀望/賣出             
00746B.TWO   未知            35.77         12         50.0           0.36        1         3712 📉 觀望/賣出             
00749B.TWO   凱基新興債10+      31.41         19        38.89           0.56        2           -3 📉 觀望/賣出             
00751B.TWO   元大AAA至A公司債    31.59         18        41.67          -0.97        2         8716 📉 觀望/賣出             
00752.TW     中信中國50        23.62          3         50.0          -1.45        5         -816 📉 觀望/賣出             
00753L.TW    中信中國50正2       9.94          4        58.33          -2.28        4       -10872 📉 觀望/賣出             
00757.TW     統一FANG+      107.85         10         50.0          -1.97        3           -5 📉 觀望/賣出             
00761B.TWO   國泰A級公司債        34.6         17        33.33          -0.17        1          164 📉 觀望/賣出             
00764B.TWO   群益25年美債       28.21         13        53.33            0.9        2         1963 📉 觀望/賣出             
00768B.TWO   復華20年美債       51.15         14         60.0           1.43        1          578 📉 觀望/賣出             
00770.TW     國泰北美科技         51.0          4         50.0          -5.79        5          184 📉 觀望/賣出             
00772B.TWO   中信高評級公司債      33.71         18        41.67          -0.07        1         6250 📉 觀望/賣出             
00773B.TWO   中信優先金融債       35.75         13        46.15           0.25        2         2356 📉 觀望/賣出             
00780B.TWO   國泰A級金融債       37.69         16        36.84           0.05        2            0 📉 觀望/賣出             
00795B.TWO   中信美國公債20年     27.36         13        56.25           2.37        1         5857 📉 觀望/賣出             
00830.TW     國泰費城半導體       54.25         12        55.56          -4.24        3         5340 📉 觀望/賣出             
00852L.TW    未知            27.56         12         40.0          -5.94        2            0 📉 觀望/賣出             
00857B.TWO   永豐20年美公債      23.47         14        56.25           2.42        1         1058 📉 觀望/賣出             
00864B.TWO   中信美國公債0-1     46.77         16        40.91           0.84        1         -200 📈 持有                
00865B.TW    國泰US短期公債      48.54         16         50.0           1.42        1         -158 📈 持有                
00875.TW     國泰網路資安        38.81         20        53.85           4.05        0          265 📈 持有                
00877.TWO    復華中國5G         27.0         20         40.0         -11.32        5         1805 📉 觀望/賣出             
00878.TW     國泰永續高股息       22.08          5         80.0           5.39        4        -9459 📉 觀望/賣出             
00881.TW     國泰台灣科技龍頭      36.12          3        72.22          10.44        5         2561 📉 觀望/賣出             
00882.TW     中信中國高股息       15.54          3        64.71           5.86        4          250 📉 觀望/賣出             
00885.TW     富邦越南          16.61          7        41.67          -1.89        5        -3415 📉 觀望/賣出             
00887.TWO    永豐中國科技50大     12.15          6        52.94          -0.11        5         1375 📉 觀望/賣出             
00891.TW     中信關鍵半導體       23.91          4        63.64          14.43        4         7491 📉 觀望/賣出             
00893.TW     國泰智能電動車       32.89          6        47.37          -1.93        4         1036 📉 觀望/賣出             
00900.TW     富邦特選高股息30      14.1          3        64.29           1.17        4           35 📉 觀望/賣出             
00902.TW     中信電池及儲能        13.8          4        52.94           7.71        4         1145 📉 觀望/賣出             
00904.TW     新光臺灣半導體30     28.37          4         65.0          15.04        4        -1916 📉 觀望/賣出             
00909.TW     國泰數位支付服務      39.31          5         50.0          -6.05        4         1167 📉 觀望/賣出             
00910.TW     第一金太空衛星       57.95          6        45.45          -0.88        4           95 📈 持有                
00915.TW     凱基優選高股息30     23.03          6        57.89           2.16        4          400 📉 觀望/賣出             
00918.TW     大華優利高填息30     22.03          3        58.82           0.15        4         -349 📉 觀望/賣出             
00919.TW     群益台灣精選高息      22.41          3         60.0           0.71        5         8722 📉 觀望/賣出             
00922.TW     國泰台灣領袖50      27.52          3        71.43           8.41        3       -17091 📉 觀望/賣出             
00923.TW     群益台ESG低碳50     28.3          4         65.0           8.65        4           62 📉 觀望/賣出             
00924.TW     復華S&P500成長    27.52         16        28.57          -3.81        4          -90 📉 觀望/賣出             
00927.TW     群益半導體收益       24.03          5         70.0          14.15        4          807 📉 觀望/賣出             
00929.TW     復華台灣科技優息      19.18          4        66.67           5.75        4         7968 📉 觀望/賣出             
00931B.TWO   統一美債20年       13.72         13        53.33           1.53        1         2858 📉 觀望/賣出             
00933B.TWO   國泰10Y+金融債     15.99         12         50.0           0.56        1         9211 📉 觀望/賣出             
00935.TW     野村臺灣新科技50     36.65          3        73.68          16.86        4            0 📉 觀望/賣出             
00936.TW     台新永續高息中小      17.47          4         60.0           9.59        3         2797 📉 觀望/賣出             
00937B.TWO   群益ESG投等債20+    14.77         14        41.67          -0.12        2       103276 📉 觀望/賣出             
00939.TW     統一台灣高息動能      15.42          3        73.68           7.89        4         2804 📉 觀望/賣出             
00940.TW     元大台灣價值高息       9.56          4        71.43           4.81        4          790 📉 觀望/賣出             
00941.TW     中信上游半導體       21.34          5        52.38           8.29        4         1700 📉 觀望/賣出             
00942B.TWO   台新美A公司債20+    14.32         16        42.86          -1.41        2         2214 📉 觀望/賣出             
00945B.TW    凱基美國非投等債      14.44         10        53.85          -0.09        2         5780 📉 觀望/賣出             
00946.TW     群益科技高息成長       9.96          4        71.43            7.7        3         1042 📉 觀望/賣出             
00947.TW     台新臺灣IC設計      23.65          8        66.67           9.29        3          -38 📉 觀望/賣出             
00948B.TWO   中信優息投資級債       9.43         18        46.15          -0.11        1        18591 📉 觀望/賣出             
00949.TW     復華日本龍頭        18.91          3        46.15           4.84        4           34 📉 觀望/賣出             
00950B.TWO   凱基A級公司債       14.12         17        46.15          -0.21        1         9771 📉 觀望/賣出             
00951.TW     台新日本半導體       13.07          6         50.0            9.5        3          144 📉 觀望/賣出             
00952.TW     凱基台灣AI50      12.78          3         70.0            9.8        5         1050 📉 觀望/賣出             
00953B.TW    群益優選非投等債       9.67         18        33.33          -0.39        2        19641 📈 持有                
00955.TWO    中信日本商社        15.26          3        71.43           12.4        3        -3053 📉 觀望/賣出             
00959B.TWO   大華投等美債15Y+     9.37          5        57.14          -0.31        4         2431 📉 觀望/賣出             
00963.TW     中信全球高股息       12.08          7        61.54           4.11        2          247 📉 觀望/賣出             
00965.TW     元大航太防衛科技      24.51          3        64.29          -1.94        4         2419 📉 觀望/賣出             
00968B.TWO   元大優息投等債        9.25         15         50.0           0.03        1         4876 📉 觀望/賣出             
00969B.TWO   未知             8.47          4        55.56           1.03        3         1566 📉 觀望/賣出             
00970B.TWO   新光BBB投等債20+     9.32         18        61.54          -0.13        1          -41 📉 觀望/賣出             
009801.TW    中信美國創新科技       10.3         20        16.67          -5.93        5          162 📉 觀望/賣出             
009803.TW    保德信市值動能50      15.2          4        57.14           7.61        4          784 📉 觀望/賣出             
009805.TW    新光美國電力基建      14.75          3        57.14           8.72        4           58 📉 觀望/賣出             
00980A.TW    主動野村臺灣優選      17.11          3        63.64          10.12        6         1750 📉 觀望/賣出             
009811.TW    統一美國50        11.08         19          0.0           -1.6        2           63 📉 觀望/賣出             
009813.TW    貝萊德標普卓越50      9.94         19          0.0          -1.13        1           30 📉 觀望/賣出             
009814.TWO   富邦標普500        9.76         13          0.0          -2.81        2          -15 📉 觀望/賣出             
009815.TWO   大華美國MAG7+      9.31         20          0.0          -1.35        1        -1450 📉 觀望/賣出             
009816.TW    凱基台灣TOP50     10.48          3        71.43           4.75        2         5456 📉 觀望/賣出             
009817.TW    國泰日本不動產        9.62         15          0.0            0.0        0         1468 📉 觀望/賣出             
00981A.TW    主動統一台股增長      20.01          3         62.5           2.41        2       -12355 📉 觀望/賣出             
00981B.TWO   第一金優選非投債       9.25         16        42.86          -0.64        2         9374 📉 觀望/賣出             
00981D.TWO   主動中信非投等債      10.32         18         25.0          -0.67        2          435 📉 觀望/賣出             
00982A.TW    主動群益台灣強棒      16.15          9        57.14           0.87        1         1524 📉 觀望/賣出             
00982D.TW    主動富邦動態入息       10.0         11          0.0            0.0        0         1525 📉 觀望/賣出             
00983A.TW    主動中信ARK創新      10.7         20          0.0            0.0        0          853 📉 觀望/賣出             
00984B.TWO   大華優利美A債15     16.37          4        57.14            0.3        4         9808 📉 觀望/賣出             
00985A.TW    主動野村台灣50      16.03          3        68.42          11.46        4          602 📉 觀望/賣出             
00985B.TW    群益ESG投等債0-5    10.32         11         37.5          -0.42        3         4936 📉 觀望/賣出             
00987A.TW    主動台新優勢成長      11.87         16        57.14            2.5        0        -2752 📈 持有                
00988A.TW    主動統一全球創新      12.68          9         50.0          -0.31        1         9626 📉 觀望/賣出             
00989A.TW    未知            13.96         20         60.0          -2.13        1          854 📉 觀望/賣出             
00990A.TW    主動元大AI新經濟     11.98          6        51.85           3.41        4        16049 📉 觀望/賣出             
00991A.TW    主動復華未來50      12.25          4         50.0           5.51        2       -29435 📉 觀望/賣出             
00992A.TW    主動群益科技創新      12.86          3        71.43           3.39        2        -3789 📉 觀望/賣出             
00993A.TW    主動安聯台灣        10.22          3        66.67           6.74        2         7566 📉 觀望/賣出             
00994A.TW    未知            12.08          3        65.22          19.25        5        -1545 📉 觀望/賣出             
00995A.TW    主動中信台灣卓越      11.64          3        64.29           8.42        3        -2905 📉 觀望/賣出             
02001L.TW    未知            61.95          7         50.0            2.5        1            0 📉 觀望/賣出             
02001R.TW    未知             0.73          3          0.0            0.0        0            0 📉 觀望/賣出             
020030.TW    統一智慧電動車N      11.32          3         80.0           1.16        0            0 📉 觀望/賣出             
1101.TW      台泥            22.55          3        54.55           8.86        4       -11173 📉 觀望/賣出             
1102.TW      亞泥             34.7         19         50.0           -1.4        1       -11968 📈 持有                
1110.TW      東泥             14.9          4        46.15           -3.0        5          -72 📉 觀望/賣出             
1203.TW      味王             38.5          3        41.67           -2.5        7          -20 📈 持有                
1210.TW      大成             53.9         19        58.33           4.05        2         1086 📈 持有                
1213.TW      大飲             9.98         20         25.0          -5.57        2            0 📈 持有                
1216.TW      統一             70.1          6         40.0           -3.1        4       -12960 📉 觀望/賣出             
1218.TW      泰山             19.2          4        56.25           4.37        4          401 📉 觀望/賣出             
1219.TW      福壽            13.65          7        46.67          -2.52        4          114 📈 持有                
1220.TW      台榮             12.4          4        44.44            0.8        4          -14 📉 觀望/賣出             
1225.TW      福懋油            31.7          7        52.38           7.45        5           88 📉 觀望/賣出             
1229.TW      聯華             44.1         11         30.0           -5.1        4           38 📈 持有                
1235.TW      興泰             39.2          5         50.0           1.74        3          -21 📈 持有                
1256.TW      鮮活果汁-KY       148.0          3         40.0          -8.35        5          -21 📉 觀望/賣出             
1259.TWO     安心             59.6          5         37.5          -3.32        4           -1 📉 觀望/賣出             
1294.TWO     漢田生技           81.2         19        45.83           4.71        2           18 📉 觀望/賣出             
1295.TWO     生合             68.5         19          0.0            0.0        0            4 📉 觀望/賣出             
1301.TW      台塑            45.05          3        63.64          10.81        4        -7330 📉 觀望/賣出             
1303.TW      南亞             72.3          4        46.15           9.06        4       -33086 📉 觀望/賣出             
1304.TW      台聚            15.35         15        45.83           15.4        1          410 📈 持有                
1305.TW      華夏            17.75         14        47.83          35.79        2          275 📈 持有                
1307.TW      三芳             34.0         20        47.62           3.03        0         -254 📉 觀望/賣出             
1308.TW      亞聚            17.65         14        40.91          10.73        2        -2090 📈 持有                
1309.TW      台達化            20.0         13        51.85           54.8        1         2693 📈 持有                
1310.TW      台苯            11.55         18        54.17          25.79        1        -1484 📈 持有                
1312.TW      國喬            13.95          6        28.57          -6.81        3        -3411 📉 觀望/賣出             
1313.TW      聯成            12.65          5        57.14          18.67        4        -1067 📉 觀望/賣出             
1314.TW      中石化            8.32         18         37.5            3.9        1        -2008 📉 觀望/賣出             
1319.TW      東陽             82.2          5         37.5           3.82        2        -4159 📉 觀望/賣出             
1323.TW      永裕             19.0         18         50.0          -0.56        1           13 📈 持有                
1326.TW      台化             43.0          3        63.64           23.2        3        -9617 📉 觀望/賣出             
1337.TW      再生-KY          6.28          7         50.0          27.28        2         -116 📈 持有                
1338.TW      廣華-KY         14.35          3         50.0           1.12        2            0 📉 觀望/賣出             
1340.TW      勝悅-KY          6.86          5         45.0           2.29        5          120 📉 觀望/賣出             
1341.TW      富林-KY          57.6          3         70.0           1.57        5           -2 📉 觀望/賣出             
1402.TW      遠東新            26.1         18         20.0          -7.11        5       -18673 📉 觀望/賣出             
1409.TW      新纖             15.8          4        66.67          10.17        3        -2598 📉 觀望/賣出             
1413.TW      宏洲             9.67         16        38.46          -4.93        3           -4 📉 觀望/賣出             
1414.TW      東和            17.65         20        61.11           0.49        2         -142 📉 觀望/賣出             
1418.TW      東華             19.0         19          0.0          -2.99        2            1 📉 觀望/賣出             
1419.TW      新紡             60.7         11         50.0           2.35        1           -6 📉 觀望/賣出             
1432.TW      大魯閣           17.95         12         38.1          -0.29        1           40 📈 持有                
1434.TW      福懋            16.35         14        44.44            0.7        2        -1552 📉 觀望/賣出             
1435.TW      中福             18.1         20        57.14          -2.32        1           -2 📉 觀望/賣出             
1436.TW      華友聯            53.5         18          0.0          -4.43        1          -32 📉 觀望/賣出             
1438.TW      三地開發           28.7          3         37.5           3.58        4           -9 📉 觀望/賣出             
1439.TW      雋揚             27.9          6         60.0           0.39        2           -6 📉 觀望/賣出             
1440.TW      南紡             12.8          3        45.45           0.75        4         1483 📉 觀望/賣出             
1442.TW      名軒             26.5          6        57.14          -2.83        4         -535 📉 觀望/賣出             
1443.TW      立益物流          24.15         20        33.33          -7.75        3            2 📉 觀望/賣出             
1444.TW      力麗             6.21          3        42.86           3.38        3          700 📉 觀望/賣出             
1447.TW      力鵬              5.1          3        22.22         -14.52        7        -3187 📉 觀望/賣出             
1449.TW      佳和             12.0          4         50.0          15.05        5         -791 📉 觀望/賣出             
1453.TW      大將             12.4         17        33.33           1.92        1            7 📉 觀望/賣出             
1455.TW      集盛             8.86          6        71.43           25.2        2          350 📉 觀望/賣出             
1456.TW      怡華             14.5          6        31.25          -9.33        7            9 📈 持有                
1459.TW      聯發             11.6          3         60.0           6.42        2          -75 📉 觀望/賣出             
1460.TW      宏遠             7.23         12        72.73           6.87        2          152 📈 持有                
1466.TW      聚隆             16.7          6        60.87          20.88        3          -50 📉 觀望/賣出             
1470.TW      大統新創           22.2          3        33.33          -3.01        5           -1 📉 觀望/賣出             
1471.TW      首利            13.05          4         50.0          21.68        1          396 📉 觀望/賣出             
1476.TW      儒鴻            348.0         16         37.5           -0.6        1         -727 📉 觀望/賣出             
1477.TW      聚陽            270.0         14         50.0          -2.17        1        -2065 📉 觀望/賣出             
1503.TW      士電            191.5          7        46.67          20.58        3          164 📉 觀望/賣出             
1504.TW      東元             64.6         19          0.0            0.0        0        -2963 📉 觀望/賣出             
1512.TW      瑞利             7.71          5        66.67           0.91        1           45 📈 持有                
1513.TW      中興電           156.5          8        53.33           13.7        3          -82 📉 觀望/賣出             
1514.TW      亞力            113.0          3        64.29          32.38        4         1180 📉 觀望/賣出             
1516.TW      川飛             22.2          4        58.82           3.97        6          -20 📉 觀望/賣出             
1519.TW      華城            881.0          3        63.64          30.06        2          -22 📉 觀望/賣出             
1522.TW      堤維西            32.2          8         62.5           9.09        1         -687 📉 觀望/賣出             
1525.TW      江申             60.7          8        45.45          -4.02        3           -5 📉 觀望/賣出             
1528.TW      恩德             21.2          4        61.54          36.48        2         -682 📉 觀望/賣出             
1529.TW      樂事綠能           25.2          4        71.43          50.38        3          119 📉 觀望/賣出             
1535.TW      中宇             52.7          3        57.14           6.96        6           16 📉 觀望/賣出             
1536.TW      和大             51.1         20          0.0          -2.39        1        -3181 📉 觀望/賣出             
1537.TW      廣隆            123.5          4         40.0            0.0        5          -64 📉 觀望/賣出             
1538.TW      正峰             15.0          5         50.0          -2.49        3           -1 📉 觀望/賣出             
1560.TW      中砂            446.0          3        45.45          15.75        4          872 📉 觀望/賣出             
1563.TW      巧新            40.05         19          0.0            0.0        0          -98 📉 觀望/賣出             
1568.TW      倉佑            22.45          4        68.75          11.31        1          -18 📉 觀望/賣出             
1569.TWO     濱川             50.0          4        61.54          10.51        3          200 📉 觀望/賣出             
1582.TW      信錦             82.0         11        53.57          31.82        2        -2769 📉 觀望/賣出             
1583.TW      程泰             43.5          4         60.0           8.55        3           -3 📉 觀望/賣出             
1584.TWO     精剛            21.85          6        53.33          -6.58        5          178 📉 觀望/賣出             
1587.TW      吉茂             34.7         15          0.0            0.0        0          134 📉 觀望/賣出             
1589.TW      永冠-KY          7.81         18          0.0            0.0        0          155 📉 觀望/賣出             
1590.TW      亞德客-KY        953.0         15        73.68          16.75        1         -185 📉 觀望/賣出             
1591.TWO     駿吉-KY          40.7         20        16.67          -2.75        2          -64 📉 觀望/賣出             
1593.TWO     祺驊            34.55          4        57.14           5.71        2            0 📉 觀望/賣出             
1595.TWO     川寶             42.0         13        36.84          -6.44        4         -130 📈 持有                
1597.TW      直得             81.9          8        57.14           11.6        3          105 📈 持有                
1599.TWO     宏佳騰           25.85          9          0.0          -3.17        1           -8 📉 觀望/賣出             
1603.TW      華電            33.25         11        42.86           1.45        2         -807 📉 觀望/賣出             
1605.TW      華新             30.3          5         50.0          -0.28        4        -3791 📉 觀望/賣出             
1608.TW      華榮             31.9         20          0.0           -5.8        1         -589 📉 觀望/賣出             
1609.TW      大亞             32.3          5        71.43           6.58        2        -6486 📉 觀望/賣出             
1611.TW      中電            13.25          6        36.84           0.38        5          -56 📉 觀望/賣出             
1612.TW      宏泰            35.35          4        46.15           5.27        4         -224 📉 觀望/賣出             
1616.TW      億泰            24.15          4         50.0           0.73        3           87 📉 觀望/賣出             
1623.TW      大東電           191.5          3        42.86           0.98        3         -179 📉 觀望/賣出             
1708.TW      東鹼            43.05         18        56.52           1.65        1         3761 📈 持有                
1709.TW      和益             18.1         18        41.67           3.69        1          -65 📈 持有                
1710.TW      東聯             15.0         17        46.67          -3.19        3         -811 📈 持有                
1711.TW      永光             38.6         18        73.91          70.42        0        -2429 📈 持有                
1712.TW      興農            44.75          3        56.25           0.11        6         2176 📈 持有                
1714.TW      和桐             9.38          4        46.15            0.7        6         -214 📉 觀望/賣出             
1717.TW      長興             60.2          5        66.67          21.19        3        15651 📉 觀望/賣出             
1718.TW      中纖             7.57         20        42.86          -3.75        2         -104 📈 持有                
1721.TW      三晃             18.1          5        66.67          -3.29        2         -794 📉 觀望/賣出             
1722.TW      台肥             45.0         19         50.0          -2.53        2        -1174 📉 觀望/賣出             
1723.TW      中碳             73.0          6        52.63           4.14        3         -722 📉 觀望/賣出             
1725.TW      元禎             31.4          5         50.0          -2.46        3          -37 📉 觀望/賣出             
1726.TW      永記             75.5          3        54.55           0.64        4          -17 📉 觀望/賣出             
1727.TW      中華化            50.8         16        43.75           4.42        0        -2045 📉 觀望/賣出             
1733.TW      五鼎             29.8          3         70.0           2.36        3          -82 📈 持有                
1735.TW      日勝化           26.85         18         55.0          46.42        1           34 📈 持有                
1736.TW      喬山            124.5         16          0.0            0.0        0           70 📉 觀望/賣出             
1742.TWO     台蠟            17.25         20        33.33          -9.38        2            0 📈 持有                
1760.TW      寶齡富錦           63.9         13         50.0           3.84        1           38 📈 持有                
1762.TW      中化生            29.4         10         50.0           0.91        3           28 📉 觀望/賣出             
1773.TW      勝一            142.5          3         50.0          -1.52        3           71 📉 觀望/賣出             
1776.TW      展宇            15.55          4         40.0           6.58        4           38 📉 觀望/賣出             
1784.TWO     訊聯             81.6          5        42.86          -1.27        3         -148 📉 觀望/賣出             
1785.TWO     光洋科            89.5          4        68.18          49.67        5         1591 📉 觀望/賣出             
1789.TW      神隆             20.8          3        54.55           4.31        4         -493 📉 觀望/賣出             
1795.TW      美時            203.5          7        64.71           9.59        3        -6892 📉 觀望/賣出             
1796.TWO     金穎生技           37.6         11          0.0            0.0        0           -6 📉 觀望/賣出             
1799.TWO     易威             36.8          3         50.0          27.65        5         -279 📉 觀望/賣出             
1802.TW      台玻             51.9          9        42.86          -2.94        3       -78875 📉 觀望/賣出             
1805.TW      寶徠             11.5          6         62.5           7.98        2           -6 📈 持有                
1808.TW      潤隆            30.45          3        36.36          -1.39        3         -492 📉 觀望/賣出             
1809.TW      中釉            27.45          5        58.82          45.77        3          422 📉 觀望/賣出             
1815.TWO     富喬             98.8          4         37.5          -0.61        3       -12257 📉 觀望/賣出             
1904.TW      正隆            18.65          7        64.29           3.88        3          554 📈 持有                
1905.TW      華紙             12.3          3         62.5           4.77        3          780 📈 持有                
2002.TW      中鋼             19.2         16        57.14           3.32        1       -54705 📉 觀望/賣出             
2006.TW      東和鋼鐵           72.7          3        82.35          13.57        2         8372 📉 觀望/賣出             
2007.TW      燁興             8.48          3          0.0          -6.63        4          277 📉 觀望/賣出             
2009.TW      第一銅            40.3         18        66.67            0.0        1        -1272 📉 觀望/賣出             
2010.TW      春源            24.85          3        66.67          12.06        4          763 📉 觀望/賣出             
2012.TW      春雨             15.8          3         30.0          -1.37        6          -71 📉 觀望/賣出             
2013.TW      中鋼構            45.0         12         60.0           1.85        2          224 📈 持有                
2014.TW      中鴻            18.45          5         50.0          13.74        5         3150 📈 持有                
2017.TW      官田鋼            10.2         18        44.44          11.83        1         -755 📈 持有                
2022.TW      聚亨             9.37          3        30.77           0.86        6          574 📉 觀望/賣出             
2023.TW      燁輝             14.5         19         40.0          -1.01        2        -2589 📉 觀望/賣出             
2024.TW      志聯            14.95          3         50.0          -6.79        5           -1 📉 觀望/賣出             
2025.TW      千興            11.95          3         40.0           8.26        2           30 📉 觀望/賣出             
2027.TW      大成鋼            36.7          3        42.86          -2.06        6        19083 📉 觀望/賣出             
2028.TW      威致             18.9          3        33.33           8.73        2           79 📉 觀望/賣出             
2030.TW      彰源             16.3          3         40.0           4.66        4         -621 📈 持有                
2031.TW      新光鋼           40.25         11        42.86          -1.18        3          217 📈 持有                
2032.TW      新鋼             16.9          9         40.0           7.22        2         -223 📈 持有                
2033.TW      佳大            15.35          5        16.67         -11.23        6          -28 📉 觀望/賣出             
2034.TW      允強             20.2          9        52.94          -0.78        3         -102 📉 觀望/賣出             
2035.TWO     唐榮             27.7          4         30.0           0.86        4            0 📉 觀望/賣出             
2038.TW      海光            15.85          4         60.0           4.57        4          327 📈 持有                
2049.TW      上銀            225.5          6         50.0          12.84        3         -908 📉 觀望/賣出             
2059.TW      川湖           3520.0          5        57.89           9.58        4           24 📈 持有                
2061.TWO     風青             16.8          3        14.29          -5.69        4            6 📉 觀望/賣出             
2064.TWO     晉椿             11.7         10        61.11          -3.26        3            4 📉 觀望/賣出             
2066.TWO     世德            49.95          3        55.56          10.78        4           -7 📉 觀望/賣出             
2067.TWO     嘉鋼             7.97         13        33.33          -5.12        3          -14 📉 觀望/賣出             
2069.TW      運錩            18.55          4        55.56           3.52        5          251 📉 觀望/賣出             
2070.TWO     精湛             39.5         19         25.0          -2.24        1           28 📈 持有                
2072.TWO     世紀風電          242.0         16        58.82          11.71        1            0 📉 觀望/賣出             
2101.TW      南港            34.95         19         50.0          -0.25        1         -405 📈 持有                
2103.TW      台橡            19.65         11        55.17          28.13        3        -3909 📉 觀望/賣出             
2104.TW      國際中橡          12.15          3        54.55           7.08        4         -703 📉 觀望/賣出             
2105.TW      正新             30.4          9        47.06          -0.39        3        -1880 📈 持有                
