gm,advice,pe,eps_yoy,eps,prev_eps,est_price,prev_rev_yoy,om,prev_eps_yoy,symbol,name,rev_yoy,status,price,date,prev_year,expansion
N/A,⚪ 中性觀察,8.431952662721894,-7.55,0.5,1.38,50.699999999999996,-1.77,N/A,-36.28,5353.TWO,台林,285.87,📉 獲利侵蝕,28.5,2026-03,2025,-293.42
N/A,⚪ 數據不足,0.0,-22.86,-0.43,-1.15,-60.44999999999999,-1.12,N/A,-428.57,6240.TWO,松崗,270.61,📉 獲利侵蝕,18.3999996185,2026-03,2025,-293.47
N/A,⚪ 中性觀察,12.565597222769679,-14.47,1.36,1.16,51.45,-5.35,N/A,-77.08,8941.TWO,關中,280.23,📉 獲利侵蝕,43.0999984741,2026-03,2025,-294.70000000000005
N/A,⚪ 中性觀察,6.699410309253438,-52.56,0.37,5.56,152.7,373.32,N/A,-69.48,5314.TWO,世紀*,242.32,📉 獲利侵蝕,68.1999969482,2026-03,2025,-294.88
N/A,❌ 暫避觀望,37.889907556972474,19.35,0.37,0.55,16.35,16.61,N/A,-63.09,8222.TW,寶一,314.37,⚠️ 獲利稀釋,41.2999992371,2026-03,2025,-295.02
N/A,⚪ 中性觀察,9.40362119827476,-70.52,0.51,4.36,140.85000000000002,3.44,N/A,-34.8,6284.TWO,佳邦,224.56,📉 獲利侵蝕,88.3000030518,2026-03,2025,-295.08
N/A,⚪ 數據不足,0.0,-175.0,-1.43,0.17,-4.199999999999994,-32.24,N/A,104.91,5227.TWO,立凱-KY,120.26,📉 獲利侵蝕,31.25,2026-03,2025,-295.26
N/A,⚪ 中性觀察,3.3569531909565993,27.64,1.57,4.21,169.35,3.01,N/A,13.48,1618.TW,合機,323.3,⚠️ 獲利稀釋,37.9000015259,2026-03,2025,-295.66
18.05%,❌ 暫避觀望,36.31944391458334,300.0,0.04,0.37,10.799999999999999,23.11,2.96%,188.1,1587.TW,吉茂,596.06,⚠️ 獲利稀釋,26.1499996185,2026-03,2025,-296.05999999999995
N/A,⚪ 中性觀察,11.180679785330948,40.18,1.58,4.34,167.7,21.66,N/A,-2.92,6913.TWO,鴻呈,336.78,⚠️ 獲利稀釋,125.0,2026-03,2025,-296.59999999999997
19.83%,⚪ 中性觀察,4.472960516691109,9.52,0.92,4.56,163.65,-9.29,7.42%,-12.98,2488.TW,漢平,307.38,⚠️ 獲利稀釋,48.7999992371,2026-03,2025,-297.86
N/A,❌ 暫避觀望,16.47642717764268,-136.07,-0.45,2.51,60.44999999999999,-11.79,N/A,-48.7,6597.TWO,立誠,163.62,📉 獲利侵蝕,66.4000015259,2026-03,2025,-299.69
23.43%,⚪ 中性觀察,6.427015250544662,29.6,1.62,3.71,137.7,-7.95,12.74%,-30.65,1341.TW,富林-KY,329.53,⚠️ 獲利稀釋,59.0,2026-03,2025,-299.92999999999995
N/A,⚪ 中性觀察,4.932432285144787,-34.37,0.63,4.27,155.39999999999998,6.42,N/A,3.41,3484.TWO,崧騰,265.7,📉 獲利侵蝕,51.0999984741,2026-03,2025,-300.07
N/A,❌ 暫避觀望,52.22222363518518,-22.22,0.07,0.22,4.050000000000001,-8.96,N/A,-80.53,5450.TWO,南良,277.89,📉 獲利侵蝕,14.1000003815,2026-03,2025,-300.11
N/A,⚪ 中性觀察,6.135670731707317,-49.06,0.54,3.08,98.39999999999999,-8.15,N/A,-26.71,9924.TW,福興,251.13,📉 獲利侵蝕,40.25,2026-03,2025,-300.19
N/A,⚪ 中性觀察,6.00175773741652,-14.81,0.46,2.24,85.35000000000001,2.91,N/A,6.16,5902.TWO,德記,285.59,📉 獲利侵蝕,34.1500015259,2026-03,2025,-300.4
23.89%,⚪ 數據不足,0.0,-59.38,-0.51,-1.3,-57.15,-18.27,-8.96%,-6600.0,3499.TWO,環天科,241.39,📉 獲利侵蝕,14.5,2026-03,2025,-300.77
14.11%,❌ 暫避觀望,16.724496877168633,73.15,2.58,5.46,216.15,11.63,9.96%,11.43,2645.TW,長榮航太,374.3,⚠️ 獲利稀釋,241.0,2026-03,2025,-301.15
N/A,⚪ 數據不足,0.0,-9.76,-0.45,-0.8,-36.75,-81.41,N/A,-480.95,2509.TW,全坤建,291.48,📉 獲利侵蝕,13.1999998093,2026-03,2025,-301.24
N/A,⚪ 中性觀察,7.519455549785993,-31.4,0.83,4.01,154.2,9.39,N/A,-22.33,6469.TWO,大樹,269.93,📉 獲利侵蝕,77.3000030518,2026-03,2025,-301.33
N/A,❌ 暫避觀望,32.52427184466019,68.75,0.27,2.3,61.800000000000004,6.1,N/A,69.12,5432.TWO,新門,370.94,⚠️ 獲利稀釋,134.0,2026-03,2025,-302.19
N/A,⚪ 中性觀察,10.684573330164012,41.75,5.66,16.28,631.05,59.94,N/A,41.2,7744.TWO,崴寶,344.68,⚠️ 獲利稀釋,449.5,2026-03,2025,-302.93
N/A,⚪ 數據不足,0.0,-195.24,-0.4,0.1,-6.15,2.56,N/A,-93.2,7402.TWO,邑錡,108.1,📉 獲利侵蝕,141.5,2026-03,2025,-303.34000000000003
N/A,⚪ 中性觀察,4.724695620570598,-20.46,6.96,22.45,825.45,5.01,N/A,-18.94,6670.TW,復盛應用,283.01,📉 獲利侵蝕,260.0,2026-03,2025,-303.46999999999997
32.82%,❌ 暫避觀望,33.22727272727273,12.7,1.42,4.99,165.0,2.53,27.31%,-18.86,3374.TWO,精材,316.58,⚠️ 獲利稀釋,365.5,2026-03,2025,-303.88
23.30%,❌ 暫避觀望,27.07373271889401,38.89,0.75,1.86,65.1,3.65,7.20%,-9.71,3624.TWO,光頡,342.78,⚠️ 獲利稀釋,117.5,2026-03,2025,-303.89
N/A,⚪ 數據不足,0.0,-150.0,-0.05,-1.13,-24.15,-10.48,N/A,-337.5,6988.TW,威力暘-創,153.95,📉 獲利侵蝕,13.25,2026-03,2025,-303.95
18.31%,⚪ 中性觀察,13.522012578616351,-61.07,0.6,1.42,71.55000000000001,-6.64,3.31%,-56.6,1563.TW,巧新,243.32,📉 獲利侵蝕,64.5,2026-03,2025,-304.39
20.78%,⚪ 數據不足,0.0,-97.44,0.02,-4.64,-28.650000000000006,-17.79,-7.17%,-270.99,3545.TW,敦泰,207.42,🔄 轉虧為盈,53.2000007629,2026-03,2025,-304.86
N/A,⚪ 數據不足,0.0,-141.61,-0.62,4.58,0.0,-12.03,N/A,-40.21,6887.TW,寶綠特-KY,163.56,📉 獲利侵蝕,0.0,2026-03,2025,-305.17
25.97%,⚪ 中性觀察,12.414578587699316,14.29,1.76,5.48,197.55,11.55,19.26%,-12.04,3265.TWO,台星科,319.74,⚠️ 獲利稀釋,163.5,2026-03,2025,-305.45
22.41%,⚪ 數據不足,0.0,-53.33,0.14,1.06,-13.649999999999997,12.09,9.68%,46.48,4433.TWO,興采,253.31,📉 獲利侵蝕,20.4500007629,2026-03,2025,-306.64
N/A,⚪ 數據不足,0.0,3.33,2.48,9.97,0.0,2.6,N/A,10.9,5520.TWO,力泰,310.34,⚠️ 獲利稀釋,0.0,2026-03,2025,-307.01
37.30%,❌ 暫避觀望,17.625736293611237,-63.79,3.9,11.51,662.1,9.26,24.28%,-69.45,2327.TW,國巨*,244.27,📉 獲利侵蝕,778.0,2026-03,2025,-308.06
23.91%,⚪ 中性觀察,14.449838681521037,0.0,0.26,1.24,46.349999999999994,20.59,2.92%,18.27,3059.TW,華晶科,308.22,📉 獲利侵蝕,44.6500015259,2026-03,2025,-308.22
N/A,⚪ 中性觀察,7.27602278612118,164.0,2.64,7.91,289.65000000000003,12.89,N/A,9.74,6214.TW,精誠,473.15,⚠️ 獲利稀釋,140.5,2026-03,2025,-309.15
25.14%,⚪ 中性觀察,6.909666953106179,7.14,0.6,2.61,94.65,0.46,8.89%,-6.99,3168.TW,眾福科,317.56,⚠️ 獲利稀釋,43.5999984741,2026-03,2025,-310.42
N/A,⚪ 中性觀察,3.5137318255250407,-55.13,0.35,2.35,92.85,2.45,N/A,-33.33,6221.TWO,晉泰,255.86,📉 獲利侵蝕,21.75,2026-03,2025,-310.99
23.19%,⚪ 中性觀察,9.01812700347432,33.33,0.52,1.33,49.65,-3.8,4.10%,-30.16,1227.TW,佳格,345.16,⚠️ 獲利稀釋,29.8500003815,2026-03,2025,-311.83000000000004
N/A,❌ 暫避觀望,31.82423435419441,70.0,1.19,3.26,112.64999999999999,8.9,N/A,11.72,6173.TWO,信昌電,381.92,⚠️ 獲利稀釋,239.0,2026-03,2025,-311.92
N/A,❌ 暫避觀望,36.85393172707865,-211.63,-0.48,0.51,13.35,-1.9,N/A,-79.59,5244.TW,弘凱,101.24,📉 獲利侵蝕,32.7999992371,2026-03,2025,-312.87
30.65%,⚪ 數據不足,0.0,41.38,-0.19,-0.52,-30.449999999999996,195.34,-1.86%,35.21,1316.TW,上曜,356.44,⚠️ 獲利稀釋,10.1999998093,2026-03,2025,-315.06
15.14%,⚪ 中性觀察,14.323607427055702,29.03,3.22,4.13,169.65,25.19,0.74%,-47.66,4569.TW,六方科-KY,344.16,⚠️ 獲利稀釋,162.0,2026-03,2025,-315.13
N/A,❌ 暫避觀望,24.514563106796118,-12.2,0.36,0.27,15.450000000000001,-4.08,N/A,-74.77,6508.TWO,惠光,303.58,📉 獲利侵蝕,25.25,2026-03,2025,-315.78
22.84%,⚪ 中性觀察,8.101737351339953,26.67,0.57,1.5,60.44999999999999,-5.68,6.75%,-39.27,2105.TW,正新,343.04,⚠️ 獲利稀釋,32.6500015259,2026-03,2025,-316.37
21.48%,⚪ 數據不足,0.0,22.22,0.12,-0.34,0.0,-9.81,-2.51%,-132.32,3591.TW,艾笛森,338.66,🔄 轉虧為盈,0.0,2026-03,2025,-316.44000000000005
N/A,⚪ 中性觀察,6.890000152579999,-24.19,0.5,2.2,75.0,-10.14,N/A,-50.0,5009.TWO,榮剛,293.89,📉 獲利侵蝕,34.4500007629,2026-03,2025,-318.08
N/A,⚪ 中性觀察,12.138728323699421,-75.79,0.61,3.0,129.75,-14.3,N/A,-73.47,6863.TW,永道-KY,242.64,📉 獲利侵蝕,105.0,2026-03,2025,-318.43
N/A,⚪ 數據不足,0.0,-5.26,-0.4,-2.07,-73.94999999999999,-1.12,N/A,17.15,6431.TW,光麗-KY,313.28,📉 獲利侵蝕,18.3500003815,2026-03,2025,-318.53999999999996
N/A,⚪ 數據不足,0.0,-150.0,-0.05,-0.09,-9.3,79.86,N/A,95.65,6969.TW,成信實業*-創,168.9,📉 獲利侵蝕,25.75,2026-03,2025,-318.9
N/A,⚪ 數據不足,0.0,-244.44,-0.32,-0.92,-30.450000000000003,13.75,N/A,-38.46,6617.TWO,共信-KY,74.47,📉 獲利侵蝕,105.0,2026-03,2025,-318.90999999999997
N/A,⚪ 數據不足,0.0,44.9,-0.28,-1.35,-60.6,-14.66,N/A,-338.6,5230.TWO,雷笛克光學,364.7,⚠️ 獲利稀釋,19.75,2026-03,2025,-319.8
N/A,⚪ 數據不足,0.0,-48.98,0.25,0.06,-13.799999999999999,-4.99,N/A,-97.61,5015.TWO,華祺,271.71,📉 獲利侵蝕,21.1000003815,2026-03,2025,-320.69
23.64%,⚪ 中性觀察,9.3351142772336,-6.49,3.6,13.02,505.34999999999997,-6.24,9.15%,-11.43,3023.TW,信邦,314.69,📉 獲利侵蝕,314.5,2026-03,2025,-321.18
28.44%,⚪ 中性觀察,9.490740740740742,13.18,2.51,10.26,388.79999999999995,20.3,14.20%,30.29,3357.TWO,臺慶科,334.59,⚠️ 獲利稀釋,246.0,2026-03,2025,-321.40999999999997
33.66%,❌ 暫避觀望,21.58196895598554,89.33,6.87,19.47,705.45,54.05,24.30%,64.8,2368.TW,金像電,411.46,⚠️ 獲利稀釋,1015.0,2026-03,2025,-322.13
20.87%,⚪ 中性觀察,8.112840615369649,-30.61,0.37,1.1,38.550000000000004,-16.5,0.16%,-50.0,3038.TW,全台,292.45,📉 獲利侵蝕,20.8500003815,2026-03,2025,-323.06
19.95%,❌ 暫避觀望,29.541985315190836,-7.41,0.25,0.66,19.650000000000002,-22.51,4.03%,-79.88,4561.TWO,健椿,316.3,📉 獲利侵蝕,38.7000007629,2026-03,2025,-323.71000000000004
21.08%,⚪ 中性觀察,8.788926983644751,-66.67,0.35,3.45,130.05,-7.71,5.11%,-51.27,1582.TW,信錦,257.7,📉 獲利侵蝕,76.1999969482,2026-03,2025,-324.37
25.38%,⚪ 中性觀察,8.396226055212264,41.67,0.35,1.81,63.6,3.4,12.75%,58.77,2415.TW,錩新,366.19,⚠️ 獲利稀釋,35.5999984741,2026-03,2025,-324.52
N/A,⚪ 中性觀察,6.937354899883991,18.52,0.33,1.72,64.64999999999999,1.69,N/A,0.6,9908.TW,大台北,345.97,⚠️ 獲利稀釋,29.8999996185,2026-03,2025,-327.45000000000005
N/A,⚪ 中性觀察,12.763320941759604,5.8,2.19,6.22,242.10000000000002,-7.67,N/A,-43.71,6732.TWO,昇佳電子,333.31,⚠️ 獲利稀釋,206.0,2026-03,2025,-327.51
25.36%,⚪ 中性觀察,7.602649208728477,-18.28,0.76,2.49,113.25000000000001,14.61,-1.87%,-28.03,2397.TW,友通,310.12,📉 獲利侵蝕,57.4000015259,2026-03,2025,-328.4
25.76%,⚪ 中性觀察,11.295237949923811,2.67,0.8,2.37,78.75,-3.38,10.08%,-21.36,2497.TW,怡利電,331.39,⚠️ 獲利稀釋,59.2999992371,2026-03,2025,-328.71999999999997
24.39%,⚪ 中性觀察,6.896103697935064,1.12,0.9,3.12,115.50000000000001,7.21,4.56%,1.96,2453.TW,凌群,330.21,⚠️ 獲利稀釋,53.0999984741,2026-03,2025,-329.09
N/A,⚪ 中性觀察,7.635782422598508,66.67,1.07,4.02,140.85000000000002,5.45,N/A,26.43,6967.TWO,汎瑋材料,397.14,⚠️ 獲利稀釋,71.6999969482,2026-03,2025,-330.46999999999997
14.91%,❌ 暫避觀望,26.61807669148688,747.83,1.51,1.56,51.45,51.17,8.56%,9.15,4739.TW,康普,1078.36,⚠️ 獲利稀釋,91.3000030518,2026-03,2025,-330.52999999999986
N/A,❌ 暫避觀望,20.066224660298012,116.67,0.52,1.35,45.3,4.4,N/A,15.38,8074.TWO,鉅橡,447.51,⚠️ 獲利稀釋,60.5999984741,2026-03,2025,-330.84
31.94%,❌ 暫避觀望,25.48523271135021,175.0,0.44,1.74,35.550000000000004,6.6,14.09%,230.83,3530.TW,晶相光,506.19,⚠️ 獲利稀釋,60.4000015259,2026-03,2025,-331.19
N/A,⚪ 數據不足,0.0,-206.25,-0.49,-1.95,-75.75,-71.56,N/A,-78.9,8291.TWO,尚茂,125.31,📉 獲利侵蝕,26.2000007629,2026-03,2025,-331.56
N/A,⚪ 中性觀察,9.757975461848185,-7.53,0.85,4.23,136.35,5.64,N/A,4.19,6261.TWO,久元,324.12,📉 獲利侵蝕,88.6999969482,2026-03,2025,-331.65
26.27%,❌ 暫避觀望,31.571428571428577,7.25,1.48,3.13,104.99999999999999,22.86,15.45%,26.02,4931.TWO,新盛力,339.67,⚠️ 獲利稀釋,221.0,2026-03,2025,-332.42
22.79%,⚪ 中性觀察,9.67032953058608,56.0,0.39,1.19,40.95,-14.65,8.66%,13.33,1409.TW,新纖,389.13,⚠️ 獲利稀釋,26.3999996185,2026-03,2025,-333.13
34.00%,❌ 暫避觀望,89.50000127166665,-200.0,-0.09,0.1,4.500000000000001,-3.61,-5.47%,-56.52,4130.TWO,健亞,133.35,📉 獲利侵蝕,26.8500003815,2026-03,2025,-333.35
N/A,⚪ 中性觀察,9.761336879689738,85.11,0.87,2.04,62.85000000000001,-4.56,N/A,-45.45,5215.TW,科嘉-KY,418.94,⚠️ 獲利稀釋,40.9000015259,2026-03,2025,-333.83
N/A,⚪ 中性觀察,14.636283961437336,56.17,3.67,9.52,342.3,25.24,N/A,56.88,6435.TWO,大中,390.31,⚠️ 獲利稀釋,334.0,2026-03,2025,-334.14
N/A,⚪ 數據不足,0.0,123.61,0.17,-1.61,-90.45,-16.91,N/A,-348.39,6425.TWO,易發,458.27,🔄 轉虧為盈,64.0999984741,2026-03,2025,-334.65999999999997
22.74%,⚪ 數據不足,0.0,-15.38,0.33,0.3,-10.5,-18.09,4.80%,-77.78,3531.TWO,先益,320.5,📉 獲利侵蝕,22.9500007629,2026-03,2025,-335.88
N/A,⚪ 中性觀察,5.939490324378982,-14.75,0.52,3.06,94.19999999999999,7.48,N/A,-26.62,4942.TW,嘉彰,321.35,📉 獲利侵蝕,37.2999992371,2026-03,2025,-336.1
N/A,❌ 暫避觀望,101.61764481485295,-177.19,-0.44,0.39,10.2,5.19,N/A,-35.0,8234.TWO,新漢,158.96,📉 獲利侵蝕,69.0999984741,2026-03,2025,-336.15
N/A,⚪ 數據不足,0.0,42.5,-0.23,-1.49,-53.4,-3.8,N/A,-109.86,5348.TWO,正能量智能,378.91,⚠️ 獲利稀釋,16.9500007629,2026-03,2025,-336.41
N/A,⚪ 中性觀察,13.83248730964467,-17.96,1.37,3.17,59.1,-3.48,N/A,-67.55,8433.TWO,弘帆,319.83,📉 獲利侵蝕,54.5,2026-03,2025,-337.78999999999996
N/A,❌ 暫避觀望,23.054474708171202,105.83,2.12,3.84,154.20000000000002,15.29,N/A,4.08,6861.TW,睿生光電,443.87,⚠️ 獲利稀釋,237.0,2026-03,2025,-338.04
19.66%,⚪ 數據不足,0.0,102.44,0.18,-4.83,-285.45000000000005,-12.11,-2.95%,-142.57,1583.TW,程泰,440.91,🔄 轉虧為盈,48.7000007629,2026-03,2025,-338.47
N/A,⚪ 數據不足,0.0,85.0,0.37,-0.16,-28.5,123.75,N/A,50.0,6560.TWO,欣普羅,423.64,🔄 轉虧為盈,35.2999992371,2026-03,2025,-338.64
N/A,⚪ 中性觀察,12.595419847328246,14.08,1.62,5.88,216.14999999999998,14.03,N/A,14.17,6525.TW,捷敏-KY,353.67,⚠️ 獲利稀釋,181.5,2026-03,2025,-339.59000000000003
23.29%,⚪ 中性觀察,10.358305940407165,-7.41,0.51,2.42,92.10000000000001,6.99,6.47%,-18.15,1504.TW,東元,332.58,📉 獲利侵蝕,63.5999984741,2026-03,2025,-339.99
N/A,⚪ 中性觀察,4.861751239976958,-35.29,0.11,1.68,65.1,-5.34,N/A,12.0,2477.TW,美隆電,305.41,📉 獲利侵蝕,21.1000003815,2026-03,2025,-340.70000000000005
1.76%,⚪ 數據不足,0.0,9.68,-0.56,-2.17,-88.94999999999999,8.23,-18.26%,4.42,4726.TWO,永昕,350.73,⚠️ 獲利稀釋,24.4500007629,2026-03,2025,-341.05
N/A,❌ 暫避觀望,24.870967864838704,-28.57,0.05,0.16,4.65,17.58,N/A,-11.76,5512.TWO,力麒,312.59,📉 獲利侵蝕,7.7100000381,2026-03,2025,-341.15999999999997
N/A,⚪ 中性觀察,2.494813198869295,-37.7,0.76,4.1,144.6,-4.71,N/A,-24.63,9904.TW,寶成,304.12,📉 獲利侵蝕,24.0499992371,2026-03,2025,-341.82
N/A,⚪ 數據不足,0.0,-351.06,-1.18,1.69,-10.35,20.34,N/A,-44.41,6643.TWO,M31,-9.15,🌑 雙重衰退,420.5,2026-03,2025,-341.91
22.90%,⚪ 中性觀察,3.36079071145799,39.09,1.53,4.84,182.10000000000002,-0.31,16.53%,-9.87,2618.TW,長榮航,381.09,⚠️ 獲利稀釋,40.7999992371,2026-03,2025,-342.0
N/A,❌ 暫避觀望,15.506807866868382,1.37,0.74,2.68,99.14999999999999,-1.38,N/A,-14.74,6175.TWO,立敦,343.52,⚠️ 獲利稀釋,102.5,2026-03,2025,-342.15
32.99%,⚪ 數據不足,0.0,7.55,1.14,4.36,0.0,12.66,19.39%,-15.98,2476.TW,鉅祥,349.82,⚠️ 獲利稀釋,0.0,2026-03,2025,-342.27
23.42%,⚪ 中性觀察,9.814815168055555,59.41,-0.41,1.58,16.200000000000003,-3.39,-5.65%,685.19,2323.TW,中環,402.3,⚠️ 獲利稀釋,10.6000003815,2026-03,2025,-342.89
17.63%,⚪ 數據不足,0.0,28.57,0.09,-0.21,-5.3999999999999995,-7.34,-5.18%,-147.73,1711.TW,永光,372.19,🔄 轉虧為盈,41.8499984741,2026-03,2025,-343.62
N/A,⚪ 中性觀察,5.296610169491525,-3.43,2.25,9.1,354.0,1.65,N/A,-5.01,9939.TW,宏全,340.36,📉 獲利侵蝕,125.0,2026-03,2025,-343.79
30.92%,⚪ 中性觀察,6.085353003161222,-7.69,2.04,7.55,284.7,20.51,12.50%,19.61,3689.TWO,湧德,337.45,📉 獲利侵蝕,115.5,2026-03,2025,-345.14
N/A,⚪ 數據不足,0.0,63.83,-0.17,-1.09,-44.85,-2.06,N/A,-9.0,6129.TWO,普誠,409.09,⚠️ 獲利稀釋,17.2999992371,2026-03,2025,-345.26
22.24%,❌ 暫避觀望,15.339578454332555,-8.18,1.01,3.7,128.1,-9.17,10.72%,-9.76,4755.TW,三福化,338.45,📉 獲利侵蝕,131.0,2026-03,2025,-346.63
N/A,❌ 暫避觀望,16.857143583761903,-53.16,0.37,2.48,63.0,-31.16,N/A,-52.99,7709.TWO,榮田,293.55,📉 獲利侵蝕,70.8000030518,2026-03,2025,-346.71000000000004
N/A,⚪ 中性觀察,6.025336379580364,-22.14,1.09,4.01,189.45000000000002,-9.71,N/A,271.37,9914.TW,美利達,325.07,📉 獲利侵蝕,76.0999984741,2026-03,2025,-347.21
27.43%,⚪ 中性觀察,8.420727945712523,-1.8,1.65,6.44,243.15,20.09,9.66%,8.73,2755.TWO,揚秦,345.63,📉 獲利侵蝕,136.5,2026-03,2025,-347.43
N/A,⚪ 中性觀察,10.069444444444445,75.56,0.79,2.53,86.39999999999999,27.49,N/A,9.52,8099.TWO,大世科,423.28,⚠️ 獲利稀釋,58.0,2026-03,2025,-347.71999999999997
23.17%,⚪ 中性觀察,5.718954248366014,-35.44,0.52,2.61,91.79999999999998,-20.24,15.06%,-74.55,2520.TW,冠德,312.37,📉 獲利侵蝕,35.0,2026-03,2025,-347.81
N/A,⚪ 中性觀察,10.13840830449827,19.73,1.76,5.24,216.75,26.29,N/A,-29.85,6438.TW,迅得,367.88,⚠️ 獲利稀釋,146.5,2026-03,2025,-348.15
23.25%,❌ 暫避觀望,15.215801024140452,30.43,2.7,6.04,205.05,1.71,11.86%,-27.14,4551.TW,智伸科,379.26,⚠️ 獲利稀釋,208.0,2026-03,2025,-348.83
24.08%,⚪ 中性觀察,7.645923781958514,17.41,2.63,8.0,310.95,11.38,10.67%,6.67,2480.TW,敦陽科,366.95,⚠️ 獲利稀釋,158.5,2026-03,2025,-349.53999999999996
25.55%,⚪ 中性觀察,5.415512254030471,76.56,1.17,2.88,108.3,12.63,14.07%,77.93,2027.TW,大成鋼,426.15,⚠️ 獲利稀釋,39.0999984741,2026-03,2025,-349.59
N/A,⚪ 數據不足,0.0,-10.0,-0.11,-0.35,-16.950000000000003,1.42,N/A,60.23,8201.TW,無敵,340.82,📉 獲利侵蝕,12.5,2026-03,2025,-350.82
N/A,⚪ 中性觀察,4.6521739130434785,-2.38,0.41,2.56,86.25,-0.42,N/A,18.52,1104.TW,環泥,349.07,📉 獲利侵蝕,26.75,2026-03,2025,-351.45
N/A,❌ 暫避觀望,108.51851569277777,-33.33,0.09,0.27,8.100000000000001,9.13,N/A,-57.38,5309.TWO,系統電,318.51,📉 獲利侵蝕,58.5999984741,2026-03,2025,-351.84
N/A,⚪ 中性觀察,6.791338582677165,828.57,0.51,1.14,38.1,-4.85,N/A,-35.23,4440.TW,宜新實業,1180.75,⚠️ 獲利稀釋,17.25,2026-03,2025,-352.17999999999995
N/A,⚪ 中性觀察,6.314199280528701,-58.62,0.12,3.41,99.3,-30.87,N/A,-46.72,6754.TW,匯僑設計,293.96,📉 獲利侵蝕,41.7999992371,2026-03,2025,-352.58
28.58%,❌ 暫避觀望,46.09106927571177,49.0,14.9,41.67,1617.45,46.42,19.80%,47.96,2383.TW,台光電,401.75,⚠️ 獲利稀釋,4970.0,2026-03,2025,-352.75
N/A,❌ 暫避觀望,20.183486238532108,-197.83,-0.9,0.92,16.35,20.19,N/A,142.59,6276.TWO,安鈦克,155.69,📉 獲利侵蝕,22.0,2026-03,2025,-353.52
N/A,⚪ 中性觀察,2.868216988552972,-66.84,0.63,4.69,174.14999999999998,-14.72,N/A,-47.18,6807.TW,峰源-KY,286.97,📉 獲利侵蝕,33.2999992371,2026-03,2025,-353.81000000000006
23.90%,⚪ 中性觀察,6.4841498559077815,-36.27,4.28,21.44,780.75,26.66,11.87%,-12.83,3413.TW,京鼎,318.21,📉 獲利侵蝕,337.5,2026-03,2025,-354.47999999999996
N/A,⚪ 中性觀察,7.631103212097649,-48.65,0.38,1.87,82.94999999999999,-1.74,N/A,-19.4,8931.TWO,大汽電,306.21,📉 獲利侵蝕,42.2000007629,2026-03,2025,-354.85999999999996
30.58%,❌ 暫避觀望,17.755475009452553,-58.82,0.29,1.56,41.1,-2.6,1.57%,10.87,3704.TW,合勤控,296.16,📉 獲利侵蝕,48.6500015259,2026-03,2025,-354.98
26.86%,⚪ 數據不足,0.0,-117.65,-0.74,-1.95,-88.5,-21.77,-13.38%,-3800.0,1595.TWO,川寶,237.64,📉 獲利侵蝕,65.0,2026-03,2025,-355.28999999999996
N/A,❌ 暫避觀望,20.428015564202333,216.67,1.14,2.08,77.10000000000001,50.12,N/A,-1.42,6215.TW,和椿,572.52,⚠️ 獲利稀釋,105.0,2026-03,2025,-355.85
20.30%,❌ 暫避觀望,60.344827586206904,71.43,0.12,0.13,4.35,-0.7,1.48%,-90.0,2106.TW,建大,428.07,⚠️ 獲利稀釋,17.5,2026-03,2025,-356.64
17.20%,⚪ 中性觀察,11.03931071620894,18.72,2.79,6.27,278.55,6.01,7.03%,7.92,1503.TW,士電,376.47,⚠️ 獲利稀釋,205.0,2026-03,2025,-357.75
N/A,❌ 暫避觀望,234.11764257117648,171.43,0.05,0.36,2.5500000000000003,-10.21,N/A,-52.17,6624.TWO,萬年清,529.33,⚠️ 獲利稀釋,39.7999992371,2026-03,2025,-357.90000000000003
N/A,⚪ 數據不足,0.0,-117.39,-0.04,-0.73,-11.1,-2.54,N/A,6.41,6928.TW,攸泰科技,242.37,📉 獲利侵蝕,56.0,2026-03,2025,-359.76
N/A,❌ 暫避觀望,87.95454718863628,35.38,-0.42,1.85,3.300000000000003,-5.62,N/A,-63.22,8426.TWO,紅木-KY,395.54,⚠️ 獲利稀釋,19.3500003815,2026-03,2025,-360.16
18.84%,⚪ 中性觀察,5.187580656416558,-88.89,0.15,3.0,115.95,-6.46,5.60%,-50.98,3501.TW,維熹,271.35,📉 獲利侵蝕,40.0999984741,2026-03,2025,-360.24
18.72%,⚪ 中性觀察,6.429303278688525,-14.23,2.11,7.95,292.8,-18.5,9.93%,-32.28,1537.TW,廣隆,346.01,📉 獲利侵蝕,125.5,2026-03,2025,-360.24
24.39%,⚪ 中性觀察,10.01958224543081,-3.52,1.92,5.85,229.8,15.8,9.60%,-24.15,3004.TW,豐達科,356.78,📉 獲利侵蝕,153.5,2026-03,2025,-360.29999999999995
13.69%,⚪ 中性觀察,6.870748558809524,-44.8,0.69,0.57,44.1,-10.32,-4.13%,-81.13,1473.TW,台南,315.63,📉 獲利侵蝕,20.2000007629,2026-03,2025,-360.43
23.03%,❌ 暫避觀望,16.352201257861633,23.93,1.45,3.15,119.25,16.19,7.70%,-34.24,3430.TWO,奇鈦科,384.64,⚠️ 獲利稀釋,130.0,2026-03,2025,-360.71
N/A,⚪ 中性觀察,8.14912294086842,47.0,1.47,4.4,171.0,-7.74,N/A,30.95,5243.TW,乙盛-KY,408.08,⚠️ 獲利稀釋,92.9000015259,2026-03,2025,-361.08
27.89%,⚪ 數據不足,0.0,-188.89,-0.07,0.04,-2.7,0.72,-1.07%,-92.73,3050.TW,鈺德,172.23,📉 獲利侵蝕,11.8000001907,2026-03,2025,-361.12
