gm,advice,pe,eps_yoy,eps,prev_eps,est_price,prev_rev_yoy,om,prev_eps_yoy,symbol,name,rev_yoy,status,price,date,prev_year,expansion
N/A,⚪ 數據不足,0.0,300.0,0.24,-0.43,-22.2,-8.05,N/A,-326.32,4939.TWO,亞電,296.51,🔄 轉虧為盈,55.2999992371,2026-03,2025,3.490000000000009
N/A,⚪ 數據不足,0.0,5.8,0.73,2.56,0.0,8.14,N/A,18.52,7839.TWO,達人網,2.45,🚀 利潤擴張,44.75,2026-03,2025,3.3499999999999996
N/A,⚠️ 追價風險,46.2962962962963,35.9,-0.25,0.58,12.149999999999999,15.88,N/A,-16.92,7777.TWO,能率亞洲,32.83,🚀 利潤擴張,37.5,2026-03,2025,3.0700000000000003
64.17%,✅ 穩健價值,4.701046451853513,71.15,0.89,2.35,100.35000000000001,12.71,2.03%,-27.47,2941.TWO,米斯特,68.9,🏰 高護城河,31.4500007629,2026-03,2025,2.25
91.47%,✅ 穩健價值,5.977011275000001,38.89,0.28,0.61,26.1,-2.09,32.72%,-35.48,2897.TW,王道銀行,36.86,🏰 高護城河,10.3999996185,2026-03,2025,2.030000000000001
N/A,⚪ 數據不足,0.0,43.18,-0.26,-1.59,-73.20000000000002,1.27,N/A,67.52,4190.TW,佐登-KY,42.24,🚀 利潤擴張,25.25,2026-03,2025,0.9399999999999977
N/A,✅ 穩健價值,6.044191236764077,35.71,1.71,5.98,210.45,4.88,N/A,40.71,4951.TWO,精拓科,35.11,🚀 利潤擴張,84.8000030518,2026-03,2025,0.6000000000000014
94.34%,✅ 穩健價值,7.549342356217105,17.86,0.35,1.29,45.6,4.5,35.36%,8.94,2838.TW,聯邦銀,17.29,🏰 高護城河,22.9500007629,2026-03,2025,0.5700000000000003
97.58%,✅ 穩健價值,7.43801652892562,19.96,11.18,38.51,1433.8500000000001,19.01,59.33%,19.82,3293.TWO,鈊象,19.67,🏰 高護城河,711.0,2026-03,2025,0.28999999999999915
N/A,⚪ 數據不足,0.0,-1.41,0.7,0.68,0.0,-1.96,N/A,-68.78,7760.TW,享溫馨,-1.33,🌑 雙重衰退,34.25,2026-03,2025,-0.07999999999999985
N/A,⚪ 數據不足,0.0,-1.41,0.7,0.68,0.0,-1.96,N/A,-68.78,7760.TWO,未知,-1.33,🌑 雙重衰退,0.0,2026-03,2025,-0.07999999999999985
N/A,❌ 暫避觀望,22.682927294481704,16.0,0.6,1.87,49.2,-11.58,N/A,-48.45,6906.TW,現觀科,16.31,⚠️ 獲利稀釋,74.4000015259,2026-03,2025,-0.3099999999999987
N/A,⚪ 數據不足,0.0,-14.52,-0.72,-2.05,-90.0,-8.49,N/A,19.44,6535.TWO,順藥,-13.62,🌑 雙重衰退,95.5999984741,2026-03,2025,-0.9000000000000004
78.99%,⚪ 中性觀察,6.819105535995936,11.76,0.57,1.87,73.8,7.59,35.12%,3.31,2892.TW,第一金,12.82,🏰 高護城河,33.5499992371,2026-03,2025,-1.0600000000000005
N/A,⚪ 數據不足,0.0,37.31,-0.42,-1.38,-65.25,51.85,N/A,53.38,6901.TW,鑽石投資,38.45,⚠️ 獲利稀釋,18.7999992371,2026-03,2025,-1.1400000000000006
N/A,⚪ 中性觀察,7.411764930264706,12.5,0.36,1.36,51.0,13.01,N/A,7.94,5880.TW,合庫金,14.28,⚠️ 獲利稀釋,25.2000007629,2026-03,2025,-1.7799999999999994
88.90%,⚪ 中性觀察,6.005089155597965,18.92,0.44,1.51,58.949999999999996,8.35,38.59%,13.53,2801.TW,彰銀,20.79,🏰 高護城河,23.6000003815,2026-03,2025,-1.8699999999999974
N/A,⚪ 中性觀察,5.398550816775362,9.38,1.05,3.06,124.19999999999999,3.7,N/A,10.11,5876.TW,上海商銀,11.29,⚠️ 獲利稀釋,44.7000007629,2026-03,2025,-1.9099999999999984
N/A,⚪ 數據不足,0.0,61.22,0.79,1.76,0.0,58.62,N/A,4.79,7820.TWO,立盈,63.3,⚠️ 獲利稀釋,117.0,2026-03,2025,-2.0799999999999983
97.54%,⚪ 中性觀察,5.381097444664634,9.37,0.35,1.26,49.2,2.85,41.10%,2.44,2834.TW,臺企銀,13.27,🏰 高護城河,17.6499996185,2026-03,2025,-3.9000000000000004
N/A,⚪ 中性觀察,3.4247788285840706,400.0,0.15,3.19,84.75,327.05,N/A,422.95,2536.TW,宏普,404.29,⚠️ 獲利稀釋,19.3500003815,2026-03,2025,-4.2900000000000205
54.90%,⚪ 數據不足,0.0,51.52,-0.33,-3.55,-105.6,0.59,-51.18%,-174.64,2726.TWO,雅茗-KY,56.57,🏰 高護城河,8.9799995422,2026-03,2025,-5.049999999999997
N/A,❌ 暫避觀望,32.36065573770492,115.22,1.98,6.4,228.75000000000003,1.94,N/A,8.14,6415.TW,矽力*-KY,120.31,⚠️ 獲利稀釋,493.5,2026-03,2025,-5.090000000000003
91.14%,⚪ 中性觀察,6.388888888888888,12.73,0.62,2.12,81.0,20.44,40.48%,30.06,2884.TW,玉山金,19.37,🏰 高護城河,34.5,2026-03,2025,-6.640000000000001
73.67%,⚪ 數據不足,0.0,50.0,-0.09,-1.93,-79.95,12.71,-9.23%,8.21,4171.TWO,瑞基,56.73,🏰 高護城河,17.0,2026-03,2025,-6.729999999999997
70.98%,⚪ 中性觀察,6.435643564356436,15.15,1.18,4.08,151.5,29.29,31.38%,11.73,2891.TW,中信金,22.25,🏰 高護城河,65.0,2026-03,2025,-7.1
42.21%,⚪ 中性觀察,6.100536847242557,-20.07,2.4,8.37,307.35,9.74,22.46%,-21.56,2881.TW,富邦金,-10.41,🌑 雙重衰退,125.0,2026-03,2025,-9.66
85.36%,⚪ 中性觀察,6.026119260652987,-62.9,0.23,2.18,80.39999999999999,24.13,42.63%,26.01,4911.TWO,德英,-52.83,🏰 高護城河,32.2999992371,2026-03,2025,-10.07
15.63%,⚪ 中性觀察,2.491408934707904,-109.26,-0.11,3.65,130.95000000000002,130.3,10.37%,12.42,2528.TW,皇普,-98.55,🌑 雙重衰退,21.75,2026-03,2025,-10.710000000000008
N/A,⚪ 中性觀察,5.5,6.68,4.15,4.51,255.0,11.21,N/A,-2.59,6534.TW,正瀚-創,17.4,⚠️ 獲利稀釋,93.5,2026-03,2025,-10.719999999999999
N/A,⚪ 數據不足,0.0,163.33,0.2,-2.38,-70.65,-7.09,N/A,-280.56,6958.TW,日盛台駿,174.36,🔄 轉虧為盈,17.1499996185,2026-03,2025,-11.030000000000001
93.02%,⚪ 中性觀察,5.366492146596858,2.56,0.4,1.53,57.300000000000004,6.96,51.96%,0.0,2812.TW,台中銀,13.77,🏰 高護城河,20.5,2026-03,2025,-11.209999999999999
N/A,⚪ 數據不足,0.0,157.14,0.2,-1.96,-61.349999999999994,38.52,N/A,22.83,6598.TW,ABC-KY,168.99,🔄 轉虧為盈,23.7999992371,2026-03,2025,-11.850000000000023
38.56%,❌ 暫避觀望,63.06306306306307,137.14,0.84,0.54,16.65,7.08,-3.65%,-54.31,3141.TWO,晶宏,149.28,⚠️ 獲利稀釋,70.0,2026-03,2025,-12.140000000000015
912.85%,⚪ 數據不足,0.0,58.33,-0.05,0.04,-1.05,7.27,-2853.40%,100.0,1453.TW,大將,72.15,🏰 高護城河,11.1000003815,2026-03,2025,-13.820000000000007
62.29%,⚪ 中性觀察,5.672963310159387,-1.52,2.15,7.06,254.09999999999997,-2.04,30.59%,-2.94,2882.TW,國泰金,12.33,🏰 高護城河,96.0999984741,2026-03,2025,-13.85
91.41%,⚪ 中性觀察,7.495274390529301,33.33,0.76,1.97,79.35,15.47,37.14%,4.57,2890.TW,永豐金,47.42,🏰 高護城河,39.6500015259,2026-03,2025,-14.090000000000003
7.87%,⚪ 數據不足,0.0,1.36,-5.06,-2.71,0.0,18.73,-5.22%,65.91,1589.TW,永冠-KY,16.77,⚠️ 獲利稀釋,0.0,2025-09,2025,-15.41
102.49%,⚪ 中性觀察,5.7327587028879305,-3.85,0.25,0.93,34.800000000000004,0.06,38.22%,-14.85,2845.TW,遠東銀,11.99,🏰 高護城河,13.3000001907,2026-03,2025,-15.84
N/A,⚪ 數據不足,0.0,-7.45,-1.01,-4.55,-159.0,-14.95,N/A,-73.66,5907.TW,大洋-KY,8.46,📉 獲利侵蝕,4.8800001144,2026-03,2025,-15.91
87.03%,⚪ 中性觀察,4.637882902089137,60.0,0.48,1.34,53.849999999999994,33.06,65.42%,31.37,2820.TW,華票,76.08,🏰 高護城河,16.6499996185,2026-03,2025,-16.08
N/A,⚪ 中性觀察,7.884160395768322,3.88,1.34,3.63,126.89999999999999,18.91,N/A,-9.05,5203.TW,訊連,20.0,⚠️ 獲利稀釋,66.6999969482,2026-03,2025,-16.12
52.35%,⚪ 中性觀察,11.6030532895229,81.82,0.6,2.22,78.60000000000001,1.66,13.25%,53.1,1760.TW,寶齡富錦,98.16,🏰 高護城河,60.7999992371,2026-03,2025,-16.340000000000003
38.83%,❌ 暫避觀望,66.41791044776119,180.0,0.43,0.91,30.150000000000002,9.81,9.16%,-15.24,1597.TW,直得,197.09,⚠️ 獲利稀釋,133.5,2026-03,2025,-17.090000000000003
24.80%,⚪ 中性觀察,2.7777777777777772,-72.34,0.13,35.57,545.4000000000001,-30.75,-95.04%,1276.65,3708.TW,上緯投控,-54.13,🌑 雙重衰退,101.0,2026-03,2025,-18.21
N/A,⚪ 數據不足,0.0,33.33,0.04,0.02,-8.100000000000001,10.22,N/A,-99.01,6542.TWO,隆中,54.92,⚠️ 獲利稀釋,43.4500007629,2026-03,2025,-21.590000000000003
87.61%,⚪ 中性觀察,8.674911391201412,-3.33,0.29,1.23,42.45,-14.47,51.79%,8.85,2910.TW,統領,18.36,🏰 高護城河,24.5499992371,2026-03,2025,-21.689999999999998
N/A,⚪ 中性觀察,8.201320257920791,100.0,0.46,1.2,45.45,0.74,N/A,5.26,4106.TW,雃博,122.47,⚠️ 獲利稀釋,24.8500003815,2026-03,2025,-22.47
N/A,❌ 暫避觀望,130.92105263157896,231.33,1.97,1.65,45.6,50.49,N/A,146.97,4971.TWO,IET-KY,254.17,⚠️ 獲利稀釋,398.0,2026-03,2025,-22.839999999999975
N/A,⚪ 數據不足,0.0,-30.17,1.69,5.9,0.0,-10.06,N/A,-17.37,3485.TWO,敘豐,-6.85,🌑 雙重衰退,263.0,2026-03,2025,-23.32
N/A,❌ 暫避觀望,33.90788358293303,52.97,5.79,13.64,530.85,60.61,N/A,53.11,6446.TW,藥華藥,76.92,⚠️ 獲利稀釋,1200.0,2026-03,2025,-23.950000000000003
N/A,⚪ 中性觀察,13.71718882303133,24.77,1.39,4.88,177.14999999999998,8.96,N/A,7.69,6712.TWO,長聖,49.97,⚠️ 獲利稀釋,162.0,2026-03,2025,-25.2
N/A,⚪ 中性觀察,7.585278276481149,21.74,0.56,2.62,83.55000000000001,19.24,N/A,-36.41,6856.TWO,鑫傳,47.77,⚠️ 獲利稀釋,42.25,2026-03,2025,-26.030000000000005
N/A,❌ 暫避觀望,37.076923663846145,300.0,0.16,0.14,9.750000000000002,-11.54,N/A,-90.28,8076.TWO,伍豐,326.44,⚠️ 獲利稀釋,24.1000003815,2026-03,2025,-26.439999999999998
49.04%,⚪ 中性觀察,3.6906290115532734,-82.31,0.23,3.03,116.85,-62.17,34.02%,-57.74,1442.TW,名軒,-55.17,🌑 雙重衰退,28.75,2026-03,2025,-27.14
N/A,⚪ 數據不足,0.0,-34.48,-0.78,-2.29,0.0,91.93,N/A,-67.15,7803.TW,雲象科技-創,-6.92,🌑 雙重衰退,0.0,2026-03,2025,-27.559999999999995
N/A,⚪ 數據不足,0.0,-34.48,-0.78,-2.29,0.0,91.93,N/A,-67.15,7803.TWO,未知,-6.92,🌑 雙重衰退,0.0,2026-03,2025,-27.559999999999995
89.24%,⚪ 數據不足,0.0,-9.52,0.19,-0.35,-24.3,-2.27,10.47%,-234.62,2702.TW,華園,18.79,🔄 轉虧為盈,13.1000003815,2026-03,2025,-28.31
77.03%,⚪ 數據不足,0.0,-0.73,4.07,13.33,0.0,11.45,41.97%,6.9,4728.TWO,雙美,28.12,🏰 高護城河,0.0,2026-03,2025,-28.85
N/A,⚪ 中性觀察,7.600767461439539,-7.89,1.05,1.83,78.15,-20.5,N/A,-66.05,8942.TWO,森鉅,20.98,📉 獲利侵蝕,39.5999984741,2026-03,2025,-28.87
59.54%,⚪ 數據不足,0.0,11.02,1.31,-2.47,-53.400000000000006,-4.59,7.94%,-175.3,2723.TW,美食-KY,39.9,🔄 轉虧為盈,65.0,2026-03,2025,-28.88
N/A,⚪ 中性觀察,5.634469696969696,24.75,0.76,4.72,158.4,-18.16,N/A,10.4,6592.TW,和潤企業,55.42,⚠️ 獲利稀釋,59.5,2026-03,2025,-30.67
N/A,⚪ 數據不足,0.0,510.71,1.17,-0.09,-26.700000000000003,29.21,N/A,-102.7,6693.TWO,廣閎科,542.16,🔄 轉虧為盈,218.5,2026-03,2025,-31.44999999999999
33.55%,❌ 暫避觀望,102.8571459712245,210.0,0.31,0.29,7.35,-17.82,3.21%,-85.43,4741.TWO,泓瀚,244.69,⚠️ 獲利稀釋,50.4000015259,2026-03,2025,-34.69
64.71%,⚪ 數據不足,0.0,20.0,-0.08,-0.41,-14.1,-43.98,-1427.47%,-51.85,1435.TW,中福,54.92,🏰 高護城河,26.5499992371,2026-03,2025,-34.92
N/A,⚪ 數據不足,0.0,90.0,0.4,-2.66,-81.6,27.85,N/A,-17.7,3522.TWO,御嵿,125.1,🔄 轉虧為盈,12.4499998093,2026-03,2025,-35.099999999999994
21.31%,⚪ 中性觀察,3.9509536784741144,-99.32,0.01,1.07,55.05,-68.21,-1.56%,-82.6,3056.TW,富華新,-63.16,🌑 雙重衰退,14.5,2026-03,2025,-36.16
16.87%,⚪ 中性觀察,6.970198422880795,433.33,0.16,1.01,45.3,32.89,7.13%,876.92,1529.TW,樂事綠能,470.92,⚠️ 獲利稀釋,21.0499992371,2026-03,2025,-37.59000000000003
N/A,❌ 暫避觀望,15.720721408018017,-102.13,-0.01,0.13,16.650000000000002,23.84,N/A,-95.82,1463.TW,強盛新,-64.4,🌑 雙重衰退,17.4500007629,2026-03,2025,-37.72999999999999
N/A,❌ 暫避觀望,21.301564722617357,66.67,1.1,7.08,210.89999999999998,20.33,N/A,40.48,6870.TWO,騰雲,104.62,⚠️ 獲利稀釋,299.5,2026-03,2025,-37.95
N/A,⚪ 中性觀察,5.06554292829588,-71.72,0.28,2.32,80.1,-10.07,N/A,-34.28,6482.TWO,弘煜科,-33.46,🌑 雙重衰退,27.0499992371,2026-03,2025,-38.26
N/A,❌ 暫避觀望,69.89473684210526,56.12,1.53,4.92,142.5,-6.16,N/A,-45.05,7728.TWO,光焱科技,94.63,⚠️ 獲利稀釋,664.0,2026-03,2025,-38.51
N/A,⚪ 數據不足,0.0,47.78,1.33,4.01,0.0,123.22,N/A,112.83,7842.TWO,天能綠電,86.87,⚠️ 獲利稀釋,93.5999984741,2026-03,2025,-39.09
N/A,⚪ 數據不足,0.0,-52.69,0.88,5.65,0.0,-4.14,N/A,-28.57,7818.TW,溢泰實業,-12.84,🌑 雙重衰退,70.0,2026-03,2025,-39.849999999999994
N/A,⚪ 數據不足,0.0,-52.69,0.88,5.65,0.0,-4.14,N/A,-28.57,7818.TWO,未知,-12.84,🌑 雙重衰退,0.0,2026-03,2025,-39.849999999999994
53.43%,❌ 暫避觀望,18.24127906976744,90.91,1.47,2.37,103.20000000000002,9.44,14.28%,46.3,3577.TWO,泓格,130.77,🏰 高護城河,125.5,2026-03,2025,-39.860000000000014
71.52%,⚪ 數據不足,0.0,83.67,-0.08,-0.64,-25.049999999999997,-10.15,6.07%,-74.29,3288.TWO,點晶,123.55,🏰 高護城河,20.0499992371,2026-03,2025,-39.879999999999995
N/A,⚪ 中性觀察,4.605358325423606,57.14,1.76,5.48,207.15,9.98,N/A,-6.01,6024.TW,群益期,97.36,⚠️ 獲利稀釋,63.5999984741,2026-03,2025,-40.22
N/A,⚪ 數據不足,0.0,10.08,-1.18,-7.23,-235.35000000000002,60.07,N/A,44.38,6949.TW,沛爾生醫-創,50.51,⚠️ 獲利稀釋,935.0,2026-03,2025,-40.43
N/A,❌ 暫避觀望,40.21857840114754,-47.06,0.28,0.58,27.450000000000003,2.34,N/A,-39.36,6423.TWO,億而得,-6.55,🌑 雙重衰退,73.5999984741,2026-03,2025,-40.510000000000005
N/A,⚪ 數據不足,0.0,-40.13,1.9,4.23,0.0,-8.56,N/A,16.53,6961.TWO,旅天下,0.49,📉 獲利侵蝕,53.5999984741,2026-03,2025,-40.620000000000005
59.04%,⚪ 數據不足,0.0,0.0,-0.17,-0.74,-28.05,-22.14,-1090.16%,42.64,4529.TWO,淳紳,40.9,🏰 高護城河,4.5700001717,2026-03,2025,-40.9
76.10%,❌ 暫避觀望,33.45748242383663,38.82,36.58,103.23,3584.3999999999996,72.77,69.19%,59.82,2059.TW,川湖,81.21,🏰 高護城河,7995.0,2026-03,2025,-42.38999999999999
N/A,⚪ 中性觀察,8.925580282364201,33.23,4.49,17.36,626.85,19.97,N/A,31.09,6788.TWO,華景電,77.29,⚠️ 獲利稀釋,373.0,2026-03,2025,-44.06000000000001
44.04%,⚪ 中性觀察,5.977312390924956,109.68,1.3,2.36,85.95,2.72,12.46%,-56.22,2739.TW,寒舍,153.86,⚠️ 獲利稀釋,34.25,2026-03,2025,-44.18000000000001
N/A,⚪ 中性觀察,2.7350426625925923,-82.38,0.4,3.96,157.95000000000002,-55.31,N/A,-34.98,6212.TWO,理銘,-37.96,🌑 雙重衰退,28.7999992371,2026-03,2025,-44.419999999999995
N/A,⚪ 數據不足,0.0,78.66,4.93,14.04,0.0,187.82,N/A,279.4,7822.TW,倍利科,124.98,⚠️ 獲利稀釋,917.0,2026-03,2025,-46.32000000000001
N/A,⚪ 數據不足,0.0,-35.1,2.48,7.86,0.0,5.26,N/A,-34.17,6028.TWO,公勝保經,11.65,📉 獲利侵蝕,79.5,2026-03,2025,-46.75
N/A,❌ 暫避觀望,15.997450605481198,0.0,1.7,6.66,235.35,4.64,N/A,-9.63,6231.TWO,系微,47.19,📉 獲利侵蝕,251.0,2026-03,2025,-47.19
N/A,⚪ 中性觀察,4.104347826086957,-0.66,3.26,11.24,431.25,-4.62,N/A,-13.92,5871.TW,中租-KY,47.02,📉 獲利侵蝕,118.0,2026-03,2025,-47.68
51.76%,⚪ 中性觀察,11.01078125986523,94.03,1.3,2.92,111.3,5.54,18.42%,20.66,2423.TW,固緯,142.03,🏰 高護城河,81.6999969482,2026-03,2025,-48.0
N/A,❌ 暫避觀望,46.46258711006802,40.0,0.21,0.55,22.050000000000004,-36.07,N/A,-82.84,7721.TW,微程式,88.8,⚠️ 獲利稀釋,68.3000030518,2026-03,2025,-48.8
N/A,⚪ 數據不足,0.0,18.18,-0.09,-0.37,-14.85,-16.98,N/A,48.61,8277.TWO,商丞,67.15,⚠️ 獲利稀釋,8.2899999619,2026-03,2025,-48.970000000000006
-18.77%,⚪ 數據不足,0.0,1072.73,1.07,-0.77,-10.5,-47.33,-63.16%,41.22,3576.TW,聯合再生,1122.35,🔄 轉虧為盈,17.5,2026-03,2025,-49.61999999999989
N/A,⚪ 數據不足,0.0,-72.0,0.35,1.86,0.0,12.72,N/A,43.08,7772.TWO,耀穎,-19.71,🌑 雙重衰退,105.0,2026-03,2025,-52.29
N/A,⚪ 中性觀察,4.769475357710651,-45.35,1.88,7.78,283.05,-5.92,N/A,-26.4,6523.TWO,達爾膚,9.64,📉 獲利侵蝕,90.0,2026-03,2025,-54.99
N/A,⚪ 數據不足,0.0,-73.26,1.09,8.1,0.0,18.06,N/A,-10.5,7811.TWO,民盛,-18.25,🌑 雙重衰退,71.8000030518,2026-03,2025,-55.010000000000005
N/A,⚪ 中性觀察,6.981981981981981,42.79,2.97,8.59,333.00000000000006,10.0,N/A,4.12,5236.TWO,凌陽創新,98.26,⚠️ 獲利稀釋,155.0,2026-03,2025,-55.470000000000006
N/A,❌ 暫避觀望,27.729257641921397,44.44,0.26,0.89,34.35,12.23,N/A,183.87,6841.TWO,長佳智能,100.17,⚠️ 獲利稀釋,63.5,2026-03,2025,-55.730000000000004
N/A,⚪ 中性觀察,11.90119760479042,-100.0,0.0,1.4,50.099999999999994,128.22,N/A,3600.0,6649.TWO,台生材,-44.23,🌑 雙重衰退,39.75,2026-03,2025,-55.77
54.41%,⚪ 中性觀察,5.921409317479674,18.18,0.39,1.56,55.35000000000001,-2.68,14.06%,-5.49,2903.TW,遠百,74.15,🏰 高護城河,21.8500003815,2026-03,2025,-55.970000000000006
N/A,⚪ 數據不足,0.0,300.0,0.28,0.04,-4.65,16.02,N/A,-90.0,8289.TWO,泰藝,356.31,⚠️ 獲利稀釋,53.4000015259,2026-03,2025,-56.31
N/A,⚪ 中性觀察,7.062314313664688,3.26,0.95,2.75,101.10000000000001,-2.7,N/A,-28.2,5530.TWO,龍巖,59.84,⚠️ 獲利稀釋,47.5999984741,2026-03,2025,-56.580000000000005
20.10%,⚪ 中性觀察,11.000000448764705,105.56,0.01,6.28,25.500000000000004,-0.57,-167.95%,721.43,2102.TW,泰豐,162.75,⚠️ 獲利稀釋,18.7000007629,2026-03,2025,-57.19
34.86%,⚪ 數據不足,0.0,83.87,-0.05,-0.78,-19.05,297.52,-26.13%,36.07,4131.TWO,浩泰,141.56,⚠️ 獲利稀釋,33.1500015259,2026-03,2025,-57.69
N/A,⚪ 中性觀察,6.729323164868421,-75.84,0.36,1.71,79.80000000000001,-60.41,N/A,-77.57,2524.TW,京城,-17.97,🌑 雙重衰退,35.7999992371,2026-03,2025,-57.870000000000005
N/A,⚪ 數據不足,0.0,-30.77,0.09,-0.49,-6.75,-6.86,N/A,60.8,6767.TWO,台微醫,27.71,🔄 轉虧為盈,25.4500007629,2026-03,2025,-58.480000000000004
N/A,⚪ 中性觀察,5.584238923125,7.5,0.43,1.36,55.2,6.61,N/A,4.62,1731.TW,美吾華,65.98,⚠️ 獲利稀釋,20.5499992371,2026-03,2025,-58.480000000000004
56.36%,⚪ 中性觀察,4.905183215809103,13.38,1.78,6.27,237.29999999999998,9.49,21.51%,7.55,4105.TWO,東洋,71.91,🏰 高護城河,77.5999984741,2026-03,2025,-58.529999999999994
N/A,⚪ 中性觀察,5.470149481477613,-4.2,1.39,5.16,200.99999999999997,8.61,N/A,-1.21,6918.TW,愛派司,55.78,📉 獲利侵蝕,73.3000030518,2026-03,2025,-59.980000000000004
N/A,⚪ 數據不足,0.0,-77.53,0.21,3.11,0.0,-15.04,N/A,-26.3,7795.TW,長廣,-17.44,🌑 雙重衰退,554.0,2026-03,2025,-60.09
N/A,⚪ 數據不足,0.0,-14.52,0.53,2.72,0.0,18.71,N/A,169.31,7794.TWO,宏�硒撥s,46.86,📉 獲利侵蝕,29.4500007629,2026-03,2025,-61.379999999999995
N/A,⚪ 中性觀察,5.2631578947368425,12.73,1.87,9.9,330.59999999999997,-8.29,N/A,-2.0,6703.TWO,軒郁,74.83,⚠️ 獲利稀釋,116.0,2026-03,2025,-62.099999999999994
N/A,⚪ 中性觀察,5.504386048563597,27.85,1.01,3.63,136.79999999999998,19.79,N/A,23.05,8432.TWO,東生華,90.14,⚠️ 獲利稀釋,50.2000007629,2026-03,2025,-62.29
N/A,⚪ 中性觀察,8.284883720930234,-30.36,0.39,3.11,103.2,14.61,N/A,8.39,6925.TWO,意藍,32.15,📉 獲利侵蝕,57.0,2026-03,2025,-62.51
33.80%,⚪ 數據不足,0.0,68.92,-0.25,-1.82,-76.65,-35.31,-77.27%,57.28,4154.TWO,樂威科-KY,131.64,⚠️ 獲利稀釋,11.6999998093,2026-03,2025,-62.719999999999985
N/A,⚪ 數據不足,0.0,-71.64,0.19,4.46,0.0,24.42,N/A,14.65,6983.TWO,華洋精機,-8.7,🌑 雙重衰退,346.5,2026-03,2025,-62.94
N/A,⚪ 中性觀察,9.391634787591888,18.68,1.08,3.08,118.35000000000001,-1.49,N/A,-25.6,6277.TW,宏正,82.57,⚠️ 獲利稀釋,74.0999984741,2026-03,2025,-63.88999999999999
100.00%,⚪ 數據不足,0.0,-11.11,-0.1,-0.44,-20.4,12.25,-377.43%,57.53,3115.TWO,富榮綱,53.3,🏰 高護城河,8.9200000763,2026-03,2025,-64.41
N/A,❌ 暫避觀望,35.57780998814072,54.52,10.43,30.41,1138.3500000000001,33.33,N/A,95.56,6510.TWO,精測,119.02,⚠️ 獲利稀釋,2700.0,2026-03,2025,-64.5
45.66%,⚪ 數據不足,0.0,66.67,-0.02,-0.37,-11.55,-2.04,-9.00%,-181.82,2401.TW,凌陽,131.47,⚠️ 獲利稀釋,31.2000007629,2026-03,2025,-64.8
58.46%,⚪ 數據不足,0.0,-12.24,-0.55,-2.03,-77.55,-27.25,-58.74%,-491.18,3228.TWO,金麗科,53.08,🏰 高護城河,168.0,2026-03,2025,-65.32
N/A,⚪ 數據不足,0.0,111.54,0.03,-0.53,-25.8,2.06,N/A,-129.28,8107.TWO,大億金茂,177.04,🔄 轉虧為盈,12.0500001907,2026-03,2025,-65.49999999999999
39.89%,❌ 暫避觀望,44.859155466901406,100.0,0.14,0.32,10.65,-1.99,1.38%,-50.0,2365.TW,昆盈,165.56,⚠️ 獲利稀釋,31.8500003815,2026-03,2025,-65.56
N/A,⚪ 中性觀察,6.564510026485056,1919.44,14.54,6.7,396.44999999999993,41.93,N/A,209.22,8271.TW,宇瞻,1985.02,⚠️ 獲利稀釋,173.5,2026-03,2025,-65.57999999999993
N/A,⚪ 數據不足,0.0,-45.13,-3.28,-8.2,-405.15,7.0,N/A,-20600.0,6533.TW,晶心科,20.45,📉 獲利侵蝕,225.0,2026-03,2025,-65.58
N/A,⚪ 中性觀察,4.874446085672083,63.12,2.39,7.93,304.65000000000003,-3.78,N/A,4.25,5478.TWO,智冠,128.72,⚠️ 獲利稀釋,99.0,2026-03,2025,-65.6
N/A,⚪ 中性觀察,10.833333333333334,-13.39,0.97,4.13,153.0,37.43,N/A,30.28,6955.TW,邦睿生技-創,52.46,📉 獲利侵蝕,110.5,2026-03,2025,-65.85
19.48%,⚪ 數據不足,0.0,-63.41,-0.67,-2.16,-77.1,157.54,-2058.21%,0.95,4168.TWO,醣聯,2.71,📉 獲利侵蝕,23.8500003815,2026-03,2025,-66.11999999999999
51.65%,⚪ 數據不足,0.0,33.33,-0.1,-1.83,-66.15,36.07,-9.65%,0.0,2736.TWO,富野,99.75,🏰 高護城河,11.6999998093,2026-03,2025,-66.42
N/A,⚪ 數據不足,0.0,33.33,-0.26,-1.26,-52.05,-99.4,N/A,-68.0,6405.TW,悅城,100.81,⚠️ 獲利稀釋,50.7000007629,2026-03,2025,-67.48
N/A,⚪ 中性觀察,13.454296473810338,41.83,3.56,11.77,438.15000000000003,85.22,N/A,67.87,7749.TW,意騰-KY,111.76,⚠️ 獲利稀釋,393.0,2026-03,2025,-69.93
N/A,❌ 暫避觀望,51.18855205582055,59.53,37.41,103.92,3805.05,40.64,N/A,52.82,5274.TWO,信驊,130.07,⚠️ 獲利稀釋,12985.0,2026-03,2025,-70.53999999999999
N/A,⚪ 中性觀察,4.821640812972652,-56.69,0.68,3.46,126.15,55.27,N/A,21.4,2539.TW,櫻花建,14.66,📉 獲利侵蝕,40.5499992371,2026-03,2025,-71.35
62.33%,⚪ 中性觀察,14.720194647201946,58.39,22.08,66.26,2466.0,31.61,54.00%,46.42,2330.TW,台積電,129.86,🏰 高護城河,2420.0,2026-03,2025,-71.47000000000001
N/A,⚪ 數據不足,0.0,0.0,0.1,0.42,0.0,1.81,N/A,7.69,5601.TWO,台聯櫃,71.77,📉 獲利侵蝕,0.0,2026-03,2025,-71.77
