eps_yoy,advice,gm,om,rev_yoy,prev_rev_yoy,prev_year,name,price,pe,prev_eps_yoy,est_price,expansion,status,prev_eps,eps,symbol,date
-0.23,⚪ 中性觀察,N/A,N/A,12.03,12.17,2025,佳必琪,256.0,12.723658051689862,-9.9,301.79999999999995,-12.26,📉 獲利侵蝕,6.1,8.67,6197.TW,2025-12
-10.78,⚪ 數據不足,N/A,N/A,1.55,-4.43,2025,海柏特,32.7999992371,0.0,-5.33,0.0,-12.33,📉 獲利侵蝕,1.42,2.05,6884.TWO,2025-12
14.97,⚪ 中性觀察,N/A,N/A,27.37,44.68,2025,欣雄,40.5999984741,7.631578660545112,29.41,79.80000000000001,-12.4,⚠️ 獲利稀釋,1.54,2.16,8908.TWO,2025-12
-20.27,⚪ 中性觀察,N/A,N/A,-7.81,-5.22,2025,青鋼,28.7000007629,5.052817035721831,-25.56,85.19999999999999,-12.46,🌑 雙重衰退,1.66,2.4,8930.TWO,2025-12
-9.46,⚪ 中性觀察,N/A,N/A,3.07,-0.08,2025,群翊,432.5,12.09113782499301,-5.97,536.5500000000001,-12.530000000000001,📉 獲利侵蝕,10.74,15.06,6664.TWO,2025-12
-29.51,⚪ 數據不足,0.65%,-10.28%,-16.83,-13.55,2025,華夏,12.3999996185,0.0,-123.33,-68.1,-12.680000000000003,🌑 雙重衰退,-1.34,-1.58,1305.TW,2025-12
-16.11,⚪ 中性觀察,33.86%,19.41%,-3.29,-3.31,2025,東鹼,39.1500015259,5.124345749463351,-29.94,114.60000000000001,-12.82,🌑 雙重衰退,2.2,3.28,1708.TW,2025-12
-12.28,⚪ 中性觀察,N/A,N/A,0.57,2.31,2025,松和,25.1000003815,7.070422642676056,-25.38,53.25,-12.85,📉 獲利侵蝕,0.97,1.5,5016.TWO,2025-12
59.82,❌ 暫避觀望,76.10%,69.19%,72.77,78.51,2025,川湖,5090.0,22.25331176496306,58.13,3430.95,-12.949999999999996,🏰 高護城河,66.35,103.23,2059.TW,2025-12
18.33,⚪ 中性觀察,15.20%,6.56%,31.28,43.56,2025,聯發,11.75,14.329268292682922,8.16,12.300000000000004,-12.950000000000003,⚠️ 獲利稀釋,0.6,0.81,1459.TW,2025-12
-16.96,⚪ 中性觀察,N/A,N/A,-3.92,-1.99,2025,榮惠-KY創,168.5,14.112227805695142,-47.48,179.10000000000002,-13.040000000000001,🌑 雙重衰退,3.23,5.68,6924.TW,2025-12
4.84,⚪ 數據不足,15.22%,-45.05%,17.89,4.82,2025,鑫創,16.3500003815,0.0,30.2,-86.25,-13.05,⚠️ 獲利稀釋,-1.71,-2.36,3259.TWO,2025-12
-14.12,⚪ 數據不足,N/A,N/A,-0.97,-5.71,2025,華安,40.3499984741,0.0,8.02,-117.89999999999999,-13.149999999999999,🌑 雙重衰退,-2.19,-2.92,6657.TW,2025-12
-14.74,⚪ 中性觀察,N/A,N/A,-1.38,-1.77,2025,立敦,88.3000030518,13.378788341181815,-18.83,99.00000000000003,-13.36,🌑 雙重衰退,1.96,2.68,6175.TWO,2025-12
-9.71,❌ 暫避觀望,23.30%,7.20%,3.65,1.22,2025,光頡,91.5,22.154963680387404,-27.11,61.95000000000001,-13.360000000000001,📉 獲利侵蝕,1.21,1.86,3624.TWO,2025-12
-23.5,⚪ 中性觀察,33.56%,14.34%,-10.06,-4.13,2025,味王,42.5999984741,9.883990365220418,-19.23,64.64999999999999,-13.44,🌑 雙重衰退,1.28,1.81,1203.TW,2025-12
-1.14,❌ 暫避觀望,46.13%,14.55%,12.32,13.56,2025,聯發科,3860.0,22.40668717710571,-0.39,2584.0499999999997,-13.46,📉 獲利侵蝕,51.76,66.16,2454.TW,2025-12
-12.32,⚪ 中性觀察,25.33%,7.00%,1.19,6.38,2025,茂訊,119.5,6.056766345666499,-9.93,295.94999999999993,-13.51,📉 獲利侵蝕,6.08,7.4,3213.TWO,2025-12
33.98,❌ 暫避觀望,26.37%,14.07%,47.52,34.54,2025,雙鴻,1010.0,16.986209216279853,13.67,891.8999999999999,-13.540000000000006,⚠️ 獲利稀釋,18.13,28.26,3324.TWO,2025-12
-14.93,⚪ 中性觀察,N/A,N/A,-1.34,-2.12,2025,耕興,218.5,8.11362792424805,-18.85,403.95,-13.59,🌑 雙重衰退,7.92,10.77,6146.TWO,2025-12
-32.28,⚪ 中性觀察,18.72%,9.93%,-18.5,-17.19,2025,廣隆,125.5,6.316054353296426,-37.53,298.05,-13.780000000000001,🌑 雙重衰退,5.76,7.95,1537.TW,2025-12
-2.59,⚪ 中性觀察,N/A,N/A,11.21,9.59,2025,正瀚-創,97.0,5.794504181600956,-8.09,251.09999999999997,-13.8,📉 獲利侵蝕,4.09,4.51,6534.TW,2025-12
-10.95,⚪ 中性觀察,N/A,N/A,2.9,-0.39,2025,台灣虎航,54.0999984741,3.616310058429144,-22.46,224.4,-13.85,📉 獲利侵蝕,4.28,5.37,6757.TW,2025-12
6.89,⚪ 中性觀察,11.53%,2.34%,21.07,22.59,2025,欣新網,61.9000015259,6.923937530861297,14.74,134.10000000000002,-14.18,⚠️ 獲利稀釋,2.21,3.63,2949.TWO,2025-12
-13.92,⚪ 中性觀察,34.44%,17.09%,0.3,-1.99,2025,倉佑,29.0499992371,8.776434814833836,-33.33,49.650000000000006,-14.22,📉 獲利侵蝕,0.88,1.36,1568.TW,2025-12
-11.97,⚪ 中性觀察,30.67%,19.78%,2.26,2.23,2025,聯電,114.0,14.540816326530612,-18.45,117.6,-14.23,📉 獲利侵蝕,2.54,3.34,2303.TW,2025-12
-9.63,❌ 暫避觀望,N/A,N/A,4.64,4.28,2025,系微,293.5,18.706182281708095,-14.37,235.35,-14.27,📉 獲利侵蝕,4.59,6.66,6231.TWO,2025-12
-8.22,⚪ 中性觀察,N/A,N/A,6.08,8.02,2025,萬泰科,80.0,14.15929203539823,-11.9,84.74999999999999,-14.3,📉 獲利侵蝕,1.64,2.19,6190.TWO,2025-12
-11.08,⚪ 中性觀察,N/A,N/A,3.26,1.72,2025,晶碩,308.0,5.832228744555955,-15.63,792.1500000000001,-14.34,📉 獲利侵蝕,15.38,20.87,6491.TW,2025-12
-82.6,⚪ 中性觀察,21.31%,-1.56%,-68.21,1491.72,2025,富華新,13.6000003815,2.645914471108949,417.65,77.10000000000001,-14.39,🌑 雙重衰退,1.08,1.07,3056.TW,2025-12
4.56,⚪ 中性觀察,38.51%,18.05%,19.07,18.44,2025,融程電,183.0,10.403638430926662,-2.6,263.85,-14.510000000000002,⚠️ 獲利稀釋,5.3,7.39,3416.TW,2025-12
-15.3,⚪ 中性觀察,4.09%,1.39%,-0.73,-0.09,2025,和碩,80.6999969482,6.641975057465021,-30.83,182.24999999999997,-14.57,🌑 雙重衰退,3.42,5.39,4938.TW,2025-12
-3.09,⚪ 中性觀察,52.30%,11.29%,11.58,12.18,2025,豆府,177.0,4.79544838797074,1.18,553.65,-14.67,🏰 高護城河,11.18,15.04,2752.TWO,2025-12
-14.85,⚪ 中性觀察,102.49%,38.22%,0.06,-3.1,2025,遠東銀,12.1000003815,5.193133210944206,-24.1,34.95,-14.91,🏰 高護城河,0.7,0.93,2845.TW,2025-12
57.01,⚪ 中性觀察,10.03%,3.96%,72.06,97.96,2025,神達,87.8000030518,7.149837382068404,50.82,184.2,-15.050000000000004,⚠️ 獲利稀釋,3.68,5.15,3706.TW,2025-12
-22.04,⚪ 中性觀察,14.02%,10.05%,-6.89,-4.13,2025,亞泥,34.4000015259,4.8382561921097045,-10.94,106.65,-15.149999999999999,🌑 雙重衰退,2.42,3.0,1102.TW,2025-12
-19.9,⚪ 數據不足,4.14%,0.97%,-4.68,2.13,2025,元禎,0.0,0.0,-17.96,0.0,-15.219999999999999,🌑 雙重衰退,1.37,1.53,1725.TW,2025-12
-14.67,⚪ 中性觀察,N/A,N/A,0.7,4.61,2025,數泓科,104.0,5.879027699265121,-29.26,265.35,-15.37,📉 獲利侵蝕,4.81,7.85,6855.TWO,2025-12
1.36,⚪ 數據不足,7.87%,-5.22%,16.77,18.73,2025,永冠-KY,5.5399999619,0.0,65.91,-222.15,-15.41,⚠️ 獲利稀釋,-2.71,-5.06,1589.TW,2025-09
-15.09,⚪ 中性觀察,9.65%,1.10%,0.36,0.36,2025,福壽,12.4499998093,14.476743964302326,-30.56,12.9,-15.45,📉 獲利侵蝕,0.25,0.45,1219.TW,2025-12
13.97,⚪ 中性觀察,N/A,N/A,29.58,2.0,2025,聚賢研發-創,126.0,9.897879025923016,-16.19,190.95000000000002,-15.609999999999998,⚠️ 獲利稀釋,3.07,6.56,7631.TW,2025-12
-5.53,⚪ 中性觀察,N/A,N/A,10.13,13.01,2025,台表科,245.0,10.341916420430563,-8.37,355.34999999999997,-15.66,📉 獲利侵蝕,6.9,9.39,6278.TW,2025-12
44.38,⚪ 數據不足,N/A,N/A,60.07,69.11,2025,沛爾生醫-創,669.0,0.0,7.24,-237.15000000000003,-15.689999999999998,⚠️ 獲利稀釋,-4.65,-7.23,6949.TW,2025-12
-21.93,⚪ 中性觀察,19.14%,6.69%,-6.24,-7.44,2025,遠東新,27.0,7.2,-22.9,56.25,-15.69,🌑 雙重衰退,1.08,1.55,1402.TW,2025-12
22.83,⚪ 數據不足,N/A,N/A,38.52,38.99,2025,ABC-KY,24.2999992371,0.0,28.11,-69.6,-15.690000000000005,⚠️ 獲利稀釋,-1.33,-1.96,6598.TW,2025-12
-13.68,⚪ 中性觀察,N/A,N/A,2.05,3.55,2025,百和,43.1500015259,3.8458111876916226,-11.78,168.29999999999998,-15.73,📉 獲利侵蝕,3.37,4.1,9938.TW,2025-12
-2.59,⚪ 中性觀察,N/A,N/A,13.17,16.5,2025,千附,59.2999992371,8.363892699167844,-22.31,106.35,-15.76,📉 獲利侵蝕,1.89,3.41,8383.TWO,2025-12
-46.72,⚪ 中性觀察,N/A,N/A,-30.87,-30.5,2025,匯僑設計,44.3499984741,6.5316639873490425,-54.2,101.85,-15.849999999999998,🌑 雙重衰退,2.29,3.41,6754.TW,2025-12
-21.86,⚪ 中性觀察,N/A,N/A,-5.89,-2.74,2025,益張,92.0,6.59971305595409,-24.29,209.09999999999997,-15.969999999999999,🌑 雙重衰退,4.02,5.97,8342.TWO,2025-12
-6.01,⚪ 中性觀察,N/A,N/A,9.98,14.8,2025,群益期,56.5,4.244928625093914,-15.38,199.65,-15.99,📉 獲利侵蝕,4.0,5.48,6024.TW,2025-12
-2.36,⚪ 中性觀察,N/A,N/A,13.71,5.83,2025,華孚,41.9000015259,5.542328244166668,-13.92,113.39999999999999,-16.07,📉 獲利侵蝕,2.35,2.9,6235.TW,2025-12
-27.01,❌ 暫避觀望,N/A,N/A,-10.64,-9.08,2025,采鈺,556.0,59.33831376734259,-25.2,140.54999999999998,-16.37,🌑 雙重衰退,2.8,4.01,6789.TW,2025-12
-23.41,❌ 暫避觀望,N/A,N/A,-7.01,-6.83,2025,鈺太,335.5,25.513307984790877,-43.52,197.24999999999997,-16.4,🌑 雙重衰退,3.84,6.81,6679.TWO,2025-12
-29.83,⚪ 數據不足,5.34%,-4.30%,-13.41,-10.84,2025,台聚,12.3000001907,0.0,-51.82,-96.6,-16.419999999999998,🌑 雙重衰退,-1.85,-2.6,1304.TW,2025-12
5.64,⚪ 中性觀察,48.09%,32.41%,22.33,24.44,2025,凡甲,366.5,8.801633045148895,9.74,624.6,-16.689999999999998,⚠️ 獲利稀釋,12.33,16.97,3526.TWO,2025-12
-29.79,❌ 暫避觀望,46.40%,17.75%,-12.98,-4.58,2025,前鼎,267.0,53.293413173652695,-22.03,75.14999999999999,-16.81,🌑 雙重衰退,1.39,1.98,4908.TWO,2025-12
-7.18,⚪ 中性觀察,N/A,N/A,9.7,12.71,2025,昕奇雲端,125.0,11.927480916030534,-10.23,157.20000000000002,-16.88,📉 獲利侵蝕,3.01,4.04,7747.TWO,2025-12
34.08,⚪ 中性觀察,9.56%,7.58%,51.01,58.45,2025,根基,84.5999984741,3.9699670799671516,67.26,319.65000000000003,-16.93,⚠️ 獲利稀釋,6.59,9.52,2546.TW,2025-12
-32.89,⚪ 中性觀察,33.40%,27.38%,-15.9,-41.9,2025,興富發,43.2000007629,13.130699320030393,-37.41,49.35,-16.990000000000002,🌑 雙重衰退,0.95,2.1,2542.TW,2025-12
16.83,⚪ 數據不足,28.85%,-17.20%,33.85,16.84,2025,全域,17.25,0.0,-38.98,-35.099999999999994,-17.020000000000003,⚠️ 獲利稀釋,-0.82,-0.84,3067.TWO,2025-12
-12.03,❌ 暫避觀望,58.57%,27.57%,5.02,-6.01,2025,昇達科,1930.0,107.70089285714286,-25.66,268.79999999999995,-17.049999999999997,🏰 高護城河,4.6,7.83,3491.TWO,2025-12
0.0,⚪ 數據不足,3.88%,0.87%,17.25,7.82,2025,尚立,14.9499998093,0.0,-58.54,-28.5,-17.25,📉 獲利侵蝕,-0.65,-0.48,3360.TWO,2025-12
-5.51,⚪ 中性觀察,N/A,N/A,11.76,16.23,2025,欣泰,53.0999984741,9.39822981842478,-11.4,84.74999999999999,-17.27,📉 獲利侵蝕,1.71,2.23,8917.TWO,2025-12
67.87,❌ 暫避觀望,N/A,N/A,85.22,106.86,2025,意騰-KY,544.0,19.27710843373494,113.1,423.29999999999995,-17.349999999999994,⚠️ 獲利稀釋,9.12,11.77,7749.TW,2025-12
-116.36,⚪ 數據不足,N/A,N/A,-98.98,-99.19,2025,豐謙,30.3999996185,0.0,-115.09,-3.5999999999999996,-17.379999999999995,🌑 雙重衰退,-0.08,-0.09,5523.TWO,2025-12
-10.36,⚪ 數據不足,63.24%,24.73%,7.07,10.44,2025,嘉實,85.8000030518,0.0,-5.06,0.0,-17.43,🏰 高護城河,4.7,7.27,3158.TWO,2025-12
-22.2,⚪ 中性觀察,35.36%,30.49%,-4.75,-9.08,2025,裕民,65.4000015259,7.80429612480907,-37.98,125.69999999999999,-17.45,🌑 雙重衰退,2.76,4.31,2606.TW,2025-12
-7.14,⚪ 中性觀察,55.31%,23.84%,10.36,0.51,2025,美時,201.0,4.396325459317586,-8.92,685.8,-17.5,🏰 高護城河,13.82,18.14,1795.TW,2025-12
-19.62,⚪ 中性觀察,38.19%,16.92%,-2.07,0.41,2025,聯詠,485.5,6.826490438695163,-18.56,1066.8000000000002,-17.55,🌑 雙重衰退,20.8,26.87,3034.TW,2025-12
11.73,⚪ 中性觀察,70.98%,31.38%,29.29,23.13,2025,中信金,57.5999984741,5.794768458158954,3.78,149.1,-17.56,🏰 高護城河,3.06,4.08,2891.TW,2025-12
-10.33,⚪ 數據不足,N/A,N/A,7.33,4.58,2025,常廣,37.7000007629,0.0,0.61,0.0,-17.66,📉 獲利侵蝕,1.66,2.14,6730.TWO,2025-12
-19.4,⚪ 中性觀察,N/A,N/A,-1.74,2.2,2025,大汽電,42.25,7.173174872665534,8.24,88.35000000000001,-17.66,🌑 雙重衰退,1.84,1.87,8931.TWO,2025-12
-34.78,⚪ 中性觀察,37.77%,36.66%,-17.06,-24.86,2025,慧洋-KY,71.1999969482,9.070063305503185,-61.76,117.75,-17.720000000000002,🌑 雙重衰退,2.44,5.27,2637.TW,2025-12
-4.98,❌ 暫避觀望,N/A,N/A,12.79,10.16,2025,昶昕,92.5,20.833333333333332,-31.64,66.60000000000001,-17.77,📉 獲利侵蝕,1.21,2.1,8438.TW,2025-12
-21.74,⚪ 數據不足,N/A,N/A,-3.95,-9.55,2025,佳總,6.3000001907,0.0,-28.12,-36.6,-17.79,🌑 雙重衰退,-0.82,-1.12,5355.TWO,2025-12
2.69,⚪ 中性觀察,39.87%,7.82%,20.5,25.9,2025,倫飛,69.6999969482,6.619182996030389,-4.85,157.95,-17.81,⚠️ 獲利稀釋,3.14,4.2,2364.TW,2025-12
9.84,❌ 暫避觀望,22.01%,15.04%,27.79,24.72,2025,勤凱,341.0,21.07540173053152,11.3,242.7,-17.95,⚠️ 獲利稀釋,4.61,7.05,4760.TWO,2025-12
9.52,⚪ 中性觀察,N/A,N/A,27.49,24.12,2025,大世科,59.5,10.977859778597786,0.66,81.3,-17.97,⚠️ 獲利稀釋,1.52,2.53,8099.TWO,2025-12
-21.36,⚪ 中性觀察,25.76%,10.08%,-3.38,0.55,2025,怡利電,57.0,10.961538461538462,-29.38,78.0,-17.98,🌑 雙重衰退,1.49,2.37,2497.TW,2025-12
-20.89,⚪ 中性觀察,32.65%,10.54%,-2.91,7.51,2025,拓凱,163.0,4.041656335234317,-0.58,604.9499999999999,-17.98,🌑 雙重衰退,12.08,14.92,4536.TW,2025-12
-22.93,⚪ 中性觀察,18.21%,6.19%,-4.72,-3.67,2025,六暉-KY,20.7000007629,4.241803435020492,-1.99,73.2,-18.21,🌑 雙重衰退,1.48,1.58,2115.TW,2025-12
-2.48,⚪ 中性觀察,N/A,N/A,15.94,20.49,2025,世紀鋼,101.5,6.2041564792176045,-23.95,245.39999999999998,-18.419999999999998,📉 獲利侵蝕,4.78,6.57,9958.TW,2025-12
-11.69,❌ 暫避觀望,N/A,N/A,6.75,2.03,2025,台虹,151.0,36.21103117505995,-41.96,62.55,-18.439999999999998,📉 獲利侵蝕,1.33,2.07,8039.TW,2025-12
-19.0,⚪ 中性觀察,31.94%,17.40%,-0.48,-4.67,2025,華勝-KY,54.5999984741,4.523612135385252,-30.34,181.05,-18.52,🌑 雙重衰退,3.36,5.32,2248.TW,2025-12
-26.71,⚪ 中性觀察,N/A,N/A,-8.15,-7.04,2025,福興,41.9000015259,5.918079311567797,-30.54,106.2,-18.560000000000002,🌑 雙重衰退,2.14,3.08,9924.TW,2025-12
-7.56,⚪ 中性觀察,N/A,N/A,11.04,6.64,2025,進典,43.4000015259,8.314176537528734,-1.94,78.30000000000001,-18.599999999999998,📉 獲利侵蝕,1.52,2.2,6843.TWO,2025-12
-33.16,⚪ 中性觀察,N/A,N/A,-14.48,-10.54,2025,久昌,156.0,14.285714285714286,-37.15,163.8,-18.679999999999996,🌑 雙重衰退,2.98,3.89,6720.TWO,2025-12
-14.2,⚪ 數據不足,N/A,N/A,4.48,1.91,2025,力積電,63.7999992371,0.0,-33.86,-73.35000000000001,-18.68,📉 獲利侵蝕,-1.71,-1.86,6770.TW,2025-12
11.79,⚪ 數據不足,N/A,N/A,30.49,37.75,2025,安葆,273.0,0.0,14.64,0.0,-18.7,⚠️ 獲利稀釋,6.03,8.72,7792.TWO,2025-12
41.2,⚪ 數據不足,N/A,N/A,59.94,75.55,2025,崴寶,501.0,0.0,74.46,0.0,-18.739999999999995,⚠️ 獲利稀釋,12.91,16.28,7744.TWO,2025-12
-10.24,⚪ 中性觀察,N/A,N/A,8.55,9.03,2025,明安,54.4000015259,3.343577229618931,-26.95,244.04999999999998,-18.79,📉 獲利侵蝕,3.56,6.18,8938.TWO,2025-12
-48.08,⚪ 數據不足,N/A,N/A,-29.22,-51.26,2025,心誠鎂,0.0,0.0,-37.5,0.0,-18.86,🌑 雙重衰退,-4.17,-3.92,6934.TW,2025-12
-47.37,❌ 暫避觀望,3.78%,0.03%,-28.43,-43.41,2025,三商壽,7.6300001144,28.25925968296296,-68.0,4.050000000000001,-18.939999999999998,🌑 雙重衰退,0.16,0.2,2867.TW,2025-12
28.04,⚪ 中性觀察,N/A,N/A,47.13,54.5,2025,洋基工程,628.0,10.895211658570435,27.98,864.6000000000001,-19.090000000000003,⚠️ 獲利稀釋,16.64,24.76,6691.TW,2025-12
-15.42,⚪ 中性觀察,27.76%,22.79%,3.75,4.82,2025,國產,34.6500015259,4.309701682325872,-20.71,120.6,-19.17,📉 獲利侵蝕,2.45,3.3,2504.TW,2025-12
0.0,⚪ 中性觀察,N/A,N/A,19.26,19.53,2025,虎門科技,115.0,10.921177587844255,-2.88,157.95,-19.26,📉 獲利侵蝕,3.37,4.16,6791.TWO,2025-12
-28.57,⚪ 數據不足,N/A,N/A,-9.24,-8.87,2025,康那香,14.25,0.0,-0.68,-63.3,-19.33,🌑 雙重衰退,-1.49,-2.43,9919.TW,2025-12
-7.65,⚪ 中性觀察,N/A,N/A,11.78,11.06,2025,迎廣,88.5,12.123287671232875,-26.01,109.50000000000001,-19.43,📉 獲利侵蝕,2.21,3.77,6117.TW,2025-12
-8.26,⚪ 中性觀察,N/A,N/A,11.23,7.39,2025,博弘,71.0,5.936454849498327,-38.85,179.4,-19.490000000000002,📉 獲利侵蝕,3.18,5.11,6997.TWO,2025-12
3.78,❌ 暫避觀望,N/A,N/A,23.29,7.55,2025,群聯,2430.0,31.743958197256696,-27.04,1148.25,-19.509999999999998,⚠️ 獲利稀釋,19.9,41.98,8299.TWO,2025-12
-22.56,⚪ 中性觀察,45.13%,17.87%,-2.97,-10.95,2025,精湛,66.8000030518,14.844445122622224,-44.93,67.5,-19.59,🌑 雙重衰退,1.25,2.3,2070.TWO,2025-12
0.37,⚪ 中性觀察,18.77%,15.81%,19.99,16.0,2025,潤弘,163.5,6.731165088513791,7.57,364.35,-19.619999999999997,⚠️ 獲利稀釋,7.25,10.75,2597.TW,2025-12
-4.63,⚪ 中性觀察,N/A,N/A,15.04,9.06,2025,博大,125.0,8.468834688346883,-14.37,221.4,-19.669999999999998,📉 獲利侵蝕,4.41,6.18,8109.TWO,2025-12
-30.29,⚪ 中性觀察,N/A,N/A,-10.51,-9.94,2025,晶焱,94.9000015259,12.738255238375837,-25.46,111.75000000000001,-19.78,🌑 雙重衰退,2.46,3.18,6411.TWO,2025-12
7.23,⚪ 中性觀察,N/A,N/A,27.05,24.69,2025,創為精密,62.5,7.22543352601156,6.94,129.75,-19.82,⚠️ 獲利稀釋,2.65,3.59,6899.TWO,2025-12
-24.63,⚪ 中性觀察,N/A,N/A,-4.71,-3.47,2025,寶成,25.7999992371,2.554455370009901,-35.26,151.5,-19.919999999999998,🌑 雙重衰退,3.03,4.1,9904.TW,2025-12
-14.96,⚪ 中性觀察,N/A,N/A,5.05,8.16,2025,來億-KY,169.0,5.127427184466019,-12.51,494.40000000000003,-20.01,📉 獲利侵蝕,9.16,13.02,6890.TW,2025-12
-16.94,⚪ 中性觀察,30.19%,19.16%,3.15,5.39,2025,儒鴻,342.5,7.009823986901351,-20.3,732.9,-20.09,📉 獲利侵蝕,14.33,20.1,1476.TW,2025-12
-14.53,❌ 暫避觀望,31.33%,12.18%,5.64,8.42,2025,達邁,109.0,33.435582822085884,-42.24,48.900000000000006,-20.169999999999998,📉 獲利侵蝕,0.94,1.54,3645.TW,2025-12
-33.63,⚪ 中性觀察,23.92%,18.94%,-13.25,-11.06,2025,萬海,84.3000030518,3.3110763178240377,-38.09,381.90000000000003,-20.380000000000003,🌑 雙重衰退,7.64,11.21,2615.TW,2025-12
-26.4,⚪ 中性觀察,N/A,N/A,-5.92,-0.64,2025,達爾膚,99.0,4.845814977973568,-21.61,306.45000000000005,-20.479999999999997,🌑 雙重衰退,5.84,7.78,6523.TWO,2025-12
-10.04,❌ 暫避觀望,18.10%,4.42%,10.54,10.26,2025,利機,97.0,16.753022452504318,3.14,86.85,-20.58,📉 獲利侵蝕,1.64,2.15,3444.TWO,2025-12
-25.35,⚪ 中性觀察,N/A,N/A,-4.74,-6.88,2025,裕慶-KY,160.5,8.633674018289403,-29.25,278.85,-20.61,🌑 雙重衰退,5.41,10.18,6957.TW,2025-12
-20.27,❌ 暫避觀望,N/A,N/A,0.36,3.67,2025,艾華,90.0,30.71672354948806,-8.41,43.949999999999996,-20.63,📉 獲利侵蝕,0.98,1.18,6204.TWO,2025-12
6.88,⚪ 數據不足,1.54%,-34.06%,27.53,42.64,2025,位速,20.1000003815,0.0,18.25,-59.7,-20.650000000000002,⚠️ 獲利稀釋,-1.14,-1.51,3508.TWO,2025-12
-18.46,❌ 暫避觀望,N/A,N/A,2.2,-4.79,2025,力成,283.0,16.745562130177515,-30.26,253.49999999999997,-20.66,📉 獲利侵蝕,4.96,7.48,6239.TW,2025-12
-66.41,⚪ 數據不足,-18.95%,-73.69%,-45.66,-36.93,2025,隆銘綠能,9.8800001144,0.0,-161.36,-81.14999999999999,-20.75,🌑 雙重衰退,-2.36,-2.16,3018.TW,2025-12
-17.91,⚪ 中性觀察,47.97%,36.75%,2.84,6.5,2025,大立光,3540.0,9.496727116643417,-15.56,5591.4,-20.75,📉 獲利侵蝕,109.06,159.41,3008.TW,2025-12
-18.35,⚪ 中性觀察,28.71%,12.48%,2.41,11.19,2025,友輝,73.9000015259,5.556391092172932,-26.64,199.5,-20.76,📉 獲利侵蝕,3.81,5.77,4933.TWO,2025-12
-27.39,⚪ 中性觀察,N/A,N/A,-6.57,-7.59,2025,豐祥-KY,150.5,5.018339446482161,-18.99,449.85,-20.82,🌑 雙重衰退,8.74,12.25,5288.TW,2025-12
24.26,⚪ 中性觀察,N/A,N/A,45.1,55.99,2025,創泓科技,122.5,8.584442887175893,60.59,214.04999999999998,-20.84,⚠️ 獲利稀釋,4.34,6.33,7714.TWO,2025-12
45.15,⚪ 中性觀察,N/A,N/A,66.0,60.07,2025,祥碩,1480.0,8.548983364140481,40.25,2596.8,-20.85,⚠️ 獲利稀釋,52.62,72.7,5269.TW,2025-12
-32.69,⚪ 中性觀察,44.64%,12.42%,-11.82,-12.22,2025,曜亞,51.7999992371,5.169660602504989,-27.93,150.3,-20.869999999999997,🌑 雙重衰退,2.89,3.81,4138.TWO,2025-12
-15.57,⚪ 中性觀察,32.18%,14.07%,5.34,7.28,2025,晶技,176.0,13.465952563121652,-13.57,196.05,-20.91,📉 獲利侵蝕,3.95,5.28,3042.TW,2025-12
-40.68,❌ 暫避觀望,28.61%,8.69%,-19.66,-24.68,2025,微端,28.7999992371,35.5555546137037,-56.16,12.15,-21.02,🌑 雙重衰退,0.32,0.7,3285.TWO,2025-12
-23.02,⚪ 中性觀察,N/A,N/A,-1.89,-1.72,2025,中美晶,147.5,10.285913528591351,18.54,215.10000000000002,-21.13,🌑 雙重衰退,4.07,6.71,5483.TWO,2025-12
-17.45,⚪ 中性觀察,N/A,N/A,3.73,1.46,2025,志超,38.5499992371,6.5228425105076155,-8.29,88.64999999999999,-21.18,📉 獲利侵蝕,1.77,2.27,8213.TW,2025-12
-18.86,❌ 暫避觀望,32.82%,27.31%,2.53,-1.5,2025,精材,253.0,23.339483394833948,-30.87,162.6,-21.39,📉 獲利侵蝕,3.09,4.99,3374.TWO,2025-12
-27.23,⚪ 中性觀察,16.76%,6.72%,-5.73,-3.53,2025,群光,131.5,5.389344262295081,-12.04,366.00000000000006,-21.5,🌑 雙重衰退,8.01,9.05,2385.TW,2025-12
-0.48,⚪ 中性觀察,N/A,N/A,21.03,22.78,2025,三聯,93.4000015259,9.094450002521908,3.3,154.04999999999998,-21.51,📉 獲利侵蝕,3.44,4.18,5493.TWO,2025-12
-31.07,⚪ 中性觀察,19.71%,12.02%,-9.51,-8.33,2025,美亞,21.2999992371,3.9082567407522935,-41.75,81.75,-21.560000000000002,🌑 雙重衰退,1.66,2.13,2020.TW,2025-12
-26.32,❌ 暫避觀望,N/A,N/A,-4.59,-6.36,2025,日揚,99.0,15.689381933438987,-28.8,94.64999999999999,-21.73,🌑 雙重衰退,1.78,2.52,6208.TWO,2025-12
-22.0,⚪ 中性觀察,12.48%,4.05%,-0.23,4.37,2025,廣宇,54.7999992371,13.431372362034315,-13.48,61.2,-21.77,🌑 雙重衰退,1.22,1.56,2328.TW,2025-12
-23.53,⚪ 中性觀察,N/A,N/A,-1.73,-1.49,2025,正基,78.9000015259,12.87112586066884,-32.02,91.95,-21.8,🌑 雙重衰退,1.72,2.73,6546.TWO,2025-12
-52.99,❌ 暫避觀望,N/A,N/A,-31.16,-37.61,2025,榮田,90.5999984741,19.400427938779444,-75.62,70.05,-21.830000000000002,🌑 雙重衰退,0.91,2.48,7709.TWO,2025-12
