📈 回測總表 (起點: 2026-01-01)
--------------------------------------------------------------------------------
6831.TW    | 次數: 2    | 勝率:  50.00% | 累計:   18.01%
3036.TW    | 次數: 2    | 勝率:  50.00% | 累計:   23.80%
8921.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -1.09%
2495.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.17%
6225.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.71%
1444.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -13.01%
0056.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -1.82%
8109.TWO   | 次數: 2    | 勝率: 100.00% | 累計:    4.88%
6512.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.96%
00882.TW   | 次數: 2    | 勝率: 100.00% | 累計:    1.74%
3546.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.75%
3552.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   12.00%
2377.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.03%
4583.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.09%
3293.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -5.72%
00910.TW   | 次數: 1    | 勝率: 100.00% | 累計:   11.33%
9960.TWO   | 次數: 3    | 勝率:  66.67% | 累計:    2.21%
1608.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -8.35%
8279.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.00%
2006.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.57%
6715.TW    | 次數: 1    | 勝率: 100.00% | 累計:  191.47%
00946.TW   | 次數: 1    | 勝率: 100.00% | 累計:    2.32%
3034.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.28%
1595.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.03%
3588.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -6.76%
4994.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.49%
2603.TW    | 次數: 2    | 勝率:  50.00% | 累計:    7.22%
6643.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -23.57%
6854.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -6.26%
4903.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -13.12%
8423.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.53%
3016.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -10.99%
00852L.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -0.41%
00985A.TW  | 次數: 1    | 勝率: 100.00% | 累計:    7.96%
9919.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -12.47%
1326.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -13.81%
6517.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.61%
1583.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.21%
00669R.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -1.00%
4919.TW    | 次數: 2    | 勝率: 100.00% | 累計:   28.82%
6142.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.50%
2321.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.59%
3489.TWO   | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
2327.TW    | 次數: 1    | 勝率: 100.00% | 累計:    6.72%
6126.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -17.73%
1473.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.35%
8289.TWO   | 次數: 4    | 勝率:  50.00% | 累計:   27.42%
5439.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.91%
6703.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -7.44%
6423.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -13.91%
2610.TW    | 次數: 2    | 勝率:  50.00% | 累計:    3.02%
2836.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.34%
4198.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -2.57%
2379.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.16%
4157.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -9.38%
6546.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -2.87%
1760.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.67%
4552.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.25%
5398.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -15.38%
3533.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -10.81%
6120.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -9.83%
6456.TW    | 次數: 1    | 勝率: 100.00% | 累計:    9.03%
4737.TW    | 次數: 1    | 勝率: 100.00% | 累計:   11.99%
4527.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    5.31%
4541.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.57%
4938.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -2.95%
6265.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   34.63%
3206.TWO   | 次數: 4    | 勝率:  25.00% | 累計:  -14.52%
5340.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -15.86%
00898.TW   | 次數: 2    | 勝率:   0.00% | 累計:   -3.58%
4585.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.11%
3338.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -9.05%
5302.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   28.16%
3702.TW    | 次數: 1    | 勝率: 100.00% | 累計:   33.73%
2548.TW    | 次數: 2    | 勝率:  50.00% | 累計:    1.58%
00922.TW   | 次數: 1    | 勝率:   0.00% | 累計:   -3.48%
8390.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.99%
1210.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.74%
3672.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -9.49%
2615.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -11.22%
4807.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.48%
2606.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -14.79%
5519.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.81%
1308.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -9.12%
6720.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   18.54%
8383.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -4.29%
6895.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.58%
6550.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -12.64%
6753.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -11.66%
6651.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.50%
6168.TW    | 次數: 3    | 勝率:   0.00% | 累計:   -9.94%
6538.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -6.07%
4770.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.91%
2468.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.26%
2851.TW    | 次數: 3    | 勝率:  66.67% | 累計:   -0.45%
3041.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -13.45%
2472.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -13.41%
6469.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.43%
6949.TW    | 次數: 1    | 勝率: 100.00% | 累計:   63.68%
6426.TW    | 次數: 1    | 勝率: 100.00% | 累計:   53.92%
6112.TW    | 次數: 5    | 勝率:  20.00% | 累計:  -11.76%
5272.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -10.21%
6005.TW    | 次數: 2    | 勝率:  50.00% | 累計:    2.26%
3631.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    0.92%
00902.TW   | 次數: 1    | 勝率: 100.00% | 累計:    1.98%
2449.TW    | 次數: 2    | 勝率:  50.00% | 累計:    2.78%
00917.TW   | 次數: 1    | 勝率: 100.00% | 累計:    5.98%
5443.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    1.88%
3167.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -15.21%
6579.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -4.73%
2889.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -13.96%
2014.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -9.38%
2438.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -5.92%
2231.TW    | 次數: 2    | 勝率:  50.00% | 累計:   10.68%
8442.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -2.08%
8054.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -10.50%
3680.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.68%
00666R.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -0.53%
4171.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -5.92%
6541.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.05%
3150.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -9.30%
4154.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -9.88%
7738.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.23%
1904.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -8.59%
5371.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.44%
3541.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.51%
00939.TW   | 次數: 2    | 勝率:  50.00% | 累計:    1.77%
3062.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -1.96%
4711.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.90%
4571.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -0.47%
9929.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.20%
7770.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -16.26%
6488.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    8.89%
2115.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.18%
4142.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.27%
5388.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.45%
3419.TW    | 次數: 2    | 勝率:  50.00% | 累計:    5.89%
6547.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.34%
4166.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.01%
6101.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -2.15%
1528.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.35%
2344.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -6.39%
8917.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -13.12%
7788.TW    | 次數: 2    | 勝率: 100.00% | 累計:   21.11%
3684.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -11.57%
1460.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.02%
00735.TW   | 次數: 2    | 勝率:  50.00% | 累計:   12.56%
6222.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.38%
3227.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.16%
2460.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -10.86%
7781.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   86.02%
4168.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.96%
2357.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.77%
2801.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.13%
7718.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -15.14%
00864B.TWO | 次數: 2    | 勝率:  50.00% | 累計:    0.19%
5291.TWO   | 次數: 4    | 勝率:  50.00% | 累計:   -3.37%
6725.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -10.03%
8455.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.00%
3040.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.45%
4130.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    6.13%
3205.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    0.60%
2439.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.83%
2371.TW    | 次數: 1    | 勝率: 100.00% | 累計:    2.46%
6894.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   29.73%
6125.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -7.24%
6220.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   41.22%
1809.TW    | 次數: 2    | 勝率:  50.00% | 累計:   15.95%
7737.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -2.30%
2342.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.07%
6922.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -5.99%
8255.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.77%
6612.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.44%
8299.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -15.35%
1609.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.76%
6144.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -14.57%
1440.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.93%
5269.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -12.16%
2069.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.11%
3555.TWO   | 次數: 3    | 勝率:  33.33% | 累計:   -6.65%
3551.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.10%
5285.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.83%
3570.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -1.55%
1301.TW    | 次數: 3    | 勝率:  66.67% | 累計:    0.96%
3207.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.53%
6470.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    0.73%
6202.TW    | 次數: 2    | 勝率: 100.00% | 累計:   16.86%
1101.TW    | 次數: 1    | 勝率: 100.00% | 累計:    2.76%
3067.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    5.00%
3504.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.09%
2903.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.22%
4939.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -0.53%
6669.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.69%
6239.TW    | 次數: 1    | 勝率: 100.00% | 累計:   25.63%
9907.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.39%
6830.TW    | 次數: 3    | 勝率:  33.33% | 累計:   69.70%
00891.TW   | 次數: 1    | 勝率: 100.00% | 累計:   15.88%
3010.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.64%
2640.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   35.27%
1419.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.35%
6412.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -6.00%
4720.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.21%
6616.TWO   | 次數: 3    | 勝率:  33.33% | 累計:   -9.90%
3019.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.33%
3217.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.70%
3545.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -6.36%
3492.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -11.09%
6134.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    7.11%
4534.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   21.14%
6655.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.23%
2458.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.98%
1597.TW    | 次數: 1    | 勝率: 100.00% | 累計:    6.27%
2432.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.19%
3687.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -13.18%
3147.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -11.81%
00665L.TW  | 次數: 2    | 勝率:   0.00% | 累計:   -6.63%
2328.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.33%
9926.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -6.01%
1439.TW    | 次數: 1    | 勝率: 100.00% | 累計:    4.14%
4915.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.45%
0052.TW    | 次數: 1    | 勝率: 100.00% | 累計:    5.77%
6901.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -1.13%
1447.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -19.09%
4702.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -5.30%
5234.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -6.76%
2740.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   38.42%
1805.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -7.26%
2634.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.54%
00936.TW   | 次數: 2    | 勝率:  50.00% | 累計:    3.24%
6834.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -0.05%
2363.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.97%
8096.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   30.98%
6510.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   20.67%
3645.TW    | 次數: 2    | 勝率:  50.00% | 累計:    0.73%
2414.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -3.71%
7749.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -5.06%
2355.TW    | 次數: 5    | 勝率:  40.00% | 累計:   -2.24%
00893.TW   | 次數: 1    | 勝率:   0.00% | 累計:   -1.10%
2480.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.04%
5450.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -6.94%
2233.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -28.35%
4304.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.81%
2330.TW    | 次數: 1    | 勝率: 100.00% | 累計:   10.68%
2385.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.28%
1529.TW    | 次數: 2    | 勝率: 100.00% | 累計:   25.19%
00746B.TWO | 次數: 2    | 勝率:   0.00% | 累計:   -2.84%
3004.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.12%
3296.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.61%
3230.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    3.00%
6170.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -1.79%
6727.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   13.05%
3363.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -22.40%
6442.TW    | 次數: 2    | 勝率:  50.00% | 累計:    5.35%
8162.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -13.55%
8081.TW    | 次數: 2    | 勝率:  50.00% | 累計:   10.03%
7747.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.63%
1727.TW    | 次數: 4    | 勝率:   0.00% | 累計:  -18.16%
2017.TW    | 次數: 4    | 勝率:   0.00% | 累計:  -22.19%
2645.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.47%
6197.TW    | 次數: 1    | 勝率: 100.00% | 累計:   13.60%
6679.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   21.46%
6944.TW    | 次數: 2    | 勝率:  50.00% | 累計:    0.28%
4950.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -1.00%
9914.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.01%
2605.TW    | 次數: 2    | 勝率:  50.00% | 累計:    8.46%
3162.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.22%
6874.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   15.24%
4935.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.26%
7703.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -4.96%
3491.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   76.89%
00857B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.37%
5864.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   43.72%
1215.TW    | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
5016.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -5.52%
1708.TW    | 次數: 2    | 勝率: 100.00% | 累計:    5.46%
6603.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.69%
7730.TW    | 次數: 2    | 勝率:  50.00% | 累計:   33.75%
6274.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.39%
8210.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.00%
2613.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -16.62%
8183.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -7.89%
00656R.TW  | 次數: 1    | 勝率:   0.00% | 累計:   -0.64%
2399.TW    | 次數: 5    | 勝率:  20.00% | 累計:    5.61%
4105.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.20%
2820.TW    | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
3042.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -4.87%
1563.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.36%
4934.TW    | 次數: 4    | 勝率:  75.00% | 累計:   -1.73%
6227.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.82%
3228.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -9.62%
00772B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.09%
6270.TWO   | 次數: 3    | 勝率:  33.33% | 累計:    5.19%
8927.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -4.11%
6271.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -15.68%
2441.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.84%
8464.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.41%
3257.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -10.48%
00915.TW   | 次數: 2    | 勝率:   0.00% | 累計:   -5.13%
8021.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -14.22%
5381.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   10.33%
00671R.TW  | 次數: 1    | 勝率: 100.00% | 累計:    1.40%
6565.TWO   | 次數: 1    | 勝率:   0.00% | 累計:  -14.77%
8070.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -1.26%
1905.TW    | 次數: 2    | 勝率:  50.00% | 累計:   12.39%
1402.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -0.53%
1313.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -25.46%
3349.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -7.02%
4555.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -3.80%
6584.TWO   | 次數: 2    | 勝率: 100.00% | 累計:   20.10%
2444.TW    | 次數: 1    | 勝率: 100.00% | 累計:    3.97%
2323.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -16.34%
2368.TW    | 次數: 2    | 勝率: 100.00% | 累計:    8.95%
1476.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.32%
3058.TW    | 次數: 1    | 勝率:   0.00% | 累計:    0.00%
9933.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.37%
6277.TW    | 次數: 1    | 勝率: 100.00% | 累計:    1.28%
5245.TWO   | 次數: 2    | 勝率:  50.00% | 累計:   -1.27%
5607.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -4.21%
6152.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -14.68%
3689.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -12.96%
2476.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.34%
3354.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -29.79%
2890.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.20%
2486.TW    | 次數: 1    | 勝率: 100.00% | 累計:   24.89%
7712.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -23.69%
2454.TW    | 次數: 2    | 勝率:  50.00% | 累計:   -1.30%
6226.TW    | 次數: 1    | 勝率:   0.00% | 累計:  -18.79%
5905.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.94%
6664.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    1.31%
00875.TW   | 次數: 1    | 勝率: 100.00% | 累計:    1.55%
6257.TW    | 次數: 3    | 勝率:  33.33% | 累計:   -1.81%
00867B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -1.88%
1569.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -8.39%
4739.TW    | 次數: 3    | 勝率:  33.33% | 累計:  -11.76%
6233.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -9.21%
2482.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -5.01%
00687B.TWO | 次數: 1    | 勝率:   0.00% | 累計:   -0.24%
3168.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.31%
00935.TW   | 次數: 1    | 勝率: 100.00% | 累計:   13.15%
1225.TW    | 次數: 1    | 勝率: 100.00% | 累計:    6.00%
6465.TWO   | 次數: 3    | 勝率:   0.00% | 累計:  -28.26%
4804.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -5.12%
00877.TWO  | 次數: 1    | 勝率:   0.00% | 累計:   -0.88%
2380.TW    | 次數: 2    | 勝率:   0.00% | 累計:  -23.00%
3176.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -2.76%
6862.TW    | 次數: 3    | 勝率:   0.00% | 累計:  -14.33%
3026.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -4.37%
4576.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.36%
8043.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -6.93%
2338.TW    | 次數: 2    | 勝率:  50.00% | 累計:    0.85%
2501.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -2.76%
3374.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    5.27%
8086.TWO   | 次數: 2    | 勝率:   0.00% | 累計:  -16.93%
5907.TW    | 次數: 1    | 勝率: 100.00% | 累計:    7.50%
8147.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -4.48%
6757.TW    | 次數: 1    | 勝率: 100.00% | 累計:    0.15%
00725B.TWO | 次數: 2    | 勝率:  50.00% | 累計:    0.17%
6792.TW    | 次數: 3    | 勝率:  33.33% | 累計:  -11.40%
9908.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -0.63%
^TWII      | 次數: 1    | 勝率:   0.00% | 累計:   -5.18%
3580.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    0.87%
6292.TWO   | 次數: 2    | 勝率:   0.00% | 累計:   -5.34%
2855.TW    | 次數: 3    | 勝率:  66.67% | 累計:    1.97%
1477.TW    | 次數: 2    | 勝率:   0.00% | 累計:   -2.94%
6505.TW    | 次數: 1    | 勝率: 100.00% | 累計:    8.99%
2405.TW    | 次數: 1    | 勝率:   0.00% | 累計:   -3.12%
00752.TW   | 次數: 1    | 勝率:   0.00% | 累計:   -1.43%
3264.TWO   | 次數: 1    | 勝率: 100.00% | 累計:   10.84%
6983.TWO   | 次數: 2    | 勝率:  50.00% | 累計:  113.11%
00878.TW   | 次數: 2    | 勝率:  50.00% | 累計:   -0.11%
4303.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -3.49%
2756.TWO   | 次數: 1    | 勝率:   0.00% | 累計:   -0.49%
6574.TWO   | 次數: 1    | 勝率: 100.00% | 累計:    4.35%
6568.TWO   | 次數: 3    | 勝率: 100.00% | 累計:   30.99%
6174.TWO   | 次數: 2    | 勝率:  50.00% | 累計:    3.52%
6477.TW    | 次數: 4    | 勝率:   0.00% | 累計:  -21.25%
