advice,est_price,rev_yoy,eps,om,prev_eps,prev_year,date,prev_eps_yoy,prev_rev_yoy,status,gm,symbol,price,eps_yoy,expansion,pe,name
⚪ 數據不足,-11.55,901.62,-0.26,N/A,-0.11,2025,2026-03,52.17,-0.02,📉 獲利侵蝕,N/A,8921.TWO,18.0,-52.94,-954.56,0.0,沈氏
⚪ 中性觀察,58.35,866.28,0.11,-0.28%,1.41,2025,2026-03,981.25,14.95,📉 獲利侵蝕,9.91%,2331.TW,21.25,-89.22,-955.5,5.4627249357326475,精英
⚪ 中性觀察,145.35,1728.18,1.6,36.66%,5.27,2025,2026-03,-34.78,-17.06,⚠️ 獲利稀釋,37.77%,2637.TW,74.3000030518,766.67,-961.5100000000001,7.667698973353974,慧洋-KY
⚪ 數據不足,-67.64999999999999,813.75,-0.4,-2.27%,-1.85,2025,2026-03,-129.63,-8.68,📉 獲利侵蝕,7.45%,2023.TW,13.6499996185,-150.0,-963.75,0.0,燁輝
⚪ 數據不足,-55.05,1042.99,-0.1,-34.06%,-1.51,2025,2026-03,6.88,27.53,⚠️ 獲利稀釋,1.54%,3508.TWO,18.3500003815,74.36,-968.63,0.0,位速
⚪ 數據不足,-41.400000000000006,279.91,-0.48,-15.09%,-1.02,2025,2026-03,9.52,5.58,📉 獲利侵蝕,15.17%,3349.TWO,22.0,-700.0,-979.9100000000001,0.0,寶德
⚪ 數據不足,-252.15000000000003,1032.08,-1.68,-2.22%,-7.87,2025,2026-03,-8644.44,-11.17,⚠️ 獲利稀釋,11.02%,2239.TW,23.2000007629,51.72,-980.3599999999999,0.0,英利-KY
⚪ 中性觀察,43.8,1018.02,0.23,2.51%,1.26,2025,2026-03,-31.87,4.14,⚠️ 獲利稀釋,11.56%,2353.TW,32.9000015259,35.29,-982.73,11.267123810239728,宏��
⚪ 中性觀察,54.300000000000004,1114.03,0.3,N/A,2.39,2025,2026-03,-26.77,-0.51,⚠️ 獲利稀釋,N/A,8183.TWO,34.7000007629,130.77,-983.26,9.585635569861877,精星
⚪ 數據不足,-171.60000000000002,75.25,-0.9,N/A,-6.69,2025,2026-03,-259.36,-14.66,📉 獲利侵蝕,N/A,7723.TWO,23.1000003815,-909.09,-984.34,0.0,築間
⚪ 數據不足,-44.7,1136.23,0.17,-0.44%,-1.42,2025,2026-03,-286.84,2.6,🔄 轉虧為盈,15.72%,2734.TWO,15.3000001907,151.52,-984.71,0.0,易飛網
⚪ 數據不足,-27.599999999999998,1061.93,-0.06,N/A,-0.75,2025,2026-03,58.56,14.78,⚠️ 獲利稀釋,N/A,6116.TW,18.1499996185,76.0,-985.9300000000001,0.0,彩晶
⚪ 數據不足,-118.8,503.59,-0.91,N/A,-3.49,2025,2026-03,-1354.17,-12.26,📉 獲利侵蝕,N/A,8066.TWO,15.1000003815,-495.0,-998.5899999999999,0.0,來思達
⚪ 中性觀察,95.7,974.87,1.0,N/A,2.73,2025,2026-03,-57.28,-21.83,📉 獲利侵蝕,N/A,6189.TW,53.2999992371,-24.24,-999.11,8.354231855344828,豐藝
⚪ 數據不足,-112.80000000000001,246.12,-1.15,-1.26%,-2.24,2025,2026-03,-92.04,2.83,📉 獲利侵蝕,22.76%,1338.TW,17.6000003815,-753.85,-999.97,0.0,廣華-KY
⚪ 數據不足,-76.95,1008.82,-0.41,N/A,-2.14,2025,2026-03,-38.16,-61.92,⚠️ 獲利稀釋,N/A,6872.TWO,16.8999996185,6.82,-1002.0,0.0,浩宇生醫
❌ 暫避觀望,17.099999999999998,1394.7,0.49,N/A,0.39,2025,2026-03,-45.83,-32.9,⚠️ 獲利稀釋,N/A,6020.TWO,22.8500003815,388.24,-1006.46,20.04385998377193,大展證
⚪ 數據不足,-7.800000000000001,881.55,-0.45,-13.20%,-0.82,2025,2026-03,-440.0,26.05,📉 獲利侵蝕,11.52%,3207.TWO,64.9000015259,-125.0,-1006.55,0.0,耀勝
❌ 暫避觀望,37.49999999999999,960.71,0.15,0.67%,1.22,2025,2026-03,-31.22,6.13,📉 獲利侵蝕,9.15%,2489.TW,41.7000007629,-53.13,-1013.84,16.68000030516,瑞軒
❌ 暫避觀望,2.999999999999999,325.38,-0.32,-10.81%,0.51,2025,2026-03,189.47,-7.75,📉 獲利侵蝕,29.43%,3191.TWO,19.1000003815,-700.0,-1025.38,95.50000190750002,雲嘉南
⚪ 數據不足,-6.6000000000000005,1288.64,0.24,N/A,-0.16,2025,2026-03,88.24,58.82,🔄 轉虧為盈,N/A,5475.TWO,238.5,260.0,-1028.64,0.0,德宏
⚪ 數據不足,-24.150000000000002,129.28,-0.32,N/A,0.2,2025,2026-03,25.0,22.72,📉 獲利侵蝕,N/A,6796.TW,60.5,-900.0,-1029.28,0.0,晉弘
❌ 暫避觀望,39.300000000000004,1219.6,0.96,N/A,1.36,2025,2026-03,-33.33,11.07,⚠️ 獲利稀釋,N/A,8131.TW,74.8000030518,182.35,-1037.25,28.549619485419846,福懋科
❌ 暫避觀望,13.649999999999999,1237.92,0.72,N/A,0.7,2025,2026-03,-64.1,5.45,⚠️ 獲利稀釋,N/A,8150.TW,105.0,200.0,-1037.92,115.3846153846154,南茂
⚪ 中性觀察,13.05,1053.77,0.11,1.10%,0.45,2025,2026-03,-15.09,0.36,⚠️ 獲利稀釋,9.65%,1219.TW,12.3999996185,10.0,-1043.77,14.252873124712643,福壽
⚪ 數據不足,-131.54999999999998,1000.02,0.16,N/A,-2.59,2025,2026-03,-248.85,-7.42,🔄 轉虧為盈,N/A,5464.TWO,102.5,-46.67,-1046.69,0.0,霖宏
⚪ 中性觀察,184.04999999999998,1046.4,1.1,3.96%,5.15,2025,2026-03,57.01,72.06,📉 獲利侵蝕,10.03%,3706.TW,91.0,-0.9,-1047.3000000000002,7.416462917685412,神達
⚪ 中性觀察,59.7,1074.05,0.44,5.38%,1.62,2025,2026-03,8.0,-6.25,⚠️ 獲利稀釋,10.74%,1225.TW,28.6499996185,15.79,-1058.26,7.198492366457286,福懋油
⚪ 數據不足,-15.0,1393.26,0.43,N/A,-0.3,2025,2026-03,-300.0,-1.96,🔄 轉虧為盈,N/A,8105.TW,21.75,330.0,-1063.26,0.0,凌巨
⚪ 中性觀察,412.79999999999995,1037.73,2.43,N/A,11.29,2025,2026-03,-17.53,-3.46,📉 獲利侵蝕,N/A,8454.TW,293.0,-28.74,-1066.47,10.646802325581397,富邦媒
⚪ 中性觀察,38.1,1087.95,0.24,N/A,1.08,2025,2026-03,66.15,4.86,⚠️ 獲利稀釋,N/A,6270.TWO,36.5999984741,20.0,-1067.95,14.409448218149604,倍微
❌ 暫避觀望,10.949999999999998,526.87,-0.54,-0.09%,-0.03,2025,2026-03,-140.0,55.97,📉 獲利侵蝕,27.19%,1235.TW,37.0,-542.86,-1069.73,50.684931506849324,興泰
⚪ 中性觀察,735.45,1138.84,7.86,4.26%,18.2,2025,2026-03,24.57,27.07,⚠️ 獲利稀釋,10.28%,2376.TW,338.5,69.03,-1069.81,6.903936365490516,技嘉
❌ 暫避觀望,32.7,1259.84,0.15,-6.13%,0.6,2025,2026-03,71.43,-2.48,⚠️ 獲利稀釋,8.90%,2483.TW,67.0999984741,188.24,-1071.6,30.77981581380734,百容
⚪ 數據不足,-111.9,1100.69,-0.28,N/A,-2.94,2025,2026-03,-116.18,-9.17,⚠️ 獲利稀釋,N/A,4426.TW,9.0,17.65,-1083.04,0.0,利勤
❌ 暫避觀望,2.8499999999999996,1248.87,0.19,N/A,0.02,2025,2026-03,102.7,-6.4,⚠️ 獲利稀釋,N/A,8455.TWO,28.7999992371,157.58,-1091.29,151.5789433531579,大拓-KY
⚪ 數據不足,-38.1,848.03,-0.14,N/A,-1.12,2025,2026-03,-21.74,-3.95,📉 獲利侵蝕,N/A,5355.TWO,6.0900001526,-250.0,-1098.03,0.0,佳總
⚪ 中性觀察,23.55,1092.42,0.16,1.90%,0.73,2025,2026-03,-31.13,-0.68,📉 獲利侵蝕,8.57%,4401.TWO,15.25,-5.88,-1098.3000000000002,9.713375796178344,東隆興
❌ 暫避觀望,3.1500000000000004,907.13,-0.03,0.03%,0.2,2025,2026-03,-47.37,-28.43,📉 獲利侵蝕,3.78%,2867.TW,8.5600004196,-200.0,-1107.13,40.761906759999995,三商壽
❌ 暫避觀望,18.9,1271.05,0.27,N/A,0.05,2025,2026-03,25.0,-0.22,⚠️ 獲利稀釋,N/A,6179.TWO,26.5499992371,162.5,-1108.55,21.071427965952385,亞通
⚪ 數據不足,-98.39999999999999,1119.98,-0.76,N/A,-2.41,2025,2026-03,8.37,9.49,⚠️ 獲利稀釋,N/A,6645.TW,15.5500001907,8.54,-1111.44,0.0,金萬林-創
❌ 暫避觀望,12.6,1011.49,0.0,-34.05%,0.0,2025,2026-03,-100.0,58.33,📉 獲利侵蝕,29.35%,3073.TWO,22.6000003815,-100.0,-1111.49,26.904762358928572,天方能源
⚪ 數據不足,-204.29999999999998,1134.09,-0.95,-21.28%,-5.14,2025,2026-03,-147.12,-15.24,⚠️ 獲利稀釋,1.51%,3092.TW,33.0499992371,21.49,-1112.6,0.0,鴻碩
❌ 暫避觀望,240.74999999999994,1251.42,2.94,N/A,6.8,2025,2026-03,22.08,8.58,⚠️ 獲利稀釋,N/A,6727.TWO,445.0,135.2,-1116.22,27.72585669781932,亞泰金屬
⚪ 中性觀察,69.3,1259.13,0.73,N/A,2.22,2025,2026-03,22.78,9.01,⚠️ 獲利稀釋,N/A,3114.TWO,47.9000015259,140.0,-1119.13,10.367965698246753,好德
⚪ 中性觀察,123.15,860.45,-2.31,N/A,5.11,2025,2026-03,-8.26,11.23,📉 獲利侵蝕,N/A,6997.TWO,72.0,-260.42,-1120.8700000000001,8.76979293544458,博弘
⚪ 中性觀察,251.25,1189.95,3.0,N/A,7.54,2025,2026-03,17.08,41.88,⚠️ 獲利稀釋,N/A,6227.TWO,124.5,64.84,-1125.1100000000001,7.432835820895522,茂綸
⚪ 中性觀察,42.3,4328.03,0.66,37.60%,1.45,2025,2026-03,-43.36,-0.1,⚠️ 獲利稀釋,45.87%,2605.TW,30.7999992371,3200.0,-1128.0299999999997,10.921985545070923,新興
⚪ 數據不足,-60.300000000000004,1180.96,-0.2,2.26%,-1.76,2025,2026-03,-39.68,-4.78,⚠️ 獲利稀釋,6.52%,1308.TW,15.8500003815,50.0,-1130.96,0.0,亞聚
⚪ 中性觀察,123.89999999999999,1252.91,0.22,7.27%,3.3,2025,2026-03,-26.67,15.12,⚠️ 獲利稀釋,12.43%,2031.TW,39.0499992371,120.75,-1132.16,4.727602813208233,新光鋼
⚪ 數據不足,-121.05000000000001,1179.43,-0.4,N/A,-3.45,2025,2026-03,62.26,-25.98,⚠️ 獲利稀釋,N/A,3666.TWO,24.6499996185,46.58,-1132.8500000000001,0.0,光耀
⚪ 數據不足,-4.2,1137.15,-0.05,-4.90%,-0.15,2025,2026-03,55.88,-16.11,📉 獲利侵蝕,7.45%,1440.TW,14.4499998093,0.0,-1137.15,0.0,南紡
⚪ 數據不足,-0.3000000000000011,1033.1,-0.02,-39.60%,-0.54,2025,2026-03,-245.95,85.08,📉 獲利侵蝕,-12.82%,4714.TWO,12.8000001907,-105.88,-1138.98,0.0,永捷
⚪ 數據不足,-11.700000000000001,1201.0,-0.04,-39.20%,-0.34,2025,2026-03,-70.0,20.96,⚠️ 獲利稀釋,46.90%,4806.TWO,10.3000001907,60.0,-1141.0,0.0,桂田文創
⚪ 數據不足,-1.7999999999999996,1190.45,0.14,N/A,0.05,2025,2026-03,-90.74,19.77,⚠️ 獲利稀釋,N/A,6229.TWO,27.3999996185,40.0,-1150.45,0.0,研通
⚪ 中性觀察,156.75,1163.07,1.2,N/A,4.01,2025,2026-03,4.7,8.17,⚠️ 獲利稀釋,N/A,3046.TW,52.7000007629,8.11,-1154.96,5.043062273961723,建��
⚪ 數據不足,-1.3499999999999996,1325.24,0.08,N/A,0.68,2025,2026-03,28.3,-0.95,⚠️ 獲利稀釋,N/A,1617.TW,24.5,166.67,-1158.57,0.0,榮星
⚪ 中性觀察,305.85,1768.76,1.42,N/A,9.13,2025,2026-03,51.64,38.99,⚠️ 獲利稀釋,N/A,6625.TW,79.0,610.0,-1158.76,3.8744482589504656,必應
❌ 暫避觀望,384.29999999999995,1727.49,6.72,N/A,10.62,2025,2026-03,18.74,24.87,⚠️ 獲利稀釋,N/A,6903.TWO,404.0,564.0,-1163.49,15.768930523028885,巨漢
⚪ 中性觀察,959.4,1315.37,9.45,N/A,30.51,2025,2026-03,63.03,19.04,⚠️ 獲利稀釋,N/A,6139.TW,948.0,149.34,-1166.03,14.821763602251407,亞翔
⚪ 數據不足,-31.499999999999993,2606.42,1.07,-1.33%,-0.99,2025,2026-03,-1750.0,-17.66,🔄 轉虧為盈,4.05%,1326.TW,68.0,1437.5,-1168.92,0.0,台化
⚪ 數據不足,-6.0,724.03,-0.07,N/A,-0.1,2025,2026-03,-134.48,10.06,📉 獲利侵蝕,N/A,3520.TWO,18.3999996185,-450.0,-1174.03,0.0,華盈
⚪ 中性觀察,97.2,977.75,-0.82,6.22%,3.21,2025,2026-03,-22.09,-14.6,📉 獲利侵蝕,20.24%,1525.TW,67.9000015259,-202.5,-1180.25,10.478395297206788,江申
⚪ 數據不足,-13.799999999999999,1868.89,0.55,5.07%,-0.43,2025,2026-03,-407.14,13.3,🔄 轉虧為盈,10.48%,3229.TW,42.75,685.71,-1183.18,0.0,晟鈦
⚪ 數據不足,-14.4,410.26,-0.44,N/A,-0.67,2025,2026-03,-24.07,18.08,📉 獲利侵蝕,N/A,5223.TWO,25.3500003815,-780.0,-1190.26,0.0,安力-KY
⚪ 數據不足,-52.05,1167.83,-1.45,N/A,0.26,2025,2026-03,-35.0,45.18,📉 獲利侵蝕,N/A,6451.TW,543.0,-37.86,-1205.6899999999998,0.0,訊芯-KY
⚪ 中性觀察,74.25,32.83,-0.54,-28.70%,6.03,2025,2026-03,1502.33,4.63,📉 獲利侵蝕,34.83%,1432.TW,15.1999998093,-1180.0,-1212.83,3.070707032181818,大魯閣
⚪ 中性觀察,42.0,1226.55,0.35,1.66%,1.05,2025,2026-03,-4.59,-0.55,📉 獲利侵蝕,5.36%,2312.TW,34.8499984741,0.0,-1226.55,12.446428026464286,金寶
❌ 暫避觀望,19.349999999999998,530.2,-0.3,N/A,0.95,2025,2026-03,-54.76,-0.23,📉 獲利侵蝕,N/A,5371.TWO,93.0999984741,-700.0,-1230.2,72.17054145279072,中光電
❌ 暫避觀望,28.349999999999994,-20.19,-0.81,6.13%,2.67,2025,2026-03,-49.53,-9.54,🏰 高護城河,53.12%,3455.TWO,261.0,-1257.14,-1236.95,138.09523809523813,由田
⚪ 數據不足,-16.200000000000003,264.19,-0.43,-24.14%,-0.2,2025,2026-03,-106.76,-68.65,📉 獲利侵蝕,16.85%,2724.TWO,11.5,-975.0,-1239.19,0.0,藝舍-KY
⚪ 數據不足,-19.050000000000004,2631.9,3.36,N/A,-1.86,2025,2026-03,-14.2,4.48,🔄 轉虧為盈,N/A,6770.TW,73.4000015259,1388.46,-1243.44,0.0,力積電
⚪ 數據不足,-39.0,1050.66,-0.2,N/A,-1.12,2025,2026-03,-1277.78,-5.33,📉 獲利侵蝕,N/A,1454.TW,13.0500001907,-200.0,-1250.66,0.0,台富
❌ 暫避觀望,59.25,1328.22,1.9,N/A,0.89,2025,2026-03,-72.78,22.83,⚠️ 獲利稀釋,N/A,8096.TWO,157.5,75.93,-1252.29,39.87341772151898,擎亞
⚪ 數據不足,-137.7,1381.51,0.13,N/A,-3.48,2025,2026-03,-56.76,-11.09,🔄 轉虧為盈,N/A,4989.TW,110.5,119.7,-1261.81,0.0,榮科
⚪ 數據不足,-31.049999999999997,1357.18,0.62,0.94%,-0.32,2025,2026-03,-130.48,2.17,🔄 轉虧為盈,8.50%,2425.TW,42.3499984741,87.88,-1269.3000000000002,0.0,承啟
⚪ 中性觀察,318.15000000000003,1263.41,1.43,7.58%,9.52,2025,2026-03,34.08,51.01,📉 獲利侵蝕,9.56%,2546.TW,95.1999969482,-6.54,-1269.95,4.488448700999528,根基
⚪ 中性觀察,51.3,1147.67,-0.54,-12.63%,0.68,2025,2026-03,6600.0,16.55,📉 獲利侵蝕,1.56%,3062.TW,24.8999996185,-124.0,-1271.67,7.280701642836258,建漢
⚪ 中性觀察,95.55,1327.87,-0.27,-22.27%,1.86,2025,2026-03,173.02,19.21,⚠️ 獲利稀釋,4.18%,3630.TWO,29.75,50.0,-1277.87,4.670329670329671,新鉅科
⚪ 數據不足,-97.8,878.17,-0.75,N/A,-2.52,2025,2026-03,54.46,-10.68,📉 獲利侵蝕,N/A,5543.TWO,28.9500007629,-400.0,-1278.17,0.0,桓鼎-KY
❌ 暫避觀望,19.5,1454.03,0.23,8.91%,0.5,2025,2026-03,19.51,16.5,⚠️ 獲利稀釋,14.20%,1714.TW,22.75,175.0,-1279.03,17.5,和桐
⚪ 數據不足,-91.95000000000002,1372.33,-0.15,-125.48%,-2.68,2025,2026-03,-20.55,-31.79,⚠️ 獲利稀釋,16.83%,3055.TW,152.5,76.92,-1295.4099999999999,0.0,蔚華科
❌ 暫避觀望,132.6,1339.04,1.73,3.80%,3.16,2025,2026-03,-4.59,29.36,⚠️ 獲利稀釋,13.39%,3305.TW,136.0,39.17,-1299.87,15.384615384615385,昇貿
❌ 暫避觀望,61.349999999999994,1340.02,2.83,8.05%,2.3,2025,2026-03,-44.71,69.32,⚠️ 獲利稀釋,12.45%,3528.TW,98.8000030518,40.1,-1299.92,24.156479963765282,安馳
⚪ 數據不足,-2.8499999999999983,1447.14,0.05,N/A,0.54,2025,2026-03,134.62,26.06,⚠️ 獲利稀釋,N/A,9955.TW,27.0499992371,141.67,-1305.47,0.0,佳龍
⚪ 數據不足,-108.30000000000001,1296.21,-0.52,-18.43%,-2.74,2025,2026-03,-491.43,-8.7,📉 獲利侵蝕,-3.41%,1536.TW,52.2000007629,-40.54,-1336.75,0.0,和大
⚪ 數據不足,-34.05,1380.15,-0.16,N/A,-1.01,2025,2026-03,-17.44,10.43,⚠️ 獲利稀釋,N/A,8085.TWO,12.25,40.74,-1339.41,0.0,福華
⚪ 數據不足,-23.400000000000002,211.07,-0.52,-6.40%,-0.33,2025,2026-03,-145.21,10.78,📉 獲利侵蝕,13.67%,4183.TWO,14.6000003815,-1140.0,-1351.07,0.0,福永生技
⚪ 數據不足,-224.55,1362.88,-1.37,-10.37%,-6.25,2025,2026-03,-82.6,-24.55,⚠️ 獲利稀釋,7.55%,2616.TW,13.8000001907,11.76,-1351.1200000000001,0.0,山隆
⚪ 數據不足,-19.8,1433.26,-0.2,17.10%,0.48,2025,2026-03,120.0,43.43,⚠️ 獲利稀釋,41.15%,3498.TWO,124.0,81.37,-1351.8899999999999,0.0,陽程
⚪ 數據不足,-23.400000000000002,1397.45,-0.99,N/A,-4.2,2025,2026-03,-150.36,96.9,⚠️ 獲利稀釋,N/A,6869.TW,70.9000015259,45.14,-1352.31,0.0,雲豹能源
⚪ 數據不足,-50.25,1344.23,-0.36,N/A,-1.43,2025,2026-03,-22.22,-21.87,📉 獲利侵蝕,N/A,5205.TWO,24.5,-9.09,-1353.32,0.0,中茂
⚪ 數據不足,-51.9,1239.51,-0.45,-24.63%,-1.4,2025,2026-03,9.68,59.22,📉 獲利侵蝕,4.20%,2429.TW,48.7000007629,-114.29,-1353.8,0.0,銘旺科
⚪ 數據不足,-39.599999999999994,1430.94,-0.21,7.93%,-0.73,2025,2026-03,32.41,12.25,⚠️ 獲利稀釋,23.60%,4577.TWO,91.5999984741,73.75,-1357.19,0.0,達航科技
⚪ 中性觀察,142.35,1437.19,1.95,N/A,3.16,2025,2026-03,-29.6,-22.72,⚠️ 獲利稀釋,N/A,6874.TWO,82.9000015259,76.85,-1360.3400000000001,8.735511225068493,倍力
⚪ 數據不足,-8.25,1186.57,-0.03,7.26%,0.01,2025,2026-03,-96.0,-3.11,📉 獲利侵蝕,12.71%,1906.TW,11.4499998093,-200.0,-1386.57,0.0,寶隆
⚪ 中性觀察,124.65,1442.9,1.17,2.38%,3.17,2025,2026-03,18.73,18.17,⚠️ 獲利稀釋,8.10%,2414.TW,61.5,42.68,-1400.22,7.400722021660649,精技
❌ 暫避觀望,6.149999999999999,3.74,-0.65,N/A,0.59,2025,2026-03,-47.75,0.0,📉 獲利侵蝕,N/A,6877.TWO,136.5,-1400.0,-1403.74,332.92682926829275,鏵友益
⚪ 數據不足,-135.45,1417.06,-0.2,N/A,-6.24,2025,2026-03,-433.33,-59.56,⚠️ 獲利稀釋,N/A,6443.TW,34.4500007629,13.04,-1404.02,0.0,元晶
⚪ 數據不足,-53.699999999999996,123.71,-0.72,N/A,-1.14,2025,2026-03,-394.74,19.38,📉 獲利侵蝕,N/A,8097.TWO,58.0,-1283.33,-1407.04,0.0,常珵
❌ 暫避觀望,4.3500000000000005,1474.18,0.2,-2.06%,0.03,2025,2026-03,-96.3,4.72,⚠️ 獲利稀釋,9.08%,3481.TW,66.0,66.67,-1407.51,227.5862068965517,群創
⚪ 數據不足,-1.05,1337.58,-0.17,-0.43%,0.08,2025,2026-03,-93.16,-4.37,📉 獲利侵蝕,8.16%,1220.TW,11.8500003815,-70.0,-1407.58,0.0,台榮
⚪ 數據不足,-11.25,1436.78,0.23,N/A,0.05,2025,2026-03,-95.24,-26.42,⚠️ 獲利稀釋,N/A,6234.TWO,49.4000015259,21.05,-1415.73,0.0,高僑
❌ 暫避觀望,41.85,1515.35,0.19,3.04%,0.95,2025,2026-03,-52.74,1.81,⚠️ 獲利稀釋,15.30%,1722.TW,48.75,90.0,-1425.35,17.473118279569892,台肥
⚪ 中性觀察,317.7,1469.21,2.47,5.39%,8.84,2025,2026-03,1.84,-2.3,⚠️ 獲利稀釋,8.77%,3010.TW,128.0,27.32,-1441.89,6.043437204910293,華立
❌ 暫避觀望,19.35,1466.61,0.28,4.51%,0.78,2025,2026-03,-66.09,-9.88,⚠️ 獲利稀釋,8.73%,2634.TW,60.0,12.0,-1454.61,46.51162790697674,漢翔
⚪ 數據不足,-1955.4,320.49,-6.73,N/A,-60.0,2025,2026-03,-1744.48,32.68,📉 獲利侵蝕,N/A,6806.TW,3.5099999905,-1135.38,-1455.8700000000001,0.0,森崴能源
⚪ 數據不足,-35.849999999999994,465.92,-0.22,-26.63%,-1.68,2025,2026-03,-1292.86,-17.32,📉 獲利侵蝕,-8.18%,2929.TW,5.8499999046,-1000.0,-1465.92,0.0,淘帝-KY
⚪ 數據不足,-62.699999999999996,1421.55,-0.09,-1.94%,-1.33,2025,2026-03,-632.0,-5.19,📉 獲利侵蝕,7.59%,3268.TWO,22.6000003815,-50.0,-1471.55,0.0,海德威
❌ 暫避觀望,17.55,317.07,-0.32,1.19%,0.65,2025,2026-03,-26.97,9.25,📉 獲利侵蝕,20.85%,3564.TWO,49.8499984741,-1166.67,-1483.74,42.60683630264956,其陽
❌ 暫避觀望,43.050000000000004,1501.41,1.03,2.63%,1.74,2025,2026-03,-33.61,18.67,📉 獲利侵蝕,5.61%,3312.TW,59.9000015259,-1.9,-1503.3100000000002,20.871080671045295,弘憶股
⚪ 數據不足,-74.85000000000001,1203.48,-0.52,N/A,-2.43,2025,2026-03,-28.57,-9.24,📉 獲利侵蝕,N/A,9919.TW,14.0,-308.0,-1511.48,0.0,康那香
⚪ 數據不足,-78.0,1493.25,-0.45,-33.95%,-2.24,2025,2026-03,-9.8,-23.43,📉 獲利侵蝕,-29.22%,2007.TW,7.5199999809,-18.42,-1511.67,0.0,燁興
⚪ 數據不足,-311.84999999999997,1526.05,-3.3,N/A,-10.06,2025,2026-03,-15.31,-33.25,⚠️ 獲利稀釋,N/A,8444.TWO,5.4099998474,7.08,-1518.97,0.0,綠河-KY
⚪ 數據不足,-71.10000000000001,1549.58,0.05,-63.96%,-1.25,2025,2026-03,-112.33,-89.32,🔄 轉虧為盈,-26.90%,4909.TWO,46.2000007629,25.0,-1524.58,0.0,新復興
⚪ 數據不足,-4.3500000000000005,1686.17,0.03,N/A,0.02,2025,2026-03,-88.24,-11.24,⚠️ 獲利稀釋,N/A,3607.TW,16.8500003815,108.82,-1577.3500000000001,0.0,谷崧
⚪ 數據不足,-59.25,1403.29,-0.94,-10.27%,-1.37,2025,2026-03,-90.28,-24.07,📉 獲利侵蝕,-7.37%,1310.TW,11.3999996185,-176.47,-1579.76,0.0,台苯
⚪ 數據不足,-42.300000000000004,1551.34,-0.75,N/A,-1.04,2025,2026-03,-940.0,-5.97,📉 獲利侵蝕,N/A,2642.TW,21.25,-50.0,-1601.34,0.0,宅配通
⚪ 數據不足,-27.900000000000002,1419.09,-0.61,N/A,-0.79,2025,2026-03,-269.57,-4.58,📉 獲利侵蝕,N/A,6456.TW,67.0999984741,-185.71,-1604.8,0.0,GIS-KY
⚪ 中性觀察,103.49999999999999,4257.65,3.53,N/A,3.84,2025,2026-03,-23.95,-22.64,⚠️ 獲利稀釋,N/A,6177.TW,45.5499992371,2621.43,-1636.2199999999998,6.601449164797103,達麗
⚪ 中性觀察,36.449999999999996,1623.81,0.25,4.30%,1.23,2025,2026-03,26.8,7.45,📉 獲利侵蝕,6.67%,2516.TW,14.1000003815,-16.67,-1640.48,5.802469292798354,新建
⚪ 中性觀察,53.550000000000004,1790.08,0.16,N/A,2.08,2025,2026-03,11.76,-2.37,⚠️ 獲利稀釋,N/A,6614.TW,40.4000015259,134.04,-1656.04,11.316527038067226,資拓宏宇
⚪ 數據不足,-33.0,1730.48,-0.19,-1.35%,-0.66,2025,2026-03,85.65,11.55,⚠️ 獲利稀釋,16.55%,4540.TW,64.0,72.46,-1658.02,0.0,全球傳動
⚪ 數據不足,-0.9,1550.22,-0.03,-72.91%,0.03,2025,2026-03,-25.0,-34.37,📉 獲利侵蝕,5.75%,1471.TW,11.1000003815,-112.0,-1662.22,0.0,首利
⚪ 數據不足,-99.9,1697.41,-0.47,N/A,-2.51,2025,2026-03,-8.77,-0.38,⚠️ 獲利稀釋,N/A,6589.TW,49.7000007629,9.8,-1687.6100000000001,0.0,台康生技
⚪ 中性觀察,17.400000000000002,2449.06,0.13,N/A,0.52,2025,2026-03,2500.0,27.32,⚠️ 獲利稀釋,N/A,5521.TW,10.6499996185,750.0,-1699.06,9.18103415387931,工信
⚪ 中性觀察,228.00000000000003,1881.49,3.64,N/A,4.9,2025,2026-03,674.7,885.03,⚠️ 獲利稀釋,N/A,7740.TW,150.0,167.65,-1713.84,9.868421052631579,熙特爾-創
⚪ 中性觀察,10046.849999999999,1762.07,75.95,N/A,275.06,2025,2026-03,124.43,163.68,⚠️ 獲利稀釋,N/A,6669.TW,5265.0,44.12,-1717.95,7.860672748174801,緯穎
⚪ 數據不足,-54.449999999999996,1545.42,-1.08,N/A,-0.88,2025,2026-03,-194.62,-18.04,📉 獲利侵蝕,N/A,6108.TW,19.0,-191.89,-1737.31,0.0,競國
⚪ 中性觀察,157.95,1753.18,1.14,N/A,4.2,2025,2026-03,-8.03,14.84,⚠️ 獲利稀釋,N/A,6776.TW,54.7999992371,12.87,-1740.3100000000002,5.204178465061729,展�眥篕�
⚪ 數據不足,-49.2,1492.03,-0.53,-4.04%,-1.07,2025,2026-03,-91.07,-22.22,📉 獲利侵蝕,3.28%,1309.TW,16.7000007629,-278.57,-1770.6,0.0,台達化
⚪ 中性觀察,30.0,2677.35,1.0,N/A,1.4,2025,2026-03,-32.16,-49.22,⚠️ 獲利稀釋,N/A,5525.TW,21.7999992371,900.0,-1777.35,10.89999961855,順天
⚪ 中性觀察,112.35000000000001,1790.44,0.66,2.40%,3.19,2025,2026-03,18.15,6.36,⚠️ 獲利稀釋,4.40%,2013.TW,41.6500015259,4.76,-1785.68,5.560747867276369,中鋼構
