advice,est_price,rev_yoy,eps,om,prev_eps,prev_year,date,prev_eps_yoy,prev_rev_yoy,status,gm,symbol,price,eps_yoy,expansion,pe,name
⚪ 中性觀察,28.35,100.47,0.16,23.50%,0.9,2025,2026-03,79.17,14.52,🏰 高護城河,60.10%,4166.TWO,25.3999996185,-30.43,-130.9,13.439153237301587,友霖
❌ 暫避觀望,1357.5,234.77,15.38,N/A,35.12,2025,2026-03,51.69,29.17,⚠️ 獲利稀釋,N/A,7750.TW,2195.0,103.4,-131.37,24.25414364640884,新代
❌ 暫避觀望,71.55,86.74,0.38,N/A,2.0,2025,2026-03,-25.66,-3.02,📉 獲利侵蝕,N/A,6205.TW,76.9000015259,-45.71,-132.45,16.12159361129979,詮欣
❌ 暫避觀望,68.55000000000001,239.86,0.58,N/A,2.66,2025,2026-03,56.47,2.24,⚠️ 獲利稀釋,N/A,4968.TW,117.5,107.14,-132.72000000000003,25.71115973741794,立積
⚪ 中性觀察,67.64999999999999,127.49,0.7,N/A,1.69,2025,2026-03,382.35,12.01,📉 獲利侵蝕,N/A,5490.TWO,30.4500007629,-5.56,-133.04999999999998,6.751663140332594,同亨
❌ 暫避觀望,282.3,149.46,2.55,17.47%,9.43,2025,2026-03,-22.51,12.26,⚠️ 獲利稀釋,43.28%,3680.TWO,539.0,15.91,-133.55,28.639744952178532,家登
⚪ 中性觀察,77.25,136.2,0.4,9.02%,2.14,2025,2026-03,-2.28,1.84,⚠️ 獲利稀釋,48.05%,2948.TWO,36.5499992371,2.56,-133.64,7.0970872305048545,寶陞
❌ 暫避觀望,1553.55,215.25,16.11,29.56%,45.48,2025,2026-03,56.98,59.93,⚠️ 獲利稀釋,42.10%,3131.TWO,3785.0,81.01,-134.24,36.545331659747035,弘塑
⚪ 數據不足,0.0,64.29,0.11,N/A,0.98,2025,2026-03,-41.32,-7.04,📉 獲利侵蝕,N/A,5906.TW,0.0,-70.27,-134.56,0.0,台南-KY
⚪ 中性觀察,158.10000000000002,301.75,0.08,N/A,3.82,2025,2026-03,-33.33,-35.35,⚠️ 獲利稀釋,N/A,6171.TWO,24.0,166.67,-135.08,2.2770398481973433,大城地產
❌ 暫避觀望,15.3,226.98,-0.02,7.58%,1.5,2025,2026-03,-51.49,2.05,⚠️ 獲利稀釋,41.30%,3138.TW,119.5,90.48,-136.5,117.15686274509804,耀登
⚪ 中性觀察,38.849999999999994,115.09,0.29,N/A,1.05,2025,2026-03,56.72,18.28,📉 獲利侵蝕,N/A,5278.TWO,24.7000007629,-21.62,-136.71,9.536679831235523,尚凡*
⚪ 中性觀察,93.15,124.86,0.74,N/A,2.6,2025,2026-03,-27.37,3.61,📉 獲利侵蝕,N/A,6642.TWO,83.0999984741,-11.9,-136.76,13.381642266360709,富致
⚪ 中性觀察,13.35,182.43,0.15,-7.54%,0.43,2025,2026-03,-80.37,-9.62,⚠️ 獲利稀釋,24.70%,4109.TWO,12.8000001907,45.45,-136.98000000000002,14.382022686179775,加捷生醫
⚪ 數據不足,-35.849999999999994,237.41,0.08,N/A,-0.29,2025,2026-03,-106.78,-15.41,🔄 轉虧為盈,N/A,6680.TWO,50.7999992371,100.0,-137.41,0.0,鑫創電子
⚪ 數據不足,0.0,102.78,1.62,18.07%,6.43,2025,2026-03,-13.11,-1.96,📉 獲利侵蝕,33.68%,1319.TW,0.0,-34.68,-137.46,0.0,東陽
❌ 暫避觀望,45.3,102.54,0.52,N/A,1.63,2025,2026-03,-55.59,-1.73,📉 獲利侵蝕,N/A,6517.TWO,71.3000030518,-35.0,-137.54000000000002,23.609272533708612,保勝光學
⚪ 數據不足,-5.7,137.61,-0.04,-7.01%,-0.15,2025,2026-03,31.82,9.13,📉 獲利侵蝕,40.70%,2913.TW,11.25,0.0,-137.61,0.0,農林
⚪ 中性觀察,299.54999999999995,43.67,0.21,N/A,1.29,2025,2026-03,-87.79,-7.53,📉 獲利侵蝕,N/A,8422.TW,28.3500003815,-94.21,-137.88,1.419629463269905,可寧衛*
⚪ 中性觀察,277.65000000000003,148.7,2.51,N/A,6.9,2025,2026-03,-0.43,9.26,⚠️ 獲利稀釋,N/A,6206.TW,132.5,10.57,-138.13,7.158292814694759,飛捷
⚪ 中性觀察,175.2,103.42,0.84,N/A,7.31,2025,2026-03,81.39,-6.21,📉 獲利侵蝕,N/A,6532.TWO,92.0999984741,-34.88,-138.3,7.885273841960617,瑞耘
⚪ 數據不足,-33.3,174.21,-0.18,N/A,-0.77,2025,2026-03,34.19,34.16,⚠️ 獲利稀釋,N/A,5211.TWO,22.6000003815,35.71,-138.5,0.0,蒙恬
⚪ 中性觀察,83.55000000000001,312.01,0.11,1.28%,1.95,2025,2026-03,-33.45,10.49,⚠️ 獲利稀釋,25.80%,3306.TWO,51.5,173.33,-138.67999999999998,9.245960502692999,鼎天
⚪ 中性觀察,223.8,148.79,1.75,N/A,6.18,2025,2026-03,-4.63,15.04,⚠️ 獲利稀釋,N/A,8109.TWO,140.5,10.06,-138.73,9.416890080428955,博大
❌ 暫避觀望,5.8500000000000005,539.09,0.06,-3.56%,0.19,2025,2026-03,-19.23,-10.66,⚠️ 獲利稀釋,15.75%,1414.TW,19.4500007629,400.0,-139.09000000000003,49.871796827948714,東和
⚪ 中性觀察,78.0,51.4,0.1,N/A,3.0,2025,2026-03,-47.4,12.79,📉 獲利侵蝕,N/A,7770.TWO,42.5499992371,-87.95,-139.35,8.18269216098077,君曜
⚪ 中性觀察,440.70000000000005,142.19,3.38,N/A,11.47,2025,2026-03,2.97,3.64,⚠️ 獲利稀釋,N/A,7765.TW,222.0,2.74,-139.45,7.556160653505786,中華資安
⚪ 中性觀察,193.95,70.64,0.39,11.73%,5.29,2025,2026-03,-6.08,4.97,📉 獲利侵蝕,49.97%,1295.TWO,48.4000015259,-69.05,-139.69,3.7432329099690644,生合
⚪ 數據不足,-18.6,30.39,-0.03,N/A,-0.52,2025,2026-03,-147.27,-12.93,📉 獲利侵蝕,N/A,6243.TW,40.0999984741,-109.68,-140.07,0.0,迅杰
⚪ 中性觀察,134.39999999999998,108.67,0.91,12.30%,3.43,2025,2026-03,-4.72,-1.51,📉 獲利侵蝕,34.23%,4584.TWO,40.5999984741,-31.58,-140.25,4.531249829698661,君帆
⚪ 中性觀察,290.85,104.46,1.64,N/A,6.76,2025,2026-03,-24.75,0.46,📉 獲利侵蝕,N/A,2729.TWO,160.0,-36.22,-140.68,8.251676121712222,瓦城
❌ 暫避觀望,99.74999999999999,71.65,0.4,2.86%,2.81,2025,2026-03,-29.75,62.61,📉 獲利侵蝕,42.16%,3035.TW,222.5,-69.92,-141.57,33.45864661654136,智原
❌ 暫避觀望,52.95,244.55,0.73,N/A,2.0,2025,2026-03,-48.05,-3.28,⚠️ 獲利稀釋,N/A,6292.TWO,61.7999992371,102.78,-141.77,17.507081936855524,迅德
⚪ 中性觀察,659.1,137.6,4.62,N/A,17.76,2025,2026-03,-0.84,5.0,📉 獲利侵蝕,N/A,8081.TW,319.5,-4.18,-141.78,7.271279016841146,致新
⚪ 中性觀察,215.7,133.59,1.33,N/A,5.8,2025,2026-03,15.63,9.33,📉 獲利侵蝕,N/A,6527.TWO,73.0,-8.28,-141.87,5.076495132127956,明達醫
⚪ 數據不足,-88.05,143.49,-0.63,N/A,-2.57,2025,2026-03,18.35,170.31,⚠️ 獲利稀釋,N/A,6461.TWO,15.75,1.56,-141.93,0.0,益得
⚪ 中性觀察,127.64999999999999,89.96,0.64,N/A,3.09,2025,2026-03,-39.84,-27.76,📉 獲利侵蝕,N/A,7715.TWO,36.0,-52.24,-142.2,4.230317273795535,裕山
⚪ 中性觀察,1583.5500000000002,180.17,13.35,31.25%,42.0,2025,2026-03,10.18,11.97,⚠️ 獲利稀釋,47.51%,1590.TW,1440.0,37.91,-142.26,13.640238704177323,亞德客-KY
⚪ 數據不足,0.0,51.34,-1.11,-58.77%,-1.59,2025,2026-03,6.47,1.9,📉 獲利侵蝕,32.24%,1538.TW,0.0,-91.38,-142.72,0.0,正峰
⚪ 數據不足,-13.65,443.05,0.12,N/A,-0.65,2025,2026-03,-246.15,36.88,🔄 轉虧為盈,N/A,5468.TWO,33.5999984741,300.0,-143.05,0.0,凱鈺
⚪ 中性觀察,1029.8999999999999,114.65,6.19,16.92%,26.87,2025,2026-03,-19.62,-2.07,📉 獲利侵蝕,38.19%,3034.TW,538.0,-28.44,-143.09,7.835712205068454,聯詠
❌ 暫避觀望,35.24999999999999,185.98,0.34,N/A,0.58,2025,2026-03,14.0,14.37,⚠️ 獲利稀釋,N/A,8033.TW,204.5,41.67,-144.31,87.0212765957447,雷虎
⚪ 中性觀察,1293.4499999999998,125.8,6.77,N/A,34.51,2025,2026-03,6.64,1.76,📉 獲利侵蝕,N/A,4966.TWO,654.0,-19.19,-144.99,7.584367389539604,譜瑞-KY
❌ 暫避觀望,2791.5,206.98,25.7,N/A,75.71,2025,2026-03,110.03,116.34,⚠️ 獲利稀釋,N/A,7769.TW,6865.0,61.74,-145.23999999999998,36.888769478774854,鴻勁
⚪ 中性觀察,72.45,237.89,1.01,N/A,2.25,2025,2026-03,-50.22,-7.32,⚠️ 獲利稀釋,N/A,4995.TWO,45.3499984741,92.31,-145.57999999999998,9.38923363853002,晶達
❌ 暫避觀望,11.549999999999999,269.52,0.39,N/A,0.58,2025,2026-03,-10.94,-6.81,⚠️ 獲利稀釋,N/A,4155.TW,15.5,123.53,-145.98999999999998,20.12987012987013,訊映
⚪ 中性觀察,63.3,130.66,0.49,14.34%,1.81,2025,2026-03,-23.5,-10.06,📉 獲利侵蝕,33.56%,1203.TW,43.3499984741,-15.52,-146.18,10.272511486753555,味王
⚪ 中性觀察,130.35000000000002,79.57,0.5,N/A,3.29,2025,2026-03,-50.94,-15.67,📉 獲利侵蝕,N/A,7642.TWO,78.1999969482,-66.89,-146.45999999999998,8.998848900828536,昶瑞機電
❌ 暫避觀望,202.2,177.74,1.83,N/A,6.25,2025,2026-03,47.62,34.56,⚠️ 獲利稀釋,N/A,7810.TWO,205.0,30.71,-147.03,15.207715133531158,捷創科技
⚪ 中性觀察,107.1,107.87,0.53,N/A,1.85,2025,2026-03,-7.07,51.84,📉 獲利侵蝕,N/A,8932.TWO,105.5,-39.77,-147.64000000000001,14.775910364145659,智通*
❌ 暫避觀望,41.699999999999996,151.01,0.32,N/A,1.13,2025,2026-03,-5.93,2.84,⚠️ 獲利稀釋,N/A,6821.TWO,60.5,3.33,-147.67999999999998,21.762589928057555,聯寶
❌ 暫避觀望,275.1,165.36,2.21,N/A,7.37,2025,2026-03,32.55,12.43,⚠️ 獲利稀釋,N/A,5234.TW,402.0,17.55,-147.81,21.919302071973828,達興材料
⚪ 中性觀察,76.94999999999999,118.45,0.26,N/A,2.37,2025,2026-03,-25.47,-2.1,📉 獲利侵蝕,N/A,6671.TW,24.5,-29.73,-148.18,4.775828460038987,三能-KY
⚪ 中性觀察,34.199999999999996,86.03,0.18,N/A,0.96,2025,2026-03,3.23,2.69,📉 獲利侵蝕,N/A,8923.TWO,19.8999996185,-62.5,-148.53,8.728070008114036,時報
❌ 暫避觀望,106.8,119.1,0.92,N/A,3.0,2025,2026-03,-58.85,-23.02,📉 獲利侵蝕,N/A,4572.TW,151.0,-29.77,-148.87,21.207865168539325,駐龍
❌ 暫避觀望,1359.6,148.55,9.53,31.26%,36.75,2025,2026-03,49.96,42.0,📉 獲利侵蝕,41.25%,3653.TW,3420.0,-0.63,-149.18,37.73168578993822,健策
⚪ 數據不足,-24.3,106.56,0.4,-15.73%,-1.63,2025,2026-03,-148.96,-21.77,🔄 轉虧為盈,23.65%,2231.TW,118.5,-42.86,-149.42000000000002,0.0,為升
⚪ 數據不足,-33.75,166.01,-0.21,N/A,-0.88,2025,2026-03,-10.0,-42.69,⚠️ 獲利稀釋,N/A,4188.TWO,11.1000003815,16.0,-150.01,0.0,安克
⚪ 數據不足,-9.9,261.16,0.01,N/A,-0.28,2025,2026-03,38.64,-3.71,🔄 轉虧為盈,N/A,6226.TW,24.0,111.11,-150.05,0.0,光鼎
⚪ 中性觀察,157.95,159.56,1.08,N/A,4.22,2025,2026-03,10.39,9.51,⚠️ 獲利稀釋,N/A,7753.TWO,42.2999992371,9.09,-150.47,4.017093944643875,星亞
⚪ 數據不足,-47.25000000000001,167.87,-0.44,23.11%,-0.57,2025,2026-03,1.75,-9.99,⚠️ 獲利稀釋,49.56%,4142.TW,17.7999992371,17.31,-150.56,0.0,國光生
❌ 暫避觀望,222.3,192.82,2.1,N/A,6.58,2025,2026-03,198.64,23.89,⚠️ 獲利稀釋,N/A,6719.TW,289.0,41.89,-150.93,19.50067476383266,力智
❌ 暫避觀望,550.4999999999999,216.06,6.23,N/A,15.42,2025,2026-03,-12.9,23.03,⚠️ 獲利稀釋,N/A,6683.TWO,1805.0,64.88,-151.18,49.18256130790191,雍智科技
⚪ 數據不足,-25.5,47.85,-0.01,-19.63%,-0.62,2025,2026-03,-192.54,5.99,📉 獲利侵蝕,44.07%,3086.TWO,33.4000015259,-104.55,-152.4,0.0,華義*
❌ 暫避觀望,1842.6000000000001,166.0,19.54,N/A,46.93,2025,2026-03,40.24,35.51,⚠️ 獲利稀釋,N/A,6515.TW,9900.0,13.4,-152.6,80.59264083360469,穎崴
⚪ 中性觀察,144.9,69.99,0.41,N/A,3.14,2025,2026-03,131.69,786.25,📉 獲利侵蝕,N/A,4946.TWO,104.5,-82.61,-152.6,10.817805383022774,辣椒
⚪ 中性觀察,120.60000000000001,83.05,0.58,N/A,2.87,2025,2026-03,-39.39,-15.03,📉 獲利侵蝕,N/A,6962.TW,38.9000015259,-69.68,-152.73000000000002,4.8383086475,奕力-KY
⚪ 中性觀察,125.39999999999999,148.91,0.51,5.94%,3.93,2025,2026-03,61.83,69.66,📉 獲利侵蝕,49.60%,2756.TWO,59.5999984741,-3.85,-152.76,7.12918642034689,聯發國際
❌ 暫避觀望,29.250000000000004,125.85,0.24,-0.86%,1.0,2025,2026-03,-33.77,4.92,📉 獲利侵蝕,38.12%,3438.TWO,68.6999969482,-27.27,-153.12,35.230767665743585,類比科
⚪ 中性觀察,210.0,124.98,1.86,N/A,5.64,2025,2026-03,-45.5,-13.21,📉 獲利侵蝕,N/A,6585.TW,134.5,-28.46,-153.44,9.607142857142858,鼎基
❌ 暫避觀望,7.95,55.25,0.01,-362.94%,0.68,2025,2026-03,-32.0,-88.36,📉 獲利侵蝕,23.48%,3308.TW,22.6499996185,-98.28,-153.53,42.73584833679245,聯德
⚪ 中性觀察,208.2,60.26,0.16,22.47%,6.85,2025,2026-03,-51.27,-27.63,📉 獲利侵蝕,34.04%,2348.TW,76.0,-93.37,-153.63,5.475504322766571,海悅
⚪ 中性觀察,68.7,108.08,0.53,N/A,1.95,2025,2026-03,-45.98,-12.78,📉 獲利侵蝕,N/A,1524.TW,29.6499996185,-45.92,-154.0,6.473799043340612,耿鼎
⚪ 數據不足,0.0,177.0,0.71,41.07%,3.18,2025,2026-03,3.25,-2.28,⚠️ 獲利稀釋,46.23%,2617.TW,0.0,22.41,-154.59,0.0,台航
⚪ 數據不足,-67.95,199.88,-0.29,-12.95%,-1.75,2025,2026-03,-22.38,-11.1,⚠️ 獲利稀釋,34.82%,3122.TWO,32.0,45.28,-154.6,0.0,笙泉
⚪ 數據不足,-87.9,159.07,-0.68,N/A,-1.83,2025,2026-03,-355.0,10.49,⚠️ 獲利稀釋,N/A,6695.TW,58.0999984741,4.29,-154.78,0.0,芯鼎
❌ 暫避觀望,290.7,225.35,3.68,27.57%,7.83,2025,2026-03,-12.03,5.02,🏰 高護城河,58.57%,3491.TWO,1340.0,70.37,-154.98,69.14344685242519,昇達科
⚪ 中性觀察,100.05,200.61,0.83,N/A,2.72,2025,2026-03,-20.23,12.38,⚠️ 獲利稀釋,N/A,6161.TWO,53.7000007629,45.61,-155.0,8.05097462712144,捷波
⚪ 中性觀察,179.25000000000003,132.18,1.29,N/A,5.13,2025,2026-03,-5.16,1.22,📉 獲利侵蝕,N/A,4163.TWO,129.5,-23.31,-155.49,10.836820083682007,鐿鈦
⚪ 中性觀察,269.25,140.64,1.6,N/A,7.34,2025,2026-03,2.89,-2.32,📉 獲利侵蝕,N/A,6761.TWO,198.0,-14.89,-155.52999999999997,11.030640668523677,穩得
❌ 暫避觀望,44.849999999999994,74.54,0.08,11.18%,1.22,2025,2026-03,15.09,38.76,📉 獲利侵蝕,40.97%,3093.TWO,70.1999969482,-81.4,-155.94,23.47825984889632,港建*
⚪ 中性觀察,185.7,115.66,0.6,N/A,5.49,2025,2026-03,-22.13,22.92,📉 獲利侵蝕,N/A,5474.TWO,170.5,-41.18,-156.84,13.77221324717286,聰泰
⚪ 中性觀察,229.95000000000002,173.58,1.75,N/A,6.51,2025,2026-03,11.33,19.77,⚠️ 獲利稀釋,N/A,6498.TWO,94.4000015259,16.67,-156.91000000000003,6.157860503972602,久禾光
⚪ 中性觀察,65.4,174.38,0.63,N/A,1.61,2025,2026-03,-28.18,2.96,⚠️ 獲利稀釋,N/A,9918.TW,43.2999992371,16.98,-157.4,9.931192485573394,欣天然
⚪ 數據不足,-29.85,57.79,-0.62,N/A,-0.59,2025,2026-03,16.9,-2.17,📉 獲利侵蝕,N/A,8067.TWO,13.4499998093,-100.0,-157.79,0.0,志旭
⚪ 數據不足,-50.4,68.27,-0.57,N/A,-1.33,2025,2026-03,-1377.78,2.86,📉 獲利侵蝕,N/A,5272.TWO,21.2999992371,-90.0,-158.26999999999998,0.0,笙科
⚪ 中性觀察,13.800000000000002,68.51,0.02,-2.71%,0.28,2025,2026-03,-57.58,-31.39,📉 獲利侵蝕,24.73%,3024.TW,12.5,-90.0,-158.51,13.586956521739129,憶聲
❌ 暫避觀望,9.0,76.73,0.02,N/A,0.12,2025,2026-03,139.29,22.38,📉 獲利侵蝕,N/A,8080.TWO,28.0,-81.82,-158.55,46.66666666666667,泰霖
⚪ 中性觀察,277.65,90.37,1.0,N/A,8.29,2025,2026-03,-19.59,2.98,📉 獲利侵蝕,N/A,6862.TW,195.0,-68.65,-159.02,10.534846029173421,三集瑞-KY
⚪ 數據不足,-58.650000000000006,185.58,-0.31,-18.87%,-1.29,2025,2026-03,31.02,9.94,⚠️ 獲利稀釋,42.56%,4128.TWO,17.1499996185,26.19,-159.39000000000001,0.0,中天
⚪ 中性觀察,419.85,195.54,3.27,N/A,12.15,2025,2026-03,-14.17,-9.4,⚠️ 獲利稀釋,N/A,6996.TWO,201.0,36.13,-159.41,7.181136120042872,力領科技
⚪ 中性觀察,49.35,155.84,0.51,17.09%,1.36,2025,2026-03,-13.92,0.3,📉 獲利侵蝕,34.44%,1568.TW,39.5,-3.77,-159.61,12.006079027355623,倉佑
⚪ 數據不足,-67.2,214.29,-0.24,N/A,-1.52,2025,2026-03,-462.96,11.69,⚠️ 獲利稀釋,N/A,6237.TWO,45.25,52.94,-161.35,0.0,驊訊
⚪ 中性觀察,79.49999999999999,100.37,0.4,N/A,2.25,2025,2026-03,-62.55,-23.31,📉 獲利侵蝕,N/A,8102.TWO,67.8000030518,-61.9,-162.27,12.792453406000003,傑霖科技
⚪ 中性觀察,164.85,137.15,1.37,N/A,5.51,2025,2026-03,57.43,37.15,📉 獲利侵蝕,N/A,6203.TWO,67.8000030518,-25.14,-162.29000000000002,6.169245045659691,海韻電
⚪ 中性觀察,234.00000000000003,186.39,2.47,N/A,6.32,2025,2026-03,-22.95,3.91,⚠️ 獲利稀釋,N/A,6651.TWO,162.0,22.89,-163.5,10.384615384615383,全宇昕
⚪ 中性觀察,292.35,155.73,2.59,7.00%,7.4,2025,2026-03,-12.32,1.19,📉 獲利侵蝕,25.33%,3213.TWO,142.5,-8.48,-164.20999999999998,7.311441765007696,茂訊
⚪ 數據不足,-58.8,50.4,-0.58,-40.94%,-1.34,2025,2026-03,59.69,34.04,📉 獲利侵蝕,27.86%,2424.TW,10.1999998093,-114.81,-165.21,0.0,隴華
⚪ 中性觀察,145.8,139.24,0.84,12.42%,3.81,2025,2026-03,-32.69,-11.82,📉 獲利侵蝕,44.64%,4138.TWO,51.5999984741,-26.32,-165.56,5.308641818323045,曜亞
⚪ 中性觀察,139.19999999999996,499.13,1.17,30.49%,4.31,2025,2026-03,-22.2,-4.75,⚠️ 獲利稀釋,35.36%,2606.TW,61.7999992371,333.33,-165.8,6.65948267641164,裕民
❌ 暫避觀望,2.55,179.42,0.09,22.84%,0.13,2025,2026-03,141.94,-3.71,⚠️ 獲利稀釋,43.11%,3252.TWO,17.9500007629,12.5,-166.92,105.58823978176471,海灣
⚪ 中性觀察,80.1,364.73,1.19,N/A,1.91,2025,2026-03,240.74,-0.48,⚠️ 獲利稀釋,N/A,4949.TW,79.4000015259,197.5,-167.23000000000002,14.868914143426966,有成精密
❌ 暫避觀望,325.49999999999994,264.19,3.21,N/A,8.67,2025,2026-03,-0.23,12.03,⚠️ 獲利稀釋,N/A,6197.TW,372.5,96.93,-167.26,17.165898617511523,佳必琪
⚪ 數據不足,-160.04999999999998,192.98,-0.64,N/A,-5.1,2025,2026-03,-40.62,-62.05,⚠️ 獲利稀釋,N/A,6550.TW,13.6999998093,25.58,-167.39999999999998,0.0,北極星藥業-KY
⚪ 數據不足,-45.3,162.93,-0.23,-38.32%,-1.09,2025,2026-03,-234.57,-16.89,📉 獲利侵蝕,35.81%,2482.TW,17.0,-4.55,-167.48000000000002,0.0,連宇
⚪ 數據不足,-46.050000000000004,157.19,-0.4,N/A,-1.29,2025,2026-03,-516.13,-31.28,📉 獲利侵蝕,N/A,8437.TWO,10.0500001907,-11.11,-168.3,0.0,大地-KY
❌ 暫避觀望,453.6,190.06,3.85,15.69%,12.25,2025,2026-03,17.26,18.56,⚠️ 獲利稀釋,39.78%,2395.TW,521.0,21.52,-168.54,17.228835978835978,研華
❌ 暫避觀望,46.949999999999996,215.08,0.64,N/A,0.67,2025,2026-03,-69.96,-2.5,⚠️ 獲利稀釋,N/A,6224.TW,86.4000015259,46.51,-168.57000000000002,27.603834353322682,聚鼎
❌ 暫避觀望,432.6,232.49,3.66,23.34%,11.33,2025,2026-03,32.78,28.3,⚠️ 獲利稀釋,44.02%,4749.TWO,913.0,63.39,-169.10000000000002,31.65742024965326,新應材
❌ 暫避觀望,103.49999999999999,201.37,0.96,N/A,3.01,2025,2026-03,-50.25,-13.26,⚠️ 獲利稀釋,N/A,6937.TW,287.0,31.51,-169.86,41.594202898550726,天虹
⚪ 中性觀察,358.95000000000005,191.57,2.27,N/A,10.22,2025,2026-03,36.27,13.3,⚠️ 獲利稀釋,N/A,6690.TWO,168.5,21.39,-170.18,7.0413706644379435,安�硌穈T
❌ 暫避觀望,10.5,70.28,0.0,N/A,0.71,2025,2026-03,152.21,16.84,📉 獲利侵蝕,N/A,6485.TWO,81.3000030518,-100.0,-170.28,116.14286150257145,點序
⚪ 數據不足,-49.05,195.61,-0.21,N/A,-1.63,2025,2026-03,-54.29,-1.45,⚠️ 獲利稀釋,N/A,6929.TWO,23.3500003815,25.0,-170.61,0.0,佑全
⚪ 中性觀察,161.55,189.52,1.65,N/A,4.58,2025,2026-03,-22.77,-12.32,⚠️ 獲利稀釋,N/A,5299.TWO,129.0,18.71,-170.81,11.977715877437324,杰力
❌ 暫避觀望,10.2,792.05,0.36,1.25%,0.26,2025,2026-03,-89.88,-23.91,⚠️ 獲利稀釋,15.09%,1323.TW,20.4500007629,620.0,-172.04999999999995,30.073530533676475,永裕
⚪ 中性觀察,65.1,129.05,0.28,17.87%,2.3,2025,2026-03,-22.56,-2.97,📉 獲利侵蝕,45.13%,2070.TWO,63.0999984741,-43.18,-172.23000000000002,14.53917015532258,精湛
⚪ 中性觀察,204.29999999999998,116.4,0.75,N/A,5.37,2025,2026-03,60.88,38.81,📉 獲利侵蝕,N/A,6591.TW,55.2999992371,-55.88,-172.28,4.060205524016153,動力-KY
❌ 暫避觀望,19.2,178.72,0.17,-1.48%,0.54,2025,2026-03,100.0,1.84,⚠️ 獲利稀釋,40.82%,2926.TWO,33.2999992371,6.25,-172.47,26.015624403984376,誠品生活
❌ 暫避觀望,18.45,201.59,-0.05,-18.51%,0.47,2025,2026-03,461.54,20.59,⚠️ 獲利稀釋,30.70%,3297.TWO,31.5,28.57,-173.02,25.609756097560975,杭特
⚪ 中性觀察,73.49999999999999,216.12,0.7,N/A,2.07,2025,2026-03,-22.56,-11.73,⚠️ 獲利稀釋,N/A,7704.TWO,63.5,42.86,-173.26,12.95918367346939,明遠精密
⚪ 中性觀察,96.74999999999999,192.24,1.57,N/A,2.35,2025,2026-03,-21.14,1.36,⚠️ 獲利稀釋,N/A,6844.TWO,62.0,18.94,-173.3,9.612403100775195,諾貝兒
❌ 暫避觀望,487.05000000000007,392.93,5.19,N/A,12.75,2025,2026-03,-14.04,10.19,⚠️ 獲利稀釋,N/A,6640.TWO,1125.0,218.52,-174.41,34.64736680012319,均華
⚪ 中性觀察,189.75,177.66,1.3,17.33%,4.99,2025,2026-03,3.96,2.67,⚠️ 獲利稀釋,33.63%,2412.TW,141.0,3.17,-174.49,11.146245059288537,中華電
⚪ 中性觀察,56.7,203.95,0.53,N/A,1.75,2025,2026-03,-13.79,-3.52,⚠️ 獲利稀釋,N/A,9960.TWO,33.6500015259,29.27,-174.67999999999998,8.90211680579365,邁達康
❌ 暫避觀望,15.3,592.65,0.19,N/A,0.33,2025,2026-03,-43.1,-3.87,⚠️ 獲利稀釋,N/A,3021.TW,29.25,416.67,-175.97999999999996,28.676470588235293,鴻名
❌ 暫避觀望,92.85,188.41,1.51,9.03%,2.67,2025,2026-03,-66.46,-9.88,⚠️ 獲利稀釋,36.51%,3675.TWO,417.5,11.85,-176.56,67.44749596122779,德微
⚪ 中性觀察,221.54999999999998,261.06,3.81,N/A,5.62,2025,2026-03,-27.15,20.03,⚠️ 獲利稀釋,N/A,6579.TW,165.5,84.31,-176.75,11.205145565335139,研揚
❌ 暫避觀望,8.100000000000001,147.2,0.14,10.56%,0.2,2025,2026-03,-93.38,-54.43,📉 獲利侵蝕,21.75%,1805.TW,10.3999996185,-30.0,-177.2,19.259258552777776,寶徠
❌ 暫避觀望,22.95,219.88,0.37,-1.96%,0.5,2025,2026-03,-73.51,-7.24,⚠️ 獲利稀釋,31.63%,3588.TW,70.3000030518,42.31,-177.57,45.94771441294118,通嘉
❌ 暫避觀望,221.1,373.81,2.24,10.45%,6.1,2025,2026-03,-40.84,8.51,⚠️ 獲利稀釋,30.02%,3587.TWO,299.0,196.0,-177.81,20.28493894165536,閎康
❌ 暫避觀望,105.0,202.94,1.06,21.78%,2.97,2025,2026-03,-18.46,4.29,⚠️ 獲利稀釋,37.27%,2455.TW,358.0,24.71,-178.23,51.142857142857146,全新
⚪ 中性觀察,69.89999999999999,167.71,0.5,13.35%,2.31,2025,2026-03,-12.16,-17.82,📉 獲利侵蝕,25.16%,3284.TWO,30.1499996185,-10.71,-178.42000000000002,6.4699569996781126,太普高
⚪ 中性觀察,146.25,168.81,0.55,N/A,4.21,2025,2026-03,117.01,8.73,📉 獲利侵蝕,N/A,6763.TWO,47.0499992371,-9.84,-178.65,4.825640947394872,綠界科技*
⚪ 數據不足,-4.35,162.23,0.1,N/A,0.03,2025,2026-03,-50.0,10.32,📉 獲利侵蝕,N/A,5251.TWO,31.6499996185,-16.67,-178.89999999999998,0.0,天鉞電
⚪ 中性觀察,295.65000000000003,152.96,1.42,N/A,8.57,2025,2026-03,-0.37,7.88,📉 獲利侵蝕,N/A,5403.TWO,94.8000030518,-26.34,-179.3,4.809741402932522,中菲
❌ 暫避觀望,21.0,97.83,0.48,N/A,0.01,2025,2026-03,-99.85,-24.49,📉 獲利侵蝕,N/A,3557.TW,26.3999996185,-81.89,-179.72,18.857142584642858,嘉威
