eps_yoy,prev_rev_yoy,pe,symbol,date,est_price,prev_year,rev_yoy,advice,om,status,price,prev_eps,prev_eps_yoy,eps,gm,name,expansion
-66.46,-11.4,37.14759535655058,3675.TWO,2025-12,90.44999999999999,2025,-9.88,❌ 暫避觀望,9.03%,🌑 雙重衰退,224.0,1.53,-74.8,2.67,36.51%,德微,-56.57999999999999
3.11,70.71,4.581348063430906,2643.TWO,2025-12,220.35,2025,59.7,⚪ 中性觀察,2.48%,⚠️ 獲利稀釋,67.3000030518,4.7,10.59,6.3,5.79%,捷迅,-56.59
-69.2,-10.77,21.33829053007435,2367.TW,2025-12,40.35,2025,-12.33,❌ 暫避觀望,-4.89%,🌑 雙重衰退,57.4000015259,0.71,-59.32,0.68,8.85%,燿華,-56.870000000000005
-76.51,-16.36,46.00431965442765,3376.TW,2025-12,69.45,2025,-19.54,❌ 暫避觀望,-3.62%,🌑 雙重衰退,213.0,1.23,-77.26,1.63,11.53%,新日興,-56.970000000000006
-66.92,-12.67,0.0,1584.TWO,2025-12,0.0,2025,-9.94,⚪ 數據不足,6.58%,🌑 雙重衰退,0.0,0.23,-86.86,0.44,14.01%,精剛,-56.980000000000004
-79.88,-25.07,24.661653561729324,4561.TWO,2025-12,19.950000000000003,2025,-22.51,❌ 暫避觀望,4.03%,🌑 雙重衰退,32.7999992371,0.36,-87.84,0.66,19.95%,健椿,-57.36999999999999
-72.09,-27.61,39.82758686465517,8927.TWO,2025-12,8.700000000000001,2025,-14.5,❌ 暫避觀望,N/A,🌑 雙重衰退,23.1000003815,0.12,-91.61,0.35,N/A,北基,-57.59
-137.27,-78.07,0.0,8089.TWO,2025-12,-98.85,2025,-79.25,⚪ 數據不足,N/A,🌑 雙重衰退,21.1499996185,-1.85,-124.6,-3.09,N/A,康全電訊,-58.02000000000001
-82.6,-30.68,0.0,2616.TW,2025-12,-227.10000000000002,2025,-24.55,⚪ 數據不足,-10.37%,🌑 雙重衰退,14.6499996185,-4.41,-155.56,-6.25,7.55%,山隆,-58.05
-46.52,2.91,6.121372232955145,8068.TWO,2025-12,56.85,2025,11.63,⚪ 中性觀察,N/A,📉 獲利侵蝕,23.2000007629,1.25,-37.5,1.23,N/A,全達,-58.150000000000006
-64.42,-2.97,14.999999286962614,2235.TWO,2025-12,32.1,2025,-6.01,⚪ 中性觀察,1.41%,🌑 雙重衰退,32.0999984741,0.61,-70.24,0.95,16.15%,謚源,-58.410000000000004
-73.66,-14.73,0.0,5907.TW,2025-12,-157.95,2025,-14.95,⚪ 數據不足,N/A,🌑 雙重衰退,5.5500001907,-3.04,-82.04,-4.55,N/A,大洋-KY,-58.709999999999994
-51.49,6.79,0.0,3224.TWO,2025-12,-54.0,2025,7.24,⚪ 數據不足,-12.99%,📉 獲利侵蝕,43.5999984741,-1.05,-52.17,-1.53,15.11%,三顧,-58.730000000000004
-35.22,9.27,2.5287357119017764,9945.TW,2025-12,143.55,2025,23.56,⚪ 中性觀察,N/A,📉 獲利侵蝕,24.2000007629,2.68,-49.41,3.93,N/A,潤泰新,-58.78
-7.07,63.13,12.330226161664447,8932.TWO,2025-12,112.65,2025,51.84,⚪ 中性觀察,N/A,📉 獲利侵蝕,92.5999984741,2.9,160.91,1.85,N/A,智通*,-58.910000000000004
-56.22,1.51,6.7722773787920785,2739.TW,2025-12,75.75,2025,2.72,⚪ 中性觀察,12.46%,📉 獲利侵蝕,34.2000007629,1.01,-78.46,2.36,44.04%,寒舍,-58.94
-38.12,20.53,0.0,6725.TWO,2025-12,0.0,2025,21.02,⚪ 數據不足,N/A,📉 獲利侵蝕,355.0,8.09,-22.06,12.98,N/A,矽科宏晟,-59.14
-73.47,-10.3,9.45075786475379,6863.TW,2025-12,158.39999999999998,2025,-14.3,⚪ 中性觀察,N/A,🌑 雙重衰退,99.8000030518,2.95,-62.28,3.0,N/A,永道-KY,-59.17
-51.37,8.42,0.0,7788.TW,2025-12,0.0,2025,7.87,⚪ 數據不足,N/A,📉 獲利侵蝕,0.0,2.18,-56.66,3.63,N/A,松川精密,-59.239999999999995
-51.41,-5.44,0.0,3006.TW,2025-12,-76.05000000000001,2025,8.08,⚪ 數據不足,20.25%,🔄 轉虧為盈,154.5,-2.81,-300.0,0.87,32.33%,晶豪科,-59.489999999999995
-75.14,-17.2,10.226415238301884,2201.TW,2025-12,39.75000000000001,2025,-15.65,⚪ 中性觀察,7.44%,🌑 雙重衰退,27.1000003815,0.77,-76.11,0.93,30.14%,裕隆,-59.49
-77.78,-15.43,0.0,3531.TWO,2025-12,-9.6,2025,-18.09,⚪ 數據不足,4.80%,🔄 轉虧為盈,23.3999996185,-0.47,-204.44,0.3,22.74%,先益,-59.69
-62.99,-6.65,3.9864326227374303,8442.TW,2025-12,187.95,2025,-2.85,⚪ 中性觀察,N/A,🌑 雙重衰退,49.9500007629,3.46,-60.02,4.18,N/A,威宏-KY,-60.14
-47.4,17.51,0.0,7770.TWO,2025-12,0.0,2025,12.79,⚪ 數據不足,N/A,📉 獲利侵蝕,50.0,1.53,-58.08,3.0,N/A,君曜,-60.19
-54.31,9.9,78.4677443966129,3141.TWO,2025-12,9.3,2025,7.08,❌ 暫避觀望,-3.65%,📉 獲利侵蝕,48.6500015259,0.05,-94.05,0.54,38.56%,晶宏,-61.39
-79.17,-23.85,17.666666666666668,4306.TW,2025-12,11.25,2025,-16.46,❌ 暫避觀望,5.94%,🌑 雙重衰退,13.25,0.25,-79.34,0.26,15.11%,炎洲,-62.71
-132.04,-78.14,0.0,3313.TWO,2025-12,-14.849999999999998,2025,-69.02,⚪ 數據不足,-413.94%,🌑 雙重衰退,12.1000003815,-0.31,-122.4,-0.35,-74.40%,斐成,-63.019999999999996
-85.86,-23.51,0.0,1721.TW,2025-12,-61.349999999999994,2025,-22.39,⚪ 數據不足,-36.39%,🌑 雙重衰退,27.2999992371,-1.12,-45.45,-1.84,-19.76%,三晃,-63.47
-58.24,7.39,219.6774144325807,8111.TWO,2025-12,4.6499999999999995,2025,5.25,❌ 暫避觀望,N/A,📉 獲利侵蝕,68.0999984741,0.05,-88.1,0.38,N/A,立��,-63.49
-48.37,26.64,0.0,2438.TW,2025-12,-79.20000000000002,2025,15.52,⚪ 數據不足,-5.91%,🏰 高護城河,22.5499992371,-2.11,-125.84,-2.38,51.08%,翔耀,-63.89
41.57,121.07,22.178477690288712,6895.TWO,2025-12,114.3,2025,105.62,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,169.0,2.61,99.24,3.61,N/A,宏碩系統,-64.05000000000001
-67.55,-7.78,13.058823529411764,8433.TWO,2025-12,63.75,2025,-3.48,⚪ 中性觀察,N/A,🌑 雙重衰退,55.5,0.71,-89.32,3.17,N/A,弘帆,-64.07
-74.29,-7.45,0.0,3288.TWO,2025-12,-31.200000000000003,2025,-10.15,⚪ 數據不足,6.07%,🏰 高護城河,15.8999996185,-0.56,43.62,-0.64,71.52%,點晶,-64.14
-47.47,30.86,11.572326804088052,5426.TWO,2025-12,23.849999999999998,2025,17.01,⚪ 中性觀察,N/A,📉 獲利侵蝕,18.3999996185,0.39,-40.91,0.52,N/A,振發,-64.48
-44.41,7.33,594.7916666666667,6643.TWO,2025-12,14.399999999999999,2025,20.34,❌ 暫避觀望,N/A,🔄 轉虧為盈,571.0,-0.69,-116.01,1.69,N/A,M31,-64.75
43.19,94.87,6.618334892422825,3231.TW,2025-12,320.7,2025,108.39,⚪ 中性觀察,3.53%,⚠️ 獲利稀釋,141.5,6.43,44.39,9.04,5.62%,緯創,-65.2
1919.44,41.93,7.567158531971246,8271.TW,2026-03,396.44999999999993,2025,1985.02,⚪ 中性觀察,N/A,⚠️ 獲利稀釋,200.0,6.7,209.22,14.54,N/A,宇瞻,-65.57999999999993
-89.88,-28.19,60.13513513513514,1323.TW,2025-12,5.55,2025,-23.91,❌ 暫避觀望,1.25%,🌑 雙重衰退,22.25,0.06,-97.63,0.26,15.09%,永裕,-65.97
-68.29,-1.45,273.99999618599975,2611.TW,2025-12,0.7500000000000007,2025,-2.19,❌ 暫避觀望,5.53%,🌑 雙重衰退,13.6999998093,0.39,-78.8,0.52,37.12%,志信,-66.10000000000001
-90.28,-19.92,0.0,1310.TW,2025-12,-50.24999999999999,2025,-24.07,⚪ 數據不足,-10.27%,🌑 雙重衰退,9.7700004578,-0.94,-141.03,-1.37,-7.37%,台苯,-66.21000000000001
-73.51,-9.27,45.24475311062937,3588.TW,2025-12,21.45,2025,-7.24,❌ 暫避觀望,-1.96%,🌑 雙重衰退,64.6999969482,0.37,-78.11,0.5,31.63%,通嘉,-66.27000000000001
-57.38,7.47,105.26315789473684,5309.TWO,2025-12,8.55,2025,9.13,❌ 暫避觀望,N/A,📉 獲利侵蝕,60.0,0.04,-90.7,0.27,N/A,系統電,-66.51
-64.44,-4.51,18.415584811922077,3546.TWO,2025-12,57.74999999999999,2025,2.09,❌ 暫避觀望,20.17%,🏰 高護城河,70.9000015259,0.47,-86.34,1.97,89.44%,宇峻,-66.53
-47.93,27.6,0.0,3419.TW,2025-12,-69.9,2025,18.86,⚪ 數據不足,-16.22%,📉 獲利侵蝕,16.2999992371,-1.36,-43.16,-1.79,12.27%,譁裕,-66.78999999999999
-55.46,6.89,0.0,4943.TW,2025-12,-90.6,2025,11.46,⚪ 數據不足,N/A,📉 獲利侵蝕,10.3000001907,-1.51,-93.42,-1.88,N/A,康控-KY,-66.92
60.92,81.35,33.64537444933921,4772.TWO,2025-12,136.2,2025,127.87,❌ 暫避觀望,38.48%,⚠️ 獲利稀釋,305.5,2.69,174.49,4.2,48.92%,台特化,-66.95
-76.19,-6.05,0.0,3323.TWO,2025-12,-79.35,2025,-9.18,⚪ 數據不足,-4.33%,🌑 雙重衰退,34.0,-1.58,-112.5,-1.92,11.17%,加百裕,-67.00999999999999
-54.79,11.79,12.977838912493077,8070.TW,2025-12,54.14999999999999,2025,12.31,⚪ 中性觀察,N/A,📉 獲利侵蝕,46.8499984741,1.49,-18.99,1.02,N/A,長華*,-67.1
-56.06,16.32,0.0,6462.TWO,2025-12,-585.7500000000001,2025,11.11,⚪ 數據不足,N/A,📉 獲利侵蝕,121.5,-12.5,-126.04,-17.51,N/A,神盾,-67.17
-63.86,15.23,9.644495237866973,8050.TWO,2025-12,65.4,2025,3.42,⚪ 中性觀察,N/A,📉 獲利侵蝕,42.0499992371,1.33,-57.66,1.44,N/A,廣積,-67.28
-69.96,0.32,20.68493202941781,6224.TW,2025-12,43.8,2025,-2.5,❌ 暫避觀望,N/A,🌑 雙重衰退,60.4000015259,0.98,-42.6,0.67,N/A,聚鼎,-67.46
-85.43,-19.51,197.85714830678575,4741.TWO,2025-12,4.199999999999999,2025,-17.82,❌ 暫避觀望,3.21%,🔄 轉虧為盈,55.4000015259,-0.01,-100.71,0.29,33.55%,泓瀚,-67.61000000000001
-45.45,18.87,0.0,6134.TWO,2025-12,-1.5,2025,22.25,⚪ 數據不足,N/A,📉 獲利侵蝕,31.1499996185,0.14,-58.82,0.12,N/A,萬旭,-67.7
-77.5,-7.86,8.964218168380414,2066.TWO,2025-12,79.64999999999999,2025,-9.64,⚪ 中性觀察,-4.97%,🌑 雙重衰退,47.5999984741,1.33,-77.02,1.34,19.80%,世德,-67.86
-79.87,-11.91,21.93181818181818,4119.TW,2025-12,33.0,2025,-11.81,❌ 暫避觀望,12.04%,🌑 雙重衰退,48.25,0.57,-86.03,0.9,28.02%,旭富,-68.06
29.56,93.9,43.51851851851852,8227.TWO,2025-12,56.699999999999996,2025,97.77,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,164.5,1.4,53.85,2.06,N/A,巨有科技,-68.21
-73.65,-2.33,17.0,3434.TWO,2025-12,26.25,2025,-5.05,❌ 暫避觀望,0.82%,🌑 雙重衰退,29.75,0.3,-77.78,0.47,17.99%,哲固,-68.60000000000001
-37.72,26.01,0.0,8054.TWO,2025-12,-115.05,2025,30.97,⚪ 數據不足,N/A,📉 獲利侵蝕,105.5,-2.42,-129.13,-3.19,N/A,安國,-68.69
-95.24,-31.56,0.0,6234.TWO,2025-12,-11.850000000000001,2025,-26.42,⚪ 數據不足,N/A,🔄 轉虧為盈,43.8499984741,-0.37,-144.58,0.05,N/A,高僑,-68.82
-91.07,-17.56,0.0,1309.TW,2025-12,-43.35,2025,-22.22,⚪ 數據不足,-4.04%,🌑 雙重衰退,20.5,-0.93,-55.0,-1.07,3.28%,台達化,-68.85
-64.1,0.67,162.32558849255818,8150.TW,2025-12,6.449999999999999,2025,5.45,❌ 暫避觀望,N/A,🔄 轉虧為盈,69.8000030518,-0.01,-100.61,0.7,N/A,南茂,-69.55
-130.23,-61.06,0.0,6875.TWO,2025-12,-113.39999999999999,2025,-59.86,⚪ 數據不足,N/A,🌑 雙重衰退,37.75,-2.11,-35.26,-2.97,N/A,國邑*,-70.36999999999999
-108.06,-36.55,0.0,2014.TW,2025-12,-49.05,2025,-37.56,⚪ 數據不足,-6.17%,🌑 雙重衰退,17.1499996185,-1.1,-92.98,-1.29,-3.67%,中鴻,-70.5
-74.77,-1.96,24.398148501388885,6508.TWO,2025-12,16.200000000000003,2025,-4.08,❌ 暫避觀望,N/A,🌑 雙重衰退,26.3500003815,0.27,-73.79,0.27,N/A,惠光,-70.69
-80.37,-13.54,13.720930454302326,4109.TWO,2025-12,12.9,2025,-9.62,⚪ 中性觀察,-7.54%,🌑 雙重衰退,11.8000001907,0.2,-91.88,0.43,24.70%,加捷生醫,-70.75
-81.13,-5.85,6.471428462428571,1473.TW,2025-12,52.5,2025,-10.32,⚪ 中性觀察,-4.13%,🌑 雙重衰退,22.6499996185,0.77,-69.8,0.57,13.69%,台南,-70.81
-95.68,-23.4,49.499998092625,3226.TWO,2025-12,11.999999999999998,2025,-24.52,❌ 暫避觀望,4.48%,🔄 轉虧為盈,39.5999984741,-0.34,-107.89,0.24,15.90%,龍鋒,-71.16000000000001
-74.48,-3.86,28.42105263157895,3003.TW,2025-12,28.5,2025,-3.28,❌ 暫避觀望,6.05%,🌑 雙重衰退,54.0,0.5,-82.94,0.99,21.28%,健和興,-71.2
-80.53,-8.5,47.24137865275861,5450.TWO,2025-12,4.3500000000000005,2025,-8.96,❌ 暫避觀望,N/A,🌑 雙重衰退,13.6999998093,0.04,-94.81,0.22,N/A,南良,-71.57
-81.05,-3.32,22.686566879552238,2012.TW,2025-12,10.05,2025,-9.36,❌ 暫避觀望,2.02%,🌑 雙重衰退,15.1999998093,0.25,-73.26,0.2,13.55%,春雨,-71.69
-77.08,-4.94,12.117485921885244,8941.TWO,2025-12,54.900000000000006,2025,-5.35,⚪ 中性觀察,N/A,🌑 雙重衰退,44.3499984741,0.48,-88.89,1.16,N/A,關中,-71.73
-77.05,-5.87,36.75324576246753,6244.TWO,2025-12,11.550000000000002,2025,-5.05,❌ 暫避觀望,N/A,🌑 雙重衰退,28.2999992371,0.28,-46.15,0.14,N/A,茂迪,-72.0
-74.46,8.05,0.0,3548.TWO,2025-12,0.0,2025,-1.8,⚪ 數據不足,1.84%,🌑 雙重衰退,0.0,0.73,-87.97,2.23,10.77%,兆利,-72.66
-47.66,28.81,16.84011352885525,4569.TW,2025-12,158.55,2025,25.19,❌ 暫避觀望,0.74%,📉 獲利侵蝕,178.0,3.23,-51.13,4.13,15.14%,六方科-KY,-72.85
-114.96,-99.58,0.0,6219.TWO,2025-12,-87.75,2025,-41.94,⚪ 數據不足,N/A,🌑 雙重衰退,12.8000001907,-2.47,-255.35,-0.76,N/A,富旺,-73.02
-44.44,17.54,0.0,4402.TWO,2025-12,-5.1,2025,28.81,⚪ 數據不足,-80.56%,📉 獲利侵蝕,15.0,-0.11,63.33,-0.13,15.04%,郡都開發,-73.25
50.0,137.08,0.0,6560.TWO,2025-12,-31.049999999999997,2025,123.75,⚪ 數據不足,N/A,⚠️ 獲利稀釋,38.2999992371,-0.88,-41.94,-0.16,N/A,欣普羅,-73.75
-0.7,35.48,5.635294297152941,2887.TW,2025-12,63.75,2025,73.85,⚪ 中性觀察,25.42%,🏰 高護城河,23.9500007629,1.3,-27.12,1.91,60.04%,台新新光金,-74.55
-85.71,-8.66,52.586206896551715,2434.TW,2025-12,8.700000000000001,2025,-10.18,❌ 暫避觀望,-176.58%,🌑 雙重衰退,30.5,0.32,-58.97,0.02,-37.47%,統懋,-75.53
-74.4,-3.85,0.0,4543.TWO,2025-12,0.0,2025,1.33,⚪ 數據不足,7.11%,🔄 轉虧為盈,0.0,-0.09,-105.39,0.53,25.17%,萬在,-75.73
-69.73,17.91,15.461538755000001,7743.TWO,2025-12,19.499999999999996,2025,6.19,❌ 暫避觀望,N/A,📉 獲利侵蝕,20.1000003815,0.58,-48.15,0.57,N/A,金利食安,-75.92
-84.27,-11.73,0.0,3325.TWO,2025-12,-58.05,2025,-8.3,⚪ 數據不足,-15.74%,🌑 雙重衰退,13.5,-1.08,-74.19,-1.64,2.22%,旭品,-75.97
31.64,122.44,0.0,6620.TWO,2025-12,0.0,2025,108.17,⚪ 數據不足,N/A,⚠️ 獲利稀釋,78.1999969482,3.76,39.62,4.85,N/A,漢達,-76.53
-92.76,-6.43,1.2107496248118812,4763.TW,2025-12,530.25,2025,-15.8,⚪ 中性觀察,50.09%,🏰 高護城河,42.7999992371,4.94,-91.36,6.1,57.83%,材料*-KY,-76.96000000000001
-79.59,-2.61,22.361111111111114,5244.TW,2025-12,26.999999999999996,2025,-1.9,❌ 暫避觀望,N/A,🌑 雙重衰退,40.25,0.64,-62.57,0.51,N/A,弘凱,-77.69
160.13,372.94,26.706585912634726,8038.TWO,2025-12,25.05,2025,237.84,❌ 暫避觀望,N/A,⚠️ 獲利稀釋,44.5999984741,0.81,164.8,0.92,N/A,長園科,-77.71000000000001
-95.77,0.33,0.0,8933.TWO,2025-12,-51.45,2025,-17.19,⚪ 數據不足,N/A,🌑 雙重衰退,6.1300001144,-1.1,-266.67,-1.39,N/A,愛地雅,-78.58
-69.45,5.78,5.822387767104488,2327.TW,2025-12,765.1500000000001,2025,9.26,⚪ 中性觀察,24.28%,📉 獲利侵蝕,297.0,8.22,-73.12,11.51,37.30%,國巨*,-78.71000000000001
-90.28,-17.3,42.358492005471696,8076.TWO,2025-12,7.95,2025,-11.54,❌ 暫避觀望,N/A,🌑 雙重衰退,22.4500007629,0.01,-99.59,0.14,N/A,伍豐,-78.74000000000001
-77.63,25.99,23.493975903614455,2540.TW,2025-12,37.35,2025,1.31,❌ 暫避觀望,4.98%,📉 獲利侵蝕,58.5,0.68,-73.93,0.69,20.31%,愛山林,-78.94
-122.76,-47.7,0.0,1591.TWO,2025-12,0.0,2025,-43.59,⚪ 數據不足,-116.55%,🌑 雙重衰退,0.0,-2.09,-44.76,-2.75,-25.13%,駿吉-KY,-79.17
-87.21,-18.87,340.0000095375004,1449.TW,2025-12,0.5999999999999993,2025,-7.88,❌ 暫避觀望,-27.07%,🔄 轉虧為盈,13.6000003815,-0.28,-128.57,0.12,0.84%,佳和,-79.33
-84.51,-23.64,0.0,6735.TWO,2025-12,-10.649999999999999,2025,-4.81,⚪ 數據不足,N/A,🔄 轉虧為盈,121.5,-0.54,-131.03,0.33,N/A,美達科技,-79.7
-81.97,-3.51,52.46478873239437,8182.TWO,2025-12,10.649999999999999,2025,-2.15,❌ 暫避觀望,N/A,🌑 雙重衰退,37.25,0.04,-97.71,0.44,N/A,加高,-79.82
-35.0,56.34,0.0,6451.TW,2025-12,-46.050000000000004,2025,45.18,⚪ 數據不足,N/A,🔄 轉虧為盈,402.0,-0.64,-672.73,0.26,N/A,訊芯-KY,-80.18
-87.79,-2.24,1.209439560172777,8422.TW,2025-12,355.95,2025,-7.53,⚪ 中性觀察,N/A,🌑 雙重衰退,28.7000007629,10.47,40.9,1.29,N/A,可寧衛*,-80.26
-70.28,2.6,11.216931620608467,4912.TW,2025-12,113.39999999999999,2025,10.44,⚪ 中性觀察,9.53%,📉 獲利侵蝕,84.8000030518,2.73,-45.51,1.98,22.10%,聯德控股-KY,-80.72
-116.56,-33.96,0.0,4906.TW,2025-12,-20.55,2025,-35.66,⚪ 數據不足,-1.55%,🌑 雙重衰退,34.25,-0.45,-140.91,-0.25,14.16%,正文,-80.9
-101.09,-17.29,0.0,2338.TW,2025-12,-190.34999999999997,2025,-20.15,⚪ 數據不足,-14.81%,🌑 雙重衰退,47.3499984741,-3.56,-394.25,-4.88,5.40%,光罩,-80.94
-71.34,10.79,57.87878903469697,6432.TWO,2025-12,9.899999999999999,2025,10.3,❌ 暫避觀望,N/A,📉 獲利侵蝕,38.2000007629,0.11,-90.83,0.48,N/A,今展科,-81.64
-92.31,-14.19,0.0,6113.TWO,2025-12,-5.1000000000000005,2025,-10.01,⚪ 數據不足,N/A,🌑 雙重衰退,22.9500007629,-0.13,31.58,-0.25,N/A,亞矽,-82.3
-61.33,6.94,7.1461185472831055,1522.TW,2025-12,65.7,2025,21.35,⚪ 中性觀察,0.14%,📉 獲利侵蝕,31.2999992371,1.17,-73.56,1.72,15.03%,堤維西,-82.68
-80.0,0.43,0.0,3717.TW,2025-12,0.0,2025,3.55,⚪ 數據不足,7.12%,🔄 轉虧為盈,20.6499996185,-0.29,-182.86,0.08,19.34%,聯嘉投控,-83.55
-55.26,51.06,0.0,6921.TW,2025-12,0.0,2025,28.45,⚪ 數據不足,N/A,📉 獲利侵蝕,94.0999984741,0.21,-25.0,0.35,N/A,嘉雨思-創,-83.71
-64.17,32.38,74.07407407407408,6762.TWO,2025-12,32.400000000000006,2025,19.58,❌ 暫避觀望,N/A,📉 獲利侵蝕,160.0,0.68,-4.23,0.67,N/A,達亞,-83.75
-91.2,-6.12,15.300752166541354,6158.TWO,2025-12,19.95,2025,-6.07,❌ 暫避觀望,N/A,🌑 雙重衰退,20.3500003815,0.62,-51.97,0.11,N/A,禾昌,-85.13
-94.0,-5.31,51.95652091,1611.TW,2025-12,3.4499999999999997,2025,-8.17,❌ 暫避觀望,11.05%,🌑 雙重衰退,11.9499998093,0.1,-76.74,0.03,37.93%,中電,-85.83
-84.96,2.18,0.0,3543.TW,2025-12,-55.95,2025,1.1,⚪ 數據不足,-16.08%,📉 獲利侵蝕,40.9500007629,-1.16,-43.75,-2.24,5.62%,州巧,-86.05999999999999
-54.81,37.74,18.86426550529086,6612.TWO,2025-12,54.150000000000006,2025,31.54,❌ 暫避觀望,N/A,📉 獲利侵蝕,68.0999984741,0.7,-59.52,1.09,N/A,奈米醫材,-86.35
-92.0,-6.15,2356.6665649399997,1727.TW,2025-12,0.44999999999999996,2025,-5.46,❌ 暫避觀望,-0.08%,🌑 雙重衰退,70.6999969482,0.03,-93.18,0.04,11.85%,中華化,-86.54
-95.74,-10.09,0.0,3714.TW,2025-12,-130.50000000000003,2025,-9.04,⚪ 數據不足,-25.24%,🌑 雙重衰退,66.5999984741,-2.62,-154.37,-3.69,-2.65%,富采,-86.69999999999999
-92.39,-9.76,0.0,3016.TW,2025-12,-2.25,2025,-5.25,⚪ 數據不足,4.89%,🔄 轉虧為盈,67.5,-0.09,-110.98,0.07,11.81%,嘉晶,-87.14
-96.23,-14.16,0.0,3713.TWO,2025-12,-27.9,2025,-8.18,⚪ 數據不足,-22.36%,🌑 雙重衰退,15.25,-0.55,-13.64,-1.13,0.24%,新晶投控,-88.05000000000001
-14.16,9.02,12.080173347778981,3169.TWO,2026-03,138.45000000000002,2025,73.94,⚪ 中性觀察,26.68%,🏰 高護城河,111.5,3.67,7.31,0.97,54.20%,亞信,-88.1
-92.45,-11.44,0.0,3685.TWO,2025-12,-36.9,2025,-4.04,⚪ 數據不足,6.52%,🌑 雙重衰退,32.3499984741,-0.62,-63.16,-1.02,22.32%,元創精密,-88.41
-96.99,-4.45,0.0,3490.TWO,2025-12,-2.850000000000001,2025,-8.56,⚪ 數據不足,-16.80%,🌑 雙重衰退,29.8500003815,0.43,-80.0,0.05,19.24%,單井,-88.42999999999999
-93.16,-0.15,8.971170320308196e+17,1220.TW,2025-12,2.0816681711721685e-16,2025,-4.37,❌ 暫避觀望,-0.43%,🌑 雙重衰退,12.4499998093,0.13,-87.62,0.08,8.16%,台榮,-88.78999999999999
-91.3,-3.65,0.0,4534.TWO,2025-12,-18.3,2025,-2.4,⚪ 數據不足,-3.10%,🔄 轉虧為盈,24.3500003815,-0.53,-630.0,0.01,15.20%,慶騰,-88.89999999999999
-90.0,-1.02,73.75000317874999,2106.TW,2025-12,3.6,2025,-0.7,❌ 暫避觀望,1.48%,🌑 雙重衰退,17.7000007629,0.06,-94.5,0.13,20.30%,建大,-89.3
-141.41,-44.17,0.0,6582.TW,2025-12,-23.249999999999996,2025,-51.86,⚪ 數據不足,N/A,🌑 雙重衰退,31.25,-0.19,-117.59,-0.41,N/A,申豐,-89.55
-121.74,-30.69,0.0,8024.TWO,2025-12,-97.19999999999999,2025,-31.37,⚪ 數據不足,N/A,🌑 雙重衰退,12.6999998093,-1.97,-103.09,-2.55,N/A,佑華,-90.36999999999999
-74.05,27.0,47.16981132075472,3597.TWO,2025-12,7.95,2025,16.57,❌ 暫避觀望,8.41%,📉 獲利侵蝕,25.0,0.12,-84.21,0.34,25.04%,映興,-90.62
-70.0,46.84,0.0,4806.TWO,2025-12,-12.600000000000001,2025,20.96,⚪ 數據不足,-39.20%,📉 獲利侵蝕,10.3500003815,-0.24,-4.35,-0.34,46.90%,桂田文創,-90.96000000000001
-106.78,-20.75,0.0,6680.TWO,2025-12,0.0,2025,-15.41,⚪ 數據不足,N/A,🌑 雙重衰退,0.0,-1.03,-148.8,-0.29,N/A,鑫創電子,-91.37
-91.14,-0.47,0.0,8354.TWO,2025-12,-21.45,2025,0.63,⚪ 數據不足,N/A,🔄 轉虧為盈,16.7999992371,-0.43,-136.75,0.14,N/A,冠好,-91.77
-29.75,87.19,24.406332453825858,3035.TW,2025-12,113.7,2025,62.61,❌ 暫避觀望,2.86%,📉 獲利侵蝕,185.0,2.01,-34.95,2.81,42.16%,智原,-92.36
-97.61,3.65,0.0,5015.TWO,2025-12,-10.2,2025,-4.99,⚪ 數據不足,N/A,🔄 轉虧為盈,24.0,-0.35,-128.23,0.06,N/A,華祺,-92.62
-63.43,40.54,0.0,3594.TWO,2025-12,-2.6999999999999993,2025,29.3,⚪ 數據不足,10.21%,🔄 轉虧為盈,51.0,-0.05,-107.04,0.49,41.27%,磐儀,-92.73
-96.0,-6.91,0.0,1906.TW,2025-12,-7.95,2025,-3.11,⚪ 數據不足,7.26%,🔄 轉虧為盈,11.5,-0.15,-650.0,0.01,12.71%,寶隆,-92.89
-112.99,-21.78,98.04878234853659,6180.TWO,2025-12,6.149999999999999,2025,-19.95,❌ 暫避觀望,N/A,🌑 雙重衰退,40.2000007629,0.44,-96.54,-1.53,N/A,橘子,-93.03999999999999
-114.55,-14.97,0.0,2035.TWO,2025-12,0.0,2025,-21.22,⚪ 數據不足,-18.44%,🌑 雙重衰退,0.0,-3.6,-181.25,-4.72,-14.72%,唐榮,-93.33
-92.73,-0.77,0.0,3050.TW,2025-12,-0.30000000000000027,2025,0.72,⚪ 數據不足,-1.07%,📉 獲利侵蝕,12.1999998093,0.02,-96.92,0.04,27.89%,鈺德,-93.45
-29.4,80.92,8.234489051094892,3147.TWO,2025-12,328.79999999999995,2025,64.32,⚪ 中性觀察,5.75%,📉 獲利侵蝕,180.5,5.92,10.24,8.43,13.87%,大綜,-93.72
-91.75,0.54,0.0,3221.TWO,2025-12,-1.6500000000000001,2025,2.36,⚪ 數據不足,4.08%,🔄 轉虧為盈,43.5,-0.22,-130.14,0.08,22.57%,台嘉碩,-94.11
-92.04,5.73,0.0,1338.TW,2025-12,-97.5,2025,2.83,⚪ 數據不足,-1.26%,📉 獲利侵蝕,16.6000003815,-2.0,-254.55,-2.24,22.76%,廣華-KY,-94.87
