gm,est_price,symbol,prev_year,eps_yoy,prev_eps_yoy,rev_yoy,prev_eps,advice,name,status,pe,prev_rev_yoy,eps,date,expansion,om,price
N/A,342.3,6435.TWO,2025,56.17,56.88,390.31,9.52,⚪ 中性觀察,大中,⚠️ 獲利稀釋,14.4829097283085,25.24,3.67,2026-03,-334.14,N/A,330.5
N/A,-90.45,6425.TWO,2025,123.61,-348.39,458.27,-1.61,⚪ 數據不足,易發,🔄 轉虧為盈,0.0,-16.91,0.17,2026-03,-334.65999999999997,N/A,71.1999969482
22.74%,-10.5,3531.TWO,2025,-15.38,-77.78,320.5,0.3,⚪ 數據不足,先益,📉 獲利侵蝕,0.0,-18.09,0.33,2026-03,-335.88,4.80%,22.1499996185
N/A,94.19999999999999,4942.TW,2025,-14.75,-26.62,321.35,3.06,⚪ 中性觀察,嘉彰,📉 獲利侵蝕,5.955414255716562,7.48,0.52,2026-03,-336.1,N/A,37.4000015259
N/A,10.2,8234.TWO,2025,-177.19,-35.0,158.96,0.39,❌ 暫避觀望,新漢,📉 獲利侵蝕,97.05882352941177,5.19,-0.44,2026-03,-336.15,N/A,66.0
N/A,-53.4,5348.TWO,2025,42.5,-109.86,378.91,-1.49,⚪ 數據不足,正能量智能,⚠️ 獲利稀釋,0.0,-3.8,-0.23,2026-03,-336.41,N/A,18.1499996185
N/A,59.1,8433.TWO,2025,-17.96,-67.55,319.83,3.17,⚪ 中性觀察,弘帆,📉 獲利侵蝕,13.274111481497464,-3.48,1.37,2026-03,-337.78999999999996,N/A,52.2999992371
N/A,154.20000000000002,6861.TW,2025,105.83,4.08,443.87,3.84,❌ 暫避觀望,睿生光電,⚠️ 獲利稀釋,31.07976653696498,15.29,2.12,2026-03,-338.04,N/A,319.5
19.66%,-285.45000000000005,1583.TW,2025,102.44,-142.57,440.91,-4.83,⚪ 數據不足,程泰,🔄 轉虧為盈,0.0,-12.11,0.18,2026-03,-338.47,-2.95%,49.4500007629
N/A,-28.5,6560.TWO,2025,85.0,50.0,423.64,-0.16,⚪ 數據不足,欣普羅,🔄 轉虧為盈,0.0,123.75,0.37,2026-03,-338.64,N/A,38.4000015259
N/A,216.14999999999998,6525.TW,2025,14.08,14.17,353.67,5.88,⚪ 中性觀察,捷敏-KY,⚠️ 獲利稀釋,9.923664122137406,14.03,1.62,2026-03,-339.59000000000003,N/A,143.0
23.29%,92.10000000000001,1504.TW,2025,-7.41,-18.15,332.58,2.42,⚪ 中性觀察,東元,📉 獲利侵蝕,11.237785016286644,6.99,0.51,2026-03,-339.99,6.47%,69.0
N/A,65.1,2477.TW,2025,-35.29,12.0,305.41,1.68,⚪ 中性觀察,美隆電,📉 獲利侵蝕,4.827189115875576,-5.34,0.11,2026-03,-340.70000000000005,N/A,20.9500007629
1.76%,-88.94999999999999,4726.TWO,2025,9.68,4.42,350.73,-2.17,⚪ 數據不足,永昕,⚠️ 獲利稀釋,0.0,8.23,-0.56,2026-03,-341.05,-18.26%,26.0
N/A,4.65,5512.TWO,2025,-28.57,-11.76,312.59,0.16,❌ 暫避觀望,力麒,📉 獲利侵蝕,25.96774255064516,17.58,0.05,2026-03,-341.15999999999997,N/A,8.0500001907
N/A,144.6,9904.TW,2025,-37.7,-24.63,304.12,4.1,⚪ 中性觀察,寶成,📉 獲利侵蝕,2.634854732209544,-4.71,0.76,2026-03,-341.82,N/A,25.3999996185
N/A,-10.35,6643.TWO,2025,-351.06,-44.41,-9.15,1.69,⚪ 數據不足,M31,🌑 雙重衰退,0.0,20.34,-1.18,2026-03,-341.91,N/A,458.5
22.90%,182.10000000000002,2618.TW,2025,39.09,-9.87,381.09,4.84,⚪ 中性觀察,長榮航,⚠️ 獲利稀釋,3.616145100980231,-0.31,1.53,2026-03,-342.0,16.53%,43.9000015259
N/A,99.14999999999999,6175.TWO,2025,1.37,-14.74,343.52,2.68,❌ 暫避觀望,立敦,⚠️ 獲利稀釋,16.036308623298034,-1.38,0.74,2026-03,-342.15,N/A,106.0
32.99%,0.0,2476.TW,2025,7.55,-15.98,349.82,4.36,⚪ 數據不足,鉅祥,⚠️ 獲利稀釋,0.0,12.66,1.14,2026-03,-342.27,19.39%,0.0
23.42%,16.200000000000003,2323.TW,2025,59.41,685.19,402.3,1.58,⚪ 中性觀察,中環,⚠️ 獲利稀釋,10.185185185185185,-3.39,-0.41,2026-03,-342.89,-5.65%,11.0
17.63%,-5.3999999999999995,1711.TW,2025,28.57,-147.73,372.19,-0.21,⚪ 數據不足,永光,🔄 轉虧為盈,0.0,-7.34,0.09,2026-03,-343.62,-5.18%,43.5999984741
N/A,354.0,9939.TW,2025,-3.43,-5.01,340.36,9.1,⚪ 中性觀察,宏全,📉 獲利侵蝕,5.381355932203389,1.65,2.25,2026-03,-343.79,N/A,127.0
30.92%,284.7,3689.TWO,2025,-7.69,19.61,337.45,7.55,⚪ 中性觀察,湧德,📉 獲利侵蝕,6.032665964172813,20.51,2.04,2026-03,-345.14,12.50%,114.5
N/A,-44.85,6129.TWO,2025,63.83,-9.0,409.09,-1.09,⚪ 數據不足,普誠,⚠️ 獲利稀釋,0.0,-2.06,-0.17,2026-03,-345.26,N/A,18.2999992371
22.24%,128.1,4755.TW,2025,-8.18,-9.76,338.45,3.7,❌ 暫避觀望,三福化,📉 獲利侵蝕,15.807962529274006,-9.17,1.01,2026-03,-346.63,10.72%,135.0
N/A,63.0,7709.TWO,2025,-53.16,-52.99,293.55,2.48,❌ 暫避觀望,榮田,📉 獲利侵蝕,20.16666594004762,-31.16,0.37,2026-03,-346.71000000000004,N/A,84.6999969482
N/A,189.45000000000002,9914.TW,2025,-22.14,271.37,325.07,4.01,⚪ 中性觀察,美利達,📉 獲利侵蝕,6.175771971496436,-9.71,1.09,2026-03,-347.21,N/A,78.0
27.43%,243.15,2755.TWO,2025,-1.8,8.73,345.63,6.44,⚪ 中性觀察,揚秦,📉 獲利侵蝕,8.698334361505243,20.09,1.65,2026-03,-347.43,9.66%,141.0
N/A,86.39999999999999,8099.TWO,2025,75.56,9.52,423.28,2.53,⚪ 中性觀察,大世科,⚠️ 獲利稀釋,10.05208359824653,27.49,0.79,2026-03,-347.71999999999997,N/A,57.9000015259
23.17%,91.79999999999998,2520.TW,2025,-35.44,-74.55,312.37,2.61,⚪ 中性觀察,冠德,📉 獲利侵蝕,5.637254901960785,-20.24,0.52,2026-03,-347.81,15.06%,34.5
N/A,216.75,6438.TW,2025,19.73,-29.85,367.88,5.24,⚪ 中性觀察,迅得,⚠️ 獲利稀釋,10.449826989619378,26.29,1.76,2026-03,-348.15,N/A,151.0
23.25%,205.05,4551.TW,2025,30.43,-27.14,379.26,6.04,❌ 暫避觀望,智伸科,⚠️ 獲利稀釋,16.42282370153621,1.71,2.7,2026-03,-348.83,11.86%,224.5
24.08%,310.95,2480.TW,2025,17.41,6.67,366.95,8.0,⚪ 中性觀察,敦陽科,⚠️ 獲利稀釋,7.23589001447178,11.38,2.63,2026-03,-349.53999999999996,10.67%,150.0
25.55%,108.3,2027.TW,2025,76.56,77.93,426.15,2.88,⚪ 中性觀察,大成鋼,⚠️ 獲利稀釋,5.595568078379502,12.63,1.17,2026-03,-349.59,14.07%,40.4000015259
N/A,-16.950000000000003,8201.TW,2025,-10.0,60.23,340.82,-0.35,⚪ 數據不足,無敵,📉 獲利侵蝕,0.0,1.42,-0.11,2026-03,-350.82,N/A,12.8500003815
N/A,86.25,1104.TW,2025,-2.38,18.52,349.07,2.56,⚪ 中性觀察,環泥,📉 獲利侵蝕,4.695652173913044,-0.42,0.41,2026-03,-351.45,N/A,27.0
N/A,8.100000000000001,5309.TWO,2025,-33.33,-57.38,318.51,0.27,❌ 暫避觀望,系統電,📉 獲利侵蝕,114.62963245537037,9.13,0.09,2026-03,-351.84,N/A,61.9000015259
N/A,38.1,4440.TW,2025,828.57,-35.23,1180.75,1.14,⚪ 中性觀察,宜新實業,⚠️ 獲利稀釋,6.732283614763779,-4.85,0.51,2026-03,-352.17999999999995,N/A,17.1000003815
N/A,99.3,6754.TW,2025,-58.62,-46.72,293.96,3.41,⚪ 中性觀察,匯僑設計,📉 獲利侵蝕,6.68429003021148,-30.87,0.12,2026-03,-352.58,N/A,44.25
28.58%,1617.45,2383.TW,2025,49.0,47.96,401.75,41.67,❌ 暫避觀望,台光電,⚠️ 獲利稀釋,50.54252063433182,46.42,14.9,2026-03,-352.75,19.80%,5450.0
N/A,16.35,6276.TWO,2025,-197.83,142.59,155.69,0.92,❌ 暫避觀望,安鈦克,📉 獲利侵蝕,20.82568877330275,20.19,-0.9,2026-03,-353.52,N/A,22.7000007629
N/A,174.14999999999998,6807.TW,2025,-66.84,-47.18,286.97,4.69,⚪ 中性觀察,峰源-KY,📉 獲利侵蝕,2.881137016614987,-14.72,0.63,2026-03,-353.81000000000006,N/A,33.4500007629
23.90%,780.75,3413.TW,2025,-36.27,-12.83,318.21,21.44,⚪ 中性觀察,京鼎,📉 獲利侵蝕,6.032660902977907,26.66,4.28,2026-03,-354.47999999999996,11.87%,314.0
N/A,82.94999999999999,8931.TWO,2025,-48.65,-19.4,306.21,1.87,⚪ 中性觀察,大汽電,📉 獲利侵蝕,7.522603702368897,-1.74,0.38,2026-03,-354.85999999999996,N/A,41.5999984741
30.58%,41.1,3704.TW,2025,-58.82,10.87,296.16,1.56,❌ 暫避觀望,合勤控,📉 獲利侵蝕,16.514598540145982,-2.6,0.29,2026-03,-354.98,1.57%,45.25
26.86%,-88.5,1595.TWO,2025,-117.65,-3800.0,237.64,-1.95,⚪ 數據不足,川寶,📉 獲利侵蝕,0.0,-21.77,-0.74,2026-03,-355.28999999999996,-13.38%,79.0
N/A,77.10000000000001,6215.TW,2025,216.67,-1.42,572.52,2.08,❌ 暫避觀望,和椿,⚠️ 獲利稀釋,19.552529182879375,50.12,1.14,2026-03,-355.85,N/A,100.5
20.30%,4.35,2106.TW,2025,71.43,-90.0,428.07,0.13,❌ 暫避觀望,建大,⚠️ 獲利稀釋,58.965518556896555,-0.7,0.12,2026-03,-356.64,1.48%,17.1000003815
17.20%,278.55,1503.TW,2025,18.72,7.92,376.47,6.27,⚪ 中性觀察,士電,⚠️ 獲利稀釋,12.78944534194938,6.01,2.79,2026-03,-357.75,7.03%,237.5
N/A,2.5500000000000003,6624.TWO,2025,171.43,-52.17,529.33,0.36,❌ 暫避觀望,萬年清,⚠️ 獲利稀釋,239.70588235294116,-10.21,0.05,2026-03,-357.90000000000003,N/A,40.75
N/A,-11.1,6928.TW,2025,-117.39,6.41,242.37,-0.73,⚪ 數據不足,攸泰科技,📉 獲利侵蝕,0.0,-2.54,-0.04,2026-03,-359.76,N/A,51.7000007629
N/A,3.300000000000003,8426.TWO,2025,35.38,-63.22,395.54,1.85,❌ 暫避觀望,紅木-KY,⚠️ 獲利稀釋,92.27272380499991,-5.62,-0.42,2026-03,-360.16,N/A,20.2999992371
18.84%,115.95,3501.TW,2025,-88.89,-50.98,271.35,3.0,⚪ 中性觀察,維熹,📉 獲利侵蝕,5.174644243208279,-6.46,0.15,2026-03,-360.24,5.60%,40.0
18.72%,292.8,1537.TW,2025,-14.23,-32.28,346.01,7.95,⚪ 中性觀察,廣隆,📉 獲利侵蝕,6.403688524590164,-18.5,2.11,2026-03,-360.24,9.93%,125.0
24.39%,229.8,3004.TW,2025,-3.52,-24.15,356.78,5.85,⚪ 中性觀察,豐達科,📉 獲利侵蝕,8.257180156657963,15.8,1.92,2026-03,-360.29999999999995,9.60%,126.5
13.69%,44.1,1473.TW,2025,-44.8,-81.13,315.63,0.57,⚪ 中性觀察,台南,📉 獲利侵蝕,6.717687074829932,-10.32,0.69,2026-03,-360.43,-4.13%,19.75
23.03%,119.25,3430.TWO,2025,23.93,-34.24,384.64,3.15,❌ 暫避觀望,奇鈦科,⚠️ 獲利稀釋,17.9874213836478,16.19,1.45,2026-03,-360.71,7.70%,143.0
N/A,171.0,5243.TW,2025,47.0,30.95,408.08,4.4,⚪ 中性觀察,乙盛-KY,⚠️ 獲利稀釋,8.728070175438596,-7.74,1.47,2026-03,-361.08,N/A,99.5
27.89%,-2.7,3050.TW,2025,-188.89,-92.73,172.23,0.04,⚪ 數據不足,鈺德,📉 獲利侵蝕,0.0,0.72,-0.07,2026-03,-361.12,-1.07%,12.1499996185
37.66%,350.09999999999997,2449.TW,2025,-46.72,41.67,315.93,9.01,⚪ 中性觀察,京元電子,📉 獲利侵蝕,13.217652099400173,30.08,1.87,2026-03,-362.65,28.21%,308.5
N/A,61.49999999999999,8162.TW,2025,-60.0,23.62,303.38,1.57,❌ 暫避觀望,微矽電子-創,📉 獲利侵蝕,18.902439024390244,19.79,0.12,2026-03,-363.38,N/A,77.5
42.12%,296.70000000000005,3167.TW,2025,208.82,474.47,572.88,8.13,❌ 暫避觀望,大量,⚠️ 獲利稀釋,39.130434782608695,95.35,3.19,2026-03,-364.06,18.24%,774.0
N/A,-12.75,3027.TW,2025,-83.87,-342.86,280.38,-1.06,⚪ 數據不足,盛達,🔄 轉虧為盈,0.0,4.18,0.05,2026-03,-364.25,N/A,19.9500007629
25.47%,734.1,3044.TW,2025,25.22,21.94,390.24,19.45,⚪ 中性觀察,健鼎,⚠️ 獲利稀釋,10.206375153248874,11.54,5.61,2026-03,-365.02,17.08%,499.5
N/A,-148.64999999999998,6153.TW,2025,44.0,0.46,409.13,-4.38,⚪ 數據不足,嘉聯益,⚠️ 獲利稀釋,0.0,-25.69,-0.56,2026-03,-365.13,N/A,20.7999992371
24.27%,129.14999999999998,2478.TW,2025,28.41,8.95,396.55,3.45,❌ 暫避觀望,大毅,⚠️ 獲利稀釋,23.80952380952381,7.81,1.14,2026-03,-368.14,12.13%,205.0
N/A,16.2,6155.TW,2025,-57.14,-23.71,311.46,0.74,❌ 暫避觀望,鈞寶,📉 獲利侵蝕,77.96296013722223,10.87,0.18,2026-03,-368.59999999999997,N/A,84.1999969482
25.29%,31.049999999999997,2108.TW,2025,9.68,-27.19,378.36,0.83,⚪ 中性觀察,南帝,⚠️ 獲利稀釋,13.212560570772947,-16.0,0.34,2026-03,-368.68,9.12%,27.3500003815
N/A,-137.25,1530.TW,2025,105.36,-152.78,474.55,-2.45,⚪ 數據不足,亞崴,🔄 轉虧為盈,0.0,0.45,0.18,2026-03,-369.19,N/A,28.2000007629
N/A,144.45,8936.TWO,2025,33.78,21.07,403.64,4.08,⚪ 中性觀察,國統,⚠️ 獲利稀釋,6.220145537476636,20.29,0.99,2026-03,-369.86,N/A,59.9000015259
29.42%,-14.55,3057.TW,2025,-97.67,46.34,273.28,-0.88,⚪ 數據不足,喬鼎,🔄 轉虧為盈,0.0,1.86,0.02,2026-03,-370.95,-21.05%,19.4500007629
N/A,22.05,5426.TWO,2025,-30.0,-47.47,341.24,0.52,❌ 暫避觀望,振發,📉 獲利侵蝕,21.156462844557822,17.01,0.28,2026-03,-371.24,N/A,31.1000003815
N/A,193.2,6924.TW,2025,71.21,-16.96,442.71,5.68,⚪ 中性觀察,榮惠-KY創,⚠️ 獲利稀釋,9.743788819875776,-3.92,2.26,2026-03,-371.5,N/A,125.5
N/A,82.05000000000001,6194.TWO,2025,-66.33,-47.23,305.92,2.19,⚪ 中性觀察,育富,📉 獲利侵蝕,5.859232036032907,-2.95,0.33,2026-03,-372.25,N/A,32.0499992371
17.29%,60.75,2063.TWO,2025,-36.54,-10.88,336.21,1.72,⚪ 中性觀察,世鎧,📉 獲利侵蝕,6.012345773209876,-13.1,0.33,2026-03,-372.75,2.75%,24.3500003815
21.67%,80.99999999999999,2374.TW,2025,133.33,28.57,507.12,2.44,⚪ 中性觀察,佳能,⚠️ 獲利稀釋,13.518518518518519,60.25,0.73,2026-03,-373.78999999999996,8.17%,73.0
21.42%,73.20000000000002,3206.TWO,2025,-58.06,-50.73,315.88,2.02,⚪ 中性觀察,志豐,📉 獲利侵蝕,7.54098345022541,-13.21,0.26,2026-03,-373.94,4.13%,36.7999992371
N/A,138.6,6474.TWO,2025,-21.74,19.85,352.87,3.49,⚪ 中性觀察,華豫寧,📉 獲利侵蝕,3.9718615544264066,-5.94,0.9,2026-03,-374.61,N/A,36.7000007629
21.29%,52.050000000000004,1717.TW,2025,23.33,-9.62,398.73,1.41,❌ 暫避觀望,長興,⚠️ 獲利稀釋,21.00864597288184,-7.93,0.37,2026-03,-375.40000000000003,3.94%,72.9000015259
21.81%,20.55,2484.TW,2025,37.5,-34.34,412.92,0.65,❌ 暫避觀望,希華,⚠️ 獲利稀釋,50.51094667751824,10.07,0.33,2026-03,-375.42,6.31%,69.1999969482
N/A,67.5,8039.TW,2025,103.13,-11.69,478.88,2.07,❌ 暫避觀望,台虹,⚠️ 獲利稀釋,30.555555555555557,6.75,0.65,2026-03,-375.75,N/A,137.5
17.62%,258.9,3026.TW,2025,70.24,12.1,446.0,6.58,❌ 暫避觀望,禾伸堂,⚠️ 獲利稀釋,44.3800695249131,5.01,2.86,2026-03,-375.76,5.81%,766.0
18.01%,127.95000000000002,3483.TWO,2025,183.33,-53.89,559.82,3.74,⚪ 中性觀察,力致,⚠️ 獲利稀釋,10.293083593411488,0.02,0.17,2026-03,-376.49,2.40%,87.8000030518
N/A,35.550000000000004,6835.TW,2025,-94.38,-76.35,283.66,0.97,⚪ 中性觀察,圓裕,📉 獲利侵蝕,14.831224272531646,-2.38,0.05,2026-03,-378.04,N/A,35.1500015259
N/A,446.99999999999994,5288.TW,2025,-4.8,-27.39,374.33,12.25,⚪ 中性觀察,豐祥-KY,📉 獲利侵蝕,5.8892617449664435,-6.57,3.59,2026-03,-379.13,N/A,175.5
N/A,31.350000000000005,8038.TWO,2025,233.33,160.13,612.53,0.92,❌ 暫避觀望,長園科,⚠️ 獲利稀釋,18.468898791435404,237.84,0.24,2026-03,-379.19999999999993,N/A,38.5999984741
N/A,154.2,8249.TW,2025,-62.96,15.99,316.24,4.03,⚪ 中性觀察,菱光,📉 獲利侵蝕,4.523346303501945,-11.42,0.37,2026-03,-379.2,N/A,46.5
N/A,215.85000000000002,6753.TW,2025,82.43,-6.72,461.95,5.98,⚪ 中性觀察,龍德造船,⚠️ 獲利稀釋,8.929812369701182,2.49,2.7,2026-03,-379.52,N/A,128.5
18.31%,222.15,2206.TW,2025,-11.76,-3.34,368.25,5.78,⚪ 中性觀察,三陽工業,📉 獲利侵蝕,4.186360567184335,-4.56,1.37,2026-03,-380.01,4.93%,62.0
18.21%,68.55000000000001,2115.TW,2025,-53.45,-22.93,326.78,1.58,⚪ 中性觀察,六暉-KY,📉 獲利侵蝕,4.485776805251641,-4.72,0.27,2026-03,-380.22999999999996,6.19%,20.5
N/A,65.7,8349.TWO,2025,1.47,-53.88,382.05,1.93,⚪ 中性觀察,�矬�,⚠️ 獲利稀釋,8.904109589041097,-12.83,0.61,2026-03,-380.58,N/A,39.0
N/A,169.8,9910.TW,2025,-41.38,-14.14,339.61,5.1,⚪ 中性觀察,豐泰,📉 獲利侵蝕,6.236748981810955,-4.54,0.68,2026-03,-380.99,N/A,70.5999984741
18.10%,81.15,3444.TWO,2025,-48.1,-10.04,335.22,2.15,❌ 暫避觀望,利機,📉 獲利侵蝕,16.46950064216266,10.54,0.41,2026-03,-383.32000000000005,4.42%,89.0999984741
23.02%,27.0,4720.TW,2025,-39.39,-47.52,344.48,0.74,⚪ 中性觀察,德淵,📉 獲利侵蝕,13.66666687861111,-2.31,0.2,2026-03,-383.87,3.03%,24.6000003815
N/A,10.799999999999999,8927.TWO,2025,350.0,-72.09,734.16,0.35,❌ 暫避觀望,北基,⚠️ 獲利稀釋,29.236110051527778,-14.5,0.18,2026-03,-384.15999999999997,N/A,21.0499992371
N/A,2.0999999999999996,6708.TWO,2025,-322.22,180.65,62.97,0.25,❌ 暫避觀望,天擎,📉 獲利侵蝕,288.5714394707143,42.33,-0.2,2026-03,-385.19000000000005,N/A,40.4000015259
5.67%,180.9,2609.TW,2025,-81.61,-73.34,304.43,4.9,⚪ 中性觀察,陽明,📉 獲利侵蝕,4.262023343772802,-26.56,0.41,2026-03,-386.04,-1.94%,51.4000015259
17.44%,63.15,3015.TW,2025,85.0,-13.89,471.2,1.86,⚪ 中性觀察,全漢,⚠️ 獲利稀釋,13.942993055320665,12.58,0.37,2026-03,-386.2,-0.45%,58.7000007629
43.42%,32.699999999999996,2491.TW,2025,173.28,457.5,559.52,1.43,❌ 暫避觀望,吉祥全,⚠️ 獲利稀釋,18.80733944954129,-10.43,0.85,2026-03,-386.24,-66.51%,41.0
N/A,24.45,6982.TWO,2025,-87.5,-97.61,299.04,0.06,❌ 暫避觀望,大井泵浦,📉 獲利侵蝕,32.39263756877301,0.3,0.1,2026-03,-386.54,N/A,52.7999992371
8.05%,161.1,3609.TWO,2025,-17.98,248.27,371.35,6.42,⚪ 中性觀察,三一東林,📉 獲利侵蝕,2.44878950066108,70.72,-1.05,2026-03,-389.33000000000004,-11.23%,26.2999992371
18.44%,-15.3,3380.TW,2025,150.0,-190.0,540.0,-0.36,⚪ 數據不足,明泰,🔄 轉虧為盈,0.0,4.75,0.1,2026-03,-390.0,1.17%,32.7000007629
19.71%,178.95,3045.TW,2025,13.27,4.58,403.57,4.77,⚪ 中性觀察,台灣大,⚠️ 獲利稀釋,9.89103101424979,-0.31,1.37,2026-03,-390.3,10.58%,118.0
N/A,29.85,2065.TWO,2025,13.58,-67.92,404.06,1.12,❌ 暫避觀望,世豐,⚠️ 獲利稀釋,16.58291457286432,-10.76,0.92,2026-03,-390.48,N/A,33.0
N/A,18.45,7743.TWO,2025,-58.33,-69.73,332.87,0.57,❌ 暫避觀望,金利食安,📉 獲利侵蝕,16.219512815365853,6.19,0.05,2026-03,-391.2,N/A,19.9500007629
N/A,5.7,4729.TWO,2025,-63.64,-60.0,327.76,0.16,❌ 暫避觀望,熒茂,📉 獲利侵蝕,56.578947368421055,8.46,0.04,2026-03,-391.4,N/A,21.5
N/A,285.15000000000003,3402.TWO,2025,-9.83,10.62,381.69,7.5,⚪ 中性觀察,漢科,📉 獲利侵蝕,7.522356654392424,-4.4,1.56,2026-03,-391.52,N/A,143.0
N/A,194.54999999999998,4979.TWO,2025,5.92,43.01,398.1,5.43,❌ 暫避觀望,華星光,⚠️ 獲利稀釋,35.19660755589823,27.06,1.62,2026-03,-392.18,N/A,456.5
21.21%,-58.35,2457.TW,2025,-3.03,-410.42,389.42,-1.48,⚪ 數據不足,飛宏,📉 獲利侵蝕,0.0,-10.11,-0.34,2026-03,-392.45,-6.90%,27.6000003815
N/A,44.550000000000004,4535.TWO,2025,-50.0,-46.94,342.65,1.3,⚪ 中性觀察,至興,📉 獲利侵蝕,9.141414012962963,-13.43,0.29,2026-03,-392.65,N/A,27.1499996185
25.04%,6.450000000000001,3597.TWO,2025,-55.56,-74.05,337.41,0.34,❌ 暫避觀望,映興,📉 獲利侵蝕,60.34883898348836,16.57,0.08,2026-03,-392.97,8.41%,25.9500007629
26.65%,158.55,3605.TW,2025,-50.0,74.89,343.32,4.35,⚪ 中性觀察,宏致,📉 獲利侵蝕,7.379375591296121,11.14,0.67,2026-03,-393.32,5.06%,78.0
8.14%,-148.5,2939.TW,2025,14.29,-24.32,408.48,-3.68,⚪ 數據不足,永邑-KY,⚠️ 獲利稀釋,0.0,-0.82,-0.3,2026-03,-394.19,-46.94%,19.1499996185
N/A,-97.19999999999999,8024.TWO,2025,0.0,-121.74,394.41,-2.55,⚪ 數據不足,佑華,📉 獲利侵蝕,0.0,-31.37,-0.55,2026-03,-394.41,N/A,16.25
37.85%,-12.0,4113.TWO,2025,-466.67,-112.91,-71.35,-0.43,⚪ 數據不足,聯上,🌑 雙重衰退,0.0,-89.32,-0.22,2026-03,-395.32000000000005,-47.25%,15.3500003815
N/A,266.25,6768.TW,2025,-55.22,-17.06,340.44,6.77,⚪ 中性觀察,志強-KY,📉 獲利侵蝕,4.28169014084507,10.46,1.2,2026-03,-395.65999999999997,N/A,76.0
N/A,114.60000000000001,6294.TWO,2025,-187.5,55.31,208.18,2.78,⚪ 中性觀察,智基,📉 獲利侵蝕,3.56020952393979,-7.81,-0.07,2026-03,-395.68,N/A,27.2000007629
N/A,450.75,6890.TW,2025,-79.51,-14.96,316.5,13.02,⚪ 中性觀察,來億-KY,📉 獲利侵蝕,6.705490848585691,5.05,0.75,2026-03,-396.01,N/A,201.5
N/A,108.60000000000001,6235.TW,2025,-51.61,-2.36,344.45,2.9,⚪ 中性觀察,華孚,📉 獲利侵蝕,5.379834359516574,13.71,0.3,2026-03,-396.06,N/A,38.9500007629
N/A,-9.9,4430.TWO,2025,-22.58,67.24,374.82,-0.19,⚪ 數據不足,耀億,🔄 轉虧為盈,0.0,-2.42,0.24,2026-03,-397.4,N/A,17.6000003815
N/A,117.30000000000001,8086.TWO,2025,259.52,26.79,657.4,3.36,❌ 暫避觀望,宏捷科,⚠️ 獲利稀釋,18.15856777493606,-7.61,1.51,2026-03,-397.88,N/A,142.0
22.14%,121.94999999999999,3189.TW,2025,73.33,3072.73,471.97,3.51,❌ 暫避觀望,景碩,⚠️ 獲利稀釋,99.63099630996311,28.87,1.17,2026-03,-398.64000000000004,8.52%,810.0
17.58%,0.0,1709.TW,2025,40.0,-20.13,438.93,1.23,⚪ 數據不足,和益,⚠️ 獲利稀釋,0.0,-12.57,0.55,2026-03,-398.93,8.28%,0.0
N/A,1089.6,8210.TW,2025,93.47,77.66,492.63,29.06,❌ 暫避觀望,勤誠,⚠️ 獲利稀釋,16.726321585903083,51.55,10.73,2026-03,-399.15999999999997,N/A,1215.0
N/A,-11.850000000000001,4950.TWO,2025,186.96,23.4,586.98,-0.36,⚪ 數據不足,金耘國際,🔄 轉虧為盈,0.0,191.86,0.2,2026-03,-400.02,N/A,16.0
N/A,-149.25000000000003,6854.TW,2025,-386.36,-276.79,14.56,-1.02,⚪ 數據不足,錼創科技-KY創,📉 獲利侵蝕,0.0,-23.56,-2.14,2026-03,-400.92,N/A,125.0
15.04%,-5.3999999999999995,4402.TWO,2025,-66.67,-44.44,334.65,-0.13,⚪ 數據不足,郡都開發,📉 獲利侵蝕,0.0,28.81,-0.05,2026-03,-401.32,-80.56%,17.3999996185
15.77%,155.1,3037.TW,2025,428.33,18.07,830.09,4.38,❌ 暫避觀望,欣興,⚠️ 獲利稀釋,94.39071566731141,13.75,3.28,2026-03,-401.76000000000005,6.82%,976.0
N/A,47.699999999999996,5276.TWO,2025,72.73,54.05,474.91,1.14,⚪ 中性觀察,達輝-KY,⚠️ 獲利稀釋,5.8647797542452835,3.13,0.57,2026-03,-402.18,N/A,18.6499996185
37.12%,12.6,2611.TW,2025,154.9,-68.29,557.65,0.52,❌ 暫避觀望,志信,⚠️ 獲利稀釋,16.13095260797619,-2.19,0.28,2026-03,-402.75,5.53%,13.5500001907
N/A,6.6,5488.TWO,2025,350.0,1000.0,752.81,0.11,❌ 暫避觀望,松普,⚠️ 獲利稀釋,29.09090952431818,-8.11,0.09,2026-03,-402.80999999999995,N/A,12.8000001907
21.28%,28.799999999999997,3003.TW,2025,4.44,-74.48,407.81,0.99,❌ 暫避觀望,健和興,⚠️ 獲利稀釋,34.16666587192709,-3.28,0.47,2026-03,-403.37,6.05%,65.5999984741
22.67%,34.50000000000001,4566.TW,2025,-53.75,-41.88,349.69,1.36,❌ 暫避觀望,時碩工業,📉 獲利侵蝕,26.521739130434778,3.73,0.37,2026-03,-403.44,3.55%,61.0
N/A,0.0,6803.TWO,2025,0.44,5.99,403.93,18.44,⚪ 數據不足,崑鼎,⚠️ 獲利稀釋,0.0,13.2,4.54,2026-03,-403.49,N/A,0.0
N/A,19.799999999999997,6133.TW,2025,8.33,10.77,412.13,0.72,❌ 暫避觀望,金橋,⚠️ 獲利稀釋,16.628788456742427,17.93,0.13,2026-03,-403.8,N/A,21.9500007629
