expansion,prev_eps,est_price,gm,symbol,advice,rev_yoy,date,name,price,prev_rev_yoy,prev_year,eps,status,prev_eps_yoy,pe,om,eps_yoy
-53.58,-0.9,-40.95,-2.18%,4406.TWO,⚪ 數據不足,7.0,2025-12,新昕纖,9.8800001144,23.84,2025,-1.07,📉 獲利侵蝕,-16.88,0.0,-18.01%,-46.58
-53.75,-1.1,-31.5,20.64%,2388.TW,⚪ 數據不足,-40.0,2025-12,威盛,65.6999969482,-37.6,2025,0.12,🔄 轉虧為盈,-241.03,0.0,-8.17%,-93.75
-53.86000000000001,0.65,49.5,N/A,6517.TWO,❌ 暫避觀望,-1.73,2025-12,保勝光學,69.0,-6.15,2025,1.63,🌑 雙重衰退,-75.56,20.90909090909091,N/A,-55.59
-53.910000000000004,3.12,126.3,18.01%,3483.TWO,⚪ 中性觀察,0.02,2025-12,力致,91.0,3.35,2025,3.74,📉 獲利侵蝕,-42.65,10.807600950118765,2.40%,-53.89
-54.22,26.59,1277.7,N/A,7734.TWO,❌ 暫避觀望,27.91,2025-12,印能科技,3080.0,42.88,2025,33.5,📉 獲利侵蝕,-14.35,36.158722704860295,N/A,-26.31
-54.31,1.72,96.15,23.17%,2520.TW,⚪ 中性觀察,-20.24,2025-12,冠德,33.4000015259,-26.92,2025,2.61,🌑 雙重衰退,-79.28,5.210608662386896,15.06%,-74.55
-54.39999999999999,-0.04,0.7499999999999998,18.12%,1468.TW,❌ 暫避觀望,-23.26,2025-12,昶和,11.6000003815,-23.09,2025,0.21,🔄 轉虧為盈,-105.0,232.00000763000003,2.42%,-77.66
-54.53,0.44,24.599999999999998,N/A,5371.TWO,❌ 暫避觀望,-0.23,2025-12,中光電,67.6999969482,-5.04,2025,0.95,🌑 雙重衰退,-72.67,41.28048594402439,N/A,-54.76
-54.550000000000004,1.11,40.5,15.30%,1722.TW,❌ 暫避觀望,1.81,2025-12,台肥,47.6500015259,2.1,2025,0.95,📉 獲利侵蝕,-27.92,17.648148713296298,3.04%,-52.74
-55.629999999999995,3.03,172.34999999999997,N/A,6531.TW,❌ 暫避觀望,35.16,2025-12,愛普*,890.0,28.02,2025,7.74,📉 獲利侵蝕,-54.3,77.45865970409052,N/A,-20.47
-55.64,0.38,19.8,19.47%,3552.TWO,❌ 暫避觀望,-0.85,2025-12,同致,48.5999984741,-1.51,2025,0.67,🌑 雙重衰退,-70.99,36.818180662196966,0.28%,-56.49
-55.64999999999999,1.53,82.05000000000001,N/A,6856.TWO,⚪ 中性觀察,19.24,2025-12,鑫傳,47.75,29.13,2025,2.62,📉 獲利侵蝕,-54.6,8.72943327239488,N/A,-36.41
-55.66,0.09,9.899999999999999,5.49%,2028.TW,❌ 暫避觀望,-16.5,2025-12,威致,16.5,-19.32,2025,0.28,🌑 雙重衰退,-89.16,25.000000000000004,3.23%,-72.16
-56.14,4.17,213.75,N/A,6438.TW,⚪ 中性觀察,26.29,2025-12,迅得,144.0,26.46,2025,5.24,📉 獲利侵蝕,10.24,10.105263157894736,N/A,-29.85
-56.21,0.22,18.9,8.73%,2634.TW,❌ 暫避觀望,-9.88,2025-12,漢翔,46.2000007629,-12.58,2025,0.78,🌑 雙重衰退,-87.21,36.66666727214285,4.51%,-66.09
-56.57999999999999,1.53,90.44999999999999,36.51%,3675.TWO,❌ 暫避觀望,-9.88,2025-12,德微,300.0,-11.4,2025,2.67,🌑 雙重衰退,-74.8,49.75124378109453,9.03%,-66.46
-56.59,4.7,220.35,5.79%,2643.TWO,⚪ 中性觀察,59.7,2025-12,捷迅,65.9000015259,70.71,2025,6.3,⚠️ 獲利稀釋,10.59,4.486045032396188,2.48%,3.11
-56.870000000000005,0.71,40.35,8.85%,2367.TW,❌ 暫避觀望,-12.33,2025-12,燿華,64.5999984741,-10.77,2025,0.68,🌑 雙重衰退,-59.32,24.01486932122677,-4.89%,-69.2
-56.970000000000006,1.23,69.45,11.53%,3376.TW,❌ 暫避觀望,-19.54,2025-12,新日興,203.5,-16.36,2025,1.63,🌑 雙重衰退,-77.26,43.9524838012959,-3.62%,-76.51
-56.980000000000004,0.23,0.0,14.01%,1584.TWO,⚪ 數據不足,-9.94,2025-12,精剛,0.0,-12.67,2025,0.44,🌑 雙重衰退,-86.86,0.0,6.58%,-66.92
-57.36999999999999,0.36,19.950000000000003,19.95%,4561.TWO,❌ 暫避觀望,-22.51,2025-12,健椿,41.25,-25.07,2025,0.66,🌑 雙重衰退,-87.84,31.01503759398496,4.03%,-79.88
-57.59,0.12,8.700000000000001,N/A,8927.TWO,❌ 暫避觀望,-14.5,2025-12,北基,20.7000007629,-27.61,2025,0.35,🌑 雙重衰退,-91.61,35.68965648775862,N/A,-72.09
-58.02000000000001,-1.85,-98.85,N/A,8089.TWO,⚪ 數據不足,-79.25,2025-12,康全電訊,20.7999992371,-78.07,2025,-3.09,🌑 雙重衰退,-124.6,0.0,N/A,-137.27
-58.05,-4.41,-227.10000000000002,7.55%,2616.TW,⚪ 數據不足,-24.55,2025-12,山隆,13.5500001907,-30.68,2025,-6.25,🌑 雙重衰退,-155.56,0.0,-10.37%,-82.6
-58.150000000000006,1.25,56.85,N/A,8068.TWO,⚪ 中性觀察,11.63,2025-12,全達,18.4500007629,2.91,2025,1.23,📉 獲利侵蝕,-37.5,4.868074079920844,N/A,-46.52
-58.410000000000004,0.61,32.1,16.15%,2235.TWO,⚪ 中性觀察,-6.01,2025-12,謚源,30.0,-2.97,2025,0.95,🌑 雙重衰退,-70.24,14.018691588785046,1.41%,-64.42
-58.709999999999994,-3.04,-157.95,N/A,5907.TW,⚪ 數據不足,-14.95,2025-12,大洋-KY,5.0100002289,-14.73,2025,-4.55,🌑 雙重衰退,-82.04,0.0,N/A,-73.66
-58.730000000000004,-1.05,-54.0,15.11%,3224.TWO,⚪ 數據不足,7.24,2025-12,三顧,36.9000015259,6.79,2025,-1.53,📉 獲利侵蝕,-52.17,0.0,-12.99%,-51.49
-58.78,2.68,143.55,N/A,9945.TW,⚪ 中性觀察,23.56,2025-12,潤泰新,26.0499992371,9.27,2025,3.93,📉 獲利侵蝕,-49.41,2.7220479871577847,N/A,-35.22
-58.910000000000004,2.9,112.65,N/A,8932.TWO,⚪ 中性觀察,51.84,2025-12,智通*,98.1999969482,63.13,2025,1.85,📉 獲利侵蝕,160.91,13.07589839523302,N/A,-7.07
-58.94,1.01,75.75,44.04%,2739.TW,⚪ 中性觀察,2.72,2025-12,寒舍,35.5499992371,1.51,2025,2.36,📉 獲利侵蝕,-78.46,7.039603809326733,12.46%,-56.22
-59.14,8.09,0.0,N/A,6725.TWO,⚪ 數據不足,21.02,2025-12,矽科宏晟,273.0,20.53,2025,12.98,📉 獲利侵蝕,-22.06,0.0,N/A,-38.12
-59.17,2.95,158.39999999999998,N/A,6863.TW,⚪ 中性觀察,-14.3,2025-12,永道-KY,94.3000030518,-10.3,2025,3.0,🌑 雙重衰退,-62.28,8.929924531420456,N/A,-73.47
-59.239999999999995,2.18,0.0,N/A,7788.TW,⚪ 數據不足,7.87,2025-12,松川精密,271.0,8.42,2025,3.63,📉 獲利侵蝕,-56.66,0.0,N/A,-51.37
-59.489999999999995,-2.81,-76.05000000000001,32.33%,3006.TW,⚪ 數據不足,8.08,2025-12,晶豪科,204.5,-5.44,2025,0.87,🔄 轉虧為盈,-300.0,0.0,20.25%,-51.41
-59.49,0.77,39.75000000000001,30.14%,2201.TW,⚪ 中性觀察,-15.65,2025-12,裕隆,27.5499992371,-17.2,2025,0.93,🌑 雙重衰退,-76.11,10.396226127207546,7.44%,-75.14
-59.69,-0.47,-9.6,22.74%,3531.TWO,⚪ 數據不足,-18.09,2025-12,先益,23.0,-15.43,2025,0.3,🔄 轉虧為盈,-204.44,0.0,4.80%,-77.78
-60.14,3.46,187.95,N/A,8442.TW,⚪ 中性觀察,-2.85,2025-12,威宏-KY,40.0,-6.65,2025,4.18,🌑 雙重衰退,-60.02,3.1923383878691145,N/A,-62.99
-60.19,1.53,0.0,N/A,7770.TWO,⚪ 數據不足,12.79,2025-12,君曜,42.0,17.51,2025,3.0,📉 獲利侵蝕,-58.08,0.0,N/A,-47.4
-61.39,0.05,9.3,38.56%,3141.TWO,❌ 暫避觀望,7.08,2025-12,晶宏,71.3000030518,9.9,2025,0.54,📉 獲利侵蝕,-94.05,115.00000492225806,-3.65%,-54.31
-62.71,0.25,11.25,15.11%,4306.TW,❌ 暫避觀望,-16.46,2025-12,炎洲,15.8500003815,-23.85,2025,0.26,🌑 雙重衰退,-79.34,21.133333842,5.94%,-79.17
-63.019999999999996,-0.31,-14.849999999999998,-74.40%,3313.TWO,⚪ 數據不足,-69.02,2025-12,斐成,11.6999998093,-78.14,2025,-0.35,🌑 雙重衰退,-122.4,0.0,-413.94%,-132.04
-63.47,-1.12,-61.349999999999994,-19.76%,1721.TW,⚪ 數據不足,-22.39,2025-12,三晃,22.6000003815,-23.51,2025,-1.84,🌑 雙重衰退,-45.45,0.0,-36.39%,-85.86
-63.49,0.05,4.6499999999999995,N/A,8111.TWO,❌ 暫避觀望,5.25,2025-12,立��,55.5,7.39,2025,0.38,📉 獲利侵蝕,-88.1,179.03225806451616,N/A,-58.24
-63.89,-2.11,-79.20000000000002,51.08%,2438.TW,⚪ 數據不足,15.52,2025-12,翔耀,22.25,26.64,2025,-2.38,🏰 高護城河,-125.84,0.0,-5.91%,-48.37
-64.05000000000001,2.61,114.3,N/A,6895.TWO,❌ 暫避觀望,105.62,2025-12,宏碩系統,169.0,121.07,2025,3.61,⚠️ 獲利稀釋,99.24,22.178477690288712,N/A,41.57
-64.07,0.71,63.75,N/A,8433.TWO,⚪ 中性觀察,-3.48,2025-12,弘帆,53.0999984741,-7.78,2025,3.17,🌑 雙重衰退,-89.32,12.49411728802353,N/A,-67.55
-64.14,-0.56,-31.200000000000003,71.52%,3288.TWO,⚪ 數據不足,-10.15,2025-12,點晶,23.75,-7.45,2025,-0.64,🏰 高護城河,43.62,0.0,6.07%,-74.29
-64.48,0.39,23.849999999999998,N/A,5426.TWO,❌ 暫避觀望,17.01,2025-12,振發,32.4500007629,30.86,2025,0.52,📉 獲利侵蝕,-40.91,20.40880551125786,N/A,-47.47
-64.75,-0.69,14.399999999999999,N/A,6643.TWO,❌ 暫避觀望,20.34,2025-12,M31,454.5,7.33,2025,1.69,🔄 轉虧為盈,-116.01,473.4375,N/A,-44.41
-65.2,6.43,320.7,5.62%,3231.TW,⚪ 中性觀察,108.39,2025-12,緯創,152.5,94.87,2025,9.04,⚠️ 獲利稀釋,44.39,7.132834424695978,3.53%,43.19
-65.57999999999993,6.7,396.44999999999993,N/A,8271.TW,⚪ 中性觀察,1985.02,2026-03,宇瞻,197.0,41.93,2025,14.54,⚠️ 獲利稀釋,209.22,7.453651153991677,N/A,1919.44
-65.97,0.06,5.55,15.09%,1323.TW,❌ 暫避觀望,-23.91,2025-12,永裕,19.5,-28.19,2025,0.26,🌑 雙重衰退,-97.63,52.7027027027027,1.25%,-89.88
-66.10000000000001,0.39,0.7500000000000007,37.12%,2611.TW,❌ 暫避觀望,-2.19,2025-12,志信,13.6499996185,-1.45,2025,0.52,🌑 雙重衰退,-78.8,272.99999236999975,5.53%,-68.29
-66.21000000000001,-0.94,-50.24999999999999,-7.37%,1310.TW,⚪ 數據不足,-24.07,2025-12,台苯,8.4300003052,-19.92,2025,-1.37,🌑 雙重衰退,-141.03,0.0,-10.27%,-90.28
-66.27000000000001,0.37,21.45,31.63%,3588.TW,❌ 暫避觀望,-7.24,2025-12,通嘉,56.5999984741,-9.27,2025,0.5,🌑 雙重衰退,-78.11,39.58041851335664,-1.96%,-73.51
-66.51,0.04,8.55,N/A,5309.TWO,❌ 暫避觀望,9.13,2025-12,系統電,66.5999984741,7.47,2025,0.27,📉 獲利侵蝕,-90.7,116.84210258614034,N/A,-57.38
-66.53,0.47,57.74999999999999,89.44%,3546.TWO,❌ 暫避觀望,2.09,2025-12,宇峻,83.8000030518,-4.51,2025,1.97,🏰 高護城河,-86.34,21.766234558909094,20.17%,-64.44
-66.78999999999999,-1.36,-69.9,12.27%,3419.TW,⚪ 數據不足,18.86,2025-12,譁裕,14.3500003815,27.6,2025,-1.79,📉 獲利侵蝕,-43.16,0.0,-16.22%,-47.93
-66.92,-1.51,-90.6,N/A,4943.TW,⚪ 數據不足,11.46,2025-12,康控-KY,8.9899997711,6.89,2025,-1.88,📉 獲利侵蝕,-93.42,0.0,N/A,-55.46
-66.95,2.69,136.2,48.92%,4772.TWO,❌ 暫避觀望,127.87,2025-12,台特化,266.0,81.35,2025,4.2,⚠️ 獲利稀釋,174.49,29.295154185022025,38.48%,60.92
-67.00999999999999,-1.58,-79.35,11.17%,3323.TWO,⚪ 數據不足,-9.18,2025-12,加百裕,33.6500015259,-6.05,2025,-1.92,🌑 雙重衰退,-112.5,0.0,-4.33%,-76.19
-67.1,1.49,54.14999999999999,N/A,8070.TW,❌ 暫避觀望,12.31,2025-12,長華*,58.7999992371,11.79,2025,1.02,📉 獲利侵蝕,-18.99,16.288088431329644,N/A,-54.79
-67.17,-12.5,-585.7500000000001,N/A,6462.TWO,⚪ 數據不足,11.11,2025-12,神盾,110.0,16.32,2025,-17.51,📉 獲利侵蝕,-126.04,0.0,N/A,-56.06
-67.28,1.33,65.4,N/A,8050.TWO,⚪ 中性觀察,3.42,2025-12,廣積,58.5,15.23,2025,1.44,📉 獲利侵蝕,-57.66,13.41743119266055,N/A,-63.86
-67.46,0.98,43.8,N/A,6224.TW,❌ 暫避觀望,-2.5,2025-12,聚鼎,76.3000030518,0.32,2025,0.67,🌑 雙重衰退,-42.6,26.13013803143836,N/A,-69.96
-67.61000000000001,-0.01,4.199999999999999,33.55%,4741.TWO,❌ 暫避觀望,-17.82,2025-12,泓瀚,81.0,-19.51,2025,0.29,🔄 轉虧為盈,-100.71,289.28571428571433,3.21%,-85.43
-67.7,0.14,-1.5,N/A,6134.TWO,⚪ 數據不足,22.25,2025-12,萬旭,35.4500007629,18.87,2025,0.12,📉 獲利侵蝕,-58.82,0.0,N/A,-45.45
-67.86,1.33,79.64999999999999,19.80%,2066.TWO,⚪ 中性觀察,-9.64,2025-12,世德,60.5999984741,-7.86,2025,1.34,🌑 雙重衰退,-77.02,11.412429091167608,-4.97%,-77.5
-68.06,0.57,33.0,28.02%,4119.TW,❌ 暫避觀望,-11.81,2025-12,旭富,42.2999992371,-11.91,2025,0.9,🌑 雙重衰退,-86.03,19.2272723805,12.04%,-79.87
-68.21,1.4,56.699999999999996,N/A,8227.TWO,❌ 暫避觀望,97.77,2025-12,巨有科技,173.5,93.9,2025,2.06,⚠️ 獲利稀釋,53.85,45.8994708994709,N/A,29.56
-68.60000000000001,0.3,26.25,17.99%,3434.TWO,❌ 暫避觀望,-5.05,2025-12,哲固,30.2000007629,-2.33,2025,0.47,🌑 雙重衰退,-77.78,17.257143293085715,0.82%,-73.65
-68.69,-2.42,-115.05,N/A,8054.TWO,⚪ 數據不足,30.97,2025-12,安國,99.5,26.01,2025,-3.19,📉 獲利侵蝕,-129.13,0.0,N/A,-37.72
-68.82,-0.37,-11.850000000000001,N/A,6234.TWO,⚪ 數據不足,-26.42,2025-12,高僑,43.9000015259,-31.56,2025,0.05,🔄 轉虧為盈,-144.58,0.0,N/A,-95.24
-68.85,-0.93,-43.35,3.28%,1309.TW,⚪ 數據不足,-22.22,2025-12,台達化,15.1499996185,-17.56,2025,-1.07,🌑 雙重衰退,-55.0,0.0,-4.04%,-91.07
-69.55,-0.01,6.449999999999999,N/A,8150.TW,❌ 暫避觀望,5.45,2025-12,南茂,97.0999984741,0.67,2025,0.7,🔄 轉虧為盈,-100.61,225.8139499397675,N/A,-64.1
-70.36999999999999,-2.11,-113.39999999999999,N/A,6875.TWO,⚪ 數據不足,-59.86,2025-12,國邑*,34.1500015259,-61.06,2025,-2.97,🌑 雙重衰退,-35.26,0.0,N/A,-130.23
-70.5,-1.1,-49.05,-3.67%,2014.TW,⚪ 數據不足,-37.56,2025-12,中鴻,17.4500007629,-36.55,2025,-1.29,🌑 雙重衰退,-92.98,0.0,-6.17%,-108.06
-70.69,0.27,16.200000000000003,N/A,6508.TWO,❌ 暫避觀望,-4.08,2025-12,惠光,23.3999996185,-1.96,2025,0.27,🌑 雙重衰退,-73.79,21.666666313425925,N/A,-74.77
-70.75,0.2,12.9,24.70%,4109.TWO,⚪ 中性觀察,-9.62,2025-12,加捷生醫,12.0,-13.54,2025,0.43,🌑 雙重衰退,-91.88,13.953488372093023,-7.54%,-80.37
-70.81,0.77,52.5,13.69%,1473.TW,⚪ 中性觀察,-10.32,2025-12,台南,20.3999996185,-5.85,2025,0.57,🌑 雙重衰退,-69.8,5.828571319571429,-4.13%,-81.13
-71.13000000000001,-6.21,-423.0,-76.10%,4174.TWO,⚪ 數據不足,-6.55,2025-12,浩鼎,27.7000007629,-26.19,2025,-15.61,🌑 雙重衰退,10.0,0.0,-2289.99%,-77.68
-71.16000000000001,-0.34,11.999999999999998,15.90%,3226.TWO,❌ 暫避觀望,-24.52,2025-12,龍鋒,48.0499992371,-23.4,2025,0.24,🔄 轉虧為盈,-107.89,60.06249904637501,4.48%,-95.68
-71.2,0.5,28.5,21.28%,3003.TW,❌ 暫避觀望,-3.28,2025-12,健和興,67.0,-3.86,2025,0.99,🌑 雙重衰退,-82.94,35.26315789473684,6.05%,-74.48
-71.57,0.04,4.3500000000000005,N/A,5450.TWO,❌ 暫避觀望,-8.96,2025-12,南良,14.3500003815,-8.5,2025,0.22,🌑 雙重衰退,-94.81,49.48275993620689,N/A,-80.53
-71.69,0.25,10.05,13.55%,2012.TW,❌ 暫避觀望,-9.36,2025-12,春雨,14.1499996185,-3.32,2025,0.2,🌑 雙重衰退,-73.26,21.11940241567164,2.02%,-81.05
-71.73,0.48,54.900000000000006,N/A,8941.TWO,⚪ 中性觀察,-5.35,2025-12,關中,43.2000007629,-4.94,2025,1.16,🌑 雙重衰退,-88.89,11.803278896967212,N/A,-77.08
-72.0,0.28,11.550000000000002,N/A,6244.TWO,❌ 暫避觀望,-5.05,2025-12,茂迪,31.25,-5.87,2025,0.14,🌑 雙重衰退,-46.15,40.58441558441558,N/A,-77.05
-72.66,0.73,58.050000000000004,10.77%,3548.TWO,❌ 暫避觀望,-1.8,2025-12,兆利,89.3000030518,8.05,2025,2.23,🌑 雙重衰退,-87.97,23.07493618909561,1.84%,-74.46
-72.85,3.23,158.55,15.14%,4569.TW,❌ 暫避觀望,25.19,2025-12,六方科-KY,164.0,28.81,2025,4.13,📉 獲利侵蝕,-51.13,15.515610217596972,0.74%,-47.66
-73.02,-2.47,-87.75,N/A,6219.TWO,⚪ 數據不足,-41.94,2025-12,富旺,12.5500001907,-99.58,2025,-0.76,🌑 雙重衰退,-255.35,0.0,N/A,-114.96
-73.25,-0.11,-5.1,15.04%,4402.TWO,⚪ 數據不足,28.81,2025-12,郡都開發,17.2000007629,17.54,2025,-0.13,📉 獲利侵蝕,63.33,0.0,-80.56%,-44.44
-73.75,-0.88,-31.049999999999997,N/A,6560.TWO,⚪ 數據不足,123.75,2025-12,欣普羅,37.0,137.08,2025,-0.16,⚠️ 獲利稀釋,-41.94,0.0,N/A,50.0
-74.55,1.3,63.75,60.04%,2887.TW,⚪ 中性觀察,73.85,2025-12,台新新光金,28.75,35.48,2025,1.91,🏰 高護城河,-27.12,6.764705882352941,25.42%,-0.7
-75.53,0.32,8.700000000000001,-37.47%,2434.TW,❌ 暫避觀望,-10.18,2025-12,統懋,32.4500007629,-8.66,2025,0.02,🌑 雙重衰退,-58.97,55.94827717741378,-176.58%,-85.71
-75.73,-0.09,1.2000000000000002,25.17%,4543.TWO,❌ 暫避觀望,1.33,2025-12,萬在,36.8499984741,-3.85,2025,0.53,🔄 轉虧為盈,-105.39,460.62498092624986,7.11%,-74.4
-75.92,0.58,19.499999999999996,N/A,7743.TWO,⚪ 中性觀察,6.19,2025-12,金利食安,18.5,17.91,2025,0.57,📉 獲利侵蝕,-48.15,14.230769230769234,N/A,-69.73
-75.97,-1.08,-58.05,2.22%,3325.TWO,⚪ 數據不足,-8.3,2025-12,旭品,12.5,-11.73,2025,-1.64,🌑 雙重衰退,-74.19,0.0,-15.74%,-84.27
-76.53,3.76,0.0,N/A,6620.TWO,⚪ 數據不足,108.17,2025-12,漢達,68.0,122.44,2025,4.85,⚠️ 獲利稀釋,39.62,0.0,N/A,31.64
-76.96000000000001,4.94,530.25,57.83%,4763.TW,⚪ 中性觀察,-15.8,2025-12,材料*-KY,43.75,-6.43,2025,6.1,🏰 高護城河,-91.36,1.2376237623762376,50.09%,-92.76
-77.69,0.64,26.999999999999996,N/A,5244.TW,❌ 暫避觀望,-1.9,2025-12,弘凱,36.7999992371,-2.61,2025,0.51,🌑 雙重衰退,-62.57,20.444444020611115,N/A,-79.59
-77.71000000000001,0.81,25.05,N/A,8038.TWO,❌ 暫避觀望,237.84,2025-12,長園科,41.7000007629,372.94,2025,0.92,⚠️ 獲利稀釋,164.8,24.970060337065863,N/A,160.13
-78.58,-1.1,-51.45,N/A,8933.TWO,⚪ 數據不足,-17.19,2025-12,愛地雅,4.4899997711,0.33,2025,-1.39,🌑 雙重衰退,-266.67,0.0,N/A,-95.77
-78.71000000000001,8.22,765.1500000000001,37.30%,2327.TW,❌ 暫避觀望,9.26,2025-12,國巨*,842.0,5.78,2025,11.51,📉 獲利侵蝕,-73.12,16.506567339737305,24.28%,-69.45
-78.74000000000001,0.01,7.95,N/A,8076.TWO,❌ 暫避觀望,-11.54,2025-12,伍豐,26.8999996185,-17.3,2025,0.14,🌑 雙重衰退,-99.59,50.75471626132075,N/A,-90.28
-78.94,0.68,37.35,20.31%,2540.TW,❌ 暫避觀望,1.31,2025-12,愛山林,53.2999992371,25.99,2025,0.69,📉 獲利侵蝕,-73.93,21.405622183574298,4.98%,-77.63
-79.17,-2.09,0.0,-25.13%,1591.TWO,⚪ 數據不足,-43.59,2025-12,駿吉-KY,0.0,-47.7,2025,-2.75,🌑 雙重衰退,-44.76,0.0,-116.55%,-122.76
-79.33,-0.28,0.5999999999999993,0.84%,1449.TW,❌ 暫避觀望,-7.88,2025-12,佳和,14.25,-18.87,2025,0.12,🔄 轉虧為盈,-128.57,356.2500000000004,-27.07%,-87.21
-79.7,-0.54,-10.649999999999999,N/A,6735.TWO,⚪ 數據不足,-4.81,2025-12,美達科技,90.0,-23.64,2025,0.33,🔄 轉虧為盈,-131.03,0.0,N/A,-84.51
-79.82,0.04,10.649999999999999,N/A,8182.TWO,❌ 暫避觀望,-2.15,2025-12,加高,54.5,-3.51,2025,0.44,🌑 雙重衰退,-97.71,76.7605633802817,N/A,-81.97
-80.18,-0.64,-46.050000000000004,N/A,6451.TW,⚪ 數據不足,45.18,2025-12,訊芯-KY,499.5,56.34,2025,0.26,🔄 轉虧為盈,-672.73,0.0,N/A,-35.0
-80.26,10.47,355.95,N/A,8422.TW,⚪ 中性觀察,-7.53,2025-12,可寧衛*,29.25,-2.24,2025,1.29,🌑 雙重衰退,40.9,1.2326169405815424,N/A,-87.79
-80.72,2.73,113.39999999999999,22.10%,4912.TW,⚪ 中性觀察,10.44,2025-12,聯德控股-KY,91.0999984741,2.6,2025,1.98,📉 獲利侵蝕,-45.51,12.050264348425927,9.53%,-70.28
-80.9,-0.45,-20.55,14.16%,4906.TW,⚪ 數據不足,-35.66,2025-12,正文,42.0,-33.96,2025,-0.25,🌑 雙重衰退,-140.91,0.0,-1.55%,-116.56
-80.94,-3.56,-190.34999999999997,5.40%,2338.TW,⚪ 數據不足,-20.15,2025-12,光罩,46.7999992371,-17.29,2025,-4.88,🌑 雙重衰退,-394.25,0.0,-14.81%,-101.09
-81.64,0.11,9.899999999999999,N/A,6432.TWO,❌ 暫避觀望,10.3,2025-12,今展科,72.9000015259,10.79,2025,0.48,📉 獲利侵蝕,-90.83,110.45454776651516,N/A,-71.34
-82.3,-0.13,-5.1000000000000005,N/A,6113.TWO,⚪ 數據不足,-10.01,2025-12,亞矽,27.1499996185,-14.19,2025,-0.25,🌑 雙重衰退,31.58,0.0,N/A,-92.31
-82.68,1.17,65.7,15.03%,1522.TW,⚪ 中性觀察,21.35,2025-12,堤維西,30.8999996185,6.94,2025,1.72,📉 獲利侵蝕,-73.56,7.054794433447489,0.14%,-61.33
-83.55,-0.29,0.0,19.34%,3717.TW,⚪ 數據不足,3.55,2025-12,聯嘉投控,20.2999992371,0.43,2025,0.08,🔄 轉虧為盈,-182.86,0.0,7.12%,-80.0
-83.71,0.21,0.0,N/A,6921.TW,⚪ 數據不足,28.45,2025-12,嘉雨思-創,69.5999984741,51.06,2025,0.35,📉 獲利侵蝕,-25.0,0.0,N/A,-55.26
-83.75,0.68,32.400000000000006,N/A,6762.TWO,❌ 暫避觀望,19.58,2025-12,達亞,181.5,32.38,2025,0.67,📉 獲利侵蝕,-4.23,84.02777777777777,N/A,-64.17
-85.13,0.62,19.95,N/A,6158.TWO,⚪ 中性觀察,-6.07,2025-12,禾昌,17.75,-6.12,2025,0.11,🌑 雙重衰退,-51.97,13.345864661654137,N/A,-91.2
-85.83,0.1,3.4499999999999997,37.93%,1611.TW,❌ 暫避觀望,-8.17,2025-12,中電,13.3000001907,-5.31,2025,0.03,🌑 雙重衰退,-76.74,57.82608778565218,11.05%,-94.0
-86.05999999999999,-1.16,-55.95,5.62%,3543.TW,⚪ 數據不足,1.1,2025-12,州巧,31.3500003815,2.18,2025,-2.24,📉 獲利侵蝕,-43.75,0.0,-16.08%,-84.96
-86.35,0.7,54.150000000000006,N/A,6612.TWO,❌ 暫避觀望,31.54,2025-12,奈米醫材,71.8000030518,37.74,2025,1.09,📉 獲利侵蝕,-59.52,19.889197521274237,N/A,-54.81
-86.54,0.03,0.44999999999999996,11.85%,1727.TW,❌ 暫避觀望,-5.46,2025-12,中華化,85.5,-6.15,2025,0.04,🌑 雙重衰退,-93.18,2850.0,-0.08%,-92.0
-86.69999999999999,-2.62,-130.50000000000003,-2.65%,3714.TW,⚪ 數據不足,-9.04,2025-12,富采,63.5,-10.09,2025,-3.69,🌑 雙重衰退,-154.37,0.0,-25.24%,-95.74
-87.14,-0.09,-2.25,11.81%,3016.TW,⚪ 數據不足,-5.25,2025-12,嘉晶,104.0,-9.76,2025,0.07,🔄 轉虧為盈,-110.98,0.0,4.89%,-92.39
-88.05000000000001,-0.55,-27.9,0.24%,3713.TWO,⚪ 數據不足,-8.18,2025-12,新晶投控,16.0,-14.16,2025,-1.13,🌑 雙重衰退,-13.64,0.0,-22.36%,-96.23
-88.1,3.67,138.45000000000002,54.20%,3169.TWO,⚪ 中性觀察,73.94,2026-03,亞信,104.5,9.02,2025,0.97,🏰 高護城河,7.31,11.32177681473456,26.68%,-14.16
-88.41,-0.62,-36.9,22.32%,3685.TWO,⚪ 數據不足,-4.04,2025-12,元創精密,30.75,-11.44,2025,-1.02,🌑 雙重衰退,-63.16,0.0,6.52%,-92.45
-88.42999999999999,0.43,-2.850000000000001,19.24%,3490.TWO,⚪ 數據不足,-8.56,2025-12,單井,31.8500003815,-4.45,2025,0.05,🌑 雙重衰退,-80.0,0.0,-16.80%,-96.99
-88.78999999999999,0.13,2.0816681711721685e-16,8.16%,1220.TW,❌ 暫避觀望,-4.37,2025-12,台榮,11.6000003815,-0.15,2025,0.08,🌑 雙重衰退,-87.62,8.358681183299361e+17,-0.43%,-93.16
-88.89999999999999,-0.53,-18.3,15.20%,4534.TWO,⚪ 數據不足,-2.4,2025-12,慶騰,30.0,-3.65,2025,0.01,🔄 轉虧為盈,-630.0,0.0,-3.10%,-91.3
-89.3,0.06,3.6,20.30%,2106.TW,❌ 暫避觀望,-0.7,2025-12,建大,17.8999996185,-1.02,2025,0.13,🌑 雙重衰退,-94.5,74.58333174375,1.48%,-90.0
